1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4362.435),(2 4257.548),(3 4364.8457),(4 4284.5576),(5 4517.176),(6 4519.397),(7 4515.4824),(8 4634.517),(9 4853.157),(10 4867.4976),(11 4951.5923),(12 4982.389),(13 5008.426),(14 4983.369),(15 5044.975),(16 5104.05),(17 5107.698),(18 5072.949),(19 5270.4556),(20 5203.0596),(21 5210.3423),(22 5305.839),(23 5285.363),(24 5226.169),(25 5348.0947),(26 5406.006),(27 5570.2925),(28 5620.9824),(29 5576.8887),(30 5659.9023),(31 5773.1323),(32 5757.0806),(33 5865.191),(34 5877.2925),(35 5951.0884),(36 6022.5635),(37 5946.91),(38 6117.303),(39 6109.7627),(40 6213.1025),(41 6279.371),(42 6362.22),(43 6394.523),(44 6385.4116),(45 6329.5063),(46 6411.017),(47 6578.6885),(48 6421.405),(49 6517.902),(50 6424.4634),(51 6549.4565),(52 6559.3447),(53 6458.9526),(54 6537.06),(55 6623.9087),(56 6531.6914),(57 6530.7354),(58 6673.2246),(59 6607.806),(60 6660.155),(61 6656.256),(62 6657.5376),(63 6480.8203),(64 6602.752),(65 6449.0156),(66 6469.2173),(67 6489.4478),(68 6465.971),(69 6492.4785),(70 6479.692),(71 6416.868),(72 6350.5176),(73 6268.7695),(74 6374.508),(75 6308.0073),(76 6233.5854),(77 6306.2334),(78 6290.407),(79 6214.7197),
(1 4372.899),(2 4161.3813),(3 4375.2764),(4 4251.036),(5 4508.743),(6 4483.331),(7 4510.9546),(8 4547.4487),(9 4777.241),(10 4811.151),(11 4767.665),(12 4902.113),(13 4906.693),(14 4892.959),(15 4947.389),(16 5011.6636),(17 5057.578),(18 5089.5444),(19 5143.811),(20 5186.5034),(21 5145.8726),(22 5177.1704),(23 5199.3047),(24 5195.961),(25 5273.92),(26 5355.574),(27 5412.099),(28 5525.3853),(29 5546.796),(30 5539.501),(31 5604.6104),(32 5769.2163),(33 5829.6133),(34 5926.8276),(35 5905.062),(36 6012.3853),(37 5968.5103),(38 6048.5493),(39 5989.992),(40 6318.7446),(41 6212.4365),(42 6304.2114),(43 6357.8228),(44 6404.749),(45 6368.242),(46 6432.8066),(47 6485.234),(48 6447.5815),(49 6524.583),(50 6442.863),(51 6503.272),(52 6518.352),(53 6418.213),(54 6450.2944),(55 6422.642),(56 6488.0938),(57 6462.331),(58 6480.2847),(59 6540.946),(60 6628.839),(61 6585.809),(62 6547.272),(63 6394.5894),(64 6514.56),(65 6455.3325),(66 6468.8965),(67 6510.519),(68 6505.95),(69 6538.6543),(70 6490.2476),(71 6416.6533),(72 6392.6323),(73 6315.8774),(74 6280.9478),(75 6218.829),(76 6254.799),(77 6174.771),(78 6182.437),(79 6099.031),
(1 4106.38),(2 3930.2915),(3 4086.236),(4 3978.8625),(5 4275.211),(6 4214.797),(7 4211.2925),(8 4388.429),(9 4474.5195),(10 4582.238),(11 4591.296),(12 4681.5615),(13 4752.587),(14 4801.711),(15 4831.9395),(16 4824.704),(17 4893.2773),(18 4845.8125),(19 4996.865),(20 4961.9634),(21 5031.209),(22 4983.5635),(23 5037.071),(24 4949.008),(25 5059.841),(26 5101.548),(27 5225.2207),(28 5197.022),(29 5412.1074),(30 5420.7515),(31 5463.758),(32 5476.535),(33 5589.792),(34 5639.415),(35 5626.7305),(36 5686.096),(37 5761.432),(38 5820.644),(39 5839.5767),(40 5963.6533),(41 5942.0073),(42 6171.2334),(43 6052.0356),(44 6208.7847),(45 6087.5015),(46 6239.808),(47 6188.4497),(48 6255.361),(49 6190.0894),(50 6163.045),(51 6188.9663),(52 6202.4355),(53 6154.7827),(54 6221.896),(55 6145.089),(56 6247.8794),(57 6186.0845),(58 6171.7114),(59 6284.616),(60 6269.9604),(61 6332.259),(62 6188.6006),(63 6214.6836),(64 6230.887),(65 6160.361),(66 6126.6074),(67 6147.1816),(68 6133.905),(69 6179.376),(70 6229.651),(71 6190.8774),(72 6056.067),(73 6020.9956),(74 6003.32),(75 6004.5156),(76 6094.816),(77 5934.6484),(78 5953.451),(79 5830.7866),
(1 3937.8735),(2 3980.3438),(3 3986.581),(4 4020.3096),(5 4202.3867),(6 4184.408),(7 4175.737),(8 4383.3),(9 4422.387),(10 4559.49),(11 4533.6836),(12 4591.785),(13 4630.2876),(14 4731.184),(15 4778.778),(16 4700.29),(17 4830.4243),(18 4774.614),(19 4889.28),(20 4917.0137),(21 4921.68),(22 4903.705),(23 4957.9473),(24 4891.245),(25 4896.8354),(26 4980.1006),(27 5127.5425),(28 5003.496),(29 5160.884),(30 5174.272),(31 5311.0444),(32 5366.3496),(33 5430.748),(34 5391.34),(35 5502.9565),(36 5586.089),(37 5516.0493),(38 5675.9014),(39 5738.4565),(40 5837.3716),(41 5757.2466),(42 5894.551),(43 5912.4033),(44 5924.905),(45 5995.75),(46 5967.5605),(47 5969.5684),(48 6025.5303),(49 5977.5845),(50 6028.5435),(51 6038.4927),(52 6097.116),(53 5977.185),(54 6054.4243),(55 5988.5015),(56 6101.4824),(57 6061.3955),(58 6126.8237),(59 6009.1333),(60 6141.2427),(61 6084.12),(62 5990.071),(63 6102.613),(64 6088.5625),(65 5904.1953),(66 5900.6157),(67 5890.923),(68 5980.199),(69 5870.1074),(70 6001.863),(71 5953.7705),(72 5825.313),(73 5703.6943),(74 5791.4375),(75 5830.628),(76 5797.737),(77 5745.0215),(78 5764.4746),(79 5667.8477),
(1 4039.198),(2 3891.697),(3 3965.8003),(4 3982.5876),(5 4207.339),(6 4179.1714),(7 4161.893),(8 4340.688),(9 4391.153),(10 4504.844),(11 4491.257),(12 4601.67),(13 4637.229),(14 4666.7075),(15 4795.147),(16 4769.456),(17 4819.8423),(18 4754.349),(19 4835.9185),(20 4901.4863),(21 4849.633),(22 4883.9707),(23 4978.0156),(24 4896.1753),(25 4943.3926),(26 4947.989),(27 5029.496),(28 4951.3423),(29 5164.17),(30 5129.0244),(31 5186.142),(32 5364.543),(33 5375.295),(34 5341.427),(35 5392.067),(36 5508.2813),(37 5485.2603),(38 5576.6836),(39 5710.187),(40 5722.618),(41 5707.2515),(42 5763.079),(43 5898.468),(44 5906.565),(45 5876.876),(46 6010.934),(47 5902.847),(48 5996.0923),(49 6004.688),(50 6000.4536),(51 6042.457),(52 6008.573),(53 5950.517),(54 5910.8477),(55 5958.7686),(56 6029.066),(57 5996.086),(58 6016.2954),(59 5888.2495),(60 6026.1084),(61 6008.645),(62 5960.177),(63 6012.4546),(64 6018.087),(65 5872.6094),(66 5820.837),(67 5847.6978),(68 5874.044),(69 5930.419),(70 5963.198),(71 5874.7876),(72 5684.11),(73 5748.982),(74 5664.7324),(75 5692.6934),(76 5719.7075),(77 5655.078),(78 5677.054),(79 5600.291),
(1 3897.7266),(2 3841.019),(3 3854.4446),(4 3841.0022),(5 4116.7207),(6 3975.9338),(7 4063.955),(8 4266.5547),(9 4305.4043),(10 4296.008),(11 4388.1577),(12 4450.6826),(13 4469.6724),(14 4505.309),(15 4637.744),(16 4552.021),(17 4670.8833),(18 4599.0996),(19 4607.7173),(20 4769.3965),(21 4662.0493),(22 4735.794),(23 4690.74),(24 4665.8076),(25 4747.388),(26 4725.9717),(27 4837.205),(28 4772.528),(29 4941.0586),(30 4947.948),(31 5006.3926),(32 5049.008),(33 5081.5557),(34 5145.0913),(35 5229.488),(36 5339.872),(37 5288.287),(38 5398.4834),(39 5457.6426),(40 5614.9214),(41 5511.7275),(42 5671.1753),(43 5713.6523),(44 5629.142),(45 5710.2666),(46 5756.286),(47 5711.0415),(48 5772.3926),(49 5727.0254),(50 5666.714),(51 5796.0977),(52 5732.776),(53 5675.846),(54 5764.536),(55 5624.842),(56 5746.3843),(57 5676.462),(58 5667.4756),(59 5704.643),(60 5697.1064),(61 5627.7656),(62 5652.005),(63 5658.836),(64 5633.032),(65 5548.5093),(66 5484.9375),(67 5596.7407),(68 5546.48),(69 5626.912),(70 5584.972),(71 5623.372),(72 5439.123),(73 5469.9893),(74 5460.4634),(75 5506.8657),(76 5440.8643),(77 5469.0313),(78 5491.0874),(79 5389.1167),
(1 3864.4795),(2 3693.2944),(3 3799.5151),(4 3856.2695),(5 4066.3884),(6 4000.6738),(7 4013.6743),(8 4195.5317),(9 4223.117),(10 4251.114),(11 4302.9033),(12 4331.2114),(13 4354.4883),(14 4343.0557),(15 4495.369),(16 4408.9966),(17 4546.496),(18 4507.685),(19 4550.688),(20 4601.134),(21 4615.639),(22 4605.2),(23 4634.7324),(24 4720.139),(25 4741.1934),(26 4794.8813),(27 4851.3887),(28 4838.0845),(29 4905.8154),(30 5002.9346),(31 5029.85),(32 5116.4175),(33 5154.1816),(34 5173.764),(35 5253.3804),(36 5292.105),(37 5367.7397),(38 5466.5635),(39 5487.0503),(40 5641.4253),(41 5589.558),(42 5633.6543),(43 5720.7427),(44 5693.9063),(45 5766.1133),(46 5766.0884),(47 5643.7603),(48 5722.4365),(49 5800.6064),(50 5626.768),(51 5688.4756),(52 5727.6426),(53 5638.96),(54 5682.7563),(55 5707.5864),(56 5873.1577),(57 5706.0244),(58 5704.9277),(59 5828.0986),(60 5749.246),(61 5679.472),(62 5780.4985),(63 5689.258),(64 5603.1675),(65 5597.905),(66 5578.9336),(67 5605.687),(68 5626.191),(69 5567.534),(70 5569.9175),(71 5514.74),(72 5478.95),(73 5515.046),(74 5420.4077),(75 5353.4756),(76 5482.6836),(77 5460.863),(78 5437.578),(79 5317.35),
(1 3773.8813),(2 3646.276),(3 3736.815),(4 3771.2246),(5 3912.3442),(6 3934.888),(7 4003.3977),(8 4130.4346),(9 4261.64),(10 4156.852),(11 4210.5596),(12 4314.1514),(13 4358.69),(14 4380.135),(15 4526.7964),(16 4461.599),(17 4541.4976),(18 4485.1504),(19 4572.285),(20 4635.494),(21 4582.5728),(22 4587.599),(23 4711.7427),(24 4682.763),(25 4736.5366),(26 4793.5913),(27 4805.7764),(28 4908.5903),(29 4891.8755),(30 5033.712),(31 5108.765),(32 5167.9326),(33 5217.365),(34 5327.321),(35 5348.166),(36 5357.7827),(37 5460.0713),(38 5563.691),(39 5619.1885),(40 5703.9253),(41 5686.249),(42 5761.474),(43 5763.469),(44 5867.3916),(45 5783.275),(46 5802.1777),(47 5774.3794),(48 5790.742),(49 5725.2925),(50 5745.252),(51 5769.8706),(52 5704.996),(53 5732.032),(54 5690.2817),(55 5763.638),(56 5808.196),(57 5757.571),(58 5699.873),(59 5737.8066),(60 5747.518),(61 5664.4087),(62 5772.376),(63 5740.0264),(64 5676.5913),(65 5635.077),(66 5676.8286),(67 5634.661),(68 5656.449),(69 5700.3535),(70 5649.486),(71 5593.7427),(72 5516.248),(73 5541.1743),(74 5469.573),(75 5497.4297),(76 5556.943),(77 5456.086),(78 5484.283),(79 5409.8696),
(1 3792.361),(2 3601.409),(3 3685.422),(4 3682.2993),(5 3882.9395),(6 3853.5952),(7 3874.3474),(8 4101.6724),(9 4095.263),(10 4046.698),(11 4148.7183),(12 4176.6846),(13 4250.244),(14 4261.8877),(15 4437.1),(16 4333.9595),(17 4427.109),(18 4370.6294),(19 4510.0244),(20 4583.927),(21 4504.6147),(22 4502.3916),(23 4546.686),(24 4597.104),(25 4665.9814),(26 4767.6807),(27 4666.245),(28 4750.3003),(29 4744.7285),(30 4839.32),(31 4835.206),(32 5018.9287),(33 4996.686),(34 5081.52),(35 5119.9116),(36 5133.0435),(37 5142.5386),(38 5271.515),(39 5374.5703),(40 5383.8994),(41 5415.6953),(42 5443.7104),(43 5461.41),(44 5510.5625),(45 5568.7935),(46 5526.5767),(47 5534.7637),(48 5543.0938),(49 5535.2803),(50 5579.3975),(51 5572.5566),(52 5531.2734),(53 5547.7734),(54 5506.1533),(55 5614.8125),(56 5583.077),(57 5509.642),(58 5526.304),(59 5576.8735),(60 5520.197),(61 5578.97),(62 5653.04),(63 5514.7935),(64 5520.6494),(65 5444.8364),(66 5483.773),(67 5411.1426),(68 5420.565),(69 5406.312),(70 5482.1694),(71 5414.5483),(72 5340.9224),(73 5322.646),(74 5305.1426),(75 5263.968),(76 5362.224),(77 5308.8994),(78 5241.533),(79 5259.109),
(1 3795.556),(2 3604.8254),(3 3755.1877),(4 3653.7178),(5 3933.6992),(6 3963.1245),(7 3994.4834),(8 4094.4465),(9 4163.439),(10 4137.8643),(11 4284.8604),(12 4305.1855),(13 4373.674),(14 4395.597),(15 4534.229),(16 4464.9966),(17 4543.971),(18 4473.4727),(19 4612.973),(20 4600.2144),(21 4542.2285),(22 4584.8066),(23 4551.2036),(24 4680.4907),(25 4663.7188),(26 4757.459),(27 4662.187),(28 4765.6655),(29 4755.076),(30 4872.874),(31 4871.8467),(32 4991.395),(33 5051.2573),(34 5128.0947),(35 5176.0757),(36 5175.6294),(37 5238.947),(38 5366.399),(39 5476.6797),(40 5381.698),(41 5458.9214),(42 5445.6704),(43 5592.579),(44 5577.5146),(45 5611.569),(46 5632.582),(47 5577.9414),(48 5590.6284),(49 5528.496),(50 5645.0195),(51 5591.5903),(52 5558.636),(53 5559.365),(54 5517.3086),(55 5634.0493),(56 5535.0815),(57 5482.7593),(58 5483.0625),(59 5491.5176),(60 5506.099),(61 5467.2954),(62 5481.1685),(63 5408.806),(64 5417.9097),(65 5356.3477),(66 5437.6304),(67 5320.043),(68 5440.5522),(69 5351.8945),(70 5358.561),(71 5401.8066),(72 5353.282),(73 5307.3027),(74 5280.6694),(75 5342.6587),(76 5357.795),(77 5298.578),(78 5258.7896),(79 5254.474),
(1 3645.3928),(2 3451.2942),(3 3562.3738),(4 3516.8318),(5 3717.5674),(6 3682.0127),(7 3748.6152),(8 3890.3276),(9 3981.5535),(10 3982.394),(11 4112.316),(12 4100.7134),(13 4192.2188),(14 4194.2896),(15 4249.3223),(16 4325.376),(17 4304.158),(18 4306.633),(19 4379.295),(20 4374.4023),(21 4325.8267),(22 4405.253),(23 4429.6104),(24 4437.495),(25 4555.4985),(26 4553.5156),(27 4512.425),(28 4716.043),(29 4729.229),(30 4747.1655),(31 4801.245),(32 4954.9595),(33 4969.957),(34 5123.7085),(35 5141.9155),(36 5204.244),(37 5280.9326),(38 5295.974),(39 5393.3887),(40 5424.483),(41 5420.2017),(42 5515.8906),(43 5572.46),(44 5598.2344),(45 5537.2),(46 5563.109),(47 5529.2715),(48 5551.2695),(49 5551.9497),(50 5543.6177),(51 5554.5527),(52 5502.941),(53 5465.303),(54 5515.3003),(55 5477.396),(56 5392.786),(57 5377.397),(58 5364.955),(59 5377.774),(60 5371.45),(61 5337.332),(62 5388.092),(63 5300.135),(64 5349.4937),(65 5312.4985),(66 5208.712),(67 5266.859),(68 5253.3667),(69 5293.5737),(70 5352.6577),(71 5333.034),(72 5212.764),(73 5152.423),(74 5189.55),(75 5172.9014),(76 5214.847),(77 5174.2393),(78 5154.668),(79 5105.252),
(1 3630.2534),(2 3409.6052),(3 3564.3953),(4 3499.7888),(5 3733.8186),(6 3695.5925),(7 3871.2683),(8 3905.6697),(9 4034.4666),(10 4067.9458),(11 4109.5938),(12 4151.8267),(13 4189.992),(14 4289.244),(15 4296.6787),(16 4362.388),(17 4322.4766),(18 4347.14),(19 4331.711),(20 4418.139),(21 4450.668),(22 4447.2026),(23 4474.5566),(24 4563.5166),(25 4569.7363),(26 4583.031),(27 4603.7466),(28 4754.2793),(29 4663.1875),(30 4758.4087),(31 4807.8926),(32 4926.865),(33 4928.2993),(34 5157.064),(35 5204.185),(36 5257.2285),(37 5261.264),(38 5420.808),(39 5406.1694),(40 5464.7505),(41 5469.0376),(42 5550.9023),(43 5584.9175),(44 5653.1885),(45 5567.9146),(46 5574.5244),(47 5592.1523),(48 5592.078),(49 5556.5073),(50 5547.847),(51 5518.3765),(52 5529.2207),(53 5430.329),(54 5467.476),(55 5500.0127),(56 5382.6025),(57 5409.4893),(58 5386.0747),(59 5403.759),(60 5462.184),(61 5394.6133),(62 5358.915),(63 5352.798),(64 5302.496),(65 5248.2095),(66 5211.1465),(67 5212.6113),(68 5217.398),(69 5148.604),(70 5304.4883),(71 5165.5215),(72 5238.4907),(73 5098.522),(74 5132.3794),(75 5176.828),(76 5139.267),(77 5145.5874),(78 5116.2876),(79 5035.165),
(1 3542.5034),(2 3336.6697),(3 3478.669),(4 3475.695),(5 3627.4583),(6 3619.1323),(7 3694.3499),(8 3791.7778),(9 3853.4275),(10 3989.9697),(11 3974.918),(12 4043.7625),(13 4059.2231),(14 4135.9727),(15 4079.2546),(16 4184.215),(17 4150.9546),(18 4167.8647),(19 4319.6367),(20 4273.505),(21 4266.7593),(22 4242.1943),(23 4327.4814),(24 4333.9053),(25 4426.893),(26 4436.3555),(27 4495.5234),(28 4534.279),(29 4576.5464),(30 4696.0356),(31 4687.1357),(32 4744.9897),(33 4819.2466),(34 4963.2896),(35 4981.8423),(36 5042.165),(37 5120.1216),(38 5139.424),(39 5088.1816),(40 5215.4116),(41 5260.8413),(42 5314.609),(43 5377.535),(44 5455.4785),(45 5427.875),(46 5428.621),(47 5449.717),(48 5368.5176),(49 5476.064),(50 5403.918),(51 5378.258),(52 5347.1978),(53 5342.364),(54 5290.2188),(55 5311.9307),(56 5282.2754),(57 5353.2314),(58 5284.9766),(59 5211.2705),(60 5342.2686),(61 5251.6333),(62 5258.5903),(63 5184.198),(64 5167.337),(65 5111.2236),(66 5042.1504),(67 5106.562),(68 5135.423),(69 5070.196),(70 5147.4),(71 5036.53),(72 5001.471),(73 4978.557),(74 4951.476),(75 4951.8506),(76 4991.244),(77 4941.8193),(78 4907.622),(79 4874.3125),
(1 3322.1487),(2 3266.7327),(3 3359.3943),(4 3350.191),(5 3470.4546),(6 3489.4355),(7 3581.3013),(8 3772.7004),(9 3732.193),(10 3866.6501),(11 3867.0916),(12 3981.863),(13 3907.1646),(14 4021.8972),(15 4022.028),(16 4131.0435),(17 4033.6057),(18 4100.6226),(19 4202.547),(20 4211.584),(21 4218.3203),(22 4189.9375),(23 4283.0205),(24 4325.2607),(25 4289.794),(26 4336.5903),(27 4362.138),(28 4397.425),(29 4440.6387),(30 4520.3896),(31 4522.774),(32 4578.0093),(33 4698.791),(34 4676.1685),(35 4769.221),(36 4861.564),(37 4901.705),(38 4915.4595),(39 4911.5337),(40 4952.7593),(41 5037.4736),(42 5077.9375),(43 5098.906),(44 5128.277),(45 5070.9473),(46 5128.751),(47 5107.4893),(48 5120.6104),(49 5208.298),(50 5150.8936),(51 5126.396),(52 5111.9307),(53 5077.927),(54 5156.3887),(55 5097.8823),(56 5080.486),(57 5109.2153),(58 5102.2524),(59 5053.988),(60 5087.3257),(61 5112.319),(62 5032.633),(63 5129.417),(64 5030.03),(65 4929.502),(66 4948.6606),(67 4969.321),(68 5004.727),(69 4939.025),(70 4941.2715),(71 4900.6143),(72 4933.2153),(73 4822.6426),(74 4832.059),(75 4896.826),(76 4766.0156),(77 4761.794),(78 4710.4893),(79 4744.4595),
(1 3242.4426),(2 3195.5054),(3 3331.6094),(4 3270.5344),(5 3416.641),(6 3403.9658),(7 3518.23),(8 3627.992),(9 3674.5781),(10 3754.3406),(11 3782.8691),(12 3802.7441),(13 3734.0918),(14 3865.4915),(15 3817.6685),(16 3969.921),(17 3854.1934),(18 3964.6628),(19 4008.582),(20 4087.3704),(21 4108.4375),(22 4099.9463),(23 4203.649),(24 4288.0205),(25 4261.8486),(26 4215.589),(27 4288.2476),(28 4304.803),(29 4380.715),(30 4478.96),(31 4491.0693),(32 4545.42),(33 4681.1733),(34 4698.6357),(35 4801.72),(36 4824.6406),(37 4885.3325),(38 4912.596),(39 4925.5854),(40 4937.7256),(41 5080.026),(42 5089.6333),(43 5163.2344),(44 5162.532),(45 5112.943),(46 5084.705),(47 5089.2847),(48 5108.2573),(49 5168.5903),(50 5101.5933),(51 5105.229),(52 5029.867),(53 5062.0615),(54 4995.393),(55 5002.377),(56 5075.173),(57 4968.907),(58 4990.63),(59 4979.393),(60 5028.6367),(61 5027.3433),(62 4972.3403),(63 5009.4653),(64 4930.7285),(65 4903.8833),(66 4855.0396),(67 4919.943),(68 4912.0493),(69 4946.936),(70 4851.532),(71 4868.917),(72 4928.6084),(73 4794.171),(74 4769.0933),(75 4847.8384),(76 4778.27),(77 4802.6543),(78 4695.844),(79 4714.582),
(1 3295.2),(2 3168.437),(3 3308.8337),(4 3259.91),(5 3403.2673),(6 3340.5532),(7 3446.917),(8 3611.4722),(9 3616.0972),(10 3705.1738),(11 3684.915),(12 3759.5205),(13 3756.096),(14 3852.522),(15 3751.539),(16 3931.1743),(17 3860.5593),(18 3905.4385),(19 3955.702),(20 3962.8022),(21 4015.1045),(22 3943.5786),(23 4124.1235),(24 4139.2593),(25 4182.6245),(26 4115.9346),(27 4170.6875),(28 4207.34),(29 4257.344),(30 4324.2715),(31 4330.433),(32 4435.787),(33 4514.672),(34 4555.4297),(35 4611.976),(36 4666.1367),(37 4733.7456),(38 4628.215),(39 4820.527),(40 4775.423),(41 4871.5566),(42 4932.73),(43 4917.151),(44 4943.59),(45 4916.702),(46 4907.931),(47 4852.148),(48 4935.4263),(49 4951.6475),(50 4894.9326),(51 4902.9204),(52 4863.672),(53 4877.665),(54 4847.512),(55 4824.3135),(56 4834.431),(57 4763.649),(58 4770.27),(59 4778.166),(60 4822.246),(61 4749.7725),(62 4781.7544),(63 4758.973),(64 4686.463),(65 4698.6304),(66 4695.1787),(67 4704.1255),(68 4723.376),(69 4689.456),(70 4698.7173),(71 4666.9),(72 4722.6167),(73 4580.6694),(74 4609.5654),(75 4613.566),(76 4578.7153),(77 4558.2046),(78 4522.23),(79 4577.44),
(1 3098.0542),(2 3103.2366),(3 3140.9724),(4 3181.217),(5 3268.236),(6 3305.8245),(7 3383.9978),(8 3450.3206),(9 3549.1958),(10 3614.698),(11 3631.1929),(12 3752.795),(13 3695.4539),(14 3791.3855),(15 3751.478),(16 3840.9343),(17 3791.886),(18 3824.0415),(19 3867.902),(20 3861.0483),(21 3922.5525),(22 3909.8054),(23 4021.567),(24 4031.936),(25 4081.1077),(26 4053.9373),(27 4090.4038),(28 4133.0483),(29 4245.0913),(30 4286.3667),(31 4340.8896),(32 4403.6055),(33 4369.149),(34 4485.5063),(35 4625.5117),(36 4607.1514),(37 4653.508),(38 4614.7686),(39 4677.2764),(40 4737.7646),(41 4796.4893),(42 4841.507),(43 4878.3657),(44 4862.4473),(45 4890.5947),(46 4840.7163),(47 4858.563),(48 4873.834),(49 4867.0063),(50 4737.059),(51 4789.4746),(52 4774.8823),(53 4753.084),(54 4734.1763),(55 4712.2515),(56 4740.543),(57 4745.371),(58 4707.75),(59 4751.3066),(60 4742.4937),(61 4671.8926),(62 4698.193),(63 4740.687),(64 4631.671),(65 4616.7363),(66 4607.9854),(67 4614.459),(68 4669.1147),(69 4589.1455),(70 4677.4775),(71 4661.7017),(72 4571.6714),(73 4523.028),(74 4606.3516),(75 4568.8276),(76 4590.056),(77 4510.4805),(78 4513.5947),(79 4534.794),
