1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26606.576),(2 78131.766),(3 158913.77),(4 247314.8),(5 349207.6),(6 460992.66),(7 593721.8),(8 741978.5),(9 894128.7),(10 1061905.5),(11 1205806.8),(12 1391864.6),(13 1595438),(14 1838996.9),(15 2092199),(16 2372341.5),(17 2646730.8),(18 2878844.8),(19 3106013.3),(20 3341068.8),(21 3527405.8),(22 3718152.8),(23 3869973.8),(24 4016132.3),(25 4158960.8),(26 4315258.5),(27 4511376),(28 4718798),(29 4872248.5),(30 5004516.5),(31 5118376.5),(32 5221199.5),(33 5295673.5),(34 5334362.5),(35 5368952.5),(36 5367208),(37 5387543.5),(38 5369758.5),(39 5391203.5),(40 5392561),(41 5413556.5),(42 5390667.5),(43 5406772),(44 5405175.5),(45 5433193.5),(46 5458619.5),(47 5441473.5),(48 5415427.5),(49 5335831),(50 5319256.5),(51 5263508.5),(52 5254880),(53 5249698),(54 5306402.5),(55 5369416),(56 5502581.5),(57 5578189.5),(58 5678048),(59 5707999.5),(60 5752565.5),(61 5737264.5),(62 5751069.5),(63 5761493.5),(64 5796759.5),(65 5831612),(66 5923702),(67 5973850.5),(68 6079577.5),(69 6157234.5),(70 6225910),(71 6288409.5),(72 6332626.5),(73 6383984.5),(74 6426257.5),(75 6472273.5),(76 6487452.5),(77 6480052),(78 6459164),(79 6446189.5),
(1 4947.164),(2 9532.358),(3 11746.234),(4 12696.688),(5 13382.737),(6 13827.667),(7 14396.226),(8 14638.555),(9 14841.395),(10 14869.954),(11 14922.254),(12 14824.148),(13 14901.77),(14 14745.278),(15 14604.294),(16 14248.037),(17 14223.466),(18 14308.448),(19 14490.457),(20 14513.472),(21 14904.429),(22 15098.865),(23 14958.442),(24 14904.326),(25 14505.107),(26 14484.731),(27 14334.967),(28 14281.988),(29 14298.8545),(30 14483.12),(31 14474.02),(32 14863.73),(33 14890.006),(34 14851.741),(35 15022.852),(36 15177.922),(37 15225.826),(38 15049.429),(39 14780.451),(40 14818.645),(41 14912.615),(42 15118.142),(43 14933.617),(44 14832.886),(45 14782.783),(46 14877.552),(47 15063.194),(48 14962.861),(49 15092.1455),(50 15137.096),(51 15350.347),(52 15508.102),(53 15435.095),(54 15053.613),(55 15160.731),(56 15141.309),(57 15189.28),(58 14839.312),(59 14773.506),(60 14702.265),(61 14926.212),(62 15332.853),(63 15112.531),(64 14905.712),(65 14954.086),(66 15073.846),(67 15071.533),(68 14944.84),(69 15022.158),(70 15318.097),(71 15464.639),(72 15593.42),(73 15580.743),(74 15788.287),(75 16009.086),(76 15994.386),(77 15916.64),(78 15483.935),(79 15252.031),
(1 4892.9004),(2 9249.459),(3 11250.275),(4 12069.597),(5 12846.701),(6 13203.937),(7 13638.914),(8 13698.117),(9 13653.64),(10 13492.566),(11 13572.822),(12 13761.499),(13 13936.3125),(14 14038.887),(15 13765.871),(16 13482.671),(17 13586.247),(18 13597.31),(19 13919.473),(20 14176.439),(21 14508.0205),(22 14786.7295),(23 14770.133),(24 14786.844),(25 14562.073),(26 14530.143),(27 14293.032),(28 14142.421),(29 14057.286),(30 14199.08),(31 14194.884),(32 14544.904),(33 14578.1455),(34 14168.567),(35 14165.371),(36 14300.037),(37 14303.3125),(38 14136.483),(39 14185.803),(40 14291.47),(41 14150.103),(42 14170.62),(43 14163.014),(44 14093.721),(45 13975.96),(46 14035.801),(47 14126.896),(48 13970.677),(49 14308.796),(50 14579.024),(51 14836.527),(52 14951.96),(53 14929.914),(54 14473.737),(55 14501.116),(56 14480.893),(57 14541.282),(58 14271.426),(59 13981.782),(60 13884.121),(61 14181.677),(62 14368.066),(63 14305.717),(64 14186.428),(65 14390.136),(66 14418.027),(67 14279.877),(68 14240.26),(69 14341.871),(70 14583.186),(71 14793.457),(72 14750.674),(73 14679.089),(74 14634.357),(75 14746.516),(76 14863.572),(77 14923.136),(78 14595.947),(79 14377.69),
(1 4674.2207),(2 8667.267),(3 10676.58),(4 11530.636),(5 12168.93),(6 12403.461),(7 12796.874),(8 12761.103),(9 12646.634),(10 12271.32),(11 12208.138),(12 12514.347),(13 12719.861),(14 12770.689),(15 12942.77),(16 12918.206),(17 12980.243),(18 12775.202),(19 13085.921),(20 13365.382),(21 13642.909),(22 13878.243),(23 13687.051),(24 13510.163),(25 13395.827),(26 13254.356),(27 13145.012),(28 13199.856),(29 13289.548),(30 13527.281),(31 13779.499),(32 13994.211),(33 13974.071),(34 13792.438),(35 13801.869),(36 13842.584),(37 13865.667),(38 13835.131),(39 14060.626),(40 14042.243),(41 13783.204),(42 13914.304),(43 13852.464),(44 13663.837),(45 13625.719),(46 13722.23),(47 13718.173),(48 13591.958),(49 13847.23),(50 14016.281),(51 14116.644),(52 14242.241),(53 14163.991),(54 13706.808),(55 13616.807),(56 13584.669),(57 13662.993),(58 13518.5),(59 13392.275),(60 13589.466),(61 13902.036),(62 14048.785),(63 14004.661),(64 13796.879),(65 13837.279),(66 13875.689),(67 13832.656),(68 13750.211),(69 13597.884),(70 13501.705),(71 13608.455),(72 13714.901),(73 13675.161),(74 13668.272),(75 13725.882),(76 13813.478),(77 13899.712),(78 13844.938),(79 13550.562),
(1 4620.695),(2 8549.058),(3 10444.232),(4 11318.811),(5 11656.1045),(6 11970.396),(7 12235.675),(8 12157.204),(9 12179.905),(10 11839.866),(11 11883.05),(12 12076.55),(13 12242.224),(14 12453.944),(15 12631.978),(16 12444.289),(17 12434.483),(18 12301.464),(19 12401.553),(20 12564.05),(21 12509.17),(22 12507.757),(23 12463.19),(24 12631.409),(25 12560.32),(26 12656.648),(27 12608.905),(28 12775.296),(29 12814.269),(30 12956.84),(31 13124.714),(32 13343.444),(33 13292.734),(34 13032.121),(35 12813.168),(36 12963.845),(37 13307.409),(38 13621.881),(39 13855.704),(40 13813.016),(41 13648.831),(42 13866.991),(43 13778.298),(44 13652.582),(45 13559.936),(46 13435.694),(47 13297.165),(48 13113.023),(49 13124.818),(50 12943.646),(51 13086.172),(52 13370.455),(53 13419.952),(54 13417.535),(55 13538.409),(56 13708.984),(57 13796.433),(58 13756.053),(59 13751.162),(60 14020.195),(61 14449.192),(62 14461.669),(63 14187.704),(64 13741.682),(65 13627.234),(66 13511.056),(67 13364.224),(68 13243.56),(69 13116.43),(70 13144.503),(71 13146.861),(72 13474.957),(73 13535.214),(74 13570.571),(75 13377.607),(76 13273.0625),(77 13373.634),(78 13417.455),(79 13244.822),
(1 4448.0615),(2 8368.986),(3 10345.464),(4 10892.562),(5 11201.678),(6 11451.359),(7 11565.583),(8 11743.958),(9 11749.783),(10 11621.887),(11 11794.139),(12 11791.882),(13 11773.019),(14 12090.217),(15 12319.298),(16 11938.374),(17 11909.52),(18 11679.718),(19 11680.615),(20 11809.907),(21 11673.173),(22 11699.52),(23 11979.053),(24 12149.96),(25 12055.471),(26 12231.458),(27 12136.743),(28 12158.896),(29 12204.101),(30 12341.527),(31 12397.675),(32 12423.378),(33 12198.6875),(34 11942.876),(35 11890.596),(36 12092.413),(37 12345.69),(38 12805.81),(39 12909.113),(40 12696.254),(41 12865.732),(42 13172.532),(43 13071.479),(44 12879.249),(45 12750.077),(46 12560.333),(47 12653.447),(48 12837.197),(49 12873.325),(50 12545.877),(51 12535.691),(52 12915.272),(53 13334.396),(54 13635.525),(55 13955.173),(56 14049.941),(57 13940.675),(58 13807.731),(59 13865.745),(60 14080.75),(61 14342.501),(62 13849.135),(63 13345.156),(64 13043.077),(65 12936.71),(66 12847.271),(67 12891.637),(68 12868.548),(69 12898.111),(70 13225.276),(71 13356.728),(72 13567.771),(73 13738.048),(74 13790.979),(75 13343.167),(76 13121.536),(77 13016.032),(78 12756.272),(79 12657.182),
(1 4371.463),(2 8190.4023),(3 10134.09),(4 10760.565),(5 11119.779),(6 11256.492),(7 11679.14),(8 11868.501),(9 11743.462),(10 11612.555),(11 11802.771),(12 11690.265),(13 11590.265),(14 11688.956),(15 11844.824),(16 11507.049),(17 11618.489),(18 11434.012),(19 11541.737),(20 11694.751),(21 11726.283),(22 11890.818),(23 11936.526),(24 12050.808),(25 11955.914),(26 11793.369),(27 11599.658),(28 11523.569),(29 11535.249),(30 11533.843),(31 11567.98),(32 11627.567),(33 11419.3125),(34 11532.541),(35 11709.664),(36 11761.862),(37 11899.874),(38 12383.972),(39 12464.873),(40 12358.622),(41 12329),(42 12581.407),(43 12583.7295),(44 12339.872),(45 12277.788),(46 12263.236),(47 12557.486),(48 12696.11),(49 12716.153),(50 12195.374),(51 12158.552),(52 12586.209),(53 12825.343),(54 12868.235),(55 13069.388),(56 13061.817),(57 12914.608),(58 12717.646),(59 12841.576),(60 13121.979),(61 13308.958),(62 13072.575),(63 13035.985),(64 13010.165),(65 12820.691),(66 12784.809),(67 12741.874),(68 12496.676),(69 12430.791),(70 12664.895),(71 12642.743),(72 12666.892),(73 12948.695),(74 12930.98),(75 12605.145),(76 12587.948),(77 12473.788),(78 12218.831),(79 12227.074),
(1 4209.684),(2 7849.827),(3 9692.118),(4 10322.459),(5 10617.439),(6 10728.339),(7 11363.48),(8 11514.829),(9 11460.918),(10 11307.443),(11 11655.324),(12 11546.655),(13 11339.148),(14 11472.57),(15 11508.635),(16 11361.971),(17 11471.499),(18 11296.561),(19 11341.789),(20 11374.397),(21 11410.677),(22 11622.276),(23 11498.822),(24 11669.515),(25 11527.506),(26 11329.749),(27 11294.702),(28 11399.961),(29 11469.189),(30 11555.401),(31 11614.767),(32 11412.111),(33 10986.856),(34 11225.023),(35 11236.658),(36 11229.425),(37 11333.057),(38 11665.508),(39 11916.041),(40 11954.912),(41 11870.648),(42 11770.401),(43 11870.464),(44 11758.059),(45 11802.345),(46 11871.895),(47 12197.11),(48 12111.389),(49 11961.45),(50 11648.108),(51 11632.591),(52 11720.913),(53 11713.73),(54 11680.577),(55 11804.209),(56 11832.835),(57 11917.739),(58 11870.902),(59 11824.426),(60 12063.096),(61 12428.015),(62 12683.467),(63 12842.668),(64 12783.638),(65 12629.79),(66 12499.274),(67 12445.455),(68 12260.841),(69 12178.746),(70 12269.253),(71 12257.675),(72 12241.084),(73 12392.919),(74 12420.397),(75 12448.1455),(76 12474.713),(77 12320.945),(78 12048.693),(79 11870.594),
(1 4014.2837),(2 7447.146),(3 9126.1455),(4 9840.283),(5 10300.642),(6 10379.934),(7 10907.063),(8 11168.12),(9 11203.01),(10 11182.251),(11 11541.76),(12 11425.918),(13 11275.244),(14 11607.683),(15 11625.457),(16 11590.063),(17 11578.988),(18 11202.089),(19 11081.751),(20 11000.402),(21 11057.573),(22 11175.862),(23 10963.824),(24 11074.598),(25 11019.752),(26 10959.769),(27 11101.855),(28 11208.36),(29 11504.593),(30 11655.468),(31 11494.617),(32 11156.279),(33 11005.479),(34 11306.298),(35 11172.243),(36 11071.841),(37 11175.497),(38 11398.293),(39 11391.95),(40 11532.106),(41 11506.807),(42 11400.885),(43 11478.573),(44 11423.181),(45 11333.769),(46 11171.185),(47 11237.916),(48 11358.295),(49 11430.471),(50 11327.686),(51 11379.866),(52 11545.708),(53 11873.334),(54 12040.116),(55 12171.415),(56 12085.346),(57 11770.635),(58 11802.056),(59 11900.216),(60 11974.039),(61 12040.907),(62 12098.89),(63 11973.65),(64 11969.299),(65 11811.242),(66 11629.275),(67 11844.173),(68 11950.519),(69 11933.697),(70 11995.627),(71 11982.972),(72 12059.394),(73 12151.401),(74 12212.86),(75 12180.422),(76 11913.5205),(77 11709.253),(78 11418.359),(79 11136.204),
(1 3959.3196),(2 7427.471),(3 9049.624),(4 9750.807),(5 10039.214),(6 10157.068),(7 10723.147),(8 11063.394),(9 11054.394),(10 11024.093),(11 11120.585),(12 10949.255),(13 10883.776),(14 11095.243),(15 11234.173),(16 11312.39),(17 11219.37),(18 10985.615),(19 11013.541),(20 10908.481),(21 10959.8955),(22 11027.024),(23 10980.973),(24 11000.574),(25 10845.126),(26 10643.274),(27 10764.348),(28 10784.17),(29 10946.668),(30 10791.717),(31 10472.138),(32 10268.6455),(33 10375.622),(34 10778.024),(35 10807.312),(36 10723.514),(37 10961.0205),(38 11247.93),(39 11201.66),(40 11268.65),(41 11206.234),(42 11181.535),(43 11043.445),(44 10812.901),(45 10623.947),(46 10334.286),(47 10435.407),(48 10653.55),(49 10827.537),(50 10809.63),(51 11065.691),(52 11357.593),(53 11734.757),(54 11871.004),(55 11964.055),(56 11641.208),(57 11344.033),(58 11476.969),(59 11698.414),(60 11901.568),(61 11880.215),(62 11687.339),(63 11428.365),(64 11361.918),(65 11255.581),(66 11200.977),(67 11234.285),(68 11400.934),(69 11427.372),(70 11630.623),(71 11694.024),(72 11761.384),(73 11912.893),(74 11952.882),(75 11778.4375),(76 11545.343),(77 11519.228),(78 11476.024),(79 11346.069),
(1 3869.2473),(2 7224.0063),(3 8894.623),(4 9423.394),(5 9560.106),(6 9812.869),(7 10479.434),(8 10829.141),(9 10877.82),(10 11049.902),(11 11181.953),(12 10950.57),(13 10912.171),(14 10922.212),(15 10978.227),(16 10915.3),(17 10896.979),(18 10801.942),(19 10710.688),(20 10652.499),(21 10694.978),(22 10823.954),(23 10973.536),(24 11203.78),(25 11077.918),(26 10759.84),(27 10683.233),(28 10764.073),(29 10752.313),(30 10634.625),(31 10523.518),(32 10482.512),(33 10578.032),(34 10714.462),(35 10630.62),(36 10706.31),(37 10877.956),(38 11021.5),(39 10921.016),(40 10787.379),(41 10767.538),(42 10811.403),(43 10774.241),(44 10706.028),(45 10613.165),(46 10367.31),(47 10357.404),(48 10602.477),(49 10745.878),(50 10831.884),(51 11229.169),(52 11372.218),(53 11349.372),(54 11317.491),(55 11276.657),(56 11056.301),(57 10782.485),(58 10924.852),(59 11196.359),(60 11201.68),(61 11089.015),(62 10841.343),(63 10927.902),(64 11013.716),(65 11133.663),(66 11300.997),(67 11449.887),(68 11503.512),(69 11513.3545),(70 11628.613),(71 11423.835),(72 11281.062),(73 11197.77),(74 11193.575),(75 11092.269),(76 11062.383),(77 11294.836),(78 11472.922),(79 11536.539),
(1 3748.1216),(2 7026.737),(3 8491.943),(4 8796.291),(5 9042.729),(6 9353.043),(7 9907.501),(8 10134.165),(9 10386.062),(10 10646.467),(11 10910.882),(12 10802.389),(13 10878.071),(14 10963.111),(15 10931.13),(16 10707.583),(17 10545.169),(18 10434.777),(19 10114.475),(20 10041.7705),(21 10095.258),(22 10119.933),(23 10289.809),(24 10515.422),(25 10465.784),(26 10477.712),(27 10581.419),(28 10739.064),(29 10599.286),(30 10708.643),(31 10847.995),(32 10834.079),(33 10872.825),(34 10837.46),(35 10668.083),(36 10786.9795),(37 10811.341),(38 10785.007),(39 10727.608),(40 10738.474),(41 10791.79),(42 10682.594),(43 10758.3955),(44 10715.245),(45 10662.745),(46 10685.828),(47 10671.975),(48 10814.04),(49 10943.543),(50 11097.542),(51 11480.608),(52 11669.357),(53 11611.057),(54 11308.479),(55 11294.728),(56 11155.407),(57 10875.618),(58 10855.689),(59 11154.291),(60 10936.591),(61 10639.527),(62 10484.172),(63 10522.054),(64 10724.182),(65 11021.403),(66 10942.428),(67 10901.657),(68 11074.409),(69 11203.078),(70 11102.8125),(71 11002.92),(72 10837.125),(73 10613.273),(74 10546.468),(75 10593.101),(76 10697.209),(77 11054.926),(78 11218.806),(79 11420.589),
(1 3655.9585),(2 6854.097),(3 8343.428),(4 8491.558),(5 8651.715),(6 8997.67),(7 9464.889),(8 9634.554),(9 9684.309),(10 9856.814),(11 10290.917),(12 10273.936),(13 10249.496),(14 10210.763),(15 10118.501),(16 9822.948),(17 9749.472),(18 9741.84),(19 9492.968),(20 9373.484),(21 9210.859),(22 9330.691),(23 9420.399),(24 9522.3),(25 9495.99),(26 9695.007),(27 9906.327),(28 9913.204),(29 9800.847),(30 10159.014),(31 10281.552),(32 10253.741),(33 10351.13),(34 10305.152),(35 10278.329),(36 10317.077),(37 10480.173),(38 10577.412),(39 10692.635),(40 10813.334),(41 10956.391),(42 10905.85),(43 10940.477),(44 10944.084),(45 10808.669),(46 10632.54),(47 10499.9),(48 10517.539),(49 10541.375),(50 10636.483),(51 10935.838),(52 11283.811),(53 11256.019),(54 10835.304),(55 10813.548),(56 10635.662),(57 10728.595),(58 10700.883),(59 10771.566),(60 10610.305),(61 10465.653),(62 10307.929),(63 10290.207),(64 10289.424),(65 10485.768),(66 10307.726),(67 10097.493),(68 10246.1),(69 10411.549),(70 10413.579),(71 10388.124),(72 10357.503),(73 9884.156),(74 9832.752),(75 10027.94),(76 10215.16),(77 10488.354),(78 10636.741),(79 10808.602),
(1 3626.1575),(2 6816.0723),(3 8157.4917),(4 8357.706),(5 8566.578),(6 8883.278),(7 9362.202),(8 9351.681),(9 9342.7705),(10 9428.014),(11 9611.393),(12 9577.084),(13 9684.167),(14 9553.355),(15 9280.339),(16 9127.826),(17 9072.859),(18 9061.97),(19 9000.834),(20 8911.449),(21 8853.532),(22 9031.106),(23 9163.498),(24 9348.105),(25 9380.972),(26 9605.847),(27 9599.813),(28 9561.661),(29 9581.341),(30 9934.73),(31 9945.621),(32 9898.352),(33 9968.215),(34 9873.242),(35 9752.991),(36 9729.185),(37 9948.61),(38 10185.233),(39 10242.212),(40 10161.89),(41 10057.273),(42 10007.174),(43 10019.7295),(44 10070.298),(45 10018.567),(46 9920.03),(47 9910.995),(48 9993.199),(49 9997.907),(50 10137.03),(51 10361.459),(52 10475.964),(53 10338.932),(54 10121.091),(55 10162.289),(56 10193.289),(57 10362.927),(58 10188.333),(59 10133.844),(60 10120.492),(61 10087.685),(62 9958.311),(63 9986.56),(64 10012.702),(65 10136.473),(66 10085.38),(67 10020.929),(68 10131.703),(69 10186.22),(70 10078.966),(71 9845.725),(72 9777.903),(73 9549.082),(74 9700.069),(75 9877.22),(76 10044.706),(77 10087.195),(78 10195.187),(79 10276.539),
(1 3435.4575),(2 6359.489),(3 7467.4497),(4 7806.4),(5 8068.543),(6 8328.124),(7 8760.772),(8 8857.149),(9 8883.889),(10 9085.106),(11 9219.055),(12 9170.317),(13 9233.581),(14 9161.354),(15 8920.598),(16 8797.383),(17 8561.935),(18 8326.245),(19 8419.973),(20 8513.902),(21 8613.917),(22 8595.557),(23 8743.353),(24 8964.14),(25 8944.387),(26 8990.988),(27 9027.715),(28 9196.9795),(29 9370.465),(30 9543.774),(31 9419.756),(32 9379.081),(33 9447.92),(34 9481.223),(35 9348.794),(36 9262.212),(37 9207.825),(38 9331.695),(39 9315.95),(40 9176.463),(41 9116.759),(42 9178.378),(43 9218.6),(44 9136.535),(45 9174.948),(46 9301.67),(47 9349.088),(48 9430.772),(49 9570.541),(50 9868.98),(51 10117.073),(52 9957.596),(53 9789.833),(54 9971.694),(55 10007.96),(56 10145.18),(57 10147.724),(58 9957.895),(59 9777.955),(60 9718.325),(61 9704.189),(62 9607.679),(63 9781.598),(64 9751.399),(65 9790.611),(66 9721.263),(67 9541.189),(68 9501.733),(69 9385.94),(70 9208.983),(71 9069.254),(72 9130.09),(73 9054.991),(74 9150.954),(75 9148.342),(76 9188.261),(77 9248.266),(78 9399.006),(79 9494.913),
(1 3256.7747),(2 5859.0024),(3 6908.955),(4 7285.1953),(5 7562.974),(6 7712.7744),(7 8030.6694),(8 8189.1816),(9 8294.511),(10 8499.694),(11 8594.439),(12 8668.54),(13 8752.98),(14 8718.11),(15 8614.718),(16 8507.846),(17 8495.38),(18 8240.587),(19 8183.316),(20 8268.552),(21 8376.439),(22 8370.085),(23 8481.841),(24 8632.653),(25 8680.285),(26 8578.11),(27 8657.827),(28 8812.406),(29 8944.921),(30 8969.3),(31 9070.558),(32 9060.094),(33 9081.552),(34 9159.594),(35 8935.67),(36 8716.77),(37 8475.723),(38 8410.169),(39 8452.775),(40 8477.82),(41 8586.693),(42 8671.368),(43 8786.927),(44 8861.9),(45 8953.865),(46 9033.252),(47 9201.996),(48 9213.312),(49 9345.974),(50 9559.155),(51 9623.532),(52 9468.537),(53 9279.921),(54 9322.844),(55 9351.513),(56 9359.841),(57 9235.431),(58 9328.13),(59 9317.76),(60 9217.426),(61 9220.495),(62 9240.65),(63 9222.13),(64 9185.654),(65 9258.885),(66 9181.001),(67 8921.505),(68 8816.698),(69 8791.707),(70 8881.911),(71 8952.227),(72 9080.464),(73 8958.328),(74 8951.016),(75 8729.396),(76 8680.675),(77 8899.322),(78 9200.54),(79 9289.521),
(1 3065.165),(2 5483.2734),(3 6490.0723),(4 6866.6235),(5 7147.9395),(6 7339.383),(7 7637.446),(8 7775.169),(9 7901.559),(10 8109.942),(11 8224.652),(12 8324.531),(13 8397.721),(14 8368.588),(15 8271.8545),(16 8152.0605),(17 8092.9287),(18 7874.446),(19 7808.3794),(20 7878.0264),(21 7977.224),(22 8142.974),(23 8313.157),(24 8552.966),(25 8533.813),(26 8326.633),(27 8482.136),(28 8551.427),(29 8520.595),(30 8656.891),(31 8732.149),(32 8724.101),(33 8642.247),(34 8650.589),(35 8605.506),(36 8414.801),(37 8172.8413),(38 8002.412),(39 8021.2744),(40 8132.8706),(41 8168.422),(42 8236.989),(43 8331.977),(44 8434.58),(45 8470.955),(46 8456.397),(47 8600.398),(48 8591.345),(49 8687.053),(50 8704.005),(51 8661.624),(52 8670.091),(53 8741.229),(54 8717.62),(55 8681.706),(56 8743.673),(57 8832.369),(58 8954.494),(59 9019.622),(60 8977.522),(61 8883.244),(62 8798.414),(63 8678.2705),(64 8650.679),(65 8741.327),(66 8562.831),(67 8492.222),(68 8558.485),(69 8668.391),(70 8907.547),(71 9148.674),(72 9190.024),(73 8947.656),(74 8697.722),(75 8561.638),(76 8577.1045),(77 8697.141),(78 8830.359),(79 8856.663),
(1 3085.745),(2 5544.5024),(3 6553.9463),(4 6895.687),(5 7037.9937),(6 7308.998),(7 7726.144),(8 7884.727),(9 8042.904),(10 8186.3843),(11 8329.882),(12 8245.1),(13 8313.931),(14 8309.112),(15 8278.223),(16 8097.421),(17 8061.328),(18 8033.3677),(19 7994.5415),(20 7972.6157),(21 7986.9116),(22 8105.8735),(23 8324.051),(24 8649.953),(25 8637.992),(26 8484.96),(27 8735.229),(28 8893.658),(29 8884.584),(30 9029.02),(31 8968.315),(32 8897.03),(33 8757.096),(34 8813.511),(35 8901.709),(36 8773.98),(37 8556.201),(38 8408.792),(39 8390.461),(40 8338.471),(41 8200.961),(42 8154.399),(43 8364.041),(44 8386.946),(45 8404.535),(46 8430.018),(47 8438.669),(48 8357.02),(49 8464.307),(50 8557.44),(51 8541.942),(52 8640.802),(53 8902.719),(54 9088.247),(55 9276.538),(56 9311.192),(57 9236.438),(58 9357.073),(59 9441.933),(60 9290.472),(61 9070.746),(62 8922.731),(63 8706.165),(64 8478.446),(65 8480.37),(66 8350.628),(67 8451.58),(68 8631.981),(69 8692.997),(70 8808.487),(71 9018.563),(72 9037.75),(73 8798.992),(74 8518.837),(75 8365.659),(76 8533.804),(77 8632.848),(78 8728.246),(79 8781.705),
