1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10.544073),(2 11.012155),(3 11.681743),(4 11.760005),(5 11.898605),(6 12.020727),(7 12.281365),(8 12.445823),(9 12.478471),(10 12.521392),(11 12.632599),(12 12.50979),(13 12.6385975),(14 12.7203865),(15 12.849755),(16 12.727538),(17 12.768741),(18 13.232793),(19 13.334013),(20 13.268164),(21 13.393987),(22 13.433946),(23 13.426467),(24 13.455654),(25 13.609117),(26 13.808263),(27 13.953198),(28 13.741533),(29 14.013623),(30 13.680045),(31 14.115705),(32 13.845148),(33 13.957675),(34 13.834315),(35 13.959613),(36 13.985671),(37 13.964427),(38 14.002437),(39 14.1886),(40 14.106906),(41 14.080365),(42 13.982447),(43 13.976323),(44 14.035923),(45 13.902852),(46 13.96979),(47 13.965156),(48 13.811234),(49 13.890895),(50 13.713496),(51 13.844674),(52 13.674353),(53 13.782039),(54 13.681477),(55 13.674166),(56 13.608241),(57 13.473182),(58 13.502681),(59 13.63316),(60 13.299489),(61 13.396671),(62 13.335902),(63 13.347746),(64 13.110277),(65 13.151219),(66 13.038904),(67 13.102929),(68 13.286729),(69 13.102126),(70 13.213243),(71 13.306735),(72 13.255196),(73 13.344644),(74 13.352339),(75 13.327858),(76 13.353586),(77 13.413594),(78 13.299637),(79 13.361098),
(1 10.573331),(2 11.195645),(3 11.590709),(4 11.858796),(5 11.9811535),(6 11.997407),(7 12.203187),(8 12.322457),(9 12.368379),(10 12.5656395),(11 12.5426035),(12 12.491946),(13 12.453562),(14 12.779058),(15 12.9537),(16 12.989461),(17 13.007296),(18 13.173139),(19 13.192579),(20 13.130881),(21 13.219595),(22 13.32085),(23 13.217458),(24 13.31798),(25 13.37757),(26 13.344164),(27 13.488195),(28 13.764551),(29 13.85543),(30 13.848065),(31 13.922534),(32 13.971509),(33 14.021985),(34 13.738961),(35 13.964837),(36 13.930601),(37 13.874575),(38 13.789987),(39 14.112491),(40 14.104462),(41 14.027927),(42 13.894913),(43 13.980501),(44 13.8795),(45 13.782985),(46 13.957927),(47 13.770214),(48 13.722985),(49 13.71146),(50 13.601263),(51 13.686273),(52 13.63487),(53 13.5448475),(54 13.568631),(55 13.477187),(56 13.316743),(57 13.327331),(58 13.330414),(59 13.2502575),(60 13.258199),(61 13.323268),(62 13.151706),(63 13.250094),(64 13.110955),(65 12.91576),(66 12.967781),(67 13.040999),(68 12.939953),(69 12.971403),(70 13.079935),(71 13.083788),(72 13.133437),(73 12.970373),(74 12.966506),(75 12.96521),(76 13.029552),(77 13.064848),(78 12.974198),(79 12.899407),
(1 10.570643),(2 11.061468),(3 11.745298),(4 11.882381),(5 12.047817),(6 12.175641),(7 12.296111),(8 12.444166),(9 12.427897),(10 12.582322),(11 12.694723),(12 12.755282),(13 12.757242),(14 12.7524605),(15 13.088329),(16 13.14518),(17 13.054228),(18 13.221598),(19 13.434601),(20 13.388393),(21 13.547858),(22 13.395036),(23 13.507159),(24 13.568734),(25 13.844508),(26 13.826316),(27 13.968906),(28 14.003459),(29 14.209933),(30 14.113171),(31 14.180201),(32 14.098792),(33 14.378709),(34 14.294148),(35 14.248866),(36 14.113576),(37 14.300236),(38 14.2186775),(39 14.10675),(40 14.280013),(41 14.178843),(42 14.234396),(43 14.238293),(44 14.078989),(45 14.177402),(46 14.057217),(47 14.087525),(48 14.054056),(49 14.147993),(50 13.897467),(51 13.887351),(52 13.886439),(53 14.027621),(54 13.8248205),(55 13.673644),(56 13.804166),(57 13.809389),(58 13.767387),(59 13.622708),(60 13.651312),(61 13.5176),(62 13.627191),(63 13.51734),(64 13.515299),(65 13.283842),(66 13.402049),(67 13.327681),(68 13.391596),(69 13.37036),(70 13.195179),(71 13.344203),(72 13.371434),(73 13.36355),(74 13.316369),(75 13.290271),(76 13.175159),(77 13.35577),(78 13.241254),(79 13.2284155),
(1 10.493449),(2 10.996062),(3 11.431033),(4 11.540488),(5 11.7518015),(6 11.836688),(7 11.944438),(8 12.225063),(9 12.38522),(10 12.395683),(11 12.422092),(12 12.378235),(13 12.533138),(14 12.498543),(15 12.777299),(16 12.912325),(17 12.89204),(18 13.200083),(19 13.350242),(20 13.197618),(21 13.2832985),(22 13.217158),(23 13.476113),(24 13.411082),(25 13.511157),(26 13.624926),(27 13.608073),(28 13.745769),(29 13.793692),(30 13.813206),(31 14.122332),(32 13.937081),(33 13.944894),(34 13.888337),(35 13.836187),(36 13.96775),(37 13.715364),(38 13.772066),(39 13.891131),(40 14.053876),(41 14.000507),(42 13.962581),(43 14.017997),(44 13.924094),(45 13.742607),(46 13.841953),(47 13.857128),(48 13.886455),(49 13.943846),(50 13.989865),(51 13.832301),(52 13.878021),(53 13.565435),(54 13.595008),(55 13.513791),(56 13.531452),(57 13.467683),(58 13.586397),(59 13.455909),(60 13.404164),(61 13.273001),(62 13.292303),(63 13.20029),(64 13.0922365),(65 13.104213),(66 13.217173),(67 13.303343),(68 13.1792345),(69 13.160217),(70 13.068029),(71 12.989016),(72 13.204219),(73 13.020154),(74 13.026237),(75 12.995848),(76 12.930664),(77 12.967083),(78 12.915787),(79 12.877021),
(1 10.6923485),(2 10.933335),(3 11.633593),(4 11.989545),(5 12.131366),(6 12.300215),(7 12.300674),(8 12.413254),(9 12.499564),(10 12.671225),(11 12.793869),(12 12.677467),(13 12.842401),(14 12.853505),(15 13.06616),(16 13.262767),(17 13.306862),(18 13.244863),(19 13.356442),(20 13.446622),(21 13.575594),(22 13.428837),(23 13.538288),(24 13.525516),(25 13.582296),(26 13.682845),(27 13.891454),(28 13.854986),(29 13.884454),(30 13.804803),(31 14.123375),(32 13.855215),(33 14.068443),(34 14.108586),(35 14.091917),(36 13.938096),(37 14.068037),(38 14.063032),(39 14.043359),(40 14.258002),(41 14.178199),(42 14.268694),(43 14.146639),(44 14.197316),(45 14.112318),(46 14.119524),(47 14.158216),(48 13.963243),(49 13.994001),(50 13.740506),(51 13.897022),(52 13.831318),(53 13.675359),(54 13.554726),(55 13.549604),(56 13.450215),(57 13.373421),(58 13.493663),(59 13.398134),(60 13.215405),(61 13.279515),(62 13.241829),(63 13.426709),(64 13.17541),(65 13.310433),(66 13.203602),(67 13.219018),(68 13.111705),(69 13.079544),(70 13.175649),(71 13.326837),(72 13.169582),(73 13.108089),(74 13.111068),(75 13.088545),(76 13.103151),(77 13.101297),(78 13.254515),(79 13.352935),
(1 10.391366),(2 10.76662),(3 11.513955),(4 11.764285),(5 11.93551),(6 12.099245),(7 12.162477),(8 12.247467),(9 12.307123),(10 12.52621),(11 12.657984),(12 12.82157),(13 12.8628025),(14 12.815132),(15 13.0488615),(16 13.088706),(17 13.179444),(18 13.495121),(19 13.5549965),(20 13.356353),(21 13.492933),(22 13.251587),(23 13.241101),(24 13.323735),(25 13.263757),(26 13.518992),(27 13.633111),(28 13.76321),(29 13.673892),(30 13.799301),(31 13.825503),(32 14.1009445),(33 14.063549),(34 14.027303),(35 14.054016),(36 13.933135),(37 14.030972),(38 14.001864),(39 14.106946),(40 14.112287),(41 13.948484),(42 14.131922),(43 14.075873),(44 13.971728),(45 14.192331),(46 14.108233),(47 14.172598),(48 13.802584),(49 13.927731),(50 13.7939205),(51 13.82316),(52 13.752926),(53 13.749987),(54 13.803646),(55 13.69723),(56 13.558168),(57 13.60314),(58 13.658819),(59 13.461688),(60 13.428287),(61 13.246721),(62 13.273778),(63 13.385712),(64 13.374113),(65 13.241845),(66 13.210181),(67 13.266807),(68 13.260762),(69 13.185746),(70 13.225772),(71 13.17442),(72 13.090117),(73 13.17526),(74 13.153188),(75 13.232919),(76 13.07704),(77 13.031348),(78 13.03735),(79 13.226611),
(1 10.36636),(2 11.048273),(3 11.711309),(4 11.9335165),(5 11.9145775),(6 12.011057),(7 12.242816),(8 12.244337),(9 12.334997),(10 12.376482),(11 12.599395),(12 12.36419),(13 12.674959),(14 12.697698),(15 13.016771),(16 12.978754),(17 12.77457),(18 12.981994),(19 13.307168),(20 13.055965),(21 13.219937),(22 13.017766),(23 13.198005),(24 13.397411),(25 13.353188),(26 13.400756),(27 13.584393),(28 13.477814),(29 13.753235),(30 13.639084),(31 13.705112),(32 13.753079),(33 13.818346),(34 13.827054),(35 13.823952),(36 13.812053),(37 13.885069),(38 13.950576),(39 14.054846),(40 14.153899),(41 14.119245),(42 14.069439),(43 14.007686),(44 14.0061245),(45 13.983342),(46 14.2297125),(47 14.155241),(48 13.945025),(49 13.812266),(50 13.955079),(51 14.007205),(52 13.931185),(53 13.648253),(54 13.722013),(55 13.675189),(56 13.585716),(57 13.519939),(58 13.396358),(59 13.5064945),(60 13.387437),(61 13.317245),(62 13.260883),(63 13.230642),(64 13.202687),(65 13.242125),(66 13.13088),(67 13.153155),(68 13.194359),(69 13.053898),(70 13.107654),(71 13.197924),(72 13.12678),(73 13.083877),(74 13.138373),(75 13.241094),(76 13.230969),(77 13.157607),(78 13.044136),(79 13.026929),
(1 10.437108),(2 11.073742),(3 11.780901),(4 11.931081),(5 12.144582),(6 12.143527),(7 12.3385725),(8 12.371244),(9 12.515219),(10 12.39349),(11 12.553856),(12 12.585136),(13 12.778534),(14 12.710218),(15 12.873172),(16 12.848163),(17 13.035398),(18 13.201109),(19 13.277991),(20 13.184286),(21 13.268819),(22 13.223529),(23 13.361561),(24 13.436885),(25 13.483379),(26 13.571842),(27 13.826864),(28 13.740479),(29 13.771437),(30 13.70013),(31 14.06656),(32 13.921721),(33 14.010389),(34 13.947988),(35 13.967814),(36 13.772669),(37 13.908816),(38 14.000085),(39 14.078634),(40 14.100069),(41 14.155612),(42 14.115912),(43 14.034484),(44 14.165394),(45 14.136427),(46 14.185865),(47 14.186806),(48 14.194766),(49 14.0220585),(50 13.844704),(51 13.891941),(52 13.851869),(53 13.731384),(54 13.633028),(55 13.602328),(56 13.438333),(57 13.431986),(58 13.38139),(59 13.276099),(60 13.269129),(61 13.394018),(62 13.322024),(63 13.237337),(64 13.080091),(65 13.267343),(66 13.323004),(67 13.283793),(68 13.068144),(69 13.118335),(70 13.110153),(71 13.039124),(72 13.186751),(73 13.2175865),(74 13.1936245),(75 13.289476),(76 13.323449),(77 13.205319),(78 13.134166),(79 13.049104),
(1 10.4698715),(2 10.899024),(3 11.488934),(4 11.784705),(5 11.794922),(6 11.904669),(7 12.219184),(8 12.303408),(9 12.425341),(10 12.386837),(11 12.612809),(12 12.5795765),(13 12.766692),(14 12.910233),(15 12.869039),(16 12.96175),(17 12.993651),(18 13.288083),(19 13.265229),(20 13.239525),(21 13.378567),(22 13.110617),(23 13.311388),(24 13.126651),(25 13.272399),(26 13.137912),(27 13.31914),(28 13.49585),(29 13.76132),(30 13.656587),(31 13.768517),(32 13.741379),(33 13.668952),(34 13.717645),(35 13.746643),(36 13.791552),(37 13.727213),(38 13.881384),(39 13.761546),(40 13.98734),(41 14.103112),(42 13.96827),(43 13.833483),(44 13.80801),(45 14.059945),(46 14.05859),(47 13.86291),(48 13.938498),(49 13.897794),(50 13.604057),(51 13.79449),(52 13.754674),(53 13.499908),(54 13.540935),(55 13.244729),(56 13.303402),(57 13.315003),(58 13.297381),(59 13.389567),(60 13.368439),(61 13.237211),(62 13.16504),(63 13.238873),(64 13.02701),(65 13.201088),(66 13.244315),(67 13.072055),(68 13.112311),(69 13.105583),(70 13.132441),(71 13.120615),(72 13.209934),(73 12.946627),(74 12.975636),(75 13.114587),(76 13.097521),(77 12.879907),(78 13.077575),(79 12.971222),
(1 10.516348),(2 11.137644),(3 11.673417),(4 11.906172),(5 11.999306),(6 12.112434),(7 12.303307),(8 12.558733),(9 12.574942),(10 12.533165),(11 12.814817),(12 12.769078),(13 12.818529),(14 12.93883),(15 12.809345),(16 13.133526),(17 13.061758),(18 13.260743),(19 13.150821),(20 13.281845),(21 13.388712),(22 13.207873),(23 13.46116),(24 13.290707),(25 13.532093),(26 13.475053),(27 13.700377),(28 13.868867),(29 13.977628),(30 13.837924),(31 14.112273),(32 14.207454),(33 14.0809145),(34 14.115059),(35 14.068258),(36 13.941003),(37 13.8643),(38 13.975645),(39 13.919682),(40 13.986573),(41 14.088558),(42 14.162634),(43 14.057018),(44 14.069404),(45 14.182923),(46 14.369069),(47 14.473506),(48 14.246207),(49 14.095544),(50 14.136278),(51 13.937831),(52 14.016957),(53 13.892018),(54 13.793873),(55 13.781097),(56 13.700533),(57 13.789989),(58 13.768574),(59 13.566884),(60 13.617415),(61 13.365108),(62 13.442275),(63 13.395566),(64 13.143929),(65 13.32884),(66 13.342201),(67 13.27741),(68 13.414765),(69 13.236325),(70 13.096377),(71 13.200192),(72 13.301908),(73 13.24159),(74 13.226324),(75 13.172362),(76 13.162142),(77 13.259597),(78 13.303626),(79 13.292438),
(1 10.574067),(2 11.020609),(3 11.63225),(4 11.699454),(5 11.934686),(6 12.020069),(7 12.199392),(8 12.078359),(9 12.232144),(10 12.337626),(11 12.540105),(12 12.484742),(13 12.662047),(14 12.658415),(15 13.069414),(16 13.100491),(17 13.043013),(18 13.190234),(19 13.251324),(20 13.151108),(21 13.413046),(22 13.189262),(23 13.344182),(24 13.326896),(25 13.403068),(26 13.498671),(27 13.708683),(28 13.74919),(29 13.831643),(30 13.800464),(31 13.914274),(32 14.029616),(33 13.969357),(34 13.7507),(35 13.850407),(36 13.818965),(37 13.895739),(38 13.981809),(39 13.878914),(40 14.153248),(41 14.1354065),(42 14.162811),(43 14.081922),(44 14.084496),(45 13.928888),(46 14.043849),(47 13.98441),(48 13.884245),(49 13.9843),(50 13.884268),(51 13.906689),(52 13.641035),(53 13.454736),(54 13.423685),(55 13.563099),(56 13.326973),(57 13.257592),(58 13.348654),(59 13.327615),(60 13.43697),(61 13.190443),(62 13.095131),(63 13.112832),(64 12.871902),(65 13.2264185),(66 13.144178),(67 13.084292),(68 13.251862),(69 13.131715),(70 13.268203),(71 13.089077),(72 13.167831),(73 13.007498),(74 12.893353),(75 13.0524645),(76 13.179805),(77 13.230324),(78 13.264573),(79 13.164096),
(1 10.436633),(2 10.889114),(3 11.717008),(4 11.891736),(5 12.060264),(6 12.164669),(7 12.325572),(8 12.291088),(9 12.550426),(10 12.494451),(11 12.574782),(12 12.550523),(13 12.638892),(14 12.834008),(15 12.966847),(16 13.103809),(17 13.189983),(18 13.199655),(19 13.330309),(20 13.421146),(21 13.226914),(22 13.365289),(23 13.444282),(24 13.354322),(25 13.403045),(26 13.478077),(27 13.692472),(28 13.899332),(29 13.925302),(30 14.003102),(31 13.996428),(32 14.201206),(33 14.096438),(34 14.141425),(35 13.956524),(36 14.062292),(37 14.184263),(38 14.302682),(39 14.297081),(40 14.324177),(41 14.078354),(42 14.302706),(43 14.026021),(44 14.123462),(45 14.008557),(46 14.052513),(47 14.094086),(48 13.972746),(49 13.854951),(50 13.704116),(51 13.71986),(52 13.644031),(53 13.531658),(54 13.5034485),(55 13.504959),(56 13.376905),(57 13.34111),(58 13.372812),(59 13.196085),(60 13.287567),(61 13.222111),(62 13.188573),(63 13.18692),(64 12.912961),(65 13.059749),(66 13.236187),(67 12.965534),(68 13.109381),(69 12.974726),(70 13.087265),(71 13.026618),(72 12.954704),(73 13.087124),(74 13.166706),(75 13.285557),(76 13.05261),(77 13.042092),(78 13.042875),(79 13.088533),
(1 10.383429),(2 10.971171),(3 11.417158),(4 11.66696),(5 11.772676),(6 11.854104),(7 12.280799),(8 12.1298895),(9 12.181372),(10 12.345735),(11 12.500081),(12 12.440018),(13 12.361391),(14 12.5536995),(15 13.060615),(16 12.776417),(17 12.738195),(18 12.813996),(19 13.037454),(20 13.052746),(21 12.891495),(22 12.936347),(23 12.858384),(24 12.917525),(25 12.853101),(26 13.102671),(27 13.37293),(28 13.587169),(29 13.47195),(30 13.51174),(31 13.586921),(32 13.472556),(33 13.459493),(34 13.724545),(35 13.623939),(36 13.495138),(37 13.5652485),(38 13.453369),(39 13.508399),(40 13.784445),(41 13.630491),(42 13.684656),(43 13.558573),(44 13.785936),(45 13.678533),(46 13.729101),(47 13.715207),(48 13.582063),(49 13.485775),(50 13.442199),(51 13.428471),(52 13.536698),(53 13.586331),(54 13.515735),(55 13.588161),(56 13.487123),(57 13.28472),(58 13.289752),(59 13.374484),(60 13.041694),(61 13.043532),(62 13.010173),(63 12.992319),(64 12.897926),(65 12.856534),(66 13.038781),(67 12.87305),(68 12.893754),(69 12.806165),(70 13.024271),(71 12.913754),(72 12.8875885),(73 12.840647),(74 12.949002),(75 13.052035),(76 12.848232),(77 12.831904),(78 12.73936),(79 12.922655),
(1 10.487844),(2 11.074511),(3 11.791381),(4 11.881624),(5 12.02086),(6 12.228048),(7 12.473162),(8 12.596721),(9 12.628368),(10 12.572741),(11 12.684102),(12 12.743709),(13 12.719509),(14 12.8183775),(15 12.871292),(16 13.03599),(17 13.218453),(18 13.29479),(19 13.395073),(20 13.37311),(21 13.219061),(22 13.187841),(23 13.203677),(24 13.286578),(25 13.273123),(26 13.503718),(27 13.691195),(28 13.866773),(29 13.839041),(30 13.848887),(31 13.900141),(32 13.958384),(33 13.848047),(34 13.942797),(35 13.863243),(36 13.7479315),(37 13.940234),(38 13.730156),(39 14.085211),(40 13.993447),(41 14.109734),(42 13.95542),(43 13.866692),(44 13.859566),(45 14.007583),(46 13.985333),(47 13.973037),(48 13.809793),(49 13.786255),(50 13.6464815),(51 13.771731),(52 13.700457),(53 13.550666),(54 13.815813),(55 13.539264),(56 13.47247),(57 13.554772),(58 13.463357),(59 13.626441),(60 13.293271),(61 13.250722),(62 13.06449),(63 13.015646),(64 12.913546),(65 12.97787),(66 13.111013),(67 12.99094),(68 12.951789),(69 12.950045),(70 13.048006),(71 13.007),(72 13.036973),(73 13.005965),(74 13.11136),(75 13.197227),(76 13.055189),(77 12.983977),(78 12.914583),(79 12.8887825),
(1 10.712958),(2 11.1635895),(3 11.846645),(4 11.920952),(5 12.003244),(6 12.215457),(7 12.357204),(8 12.519384),(9 12.631893),(10 12.90027),(11 12.960646),(12 12.718504),(13 13.056566),(14 12.8333435),(15 13.071917),(16 13.0740185),(17 13.189571),(18 13.333444),(19 13.287103),(20 13.197043),(21 13.094036),(22 13.359429),(23 13.435064),(24 13.407294),(25 13.634743),(26 13.501519),(27 13.727892),(28 13.719875),(29 13.799366),(30 13.937755),(31 13.903502),(32 13.762736),(33 13.672252),(34 13.858477),(35 13.801449),(36 13.746554),(37 13.751287),(38 13.882228),(39 13.944201),(40 14.032168),(41 13.940548),(42 14.097744),(43 13.874667),(44 14.130608),(45 13.896483),(46 14.071031),(47 14.091961),(48 13.886446),(49 13.796054),(50 13.758187),(51 13.807192),(52 13.712894),(53 13.542838),(54 13.518644),(55 13.457348),(56 13.469135),(57 13.504352),(58 13.455451),(59 13.342388),(60 13.316914),(61 13.215693),(62 13.115109),(63 13.128934),(64 13.191902),(65 13.18664),(66 13.183754),(67 13.07653),(68 13.084754),(69 13.141357),(70 13.140226),(71 13.211333),(72 13.202437),(73 13.100223),(74 12.948347),(75 12.966666),(76 13.013258),(77 13.11901),(78 13.01932),(79 13.121598),
(1 10.473917),(2 11.055529),(3 11.602704),(4 11.8310795),(5 11.869904),(6 11.978761),(7 12.153159),(8 12.217746),(9 12.540259),(10 12.6338825),(11 12.701793),(12 12.751732),(13 12.838845),(14 12.7626915),(15 13.106428),(16 13.262263),(17 13.097867),(18 13.1767435),(19 13.363807),(20 13.137889),(21 13.108568),(22 13.235615),(23 13.342672),(24 13.215085),(25 13.204581),(26 13.503845),(27 13.555005),(28 13.616431),(29 13.635459),(30 13.769846),(31 13.932171),(32 13.967711),(33 13.905987),(34 13.945253),(35 13.974692),(36 14.016339),(37 13.913601),(38 13.914511),(39 14.057365),(40 14.146964),(41 14.174944),(42 14.222329),(43 14.102003),(44 14.132264),(45 13.773069),(46 13.966361),(47 13.935554),(48 14.060871),(49 14.015861),(50 14.009749),(51 13.98374),(52 14.033917),(53 13.972033),(54 13.93397),(55 13.687624),(56 13.701714),(57 13.702787),(58 13.619064),(59 13.667196),(60 13.446593),(61 13.364402),(62 13.300615),(63 13.288629),(64 13.237344),(65 13.203471),(66 13.276897),(67 13.182651),(68 13.098787),(69 13.083563),(70 13.2025795),(71 13.256076),(72 13.215534),(73 13.180782),(74 12.994758),(75 13.266477),(76 13.31178),(77 13.10395),(78 13.259341),(79 13.1111965),
(1 10.337352),(2 10.840124),(3 11.429521),(4 11.450451),(5 11.652366),(6 11.796382),(7 11.966942),(8 12.137466),(9 12.347367),(10 12.3836565),(11 12.463524),(12 12.468594),(13 12.544286),(14 12.786652),(15 12.835232),(16 12.800865),(17 12.970478),(18 13.121979),(19 13.296993),(20 13.209474),(21 13.159664),(22 13.323401),(23 13.278645),(24 13.390392),(25 13.32237),(26 13.52531),(27 13.677949),(28 13.612949),(29 13.559865),(30 13.717207),(31 13.732917),(32 13.61876),(33 13.737741),(34 13.640894),(35 13.693271),(36 13.69495),(37 13.719619),(38 13.760444),(39 13.68908),(40 13.827721),(41 13.878733),(42 13.7168255),(43 13.730051),(44 13.686931),(45 13.7035),(46 13.693496),(47 13.664048),(48 13.5726385),(49 13.560733),(50 13.525077),(51 13.434919),(52 13.28581),(53 13.244607),(54 13.317505),(55 13.297774),(56 13.066689),(57 13.088341),(58 13.019895),(59 12.895774),(60 12.907934),(61 13.066045),(62 12.917373),(63 12.688851),(64 12.853227),(65 12.847951),(66 12.825824),(67 12.786544),(68 12.730157),(69 12.72582),(70 12.658594),(71 12.855854),(72 12.839713),(73 12.868086),(74 12.784541),(75 12.820641),(76 12.891035),(77 13.010479),(78 12.964729),(79 12.9954195),
(1 10.519745),(2 11.019477),(3 11.570642),(4 11.696506),(5 11.820963),(6 11.983037),(7 12.013868),(8 11.997958),(9 12.233915),(10 12.249363),(11 12.2717705),(12 12.431465),(13 12.4977865),(14 12.690506),(15 12.839201),(16 12.959256),(17 12.926026),(18 12.897341),(19 12.98155),(20 12.998054),(21 12.989694),(22 13.065961),(23 13.115124),(24 13.101782),(25 13.169486),(26 13.245856),(27 13.349263),(28 13.436965),(29 13.481584),(30 13.560718),(31 13.587411),(32 13.616254),(33 13.674134),(34 13.647787),(35 13.560921),(36 13.58821),(37 13.561975),(38 13.571039),(39 13.69641),(40 13.713892),(41 13.832528),(42 13.886977),(43 13.8717375),(44 13.8411045),(45 13.832457),(46 13.688434),(47 13.851872),(48 13.72188),(49 13.668531),(50 13.546386),(51 13.673868),(52 13.620395),(53 13.408256),(54 13.560001),(55 13.477819),(56 13.312371),(57 13.1656275),(58 13.179359),(59 13.202164),(60 12.99538),(61 13.048231),(62 13.18686),(63 13.142029),(64 12.969201),(65 13.066275),(66 12.915985),(67 13.060797),(68 12.991175),(69 13.013971),(70 12.971664),(71 12.967442),(72 12.743852),(73 12.866038),(74 12.853805),(75 13.024809),(76 12.888273),(77 13.039325),(78 13.04897),(79 13.141286),
