1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17659.686),(2 46870.813),(3 79923.93),(4 120837.22),(5 171979.58),(6 224080.77),(7 293979.16),(8 384323.16),(9 449568),(10 525092.8),(11 625627.56),(12 708068.5),(13 756629.25),(14 842475.7),(15 892961.56),(16 936597.5),(17 981804.44),(18 1047788.5),(19 1099057.6),(20 1198151.1),(21 1264354.6),(22 1327111.6),(23 1386123.8),(24 1456935.6),(25 1552306.4),(26 1639484),(27 1711579.1),(28 1838862.1),(29 1957042.4),(30 2069921.4),(31 2163977),(32 2271586.3),(33 2350756),(34 2442115),(35 2531897.5),(36 2632389.8),(37 2726735.8),(38 2812483),(39 2893768.8),(40 2970374.8),(41 3141488.8),(42 3235669.3),(43 3318097.8),(44 3419276.8),(45 3521837),(46 3621210.3),(47 3772822.8),(48 3892543),(49 4001789.8),(50 4101929.3),(51 4135121.3),(52 4152084),(53 4194371.5),(54 4214916.5),(55 4236594.5),(56 4319355),(57 4415134.5),(58 4530093.5),(59 4660266),(60 4841679.5),(61 4987553.5),(62 5128271.5),(63 5298339.5),(64 5451492.5),(65 5575262),(66 5737514.5),(67 5872354),(68 5958241.5),(69 6050374.5),(70 6140809.5),(71 6206655.5),(72 6321668),(73 6549212),(74 6806024),(75 7026505.5),(76 7275563.5),(77 7541754.5),(78 7756119.5),(79 7941409.5),
(1 47.00683),(2 57.032726),(3 61.10076),(4 64.552475),(5 66.43844),(6 69.23124),(7 70.83285),(8 71.684364),(9 72.33518),(10 73.141975),(11 73.35254),(12 73.49148),(13 73.90929),(14 74.81301),(15 73.95744),(16 73.76163),(17 74.887344),(18 73.85955),(19 74.24905),(20 75.755714),(21 76.45195),(22 75.542656),(23 75.49563),(24 75.64833),(25 75.711205),(26 75.87668),(27 74.949905),(28 75.04066),(29 75.91429),(30 75.86032),(31 75.14628),(32 76.14025),(33 77.04544),(34 76.49051),(35 76.94069),(36 77.39017),(37 77.18608),(38 78.11633),(39 77.05372),(40 77.68068),(41 78.29702),(42 77.5098),(43 78.236305),(44 78.61211),(45 78.95512),(46 78.53125),(47 79.04383),(48 78.584785),(49 79.0033),(50 79.42314),(51 79.001854),(52 79.65374),(53 80.00672),(54 79.671265),(55 79.51876),(56 79.88607),(57 79.99933),(58 80.651985),(59 80.48659),(60 80.730064),(61 81.40575),(62 81.35424),(63 80.53537),(64 81.17926),(65 80.75132),(66 80.44294),(67 81.49869),(68 80.5977),(69 81.09662),(70 81.822815),(71 81.88336),(72 82.03022),(73 83.36976),(74 83.36594),(75 83.49619),(76 83.703125),(77 83.721405),(78 83.29104),(79 83.98074),
(1 46.111843),(2 56.503483),(3 61.300983),(4 64.36426),(5 65.74315),(6 67.0635),(7 68.87602),(8 69.95686),(9 70.124596),(10 70.70525),(11 70.905426),(12 70.98435),(13 72.25584),(14 72.671524),(15 72.14315),(16 72.72729),(17 73.754166),(18 73.4631),(19 74.5036),(20 75.74568),(21 75.30308),(22 74.89638),(23 75.52424),(24 75.94574),(25 75.0866),(26 76.210434),(27 75.93832),(28 74.92804),(29 75.80541),(30 75.94877),(31 76.01017),(32 75.69602),(33 75.9863),(34 75.68185),(35 76.03975),(36 76.594536),(37 76.49258),(38 76.526726),(39 75.221565),(40 76.21412),(41 76.96479),(42 76.278336),(43 76.6216),(44 76.53158),(45 76.651474),(46 76.76882),(47 77.71232),(48 78.150055),(49 77.594246),(50 78.589836),(51 77.81283),(52 77.97431),(53 78.154655),(54 78.357666),(55 79.004616),(56 79.93267),(57 80.572044),(58 79.90166),(59 80.25265),(60 79.87794),(61 79.89254),(62 80.16947),(63 80.08718),(64 81.29705),(65 80.330055),(66 80.32565),(67 81.28442),(68 80.6942),(69 80.26623),(70 80.34177),(71 80.69734),(72 80.6101),(73 82.31941),(74 81.74493),(75 82.73268),(76 82.547585),(77 82.08097),(78 82.2545),(79 83.50707),
(1 45.93134),(2 55.828854),(3 60.151066),(4 63.334457),(5 64.457985),(6 66.11083),(7 69.38939),(8 69.888855),(9 70.4646),(10 70.3327),(11 70.32369),(12 70.49395),(13 72.12046),(14 73.03637),(15 71.83251),(16 71.9783),(17 72.74335),(18 72.186264),(19 73.201996),(20 73.1775),(21 72.92551),(22 73.241196),(23 74.3904),(24 74.01637),(25 73.55694),(26 74.34493),(27 73.922424),(28 74.94508),(29 75.98171),(30 74.83074),(31 74.61118),(32 74.889175),(33 75.04473),(34 75.052315),(35 75.63815),(36 76.1787),(37 75.85777),(38 76.17194),(39 75.498474),(40 75.84007),(41 76.289925),(42 76.35958),(43 75.583244),(44 75.67058),(45 76.207634),(46 76.431274),(47 76.995255),(48 77.05207),(49 76.60114),(50 77.82145),(51 77.46696),(52 77.65555),(53 78.024826),(54 78.494415),(55 78.5983),(56 79.33968),(57 78.605896),(58 79.14423),(59 79.772),(60 80.05311),(61 79.64479),(62 80.51249),(63 79.89083),(64 80.23778),(65 79.833534),(66 80.20728),(67 80.29366),(68 80.35519),(69 79.99207),(70 80.13913),(71 80.30836),(72 80.436935),(73 81.34546),(74 81.01133),(75 81.01798),(76 81.07961),(77 79.97133),(78 79.80309),(79 80.24087),
(1 45.851376),(2 55.527378),(3 60.19474),(4 63.99933),(5 65.57688),(6 67.018936),(7 69.73976),(8 71.6793),(9 71.942505),(10 72.45656),(11 72.552765),(12 73.22192),(13 73.843475),(14 74.159996),(15 74.23137),(16 73.92387),(17 74.08504),(18 74.52523),(19 74.26005),(20 74.15044),(21 73.379814),(22 74.14298),(23 75.482216),(24 75.52098),(25 75.42342),(26 75.852844),(27 75.814415),(28 76.1903),(29 76.19767),(30 74.87349),(31 75.40814),(32 75.66823),(33 76.08074),(34 75.5052),(35 75.92079),(36 76.898834),(37 77.78609),(38 77.6338),(39 77.15284),(40 76.5055),(41 77.244484),(42 77.36453),(43 76.84812),(44 77.187874),(45 76.83273),(46 76.43075),(47 77.29558),(48 77.396164),(49 77.03843),(50 77.59147),(51 77.813446),(52 77.75201),(53 78.16768),(54 77.890945),(55 77.788414),(56 79.33858),(57 78.854385),(58 79.06311),(59 79.8116),(60 79.87235),(61 80.12114),(62 80.899345),(63 79.80738),(64 80.28814),(65 79.113),(66 79.15023),(67 80.02399),(68 79.50776),(69 80.10105),(70 79.974335),(71 79.72922),(72 79.63173),(73 80.031685),(74 79.872826),(75 79.85957),(76 79.37448),(77 79.04785),(78 78.72279),(79 78.51648),
(1 45.056763),(2 53.626663),(3 58.235157),(4 61.516197),(5 63.338722),(6 64.53838),(7 66.068375),(8 67.228584),(9 67.606476),(10 67.83644),(11 68.95508),(12 69.02418),(13 69.960625),(14 70.053535),(15 69.62498),(16 69.7908),(17 70.03336),(18 70.16664),(19 70.89633),(20 71.32961),(21 71.534294),(22 71.83586),(23 72.17989),(24 72.55484),(25 72.370995),(26 72.77542),(27 72.12445),(28 72.234924),(29 72.82252),(30 72.42964),(31 72.41159),(32 73.69839),(33 72.87442),(34 72.926186),(35 73.61829),(36 74.308624),(37 75.017525),(38 75.253555),(39 74.451385),(40 74.252594),(41 75.07735),(42 75.21685),(43 75.16668),(44 74.975044),(45 75.109406),(46 75.08762),(47 75.66999),(48 75.717094),(49 76.461105),(50 76.9377),(51 76.52844),(52 76.01649),(53 76.603836),(54 76.14411),(55 76.57427),(56 77.690384),(57 77.28567),(58 76.68692),(59 76.97461),(60 76.75857),(61 76.7574),(62 77.876656),(63 76.47404),(64 77.84326),(65 76.94662),(66 76.97232),(67 78.366875),(68 77.19267),(69 77.87918),(70 77.47559),(71 77.21366),(72 77.21192),(73 78.220795),(74 77.03335),(75 77.109856),(76 77.11058),(77 76.61456),(78 77.73182),(79 77.52153),
(1 44.788673),(2 53.625652),(3 57.728382),(4 60.978394),(5 62.43961),(6 64.73427),(7 66.25875),(8 67.13506),(9 67.88495),(10 68.43285),(11 68.77279),(12 69.32443),(13 70.31872),(14 70.52706),(15 70.476036),(16 70.86811),(17 71.97265),(18 71.32289),(19 71.816574),(20 72.45881),(21 72.03071),(22 71.94693),(23 72.41379),(24 72.02146),(25 72.1039),(26 72.450035),(27 71.28468),(28 72.59681),(29 72.23116),(30 72.06216),(31 71.63395),(32 72.5504),(33 72.205086),(34 72.33023),(35 72.84795),(36 73.83523),(37 73.62239),(38 74.581764),(39 73.83073),(40 73.91128),(41 75.197334),(42 74.649704),(43 74.19282),(44 74.48008),(45 75.66305),(46 76.085526),(47 76.2948),(48 76.89335),(49 76.628075),(50 77.01525),(51 76.97599),(52 77.332695),(53 77.90366),(54 77.69116),(55 77.64952),(56 78.476746),(57 78.55668),(58 78.12227),(59 78.56545),(60 78.33078),(61 78.459755),(62 78.69275),(63 78.095276),(64 79.24155),(65 78.66051),(66 77.66082),(67 78.935555),(68 77.36908),(69 77.43077),(70 77.69669),(71 77.105316),(72 76.626015),(73 78.11869),(74 77.7461),(75 77.83509),(76 77.4984),(77 76.93724),(78 78.03197),(79 78.26545),
(1 43.83881),(2 52.61891),(3 56.493423),(4 59.575962),(5 61.136227),(6 62.987576),(7 65.13532),(8 66.90177),(9 66.44377),(10 66.63631),(11 66.94987),(12 66.9557),(13 66.9844),(14 67.64231),(15 68.37027),(16 68.88607),(17 69.34882),(18 69.28321),(19 69.27821),(20 71.30306),(21 70.474686),(22 70.86824),(23 70.89866),(24 71.22516),(25 71.592094),(26 72.79404),(27 71.82907),(28 71.97048),(29 71.405785),(30 71.79423),(31 71.80402),(32 71.783485),(33 71.78326),(34 72.065674),(35 72.471176),(36 72.531075),(37 72.545166),(38 73.33635),(39 72.96074),(40 72.80567),(41 72.70441),(42 73.49332),(43 73.33369),(44 73.72826),(45 73.866425),(46 73.80499),(47 74.34458),(48 74.57581),(49 74.90127),(50 75.49777),(51 74.98898),(52 75.454155),(53 75.178665),(54 74.40113),(55 74.47144),(56 75.8935),(57 75.68093),(58 75.579796),(59 75.84533),(60 75.816475),(61 76.3255),(62 76.8366),(63 76.24779),(64 76.2159),(65 76.80404),(66 76.7783),(67 77.61286),(68 77.14159),(69 76.97442),(70 77.60696),(71 76.98696),(72 76.689186),(73 78.018234),(74 77.50109),(75 77.469734),(76 76.687874),(77 76.48909),(78 77.540924),(79 78.2185),
(1 44.576588),(2 53.111313),(3 57.332798),(4 60.51606),(5 61.89295),(6 63.892426),(7 65.6555),(8 66.522514),(9 66.03252),(10 66.66173),(11 67.15922),(12 68.369705),(13 68.65019),(14 69.76666),(15 70.19548),(16 70.020164),(17 71.15543),(18 70.34748),(19 70.20232),(20 71.604416),(21 70.62552),(22 70.8685),(23 71.8606),(24 71.94594),(25 72.303925),(26 73.0769),(27 72.21462),(28 72.77031),(29 72.37971),(30 72.422295),(31 72.98117),(32 72.81569),(33 72.372),(34 72.811226),(35 73.27678),(36 72.99428),(37 73.70245),(38 73.96971),(39 73.45624),(40 73.378624),(41 73.89438),(42 74.18393),(43 73.609566),(44 73.74866),(45 74.96097),(46 74.49471),(47 74.68944),(48 75.26319),(49 75.93471),(50 76.47797),(51 75.72221),(52 75.62506),(53 75.45508),(54 75.64917),(55 76.22448),(56 77.10913),(57 76.808914),(58 77.28923),(59 77.71373),(60 76.99248),(61 76.84218),(62 77.10667),(63 76.56361),(64 77.23778),(65 76.79973),(66 77.437256),(67 77.74384),(68 77.47869),(69 77.455124),(70 77.40454),(71 76.48354),(72 76.66722),(73 77.6481),(74 77.65365),(75 77.86074),(76 77.77507),(77 77.68907),(78 77.31247),(79 78.02616),
(1 44.68667),(2 53.449745),(3 58.804836),(4 60.695347),(5 63.058365),(6 64.63545),(7 66.751015),(8 68.403275),(9 67.82458),(10 68.573),(11 69.95825),(12 70.43239),(13 71.10551),(14 71.5583),(15 71.24081),(16 71.32106),(17 71.95085),(18 71.1372),(19 71.13138),(20 72.34946),(21 71.839806),(22 72.53216),(23 73.07527),(24 72.80153),(25 73.12622),(26 73.16766),(27 72.7389),(28 72.2132),(29 71.38487),(30 71.455),(31 71.46424),(32 71.67871),(33 72.4104),(34 72.84194),(35 73.39831),(36 73.50343),(37 73.899574),(38 74.36087),(39 73.654434),(40 73.33367),(41 73.5605),(42 73.6786),(43 72.474236),(44 72.901474),(45 73.63837),(46 74.34481),(47 74.97498),(48 74.6213),(49 74.33572),(50 74.62201),(51 73.43897),(52 74.334694),(53 74.752556),(54 75.42932),(55 75.96512),(56 76.41232),(57 75.543976),(58 75.83845),(59 76.74861),(60 77.14439),(61 76.367805),(62 77.15408),(63 76.82649),(64 77.068245),(65 76.62021),(66 77.20568),(67 77.43689),(68 77.00517),(69 77.05384),(70 77.63358),(71 76.532005),(72 76.66318),(73 77.55136),(74 77.17835),(75 77.97714),(76 77.44612),(77 77.28302),(78 77.12195),(79 78.35913),
(1 43.698128),(2 52.242607),(3 56.640556),(4 59.11081),(5 60.616905),(6 61.66772),(7 63.80712),(8 64.49711),(9 64.73765),(10 65.62594),(11 66.68015),(12 66.91425),(13 67.281364),(14 68.25606),(15 68.20591),(16 68.35598),(17 68.59401),(18 68.573456),(19 68.354706),(20 69.102234),(21 69.36065),(22 69.72403),(23 69.372246),(24 69.346344),(25 69.518036),(26 70.1843),(27 70.34984),(28 70.28528),(29 70.5413),(30 70.43523),(31 70.73177),(32 70.78377),(33 70.95063),(34 70.60291),(35 71.85492),(36 72.07931),(37 71.6036),(38 71.88224),(39 70.80976),(40 71.58477),(41 71.450745),(42 72.06325),(43 72.07858),(44 72.745),(45 73.077805),(46 73.80119),(47 74.655266),(48 73.84323),(49 73.78201),(50 74.492134),(51 74.26898),(52 74.4796),(53 73.971176),(54 73.868355),(55 74.16535),(56 75.06602),(57 73.90149),(58 74.47582),(59 75.23338),(60 76.03077),(61 75.729645),(62 76.33663),(63 75.06505),(64 76.148605),(65 76.35526),(66 76.60226),(67 76.33791),(68 76.30193),(69 75.94124),(70 76.68367),(71 76.15067),(72 76.277565),(73 77.720924),(74 77.527756),(75 77.33714),(76 77.51504),(77 77.10001),(78 76.63974),(79 78.07884),
(1 43.461494),(2 52.355247),(3 57.227352),(4 59.615627),(5 61.138985),(6 62.736145),(7 64.440285),(8 65.31014),(9 66.128044),(10 66.45734),(11 67.57369),(12 67.31957),(13 68.0698),(14 69.19192),(15 68.90847),(16 69.35255),(17 69.82165),(18 69.76367),(19 69.81768),(20 70.297424),(21 69.90566),(22 70.05322),(23 70.49097),(24 69.61132),(25 69.92318),(26 70.836876),(27 70.993355),(28 70.302505),(29 70.75679),(30 70.43479),(31 70.658394),(32 70.58855),(33 70.33913),(34 70.55668),(35 71.06288),(36 71.27016),(37 71.291466),(38 71.79229),(39 71.683685),(40 72.325),(41 72.03189),(42 71.64902),(43 71.53225),(44 72.34421),(45 72.367455),(46 73.01556),(47 73.640945),(48 73.40612),(49 73.037575),(50 73.30778),(51 72.763176),(52 73.356346),(53 74.03395),(54 74.1612),(55 73.87209),(56 75.09565),(57 74.09703),(58 73.9091),(59 74.91383),(60 74.6893),(61 75.0614),(62 75.143135),(63 74.221664),(64 75.25666),(65 75.31136),(66 75.15651),(67 75.25292),(68 74.278755),(69 74.47432),(70 75.05414),(71 75.06795),(72 75.524765),(73 76.511314),(74 76.08682),(75 75.08754),(76 75.59974),(77 75.10314),(78 75.14548),(79 75.791626),
(1 43.502888),(2 52.39148),(3 56.360878),(4 59.146255),(5 61.064957),(6 62.58201),(7 63.84164),(8 65.443245),(9 65.84839),(10 66.2121),(11 66.6602),(12 67.15685),(13 67.35336),(14 68.512886),(15 68.215164),(16 68.5562),(17 69.10712),(18 68.091934),(19 68.554886),(20 69.395065),(21 68.57329),(22 69.13681),(23 69.62527),(24 69.567085),(25 70.113945),(26 70.707954),(27 70.41055),(28 70.53497),(29 71.28845),(30 70.55642),(31 70.62231),(32 70.914154),(33 70.482834),(34 71.06851),(35 71.46903),(36 71.50183),(37 72.10675),(38 72.46526),(39 72.47247),(40 72.770485),(41 73.21814),(42 72.92916),(43 72.03645),(44 73.0572),(45 72.86086),(46 73.22298),(47 73.72453),(48 73.705345),(49 73.2592),(50 73.50244),(51 73.08904),(52 73.327805),(53 74.48112),(54 74.74285),(55 74.62277),(56 76.16381),(57 75.37594),(58 74.66813),(59 75.42735),(60 75.234695),(61 76.14352),(62 76.69942),(63 75.80099),(64 77.13465),(65 76.79752),(66 77.1825),(67 77.79134),(68 76.23476),(69 76.801254),(70 76.56414),(71 76.74477),(72 76.20785),(73 77.497375),(74 76.268234),(75 75.935905),(76 76.39123),(77 75.27742),(78 75.44084),(79 75.62433),
(1 43.64979),(2 52.555542),(3 56.828995),(4 58.880657),(5 61.71605),(6 63.265293),(7 63.875507),(8 65.10157),(9 65.145325),(10 65.641945),(11 66.126976),(12 66.77316),(13 67.36425),(14 67.50113),(15 68.1311),(16 68.899086),(17 69.561424),(18 69.062775),(19 69.471085),(20 69.11121),(21 69.16152),(22 68.83003),(23 69.39348),(24 69.745285),(25 69.748055),(26 70.183426),(27 69.14457),(28 70.216736),(29 71.11869),(30 70.98601),(31 70.18898),(32 71.02043),(33 70.19392),(34 70.499176),(35 70.66985),(36 70.76726),(37 70.56798),(38 71.71299),(39 71.80299),(40 71.96614),(41 72.72934),(42 72.39799),(43 71.79712),(44 73.54212),(45 73.37322),(46 73.2845),(47 73.64477),(48 74.33714),(49 73.14936),(50 74.076065),(51 74.077965),(52 74.01136),(53 74.04149),(54 74.05337),(55 74.431076),(56 76.2333),(57 75.41842),(58 75.799545),(59 75.60694),(60 75.642876),(61 75.95259),(62 76.926865),(63 76.16284),(64 76.83137),(65 75.35628),(66 75.45633),(67 75.96897),(68 75.644844),(69 75.972755),(70 75.53288),(71 74.329346),(72 74.12942),(73 74.93669),(74 75.24301),(75 75.70431),(76 75.78272),(77 74.77474),(78 75.326004),(79 75.19402),
(1 43.37069),(2 51.277058),(3 55.143566),(4 57.41026),(5 60.330753),(6 61.870865),(7 62.76376),(8 64.340225),(9 63.814873),(10 64.46634),(11 64.73539),(12 65.97269),(13 65.91086),(14 66.89491),(15 66.2545),(16 66.87038),(17 67.19995),(18 67.124016),(19 66.979),(20 67.21963),(21 67.80243),(22 67.564644),(23 68.610695),(24 68.18468),(25 68.08656),(26 68.44352),(27 68.44875),(28 68.72316),(29 69.78276),(30 69.12643),(31 69.32616),(32 70.512634),(33 70.08955),(34 69.99639),(35 69.60668),(36 69.98124),(37 69.766846),(38 70.84816),(39 70.136284),(40 70.38768),(41 71.285324),(42 71.19477),(43 70.72549),(44 71.82191),(45 72.56554),(46 71.87231),(47 71.89889),(48 72.071304),(49 71.3172),(50 71.56431),(51 72.6858),(52 72.88306),(53 72.86235),(54 72.59608),(55 72.62345),(56 73.59608),(57 72.56428),(58 73.07207),(59 73.52892),(60 73.34935),(61 73.67231),(62 74.17112),(63 73.7537),(64 74.095055),(65 73.71932),(66 73.72429),(67 74.28927),(68 74.7212),(69 74.16408),(70 74.62942),(71 73.6954),(72 74.17778),(73 74.778076),(74 75.05363),(75 74.742424),(76 74.82399),(77 74.23637),(78 74.73316),(79 74.22842),
(1 42.09819),(2 51.01073),(3 55.369286),(4 58.668346),(5 60.783943),(6 62.46569),(7 63.14015),(8 64.847885),(9 64.372765),(10 65.09926),(11 66.29345),(12 66.7762),(13 67.23795),(14 68.158165),(15 67.8527),(16 68.088165),(17 68.97633),(18 68.72314),(19 69.251595),(20 69.94071),(21 69.758896),(22 70.11562),(23 71.39264),(24 70.11803),(25 70.21199),(26 70.22203),(27 69.72643),(28 70.63225),(29 70.84051),(30 70.26659),(31 70.27325),(32 72.08874),(33 71.10304),(34 71.65959),(35 72.370056),(36 72.42667),(37 72.45708),(38 72.1626),(39 71.21345),(40 70.85507),(41 72.240654),(42 72.019264),(43 72.52559),(44 72.97693),(45 73.89843),(46 73.32302),(47 73.73194),(48 73.749504),(49 73.61639),(50 74.34038),(51 74.261284),(52 73.75306),(53 73.399536),(54 73.298195),(55 72.784),(56 73.89611),(57 73.03538),(58 73.4975),(59 73.65468),(60 73.17269),(61 74.01903),(62 74.19912),(63 73.297615),(64 73.94056),(65 73.673134),(66 72.69713),(67 74.054886),(68 73.85606),(69 73.71209),(70 75.21363),(71 75.07027),(72 75.0975),(73 76.29532),(74 76.010574),(75 75.55771),(76 76.81126),(77 75.99958),(78 76.23608),(79 76.01453),
(1 42.27561),(2 51.451603),(3 55.976852),(4 59.159588),(5 61.079296),(6 63.2599),(7 63.98409),(8 65.631615),(9 65.70607),(10 65.953186),(11 66.66503),(12 66.80278),(13 67.35662),(14 68.16132),(15 68.47589),(16 68.47285),(17 68.71753),(18 69.200836),(19 69.77927),(20 69.75037),(21 69.455376),(22 68.92474),(23 69.17256),(24 68.45193),(25 68.28898),(26 68.78502),(27 68.411896),(28 69.25067),(29 69.78522),(30 69.75596),(31 70.217415),(32 70.605385),(33 69.93262),(34 69.61481),(35 70.25395),(36 70.24714),(37 70.041534),(38 70.12732),(39 69.33191),(40 69.26628),(41 70.26464),(42 70.92958),(43 71.09765),(44 71.41138),(45 72.34804),(46 72.41442),(47 72.62713),(48 72.64159),(49 72.23474),(50 73.47152),(51 72.981476),(52 73.28921),(53 72.80106),(54 72.9232),(55 73.19133),(56 74.28956),(57 73.395355),(58 74.15383),(59 74.56653),(60 73.70931),(61 74.46605),(62 74.59419),(63 73.88084),(64 74.41399),(65 74.6064),(66 74.43164),(67 74.84527),(68 74.761086),(69 73.96891),(70 75.31916),(71 75.04468),(72 74.505844),(73 75.017525),(74 75.78292),(75 74.73718),(76 74.95115),(77 73.691605),(78 74.20719),(79 74.77942),
(1 41.90335),(2 50.80602),(3 54.750874),(4 57.380608),(5 59.521248),(6 61.610596),(7 61.682014),(8 63.266354),(9 63.29764),(10 64.000465),(11 64.45835),(12 64.37698),(13 64.98102),(14 65.46435),(15 65.81709),(16 65.686424),(17 65.83233),(18 66.321625),(19 66.25621),(20 66.78074),(21 67.00333),(22 67.3567),(23 67.12239),(24 67.35457),(25 67.52218),(26 68.57889),(27 68.37802),(28 67.87498),(29 68.399025),(30 68.01502),(31 68.643105),(32 68.70224),(33 68.576294),(34 69.02364),(35 69.621056),(36 69.84551),(37 69.70735),(38 70.71838),(39 69.86252),(40 70.37206),(41 70.73671),(42 69.81115),(43 69.91917),(44 70.5608),(45 70.87485),(46 70.52341),(47 71.15167),(48 70.93958),(49 71.01509),(50 71.816986),(51 71.97216),(52 71.547295),(53 71.08945),(54 71.556564),(55 71.61453),(56 71.984924),(57 71.19754),(58 71.564316),(59 72.070015),(60 70.788185),(61 71.79865),(62 72.03534),(63 71.184074),(64 71.96697),(65 71.980515),(66 71.579575),(67 72.2804),(68 72.23338),(69 71.39809),(70 72.411194),(71 72.31622),(72 71.76238),(73 72.90919),(74 73.434105),(75 73.21126),(76 72.883415),(77 72.76201),(78 73.212296),(79 73.44695),
