1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1781.3717),(2 6469.979),(3 14291.665),(4 22687.867),(5 36052.027),(6 54692.527),(7 81074.42),(8 113658.31),(9 155979.66),(10 210576.17),(11 317795.66),(12 514307.5),(13 990929),(14 1784386.4),(15 3090161.3),(16 5088040.5),(17 8569477),(18 13225075),(19 18873368),(20 24741262),(21 31474496),(22 39689252),(23 49206080),(24 60519840),(25 71180870),(26 86365540),(27 100746300),(28 123838230),(29 153431650),(30 198944430),(31 257415890),(32 341142820),(33 454972670),(34 595451200),(35 743094500),(36 908123460),(37 1107271600),(38 1350395300),(39 1565279400),(40 1820911200),(41 2120824200),(42 2420022500),(43 2741758700),(44 2910555400),(45 3131723500),(46 3386580200),(47 3586995000),(48 3544717300),(49 3558694700),(50 3739826000),(51 3916256500),(52 3830764800),(53 3779201800),(54 3789086500),(55 3711985400),(56 3560582400),(57 3458592800),(58 3386227700),(59 3231998000),(60 2999165000),(61 2794754300),(62 2683711700),(63 2704933600),(64 2832224300),(65 3053596700),(66 3394991000),(67 3805266700),(68 4069658600),(69 3973424000),(70 3858304800),(71 3789004000),(72 3544251400),(73 3294595800),(74 3239741200),(75 3276938500),(76 3311458600),(77 3308824300),(78 3176915000),(79 3114660600),
(1 132.34996),(2 425.8581),(3 761.553),(4 1127.6941),(5 1572.4209),(6 2022.4255),(7 2455.6619),(8 2901.1477),(9 3594.7705),(10 4367.329),(11 4854.2134),(12 5263.1265),(13 6294.274),(14 6861.3696),(15 7191.104),(16 7474.323),(17 8257.414),(18 8637.729),(19 9155.94),(20 9513.607),(21 10275.466),(22 10326.815),(23 10845.034),(24 10871.024),(25 11662.211),(26 11625.391),(27 12178.624),(28 12520.812),(29 13164.269),(30 13962.599),(31 14241.59),(32 15725.155),(33 16095.953),(34 16444.328),(35 17288.74),(36 18639.094),(37 19425.746),(38 19930.545),(39 21315.459),(40 22963.268),(41 23843.732),(42 24571.428),(43 24731.162),(44 25514.328),(45 25987.285),(46 26154.393),(47 26878.643),(48 27823.936),(49 28436.205),(50 28869.422),(51 29949.88),(52 30030.775),(53 30124.809),(54 30606.717),(55 30480.479),(56 30484.006),(57 30300.936),(58 30465.248),(59 30442.398),(60 30549.21),(61 31186.01),(62 31962.928),(63 30849.738),(64 31045.482),(65 32156.19),(66 30981.182),(67 30970.188),(68 30262.406),(69 30255.818),(70 30208.426),(71 30979.035),(72 30048.906),(73 31810.191),(74 31952.063),(75 31951.256),(76 31385.172),(77 31867.63),(78 32560.875),(79 33050.19),
(1 127.07498),(2 411.13104),(3 746.41345),(4 1125.2471),(5 1601.3391),(6 2060.1353),(7 2526.3635),(8 3033.378),(9 3750.3208),(10 4440.9707),(11 4896.519),(12 5491.0137),(13 6221.552),(14 6833.9194),(15 7219.9644),(16 7920.2974),(17 8355.279),(18 8940.563),(19 9135.417),(20 9776.592),(21 10048.879),(22 10183.584),(23 10472.672),(24 10578.613),(25 10984.351),(26 11100.603),(27 11866.405),(28 12354.366),(29 13094.914),(30 13714.1455),(31 14123.974),(32 14835.505),(33 15262.276),(34 15650.273),(35 15753.902),(36 17131.959),(37 18890.69),(38 19559.88),(39 20951.299),(40 22555.557),(41 22909.516),(42 22844.1),(43 22900.836),(44 23226.727),(45 22528.822),(46 22345.201),(47 23732.986),(48 25435.68),(49 25690.322),(50 26071.098),(51 27246.94),(52 26582.375),(53 26291.732),(54 26889.852),(55 28389.293),(56 27894.266),(57 27986.195),(58 29222.438),(59 28975.1),(60 28528.182),(61 28835.908),(62 28900.85),(63 28448.266),(64 28281.982),(65 28677.797),(66 28774.498),(67 28287.188),(68 28219.383),(69 28690.752),(70 28442.299),(71 28957.475),(72 28702.436),(73 28777.6),(74 29823.234),(75 30144.164),(76 29416.957),(77 29369.072),(78 31146.688),(79 31582.889),
(1 131.59236),(2 443.6575),(3 827.7068),(4 1279.9832),(5 1823.2877),(6 2352.8276),(7 2842.1563),(8 3346.5232),(9 4083.9417),(10 4798.7036),(11 5248.7876),(12 5701.7603),(13 6411.1006),(14 6714.7646),(15 7048.5415),(16 7418.965),(17 7960.207),(18 8355.701),(19 8687.731),(20 9173.722),(21 9539.76),(22 9517.004),(23 9780.629),(24 9714.634),(25 10163.921),(26 10706.487),(27 11101.763),(28 12207.931),(29 12935.1455),(30 13676.086),(31 14158.064),(32 14889.958),(33 15017.501),(34 15372.558),(35 15835.231),(36 16181.817),(37 17787.94),(38 18510.684),(39 19957.75),(40 21505.621),(41 22219.059),(42 22889.992),(43 22906.709),(44 22831.703),(45 23428.111),(46 24172.467),(47 24308.963),(48 25797.387),(49 25976.025),(50 26420.314),(51 26701.484),(52 27088.133),(53 27005.354),(54 27586.094),(55 29283.39),(56 28706.172),(57 28558.92),(58 28887.766),(59 28477.941),(60 27731.11),(61 27444.512),(62 28755.598),(63 28886.24),(64 29463.434),(65 30099.932),(66 30918.963),(67 30139),(68 30283.32),(69 29118.564),(70 30021.723),(71 28739.348),(72 29319.602),(73 29862.902),(74 31112.123),(75 30343.422),(76 32110.559),(77 31358.545),(78 31698.969),(79 31630.082),
(1 138.96072),(2 452.99042),(3 849.3709),(4 1313.6962),(5 1891.2649),(6 2456.1096),(7 2948.9446),(8 3474.4927),(9 4164.4795),(10 4912.3994),(11 5193.099),(12 5596.736),(13 6359.9644),(14 6497.8535),(15 6979.136),(16 7314.724),(17 7834.568),(18 7999.181),(19 8608.202),(20 9091.511),(21 9323.511),(22 9598.714),(23 9768.249),(24 9563.615),(25 9970.405),(26 10395.899),(27 10864.345),(28 11352.82),(29 11976.533),(30 12766.631),(31 12803.3125),(32 13248.32),(33 13646.307),(34 13778.906),(35 14202.127),(36 15214.679),(37 16591.95),(38 16840.135),(39 18339),(40 19389.012),(41 19945.275),(42 21485.13),(43 21633.176),(44 22730.84),(45 23264.506),(46 24149.896),(47 24400.7),(48 26153.676),(49 26232.758),(50 26426.395),(51 26865.893),(52 27945.338),(53 27087.846),(54 27122.473),(55 28344.086),(56 28246.05),(57 27574.686),(58 27790.516),(59 28226.992),(60 27863.219),(61 27490.22),(62 28179.121),(63 27592.67),(64 28223.271),(65 28952.006),(66 29485.64),(67 29004.357),(68 30331.938),(69 29300.676),(70 28872.36),(71 28999.215),(72 29215.68),(73 29147.625),(74 29110.35),(75 30610.063),(76 30604.563),(77 30044.21),(78 30149.895),(79 30403.104),
(1 133.1492),(2 423.87473),(3 780.5475),(4 1183.4487),(5 1708.6244),(6 2219.9478),(7 2727.0781),(8 3263.5469),(9 3945.1663),(10 4860.472),(11 5190.825),(12 5781.041),(13 6465.1504),(14 6912.412),(15 7313.7886),(16 7996.8345),(17 8512.834),(18 8839.662),(19 9631.983),(20 10026.984),(21 10500.947),(22 10532.695),(23 10734.2),(24 10500.206),(25 10798.847),(26 11197.0625),(27 11941.66),(28 12251.249),(29 12664.795),(30 13409.055),(31 13578.39),(32 13872.303),(33 14837.424),(34 15484.8125),(35 16011.627),(36 17619.082),(37 19130.707),(38 19471.455),(39 19908.063),(40 20901.258),(41 21506.26),(42 21769.064),(43 21853.379),(44 22744.305),(45 23435.953),(46 23747.959),(47 24139.395),(48 26289.941),(49 26905.434),(50 27184.066),(51 27545.063),(52 28095.857),(53 27438.861),(54 28059.367),(55 29413.188),(56 28931.385),(57 28786.41),(58 29498.582),(59 30142.195),(60 29839.494),(61 29081.605),(62 29048.846),(63 28798.885),(64 28792.664),(65 28660.867),(66 28949.16),(67 28932.168),(68 28459.818),(69 28433.602),(70 28742.076),(71 28823.438),(72 29247.322),(73 30211.768),(74 30511.516),(75 30709.633),(76 30676.572),(77 30961.578),(78 31099.64),(79 31298.54),
(1 125.37543),(2 399.36798),(3 726.3055),(4 1111.5294),(5 1620.8417),(6 2119.4639),(7 2611.7783),(8 3141.8738),(9 3773.5427),(10 4555.9883),(11 4811.617),(12 5276.4956),(13 5908.879),(14 6416.662),(15 6746.4126),(16 7406.599),(17 7947.4966),(18 8225.306),(19 8949.225),(20 9383.344),(21 9690.136),(22 9700.097),(23 10028.512),(24 10156.573),(25 10306.998),(26 10905.989),(27 11289.34),(28 11200.211),(29 11827.13),(30 11963.074),(31 11973.524),(32 12607.049),(33 13564.871),(34 13983.582),(35 14333.445),(36 15625.335),(37 16738.78),(38 17221.928),(39 17550.975),(40 18324.486),(41 18474.809),(42 19161.834),(43 19152.041),(44 20001.482),(45 20108.283),(46 20919.635),(47 21469.08),(48 21966.396),(49 22645.121),(50 22679.797),(51 23881.914),(52 23816.5),(53 23947.154),(54 24902.705),(55 25391.773),(56 25793.508),(57 25776.354),(58 25900.574),(59 27331.578),(60 26579.328),(61 26789.322),(62 26218.926),(63 26603.451),(64 27175.096),(65 26935.705),(66 26556.477),(67 27698.06),(68 26595.488),(69 25808.758),(70 26567.912),(71 27123.324),(72 26637.865),(73 27163.861),(74 28500.5),(75 28411.893),(76 28778.209),(77 28684.986),(78 29104.94),(79 29028.527),
(1 115.80907),(2 367.97232),(3 678.1087),(4 1053.379),(5 1529.6545),(6 1982.6115),(7 2417.634),(8 2863.3997),(9 3459.3896),(10 4144.7085),(11 4380.2495),(12 4914.771),(13 5616.209),(14 6209.199),(15 6463.0273),(16 7201.298),(17 7748.511),(18 7964.5864),(19 8578.1045),(20 9080.605),(21 9374.782),(22 9626.539),(23 9924.079),(24 9961.55),(25 10133.614),(26 10362.763),(27 11125.261),(28 11470.777),(29 12140.796),(30 12532.509),(31 12864.455),(32 13354.412),(33 13951.415),(34 14815.667),(35 15586.107),(36 15830.9795),(37 16854.521),(38 17612.043),(39 18644.598),(40 19628.83),(41 20239.104),(42 20876.445),(43 21184.525),(44 21986.908),(45 22612.932),(46 23181.297),(47 23955.463),(48 24881.893),(49 24870.652),(50 25669.816),(51 25978.621),(52 26585.523),(53 27012.518),(54 27486.918),(55 27597.799),(56 27622.498),(57 27606.68),(58 27392.89),(59 27625.877),(60 27108.945),(61 27801.482),(62 27269.47),(63 27328.018),(64 27863),(65 27792.086),(66 27520.268),(67 28007.105),(68 28099.785),(69 27297.563),(70 28781.396),(71 27887.785),(72 28064.424),(73 27245.262),(74 28202.979),(75 28069.535),(76 28593.174),(77 28535.172),(78 29680.686),(79 29971.443),
(1 120.56511),(2 390.72812),(3 720.6663),(4 1099.9915),(5 1570.5187),(6 2006.5585),(7 2444.5432),(8 2926.2537),(9 3500.623),(10 4234.6304),(11 4645.1807),(12 5252.214),(13 5695.423),(14 6155.385),(15 6516.735),(16 7195.464),(17 7489.6626),(18 7908.541),(19 8499.139),(20 8757.165),(21 9306.11),(22 9781.289),(23 10016.02),(24 10004.86),(25 10322.094),(26 10443.576),(27 10818.979),(28 11163.267),(29 11943.027),(30 12153.946),(31 12370.417),(32 12844.897),(33 13181.214),(34 13645.781),(35 14159.014),(36 14941.249),(37 16045.481),(38 16729.578),(39 18265.775),(40 19268.53),(41 19785.508),(42 20438.91),(43 20900.709),(44 20751.902),(45 21540.922),(46 22011.41),(47 22137.145),(48 22186.082),(49 23379.299),(50 23453.496),(51 23818.602),(52 24617.385),(53 24856.248),(54 25189.434),(55 26495.58),(56 26539.307),(57 25392.27),(58 26456.672),(59 27178.26),(60 27265.754),(61 26610.656),(62 27159.45),(63 26494.797),(64 27208.426),(65 26807.613),(66 26734.924),(67 26879.377),(68 27070.396),(69 27067.58),(70 27124.414),(71 27722.926),(72 27257.627),(73 27807.658),(74 27815.885),(75 28228.38),(76 28065.484),(77 28569.414),(78 28840.492),(79 29012.252),
(1 127.72149),(2 405.09375),(3 727.7753),(4 1085.938),(5 1536.904),(6 1967.3229),(7 2396.5857),(8 2863.2935),(9 3524.492),(10 4131.803),(11 4564.3716),(12 5111.2344),(13 5385.1147),(14 5885.5127),(15 6247.5513),(16 6708.9053),(17 7010.0405),(18 7498.0903),(19 7876.4956),(20 8260.545),(21 8689.037),(22 8924.272),(23 9306.531),(24 9467.07),(25 9851.17),(26 10058.733),(27 10436.696),(28 11136.555),(29 11554.212),(30 11640.707),(31 12227.557),(32 12734.201),(33 13331.259),(34 13665.995),(35 14096.039),(36 14252.429),(37 15972.819),(38 16062.884),(39 17267.846),(40 19066.78),(41 19563.74),(42 20800.883),(43 21021.588),(44 20812.447),(45 20929.047),(46 21649.008),(47 21456.07),(48 22132.713),(49 22802.215),(50 22982.18),(51 24271.615),(52 24387.78),(53 24747.549),(54 25221.777),(55 26172.412),(56 25734.941),(57 26232.414),(58 26890.121),(59 26733.637),(60 27081.592),(61 26606.816),(62 26719.088),(63 25715.816),(64 25873.518),(65 26363.857),(66 26058.246),(67 26410.727),(68 26664.217),(69 26537.59),(70 26757.93),(71 26323.084),(72 26796.162),(73 27029.572),(74 28240.213),(75 27440.127),(76 28721.535),(77 28981.166),(78 29595.59),(79 29542.139),
(1 134.49931),(2 439.43033),(3 806.9228),(4 1196.0056),(5 1663.5952),(6 2070.3828),(7 2444.7244),(8 2816.6455),(9 3343.317),(10 3914.3394),(11 4444.9487),(12 4867.504),(13 5153.6987),(14 5610.3),(15 5917.653),(16 6262.6445),(17 6606.5273),(18 7053.9663),(19 7454.955),(20 7992.5913),(21 8241.802),(22 8794.499),(23 8950.966),(24 9165.553),(25 9382.506),(26 9620.536),(27 9732.962),(28 10163.498),(29 10603.364),(30 10754.476),(31 11030.219),(32 11445.195),(33 11720.472),(34 11768.006),(35 12580.741),(36 12918.446),(37 14002.678),(38 14519.47),(39 15645.015),(40 16418.078),(41 16947.541),(42 17956.822),(43 18397.186),(44 18907.557),(45 19891.127),(46 20518.063),(47 20980.41),(48 22695.656),(49 22538.123),(50 23270.123),(51 23707.516),(52 24186.857),(53 24400.92),(54 25057.484),(55 26758.434),(56 26390.924),(57 26593.293),(58 26954.793),(59 27203.127),(60 26586.152),(61 26310.15),(62 26268.65),(63 25793.934),(64 25772.08),(65 26898.404),(66 26465.535),(67 26804.672),(68 26102.912),(69 27210.434),(70 26671.088),(71 26645.406),(72 26454.781),(73 27271.877),(74 27475.484),(75 27969.297),(76 27860.748),(77 27878.123),(78 28965.04),(79 29219.588),
(1 128.39209),(2 414.6307),(3 754.47327),(4 1123.8002),(5 1575.1317),(6 1995.1721),(7 2421.1406),(8 2867.7773),(9 3442.883),(10 4029.4475),(11 4350.176),(12 4836.134),(13 5053.8647),(14 5568.457),(15 5940.8325),(16 6466.3843),(17 6917.847),(18 7371.8623),(19 7730.362),(20 8207.816),(21 8517.195),(22 8712.86),(23 8925.107),(24 9153.547),(25 9901.075),(26 10071.603),(27 10617.135),(28 11240.719),(29 11942.369),(30 12145.56),(31 12194.153),(32 13132.5),(33 13443.663),(34 13862.337),(35 14311.423),(36 14991.634),(37 15153.184),(38 16184.292),(39 16918.516),(40 17258.398),(41 17293.525),(42 18447.953),(43 18626.512),(44 18917.334),(45 19703.26),(46 20442.607),(47 20322.072),(48 21098.197),(49 21573.578),(50 21578.678),(51 22306.594),(52 22684.834),(53 22741.459),(54 22448.85),(55 23361.908),(56 22829.715),(57 23411.436),(58 23060.97),(59 23709.563),(60 23087.262),(61 23684.49),(62 23850.479),(63 23739.988),(64 24595.902),(65 24691.53),(66 25172.365),(67 24799.904),(68 24487.762),(69 23753.664),(70 23954.1),(71 24317.01),(72 24284.514),(73 24065.58),(74 25838.402),(75 25625.55),(76 26029.557),(77 26202.186),(78 27210.836),(79 27144.62),
(1 120.616844),(2 397.76477),(3 716.841),(4 1062.5289),(5 1507.2814),(6 1925.3824),(7 2339.531),(8 2712.4202),(9 3220.4934),(10 3742.8591),(11 3901.1145),(12 4532.1245),(13 4976.695),(14 5248.5273),(15 5755.401),(16 6233.98),(17 6459.781),(18 6854.7656),(19 7468.009),(20 7865.429),(21 8182),(22 8478.156),(23 8379.742),(24 8546.419),(25 8871.894),(26 8663.674),(27 9012.28),(28 9715.739),(29 10041.934),(30 10502.611),(31 10884.997),(32 11600.629),(33 11676.775),(34 12435.731),(35 12490.001),(36 13105.04),(37 13481.499),(38 13934.449),(39 14613.198),(40 15689.912),(41 15941.905),(42 16788.98),(43 17038.666),(44 17353.857),(45 17751.457),(46 18240.973),(47 18476.803),(48 19623.246),(49 19505.01),(50 19780.004),(51 20664.207),(52 20992.908),(53 20935.057),(54 22756.004),(55 22963.645),(56 22615.064),(57 22708.959),(58 23810.223),(59 23046.127),(60 23032.68),(61 23354.592),(62 24064.79),(63 23497.648),(64 23721.742),(65 24005.314),(66 23889.102),(67 23866.063),(68 23411.04),(69 23151.37),(70 23604.512),(71 24169.828),(72 24061.205),(73 24920.115),(74 25903.121),(75 25922.916),(76 25558.084),(77 25479.002),(78 25760.1),(79 25690.758),
(1 123.546265),(2 415.70993),(3 757.9181),(4 1146.0088),(5 1643.7882),(6 2104.1685),(7 2521.8613),(8 2875.9634),(9 3490.7856),(10 3956.244),(11 4216.3125),(12 4961.4385),(13 5304.8364),(14 5622.7666),(15 6028.3257),(16 6346.3325),(17 6697.887),(18 7021.881),(19 7511.642),(20 8003.6025),(21 8307.962),(22 8379.092),(23 8406.226),(24 8644.101),(25 8917.677),(26 8961.439),(27 9090.021),(28 9733.939),(29 10161.503),(30 10154.609),(31 10833.539),(32 11604.109),(33 12271.757),(34 12891.108),(35 13452.12),(36 13847.895),(37 14850.992),(38 15103.765),(39 16134.903),(40 17134.57),(41 17674.264),(42 18849.361),(43 19326.71),(44 20046.31),(45 20705.297),(46 21185.33),(47 21448.264),(48 22230.682),(49 22123.877),(50 22573.816),(51 22905.346),(52 23649.479),(53 23770.84),(54 24684.568),(55 25357.063),(56 25245.86),(57 25755.545),(58 25677.252),(59 25870.066),(60 26095.549),(61 25522.512),(62 25508.271),(63 25461.938),(64 26264.688),(65 25369.67),(66 26253.432),(67 26403.29),(68 26495.354),(69 25816.895),(70 26596.438),(71 25860.879),(72 25134.303),(73 25061.682),(74 25619.797),(75 25591.846),(76 26053.898),(77 25780.695),(78 26876.35),(79 26996.906),
(1 122.829025),(2 416.72314),(3 763.9323),(4 1176.4069),(5 1679.0739),(6 2173.6426),(7 2594.9985),(8 2947.659),(9 3492.0852),(10 3990.8933),(11 4218.143),(12 4749.133),(13 5168.844),(14 5518.9736),(15 5897.038),(16 6192.4136),(17 6846.375),(18 7039.3193),(19 7264.3384),(20 7627.8975),(21 7903.5176),(22 7993.986),(23 8244.785),(24 8533.3),(25 8716.969),(26 8911.548),(27 9269.578),(28 9587.908),(29 9936.632),(30 10249.342),(31 11027.177),(32 11532.978),(33 12190.111),(34 12722.184),(35 13227.74),(36 13290.065),(37 14057.761),(38 14594.197),(39 15561.813),(40 16157.509),(41 16864.627),(42 17305.393),(43 17850.324),(44 18600.229),(45 18928.773),(46 19264.656),(47 19864.834),(48 20871.025),(49 20905.025),(50 21662.324),(51 22206.602),(52 22317.45),(53 22867.633),(54 22749.994),(55 23664.738),(56 23201.885),(57 22443.766),(58 22572.428),(59 22832.238),(60 22682.959),(61 22807.834),(62 23152.943),(63 23110.637),(64 23731.334),(65 23267.063),(66 23798.45),(67 23309.738),(68 24049.088),(69 23712.941),(70 23815.549),(71 23987.309),(72 23710.852),(73 24161.627),(74 24601.627),(75 24400.791),(76 25439.607),(77 25379.93),(78 25635.533),(79 25601.512),
(1 131.27655),(2 437.88733),(3 784.29675),(4 1181.3821),(5 1704.823),(6 2216.418),(7 2671.1067),(8 3088.582),(9 3705.6172),(10 4269.3496),(11 4486.8994),(12 4941.133),(13 5191.974),(14 5422.2817),(15 5701.5015),(16 6054.6616),(17 6523.7188),(18 6660.532),(19 7049.821),(20 7260.441),(21 7591.472),(22 7674.1455),(23 8076.0474),(24 8276.8545),(25 8598.421),(26 9049.342),(27 9226.486),(28 9627.285),(29 10188.697),(30 10530.109),(31 10973.603),(32 11260.024),(33 11615.61),(34 12041.422),(35 12443.934),(36 12842.788),(37 14075.14),(38 14323.324),(39 15302.484),(40 16433.682),(41 16815.797),(42 16879.049),(43 17691.898),(44 18384.871),(45 19035.97),(46 19266.838),(47 20121.152),(48 20809.348),(49 21027.127),(50 21228.598),(51 21801.297),(52 22448.992),(53 22279.307),(54 22946.236),(55 23525.297),(56 23599.613),(57 23305.033),(58 23725.83),(59 23384.24),(60 23579.732),(61 23300.535),(62 23574.094),(63 23459.652),(64 24038.342),(65 23729.723),(66 24306.72),(67 24138.469),(68 24080.951),(69 23234.139),(70 23939.346),(71 23547.223),(72 23733.547),(73 23574.473),(74 24803.691),(75 24913.34),(76 25525.982),(77 25835.768),(78 26889.582),(79 27220.783),
(1 126.44379),(2 416.11005),(3 756.23785),(4 1140.88),(5 1618.0468),(6 2083.7598),(7 2475.3347),(8 2813.0022),(9 3356.7144),(10 3824.7637),(11 4025.4792),(12 4247.3735),(13 4625.7603),(14 4894.0293),(15 5247.9424),(16 5766.798),(17 6194.7974),(18 6519.479),(19 6921.7563),(20 7269.7104),(21 7321.745),(22 7630.7896),(23 7955.3),(24 7886.208),(25 8023.3643),(26 8251.908),(27 8468.1875),(28 8498.627),(29 9214.774),(30 9601.313),(31 9996.604),(32 10368.261),(33 11079.476),(34 11197.191),(35 11719.8955),(36 11990.059),(37 13143.748),(38 13367.579),(39 14007.239),(40 14773.623),(41 15384.331),(42 15315.394),(43 15875.864),(44 16527.934),(45 16991.787),(46 17583.072),(47 18286.184),(48 18862.516),(49 19370.068),(50 19834.793),(51 19865.178),(52 19986.64),(53 20078.184),(54 20070.168),(55 20658.574),(56 21113.71),(57 20809.824),(58 20898.967),(59 21568.7),(60 20780.387),(61 20375.535),(62 20681.445),(63 20810.979),(64 20713.549),(65 21162.895),(66 21514.729),(67 21598.477),(68 21830.85),(69 21430.049),(70 21532.068),(71 21565.049),(72 22217.432),(73 21599.541),(74 22264.514),(75 21606.924),(76 22216.492),(77 21396.54),(78 21648.102),(79 21438.271),
(1 120.52408),(2 386.25055),(3 699.02734),(4 1037.2694),(5 1461.7664),(6 1863.2335),(7 2216.869),(8 2551.278),(9 3132.1929),(10 3730.026),(11 3919.2368),(12 4311.506),(13 4576.897),(14 4732.0366),(15 5039.624),(16 5652.6934),(17 6076.4487),(18 6481.3267),(19 6778.203),(20 7342.1563),(21 7380.251),(22 7497.336),(23 7818.391),(24 7781.7144),(25 8298.641),(26 8272.1455),(27 8732.647),(28 8805.741),(29 9367.922),(30 9547.18),(31 10374.271),(32 10584.9375),(33 11343.179),(34 11804.613),(35 12503.398),(36 12423.294),(37 13391.821),(38 13924.656),(39 14612.11),(40 15060.592),(41 15386.502),(42 15884.971),(43 16102.134),(44 16401.756),(45 16879.385),(46 17103.752),(47 17836.8),(48 18134.828),(49 18503.967),(50 18643.564),(51 19511.021),(52 19464.998),(53 19272.588),(54 19676.477),(55 20566.748),(56 20697.482),(57 19916.479),(58 20846.559),(59 20533.377),(60 20069.074),(61 19687.477),(62 20031.66),(63 19600.535),(64 20226.727),(65 21020.504),(66 21066.826),(67 20970.225),(68 21118.297),(69 20829.207),(70 20825.12),(71 20800.195),(72 20508.715),(73 20705.492),(74 21109.38),(75 21076.096),(76 21342.162),(77 20811.701),(78 21434.965),(79 21568.684),
