1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1781.3717),(2 6469.979),(3 14291.665),(4 22687.867),(5 36052.027),(6 54692.527),(7 81074.42),(8 113658.31),(9 155979.66),(10 210576.17),(11 317795.66),(12 514307.5),(13 990929),(14 1784386.4),(15 3090161.3),(16 5088040.5),(17 8569477),(18 13225075),(19 18873368),(20 24741262),(21 31474496),(22 39689252),(23 49206080),(24 60519840),(25 71180870),(26 86365540),(27 100746300),(28 123838230),(29 153431650),(30 198944430),(31 257415890),(32 341142820),(33 454972670),(34 595451200),(35 743094500),(36 908123460),(37 1107271600),(38 1350395300),(39 1565279400),(40 1820911200),(41 2120824200),(42 2420022500),(43 2741758700),(44 2910555400),(45 3131723500),(46 3386580200),(47 3586995000),(48 3544717300),(49 3558694700),(50 3739826000),(51 3916256500),(52 3830764800),(53 3779201800),(54 3789086500),(55 3711985400),(56 3560582400),(57 3458592800),(58 3386227700),(59 3231998000),(60 2999165000),(61 2794754300),(62 2683711700),(63 2704933600),(64 2832224300),(65 3053596700),(66 3394991000),(67 3805266700),(68 4069658600),(69 3973424000),(70 3858304800),(71 3789004000),(72 3544251400),(73 3294595800),(74 3239741200),(75 3276938500),(76 3311458600),(77 3308824300),(78 3176915000),(79 3114660600),
(1 55.940887),(2 176.83203),(3 309.67062),(4 435.39255),(5 576.25494),(6 674.2136),(7 722.9596),(8 782.2684),(9 950.7875),(10 1026.0219),(11 1109.3407),(12 1199.4647),(13 1364.0966),(14 1394.0974),(15 1452.0514),(16 1525.4172),(17 1588.4724),(18 1642.8099),(19 1673.3677),(20 1816.3772),(21 1863.041),(22 1872.1243),(23 1980.3419),(24 2064.7793),(25 2130.6172),(26 2213.7427),(27 2413.1028),(28 2564.3022),(29 2771.132),(30 2945.4436),(31 3063.743),(32 3216.795),(33 3309.3198),(34 3462.9463),(35 3535.5232),(36 3695.7188),(37 3940.3276),(38 4096.6855),(39 4214.098),(40 4572.331),(41 4654.5015),(42 4946.945),(43 5102.3145),(44 5265.1953),(45 5351.963),(46 5476.27),(47 5549.779),(48 5743.911),(49 5850.1294),(50 5829.795),(51 5791.7344),(52 5950.733),(53 5972.773),(54 6050.8433),(55 6110.0146),(56 6321.362),(57 6241.0845),(58 6259.884),(59 6317.154),(60 6213.35),(61 6203.9116),(62 6096.567),(63 6200.097),(64 6123.142),(65 6377.621),(66 6439.5234),(67 6633.4517),(68 6528.779),(69 6632.3135),(70 6710.2417),(71 6521.599),(72 6492.5854),(73 6524.6685),(74 6689.4683),(75 6636.366),(76 6643.3545),(77 6672.355),(78 6742.711),(79 6702.789),
(1 54.97517),(2 173.41696),(3 305.67096),(4 433.68246),(5 587.95856),(6 690.48584),(7 749.973),(8 811.58563),(9 988.61127),(10 1058.6189),(11 1130.5789),(12 1236.1506),(13 1392.8207),(14 1422.5505),(15 1526.2869),(16 1571.5604),(17 1672.8724),(18 1731.6381),(19 1782.827),(20 1859.8362),(21 1896.1705),(22 1937.9238),(23 2055.5115),(24 2085.4995),(25 2210.508),(26 2326.7441),(27 2468.517),(28 2574.0725),(29 2713.412),(30 2845.8235),(31 2965.002),(32 3134.074),(33 3210.993),(34 3406.2515),(35 3464.85),(36 3516.2104),(37 3666.2559),(38 3784.844),(39 3990.086),(40 4182.1904),(41 4482.6694),(42 4720.507),(43 4757.3145),(44 4822.5947),(45 4974.594),(46 5038.2627),(47 5053.1865),(48 5295.0767),(49 5239.5664),(50 5419.0195),(51 5464.1655),(52 5623.6787),(53 5523.668),(54 5728.335),(55 5773.303),(56 5706.3477),(57 5600.634),(58 5732.6543),(59 5633.2104),(60 5608.3),(61 5489.187),(62 5569.265),(63 5539.178),(64 5739.319),(65 5698.2603),(66 5745.2163),(67 5768.4307),(68 5797.6113),(69 5761.245),(70 5763.479),(71 5758.301),(72 5767.401),(73 5859.9805),(74 5982.74),(75 5965.317),(76 6037.815),(77 5831.6455),(78 6002.605),(79 5951.1406),
(1 53.045425),(2 170.65846),(3 298.3657),(4 421.699),(5 575.0611),(6 684.32947),(7 753.13934),(8 816.1654),(9 968.92645),(10 1033.2946),(11 1073.2869),(12 1208.6862),(13 1355.0585),(14 1414.6339),(15 1497.8302),(16 1593.1836),(17 1634.3958),(18 1700.3285),(19 1745.8208),(20 1829.5054),(21 1911.201),(22 1957.3086),(23 2040.799),(24 2133.3662),(25 2202.955),(26 2245.2385),(27 2387.0142),(28 2462.7036),(29 2604.1597),(30 2730.654),(31 2872.6626),(32 3011.7344),(33 3165.89),(34 3310.4795),(35 3334.1772),(36 3412.667),(37 3538.9177),(38 3604.5137),(39 3751.8093),(40 4011.9055),(41 4229.3804),(42 4372.462),(43 4538.3867),(44 4757.3247),(45 4830.5444),(46 4941.346),(47 5085.2896),(48 5299.5303),(49 5393.1855),(50 5555.4883),(51 5602.874),(52 5688.8354),(53 5905.056),(54 5972.051),(55 6178.995),(56 6209.2344),(57 6301.863),(58 6379.5596),(59 6408.2217),(60 6396.3716),(61 6281.8755),(62 6281.4243),(63 6194.5176),(64 6240.052),(65 6283.7285),(66 6378.254),(67 6503.9185),(68 6487.4785),(69 6486.2617),(70 6516.656),(71 6494.28),(72 6435.649),(73 6446.8296),(74 6740.264),(75 6696.64),(76 6630.9585),(77 6672.3945),(78 6872.743),(79 6834.6616),
(1 50.672268),(2 167.09526),(3 294.7074),(4 416.74768),(5 561.9203),(6 663.46436),(7 738.7632),(8 794.6104),(9 939.1176),(10 1007.2133),(11 1069.9398),(12 1182.1096),(13 1300.6514),(14 1368.0475),(15 1425.3368),(16 1481.8289),(17 1556.1637),(18 1629.8131),(19 1631.0636),(20 1731.0306),(21 1806.7002),(22 1840.1025),(23 1913.5704),(24 2002.3315),(25 2086.512),(26 2139.0547),(27 2297.8008),(28 2390.4966),(29 2499.2866),(30 2624.638),(31 2793.709),(32 2969.1863),(33 3031.304),(34 3240.1387),(35 3353.5938),(36 3466.8794),(37 3781.7954),(38 3875.0442),(39 4073.222),(40 4293.808),(41 4566.3984),(42 4692.729),(43 4890.386),(44 5027.343),(45 5150.5767),(46 5198.274),(47 5351.6777),(48 5427.863),(49 5525.623),(50 5577.5605),(51 5684.326),(52 5680.6973),(53 5770.949),(54 5890.6533),(55 5962.779),(56 6107.7227),(57 6086.4517),(58 6042.9917),(59 6129.6816),(60 6038.8745),(61 6027.3477),(62 6043.7944),(63 5986.7725),(64 5931.6353),(65 6007.0283),(66 6098.573),(67 6127.5024),(68 6183.368),(69 6323.5376),(70 6260.6196),(71 6250.779),(72 6224.025),(73 6180.2627),(74 6272.841),(75 6285.3745),(76 6348.2256),(77 6288.9917),(78 6536.1777),(79 6581.633),
(1 52.975452),(2 169.78036),(3 295.75354),(4 420.54645),(5 571.5702),(6 661.9458),(7 731.6443),(8 795.651),(9 948.6623),(10 1007.25696),(11 1081.2217),(12 1182.2179),(13 1250.5912),(14 1337.1691),(15 1420.066),(16 1442.5117),(17 1536.1196),(18 1652.6145),(19 1693.1844),(20 1780.1156),(21 1853.9087),(22 1919.4907),(23 2001.625),(24 2068.1377),(25 2196.382),(26 2255.627),(27 2342.0227),(28 2504.096),(29 2561.8816),(30 2664.2307),(31 2836.6543),(32 3051.586),(33 3037.24),(34 3274.5217),(35 3411.2637),(36 3584.026),(37 3880.169),(38 4097.2373),(39 4296.692),(40 4572.174),(41 4871.5073),(42 4970.653),(43 5164.8433),(44 5252.23),(45 5381.749),(46 5408.1255),(47 5595.3555),(48 5905.4385),(49 5973.7544),(50 6091.453),(51 6312.126),(52 6262.719),(53 6480.818),(54 6513.256),(55 6741.14),(56 6599.061),(57 6674.45),(58 6763.058),(59 6740.256),(60 6509.7305),(61 6583.9224),(62 6513.078),(63 6482.81),(64 6523.226),(65 6690.9263),(66 6725.836),(67 6870.496),(68 6896.6733),(69 6809.754),(70 6722.5903),(71 6711.136),(72 6794.3477),(73 6872.0156),(74 7019.715),(75 7052.7275),(76 7065.1914),(77 7074.738),(78 7118.833),(79 7120.9624),
(1 51.790318),(2 165.62082),(3 290.55084),(4 407.8461),(5 539.2293),(6 610.5598),(7 664.1725),(8 726.6471),(9 865.0428),(10 944.08105),(11 1012.64075),(12 1138.7192),(13 1246.8851),(14 1329.6244),(15 1459.177),(16 1508.6014),(17 1592.4364),(18 1685.7413),(19 1730.8406),(20 1814.5004),(21 1845.4481),(22 1905.2811),(23 1941.219),(24 2041.5696),(25 2116.3188),(26 2204.0183),(27 2323.1035),(28 2393.8975),(29 2520.563),(30 2599.4597),(31 2737.282),(32 2905.728),(33 2939.2449),(34 3121.4812),(35 3253.0667),(36 3407.582),(37 3712.3206),(38 3909.46),(39 4126.1343),(40 4339.1724),(41 4617.958),(42 4756.889),(43 4974.6245),(44 5181.646),(45 5423.502),(46 5572.2915),(47 5708.311),(48 5852.176),(49 5947.811),(50 5964.376),(51 6129.8345),(52 6117.8833),(53 6090.546),(54 6279.2925),(55 6427.6587),(56 6448.66),(57 6426.203),(58 6573.344),(59 6527.9897),(60 6423.193),(61 6465.4126),(62 6391.064),(63 6467.6245),(64 6409.453),(65 6496.642),(66 6541.614),(67 6564.212),(68 6570.811),(69 6544.244),(70 6750.4497),(71 6626.997),(72 6727.3926),(73 6734.6914),(74 6878.529),(75 6878.2783),(76 6745.92),(77 6837.3276),(78 7034.324),(79 7104.791),
(1 49.742283),(2 160.48944),(3 284.96527),(4 407.37057),(5 546.769),(6 632.0729),(7 691.52673),(8 767.253),(9 906.51105),(10 959.6951),(11 1027.6036),(12 1125.5894),(13 1239.51),(14 1337.1428),(15 1404.7979),(16 1517.1798),(17 1569.3092),(18 1639.9015),(19 1662.4308),(20 1717.3724),(21 1805.1194),(22 1828.9012),(23 1863.4242),(24 1920.3268),(25 1950.7488),(26 1955.7205),(27 2092.2566),(28 2158.9993),(29 2280.6174),(30 2427.3608),(31 2522.3276),(32 2662.674),(33 2798.3823),(34 2943.374),(35 3044.4302),(36 3145.318),(37 3418.8152),(38 3601.5334),(39 3829.2288),(40 3943.2722),(41 4186.057),(42 4415.1187),(43 4624.3096),(44 4863.1123),(45 5073.748),(46 5222.848),(47 5382.894),(48 5560.3345),(49 5592.342),(50 5626.1177),(51 5774.342),(52 5945.7563),(53 5923.1465),(54 6154.762),(55 6366.873),(56 6259.4126),(57 6236.2593),(58 6308.041),(59 6183.116),(60 6092.0107),(61 6113.763),(62 6093.082),(63 6070.6685),(64 6242.0166),(65 6183.5195),(66 6305.2505),(67 6340.6953),(68 6400.006),(69 6295.241),(70 6317.8535),(71 6316.136),(72 6394.9106),(73 6348.6016),(74 6574.492),(75 6495.297),(76 6488.3184),(77 6312.9214),(78 6413.3345),(79 6312.748),
(1 47.49203),(2 147.68733),(3 254.7818),(4 371.82864),(5 520.73444),(6 619.6176),(7 690.3813),(8 780.32733),(9 918.68286),(10 963.4759),(11 1019.58386),(12 1082.041),(13 1184.5812),(14 1263.528),(15 1311.546),(16 1388.622),(17 1502.2761),(18 1563.0521),(19 1610.229),(20 1694.6852),(21 1729.1996),(22 1773.09),(23 1785.7927),(24 1841.636),(25 1889.0049),(26 1939.4791),(27 2089.4573),(28 2186.858),(29 2323.242),(30 2413.5164),(31 2497.4836),(32 2572.4763),(33 2626.3005),(34 2692.4133),(35 2839.2947),(36 2969.3208),(37 3297.2686),(38 3456.4043),(39 3756.0435),(40 4120.5254),(41 4358.2954),(42 4495.152),(43 4676.4253),(44 4842.4214),(45 4957.1694),(46 5059.982),(47 5109.119),(48 5230.232),(49 5284.3003),(50 5312.337),(51 5368.6177),(52 5410.4424),(53 5463.2344),(54 5452.715),(55 5572.273),(56 5646.268),(57 5631.235),(58 5699.8364),(59 5737.849),(60 5749.3955),(61 5724.1),(62 5783.964),(63 5672.5537),(64 5899.546),(65 5825.5044),(66 5857.9976),(67 5861.594),(68 5803.951),(69 5694.775),(70 5687.432),(71 5689.72),(72 5769.2314),(73 5796.39),(74 6027.622),(75 5982.9907),(76 6120.8496),(77 6035.2915),(78 6198.584),(79 6204.2173),
(1 47.856354),(2 148.58163),(3 259.95325),(4 378.16708),(5 520.85565),(6 619.49176),(7 687.6394),(8 778.5115),(9 908.0034),(10 940.62024),(11 981.71265),(12 1034.8463),(13 1118.0369),(14 1166.6805),(15 1238.5149),(16 1288.6816),(17 1399.9364),(18 1453.2535),(19 1511.8037),(20 1588.1051),(21 1629.1675),(22 1671.2495),(23 1701.8436),(24 1801.4648),(25 1830.112),(26 1850.724),(27 1977.7274),(28 2039.2205),(29 2146.7056),(30 2202.5588),(31 2300.9238),(32 2448.1252),(33 2560.5674),(34 2638.732),(35 2812.6765),(36 2933.3862),(37 3182.913),(38 3283.6294),(39 3535.611),(40 3771.4734),(41 3947.372),(42 4041.7307),(43 4225.529),(44 4385.2466),(45 4505.897),(46 4613.184),(47 4747.416),(48 4987.7437),(49 5088.219),(50 5134.983),(51 5154.545),(52 5201.6055),(53 5170.8),(54 5194.432),(55 5277.4834),(56 5276.9463),(57 5278.1323),(58 5359.363),(59 5351.064),(60 5336.244),(61 5266.961),(62 5277.8447),(63 5275.4966),(64 5261.4917),(65 5279.5356),(66 5313.2573),(67 5325.0264),(68 5336.881),(69 5357.938),(70 5397.267),(71 5473.7944),(72 5568.3096),(73 5636.697),(74 5774.3774),(75 5685.689),(76 5829.0303),(77 5689.2505),(78 5808.479),(79 5797.076),
(1 49.742054),(2 156.85168),(3 272.31427),(4 378.74323),(5 506.44357),(6 592.5706),(7 660.0499),(8 732.72577),(9 845.39746),(10 875.3859),(11 919.0983),(12 977.4425),(13 1084.0045),(14 1140.0132),(15 1205.2704),(16 1299.8794),(17 1416.2651),(18 1470.0665),(19 1536.5923),(20 1587.6155),(21 1641.0891),(22 1619.8954),(23 1659.0514),(24 1688.7668),(25 1753.0011),(26 1752.4872),(27 1872.252),(28 1966.55),(29 2091.97),(30 2225.4355),(31 2361.5132),(32 2497.1614),(33 2611.8748),(34 2657.7876),(35 2757.8972),(36 2818.5667),(37 3036.0662),(38 3163.6064),(39 3394.3083),(40 3595.744),(41 3774.3303),(42 3893.4165),(43 4045.7102),(44 4135.3047),(45 4284.073),(46 4280.6333),(47 4430.1416),(48 4676.066),(49 4708.2563),(50 4698.304),(51 4891.5576),(52 5011.008),(53 5005.494),(54 5120.817),(55 5307.2153),(56 5395.7144),(57 5418.193),(58 5528.256),(59 5560.426),(60 5424.994),(61 5398.2075),(62 5383.95),(63 5444.8315),(64 5450.8765),(65 5588.924),(66 5675.0464),(67 5784.561),(68 5816.4136),(69 5751.3804),(70 5667.002),(71 5569.043),(72 5645.653),(73 5693.5986),(74 5721.0635),(75 5848.5444),(76 5951.7295),(77 5788.704),(78 5969.921),(79 6048.56),
(1 48.522423),(2 154.37926),(3 269.51257),(4 370.78235),(5 486.20477),(6 573.7349),(7 643.057),(8 707.46936),(9 857.2873),(10 905.34283),(11 964.1066),(12 1025.7245),(13 1113.3557),(14 1147.134),(15 1180.2249),(16 1246.8381),(17 1340.1632),(18 1425.1388),(19 1486.6476),(20 1568.043),(21 1601.4211),(22 1642.9438),(23 1630.3641),(24 1677.0984),(25 1711.6401),(26 1735.659),(27 1811.4171),(28 1965.1722),(29 2107.3726),(30 2256.744),(31 2433.6448),(32 2554.734),(33 2759.6318),(34 2833.4583),(35 2950.8877),(36 2971.9814),(37 3244.5483),(38 3365.8389),(39 3582.2969),(40 3803.6794),(41 4052.0923),(42 4208.291),(43 4370.8447),(44 4582.6953),(45 4695.9927),(46 4744.9814),(47 4883.4736),(48 5018.9614),(49 5081.113),(50 5153.5425),(51 5339.0605),(52 5310.1567),(53 5312.804),(54 5446.6177),(55 5502.631),(56 5378.238),(57 5435.3804),(58 5520.5845),(59 5565.859),(60 5396.931),(61 5432.1025),(62 5388.291),(63 5317.889),(64 5339.8716),(65 5433.6685),(66 5542.0996),(67 5613.5737),(68 5638.972),(69 5640.6733),(70 5703.679),(71 5706.7144),(72 5664.6646),(73 5697.3125),(74 5823.262),(75 5830.9604),(76 5837.5273),(77 5806.0703),(78 5900.1963),(79 5899.2983),
(1 49.548363),(2 156.13422),(3 282.7447),(4 404.16806),(5 543.85944),(6 630.51166),(7 693.4682),(8 742.08405),(9 866.87823),(10 918.18),(11 945.3032),(12 990.9916),(13 1061.7927),(14 1149.2529),(15 1195.5317),(16 1244.8662),(17 1361.1405),(18 1426.3453),(19 1467.7379),(20 1537.0576),(21 1576.9668),(22 1628.6539),(23 1610.8813),(24 1652.6165),(25 1720.9513),(26 1772.4589),(27 1837.5077),(28 1984.3088),(29 2100.763),(30 2199.0344),(31 2303.5422),(32 2466.6873),(33 2640.1748),(34 2706.6685),(35 2852.9011),(36 3007.7444),(37 3304.4177),(38 3383.7002),(39 3592.5635),(40 3815.9243),(41 4072.4414),(42 4124.6143),(43 4345.045),(44 4516.7534),(45 4754.6934),(46 4786.6),(47 4932.089),(48 4986.377),(49 5064.441),(50 4977.4985),(51 5114.821),(52 5118.539),(53 5239.8066),(54 5293.1714),(55 5491.1636),(56 5493.2744),(57 5506.3867),(58 5572.6084),(59 5735.951),(60 5735.4985),(61 5688.745),(62 5764.81),(63 5674.0537),(64 5804.389),(65 5704.685),(66 5776.052),(67 5857.226),(68 5837.7007),(69 5700.933),(70 5650.4277),(71 5731.7827),(72 5657.758),(73 5622.1113),(74 5765.914),(75 5915.4243),(76 5841.9434),(77 5860.993),(78 5943.3535),(79 5939.853),
(1 47.215637),(2 150.42935),(3 273.63477),(4 396.7148),(5 535.7985),(6 623.5709),(7 695.62787),(8 763.4096),(9 893.8071),(10 904.1619),(11 936.8414),(12 991.04785),(13 1046.8721),(14 1102.9426),(15 1177.4393),(16 1223.5531),(17 1321.9291),(18 1374.6099),(19 1422.1406),(20 1470.1702),(21 1530.7905),(22 1552.2551),(23 1570.7181),(24 1586.2941),(25 1663.8422),(26 1734.369),(27 1788.9417),(28 1896.7552),(29 2066.9368),(30 2215.013),(31 2339.538),(32 2485.367),(33 2580.489),(34 2684.4353),(35 2767.4063),(36 2878.2244),(37 3079.3044),(38 3262.9714),(39 3455.6057),(40 3637.3533),(41 3861.822),(42 4013.4624),(43 4132.248),(44 4286.4937),(45 4546.349),(46 4570.1147),(47 4668.3867),(48 4814.9326),(49 4935.657),(50 4923.306),(51 5063.4556),(52 5043.345),(53 5082.325),(54 5119.258),(55 5265.013),(56 5281.092),(57 5264.9023),(58 5377.2744),(59 5337.933),(60 5264.7285),(61 5276.96),(62 5288.98),(63 5192.4595),(64 5208.5566),(65 5230.9224),(66 5257.9106),(67 5328.395),(68 5399.1406),(69 5288.846),(70 5342.905),(71 5387.723),(72 5275.9106),(73 5351.921),(74 5542.933),(75 5468.6997),(76 5536.9526),(77 5434.3696),(78 5543.6997),(79 5486.248),
(1 42.28775),(2 132.87111),(3 228.22531),(4 323.77603),(5 440.92154),(6 523.85004),(7 593.22626),(8 659.8747),(9 814.1768),(10 832.09296),(11 892.5554),(12 977.3102),(13 1054.4006),(14 1089.715),(15 1158.0043),(16 1228.8822),(17 1320.3734),(18 1377.6658),(19 1412.6262),(20 1461.5028),(21 1528.362),(22 1535.2227),(23 1530.9908),(24 1536.2794),(25 1577.3298),(26 1619.1832),(27 1677.3917),(28 1761.2289),(29 1911.723),(30 2087.4297),(31 2147.7708),(32 2272.5645),(33 2417.1907),(34 2549.2952),(35 2644.7217),(36 2723.571),(37 2957.8337),(38 3174.6055),(39 3417.4236),(40 3582.006),(41 3837.0796),(42 4006.303),(43 4123.9814),(44 4202.0366),(45 4433.4697),(46 4457.752),(47 4532.4595),(48 4571.7817),(49 4673.4854),(50 4694.193),(51 4746.382),(52 4777.602),(53 4861.211),(54 4923.101),(55 4948.1445),(56 5127.1997),(57 5079.8325),(58 5128.329),(59 5156.349),(60 5065.4224),(61 5041.669),(62 4994.686),(63 5018.1396),(64 5132.597),(65 5163.855),(66 5272),(67 5400.429),(68 5429.9395),(69 5335.5273),(70 5380.4414),(71 5240.9517),(72 5161.467),(73 5194.6997),(74 5377.7515),(75 5295.7114),(76 5287.9595),(77 5379.288),(78 5462.907),(79 5424.9106),
(1 41.25815),(2 131.74266),(3 228.80424),(4 329.03284),(5 458.73978),(6 547.98315),(7 614.5233),(8 674.9964),(9 842.4023),(10 884.65765),(11 930.06604),(12 1002.0492),(13 1082.203),(14 1109.463),(15 1192.933),(16 1274.4227),(17 1416.9775),(18 1467.1759),(19 1512.9829),(20 1564.3066),(21 1631.9034),(22 1642.7507),(23 1648.3578),(24 1687.53),(25 1738.1222),(26 1780.1692),(27 1891.2106),(28 2036.787),(29 2191.0317),(30 2355.7908),(31 2388.1868),(32 2545.3772),(33 2654.0295),(34 2760.1907),(35 2865.5774),(36 2944.4158),(37 3188.3015),(38 3366.6963),(39 3620.1025),(40 3805.66),(41 4036.4539),(42 4112.307),(43 4200.6875),(44 4245.9546),(45 4331.5786),(46 4354.9355),(47 4436.5625),(48 4546.663),(49 4610.3623),(50 4767.0815),(51 4922.686),(52 4973.7285),(53 5093.743),(54 5311.1084),(55 5472.112),(56 5432.7505),(57 5438.727),(58 5596.7466),(59 5571.3555),(60 5460.5073),(61 5526.748),(62 5484.8027),(63 5476.8394),(64 5411.9),(65 5605.0776),(66 5700.4673),(67 5770.166),(68 5705.1123),(69 5700.0537),(70 5610.706),(71 5506.5337),(72 5448.578),(73 5444.813),(74 5542.7363),(75 5426.6206),(76 5526.18),(77 5498.4277),(78 5603.565),(79 5586.0957),
(1 41.58019),(2 132.816),(3 232.70786),(4 335.74295),(5 456.47125),(6 532.021),(7 591.8666),(8 655.30365),(9 813.02014),(10 848.1786),(11 903.27765),(12 997.22485),(13 1082.3827),(14 1136.4551),(15 1207.8334),(16 1281.6155),(17 1395.6917),(18 1437.6858),(19 1490.7444),(20 1520.5388),(21 1601.6334),(22 1591.8455),(23 1670.7527),(24 1709.4863),(25 1746.3142),(26 1787.0098),(27 1936.106),(28 2047.4243),(29 2184.595),(30 2307.3745),(31 2364.1042),(32 2455.2712),(33 2531.7595),(34 2635.0776),(35 2741.0845),(36 2870.3909),(37 3092.945),(38 3226.4622),(39 3442.2007),(40 3642.8623),(41 3790.946),(42 3878.804),(43 3947.082),(44 4057.2534),(45 4145.5796),(46 4231.251),(47 4410.137),(48 4551.472),(49 4647.8647),(50 4800.267),(51 4903.049),(52 4926.2085),(53 4991.9907),(54 5247.326),(55 5346.57),(56 5434.173),(57 5384.9395),(58 5515.6563),(59 5435.7866),(60 5409.4155),(61 5398.9243),(62 5388.8384),(63 5307.51),(64 5403.3647),(65 5404.2275),(66 5532.798),(67 5464.122),(68 5428.3867),(69 5404.3135),(70 5448.5757),(71 5312.7417),(72 5345.543),(73 5367.9175),(74 5518.93),(75 5420.212),(76 5513.734),(77 5544.5967),(78 5676.388),(79 5685.718),
