1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12221.398),(2 38387.645),(3 81419.1),(4 129699.69),(5 187098.61),(6 247245.31),(7 313965.97),(8 378076.6),(9 445839.84),(10 516405.47),(11 584646.1),(12 640717.25),(13 694420.7),(14 738667.7),(15 785705.44),(16 828702.2),(17 871358.94),(18 914732.06),(19 962316.5),(20 1015532.7),(21 1074218.9),(22 1128273.9),(23 1180354.5),(24 1218876.9),(25 1261977.6),(26 1289856.8),(27 1324690.1),(28 1342499.6),(29 1362878.8),(30 1376873.6),(31 1394177.1),(32 1409529),(33 1422840),(34 1435817),(35 1453504.6),(36 1477454.4),(37 1521167.6),(38 1570257.4),(39 1640558),(40 1705498),(41 1781788),(42 1853193),(43 1914453.6),(44 1960660.4),(45 2008279.1),(46 2055442.4),(47 2112688.3),(48 2169999),(49 2243773.8),(50 2318919.3),(51 2416307),(52 2508559.8),(53 2612300.3),(54 2710036.8),(55 2813161.3),(56 2941027),(57 3066708.3),(58 3193752.8),(59 3326609.8),(60 3443486.3),(61 3573595.3),(62 3687552.3),(63 3823830.3),(64 3942799.8),(65 4076053),(66 4211736.5),(67 4351732.5),(68 4497064.5),(69 4638340),(70 4774714.5),(71 4929546.5),(72 5083663),(73 5229181.5),(74 5362923.5),(75 5546403.5),(76 5707982.5),(77 5869045.5),(78 6016686.5),(79 6163455.5),
(1 6109.28),(2 17527.053),(3 27200.936),(4 32713.338),(5 34403.85),(6 33492.613),(7 32452.965),(8 31908.275),(9 31960.912),(10 32511.434),(11 33230.496),(12 33374.34),(13 33277.945),(14 33030.918),(15 33110.914),(16 33521.15),(17 33821.5),(18 33612.957),(19 33144.88),(20 32837.73),(21 32666.313),(22 32876.7),(23 33862.574),(24 34256.66),(25 34031.316),(26 33831.723),(27 33910.34),(28 34393.633),(29 34600.977),(30 34247.47),(31 33712.547),(32 33514.973),(33 34038.6),(34 34397.188),(35 34436.195),(36 34469.992),(37 34751.57),(38 35249.098),(39 35995.14),(40 35953.31),(41 35309.86),(42 34686.88),(43 34171.1),(44 33626.867),(45 33376.582),(46 33015.95),(47 33314.223),(48 33419.08),(49 33114.527),(50 33353.42),(51 33442.45),(52 33331.52),(53 33319.58),(54 33477.508),(55 33910.12),(56 34124.176),(57 35079.94),(58 36238.55),(59 35954.25),(60 34532.703),(61 33768.234),(62 33872.51),(63 34080.914),(64 34702.41),(65 35758.895),(66 36367.12),(67 36680.36),(68 36476.516),(69 36139.645),(70 35558.95),(71 34697.31),(72 34071.953),(73 33936.973),(74 34332.016),(75 35009.98),(76 35450.066),(77 35437.055),(78 34822.727),(79 33774.934),
(1 5593.343),(2 15883.837),(3 24249.955),(4 28696.88),(5 29647.5),(6 28550.941),(7 27244.9),(8 27123.736),(9 28019.979),(10 29167.348),(11 30564.133),(12 31093.871),(13 30973.666),(14 30997.941),(15 31416.068),(16 32123.844),(17 32405.793),(18 31602.266),(19 30921.871),(20 29910.785),(21 28917.656),(22 27720.096),(23 27105.014),(24 27070.596),(25 27732.43),(26 28516.367),(27 29323.408),(28 29978.21),(29 29995.959),(30 29459.12),(31 29153.922),(32 29041.096),(33 29505.123),(34 30305.1),(35 30789.377),(36 30635.35),(37 29985.215),(38 29620.33),(39 29821.271),(40 29854.38),(41 30904.89),(42 32071.338),(43 32739.049),(44 32893.582),(45 32444.371),(46 31516.166),(47 30791.797),(48 30679.332),(49 30897.824),(50 31796.422),(51 32707.361),(52 32756.348),(53 32146.865),(54 31315.414),(55 31168.559),(56 31674.664),(57 32379.459),(58 32934.047),(59 33213.324),(60 32469.607),(61 31835.955),(62 31690.5),(63 31958.002),(64 32463.813),(65 33224.516),(66 33691.652),(67 34071.41),(68 34099.023),(69 33983.9),(70 33303.137),(71 32807.805),(72 32344.727),(73 31994.822),(74 31762.127),(75 31871.51),(76 32384.652),(77 32603.18),(78 32745.297),(79 33117.77),
(1 5714.7334),(2 16253.573),(3 24683.213),(4 29140.514),(5 30321.338),(6 29216.438),(7 28133.324),(8 27896.232),(9 28654.086),(10 30692.799),(11 32785.55),(12 33500.816),(13 33235.86),(14 32561.701),(15 31890.72),(16 31403.588),(17 30739.996),(18 29754.383),(19 29540.379),(20 29724.488),(21 30062.252),(22 30120.123),(23 30249.232),(24 30631.44),(25 30791.838),(26 30995.475),(27 31513.594),(28 31861.494),(29 31773.81),(30 31234.959),(31 30849.557),(32 30653.488),(33 30915.334),(34 31399.066),(35 31518.936),(36 31535.285),(37 31079.441),(38 30811.729),(39 30639.313),(40 30857.158),(41 31769.953),(42 32945.2),(43 33460.86),(44 33379.992),(45 32865.92),(46 32266.602),(47 31935.063),(48 31689.678),(49 31833.201),(50 32309.998),(51 32271.15),(52 32487.877),(53 32652.252),(54 32624.516),(55 32339.176),(56 31879.38),(57 32147.271),(58 32749.43),(59 32954.324),(60 32608.44),(61 32459.844),(62 32124.605),(63 31619.205),(64 31987.47),(65 33133.758),(66 33789.74),(67 34398.793),(68 34588.68),(69 34222.273),(70 32933.254),(71 32021.504),(72 31534.121),(73 31413.865),(74 31931.943),(75 32671.373),(76 33157.023),(77 33856.426),(78 34215.465),(79 33733.14),
(1 5536.01),(2 15554.094),(3 23531.03),(4 27507.252),(5 28436.617),(6 27423.355),(7 25814.871),(8 25258.941),(9 26053.076),(10 27717.525),(11 28948.598),(12 28972.967),(13 28755.45),(14 28423.492),(15 28571.66),(16 29080.563),(17 29283.523),(18 29318.05),(19 29461.242),(20 29156.742),(21 28799.6),(22 28392.541),(23 28603.46),(24 29043.941),(25 29181.377),(26 29164.387),(27 29294.42),(28 29597.125),(29 29634.357),(30 29192.355),(31 29100.121),(32 29560.035),(33 29972.566),(34 30065.742),(35 30406.252),(36 30523.086),(37 30072.713),(38 29616.826),(39 29375.717),(40 29211.73),(41 29317.037),(42 29547.523),(43 30079.459),(44 30003.238),(45 29326.854),(46 28690.648),(47 28813.438),(48 28882.977),(49 29134.055),(50 29727.643),(51 30051.795),(52 29776.38),(53 29205.777),(54 28506.967),(55 28061.521),(56 28222.434),(57 28569.105),(58 29052.795),(59 29945.379),(60 30578.74),(61 30716.883),(62 30060.338),(63 29546.525),(64 29178.53),(65 29349.225),(66 30495.494),(67 31857.182),(68 32255.932),(69 31769.496),(70 30735.563),(71 29943.371),(72 29504.4),(73 29076.111),(74 29537.059),(75 30576.816),(76 31587.174),(77 32352.916),(78 32418.54),(79 31946.791),
(1 5681.008),(2 16069.495),(3 24018.693),(4 27874.408),(5 28499.133),(6 26967.047),(7 25425.184),(8 25138.035),(9 25966.59),(10 27281.088),(11 28455.81),(12 28524.969),(13 27924.707),(14 27722.414),(15 27750.48),(16 27867.143),(17 27942.002),(18 28255.34),(19 28629.629),(20 28839.633),(21 28566.85),(22 27924.594),(23 28058.166),(24 28856.639),(25 29631.127),(26 30308.04),(27 31361.299),(28 31609.945),(29 31536.799),(30 31005.883),(31 30168.938),(32 29584.65),(33 29771.787),(34 30233.756),(35 30920.383),(36 31628.236),(37 31858.787),(38 31410.152),(39 30935.992),(40 30150.984),(41 29973.123),(42 30254.742),(43 31267.201),(44 31912.781),(45 31800.912),(46 31631.027),(47 31552.709),(48 31042.012),(49 30759.717),(50 30894.72),(51 30556.813),(52 29801.465),(53 29118.97),(54 29133.537),(55 30225.38),(56 31028.541),(57 30997.512),(58 30308.127),(59 29741.768),(60 29315.363),(61 29443.15),(62 29828.336),(63 29844.69),(64 29740.484),(65 29583.682),(66 29691.768),(67 30151.07),(68 30320.54),(69 30092.982),(70 29572.082),(71 29062.598),(72 28660.314),(73 29017.746),(74 29944.63),(75 30659.078),(76 31696.836),(77 32627.73),(78 32441.102),(79 31794.521),
(1 5381.7354),(2 14948.55),(3 22284.127),(4 25579.42),(5 25956.12),(6 24869.1),(7 24026.291),(8 24025.293),(9 24558.197),(10 25415.639),(11 26326.703),(12 26648.014),(13 26249.195),(14 25843.82),(15 25357.83),(16 25224.979),(17 25667.268),(18 26468.14),(19 27075.012),(20 27642.484),(21 28278.031),(22 28466.754),(23 28619.691),(24 28256.248),(25 27864.355),(26 27970.986),(27 28639.428),(28 29004.58),(29 28899.139),(30 28301.168),(31 27542.133),(32 27264.756),(33 27580.295),(34 28260.098),(35 28964.447),(36 29353.752),(37 29563.213),(38 29507.313),(39 29322.547),(40 29040.408),(41 29189.73),(42 29346.45),(43 29878.742),(44 29950.809),(45 29853.232),(46 29309.377),(47 28567.33),(48 28040.49),(49 27734.477),(50 27801.97),(51 27916.377),(52 27873.941),(53 27999.076),(54 27903.344),(55 28146.168),(56 28304.182),(57 28516.48),(58 28189.082),(59 27776.797),(60 27591.977),(61 28002.012),(62 28556.4),(63 29279.277),(64 29379.443),(65 29150.666),(66 29032.338),(67 29016.133),(68 28727.293),(69 28606.047),(70 28534.633),(71 28447.494),(72 28809.443),(73 29348.592),(74 29893.06),(75 30660.959),(76 31312.162),(77 31317.035),(78 30607.256),(79 30044.246),
(1 5173.5576),(2 14238.2),(3 20834.643),(4 23664.045),(5 23849.162),(6 22761.63),(7 22106.008),(8 22175.34),(9 23199.082),(10 24355.17),(11 25397.887),(12 25594.254),(13 25333.3),(14 25091.389),(15 24621.344),(16 24276.664),(17 24385.512),(18 24586.85),(19 25231.105),(20 25679.668),(21 26134.096),(22 26430.75),(23 26214.25),(24 25651.904),(25 25241.379),(26 25161.232),(27 25468.078),(28 25534.627),(29 25459.527),(30 25073.768),(31 24491.11),(32 23956.19),(33 23843.768),(34 23987.605),(35 24462.4),(36 24943.89),(37 25444.854),(38 25686.947),(39 25736.908),(40 25342.37),(41 25159.389),(42 25159.547),(43 25764.598),(44 26891.197),(45 27610.771),(46 27851.652),(47 27127.936),(48 26266.662),(49 25962.516),(50 26013.635),(51 26340.643),(52 26652.041),(53 26850.352),(54 26682.56),(55 26301.02),(56 25609.32),(57 25279.611),(58 24954.96),(59 25137.844),(60 25313.488),(61 25644.996),(62 25447.412),(63 25305.336),(64 25216.645),(65 25244.615),(66 25155.428),(67 25264.096),(68 25409.951),(69 25574.188),(70 25765.025),(71 25939.662),(72 25674.986),(73 25627.412),(74 25803.686),(75 25939.059),(76 26715.525),(77 27441.984),(78 26856.342),(79 26315.68),
(1 4976.3447),(2 13670.417),(3 20496.613),(4 23468.676),(5 23544.596),(6 22229.922),(7 21396.314),(8 21641.365),(9 22637.893),(10 23398.113),(11 23713.566),(12 23590.764),(13 23496.246),(14 23569.926),(15 23323.455),(16 23056.285),(17 23008.637),(18 22974.889),(19 23101.17),(20 22849.184),(21 22580.523),(22 22432.46),(23 22780.594),(24 22921.31),(25 22972.389),(26 23184.484),(27 23569.848),(28 23521.72),(29 23050.346),(30 22614.297),(31 22460.764),(32 22621.19),(33 23176.088),(34 23370.633),(35 23278.988),(36 23436.531),(37 23788.115),(38 24046.854),(39 24360.375),(40 24488.066),(41 24573.156),(42 24683.39),(43 24983.89),(44 25452.662),(45 25999.498),(46 26070.947),(47 25627.943),(48 24950.006),(49 24431.09),(50 24452.266),(51 24818.582),(52 25180.365),(53 25279.938),(54 24912.209),(55 24561.238),(56 24119.787),(57 23857.133),(58 23926.557),(59 24102.414),(60 24166.637),(61 24380.283),(62 24280.58),(63 23558.607),(64 22969.604),(65 22791.928),(66 23347.844),(67 24133.414),(68 24554.484),(69 24857.389),(70 24985.162),(71 24901.77),(72 24745.992),(73 24687.924),(74 24671.293),(75 24819.57),(76 25256.334),(77 25656.156),(78 25479.645),(79 25051.371),
(1 5115.948),(2 13974.596),(3 20541.752),(4 23276.336),(5 23417.863),(6 22734.031),(7 22654.357),(8 22998.79),(9 23428.535),(10 23771.988),(11 23822.682),(12 23493.574),(13 23550.598),(14 24008.613),(15 24434.063),(16 24767.324),(17 24716.488),(18 24516.783),(19 24335.305),(20 23961.943),(21 23864.4),(22 24133.988),(23 24687.146),(24 24797.877),(25 24839.117),(26 24723.988),(27 24280.79),(28 23504.893),(29 23086.275),(30 23120.268),(31 23631.695),(32 24052.326),(33 24570.256),(34 24363.508),(35 23790.756),(36 23640.113),(37 23579.438),(38 23820.799),(39 24072.016),(40 23979.686),(41 24008.21),(42 24095.262),(43 24382.936),(44 24606.453),(45 24728.504),(46 24260.535),(47 23902.945),(48 24048.096),(49 24633.799),(50 25006.074),(51 24971.447),(52 24934.197),(53 24812.729),(54 24726.209),(55 24850.43),(56 24697.668),(57 24541.553),(58 24532.365),(59 24262.898),(60 24082.18),(61 24109.96),(62 23854.89),(63 23619.518),(64 23509.248),(65 23480.55),(66 24019.734),(67 24807.041),(68 24813.586),(69 24354.613),(70 24039.488),(71 23866.451),(72 23607.885),(73 23615.121),(74 23721.012),(75 23958.563),(76 24669.574),(77 25560.715),(78 25845.127),(79 25645.902),
(1 4689.4116),(2 12718.747),(3 18407.773),(4 20621.695),(5 20405.092),(6 19185.709),(7 18795.371),(8 19416.08),(9 20168.566),(10 20621.637),(11 20720.51),(12 20651.66),(13 20709.234),(14 20929.555),(15 21190.357),(16 21649.926),(17 21670.42),(18 21415.469),(19 21455.475),(20 21486.12),(21 21385.557),(22 21548.756),(23 21795.65),(24 21651.088),(25 21476.898),(26 21593.402),(27 21694.494),(28 21439.268),(29 21170.025),(30 21340.28),(31 21884.902),(32 22520.33),(33 22726.75),(34 22439.322),(35 21992.268),(36 21443.238),(37 21101.637),(38 21238.096),(39 21543.03),(40 21734.332),(41 21914.584),(42 21997.686),(43 21815.842),(44 21525.178),(45 21665.395),(46 22015.752),(47 22075.482),(48 21922.406),(49 21796.314),(50 21708.098),(51 21856.818),(52 21915.94),(53 21749.27),(54 21576.441),(55 21631.555),(56 21683.332),(57 21756.887),(58 21804.066),(59 21921.203),(60 21926.27),(61 21946.748),(62 21813.344),(63 21587.863),(64 21519.736),(65 21599.803),(66 21767.938),(67 22199.996),(68 22477.111),(69 22988.938),(70 22737.176),(71 22346.164),(72 21917.402),(73 21629.719),(74 21983.91),(75 22531.734),(76 22917.98),(77 23190.209),(78 23111.053),(79 22695.959),
(1 4753.8154),(2 12856.682),(3 18392.395),(4 20255.691),(5 20199.21),(6 19354.928),(7 19084.318),(8 19580.2),(9 20209.363),(10 20685.184),(11 20853.457),(12 20582.932),(13 20367.363),(14 20141.02),(15 20373.887),(16 20481.037),(17 20472.309),(18 20697.625),(19 20996.709),(20 20644.512),(21 20374.92),(22 19925.775),(23 19835.021),(24 19970.14),(25 20427.996),(26 20740.86),(27 20689.107),(28 20321.361),(29 20318.88),(30 20717.445),(31 21001.178),(32 21116.17),(33 21272.533),(34 21254.936),(35 20966.363),(36 21034.113),(37 20993.871),(38 20963.97),(39 20845.41),(40 20469.357),(41 20460.338),(42 20551.438),(43 20732.293),(44 20916.47),(45 20873.42),(46 20782.732),(47 21131.889),(48 21642.89),(49 22223.424),(50 22570.328),(51 22395.389),(52 22348.902),(53 22292.406),(54 22475.697),(55 22870.309),(56 23071),(57 22983.713),(58 22894.576),(59 23085.613),(60 23307.79),(61 23134.75),(62 22473.256),(63 21999.305),(64 21792.287),(65 22069.668),(66 22304.58),(67 22511.717),(68 22429.71),(69 22175.553),(70 21854.979),(71 21669.89),(72 21684.066),(73 21364.313),(74 21138.818),(75 21364.576),(76 21689.367),(77 21838.87),(78 22129.031),(79 22620.322),
(1 4543.2583),(2 12261.04),(3 17704.613),(4 19961.871),(5 19970.701),(6 18819.188),(7 18274.895),(8 18731.5),(9 19775.125),(10 20735.098),(11 21315.693),(12 21307.805),(13 20813.77),(14 20297.898),(15 20213.414),(16 20390.314),(17 20857.064),(18 21362.412),(19 21879.863),(20 21667.87),(21 21089.824),(22 20212.023),(23 20132.896),(24 20514.408),(25 21133.492),(26 21410.986),(27 21169.717),(28 20683.518),(29 20661.445),(30 20903.693),(31 21584.137),(32 22280.662),(33 22054.475),(34 21443.74),(35 21061.078),(36 21238.88),(37 21498.445),(38 21692.824),(39 21590.71),(40 21188.896),(41 20743.852),(42 20559.87),(43 20402.205),(44 20240.057),(45 20340.115),(46 20702.057),(47 21141.31),(48 21171.14),(49 21350.467),(50 21440.623),(51 21560.822),(52 21571.12),(53 21388.986),(54 21236.633),(55 21424.68),(56 21405.344),(57 21279.762),(58 21062.951),(59 21219.5),(60 21481.75),(61 21656.53),(62 21555.422),(63 21242.887),(64 20954.32),(65 20704.229),(66 20618.578),(67 20677.086),(68 20803.66),(69 21083.072),(70 21423.701),(71 21783.893),(72 21843.252),(73 21610.58),(74 21204.752),(75 21337.96),(76 21918.166),(77 22235.041),(78 22130.102),(79 21882.967),
(1 4368.803),(2 11828.043),(3 17006.957),(4 18814.33),(5 18581.096),(6 17663.496),(7 17409.967),(8 17665.555),(9 18310.508),(10 18888.795),(11 19100.736),(12 18974.283),(13 18796.385),(14 18651.709),(15 19067.666),(16 19595.424),(17 19726.64),(18 19894.375),(19 20354.535),(20 20449.67),(21 20004.84),(22 19312.88),(23 19024.867),(24 19191.99),(25 19730.367),(26 20072.611),(27 20083.277),(28 20221.744),(29 20519.008),(30 20550.37),(31 20551.527),(32 20399.748),(33 19686.457),(34 19365.412),(35 19431.602),(36 19835.059),(37 20231.053),(38 20696.781),(39 21061.938),(40 21242.191),(41 21203.125),(42 21072.488),(43 20709.06),(44 20435.867),(45 20378.684),(46 20125.56),(47 19873.406),(48 19919.844),(49 19724.46),(50 19677.66),(51 19874.973),(52 20047.35),(53 20396.102),(54 20740.076),(55 20712.03),(56 20262.424),(57 19816.553),(58 19361.17),(59 19194.148),(60 19468.514),(61 20008.283),(62 19881.367),(63 19663.463),(64 19367.738),(65 19545.367),(66 19893.553),(67 20376.8),(68 20327.92),(69 19890.88),(70 19646.18),(71 19677.129),(72 19678.568),(73 19479.889),(74 19603.344),(75 20141.744),(76 20686.496),(77 20992.795),(78 20737.488),(79 20359.504),
(1 4451.0327),(2 12109.726),(3 17309.617),(4 18867.89),(5 18039.602),(6 16694.895),(7 16650.225),(8 17637.63),(9 19079.102),(10 20041.348),(11 20253.418),(12 19934.652),(13 19642.172),(14 19550.066),(15 19538.928),(16 19740.484),(17 20054.36),(18 20421.025),(19 20625.738),(20 20548.781),(21 20543.66),(22 20070.082),(23 19962.813),(24 19995.535),(25 20264.236),(26 20470.17),(27 20389.266),(28 20372.14),(29 20196.123),(30 19839.844),(31 19752.26),(32 19929.877),(33 20215.498),(34 20612.453),(35 20931.066),(36 21110.932),(37 21072.508),(38 20776.34),(39 20307.137),(40 19878.803),(41 19860.492),(42 20208.947),(43 20193.727),(44 20020.133),(45 20006.805),(46 19933.62),(47 20050.95),(48 20330.496),(49 20373.459),(50 20412.902),(51 20538.135),(52 20422.986),(53 20589.31),(54 20818.594),(55 20935.398),(56 20556.46),(57 19806.117),(58 19346.258),(59 19208.91),(60 19281.287),(61 19591.754),(62 19883.19),(63 19993.918),(64 20018.336),(65 20317.656),(66 20352.62),(67 20128.799),(68 19969.17),(69 19903.879),(70 19944.285),(71 20238.434),(72 20441.367),(73 20805.283),(74 21328.777),(75 21678.533),(76 21881.861),(77 22077.496),(78 21909.676),(79 21659.12),
(1 4240.7437),(2 11119.521),(3 15639.905),(4 17120.555),(5 16795.492),(6 15728.361),(7 15348.77),(8 16176.598),(9 17342.346),(10 18152.215),(11 18369.61),(12 18214.988),(13 17970.166),(14 17808.389),(15 18006.563),(16 18244.865),(17 18153.195),(18 18006.24),(19 18085.223),(20 18180.375),(21 18589.666),(22 18907.877),(23 19066.578),(24 18889.205),(25 18812.559),(26 18652.076),(27 18393.79),(28 18151.006),(29 17985.05),(30 17948.846),(31 18062.975),(32 18436.137),(33 18429.365),(34 18487.266),(35 18866.459),(36 19251.174),(37 19075.953),(38 18571.38),(39 18371.383),(40 18221.47),(41 18491.852),(42 18716.943),(43 18387.29),(44 17948.527),(45 17997.648),(46 18183.223),(47 18670.428),(48 18903.11),(49 18635.63),(50 18232.723),(51 18280.186),(52 18258.816),(53 18314.152),(54 18423.121),(55 18449.865),(56 18376.227),(57 18324.234),(58 18240.096),(59 18505.502),(60 18982.188),(61 19289.139),(62 19026.01),(63 18563.77),(64 18665.28),(65 19123.13),(66 19390.04),(67 19569.613),(68 19509.045),(69 19451.465),(70 19502.16),(71 19478.158),(72 19153.95),(73 18820.373),(74 18910.861),(75 18846.645),(76 18804.773),(77 19292.615),(78 19567.404),(79 19690.314),
(1 4245.974),(2 11164.608),(3 15613.548),(4 16857.152),(5 16555.549),(6 15796.8545),(7 15734.959),(8 16307.815),(9 17257.232),(10 18121.178),(11 18256.63),(12 17916.783),(13 17613.629),(14 17242.555),(15 17204.926),(16 17448.6),(17 17588.605),(18 17647.377),(19 18237.783),(20 19036.48),(21 19760.996),(22 19819.258),(23 19645.566),(24 19001.523),(25 18565.762),(26 18383.8),(27 18382.914),(28 18664.156),(29 19088.258),(30 19269.557),(31 19291.53),(32 19091.336),(33 19083.37),(34 19346.004),(35 19646.998),(36 19831.021),(37 19642.822),(38 19426.799),(39 19427.598),(40 19423.566),(41 19354.105),(42 19276.393),(43 18940.553),(44 18477.877),(45 18542.21),(46 18852.54),(47 19574.879),(48 19944.596),(49 19683.816),(50 19180.537),(51 18825.2),(52 18739.664),(53 19015.129),(54 19486.912),(55 19620.404),(56 19675.807),(57 19776.826),(58 19874.082),(59 19677.04),(60 19717.398),(61 20193.914),(62 20343.506),(63 20097.053),(64 19572.656),(65 18927.621),(66 18797.37),(67 18955.662),(68 19517.668),(69 20136.26),(70 20581.3),(71 20869.746),(72 20674.639),(73 20463.158),(74 20610.639),(75 20600.826),(76 20668.549),(77 20582.928),(78 20312.11),(79 19997.117),
(1 4093.487),(2 10735.614),(3 15056.993),(4 16396.291),(5 16098.865),(6 15598.622),(7 15553.313),(8 15755.019),(9 16068.786),(10 16257.333),(11 16200.142),(12 16315.68),(13 16611.844),(14 17015.27),(15 17164.508),(16 17459.988),(17 17900.213),(18 18202.334),(19 18321.318),(20 18416.846),(21 18504.492),(22 18354.494),(23 18208.05),(24 17912.066),(25 17569.572),(26 17519.21),(27 17856.123),(28 18217.69),(29 18532.227),(30 18572.404),(31 18441.281),(32 18147.33),(33 17788.516),(34 17872.14),(35 18225.918),(36 18442.297),(37 18303.602),(38 18168.252),(39 18120.688),(40 18291.19),(41 18399.545),(42 18318.48),(43 17861.928),(44 17346.102),(45 17332.61),(46 17466.951),(47 17621.22),(48 17581.58),(49 17309.873),(50 16816.723),(51 16823.037),(52 17438.734),(53 18226.197),(54 18517.639),(55 18531.572),(56 18420.229),(57 18221.123),(58 18009.34),(59 17753.81),(60 17950.242),(61 18304.203),(62 18629.275),(63 18672.314),(64 18484.852),(65 18429.996),(66 18465.883),(67 18669.283),(68 18767.805),(69 18721.184),(70 18759.953),(71 18646.453),(72 18406.58),(73 18186.117),(74 18044.66),(75 18084.3),(76 18207.375),(77 18326.041),(78 18564.955),(79 18548.766),
