1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12221.398),(2 38387.645),(3 81419.1),(4 129699.69),(5 187098.61),(6 247245.31),(7 313965.97),(8 378076.6),(9 445839.84),(10 516405.47),(11 584646.1),(12 640717.25),(13 694420.7),(14 738667.7),(15 785705.44),(16 828702.2),(17 871358.94),(18 914732.06),(19 962316.5),(20 1015532.7),(21 1074218.9),(22 1128273.9),(23 1180354.5),(24 1218876.9),(25 1261977.6),(26 1289856.8),(27 1324690.1),(28 1342499.6),(29 1362878.8),(30 1376873.6),(31 1394177.1),(32 1409529),(33 1422840),(34 1435817),(35 1453504.6),(36 1477454.4),(37 1521167.6),(38 1570257.4),(39 1640558),(40 1705498),(41 1781788),(42 1853193),(43 1914453.6),(44 1960660.4),(45 2008279.1),(46 2055442.4),(47 2112688.3),(48 2169999),(49 2243773.8),(50 2318919.3),(51 2416307),(52 2508559.8),(53 2612300.3),(54 2710036.8),(55 2813161.3),(56 2941027),(57 3066708.3),(58 3193752.8),(59 3326609.8),(60 3443486.3),(61 3573595.3),(62 3687552.3),(63 3823830.3),(64 3942799.8),(65 4076053),(66 4211736.5),(67 4351732.5),(68 4497064.5),(69 4638340),(70 4774714.5),(71 4929546.5),(72 5083663),(73 5229181.5),(74 5362923.5),(75 5546403.5),(76 5707982.5),(77 5869045.5),(78 6016686.5),(79 6163455.5),
(1 204.17845),(2 258.29303),(3 271.9136),(4 281.81442),(5 284.1701),(6 292.6854),(7 301.76913),(8 300.10458),(9 307.49603),(10 307.66577),(11 317.54208),(12 319.4808),(13 316.6126),(14 318.223),(15 332.39786),(16 328.39554),(17 330.8785),(18 330.55603),(19 331.48746),(20 330.4359),(21 336.27747),(22 332.55237),(23 338.14676),(24 336.14795),(25 334.79312),(26 336.2125),(27 336.21652),(28 336.84082),(29 340.304),(30 340.92062),(31 340.41138),(32 334.54254),(33 337.7486),(34 337.22116),(35 334.23285),(36 333.76553),(37 333.44788),(38 333.72897),(39 334.55487),(40 333.564),(41 338.17487),(42 340.77875),(43 340.2638),(44 331.24286),(45 336.0503),(46 339.51358),(47 335.00583),(48 340.485),(49 337.44632),(50 336.12875),(51 337.98657),(52 341.73392),(53 351.61572),(54 350.13983),(55 347.6744),(56 348.357),(57 355.02048),(58 352.2214),(59 356.88812),(60 357.07672),(61 356.42352),(62 358.93954),(63 357.90784),(64 354.4945),(65 356.53152),(66 359.40384),(67 363.19073),(68 362.46265),(69 357.4807),(70 358.4334),(71 359.66708),(72 360.3791),(73 354.72003),(74 353.33054),(75 359.00958),(76 357.87015),(77 356.5172),(78 355.39084),(79 358.40585),
(1 202.19077),(2 254.74501),(3 270.67984),(4 280.70468),(5 286.3305),(6 291.8069),(7 303.34213),(8 302.4439),(9 306.90186),(10 310.31198),(11 315.9022),(12 323.84293),(13 325.5369),(14 328.30383),(15 329.8982),(16 333.5938),(17 332.64993),(18 332.41843),(19 332.48465),(20 333.76108),(21 336.02286),(22 335.19937),(23 337.43265),(24 335.83585),(25 337.03064),(26 341.5899),(27 341.1006),(28 340.93213),(29 341.17752),(30 336.6881),(31 336.20584),(32 331.3831),(33 340.1241),(34 335.04745),(35 335.32172),(36 331.37372),(37 330.87662),(38 332.41895),(39 337.65338),(40 336.73648),(41 340.62543),(42 334.09857),(43 335.29926),(44 331.6909),(45 341.9429),(46 338.47766),(47 329.32953),(48 331.19208),(49 331.92148),(50 332.84836),(51 332.14923),(52 339.58163),(53 335.39398),(54 338.97003),(55 339.98123),(56 341.98788),(57 343.9171),(58 340.10477),(59 341.3859),(60 344.2409),(61 341.10822),(62 347.8749),(63 350.6924),(64 345.6907),(65 344.04822),(66 343.06415),(67 350.05902),(68 346.87704),(69 348.55176),(70 347.82944),(71 352.25943),(72 348.72876),(73 347.44846),(74 350.05136),(75 350.22882),(76 350.61902),(77 354.8142),(78 354.02655),(79 357.19525),
(1 200.73044),(2 252.09369),(3 259.8505),(4 279.01987),(5 285.2173),(6 290.0922),(7 301.81784),(8 295.5765),(9 305.1255),(10 307.7617),(11 316.00064),(12 319.0433),(13 317.89328),(14 323.1955),(15 325.39395),(16 329.1212),(17 327.27353),(18 326.93),(19 324.6379),(20 323.32684),(21 325.39914),(22 320.91785),(23 323.68338),(24 318.09586),(25 320.87122),(26 325.30698),(27 326.03674),(28 326.38998),(29 329.06168),(30 325.84457),(31 333.51343),(32 331.29468),(33 332.95486),(34 334.04123),(35 330.6386),(36 330.04477),(37 333.2425),(38 335.5989),(39 334.929),(40 336.0054),(41 336.52853),(42 334.1415),(43 337.8617),(44 326.4996),(45 340.64392),(46 339.4502),(47 338.72598),(48 336.25333),(49 339.54462),(50 337.56943),(51 344.01178),(52 344.20743),(53 341.45172),(54 343.6296),(55 348.33273),(56 343.76825),(57 343.13358),(58 344.5757),(59 344.6522),(60 347.50693),(61 346.0766),(62 351.4445),(63 358.61316),(64 354.5474),(65 356.6661),(66 353.9757),(67 359.69928),(68 355.61212),(69 353.9779),(70 357.73892),(71 361.65613),(72 357.06223),(73 352.5991),(74 353.84662),(75 361.0714),(76 362.14334),(77 365.34167),(78 363.0902),(79 360.95007),
(1 195.2021),(2 247.4748),(3 257.87964),(4 269.97305),(5 278.10223),(6 282.8578),(7 295.3574),(8 295.94705),(9 297.30743),(10 303.8422),(11 311.66467),(12 317.42355),(13 318.5822),(14 319.57962),(15 314.57745),(16 319.07272),(17 323.85687),(18 319.1871),(19 321.69876),(20 322.17365),(21 324.21204),(22 318.2154),(23 320.48712),(24 317.5232),(25 319.4701),(26 322.93506),(27 318.86572),(28 326.1469),(29 328.01898),(30 331.10272),(31 334.42676),(32 326.49185),(33 330.4437),(34 331.02814),(35 332.6231),(36 328.21487),(37 333.0171),(38 335.07098),(39 332.00565),(40 337.2765),(41 335.01715),(42 333.47272),(43 331.1807),(44 327.8358),(45 332.36813),(46 327.98245),(47 332.4803),(48 335.79993),(49 339.01938),(50 340.56732),(51 336.3028),(52 333.3916),(53 336.81378),(54 339.8812),(55 346.74646),(56 339.5697),(57 343.1221),(58 340.97653),(59 343.5993),(60 348.34415),(61 345.4047),(62 343.88354),(63 352.05435),(64 350.60614),(65 347.90088),(66 348.30145),(67 349.66812),(68 352.54962),(69 350.11603),(70 355.42908),(71 349.7718),(72 348.57632),(73 350.47055),(74 348.2431),(75 351.6138),(76 356.46283),(77 356.839),(78 362.045),(79 363.0319),
(1 198.98311),(2 247.90416),(3 257.5313),(4 269.17233),(5 282.58194),(6 289.27716),(7 292.19028),(8 291.11426),(9 301.70355),(10 310.24573),(11 310.56522),(12 311.75308),(13 311.8488),(14 312.73178),(15 321.53946),(16 320.10526),(17 324.32294),(18 319.37057),(19 321.53674),(20 319.61975),(21 317.5234),(22 318.40997),(23 320.4584),(24 323.44507),(25 321.94547),(26 324.39728),(27 322.03152),(28 321.72385),(29 325.04575),(30 324.31866),(31 324.8002),(32 320.17285),(33 323.2418),(34 323.05487),(35 327.17883),(36 329.69147),(37 324.94757),(38 328.72424),(39 327.1968),(40 324.6866),(41 329.55542),(42 325.31964),(43 328.9064),(44 324.25873),(45 329.87048),(46 330.2867),(47 328.88718),(48 328.77448),(49 331.43896),(50 335.38416),(51 332.40985),(52 333.68393),(53 339.93365),(54 338.73627),(55 341.84055),(56 340.5274),(57 338.7215),(58 335.93237),(59 342.14435),(60 343.78238),(61 344.00015),(62 346.50943),(63 344.97974),(64 347.51575),(65 346.8222),(66 346.79675),(67 342.30133),(68 345.80554),(69 346.0101),(70 343.64032),(71 347.10864),(72 343.62573),(73 343.33896),(74 344.49344),(75 342.60852),(76 341.66736),(77 346.99036),(78 351.29355),(79 356.03326),
(1 193.48198),(2 237.55267),(3 251.81323),(4 262.37048),(5 270.24597),(6 279.2153),(7 283.65225),(8 286.4273),(9 294.35864),(10 299.47226),(11 302.25235),(12 304.57925),(13 304.40912),(14 303.2532),(15 306.16345),(16 308.22833),(17 306.62564),(18 306.69113),(19 307.3924),(20 305.68274),(21 303.13406),(22 300.89423),(23 304.01508),(24 301.6233),(25 300.93442),(26 305.00836),(27 305.6508),(28 307.64252),(29 308.6377),(30 307.2917),(31 310.9298),(32 309.54852),(33 311.32144),(34 315.12842),(35 319.27542),(36 312.55255),(37 311.29926),(38 319.0801),(39 319.77197),(40 317.51294),(41 318.7056),(42 313.19427),(43 319.56894),(44 311.87027),(45 320.53207),(46 317.39032),(47 318.1243),(48 319.4037),(49 316.1754),(50 317.70032),(51 319.6643),(52 319.82803),(53 324.82425),(54 324.1353),(55 323.41873),(56 319.72675),(57 327.74823),(58 324.52972),(59 329.78098),(60 327.53442),(61 329.81735),(62 332.31253),(63 327.3514),(64 329.72574),(65 325.97266),(66 325.2393),(67 328.12015),(68 328.72937),(69 324.0281),(70 325.0196),(71 326.4414),(72 324.15518),(73 332.10742),(74 327.60825),(75 331.17197),(76 330.09305),(77 332.08215),(78 331.85355),(79 336.78784),
(1 190.55234),(2 235.71548),(3 250.064),(4 265.99014),(5 272.21423),(6 277.72415),(7 283.59372),(8 284.22226),(9 287.11993),(10 294.09146),(11 296.82806),(12 301.01743),(13 301.66522),(14 306.45212),(15 312.9562),(16 312.95514),(17 310.93597),(18 314.08054),(19 312.4399),(20 316.38095),(21 314.2229),(22 312.25186),(23 319.75183),(24 316.0005),(25 316.94803),(26 320.37027),(27 316.0907),(28 318.24478),(29 319.12314),(30 318.0591),(31 323.01492),(32 318.80264),(33 319.83923),(34 324.37347),(35 322.42606),(36 320.9105),(37 321.58258),(38 321.22092),(39 323.44507),(40 321.99423),(41 323.9661),(42 321.0501),(43 322.61536),(44 321.48904),(45 329.33823),(46 323.67703),(47 328.38605),(48 328.4254),(49 322.5522),(50 327.2738),(51 327.48865),(52 328.33383),(53 327.32684),(54 327.765),(55 329.85855),(56 331.2826),(57 332.84384),(58 328.87854),(59 333.75467),(60 332.614),(61 337.83368),(62 336.07715),(63 337.1816),(64 339.59576),(65 337.846),(66 335.4523),(67 338.02148),(68 336.76657),(69 337.43362),(70 339.24347),(71 337.94437),(72 339.56656),(73 338.67706),(74 337.97607),(75 340.81268),(76 339.55685),(77 341.28934),(78 339.28317),(79 346.89722),
(1 181.83571),(2 223.05922),(3 234.6934),(4 250.8566),(5 259.3578),(6 265.3607),(7 269.00262),(8 277.11142),(9 281.89874),(10 284.16983),(11 285.1373),(12 286.90875),(13 285.64676),(14 290.3916),(15 294.92303),(16 296.68405),(17 299.57584),(18 297.74646),(19 300.28143),(20 302.2178),(21 303.07996),(22 305.74957),(23 309.439),(24 306.76447),(25 306.63663),(26 306.8683),(27 311.58054),(28 305.06766),(29 304.08264),(30 303.7151),(31 307.79898),(32 310.5719),(33 314.18295),(34 310.98557),(35 313.06396),(36 313.77103),(37 315.15424),(38 314.51373),(39 309.96185),(40 313.11908),(41 315.12045),(42 308.33948),(43 309.62173),(44 309.60388),(45 312.8688),(46 314.68307),(47 319.72906),(48 316.13544),(49 318.09583),(50 323.1869),(51 326.8265),(52 324.5394),(53 323.732),(54 322.12323),(55 322.58173),(56 321.4918),(57 324.86472),(58 322.37643),(59 320.8964),(60 330.1521),(61 326.26105),(62 327.96118),(63 330.23004),(64 329.37292),(65 330.9702),(66 331.49063),(67 333.5266),(68 329.71207),(69 331.9236),(70 330.00348),(71 325.31165),(72 328.21802),(73 327.86725),(74 326.14536),(75 329.7368),(76 332.0494),(77 329.03543),(78 327.40277),(79 328.9571),
(1 185.17451),(2 232.44452),(3 237.87137),(4 249.05885),(5 259.12555),(6 266.18408),(7 272.8201),(8 272.3087),(9 283.28665),(10 286.25363),(11 295.0629),(12 298.33386),(13 299.9967),(14 302.0059),(15 305.98022),(16 302.96426),(17 305.80984),(18 309.41763),(19 310.7656),(20 307.43066),(21 310.0032),(22 309.1204),(23 310.687),(24 313.28842),(25 317.67096),(26 314.13583),(27 314.95996),(28 312.83185),(29 315.55292),(30 316.45578),(31 324.31863),(32 320.93503),(33 319.47775),(34 318.41553),(35 316.23215),(36 315.45233),(37 318.8523),(38 319.236),(39 324.2839),(40 326.3836),(41 325.04446),(42 323.39465),(43 325.6679),(44 320.95258),(45 320.36108),(46 324.22913),(47 322.4471),(48 321.36145),(49 322.02472),(50 322.06964),(51 322.30417),(52 320.81027),(53 325.23486),(54 324.68564),(55 330.48218),(56 323.15637),(57 322.08466),(58 323.48123),(59 323.56903),(60 328.0106),(61 327.28885),(62 324.9788),(63 322.05554),(64 324.91278),(65 326.0731),(66 324.1354),(67 328.2598),(68 323.81754),(69 328.8389),(70 324.09457),(71 321.4757),(72 325.89648),(73 328.1235),(74 327.04892),(75 324.31876),(76 328.64),(77 330.42786),(78 327.53903),(79 328.2001),
(1 176.68),(2 221.29982),(3 228.65352),(4 240.70271),(5 251.39394),(6 252.45015),(7 258.26),(8 263.59845),(9 270.53128),(10 276.66666),(11 280.99225),(12 283.50693),(13 285.97504),(14 288.29776),(15 290.30148),(16 294.28992),(17 297.40234),(18 304.62262),(19 305.88513),(20 295.54156),(21 301.8554),(22 298.79532),(23 297.07574),(24 297.7891),(25 298.59106),(26 296.97406),(27 299.1289),(28 297.41745),(29 296.11493),(30 300.05066),(31 300.49908),(32 299.48083),(33 300.05023),(34 298.81842),(35 299.21786),(36 301.98987),(37 303.1555),(38 304.67844),(39 307.9782),(40 307.68732),(41 309.9383),(42 305.96347),(43 312.36093),(44 304.59323),(45 312.31677),(46 314.555),(47 315.41412),(48 316.00677),(49 314.3413),(50 320.09305),(51 318.05902),(52 318.87198),(53 319.53906),(54 322.12494),(55 322.16382),(56 319.0524),(57 321.27158),(58 323.92038),(59 322.3177),(60 326.07626),(61 326.93893),(62 332.87442),(63 330.6123),(64 333.3413),(65 333.0334),(66 331.4668),(67 332.94632),(68 333.34396),(69 333.14346),(70 332.52267),(71 332.0277),(72 329.55038),(73 326.96375),(74 327.7913),(75 330.89343),(76 330.1232),(77 331.9553),(78 330.9035),(79 329.60446),
(1 173.25542),(2 214.18317),(3 225.27335),(4 232.5873),(5 241.72487),(6 246.66971),(7 253.04974),(8 258.0233),(9 263.2634),(10 266.50525),(11 276.82767),(12 281.7194),(13 280.5698),(14 284.28073),(15 288.91678),(16 295.99268),(17 295.96872),(18 301.82712),(19 299.2344),(20 300.67007),(21 304.56512),(22 299.99188),(23 303.7304),(24 301.10226),(25 305.59457),(26 305.5041),(27 308.10785),(28 306.54993),(29 304.32022),(30 305.96518),(31 307.17896),(32 306.4074),(33 301.71527),(34 301.9205),(35 306.32083),(36 307.25937),(37 307.73578),(38 309.8707),(39 311.08124),(40 311.1986),(41 311.40952),(42 311.05862),(43 309.48727),(44 308.03833),(45 307.99448),(46 309.1136),(47 315.11047),(48 314.2),(49 311.51028),(50 315.582),(51 317.24628),(52 312.68036),(53 317.46988),(54 319.98273),(55 319.61502),(56 314.63257),(57 317.4618),(58 319.66156),(59 321.27832),(60 323.12625),(61 318.3473),(62 321.9679),(63 322.7763),(64 320.8571),(65 320.21475),(66 323.77142),(67 326.4716),(68 324.0217),(69 323.76736),(70 323.06323),(71 325.4949),(72 321.96405),(73 322.71063),(74 323.7933),(75 316.33865),(76 315.4025),(77 317.59756),(78 318.69846),(79 315.10373),
(1 176.3066),(2 216.30849),(3 229.56714),(4 246.0219),(5 251.25952),(6 254.39998),(7 262.27628),(8 271.06058),(9 279.27975),(10 284.5314),(11 291.29105),(12 295.60767),(13 296.5634),(14 302.07452),(15 305.88208),(16 311.40958),(17 313.1401),(18 319.31107),(19 319.06543),(20 314.04398),(21 314.8325),(22 307.41464),(23 309.8356),(24 305.947),(25 305.65012),(26 310.4661),(27 310.0786),(28 308.70715),(29 309.63644),(30 307.5629),(31 309.87326),(32 303.68454),(33 303.64218),(34 309.0251),(35 311.5986),(36 307.5351),(37 309.74863),(38 309.48062),(39 316.92303),(40 312.65677),(41 310.10925),(42 313.61603),(43 312.3573),(44 314.08517),(45 317.23752),(46 313.33664),(47 316.5798),(48 319.65012),(49 312.78537),(50 313.20932),(51 318.25372),(52 319.21255),(53 320.41904),(54 325.20215),(55 321.57706),(56 322.3312),(57 322.52982),(58 324.41608),(59 325.71338),(60 323.72165),(61 315.89874),(62 318.9966),(63 319.98422),(64 314.32727),(65 317.71686),(66 311.51736),(67 310.67123),(68 314.58853),(69 317.5551),(70 314.73395),(71 316.41434),(72 317.84677),(73 317.01324),(74 320.83762),(75 318.2858),(76 321.84515),(77 318.47766),(78 315.5654),(79 318.8097),
(1 173.44138),(2 210.7689),(3 228.17326),(4 238.87517),(5 247.17892),(6 255.05168),(7 260.85712),(8 271.15778),(9 279.65775),(10 285.5314),(11 288.69614),(12 292.82224),(13 299.0434),(14 304.88574),(15 312.85617),(16 313.8357),(17 317.5776),(18 316.70764),(19 318.0591),(20 321.6552),(21 325.90204),(22 327.3747),(23 330.08008),(24 327.4788),(25 322.7979),(26 324.82196),(27 322.17267),(28 321.10083),(29 316),(30 319.1133),(31 317.71515),(32 316.41425),(33 313.3134),(34 314.3796),(35 309.0602),(36 301.06448),(37 302.02475),(38 297.13092),(39 295.50427),(40 295.5898),(41 294.8179),(42 291.221),(43 290.58398),(44 290.70123),(45 292.01407),(46 289.30457),(47 292.85202),(48 291.79797),(49 294.2306),(50 293.08533),(51 297.1088),(52 295.19373),(53 298.59872),(54 302.50168),(55 302.1743),(56 302.3702),(57 302.8433),(58 307.28784),(59 311.73804),(60 310.70105),(61 313.68442),(62 311.19324),(63 307.75085),(64 308.1656),(65 309.85223),(66 310.01938),(67 308.87024),(68 311.62582),(69 313.83557),(70 314.85745),(71 313.70477),(72 315.60318),(73 315.69724),(74 318.68347),(75 318.59113),(76 323.45605),(77 324.3486),(78 318.67072),(79 321.49744),
(1 170.39406),(2 206.58437),(3 221.12772),(4 233.62962),(5 238.62212),(6 247.72293),(7 259.42056),(8 263.91507),(9 272.75964),(10 276.57922),(11 281.32736),(12 286.28476),(13 287.79562),(14 292.07825),(15 296.09338),(16 296.3648),(17 296.81787),(18 303.12714),(19 309.06232),(20 306.99866),(21 309.9322),(22 306.4354),(23 309.34518),(24 311.25113),(25 311.9939),(26 312.4027),(27 313.1632),(28 315.95398),(29 312.59454),(30 309.95532),(31 312.30872),(32 309.93387),(33 314.52078),(34 310.26614),(35 308.39743),(36 305.48392),(37 304.427),(38 304.01886),(39 304.69702),(40 302.07043),(41 304.6872),(42 307.07114),(43 305.9081),(44 297.91925),(45 305.32336),(46 306.3054),(47 307.0705),(48 306.12686),(49 304.31427),(50 305.80038),(51 306.20743),(52 308.05438),(53 310.95163),(54 307.0974),(55 311.8745),(56 305.94608),(57 310.00354),(58 308.10004),(59 307.79782),(60 308.06107),(61 306.4231),(62 310.05316),(63 303.79758),(64 306.655),(65 308.4909),(66 304.2751),(67 305.11966),(68 301.25287),(69 304.72495),(70 306.9116),(71 307.28964),(72 303.92758),(73 304.44458),(74 303.5358),(75 301.98798),(76 307.00208),(77 309.8589),(78 304.76022),(79 309.5518),
(1 167.93535),(2 204.34425),(3 217.17183),(4 229.00813),(5 239.72643),(6 244.22406),(7 254.03203),(8 257.8063),(9 270.85583),(10 273.37378),(11 279.31357),(12 282.25113),(13 283.5016),(14 281.94278),(15 282.4078),(16 286.55954),(17 291.13782),(18 287.88327),(19 285.33783),(20 288.05582),(21 290.3765),(22 292.02444),(23 289.75903),(24 289.08676),(25 286.379),(26 289.33463),(27 290.98254),(28 289.35513),(29 293.84677),(30 290.3379),(31 291.44147),(32 294.21445),(33 293.49335),(34 296.76385),(35 295.33347),(36 294.3299),(37 295.17355),(38 291.52966),(39 297.10645),(40 298.28833),(41 297.44284),(42 300.005),(43 296.6955),(44 294.72092),(45 295.54895),(46 298.9712),(47 301.48508),(48 296.27975),(49 298.78766),(50 304.25882),(51 302.68985),(52 303.99222),(53 304.29926),(54 305.1246),(55 305.89124),(56 305.2367),(57 307.09045),(58 308.2759),(59 303.37915),(60 302.67404),(61 301.88464),(62 301.48724),(63 299.39856),(64 298.3807),(65 297.47424),(66 296.0741),(67 298.15686),(68 295.36868),(69 297.95743),(70 294.9516),(71 298.55038),(72 291.62234),(73 292.5373),(74 294.69443),(75 291.86536),(76 290.31378),(77 291.53787),(78 289.70853),(79 290.29358),
(1 157.09157),(2 194.22162),(3 206.97632),(4 222.74632),(5 231.97719),(6 238.45673),(7 249.12318),(8 254.5476),(9 263.08276),(10 268.4522),(11 272.25452),(12 275.2117),(13 274.26932),(14 277.4653),(15 277.91937),(16 280.89774),(17 280.9399),(18 280.10306),(19 279.8554),(20 277.40732),(21 281.63983),(22 283.3902),(23 282.83508),(24 279.95425),(25 281.8702),(26 282.23672),(27 282.86243),(28 279.46277),(29 279.44095),(30 276.28818),(31 278.8938),(32 279.8573),(33 283.95016),(34 289.25604),(35 284.53577),(36 291.78503),(37 290.0011),(38 288.9644),(39 292.88083),(40 290.67538),(41 293.70215),(42 296.87613),(43 295.456),(44 293.66925),(45 298.4936),(46 298.86026),(47 299.24432),(48 293.72284),(49 298.37036),(50 300.80362),(51 300.5107),(52 304.0014),(53 304.40424),(54 302.98007),(55 303.41443),(56 301.84863),(57 300.848),(58 294.85205),(59 298.64804),(60 297.22714),(61 296.84198),(62 294.42474),(63 297.46246),(64 294.70425),(65 295.26974),(66 296.43692),(67 294.41568),(68 291.8516),(69 296.80606),(70 297.51694),(71 297.78503),(72 293.62872),(73 294.98325),(74 292.67972),(75 295.44232),(76 299.45728),(77 297.79147),(78 299.63974),(79 299.0405),
(1 159.77863),(2 196.19458),(3 211.42975),(4 229.17694),(5 238.1915),(6 251.35745),(7 261.68738),(8 271.0665),(9 278.4131),(10 284.71658),(11 289.167),(12 296.07217),(13 300.81488),(14 304.04984),(15 305.08838),(16 312.14594),(17 312.95792),(18 311.34372),(19 315.87347),(20 311.7162),(21 309.8779),(22 305.46927),(23 303.08142),(24 296.01654),(25 295.7699),(26 294.26846),(27 295.6167),(28 286.91547),(29 291.35043),(30 288.49698),(31 290.206),(32 291.1714),(33 288.31894),(34 292.9141),(35 289.6094),(36 290.39008),(37 288.27747),(38 291.98615),(39 291.12357),(40 292.9516),(41 296.95554),(42 297.90695),(43 301.2242),(44 298.15134),(45 298.98294),(46 302.81998),(47 300.2271),(48 304.7885),(49 306.01282),(50 312.56567),(51 311.444),(52 310.88602),(53 311.4813),(54 312.5739),(55 314.19995),(56 311.3173),(57 319.09253),(58 319.3057),(59 314.34326),(60 315.3451),(61 315.35138),(62 315.91245),(63 318.2162),(64 317.73837),(65 318.49997),(66 319.9519),(67 316.95706),(68 315.55258),(69 315.39175),(70 312.7769),(71 316.9853),(72 313.4198),(73 310.8227),(74 309.38025),(75 313.62607),(76 313.09467),(77 311.85474),(78 308.4201),(79 313.15323),
