1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.6610069),(2 0.6613309),(3 0.8841186),(4 1.1341227),(5 1.378718),(6 1.3785349),(7 1.3198066),(8 1.5480148),(9 1.6710033),(10 1.6715586),(11 1.6096543),(12 1.8039452),(13 1.8244916),(14 1.8252226),(15 1.8521523),(16 1.9699051),(17 2.014354),(18 2.0144515),(19 1.9672581),(20 2.0825033),(21 2.130829),(22 2.1309037),(23 2.1459696),(24 2.2194867),(25 2.259548),(26 2.2594178),(27 2.237794),(28 2.2819648),(29 2.3196702),(30 2.3250535),(31 2.270797),(32 2.350772),(33 2.4195864),(34 2.4196098),(35 2.3606124),(36 2.371804),(37 2.4077878),(38 2.4076865),(39 2.3490787),(40 2.4304667),(41 2.4809012),(42 2.48116),(43 2.46454),(44 2.5055022),(45 2.5055478),
(1 0.70977086),(2 0.71008486),(3 0.92250425),(4 1.1494077),(5 1.3842047),(6 1.3845658),(7 1.3412399),(8 1.5493472),(9 1.6484796),(10 1.6488975),(11 1.6019335),(12 1.7811148),(13 1.776104),(14 1.7756406),(15 1.7737569),(16 1.8771958),(17 1.9312143),(18 1.9309006),(19 1.8984646),(20 1.9714249),(21 2.0176785),(22 2.0170689),(23 2.0263321),(24 2.076176),(25 2.1245003),(26 2.1242566),(27 2.1002665),(28 2.1414895),(29 2.168572),(30 2.172495),(31 2.1349816),(32 2.2023485),(33 2.230873),(34 2.2313597),(35 2.2140465),(36 2.2226198),(37 2.269037),(38 2.2678487),(39 2.2215095),(40 2.2493675),(41 2.3137994),(42 2.3132255),(43 2.2919722),(44 2.3602934),(45 2.3602917),
(1 0.62082446),(2 0.6206096),(3 0.79731244),(4 0.9671255),(5 1.1386018),(6 1.1389421),(7 1.0949875),(8 1.2708794),(9 1.3350261),(10 1.336038),(11 1.3094301),(12 1.4319562),(13 1.4482292),(14 1.4484798),(15 1.460712),(16 1.5280665),(17 1.526233),(18 1.5263711),(19 1.5328494),(20 1.5723369),(21 1.6024237),(22 1.6033303),(23 1.6129063),(24 1.6481847),(25 1.6803703),(26 1.6798949),(27 1.6677911),(28 1.671261),(29 1.7266952),(30 1.733914),(31 1.6957574),(32 1.7447486),(33 1.764938),(34 1.7654232),(35 1.7605313),(36 1.7985973),(37 1.8343318),(38 1.8352962),(39 1.7794976),(40 1.8148133),(41 1.8677247),(42 1.8678079),(43 1.8322194),(44 1.8987674),(45 1.8989147),
(1 0.5309026),(2 0.5307959),(3 0.65865785),(4 0.7958322),(5 0.9416981),(6 0.94139415),(7 0.8890798),(8 1.0513166),(9 1.0757068),(10 1.0758064),(11 1.0442128),(12 1.1475397),(13 1.1507107),(14 1.151336),(15 1.1595114),(16 1.2172503),(17 1.2224851),(18 1.2226976),(19 1.2124363),(20 1.2268158),(21 1.2608486),(22 1.261054),(23 1.2693167),(24 1.3174404),(25 1.3368758),(26 1.3364854),(27 1.3183777),(28 1.3468806),(29 1.3777876),(30 1.3835179),(31 1.3622406),(32 1.3933665),(33 1.4067491),(34 1.4063779),(35 1.3898212),(36 1.3948164),(37 1.429227),(38 1.430429),(39 1.401583),(40 1.4452757),(41 1.4642879),(42 1.4642903),(43 1.4635241),(44 1.4659445),(45 1.4658631),
(1 0.45600805),(2 0.45597667),(3 0.5481289),(4 0.65904844),(5 0.7707249),(6 0.77072203),(7 0.73293895),(8 0.8660095),(9 0.88775325),(10 0.8880877),(11 0.8581001),(12 0.9620693),(13 0.9464422),(14 0.9473449),(15 0.94075435),(16 0.98589504),(17 1.002768),(18 1.0031049),(19 0.9774582),(20 0.995729),(21 1.0228014),(22 1.0231594),(23 1.0234559),(24 1.0563166),(25 1.0752667),(26 1.0748705),(27 1.0538318),(28 1.0613301),(29 1.0887903),(30 1.0934297),(31 1.0826279),(32 1.1035382),(33 1.1345252),(34 1.1348093),(35 1.1194991),(36 1.1160015),(37 1.1548733),(38 1.1557413),(39 1.1450733),(40 1.1643716),(41 1.1907047),(42 1.190664),(43 1.1783094),(44 1.1958855),(45 1.1958132),
(1 0.40269655),(2 0.4027984),(3 0.46524286),(4 0.5691456),(5 0.6594449),(6 0.6597602),(7 0.6346073),(8 0.75052786),(9 0.76063305),(10 0.76061636),(11 0.7394425),(12 0.81911784),(13 0.82027805),(14 0.82105935),(15 0.79793966),(16 0.82353574),(17 0.83959675),(18 0.83942854),(19 0.8253638),(20 0.8474403),(21 0.8579666),(22 0.8575688),(23 0.86582994),(24 0.8826704),(25 0.9090032),(26 0.9087847),(27 0.88750166),(28 0.9153565),(29 0.9435617),(30 0.94844615),(31 0.93146724),(32 0.95717967),(33 0.9679541),(34 0.96833533),(35 0.9536985),(36 0.95619816),(37 0.97268987),(38 0.97343636),(39 0.9456248),(40 0.98734975),(41 1.0001599),(42 1.000146),(43 0.99225736),(44 1.0108231),(45 1.010678),
(1 0.36837113),(2 0.36831224),(3 0.40707836),(4 0.50431013),(5 0.59042084),(6 0.59043825),(7 0.5602207),(8 0.65247804),(9 0.66414154),(10 0.66416115),(11 0.6448448),(12 0.71853364),(13 0.7032334),(14 0.7030503),(15 0.7001271),(16 0.70566696),(17 0.71311826),(18 0.7129879),(19 0.70838284),(20 0.7337792),(21 0.73750365),(22 0.73777455),(23 0.7513905),(24 0.7774768),(25 0.78376967),(26 0.7836088),(27 0.77794474),(28 0.80729896),(29 0.814401),(30 0.81701636),(31 0.8118314),(32 0.8377),(33 0.83749723),(34 0.83810085),(35 0.82688135),(36 0.8352358),(37 0.8444184),(38 0.8453115),(39 0.8252269),(40 0.8350489),(41 0.8519539),(42 0.8519225),(43 0.8657664),(44 0.87915045),(45 0.87921184),
(1 0.30824643),(2 0.30812532),(3 0.33328205),(4 0.41846728),(5 0.48373613),(6 0.48387623),(7 0.46490917),(8 0.5325682),(9 0.5390677),(10 0.5391079),(11 0.52410877),(12 0.58563966),(13 0.5858805),(14 0.58566),(15 0.5836523),(16 0.59411806),(17 0.6030559),(18 0.60268795),(19 0.5958708),(20 0.6103596),(21 0.61652654),(22 0.6167353),(23 0.6186492),(24 0.640206),(25 0.65227056),(26 0.65226907),(27 0.65468997),(28 0.66986156),(29 0.6641876),(30 0.66631293),(31 0.66314447),(32 0.6730156),(33 0.6846876),(34 0.6847333),(35 0.6721333),(36 0.6688697),(37 0.691286),(38 0.69205076),(39 0.6804408),(40 0.69579774),(41 0.71509266),(42 0.7149738),(43 0.7029538),(44 0.7091739),(45 0.7092076),
(1 0.25870514),(2 0.25866923),(3 0.26942605),(4 0.34609276),(5 0.3962717),(6 0.3963518),(7 0.38265264),(8 0.43679836),(9 0.44129273),(10 0.44129133),(11 0.4298733),(12 0.4794068),(13 0.47118756),(14 0.47123912),(15 0.47795814),(16 0.48993215),(17 0.49721533),(18 0.49752912),(19 0.483664),(20 0.49810487),(21 0.5090805),(22 0.50908977),(23 0.5085033),(24 0.53038204),(25 0.5432014),(26 0.54314727),(27 0.54858714),(28 0.54975885),(29 0.54331744),(30 0.54588157),(31 0.5412158),(32 0.55629355),(33 0.56625384),(34 0.56641006),(35 0.55333084),(36 0.56407017),(37 0.57343847),(38 0.5737047),(39 0.5651276),(40 0.58065546),(41 0.5958877),(42 0.5956052),(43 0.58451706),(44 0.5886911),(45 0.5887384),
(1 0.2024678),(2 0.2024793),(3 0.21097986),(4 0.275815),(5 0.31342515),(6 0.3133688),(7 0.30289677),(8 0.3416538),(9 0.3468532),(10 0.34663168),(11 0.3380797),(12 0.38090688),(13 0.37221685),(14 0.37233636),(15 0.37438786),(16 0.38682008),(17 0.3947465),(18 0.39461297),(19 0.3840511),(20 0.40037477),(21 0.40750057),(22 0.40756524),(23 0.40761492),(24 0.43171802),(25 0.44110364),(26 0.44127923),(27 0.43740836),(28 0.4407557),(29 0.43940178),(30 0.44139016),(31 0.44170263),(32 0.45091683),(33 0.46037367),(34 0.46005294),(35 0.45574567),(36 0.46583232),(37 0.46958607),(38 0.46969196),(39 0.46031842),(40 0.4698983),(41 0.48294184),(42 0.48299554),(43 0.47445986),(44 0.4808827),(45 0.48081014),
(1 0.17894962),(2 0.17896403),(3 0.18598884),(4 0.2439129),(5 0.2788893),(6 0.278948),(7 0.26969436),(8 0.30584568),(9 0.3089757),(10 0.309002),(11 0.30228314),(12 0.3387604),(13 0.330645),(14 0.33038142),(15 0.33517072),(16 0.35420224),(17 0.35629892),(18 0.3561846),(19 0.350843),(20 0.36589852),(21 0.36833382),(22 0.36855972),(23 0.37177825),(24 0.39192933),(25 0.39461952),(26 0.394757),(27 0.3914623),(28 0.39688024),(29 0.39509726),(30 0.3958164),(31 0.38793826),(32 0.40717182),(33 0.41467103),(34 0.41469),(35 0.40946823),(36 0.41326872),(37 0.41966113),(38 0.42041683),(39 0.4132857),(40 0.42403078),(41 0.43057895),(42 0.43081966),(43 0.4265325),(44 0.4306926),(45 0.43074226),
(1 0.13669215),(2 0.13674477),(3 0.14425787),(4 0.1937219),(5 0.22111045),(6 0.22120577),(7 0.21370056),(8 0.24464786),(9 0.24661534),(10 0.24656633),(11 0.24440798),(12 0.276582),(13 0.2703592),(14 0.27045476),(15 0.2670648),(16 0.2884718),(17 0.28718743),(18 0.28703415),(19 0.28169954),(20 0.29925007),(21 0.30004746),(22 0.30005884),(23 0.30426595),(24 0.3191702),(25 0.32209265),(26 0.32211053),(27 0.3207069),(28 0.32517704),(29 0.32052827),(30 0.3209645),(31 0.32345587),(32 0.33204573),(33 0.336687),(34 0.3367368),(35 0.33882424),(36 0.34349012),(37 0.3484523),(38 0.34861678),(39 0.3356443),(40 0.35338345),(41 0.36523396),(42 0.36519492),(43 0.3583752),(44 0.36365816),(45 0.36366782),
(1 0.111790515),(2 0.1117981),(3 0.12064192),(4 0.16573805),(5 0.18582591),(6 0.18586573),(7 0.18051673),(8 0.20850994),(9 0.20823719),(10 0.20817474),(11 0.20697446),(12 0.23401731),(13 0.22966719),(14 0.22991636),(15 0.22887264),(16 0.2491348),(17 0.25018775),(18 0.25038403),(19 0.24561554),(20 0.26363033),(21 0.26114264),(22 0.26117033),(23 0.2631193),(24 0.27941754),(25 0.28004795),(26 0.2799404),(27 0.2810785),(28 0.28288656),(29 0.28215605),(30 0.28316337),(31 0.27943847),(32 0.28929612),(33 0.2972756),(34 0.29732278),(35 0.2899072),(36 0.29816517),(37 0.3019075),(38 0.30188635),(39 0.29392853),(40 0.31427905),(41 0.32541198),(42 0.32565954),(43 0.31951064),(44 0.32428968),(45 0.32427835),
(1 0.10425013),(2 0.10423343),(3 0.115500785),(4 0.15395212),(5 0.1753295),(6 0.17535722),(7 0.17017928),(8 0.19745341),(9 0.19488937),(10 0.19490556),(11 0.19345038),(12 0.2189548),(13 0.2169496),(14 0.21704191),(15 0.21351421),(16 0.23351356),(17 0.2339447),(18 0.23404443),(19 0.23087859),(20 0.24859443),(21 0.24562517),(22 0.24565195),(23 0.24733695),(24 0.2636311),(25 0.2632707),(26 0.263303),(27 0.26174396),(28 0.2687225),(29 0.2673145),(30 0.26802093),(31 0.26607054),(32 0.27742702),(33 0.28085724),(34 0.28095585),(35 0.27643073),(36 0.28299218),(37 0.2833696),(38 0.28367382),(39 0.27900228),(40 0.29266772),(41 0.30318907),(42 0.3033832),(43 0.30186275),(44 0.30885804),(45 0.30880725),
(1 0.09062732),(2 0.09064605),(3 0.10276829),(4 0.13871352),(5 0.15884861),(6 0.15894648),(7 0.15458763),(8 0.1783711),(9 0.17555073),(10 0.17562416),(11 0.17663458),(12 0.20095536),(13 0.19948393),(14 0.19943021),(15 0.19519387),(16 0.21667403),(17 0.21613458),(18 0.21619782),(19 0.21338764),(20 0.22945045),(21 0.22802182),(22 0.22809038),(23 0.2304573),(24 0.24676733),(25 0.24477792),(26 0.24484035),(27 0.24247453),(28 0.2486376),(29 0.24651968),(30 0.24695331),(31 0.24435891),(32 0.25703344),(33 0.2594943),(34 0.25971147),(35 0.25372222),(36 0.26280242),(37 0.26402104),(38 0.2642573),(39 0.25747544),(40 0.2719111),(41 0.28216413),(42 0.2822401),(43 0.27935857),(44 0.2870259),(45 0.2870519),
(1 0.07741793),(2 0.07744263),(3 0.08766325),(4 0.1206521),(5 0.13604686),(6 0.13615632),(7 0.13417923),(8 0.1569901),(9 0.15434663),(10 0.15431374),(11 0.1560587),(12 0.17805536),(13 0.17582121),(14 0.17608964),(15 0.17251812),(16 0.19465607),(17 0.19282502),(18 0.19279696),(19 0.18964903),(20 0.20552947),(21 0.20502675),(22 0.20510463),(23 0.2072143),(24 0.22307993),(25 0.22018565),(26 0.22015385),(27 0.21663706),(28 0.22472738),(29 0.21900778),(30 0.22010875),(31 0.2189971),(32 0.23000112),(33 0.23206858),(34 0.23228733),(35 0.2294265),(36 0.23709963),(37 0.23727106),(38 0.23755616),(39 0.23240131),(40 0.24856001),(41 0.2531704),(42 0.2532021),(43 0.25201514),(44 0.2597702),(45 0.25974455),
(1 0.06546095),(2 0.065489344),(3 0.07467447),(4 0.1060545),(5 0.11951304),(6 0.119585246),(7 0.11762268),(8 0.13797443),(9 0.13603504),(10 0.13608848),(11 0.13947941),(12 0.16012721),(13 0.15852787),(14 0.15865766),(15 0.1561411),(16 0.17593291),(17 0.17378202),(18 0.17379615),(19 0.17087348),(20 0.18379714),(21 0.18213908),(22 0.18226168),(23 0.18579078),(24 0.20195398),(25 0.20021576),(26 0.20037423),(27 0.19716415),(28 0.20267971),(29 0.19963072),(30 0.20024589),(31 0.19815585),(32 0.20984161),(33 0.21153137),(34 0.21163857),(35 0.2073722),(36 0.21757716),(37 0.21595027),(38 0.21605295),(39 0.21292727),(40 0.22810736),(41 0.23314635),(42 0.23348284),(43 0.2323547),(44 0.23842719),(45 0.23847114),
(1 0.062667266),(2 0.06271235),(3 0.07148747),(4 0.10020345),(5 0.113051824),(6 0.11310007),(7 0.11230543),(8 0.13241228),(9 0.12947302),(10 0.12945877),(11 0.13197708),(12 0.15315305),(13 0.15183708),(14 0.15196943),(15 0.14769375),(16 0.16882645),(17 0.16713564),(18 0.1672681),(19 0.16278806),(20 0.17890298),(21 0.17593299),(22 0.17601068),(23 0.18033141),(24 0.19462556),(25 0.1906738),(26 0.19082741),(27 0.18857017),(28 0.19433619),(29 0.19069369),(30 0.19116628),(31 0.1911309),(32 0.20125386),(33 0.20341879),(34 0.20334427),(35 0.20204517),(36 0.21088713),(37 0.20720178),(38 0.20713544),(39 0.20468886),(40 0.21749951),(41 0.22305226),(42 0.22324859),(43 0.22355153),(44 0.23209982),(45 0.23202425),
(1 0.061987013),(2 0.062029943),(3 0.07095181),(4 0.09754958),(5 0.11034734),(6 0.110421345),(7 0.10915293),(8 0.12921347),(9 0.12732324),(10 0.12739922),(11 0.13117795),(12 0.1508755),(13 0.14938635),(14 0.1494064),(15 0.14470202),(16 0.16451323),(17 0.1634242),(18 0.16348545),(19 0.16111407),(20 0.17787974),(21 0.17166775),(22 0.17178787),(23 0.17740278),(24 0.19081433),(25 0.1864278),(26 0.18647574),(27 0.1863423),(28 0.19158567),(29 0.1885347),(30 0.18940298),(31 0.18661727),(32 0.19714864),(33 0.19774725),(34 0.19789757),(35 0.19553842),(36 0.20387879),(37 0.20478593),(38 0.20497064),(39 0.1986858),(40 0.2148517),(41 0.21788995),(42 0.21812513),(43 0.21923849),(44 0.22509526),(45 0.22510828),
(1 0.05444928),(2 0.0544892),(3 0.06370904),(4 0.089744695),(5 0.10219342),(6 0.10226813),(7 0.10217863),(8 0.1201654),(9 0.11725269),(10 0.11732997),(11 0.12102695),(12 0.14060223),(13 0.13679096),(14 0.13693336),(15 0.13511993),(16 0.15374415),(17 0.15210581),(18 0.15210052),(19 0.1508041),(20 0.16546096),(21 0.1600622),(22 0.1601472),(23 0.1657932),(24 0.17860337),(25 0.17403172),(26 0.17409559),(27 0.17225438),(28 0.17758967),(29 0.17489465),(30 0.1755625),(31 0.17592339),(32 0.18552783),(33 0.18764432),(34 0.18777813),(35 0.18483764),(36 0.19073398),(37 0.19127855),(38 0.19150677),(39 0.18708944),(40 0.19972509),(41 0.20467679),(42 0.2047282),(43 0.20760474),(44 0.21110883),(45 0.21106051),
(1 0.053611413),(2 0.053611822),(3 0.061150298),(4 0.08459667),(5 0.09376319),(6 0.093786344),(7 0.09520937),(8 0.11075842),(9 0.10939556),(10 0.109450094),(11 0.11134708),(12 0.1282046),(13 0.12616566),(14 0.12618835),(15 0.12503424),(16 0.13864759),(17 0.13802572),(18 0.13804547),(19 0.13655034),(20 0.1484996),(21 0.14511353),(22 0.14522238),(23 0.14906293),(24 0.15840603),(25 0.15697543),(26 0.15703364),(27 0.15614998),(28 0.16012807),(29 0.15852691),(30 0.15935041),(31 0.15828621),(32 0.16762024),(33 0.16740432),(34 0.16763897),(35 0.16626193),(36 0.17160876),(37 0.17174338),(38 0.17207338),(39 0.16867656),(40 0.18101557),(41 0.18428704),(42 0.18443687),(43 0.18412535),(44 0.19116797),(45 0.19114211),
(1 0.03506251),(2 0.035064492),(3 0.03881991),(4 0.05071735),(5 0.05553293),(6 0.055533987),(7 0.053689875),(8 0.06333369),(9 0.06115839),(10 0.061162937),(11 0.06072811),(12 0.0692032),(13 0.06747259),(14 0.067538664),(15 0.0664104),(16 0.07449474),(17 0.07337894),(18 0.07338174),(19 0.0729495),(20 0.0791827),(21 0.07770367),(22 0.077784546),(23 0.07755176),(24 0.08288497),(25 0.08228732),(26 0.082307145),(27 0.08100325),(28 0.083548926),(29 0.08381684),(30 0.084319375),(31 0.08485575),(32 0.08984789),(33 0.08908567),(34 0.08910216),(35 0.08703487),(36 0.091508254),(37 0.09066688),(38 0.09084781),(39 0.08822569),(40 0.09358307),(41 0.09428537),(42 0.09440148),(43 0.09470323),(44 0.09813922),(45 0.09812613),
(1 0.016751567),(2 0.016780116),(3 0.01691256),(4 0.020328136),(5 0.020329094),(6 0.020362101),(7 0.018706618),(8 0.022554459),(9 0.020182528),(10 0.020172536),(11 0.019151006),(12 0.021887314),(13 0.020101454),(14 0.020133466),(15 0.01931158),(16 0.022045135),(17 0.020353261),(18 0.020417476),(19 0.019447146),(20 0.021477068),(21 0.020265337),(22 0.020302387),(23 0.019831678),(24 0.021992158),(25 0.021290049),(26 0.0213023),(27 0.020381521),(28 0.022776581),(29 0.021268189),(30 0.021542203),(31 0.021376776),(32 0.02364107),(33 0.022437075),(34 0.02242517),(35 0.021570303),(36 0.023458205),(37 0.022643812),(38 0.0227058),(39 0.021779604),(40 0.023500487),(41 0.022603033),(42 0.022642436),(43 0.021748446),(44 0.023726815),(45 0.023707809),
(1 0.013682969),(2 0.013689761),(3 0.013881572),(4 0.01642811),(5 0.016298356),(6 0.016326176),(7 0.014717186),(8 0.017913472),(9 0.01582489),(10 0.01581626),(11 0.0150555745),(12 0.017209878),(13 0.01611893),(14 0.016164903),(15 0.015081431),(16 0.017369933),(17 0.01612048),(18 0.016163675),(19 0.015384691),(20 0.017147249),(21 0.016024942),(22 0.016035961),(23 0.015701672),(24 0.017448617),(25 0.016695213),(26 0.016711174),(27 0.015991421),(28 0.01767477),(29 0.01674822),(30 0.016881125),(31 0.016608857),(32 0.018525958),(33 0.0174884),(34 0.017549414),(35 0.016879985),(36 0.018633936),(37 0.017680325),(38 0.017745664),(39 0.017168365),(40 0.018512454),(41 0.017727207),(42 0.017779797),(43 0.017069887),(44 0.01875628),(45 0.018748958),
