1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 856720.2),(2 3060505),(3 6492786.5),(4 10922744),(5 16487957),(6 22846090),(7 29516008),(8 36562748),(9 43764116),(10 50913230),(11 57973630),(12 64644068),(13 70573176),(14 75737670),(15 79629070),(16 82564570),(17 84798730),(18 86400590),(19 87885800),(20 89801064),(21 91076330),(22 91923400),(23 93418760),(24 94146360),(25 94460420),(26 94535240),(27 95231944),(28 95217176),(29 94922820),(30 94347016),(31 93550910),(32 92587880),(33 94015430),(34 93911520),(35 93580670),(36 94420930),(37 94659490),(38 95030696),(39 95306090),(40 95564740),(41 95806460),(42 96366040),(43 96970690),(44 98305190),(45 99793150),(46 101594080),(47 103621930),(48 108555640),(49 111738904),(50 115095430),(51 116473220),(52 118800730),(53 121071000),(54 123286180),(55 125093510),(56 127241240),(57 127517656),(58 129194720),(59 131473130),(60 134070664),(61 137413580),(62 141275790),(63 144616370),(64 147182860),(65 149965740),(66 152457890),(67 154725200),(68 156808530),(69 158168700),(70 159269760),(71 160070030),(72 159474720),(73 159393380),(74 159757650),(75 159884020),(76 160109330),(77 160323020),(78 159518260),(79 159874640),
(1 445039),(2 1543601.8),(3 2817081.8),(4 3770228.8),(5 4358665.5),(6 4710417.5),(7 5130074.5),(8 5803539.5),(9 6730317),(10 7730632.5),(11 8586499),(12 9228840),(13 9768247),(14 10329745),(15 10895119),(16 11394525),(17 11749625),(18 11992778),(19 12230339),(20 12528917),(21 12903900),(22 13320860),(23 13695130),(24 13945031),(25 14035413),(26 13965825),(27 13835378),(28 13715864),(29 13690642),(30 13729444),(31 13826157),(32 13918212),(33 13961336),(34 13933025),(35 13825030),(36 13628616),(37 13383574),(38 13121750),(39 12869021),(40 12644601),(41 12445793),(42 12346755),(43 12301080),(44 12217571),(45 12057283),(46 11869927),(47 11759409),(48 11699360),(49 11646582),(50 11481555),(51 11216191),(52 10926899),(53 10742031),(54 10714085),(55 10826892),(56 10998963),(57 11149752),(58 11191695),(59 11158417),(60 11214802),(61 11483162),(62 11964049),(63 12377951),(64 12499004),(65 12368298),(66 12239502),(67 12241430),(68 12382776),(69 12559876),(70 12613594),(71 12468651),(72 12196491),(73 11961683),(74 11892242),(75 12017547),(76 12215562),(77 12311875),(78 12285934),(79 12178681),
(1 447426.75),(2 1532692.4),(3 2733066.8),(4 3521062.8),(5 3851268),(6 3914848),(7 4052641.8),(8 4514057.5),(9 5310401.5),(10 6252409.5),(11 7083340),(12 7692056),(13 8197852),(14 8681211),(15 9085170),(16 9331867),(17 9398684),(18 9388828),(19 9512619),(20 9852799),(21 10420449),(22 11093178),(23 11678481),(24 12007955),(25 12008447),(26 11744645),(27 11351501),(28 10999480),(29 10776460),(30 10689604),(31 10730718),(32 10825523),(33 10925708),(34 11016256),(35 11065171),(36 11073631),(37 11081444),(38 11082165),(39 11102252),(40 11128579),(41 11178362),(42 11255173),(43 11341667),(44 11386088),(45 11378779),(46 11331531),(47 11320345),(48 11348859),(49 11369405),(50 11307368),(51 11182004),(52 11031931),(53 10952659),(54 10987980),(55 11127149),(56 11282627),(57 11352152),(58 11275779),(59 11158533),(60 11165861),(61 11354752),(62 11644197),(63 11778915),(64 11563424),(65 11152789),(66 10831582),(67 10710877),(68 10764588),(69 10854236),(70 10824827),(71 10595678),(72 10254178),(73 9985491),(74 9963856),(75 10165127),(76 10390433),(77 10456235),(78 10357481),(79 10166992),
(1 426543.8),(2 1448222.4),(3 2562041.5),(4 3287770),(5 3601506.5),(6 3715819.5),(7 3908267.3),(8 4352618),(9 5040714),(10 5799534),(11 6399963),(12 6813147),(13 7157063.5),(14 7474397),(15 7681670.5),(16 7712247.5),(17 7577431),(18 7477554),(19 7571595.5),(20 7894560),(21 8384854),(22 8907814),(23 9310049),(24 9491279),(25 9418650),(26 9175457),(27 8872252),(28 8642042),(29 8517018),(30 8479904),(31 8508324),(32 8541370),(33 8527238),(34 8465060),(35 8356361),(36 8249387.5),(37 8156068),(38 8112080),(39 8109222),(40 8147845),(41 8200862.5),(42 8285972.5),(43 8408646),(44 8491392),(45 8490778),(46 8453024),(47 8460577),(48 8520862),(49 8593459),(50 8620407),(51 8608276),(52 8606757),(53 8704728),(54 8925303),(55 9211777),(56 9502164),(57 9706332),(58 9724103),(59 9655025),(60 9679754),(61 9926892),(62 10292743),(63 10443603),(64 10267899),(65 9906475),(66 9626932),(67 9547429),(68 9580211),(69 9588561),(70 9479679),(71 9220419),(72 8897198),(73 8671292),(74 8628517),(75 8731649),(76 8794569),(77 8715374),(78 8537706),(79 8378442),
(1 401472.72),(2 1363885.3),(3 2384026.5),(4 3038442.3),(5 3329029),(6 3509872.8),(7 3796692.5),(8 4294258),(9 4952134),(10 5611509),(11 6078377.5),(12 6351369),(13 6590741),(14 6811378.5),(15 6905328.5),(16 6788391),(17 6535181.5),(18 6392850.5),(19 6517979.5),(20 6906156),(21 7366337.5),(22 7734226.5),(23 7890481.5),(24 7833671),(25 7664025),(26 7506378),(27 7440948.5),(28 7500150),(29 7634456.5),(30 7803458),(31 7952502.5),(32 8046918),(33 8071347),(34 8034821),(35 7948509),(36 7846893),(37 7758417.5),(38 7708806.5),(39 7680854),(40 7685434),(41 7701090),(42 7744162),(43 7825096.5),(44 7913982),(45 7943175.5),(46 7930130.5),(47 7964638.5),(48 8040886),(49 8126902.5),(50 8159600.5),(51 8162249.5),(52 8148491.5),(53 8183615.5),(54 8277586),(55 8403361),(56 8545599),(57 8664693),(58 8656482),(59 8527983),(60 8427176),(61 8442651),(62 8610645),(63 8656714),(64 8401554),(65 8058171),(66 7874312.5),(67 7910156),(68 8018404),(69 8104185.5),(70 8093993),(71 7966556),(72 7796608),(73 7681136),(74 7687664),(75 7764937.5),(76 7760402.5),(77 7601710),(78 7384711.5),(79 7199119.5),
(1 338956.2),(2 1131070.1),(3 1932276.1),(4 2468762.8),(5 2774617),(6 3072498.3),(7 3474056.5),(8 4009367.5),(9 4653746),(10 5275907.5),(11 5710096.5),(12 5972198),(13 6227775),(14 6493255),(15 6626704),(16 6562882.5),(17 6390211),(18 6338753),(19 6524864.5),(20 6896415.5),(21 7272880.5),(22 7494730),(23 7469677.5),(24 7223719),(25 6909727),(26 6706050),(27 6690624.5),(28 6849412),(29 7084821.5),(30 7299954),(31 7426639),(32 7453278),(33 7379820.5),(34 7266189.5),(35 7154614.5),(36 7075958),(37 7047360.5),(38 7054620.5),(39 7069747),(40 7073097.5),(41 7041814.5),(42 6983165),(43 6957634.5),(44 6919931.5),(45 6857504.5),(46 6780080.5),(47 6750924.5),(48 6758849),(49 6766317),(50 6743510),(51 6713804),(52 6698013),(53 6704573.5),(54 6722590),(55 6757966),(56 6804239.5),(57 6856116),(58 6910338.5),(59 6962227),(60 7086930.5),(61 7255808),(62 7432053.5),(63 7525616.5),(64 7456174),(65 7294038),(66 7212634.5),(67 7230105.5),(68 7257156),(69 7258652),(70 7227897.5),(71 7145062.5),(72 7031117),(73 6945939),(74 6953392.5),(75 7015954.5),(76 7020940.5),(77 6922502),(78 6818497),(79 6769188),
(1 293686.66),(2 933856),(3 1516292.4),(4 1914568.5),(5 2234380.5),(6 2603780.8),(7 3015625.3),(8 3431264),(9 3850078.3),(10 4225871),(11 4450713.5),(12 4532176),(13 4624186.5),(14 4762609.5),(15 4832192),(16 4753650),(17 4624376.5),(18 4634218.5),(19 4826552.5),(20 5084552),(21 5251535.5),(22 5271949.5),(23 5178987),(24 5056081),(25 4963903),(26 4962710.5),(27 5059150.5),(28 5245861),(29 5463997.5),(30 5642863.5),(31 5747841),(32 5762989.5),(33 5685527.5),(34 5577277),(35 5489221.5),(36 5455385.5),(37 5479098),(38 5546843.5),(39 5621802.5),(40 5673856),(41 5686109),(42 5621914.5),(43 5534226),(44 5436511),(45 5299133.5),(46 5133768),(47 5016840),(48 4952197),(49 4903005),(50 4867674),(51 4880976),(52 4931794),(53 5000821.5),(54 5056014.5),(55 5109634),(56 5179940.5),(57 5242835),(58 5271915),(59 5301035.5),(60 5375378),(61 5491009.5),(62 5605014.5),(63 5569278),(64 5352179.5),(65 5176531),(66 5149792),(67 5147427.5),(68 5058829),(69 4942821.5),(70 4883248),(71 4856875.5),(72 4821888.5),(73 4785760.5),(74 4786162),(75 4808290),(76 4790207),(77 4722083),(78 4709038.5),(79 4793331),
(1 275731.94),(2 828666.75),(3 1263836.5),(4 1563881.5),(5 1914236.6),(6 2356589.8),(7 2780457),(8 3159282),(9 3538848.3),(10 3886295.8),(11 4074346.8),(12 4119179.8),(13 4222111),(14 4425446),(15 4560521),(16 4527673),(17 4418626),(18 4393677.5),(19 4513026),(20 4689040.5),(21 4786283.5),(22 4785466),(23 4726982.5),(24 4698369.5),(25 4736993),(26 4843262),(27 4957310),(28 5038208.5),(29 5042481.5),(30 4984078),(31 4893091),(32 4798828),(33 4692958.5),(34 4608552.5),(35 4536130.5),(36 4496701.5),(37 4478658),(38 4486682),(39 4514532.5),(40 4535775),(41 4546355.5),(42 4528925),(43 4493373),(44 4418020.5),(45 4303575),(46 4180398.8),(47 4086964.8),(48 4011061.3),(49 3923735),(50 3845593.8),(51 3829861.3),(52 3869294),(53 3900645.3),(54 3900891.3),(55 3904737.5),(56 3963411),(57 4051541.5),(58 4090421.3),(59 4081890.5),(60 4126202.8),(61 4208626),(62 4298270),(63 4356572),(64 4318231.5),(65 4226403),(66 4235162.5),(67 4268534),(68 4229776),(69 4187863.8),(70 4204730.5),(71 4216887),(72 4163061),(73 4074705.5),(74 4052959),(75 4111390.3),(76 4132194.3),(77 4076859.8),(78 4018203.5),(79 4030054.8),
(1 282039.78),(2 809345.9),(3 1153572),(4 1357165.3),(5 1652516.9),(6 2050910),(7 2396878.3),(8 2653103.3),(9 2932454),(10 3224699.3),(11 3371080.3),(12 3378999.8),(13 3481096.8),(14 3747276),(15 3993294.5),(16 4052573),(17 3980066),(18 3939652),(19 4009349),(20 4115514.8),(21 4175233),(22 4195242.5),(23 4222287.5),(24 4303710),(25 4432107.5),(26 4574246.5),(27 4687514.5),(28 4766077.5),(29 4782596),(30 4751739),(31 4712955.5),(32 4697794),(33 4720639),(34 4787674.5),(35 4863951.5),(36 4928503.5),(37 4959562.5),(38 4959123.5),(39 4927443.5),(40 4885338.5),(41 4848838),(42 4818616),(43 4806402.5),(44 4787876),(45 4738792),(46 4672961),(47 4625991),(48 4593132.5),(49 4532238),(50 4461209),(51 4444210),(52 4452511),(53 4441961.5),(54 4381767.5),(55 4339125.5),(56 4343656.5),(57 4361622.5),(58 4332003.5),(59 4285849),(60 4295805),(61 4358191.5),(62 4396435),(63 4382020),(64 4327346.5),(65 4318803.5),(66 4378482),(67 4383078),(68 4285446),(69 4217419),(70 4262676.5),(71 4316271.5),(72 4253439),(73 4136649.8),(74 4093177.3),(75 4162983.3),(76 4240530.5),(77 4256386),(78 4260724.5),(79 4277837.5),
(1 308237.78),(2 864730.8),(3 1182093.9),(4 1320318.8),(5 1556157.3),(6 1891044.4),(7 2163384.8),(8 2352493.3),(9 2597402),(10 2871978),(11 2974394.5),(12 2911478.8),(13 2949284.5),(14 3193885),(15 3441627.8),(16 3491127.5),(17 3406617.3),(18 3359020.5),(19 3439239.5),(20 3570599.5),(21 3662784.5),(22 3711511.5),(23 3743838.5),(24 3792734.8),(25 3870936),(26 3945427.8),(27 3998425.5),(28 4033567.5),(29 4045152.5),(30 4039739.8),(31 4039170.8),(32 4052897),(33 4067009.3),(34 4084835),(35 4090880.3),(36 4076123.8),(37 4045996.5),(38 4009789.3),(39 3978156),(40 3954980.3),(41 3946069.5),(42 3934657.3),(43 3954240.5),(44 3958956.5),(45 3912262.5),(46 3847597.8),(47 3796501),(48 3746120),(49 3659180.8),(50 3574204.5),(51 3549221),(52 3556606.5),(53 3529217),(54 3451361),(55 3392406.5),(56 3398399),(57 3426524.5),(58 3377130.8),(59 3289451.5),(60 3283789),(61 3337499.8),(62 3377288),(63 3377906),(64 3349549.5),(65 3344761),(66 3416566.8),(67 3442296.5),(68 3354178.3),(69 3274211.3),(70 3289171.8),(71 3308191.3),(72 3263221.5),(73 3201523),(74 3223848.8),(75 3344691.3),(76 3461508.5),(77 3513371.5),(78 3558263),(79 3622902),
(1 303478.66),(2 840268.6),(3 1130941.1),(4 1288803.1),(5 1570670.8),(6 1935768.3),(7 2204470.5),(8 2354744.8),(9 2550043.8),(10 2799749.5),(11 2914521.3),(12 2880075.8),(13 2924926.8),(14 3113942.5),(15 3259056),(16 3221698.5),(17 3088666.5),(18 3026771.8),(19 3105677),(20 3239473.8),(21 3321604.8),(22 3364832.5),(23 3405720.3),(24 3452608.5),(25 3497148),(26 3539569.8),(27 3592072.8),(28 3671243.3),(29 3748719.3),(30 3810058.5),(31 3846980.8),(32 3862072.3),(33 3844209.8),(34 3802475.8),(35 3738848.8),(36 3676940.5),(37 3624813.5),(38 3588773.8),(39 3579311.8),(40 3588199.3),(41 3603225.8),(42 3597909.8),(43 3581440.8),(44 3558301.5),(45 3497252),(46 3408772),(47 3339663.8),(48 3284873),(49 3200996.5),(50 3111143.3),(51 3063256.3),(52 3051594.8),(53 3006994.3),(54 2925390.5),(55 2868741.5),(56 2870788),(57 2897287.8),(58 2884506),(59 2845394.5),(60 2868234.5),(61 2946125.8),(62 2999549.5),(63 3026427.8),(64 3042812),(65 3087458.5),(66 3180299.8),(67 3231933.5),(68 3196477.8),(69 3173635.5),(70 3196783.3),(71 3181531.5),(72 3105281.5),(73 3043527.3),(74 3064552.8),(75 3153815.5),(76 3199704.3),(77 3153711.3),(78 3089217.8),(79 3077862.5),
(1 306504.53),(2 835854.2),(3 1106166.4),(4 1233607.1),(5 1485966),(6 1824960.6),(7 2100370.8),(8 2260603.3),(9 2408821.5),(10 2564004.5),(11 2582513.5),(12 2483208.8),(13 2498184.8),(14 2664363.5),(15 2770826.3),(16 2686916.3),(17 2524044.5),(18 2461271),(19 2568513.5),(20 2748761),(21 2865061.5),(22 2907530.8),(23 2926864),(24 2969164.5),(25 3033074.8),(26 3103797),(27 3172892),(28 3236099.8),(29 3273465.8),(30 3283583),(31 3270543),(32 3237957),(33 3179136.5),(34 3100984.5),(35 3012429.3),(36 2929736.3),(37 2873467.3),(38 2850979.3),(39 2855082.3),(40 2865276.8),(41 2878688),(42 2873303.3),(43 2858106),(44 2861462.3),(45 2829529.5),(46 2769725),(47 2710416),(48 2659821.5),(49 2587926),(50 2513115.3),(51 2462774.8),(52 2439289.5),(53 2398947.3),(54 2340940.3),(55 2319239.8),(56 2357742.8),(57 2395054.3),(58 2396270),(59 2392898.8),(60 2416508.8),(61 2455030),(62 2457974.8),(63 2469434),(64 2491724.5),(65 2509416.3),(66 2575674),(67 2633953.8),(68 2643267.3),(69 2679161.5),(70 2740070),(71 2754718.8),(72 2728256.3),(73 2716463.8),(74 2744225),(75 2806467.8),(76 2831793.3),(77 2780135),(78 2722213.8),(79 2709794.5),
(1 273328.53),(2 729078.44),(3 951645.75),(4 1086328.6),(5 1327775),(6 1594240.3),(7 1787711),(8 1916640),(9 2066751.4),(10 2224865),(11 2251069.8),(12 2174183.8),(13 2201130.3),(14 2341777),(15 2422190.3),(16 2384236.5),(17 2317725.8),(18 2325276.5),(19 2435546.8),(20 2570402.3),(21 2644898.8),(22 2667930.3),(23 2683627),(24 2731176),(25 2787499),(26 2846069),(27 2899927.3),(28 2951081.8),(29 2963691.5),(30 2927693.5),(31 2858120.8),(32 2787718.8),(33 2714780.8),(34 2654702),(35 2606905.5),(36 2571380),(37 2538282),(38 2496272),(39 2445573.8),(40 2388954.3),(41 2342659),(42 2310926.8),(43 2299043.5),(44 2321574.5),(45 2335136),(46 2318131.5),(47 2298492),(48 2262821.3),(49 2199175.5),(50 2127825),(51 2066130.3),(52 2030311.1),(53 1995925.5),(54 1954044.9),(55 1944184.5),(56 1988635.8),(57 2033457.8),(58 2048732.5),(59 2074439.1),(60 2128159.5),(61 2202736.8),(62 2218679.3),(63 2250550),(64 2297855),(65 2318065.8),(66 2361933),(67 2416542.3),(68 2433348.8),(69 2461221.3),(70 2505947.5),(71 2530932.3),(72 2568643.8),(73 2607314),(74 2614229.5),(75 2620158.5),(76 2629037.3),(77 2597639.3),(78 2567115.8),(79 2572324.3),
(1 234099.05),(2 626260.4),(3 842827.94),(4 1002109.56),(5 1240148.3),(6 1466636.4),(7 1627210.6),(8 1722853.3),(9 1824073.5),(10 1969975.9),(11 2035537.5),(12 2004467.9),(13 2036221.8),(14 2155535.3),(15 2236316.8),(16 2246602.8),(17 2241335),(18 2260109),(19 2334469.5),(20 2404730.5),(21 2401325),(22 2357657),(23 2336460),(24 2352201.3),(25 2378470.5),(26 2387131.3),(27 2395388.8),(28 2420979.3),(29 2450384.3),(30 2460850.3),(31 2466497.8),(32 2487119.8),(33 2516820),(34 2548799.8),(35 2565774.3),(36 2570000.3),(37 2560550.5),(38 2539302.8),(39 2511857),(40 2479761.8),(41 2464817.8),(42 2453384.3),(43 2446272.8),(44 2461413.3),(45 2464052),(46 2441809.8),(47 2413486.5),(48 2383850.5),(49 2342164.3),(50 2290133),(51 2241699),(52 2203682),(53 2163946.5),(54 2111590),(55 2069722.8),(56 2060500.1),(57 2048369.1),(58 2023005.3),(59 2006179.1),(60 2009850.3),(61 2016664.1),(62 1989466.8),(63 2000133),(64 2054017.5),(65 2058372.1),(66 2063231.3),(67 2090883.4),(68 2101329.8),(69 2118093.5),(70 2141427),(71 2154597),(72 2193730.8),(73 2241474.5),(74 2228070.8),(75 2217073.3),(76 2245079),(77 2245321.3),(78 2235652.5),(79 2256575),
(1 220471.98),(2 583124.6),(3 806979),(4 992144.2),(5 1234480.1),(6 1468626.9),(7 1661339.4),(8 1783171.5),(9 1869564.1),(10 2002112.9),(11 2098111.5),(12 2108620.3),(13 2145697.5),(14 2216982.5),(15 2244219.8),(16 2226894.3),(17 2198732.8),(18 2168820.5),(19 2188476),(20 2249684.3),(21 2275152.3),(22 2274131.3),(23 2302737),(24 2365441.5),(25 2420128.5),(26 2448111.8),(27 2460644.8),(28 2473301),(29 2484791.3),(30 2491209.5),(31 2496152.5),(32 2513967.3),(33 2539419),(34 2563053.8),(35 2562613.5),(36 2543664.5),(37 2509210.8),(38 2469687),(39 2440377),(40 2424065.8),(41 2424812.5),(42 2436646.3),(43 2423692),(44 2403125.8),(45 2363740.3),(46 2290566.8),(47 2220576.8),(48 2160674.8),(49 2122363.5),(50 2086401.4),(51 2045838.4),(52 2019990.6),(53 2001853.8),(54 1957698.1),(55 1908472.8),(56 1891030.6),(57 1874584),(58 1852506.9),(59 1847304.9),(60 1850175.5),(61 1872658),(62 1858681.1),(63 1860390),(64 1915210.6),(65 1922984.1),(66 1919648.8),(67 1929502.8),(68 1926438.4),(69 1951225.6),(70 1973218.6),(71 1954286.9),(72 1966802.9),(73 2000610.5),(74 1963748.6),(75 1927872),(76 1957731.4),(77 1983897.8),(78 2005372.1),(79 2061612.5),
(1 202992.73),(2 509209.03),(3 681756.06),(4 843576.44),(5 1038424.06),(6 1207224.4),(7 1356096.1),(8 1449932.5),(9 1491355),(10 1588290.5),(11 1660954.6),(12 1643271.9),(13 1652006.9),(14 1710955.9),(15 1745661.1),(16 1750611),(17 1740594.5),(18 1727396.3),(19 1746789.5),(20 1808476.5),(21 1852979.8),(22 1887151.3),(23 1949331.3),(24 2036715.8),(25 2090493.5),(26 2098906.8),(27 2108918.5),(28 2139341.3),(29 2153150.5),(30 2133293),(31 2106754.5),(32 2096824.5),(33 2090167.9),(34 2084927.9),(35 2073475.3),(36 2057759.3),(37 2040085.4),(38 2020544.5),(39 2000492.3),(40 1980536.5),(41 1970243.3),(42 1978412.1),(43 1984533),(44 1989700.5),(45 1996555),(46 2001333.4),(47 2017321.6),(48 2019135.3),(49 2025181),(50 2037908.1),(51 2028463.5),(52 2004194.5),(53 1984128),(54 1943899.5),(55 1887119.3),(56 1863201.3),(57 1845058.3),(58 1819939.3),(59 1805408.8),(60 1797724.6),(61 1798847.3),(62 1769618.6),(63 1741293),(64 1738112),(65 1712578.5),(66 1707331.4),(67 1704725.4),(68 1661163.4),(69 1672209.1),(70 1717336.5),(71 1706844.6),(72 1725725.5),(73 1779373.1),(74 1754706.5),(75 1728314.3),(76 1769182.8),(77 1777130),(78 1770784.1),(79 1816061.5),
(1 207356.73),(2 488622.16),(3 609918.5),(4 735973.6),(5 915061.06),(6 1080103.6),(7 1225829.4),(8 1304876.3),(9 1329499),(10 1445364.8),(11 1546720.8),(12 1526770.1),(13 1536382.4),(14 1624504),(15 1697964.4),(16 1729675.6),(17 1737465.1),(18 1718817.4),(19 1741943.8),(20 1799162.6),(21 1808236.4),(22 1777156.6),(23 1780906.3),(24 1823574.1),(25 1850852.6),(26 1851363.3),(27 1851735.4),(28 1879726.9),(29 1906758.1),(30 1897054.9),(31 1875830.6),(32 1872066.5),(33 1879937.8),(34 1887042.3),(35 1887560),(36 1888825.4),(37 1885801.9),(38 1876364.4),(39 1850389.8),(40 1816936.6),(41 1788997.9),(42 1777222.1),(43 1768756.3),(44 1779783.3),(45 1793558.6),(46 1805465.9),(47 1820161.9),(48 1807729),(49 1785360),(50 1760062.5),(51 1724948.4),(52 1687492.4),(53 1663815.3),(54 1623875.4),(55 1576155.6),(56 1564781.4),(57 1557324.6),(58 1544870.1),(59 1555883),(60 1548713.8),(61 1580577.8),(62 1569853.4),(63 1554170.6),(64 1564030.8),(65 1529529.4),(66 1513708),(67 1499415),(68 1444119.4),(69 1456111.3),(70 1502732.8),(71 1481706.3),(72 1505354.3),(73 1576985.4),(74 1536275),(75 1491631.8),(76 1549815),(77 1562152.4),(78 1537360.3),(79 1563010.5),
(1 204045.48),(2 464386.63),(3 561119.94),(4 678458.7),(5 849008.25),(6 1016683.56),(7 1169600.4),(8 1257571.1),(9 1302843.9),(10 1453159.3),(11 1576314),(12 1569895.1),(13 1607541.4),(14 1723258.5),(15 1792109.1),(16 1791674.6),(17 1778137.3),(18 1760086.4),(19 1769832),(20 1808189),(21 1805475.3),(22 1765229.1),(23 1760174.4),(24 1790947),(25 1810474),(26 1806051.3),(27 1823991.3),(28 1867326.6),(29 1882484.5),(30 1846382.9),(31 1800442.5),(32 1772680.4),(33 1756261),(34 1742430.6),(35 1722512),(36 1698106.3),(37 1662111.3),(38 1617830.8),(39 1566967.9),(40 1519308.5),(41 1487724.6),(42 1480996.4),(43 1482097.3),(44 1495663.9),(45 1519246.4),(46 1545187.3),(47 1577496.4),(48 1575118.3),(49 1573083.4),(50 1578029.9),(51 1569776),(52 1563038.6),(53 1565611.9),(54 1542893.1),(55 1497854.6),(56 1478552.6),(57 1461200.5),(58 1421973.5),(59 1413842.5),(60 1424933.5),(61 1432280.4),(62 1457359.4),(63 1459080.1),(64 1459517.3),(65 1448822.4),(66 1487133.8),(67 1488928.8),(68 1427138),(69 1462031),(70 1535412.6),(71 1512188.1),(72 1533013),(73 1616141.9),(74 1588670.8),(75 1547993.3),(76 1605805.1),(77 1625706.6),(78 1613018),(79 1643128.4),
