1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 856720.2),(2 3060505),(3 6492786.5),(4 10922744),(5 16487957),(6 22846090),(7 29516008),(8 36562748),(9 43764116),(10 50913230),(11 57973630),(12 64644068),(13 70573176),(14 75737670),(15 79629070),(16 82564570),(17 84798730),(18 86400590),(19 87885800),(20 89801064),(21 91076330),(22 91923400),(23 93418760),(24 94146360),(25 94460420),(26 94535240),(27 95231944),(28 95217176),(29 94922820),(30 94347016),(31 93550910),(32 92587880),(33 94015430),(34 93911520),(35 93580670),(36 94420930),(37 94659490),(38 95030696),(39 95306090),(40 95564740),(41 95806460),(42 96366040),(43 96970690),(44 98305190),(45 99793150),(46 101594080),(47 103621930),(48 108555640),(49 111738904),(50 115095430),(51 116473220),(52 118800730),(53 121071000),(54 123286180),(55 125093510),(56 127241240),(57 127517656),(58 129194720),(59 131473130),(60 134070664),(61 137413580),(62 141275790),(63 144616370),(64 147182860),(65 149965740),(66 152457890),(67 154725200),(68 156808530),(69 158168700),(70 159269760),(71 160070030),(72 159474720),(73 159393380),(74 159757650),(75 159884020),(76 160109330),(77 160323020),(78 159518260),(79 159874640),
(1 9641.9795),(2 15193.244),(3 16761.986),(4 19702.455),(5 21304.176),(6 21330.053),(7 21947.572),(8 22315.303),(9 21992.908),(10 22399.176),(11 22586.908),(12 22369.527),(13 22224.953),(14 22050.963),(15 21723.541),(16 21496.338),(17 21601.646),(18 21560.475),(19 21669.533),(20 21848.674),(21 21591.049),(22 21350.164),(23 21141.889),(24 21017.47),(25 21392.055),(26 21298.79),(27 21535.152),(28 21570.33),(29 21632.81),(30 21476.879),(31 21615.146),(32 21400.775),(33 21186.826),(34 20891.633),(35 20663.783),(36 20963.463),(37 21636.434),(38 21816.361),(39 22276.83),(40 22463.71),(41 21811.191),(42 21642.295),(43 21926.223),(44 21805.637),(45 22341.71),(46 22121.654),(47 21229.934),(48 21486.799),(49 21484.924),(50 21379.117),(51 21870.977),(52 21917.287),(53 22276.184),(54 22361.383),(55 22604.861),(56 22602.477),(57 22577.768),(58 22846.586),(59 23141.129),(60 23259.375),(61 23416.021),(62 23656.01),(63 22785.268),(64 22670.76),(65 22659.523),(66 22323.72),(67 22425.82),(68 22428.277),(69 22066.152),(70 21903.936),(71 21708.484),(72 22390.162),(73 23025.482),(74 22922.941),(75 23640.305),(76 23579.334),(77 23853.117),(78 24012.459),(79 23576.629),
(1 9383.145),(2 14625.601),(3 16566.887),(4 19157.621),(5 20443.38),(6 20235.057),(7 20941.084),(8 21283.693),(9 21151.836),(10 21956.316),(11 22350.361),(12 22197.434),(13 21931.193),(14 21538.482),(15 21191.797),(16 20882.922),(17 21084.734),(18 21259.387),(19 21465.334),(20 21784.297),(21 21459.35),(22 21342.24),(23 20923.39),(24 20679.252),(25 20675.457),(26 20509.37),(27 20943.121),(28 21143.725),(29 20878.705),(30 20891.932),(31 21165.076),(32 21080.063),(33 20737.879),(34 20798.541),(35 20280.352),(36 20649.73),(37 21096.518),(38 21037.164),(39 21683.18),(40 21930.639),(41 21000.14),(42 21115.518),(43 21505.238),(44 21012.38),(45 21571.436),(46 21557.531),(47 20751.951),(48 21049.322),(49 21108.623),(50 21166.395),(51 21762.484),(52 21696.61),(53 21846.518),(54 21459.91),(55 21441.83),(56 21627.55),(57 21848.457),(58 22291.688),(59 22451.043),(60 22776.904),(61 22769.775),(62 22548.58),(63 22454.883),(64 22100.197),(65 22180.563),(66 22265.158),(67 22357.396),(68 22455.07),(69 22066.232),(70 22410.166),(71 22073.219),(72 22566.457),(73 22989.188),(74 22737.465),(75 23315.543),(76 23195.582),(77 23287.025),(78 23246.389),(79 23075.848),
(1 9318.373),(2 14509.911),(3 16343.213),(4 18838.973),(5 20315.629),(6 19981.479),(7 20463.27),(8 20882.17),(9 20470.62),(10 21206.246),(11 21807.49),(12 21662.953),(13 21292.527),(14 21256),(15 20615.87),(16 20067.508),(17 20130.762),(18 20398.69),(19 20599.01),(20 20883.324),(21 20866.271),(22 20697.92),(23 20459.014),(24 20294.693),(25 20020.707),(26 20261.717),(27 20524.63),(28 20855.535),(29 20711.078),(30 20916.947),(31 20896.22),(32 20494.943),(33 20130.023),(34 20094.46),(35 19850.139),(36 20234.895),(37 20778.207),(38 21038.525),(39 21370.436),(40 21322.041),(41 20744.088),(42 20707.107),(43 20712.727),(44 20654.309),(45 20710.348),(46 20822.232),(47 20328.19),(48 20517.357),(49 20586.232),(50 20469.69),(51 20731.256),(52 20791.072),(53 20820.053),(54 20741.066),(55 20644.643),(56 20975.227),(57 21153.063),(58 21739.648),(59 21844.871),(60 21881.629),(61 22601.656),(62 22320.297),(63 21738.613),(64 21593.389),(65 21437.246),(66 21701.014),(67 21769.367),(68 22043.998),(69 21667.64),(70 22203.729),(71 21491.508),(72 22090.05),(73 22789.86),(74 22225.662),(75 22784.76),(76 22427.988),(77 22566.223),(78 22742.709),(79 22925.182),
(1 9224.867),(2 14327.494),(3 16247.55),(4 18335.066),(5 19793.047),(6 19613.05),(7 20065.893),(8 20768.1),(9 20387.898),(10 21052.164),(11 21587.566),(12 21521.375),(13 21338.89),(14 21118.705),(15 20359.465),(16 19772.865),(17 19736.72),(18 19798.379),(19 20033.762),(20 20569.348),(21 20485.742),(22 20141.732),(23 19979.22),(24 19637.041),(25 19821.76),(26 20130.357),(27 20327.502),(28 20239.303),(29 19730.049),(30 19848.479),(31 20393.773),(32 20314.871),(33 20045.39),(34 19603.934),(35 19415.104),(36 19654.383),(37 20327.486),(38 20524.201),(39 20533.555),(40 20947.104),(41 20755.492),(42 20137.97),(43 20481.56),(44 20329.53),(45 20274.35),(46 20482.049),(47 19978.488),(48 19881.162),(49 19916.629),(50 20113.21),(51 20431.283),(52 20832.422),(53 20491.133),(54 19979.643),(55 20131.836),(56 19928.072),(57 20394.66),(58 21376.824),(59 21570.713),(60 21621.623),(61 22057.166),(62 21572.563),(63 21282.7),(64 21380.123),(65 21593.115),(66 21528.508),(67 21885.738),(68 22403.467),(69 22010.139),(70 22261.729),(71 21776.44),(72 22194.373),(73 22996.477),(74 22074.871),(75 22260.674),(76 22250.672),(77 22612.342),(78 22677.727),(79 22506.809),
(1 8450.552),(2 12987.557),(3 14778.559),(4 17020.89),(5 18387.504),(6 18230.348),(7 18539.771),(8 19137.188),(9 18978.29),(10 19646.188),(11 20338.707),(12 20135.588),(13 20322.246),(14 20396.021),(15 19596.633),(16 18688.943),(17 18862.348),(18 18998.512),(19 19163.566),(20 19529.14),(21 19817.516),(22 19571.3),(23 19530.457),(24 19230.646),(25 19288.148),(26 19185.035),(27 19165.74),(28 19017.607),(29 18965.594),(30 19166.816),(31 19431.469),(32 19250.668),(33 19113.592),(34 18732.236),(35 18647.227),(36 18998.074),(37 19622.184),(38 19852.717),(39 19966.09),(40 20353.87),(41 19974.031),(42 19494.91),(43 19755.709),(44 19517.19),(45 19516.414),(46 19427.799),(47 19257.69),(48 19206.02),(49 19317.982),(50 19525.17),(51 19597.64),(52 19781.092),(53 19630.814),(54 19485.363),(55 19592.225),(56 19573.797),(57 20077.357),(58 21234.68),(59 20838.74),(60 21062.13),(61 21063.117),(62 20745.104),(63 20613.943),(64 20455.193),(65 20618.516),(66 20568.537),(67 20857.041),(68 21383.969),(69 21189.11),(70 21485.674),(71 21017.857),(72 20825.723),(73 21541.13),(74 21004.883),(75 21586.297),(76 21849.623),(77 21964.875),(78 22074.08),(79 21884.32),
(1 8667.484),(2 13220.37),(3 14859.299),(4 16828.729),(5 17791.023),(6 17773.438),(7 18685.377),(8 19597.37),(9 18956.76),(10 19573.895),(11 20032.693),(12 19680.451),(13 19940.795),(14 19967.486),(15 19127.316),(16 18503.53),(17 18747.818),(18 18667.258),(19 18709.506),(20 19033.385),(21 19517.508),(22 19238.959),(23 19133.41),(24 18692.037),(25 18780.736),(26 18835.025),(27 18742.99),(28 18721.197),(29 18587.947),(30 18987.475),(31 18840.662),(32 18647.105),(33 18554.596),(34 18095.445),(35 18235.79),(36 18491.738),(37 19171.535),(38 19605.299),(39 19946.355),(40 19738.201),(41 19777.771),(42 19698.373),(43 19412.87),(44 19310.955),(45 18982.557),(46 18883.76),(47 18939.557),(48 18999),(49 19246.68),(50 19244.244),(51 19401.867),(52 19607.766),(53 19807.26),(54 19519.432),(55 19445.92),(56 19445.8),(57 19356.975),(58 20303.246),(59 20390.414),(60 20217.576),(61 20679.428),(62 20081.07),(63 20310.438),(64 20049.834),(65 20562.893),(66 20813.61),(67 21137.352),(68 21479.973),(69 21152.662),(70 21065.262),(71 20675.734),(72 20400.299),(73 21659.705),(74 21319.822),(75 21516.105),(76 21779.355),(77 21845.225),(78 22075.584),(79 21555.527),
(1 8422.351),(2 12628.084),(3 14111.221),(4 15798.586),(5 16723.002),(6 17027.844),(7 17527.256),(8 18192.813),(9 18193.033),(10 19123.998),(11 19670.24),(12 19685.795),(13 19855.482),(14 19881.31),(15 19283.766),(16 18774.098),(17 18874.37),(18 18670.4),(19 18676.094),(20 18970.97),(21 19020.496),(22 18795.639),(23 18937.47),(24 18705.363),(25 18505.27),(26 18399.97),(27 18260.498),(28 18376.697),(29 18126.86),(30 18304.168),(31 18237.896),(32 18211.49),(33 18223.58),(34 17950.365),(35 18079.887),(36 18324.207),(37 19130.91),(38 19470.098),(39 19595.795),(40 19371.553),(41 19630.95),(42 19296.023),(43 19277.314),(44 19234.484),(45 18871.797),(46 19046.03),(47 18736.848),(48 18872.545),(49 18924.28),(50 19007.162),(51 19099.564),(52 19079.852),(53 19231.652),(54 19079.016),(55 18963.076),(56 18921.195),(57 18995.793),(58 19699.68),(59 19746.584),(60 19543.783),(61 19872.613),(62 19554.14),(63 19485.145),(64 19782.986),(65 20098.34),(66 20642.762),(67 20556.395),(68 20871.273),(69 20348.105),(70 20224.518),(71 20356.709),(72 20321.11),(73 21495.613),(74 20906.152),(75 21305.447),(76 21539.076),(77 21317.766),(78 21208.184),(79 20964.34),
(1 8219.328),(2 12209.689),(3 13738.776),(4 15179.294),(5 15980.705),(6 16497.611),(7 16767.934),(8 17529.166),(9 17646.205),(10 18309.174),(11 18779.527),(12 18863.744),(13 19092.352),(14 19139.338),(15 18313.93),(16 17785.465),(17 17859.953),(18 17969.145),(19 17848.08),(20 17826.12),(21 18028.867),(22 17650.373),(23 17645.395),(24 17923.076),(25 17773.123),(26 17510.404),(27 17254.898),(28 17540.514),(29 17152.053),(30 17249.826),(31 17525.654),(32 17646.8),(33 17531.15),(34 17284.88),(35 17349.996),(36 17603.822),(37 18354.055),(38 18452.738),(39 18502.426),(40 19039.28),(41 18813.76),(42 18858.86),(43 18947.496),(44 18722.986),(45 18446.82),(46 18389.111),(47 18431.723),(48 18541.068),(49 18662.55),(50 18879.385),(51 18835.705),(52 18890.438),(53 18722.885),(54 18637.707),(55 18627.713),(56 18529.254),(57 18598.84),(58 19027.432),(59 19198.998),(60 19081.6),(61 19065.61),(62 19122.979),(63 18849.602),(64 19218.836),(65 19488.238),(66 19841.639),(67 19788.496),(68 19911.5),(69 19898.293),(70 19750.057),(71 19886.129),(72 19674.129),(73 20499.379),(74 20345.363),(75 20791.752),(76 20872.246),(77 20296.83),(78 20168.8),(79 19961.385),
(1 7990.9077),(2 11909.305),(3 13268.945),(4 14631.749),(5 15500.097),(6 15943.037),(7 16208.323),(8 16754.02),(9 17087.527),(10 17884.586),(11 18297.477),(12 18531.582),(13 18749.65),(14 18705.785),(15 18116.988),(16 17691.217),(17 17785.105),(18 17822.816),(19 17648.148),(20 17825.15),(21 18267.941),(22 18045.95),(23 18092.393),(24 18093.416),(25 18079.582),(26 17818.406),(27 17756.73),(28 17651.02),(29 17641.18),(30 17440.701),(31 17493.494),(32 17663.643),(33 17469.387),(34 17240.318),(35 17215.684),(36 17270.385),(37 17944.818),(38 18278.193),(39 18385.729),(40 18609.504),(41 18457.943),(42 18392.53),(43 18359.121),(44 18250.508),(45 17838.37),(46 18158.201),(47 18168.867),(48 18212.559),(49 18345.752),(50 18801.955),(51 18803.2),(52 18620.666),(53 18696.07),(54 18542.863),(55 18385.861),(56 18308.326),(57 18579.727),(58 19187.342),(59 19319.826),(60 19000.367),(61 19035.19),(62 18933.633),(63 18959.98),(64 19184.813),(65 19457.695),(66 19902.53),(67 19531.418),(68 19595.09),(69 18950.309),(70 18883.133),(71 19421.521),(72 19363.69),(73 20084.459),(74 20141.03),(75 20077.816),(76 19955.295),(77 19537.023),(78 19844.615),(79 19815.393),
(1 7619.6343),(2 11050.471),(3 12490.595),(4 13870.176),(5 14599.029),(6 15049.172),(7 15195.034),(8 15607.604),(9 15925.665),(10 16788.844),(11 17381.057),(12 17393.18),(13 17351.059),(14 17231.943),(15 16838.527),(16 16515.08),(17 16705.549),(18 16760.361),(19 16814.17),(20 16923.602),(21 17305.254),(22 17005.342),(23 17025.277),(24 17267.545),(25 17160.752),(26 16898.1),(27 17003.822),(28 16886.887),(29 16821.951),(30 16446.574),(31 16533.49),(32 16475.49),(33 16436.283),(34 16343.697),(35 16399.299),(36 16399.578),(37 17004.287),(38 17351.346),(39 17310.438),(40 17536.531),(41 17782.549),(42 17712.352),(43 17885.957),(44 17625.727),(45 17322.627),(46 17690.945),(47 17504.904),(48 17805.885),(49 17530.748),(50 18171.678),(51 17963.719),(52 17721.99),(53 17841.904),(54 17472.414),(55 17224.008),(56 17101.193),(57 17537.498),(58 17819.023),(59 18117.965),(60 17810.549),(61 17873.479),(62 17564.424),(63 17671.402),(64 17967.307),(65 18048.451),(66 18536.354),(67 18140.49),(68 17869.373),(69 17639.242),(70 17742.92),(71 18322.943),(72 18509.602),(73 19209.578),(74 18822.168),(75 18633.361),(76 18907.008),(77 18846.963),(78 19171.336),(79 19248.393),
(1 7530.094),(2 10999.324),(3 12655.637),(4 14013.709),(5 14543.73),(6 15082.599),(7 14996.633),(8 15256.47),(9 15673.325),(10 16604.129),(11 17340.426),(12 17557.684),(13 17572.496),(14 17730.785),(15 17174.33),(16 16494.07),(17 16851.436),(18 17158.154),(19 16975.889),(20 17127.113),(21 17534.066),(22 17303.084),(23 17141.014),(24 17391.648),(25 17246.35),(26 17281.564),(27 17379.342),(28 17340.014),(29 16886.307),(30 16667.762),(31 16625.766),(32 16695.621),(33 16506.873),(34 16368.202),(35 16493.762),(36 16471.42),(37 16822.53),(38 16968.74),(39 16979.012),(40 17082.95),(41 17014.904),(42 17224.492),(43 17027.252),(44 16982.414),(45 17071.469),(46 17034.744),(47 17130.303),(48 17282.506),(49 17553.055),(50 17898.814),(51 17650.799),(52 17551.225),(53 17569.807),(54 17405.87),(55 17240.88),(56 17457.232),(57 17683.943),(58 18048.84),(59 18317.53),(60 18019.203),(61 18109.771),(62 17999.469),(63 18023.197),(64 18425.57),(65 18598.088),(66 18872.443),(67 18786.326),(68 18701.059),(69 18610.613),(70 18570.102),(71 18868.148),(72 18846.143),(73 19249.275),(74 18878.373),(75 19046.523),(76 19211.748),(77 18811.908),(78 19601.271),(79 19821.035),
(1 7331.5938),(2 10582.23),(3 12248.791),(4 13383.144),(5 13816.254),(6 14442.049),(7 14349.951),(8 14759.196),(9 15101.343),(10 15949.798),(11 16606.318),(12 16805.805),(13 16661.666),(14 16997.373),(15 16803.291),(16 16290.702),(17 16239.752),(18 16448.182),(19 16212.99),(20 16452.105),(21 16904.822),(22 16791.773),(23 16675.7),(24 16759.596),(25 16781.613),(26 16868.932),(27 16759.86),(28 16684.906),(29 16420.232),(30 16288.676),(31 16308.888),(32 16445.732),(33 16255.866),(34 15990.693),(35 16443.488),(36 16431.254),(37 16498.146),(38 16853.596),(39 16964.426),(40 16886.793),(41 16830.684),(42 17250.734),(43 17024.629),(44 17292.408),(45 17026.678),(46 17066.904),(47 16982.596),(48 17146.191),(49 17163.037),(50 17552.926),(51 17490.959),(52 17421.313),(53 17538.883),(54 17268.111),(55 17359.324),(56 17372.357),(57 17604.684),(58 17995.076),(59 18184.34),(60 18128.53),(61 17974.736),(62 17620.813),(63 17583.914),(64 17691.354),(65 17855.633),(66 18128.771),(67 18197.426),(68 18166.58),(69 17885.242),(70 18058.303),(71 17956.79),(72 17947.584),(73 18005.701),(74 17987.072),(75 18321.791),(76 18590.895),(77 18440.045),(78 19110.371),(79 19059.441),
(1 7180.0405),(2 10367.415),(3 11960.027),(4 12812.709),(5 13304.674),(6 13875.373),(7 13833.973),(8 14254.574),(9 14749.164),(10 15330.86),(11 15736.137),(12 16233.3),(13 16329.538),(14 16538.836),(15 16287.859),(16 15494.179),(17 15480.424),(18 15673.384),(19 15351.603),(20 15545.359),(21 15909.808),(22 15821.957),(23 15836.384),(24 16039.828),(25 16174.299),(26 16228.261),(27 15992.663),(28 15912.72),(29 15925.183),(30 15617.936),(31 15970.512),(32 15591.764),(33 15291.096),(34 15234.814),(35 15236.229),(36 15448.69),(37 15465.435),(38 15499.263),(39 15558.432),(40 15637.382),(41 15764.601),(42 16068.041),(43 15897.289),(44 15819.75),(45 15612.371),(46 16008.037),(47 15701.299),(48 15941.203),(49 15943.379),(50 16609.973),(51 16486.553),(52 16463.723),(53 16448.535),(54 16264.049),(55 16507.377),(56 16926.334),(57 16799.918),(58 17158.688),(59 17356.37),(60 17520.24),(61 17238.207),(62 16843.3),(63 16779.059),(64 16675.605),(65 16870.67),(66 17274.615),(67 17119.924),(68 17533.014),(69 16981.193),(70 17003.104),(71 16656.42),(72 16420.37),(73 16749.07),(74 17106.615),(75 17495.803),(76 17807.385),(77 17609.57),(78 17936.62),(79 18097.182),
(1 7031.7905),(2 10121.899),(3 11705.663),(4 12524.485),(5 13009.822),(6 13620.782),(7 13613.222),(8 14003.026),(9 14536.087),(10 15126.867),(11 15420.974),(12 15727.966),(13 15665.567),(14 15934.767),(15 15592.023),(16 15144.798),(17 15336.054),(18 15457.046),(19 15128.117),(20 15222.644),(21 15684.518),(22 15707.718),(23 15497.417),(24 15761.764),(25 16005.003),(26 15968.995),(27 15766.583),(28 15498.804),(29 15605.132),(30 15536.788),(31 15684.496),(32 15440.164),(33 15493.497),(34 15436.467),(35 15420.884),(36 15546.154),(37 15685.338),(38 15676.25),(39 15733.831),(40 15836.688),(41 15994.771),(42 16058.474),(43 16035.969),(44 15737.5625),(45 15700.298),(46 15918.439),(47 15768.562),(48 15953.921),(49 15998.119),(50 16357.028),(51 16443.746),(52 16357.367),(53 16369.315),(54 16356.669),(55 16347.73),(56 16908.857),(57 16998.434),(58 17394.686),(59 17419.041),(60 17624.557),(61 17156.219),(62 16963.773),(63 16694.32),(64 16621.79),(65 17140.174),(66 17383.035),(67 17541.559),(68 17385.47),(69 17226.648),(70 17153.814),(71 16717.115),(72 16757.053),(73 17342.428),(74 17673.324),(75 18037.795),(76 18253.258),(77 17995.861),(78 18218.21),(79 18252.076),
(1 7021.4595),(2 10061.416),(3 11377.619),(4 12345.183),(5 12524.198),(6 13098.888),(7 12972.994),(8 13301.786),(9 13871.252),(10 14360.925),(11 14711.88),(12 14910.661),(13 15013.705),(14 15272.555),(15 14957.25),(16 14619.546),(17 14788.427),(18 14919.862),(19 14710.458),(20 14657.443),(21 14885.495),(22 15008.019),(23 15073.631),(24 15286.097),(25 15434.436),(26 15416.087),(27 15063.18),(28 14729.198),(29 14739.912),(30 14608.159),(31 14892.323),(32 15011.926),(33 15209.577),(34 14988.394),(35 14878.587),(36 14872.786),(37 15168.609),(38 15039.397),(39 14803.107),(40 14994.248),(41 14942.928),(42 14959.454),(43 15146.937),(44 15070.729),(45 15269.291),(46 15201.016),(47 15392.42),(48 15374.604),(49 15387.392),(50 15540.578),(51 15834.714),(52 15590.662),(53 15757.157),(54 15527.111),(55 15752.887),(56 16324.957),(57 16677.605),(58 16736.516),(59 16750.031),(60 16478.184),(61 16389.58),(62 16317.333),(63 16447.936),(64 16684.799),(65 16671.096),(66 17224.56),(67 17046.105),(68 16754.53),(69 16595.557),(70 16196.315),(71 15941.302),(72 15933.739),(73 16323.906),(74 16621.686),(75 16999.316),(76 17045.578),(77 16845.627),(78 17033.932),(79 17286.857),
(1 7178.445),(2 10126.1455),(3 11468.104),(4 12351.444),(5 12454.324),(6 13251.1),(7 13311.077),(8 13092.6875),(9 13873.31),(10 14207.388),(11 14415.41),(12 14642.078),(13 14834.373),(14 14902.347),(15 14891.696),(16 14517.556),(17 14572.462),(18 14654.233),(19 14434.234),(20 14621.162),(21 15127.071),(22 15080.242),(23 15034.056),(24 15286.378),(25 15419.877),(26 15330.659),(27 15057.264),(28 14936.423),(29 14803.593),(30 14893.717),(31 15120.454),(32 14834.301),(33 14898.497),(34 14779.051),(35 14742.413),(36 14711.753),(37 14847.749),(38 14674.661),(39 14681.793),(40 14877.814),(41 14666.831),(42 14952.491),(43 14875.168),(44 14819.037),(45 14713.334),(46 14640.49),(47 14959.713),(48 14969.957),(49 14732.844),(50 15242.366),(51 15140.888),(52 15141.576),(53 15471.0205),(54 15348.126),(55 15526.112),(56 16257.836),(57 16381.482),(58 16670.783),(59 16569.768),(60 16417.764),(61 16372.786),(62 16270.994),(63 16327.612),(64 16583.61),(65 16710.514),(66 17191.18),(67 16963.303),(68 16994.502),(69 16736.648),(70 16864.09),(71 16704.195),(72 16713.18),(73 17262.727),(74 17312.268),(75 17469.584),(76 17458.479),(77 17125.314),(78 17281.049),(79 17579.021),
(1 6821.6924),(2 9675.301),(3 10908.743),(4 11656.332),(5 11809.517),(6 12831.175),(7 13014.923),(8 12826.08),(9 13466.865),(10 13721.568),(11 14188.356),(12 14426.828),(13 14187.879),(14 14554.97),(15 14746.263),(16 14207.004),(17 14135.956),(18 14361.089),(19 14193.919),(20 14143.97),(21 14628.0625),(22 14684.123),(23 14679.142),(24 15019.983),(25 15130.788),(26 15103.682),(27 14816.507),(28 14781.56),(29 14525.493),(30 14681.172),(31 14637.048),(32 14347.07),(33 14671.815),(34 14618.859),(35 14541.739),(36 14501.039),(37 14383.737),(38 14504.25),(39 14207.059),(40 14348.477),(41 14390.394),(42 14536.158),(43 14598.096),(44 14280.461),(45 14220.934),(46 14443.668),(47 14429.092),(48 14340.143),(49 14201.483),(50 14396.276),(51 14460.579),(52 14299.799),(53 14724.564),(54 14767.665),(55 15102.71),(56 15791.794),(57 15760.784),(58 16025.971),(59 15859.35),(60 15682.461),(61 15534.954),(62 15914.5205),(63 15911.79),(64 16242.356),(65 16514.852),(66 16316.982),(67 16270.3125),(68 16088.913),(69 15742.388),(70 15863.996),(71 15809.235),(72 15871.068),(73 16143.552),(74 16079.368),(75 16094.596),(76 15954.612),(77 15819.872),(78 16282.619),(79 16607.314),
(1 6717.546),(2 9546.756),(3 10725.849),(4 11490.544),(5 11727.672),(6 12413.043),(7 12537.503),(8 12518.712),(9 12992.83),(10 13450.224),(11 13702.568),(12 13836.264),(13 13770.664),(14 14223.266),(15 14181.35),(16 13748.87),(17 13668.748),(18 13989.562),(19 13811.606),(20 13968.922),(21 14417.599),(22 14518.096),(23 14328.782),(24 14555.845),(25 14714.041),(26 14744.137),(27 14378.806),(28 14321.376),(29 14044.234),(30 14080.966),(31 14132.491),(32 14085.645),(33 14231.266),(34 14099.38),(35 14164.072),(36 13954.96),(37 13813.286),(38 14298.037),(39 14167.568),(40 14440.659),(41 14388.804),(42 14204.725),(43 14369.018),(44 13841.759),(45 14069.943),(46 14087.954),(47 14033.771),(48 14244.156),(49 14074.5),(50 14046.395),(51 14124.405),(52 13703.111),(53 14420.499),(54 14453.297),(55 14779.161),(56 15115.63),(57 15150.874),(58 15457.384),(59 15369.681),(60 15220.288),(61 15241.24),(62 15376.909),(63 15713.214),(64 15930.104),(65 16011.812),(66 15809.689),(67 15455.813),(68 15386.756),(69 15549.175),(70 15484.001),(71 15672.486),(72 15818.3),(73 15898.896),(74 15787.377),(75 15842.991),(76 16031.186),(77 15806.626),(78 15934.838),(79 16219.073),
