1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1284482.6),(2 1485953.1),(3 513305.78),(4 1986681.9),(5 2424543.8),(6 1607201.4),(7 3200139.3),(8 3774000.8),(9 3135193.3),(10 4943810.5),(11 5499031),(12 4961428.5),(13 7014342),(14 7580462),(15 7074334.5),(16 9140571),(17 10081803),(18 9735067),(19 11537677),(20 12151601),(21 11683453),(22 13621967),(23 14487136),(24 14291944),(25 16368637),(26 17484720),(27 17669784),(28 20561816),(29 22148800),(30 22338860),(31 25439566),(32 27157520),(33 27479994),(34 30363214),(35 32064160),(36 32254894),(37 34817052),(38 36026612),(39 35470324),(40 37533510),(41 39025364),(42 38562556),(43 40978684),(44 42558820),(45 41941004),(46 44351356),(47 46451764),(48 46268892),(49 48804100),(50 50957664),(51 50482252),(52 52649010),(53 54414372),(54 54001412),(55 55982830),(56 57686284),(57 56772780),(58 59355468),(59 61342796),(60 60776800),(61 62839180),(62 65054748),(63 64006612),(64 65540850),(65 67728136),(66 66771748),(67 68693280),(68 70793510),(69 69768580),(70 71177480),(71 73487064),(72 72487096),(73 73743304),(74 76025620),(75 74529570),(76 75519670),(77 77942370),(78 76573650),(79 77161464),
(1 14556.152),(2 24105.732),(3 27410.38),(4 29065.844),(5 29996.887),(6 30726.846),(7 31106.885),(8 31919.87),(9 32561.803),(10 32741.875),(11 32829.16),(12 33903.523),(13 35419.203),(14 35751.59),(15 36550.5),(16 37589.035),(17 37900.008),(18 38705.957),(19 40019.734),(20 41114.21),(21 41557.676),(22 41637.992),(23 42392.68),(24 43633.105),(25 44038.74),(26 44277.02),(27 44792.15),(28 45861.348),(29 46252.383),(30 47135.332),(31 47236.965),(32 48370.145),(33 47944.164),(34 47854.367),(35 48038.387),(36 47742.098),(37 47354.02),(38 46985.953),(39 46814.367),(40 45728.184),(41 45677.41),(42 45595.28),(43 44778.926),(44 44365.926),(45 43928.965),(46 43807),(47 44043.88),(48 43337.395),(49 42545.02),(50 42253.688),(51 43335.87),(52 42704.066),(53 41336.3),(54 40573.51),(55 40548.82),(56 40420.188),(57 39650.563),(58 39267.55),(59 38747.617),(60 38595.484),(61 38858.613),(62 38756.71),(63 39017.637),(64 39408.27),(65 39529.793),(66 39677.723),(67 39779.19),(68 39551.375),(69 39606.523),(70 39469.332),(71 40063.426),(72 40329.668),(73 40237.125),(74 40605.56),(75 40494.617),(76 40725.31),(77 41011.61),(78 41618.117),(79 42208.465),
(1 14426.804),(2 23466.264),(3 26393.076),(4 28372.723),(5 29619.979),(6 30750.4),(7 31972.166),(8 32649.982),(9 33014.67),(10 33956.2),(11 34139.02),(12 34633.617),(13 35782.957),(14 36289.81),(15 37839.445),(16 38665.207),(17 39316.223),(18 39674.258),(19 40868.363),(20 43015.08),(21 42849.848),(22 42954.727),(23 43139.273),(24 44421.355),(25 44945.457),(26 45529.066),(27 46850.242),(28 47169.92),(29 47718.168),(30 48307.97),(31 48501.54),(32 48885.855),(33 48637.85),(34 49158.78),(35 49386.957),(36 48212.945),(37 47434.324),(38 47105.75),(39 47139.902),(40 46977.176),(41 46437.984),(42 45729.184),(43 45183.555),(44 45349.957),(45 45018.617),(46 44000.01),(47 43693.563),(48 43259.867),(49 42602.684),(50 43101.7),(51 42900.406),(52 41817.793),(53 40758.746),(54 40286.656),(55 40122.855),(56 40346.863),(57 40123.086),(58 40446.707),(59 39693.2),(60 38589.324),(61 38505.707),(62 38776.965),(63 38758.824),(64 38593.465),(65 39104.047),(66 39402.395),(67 39681.98),(68 39994.117),(69 39086.49),(70 39152.47),(71 39415.035),(72 39873.996),(73 40266.137),(74 40676.85),(75 40824.07),(76 41308.645),(77 41541.504),(78 42220),(79 42896.324),
(1 14355.872),(2 24153.809),(3 26329.492),(4 28166.262),(5 29877.465),(6 30819.953),(7 31292.346),(8 31146.309),(9 31918.559),(10 32884.965),(11 32722.715),(12 33094.43),(13 33769.49),(14 34622.89),(15 35569.99),(16 36275.934),(17 37219.836),(18 37890.297),(19 39276.18),(20 39919.367),(21 39789.465),(22 39972.836),(23 40041.656),(24 41207.55),(25 41744.19),(26 42753.133),(27 43192.32),(28 43807.816),(29 43542.184),(30 44279.44),(31 44720.098),(32 44751.586),(33 44550.81),(34 44672.156),(35 43905.41),(36 43570.297),(37 42772.117),(38 42294.15),(39 41576.27),(40 41527.36),(41 40879.395),(42 40595.395),(43 39769.58),(44 39274.125),(45 39365.7),(46 39238.11),(47 39180.832),(48 39098.625),(49 38648.813),(50 38031.848),(51 37738.434),(52 37257.33),(53 37492.49),(54 38187.316),(55 38321.867),(56 38708.61),(57 38129.84),(58 37736.13),(59 37106.23),(60 37728.633),(61 37731.613),(62 37641.59),(63 37647.734),(64 37767.117),(65 37900.477),(66 38021.63),(67 37994.95),(68 38408.207),(69 38051.133),(70 38348.08),(71 38326.215),(72 38128.23),(73 38558.44),(74 38700.484),(75 38385.664),(76 38344.215),(77 39249.36),(78 39943.04),(79 39834.867),
(1 13443.128),(2 22253.955),(3 25022.418),(4 27153.2),(5 28841.62),(6 29304.94),(7 29550.6),(8 30350.5),(9 30707.395),(10 31415.025),(11 31783.537),(12 32052.531),(13 33384.508),(14 34116.508),(15 34962.99),(16 35787.973),(17 36750.406),(18 36714.344),(19 37995.6),(20 39093.16),(21 39418.516),(22 40329.766),(23 40536.06),(24 42025.15),(25 42287.777),(26 42821.93),(27 43123.746),(28 43766.47),(29 43978.605),(30 44456.3),(31 44943.273),(32 45054.516),(33 45659.367),(34 46184.09),(35 45857.043),(36 45536.79),(37 44841.273),(38 43974.773),(39 44002.42),(40 43550.89),(41 43319.49),(42 43184.027),(43 42491.27),(44 41559.406),(45 41041.473),(46 40437.883),(47 40585.68),(48 40521.43),(49 39723.492),(50 38919.363),(51 38402.79),(52 38571.332),(53 38732.406),(54 38721.75),(55 38394.523),(56 37782.87),(57 36869.406),(58 37126.2),(59 36540.223),(60 36365.395),(61 36345.99),(62 36397.48),(63 36937.58),(64 37192.35),(65 36587.11),(66 36283.594),(67 36453.43),(68 36294.24),(69 36416.273),(70 36660.938),(71 36455.74),(72 36988.984),(73 36744.95),(74 36979.5),(75 37433.3),(76 37750.39),(77 38205.543),(78 38242.305),(79 37898.324),
(1 13346.146),(2 21186.852),(3 24342.088),(4 26081.49),(5 28199.06),(6 28879.754),(7 29215.041),(8 29867.12),(9 30319.908),(10 30888.578),(11 30676.477),(12 30593.238),(13 31528.6),(14 31507.227),(15 32855.83),(16 33341.313),(17 33537.414),(18 34785.94),(19 36065.875),(20 36852.844),(21 36461.977),(22 37209.74),(23 37164.117),(24 37711.273),(25 38051.883),(26 39018.61),(27 39907.527),(28 40891.977),(29 40795.785),(30 41666.06),(31 42563.64),(32 42993.836),(33 43348.633),(34 43218.066),(35 42866.824),(36 42424.57),(37 42246.113),(38 41523.06),(39 41414.723),(40 40858.113),(41 40365.527),(42 39715.14),(43 39548.81),(44 39324.79),(45 38492.926),(46 38104.28),(47 38332.34),(48 37420.418),(49 36406.113),(50 36013.73),(51 35623.6),(52 35504.074),(53 35930.734),(54 36251.465),(55 36364.684),(56 36347.14),(57 35907.31),(58 35691.027),(59 35548.484),(60 35129.973),(61 35142.805),(62 35634.453),(63 36333.69),(64 36264.047),(65 36063.145),(66 36245.797),(67 36407.523),(68 36284.855),(69 36087.68),(70 36308.082),(71 36501.52),(72 37290.3),(73 37205.88),(74 37243.27),(75 37550.445),(76 37547.71),(77 37816.797),(78 37981.438),(79 38389.215),
(1 13168.081),(2 20898.021),(3 24306.84),(4 26316.6),(5 27722.328),(6 28897.643),(7 29416.318),(8 29894.986),(9 30345.895),(10 30897.834),(11 31262.916),(12 31422.951),(13 32766.299),(14 33030.203),(15 34394.75),(16 35169.08),(17 34917.42),(18 35150.484),(19 35926.27),(20 36397.78),(21 36454.344),(22 37726.73),(23 37626.926),(24 38125.82),(25 39171.59),(26 39696.78),(27 40402.492),(28 40848.57),(29 41595.758),(30 42052.96),(31 43137.258),(32 43779.203),(33 42845.96),(34 43092.855),(35 43010.96),(36 42943.508),(37 43114.305),(38 42323.625),(39 41463.004),(40 40394.45),(41 40445.742),(42 39751.758),(43 38912.965),(44 38870.35),(45 38473.35),(46 38285.793),(47 38139.266),(48 37264.363),(49 36733.16),(50 36094.3),(51 36419.42),(52 35924.14),(53 36475.824),(54 36324.816),(55 36321.84),(56 36591.844),(57 36738.734),(58 36556.55),(59 35843.965),(60 35528.367),(61 35520.938),(62 35806.574),(63 36132.105),(64 36675.66),(65 36913.375),(66 36423.242),(67 36783.734),(68 37289.688),(69 37227.176),(70 37181.637),(71 37669.43),(72 37142.152),(73 36819.91),(74 36662.77),(75 36226.85),(76 36666.29),(77 36797.926),(78 36680.875),(79 37346.49),
(1 12854.386),(2 20595.299),(3 23194.113),(4 24265.613),(5 25515.99),(6 26491.348),(7 27115.371),(8 27563.68),(9 27588.037),(10 27767.803),(11 27632.38),(12 28649.05),(13 29455.953),(14 30163.93),(15 31617.826),(16 31860.799),(17 31954.16),(18 32268.563),(19 32971.184),(20 34024.285),(21 34278.777),(22 35177.664),(23 35783.58),(24 36123.168),(25 37140.285),(26 37275.69),(27 38049.043),(28 38580.7),(29 38487.84),(30 39217.426),(31 40150.168),(32 40997.137),(33 40825.484),(34 40899.883),(35 40514.953),(36 39829.984),(37 39450.516),(38 38957.906),(39 39155.19),(40 38559.137),(41 37767.3),(42 37376.586),(43 36843.813),(44 37098.574),(45 36872.637),(46 36716.496),(47 36667.664),(48 36380.813),(49 35930.98),(50 35663.836),(51 35270.26),(52 35030.027),(53 35272.176),(54 35645.863),(55 35792.547),(56 35640.258),(57 35480.94),(58 35605.14),(59 35455.645),(60 35075.023),(61 34818.152),(62 35074.62),(63 35259.723),(64 34861.14),(65 34967.99),(66 35080.5),(67 35121.082),(68 35890.414),(69 36419.055),(70 35979.41),(71 35957.824),(72 35980.176),(73 36102.848),(74 36210.598),(75 35819.215),(76 36240.617),(77 35732.285),(78 35695.37),(79 36447.344),
(1 12552.8955),(2 20176.113),(3 22611.867),(4 24189.668),(5 25546.523),(6 26467.637),(7 26547.88),(8 26697.78),(9 27237.98),(10 27319.898),(11 27734.436),(12 28493.049),(13 28782.133),(14 29266.785),(15 30845.387),(16 31373.848),(17 31221.182),(18 31673.102),(19 32021.162),(20 32365.863),(21 33152.082),(22 34285.86),(23 33916.17),(24 34249.703),(25 35152.805),(26 35356.64),(27 35843.965),(28 36889.973),(29 37668.324),(30 38285.26),(31 39252.06),(32 39172.227),(33 38821.246),(34 38856.605),(35 38599.17),(36 38073.957),(37 37709.215),(38 37609.96),(39 37478.16),(40 36777.098),(41 36059.938),(42 35739.742),(43 35182.99),(44 35185.26),(45 34839.504),(46 34793.984),(47 34293.676),(48 33960.996),(49 33682.363),(50 33123.953),(51 32726.926),(52 32691.145),(53 32617.066),(54 32631.07),(55 32843.613),(56 33000.703),(57 33438.68),(58 33921.375),(59 33414.047),(60 33290.97),(61 33248.3),(62 33178.65),(63 33141.387),(64 33009.688),(65 33007.234),(66 33384.97),(67 33431.934),(68 33874.53),(69 33823.76),(70 34462.004),(71 34386.418),(72 34144.52),(73 34302.715),(74 34492.875),(75 34868.72),(76 34739.46),(77 34238.906),(78 34193.24),(79 34935.55),
(1 12428.714),(2 19604.361),(3 22279.273),(4 23845.729),(5 24886.633),(6 26417.527),(7 26982.645),(8 26985.785),(9 27932.584),(10 28107.754),(11 27567.78),(12 27877.592),(13 28540.049),(14 29270.813),(15 30432.059),(16 30994.85),(17 30731.492),(18 31250.416),(19 31749.912),(20 32008.172),(21 31822.389),(22 32862.73),(23 32993.645),(24 33472.02),(25 34935.223),(26 35832.836),(27 36409.91),(28 37019.76),(29 37676.074),(30 38214.28),(31 39329.44),(32 40055.64),(33 39789.777),(34 39502.36),(35 38214.984),(36 38094.965),(37 37276.664),(38 37163.145),(39 37462.125),(40 36839.49),(41 36234.46),(42 36169.516),(43 35547.008),(44 35018.457),(45 34276.13),(46 34388.508),(47 33933.7),(48 33666.78),(49 33245.44),(50 32697.52),(51 32191.338),(52 32560.328),(53 32567.875),(54 32981.098),(55 33156.195),(56 33035.316),(57 32946.957),(58 32910.418),(59 33183.68),(60 33347.9),(61 33405.29),(62 34265.44),(63 34164.73),(64 33965.402),(65 33656.918),(66 33959.023),(67 34288.47),(68 34359.83),(69 33861.484),(70 33696.2),(71 33831.504),(72 34180.2),(73 34045.742),(74 34128.64),(75 34567.293),(76 34708.39),(77 35109.137),(78 35506.06),(79 35767.668),
(1 11548.171),(2 18538.23),(3 20881.377),(4 22209.77),(5 22981.535),(6 23479.133),(7 24260.355),(8 24618.557),(9 25013.287),(10 25404.277),(11 25034.945),(12 25686.148),(13 26647.967),(14 26971.807),(15 28146.99),(16 28583.268),(17 28682.451),(18 29259.69),(19 29963.004),(20 30997.04),(21 31296.979),(22 31595.861),(23 32322.086),(24 32800.152),(25 33828.74),(26 34000.055),(27 35049.133),(28 35212.957),(29 35775.168),(30 36490.28),(31 36709.1),(32 36869.074),(33 36652.027),(34 36321.992),(35 35757.16),(36 35685.055),(37 35164.086),(38 35078.117),(39 35279.895),(40 34414.004),(41 33989.496),(42 33708.684),(43 33598.926),(44 33046.914),(45 32339.703),(46 32133.756),(47 32204.26),(48 31881.47),(49 30966.412),(50 30382.229),(51 30279.496),(52 29631.543),(53 29758.643),(54 30070.488),(55 30831.719),(56 31275.523),(57 31331.154),(58 30883.012),(59 30821.63),(60 30420.947),(61 30527.217),(62 30295.842),(63 30392.406),(64 30035.574),(65 30406.104),(66 30844.201),(67 31186.576),(68 31650.285),(69 32040.307),(70 31861.914),(71 31916.023),(72 32125.951),(73 32198.727),(74 32520.69),(75 32635.445),(76 32285.95),(77 32239.426),(78 32505.475),(79 33013.7),
(1 11395.742),(2 17981.205),(3 20012.89),(4 21412.572),(5 22365.127),(6 22816.805),(7 23204.805),(8 23065.59),(9 23374.83),(10 24174.348),(11 23970.826),(12 24560.158),(13 25530.738),(14 26073.666),(15 27059.81),(16 27300.906),(17 27839.113),(18 28383.67),(19 29226.16),(20 29308.568),(21 30047.922),(22 30441.941),(23 29937.33),(24 30876.682),(25 32459.525),(26 32668.037),(27 33548.555),(28 33973.75),(29 34111.066),(30 34360.293),(31 34634.246),(32 35298.945),(33 35669.85),(34 35843.777),(35 35603.98),(36 35076.82),(37 34216.746),(38 33939.977),(39 33058.645),(40 32543.684),(41 32609.492),(42 32393.273),(43 32302.035),(44 32282.973),(45 31749.719),(46 31108.127),(47 30741.422),(48 29616.26),(49 29189.797),(50 29171.486),(51 29129.852),(52 28486.924),(53 28549.34),(54 28654.723),(55 29306.492),(56 29258.73),(57 28878.64),(58 28750.59),(59 29062.037),(60 29420.762),(61 29753.477),(62 29194.525),(63 29231.113),(64 29585.184),(65 29776.213),(66 30074.492),(67 30313.424),(68 30264.844),(69 30188.92),(70 30113.61),(71 30205.023),(72 30523.275),(73 30733.111),(74 30511.104),(75 30563.084),(76 30574.105),(77 30819.25),(78 31299.215),(79 31302.535),
(1 11412.123),(2 17848.791),(3 20277.654),(4 20911.832),(5 21735.418),(6 22599.027),(7 23175.564),(8 24113.764),(9 24219.082),(10 24059.377),(11 24508.5),(12 25052.463),(13 25206.273),(14 25776.445),(15 26550.129),(16 26431.16),(17 26942.924),(18 27822.063),(19 28276.502),(20 28185.979),(21 29131.215),(22 29687.582),(23 29838.361),(24 30986.21),(25 31763.781),(26 31311.246),(27 31910.98),(28 32363.268),(29 32161.502),(30 32911.535),(31 33343.043),(32 34096.33),(33 33965.332),(34 34137.56),(35 33437.39),(36 33221.207),(37 32731.852),(38 32633.133),(39 32926.566),(40 32358.54),(41 32066.275),(42 31845.178),(43 31781.488),(44 31020.8),(45 30726.424),(46 29929.178),(47 30283.557),(48 29623.822),(49 28979.832),(50 28689.88),(51 28724.578),(52 28353.139),(53 28509.688),(54 28589.28),(55 28889.764),(56 28980.951),(57 28702.518),(58 28329.518),(59 28215.82),(60 28760.094),(61 28804.291),(62 28021.658),(63 28462.188),(64 28452),(65 28630.336),(66 28702.227),(67 28798.207),(68 29606.508),(69 29429.63),(70 29496.047),(71 29492.16),(72 29749.12),(73 29486.926),(74 29581.633),(75 29585.951),(76 30091.768),(77 30621.633),(78 30529.133),(79 30868.443),
(1 11236.709),(2 17535.604),(3 19592.186),(4 20790.455),(5 21539.209),(6 22540.982),(7 23269.533),(8 23227.74),(9 23212.666),(10 23600.486),(11 23826.672),(12 24396.09),(13 24720.256),(14 25461.15),(15 26376.1),(16 26683.123),(17 27675.43),(18 28307.313),(19 28942.273),(20 29486.955),(21 29723.11),(22 30407.758),(23 30273.5),(24 31008.26),(25 31934.426),(26 31832.564),(27 32221.717),(28 32406.373),(29 32491.623),(30 33240.02),(31 34096.527),(32 34472.383),(33 34372.4),(34 33741.97),(35 33809.164),(36 33123.37),(37 32666.336),(38 31827.076),(39 31576.777),(40 31056.107),(41 31287.031),(42 31387.064),(43 30489.498),(44 30333.998),(45 29759.979),(46 29642.906),(47 29695.938),(48 28970.453),(49 28515.277),(50 28026.041),(51 27867.576),(52 27761.06),(53 27776.143),(54 28206.893),(55 28295.807),(56 28605.715),(57 28344.152),(58 28181.418),(59 28601.469),(60 28550.89),(61 27851.85),(62 27529.813),(63 27787.79),(64 27662.896),(65 27342.44),(66 27961.945),(67 28426.43),(68 28683.094),(69 28547.799),(70 29040.863),(71 29149.055),(72 29180.717),(73 29325.002),(74 29292.389),(75 29545.479),(76 29960.459),(77 30561.398),(78 31310.979),(79 31300.969),
(1 11068.995),(2 16848.285),(3 18593.088),(4 19923.127),(5 21092.195),(6 21658.49),(7 22487.324),(8 23121.158),(9 22900.404),(10 22922.709),(11 23922.197),(12 24095.613),(13 24671.17),(14 25483.08),(15 26116.854),(16 26513.736),(17 27207.408),(18 27765.584),(19 28509.186),(20 29059.64),(21 29182.979),(22 29847.512),(23 29768.453),(24 30386.658),(25 31233.014),(26 31682.533),(27 32067.973),(28 32680.252),(29 32456.576),(30 33140.78),(31 33244.316),(32 33533.348),(33 33649.254),(34 33271.98),(35 33389.723),(36 32941.58),(37 32297.135),(38 31373.814),(39 30933.514),(40 30632.541),(41 30463.854),(42 30554.305),(43 29978.979),(44 29341.072),(45 28949.965),(46 28363.008),(47 27985.262),(48 27708.69),(49 27261.328),(50 27138.135),(51 26484.363),(52 26676.56),(53 26873.871),(54 27093.178),(55 27273.688),(56 27712.518),(57 27444.941),(58 27231.152),(59 27102.738),(60 27519.771),(61 27639.473),(62 27706.871),(63 28244.232),(64 28148.365),(65 28019.787),(66 27996.004),(67 28116.621),(68 28738.06),(69 28660.137),(70 29102.516),(71 29505.928),(72 30045.836),(73 29901.148),(74 29740.75),(75 30265.152),(76 30381.258),(77 30697.482),(78 31185.16),(79 31575.89),
(1 10696.502),(2 16473.14),(3 18175.586),(4 19205.59),(5 19840.959),(6 20455.47),(7 21347.225),(8 21933.105),(9 22036.463),(10 22432.785),(11 23213.734),(12 23577.002),(13 24224.625),(14 24813.379),(15 26269.826),(16 26902.686),(17 27103.402),(18 27595.732),(19 28038.555),(20 28667.238),(21 28945.717),(22 29212.768),(23 29356.025),(24 30417.246),(25 31605.092),(26 31521.021),(27 31867.65),(28 32450.31),(29 32517.543),(30 33231.414),(31 33646.766),(32 33351.496),(33 33523.707),(34 33252.15),(35 32722.197),(36 31994.648),(37 31649.809),(38 31028.79),(39 30783.848),(40 30612.928),(41 30389.809),(42 30126.045),(43 29794.518),(44 28777.031),(45 28550.775),(46 28495.146),(47 27968.576),(48 26869.338),(49 25853.9),(50 26144.957),(51 26044.125),(52 26684.559),(53 26850.465),(54 27126.342),(55 27406.852),(56 27592.336),(57 27542.484),(58 27195.803),(59 27061.26),(60 27052.62),(61 27349.457),(62 27678.428),(63 27380.098),(64 27573.768),(65 27562.531),(66 27561.986),(67 28151.54),(68 28748.059),(69 28538.66),(70 29043.62),(71 29248.89),(72 29584.734),(73 29586.707),(74 29780.604),(75 30115.69),(76 30186.654),(77 30217.54),(78 30344.854),(79 30582.396),
(1 10602.168),(2 16248.39),(3 18260.594),(4 18997.473),(5 19907.309),(6 20122.998),(7 20799.742),(8 21589.834),(9 21846.027),(10 21828.73),(11 22126.63),(12 22620.232),(13 23108.055),(14 23877.867),(15 24863.287),(16 25349.78),(17 26038.922),(18 26702.86),(19 27286.656),(20 27995.502),(21 28592.893),(22 28757.848),(23 29146.742),(24 29972.766),(25 30566.742),(26 31004.88),(27 31465.184),(28 31791.816),(29 32333.906),(30 32655.77),(31 32675.912),(32 33365.85),(33 32910.83),(34 32437.967),(35 32032.523),(36 31212.002),(37 30569.533),(38 30053.117),(39 29972.666),(40 30047.5),(41 29725.232),(42 29461.863),(43 28776.727),(44 28285.475),(45 27761.943),(46 27533.604),(47 26960.004),(48 26024.592),(49 25203.17),(50 25016.295),(51 24957.746),(52 25067.047),(53 25471.566),(54 25746.248),(55 25899.09),(56 26042.861),(57 25813.738),(58 25548.932),(59 25420.434),(60 25584.586),(61 25478.387),(62 25907.248),(63 26027.03),(64 26370.99),(65 26477.824),(66 26650.05),(67 27026.412),(68 27114.363),(69 27259.334),(70 27922.578),(71 28160.883),(72 28124.705),(73 28540.525),(74 29126.303),(75 29533.521),(76 29426.549),(77 29626.92),(78 30204.24),(79 30426.895),
(1 10093.623),(2 15575.139),(3 17169.342),(4 18325.143),(5 18980.893),(6 19222.816),(7 19849.56),(8 20612.586),(9 20849.754),(10 21306.797),(11 21781.24),(12 21816.246),(13 22860.902),(14 23687.033),(15 25248.35),(16 26013.488),(17 26385.725),(18 26631.5),(19 27207.752),(20 28227.373),(21 28452.896),(22 28572.402),(23 29101.496),(24 29736.479),(25 30774.25),(26 31028.678),(27 31137.184),(28 31114.66),(29 31873.748),(30 32096.926),(31 31973.646),(32 32016.121),(33 31406.127),(34 31539.018),(35 30742.42),(36 30057.273),(37 29386.44),(38 29000.973),(39 28775.15),(40 28617.26),(41 28610.664),(42 28059.287),(43 27289.676),(44 26947.75),(45 26821.742),(46 26194.78),(47 25976.164),(48 25571.234),(49 24946.732),(50 25125.99),(51 24617.867),(52 24701.176),(53 24963.367),(54 25228.426),(55 24996.91),(56 25598.139),(57 25251.14),(58 24858.346),(59 24986.195),(60 24751.29),(61 25021.455),(62 25318.762),(63 25607.8),(64 26112.676),(65 25859.684),(66 25835.623),(67 25811.438),(68 25658.484),(69 26085.547),(70 26828.186),(71 27234.924),(72 27684.396),(73 27721.35),(74 27638.61),(75 28013.414),(76 28269.008),(77 28420.746),(78 28719.436),(79 28779.402),
(1 10130.769),(2 15086.793),(3 16455.342),(4 17650.457),(5 18294.777),(6 18491.572),(7 19068.994),(8 19733.816),(9 20243.182),(10 20429.998),(11 20804.227),(12 21200.352),(13 21984.781),(14 22898.94),(15 23710.738),(16 24355.092),(17 24644.28),(18 25375.426),(19 25994.334),(20 27119.982),(21 27334.977),(22 27520.754),(23 28025.537),(24 28798.037),(25 29038.258),(26 29473.566),(27 29870.396),(28 30165.502),(29 30918.877),(30 31311.67),(31 31158.89),(32 31676.83),(33 31133.996),(34 30406.537),(35 30236.8),(36 29418.363),(37 29070.7),(38 28823.727),(39 28299.594),(40 27561.502),(41 27237.586),(42 27266.545),(43 27241.85),(44 26388.7),(45 26199.363),(46 25617.271),(47 25475.918),(48 25040.117),(49 24675.71),(50 24481.28),(51 24028.078),(52 23816.967),(53 24269.344),(54 24457.783),(55 24431.988),(56 24948.66),(57 24641.229),(58 24743.563),(59 24869.902),(60 24882.775),(61 25228.531),(62 25212.13),(63 25466.063),(64 25487.008),(65 25701.219),(66 25892.559),(67 25896.807),(68 26071.049),(69 26384.156),(70 26940.998),(71 26875.146),(72 27022.693),(73 27050.385),(74 27009.373),(75 27139.367),(76 27400.445),(77 27858.2),(78 28572.395),(79 28639.643),
