1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11518.023),(2 27866.438),(3 58557.418),(4 86727.26),(5 126126.664),(6 164013.77),(7 210988.08),(8 249709.69),(9 295101.25),(10 331323.56),(11 375693.1),(12 413118.4),(13 459157.5),(14 493214.5),(15 527771.1),(16 558352.56),(17 589518.56),(18 613074.56),(19 644474.56),(20 671405.06),(21 709830.5),(22 749644),(23 795935.5),(24 837109),(25 889905.7),(26 937274.8),(27 994290.8),(28 1053277.9),(29 1129710),(30 1205322.9),(31 1283194),(32 1354990.9),(33 1433190.6),(34 1501605.6),(35 1577128),(36 1646905.6),(37 1730749.1),(38 1801161.4),(39 1870423.9),(40 1936761.4),(41 2007904),(42 2066768.6),(43 2118873.8),(44 2156081.8),(45 2207587.3),(46 2244139),(47 2279128),(48 2289752),(49 2313054.8),(50 2318004),(51 2316769.5),(52 2300502),(53 2290397.3),(54 2265740.3),(55 2248108.8),(56 2217189.3),(57 2199817.8),(58 2163334.8),(59 2148428),(60 2137083),(61 2132980.3),(62 2121107),(63 2127634.8),(64 2119232.5),(65 2133682.8),(66 2132127.3),(67 2133703),(68 2118710.8),(69 2137657),(70 2138164.8),(71 2163702),(72 2180455.8),(73 2221137.3),(74 2240845.8),(75 2279313.8),(76 2305632.8),(77 2363741.3),(78 2395085.3),(79 2463351.3),
(1 19308.893),(2 71267.086),(3 148408.78),(4 243263.72),(5 350019.53),(6 460495.88),(7 567249.7),(8 668098.25),(9 760979),(10 842748.56),(11 912080.2),(12 968599.8),(13 1010871.4),(14 1040067.6),(15 1057008.1),(16 1063894.4),(17 1059291.8),(18 1048754.5),(19 1029713.6),(20 1002911.3),(21 974442.25),(22 943812.6),(23 914245.44),(24 887951.3),(25 866571.1),(26 848359.3),(27 835562.5),(28 828639.4),(29 824020.44),(30 825324.06),(31 829790.56),(32 835581.6),(33 842676.6),(34 850841.94),(35 858633.06),(36 865040.4),(37 871648.06),(38 873485.5),(39 873790.94),(40 873517.5),(41 872496.4),(42 871697.3),(43 870744.7),(44 869658.1),(45 870715.4),(46 871652.2),(47 874160.06),(48 877028),(49 880894.06),(50 883136.56),(51 881971.44),(52 881699.2),(53 880411),(54 878499.6),(55 875962.75),(56 871764.2),(57 866118.4),(58 863739.44),(59 862291.1),(60 861664.56),(61 859168.9),(62 856205.44),(63 852040),(64 851129.7),(65 851826.7),(66 856287.44),(67 861220.06),(68 866083.4),(69 870018.4),(70 874032.7),(71 875076.25),(72 875100.06),(73 872375.8),(74 868587),(75 864812.06),(76 859846.75),(77 856163.1),(78 853517.25),(79 849279.4),
(1 16816.326),(2 61640.484),(3 127284.875),(4 207101.78),(5 295316.44),(6 386601.88),(7 475334.8),(8 559851.3),(9 636136.9),(10 701709.5),(11 755153.3),(12 796202.8),(13 825030.75),(14 841141.5),(15 846719.4),(16 842953.9),(17 830826.4),(18 815282.7),(19 797557),(20 775918.5),(21 755390.1),(22 736557.44),(23 719125.2),(24 703996),(25 692850.25),(26 683176.25),(27 675229.6),(28 669001.1),(29 665064.6),(30 662130.4),(31 660220.3),(32 660253.94),(33 663001.3),(34 670061.25),(35 678066.75),(36 686268.56),(37 696035.44),(38 704728.25),(39 712262.8),(40 719663.4),(41 727748.56),(42 736085.8),(43 743065.6),(44 752761.25),(45 761471.75),(46 770483.6),(47 778376.4),(48 785523.1),(49 792060.4),(50 800602.8),(51 807626.4),(52 816586.7),(53 827216.3),(54 838598.44),(55 849444.25),(56 859469.6),(57 869130.06),(58 877401.3),(59 883746.7),(60 886897.6),(61 887334.44),(62 883149.8),(63 871957.6),(64 858329.5),(65 842219.3),(66 823627.44),(67 804969.44),(68 788924.56),(69 776754.06),(70 766786.9),(71 757364.56),(72 747291.44),(73 737811.3),(74 726815.2),(75 718025.25),(76 712047.8),(77 711524.8),(78 715778.7),(79 723720.5),
(1 19138.932),(2 70092.68),(3 145428.75),(4 237862.25),(5 341688.97),(6 452372.66),(7 562003.44),(8 666946.2),(9 761913.8),(10 844234.7),(11 913179.75),(12 967352.3),(13 1007198.5),(14 1029906.2),(15 1036107.5),(16 1026101.3),(17 1004482.8),(18 978254),(19 949130.2),(20 915899.06),(21 884017.5),(22 853957.3),(23 827831.2),(24 804040.06),(25 783639.94),(26 768568.56),(27 756134.3),(28 747540.7),(29 742842.44),(30 742004.5),(31 745354.8),(32 749017),(33 758374.3),(34 771679.94),(35 790234),(36 812410.2),(37 838897.25),(38 866763.56),(39 896144),(40 920995.2),(41 942185.8),(42 959048),(43 969238.25),(44 976288.06),(45 976648.94),(46 970277.7),(47 959480.5),(48 945853.56),(49 930584.2),(50 914985.2),(51 897367.7),(52 879750.8),(53 865926.5),(54 855384.8),(55 848914.7),(56 843157.44),(57 836850.2),(58 830564.2),(59 825329.8),(60 819514.25),(61 816319.06),(62 815099.2),(63 813738.2),(64 812634),(65 809812),(66 806828.7),(67 805048),(68 801608.3),(69 798753.7),(70 794572.75),(71 788541.94),(72 780978),(73 775091.75),(74 769795.94),(75 768527.3),(76 772822.44),(77 784033.5),(78 800522.2),(79 820096.8),
(1 15643.119),(2 56623.64),(3 115385.95),(4 185602.97),(5 262022.34),(6 340862.03),(7 418275.97),(8 490842.84),(9 557224.44),(10 613936.56),(11 659963.94),(12 691707.25),(13 713958.9),(14 724273.8),(15 722342.94),(16 712593),(17 697191.25),(18 679149.3),(19 660054.3),(20 641691.56),(21 624504.2),(22 611369.25),(23 602343),(24 597356.7),(25 596572.44),(26 599388.8),(27 603238.25),(28 608747.2),(29 614723.2),(30 622282.2),(31 636152.06),(32 652342.06),(33 671702.06),(34 691898.25),(35 710168.6),(36 727825.1),(37 743929.5),(38 756148.9),(39 766005.4),(40 773160.1),(41 775915.4),(42 776239.7),(43 773054.3),(44 767741.8),(45 758071.56),(46 745687.6),(47 733483),(48 725217.56),(49 721163.1),(50 721069.7),(51 723564.5),(52 729636.5),(53 736336.75),(54 743157.56),(55 751998.3),(56 758150.9),(57 760511.1),(58 758562.8),(59 754165),(60 747546.25),(61 739948.4),(62 733372.06),(63 724364.9),(64 714520),(65 707530.6),(66 706016.06),(67 709144.3),(68 718137.3),(69 731656.5),(70 745986.44),(71 758813.44),(72 770681.8),(73 779461.06),(74 787908.44),(75 795643.75),(76 804099.75),(77 812212.1),(78 821825.7),(79 830250.2),
(1 14755.193),(2 53718.902),(3 110766.78),(4 179745.7),(5 256898.55),(6 338150.9),(7 420324.47),(8 500644.6),(9 574918.1),(10 643242.75),(11 700944.5),(12 747132.25),(13 783088.6),(14 807198.44),(15 821397.8),(16 823656.9),(17 816533.44),(18 800819.4),(19 780947.6),(20 756704.2),(21 730329.56),(22 703124.2),(23 674571.8),(24 646208.44),(25 618996.6),(26 595238.56),(27 575739.1),(28 561028.9),(29 552426.25),(30 548209.5),(31 545899.8),(32 546890.2),(33 551794.7),(34 559746.4),(35 568122.75),(36 576586.4),(37 585874.5),(38 592745.5),(39 598496.06),(40 602062.25),(41 601446.94),(42 598535.75),(43 595181.94),(44 590775.75),(45 586001.8),(46 579457),(47 575468.3),(48 572654.06),(49 571666.44),(50 574158.7),(51 581891.75),(52 590296.94),(53 599041.3),(54 607818.2),(55 617401.56),(56 625592.2),(57 629831),(58 629672.06),(59 626574.8),(60 622698),(61 617029.9),(62 611349.6),(63 606788.7),(64 597760.3),(65 586325.25),(66 576767.94),(67 572106.6),(68 570247.1),(69 572279.3),(70 576483),(71 584359.06),(72 596449.8),(73 608643.4),(74 621211),(75 633111.94),(76 642557.75),(77 652201.25),(78 659722.7),(79 665243),
(1 12886.128),(2 46598.17),(3 94879.37),(4 151345.45),(5 211561.92),(6 272755.9),(7 332662.2),(8 390062.84),(9 443993.53),(10 491828.47),(11 532849.25),(12 565488.94),(13 588932.94),(14 601278),(15 605253.8),(16 600384.06),(17 589608.1),(18 574638.1),(19 555432.8),(20 533922.25),(21 512850),(22 493380.1),(23 476669.78),(24 464557.03),(25 456093.3),(26 452444.38),(27 456232.6),(28 465860.75),(29 483226.5),(30 506962.97),(31 533534.8),(32 563354.1),(33 590874.5),(34 614968.75),(35 632889.2),(36 643644.2),(37 647389.8),(38 643940.3),(39 637137.6),(40 627533.25),(41 615709.9),(42 603128.06),(43 592209.44),(44 584703.4),(45 579714.7),(46 578263.44),(47 582214.2),(48 590057.2),(49 600225.9),(50 613115.56),(51 626369.75),(52 636405.25),(53 641972.8),(54 643261.8),(55 642911.4),(56 638929.6),(57 631641.44),(58 622623),(59 614733.8),(60 606687.6),(61 598858.94),(62 591656.6),(63 586761.5),(64 583482.9),(65 580197.44),(66 577191.1),(67 577917.2),(68 581108.5),(69 586625.5),(70 592575.5),(71 598221.8),(72 602294.7),(73 604962.6),(74 603795.4),(75 599829),(76 593992.3),(77 588500),(78 580989.44),(79 574291.6),
(1 13658.644),(2 48511.164),(3 98552),(4 157827.16),(5 221558.98),(6 285079.5),(7 344440.2),(8 397199.72),(9 443465.2),(10 480749.16),(11 508722.16),(12 526966.8),(13 536052.56),(14 538257.56),(15 534337.8),(16 525376),(17 514207.78),(18 501562.06),(19 488240.88),(20 475960.38),(21 465333.66),(22 456173.8),(23 447042.53),(24 439707.3),(25 434608.47),(26 431109.1),(27 432460.7),(28 436406.8),(29 444824.13),(30 456556.84),(31 468920.13),(32 481131.06),(33 491727.16),(34 499262.56),(35 502987.47),(36 503844.06),(37 502513.47),(38 498827.78),(39 493572.66),(40 488656.9),(41 487380.7),(42 489413.88),(43 496094.53),(44 506568.8),(45 519602),(46 534919.8),(47 552465.6),(48 571177.44),(49 588663.44),(50 604818),(51 618243.06),(52 627722.7),(53 631984.9),(54 631838),(55 629342),(56 623731.6),(57 616504.1),(58 609296),(59 602467.06),(60 594787.6),(61 588151.44),(62 582746.6),(63 577653.75),(64 571433.1),(65 566215.4),(66 561454.1),(67 557528.8),(68 553494),(69 549786.2),(70 547332.56),(71 546166.6),(72 547691.1),(73 548559.8),(74 547903.3),(75 546601.3),(76 544138.25),(77 543070.1),(78 543443.5),(79 543961.6),
(1 13347.717),(2 47863.36),(3 97561.64),(4 156590.45),(5 221511.13),(6 288228.75),(7 352544.06),(8 409744.9),(9 458266.03),(10 496656.78),(11 523412.97),(12 539764.25),(13 545426.8),(14 541539.2),(15 531948.25),(16 516467.13),(17 499344.06),(18 482009.8),(19 463830.66),(20 446362.88),(21 430943.88),(22 419778.88),(23 410424.38),(24 407486.53),(25 408484.22),(26 413115.28),(27 422204.94),(28 432383.88),(29 443294.13),(30 454536.56),(31 465774.5),(32 474087.03),(33 481421.34),(34 485922.9),(35 487444.3),(36 487375.66),(37 486332.44),(38 483687.56),(39 480459.84),(40 476561.97),(41 474308.34),(42 472605.5),(43 474213.94),(44 480168.53),(45 488097.78),(46 496072),(47 506891.22),(48 519110.5),(49 531068.3),(50 541252.8),(51 550340.4),(52 556685.2),(53 558296.06),(54 556263.25),(55 551492.56),(56 546615.2),(57 542091.8),(58 537509.75),(59 532803.56),(60 527750.2),(61 524118.5),(62 521094.34),(63 520564.3),(64 521793.06),(65 523978.38),(66 526505.56),(67 530253.25),(68 534321.5),(69 540765.25),(70 549419.25),(71 558674.5),(72 566579.1),(73 571497.7),(74 573730.25),(75 573712.4),(76 569754.3),(77 562516.25),(78 554571.3),(79 545455.5),
(1 11307.67),(2 40263.68),(3 81428.87),(4 128261.516),(5 177266.13),(6 225881.78),(7 272491.75),(8 314739.03),(9 351554.44),(10 381137.1),(11 402845.06),(12 415956.1),(13 421528.8),(14 420460.16),(15 414827.28),(16 407548.53),(17 399568.03),(18 389907.03),(19 379142.16),(20 368073.63),(21 356872.97),(22 347358.63),(23 337973.78),(24 330807.75),(25 325801.44),(26 322878.06),(27 322780.7),(28 325506.06),(29 330795.44),(30 338646.94),(31 346845.56),(32 354445.9),(33 362049.53),(34 369756.84),(35 377001.03),(36 383700.84),(37 390390.44),(38 396790.84),(39 404666.13),(40 412528.9),(41 421180.53),(42 429242.56),(43 437523.5),(44 445361.38),(45 452952.53),(46 458469.2),(47 464565.78),(48 470164.53),(49 475977.8),(50 482859.1),(51 491496.9),(52 498435.56),(53 501812.2),(54 503073.47),(55 500163.8),(56 495652.72),(57 490335.4),(58 485847.16),(59 480981.75),(60 475232.6),(61 467565.13),(62 461474.25),(63 454367.9),(64 449589.6),(65 446261.63),(66 441608.75),(67 439327.94),(68 439406.75),(69 441686.16),(70 445125.8),(71 448127.75),(72 451710.16),(73 454329.2),(74 457551.75),(75 461630.3),(76 463984.53),(77 466461.13),(78 468809.97),(79 469519.25),
(1 11332.584),(2 39902.992),(3 80125.88),(4 125703.57),(5 174286.97),(6 224356.89),(7 273301.2),(8 320294.88),(9 365197.66),(10 407769.75),(11 445182.88),(12 472268.8),(13 490127.72),(14 497239.28),(15 497333.97),(16 493833.13),(17 488529.38),(18 478972.22),(19 465798.38),(20 451831.28),(21 437137.38),(22 424059.7),(23 412696.13),(24 402803.66),(25 395634.47),(26 391145.13),(27 390875.66),(28 393129.38),(29 394909.38),(30 396323.94),(31 395056.9),(32 391332.97),(33 387020.38),(34 381878.22),(35 375603.7),(36 372418.9),(37 371670.2),(38 371949.6),(39 373630.94),(40 375334.88),(41 377567.22),(42 380515.53),(43 383177.53),(44 385696.47),(45 388836.66),(46 392104.06),(47 393893.8),(48 395127.4),(49 393821.88),(50 393133.53),(51 393117.78),(52 393456.13),(53 393193.13),(54 393605.06),(55 393823.88),(56 394647.1),(57 396161.78),(58 397349.44),(59 396548.53),(60 394820.4),(61 392722.28),(62 390008.78),(63 385523.88),(64 382156.66),(65 381468.06),(66 381509.2),(67 384822.56),(68 389809.88),(69 395433.72),(70 401123.13),(71 403994.97),(72 405685),(73 405550.78),(74 406575.9),(75 406858.97),(76 404604),(77 399095.9),(78 391933.72),(79 384129.7),
(1 11911.849),(2 42089.35),(3 83814.63),(4 130498.51),(5 177587.23),(6 222813.44),(7 263602.56),(8 298128),(9 325241.4),(10 345411.16),(11 357424.25),(12 362822.16),(13 364659.88),(14 364452.66),(15 363592.72),(16 362933.9),(17 361726.5),(18 357716.53),(19 350854.8),(20 342261.56),(21 333295.28),(22 326471.34),(23 322954.34),(24 323012.47),(25 325493.63),(26 328853.13),(27 332937.56),(28 338510.44),(29 342654.13),(30 345124.8),(31 346675.84),(32 349027.9),(33 351176.5),(34 352043.06),(35 351496.97),(36 351292.44),(37 351045.4),(38 351324.34),(39 352773.25),(40 354183.9),(41 357358.56),(42 360757.66),(43 362506.44),(44 362856.6),(45 361367.22),(46 359228.63),(47 355143.1),(48 349101.7),(49 342351),(50 335665.7),(51 330931.6),(52 327243),(53 325123.34),(54 325308.66),(55 325460.34),(56 328221),(57 333138.4),(58 339691.9),(59 347746.34),(60 355678.34),(61 362199.34),(62 366555.56),(63 368566.34),(64 369652.47),(65 370406.16),(66 370869.44),(67 369982.8),(68 369816.84),(69 369906.88),(70 369526.38),(71 366183.03),(72 361138.94),(73 355908.47),(74 350720.22),(75 344551.13),(76 339240.6),(77 334080.13),(78 330259.97),(79 327783.8),
(1 12925.974),(2 45546.934),(3 91116.97),(4 142086.22),(5 192963.6),(6 240086.39),(7 281066.75),(8 313081.4),(9 336347.38),(10 350635.3),(11 358811.13),(12 362048.6),(13 361641.7),(14 361450.6),(15 360107.94),(16 358142.1),(17 355838.16),(18 351495.66),(19 344917.8),(20 336740.53),(21 327499.97),(22 319008.78),(23 312591.5),(24 308141.9),(25 306895.75),(26 308827),(27 314701.13),(28 324723.56),(29 334875.16),(30 342862.6),(31 348551),(32 352013.3),(33 354231.94),(34 353561.56),(35 349022.4),(36 343772.88),(37 337810.06),(38 333344.88),(39 332101.22),(40 332087.6),(41 333978.28),(42 336438.34),(43 337479.47),(44 337571.25),(45 336654.13),(46 334744.06),(47 330685.6),(48 325701.53),(49 318490.1),(50 310770.66),(51 304867.47),(52 300969.88),(53 301882.28),(54 306321.5),(55 313344.7),(56 323810.94),(57 338091.78),(58 353206.72),(59 367759.4),(60 379221.84),(61 386499.13),(62 389708.88),(63 389556.16),(64 386139.16),(65 379673.1),(66 370227.47),(67 359286.66),(68 349892.63),(69 340585.47),(70 332445.34),(71 325431.66),(72 319215.44),(73 314883.38),(74 313093.03),(75 314599.03),(76 318660.38),(77 325704.13),(78 333916.72),(79 341523.44),
(1 11955.814),(2 42991.234),(3 87445.64),(4 137987.02),(5 189300.19),(6 237290.66),(7 279282.8),(8 313744.7),(9 338856.25),(10 354046.94),(11 359579.97),(12 355902.28),(13 344477.53),(14 329770.44),(15 315774.97),(16 304270.16),(17 294422.38),(18 286764.25),(19 283502.53),(20 284415.6),(21 287270.16),(22 292931.16),(23 299710.6),(24 307082.84),(25 314031.34),(26 320726.34),(27 326334.56),(28 333910.6),(29 341799.34),(30 348613.88),(31 355507.9),(32 361091.03),(33 365334.4),(34 367121.66),(35 365716.8),(36 362149.22),(37 357754.06),(38 352384.06),(39 346726.6),(40 340842.2),(41 335179.6),(42 329947.28),(43 324770.47),(44 320260.4),(45 317405.1),(46 315614.78),(47 314568.25),(48 314719.97),(49 316199.13),(50 318350.16),(51 321041.06),(52 324945.47),(53 331217.53),(54 338045.13),(55 346080.38),(56 354435.4),(57 363008.97),(58 371797.9),(59 379198.1),(60 382481.28),(61 381611.4),(62 377193.38),(63 368253.3),(64 357937.78),(65 346804),(66 335474.16),(67 324069.94),(68 314169.84),(69 303781.88),(70 294040.72),(71 286111.8),(72 281096.13),(73 278653.06),(74 278769.9),(75 282025.56),(76 288578.47),(77 298278.25),(78 310020.47),(79 322550.4),
(1 11946.249),(2 41563.086),(3 82294.11),(4 127596.695),(5 173754.5),(6 217730.03),(7 258329.16),(8 293023.4),(9 319513.2),(10 336717.3),(11 344495.8),(12 345093.1),(13 342466.25),(14 336312.5),(15 326946.38),(16 316986.53),(17 306039.75),(18 295407.88),(19 284281.75),(20 275534.6),(21 269387.5),(22 265284.7),(23 265188.47),(24 267915.16),(25 273719.47),(26 281358.78),(27 290311.4),(28 299216.44),(29 306091.47),(30 311528.84),(31 315493),(32 318518.94),(33 318566.6),(34 315186.84),(35 309011.03),(36 300963.56),(37 291853.94),(38 284373.34),(39 280239.56),(40 280180.84),(41 282558.2),(42 285453.9),(43 289042.5),(44 291204.13),(45 292850.2),(46 294446.84),(47 295006.6),(48 296250.78),(49 297458.2),(50 299281.9),(51 301165.44),(52 303015),(53 307206.78),(54 312141.44),(55 317791.66),(56 324988.6),(57 333526.03),(58 341127.5),(59 346767.78),(60 348248.28),(61 348056.16),(62 346344.3),(63 343714.5),(64 339757.2),(65 334931.5),(66 328066.44),(67 319859.75),(68 312998.1),(69 308640.13),(70 305234.84),(71 302515),(72 300383.34),(73 297503.4),(74 294678.84),(75 293329.8),(76 293905.88),(77 296061.9),(78 298587.88),(79 301597.03),
(1 11825.556),(2 41687.03),(3 83389.95),(4 128885.82),(5 174166.66),(6 215301.25),(7 249723.75),(8 277680.38),(9 297837.88),(10 310255.75),(11 314160.1),(12 311365.63),(13 302828.53),(14 291582.8),(15 280458.22),(16 269666.8),(17 259129.22),(18 248348.8),(19 238986.27),(20 232544.8),(21 231170.33),(22 233936.88),(23 239711.7),(24 244781.73),(25 249164.36),(26 253644.48),(27 259514.81),(28 265753.9),(29 271542.44),(30 276680.1),(31 280105.38),(32 282440.5),(33 282394.38),(34 281395.6),(35 278535.16),(36 274909.25),(37 271100.06),(38 268377.44),(39 268108.47),(40 268364.7),(41 267896.34),(42 267108.53),(43 265078.75),(44 261971.52),(45 258728.81),(46 255909.67),(47 254049.44),(48 252896.42),(49 251666.69),(50 251033.22),(51 250634.03),(52 250415.7),(53 250001.83),(54 249288.02),(55 249324.05),(56 250061.63),(57 251815.19),(58 252997.44),(59 253232.72),(60 251312.95),(61 248433.77),(62 245105.45),(63 241918.5),(64 239940.5),(65 238982.27),(66 237022.38),(67 233813.17),(68 230934.14),(69 229991.28),(70 231248.38),(71 232800.16),(72 235254.44),(73 240408.27),(74 246951.72),(75 253281.11),(76 259065.08),(77 264926.03),(78 269512.28),(79 273000.9),
(1 12279.332),(2 42459.547),(3 83174.96),(4 126879.45),(5 169509.97),(6 207935.38),(7 240134.3),(8 266058.78),(9 285804.9),(10 300788.22),(11 311178.03),(12 316718.63),(13 318455.75),(14 316590.56),(15 310980.88),(16 302835.5),(17 294098.56),(18 285550.7),(19 278205),(20 273012.56),(21 270209.66),(22 270022.97),(23 271580.28),(24 274403.84),(25 278225.25),(26 282516.38),(27 286233.25),(28 289158.7),(29 290249.2),(30 290253.13),(31 287945.56),(32 284507.63),(33 280987.63),(34 277494.16),(35 274180.38),(36 272149.63),(37 270570.7),(38 269821.38),(39 270369.25),(40 271921.16),(41 273576),(42 274011.13),(43 273138.4),(44 271445.28),(45 269397.3),(46 266958.84),(47 263791.84),(48 261185.38),(49 259780.98),(50 260630.47),(51 261523.5),(52 261060.17),(53 260477.16),(54 260844.84),(55 262684.56),(56 266376.63),(57 269177.44),(58 271124.13),(59 270194.4),(60 268758.16),(61 266727.1),(62 264698.3),(63 262933.22),(64 261103.7),(65 260849.64),(66 260386.22),(67 258427.72),(68 254884.33),(69 251272.17),(70 248987.64),(71 247367.02),(72 247686.22),(73 250332.98),(74 254984.28),(75 260168.88),(76 265214.47),(77 268209.9),(78 270587.16),(79 270917.03),
(1 11530.941),(2 40606.37),(3 80148.92),(4 122988.836),(5 164442.1),(6 201791.94),(7 233481.03),(8 258287.17),(9 276215.44),(10 287481.47),(11 292792.38),(12 293153),(13 290120.5),(14 286015.66),(15 280991.97),(16 276037.63),(17 271771.34),(18 267869.63),(19 264409.84),(20 262136.61),(21 261397.75),(22 262115.94),(23 264416.66),(24 267108.72),(25 269860.88),(26 272127.5),(27 275240.56),(28 277151.84),(29 278566.38),(30 278296.16),(31 275992.22),(32 272940.06),(33 269148.8),(34 264565.13),(35 260156.83),(36 256195.92),(37 252825.44),(38 248672.39),(39 245917.14),(40 244167.17),(41 242617.92),(42 241218.94),(43 240899.11),(44 242120.58),(45 244510.53),(46 246369.39),(47 247098.06),(48 247375.42),(49 248436.22),(50 250470.22),(51 252488.86),(52 252923.19),(53 250723.67),(54 247577),(55 246163.44),(56 245642.36),(57 245856.72),(58 247334.61),(59 249732.08),(60 251585.75),(61 251635.5),(62 250996.28),(63 250489.17),(64 249927.61),(65 247726.86),(66 244011.33),(67 239178.89),(68 235381.69),(69 234108),(70 235292.61),(71 239367.33),(72 246745.97),(73 256272.17),(74 266314.06),(75 274985.34),(76 281528.7),(77 284636.06),(78 285970.22),(79 286137.16),
(1 10345.053),(2 35740.867),(3 69010.14),(4 103664.555),(5 135644.9),(6 164278.44),(7 188727.1),(8 207979.6),(9 221728.44),(10 230726.92),(11 236774.94),(12 239605.77),(13 239990.4),(14 238245.16),(15 234794.81),(16 230321.86),(17 226921.19),(18 224742.4),(19 223128.33),(20 222506.78),(21 222784.27),(22 223975.69),(23 225422.88),(24 227077.7),(25 228818.7),(26 229876.9),(27 230787.77),(28 230734.27),(29 231077.31),(30 231241.27),(31 230323.33),(32 228895.23),(33 227715.36),(34 226989.2),(35 226972.38),(36 228102.06),(37 230959.22),(38 234544.98),(39 237425.22),(40 239680.17),(41 240164.02),(42 240094.67),(43 239348),(44 237899.9),(45 237203.25),(46 235816.05),(47 234325.56),(48 234652.95),(49 236776.36),(50 238591.64),(51 240754.9),(52 241490.27),(53 240752.44),(54 239595.08),(55 238657.17),(56 236621.38),(57 233629.95),(58 229023.64),(59 221795),(60 213363.73),(61 207218.88),(62 203549.42),(63 202225.81),(64 203879.5),(65 207008.3),(66 208517.53),(67 207536.16),(68 205887.5),(69 204652.38),(70 203537.64),(71 203688.61),(72 206937.47),(73 213579.31),(74 222309.19),(75 230631.63),(76 235643.67),(77 237929.81),(78 237412.06),(79 234587.48),
