1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11518.023),(2 27866.438),(3 58557.418),(4 86727.26),(5 126126.664),(6 164013.77),(7 210988.08),(8 249709.69),(9 295101.25),(10 331323.56),(11 375693.1),(12 413118.4),(13 459157.5),(14 493214.5),(15 527771.1),(16 558352.56),(17 589518.56),(18 613074.56),(19 644474.56),(20 671405.06),(21 709830.5),(22 749644),(23 795935.5),(24 837109),(25 889905.7),(26 937274.8),(27 994290.8),(28 1053277.9),(29 1129710),(30 1205322.9),(31 1283194),(32 1354990.9),(33 1433190.6),(34 1501605.6),(35 1577128),(36 1646905.6),(37 1730749.1),(38 1801161.4),(39 1870423.9),(40 1936761.4),(41 2007904),(42 2066768.6),(43 2118873.8),(44 2156081.8),(45 2207587.3),(46 2244139),(47 2279128),(48 2289752),(49 2313054.8),(50 2318004),(51 2316769.5),(52 2300502),(53 2290397.3),(54 2265740.3),(55 2248108.8),(56 2217189.3),(57 2199817.8),(58 2163334.8),(59 2148428),(60 2137083),(61 2132980.3),(62 2121107),(63 2127634.8),(64 2119232.5),(65 2133682.8),(66 2132127.3),(67 2133703),(68 2118710.8),(69 2137657),(70 2138164.8),(71 2163702),(72 2180455.8),(73 2221137.3),(74 2240845.8),(75 2279313.8),(76 2305632.8),(77 2363741.3),(78 2395085.3),(79 2463351.3),
(1 7801.492),(2 24509.178),(3 42290.637),(4 56829.242),(5 66980.3),(6 72779.555),(7 74261.9),(8 73506.81),(9 71520.65),(10 70476.32),(11 70694.52),(12 71881.625),(13 73791.01),(14 75889.4),(15 77980.77),(16 80012.62),(17 81361.45),(18 81938.6),(19 81284.57),(20 79727.68),(21 77885.836),(22 76598.9),(23 75873.47),(24 76944.16),(25 78737.82),(26 80478.266),(27 82656.97),(28 84322),(29 84698.66),(30 84893.41),(31 84655.78),(32 84330.3),(33 84629.92),(34 85537.33),(35 86819.81),(36 87717.305),(37 88040.23),(38 87939.17),(39 87522.27),(40 87379.36),(41 87455.625),(42 87539.01),(43 87427.15),(44 87530.55),(45 87532.414),(46 87494.234),(47 87673.9),(48 87880.74),(49 88449.03),(50 88909.99),(51 89298.36),(52 89389.08),(53 89896.66),(54 90938.67),(55 91517.98),(56 91293.71),(57 90823.41),(58 90209.086),(59 89030.625),(60 88544.805),(61 88430.49),(62 88334.766),(63 88207.34),(64 88944.85),(65 90178.195),(66 90868.02),(67 90774.234),(68 90298.95),(69 89742.05),(70 90176.875),(71 91870.67),(72 94111.89),(73 96477.11),(74 98053.93),(75 98255.125),(76 97230.914),(77 95307.62),(78 93298.95),(79 91030.93),
(1 7680.2705),(2 23707.195),(3 40462.707),(4 53906.34),(5 63095.96),(6 68040.39),(7 70192.42),(8 70821.805),(9 70576.54),(10 70735.28),(11 71802.34),(12 73120.01),(13 74657.625),(14 76382.01),(15 78584.734),(16 80341.68),(17 81346.97),(18 81652.04),(19 80899.32),(20 79170.4),(21 76896.01),(22 75464.805),(23 74911.97),(24 76031.9),(25 77954.36),(26 80298.82),(27 81795.805),(28 82375.6),(29 81627.71),(30 80671.72),(31 79419.65),(32 78229.77),(33 77457.16),(34 77613.13),(35 78563.13),(36 79690.36),(37 80866.055),(38 81438.32),(39 81299.74),(40 81207.39),(41 80634.195),(42 80154.05),(43 79827.15),(44 79736.78),(45 79748.24),(46 80246.164),(47 80431.97),(48 81197.516),(49 82123.01),(50 83417.76),(51 85091.09),(52 86652.31),(53 87584.64),(54 88047.71),(55 88518.06),(56 88562.375),(57 88673.19),(58 88484.36),(59 87902.41),(60 86900.47),(61 85780.11),(62 84841.55),(63 84346.85),(64 83918.77),(65 83854.016),(66 83671.59),(67 83542.86),(68 82660.39),(69 81722.18),(70 81069.266),(71 81321.03),(72 82572.28),(73 84079.94),(74 85859.41),(75 87534.664),(76 88376.945),(77 88140.6),(78 87133.53),(79 85503.22),
(1 7588.5435),(2 23966.758),(3 41098.875),(4 54445.445),(5 62605.785),(6 66276.72),(7 67140.27),(8 67622.6),(9 68986.43),(10 71131.62),(11 72937.42),(12 74091.766),(13 74950.68),(14 75075.45),(15 75372.27),(16 75631.016),(17 75694.625),(18 75433.83),(19 74451.3),(20 72639.79),(21 70535.04),(22 69332.07),(23 69405.09),(24 70751.836),(25 72839.22),(26 74985.63),(27 76891.53),(28 78122.82),(29 77807.32),(30 76916.21),(31 76749.2),(32 77123.73),(33 77851.91),(34 78755.03),(35 79336.016),(36 79036.11),(37 78538.625),(38 77906.55),(39 77651.35),(40 76241.11),(41 74169.125),(42 72588.79),(43 71952.44),(44 72213.82),(45 73069.3),(46 74187.32),(47 74951),(48 75541.88),(49 76094.17),(50 77532.125),(51 79910.65),(52 81088.9),(53 80850.78),(54 80503.7),(55 80487),(56 80755.195),(57 81597.14),(58 82459.16),(59 83374.62),(60 83284.44),(61 82418.695),(62 80471.23),(63 78636.75),(64 77198.1),(65 77028.055),(66 77320.68),(67 77355.52),(68 76929.016),(69 77023.8),(70 77671.375),(71 77869.04),(72 77395.48),(73 76793.17),(74 77195.03),(75 77787.984),(76 78199.96),(77 78315.695),(78 78349.18),(79 77818.414),
(1 8141.4375),(2 25731.268),(3 44212.24),(4 59226.945),(5 68790.875),(6 73155.29),(7 73264.84),(8 71537.02),(9 69997.38),(10 70082.414),(11 72042.086),(12 74817.74),(13 77093.11),(14 78598.67),(15 80358.125),(16 81989.92),(17 82305.36),(18 81749.234),(19 80591.49),(20 79247.266),(21 76610.56),(22 74293.89),(23 72716.95),(24 72928.734),(25 74355.18),(26 76137.63),(27 78014.72),(28 79305.92),(29 79699.28),(30 79907.37),(31 79901.81),(32 79229.39),(33 77799.66),(34 76215.29),(35 75203),(36 74520.16),(37 74111.7),(38 74493.73),(39 75726.375),(40 76829.89),(41 77058.75),(42 76859.73),(43 77063.07),(44 77165.97),(45 76775.56),(46 76367.945),(47 76008.45),(48 76021.734),(49 76507.33),(50 77270.805),(51 78120.08),(52 78287.51),(53 77643.27),(54 77372.64),(55 77064.21),(56 77841.25),(57 79837.01),(58 81808.96),(59 83372.695),(60 84418.53),(61 84545.99),(62 83399.695),(63 81652.45),(64 80460.47),(65 79443.94),(66 78316.17),(67 78218.24),(68 79006.4),(69 80855.52),(70 82853.73),(71 84055.22),(72 84356.99),(73 84144.45),(74 84147.05),(75 83859.555),(76 83345.37),(77 83649.32),(78 83797.96),(79 83625.086),
(1 8224.851),(2 25474.16),(3 43913.652),(4 58876.105),(5 68022.93),(6 71796.11),(7 71785.65),(8 70392.55),(9 69075.44),(10 70049.13),(11 73587.36),(12 77423.43),(13 79861.44),(14 81347.695),(15 82532.48),(16 82597.11),(17 81584.695),(18 79506.03),(19 76775.586),(20 74341.01),(21 72626.164),(22 72675.26),(23 73981.04),(24 75358.14),(25 76452.06),(26 76843.586),(27 76044.305),(28 74980.59),(29 74046.22),(30 73109.195),(31 72544.7),(32 72476.56),(33 72253.44),(34 72202.77),(35 72418.73),(36 72485.16),(37 72965.67),(38 73484.03),(39 74462.23),(40 75272.48),(41 75408.53),(42 75796.69),(43 76210.53),(44 76621.11),(45 76932.12),(46 77209.96),(47 76814.12),(48 76188.79),(49 75525.96),(50 75195.93),(51 75550.164),(52 75592.99),(53 75992.49),(54 77065.336),(55 77804.37),(56 79018.2),(57 80529.945),(58 82090.914),(59 82828.91),(60 82824.99),(61 82482.64),(62 81100.31),(63 80044.125),(64 79674.44),(65 79766.22),(66 79813.695),(67 79831.06),(68 80167.125),(69 80626.79),(70 80934.3),(71 80416.9),(72 79713.086),(73 79437.51),(74 79679.8),(75 79753.414),(76 79845.836),(77 80314.664),(78 80346.88),(79 79259.375),
(1 7802.9014),(2 24467.525),(3 42152.953),(4 56431.703),(5 66116.98),(6 70574.38),(7 71167.97),(8 69620.5),(9 68475),(10 68705.016),(11 70416.445),(12 72464.8),(13 74740.31),(14 76434.33),(15 78200.336),(16 79740.69),(17 79946.76),(18 78570.23),(19 75961.53),(20 73256.5),(21 71425.516),(22 71274.91),(23 72078.914),(24 73270.3),(25 74077.78),(26 74124.12),(27 73891.74),(28 73722.49),(29 73775.94),(30 73645.125),(31 73654.79),(32 72872.516),(33 71595.03),(34 70293.03),(35 68992.88),(36 68213.74),(37 68166.47),(38 68603.94),(39 68514.53),(40 67738.27),(41 67240.01),(42 67661.97),(43 68746.51),(44 69837.664),(45 70721.62),(46 71721.96),(47 73239.484),(48 74606.41),(49 75916.5),(50 76875.7),(51 77069.52),(52 76877.13),(53 76987.91),(54 77831.59),(55 78031.945),(56 77865.22),(57 77680.55),(58 77966.06),(59 78225.52),(60 78058.83),(61 77494.55),(62 76109),(63 74506.36),(64 73552.36),(65 73961.37),(66 74954.14),(67 76572.016),(68 78458.836),(69 79546.45),(70 79660.875),(71 78422.15),(72 76747.8),(73 75379.914),(74 74354.93),(75 74368.44),(76 76042.016),(77 78850.26),(78 81752.43),(79 83901.93),
(1 7918.384),(2 24527.826),(3 41970.457),(4 55553.625),(5 64369.234),(6 69081.8),(7 70525.35),(8 69759.4),(9 68449.06),(10 67533.46),(11 67659.53),(12 69283.86),(13 71226.29),(14 72880.984),(15 74338.69),(16 74718.39),(17 73657.34),(18 71353.94),(19 68589.64),(20 66654.32),(21 66172.016),(22 66823.65),(23 68649.164),(24 70533.46),(25 72186.49),(26 72932.57),(27 72925.74),(28 72120.805),(29 70654.805),(30 69145.914),(31 68456.51),(32 68182.24),(33 68327.914),(34 68952.68),(35 69526.9),(36 69771.625),(37 70002.06),(38 70131.96),(39 69687.125),(40 68593.984),(41 67557.26),(42 66521.54),(43 66083.984),(44 66222.65),(45 66805.84),(46 67322.26),(47 67597.26),(48 68004.586),(49 67980.65),(50 67917.516),(51 67470.086),(52 66420.76),(53 65888.67),(54 66374.96),(55 66943.14),(56 67490.97),(57 68476.664),(58 70156.516),(59 71386.76),(60 71792.87),(61 71040.305),(62 68947.39),(63 67044.01),(64 66196.93),(65 66648.84),(66 67651.13),(67 69333.734),(68 70873.87),(69 71327.66),(70 71160.08),(71 70942.32),(72 70692.42),(73 70362.48),(74 70225.98),(75 70996.75),(76 72519.46),(77 74794.37),(78 76697.79),(79 77796.945),
(1 7899.114),(2 24684.174),(3 41811.637),(4 55018.004),(5 63777.93),(6 68085.91),(7 69691.06),(8 70093.81),(9 70270.44),(10 70492.24),(11 71201.375),(12 71811.66),(13 72189.85),(14 72670.9),(15 73632.05),(16 74084.89),(17 73725.914),(18 72777.93),(19 71195.305),(20 69556.26),(21 68699.27),(22 68635.31),(23 68867.44),(24 70006.55),(25 71370.19),(26 72801.83),(27 73312.984),(28 73189.984),(29 73255.45),(30 74017.08),(31 74638.85),(32 74608.99),(33 74325.45),(34 73701.75),(35 72563.21),(36 71421.88),(37 70366.92),(38 69480.21),(39 68847.67),(40 68674.414),(41 69017.18),(42 69452.91),(43 69348.414),(44 68890.055),(45 68023.74),(46 67152.086),(47 66975.305),(48 67303.42),(49 68172.44),(50 69597.77),(51 70141.086),(52 70049.32),(53 70335.945),(54 71285.95),(55 72710.77),(56 73935.84),(57 75159.82),(58 76099.96),(59 76293.49),(60 75493.09),(61 74545.305),(62 73686.8),(63 73239.85),(64 73324.32),(65 73647.48),(66 74451.4),(67 75582.54),(68 75882.586),(69 75678.35),(70 75117.664),(71 74127.305),(72 73184.62),(73 72551.09),(74 72548.38),(75 72960.69),(76 73586.12),(77 74921.914),(78 75806.81),(79 76061.58),
(1 8088.4956),(2 25023.086),(3 41879.676),(4 54146.242),(5 61578.35),(6 64367.297),(7 64429.418),(8 63807.69),(9 63162.69),(10 63031.86),(11 63892.85),(12 65563.14),(13 67213.45),(14 68859.54),(15 69640.945),(16 69403.914),(17 68242.37),(18 66874.6),(19 65319.617),(20 64628.152),(21 65042.527),(22 66194.305),(23 67329.53),(24 68655.61),(25 70239.47),(26 71379.16),(27 71818.54),(28 71707.71),(29 71385.92),(30 71125.04),(31 71504.78),(32 72251.25),(33 73039.984),(34 73804.07),(35 73995.086),(36 73173.484),(37 72024.07),(38 71097.5),(39 70619.3),(40 70540.65),(41 71224.984),(42 72147.56),(43 72416.57),(44 72487.26),(45 72594.625),(46 72047.86),(47 70949.555),(48 69963.484),(49 69544.83),(50 69140.98),(51 68805.34),(52 68839.695),(53 69532.34),(54 70757.51),(55 72268.94),(56 74322.984),(57 75912.65),(58 76622.05),(59 76072.69),(60 74610.29),(61 73167.24),(62 71814.25),(63 70190.66),(64 68975.15),(65 68455.57),(66 67986.34),(67 67716.94),(68 68024.414),(69 68317.836),(70 68712.13),(71 69255.49),(72 69166.13),(73 68922.18),(74 68608.11),(75 68768.29),(76 69262.45),(77 70257.266),(78 71571.72),(79 72782.96),
(1 7565.883),(2 22989),(3 38257.98),(4 49410.363),(5 56393.082),(6 59866.31),(7 60764.438),(8 60224.7),(9 60061.438),(10 60344.813),(11 61079.152),(12 62214.395),(13 62931.574),(14 62654.17),(15 62094.46),(16 61461.62),(17 60676.508),(18 59857.7),(19 59203.195),(20 58916.49),(21 58870.88),(22 59076.36),(23 59007.79),(24 58831.21),(25 58804.56),(26 59353.035),(27 59907.625),(28 61355.67),(29 63376.754),(30 64948.63),(31 65858.93),(32 65965.71),(33 65256.29),(34 64306.68),(35 63863.637),(36 63531.383),(37 62885.26),(38 62369.242),(39 62314.28),(40 62372.582),(41 62595.12),(42 63093.063),(43 63159.457),(44 63093.168),(45 62777.367),(46 62436.016),(47 61762.82),(48 61104.457),(49 60809.188),(50 60637.16),(51 60899.863),(52 61847.73),(53 63479.656),(54 65204.363),(55 66227.24),(56 66791.484),(57 66568.95),(58 65955.59),(59 64951.875),(60 64494.29),(61 64441.637),(62 64954.926),(63 65411.168),(64 65889.54),(65 65970.664),(66 65411.176),(67 64579.785),(68 63912.965),(69 63347.99),(70 63026.113),(71 63031.99),(72 63519.742),(73 64454.22),(74 65492.38),(75 66560.85),(76 67134.66),(77 67470.55),(78 67914.27),(79 68236.52),
(1 7507.7217),(2 22861.416),(3 38068.41),(4 49459.313),(5 56333.445),(6 59586.875),(7 60066.824),(8 59488.82),(9 59345.035),(10 59750.465),(11 60692.28),(12 61980.074),(13 63004.58),(14 63761.215),(15 63776.785),(16 63483.59),(17 62934.73),(18 62512.08),(19 61965.184),(20 61390.992),(21 60992.58),(22 61150.51),(23 61270.008),(24 61142.656),(25 61618.83),(26 62566.137),(27 63414.863),(28 64181.832),(29 65033.01),(30 65937.75),(31 66617.83),(32 67045.05),(33 67238.766),(34 67563.85),(35 67465.695),(36 66844.67),(37 65546.29),(38 63929.086),(39 62284.832),(40 61739.566),(41 61843.254),(42 61964.54),(43 61709.227),(44 61535.438),(45 61680.754),(46 61786.33),(47 61711.117),(48 61499.938),(49 61217.914),(50 60856.547),(51 61190.12),(52 61981.766),(53 62769.723),(54 63256.08),(55 63312.285),(56 63141.34),(57 63008.21),(58 63347.43),(59 64419.496),(60 65332.887),(61 66198.18),(62 66738.32),(63 66812.18),(64 66616.14),(65 65889.36),(66 65152.492),(67 64743.605),(68 64818.965),(69 65454.926),(70 66111.17),(71 66558.41),(72 66566.375),(73 66285.04),(74 65810.75),(75 66204.32),(76 67091.1),(77 67905.79),(78 69053.29),(79 69275.79),
(1 7164.4375),(2 21881.143),(3 36735.598),(4 47766.59),(5 54084.12),(6 57194.934),(7 57948.406),(8 58015.066),(9 58334.523),(10 59095.043),(11 59428.492),(12 59721.06),(13 59388.35),(14 58531.05),(15 57998.566),(16 58613.145),(17 59987.645),(18 61609.734),(19 61417.45),(20 60260.297),(21 59281.29),(22 58490.656),(23 57760.348),(24 57317.777),(25 57013.324),(26 57232.883),(27 57567.15),(28 58083.86),(29 58568.023),(30 59562.594),(31 59929.52),(32 59957.438),(33 59614.348),(34 59381.652),(35 59617.504),(36 60053.773),(37 60466.63),(38 61144.79),(39 61197.2),(40 60701.086),(41 60554.176),(42 60483.45),(43 60290.293),(44 60126.313),(45 60299.414),(46 60987),(47 61482.363),(48 61365.063),(49 61155.688),(50 60732.652),(51 60979.516),(52 60861.668),(53 60767.727),(54 61295.09),(55 61507.22),(56 61147.92),(57 60577.8),(58 60360.28),(59 60515.6),(60 61330.73),(61 62454.516),(62 63396.805),(63 64094.06),(64 64805.918),(65 64581.94),(66 64266.05),(67 63863.926),(68 63307.99),(69 63434.043),(70 63162.824),(71 62775.293),(72 62591.8),(73 62761.62),(74 62617.98),(75 62607.082),(76 62556.977),(77 63008.156),(78 63598.563),(79 64164.113),
(1 7364.952),(2 22381.135),(3 36965.195),(4 47986.367),(5 54533.566),(6 57840.992),(7 59420.125),(8 59518.14),(9 59466.277),(10 59889.85),(11 59931.5),(12 59172.965),(13 58087.3),(14 57522.41),(15 57391.06),(16 57049.305),(17 56415.04),(18 56566.633),(19 57116.285),(20 57578.48),(21 57274.36),(22 56341.395),(23 55546.668),(24 55548.574),(25 56660.39),(26 57692.707),(27 58350.883),(28 59077.832),(29 59761.945),(30 59991.508),(31 59833.684),(32 59808.523),(33 60122.2),(34 60513.258),(35 61217.664),(36 61771.66),(37 61583.51),(38 60908.86),(39 60161.508),(40 59262.848),(41 58597.23),(42 58120.582),(43 57270.703),(44 56561.58),(45 56435.016),(46 56576.176),(47 56779.93),(48 56936.914),(49 56957.86),(50 56874.035),(51 56731.008),(52 56228.7),(53 55636.207),(54 55257.984),(55 54637.977),(56 54375.992),(57 54579.324),(58 55272.816),(59 56118.734),(60 56695.387),(61 57395.266),(62 57994.66),(63 58161.285),(64 57685.875),(65 57499.543),(66 57757.5),(67 58729.785),(68 60363.44),(69 61614.293),(70 62569.04),(71 63081.516),(72 62994.7),(73 62359.23),(74 61673.676),(75 61104.305),(76 61073.44),(77 61786.395),(78 62687.9),(79 62836.02),
(1 6855.604),(2 20641.506),(3 34299.746),(4 44905.957),(5 51665.168),(6 56059.24),(7 59145.367),(8 60975.95),(9 62246.24),(10 62862.21),(11 62525.387),(12 61032.984),(13 59625.15),(14 59278.508),(15 60015.35),(16 60888.625),(17 61180.89),(18 61587.62),(19 61668.355),(20 60568.074),(21 58561.38),(22 56019.89),(23 53603.992),(24 53059.52),(25 54291.063),(26 55494.023),(27 56046.402),(28 56420.26),(29 56906.324),(30 57481.473),(31 57724.793),(32 57607.074),(33 57671.742),(34 57512.305),(35 57495.926),(36 57074.496),(37 56222.027),(38 56175.88),(39 56479.23),(40 57153.414),(41 57836.754),(42 58191.473),(43 58327.38),(44 58155.23),(45 57765.258),(46 57645.957),(47 57384.355),(48 57024.19),(49 56616.406),(50 55923.996),(51 55795.266),(52 55875.043),(53 56478.92),(54 57009.758),(55 56972.746),(56 56811.406),(57 57366.703),(58 58203.02),(59 58901.51),(60 59587.793),(61 60433.863),(62 60773.96),(63 60906.19),(64 60301.496),(65 59673.984),(66 59042.76),(67 59065.06),(68 59628.79),(69 60191.957),(70 60771.54),(71 61491.3),(72 61863.715),(73 61770.313),(74 61778.1),(75 62387.46),(76 63112.813),(77 64017.176),(78 64553.375),(79 64063.3),
(1 7382.001),(2 22578.176),(3 36971.82),(4 47244.574),(5 52535.457),(6 54233.637),(7 53962.906),(8 53365.46),(9 53427.992),(10 54547.45),(11 55783.69),(12 56251.96),(13 55872.383),(14 55131.207),(15 54953.664),(16 54552.047),(17 54118.227),(18 54278.188),(19 54594.465),(20 55224.266),(21 55208.266),(22 54738.477),(23 53965.094),(24 53771.496),(25 54710.367),(26 56120.523),(27 57283.74),(28 58217.902),(29 58926.473),(30 58947.207),(31 58366.824),(32 57512.426),(33 57007.363),(34 56906.21),(35 57120.836),(36 57015.203),(37 56356.297),(38 56144.57),(39 55699.582),(40 55305.734),(41 54625.26),(42 54104.863),(43 53587.582),(44 53696.85),(45 54177.707),(46 54328.766),(47 54382.51),(48 54298.367),(49 54109.28),(50 53561.016),(51 53195.066),(52 53402.387),(53 53794.66),(54 54346.99),(55 54618.42),(56 54604.707),(57 54898.76),(58 55062.285),(59 55147.953),(60 55705.637),(61 56722.984),(62 56861.2),(63 56764.13),(64 57041.715),(65 57559.14),(66 58021.777),(67 58664.332),(68 58668.91),(69 57882.06),(70 56906.3),(71 56573.883),(72 56626.918),(73 56985.906),(74 57435.31),(75 58179.7),(76 59058.3),(77 59576.53),(78 59519.9),(79 59018.035),
(1 7303.7754),(2 22012.72),(3 36373.168),(4 46806.2),(5 52200.266),(6 53916.38),(7 54324.992),(8 54347.824),(9 55134.67),(10 56293.39),(11 56984.004),(12 57258.77),(13 57286.39),(14 57306.418),(15 57982.168),(16 58462.766),(17 58753.516),(18 58764.69),(19 57600.566),(20 56414.105),(21 54942.582),(22 53168.242),(23 51588.203),(24 50449.445),(25 50296.793),(26 51307.008),(27 52761.992),(28 54290.242),(29 55154.117),(30 55167.75),(31 54351),(32 53621.58),(33 53264.965),(34 53727.66),(35 54330.9),(36 54421.402),(37 54218.85),(38 53783.008),(39 53095.152),(40 53025.8),(41 53078.66),(42 53372.93),(43 53900.785),(44 54503.39),(45 54681.992),(46 53961.13),(47 53067.996),(48 52573.273),(49 52318.895),(50 52474.047),(51 52992.707),(52 53130.207),(53 52949.035),(54 52887),(55 52436.133),(56 51861.08),(57 51858.734),(58 52164.203),(59 52399.82),(60 52841.62),(61 53653.84),(62 54060.426),(63 54197.953),(64 54830.582),(65 55706.305),(66 56035.324),(67 55918.96),(68 55686.11),(69 55154.023),(70 54606.63),(71 53935.035),(72 53223.484),(73 53104.418),(74 53441.56),(75 54397.965),(76 55208.773),(77 55439.43),(78 54975.324),(79 54172.633),
(1 7279.2363),(2 21848.906),(3 35813.473),(4 45227.39),(5 50226.875),(6 52435.063),(7 53152.78),(8 53880.59),(9 54844.867),(10 55418.902),(11 55270.36),(12 54262.402),(13 53066.883),(14 52220.016),(15 52389.527),(16 52969.023),(17 53703.496),(18 54844.813),(19 54914.52),(20 54152.97),(21 53003.32),(22 51987.91),(23 51310.938),(24 51410.164),(25 51977.63),(26 52187.414),(27 52409.395),(28 52831.727),(29 52783.277),(30 52107.527),(31 51520.918),(32 51514.36),(33 52272.176),(34 53243.715),(35 53794.35),(36 53459.21),(37 52365.684),(38 51372.19),(39 51020.906),(40 51249.83),(41 51686.742),(42 52009.77),(43 51764.887),(44 51229.746),(45 50400.418),(46 49555.953),(47 49428.33),(48 50277.09),(49 51851.977),(50 52855.14),(51 52831.773),(52 52801.355),(53 52123.125),(54 51338.93),(55 50821.844),(56 50392.645),(57 50295.996),(58 50612.234),(59 50887.1),(60 51342.223),(61 51406.74),(62 51433.746),(63 52323.77),(64 53550.324),(65 54508.51),(66 55221.87),(67 55251.496),(68 54265.867),(69 52623.953),(70 51425.68),(71 51044.67),(72 51794.38),(73 53030.883),(74 53687.906),(75 53831.93),(76 53488.723),(77 53024.12),(78 52675.85),(79 52744.117),
