1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 564689.56),(2 881545.8),(3 965248.06),(4 1953299),(5 2598464.3),(6 2827826),(7 3941844),(8 4571123.5),(9 4660719.5),(10 5659115.5),(11 6155076),(12 6028346.5),(13 6821976.5),(14 7288952.5),(15 7246757.5),(16 8122223.5),(17 8950117),(18 9254118),(19 10384623),(20 11515251),(21 12012839),(22 13280197),(23 14614720),(24 15276637),(25 16749251),(26 18379926),(27 19364392),(28 21100018),(29 23064102),(30 24299902),(31 26286622),(32 28625686),(33 30355878),(34 32466570),(35 34836590),(36 36297460),(37 38124828),(38 39978388),(39 41066510),(40 42843340),(41 45004956),(42 46450764),(43 48297020),(44 50836028),(45 52492108),(46 54655060),(47 57385264),(48 59353120),(49 61651932),(50 64407310),(51 66150270),(52 68546310),(53 71215850),(54 72804380),(55 74698136),(56 76799050),(57 77830710),(58 79090104),(59 80679304),(60 81205720),(61 81984584),(62 83313140),(63 83509896),(64 84050840),(65 85141960),(66 85276250),(67 85679816),(68 86636504),(69 86857910),(70 87436280),(71 88674184),(72 89087256),(73 89901220),(74 91385320),(75 91680930),(76 92264760),(77 93453160),(78 93391650),(79 93909030),
(1 9498.973),(2 14044.745),(3 14560.229),(4 15091.751),(5 15911.764),(6 16526.348),(7 16785.48),(8 17009.838),(9 17767.445),(10 18648.717),(11 19015.646),(12 19193.93),(13 19635.982),(14 20014.549),(15 20372.814),(16 20808.021),(17 21139.498),(18 21295.408),(19 21798.486),(20 21646.307),(21 21981.93),(22 22147.938),(23 22304.316),(24 22306.545),(25 22185.102),(26 22155.39),(27 22282.217),(28 22438.9),(29 22213.162),(30 22372.42),(31 22656.025),(32 22738.992),(33 22358.602),(34 22113.484),(35 22434.316),(36 22620.283),(37 22737.764),(38 22330.887),(39 22571.791),(40 22445.95),(41 22213.875),(42 22249.912),(43 22212.18),(44 22130.28),(45 22501.701),(46 22360.988),(47 22446.924),(48 22268.695),(49 22252.82),(50 22072.979),(51 21920.992),(52 22090.813),(53 22117.066),(54 22016.945),(55 21841.477),(56 21502.662),(57 20998.424),(58 21114.447),(59 21218.668),(60 21518.184),(61 21280.635),(62 21279.824),(63 21899.365),(64 21799.637),(65 22178.479),(66 22226.4),(67 22216.598),(68 22464.813),(69 22293.771),(70 22260.941),(71 22552.363),(72 22639.904),(73 22875.17),(74 23034.928),(75 23011.246),(76 22739.37),(77 22781.496),(78 23041.4),(79 23309.05),
(1 9168.198),(2 13505.79),(3 14325.665),(4 14590.011),(5 15334.061),(6 16278.055),(7 16798.297),(8 17059.324),(9 17754.143),(10 18587.244),(11 19035.563),(12 19610.06),(13 20085.277),(14 20732.55),(15 20674.305),(16 20967.662),(17 21476.586),(18 21619.09),(19 21983.313),(20 22298.082),(21 22540.805),(22 22448.71),(23 22464.957),(24 22355.697),(25 22364.744),(26 21846.654),(27 21934.07),(28 22272.463),(29 21835.238),(30 21654.814),(31 21982.928),(32 21682.752),(33 21293.963),(34 21405.734),(35 21289.49),(36 21384.016),(37 21212.52),(38 21156.857),(39 21333.34),(40 21214.65),(41 21285.361),(42 21588.605),(43 21522.094),(44 21785.906),(45 21885.482),(46 21619.81),(47 21717.283),(48 21792.26),(49 21624.146),(50 21680.094),(51 21556.48),(52 21286.012),(53 21267.777),(54 21314.098),(55 21078.473),(56 21143.709),(57 21096.24),(58 20983.24),(59 20860.594),(60 21104.1),(61 21358.871),(62 21558.639),(63 21389.29),(64 21296.871),(65 21474.795),(66 21072.654),(67 20882.777),(68 21395.162),(69 21210.666),(70 21426.58),(71 21520.922),(72 21280.697),(73 21473.223),(74 21804.297),(75 21769.1),(76 21650.227),(77 21818.8),(78 21770.93),(79 22218.78),
(1 9175.225),(2 13216.241),(3 13927.607),(4 14452.651),(5 14925.004),(6 15687.98),(7 16403.627),(8 16940.05),(9 17364.201),(10 17871.559),(11 18173.035),(12 18154.422),(13 18561.129),(14 19086.986),(15 19379.102),(16 19540.479),(17 19476.402),(18 19499.146),(19 19943.15),(20 19913.863),(21 20103.309),(22 20029.93),(23 20032.033),(24 20269.139),(25 20447.182),(26 20148.182),(27 20089.055),(28 19959.217),(29 19857.8),(30 19946.662),(31 20077.518),(32 19597.229),(33 19498.346),(34 19626.264),(35 19648.291),(36 19797.416),(37 19722.072),(38 19410.422),(39 20152.58),(40 20224.086),(41 20160.34),(42 20263.857),(43 20234.486),(44 20140.793),(45 20026.844),(46 20070.225),(47 19897.502),(48 20062.002),(49 20073.191),(50 19987.91),(51 19990.156),(52 19715.174),(53 19964.328),(54 19980.375),(55 19722.516),(56 19566.791),(57 19517.232),(58 19447.459),(59 19597.9),(60 19474.182),(61 19703.313),(62 19645.613),(63 20021.084),(64 20008.238),(65 20287.088),(66 20467.594),(67 20403.758),(68 20230.725),(69 20237.318),(70 20414.678),(71 20414.494),(72 20126.652),(73 20507.803),(74 20490.39),(75 20526.75),(76 20744.895),(77 20716.852),(78 20416.158),(79 20534.723),
(1 8725.904),(2 12758.441),(3 13475.684),(4 14009.232),(5 14367.83),(6 14842.428),(7 15353.777),(8 15813.928),(9 16269.659),(10 16994.092),(11 17332.768),(12 17499.965),(13 17788.018),(14 18053.797),(15 18335.387),(16 18696.146),(17 18610.697),(18 18850.797),(19 19039.11),(20 18697.275),(21 18894.76),(22 19153.455),(23 19032.885),(24 19229.068),(25 19236.555),(26 19470.572),(27 19399.756),(28 19229.01),(29 19209.555),(30 19664.24),(31 20021.727),(32 19894.756),(33 19420.764),(34 19499.398),(35 19513.56),(36 19985.727),(37 19800.314),(38 19641.912),(39 20065.291),(40 20067.557),(41 19869.41),(42 19591.354),(43 19697.51),(44 19885.188),(45 19860.912),(46 19435.172),(47 19198.213),(48 19552.516),(49 19340.102),(50 19118.639),(51 19367.428),(52 19234.223),(53 19222.154),(54 18802.049),(55 18959.902),(56 19009.662),(57 19318.643),(58 19276.086),(59 19221.512),(60 19368.05),(61 19262.775),(62 19228.846),(63 19210.447),(64 19305.385),(65 19604.139),(66 19591.043),(67 19459.268),(68 19280.406),(69 19555.584),(70 19625.12),(71 19582.89),(72 19763.748),(73 19868.37),(74 19600.922),(75 19781.578),(76 19975.195),(77 20073.365),(78 19911.582),(79 19867.047),
(1 8996.271),(2 13195.907),(3 13929),(4 13987.882),(5 14539.158),(6 15086.666),(7 15626.826),(8 15591.306),(9 16408.932),(10 16811.24),(11 16768.463),(12 17240.975),(13 17519.63),(14 17735.32),(15 18013.133),(16 18614.404),(17 18897.367),(18 18925.973),(19 19107.266),(20 19040.455),(21 18985.637),(22 19244.09),(23 19452.139),(24 19721.03),(25 19842.793),(26 19855.31),(27 19696.879),(28 19623.645),(29 19770.184),(30 20461.57),(31 20461.828),(32 20113.266),(33 19902.986),(34 19470.69),(35 19437.691),(36 19720.656),(37 19594.791),(38 19725.918),(39 19732.941),(40 19486.334),(41 19406.914),(42 19209.967),(43 19401.916),(44 19660.852),(45 19608.496),(46 19283.02),(47 19257.865),(48 19703.125),(49 19232.367),(50 18992.256),(51 19086.76),(52 19063.43),(53 19072.217),(54 18768.898),(55 18864.555),(56 18937.701),(57 19034.078),(58 18782.53),(59 18894.314),(60 19102.678),(61 18901.57),(62 19157.148),(63 19270.207),(64 19357.836),(65 19269.355),(66 19263.682),(67 19231.941),(68 19129.055),(69 19417.293),(70 19446.19),(71 19508.652),(72 19571.984),(73 19504.797),(74 19572.07),(75 20108.79),(76 19485.049),(77 19646.31),(78 19683.607),(79 19846.428),
(1 8674.793),(2 12604.456),(3 13092.605),(4 13097.475),(5 13784.408),(6 14485.511),(7 15331.443),(8 15581.6455),(9 16070.616),(10 16338.141),(11 16808.734),(12 17022.818),(13 17294.805),(14 17665.367),(15 17957.863),(16 18378.297),(17 18637.148),(18 18697.371),(19 18901.348),(20 18679.588),(21 18769.28),(22 18825.107),(23 18916.879),(24 19314.324),(25 19251.78),(26 19159.94),(27 19208.83),(28 19392.555),(29 19261.477),(30 19380.88),(31 19822.129),(32 19737.898),(33 19893.764),(34 19677.74),(35 19538.807),(36 19802.734),(37 19764.973),(38 19916.434),(39 19922.75),(40 19804.795),(41 19669.531),(42 19719.418),(43 19820.11),(44 19706.88),(45 19725.764),(46 19339.607),(47 19377.193),(48 19896.777),(49 19745.26),(50 19233.934),(51 19347.416),(52 19291.85),(53 19487.82),(54 19691.771),(55 19728.584),(56 19577.99),(57 19719.53),(58 19810.508),(59 19998),(60 19621.605),(61 19415.863),(62 19598.03),(63 19709.79),(64 19619.717),(65 19542.607),(66 19356.408),(67 19555.209),(68 19230.443),(69 19186.771),(70 19219.234),(71 19415.266),(72 19456.629),(73 19584.816),(74 19656.867),(75 19436.75),(76 19163.4),(77 19262.71),(78 19542.266),(79 19661.496),
(1 8581.765),(2 12507.315),(3 12864.835),(4 13167.375),(5 13889.959),(6 14681.225),(7 14957.373),(8 15219.205),(9 15863.056),(10 16395.824),(11 16637.256),(12 16786.469),(13 17308.648),(14 17895.77),(15 18011.736),(16 18389.838),(17 18336.951),(18 18387.596),(19 18892.365),(20 19026.104),(21 19258.785),(22 19380.635),(23 19426.998),(24 19480.38),(25 19165.13),(26 19434.316),(27 19499.805),(28 19305.066),(29 19297.404),(30 19291.994),(31 19379.758),(32 19521.416),(33 19771.482),(34 19457.33),(35 19253.635),(36 19665.19),(37 19326.521),(38 19427.367),(39 19503.479),(40 19326.535),(41 19301.807),(42 19033.854),(43 19147.004),(44 19244.605),(45 19032.945),(46 19029.754),(47 18999.518),(48 19160.271),(49 18843.398),(50 18585.188),(51 18794.117),(52 18957.963),(53 18597.088),(54 18191.283),(55 18404.434),(56 18922.988),(57 18700.896),(58 18673.389),(59 18883.592),(60 18975.154),(61 18917.883),(62 18956.64),(63 18885.605),(64 18963.645),(65 19253.844),(66 19118.596),(67 19038.408),(68 19053.467),(69 19303.69),(70 19221.822),(71 19064.58),(72 19005.578),(73 19161.967),(74 19207.096),(75 19318.65),(76 19362.297),(77 19181.078),(78 19197.518),(79 19342.457),
(1 8272.083),(2 12043.351),(3 12533.261),(4 12568.127),(5 13250.069),(6 13875.632),(7 14696.112),(8 15007.206),(9 15586.535),(10 16049.89),(11 16337.073),(12 16461.252),(13 16835.441),(14 17067.486),(15 17281.063),(16 17775.916),(17 18188.09),(18 18556.15),(19 18374.99),(20 18828.785),(21 18900.645),(22 18840.564),(23 18897.096),(24 19091.512),(25 19041.115),(26 19204.629),(27 19240.916),(28 18865.588),(29 19149.242),(30 19373.97),(31 19052.771),(32 19114.486),(33 19305.43),(34 19116.83),(35 18674.787),(36 19130.426),(37 19126.254),(38 19126.66),(39 19245.979),(40 18969.75),(41 18924.895),(42 18731.967),(43 18673.484),(44 18959.47),(45 18831.533),(46 18464.574),(47 18591.37),(48 18749.434),(49 18686.15),(50 18803.076),(51 18525.652),(52 18724.58),(53 19007.05),(54 18715.488),(55 18684.686),(56 18758.484),(57 18873.402),(58 18932.246),(59 19237.82),(60 19264.225),(61 19398.947),(62 19598.652),(63 19600.955),(64 19529.213),(65 19600.234),(66 19509.277),(67 19800.879),(68 19510.813),(69 19628.43),(70 19565.574),(71 19647.37),(72 19252.5),(73 19093.66),(74 19086.49),(75 19203.174),(76 19366.588),(77 19387.16),(78 19523.992),(79 19338.55),
(1 8041.8447),(2 11758.213),(3 12556.623),(4 12545.565),(5 13172.3545),(6 13914.294),(7 14460.197),(8 15100.553),(9 15600.507),(10 15941.523),(11 16315.08),(12 16784.527),(13 16992.055),(14 17411.334),(15 17725.258),(16 18055.76),(17 18494.041),(18 18615.56),(19 18701.56),(20 18954.438),(21 19104.545),(22 19386.818),(23 19327.928),(24 19377.836),(25 19091.408),(26 19179.12),(27 19601.361),(28 19243.074),(29 19279.887),(30 19230.979),(31 19075.586),(32 19169.783),(33 19201.836),(34 19375.793),(35 19346.16),(36 19543.387),(37 19728.266),(38 19769.178),(39 19510.574),(40 19459.629),(41 19716.107),(42 19516.191),(43 19591.62),(44 19715.232),(45 19520.56),(46 19637.83),(47 19435.145),(48 19187.566),(49 19038.234),(50 19354.635),(51 19067.736),(52 19047.24),(53 18714.74),(54 18561.723),(55 18799.201),(56 19006.477),(57 18855.816),(58 19081.027),(59 19073.586),(60 18963.037),(61 19081.771),(62 19429.146),(63 19203.953),(64 19164.932),(65 19459.182),(66 19261.059),(67 19300.453),(68 19388.822),(69 19567.783),(70 19752.895),(71 19989.1),(72 19745.49),(73 19799.426),(74 19869.396),(75 19893.436),(76 19857.828),(77 19662.693),(78 19984.137),(79 19935.975),
(1 7816.806),(2 11255.572),(3 11935),(4 12324.62),(5 12858.838),(6 13581.607),(7 14285.288),(8 15035.792),(9 15445.953),(10 15816.882),(11 15976.8545),(12 16656.486),(13 17235.129),(14 17811.092),(15 18198.623),(16 18590.182),(17 18736.672),(18 18856.543),(19 18863.234),(20 19407.363),(21 19490.277),(22 19645.992),(23 19547.012),(24 19661.314),(25 19558.639),(26 19704.904),(27 19915.299),(28 19891.482),(29 19499.902),(30 19413.771),(31 19291.846),(32 19031.2),(33 19318.52),(34 19711.084),(35 19852.666),(36 19615.283),(37 19490.527),(38 19509.03),(39 19478.62),(40 19419.678),(41 19318.457),(42 19583.785),(43 19447.951),(44 19662.482),(45 19512.508),(46 19381.05),(47 19438.67),(48 19482.402),(49 19296.15),(50 19342.666),(51 19200.617),(52 19023.773),(53 19131.504),(54 19538.316),(55 19394.791),(56 19250.314),(57 18933.416),(58 19040.863),(59 19046.389),(60 19182.543),(61 19543.766),(62 19566.557),(63 19706.008),(64 19536.832),(65 19438.305),(66 19459.178),(67 19496.813),(68 19631.314),(69 19620.283),(70 19561.963),(71 19743.465),(72 19882.07),(73 19985.664),(74 19931.002),(75 19910.787),(76 19970.05),(77 19937.857),(78 20004.713),(79 20037.018),
(1 7894.7554),(2 10988.699),(3 11396.369),(4 11886.648),(5 12578.937),(6 13088.905),(7 13463.344),(8 14046.979),(9 14227.778),(10 14953.654),(11 15202.387),(12 15497.405),(13 16077.24),(14 16217.039),(15 16663.814),(16 16834.152),(17 16996.924),(18 17134.729),(19 17395.502),(20 17502.648),(21 17431.549),(22 17746.74),(23 17751.516),(24 17860.27),(25 17342.572),(26 17454.771),(27 17659.016),(28 17664.104),(29 17802.398),(30 17418.945),(31 17294.514),(32 17422.816),(33 17239.707),(34 17513.615),(35 17636.82),(36 17485.146),(37 17539.193),(38 17530.924),(39 17538.014),(40 17530.63),(41 17542.078),(42 17875.617),(43 17944.98),(44 18218.023),(45 18056.764),(46 17819.133),(47 18246.639),(48 18299.85),(49 18121.838),(50 17816.734),(51 17752.766),(52 17836.113),(53 17649.684),(54 17556.871),(55 17769.318),(56 17662.87),(57 17700.777),(58 17957.951),(59 17665.848),(60 17951.77),(61 18219.05),(62 18231.248),(63 18074.742),(64 18337.271),(65 18541.215),(66 18251.625),(67 18275.88),(68 18233.416),(69 18158.885),(70 18278.451),(71 18263.83),(72 18627.291),(73 18591.86),(74 18349.438),(75 18553.121),(76 18835.967),(77 19129.95),(78 19051.94),(79 19192.582),
(1 7953.628),(2 11462.793),(3 11966.639),(4 11997.565),(5 12424.561),(6 13385.804),(7 13509.675),(8 14058.243),(9 14401.24),(10 15284.979),(11 15348.761),(12 15781.5205),(13 16324.767),(14 16218.447),(15 16492.488),(16 16639.24),(17 17160.723),(18 17478.582),(19 17675.97),(20 17631.354),(21 17949.172),(22 18198.025),(23 18269.152),(24 18016.352),(25 17665.625),(26 18038.766),(27 17855.445),(28 17739.496),(29 17957.146),(30 17712.408),(31 17505.352),(32 17804.977),(33 17832.617),(34 17902.414),(35 17804.982),(36 18025.432),(37 18090.191),(38 18240.674),(39 18077.693),(40 18019.867),(41 18213.037),(42 18101.941),(43 18181.475),(44 18039.922),(45 17985.406),(46 18220.959),(47 18221.559),(48 17901.955),(49 18013.113),(50 17949.234),(51 17658.74),(52 18155.82),(53 17748.69),(54 17602.863),(55 17811.242),(56 17692.03),(57 17519.883),(58 17689.31),(59 17618.842),(60 17823.775),(61 18093.531),(62 17906.895),(63 17843.28),(64 18333.734),(65 18094.832),(66 17921.273),(67 18038.516),(68 18030.693),(69 18206.525),(70 18079.916),(71 18276.717),(72 18871.555),(73 18654.395),(74 18384.936),(75 18699.967),(76 18762.959),(77 18660.232),(78 18801.143),(79 18947.926),
(1 7505.474),(2 10565.884),(3 11107.036),(4 11164.014),(5 11578.386),(6 12217.203),(7 12642.127),(8 13037.37),(9 13727.514),(10 13919.951),(11 14076.755),(12 14633.785),(13 14929.28),(14 15059.881),(15 15552.17),(16 15826.157),(17 15926.543),(18 16074.9795),(19 16275.572),(20 16269.436),(21 16521.861),(22 16750.129),(23 16832.754),(24 16653.691),(25 16401.195),(26 16829.857),(27 16814.637),(28 16896.084),(29 16864.04),(30 16677.455),(31 17043.082),(32 17271.38),(33 17051.906),(34 16980.705),(35 17135.059),(36 17097.055),(37 17094.807),(38 17146.135),(39 17341.488),(40 17406.74),(41 17623.111),(42 17676.47),(43 17523.234),(44 17455.455),(45 17565.447),(46 17491.598),(47 17614.256),(48 17358.387),(49 17226.842),(50 17339.629),(51 17276.584),(52 17015.084),(53 16802.432),(54 16979.102),(55 17117.533),(56 16873.932),(57 17397.572),(58 17168.88),(59 16837.303),(60 17157.248),(61 17172.621),(62 17293.83),(63 17273.984),(64 17177.004),(65 17118.768),(66 17136.111),(67 17521.936),(68 17486.309),(69 17320.877),(70 17403.973),(71 17682.72),(72 17609.633),(73 17607.377),(74 17762.543),(75 17774.432),(76 17748.66),(77 17845.252),(78 18036.945),(79 18080.977),
(1 7304.5864),(2 10351.387),(3 10874.686),(4 11158.387),(5 11662.6),(6 12002.561),(7 12370.922),(8 12724.348),(9 13103.782),(10 13562.156),(11 13759.608),(12 14000.936),(13 14463.543),(14 14654.593),(15 14991.387),(16 15075.286),(17 15392.267),(18 15707.568),(19 15929.1045),(20 16093.962),(21 16027.247),(22 15992.46),(23 15801.646),(24 15662.866),(25 15535.894),(26 15768.591),(27 15949.229),(28 15994.707),(29 15964.084),(30 15621.418),(31 15794.355),(32 16082.024),(33 16187.807),(34 16221.862),(35 15872.982),(36 15779.482),(37 15861.697),(38 16085.509),(39 15805.713),(40 15661.991),(41 15717.202),(42 15962.915),(43 15941.313),(44 16079.371),(45 16199.033),(46 16090.158),(47 15998.894),(48 15904.929),(49 16017.942),(50 16044.309),(51 15917.028),(52 15773.4),(53 15753.996),(54 15932.916),(55 15779.535),(56 15894.476),(57 15942.789),(58 16153.187),(59 16132.68),(60 16089.738),(61 15981.642),(62 16024.369),(63 16012.558),(64 16129.858),(65 16021.011),(66 16136.9),(67 16252.303),(68 16303.4),(69 16162.949),(70 16190.38),(71 16293.524),(72 16327.176),(73 16287.627),(74 16415.158),(75 16487.395),(76 16320.831),(77 16378.953),(78 16495.605),(79 16414.686),
(1 7212.5474),(2 10392.859),(3 10521.129),(4 10805.075),(5 11257.457),(6 11814.363),(7 11927.374),(8 12482.531),(9 12850.635),(10 13281.977),(11 13555.429),(12 13844.11),(13 14411.938),(14 14589.163),(15 14964.439),(16 15055.599),(17 15316.141),(18 15323.225),(19 15736.668),(20 15777.741),(21 16062.439),(22 15905.463),(23 15973.245),(24 16036.252),(25 15835.939),(26 15957.349),(27 15959.995),(28 15948.066),(29 16098.216),(30 16040.778),(31 16113.868),(32 16117.032),(33 16227.457),(34 16100.379),(35 15763.129),(36 15828.002),(37 15903.479),(38 16185.593),(39 16160.882),(40 15854.241),(41 15918.911),(42 16004.216),(43 15896.464),(44 16021.789),(45 16017.686),(46 15945.286),(47 15614.893),(48 15704.464),(49 15790.487),(50 15609.645),(51 15510.229),(52 15343.107),(53 15451.248),(54 15395.627),(55 15268.513),(56 15383.914),(57 15604.436),(58 15545.235),(59 15549.375),(60 15689.407),(61 15555.963),(62 15965.689),(63 16076.963),(64 15973.718),(65 15921.641),(66 16019.621),(67 16318.02),(68 16284.645),(69 16104.061),(70 16191.121),(71 16455.9),(72 16438.834),(73 16240.745),(74 16597.63),(75 16510.273),(76 16277.977),(77 16274.33),(78 16414.557),(79 16525.719),
(1 7079.1704),(2 9923.031),(3 10385.115),(4 10460.095),(5 10979.848),(6 11447.22),(7 11806.974),(8 12217.32),(9 12269.092),(10 12534.462),(11 12943.928),(12 13147.246),(13 13724.158),(14 14089.158),(15 14199.747),(16 14150.399),(17 14239.538),(18 14379.128),(19 14655.899),(20 14554.693),(21 14864.77),(22 14987.426),(23 15129.4795),(24 15116.763),(25 15005.178),(26 15177.905),(27 14999.792),(28 15050.756),(29 15169.177),(30 15053.405),(31 14674.036),(32 14714.87),(33 14911.197),(34 14882.818),(35 14706.616),(36 14542.893),(37 14655.789),(38 14724.9375),(39 14685.307),(40 14687.444),(41 14696.969),(42 14564.958),(43 14503.423),(44 14705.049),(45 14865.789),(46 14740.009),(47 14456.192),(48 14788.744),(49 14729.078),(50 14498.227),(51 14496.822),(52 14489.526),(53 14586.962),(54 14671.65),(55 14878.775),(56 14811.473),(57 14676.436),(58 14667.648),(59 15001.863),(60 14940.498),(61 14866.121),(62 14955.946),(63 14853.368),(64 14830.273),(65 15071.269),(66 14878.609),(67 14924.989),(68 14807.879),(69 14756.139),(70 14898.46),(71 15123.018),(72 14820.045),(73 14853.197),(74 15153.346),(75 15173.353),(76 15018.367),(77 14786.242),(78 14891.668),(79 15099.877),
(1 6912.7847),(2 9558.172),(3 9982.424),(4 10266.897),(5 10968.382),(6 11270.149),(7 11488.907),(8 11771.195),(9 11978.414),(10 12481.2705),(11 12822.542),(12 13137.171),(13 13339.929),(14 13655.424),(15 13752.202),(16 13739.361),(17 13913.028),(18 13851.641),(19 14279.544),(20 14224.83),(21 14460.573),(22 14479.949),(23 14299.256),(24 14391.776),(25 14561.044),(26 14622.249),(27 14534.878),(28 14754.859),(29 14737.605),(30 14738.309),(31 14688.913),(32 14756.864),(33 15081.682),(34 14835.21),(35 14817.056),(36 14794.27),(37 14847.39),(38 14538.664),(39 14591.3),(40 14701.139),(41 14614.49),(42 14570.954),(43 14515.926),(44 14564.087),(45 14373.939),(46 14398.387),(47 14376.983),(48 14125.292),(49 14371.083),(50 14373.832),(51 14137.346),(52 14211.497),(53 14153.048),(54 14142.965),(55 14186.21),(56 14272.407),(57 14385.604),(58 14252.747),(59 14483.855),(60 14331.83),(61 14576.124),(62 14897.986),(63 14793.311),(64 14790.576),(65 14673.366),(66 14741.509),(67 14707.915),(68 14647.749),(69 14612.475),(70 14657.318),(71 14731.734),(72 14648.014),(73 14603.965),(74 14589.728),(75 14812.387),(76 14877.687),(77 14719.734),(78 14667.934),(79 15008.613),
(1 6951.947),(2 9564.4),(3 9807.916),(4 10072.816),(5 10563.9795),(6 10833.36),(7 10991.894),(8 11481.984),(9 11940.362),(10 12377.945),(11 12556.395),(12 12945.208),(13 13402.963),(14 13641.817),(15 13759.683),(16 14208.552),(17 14365.373),(18 14199.809),(19 14635.698),(20 14659.942),(21 14901.141),(22 14771.802),(23 14779.807),(24 14683.529),(25 14888.922),(26 14869.567),(27 15081.695),(28 14961.715),(29 15209.048),(30 15105.532),(31 14872.222),(32 14891.702),(33 15165.064),(34 15188.678),(35 14939.092),(36 15017.127),(37 15139.873),(38 14839.38),(39 14952.311),(40 15072.537),(41 15186.348),(42 14867.732),(43 14869.968),(44 14942.561),(45 14957.657),(46 14858.03),(47 14861.466),(48 14882.134),(49 14768.717),(50 14626.041),(51 14611.041),(52 14608.131),(53 14792.322),(54 14787.588),(55 14782.205),(56 14704.187),(57 14860.246),(58 15229.566),(59 15161.92),(60 15191.965),(61 15308.39),(62 15446.385),(63 15467.456),(64 15246.007),(65 15156.724),(66 15242.756),(67 15213.344),(68 15339.051),(69 15362.344),(70 15381.712),(71 15157.012),(72 15151.339),(73 15337.783),(74 15197.071),(75 15372.305),(76 15279.977),(77 15362.187),(78 15199.744),(79 15187.298),
