1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 844187.06),(2 2789103),(3 5335445.5),(4 8162446.5),(5 11032741),(6 13726971),(7 16209271),(8 18419558),(9 20589216),(10 22604354),(11 24385544),(12 26010474),(13 27420642),(14 28487856),(15 29310878),(16 29960582),(17 30441208),(18 30841742),(19 31285202),(20 31826662),(21 32764422),(22 34287744),(23 35689748),(24 37381292),(25 39303280),(26 41401744),(27 43333710),(28 45282304),(29 46958436),(30 48630256),(31 50301452),(32 51618364),(33 52297772),(34 52325796),(35 51764084),(36 50779612),(37 49386976),(38 47811820),(39 46121396),(40 44302452),(41 42444724),(42 40666140),(43 39187268),(44 37775940),(45 36563692),(46 35557572),(47 34690388),(48 33947372),(49 33250266),(50 32601718),(51 31854536),(52 31120054),(53 30507208),(54 30146346),(55 29836678),(56 29582162),(57 29346176),(58 29346360),(59 29426538),(60 29609408),(61 30074398),(62 30778090),(63 31713750),(64 32805840),(65 34021240),(66 35154010),(67 36031308),(68 36801136),(69 37440068),(70 38041148),(71 38684990),(72 39498348),(73 40704620),(74 42236340),(75 43975636),(76 45991476),(77 48208516),(78 50502452),(79 52364916),
(1 207.1539),(2 224.05292),(3 238.61942),(4 245.94154),(5 255.08032),(6 261.42264),(7 266.27222),(8 271.48923),(9 274.9318),(10 279.60593),(11 282.47476),(12 285.9823),(13 289.0208),(14 291.9906),(15 293.97003),(16 293.69452),(17 297.75024),(18 297.9262),(19 300.77036),(20 303.13004),(21 306.1786),(22 306.47598),(23 310.6301),(24 312.16745),(25 315.68942),(26 316.79202),(27 319.87216),(28 321.01364),(29 322.35995),(30 325.3716),(31 325.77487),(32 326.78525),(33 327.75958),(34 326.56744),(35 328.05676),(36 328.08588),(37 329.07043),(38 328.2289),(39 330.81937),(40 330.0338),(41 331.54056),(42 331.39536),(43 333.44907),(44 334.02518),(45 336.64584),(46 336.2223),(47 337.64432),(48 337.89246),(49 338.1245),(50 339.4651),(51 341.24667),(52 341.25043),(53 342.65424),(54 339.21042),(55 342.01932),(56 342.1695),(57 342.7571),(58 342.3562),(59 341.03174),(60 338.60892),(61 340.6197),(62 340.39523),(63 341.52832),(64 341.5475),(65 343.81256),(66 343.95654),(67 343.86658),(68 342.37018),(69 342.05948),(70 343.77518),(71 343.40988),(72 342.28293),(73 342.8403),(74 341.07574),(75 341.9748),(76 343.94296),(77 345.73203),(78 345.35187),(79 344.0981),
(1 211.6863),(2 229.42339),(3 242.24792),(4 251.37079),(5 260.8636),(6 268.0984),(7 273.09332),(8 278.4413),(9 279.31192),(10 283.25836),(11 289.12854),(12 291.50336),(13 294.9775),(14 297.0613),(15 299.73813),(16 302.20294),(17 304.33),(18 305.379),(19 305.67694),(20 308.29938),(21 312.9528),(22 315.38477),(23 317.87308),(24 320.23358),(25 322.779),(26 323.70563),(27 326.2145),(28 325.88644),(29 329.26154),(30 330.6396),(31 333.23148),(32 333.60205),(33 335.47293),(34 334.91516),(35 335.9351),(36 335.18176),(37 336.92422),(38 336.42035),(39 337.70264),(40 338.84827),(41 340.07428),(42 340.74078),(43 341.34763),(44 341.54294),(45 343.37317),(46 341.46658),(47 343.34982),(48 344.12863),(49 346.31207),(50 345.75415),(51 346.79843),(52 346.09338),(53 347.1979),(54 344.0041),(55 345.90936),(56 343.94922),(57 344.94843),(58 345.18777),(59 345.3811),(60 343.42392),(61 344.17966),(62 345.79355),(63 347.6048),(64 347.79807),(65 347.83038),(66 348.04623),(67 348.67358),(68 347.31494),(69 346.59995),(70 347.7546),(71 350.02737),(72 348.0203),(73 349.4602),(74 349.2447),(75 349.61975),(76 350.97433),(77 350.60703),(78 351.97452),(79 350.81235),
(1 208.39822),(2 226.79895),(3 238.85309),(4 249.3181),(5 257.45493),(6 263.95697),(7 269.93546),(8 275.65588),(9 278.00186),(10 280.7527),(11 285.03592),(12 288.351),(13 292.02637),(14 293.13196),(15 296.809),(16 298.2919),(17 297.8567),(18 301.083),(19 303.10486),(20 304.58286),(21 308.49835),(22 309.11722),(23 313.08804),(24 315.8282),(25 317.95056),(26 320.78543),(27 322.26727),(28 323.08325),(29 325.55756),(30 326.04428),(31 327.3618),(32 328.99603),(33 329.62967),(34 330.9026),(35 329.6498),(36 330.59),(37 333.44846),(38 331.58215),(39 333.82556),(40 334.48935),(41 335.67206),(42 336.02747),(43 337.43933),(44 336.31766),(45 338.03558),(46 337.4544),(47 340.95633),(48 340.5817),(49 342.74042),(50 341.3531),(51 344.28003),(52 342.66693),(53 341.9066),(54 339.86102),(55 343.64743),(56 340.94617),(57 342.79633),(58 343.47192),(59 341.87808),(60 341.09964),(61 340.5037),(62 342.76257),(63 343.38483),(64 343.11703),(65 341.9497),(66 343.43347),(67 344.44202),(68 343.9729),(69 343.663),(70 343.96756),(71 345.01266),(72 341.13046),(73 342.61197),(74 344.40015),(75 345.923),(76 344.80783),(77 344.8418),(78 345.79837),(79 346.49442),
(1 208.91545),(2 226.51913),(3 237.8199),(4 246.62283),(5 256.4745),(6 261.8867),(7 268.60645),(8 273.65222),(9 277.41495),(10 280.19754),(11 285.48737),(12 288.18802),(13 291.18784),(14 293.84122),(15 297.29904),(16 296.74866),(17 297.92072),(18 300.4086),(19 303.73874),(20 304.72055),(21 307.4796),(22 308.04416),(23 313.2267),(24 313.6965),(25 315.8208),(26 317.3393),(27 320.14764),(28 321.7889),(29 325.27338),(30 325.20355),(31 327.78287),(32 327.1279),(33 327.2627),(34 327.5478),(35 327.33737),(36 328.64334),(37 332.39282),(38 331.83386),(39 333.58252),(40 334.2353),(41 335.18506),(42 335.60538),(43 336.86377),(44 335.58737),(45 338.99448),(46 337.3409),(47 340.28076),(48 340.7982),(49 341.81308),(50 340.4396),(51 341.26822),(52 340.92316),(53 341.2286),(54 340.2611),(55 341.59756),(56 340.4732),(57 342.3318),(58 342.70215),(59 340.6913),(60 341.22513),(61 341.22137),(62 341.20236),(63 341.71735),(64 342.89603),(65 343.67517),(66 343.29156),(67 345.427),(68 347.11624),(69 345.36487),(70 342.7985),(71 346.3969),(72 344.852),(73 345.58093),(74 346.3154),(75 349.48315),(76 346.04468),(77 348.0685),(78 349.51913),(79 347.8289),
(1 206.71567),(2 222.38205),(3 233.71996),(4 243.64662),(5 254.5489),(6 258.88113),(7 264.70767),(8 269.33112),(9 273.76474),(10 277.03378),(11 282.30957),(12 284.60812),(13 288.78867),(14 290.08002),(15 292.99185),(16 292.60226),(17 294.65152),(18 297.03192),(19 300.53473),(20 300.7957),(21 303.79297),(22 304.54822),(23 307.65546),(24 308.28952),(25 313.0298),(26 314.0242),(27 318.04898),(28 319.10486),(29 320.8655),(30 319.7295),(31 322.98633),(32 322.81433),(33 323.65802),(34 323.80576),(35 324.98062),(36 324.92252),(37 327.3834),(38 326.2072),(39 327.06888),(40 325.75916),(41 327.6102),(42 327.60577),(43 329.4074),(44 327.4653),(45 332.30478),(46 330.44055),(47 332.3995),(48 332.20972),(49 335.69348),(50 334.00104),(51 331.5205),(52 332.76483),(53 334.3181),(54 332.5696),(55 334.71124),(56 333.20935),(57 334.01758),(58 334.87393),(59 333.59055),(60 332.85934),(61 334.35486),(62 333.5064),(63 335.31427),(64 335.77875),(65 337.2613),(66 335.75677),(67 336.17865),(68 338.23712),(69 338.00278),(70 336.59885),(71 338.0165),(72 336.61624),(73 336.83847),(74 336.70425),(75 339.0375),(76 339.09586),(77 339.63718),(78 340.8125),(79 338.82336),
(1 201.55623),(2 215.85341),(3 228.90508),(4 240.6165),(5 248.27872),(6 254.80821),(7 259.82153),(8 264.34952),(9 267.77087),(10 271.71835),(11 275.4721),(12 278.60587),(13 283.24475),(14 284.95798),(15 288.4739),(16 288.6401),(17 290.95398),(18 293.7248),(19 296.6527),(20 298.0433),(21 299.9041),(22 300.7746),(23 304.41782),(24 307.82266),(25 309.91827),(26 312.14478),(27 315.96643),(28 316.39752),(29 318.6911),(30 320.25897),(31 321.51138),(32 322.65353),(33 322.35458),(34 321.55457),(35 323.37784),(36 322.13953),(37 323.40094),(38 323.36673),(39 325.71176),(40 326.24545),(41 328.03525),(42 327.66672),(43 329.50372),(44 327.3908),(45 329.51398),(46 327.9172),(47 329.4592),(48 331.26306),(49 331.52036),(50 331.52924),(51 329.7379),(52 329.49374),(53 330.9675),(54 330.50284),(55 330.01355),(56 329.33923),(57 331.71188),(58 330.32043),(59 331.9781),(60 329.99744),(61 330.15918),(62 331.39096),(63 333.70187),(64 331.6637),(65 334.2304),(66 334.2614),(67 334.5647),(68 335.85464),(69 336.69522),(70 337.0344),(71 336.97278),(72 335.00693),(73 337.1952),(74 335.14737),(75 337.15332),(76 335.6396),(77 337.03915),(78 338.07944),(79 336.79572),
(1 204.41344),(2 221.42163),(3 234.84023),(4 246.4086),(5 253.08847),(6 260.1596),(7 265.74652),(8 268.87686),(9 273.25983),(10 278.7132),(11 281.4257),(12 285.2392),(13 289.68988),(14 291.65182),(15 293.6184),(16 293.43924),(17 295.35513),(18 298.12415),(19 301.38623),(20 302.11002),(21 304.56363),(22 304.23035),(23 309.22397),(24 311.3948),(25 313.82938),(26 316.01242),(27 318.08716),(28 319.87262),(29 319.6416),(30 321.64392),(31 321.18698),(32 323.17816),(33 323.53445),(34 322.98395),(35 323.48785),(36 322.16943),(37 324.03287),(38 322.57065),(39 325.22708),(40 324.86865),(41 325.6003),(42 326.28787),(43 327.86023),(44 327.0078),(45 328.58643),(46 328.96738),(47 330.8584),(48 332.07156),(49 333.62262),(50 331.69193),(51 331.9862),(52 330.80325),(53 331.01492),(54 332.60138),(55 331.5999),(56 330.2205),(57 332.058),(58 330.7703),(59 331.14755),(60 330.34793),(61 331.07797),(62 331.47),(63 332.25613),(64 332.88586),(65 335.3279),(66 334.33826),(67 334.2505),(68 332.6063),(69 335.03195),(70 335.75345),(71 335.53693),(72 334.7465),(73 337.46292),(74 335.02066),(75 337.1464),(76 336.16324),(77 338.94513),(78 339.2326),(79 338.30753),
(1 200.32231),(2 217.53923),(3 229.08372),(4 240.48604),(5 246.53035),(6 253.54123),(7 259.4774),(8 261.0457),(9 266.18088),(10 271.10492),(11 273.15195),(12 275.5465),(13 280.1154),(14 282.78326),(15 285.43646),(16 287.22748),(17 288.2997),(18 291.05325),(19 293.51758),(20 292.44363),(21 295.99307),(22 297.64914),(23 302.12582),(24 305.5941),(25 308.2291),(26 309.34695),(27 310.4969),(28 311.9872),(29 313.59384),(30 313.92624),(31 315.5293),(32 316.71878),(33 317.2797),(34 316.6615),(35 318.71777),(36 317.6508),(37 318.6749),(38 317.7223),(39 319.45648),(40 319.40805),(41 321.13657),(42 321.0419),(43 323.50443),(44 321.9555),(45 325.33777),(46 324.5412),(47 324.55292),(48 325.7101),(49 325.77252),(50 326.9931),(51 328.12607),(52 326.14063),(53 327.35526),(54 326.9383),(55 327.16428),(56 327.05353),(57 325.78946),(58 324.368),(59 325.20853),(60 324.74063),(61 325.02512),(62 323.91086),(63 325.2049),(64 324.31097),(65 327.0648),(66 326.0566),(67 326.55927),(68 327.027),(69 327.57666),(70 328.4157),(71 328.6816),(72 326.8754),(73 329.341),(74 326.93933),(75 329.77066),(76 328.58157),(77 331.6196),(78 329.26447),(79 329.21887),
(1 199.20862),(2 216.73344),(3 229.38617),(4 239.74666),(5 247.36708),(6 253.74571),(7 258.37198),(8 261.34674),(9 265.9653),(10 270.1254),(11 273.72858),(12 276.50778),(13 280.45486),(14 280.2539),(15 284.2267),(16 286.03),(17 286.33136),(18 289.6092),(19 291.75336),(20 292.20776),(21 294.86035),(22 297.86313),(23 299.5564),(24 301.94208),(25 303.65533),(26 305.96887),(27 305.99124),(28 308.11398),(29 310.17212),(30 311.30905),(31 313.76202),(32 313.8198),(33 315.17114),(34 314.00818),(35 316.77097),(36 317.16162),(37 318.57312),(38 318.51352),(39 319.75806),(40 320.1128),(41 319.9462),(42 321.32175),(43 321.89688),(44 321.12534),(45 323.56104),(46 321.64578),(47 322.49887),(48 326.03613),(49 326.4857),(50 325.31726),(51 326.61786),(52 325.89386),(53 327.1297),(54 325.0212),(55 326.53415),(56 325.0093),(57 326.0672),(58 324.78568),(59 325.29373),(60 325.77457),(61 325.33347),(62 326.47958),(63 328.19257),(64 328.38333),(65 330.62885),(66 328.03268),(67 329.62393),(68 329.153),(69 329.99127),(70 329.6622),(71 330.99554),(72 329.4935),(73 332.23163),(74 329.94965),(75 332.13535),(76 332.9912),(77 333.28842),(78 331.8733),(79 332.078),
(1 198.15941),(2 215.49388),(3 228.72763),(4 236.69177),(5 246.26309),(6 252.7243),(7 256.39102),(8 260.9084),(9 265.1174),(10 268.76907),(11 271.72745),(12 276.2563),(13 279.4836),(14 280.44992),(15 284.24918),(16 285.87943),(17 287.5289),(18 290.1693),(19 291.2976),(20 292.0314),(21 295.76517),(22 296.82205),(23 300.014),(24 302.275),(25 303.85934),(26 305.48584),(27 307.52332),(28 309.44748),(29 312.07474),(30 311.906),(31 314.0326),(32 314.09048),(33 316.99524),(34 315.72525),(35 317.0009),(36 318.13586),(37 319.2919),(38 318.14084),(39 319.7641),(40 319.53406),(41 320.3047),(42 322.77914),(43 322.06262),(44 322.1247),(45 324.27682),(46 322.2278),(47 323.8564),(48 324.2612),(49 326.01587),(50 324.61417),(51 327.11575),(52 324.75043),(53 324.9074),(54 324.38474),(55 325.4852),(56 324.7525),(57 326.4777),(58 326.16776),(59 324.75992),(60 324.83405),(61 325.52197),(62 325.87222),(63 326.85965),(64 326.31458),(65 327.45142),(66 327.04504),(67 327.23163),(68 328.04437),(69 328.31012),(70 326.7582),(71 326.9586),(72 327.02808),(73 328.71408),(74 327.72678),(75 329.23163),(76 330.0917),(77 332.79688),(78 330.72964),(79 330.19144),
(1 195.9216),(2 212.66026),(3 224.97456),(4 233.09985),(5 241.0678),(6 247.10593),(7 251.61082),(8 254.79707),(9 260.3471),(10 264.6617),(11 266.0841),(12 270.53812),(13 274.49683),(14 275.1058),(15 278.17303),(16 280.75452),(17 283.88263),(18 285.39926),(19 285.1915),(20 287.16745),(21 291.93692),(22 291.84006),(23 295.51068),(24 296.18295),(25 299.77338),(26 300.8871),(27 302.7917),(28 303.148),(29 306.89435),(30 306.78052),(31 307.93436),(32 310.43207),(33 311.36676),(34 309.50754),(35 310.10913),(36 311.09564),(37 312.2219),(38 311.7253),(39 313.58023),(40 315.87585),(41 315.9372),(42 316.50616),(43 317.2078),(44 318.1687),(45 318.09393),(46 318.04993),(47 319.4471),(48 320.59595),(49 321.5173),(50 319.1251),(51 320.5837),(52 321.05045),(53 319.42267),(54 319.841),(55 322.38174),(56 320.433),(57 321.336),(58 321.97916),(59 320.65195),(60 319.75848),(61 321.35825),(62 320.39716),(63 320.83792),(64 321.86865),(65 322.57837),(66 320.9869),(67 322.0727),(68 322.48053),(69 322.85544),(70 320.87668),(71 322.81976),(72 321.68143),(73 323.0348),(74 323.86157),(75 326.18265),(76 323.5275),(77 326.96017),(78 325.14063),(79 325.77036),
(1 197.03096),(2 214.06924),(3 226.85622),(4 236.30923),(5 243.2745),(6 250.41643),(7 254.85948),(8 257.92258),(9 264.1279),(10 267.58038),(11 269.7255),(12 273.06003),(13 276.98352),(14 277.79333),(15 281.79965),(16 282.30566),(17 286.18936),(18 287.8749),(19 288.78943),(20 291.15045),(21 295.78735),(22 296.3265),(23 299.7218),(24 301.53247),(25 305.51215),(26 305.298),(27 308.86612),(28 310.63284),(29 313.299),(30 312.94162),(31 315.16058),(32 316.35632),(33 318.11942),(34 315.5448),(35 317.066),(36 315.53043),(37 318.47675),(38 318.13544),(39 318.74442),(40 319.9384),(41 319.85944),(42 320.39026),(43 321.15762),(44 321.57703),(45 322.81412),(46 321.29987),(47 324.24753),(48 323.99796),(49 324.13974),(50 322.75314),(51 324.40002),(52 323.40366),(53 322.72458),(54 322.734),(55 323.2468),(56 321.66333),(57 323.67917),(58 321.78687),(59 322.72272),(60 319.9436),(61 321.4971),(62 320.34393),(63 321.289),(64 320.95822),(65 322.5969),(66 322.29877),(67 323.62006),(68 324.28708),(69 326.4545),(70 323.54077),(71 325.05487),(72 321.99075),(73 323.0554),(74 323.90958),(75 325.68597),(76 324.57272),(77 326.46735),(78 326.51855),(79 326.35214),
(1 192.77194),(2 209.72522),(3 221.50948),(4 230.71918),(5 237.11244),(6 243.37161),(7 247.52885),(8 251.50282),(9 256.52225),(10 260.86136),(11 264.18976),(12 269.25116),(13 271.10272),(14 272.30893),(15 275.92386),(16 277.50964),(17 278.1622),(18 281.51364),(19 283.52142),(20 283.7607),(21 288.19812),(22 287.3147),(23 291.29367),(24 293.83035),(25 298.3172),(26 296.10397),(27 298.85364),(28 300.90097),(29 302.4488),(30 303.41104),(31 306.17822),(32 305.0472),(33 306.0499),(34 305.05356),(35 303.18146),(36 303.99863),(37 308.0981),(38 305.57178),(39 307.431),(40 307.9617),(41 309.69543),(42 307.90475),(43 308.18152),(44 310.26175),(45 313.58975),(46 310.59995),(47 313.11755),(48 313.02817),(49 313.68686),(50 314.88568),(51 316.071),(52 317.14063),(53 316.0902),(54 316.24948),(55 314.76294),(56 313.99304),(57 315.99896),(58 315.20932),(59 314.5983),(60 313.76144),(61 314.53784),(62 312.72418),(63 312.5269),(64 313.36948),(65 315.42877),(66 314.21375),(67 315.7942),(68 316.35065),(69 317.93332),(70 318.2132),(71 318.21198),(72 316.20575),(73 316.95447),(74 317.65594),(75 317.38055),(76 317.8665),(77 318.0588),(78 318.93915),(79 318.07123),
(1 194.45616),(2 210.06068),(3 223.05516),(4 231.531),(5 240.18266),(6 244.88406),(7 249.30983),(8 253.78261),(9 258.37585),(10 262.3062),(11 266.52188),(12 270.37512),(13 274.05798),(14 274.61417),(15 278.05154),(16 280.58505),(17 280.85788),(18 283.40924),(19 284.8967),(20 286.58432),(21 288.79626),(22 289.6762),(23 293.05692),(24 295.57047),(25 298.5994),(26 298.15143),(27 299.68552),(28 301.86914),(29 305.33655),(30 306.41312),(31 307.99637),(32 307.40356),(33 307.3414),(34 308.174),(35 307.03662),(36 308.68384),(37 310.73148),(38 309.71298),(39 311.89682),(40 312.14417),(41 313.49866),(42 313.4691),(43 313.3748),(44 315.072),(45 319.3041),(46 316.5235),(47 318.1421),(48 317.2357),(49 318.05615),(50 318.8915),(51 318.39374),(52 317.37323),(53 315.98203),(54 316.47787),(55 316.86023),(56 317.37085),(57 319.58838),(58 316.64005),(59 317.7357),(60 317.17105),(61 317.55417),(62 319.0076),(63 317.88184),(64 317.79718),(65 321.11096),(66 318.40717),(67 319.8686),(68 319.67313),(69 321.29666),(70 320.3129),(71 319.66907),(72 319.14774),(73 318.21118),(74 320.04684),(75 319.91086),(76 317.73856),(77 322.11606),(78 322.42163),(79 320.9357),
(1 190.26814),(2 206.75545),(3 218.0948),(4 227.97655),(5 237.90166),(6 242.3369),(7 246.57074),(8 250.78206),(9 255.30057),(10 258.69714),(11 263.41187),(12 265.9448),(13 269.67914),(14 271.19833),(15 273.56845),(16 274.5269),(17 276.60788),(18 276.95724),(19 280.57565),(20 282.6569),(21 285.69586),(22 286.95874),(23 289.21356),(24 293.34488),(25 295.61105),(26 296.92285),(27 297.66125),(28 298.868),(29 302.8071),(30 303.3579),(31 304.5603),(32 304.0253),(33 306.38516),(34 304.58572),(35 304.25446),(36 305.24786),(37 307.0547),(38 307.48715),(39 308.57263),(40 308.94583),(41 308.61298),(42 308.97098),(43 310.24576),(44 311.18204),(45 313.65637),(46 312.8157),(47 313.05847),(48 312.55545),(49 314.2475),(50 315.04263),(51 315.2049),(52 314.9831),(53 315.86395),(54 313.41455),(55 313.69812),(56 312.92355),(57 315.58792),(58 312.75858),(59 314.0981),(60 313.59683),(61 313.41782),(62 314.62204),(63 315.03394),(64 316.02316),(65 318.21967),(66 316.69946),(67 316.86133),(68 315.94635),(69 319.02313),(70 317.16605),(71 317.89243),(72 318.1753),(73 317.96228),(74 317.72287),(75 318.93546),(76 316.76285),(77 318.09274),(78 318.84564),(79 320.6381),
(1 188.84578),(2 204.53372),(3 215.36613),(4 224.92203),(5 234.87666),(6 240.25102),(7 244.92343),(8 247.20499),(9 252.58176),(10 255.7402),(11 260.01724),(12 261.60486),(13 264.90723),(14 267.7514),(15 268.9099),(16 271.48004),(17 273.75925),(18 275.47122),(19 278.57135),(20 280.57333),(21 283.4234),(22 283.54263),(23 285.73108),(24 287.02795),(25 291.36884),(26 292.70822),(27 294.42853),(28 295.26907),(29 298.84897),(30 298.5776),(31 299.84814),(32 301.28278),(33 303.31973),(34 301.47424),(35 302.06772),(36 302.4761),(37 303.89246),(38 304.2045),(39 306.21448),(40 306.5978),(41 306.33157),(42 306.41873),(43 307.54373),(44 309.1791),(45 310.4857),(46 310.8484),(47 312.8659),(48 311.03156),(49 313.40344),(50 313.91702),(51 315.46198),(52 313.0581),(53 314.98108),(54 315.67657),(55 313.9001),(56 313.5847),(57 316.04083),(58 314.66837),(59 314.9442),(60 314.78412),(61 314.41852),(62 315.05603),(63 315.2094),(64 315.14453),(65 316.68182),(66 314.66922),(67 316.64386),(68 315.96777),(69 318.33243),(70 318.07205),(71 318.32507),(72 318.54727),(73 319.7366),(74 318.98547),(75 319.7461),(76 318.68924),(77 318.86218),(78 319.03235),(79 319.73685),
(1 190.13089),(2 204.14655),(3 216.48761),(4 224.50517),(5 234.1575),(6 238.75224),(7 243.62431),(8 248.53094),(9 253.39),(10 255.59221),(11 260.14508),(12 261.1208),(13 266.5639),(14 269.05954),(15 270.3434),(16 271.68042),(17 274.12317),(18 274.91782),(19 276.60007),(20 279.57852),(21 281.88663),(22 283.02017),(23 283.72208),(24 286.0899),(25 289.99576),(26 290.74155),(27 292.76505),(28 293.92566),(29 296.64313),(30 296.47598),(31 298.06934),(32 300.29865),(33 301.44992),(34 300.39194),(35 301.0754),(36 299.7163),(37 302.14914),(38 302.29227),(39 303.42215),(40 304.714),(41 305.22366),(42 304.13486),(43 305.33682),(44 305.6946),(45 306.64484),(46 306.40146),(47 310.7752),(48 307.6523),(49 309.59918),(50 309.40683),(51 308.88068),(52 309.73102),(53 310.2736),(54 310.6366),(55 310.2026),(56 310.71744),(57 311.7054),(58 311.07266),(59 312.0385),(60 311.7617),(61 310.7195),(62 312.3398),(63 312.47205),(64 312.4816),(65 314.24417),(66 311.50534),(67 314.2525),(68 314.39032),(69 314.85468),(70 313.40762),(71 313.8174),(72 312.77875),(73 314.25888),(74 312.69446),(75 315.53354),(76 314.33276),(77 315.09088),(78 316.40732),(79 316.75674),
(1 186.71028),(2 203.61359),(3 215.36913),(4 223.38206),(5 231.4225),(6 234.87651),(7 241.07591),(8 245.14297),(9 248.8509),(10 251.50816),(11 255.8963),(12 257.4733),(13 261.98245),(14 264.34134),(15 266.22263),(16 265.85486),(17 267.58237),(18 268.95547),(19 270.68393),(20 272.74017),(21 275.9489),(22 276.70322),(23 278.82886),(24 282.33005),(25 285.1898),(26 287.72357),(27 288.62234),(28 288.56564),(29 291.30444),(30 290.16394),(31 292.83463),(32 293.64938),(33 293.8487),(34 293.35104),(35 294.5693),(36 294.87515),(37 294.90494),(38 294.24652),(39 295.54395),(40 297.35),(41 297.85535),(42 298.1729),(43 300.29156),(44 300.0512),(45 302.20038),(46 301.40607),(47 303.36887),(48 302.2954),(49 302.5816),(50 303.9885),(51 303.38528),(52 303.27765),(53 301.96725),(54 302.6569),(55 303.41318),(56 301.42148),(57 304.21707),(58 302.49014),(59 304.2402),(60 303.64893),(61 303.87045),(62 303.6347),(63 303.30347),(64 302.66455),(65 305.26328),(66 304.52634),(67 307.2766),(68 305.83853),(69 306.59042),(70 306.95557),(71 307.3902),(72 307.10114),(73 308.33353),(74 307.83737),(75 311.18613),(76 307.1101),(77 309.76215),(78 308.9775),(79 309.11588),
