1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 123114.07),(2 315159.47),(3 485710.44),(4 618168.7),(5 712723.44),(6 772449),(7 799812.25),(8 804644),(9 800348.4),(10 823860.56),(11 892861.2),(12 975796.3),(13 1040503.44),(14 1105053.4),(15 1152328.4),(16 1181924.1),(17 1188273.4),(18 1168408.5),(19 1143825.1),(20 1132937.4),(21 1142328.3),(22 1183541.8),(23 1220001.4),(24 1249886.5),(25 1271798),(26 1285470.4),(27 1284800.9),(28 1284321.9),(29 1271134.4),(30 1262973),(31 1258162.5),(32 1258968.6),(33 1269366.3),(34 1270937),(35 1259672.8),(36 1262352.4),(37 1261105),(38 1262802.3),(39 1252212.4),(40 1242002.9),(41 1243470.9),(42 1257781.8),(43 1275367),(44 1293843),(45 1320065.1),(46 1342181.6),(47 1355958.6),(48 1363494),(49 1372593.6),(50 1386246.6),(51 1404030.3),(52 1421448.8),(53 1419722.6),(54 1424060.9),(55 1436523.3),(56 1453035.6),(57 1467737.6),(58 1486891.3),(59 1497723.6),(60 1498021.8),(61 1488785),(62 1467074.9),(63 1467657.8),(64 1470333),(65 1481669.1),(66 1483387.1),(67 1481954.5),(68 1477301.8),(69 1473787),(70 1488459.5),(71 1496904.1),(72 1488176),(73 1470161.9),(74 1471209.6),(75 1476613),(76 1486679.9),(77 1499911.6),(78 1514998.3),(79 1521574.3),
(1 121400.695),(2 305637.88),(3 469299.5),(4 591005.5),(5 683221.9),(6 751774.44),(7 786377.94),(8 814660.44),(9 826004.7),(10 864718.75),(11 933542.5),(12 1005595.94),(13 1065248.3),(14 1103342.6),(15 1116298.4),(16 1104297.6),(17 1071559.4),(18 1045925.5),(19 1023908.2),(20 1012047.7),(21 1016205.2),(22 1043862.8),(23 1080580.6),(24 1127947.1),(25 1156720.5),(26 1169454.9),(27 1186093),(28 1200948.4),(29 1212521),(30 1234237.1),(31 1241401.5),(32 1250494.1),(33 1275396),(34 1282539.4),(35 1277899.6),(36 1259304.5),(37 1247306),(38 1229453.5),(39 1200020.3),(40 1173550.4),(41 1150956.8),(42 1151256.3),(43 1160400.1),(44 1171761),(45 1182726.6),(46 1197209.1),(47 1198199.9),(48 1186865.6),(49 1170972),(50 1153069.8),(51 1139934.1),(52 1129328),(53 1130648.1),(54 1135082.6),(55 1154152.4),(56 1176774.5),(57 1187068.1),(58 1187727.1),(59 1177840.4),(60 1173629.8),(61 1172452.6),(62 1175552.5),(63 1187165.5),(64 1197496.5),(65 1205200.1),(66 1208108.1),(67 1204800.1),(68 1190905.3),(69 1188208.1),(70 1177138),(71 1155564.9),(72 1142015),(73 1139399.9),(74 1140434.6),(75 1149642.9),(76 1174909.1),(77 1196154.9),(78 1212833.1),(79 1233733),
(1 119049.81),(2 303357.84),(3 460998),(4 585373.7),(5 671207.9),(6 720056.3),(7 748655.9),(8 766960.75),(9 778233.75),(10 803506.1),(11 850565.5),(12 895052.5),(13 945709.8),(14 989388.6),(15 1016602.6),(16 1032505.5),(17 1043038.3),(18 1028489.56),(19 1016335),(20 1024512.4),(21 1048433.44),(22 1085971.5),(23 1129450.6),(24 1167937.9),(25 1178838.3),(26 1173940.5),(27 1173822.1),(28 1175042.5),(29 1172466.4),(30 1159055),(31 1156164.6),(32 1153785),(33 1163737.8),(34 1171482.6),(35 1173356.1),(36 1163975.6),(37 1153762.9),(38 1132797.4),(39 1118268.1),(40 1103467.4),(41 1093826.3),(42 1094111.4),(43 1106074.8),(44 1122095.9),(45 1143912.9),(46 1167996),(47 1176948.9),(48 1189719.5),(49 1194815.5),(50 1188928.9),(51 1189123.5),(52 1205054.3),(53 1235243.1),(54 1272619.5),(55 1310773.4),(56 1332802.8),(57 1337797.4),(58 1327226),(59 1313006.5),(60 1285988.3),(61 1267453.4),(62 1249137.6),(63 1247021.4),(64 1264937),(65 1281748.4),(66 1290504.5),(67 1286886.5),(68 1272671.1),(69 1263890.1),(70 1241062),(71 1235809.9),(72 1230398.5),(73 1225523.1),(74 1227588.5),(75 1233312.8),(76 1253711.4),(77 1285194.8),(78 1296576),(79 1299606.5),
(1 107071.66),(2 263790.9),(3 396024.2),(4 490151.03),(5 568429.5),(6 628754.1),(7 668718.1),(8 681200.06),(9 677700.7),(10 693047.1),(11 726746.25),(12 776114.06),(13 823702.4),(14 861773.8),(15 892857),(16 921259.1),(17 937318.2),(18 942528.7),(19 929333),(20 934516.7),(21 957911.06),(22 996370.4),(23 1033295.1),(24 1062845.4),(25 1097593.1),(26 1130790.5),(27 1153441.4),(28 1148660.5),(29 1133310),(30 1122962.6),(31 1114565.4),(32 1110719),(33 1111518),(34 1121436.8),(35 1125544.5),(36 1134188.4),(37 1128073.1),(38 1126832.6),(39 1104053.4),(40 1079620.9),(41 1073057.6),(42 1083062.3),(43 1095447.4),(44 1116100.5),(45 1131795.6),(46 1140413.1),(47 1164926.9),(48 1185513.5),(49 1181717.8),(50 1172407.6),(51 1159085.8),(52 1150849.4),(53 1153616.8),(54 1172065.5),(55 1193934),(56 1202434.1),(57 1192329.8),(58 1180388.4),(59 1157513.5),(60 1135460.6),(61 1118690.6),(62 1103437.4),(63 1098030),(64 1102317.4),(65 1104540.6),(66 1111812),(67 1119694.9),(68 1126093),(69 1125479.5),(70 1121442.6),(71 1116612.5),(72 1104530.9),(73 1092575),(74 1089935.6),(75 1088056.6),(76 1093517.1),(77 1102574.9),(78 1105330.9),(79 1110562.6),
(1 110275.79),(2 268152.78),(3 413629.2),(4 527245.25),(5 610606.1),(6 655061.4),(7 681205.5),(8 690669.06),(9 707033.44),(10 739780),(11 795019.25),(12 853029.4),(13 905900.4),(14 957078.75),(15 985187.44),(16 999726.2),(17 997610.06),(18 978205.3),(19 960754.3),(20 954244.8),(21 969055.7),(22 987504.3),(23 1017468.94),(24 1036975.7),(25 1060292.3),(26 1074101.3),(27 1076284.5),(28 1075395.8),(29 1075825.8),(30 1061736.8),(31 1043186.94),(32 1040922.94),(33 1041238.06),(34 1042747.94),(35 1034283.7),(36 1029951.7),(37 1025099.6),(38 1011966.25),(39 996416.1),(40 991133.06),(41 986138.06),(42 991561.9),(43 1004334.6),(44 1029044.3),(45 1044794.25),(46 1049924.4),(47 1059266.9),(48 1053728.3),(49 1051842.1),(50 1044985.6),(51 1027232.75),(52 1015251.7),(53 1008074.6),(54 1012011.2),(55 1021023.5),(56 1021623.94),(57 1023267.1),(58 1018863.9),(59 1016645),(60 1016050.94),(61 1020480.1),(62 1040060.06),(63 1055157.5),(64 1061216.6),(65 1067525),(66 1067893.9),(67 1065308.4),(68 1069473.1),(69 1074391.6),(70 1089942.8),(71 1105085.3),(72 1118966.8),(73 1126459.5),(74 1146895.6),(75 1173696.1),(76 1185741.6),(77 1204515.9),(78 1226868.4),(79 1236931.6),
(1 106423.375),(2 259442.1),(3 386358.5),(4 477282.06),(5 550802.25),(6 598433.44),(7 634410.8),(8 654023.75),(9 665576.8),(10 689980.8),(11 731776.06),(12 782105.6),(13 829169.44),(14 875357.75),(15 903815.75),(16 910818.4),(17 905623.2),(18 888982.25),(19 874183.8),(20 865511.44),(21 872870),(22 893774.4),(23 916670.1),(24 926857.56),(25 939848.44),(26 936729.4),(27 929627.75),(28 929184.4),(29 926092),(30 920528.1),(31 910460.1),(32 904204.75),(33 905165.94),(34 908093),(35 920068.7),(36 913103.3),(37 903720.44),(38 888840.1),(39 878593.3),(40 872887.06),(41 877871.94),(42 889499.25),(43 908300.7),(44 934575.44),(45 955721),(46 977818.75),(47 992563.44),(48 996016.44),(49 1005483.06),(50 1009157.3),(51 1019176.8),(52 1021006.1),(53 1029419.25),(54 1030872.75),(55 1033965.44),(56 1034201.6),(57 1034627.2),(58 1040728.56),(59 1042115.25),(60 1039267.6),(61 1036539.44),(62 1034978.56),(63 1049199),(64 1070257.5),(65 1085484.6),(66 1101602.9),(67 1119213.1),(68 1130619.6),(69 1130947.8),(70 1134935.6),(71 1127449.9),(72 1119895.9),(73 1114439.8),(74 1113834),(75 1114609.3),(76 1114076.6),(77 1111846.3),(78 1115023.5),(79 1117139.3),
(1 107603.32),(2 265725.75),(3 403515.56),(4 498074.5),(5 560053.3),(6 608439.4),(7 636808.8),(8 653148.25),(9 675195.4),(10 704563.75),(11 738243.56),(12 787893.75),(13 826238.06),(14 859254.5),(15 886090.7),(16 887562.8),(17 882718.9),(18 879052.7),(19 860947.9),(20 842034.25),(21 844259.75),(22 872185.7),(23 897608.6),(24 923051.5),(25 943541.5),(26 945914.5),(27 941308.4),(28 942500.4),(29 943270.94),(30 939201.5),(31 940985.44),(32 940746.9),(33 949031.4),(34 953736.9),(35 950373.3),(36 941889.56),(37 927191.3),(38 912887.2),(39 900413.56),(40 896591.2),(41 896799.7),(42 897985.94),(43 912579.94),(44 935236.44),(45 955686.3),(46 968493.7),(47 974993.8),(48 976286.3),(49 985239.9),(50 985236.7),(51 983177.2),(52 984515.2),(53 991350.6),(54 1012299.5),(55 1022554.6),(56 1034909.2),(57 1051050),(58 1060448.8),(59 1054477.9),(60 1042706.3),(61 1028470.56),(62 1003256.9),(63 992303),(64 998244.75),(65 996291),(66 1001449.44),(67 1004294.7),(68 1003401.06),(69 998529.4),(70 1006574.5),(71 1023683.2),(72 1037011.4),(73 1034916.06),(74 1026127.56),(75 1026043.56),(76 1023699.7),(77 1017013.4),(78 1011646.56),(79 1005132.1),
(1 100319.984),(2 236521.38),(3 343881.16),(4 420057.3),(5 478121.8),(6 518997.7),(7 553684.56),(8 567669.3),(9 574675.5),(10 583052.44),(11 608368.4),(12 648293.56),(13 680284),(14 705620),(15 723353.06),(16 725597.4),(17 723638.1),(18 714130.1),(19 701199.7),(20 698272.56),(21 711922.75),(22 723752.3),(23 744260.25),(24 769007.25),(25 798889.56),(26 813802.75),(27 819394.7),(28 820458.9),(29 816960.9),(30 815139.1),(31 817964.5),(32 829988.75),(33 839950.44),(34 840522.75),(35 834655.5),(36 821545.7),(37 802956.06),(38 785884.9),(39 774771.8),(40 761013.25),(41 748303.06),(42 743056.25),(43 755463.7),(44 768034.1),(45 785459.44),(46 798777.06),(47 805212.75),(48 811549.44),(49 810870.7),(50 807621.56),(51 801480.1),(52 802230.75),(53 805784.4),(54 816199.56),(55 826566.1),(56 833069.5),(57 838024.4),(58 843300.9),(59 850637.3),(60 854568.1),(61 851489.56),(62 840043.1),(63 835538.6),(64 839911.6),(65 846811.44),(66 856683.44),(67 874238.94),(68 881550.1),(69 870768.2),(70 857188.2),(71 837623.75),(72 829206.44),(73 829832.44),(74 835026.25),(75 848231.1),(76 858773.8),(77 871148.75),(78 875208.6),(79 876307),
(1 96500.35),(2 232573.4),(3 340318.72),(4 424407.8),(5 481465),(6 526220.1),(7 554553.25),(8 564518),(9 564046.2),(10 582010.2),(11 609050.75),(12 642826.2),(13 669162.7),(14 692518.4),(15 705007.2),(16 713794.9),(17 722546.7),(18 714530.2),(19 709157.25),(20 717089.3),(21 734777.94),(22 752537.6),(23 776942.7),(24 803685.94),(25 820900),(26 833387.75),(27 842916.75),(28 841188.75),(29 839915.44),(30 840286.06),(31 837473.6),(32 833533.75),(33 835868.5),(34 836815.56),(35 841724.1),(36 846351.4),(37 847365.4),(38 839963.3),(39 831583.94),(40 830473.6),(41 827212.06),(42 828137.9),(43 835607.5),(44 834669.4),(45 838652.2),(46 849275.3),(47 859163.56),(48 866683.75),(49 864162.5),(50 849677.25),(51 853689.25),(52 857747.2),(53 870355.9),(54 886180.44),(55 893647.44),(56 899580.5),(57 893396.5),(58 890075.06),(59 888829.5),(60 885962.4),(61 877866.1),(62 874306.7),(63 866425.6),(64 858108.4),(65 852854.7),(66 850313.1),(67 854479.2),(68 858660.56),(69 859366.9),(70 855622.06),(71 848739.4),(72 839122.4),(73 832033.1),(74 828570.56),(75 824686.44),(76 812860.75),(77 805911.56),(78 810711.4),(79 815126.1),
(1 93091.305),(2 220207.34),(3 323106.3),(4 403952.13),(5 458257.6),(6 489629.16),(7 504416.97),(8 511281.78),(9 514965.84),(10 530375.2),(11 560597.56),(12 599447.3),(13 633759.5),(14 647326.8),(15 661929.56),(16 663523.25),(17 661068.3),(18 641049.2),(19 626703.75),(20 625347),(21 629265.56),(22 639450.75),(23 662389.6),(24 684205.1),(25 702402.7),(26 707720.7),(27 720584.8),(28 731276.6),(29 741807.75),(30 744650.25),(31 754384.7),(32 756354),(33 753436.7),(34 756152.1),(35 763464.9),(36 768618.2),(37 768180.94),(38 766144),(39 763573),(40 764986.25),(41 769002.4),(42 775538.06),(43 776445.25),(44 781434.06),(45 786067.1),(46 788037.06),(47 793899),(48 800593.9),(49 797895.06),(50 789471.94),(51 781324.94),(52 778901.5),(53 785359.75),(54 795994.5),(55 810044.7),(56 818427.5),(57 820501.06),(58 814289.5),(59 811101.7),(60 808206.2),(61 803445.6),(62 799375.5),(63 802391.75),(64 815756.44),(65 820731.8),(66 827136.7),(67 838430.94),(68 849715.25),(69 857528.1),(70 856086.56),(71 842197.56),(72 820501),(73 803006.8),(74 804797.6),(75 811585.7),(76 821223.3),(77 826147.1),(78 836586.4),(79 848193.44),
(1 90381.03),(2 212874.73),(3 303748.88),(4 366538.84),(5 418826.47),(6 455692.63),(7 473505.22),(8 486759.66),(9 494631.56),(10 511451),(11 535499.56),(12 564779.75),(13 591245.7),(14 614460),(15 633959.44),(16 643142.6),(17 653844.8),(18 647794),(19 638875.8),(20 623814.6),(21 629509.56),(22 641717.7),(23 659557.8),(24 673167.25),(25 687970.75),(26 697716),(27 701341.94),(28 698090.8),(29 699186.8),(30 696403.75),(31 693553.1),(32 702725.3),(33 720271.6),(34 726623.94),(35 726505.9),(36 725334.25),(37 721211.4),(38 719508.44),(39 708525.7),(40 701635.7),(41 682862.1),(42 676277.6),(43 677472.5),(44 687504.2),(45 694681.1),(46 702821.7),(47 717887.25),(48 737796.3),(49 754592),(50 766329.1),(51 766101.3),(52 771307.6),(53 781636.2),(54 790842.3),(55 803997.7),(56 816486.9),(57 819368),(58 813648.06),(59 809922.94),(60 809638.06),(61 803414.2),(62 789434.7),(63 781344.56),(64 786901.2),(65 790930),(66 791968.9),(67 789481.25),(68 788973.7),(69 786437.44),(70 782597.44),(71 773644.75),(72 754236.2),(73 755656.75),(74 757809),(75 760496.2),(76 762304.5),(77 766813.44),(78 769516.56),(79 772568.25),
(1 87652.164),(2 204668.44),(3 288159.1),(4 348647.9),(5 399488.03),(6 443486.03),(7 471553.34),(8 487390.06),(9 507167.72),(10 522748.75),(11 549654.06),(12 579620.1),(13 607912.2),(14 628945.5),(15 643431.56),(16 650032),(17 652577.44),(18 641482.75),(19 629820.8),(20 620995.56),(21 621988.06),(22 635918.56),(23 649982.2),(24 662848.1),(25 672905.44),(26 682332.9),(27 696739.5),(28 702029.8),(29 703429.2),(30 698912.06),(31 698811.1),(32 712373.8),(33 719652.7),(34 710501.56),(35 701604.8),(36 699157.25),(37 693963.06),(38 688530),(39 677942.6),(40 678124.1),(41 676954.3),(42 677233.1),(43 677256),(44 685668.25),(45 697211.3),(46 711568.2),(47 726957.7),(48 734368),(49 733095.3),(50 727060.9),(51 726383.3),(52 724487.56),(53 731852.2),(54 734176.25),(55 740816.6),(56 748793.3),(57 753199.1),(58 755837.3),(59 761720.4),(60 759133.3),(61 754493.3),(62 747112.2),(63 752827.75),(64 760499.75),(65 766906.3),(66 767648.3),(67 772338.94),(68 768539.5),(69 759494.4),(70 749887.2),(71 736697.3),(72 726306.6),(73 723710.2),(74 721610.8),(75 721304.94),(76 723090),(77 733495.7),(78 739439.75),(79 743270.4),
(1 83816.76),(2 199576.05),(3 284425.53),(4 346280),(5 395208.38),(6 434897.6),(7 464524.94),(8 485979.38),(9 504591.4),(10 523690.66),(11 549141.3),(12 574170.9),(13 599040.44),(14 620850.4),(15 635973.94),(16 646373.9),(17 649905.2),(18 644262.25),(19 636494.75),(20 632050.2),(21 636272.7),(22 642158),(23 659460.3),(24 672832.94),(25 677849.06),(26 674614.94),(27 672264.94),(28 666300.06),(29 664367.44),(30 665451.6),(31 670028.06),(32 673939.7),(33 674642.7),(34 676527.06),(35 678316.06),(36 677166.06),(37 680132.94),(38 681374.8),(39 673942.5),(40 668695.6),(41 666563.75),(42 663712.44),(43 655759.6),(44 655856.4),(45 663761.6),(46 671925.9),(47 670243.94),(48 666657),(49 666361.2),(50 663827.4),(51 660464.06),(52 664203.6),(53 670162.25),(54 677806.6),(55 693850.44),(56 702936.56),(57 708101.2),(58 719253.75),(59 724619.94),(60 720773.8),(61 713734),(62 709984.4),(63 705069.4),(64 704060.9),(65 701361.9),(66 698903.44),(67 701668.6),(68 699489.56),(69 696844.4),(70 698310.8),(71 686926.7),(72 682226),(73 680220.4),(74 676964.4),(75 680218.6),(76 680390.5),(77 692961.25),(78 697788.06),(79 703330.3),
(1 80809.414),(2 185175.17),(3 258220.89),(4 312173.56),(5 354580.44),(6 389395.88),(7 416632.53),(8 427869.44),(9 434139.7),(10 445705.84),(11 462693.1),(12 482576.2),(13 499890.38),(14 512855.88),(15 517666.44),(16 522468.66),(17 523503.88),(18 518589.97),(19 512117.63),(20 500859),(21 503756),(22 515118.34),(23 535471.8),(24 555446.75),(25 568731.4),(26 581382.06),(27 585471.56),(28 589515.4),(29 591577.1),(30 593085.25),(31 592320.3),(32 597994.9),(33 599469.25),(34 595607.2),(35 601067.56),(36 604674.94),(37 606402.25),(38 609560.94),(39 606106.5),(40 606509.4),(41 609454.25),(42 605831.4),(43 603082.75),(44 609384.94),(45 616119.06),(46 627493.56),(47 626038.25),(48 623593.7),(49 622571.2),(50 624763.7),(51 619468),(52 614513.25),(53 615656.7),(54 623776.7),(55 630322.3),(56 630761.3),(57 628903),(58 634878.44),(59 639282.25),(60 643039.44),(61 637510.8),(62 626265.9),(63 624521.4),(64 631705.75),(65 636263.06),(66 637190.75),(67 637342.7),(68 647200.1),(69 657596.7),(70 666653.1),(71 663210.06),(72 656729.3),(73 649601.2),(74 647150),(75 654700.2),(76 656772.9),(77 663304.5),(78 669769.06),(79 674878.2),
(1 79882.96),(2 186700.1),(3 263857.53),(4 318803.06),(5 359631.34),(6 391571.66),(7 414089.63),(8 426502.8),(9 431398.56),(10 436893.78),(11 450239.88),(12 469381.44),(13 485247.44),(14 502994.97),(15 517416.5),(16 523379.34),(17 521126.78),(18 516260.44),(19 504236.94),(20 499605.44),(21 505274.25),(22 516119.56),(23 525762.94),(24 534113.4),(25 539055.9),(26 542754.7),(27 552394.44),(28 564812.4),(29 573647.1),(30 559300.8),(31 557167.3),(32 556631.25),(33 564739.25),(34 561542.6),(35 561890.06),(36 558224.3),(37 561863.56),(38 561293.25),(39 556959),(40 558902.3),(41 557539.6),(42 561869.2),(43 565656.1),(44 570057.4),(45 568702),(46 571266.94),(47 571804.06),(48 573651.9),(49 572056),(50 571892.94),(51 576231.3),(52 586241.56),(53 592577.56),(54 599576.2),(55 603111.44),(56 601420.8),(57 601759.8),(58 604889.9),(59 609143),(60 609790.9),(61 608533.44),(62 606742.06),(63 608645.25),(64 615442.5),(65 619848.25),(66 622034.44),(67 619357.44),(68 617545.75),(69 624186),(70 632074.3),(71 636123.3),(72 628049.56),(73 621990.44),(74 616373.4),(75 615512.2),(76 617503.9),(77 619293.25),(78 621181.5),(79 629785.44),
(1 75065.89),(2 173894.77),(3 248389.94),(4 299090.13),(5 335107.13),(6 363380.22),(7 374378.88),(8 381982.5),(9 394550.8),(10 410340.63),(11 436616.22),(12 462632.75),(13 487923.56),(14 507628.06),(15 519949.16),(16 524780),(17 530122.3),(18 527911.8),(19 515156.5),(20 507130.88),(21 512093.13),(22 528748.06),(23 540238.94),(24 553565.75),(25 555869.06),(26 557933.56),(27 555710),(28 555858.94),(29 559373),(30 563969.1),(31 565384.3),(32 564068.75),(33 563354.25),(34 562656),(35 563365.44),(36 562301.25),(37 562195.9),(38 560023.9),(39 554455.56),(40 556359.1),(41 553454),(42 548454.5),(43 542857.75),(44 545937.06),(45 544907.06),(46 548424.94),(47 553947.8),(48 558785.94),(49 560740.25),(50 555806),(51 549280.2),(52 541801.25),(53 541277.5),(54 547774.5),(55 555012.25),(56 560661.5),(57 564805.75),(58 572054.75),(59 570917.1),(60 564145.56),(61 557749.25),(62 554611.6),(63 556391.75),(64 566422.7),(65 574158.7),(66 574677.7),(67 573967.1),(68 571812.1),(69 574143.7),(70 573381.4),(71 566450.8),(72 563310.5),(73 558475.94),(74 558396.56),(75 563895.94),(76 565083.44),(77 566162.3),(78 568609.5),(79 567137.4),
(1 72750.016),(2 169437.06),(3 243994.72),(4 295554.5),(5 337439.28),(6 371362.1),(7 390071.03),(8 400895.6),(9 408263),(10 420592.3),(11 434749.1),(12 455095.13),(13 469976.66),(14 479592),(15 485990.9),(16 487939.8),(17 489768.75),(18 486652.88),(19 485725.7),(20 486852.06),(21 500189.16),(22 523756.63),(23 536709.1),(24 544765.3),(25 545874.5),(26 541613),(27 541520.1),(28 537447.5),(29 532007.2),(30 523070.56),(31 514168.47),(32 509787.25),(33 508253),(34 511170.44),(35 516091),(36 516831.53),(37 515255.4),(38 517243.6),(39 517309.56),(40 515363.88),(41 517384.34),(42 517572.7),(43 522085.84),(44 528559.2),(45 532518.25),(46 532144.44),(47 532744.5),(48 533522.06),(49 527502.94),(50 527048.94),(51 525778.56),(52 529767.9),(53 540799.9),(54 553836.4),(55 565319.2),(56 572883.7),(57 582069),(58 591074),(59 587964.8),(60 585819.6),(61 585779.94),(62 592593.7),(63 600090.2),(64 610787.1),(65 618620.25),(66 617361.25),(67 615490.56),(68 618793.2),(69 616819.7),(70 612464.3),(71 608528.94),(72 605240.8),(73 608478),(74 605556.06),(75 612163.6),(76 609929.56),(77 609174.6),(78 603490.75),(79 594192.7),
(1 72093.93),(2 164734.22),(3 232105.23),(4 280507.63),(5 317522.34),(6 343521.38),(7 358961.56),(8 365447.13),(9 372850.63),(10 388299.1),(11 410211.25),(12 435791.1),(13 453728.53),(14 461922.34),(15 471710.8),(16 477390.28),(17 478592.1),(18 477065.88),(19 468858.4),(20 469912.3),(21 479728.16),(22 488132.06),(23 494695.25),(24 503239.16),(25 511297.72),(26 516869.22),(27 520851.53),(28 524421.44),(29 526923.25),(30 525628.06),(31 517172.16),(32 507690.47),(33 504538.94),(34 503681.28),(35 505607.25),(36 508626.5),(37 506050.88),(38 505611),(39 509092.7),(40 508492.97),(41 507213.6),(42 509861.75),(43 513701.75),(44 514706.47),(45 518660.6),(46 524447.44),(47 526915.9),(48 525970.2),(49 526212.1),(50 524153.8),(51 516069.97),(52 508564.47),(53 503582.47),(54 502686.25),(55 504364),(56 509996.9),(57 513192.97),(58 517320.63),(59 516607.78),(60 514938.88),(61 513956.9),(62 510668),(63 512898.1),(64 515997.8),(65 518716.7),(66 517038.1),(67 522793.72),(68 528628.2),(69 530238.75),(70 532081.5),(71 527815.8),(72 524024.9),(73 525564.94),(74 526921.6),(75 532561.8),(76 538264.9),(77 547194),(78 548814.06),(79 556947.5),
