1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13838.2705),(2 45987.62),(3 96651.88),(4 165204.31),(5 245178.83),(6 334187.47),(7 434552.84),(8 540736.94),(9 648596.2),(10 762617.8),(11 892403.94),(12 1038870.44),(13 1199529.1),(14 1369507.1),(15 1550542.4),(16 1734330.4),(17 1916714.5),(18 2101267.8),(19 2281900.5),(20 2470512.3),(21 2659524.3),(22 2847196.3),(23 3035655.3),(24 3228402.8),(25 3421169),(26 3604758.3),(27 3797664),(28 3981692.8),(29 4184064),(30 4396184.5),(31 4624106),(32 4854019.5),(33 5090926),(34 5321768),(35 5549020.5),(36 5777020),(37 6003821.5),(38 6233132.5),(39 6488404),(40 6740109.5),(41 6995722.5),(42 7249312),(43 7505554.5),(44 7744080),(45 7978536),(46 8211761.5),(47 8469017),(48 8748328),(49 9025819),(50 9330740),(51 9655867),(52 9976425),(53 10257557),(54 10556247),(55 10850288),(56 11132883),(57 11404597),(58 11667672),(59 11931576),(60 12169208),(61 12378655),(62 12579659),(63 12780565),(64 12973447),(65 13181576),(66 13374676),(67 13575543),(68 13789601),(69 13966403),(70 14135727),(71 14273255),(72 14389040),(73 14497048),(74 14617069),(75 14735809),(76 14850329),(77 14949397),(78 15022923),(79 15099229),
(1 106.69003),(2 132.49281),(3 153.27623),(4 163.66164),(5 167.81944),(6 170.75844),(7 175.75899),(8 178.2924),(9 179.59863),(10 180.95894),(11 182.45035),(12 183.63658),(13 184.85774),(14 184.17276),(15 185.69843),(16 185.75607),(17 187.86043),(18 188.08643),(19 192.0279),(20 190.98344),(21 192.67523),(22 192.96376),(23 194.37067),(24 194.4319),(25 197.36002),(26 199.8433),(27 196.61588),(28 196.98091),(29 193.57692),(30 188.56578),(31 190.44753),(32 190.3427),(33 190.68893),(34 194.08981),(35 196.96143),(36 200.12761),(37 199.5035),(38 200.30557),(39 199.39966),(40 197.51927),(41 196.60597),(42 195.27278),(43 195.53368),(44 196.34206),(45 201.65771),(46 202.99387),(47 201.77454),(48 206.48224),(49 202.75319),(50 200.13185),(51 198.80426),(52 195.26007),(53 195.86967),(54 195.67288),(55 197.79213),(56 196.17154),(57 200.07845),(58 198.52043),(59 201.44048),(60 202.37004),(61 202.56677),(62 202.03572),(63 202.32118),(64 201.2449),(65 200.63635),(66 201.14296),(67 204.70062),(68 203.8433),(69 202.73727),(70 199.55594),(71 201.26385),(72 201.13898),(73 200.88574),(74 204.60173),(75 204.97464),(76 203.87143),(77 202.91357),(78 201.89787),(79 201.22043),
(1 108.80918),(2 133.42583),(3 151.37608),(4 161.50578),(5 168.56764),(6 174.0703),(7 177.88333),(8 179.91054),(9 180.99515),(10 183.29979),(11 183.11209),(12 185.90044),(13 187.08463),(14 188.58533),(15 188.65326),(16 187.42654),(17 189.1203),(18 187.16579),(19 189.7932),(20 188.49237),(21 190.07236),(22 190.06541),(23 187.71722),(24 188.35799),(25 190.4444),(26 194.91953),(27 193.76604),(28 194.90453),(29 195.4156),(30 193.51823),(31 193.97424),(32 198.74725),(33 201.55765),(34 200.0402),(35 202.01898),(36 200.99637),(37 200.8923),(38 201.44566),(39 200.25575),(40 201.4264),(41 200.40178),(42 201.19397),(43 201.35461),(44 199.0699),(45 201.07867),(46 200.52359),(47 200.64545),(48 201.92818),(49 202.00624),(50 200.63708),(51 200.95158),(52 199.43942),(53 201.13646),(54 198.54495),(55 200.46942),(56 198.06117),(57 200.16992),(58 196.88835),(59 199.37077),(60 200.5863),(61 199.56963),(62 202.50941),(63 202.61182),(64 204.81906),(65 204.48415),(66 201.49738),(67 203.83475),(68 204.519),(69 203.97984),(70 201.31764),(71 200.62715),(72 198.87798),(73 197.86584),(74 196.16675),(75 197.5042),(76 197.35551),(77 197.16881),(78 194.91222),(79 198.17383),
(1 105.799164),(2 129.48752),(3 147.43571),(4 158.61246),(5 164.18613),(6 167.50836),(7 167.7494),(8 169.81657),(9 170.4572),(10 167.37335),(11 170.21593),(12 174.80101),(13 178.81367),(14 180.61797),(15 182.24454),(16 181.50867),(17 182.25458),(18 181.60028),(19 181.7527),(20 179.70613),(21 179.46394),(22 175.83989),(23 178.8191),(24 182.12206),(25 184.01822),(26 186.35017),(27 185.22403),(28 184.10442),(29 185.12073),(30 183.86835),(31 185.57825),(32 188.9255),(33 188.4376),(34 186.68138),(35 188.32643),(36 189.05402),(37 186.28088),(38 186.36444),(39 186.50258),(40 189.74397),(41 188.87785),(42 190.96886),(43 190.43355),(44 190.21526),(45 193.1928),(46 192.12347),(47 192.47758),(48 193.92719),(49 190.88412),(50 191.21849),(51 192.32983),(52 194.50464),(53 194.92221),(54 190.72195),(55 188.80307),(56 188.49779),(57 190.23763),(58 188.54395),(59 189.90079),(60 192.03523),(61 189.83138),(62 191.75647),(63 191.71857),(64 194.60847),(65 192.50569),(66 191.4836),(67 193.80774),(68 192.40062),(69 192.40033),(70 194.19727),(71 194.97195),(72 197.02248),(73 194.47722),(74 197.23341),(75 194.34258),(76 193.59322),(77 192.92142),(78 192.70288),(79 191.98305),
(1 106.975296),(2 132.96382),(3 149.1624),(4 162.0466),(5 166.33371),(6 166.46944),(7 169.18166),(8 170.09077),(9 174.3851),(10 173.93202),(11 177.27371),(12 181.42294),(13 180.12541),(14 183.37083),(15 185.43892),(16 183.29153),(17 184.85983),(18 184.13873),(19 181.77913),(20 180.54022),(21 181.81137),(22 181.2359),(23 180.24951),(24 183.7208),(25 184.33696),(26 186.70415),(27 184.29396),(28 185.35416),(29 185.76605),(30 186.396),(31 187.97336),(32 187.0203),(33 188.19263),(34 185.98555),(35 186.33087),(36 185.63947),(37 183.94395),(38 185.33081),(39 184.22615),(40 186.97678),(41 187.4671),(42 185.25406),(43 190.32043),(44 186.93135),(45 191.97607),(46 193.43378),(47 197.19191),(48 199.43443),(49 197.87726),(50 195.20544),(51 193.42174),(52 194.81593),(53 193.49657),(54 192.4508),(55 191.37688),(56 188.49217),(57 190.75633),(58 189.1438),(59 191.84935),(60 193.32982),(61 189.7199),(62 193.57309),(63 191.92874),(64 190.94104),(65 190.61787),(66 191.28899),(67 192.068),(68 191.40463),(69 193.78793),(70 196.16115),(71 198.1717),(72 196.88376),(73 195.10315),(74 193.24895),(75 192.4075),(76 193.61931),(77 194.90562),(78 196.63147),(79 194.35815),
(1 103.19032),(2 124.253),(3 139.74867),(4 151.05585),(5 154.3689),(6 159.61285),(7 161.73836),(8 162.4215),(9 165.77487),(10 168.61691),(11 171.38885),(12 171.7315),(13 171.75746),(14 172.69196),(15 174.98772),(16 174.00862),(17 174.91568),(18 175.36957),(19 174.48238),(20 176.70255),(21 175.30055),(22 173.14008),(23 176.06116),(24 178.50217),(25 179.1841),(26 181.06583),(27 178.05351),(28 178.84619),(29 180.74115),(30 178.9735),(31 181.1828),(32 180.69258),(33 182.06961),(34 181.96165),(35 182.84453),(36 181.63843),(37 181.23653),(38 184.19365),(39 182.37177),(40 184.84395),(41 185.19002),(42 186.73517),(43 191.29909),(44 189.67596),(45 187.56537),(46 188.08685),(47 188.16576),(48 189.19547),(49 189.33205),(50 190.78993),(51 189.64978),(52 187.79877),(53 189.34273),(54 185.88535),(55 184.18147),(56 181.40332),(57 182.72794),(58 182.66286),(59 182.56586),(60 187.44122),(61 185.91179),(62 184.2775),(63 182.44983),(64 181.77905),(65 181.68456),(66 181.90282),(67 185.61082),(68 186.1966),(69 186.35031),(70 187.68358),(71 186.85121),(72 183.48468),(73 184.77817),(74 185.76666),(75 186.37483),(76 187.39755),(77 187.61958),(78 187.5107),(79 185.72998),
(1 106.38298),(2 132.36542),(3 144.69618),(4 155.78323),(5 161.55704),(6 164.44781),(7 166.33986),(8 171.0128),(9 175.71309),(10 174.61865),(11 178.04343),(12 179.2862),(13 179.0178),(14 178.59666),(15 176.63107),(16 177.35155),(17 176.9184),(18 176.98077),(19 180.92253),(20 182.48436),(21 184.63913),(22 184.18416),(23 183.69376),(24 184.4397),(25 188.47667),(26 191.14526),(27 191.52522),(28 190.18454),(29 192.7333),(30 189.88303),(31 190.79149),(32 192.72229),(33 190.80142),(34 191.90866),(35 193.571),(36 194.59947),(37 194.93109),(38 195.72813),(39 195.8986),(40 196.6348),(41 195.04683),(42 194.73991),(43 201.36156),(44 202.02101),(45 202.4182),(46 202.35901),(47 199.70648),(48 197.50162),(49 197.84814),(50 194.86731),(51 195.45316),(52 196.58548),(53 198.30226),(54 193.64601),(55 193.52315),(56 189.70856),(57 189.87605),(58 191.60255),(59 193.28485),(60 196.31563),(61 196.23294),(62 197.33615),(63 197.7124),(64 196.08932),(65 193.78587),(66 190.92538),(67 192.95656),(68 191.36037),(69 193.2006),(70 192.85384),(71 192.87733),(72 192.18254),(73 191.8759),(74 192.06747),(75 192.8004),(76 192.5427),(77 192.78127),(78 194.9535),(79 195.66963),
(1 104.92112),(2 127.59341),(3 143.8726),(4 154.35706),(5 156.3867),(6 156.10243),(7 162.1897),(8 165.7148),(9 169.88464),(10 170.45432),(11 174.04837),(12 174.49841),(13 175.70024),(14 178.8309),(15 176.662),(16 176.636),(17 177.10284),(18 178.62721),(19 180.19344),(20 176.65071),(21 178.11629),(22 173.95555),(23 177.90495),(24 177.75185),(25 175.6992),(26 178.38837),(27 178.91866),(28 183.44688),(29 182.82968),(30 182.08908),(31 183.96342),(32 183.54726),(33 185.15515),(34 182.82549),(35 185.34184),(36 185.32639),(37 184.31773),(38 184.81511),(39 185.49202),(40 186.27986),(41 186.87172),(42 187.5888),(43 192.0992),(44 193.13445),(45 192.92995),(46 193.50374),(47 192.43292),(48 189.51308),(49 188.04044),(50 190.10748),(51 190.70465),(52 192.5667),(53 192.98386),(54 190.90454),(55 193.48723),(56 192.03508),(57 192.17851),(58 190.06221),(59 190.90845),(60 188.42177),(61 187.30382),(62 185.13895),(63 185.99092),(64 187.99707),(65 184.85411),(66 184.26491),(67 188.93445),(68 187.67795),(69 191.18167),(70 188.40361),(71 188.10611),(72 189.51135),(73 186.29282),(74 184.89616),(75 183.46094),(76 184.4028),(77 184.95714),(78 185.01834),(79 185.62485),
(1 100.79648),(2 123.146515),(3 139.03395),(4 151.47755),(5 157.19957),(6 157.20076),(7 159.86755),(8 162.12163),(9 161.62949),(10 164.66826),(11 166.76031),(12 172.16891),(13 175.22163),(14 178.02193),(15 178.50113),(16 175.46266),(17 175.14326),(18 173.84587),(19 173.3953),(20 169.8845),(21 170.68932),(22 170.85545),(23 172.18726),(24 172.16243),(25 170.40556),(26 169.10065),(27 166.3536),(28 167.10104),(29 169.19197),(30 166.76767),(31 169.62381),(32 170.25258),(33 173.92029),(34 174.5445),(35 178.31963),(36 178.2561),(37 177.64583),(38 179.44257),(39 179.0739),(40 180.6882),(41 178.86673),(42 177.83427),(43 178.8049),(44 181.86708),(45 179.24135),(46 178.03287),(47 177.97728),(48 179.71559),(49 179.35326),(50 182.98605),(51 181.94812),(52 185.0259),(53 184.76563),(54 182.86792),(55 184.54327),(56 181.97823),(57 186.6125),(58 184.58669),(59 187.26907),(60 184.83827),(61 183.24715),(62 183.89352),(63 185.43694),(64 186.85709),(65 187.2739),(66 185.2233),(67 186.92325),(68 185.68127),(69 183.63885),(70 183.28584),(71 180.14314),(72 180.09973),(73 177.3708),(74 174.02626),(75 176.04655),(76 178.45601),(77 176.97667),(78 178.25146),(79 177.73343),
(1 101.83638),(2 125.991325),(3 141.75983),(4 150.81168),(5 153.53511),(6 155.01157),(7 155.21416),(8 156.41302),(9 159.2529),(10 161.16487),(11 162.10149),(12 164.02025),(13 165.62524),(14 168.40201),(15 168.2983),(16 170.96927),(17 170.82411),(18 172.42108),(19 173.0769),(20 171.90538),(21 174.38142),(22 174.30898),(23 178.13971),(24 179.62717),(25 176.081),(26 178.2013),(27 180.68849),(28 180.11641),(29 179.89828),(30 179.491),(31 180.2332),(32 181.19254),(33 181.64832),(34 184.93741),(35 183.41243),(36 186.43387),(37 185.93129),(38 184.40791),(39 184.69298),(40 182.12006),(41 179.56891),(42 179.00822),(43 180.89029),(44 180.684),(45 180.1963),(46 181.39392),(47 184.47606),(48 188.71002),(49 184.80411),(50 186.69658),(51 184.00177),(52 184.15887),(53 183.92737),(54 185.01196),(55 185.64862),(56 183.88966),(57 184.92404),(58 184.42993),(59 186.1212),(60 184.08174),(61 185.11166),(62 183.17499),(63 186.7107),(64 187.83777),(65 186.97731),(66 188.66759),(67 188.84622),(68 187.68405),(69 189.78406),(70 189.7329),(71 190.5008),(72 190.50244),(73 186.99704),(74 186.45824),(75 187.07668),(76 188.53844),(77 188.75351),(78 188.20135),(79 188.75697),
(1 100.6131),(2 123.34239),(3 139.15091),(4 151.10663),(5 154.72261),(6 153.70728),(7 158.90604),(8 158.50455),(9 160.18553),(10 160.50764),(11 163.84392),(12 165.69691),(13 166.17632),(14 165.4571),(15 165.43791),(16 167.09941),(17 167.63731),(18 164.8063),(19 166.3821),(20 167.41336),(21 172.64328),(22 170.62099),(23 172.0073),(24 172.21341),(25 170.36024),(26 173.41554),(27 174.5697),(28 175.22842),(29 177.27878),(30 177.19179),(31 178.71945),(32 177.43922),(33 180.31688),(34 178.71716),(35 180.6015),(36 180.8514),(37 179.44933),(38 179.18117),(39 180.02788),(40 181.242),(41 180.33722),(42 178.29427),(43 179.05823),(44 178.17886),(45 178.95824),(46 179.12457),(47 179.91847),(48 178.57152),(49 178.37807),(50 181.41084),(51 179.66971),(52 178.84259),(53 180.31982),(54 179.32271),(55 181.21907),(56 181.15488),(57 180.86397),(58 182.31027),(59 185.91954),(60 183.17924),(61 183.96065),(62 182.79344),(63 185.773),(64 183.356),(65 185.61635),(66 182.68788),(67 184.04344),(68 180.47398),(69 181.53078),(70 181.93529),(71 181.33093),(72 183.0271),(73 181.9199),(74 182.5688),(75 182.66827),(76 184.47719),(77 182.13503),(78 181.83255),(79 180.59265),
(1 100.63199),(2 127.70665),(3 142.43361),(4 150.36183),(5 153.33228),(6 155.18758),(7 158.03067),(8 160.17702),(9 161.9283),(10 163.49417),(11 163.44724),(12 164.72339),(13 164.91911),(14 163.34145),(15 162.35144),(16 163.45845),(17 163.34279),(18 163.48175),(19 164.8536),(20 166.40273),(21 169.43488),(22 167.48825),(23 167.06119),(24 168.4201),(25 164.53146),(26 166.65843),(27 167.47968),(28 169.73962),(29 173.27028),(30 176.71306),(31 176.76102),(32 176.68811),(33 177.9918),(34 178.60796),(35 178.96072),(36 177.55786),(37 178.86595),(38 179.39763),(39 176.24635),(40 179.72743),(41 181.30832),(42 181.15247),(43 181.55156),(44 182.55515),(45 179.66971),(46 180.42358),(47 180.89723),(48 181.68631),(49 184.53036),(50 185.9814),(51 185.06293),(52 183.07552),(53 184.16411),(54 184.16667),(55 182.73763),(56 179.6002),(57 180.89963),(58 180.39816),(59 181.54112),(60 183.24098),(61 182.20322),(62 181.26227),(63 184.29855),(64 183.53029),(65 183.5163),(66 182.74707),(67 184.67412),(68 186.1472),(69 186.13156),(70 187.46635),(71 186.64603),(72 187.33339),(73 185.79831),(74 182.43105),(75 180.40862),(76 179.8528),(77 178.96744),(78 178.59662),(79 177.79048),
(1 97.862),(2 122.67183),(3 141.02354),(4 151.27377),(5 153.61281),(6 154.87315),(7 156.21198),(8 158.55507),(9 163.06772),(10 165.93448),(11 163.81932),(12 165.37439),(13 164.51529),(14 165.07939),(15 166.58089),(16 167.02763),(17 166.44554),(18 167.01643),(19 168.57112),(20 168.19283),(21 169.3186),(22 167.12482),(23 168.11057),(24 167.82266),(25 165.85687),(26 168.39095),(27 166.73447),(28 170.83743),(29 170.76097),(30 169.24225),(31 171.12735),(32 171.71329),(33 171.46907),(34 170.48093),(35 173.05229),(36 173.7379),(37 171.53392),(38 172.90016),(39 173.4301),(40 174.20076),(41 177.34581),(42 175.98744),(43 176.79176),(44 177.57076),(45 177.9257),(46 177.57663),(47 181.18922),(48 180.90541),(49 183.38872),(50 182.10933),(51 178.17273),(52 178.44894),(53 177.89882),(54 177.63866),(55 177.17488),(56 176.30992),(57 176.50638),(58 175.91814),(59 178.31145),(60 175.64355),(61 178.53778),(62 178.81818),(63 176.60515),(64 177.82587),(65 178.94708),(66 176.10364),(67 175.13159),(68 174.96138),(69 176.20125),(70 177.79536),(71 177.58395),(72 177.80562),(73 174.4706),(74 174.09862),(75 174.7956),(76 175.08759),(77 177.94081),(78 179.47559),(79 181.476),
(1 100.50347),(2 123.16313),(3 137.32913),(4 144.2232),(5 147.76369),(6 152.21605),(7 156.10464),(8 156.29994),(9 161.51671),(10 162.85304),(11 165.68614),(12 168.75488),(13 168.22069),(14 167.3287),(15 165.41217),(16 165.87619),(17 164.96532),(18 164.09157),(19 164.99129),(20 162.69193),(21 166.4661),(22 165.35342),(23 164.64331),(24 165.97377),(25 167.37965),(26 171.34578),(27 172.81071),(28 173.34526),(29 175.38928),(30 172.13661),(31 176.01526),(32 177.423),(33 176.40686),(34 174.01146),(35 177.70341),(36 177.06082),(37 176.17104),(38 177.24889),(39 180.76918),(40 181.86298),(41 182.58432),(42 180.47795),(43 181.92506),(44 179.7563),(45 179.92776),(46 181.42369),(47 182.09755),(48 180.31068),(49 180.53627),(50 180.32877),(51 179.52315),(52 177.72267),(53 178.12286),(54 175.90855),(55 176.6405),(56 175.51785),(57 178.5817),(58 179.03137),(59 177.72714),(60 179.21745),(61 178.26372),(62 178.67415),(63 179.39865),(64 180.13667),(65 178.85138),(66 176.35962),(67 178.66454),(68 179.76273),(69 180.1724),(70 179.212),(71 179.72124),(72 178.18248),(73 178.84355),(74 176.8843),(75 174.54747),(76 178.21037),(77 179.75949),(78 181.1748),(79 182.21048),
(1 95.97086),(2 121.59581),(3 134.3036),(4 142.1069),(5 143.92664),(6 145.34842),(7 148.346),(8 150.15044),(9 157.28621),(10 158.78673),(11 161.8439),(12 159.75818),(13 162.32796),(14 161.48521),(15 160.55785),(16 160.32094),(17 157.86974),(18 157.79623),(19 159.8606),(20 156.91019),(21 160.57521),(22 158.23355),(23 159.71893),(24 157.99825),(25 161.66179),(26 162.90059),(27 164.75238),(28 162.65883),(29 163.49086),(30 162.09631),(31 166.64613),(32 167.25511),(33 165.93379),(34 167.79909),(35 168.52437),(36 167.38942),(37 166.64317),(38 167.07951),(39 168.48512),(40 172.88431),(41 172.49203),(42 171.53992),(43 172.03665),(44 174.65448),(45 174.11557),(46 174.44588),(47 173.90778),(48 174.14641),(49 173.60593),(50 174.07878),(51 170.86346),(52 172.71893),(53 173.51593),(54 170.51437),(55 173.43279),(56 172.35786),(57 170.97118),(58 171.43164),(59 171.20157),(60 171.36012),(61 171.70184),(62 174.52531),(63 172.91476),(64 173.64653),(65 175.217),(66 174.67294),(67 177.29974),(68 175.30974),(69 173.77011),(70 171.86888),(71 173.02113),(72 172.96706),(73 168.26619),(74 168.09706),(75 172.66095),(76 170.43028),(77 169.92323),(78 170.56236),(79 171.54431),
(1 94.6437),(2 119.469215),(3 134.14987),(4 142.43088),(5 144.69362),(6 147.99956),(7 151.55272),(8 153.61003),(9 155.34268),(10 157.1408),(11 158.95436),(12 161.02971),(13 157.95937),(14 158.05179),(15 158.7809),(16 160.06897),(17 161.09329),(18 160.47722),(19 160.49564),(20 160.5565),(21 161.61528),(22 159.4417),(23 161.68465),(24 160.33728),(25 163.9181),(26 164.00986),(27 164.81499),(28 167.17181),(29 168.01292),(30 167.45131),(31 168.4573),(32 168.9634),(33 168.39177),(34 166.84125),(35 167.67053),(36 168.18346),(37 170.78882),(38 171.60397),(39 172.81313),(40 172.56822),(41 173.41806),(42 171.1365),(43 172.44319),(44 173.46895),(45 171.48987),(46 172.0558),(47 171.38667),(48 172.37813),(49 171.54193),(50 171.25417),(51 170.41606),(52 170.3668),(53 172.02821),(54 171.20943),(55 170.88449),(56 170.96054),(57 172.63257),(58 172.07098),(59 174.095),(60 172.3706),(61 170.2345),(62 172.59906),(63 174.02032),(64 175.33937),(65 176.85883),(66 181.25124),(67 182.32445),(68 181.36958),(69 180.40146),(70 177.39816),(71 180.67694),(72 178.06049),(73 178.08923),(74 173.53296),(75 175.61287),(76 176.37311),(77 176.95586),(78 176.82335),(79 178.33012),
(1 96.512856),(2 123.235565),(3 136.25012),(4 141.49055),(5 144.32364),(6 147.21613),(7 150.29893),(8 152.03673),(9 156.65364),(10 158.32977),(11 162.38425),(12 161.85808),(13 163.97977),(14 164.59862),(15 161.48886),(16 162.61354),(17 163.44792),(18 162.79605),(19 163.72699),(20 164.04317),(21 162.8083),(22 163.97057),(23 162.5891),(24 163.05716),(25 164.23831),(26 164.5251),(27 166.2385),(28 165.28029),(29 166.75604),(30 167.06311),(31 166.8363),(32 167.23381),(33 167.81935),(34 171.24277),(35 173.5591),(36 174.19768),(37 174.74167),(38 175.40611),(39 171.27043),(40 174.32956),(41 173.74734),(42 174.19102),(43 174.34814),(44 172.81985),(45 175.37288),(46 176.1173),(47 175.69377),(48 175.67162),(49 174.81537),(50 172.75143),(51 172.8713),(52 174.88371),(53 174.32695),(54 174.69035),(55 174.59859),(56 173.15088),(57 169.77179),(58 171.40347),(59 173.36023),(60 174.56339),(61 175.1535),(62 175.46642),(63 175.67574),(64 174.62415),(65 177.62941),(66 178.29378),(67 182.87572),(68 183.299),(69 180.85654),(70 179.75374),(71 179.87665),(72 179.23625),(73 175.7702),(74 175.30083),(75 174.65459),(76 174.07329),(77 177.09486),(78 178.56013),(79 178.67433),
(1 93.68984),(2 119.02853),(3 131.05595),(4 137.34662),(5 140.94086),(6 145.82074),(7 146.6956),(8 149.50441),(9 154.89136),(10 157.32127),(11 158.53717),(12 158.84467),(13 157.16687),(14 158.89355),(15 158.41576),(16 157.6299),(17 160.07344),(18 160.57071),(19 158.43332),(20 159.01434),(21 159.27141),(22 158.39122),(23 159.17249),(24 159.25679),(25 158.03271),(26 163.72017),(27 163.30612),(28 163.21031),(29 163.9377),(30 164.88245),(31 161.48276),(32 164.03658),(33 167.16843),(34 166.6925),(35 163.37886),(36 164.17072),(37 163.87852),(38 166.55223),(39 166.89584),(40 169.62819),(41 169.82703),(42 166.5315),(43 167.93051),(44 165.40106),(45 169.19388),(46 171.10117),(47 171.4762),(48 171.25006),(49 171.54778),(50 169.98564),(51 171.78648),(52 172.59035),(53 175.1754),(54 175.3133),(55 173.96654),(56 173.21246),(57 170.53903),(58 171.25609),(59 168.89442),(60 168.28928),(61 166.41824),(62 169.15784),(63 168.77347),(64 169.48044),(65 170.50249),(66 170.64409),(67 169.71822),(68 170.42166),(69 172.68744),(70 169.62904),(71 169.68173),(72 168.41884),(73 169.8004),(74 171.64626),(75 173.42766),(76 174.30626),(77 174.08102),(78 172.85876),(79 171.71184),
(1 94.75011),(2 116.96524),(3 132.39432),(4 141.24965),(5 143.74751),(6 144.96008),(7 145.48807),(8 149.85695),(9 157.31073),(10 157.01337),(11 157.10211),(12 157.56956),(13 157.34828),(14 160.42554),(15 161.16856),(16 159.87138),(17 159.71388),(18 159.80946),(19 160.97209),(20 160.37743),(21 158.52194),(22 157.44293),(23 157.04865),(24 159.36519),(25 164.07063),(26 169.8522),(27 167.48328),(28 165.25377),(29 163.37605),(30 164.50468),(31 164.30273),(32 164.11842),(33 166.00125),(34 165.5381),(35 165.45676),(36 166.49644),(37 167.0676),(38 169.78375),(39 168.67819),(40 171.7835),(41 171.44066),(42 170.43227),(43 172.10161),(44 172.16425),(45 173.48328),(46 176.21297),(47 175.06195),(48 174.88744),(49 175.58905),(50 176.10594),(51 176.3138),(52 177.37624),(53 175.317),(54 173.19478),(55 175.21594),(56 171.62624),(57 168.74995),(58 168.24135),(59 169.17633),(60 171.53984),(61 171.23056),(62 172.05267),(63 170.0628),(64 170.11566),(65 169.03958),(66 169.55785),(67 170.40294),(68 170.38492),(69 172.06224),(70 170.59819),(71 169.32854),(72 168.92639),(73 168.31215),(74 168.96121),(75 168.66379),(76 168.19878),(77 168.6245),(78 168.74542),(79 167.59895),
