1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5414.1597),(2 8795.65),(3 10750.501),(4 11968.227),(5 12645.262),(6 12799.292),(7 12877.31),(8 12972.919),(9 13288.684),(10 13288.261),(11 13295.233),(12 13313.586),(13 13141.865),(14 13456.383),(15 13640.163),(16 13708.832),(17 13779.985),(18 13891.676),(19 14168.731),(20 14258.76),(21 14282.876),(22 14338),(23 14270.891),(24 14229.452),(25 14286.74),(26 14444.202),(27 14524.575),(28 14439.877),(29 14474.989),(30 14484.938),(31 14200.631),(32 14032.772),(33 14050.745),(34 13929.357),(35 14105.856),(36 14227.17),(37 14218.327),(38 14574.873),(39 14726.434),(40 14786.392),(41 14649.631),(42 14641.877),(43 14904.972),(44 14786.283),(45 14799.988),(46 15088.59),(47 15267.628),(48 15398.426),(49 15157.755),(50 15229.919),(51 15310.858),(52 15483.631),(53 15249.014),(54 15284.67),(55 15459.934),(56 15295.949),(57 15213.586),(58 15151.933),(59 15020.281),(60 14730.174),(61 14884.352),(62 15196.866),(63 15424.182),(64 15318.247),(65 15278.732),(66 15147.245),(67 15142.16),(68 15106.948),(69 15020.533),(70 15065.448),(71 15100.744),(72 15139.806),(73 15200.353),(74 15395.133),(75 15395.564),(76 15505.948),(77 15334.561),(78 15257.903),(79 15104.978),
(1 5128.3145),(2 8247.271),(3 9852.036),(4 11180.823),(5 11891.111),(6 12245.922),(7 12401.593),(8 12619.363),(9 13073.866),(10 12937.816),(11 13035.054),(12 13059.578),(13 12759.565),(14 12905.706),(15 13012.023),(16 12989.772),(17 13076.315),(18 13399.05),(19 13581.798),(20 13516.991),(21 13825.763),(22 13905.782),(23 13918.383),(24 13915.491),(25 14133.869),(26 14215.624),(27 14303.433),(28 14254.97),(29 14060.814),(30 14040.687),(31 13821.111),(32 13802.34),(33 14078.461),(34 14255.801),(35 14514.418),(36 14687.476),(37 14543.319),(38 14492.494),(39 14365.5),(40 14373.647),(41 14288.133),(42 14201.74),(43 14400.211),(44 14359.111),(45 14591.833),(46 14746.521),(47 14848.285),(48 15125.523),(49 14964.866),(50 15042.545),(51 15009.548),(52 15349.769),(53 15223.03),(54 15111.127),(55 15346.622),(56 15328.722),(57 15363.758),(58 15212.907),(59 14808.411),(60 14685.994),(61 14878.186),(62 15187.608),(63 15339.459),(64 15440.538),(65 15278.705),(66 15110.103),(67 15170.079),(68 14992.588),(69 14997.416),(70 15010.426),(71 15286.009),(72 15224.877),(73 15161.555),(74 15312.407),(75 15388.359),(76 15535.953),(77 15389.047),(78 15222.285),(79 15537.376),
(1 4792.7305),(2 7822.4336),(3 9333.937),(4 10391.671),(5 11250.248),(6 11630.4),(7 11743.523),(8 11858.9795),(9 12124.308),(10 12350.557),(11 12466.857),(12 12389.503),(13 12119.226),(14 12110.184),(15 11999.771),(16 12087.672),(17 12172.36),(18 12423.621),(19 12408.133),(20 12457.515),(21 12636.786),(22 12785.791),(23 12709.092),(24 12647.999),(25 12792.399),(26 12924.513),(27 12855.376),(28 12851.597),(29 12872.637),(30 12988.22),(31 13120.097),(32 13136.879),(33 13171.838),(34 13372.302),(35 13691.393),(36 13734.995),(37 13621.118),(38 13612.352),(39 13563.089),(40 13318.017),(41 13222.247),(42 13319.523),(43 13535.72),(44 13622.343),(45 13958.517),(46 14213.883),(47 14297.376),(48 14299.2295),(49 14270.707),(50 14323.761),(51 14140.262),(52 14386.472),(53 14352.893),(54 14122.926),(55 14202.154),(56 14134.502),(57 14166.2295),(58 14082.205),(59 13894.92),(60 13952.562),(61 14046.07),(62 14161.042),(63 14346.175),(64 14366.503),(65 14293.111),(66 14302.485),(67 14230.568),(68 14002.155),(69 14120.194),(70 14150.882),(71 14208.33),(72 14062.423),(73 13983.6875),(74 14350.163),(75 14445.107),(76 14601.89),(77 14563.26),(78 14431.327),(79 14589.656),
(1 4618.9277),(2 7494.7397),(3 8837.95),(4 9757.268),(5 10461.966),(6 10622.185),(7 10868.8125),(8 11042.386),(9 11393.604),(10 11465.494),(11 11402.169),(12 11317.5),(13 11331.693),(14 11554.121),(15 11520.141),(16 11437.153),(17 11696.916),(18 11958.296),(19 11934.73),(20 11815.95),(21 11783.434),(22 11806.401),(23 11851.053),(24 12000.943),(25 12099.485),(26 12183.126),(27 12279.945),(28 12535.444),(29 12604.044),(30 12816.671),(31 12991.027),(32 12882.227),(33 13072.477),(34 13421.435),(35 13818.627),(36 13732.792),(37 13603.824),(38 13478.905),(39 13172.856),(40 13079.727),(41 12993.613),(42 13152.199),(43 13403.436),(44 13242.672),(45 13202.638),(46 13404.447),(47 13523.888),(48 13513.28),(49 13413.937),(50 13503.2),(51 13676.61),(52 13955.02),(53 14047.595),(54 14051.075),(55 14159.032),(56 14136.135),(57 14289.974),(58 14132.715),(59 13999.947),(60 14048.677),(61 14044.982),(62 13789.28),(63 13793.735),(64 14066.754),(65 14090.675),(66 14031.687),(67 14084.22),(68 14044.932),(69 14116.487),(70 14160.407),(71 14170.563),(72 14023.578),(73 13875.649),(74 14217.901),(75 14213.114),(76 14346.894),(77 14418.34),(78 14323.69),(79 14450.387),
(1 4669.884),(2 7650.267),(3 9261.647),(4 10071.629),(5 10701.992),(6 11065.293),(7 11358.041),(8 11554.808),(9 11748.433),(10 11644.258),(11 11632.032),(12 11671.88),(13 11564.121),(14 11829.706),(15 11820.377),(16 11704.252),(17 11881.464),(18 12060.373),(19 12002.397),(20 11826.793),(21 11769.027),(22 11918.372),(23 11765.588),(24 11982.293),(25 11976.486),(26 12003.394),(27 12044.902),(28 12166.927),(29 11973.522),(30 12090.296),(31 12264.287),(32 12166.2),(33 12215.67),(34 12331.193),(35 12584.836),(36 12538.509),(37 12761.483),(38 12643.983),(39 12399.498),(40 12388.097),(41 12315.297),(42 12345.414),(43 12376.501),(44 12306.319),(45 12358.42),(46 12680.417),(47 12837.052),(48 12846.947),(49 12748.212),(50 12784.28),(51 12906.117),(52 13166.616),(53 13068.472),(54 13123.201),(55 13161.151),(56 13203.438),(57 13118.498),(58 12809.218),(59 12777.257),(60 12913.22),(61 12759.578),(62 12777.828),(63 12707.712),(64 12902.991),(65 13088.276),(66 13085.438),(67 13140.327),(68 12912.281),(69 12965.252),(70 13157.311),(71 13218.134),(72 13094.686),(73 12872.579),(74 13172.803),(75 13175.521),(76 12979.421),(77 12877.919),(78 12943.592),(79 13215.581),
(1 4772.986),(2 7676.651),(3 9341.494),(4 10414.9),(5 11179.545),(6 11632.011),(7 11883.006),(8 11894.589),(9 11956.409),(10 12058.971),(11 12152.574),(12 12250.955),(13 12086.036),(14 12417.75),(15 12578.805),(16 12571.694),(17 12189.73),(18 12230.33),(19 12261.448),(20 12008.661),(21 11849.536),(22 11706.488),(23 11670.131),(24 11667.447),(25 11595.591),(26 11652.602),(27 11883.786),(28 11832.765),(29 11730.52),(30 11710.064),(31 12152.053),(32 12005.523),(33 11980.693),(34 12016.556),(35 12389.005),(36 12603.365),(37 12752.626),(38 12806.589),(39 12811.668),(40 12773.463),(41 12550.646),(42 12618.085),(43 12700.87),(44 12624.923),(45 12658.779),(46 12845.305),(47 12953.816),(48 12976.119),(49 12888.205),(50 12972.828),(51 13107.84),(52 13216.144),(53 13215.897),(54 13243.32),(55 13334.679),(56 13277.145),(57 13237.41),(58 13020.648),(59 13128.288),(60 13294.641),(61 13067.612),(62 12883.224),(63 12886.832),(64 13030.53),(65 12949.692),(66 12839.198),(67 12912.152),(68 13025.579),(69 12993.665),(70 12967.936),(71 13164.819),(72 13436.896),(73 13421.783),(74 13436.3125),(75 13193.522),(76 13129.178),(77 13150.888),(78 13167.57),(79 13297.672),
(1 4288.837),(2 7121.9824),(3 8828.134),(4 9807.638),(5 10395.657),(6 10743.53),(7 11110.841),(8 11056.052),(9 11003.571),(10 10813.545),(11 11011.336),(12 11153.978),(13 11008.295),(14 11173.72),(15 11359.819),(16 11429.46),(17 11358.183),(18 11492.196),(19 11678.987),(20 11609.922),(21 11566.051),(22 11542.977),(23 11589.089),(24 11645.298),(25 11495.924),(26 11564.157),(27 11581.847),(28 11605.929),(29 11558.183),(30 11643.73),(31 11876.197),(32 11853.23),(33 11851.616),(34 11904.923),(35 11820.467),(36 11969.1),(37 12040.355),(38 12031.606),(39 11956.693),(40 11990.02),(41 11928.457),(42 11893.032),(43 12014.555),(44 11830.835),(45 11747.855),(46 11850.286),(47 12128.072),(48 12101.579),(49 12023.35),(50 12037.815),(51 12144.695),(52 12140.971),(53 12134.145),(54 12198.135),(55 12384.603),(56 12334.641),(57 12221.749),(58 11935.838),(59 12113.738),(60 12197.033),(61 11961.95),(62 12031.5625),(63 12019.489),(64 12079.033),(65 12046.149),(66 12013.149),(67 12040.771),(68 12199.205),(69 12048.3955),(70 11987.356),(71 12177.161),(72 12293.424),(73 12381.21),(74 12440.914),(75 12519.572),(76 12505.58),(77 12494.528),(78 12477.846),(79 12887.2295),
(1 4066.6887),(2 6681.8667),(3 8280.205),(4 9201.025),(5 9851.129),(6 10180.28),(7 10498.287),(8 10531.239),(9 10599.678),(10 10519.988),(11 10564.195),(12 10596.346),(13 10437.767),(14 10406.381),(15 10456.092),(16 10443.88),(17 10451.601),(18 10541.048),(19 10743.732),(20 10802.986),(21 10827.723),(22 10835.984),(23 10872.729),(24 10787.381),(25 10686.315),(26 10811.505),(27 10801.354),(28 10665.54),(29 10808.319),(30 11013.224),(31 11239.191),(32 11294.685),(33 11291.17),(34 11442.245),(35 11499.823),(36 11693.06),(37 11841.352),(38 11993.866),(39 11958.009),(40 11967.014),(41 11847.805),(42 11765.547),(43 11795.765),(44 11729.412),(45 11797.623),(46 11861.519),(47 11995.208),(48 11910.437),(49 11929.572),(50 11816.227),(51 11952.345),(52 11890.73),(53 12015.977),(54 12035.108),(55 12089.539),(56 12000.775),(57 12124.646),(58 11955.775),(59 12074.735),(60 12250.003),(61 12057.421),(62 11947.293),(63 12012.62),(64 12180.113),(65 12209.58),(66 11996.537),(67 12083.508),(68 12226.542),(69 12150.317),(70 11997.457),(71 12145.466),(72 12213.459),(73 12221.473),(74 12151.348),(75 12197.859),(76 12156.603),(77 12109.006),(78 12025.305),(79 12315.824),
(1 4025.3967),(2 6475.25),(3 7816.13),(4 8748.913),(5 9376.519),(6 9692.749),(7 9815.7295),(8 9877.102),(9 9983.523),(10 9984.577),(11 10089.724),(12 10166.876),(13 10023.278),(14 10112.152),(15 10326.157),(16 10552.376),(17 10604.918),(18 10649.914),(19 10801.253),(20 10884.293),(21 10849.299),(22 10631.459),(23 10580.736),(24 10373.344),(25 10228.783),(26 10326.077),(27 10205.049),(28 10087.484),(29 10019.383),(30 10107.459),(31 10403.631),(32 10375.586),(33 10328.549),(34 10417.106),(35 10366.699),(36 10489.848),(37 10532.286),(38 10720.5),(39 10752.614),(40 10744.789),(41 10656.068),(42 10560.81),(43 10546.914),(44 10481.059),(45 10426.171),(46 10410.944),(47 10512.078),(48 10587.079),(49 10519.783),(50 10540.968),(51 10649.528),(52 10641.402),(53 10670.911),(54 10778.407),(55 10844.95),(56 10799.931),(57 10854.5),(58 10904.533),(59 11024.01),(60 11044.199),(61 10947.432),(62 10863.434),(63 10918.9),(64 10872.293),(65 10937.13),(66 10766.69),(67 10982.404),(68 11077.127),(69 11065.768),(70 10980.494),(71 11152.769),(72 11178.867),(73 11257.947),(74 11274.996),(75 11273.284),(76 11409.422),(77 11413.096),(78 11279.364),(79 11480.13),
(1 3662.1316),(2 6033.8496),(3 7213.3906),(4 7917.686),(5 8573.463),(6 8838.546),(7 9066.413),(8 9147.685),(9 9220.709),(10 9143.872),(11 9298.629),(12 9369.564),(13 9373.92),(14 9414.862),(15 9533.966),(16 9639.219),(17 9678.657),(18 9739.206),(19 9832.564),(20 9930.317),(21 9906.573),(22 9824.349),(23 9807.548),(24 9748.908),(25 9650.381),(26 9775.561),(27 9807.363),(28 9970.851),(29 9931.144),(30 10178.702),(31 10578.346),(32 10657.934),(33 10677.668),(34 10621.445),(35 10705.881),(36 10847.746),(37 10778.393),(38 11024.56),(39 11092.082),(40 11218.918),(41 11224.294),(42 11136.918),(43 11004.3),(44 10917.555),(45 10846.403),(46 10894.159),(47 10963.971),(48 10968.232),(49 10883.255),(50 10776.647),(51 10736.036),(52 10610.83),(53 10669.083),(54 10874.156),(55 10761.98),(56 10603.865),(57 10589.476),(58 10599.107),(59 10775.912),(60 10797.561),(61 10788.29),(62 10757.964),(63 10641.17),(64 10682.761),(65 10633.464),(66 10453.947),(67 10549.529),(68 10748.239),(69 10926.985),(70 11109.364),(71 11179.692),(72 11164.446),(73 10939.971),(74 10850.225),(75 10706.467),(76 10704.615),(77 10794.571),(78 10768.383),(79 10809.683),
(1 3509.3276),(2 5661.744),(3 6776.3354),(4 7488.6763),(5 7982.957),(6 8218.769),(7 8441.653),(8 8505.394),(9 8760.354),(10 8879.63),(11 9030.254),(12 8983.734),(13 9090.55),(14 9204.211),(15 9378.164),(16 9421.473),(17 9371.452),(18 9307.395),(19 9310.754),(20 9283.103),(21 9411.545),(22 9300.769),(23 9499.384),(24 9446.273),(25 9430.641),(26 9353.85),(27 9283.256),(28 9401.933),(29 9395.68),(30 9392.711),(31 9545.869),(32 9620.694),(33 9738.309),(34 9743.381),(35 9848.205),(36 9961.687),(37 9860.919),(38 9870.872),(39 10059.895),(40 10150.492),(41 10175.953),(42 10111.565),(43 10117.315),(44 10143.915),(45 10150.35),(46 10176.389),(47 10177.44),(48 10173.317),(49 10175.402),(50 10278.987),(51 10386.671),(52 10353.865),(53 10289.714),(54 10311.388),(55 10445.057),(56 10389.907),(57 10307.9),(58 10132.207),(59 10159.779),(60 10057.902),(61 10076.146),(62 10034.705),(63 10047.911),(64 10011.281),(65 9988.198),(66 9819.693),(67 9826.036),(68 10000.32),(69 10216.347),(70 10338.2),(71 10372.978),(72 10308.083),(73 10373.747),(74 10406.328),(75 10296.388),(76 10327.96),(77 10403.9),(78 10429.252),(79 10400.247),
(1 3380.3132),(2 5486.546),(3 6517.193),(4 7095.017),(5 7485.561),(6 7590.614),(7 7872.998),(8 7981.8574),(9 8173.9697),(10 8210.948),(11 8362.638),(12 8346.352),(13 8580.275),(14 8671.767),(15 8842.347),(16 8932.89),(17 8783.822),(18 8619.326),(19 8555.474),(20 8606.967),(21 8642.501),(22 8563.339),(23 8633.031),(24 8603.881),(25 8628.399),(26 8610.127),(27 8719.844),(28 8790.383),(29 8720.652),(30 8655.972),(31 8737.775),(32 8910.882),(33 9116.464),(34 9100.247),(35 9203.325),(36 9376.692),(37 9321.745),(38 9374.127),(39 9436.965),(40 9442.62),(41 9445.086),(42 9591.953),(43 9642.551),(44 9544.268),(45 9454.499),(46 9377.3),(47 9393.83),(48 9447.151),(49 9584.219),(50 9619.915),(51 9803.496),(52 9867.934),(53 9724.65),(54 9809.86),(55 9741.606),(56 9559.438),(57 9459.478),(58 9321.678),(59 9162.303),(60 9134.201),(61 9149.091),(62 9179.6875),(63 9245.123),(64 9209.145),(65 9260.516),(66 9238.618),(67 9157.637),(68 9271.811),(69 9552.9),(70 9559.107),(71 9636.395),(72 9584.585),(73 9462.076),(74 9476.616),(75 9416.994),(76 9495.352),(77 9481.807),(78 9525.399),(79 9554.828),
(1 3340.3093),(2 5336.386),(3 6339.9287),(4 6963.4204),(5 7375.359),(6 7601.9766),(7 7873.8667),(8 8007.0957),(9 8269.441),(10 8341.249),(11 8306.7705),(12 8322.528),(13 8563.19),(14 8755.579),(15 8930.879),(16 8974.695),(17 8929.626),(18 8884.607),(19 8744.36),(20 8737.593),(21 8774.791),(22 8670.031),(23 8646.667),(24 8471.869),(25 8601.305),(26 8514.5205),(27 8568.8955),(28 8684.811),(29 8680.15),(30 8589.915),(31 8522.75),(32 8531.691),(33 8726.667),(34 8681.144),(35 8747.078),(36 8856.361),(37 8917.076),(38 8927.684),(39 8941.788),(40 9018.05),(41 9069.85),(42 9253.562),(43 9284.109),(44 9203.86),(45 9152.311),(46 9094.699),(47 8987.498),(48 9137.781),(49 9256.373),(50 9217.889),(51 9239.61),(52 9230.373),(53 9258.261),(54 9332.402),(55 9445.896),(56 9300.493),(57 9322.983),(58 9158.398),(59 9125.315),(60 9097.738),(61 8936.688),(62 8910.419),(63 8849.421),(64 8918.515),(65 8850.302),(66 8814.021),(67 8846.888),(68 8983.379),(69 9151.231),(70 9237.803),(71 9186.756),(72 9133.167),(73 9116.789),(74 9251.805),(75 9263.598),(76 9424.682),(77 9491.643),(78 9546.545),(79 9658.736),
(1 3082.688),(2 4984.1074),(3 5958.667),(4 6424.849),(5 6774.614),(6 6874.753),(7 7176.134),(8 7249.98),(9 7470.2563),(10 7673.452),(11 7771.5415),(12 7839.6934),(13 7887.6733),(14 7958.782),(15 8086.0366),(16 8226.698),(17 8140.57),(18 7995.601),(19 8001.3735),(20 8071.434),(21 8130.2124),(22 8173.7046),(23 8253.082),(24 8114.3237),(25 8103.736),(26 8038.6357),(27 7988.0464),(28 7997.9087),(29 7969.2314),(30 7950.789),(31 8053.3105),(32 8191.959),(33 8286.055),(34 8377.173),(35 8459.475),(36 8642.123),(37 8635.456),(38 8707.665),(39 8662.371),(40 8732.452),(41 8838.301),(42 8967.887),(43 8802.502),(44 8819.624),(45 8857.588),(46 8890.394),(47 8914.186),(48 9079.34),(49 9195.076),(50 9158.886),(51 9217.059),(52 9169.528),(53 8983.449),(54 8883.685),(55 8802.866),(56 8699.057),(57 8760.238),(58 8730.448),(59 8711.039),(60 8669.138),(61 8591.947),(62 8598.697),(63 8498.202),(64 8505.956),(65 8517.805),(66 8487.247),(67 8613.742),(68 8726.981),(69 8948.382),(70 8989.08),(71 8878.845),(72 8836.762),(73 8798.587),(74 8880.63),(75 8947.219),(76 8999.298),(77 9067.779),(78 9100.7),(79 9178.825),
(1 3046.3499),(2 4832.648),(3 5717.3315),(4 6165.896),(5 6443.174),(6 6604.3887),(7 6787.6714),(8 6868.3154),(9 7116.5796),(10 7325.0327),(11 7423.3804),(12 7445.1543),(13 7323.534),(14 7470.7207),(15 7531.3213),(16 7706.0747),(17 7594.5605),(18 7577.4043),(19 7711.244),(20 7782.6885),(21 7986.7026),(22 8042.5347),(23 8123.603),(24 8177.7407),(25 8066.4507),(26 7986.0127),(27 8035.041),(28 8102.334),(29 8033.9185),(30 7990.0166),(31 8065.671),(32 8219.218),(33 8232.438),(34 8291.184),(35 8368.453),(36 8482.548),(37 8367.784),(38 8315.3955),(39 8397.162),(40 8513.938),(41 8576.53),(42 8597.027),(43 8544.122),(44 8413.984),(45 8492.555),(46 8426.219),(47 8530.192),(48 8660.623),(49 8739.345),(50 8833.482),(51 8771.469),(52 8742.664),(53 8756.287),(54 8727.811),(55 8655.579),(56 8581.343),(57 8621.364),(58 8599.912),(59 8555.3),(60 8519.332),(61 8562.015),(62 8597.027),(63 8631.23),(64 8689.466),(65 8676.206),(66 8619.888),(67 8659.098),(68 8549.915),(69 8698.049),(70 8787.782),(71 8709.83),(72 8657.448),(73 8596.062),(74 8635.702),(75 8598.393),(76 8603.286),(77 8599.232),(78 8674.964),(79 8729.707),
(1 2940.8303),(2 4661.9585),(3 5583.058),(4 6104.9346),(5 6388.332),(6 6553.424),(7 6744.076),(8 6869.09),(9 7055.3696),(10 7208.1143),(11 7384.9453),(12 7511.0605),(13 7472.1763),(14 7665.632),(15 7712.6284),(16 7792.3784),(17 7685.219),(18 7629.3213),(19 7621.7705),(20 7648.612),(21 7666.927),(22 7628.515),(23 7809.9014),(24 7798.023),(25 7700.289),(26 7757.4863),(27 7901.866),(28 7941.568),(29 7896.9365),(30 7905.5674),(31 7981.0776),(32 8024.321),(33 8072.497),(34 8059.933),(35 8171.821),(36 8310.772),(37 8317.237),(38 8277.5),(39 8330.035),(40 8548.723),(41 8647.972),(42 8696.944),(43 8684.797),(44 8572.534),(45 8656.246),(46 8713.852),(47 8717.305),(48 8703.346),(49 8804.249),(50 8761.66),(51 8740.061),(52 8723.29),(53 8531.862),(54 8421.932),(55 8341.687),(56 8232.705),(57 8279.351),(58 8146.1475),(59 8095.4126),(60 8123.94),(61 8163.479),(62 8158.96),(63 8117.514),(64 8213.053),(65 8221.852),(66 8136.999),(67 8296.307),(68 8380.322),(69 8492.017),(70 8526.868),(71 8542.651),(72 8445.11),(73 8488.126),(74 8505.452),(75 8442.872),(76 8475.307),(77 8512.352),(78 8398.6),(79 8482.34),
(1 2837.642),(2 4437.108),(3 5347.776),(4 5932.333),(5 6295.4893),(6 6409.7666),(7 6513.9067),(8 6579.2925),(9 6578.9956),(10 6667.8984),(11 6761.042),(12 6956.2124),(13 6947.774),(14 7099.727),(15 7093.398),(16 7108.625),(17 6976.2905),(18 6959.8906),(19 6968.27),(20 6999.3477),(21 7140.689),(22 7165.0693),(23 7255.027),(24 7242.066),(25 7133.105),(26 7196.5474),(27 7230.438),(28 7284.4004),(29 7274.8564),(30 7223.996),(31 7267.1885),(32 7340.2427),(33 7495.7803),(34 7558.7686),(35 7525.7485),(36 7579.612),(37 7594.281),(38 7580.621),(39 7673.254),(40 7652.329),(41 7605.6187),(42 7624.8247),(43 7614.8296),(44 7456.0776),(45 7573.6826),(46 7633.8457),(47 7708.7295),(48 7775.329),(49 7911.2817),(50 7909.648),(51 7956.7964),(52 7933.4863),(53 7849.847),(54 7657.9946),(55 7684.907),(56 7667.6294),(57 7788.9814),(58 7814.1753),(59 7845.333),(60 7855.3003),(61 7970.2554),(62 7844.8716),(63 7689.159),(64 7612.872),(65 7557.612),(66 7607.4976),(67 7777.891),(68 7838.012),(69 7963.5415),(70 7959.885),(71 7862.64),(72 7821.4624),(73 7765.3555),(74 7809.6504),(75 7835.9434),(76 7819.634),(77 7848.6123),(78 7767.3506),(79 7916.278),
(1 2734.5588),(2 4357.522),(3 5242.2725),(4 5733.9805),(5 6028.958),(6 6099.553),(7 6305.4473),(8 6446.433),(9 6591.9277),(10 6723.873),(11 6825.7383),(12 6882.193),(13 6871.381),(14 6857.7144),(15 6899.0254),(16 6859.511),(17 6764.632),(18 6784.82),(19 6738.891),(20 6849.5674),(21 7002.799),(22 7041.5605),(23 7159.4966),(24 7117.4624),(25 7029.1196),(26 7069.58),(27 7163.444),(28 7186.2256),(29 7133.13),(30 7211.52),(31 7351.0605),(32 7449.022),(33 7540.9736),(34 7521.4487),(35 7487.319),(36 7486.75),(37 7519.0645),(38 7605.8433),(39 7735.897),(40 7856.481),(41 7860.6123),(42 7826.257),(43 7784.814),(44 7636.293),(45 7643.308),(46 7692.2866),(47 7731.831),(48 7693.597),(49 7666.021),(50 7704.9565),(51 7717.353),(52 7721.7866),(53 7598.51),(54 7426.257),(55 7481.9688),(56 7426.694),(57 7408.3364),(58 7387.925),(59 7369.4785),(60 7365.1113),(61 7491.0557),(62 7458.2783),(63 7477.2915),(64 7418.8125),(65 7482.977),(66 7568.3076),(67 7636.526),(68 7845.769),(69 7992.8965),(70 7894.228),(71 7816.552),(72 7735.3975),(73 7659.5664),(74 7660.368),(75 7750.355),(76 7770.0923),(77 7789.9194),(78 7867.3633),(79 7979.7183),
