1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 160.90295),(2 208.96338),(3 230.26866),(4 242.15063),(5 248.51959),(6 254.10237),(7 260.17798),(8 264.37888),(9 272.11475),(10 275.80627),(11 279.03598),(12 280.05),(13 279.2737),(14 279.81473),(15 283.02988),(16 286.86615),(17 283.78348),(18 284.56888),(19 286.82275),(20 287.47528),(21 286.51672),(22 291.73065),(23 293.06262),(24 291.38675),(25 293.78543),(26 296.24136),(27 296.87997),(28 301.10934),(29 297.63998),(30 296.84772),(31 299.74982),(32 302.64606),(33 307.5086),(34 308.02652),(35 310.98123),(36 310.63635),(37 310.8685),(38 313.20114),(39 312.94403),(40 313.7224),(41 314.92072),(42 317.30228),(43 316.09232),(44 314.01355),(45 314.11676),(46 313.2447),(47 316.41397),(48 317.1123),(49 316.38727),(50 317.67444),(51 316.9566),(52 316.28183),(53 315.3763),(54 317.99326),(55 316.09442),(56 317.6727),(57 317.9852),(58 317.6415),(59 317.45395),(60 316.11685),(61 315.01642),(62 316.32935),(63 315.3748),(64 313.0125),(65 312.6676),(66 316.46292),(67 318.10892),(68 319.01285),(69 318.03464),(70 321.90488),(71 320.9702),(72 320.5765),(73 320.00626),(74 320.4564),(75 323.18417),(76 322.95856),(77 322.6083),(78 326.07547),(79 324.09418),
(1 157.21107),(2 206.96584),(3 228.89934),(4 244.44508),(5 250.9639),(6 255.8606),(7 263.00687),(8 265.95227),(9 270.47513),(10 272.0385),(11 275.0554),(12 278.4641),(13 278.20807),(14 280.4509),(15 282.5413),(16 285.09793),(17 283.8237),(18 281.69025),(19 283.93948),(20 283.31592),(21 283.29984),(22 283.50833),(23 287.9639),(24 287.47754),(25 287.6239),(26 289.34494),(27 288.83194),(28 293.1881),(29 295.123),(30 295.41794),(31 298.58286),(32 296.547),(33 296.62616),(34 297.65308),(35 299.88712),(36 300.01712),(37 298.71512),(38 298.6282),(39 305.29214),(40 303.47565),(41 301.31485),(42 303.55045),(43 305.96988),(44 305.85266),(45 304.2776),(46 303.4347),(47 305.7333),(48 305.25305),(49 307.86966),(50 307.71838),(51 304.32477),(52 306.43365),(53 306.866),(54 306.4604),(55 310.57886),(56 310.17828),(57 309.74765),(58 307.93085),(59 310.3001),(60 312.08154),(61 309.62045),(62 310.57062),(63 308.05283),(64 307.1062),(65 307.087),(66 309.4065),(67 307.70978),(68 308.4582),(69 309.97104),(70 308.90048),(71 308.59897),(72 308.0891),(73 305.7945),(74 305.223),(75 309.07538),(76 308.6123),(77 306.30936),(78 308.28653),(79 307.45334),
(1 154.63727),(2 205.163),(3 225.72748),(4 236.92531),(5 243.21426),(6 246.81293),(7 252.74893),(8 253.95792),(9 262.57996),(10 266.50702),(11 269.91333),(12 274.06213),(13 272.9315),(14 274.52698),(15 269.8351),(16 272.85764),(17 274.84705),(18 274.54337),(19 277.5172),(20 277.94095),(21 275.39792),(22 277.39926),(23 279.0664),(24 281.72052),(25 277.99423),(26 279.03635),(27 279.3315),(28 283.16318),(29 283.11792),(30 283.34186),(31 285.02963),(32 285.60718),(33 286.58435),(34 288.91202),(35 291.69083),(36 291.8837),(37 290.56992),(38 290.01434),(39 297.4447),(40 296.68497),(41 293.89554),(42 295.00507),(43 298.3869),(44 298.67523),(45 298.09885),(46 300.6715),(47 300.8316),(48 301.37506),(49 298.76965),(50 300.43945),(51 300.53134),(52 301.97946),(53 300.08307),(54 300.9167),(55 303.89798),(56 302.9262),(57 304.1089),(58 303.13766),(59 302.012),(60 300.75583),(61 301.92175),(62 303.10446),(63 300.446),(64 301.66617),(65 301.75784),(66 302.13815),(67 300.44327),(68 299.4426),(69 299.65155),(70 299.0992),(71 299.39893),(72 299.72955),(73 300.8269),(74 301.2876),(75 303.34415),(76 304.9344),(77 303.20023),(78 300.27264),(79 304.33078),
(1 155.12366),(2 200.39865),(3 221.39319),(4 234.79033),(5 241.57278),(6 245.66272),(7 253.84521),(8 256.49167),(9 263.9172),(10 264.81146),(11 271.31827),(12 272.66006),(13 270.58994),(14 269.21698),(15 273.0765),(16 275.22745),(17 276.27393),(18 274.77686),(19 276.15994),(20 275.44128),(21 274.2934),(22 274.03485),(23 277.5183),(24 277.6143),(25 274.8835),(26 278.08557),(27 278.77042),(28 283.6603),(29 281.62173),(30 282.52148),(31 283.46136),(32 283.26422),(33 283.46466),(34 287.08728),(35 288.87198),(36 287.0776),(37 287.61707),(38 291.49048),(39 295.81247),(40 295.91815),(41 294.80536),(42 296.25772),(43 297.9994),(44 296.2784),(45 296.76172),(46 299.26212),(47 299.17392),(48 297.2638),(49 296.23196),(50 297.60913),(51 296.01346),(52 295.59848),(53 296.93805),(54 297.95645),(55 298.1018),(56 294.9723),(57 297.3347),(58 296.39215),(59 297.37827),(60 294.3324),(61 294.5667),(62 294.6936),(63 295.49664),(64 297.13242),(65 295.63855),(66 294.1868),(67 296.0574),(68 295.09146),(69 298.72034),(70 298.30988),(71 297.34625),(72 298.77002),(73 299.83322),(74 302.08572),(75 301.2733),(76 303.94647),(77 301.1223),(78 300.52588),(79 298.12064),
(1 148.99115),(2 194.9019),(3 213.89586),(4 227.11336),(5 231.83832),(6 235.82835),(7 240.7253),(8 246.46931),(9 253.18277),(10 257.65662),(11 264.23868),(12 265.3546),(13 264.30563),(14 262.12067),(15 266.14462),(16 269.50558),(17 269.3781),(18 267.07968),(19 268.9339),(20 268.53802),(21 267.78427),(22 270.40277),(23 272.80457),(24 274.80005),(25 278.03806),(26 275.0402),(27 277.40103),(28 278.04556),(29 277.30038),(30 277.03357),(31 282.27283),(32 279.833),(33 279.00073),(34 280.80957),(35 287.43695),(36 286.77933),(37 286.9317),(38 287.9108),(39 288.8462),(40 291.35773),(41 291.7097),(42 293.16156),(43 293.9225),(44 294.9368),(45 294.6517),(46 293.0521),(47 294.92932),(48 295.23526),(49 292.75372),(50 294.09497),(51 292.63876),(52 293.35498),(53 294.04214),(54 294.44687),(55 295.6906),(56 291.59067),(57 294.37885),(58 294.2812),(59 294.51108),(60 294.32422),(61 293.7082),(62 292.563),(63 292.8221),(64 293.19724),(65 292.70178),(66 290.1236),(67 291.99472),(68 290.50244),(69 291.7543),(70 291.93332),(71 288.88428),(72 289.72577),(73 291.0503),(74 292.90012),(75 291.74136),(76 294.34427),(77 294.45395),(78 294.7879),(79 294.56314),
(1 149.62073),(2 194.87584),(3 213.94682),(4 226.9866),(5 230.58353),(6 237.41626),(7 244.34192),(8 246.24748),(9 251.31346),(10 254.34406),(11 259.0724),(12 261.00613),(13 262.7173),(14 264.55252),(15 263.9359),(16 266.34076),(17 267.07333),(18 267.1132),(19 266.54294),(20 264.48727),(21 263.85123),(22 264.91693),(23 268.06778),(24 269.912),(25 271.5845),(26 272.50662),(27 272.14883),(28 276.5752),(29 275.58005),(30 274.03665),(31 274.0155),(32 273.4763),(33 277.4779),(34 277.0114),(35 282.1284),(36 284.44214),(37 281.92606),(38 282.9223),(39 283.31946),(40 284.7009),(41 288.33047),(42 289.67288),(43 294.04916),(44 292.31177),(45 291.2971),(46 289.6556),(47 289.26465),(48 290.3751),(49 288.1534),(50 290.3217),(51 289.1309),(52 289.94116),(53 288.08878),(54 286.69955),(55 286.82852),(56 285.1951),(57 290.11533),(58 289.81314),(59 287.7253),(60 288.60916),(61 287.0576),(62 289.23196),(63 287.39578),(64 287.31616),(65 286.27798),(66 280.7323),(67 286.39996),(68 285.06042),(69 286.86237),(70 285.2924),(71 286.24042),(72 287.33765),(73 288.89282),(74 290.12128),(75 292.42004),(76 291.01608),(77 291.70016),(78 291.0115),(79 291.5465),
(1 145.10448),(2 190.59131),(3 208.71004),(4 219.45631),(5 225.53523),(6 232.24486),(7 238.02576),(8 242.13972),(9 244.42952),(10 243.80817),(11 246.67162),(12 249.15689),(13 251.96349),(14 252.79448),(15 254.75322),(16 256.66537),(17 256.87234),(18 259.536),(19 260.10492),(20 256.7776),(21 256.61798),(22 257.77197),(23 262.08994),(24 265.37183),(25 265.10873),(26 269.1397),(27 269.93896),(28 273.38257),(29 273.13925),(30 274.0135),(31 274.5947),(32 272.2566),(33 275.64996),(34 276.6263),(35 278.95532),(36 279.4305),(37 280.81357),(38 281.27127),(39 283.439),(40 283.76114),(41 286.26364),(42 285.6542),(43 284.1025),(44 284.33188),(45 287.75098),(46 283.49857),(47 284.84872),(48 285.36282),(49 285.41727),(50 282.17328),(51 282.18726),(52 283.28796),(53 279.5651),(54 279.63412),(55 284.4166),(56 282.32098),(57 282.95642),(58 282.45108),(59 280.0882),(60 280.5639),(61 279.78687),(62 281.13055),(63 277.83237),(64 278.7655),(65 277.70135),(66 276.74594),(67 280.9849),(68 279.42105),(69 275.96503),(70 275.79507),(71 278.3478),(72 279.91937),(73 279.02103),(74 282.31885),(75 281.2485),(76 281.81754),(77 280.41306),(78 282.9385),(79 283.77725),
(1 143.7962),(2 187.69476),(3 206.13942),(4 217.78445),(5 222.0893),(6 227.55672),(7 232.33556),(8 235.50313),(9 240.35336),(10 241.86745),(11 244.47731),(12 246.73924),(13 246.16707),(14 246.08632),(15 248.60037),(16 249.31642),(17 252.62616),(18 252.96355),(19 251.19408),(20 250.09026),(21 252.21884),(22 250.43391),(23 255.41388),(24 257.77972),(25 257.67368),(26 262.784),(27 262.5868),(28 263.37198),(29 261.12637),(30 265.9079),(31 268.52435),(32 267.84625),(33 267.4107),(34 269.19083),(35 269.285),(36 270.5671),(37 272.5189),(38 275.26135),(39 274.65146),(40 276.47656),(41 278.63562),(42 279.0654),(43 280.66992),(44 279.4058),(45 280.98907),(46 281.89642),(47 280.14023),(48 280.8312),(49 280.62134),(50 280.1063),(51 283.53613),(52 284.38336),(53 283.62537),(54 281.76437),(55 285.22833),(56 283.58005),(57 282.43073),(58 282.59085),(59 280.4473),(60 282.33383),(61 283.39713),(62 285.64606),(63 284.13562),(64 282.8852),(65 283.08865),(66 282.72272),(67 283.7771),(68 282.66895),(69 282.32294),(70 281.90817),(71 283.19022),(72 281.60544),(73 279.45514),(74 282.59314),(75 282.36908),(76 279.38943),(77 282.7006),(78 282.12036),(79 282.68103),
(1 140.35278),(2 184.95486),(3 204.00586),(4 215.57219),(5 219.67732),(6 224.27882),(7 229.94804),(8 232.12839),(9 236.70425),(10 238.00874),(11 238.65965),(12 237.97778),(13 242.1418),(14 242.08443),(15 245.5863),(16 247.09128),(17 249.39908),(18 251.44598),(19 251.47067),(20 251.14952),(21 250.83136),(22 253.76035),(23 258.53354),(24 259.5009),(25 258.37173),(26 260.6356),(27 261.52603),(28 262.84503),(29 261.44434),(30 264.8631),(31 268.4874),(32 265.82104),(33 267.24707),(34 266.6812),(35 269.6668),(36 271.34335),(37 273.3734),(38 273.7706),(39 276.94965),(40 276.48343),(41 278.9901),(42 279.4263),(43 276.581),(44 276.1058),(45 280.11954),(46 280.3154),(47 281.97113),(48 282.13297),(49 280.50333),(50 279.82516),(51 282.65366),(52 279.12314),(53 277.34027),(54 274.05515),(55 275.8911),(56 277.29965),(57 273.61407),(58 271.4121),(59 272.61734),(60 273.00845),(61 272.64005),(62 273.24542),(63 273.85922),(64 275.58063),(65 274.34625),(66 273.92474),(67 276.3879),(68 272.9035),(69 274.27393),(70 272.84677),(71 276.5012),(72 275.0343),(73 274.78186),(74 273.18207),(75 274.1873),(76 273.46167),(77 274.62082),(78 274.44138),(79 272.31537),
(1 136.75334),(2 182.77199),(3 199.57338),(4 212.86134),(5 217.05302),(6 221.13437),(7 225.87389),(8 229.68658),(9 233.36246),(10 233.48471),(11 236.9034),(12 239.32068),(13 239.75258),(14 242.11455),(15 243.9111),(16 245.06485),(17 245.55208),(18 247.4453),(19 249.79706),(20 251.51198),(21 252.15222),(22 251.154),(23 253.10439),(24 255.85698),(25 254.83665),(26 253.70352),(27 254.3162),(28 255.68236),(29 255.28915),(30 256.65268),(31 259.0742),(32 255.41539),(33 257.04996),(34 256.30676),(35 257.70337),(36 260.59497),(37 259.8713),(38 263.49985),(39 262.5728),(40 263.71857),(41 264.91345),(42 265.15485),(43 263.99368),(44 266.68256),(45 268.74905),(46 267.12292),(47 270.3758),(48 270.47244),(49 270.18146),(50 269.23505),(51 269.46445),(52 268.2413),(53 265.09903),(54 261.19818),(55 267.99356),(56 269.5493),(57 269.2589),(58 266.6533),(59 266.1998),(60 266.4472),(61 264.5924),(62 263.69992),(63 262.96545),(64 263.46817),(65 263.0302),(66 261.6653),(67 263.9279),(68 264.51645),(69 264.32166),(70 263.5299),(71 265.8751),(72 266.0449),(73 265.003),(74 266.0489),(75 265.0765),(76 262.84848),(77 262.30936),(78 262.67932),(79 264.71042),
(1 137.23843),(2 179.56784),(3 196.5256),(4 209.77068),(5 214.96716),(6 222.57213),(7 225.88736),(8 228.37978),(9 231.70644),(10 232.94528),(11 236.1555),(12 237.94139),(13 237.85545),(14 240.52135),(15 242.02803),(16 244.23596),(17 244.05309),(18 246.90506),(19 246.52625),(20 245.60106),(21 247.42815),(22 246.19266),(23 246.70576),(24 248.1662),(25 247.8286),(26 248.40663),(27 248.14938),(28 251.14142),(29 250.84578),(30 251.12636),(31 253.07733),(32 253.96588),(33 257.3504),(34 257.31174),(35 260.57312),(36 261.16357),(37 259.25662),(38 260.19708),(39 257.4474),(40 260.06836),(41 261.5512),(42 257.9446),(43 261.7863),(44 260.1543),(45 261.67746),(46 261.53613),(47 262.06488),(48 262.47208),(49 263.55066),(50 266.24075),(51 262.0579),(52 263.53638),(53 262.92966),(54 261.2971),(55 263.15573),(56 262.7759),(57 264.1602),(58 264.08527),(59 262.42023),(60 262.32254),(61 264.1703),(62 265.3916),(63 264.38696),(64 265.45914),(65 264.07922),(66 264.23166),(67 263.10773),(68 263.80548),(69 266.50235),(70 263.6262),(71 265.94647),(72 265.9346),(73 264.81216),(74 265.66986),(75 264.5993),(76 265.71185),(77 264.00165),(78 264.83316),(79 265.91486),
(1 134.42487),(2 175.43723),(3 195.23093),(4 204.89977),(5 213.1669),(6 218.69655),(7 220.6719),(8 222.8876),(9 228.14998),(10 230.8388),(11 231.30148),(12 234.4758),(13 232.93446),(14 235.96454),(15 236.77994),(16 240.53574),(17 239.48434),(18 240.35976),(19 241.96474),(20 238.04703),(21 239.73088),(22 240.7383),(23 240.77473),(24 242.2305),(25 242.03542),(26 243.08147),(27 242.65292),(28 245.61244),(29 246.09912),(30 245.86243),(31 248.08482),(32 248.40588),(33 249.3001),(34 252.5726),(35 252.15108),(36 252.1454),(37 253.85196),(38 253.20338),(39 254.25258),(40 256.2386),(41 256.79343),(42 254.46704),(43 256.9186),(44 256.3795),(45 255.2709),(46 255.4531),(47 256.6684),(48 256.25726),(49 258.0272),(50 259.98596),(51 260.0285),(52 258.3243),(53 258.27158),(54 258.80515),(55 260.30527),(56 259.85535),(57 257.59857),(58 258.96402),(59 257.9237),(60 257.00577),(61 260.49603),(62 258.9003),(63 257.7528),(64 256.09686),(65 257.65848),(66 257.0238),(67 258.21872),(68 256.15866),(69 257.739),(70 257.564),(71 257.42975),(72 256.48895),(73 256.94272),(74 259.61896),(75 256.89603),(76 260.19803),(77 259.09888),(78 259.21017),(79 259.0143),
(1 134.5829),(2 176.57715),(3 195.28458),(4 203.2606),(5 208.94194),(6 214.06683),(7 217.34642),(8 223.64369),(9 229.87021),(10 229.32674),(11 232.28537),(12 237.7611),(13 237.57443),(14 240.57274),(15 237.68973),(16 238.89629),(17 238.30588),(18 237.586),(19 242.30357),(20 239.00853),(21 241.92917),(22 241.41368),(23 245.88545),(24 246.93704),(25 246.90303),(26 248.33067),(27 248.88017),(28 249.344),(29 248.45187),(30 251.79167),(31 252.00171),(32 253.80351),(33 255.37418),(34 253.74605),(35 254.83437),(36 257.03268),(37 257.3529),(38 258.99295),(39 256.5408),(40 258.33954),(41 261.05664),(42 261.21408),(43 261.5182),(44 261.07306),(45 261.64508),(46 262.5662),(47 261.73257),(48 262.14673),(49 260.7076),(50 261.8293),(51 261.18387),(52 260.60892),(53 259.3815),(54 259.77338),(55 261.08118),(56 263.1483),(57 260.8301),(58 260.24686),(59 262.0759),(60 261.50998),(61 257.8477),(62 256.24878),(63 257.3541),(64 255.91766),(65 253.39458),(66 254.57393),(67 256.68338),(68 255.74652),(69 253.7721),(70 252.7931),(71 253.51802),(72 251.73587),(73 253.38806),(74 254.5872),(75 253.07832),(76 254.46823),(77 255.29301),(78 255.808),(79 257.86942),
(1 134.04575),(2 174.16609),(3 191.4749),(4 200.97292),(5 208.631),(6 213.21866),(7 217.18384),(8 223.1709),(9 226.69612),(10 228.3195),(11 230.03938),(12 232.17928),(13 231.9267),(14 236.86783),(15 232.31096),(16 233.79492),(17 234.2912),(18 232.08334),(19 236.4442),(20 234.61731),(21 235.94957),(22 236.63422),(23 238.02103),(24 239.29378),(25 240.01451),(26 243.54375),(27 241.09941),(28 237.90308),(29 240.67726),(30 241.16035),(31 241.71063),(32 242.69609),(33 241.95972),(34 244.17415),(35 243.9015),(36 243.911),(37 244.70694),(38 248.3477),(39 245.76347),(40 248.04688),(41 248.57492),(42 247.68204),(43 247.6748),(44 249.23462),(45 250.71729),(46 249.14142),(47 251.34084),(48 251.48141),(49 247.76118),(50 250.38353),(51 248.14172),(52 247.49355),(53 247.38422),(54 248.2133),(55 248.89526),(56 248.57095),(57 249.37753),(58 246.36658),(59 244.71611),(60 245.0778),(61 244.40991),(62 244.82205),(63 245.94328),(64 247.67087),(65 246.2321),(66 245.85675),(67 248.7007),(68 247.638),(69 247.47003),(70 248.65771),(71 248.50682),(72 247.91542),(73 251.58423),(74 250.1551),(75 249.60214),(76 250.29652),(77 249.14761),(78 249.38223),(79 249.52278),
(1 131.09578),(2 171.1649),(3 185.29294),(4 193.49971),(5 201.07664),(6 204.51254),(7 211.21075),(8 215.5763),(9 219.40263),(10 218.71802),(11 226.58127),(12 227.80685),(13 227.1874),(14 227.29263),(15 227.27167),(16 230.00041),(17 229.84589),(18 229.81174),(19 231.49501),(20 229.5014),(21 228.77943),(22 232.5383),(23 235.46053),(24 238.2971),(25 238.42615),(26 238.66415),(27 240.16035),(28 239.56905),(29 241.20125),(30 240.60861),(31 241.42462),(32 240.40509),(33 241.09052),(34 240.69751),(35 244.4506),(36 245.3718),(37 243.07002),(38 244.17317),(39 244.54881),(40 246.01411),(41 248.64151),(42 248.3625),(43 250.23318),(44 249.41234),(45 249.8592),(46 249.50723),(47 250.72609),(48 249.32063),(49 247.33867),(50 249.17807),(51 247.41264),(52 249.88495),(53 246.64595),(54 249.83792),(55 250.00063),(56 250.06206),(57 251.61555),(58 249.68439),(59 251.0054),(60 250.61465),(61 246.51796),(62 249.05249),(63 252.78723),(64 251.50891),(65 250.98297),(66 250.89584),(67 248.67781),(68 251.20456),(69 249.78658),(70 247.76634),(71 250.17865),(72 251.04912),(73 250.05215),(74 248.53725),(75 247.09491),(76 247.06319),(77 246.50484),(78 245.54474),(79 247.39044),
(1 129.13211),(2 167.10616),(3 181.92381),(4 191.64809),(5 198.23238),(6 203.10922),(7 205.89758),(8 208.30228),(9 213.37051),(10 217.17386),(11 217.27092),(12 217.58669),(13 217.70789),(14 220.75102),(15 219.45677),(16 218.45287),(17 219.35323),(18 220.02252),(19 219.10056),(20 218.24977),(21 217.1632),(22 217.96428),(23 224.4477),(24 227.12004),(25 226.43219),(26 224.62471),(27 226.56734),(28 226.27637),(29 227.65594),(30 229.2346),(31 229.3253),(32 229.08084),(33 231.5533),(34 232.05588),(35 233.46068),(36 237.33931),(37 236.16238),(38 236.93137),(39 237.09058),(40 239.4278),(41 240.2362),(42 242.22116),(43 243.88678),(44 245.64285),(45 246.73846),(46 246.0985),(47 250.22415),(48 249.719),(49 249.90445),(50 251.58717),(51 252.74054),(52 251.68442),(53 250.80238),(54 251.59064),(55 253.35364),(56 252.25394),(57 252.39616),(58 251.55219),(59 248.8896),(60 250.25304),(61 247.21217),(62 245.2718),(63 246.32407),(64 245.5558),(65 246.70697),(66 245.53354),(67 246.08218),(68 244.12883),(69 244.25603),(70 243.03943),(71 244.43587),(72 246.86249),(73 245.38109),(74 245.52907),(75 246.12273),(76 244.43059),(77 244.58485),(78 244.27307),(79 244.01717),
(1 126.21234),(2 166.38017),(3 180.71579),(4 187.6117),(5 191.51889),(6 196.68274),(7 202.8815),(8 205.26682),(9 207.93571),(10 211.29047),(11 212.85916),(12 214.6128),(13 212.13126),(14 215.6933),(15 217.29059),(16 218.74513),(17 219.65988),(18 217.7435),(19 216.2807),(20 214.70976),(21 214.89967),(22 214.6166),(23 218.45326),(24 220.1163),(25 221.46988),(26 221.94397),(27 221.9987),(28 224.00528),(29 226.61124),(30 227.3064),(31 227.34645),(32 228.29726),(33 231.01526),(34 231.22618),(35 232.70522),(36 233.38065),(37 232.92458),(38 235.59688),(39 235.38924),(40 236.36139),(41 237.48207),(42 237.51974),(43 238.09271),(44 237.37279),(45 239.24648),(46 241.752),(47 245.49902),(48 247.7635),(49 246.3938),(50 245.07419),(51 244.74615),(52 244.30424),(53 243.23758),(54 243.4025),(55 243.57379),(56 242.0216),(57 242.57861),(58 239.3718),(59 240.64948),(60 241.20222),(61 239.78166),(62 239.23268),(63 242.30797),(64 240.23851),(65 239.85721),(66 237.54211),(67 238.70766),(68 238.39001),(69 238.10616),(70 237.35176),(71 239.10764),(72 239.8316),(73 238.21881),(74 238.52888),(75 238.87047),(76 238.81708),(77 238.6469),(78 238.58252),(79 239.2006),
(1 125.60547),(2 164.19415),(3 177.23907),(4 187.5398),(5 194.55206),(6 201.36642),(7 205.18782),(8 206.946),(9 206.84607),(10 210.26085),(11 211.17636),(12 213.3139),(13 212.14012),(14 212.70555),(15 213.59914),(16 214.6044),(17 214.84221),(18 216.42403),(19 218.39375),(20 216.24226),(21 215.61919),(22 217.14607),(23 219.21722),(24 222.46298),(25 221.20917),(26 223.06224),(27 223.26808),(28 226.11491),(29 227.1351),(30 227.50987),(31 228.31941),(32 228.69984),(33 231.10945),(34 229.94107),(35 232.60757),(36 233.57321),(37 231.9411),(38 233.6255),(39 235.94978),(40 233.49825),(41 233.56221),(42 236.62726),(43 239.33533),(44 236.77484),(45 237.042),(46 236.7807),(47 238.35735),(48 238.09181),(49 239.17525),(50 235.89546),(51 234.31786),(52 236.62643),(53 237.74625),(54 240.63011),(55 238.15103),(56 238.16014),(57 237.26364),(58 235.57132),(59 236.78136),(60 236.91652),(61 237.51044),(62 237.7623),(63 237.86577),(64 234.7706),(65 234.84087),(66 234.657),(67 237.0496),(68 235.34566),(69 231.34982),(70 231.7464),(71 231.50377),(72 232.8958),(73 233.08792),(74 231.6265),(75 232.37204),(76 234.62175),(77 234.5406),(78 231.29488),(79 234.51457),
(1 121.16717),(2 159.78967),(3 175.02141),(4 181.43315),(5 188.19507),(6 193.80583),(7 200.37798),(8 201.07506),(9 204.23885),(10 207.60506),(11 206.78406),(12 209.16878),(13 210.27652),(14 209.42088),(15 212.14929),(16 215.63309),(17 215.95085),(18 215.58498),(19 214.55963),(20 213.98633),(21 212.99658),(22 213.62402),(23 218.64076),(24 220.50188),(25 218.63472),(26 222.8506),(27 221.39648),(28 222.01425),(29 221.84293),(30 222.70178),(31 224.108),(32 225.50517),(33 228.7903),(34 227.316),(35 226.00333),(36 228.72087),(37 231.0791),(38 230.63867),(39 231.19962),(40 232.64513),(41 235.60089),(42 234.94598),(43 236.01062),(44 234.90361),(45 233.98917),(46 231.41037),(47 231.57373),(48 231.9095),(49 233.03873),(50 234.75488),(51 233.64882),(52 235.35353),(53 236.08275),(54 233.93106),(55 234.79625),(56 235.32338),(57 237.74052),(58 236.39835),(59 235.918),(60 234.42162),(61 237.59999),(62 236.48735),(63 234.7307),(64 232.4057),(65 231.67174),(66 231.34991),(67 237.03308),(68 235.58775),(69 233.92934),(70 232.62753),(71 231.6656),(72 231.76952),(73 231.94469),(74 232.61174),(75 234.59377),(76 235.34215),(77 236.04146),(78 232.05676),(79 232.30788),
