1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 72.07572),(2 89.04607),(3 100.92038),(4 108.82246),(5 112.22091),(6 116.06172),(7 119.81183),(8 122.56412),(9 123.961555),(10 124.88459),(11 126.162704),(12 127.20768),(13 128.9336),(14 130.31512),(15 132.95937),(16 135.15764),(17 134.67119),(18 134.45927),(19 134.85977),(20 134.05516),(21 132.93102),(22 132.66397),(23 133.80838),(24 132.18008),(25 130.77208),(26 129.96318),(27 129.18233),(28 129.56708),(29 130.43138),(30 129.34018),(31 130.08296),(32 130.36684),(33 130.22417),(34 130.83994),(35 131.76494),(36 130.95987),(37 130.2415),(38 131.0967),(39 131.05717),(40 131.76793),(41 132.0002),(42 133.36542),(43 134.29752),(44 134.64172),(45 133.09523),(46 134.87576),(47 134.9209),(48 135.41052),(49 135.73836),(50 135.94333),(51 136.23376),(52 137.34418),(53 139.23294),(54 138.021),(55 137.91132),(56 137.44246),(57 137.67378),(58 137.94583),(59 138.24298),(60 138.22037),(61 138.35774),(62 138.1108),(63 138.0891),(64 138.09),(65 136.01044),(66 137.01532),(67 136.75946),(68 137.28763),(69 136.405),(70 136.07292),(71 136.67274),(72 136.99529),(73 136.42938),(74 136.33762),(75 135.16779),(76 134.43831),(77 134.87358),(78 135.82246),(79 136.53276),
(1 70.41152),(2 88.52197),(3 100.4304),(4 107.483955),(5 110.96489),(6 113.786835),(7 117.316444),(8 120.93782),(9 122.4924),(10 124.37741),(11 125.779335),(12 126.510765),(13 127.66253),(14 129.75896),(15 130.62189),(16 131.36699),(17 132.81773),(18 133.29854),(19 133.84308),(20 134.31168),(21 134.89938),(22 134.28117),(23 133.3449),(24 132.36592),(25 132.2977),(26 131.54419),(27 131.06651),(28 130.58182),(29 130.44576),(30 130.09503),(31 130.1998),(32 130.1401),(33 129.84802),(34 131.22446),(35 131.59402),(36 130.88081),(37 130.21986),(38 131.29399),(39 132.39035),(40 132.53625),(41 131.66),(42 132.60217),(43 131.80232),(44 132.65256),(45 132.83875),(46 134.36662),(47 133.57983),(48 134.50916),(49 134.34845),(50 134.22408),(51 133.53142),(52 134.42014),(53 134.99603),(54 134.66977),(55 133.88832),(56 134.13037),(57 135.43486),(58 134.71422),(59 134.19164),(60 133.84444),(61 134.90201),(62 134.64272),(63 134.72673),(64 134.42982),(65 135.3321),(66 135.46484),(67 135.37575),(68 134.69574),(69 136.6252),(70 135.17146),(71 134.8272),(72 135.10925),(73 135.492),(74 135.58719),(75 135.47305),(76 134.32468),(77 135.0601),(78 136.27335),(79 136.76657),
(1 71.17485),(2 88.94364),(3 101.10649),(4 107.37265),(5 113.335556),(6 117.35762),(7 120.64932),(8 125.34943),(9 126.93981),(10 127.772514),(11 130.29228),(12 131.07246),(13 132.28255),(14 133.03972),(15 134.26471),(16 134.71245),(17 136.08397),(18 136.44043),(19 135.48686),(20 135.26099),(21 137.05228),(22 136.24257),(23 136.85596),(24 137.35883),(25 136.65152),(26 135.53252),(27 136.09076),(28 134.57498),(29 134.57866),(30 133.56381),(31 134.3276),(32 135.12302),(33 134.44742),(34 136.91608),(35 135.66971),(36 135.00487),(37 134.65536),(38 136.18901),(39 135.9035),(40 136.06163),(41 135.8192),(42 135.29774),(43 135.64665),(44 134.1056),(45 136.61409),(46 137.61577),(47 136.90309),(48 136.06151),(49 135.58676),(50 136.01874),(51 136.6667),(52 137.23503),(53 138.36981),(54 137.8267),(55 137.91646),(56 136.93129),(57 137.81395),(58 136.49818),(59 137.39595),(60 137.46458),(61 136.63672),(62 137.73924),(63 137.1583),(64 136.59183),(65 135.7614),(66 135.92737),(67 136.14233),(68 135.705),(69 136.48737),(70 135.86371),(71 136.59784),(72 136.94357),(73 137.84572),(74 138.18298),(75 138.58107),(76 137.1253),(77 138.79109),(78 138.92879),(79 139.1794),
(1 69.648285),(2 87.38422),(3 98.790825),(4 104.99779),(5 109.96692),(6 113.00555),(7 115.41864),(8 120.20048),(9 121.217476),(10 122.05503),(11 123.3475),(12 124.76041),(13 126.31864),(14 128.52513),(15 128.3863),(16 129.0584),(17 130.48308),(18 130.3806),(19 129.0315),(20 129.11447),(21 129.53813),(22 129.1111),(23 130.44388),(24 131.14015),(25 131.55074),(26 132.25273),(27 133.09991),(28 132.5156),(29 132.86661),(30 133.34587),(31 134.12273),(32 134.54472),(33 135.00342),(34 136.60248),(35 137.40688),(36 136.03893),(37 134.56606),(38 134.22833),(39 135.09874),(40 134.459),(41 134.70163),(42 135.61372),(43 135.00438),(44 136.02628),(45 137.33365),(46 137.054),(47 137.44382),(48 136.71779),(49 137.74843),(50 136.53333),(51 136.87207),(52 136.63034),(53 135.92445),(54 136.1655),(55 135.79637),(56 135.39323),(57 136.57077),(58 135.71127),(59 135.31963),(60 135.19066),(61 135.29971),(62 135.1215),(63 133.73471),(64 133.68935),(65 133.64746),(66 134.05608),(67 133.68134),(68 131.61131),(69 131.39694),(70 130.3918),(71 130.64789),(72 129.80617),(73 129.78894),(74 129.89899),(75 130.89061),(76 130.09589),(77 131.564),(78 130.65775),(79 130.73695),
(1 68.93106),(2 86.87945),(3 98.31352),(4 104.7556),(5 108.59661),(6 112.78541),(7 115.09442),(8 117.75674),(9 119.5838),(10 120.53546),(11 122.75533),(12 123.21279),(13 124.24121),(14 124.80245),(15 126.35569),(16 126.49631),(17 126.13126),(18 126.78345),(19 127.32398),(20 127.677605),(21 127.79695),(22 129.21066),(23 130.26895),(24 130.30554),(25 129.75685),(26 129.75194),(27 130.52585),(28 130.34698),(29 129.14983),(30 129.9304),(31 128.90965),(32 129.95914),(33 130.50177),(34 132.01053),(35 133.53654),(36 131.99138),(37 131.50717),(38 131.69354),(39 130.98598),(40 131.0128),(41 129.48195),(42 130.49161),(43 130.3129),(44 130.48157),(45 131.3693),(46 133.283),(47 134.63635),(48 133.84431),(49 134.02853),(50 133.46916),(51 132.84987),(52 131.72595),(53 130.84627),(54 130.82184),(55 130.96376),(56 130.98236),(57 131.79413),(58 131.66624),(59 131.2287),(60 131.22565),(61 132.419),(62 133.50577),(63 132.69006),(64 133.91774),(65 132.48642),(66 133.57654),(67 131.86847),(68 131.77618),(69 131.67593),(70 131.18939),(71 131.4692),(72 131.09396),(73 130.22673),(74 131.72101),(75 131.62773),(76 131.501),(77 131.5544),(78 131.43388),(79 131.15135),
(1 68.808105),(2 84.879555),(3 96.36307),(4 102.88441),(5 107.7111),(6 110.191),(7 113.279076),(8 116.95787),(9 118.10411),(10 119.208244),(11 121.039795),(12 121.30017),(13 122.22564),(14 122.47358),(15 125.166534),(16 125.31522),(17 125.42376),(18 125.78514),(19 125.07859),(20 126.35028),(21 127.140236),(22 126.87131),(23 126.822266),(24 127.62179),(25 127.89923),(26 126.440575),(27 125.53401),(28 125.54184),(29 125.43002),(30 125.20751),(31 124.62259),(32 125.887825),(33 125.442986),(34 127.098595),(35 127.43095),(36 127.38574),(37 127.10288),(38 129.37154),(39 128.10515),(40 129.62819),(41 128.95596),(42 126.80227),(43 127.17774),(44 126.815956),(45 126.374405),(46 127.62791),(47 128.59267),(48 127.90091),(49 128.51671),(50 128.5223),(51 129.28972),(52 128.40645),(53 128.53754),(54 128.12228),(55 126.34435),(56 127.39866),(57 128.59586),(58 128.22821),(59 127.292076),(60 127.72251),(61 128.24884),(62 129.03987),(63 129.96849),(64 130.17966),(65 131.3765),(66 131.4187),(67 131.63387),(68 130.10016),(69 129.83383),(70 129.52168),(71 129.72147),(72 129.77885),(73 128.7307),(74 128.25685),(75 130.11778),(76 129.01096),(77 129.22668),(78 128.69539),(79 128.10179),
(1 68.06711),(2 84.8542),(3 95.83201),(4 101.83778),(5 106.6166),(6 110.76911),(7 112.26906),(8 117.45352),(9 119.29754),(10 120.98119),(11 123.08316),(12 122.94791),(13 122.983284),(14 123.08953),(15 124.535255),(16 124.55175),(17 125.4463),(18 126.60378),(19 126.669495),(20 127.47581),(21 127.17545),(22 126.54046),(23 125.89119),(24 125.47806),(25 125.31962),(26 125.42803),(27 125.61413),(28 126.04292),(29 125.00132),(30 125.52652),(31 125.000725),(32 124.820465),(33 125.900635),(34 127.39252),(35 127.20796),(36 126.097336),(37 127.07361),(38 128.17657),(39 128.91084),(40 129.28413),(41 128.09839),(42 127.78726),(43 126.68691),(44 125.87952),(45 126.43165),(46 127.29476),(47 128.41551),(48 127.55665),(49 127.567055),(50 127.58525),(51 129.19104),(52 128.0132),(53 127.73707),(54 127.36927),(55 125.50094),(56 125.59428),(57 125.381294),(58 126.12216),(59 125.22549),(60 125.56858),(61 125.937416),(62 127.389626),(63 127.232635),(64 127.85624),(65 128.89616),(66 129.82176),(67 129.11322),(68 126.87233),(69 126.211845),(70 125.0823),(71 125.419014),(72 126.239136),(73 126.49499),(74 127.59962),(75 128.15303),(76 128.15587),(77 127.68415),(78 127.9029),(79 127.41879),
(1 68.43391),(2 84.93747),(3 97.17959),(4 102.32189),(5 106.20782),(6 108.7183),(7 109.265335),(8 114.82875),(9 115.485725),(10 115.16933),(11 117.85967),(12 117.176094),(13 118.275154),(14 118.68121),(15 120.86431),(16 121.28311),(17 121.82646),(18 122.02959),(19 120.96909),(20 120.94787),(21 121.354706),(22 120.54476),(23 120.88052),(24 120.362144),(25 120.43661),(26 120.63344),(27 121.257095),(28 122.48924),(29 122.51723),(30 123.910515),(31 123.63883),(32 125.17874),(33 124.781006),(34 124.49564),(35 125.04096),(36 125.08586),(37 124.93062),(38 125.86808),(39 126.10621),(40 125.939),(41 126.19829),(42 126.40009),(43 125.95999),(44 124.42635),(45 125.36195),(46 124.216415),(47 124.477),(48 122.76966),(49 123.96049),(50 124.24026),(51 125.07638),(52 123.72427),(53 125.742),(54 125.01312),(55 124.09468),(56 125.18827),(57 124.589584),(58 124.73242),(59 124.66165),(60 124.93277),(61 123.818245),(62 125.02691),(63 126.446945),(64 126.93178),(65 126.702126),(66 126.982666),(67 126.41483),(68 125.805084),(69 126.02239),(70 128.11609),(71 127.557),(72 127.859436),(73 128.45938),(74 127.334656),(75 128.1533),(76 129.08942),(77 128.5559),(78 126.68897),(79 127.442955),
(1 66.787445),(2 83.04467),(3 92.87817),(4 98.55554),(5 103.54071),(6 107.04286),(7 109.51899),(8 112.7904),(9 112.60579),(10 113.51003),(11 114.63924),(12 115.21927),(13 116.84031),(14 117.142006),(15 118.59339),(16 118.53615),(17 119.63705),(18 120.3674),(19 119.33589),(20 118.74758),(21 120.21169),(22 119.92212),(23 120.70546),(24 120.52978),(25 120.774086),(26 120.8509),(27 121.90541),(28 122.252754),(29 122.25823),(30 123.27004),(31 123.7086),(32 123.87945),(33 124.7594),(34 124.981674),(35 125.50047),(36 125.51403),(37 126.63253),(38 126.41206),(39 127.8237),(40 127.196266),(41 126.44547),(42 126.071365),(43 125.58632),(44 126.279755),(45 124.85928),(46 124.361404),(47 125.43149),(48 125.519966),(49 125.67454),(50 125.82998),(51 126.499054),(52 124.65322),(53 126.94383),(54 126.023346),(55 126.398766),(56 125.33463),(57 125.892105),(58 125.91017),(59 126.4342),(60 126.56041),(61 126.27663),(62 126.31567),(63 126.24607),(64 126.44476),(65 126.03703),(66 125.99781),(67 126.35242),(68 126.057144),(69 126.31845),(70 127.354515),(71 127.370636),(72 126.00854),(73 126.27318),(74 126.46548),(75 126.020134),(76 126.60334),(77 126.740555),(78 127.463356),(79 127.04905),
(1 67.0614),(2 83.18594),(3 93.42278),(4 101.09714),(5 105.44727),(6 107.65201),(7 110.727196),(8 115.55666),(9 115.220474),(10 117.65008),(11 119.64703),(12 119.85321),(13 122.21364),(14 122.52531),(15 122.1364),(16 122.243225),(17 122.30046),(18 122.89188),(19 121.729576),(20 121.68875),(21 122.37106),(22 121.47932),(23 121.89174),(24 121.51857),(25 121.37143),(26 120.45219),(27 121.96019),(28 122.31357),(29 122.04138),(30 122.88054),(31 123.00874),(32 122.69679),(33 122.361694),(34 122.821014),(35 121.324066),(36 121.29537),(37 121.74824),(38 123.403824),(39 124.068054),(40 124.98199),(41 123.98461),(42 123.58078),(43 124.49826),(44 123.90951),(45 124.79285),(46 123.25948),(47 125.052505),(48 124.05213),(49 124.11424),(50 124.886086),(51 125.63912),(52 123.78524),(53 125.41432),(54 125.32887),(55 125.213104),(56 126.052086),(57 125.192474),(58 125.91565),(59 125.24349),(60 125.6268),(61 127.199066),(62 128.49796),(63 127.81774),(64 127.673836),(65 128.05048),(66 126.83309),(67 126.89235),(68 126.40486),(69 127.015396),(70 128.0661),(71 128.195),(72 127.9833),(73 127.65706),(74 127.68273),(75 127.51733),(76 127.77245),(77 126.56607),(78 126.771675),(79 126.60031),
(1 65.39613),(2 81.00439),(3 91.67457),(4 98.63578),(5 102.715546),(6 105.857834),(7 108.45943),(8 110.27785),(9 111.92744),(10 115.07927),(11 116.167076),(12 116.687645),(13 117.746254),(14 117.6429),(15 118.28666),(16 119.59432),(17 118.740974),(18 119.54625),(19 119.36356),(20 119.48392),(21 120.25934),(22 119.63925),(23 120.450874),(24 120.383736),(25 120.60449),(26 120.17025),(27 122.07914),(28 122.90077),(29 122.475),(30 122.58955),(31 123.06411),(32 122.91897),(33 122.47349),(34 121.76708),(35 121.88638),(36 121.240524),(37 121.78144),(38 122.82313),(39 122.10085),(40 121.9759),(41 121.26207),(42 119.77976),(43 120.2727),(44 120.62849),(45 120.49168),(46 120.43327),(47 121.589355),(48 120.52506),(49 119.63762),(50 119.79046),(51 119.83226),(52 120.292244),(53 120.65576),(54 120.32949),(55 119.586945),(56 120.834175),(57 121.42934),(58 120.80749),(59 122.39313),(60 122.36928),(61 124.26118),(62 124.63515),(63 124.84794),(64 124.97012),(65 124.02276),(66 123.50291),(67 122.929306),(68 122.74524),(69 122.368256),(70 122.987305),(71 123.20485),(72 123.7069),(73 122.49019),(74 123.529434),(75 124.00663),(76 125.77224),(77 124.586426),(78 123.9861),(79 123.64688),
(1 65.19152),(2 81.63541),(3 91.61948),(4 98.22469),(5 101.58192),(6 104.990974),(7 108.14121),(8 110.346794),(9 112.95912),(10 114.4709),(11 115.96255),(12 116.27614),(13 117.16364),(14 117.794365),(15 119.62637),(16 118.51765),(17 119.41803),(18 119.57714),(19 119.76512),(20 119.82156),(21 120.330055),(22 120.778076),(23 121.45856),(24 121.767334),(25 121.592766),(26 122.21345),(27 122.36104),(28 123.63287),(29 122.803795),(30 123.11334),(31 123.72725),(32 123.44421),(33 123.562454),(34 123.78608),(35 122.49075),(36 119.67274),(37 120.43858),(38 121.872925),(39 121.26836),(40 121.799835),(41 120.01739),(42 119.09116),(43 119.71301),(44 119.449005),(45 119.702896),(46 119.39829),(47 120.80237),(48 120.424995),(49 120.33245),(50 120.39593),(51 120.05202),(52 121.22027),(53 121.70221),(54 120.13055),(55 120.208885),(56 120.8482),(57 122.35252),(58 123.0782),(59 123.1663),(60 123.12514),(61 124.05087),(62 124.91486),(63 124.39151),(64 124.06485),(65 125.11738),(66 124.20627),(67 123.79828),(68 122.94653),(69 123.94467),(70 124.58756),(71 125.41571),(72 125.982666),(73 125.890564),(74 125.45598),(75 125.46656),(76 124.87696),(77 124.233086),(78 123.71855),(79 123.00031),
(1 64.96346),(2 79.48445),(3 90.87815),(4 96.78304),(5 100.219734),(6 103.99478),(7 106.62681),(8 109.210655),(9 112.01713),(10 112.94304),(11 114.36522),(12 114.284035),(13 115.32096),(14 117.406044),(15 118.130135),(16 118.16445),(17 119.31682),(18 119.22539),(19 117.449295),(20 118.547676),(21 119.063034),(22 119.19912),(23 120.08454),(24 119.680534),(25 119.87156),(26 120.79685),(27 121.09469),(28 121.116455),(29 121.97488),(30 122.28426),(31 121.00324),(32 120.47693),(33 120.73806),(34 120.09738),(35 120.25159),(36 120.53999),(37 120.75046),(38 121.30395),(39 122.162254),(40 120.888016),(41 121.016075),(42 120.61836),(43 121.399666),(44 121.15077),(45 121.97429),(46 122.17974),(47 122.18585),(48 123.651726),(49 123.56976),(50 123.04142),(51 123.61656),(52 123.94384),(53 124.16466),(54 123.45701),(55 123.52913),(56 123.25758),(57 123.92736),(58 122.897064),(59 123.348274),(60 121.83679),(61 122.22628),(62 121.84816),(63 121.897934),(64 121.51028),(65 121.957756),(66 120.37449),(67 120.44621),(68 119.55646),(69 119.92356),(70 120.650314),(71 121.06196),(72 120.97688),(73 121.16977),(74 120.747055),(75 123.422775),(76 122.76853),(77 122.90786),(78 122.19555),(79 122.041534),
(1 64.82795),(2 81.01735),(3 91.46331),(4 96.78936),(5 101.23299),(6 105.11884),(7 106.31158),(8 107.43724),(9 109.960915),(10 111.68203),(11 112.87793),(12 113.34606),(13 114.204384),(14 114.842636),(15 115.779),(16 114.374435),(17 114.7653),(18 114.50706),(19 115.414345),(20 115.93364),(21 116.14261),(22 117.1422),(23 117.5),(24 117.19243),(25 117.693756),(26 118.34956),(27 118.36597),(28 118.04559),(29 118.62597),(30 118.80617),(31 119.72276),(32 119.24519),(33 119.32541),(34 119.5541),(35 119.443085),(36 119.07685),(37 118.67832),(38 118.906),(39 118.47788),(40 117.69478),(41 117.68998),(42 116.70659),(43 117.69921),(44 117.91188),(45 119.01911),(46 120.00985),(47 121.50379),(48 121.1082),(49 120.68275),(50 120.95243),(51 120.885796),(52 120.975204),(53 122.66004),(54 122.11248),(55 122.120735),(56 122.30584),(57 122.83653),(58 121.236084),(59 121.90312),(60 120.80773),(61 120.91383),(62 119.49709),(63 118.93973),(64 119.49777),(65 118.60477),(66 118.59244),(67 120.485405),(68 119.54992),(69 120.36501),(70 120.31917),(71 120.68904),(72 121.230995),(73 121.5079),(74 121.06953),(75 122.625725),(76 122.73713),(77 123.467636),(78 122.46007),(79 123.0237),
(1 64.69316),(2 81.078896),(3 90.936676),(4 98.13623),(5 103.52979),(6 106.68903),(7 108.36184),(8 110.95648),(9 112.146675),(10 113.47977),(11 114.53369),(12 114.84002),(13 115.74026),(14 116.41939),(15 116.54024),(16 116.314545),(17 116.079094),(18 115.74922),(19 115.79916),(20 116.50626),(21 115.41862),(22 114.416534),(23 115.30493),(24 115.42498),(25 115.64581),(26 116.99194),(27 117.31127),(28 117.9601),(29 117.82574),(30 118.48359),(31 118.11726),(32 117.482925),(33 118.085205),(34 117.99893),(35 117.83003),(36 115.992195),(37 116.61421),(38 116.35424),(39 117.93774),(40 116.853424),(41 116.67176),(42 115.79449),(43 116.70833),(44 116.38291),(45 116.369156),(46 117.86787),(47 119.66513),(48 118.85583),(49 119.57895),(50 120.37911),(51 120.67786),(52 121.201195),(53 121.56884),(54 121.65465),(55 121.4867),(56 122.337364),(57 122.0697),(58 121.205345),(59 120.16218),(60 119.743286),(61 119.33948),(62 119.56979),(63 119.03918),(64 119.26687),(65 119.498436),(66 118.63839),(67 118.72449),(68 118.71665),(69 118.3706),(70 118.29565),(71 118.74015),(72 118.61301),(73 118.56413),(74 118.485886),(75 119.651306),(76 119.13751),(77 120.36983),(78 120.383865),(79 120.363434),
(1 63.69865),(2 78.87456),(3 87.94584),(4 94.324875),(5 98.42858),(6 100.73692),(7 101.677315),(8 105.27115),(9 106.722565),(10 108.247055),(11 109.18314),(12 109.51452),(13 109.87755),(14 110.6886),(15 112.45671),(16 112.24065),(17 113.98641),(18 114.406586),(19 114.440765),(20 115.64664),(21 114.97885),(22 114.124535),(23 113.963455),(24 113.55913),(25 113.31379),(26 114.49573),(27 114.61754),(28 116.32655),(29 115.58279),(30 115.51413),(31 115.75466),(32 115.413284),(33 115.44678),(34 115.93773),(35 115.01326),(36 113.86551),(37 114.33517),(38 116.14655),(39 116.03032),(40 115.2171),(41 115.37647),(42 114.451416),(43 115.22217),(44 114.96761),(45 116.02559),(46 117.98418),(47 119.08876),(48 117.90565),(49 118.67489),(50 117.80754),(51 118.80268),(52 118.25086),(53 118.45826),(54 118.30787),(55 117.80768),(56 119.205444),(57 118.689064),(58 116.96335),(59 117.02365),(60 117.609505),(61 118.05778),(62 118.85029),(63 119.09911),(64 119.19466),(65 118.75613),(66 118.09642),(67 117.49936),(68 118.19041),(69 119.20962),(70 119.736824),(71 118.912575),(72 118.765816),(73 117.83946),(74 118.03469),(75 118.64897),(76 119.48579),(77 118.548615),(78 118.85195),(79 118.95519),
(1 63.492348),(2 79.12446),(3 89.925865),(4 95.27297),(5 98.23798),(6 100.89412),(7 101.226036),(8 103.79226),(9 106.10654),(10 107.186295),(11 108.19446),(12 109.67178),(13 110.74571),(14 110.671104),(15 112.51381),(16 112.46717),(17 113.52913),(18 113.53346),(19 114.52765),(20 113.76003),(21 113.44154),(22 113.12588),(23 114.19047),(24 113.09901),(25 113.27856),(26 113.85129),(27 113.718864),(28 115.20723),(29 115.41563),(30 116.019936),(31 115.71478),(32 116.29323),(33 116.413315),(34 117.18481),(35 116.08277),(36 115.214905),(37 116.2816),(38 116.02911),(39 115.152405),(40 114.780235),(41 115.889885),(42 115.8683),(43 116.51681),(44 115.981476),(45 116.20141),(46 117.56927),(47 118.34081),(48 117.90615),(49 119.2725),(50 118.73734),(51 118.17445),(52 117.80033),(53 117.54401),(54 117.41221),(55 115.65398),(56 115.28365),(57 116.64646),(58 114.964935),(59 114.436516),(60 116.04943),(61 115.98411),(62 117.776505),(63 117.79277),(64 116.98963),(65 117.785484),(66 117.98212),(67 118.30048),(68 118.86027),(69 117.5941),(70 117.42412),(71 117.43211),(72 117.04048),(73 116.743546),(74 117.1475),(75 118.09831),(76 118.488525),(77 119.14708),(78 119.99758),(79 121.01395),
(1 63.554764),(2 78.591675),(3 88.50462),(4 93.71567),(5 98.13955),(6 101.524605),(7 104.128944),(8 106.09364),(9 109.63733),(10 110.12792),(11 111.39609),(12 112.52042),(13 114.16581),(14 114.43357),(15 114.42333),(16 113.93867),(17 113.62392),(18 114.75157),(19 114.70961),(20 114.185196),(21 115.31209),(22 114.81276),(23 115.08076),(24 114.897934),(25 113.87518),(26 114.21945),(27 114.153145),(28 115.250694),(29 115.07862),(30 115.534645),(31 115.396545),(32 116.070335),(33 116.395836),(34 115.51569),(35 116.136086),(36 116.10896),(37 115.73327),(38 115.90891),(39 116.07664),(40 115.147766),(41 114.74275),(42 116.1787),(43 116.365425),(44 116.00409),(45 115.99374),(46 117.30894),(47 118.78028),(48 119.81123),(49 119.63131),(50 119.15057),(51 119.6763),(52 119.26727),(53 120.18988),(54 119.50026),(55 118.51776),(56 117.74374),(57 117.90125),(58 117.64948),(59 116.96552),(60 118.39723),(61 116.80581),(62 117.53379),(63 116.53609),(64 117.664764),(65 118.11978),(66 119.215645),(67 118.72083),(68 119.0994),(69 118.921104),(70 119.45313),(71 119.35647),(72 119.88982),(73 119.51498),(74 118.84322),(75 120.69586),(76 120.47575),(77 121.84537),(78 122.56832),(79 122.44846),
