1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 314743.16),(2 1012916.5),(3 1838707.6),(4 2856616),(5 3984985.3),(6 5079018.5),(7 6170819.5),(8 7368143.5),(9 8479277),(10 9436005),(11 10324851),(12 11248776),(13 11946789),(14 12380257),(15 12745860),(16 13092477),(17 13251424),(18 13156125),(19 13072447),(20 13095275),(21 13004917),(22 12852211),(23 12688960),(24 12564953),(25 12706144),(26 12901524),(27 13238897),(28 13533424),(29 13533315),(30 13094944),(31 12730488),(32 12721796),(33 12865239),(34 12942343),(35 13094453),(36 13181863),(37 13653793),(38 14308075),(39 14720984),(40 15112352),(41 15922801),(42 16662163),(43 17208092),(44 17811774),(45 18364588),(46 18988742),(47 19469240),(48 20151798),(49 20709130),(50 21394444),(51 22143890),(52 22906240),(53 23632614),(54 24623848),(55 25067168),(56 24718896),(57 24225338),(58 23822626),(59 23402902),(60 23100426),(61 22723136),(62 22034446),(63 21300144),(64 20504850),(65 19295090),(66 18201418),(67 17473554),(68 16875766),(69 16257299),(70 15948931),(71 15922549),(72 15916471),(73 16029845),(74 16040380),(75 15758431),(76 15455739),(77 15355181),(78 15203783),(79 14678075),
(1 2133.2163),(2 3553.8025),(3 4117.285),(4 3993.984),(5 4096.756),(6 4047.023),(7 4055.789),(8 3995.5837),(9 4128.7695),(10 4147.804),(11 4275.8096),(12 4252.6753),(13 4238.362),(14 4157.764),(15 4182.0615),(16 4109.5864),(17 4221.528),(18 4260.27),(19 4175.9517),(20 4100.2983),(21 4273.554),(22 4266.783),(23 4337.342),(24 4221.2954),(25 4237.3994),(26 4128.1294),(27 4200.635),(28 4201.673),(29 4319.5234),(30 4323.342),(31 4421.1895),(32 4374.137),(33 4379.541),(34 4235.5796),(35 4199.2627),(36 4114.0605),(37 4356.217),(38 4435.438),(39 4516.447),(40 4356.935),(41 4507.1743),(42 4549.5264),(43 4656.4243),(44 4587.617),(45 4515.513),(46 4383.1885),(47 4496.015),(48 4479.1006),(49 4539.9243),(50 4469.252),(51 4651.1733),(52 4625.908),(53 4592.501),(54 4391.8813),(55 4385.6006),(56 4530.943),(57 4711.788),(58 4601.3745),(59 4638.2197),(60 4540.261),(61 4560.7695),(62 4472.1533),(63 4514.2524),(64 4506.4478),(65 4499.1563),(66 4483.097),(67 4550.1626),(68 4502.3716),(69 4527.004),(70 4513.2505),(71 4431.756),(72 4296.1333),(73 4353.256),(74 4424.014),(75 4488.036),(76 4438.649),(77 4500.399),(78 4488.944),(79 4592.73),
(1 2049.3052),(2 3388.8665),(3 3878.07),(4 3845.8062),(5 3885.4531),(6 3830.21),(7 3897.3542),(8 3890.8862),(9 3923.8333),(10 3932.277),(11 4080.6187),(12 4059.9734),(13 4108.3755),(14 4058.703),(15 4113.761),(16 4032.695),(17 4071.5386),(18 4034.8232),(19 4073.8623),(20 4007.044),(21 4053.7622),(22 4092.0945),(23 4146.286),(24 4036.5364),(25 4070.0989),(26 3966.885),(27 4086.8333),(28 4141.015),(29 4244.7334),(30 4107.9297),(31 4182.683),(32 4181.159),(33 4245.2407),(34 4174.9614),(35 4141.347),(36 4006.1326),(37 4115.4966),(38 4169.177),(39 4313.541),(40 4195.2563),(41 4327.08),(42 4340.791),(43 4476.8496),(44 4301.194),(45 4265.6064),(46 4232.2505),(47 4390.8184),(48 4381.6714),(49 4369.0425),(50 4225.022),(51 4354.1426),(52 4317.5444),(53 4367.006),(54 4135.827),(55 4231.858),(56 4251.278),(57 4394.3237),(58 4305.5005),(59 4373.912),(60 4293.662),(61 4333.935),(62 4161.179),(63 4155.7686),(64 4094.1597),(65 4158.423),(66 4143.412),(67 4232.7534),(68 4198.253),(69 4254.1523),(70 4304.6655),(71 4283.0156),(72 4149.972),(73 4209.5576),(74 4224.227),(75 4200.362),(76 4142.618),(77 4167.4536),(78 4174.44),(79 4277.05),
(1 1978.8156),(2 3265.1687),(3 3713.8125),(4 3702.98),(5 3769.387),(6 3733.8455),(7 3786.5513),(8 3771.6528),(9 3805.617),(10 3801.3513),(11 3920.1875),(12 4000.8003),(13 3995.8098),(14 3943.3303),(15 3880.6096),(16 3679.3972),(17 3717.1614),(18 3707.245),(19 3809.4028),(20 3842.191),(21 3879.09),(22 3796.5864),(23 3809.353),(24 3860.6377),(25 3894.4553),(26 3849.8042),(27 3912.7075),(28 3940.222),(29 3945.916),(30 3780.2048),(31 3771.3745),(32 3813.898),(33 3888.6177),(34 3858.3032),(35 3857.3152),(36 3718.1694),(37 3879.619),(38 3951.9688),(39 4038.1194),(40 3927.4216),(41 3991.027),(42 4005.3525),(43 4055.1333),(44 4055.1128),(45 4157.374),(46 4074.9038),(47 4140.6577),(48 4097.3257),(49 4153.5366),(50 4104.2715),(51 4212.4937),(52 4175.5366),(53 4192.9785),(54 4152.4683),(55 4152.61),(56 4089.9749),(57 4179.089),(58 4092.5364),(59 4091.8203),(60 4060.1746),(61 4106.919),(62 4006.5369),(63 4091.348),(64 4039.6301),(65 4046.9268),(66 4052.5854),(67 4167.6406),(68 4029.7473),(69 4088.3667),(70 4136.51),(71 4109.973),(72 3962.6716),(73 3979.3303),(74 4081.7449),(75 4115.4043),(76 3995.0957),(77 3948.3516),(78 4013.7039),(79 4114.7725),
(1 1906.2578),(2 3121.9941),(3 3562.384),(4 3573.4534),(5 3564.174),(6 3538.9133),(7 3667.5347),(8 3614.3232),(9 3696.5698),(10 3727.0315),(11 3840.4443),(12 3842.2312),(13 3854.7986),(14 3747.4043),(15 3740.733),(16 3652.4531),(17 3694.1724),(18 3685.7832),(19 3730.2263),(20 3726.3337),(21 3789.157),(22 3794.0024),(23 3801.8088),(24 3779.7336),(25 3783.279),(26 3737.2007),(27 3793.494),(28 3768.0444),(29 3829.9968),(30 3689.6213),(31 3713.3223),(32 3717.9043),(33 3870.2483),(34 3820.7742),(35 3702.9146),(36 3604.0244),(37 3724.6033),(38 3844.192),(39 3954.338),(40 3857.759),(41 3867.9854),(42 3869.179),(43 3866.3794),(44 3956.5298),(45 3982.0989),(46 3892.4355),(47 3928.639),(48 3794.569),(49 3808.4055),(50 3753.9587),(51 3816.4595),(52 3891.9783),(53 3912.1516),(54 3821.887),(55 3778.3232),(56 3809.0981),(57 3907.9714),(58 3837.7566),(59 3865.6255),(60 3853.0098),(61 3880.741),(62 3774.7305),(63 3867.7239),(64 3823.972),(65 3805.5232),(66 3741.3618),(67 3773.3757),(68 3761.0996),(69 3915.5393),(70 3974.8943),(71 3908.2166),(72 3783.6943),(73 3833.239),(74 3927.2512),(75 3960.6082),(76 3820.9194),(77 3828.7058),(78 3909.2769),(79 4011.1748),
(1 1877.7256),(2 3083.9878),(3 3547.1936),(4 3569.1218),(5 3585.6565),(6 3602.668),(7 3669.1763),(8 3652.678),(9 3644.0469),(10 3672.5396),(11 3799.5598),(12 3776.9028),(13 3771.899),(14 3653.6675),(15 3697.12),(16 3669.3135),(17 3770.5771),(18 3760.9973),(19 3763.6658),(20 3720.6436),(21 3757.081),(22 3679.5574),(23 3730.6716),(24 3721.6848),(25 3687.6968),(26 3675.1738),(27 3830.4788),(28 3752.0186),(29 3751.3381),(30 3650.1306),(31 3732.8457),(32 3809.996),(33 3909.4717),(34 3802.2441),(35 3748.836),(36 3740.6667),(37 3802.9841),(38 3812.2537),(39 3875.2847),(40 3829.1484),(41 3875.9702),(42 3856.9207),(43 3840.8162),(44 3887.931),(45 3808.237),(46 3706.0535),(47 3728.5554),(48 3630.244),(49 3709.215),(50 3692.7551),(51 3859.1604),(52 3880.7017),(53 3911.6848),(54 3836.3577),(55 3769.0908),(56 3668.4395),(57 3741.739),(58 3754.9988),(59 3793.438),(60 3791.9304),(61 3775.605),(62 3739.0881),(63 3787.6365),(64 3785.4314),(65 3761.0874),(66 3757.1506),(67 3737.3826),(68 3706.7983),(69 3849.2603),(70 3899.987),(71 3874.35),(72 3709.1936),(73 3714.7454),(74 3848.4001),(75 3932.0012),(76 3851.5925),(77 3883.2385),(78 3902.4724),(79 4004.1135),
(1 1833.4772),(2 3011.0571),(3 3379.4153),(4 3387.6184),(5 3452.061),(6 3534.4517),(7 3639.8389),(8 3560.3816),(9 3560.6526),(10 3582.4385),(11 3713.6047),(12 3588.8218),(13 3621.7263),(14 3509.1338),(15 3555.0635),(16 3568.803),(17 3647.4177),(18 3673.6362),(19 3647.9512),(20 3523.1182),(21 3541.9458),(22 3575.4792),(23 3621.1104),(24 3530.0833),(25 3544.7747),(26 3535.2395),(27 3679.3823),(28 3647.58),(29 3561.656),(30 3422.0605),(31 3469.9678),(32 3534.76),(33 3664.6616),(34 3585.7314),(35 3553.3403),(36 3514.2825),(37 3538.194),(38 3593.188),(39 3691.4297),(40 3577.6567),(41 3641.25),(42 3670.9346),(43 3711.6406),(44 3717.352),(45 3697.2087),(46 3563.5535),(47 3565.7104),(48 3498.1682),(49 3554.2166),(50 3567.1628),(51 3652.4504),(52 3694.4163),(53 3724.5017),(54 3644.7815),(55 3614.546),(56 3539.6648),(57 3617.402),(58 3605.8706),(59 3580.1301),(60 3560.3657),(61 3545.344),(62 3541.5027),(63 3593.7822),(64 3575.3171),(65 3615.5735),(66 3502.1008),(67 3467.6902),(68 3418.9844),(69 3561.593),(70 3599.58),(71 3612.928),(72 3609.3755),(73 3643.4275),(74 3620.326),(75 3660.8298),(76 3603.6545),(77 3644.3965),(78 3633.7798),(79 3677.7302),
(1 1698.6958),(2 2785.0935),(3 3193.806),(4 3187.3633),(5 3205.069),(6 3273.9973),(7 3456.8875),(8 3420.4824),(9 3394.637),(10 3414.9263),(11 3539.9236),(12 3514.409),(13 3435.913),(14 3345.5374),(15 3403.42),(16 3381.8057),(17 3403.7312),(18 3468.2002),(19 3466.6528),(20 3361.697),(21 3348.3218),(22 3420.6348),(23 3553.7808),(24 3470.9814),(25 3387.1484),(26 3383.7964),(27 3539.8596),(28 3486.2275),(29 3401.3176),(30 3306.571),(31 3369.084),(32 3398.6143),(33 3502.79),(34 3473.4387),(35 3359.5955),(36 3296.8428),(37 3374.0403),(38 3422.7275),(39 3548.23),(40 3446.692),(41 3520.307),(42 3435.9724),(43 3425.4631),(44 3452.3394),(45 3427.224),(46 3313.5457),(47 3339.5344),(48 3227.4695),(49 3333.3108),(50 3364.1113),(51 3421.635),(52 3445.655),(53 3471.6128),(54 3421.434),(55 3446.0403),(56 3424.0322),(57 3488.7031),(58 3455.4058),(59 3434.4187),(60 3400.4968),(61 3427.636),(62 3417.2793),(63 3450.1416),(64 3479.9363),(65 3475.0134),(66 3377.2603),(67 3341.6924),(68 3375.2432),(69 3488.605),(70 3482.8704),(71 3505.4802),(72 3599.8523),(73 3663.2256),(74 3592.3154),(75 3633.48),(76 3494.1152),(77 3543.1506),(78 3572.246),(79 3583.4075),
(1 1679.1177),(2 2746.072),(3 3100.9265),(4 3044.5708),(5 3040.4138),(6 3085.3042),(7 3263.48),(8 3245.439),(9 3205.6511),(10 3171.9268),(11 3286.5435),(12 3314.0996),(13 3302.4202),(14 3241.8325),(15 3264.8672),(16 3171.48),(17 3198.7632),(18 3188.7239),(19 3152.641),(20 3148.675),(21 3175.88),(22 3163.3994),(23 3236.4668),(24 3143.7097),(25 3090.4614),(26 3087.543),(27 3241.1082),(28 3285.7842),(29 3237.5583),(30 3107.3535),(31 3179.652),(32 3251.3281),(33 3345.2883),(34 3306.1367),(35 3244.5056),(36 3167.0967),(37 3232.8333),(38 3271.001),(39 3297.9514),(40 3218.2275),(41 3309.9014),(42 3295.332),(43 3342.5806),(44 3346.4712),(45 3380.0107),(46 3236.8438),(47 3241.5781),(48 3194.2617),(49 3263.56),(50 3229.4473),(51 3274.4055),(52 3218.357),(53 3255.7854),(54 3265.2925),(55 3263.9395),(56 3261.9944),(57 3339.2756),(58 3294.6887),(59 3376.412),(60 3349.4763),(61 3283.5825),(62 3201.1567),(63 3283.304),(64 3281.8184),(65 3337.183),(66 3239.4717),(67 3272.841),(68 3268.4175),(69 3336.5007),(70 3304.4092),(71 3277.961),(72 3258.5498),(73 3381.4365),(74 3478.6375),(75 3441.3577),(76 3344.9832),(77 3402.504),(78 3388.886),(79 3399.9932),
(1 1562.5387),(2 2544.3997),(3 2856.3125),(4 2815.0144),(5 2835.3628),(6 2781.7195),(7 2900.3154),(8 2899.055),(9 2936.0146),(10 2886.8276),(11 2947.1833),(12 2947.1233),(13 2991.7534),(14 2993.4417),(15 3062.3064),(16 2990.4434),(17 2973.01),(18 2977.8623),(19 2962.6948),(20 2926.197),(21 2945.0464),(22 3011.531),(23 3091.151),(24 2932.5396),(25 2887.8125),(26 2864.989),(27 2973.376),(28 3009.3252),(29 2986.934),(30 2893.7378),(31 2939.8975),(32 2955.394),(33 3008.8113),(34 2939.4873),(35 2926.7732),(36 2927.5383),(37 3049.9377),(38 3038.5803),(39 3089.8794),(40 3015.044),(41 3133.7488),(42 3163.635),(43 3169.5151),(44 3173.2031),(45 3195.106),(46 3130.9226),(47 3139.123),(48 3070.952),(49 3122.0325),(50 3105.1614),(51 3154.9897),(52 3091.584),(53 3133.4639),(54 3130.591),(55 3150.4324),(56 3098.7542),(57 3072.2576),(58 3037.4077),(59 3138.9739),(60 3135.9583),(61 3086.5908),(62 3043.8586),(63 3082.787),(64 3071.3516),(65 3069.1753),(66 3018.5945),(67 2964.9436),(68 2896.8384),(69 3009.0457),(70 3039.5022),(71 3032.8782),(72 2987.0242),(73 3071.361),(74 3089.1758),(75 3148.6218),(76 3021.5618),(77 3020.7874),(78 3049.237),(79 3119.9333),
(1 1540.8665),(2 2486.0315),(3 2810.9697),(4 2787.408),(5 2805.3093),(6 2771.4333),(7 2836.9382),(8 2850.744),(9 2850.3027),(10 2847.7283),(11 2928.0605),(12 2882.987),(13 2929.929),(14 2892.9211),(15 2951.5698),(16 2878.4666),(17 2908.4983),(18 2937.933),(19 2974.395),(20 2958.4084),(21 2983.019),(22 3019.7148),(23 3096.693),(24 2992.3474),(25 2894.2449),(26 2827.9023),(27 2981.4158),(28 2987.704),(29 2972.0403),(30 2914.9824),(31 2953.3733),(32 2957.5776),(33 2999.4663),(34 2957.004),(35 2940.7546),(36 2884.7268),(37 2986.6353),(38 3026.789),(39 3073.8572),(40 3004.8687),(41 3085.4792),(42 3126.953),(43 3131.6956),(44 3070.6199),(45 3119.3398),(46 3058.0457),(47 3082.6274),(48 3052.0608),(49 3071.1953),(50 3037.2612),(51 3099.773),(52 3078.5603),(53 3076.7434),(54 3066.9905),(55 3096.7244),(56 3001.829),(57 3053.223),(58 3062.9973),(59 3203.8828),(60 3161.3474),(61 3070.2683),(62 2944.642),(63 2996.954),(64 3095.5737),(65 3119.2207),(66 3024.6653),(67 3005.7983),(68 2945.464),(69 3010.755),(70 2988.9922),(71 2974.311),(72 2944.9429),(73 3026.3708),(74 3051.369),(75 3095.0334),(76 3008.1392),(77 2977.7798),(78 3038.6182),(79 3092.8892),
(1 1544.0654),(2 2518.9844),(3 2808.5056),(4 2818.1072),(5 2832.8728),(6 2752.832),(7 2839.407),(8 2796.7634),(9 2785.1287),(10 2815.2205),(11 2914.4714),(12 2883.6812),(13 2919.895),(14 2888.3215),(15 2905.2717),(16 2863.7256),(17 2912.8518),(18 2878.6045),(19 2858.9878),(20 2830.1257),(21 2842.2893),(22 2899.337),(23 2967.5874),(24 2844.0618),(25 2780.8445),(26 2701.4866),(27 2817.5857),(28 2857.4907),(29 2856.005),(30 2837.2244),(31 2843.5417),(32 2864.2407),(33 2956.6597),(34 2925.383),(35 2920.2056),(36 2865.2097),(37 2940.8982),(38 2963.4543),(39 2980.7893),(40 2962.931),(41 2976.3145),(42 2945.9912),(43 2980.9053),(44 2946.3994),(45 2945.109),(46 2927.602),(47 2933.4343),(48 2897.9734),(49 3014.548),(50 3003.252),(51 3021.0151),(52 2971.4795),(53 2958.183),(54 2960.4045),(55 2997.0693),(56 2893.3223),(57 2884.311),(58 2909.4805),(59 2980.6365),(60 2965.4307),(61 2935.1418),(62 2837.6243),(63 2892.1443),(64 3004.971),(65 3009.9968),(66 2900.0493),(67 2893.9915),(68 2841.2295),(69 2905.1804),(70 2866.0522),(71 2823.5945),(72 2805.0994),(73 2890.2188),(74 2972.858),(75 2976.5254),(76 2887.9893),(77 2851.057),(78 2862.5813),(79 2943.8694),
(1 1421.944),(2 2307.1323),(3 2619.0632),(4 2586.1826),(5 2584.154),(6 2560.1045),(7 2627.0232),(8 2597.8499),(9 2613.3223),(10 2623.352),(11 2727.554),(12 2737.5496),(13 2811.3647),(14 2684.2444),(15 2655.6218),(16 2626.9111),(17 2714.7004),(18 2713.2437),(19 2667.7458),(20 2681.494),(21 2748.8533),(22 2799.9612),(23 2762.0806),(24 2678.5105),(25 2630.6436),(26 2587.1782),(27 2666.2466),(28 2675.535),(29 2733.3103),(30 2680.5818),(31 2653.62),(32 2636.1416),(33 2719.469),(34 2704.105),(35 2728.211),(36 2670.1145),(37 2775.9832),(38 2830.089),(39 2801.2227),(40 2771.9868),(41 2787.426),(42 2744.8093),(43 2801.2688),(44 2788.8584),(45 2813.8608),(46 2750.884),(47 2725.6033),(48 2678.2903),(49 2799.179),(50 2849.0063),(51 2866.315),(52 2835.8936),(53 2820.3997),(54 2754.2107),(55 2844.0793),(56 2787.3005),(57 2778.2354),(58 2752.0378),(59 2797.1501),(60 2743.7976),(61 2746.6353),(62 2704.6235),(63 2777.3628),(64 2832.3552),(65 2933.677),(66 2807.5227),(67 2770.3774),(68 2737.4006),(69 2748.7969),(70 2713.5334),(71 2753.3196),(72 2738.4148),(73 2800.8225),(74 2850.113),(75 2896.258),(76 2783.7847),(77 2730.7473),(78 2749.6724),(79 2832.9915),
(1 1384.3701),(2 2174.8494),(3 2437.6296),(4 2384.555),(5 2413.058),(6 2439.8809),(7 2549.7393),(8 2531.2502),(9 2533.4424),(10 2554.3723),(11 2591.6167),(12 2575.719),(13 2641.9143),(14 2579.7485),(15 2567.3423),(16 2511.4138),(17 2601.256),(18 2610.4849),(19 2614.2412),(20 2580.5505),(21 2701.9524),(22 2710.9724),(23 2713.9648),(24 2596.142),(25 2604.9348),(26 2602.0527),(27 2663.712),(28 2604.1619),(29 2646.0095),(30 2622.7168),(31 2662.916),(32 2646.242),(33 2641.6294),(34 2612.218),(35 2647.8044),(36 2604.2932),(37 2684.4707),(38 2714.3457),(39 2734.4998),(40 2646.0078),(41 2674.4932),(42 2678.9482),(43 2745.643),(44 2689.3762),(45 2674.8228),(46 2654.3643),(47 2688.6816),(48 2639.0208),(49 2642.2932),(50 2682.21),(51 2756.424),(52 2665.1006),(53 2658.9827),(54 2703.265),(55 2801.0823),(56 2732.452),(57 2705.4624),(58 2657.958),(59 2647.0798),(60 2660.98),(61 2666.2217),(62 2569.3743),(63 2650.9636),(64 2666.0757),(65 2697.81),(66 2576.7632),(67 2547.9907),(68 2540.2659),(69 2593.7048),(70 2566.2432),(71 2646.412),(72 2630.0815),(73 2662.4338),(74 2712.734),(75 2727.4343),(76 2623.3867),(77 2654.0693),(78 2665.538),(79 2718.7214),
(1 1353.7502),(2 2095.8606),(3 2306.0166),(4 2255.9363),(5 2312.486),(6 2367.0364),(7 2458.3787),(8 2366.3745),(9 2373.1128),(10 2376.1003),(11 2421.3838),(12 2408.978),(13 2420.4922),(14 2391.0928),(15 2386.6504),(16 2372.6414),(17 2424.4368),(18 2392.3606),(19 2402.9902),(20 2376.0293),(21 2450.4792),(22 2427.8638),(23 2444.5732),(24 2376.8425),(25 2418.3137),(26 2362.6248),(27 2452.9446),(28 2400.9148),(29 2430.5776),(30 2359.5112),(31 2381.089),(32 2380.4324),(33 2451.73),(34 2454.81),(35 2468.0486),(36 2376.2244),(37 2437.5547),(38 2485.175),(39 2501.9324),(40 2402.7202),(41 2452.1184),(42 2472.1536),(43 2568.2698),(44 2482.9934),(45 2495.3447),(46 2483.9517),(47 2488.8152),(48 2458.1702),(49 2523.304),(50 2522.004),(51 2552.8352),(52 2480.765),(53 2477.0525),(54 2493.8442),(55 2553.2078),(56 2523.53),(57 2522.269),(58 2497.0222),(59 2556.6997),(60 2553.9717),(61 2510.747),(62 2441.052),(63 2501.8472),(64 2488.5671),(65 2551.1084),(66 2462.5085),(67 2493.7808),(68 2469.1606),(69 2503.1418),(70 2503.181),(71 2481.8462),(72 2463.574),(73 2522.9578),(74 2571.2717),(75 2607.883),(76 2527.654),(77 2524.2444),(78 2508.9897),(79 2512.4436),
(1 1325.8467),(2 2056.6047),(3 2266.1428),(4 2260.4097),(5 2320.348),(6 2324.6355),(7 2388.6582),(8 2293.654),(9 2315.6882),(10 2353.7285),(11 2380.4832),(12 2384.544),(13 2361.348),(14 2298.7402),(15 2341.6892),(16 2346.4033),(17 2366.5007),(18 2339.741),(19 2317.212),(20 2298.8901),(21 2377.502),(22 2325.4377),(23 2326.5823),(24 2332.6128),(25 2398.8042),(26 2371.2996),(27 2424.6),(28 2341.1348),(29 2356.4197),(30 2292.7576),(31 2341.9363),(32 2342.5022),(33 2393.8708),(34 2377.9258),(35 2315.427),(36 2265.415),(37 2360.7668),(38 2443.9963),(39 2464.0503),(40 2398.7485),(41 2431.443),(42 2436.5398),(43 2444.038),(44 2376.1787),(45 2403.5073),(46 2400.4058),(47 2412.9832),(48 2455.1511),(49 2443.349),(50 2412.4739),(51 2450.659),(52 2364.1575),(53 2395.013),(54 2403.051),(55 2460.1306),(56 2477.557),(57 2539.9102),(58 2457.2004),(59 2457.2148),(60 2415.5552),(61 2420.5051),(62 2338.6382),(63 2372.0447),(64 2392.6245),(65 2449.315),(66 2396.964),(67 2468.4172),(68 2481.791),(69 2487.4612),(70 2467.5725),(71 2460.3953),(72 2398.6924),(73 2460.1846),(74 2474.3264),(75 2497.2969),(76 2418.0125),(77 2488.3013),(78 2509.458),(79 2498.6958),
(1 1264.5885),(2 1946.9556),(3 2181.7507),(4 2154.9082),(5 2159.3455),(6 2207.6667),(7 2230.989),(8 2169.2405),(9 2150.2527),(10 2132.805),(11 2244.4895),(12 2253.9111),(13 2234.1223),(14 2172.0283),(15 2211.662),(16 2237.223),(17 2249.6228),(18 2195.2039),(19 2190.655),(20 2197.3853),(21 2228.524),(22 2210.4014),(23 2224.0234),(24 2239.9082),(25 2306.5085),(26 2279.857),(27 2278.891),(28 2225.0667),(29 2212.0325),(30 2166.413),(31 2166.9424),(32 2196.942),(33 2306.755),(34 2225.71),(35 2202.8662),(36 2160.0032),(37 2266.4805),(38 2325.9526),(39 2395.2275),(40 2310.361),(41 2316.696),(42 2316.6482),(43 2326.7954),(44 2292.7026),(45 2289.2756),(46 2265.4692),(47 2286.1091),(48 2315.0588),(49 2276.552),(50 2270.5247),(51 2308.081),(52 2280.8533),(53 2307.976),(54 2278.8853),(55 2359.395),(56 2359.3022),(57 2417.9492),(58 2364.4863),(59 2362.928),(60 2311.6187),(61 2279.9382),(62 2245.9304),(63 2326.8242),(64 2293.505),(65 2331.4487),(66 2295.1055),(67 2326.1006),(68 2300.0933),(69 2339.044),(70 2339.659),(71 2308.0183),(72 2284.7202),(73 2322.5085),(74 2359.7026),(75 2404.7253),(76 2361.998),(77 2385.6323),(78 2363.8503),(79 2389.9448),
