1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64619.03),(2 233003.38),(3 513076.66),(4 853014.7),(5 1281927.8),(6 1774162.4),(7 2314274.5),(8 2895868.3),(9 3529353.8),(10 4191825),(11 4897408),(12 5628410),(13 6349399.5),(14 7077659.5),(15 7741486),(16 8410007),(17 9026871),(18 9608504),(19 10188523),(20 10771915),(21 11425648),(22 12111899),(23 12849555),(24 13577711),(25 14352589),(26 15179576),(27 16060507),(28 16880182),(29 17706550),(30 18518500),(31 19258980),(32 20038014),(33 20739398),(34 21488596),(35 22240594),(36 23047118),(37 23791696),(38 24504730),(39 25137570),(40 25718786),(41 26174470),(42 26502976),(43 26706154),(44 26872990),(45 27026614),(46 27159754),(47 27256294),(48 27234784),(49 27124434),(50 26852518),(51 26506282),(52 26155950),(53 25926790),(54 25643074),(55 25328706),(56 25017200),(57 24665938),(58 24283974),(59 23824938),(60 23389670),(61 22910974),(62 22486794),(63 22067690),(64 21680096),(65 21306468),(66 20906160),(67 20435370),(68 19932760),(69 19338900),(70 18810584),(71 18374630),(72 18119712),(73 17985578),(74 17829750),(75 17718626),(76 17617540),(77 17447842),(78 17274294),(79 17003506),
(1 18.10077),(2 22.006174),(3 24.64081),(4 26.357977),(5 27.822613),(6 29.211153),(7 29.913273),(8 30.936518),(9 31.436024),(10 31.646723),(11 31.730547),(12 32.152622),(13 32.52647),(14 33.14895),(15 33.5961),(16 33.697716),(17 33.988552),(18 34.47494),(19 34.28476),(20 34.472874),(21 34.426216),(22 34.663433),(23 34.18398),(24 33.862274),(25 34.08717),(26 34.585987),(27 34.80604),(28 34.57741),(29 34.490906),(30 34.506218),(31 34.69192),(32 34.91483),(33 34.565865),(34 34.598595),(35 34.100388),(36 34.100163),(37 34.34011),(38 34.5083),(39 34.579727),(40 34.83644),(41 34.696835),(42 34.892982),(43 34.720486),(44 34.956936),(45 35.08143),(46 34.87169),(47 35.213238),(48 34.914227),(49 35.385967),(50 35.78819),(51 36.19243),(52 36.51875),(53 36.709373),(54 36.717934),(55 37.1295),(56 37.159904),(57 37.23603),(58 37.50175),(59 37.459087),(60 37.16116),(61 37.64067),(62 38.021915),(63 38.16309),(64 37.955433),(65 38.064102),(66 38.465134),(67 38.540096),(68 38.269367),(69 38.093967),(70 37.905155),(71 37.5009),(72 37.093403),(73 37.575813),(74 37.28672),(75 37.138535),(76 36.873993),(77 36.51085),(78 36.51088),(79 35.87987),
(1 17.887667),(2 21.445677),(3 24.183048),(4 25.941494),(5 27.766531),(6 29.295277),(7 30.074743),(8 30.975065),(9 31.549099),(10 31.789225),(11 31.990644),(12 32.476727),(13 32.737446),(14 33.37355),(15 33.776157),(16 33.73381),(17 34.357597),(18 34.40079),(19 34.65342),(20 34.943974),(21 34.893883),(22 35.007545),(23 34.358826),(24 34.33821),(25 34.69773),(26 34.93865),(27 35.19962),(28 35.12471),(29 34.99238),(30 35.29228),(31 35.356876),(32 35.2498),(33 35.031677),(34 35.027756),(35 34.42985),(36 34.25088),(37 34.49914),(38 34.671642),(39 34.602337),(40 34.65087),(41 34.4599),(42 34.721104),(43 34.45647),(44 34.63165),(45 34.714363),(46 34.894085),(47 35.084625),(48 35.265133),(49 35.87296),(50 36.687435),(51 36.38461),(52 37.277905),(53 37.42747),(54 37.507042),(55 37.4944),(56 37.557316),(57 37.75936),(58 37.921978),(59 38.098385),(60 37.90267),(61 38.17847),(62 38.36288),(63 38.45926),(64 38.325813),(65 38.36489),(66 38.668488),(67 39.069626),(68 38.725227),(69 38.526623),(70 38.105827),(71 37.93816),(72 37.81019),(73 37.8818),(74 37.99566),(75 37.90904),(76 37.576794),(77 37.380547),(78 37.381126),(79 37.382236),
(1 17.809792),(2 21.151117),(3 23.957376),(4 25.70209),(5 27.488358),(6 28.690964),(7 29.862112),(8 30.603731),(9 31.49852),(10 31.730974),(11 32.249264),(12 32.7757),(13 33.283016),(14 33.767456),(15 34.275463),(16 34.124336),(17 34.326756),(18 34.32307),(19 34.28812),(20 34.404976),(21 34.48025),(22 34.73957),(23 34.380676),(24 34.166256),(25 34.403564),(26 34.65376),(27 34.946228),(28 35.242275),(29 35.120747),(30 35.045372),(31 35.24352),(32 34.867844),(33 34.679947),(34 34.950703),(35 34.53646),(36 34.230534),(37 34.490704),(38 34.841904),(39 35.185925),(40 35.1538),(41 35.26631),(42 35.173553),(43 34.989403),(44 35.411957),(45 35.38115),(46 35.802795),(47 35.762543),(48 36.023453),(49 36.257004),(50 36.639122),(51 36.764305),(52 37.19148),(53 37.380352),(54 37.468662),(55 37.302494),(56 37.27581),(57 37.602875),(58 37.880096),(59 38.0477),(60 37.82876),(61 38.308105),(62 38.28535),(63 38.63348),(64 38.7128),(65 38.726967),(66 38.607227),(67 38.73558),(68 38.54509),(69 38.701256),(70 38.326996),(71 38.04898),(72 37.966133),(73 37.803616),(74 37.73805),(75 37.647285),(76 37.365158),(77 37.381897),(78 37.31117),(79 36.707832),
(1 18.137516),(2 21.772707),(3 25.061623),(4 26.898165),(5 28.79326),(6 29.864883),(7 30.942356),(8 31.903236),(9 32.611572),(10 32.72339),(11 32.84909),(12 32.736774),(13 33.32516),(14 33.661102),(15 34.18615),(16 34.316387),(17 34.79124),(18 34.8862),(19 34.985455),(20 34.90736),(21 35.25199),(22 35.01562),(23 34.890587),(24 34.551746),(25 34.778793),(26 34.880882),(27 35.279766),(28 35.57932),(29 35.40585),(30 35.542744),(31 35.676632),(32 35.594658),(33 35.481964),(34 35.522034),(35 35.010452),(36 35.043938),(37 35.073402),(38 35.217842),(39 35.36123),(40 35.595478),(41 35.64659),(42 35.77883),(43 35.731655),(44 35.865562),(45 36.071953),(46 36.47595),(47 36.32151),(48 36.227253),(49 36.506115),(50 37.106663),(51 37.26459),(52 37.774178),(53 37.666332),(54 38.047913),(55 38.02816),(56 37.952164),(57 38.05338),(58 38.17303),(59 38.386753),(60 38.621964),(61 38.850864),(62 38.96374),(63 39.205933),(64 39.460045),(65 39.335278),(66 39.1675),(67 39.388832),(68 39.416664),(69 39.409294),(70 39.087852),(71 38.840767),(72 38.488174),(73 38.401268),(74 38.172424),(75 38.09614),(76 37.874973),(77 37.321877),(78 37.179436),(79 37.1923),
(1 17.623177),(2 21.22199),(3 24.404531),(4 26.025019),(5 27.619585),(6 28.942556),(7 29.960884),(8 30.639194),(9 31.579288),(10 31.607489),(11 31.763441),(12 31.911198),(13 32.85287),(14 33.225254),(15 33.60484),(16 34.02291),(17 34.266953),(18 34.46763),(19 34.47477),(20 34.42905),(21 34.517746),(22 34.417534),(23 34.17787),(24 34.03971),(25 34.507374),(26 34.67858),(27 34.64271),(28 35.110508),(29 35.10139),(30 35.11151),(31 34.90887),(32 34.67776),(33 34.76099),(34 34.73504),(35 34.668648),(36 34.242157),(37 34.28712),(38 34.227627),(39 34.331924),(40 34.581078),(41 34.721413),(42 34.70499),(43 34.615974),(44 34.76007),(45 34.829254),(46 35.052345),(47 34.74675),(48 34.954273),(49 35.099506),(50 35.671143),(51 35.8911),(52 36.251434),(53 36.432564),(54 36.802593),(55 36.866367),(56 37.102283),(57 37.135666),(58 37.037613),(59 37.11899),(60 37.152763),(61 37.509003),(62 37.37245),(63 37.649956),(64 37.69416),(65 37.802944),(66 37.736115),(67 37.813488),(68 37.95519),(69 37.625465),(70 37.40542),(71 37.160297),(72 36.746056),(73 36.428265),(74 36.26039),(75 36.438725),(76 36.412064),(77 36.135807),(78 35.928112),(79 35.83483),
(1 17.53063),(2 20.731888),(3 24.069744),(4 25.715115),(5 27.219332),(6 28.459438),(7 29.39441),(8 30.502735),(9 31.009724),(10 31.097488),(11 31.467804),(12 31.641237),(13 32.029194),(14 32.458103),(15 32.72288),(16 33.105976),(17 33.648598),(18 34.11915),(19 33.704597),(20 33.773293),(21 33.907017),(22 33.979774),(23 33.707718),(24 33.72724),(25 34.05759),(26 34.067974),(27 34.03254),(28 33.96089),(29 34.010506),(30 34.216785),(31 34.09312),(32 34.04125),(33 33.989643),(34 33.79923),(35 33.474434),(36 33.02037),(37 33.414536),(38 33.579876),(39 33.695232),(40 33.812725),(41 34.237606),(42 34.29136),(43 34.60741),(44 34.668957),(45 35.233116),(46 35.103714),(47 34.98968),(48 35.595985),(49 36.074844),(50 36.56564),(51 36.847424),(52 37.19188),(53 37.163094),(54 37.499294),(55 37.613403),(56 37.411385),(57 37.536934),(58 37.52016),(59 37.81312),(60 37.269955),(61 37.787266),(62 37.891956),(63 38.2046),(64 38.378067),(65 38.270584),(66 37.980846),(67 38.15751),(68 38.164757),(69 37.769905),(70 37.488934),(71 37.26832),(72 36.52134),(73 36.46495),(74 36.25362),(75 36.275196),(76 36.2028),(77 35.869236),(78 35.907764),(79 35.551376),
(1 17.670908),(2 21.161976),(3 23.94628),(4 25.789959),(5 27.295658),(6 28.730381),(7 29.472124),(8 30.3566),(9 31.075865),(10 30.967508),(11 31.269522),(12 31.40289),(13 31.904078),(14 32.361313),(15 32.63846),(16 33.013706),(17 33.505753),(18 33.421318),(19 33.824505),(20 33.822197),(21 33.89364),(22 33.882095),(23 33.54176),(24 33.035427),(25 33.644688),(26 33.54261),(27 33.92696),(28 33.79134),(29 33.739574),(30 34.24123),(31 34.369827),(32 34.34864),(33 34.144077),(34 34.41425),(35 33.922306),(36 33.643143),(37 33.629276),(38 33.788513),(39 33.558712),(40 33.764374),(41 33.892723),(42 34.194553),(43 34.1194),(44 34.382923),(45 34.473503),(46 34.40368),(47 34.305943),(48 34.10474),(49 34.530624),(50 34.98304),(51 35.412197),(52 35.338398),(53 35.80129),(54 36.047962),(55 35.887337),(56 36.08047),(57 36.07186),(58 36.22277),(59 36.380054),(60 35.979015),(61 36.565487),(62 36.33291),(63 36.647095),(64 36.652157),(65 36.412827),(66 36.742893),(67 36.935734),(68 36.979454),(69 36.751602),(70 36.438354),(71 36.328518),(72 35.914406),(73 35.73195),(74 35.344425),(75 35.46208),(76 35.688343),(77 35.489372),(78 35.71011),(79 35.253433),
(1 17.91396),(2 21.439856),(3 24.491924),(4 25.812485),(5 27.414314),(6 28.795374),(7 29.738705),(8 30.772886),(9 31.411654),(10 31.623549),(11 31.849253),(12 32.21094),(13 32.748997),(14 32.932697),(15 33.338055),(16 33.425777),(17 33.8698),(18 33.7504),(19 34.06294),(20 33.888157),(21 33.94548),(22 34.011284),(23 33.872025),(24 33.272675),(25 33.535378),(26 33.69795),(27 33.969475),(28 34.31984),(29 34.34894),(30 34.70461),(31 34.549595),(32 34.733578),(33 34.415905),(34 34.35716),(35 34.205303),(36 34.183723),(37 34.259293),(38 34.034878),(39 34.096004),(40 34.095066),(41 34.224663),(42 34.582523),(43 34.562508),(44 35.03411),(45 35.09779),(46 35.148796),(47 35.22388),(48 35.21959),(49 35.52786),(50 36.27331),(51 35.937943),(52 35.8567),(53 36.041374),(54 36.56849),(55 36.367622),(56 36.45636),(57 36.546776),(58 36.8786),(59 37.3204),(60 37.10922),(61 37.579044),(62 38.00624),(63 37.901077),(64 37.80601),(65 37.626358),(66 37.602726),(67 37.818775),(68 37.91784),(69 38.008286),(70 37.674057),(71 37.690075),(72 37.456867),(73 37.347233),(74 36.807915),(75 37.22362),(76 36.997643),(77 36.83133),(78 36.612236),(79 36.13829),
(1 17.82939),(2 21.081554),(3 23.897118),(4 25.50484),(5 27.042418),(6 28.69868),(7 29.422962),(8 30.351114),(9 30.928642),(10 31.143364),(11 31.294722),(12 31.697596),(13 32.455444),(14 32.611458),(15 33.028217),(16 33.045086),(17 33.666435),(18 33.86374),(19 33.94009),(20 33.87116),(21 34.08993),(22 33.913628),(23 33.983166),(24 33.504303),(25 34.06449),(26 34.02928),(27 34.45804),(28 34.71931),(29 34.533756),(30 34.904457),(31 34.455715),(32 34.834457),(33 34.872402),(34 35.013084),(35 34.492283),(36 34.184437),(37 33.978676),(38 34.122982),(39 34.30723),(40 34.523182),(41 34.40581),(42 34.928375),(43 34.57922),(44 35.064167),(45 35.247185),(46 35.290745),(47 35.435482),(48 35.251446),(49 35.38307),(50 36.21216),(51 36.412334),(52 36.628487),(53 36.61994),(54 36.97102),(55 37.00901),(56 37.200108),(57 37.36094),(58 37.2676),(59 37.48536),(60 37.564014),(61 37.543022),(62 37.745422),(63 37.81304),(64 38.11406),(65 37.90882),(66 37.898895),(67 37.86674),(68 37.876812),(69 38.02724),(70 37.576485),(71 37.238804),(72 36.64493),(73 36.453396),(74 36.33351),(75 36.226265),(76 35.720272),(77 35.7283),(78 35.723347),(79 35.438118),
(1 17.423794),(2 20.536097),(3 23.668444),(4 25.383648),(5 26.807981),(6 28.31834),(7 29.16343),(8 29.96387),(9 30.733213),(10 30.895649),(11 31.176048),(12 31.270178),(13 31.616608),(14 32.22298),(15 32.727856),(16 33.193447),(17 33.605217),(18 33.78278),(19 33.937325),(20 33.94142),(21 34.219322),(22 33.775307),(23 33.68013),(24 33.03373),(25 33.257034),(26 33.289265),(27 33.44133),(28 33.7462),(29 33.598145),(30 33.917458),(31 33.82817),(32 34.094395),(33 34.144657),(34 34.369675),(35 34.154682),(36 34.062885),(37 34.158463),(38 34.18475),(39 34.377922),(40 34.41467),(41 34.42692),(42 34.83866),(43 34.56134),(44 35.082066),(45 35.299397),(46 35.231564),(47 35.234364),(48 35.08778),(49 35.50535),(50 35.95875),(51 36.157116),(52 36.26593),(53 36.51804),(54 36.34079),(55 36.529396),(56 36.668648),(57 37.06191),(58 36.890774),(59 36.896046),(60 36.885056),(61 37.015854),(62 37.257206),(63 37.438843),(64 37.304478),(65 37.415833),(66 37.424145),(67 37.27667),(68 37.300285),(69 37.256954),(70 37.08423),(71 37.064426),(72 36.319508),(73 36.10091),(74 36.279137),(75 35.935062),(76 35.829033),(77 35.6441),(78 35.671204),(79 35.14711),
(1 17.489279),(2 20.980867),(3 23.783213),(4 25.222607),(5 26.665232),(6 28.017763),(7 28.901354),(8 29.536806),(9 30.373663),(10 30.76387),(11 31.13014),(12 31.346659),(13 31.844248),(14 31.940346),(15 32.45831),(16 32.652313),(17 32.585728),(18 32.885605),(19 33.04093),(20 33.17525),(21 33.207916),(22 33.333294),(23 32.849483),(24 32.685287),(25 33.061478),(26 33.525784),(27 33.331154),(28 33.50146),(29 33.20138),(30 33.64825),(31 33.68527),(32 33.540344),(33 33.395134),(34 33.51088),(35 33.14074),(36 33.22158),(37 33.350544),(38 33.383976),(39 33.238506),(40 33.066196),(41 33.16809),(42 33.542843),(43 33.231606),(44 33.591377),(45 33.629093),(46 34.01716),(47 33.98145),(48 34.101334),(49 34.549213),(50 34.782593),(51 34.94431),(52 35.103573),(53 35.189022),(54 35.493214),(55 35.702377),(56 35.882587),(57 36.350906),(58 36.349575),(59 36.24862),(60 36.13268),(61 36.51301),(62 36.488266),(63 36.711224),(64 36.922825),(65 36.901558),(66 36.94271),(67 37.104736),(68 37.064922),(69 36.96532),(70 36.746113),(71 36.326595),(72 35.923134),(73 35.89741),(74 35.663242),(75 35.7177),(76 35.411354),(77 35.216137),(78 35.16163),(79 34.886166),
(1 17.3555),(2 20.817287),(3 23.617687),(4 25.296164),(5 27.243673),(6 28.399515),(7 29.199423),(8 29.904482),(9 30.462841),(10 30.614498),(11 30.730505),(12 30.950628),(13 31.571653),(14 31.841423),(15 32.235138),(16 32.67532),(17 32.951153),(18 33.215958),(19 33.48971),(20 33.717567),(21 33.819633),(22 34.01552),(23 33.531143),(24 32.975716),(25 33.67291),(26 33.74519),(27 33.824688),(28 33.90673),(29 33.617146),(30 34.300053),(31 34.11971),(32 34.011787),(33 33.746105),(34 33.61163),(35 33.46209),(36 33.425316),(37 33.39437),(38 33.258354),(39 33.266327),(40 32.915447),(41 32.919273),(42 32.843094),(43 32.43481),(44 32.891304),(45 33.039803),(46 33.477055),(47 33.493214),(48 33.87048),(49 34.281704),(50 34.512352),(51 34.606358),(52 34.850414),(53 34.85199),(54 35.215263),(55 35.347656),(56 35.052418),(57 35.416492),(58 35.638668),(59 35.738293),(60 35.415096),(61 36.058823),(62 36.205257),(63 36.34429),(64 36.35615),(65 36.318874),(66 36.18473),(67 36.386986),(68 36.520874),(69 36.576847),(70 36.272076),(71 36.071857),(72 35.304188),(73 35.319016),(74 35.182632),(75 34.84074),(76 34.944942),(77 34.792923),(78 34.795715),(79 34.242638),
(1 17.211117),(2 20.529354),(3 23.240429),(4 24.83439),(5 26.692966),(6 27.673767),(7 28.330112),(8 29.490105),(9 29.977451),(10 29.811092),(11 29.890852),(12 30.331327),(13 30.932194),(14 31.440662),(15 32.03924),(16 32.408527),(17 32.874714),(18 33.43682),(19 33.52772),(20 33.605194),(21 33.70369),(22 33.624767),(23 33.424786),(24 32.727314),(25 32.913902),(26 32.844776),(27 33.17773),(28 33.356274),(29 33.29213),(30 33.84468),(31 33.90929),(32 34.06824),(33 33.86078),(34 33.950615),(35 33.848778),(36 33.52267),(37 33.825764),(38 33.813908),(39 34.083576),(40 34.13227),(41 34.08354),(42 34.226097),(43 33.758625),(44 34.16693),(45 34.234818),(46 34.24786),(47 34.25809),(48 34.601574),(49 34.880802),(50 34.951557),(51 35.342968),(52 35.474014),(53 35.753963),(54 35.853996),(55 35.819115),(56 35.900284),(57 36.17021),(58 36.338238),(59 36.280098),(60 36.17521),(61 36.717354),(62 36.969147),(63 36.897156),(64 36.940746),(65 36.95026),(66 37.06413),(67 36.925156),(68 37.09913),(69 37.109962),(70 36.946262),(71 36.555786),(72 35.992577),(73 35.786594),(74 35.737663),(75 35.648838),(76 35.49632),(77 35.405197),(78 35.10052),(79 34.641876),
(1 17.310232),(2 21.115772),(3 24.200466),(4 26.18778),(5 27.906843),(6 29.188961),(7 30.00663),(8 31.058771),(9 31.987646),(10 32.16489),(11 32.413044),(12 32.79005),(13 33.284306),(14 33.37663),(15 33.582054),(16 33.714134),(17 33.69869),(18 34.094242),(19 33.793926),(20 33.73895),(21 33.88287),(22 33.73536),(23 33.497604),(24 33.064735),(25 33.497784),(26 33.486916),(27 34.044113),(28 34.133785),(29 34.059017),(30 34.332054),(31 34.231407),(32 34.235477),(33 34.099934),(34 33.725677),(35 33.46778),(36 33.176117),(37 33.471443),(38 33.141006),(39 33.673172),(40 33.878952),(41 33.994457),(42 34.27472),(43 34.038628),(44 34.23688),(45 34.519104),(46 34.244762),(47 34.565193),(48 34.433838),(49 34.83893),(50 35.14168),(51 35.563732),(52 35.323677),(53 35.537605),(54 36.037487),(55 36.01629),(56 36.071617),(57 36.140415),(58 36.43764),(59 36.606712),(60 36.57552),(61 37.00737),(62 37.401943),(63 37.2541),(64 36.962494),(65 37.03988),(66 37.422867),(67 37.55363),(68 37.56103),(69 37.76493),(70 37.5463),(71 37.24057),(72 36.14433),(73 36.27919),(74 36.341946),(75 36.315712),(76 35.967136),(77 35.97648),(78 35.661552),(79 35.34932),
(1 16.616867),(2 20.11891),(3 22.772474),(4 24.443983),(5 25.93653),(6 27.103966),(7 28.027046),(8 28.730118),(9 29.461674),(10 29.28186),(11 29.455404),(12 29.640554),(13 30.083944),(14 30.614117),(15 30.86144),(16 31.314405),(17 31.792582),(18 31.912844),(19 31.892935),(20 31.905397),(21 31.958323),(22 32.045082),(23 31.689318),(24 31.519716),(25 32.043762),(26 31.991928),(27 32.292393),(28 32.34372),(29 32.176163),(30 32.42633),(31 32.548656),(32 32.51005),(33 32.28502),(34 32.117886),(35 32.12709),(36 31.712002),(37 32.353905),(38 32.168106),(39 32.408997),(40 32.529575),(41 32.49484),(42 33.032875),(43 32.69131),(44 33.011356),(45 33.16902),(46 33.160706),(47 33.189682),(48 32.945583),(49 33.6126),(50 34.132286),(51 34.04202),(52 34.344837),(53 34.34032),(54 34.877377),(55 34.88248),(56 34.842632),(57 34.924328),(58 34.980915),(59 35.086853),(60 34.962925),(61 35.448227),(62 35.652363),(63 35.76791),(64 35.771336),(65 35.964485),(66 36.227676),(67 36.186295),(68 36.40712),(69 36.31974),(70 35.944843),(71 35.517574),(72 34.799427),(73 34.87463),(74 34.91071),(75 34.712086),(76 34.47458),(77 34.110905),(78 34.033554),(79 33.947628),
(1 17.014046),(2 20.375898),(3 23.161415),(4 24.689182),(5 26.423735),(6 28.030325),(7 29.111076),(8 29.95195),(9 30.66451),(10 30.740612),(11 31.008156),(12 30.833841),(13 31.406073),(14 31.449944),(15 31.756783),(16 32.06155),(17 32.685966),(18 33.0204),(19 33.035614),(20 32.860554),(21 32.96275),(22 33.0358),(23 32.86284),(24 32.392548),(25 32.922066),(26 32.877956),(27 33.50401),(28 33.51093),(29 33.582756),(30 33.895348),(31 33.7146),(32 33.711254),(33 33.735794),(34 33.323868),(35 33.439728),(36 32.76356),(37 33.110237),(38 33.144867),(39 33.3107),(40 33.43691),(41 33.18479),(42 33.63484),(43 33.28672),(44 33.54644),(45 33.81936),(46 33.854557),(47 33.770508),(48 33.585205),(49 33.862133),(50 34.520245),(51 34.696346),(52 34.881687),(53 34.92602),(54 35.107662),(55 35.389477),(56 35.677063),(57 35.67769),(58 35.936455),(59 36.07565),(60 35.80507),(61 35.831104),(62 36.193745),(63 36.615517),(64 36.272068),(65 36.4835),(66 36.575268),(67 36.985653),(68 36.910446),(69 36.86228),(70 36.283127),(71 36.20045),(72 35.64369),(73 35.77783),(74 35.496414),(75 35.320568),(76 34.861523),(77 34.941856),(78 34.92418),(79 34.62521),
(1 16.859842),(2 20.19286),(3 23.195755),(4 24.872866),(5 26.31944),(6 27.735498),(7 28.62857),(8 29.521393),(9 30.112127),(10 30.338808),(11 30.690132),(12 30.67003),(13 31.424105),(14 31.758814),(15 31.50806),(16 31.7892),(17 32.003445),(18 32.44199),(19 32.47768),(20 32.56952),(21 32.610798),(22 32.462017),(23 32.35294),(24 32.160343),(25 32.65956),(26 32.722084),(27 32.93686),(28 33.361946),(29 33.452976),(30 33.85323),(31 33.416107),(32 33.706837),(33 33.36573),(34 33.365967),(35 33.084),(36 32.803642),(37 32.939175),(38 33.029724),(39 33.34293),(40 33.2455),(41 33.24463),(42 33.197353),(43 33.282284),(44 33.67105),(45 33.989918),(46 33.800957),(47 33.736774),(48 33.73532),(49 34.210617),(50 34.525406),(51 34.673805),(52 34.72629),(53 34.772373),(54 34.906086),(55 35.35679),(56 35.062874),(57 35.392006),(58 35.54837),(59 35.531605),(60 35.620506),(61 35.910908),(62 35.84936),(63 36.136208),(64 36.378265),(65 36.112225),(66 36.460953),(67 36.37874),(68 36.406822),(69 36.09262),(70 35.701805),(71 35.545094),(72 35.15783),(73 35.176018),(74 35.299767),(75 35.08532),(76 35.05022),(77 34.97108),(78 35.386723),(79 34.59404),
(1 16.99755),(2 20.327656),(3 23.17054),(4 24.832724),(5 26.272371),(6 27.506758),(7 28.557888),(8 29.80815),(9 30.361723),(10 30.614223),(11 30.840786),(12 30.732668),(13 31.61629),(14 32.14492),(15 32.27954),(16 32.26579),(17 32.382133),(18 32.71732),(19 32.855297),(20 32.59437),(21 32.74525),(22 32.47127),(23 32.38969),(24 32.19554),(25 32.52981),(26 32.901657),(27 33.292408),(28 33.526493),(29 33.59317),(30 34.088478),(31 33.49408),(32 33.647087),(33 33.41823),(34 33.444466),(35 33.403404),(36 32.95096),(37 32.971058),(38 33.184734),(39 33.338993),(40 33.366413),(41 33.187153),(42 33.133385),(43 33.08097),(44 33.285305),(45 33.066685),(46 33.19706),(47 33.443527),(48 33.511883),(49 34.002777),(50 34.402397),(51 34.29663),(52 34.701138),(53 34.652374),(54 34.835903),(55 34.99815),(56 35.045544),(57 35.12137),(58 35.38831),(59 35.565807),(60 35.49525),(61 35.8091),(62 35.820053),(63 35.897007),(64 36.24307),(65 36.044),(66 35.98619),(67 36.6709),(68 36.54873),(69 36.448074),(70 36.287724),(71 36.25647),(72 35.939648),(73 35.87161),(74 35.493866),(75 35.607594),(76 35.018253),(77 35.005817),(78 35.069996),(79 34.53283),
