1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 437.28207),(2 533.1869),(3 559.4214),(4 579.1158),(5 618.7158),(6 617.0264),(7 611.7503),(8 627.0071),(9 629.1813),(10 616.1994),(11 657.93066),(12 658.91174),(13 648.3968),(14 657.138),(15 652.4936),(16 654.61237),(17 660.1166),(18 659.6906),(19 668.0212),(20 675.5875),(21 682.58246),(22 680.33563),(23 683.30804),(24 683.1635),(25 684.8087),(26 678.62726),(27 668.7677),(28 678.6496),(29 685.5362),(30 683.5567),(31 692.5038),(32 681.9655),(33 674.5408),(34 685.6028),(35 686.6961),(36 675.31757),(37 682.8632),(38 681.9013),(39 686.4028),(40 687.7002),(41 676.4701),(42 670.46124),(43 673.06604),(44 673.9598),(45 664.0476),(46 674.2442),(47 665.6737),(48 664.498),(49 668.8504),(50 666.64764),(51 666.96027),(52 663.4392),(53 661.8337),(54 665.4575),(55 683.6792),(56 681.303),(57 675.696),(58 680.17444),(59 668.0709),(60 660.92615),(61 664.55115),(62 665.08136),(63 669.5821),(64 675.59937),(65 673.434),(66 669.48804),(67 676.10156),(68 676.2062),(69 663.57904),(70 669.3063),(71 664.3079),(72 658.76904),(73 665.0663),(74 671.577),(75 675.85425),(76 680.3218),(77 680.8646),(78 681.38947),(79 684.2935),
(1 430.117),(2 528.87115),(3 561.0622),(4 572.1142),(5 624.0195),(6 628.19556),(7 611.1779),(8 635.9546),(9 643.92523),(10 630.55634),(11 660.81134),(12 666.52844),(13 668.10565),(14 669.3059),(15 668.04047),(16 658.541),(17 663.5981),(18 671.67065),(19 676.46277),(20 676.2329),(21 685.4651),(22 680.75555),(23 680.973),(24 685.48895),(25 685.4381),(26 664.88715),(27 663.1274),(28 676.4346),(29 679.9024),(30 675.73596),(31 684.4136),(32 677.03345),(33 667.72253),(34 681.6113),(35 687.8414),(36 677.7595),(37 678.38336),(38 678.52826),(39 682.82336),(40 694.20856),(41 680.6291),(42 676.6977),(43 685.66406),(44 680.35815),(45 675.22565),(46 681.9503),(47 678.01373),(48 679.5831),(49 672.4063),(50 673.4814),(51 671.06134),(52 672.65674),(53 680.4565),(54 688.67316),(55 694.2839),(56 686.5987),(57 689.5235),(58 691.5197),(59 683.10767),(60 678.0177),(61 676.3682),(62 680.34686),(63 686.9402),(64 686.5147),(65 684.0732),(66 678.1834),(67 675.2174),(68 672.8041),(69 678.2992),(70 682.25604),(71 669.2409),(72 674.4849),(73 670.70197),(74 675.60254),(75 679.37897),(76 681.16187),(77 674.3064),(78 675.4168),(79 679.80176),
(1 403.81342),(2 502.69464),(3 537.35925),(4 536.97473),(5 575.0831),(6 574.1077),(7 578.1479),(8 590.84576),(9 591.42706),(10 587.25195),(11 606.594),(12 610.51135),(13 608.5643),(14 618.3678),(15 622.00836),(16 622.6273),(17 629.0874),(18 630.7153),(19 636.91583),(20 642.3571),(21 646.7463),(22 639.05896),(23 641.2005),(24 639.84216),(25 647.59625),(26 634.0183),(27 633.35754),(28 643.4905),(29 646.68933),(30 639.32416),(31 645.0479),(32 630.15704),(33 625.2592),(34 633.0772),(35 637.2418),(36 634.03577),(37 629.6537),(38 632.8122),(39 635.771),(40 636.4305),(41 628.9424),(42 630.6665),(43 642.0115),(44 635.7951),(45 621.08636),(46 633.8636),(47 630.89453),(48 632.09784),(49 627.5398),(50 620.4903),(51 622.69183),(52 622.8548),(53 629.2208),(54 633.06256),(55 637.14734),(56 629.439),(57 634.8238),(58 642.41455),(59 632.5002),(60 628.7347),(61 635.3962),(62 631.13165),(63 635.52295),(64 636.5016),(65 628.27124),(66 624.7133),(67 628.60657),(68 632.50183),(69 629.4008),(70 629.7805),(71 627.35895),(72 629.53516),(73 633.20404),(74 633.81525),(75 637.92957),(76 641.6641),(77 638.34937),(78 645.9676),(79 646.90564),
(1 408.1463),(2 520.5528),(3 554.5693),(4 551.25836),(5 575.7816),(6 591.55524),(7 599.8262),(8 611.87976),(9 606.01794),(10 605.7622),(11 628.62604),(12 627.49756),(13 619.4989),(14 631.92694),(15 638.3153),(16 646.18866),(17 653.4799),(18 648.99335),(19 652.26276),(20 664.9693),(21 668.8738),(22 671.84814),(23 669.50287),(24 653.4177),(25 670.0307),(26 655.03357),(27 648.925),(28 667.3491),(29 672.43494),(30 663.7768),(31 665.0047),(32 646.96027),(33 649.3177),(34 644.59015),(35 644.05255),(36 646.868),(37 644.9934),(38 639.3414),(39 645.37335),(40 635.7788),(41 635.76263),(42 640.20734),(43 658.0875),(44 649.20715),(45 645.8411),(46 662.62994),(47 644.51636),(48 651.4732),(49 649.10095),(50 644.86615),(51 644.9735),(52 650.7899),(53 648.57416),(54 649.5155),(55 648.946),(56 643.64966),(57 647.81805),(58 650.6482),(59 643.4107),(60 640.7481),(61 649.73236),(62 642.06793),(63 648.8378),(64 648.6819),(65 636.18243),(66 636.2632),(67 642.5256),(68 645.33453),(69 636.32245),(70 638.9464),(71 636.8732),(72 638.0528),(73 646.96674),(74 642.1915),(75 638.8562),(76 640.09503),(77 645.7679),(78 643.1771),(79 649.4526),
(1 393.6557),(2 504.29245),(3 533.44995),(4 542.7052),(5 552.8247),(6 579.78314),(7 588.5726),(8 587.75085),(9 592.9096),(10 604.9348),(11 622.10016),(12 632.9241),(13 619.7007),(14 627.5175),(15 624.623),(16 637.64166),(17 646.152),(18 635.64465),(19 638.20374),(20 646.6392),(21 654.9991),(22 666.5739),(23 653.5643),(24 639.94775),(25 653.97003),(26 642.5252),(27 640.51184),(28 656.074),(29 646.78937),(30 649.56506),(31 646.38824),(32 639.40564),(33 638.73047),(34 648.65936),(35 624.32904),(36 633.3204),(37 639.1266),(38 626.1429),(39 630.74146),(40 627.8991),(41 621.89075),(42 620.96313),(43 637.35895),(44 630.36957),(45 633.0864),(46 643.3232),(47 623.96405),(48 630.92914),(49 635.6966),(50 631.7448),(51 629.0151),(52 633.0611),(53 632.13855),(54 636.0895),(55 633.1616),(56 628.74774),(57 632.2916),(58 633.1631),(59 625.4224),(60 622.88586),(61 631.21686),(62 630.11176),(63 629.97534),(64 633.22546),(65 625.2248),(66 626.5005),(67 634.32336),(68 626.04047),(69 628.04846),(70 625.8045),(71 620.7166),(72 625.22534),(73 639.6099),(74 634.2223),(75 626.21967),(76 629.8839),(77 637.2873),(78 635.7976),(79 639.8949),
(1 391.36832),(2 499.5032),(3 532.4214),(4 538.24097),(5 552.65717),(6 575.28125),(7 593.65955),(8 608.4721),(9 605.9114),(10 608.67847),(11 622.77985),(12 625.4802),(13 640.0573),(14 624.24066),(15 627.3931),(16 634.16174),(17 638.0264),(18 626.50946),(19 636.72766),(20 655.3282),(21 647.8993),(22 652.1541),(23 650.8662),(24 632.734),(25 650.72015),(26 635.75696),(27 629.41864),(28 645.5365),(29 638.5464),(30 633.2035),(31 627.4424),(32 619.07294),(33 621.81836),(34 628.2729),(35 612.7954),(36 617.05994),(37 624.7099),(38 614.1428),(39 614.57635),(40 620.13995),(41 607.05164),(42 605.85474),(43 631.4625),(44 625.0647),(45 628.2033),(46 625.8806),(47 613.40094),(48 613.89935),(49 618.1304),(50 618.30444),(51 618.6027),(52 623.7732),(53 626.80414),(54 624.2111),(55 629.6965),(56 624.5048),(57 624.30896),(58 626.95514),(59 621.09607),(60 618.2134),(61 623.7098),(62 623.7129),(63 623.14685),(64 619.145),(65 606.30396),(66 609.413),(67 626.90894),(68 619.9769),(69 618.90265),(70 616.4827),(71 603.22095),(72 620.8778),(73 628.7211),(74 625.77246),(75 630.29596),(76 629.8987),(77 632.88245),(78 633.1405),(79 639.4913),
(1 392.48102),(2 503.4748),(3 531.6393),(4 537.19104),(5 563.59875),(6 571.327),(7 593.3356),(8 608.43146),(9 588.62115),(10 590.6153),(11 612.1572),(12 610.21265),(13 629.7561),(14 620.96454),(15 621.1949),(16 628.9163),(17 636.4875),(18 621.2329),(19 630.1505),(20 654.7794),(21 642.2815),(22 640.6504),(23 650.71136),(24 634.414),(25 651.5258),(26 644.1918),(27 641.6439),(28 653.36255),(29 650.5913),(30 647.3426),(31 649.0967),(32 631.6618),(33 633.5796),(34 632.0484),(35 638.1559),(36 635.07416),(37 639.9354),(38 625.1338),(39 631.983),(40 635.8224),(41 626.18365),(42 617.8568),(43 643.01013),(44 634.64575),(45 631.74646),(46 629.95807),(47 622.19196),(48 622.3319),(49 621.8775),(50 627.6487),(51 628.66656),(52 623.5798),(53 622.88043),(54 626.9872),(55 636.77167),(56 628.67706),(57 625.2396),(58 627.344),(59 617.84924),(60 624.1202),(61 625.9474),(62 622.1744),(63 616.5646),(64 609.12897),(65 600.3379),(66 601.3739),(67 607.5337),(68 609.6615),(69 608.1816),(70 616.4086),(71 598.03204),(72 608.5213),(73 613.63464),(74 609.34436),(75 612.0959),(76 615.2572),(77 610.0173),(78 611.64325),(79 616.8781),
(1 384.74948),(2 494.85556),(3 520.519),(4 524.33374),(5 547.44214),(6 539.96844),(7 562.6456),(8 587.38776),(9 565.93243),(10 567.3299),(11 593.60297),(12 592.68713),(13 605.6745),(14 599.12213),(15 597.123),(16 600.7566),(17 620.34424),(18 616.085),(19 609.6108),(20 637.3036),(21 628.7136),(22 624.51276),(23 630.6622),(24 607.0203),(25 617.06213),(26 609.6174),(27 615.10675),(28 628.0851),(29 623.08295),(30 623.00494),(31 625.0824),(32 605.8174),(33 614.2681),(34 614.5369),(35 617.67084),(36 608.6947),(37 613.55505),(38 606.1609),(39 608.0371),(40 615.1056),(41 613.45087),(42 602.2773),(43 610.7889),(44 608.1892),(45 610.67255),(46 609.71375),(47 604.0915),(48 601.2953),(49 603.46387),(50 606.65216),(51 616.0688),(52 606.6448),(53 605.0083),(54 607.36383),(55 618.86176),(56 608.92554),(57 600.7116),(58 595.1145),(59 599.60803),(60 599.32056),(61 608.14087),(62 606.7872),(63 594.921),(64 590.9945),(65 584.1535),(66 582.876),(67 580.1172),(68 585.89197),(69 588.92004),(70 592.5067),(71 582.4701),(72 583.3594),(73 591.45026),(74 589.1943),(75 584.3831),(76 597.4264),(77 597.36365),(78 599.46967),(79 608.44257),
(1 395.412),(2 503.85336),(3 531.03644),(4 543.26416),(5 566.6987),(6 562.2929),(7 579.44806),(8 603.0048),(9 587.1656),(10 587.5679),(11 608.5486),(12 604.69775),(13 621.56256),(14 620.849),(15 619.862),(16 610.5782),(17 624.5215),(18 630.12915),(19 622.2042),(20 643.7486),(21 640.1383),(22 631.88684),(23 637.4094),(24 621.5933),(25 631.3145),(26 627.5831),(27 635.357),(28 641.3103),(29 632.0383),(30 637.8502),(31 649.0731),(32 636.8013),(33 639.0405),(34 647.0085),(35 643.54517),(36 634.6173),(37 638.0681),(38 636.66235),(39 627.634),(40 626.65564),(41 632.95685),(42 624.7971),(43 632.09906),(44 628.7057),(45 627.53265),(46 629.16974),(47 620.38477),(48 611.732),(49 625.5378),(50 629.6286),(51 631.3832),(52 627.3768),(53 626.8316),(54 626.35925),(55 637.138),(56 624.0788),(57 617.27576),(58 617.0637),(59 613.4961),(60 617.58044),(61 624.9002),(62 619.8478),(63 617.43396),(64 620.9357),(65 608.888),(66 603.1191),(67 603.6061),(68 608.0925),(69 614.5117),(70 615.56555),(71 608.84875),(72 611.78424),(73 616.4572),(74 612.34375),(75 611.97046),(76 619.8728),(77 622.59644),(78 634.92926),(79 638.9935),
(1 387.96432),(2 500.20663),(3 527.0963),(4 529.6459),(5 555.8148),(6 552.9392),(7 573.30743),(8 594.8782),(9 584.13196),(10 581.41156),(11 587.7965),(12 581.5452),(13 609.47687),(14 606.0866),(15 596.0247),(16 584.2641),(17 604.03394),(18 606.3295),(19 606.8792),(20 615.51294),(21 608.98914),(22 599.12604),(23 610.32764),(24 606.13684),(25 609.52216),(26 613.2261),(27 608.4918),(28 614.04913),(29 604.5037),(30 610.0899),(31 622.4949),(32 612.33014),(33 609.129),(34 615.09406),(35 611.0752),(36 611.94775),(37 617.23413),(38 611.02734),(39 608.57947),(40 599.0821),(41 596.66565),(42 590.5459),(43 608.262),(44 602.94464),(45 605.3415),(46 607.5296),(47 586.5365),(48 582.0651),(49 587.7783),(50 594.47534),(51 596.39325),(52 596.08325),(53 597.68726),(54 596.55695),(55 607.4663),(56 599.6144),(57 589.8987),(58 593.31946),(59 593.67053),(60 599.56104),(61 604.4647),(62 596.7244),(63 599.036),(64 597.83356),(65 593.6389),(66 586.10925),(67 594.5752),(68 595.1164),(69 598.27795),(70 597.11475),(71 591.4941),(72 598.03595),(73 600.67365),(74 599.7872),(75 599.4638),(76 600.3816),(77 607.6841),(78 612.4023),(79 609.4252),
(1 394.55347),(2 519.185),(3 543.8693),(4 540.96436),(5 564.43665),(6 562.69305),(7 575.96295),(8 582.00336),(9 581.0352),(10 590.1163),(11 591.00867),(12 583.5421),(13 598.4822),(14 611.4039),(15 600.70764),(16 589.5598),(17 610.122),(18 606.0047),(19 609.69586),(20 608.8001),(21 606.3641),(22 599.65717),(23 612.1594),(24 603.53217),(25 622.8673),(26 607.6186),(27 605.344),(28 613.1396),(29 612.7923),(30 613.9352),(31 628.8724),(32 625.3392),(33 618.26196),(34 627.03986),(35 616.45795),(36 615.9441),(37 623.97394),(38 617.2385),(39 618.5874),(40 616.58813),(41 603.41565),(42 610.8911),(43 624.40344),(44 615.11707),(45 617.0716),(46 624.3151),(47 602.9818),(48 601.8475),(49 603.27655),(50 602.524),(51 603.63544),(52 605.4406),(53 602.8511),(54 602.5388),(55 611.69),(56 604.3689),(57 598.8337),(58 602.7892),(59 601.69385),(60 608.0695),(61 607.10144),(62 597.52936),(63 600.28577),(64 600.59875),(65 588.4266),(66 581.1907),(67 592.58936),(68 590.32574),(69 596.51514),(70 602.0779),(71 598.3803),(72 599.5642),(73 601.649),(74 601.1993),(75 598.715),(76 599.67566),(77 602.3397),(78 598.8103),(79 605.6232),
(1 394.3421),(2 520.35345),(3 536.6544),(4 532.79834),(5 559.0273),(6 567.6666),(7 581.5318),(8 575.1064),(9 574.995),(10 587.53296),(11 586.57104),(12 587.9272),(13 601.56085),(14 621.45935),(15 610.2794),(16 599.6851),(17 616.24194),(18 613.05804),(19 603.20917),(20 599.80365),(21 604.5067),(22 597.5507),(23 610.9385),(24 603.5911),(25 622.4762),(26 603.4524),(27 600.0291),(28 612.9038),(29 606.1673),(30 602.76587),(31 612.24634),(32 617.1161),(33 613.1183),(34 626.40356),(35 613.7896),(36 609.54565),(37 611.4642),(38 611.86084),(39 604.818),(40 605.0188),(41 602.5703),(42 605.6124),(43 604.31573),(44 592.73553),(45 599.04584),(46 606.57916),(47 588.4171),(48 591.1399),(49 601.0514),(50 599.40875),(51 604.6755),(52 603.6027),(53 598.3028),(54 597.1151),(55 604.2078),(56 603.85065),(57 596.1102),(58 601.8523),(59 592.512),(60 594.91724),(61 594.85114),(62 588.0867),(63 589.8206),(64 591.0667),(65 579.5807),(66 580.1203),(67 592.7513),(68 584.0609),(69 589.08984),(70 591.42975),(71 597.6971),(72 596.6665),(73 595.7035),(74 599.4468),(75 595.9618),(76 585.2691),(77 581.39105),(78 583.77875),(79 602.80945),
(1 375.8702),(2 495.50394),(3 512.8697),(4 520.67737),(5 531.1579),(6 538.54956),(7 555.7644),(8 549.8609),(9 552.0757),(10 568.6862),(11 572.2405),(12 573.1905),(13 576.06744),(14 594.9004),(15 598.08466),(16 591.5664),(17 604.81256),(18 600.10394),(19 597.5344),(20 595.7461),(21 594.6361),(22 582.8971),(23 595.504),(24 587.5881),(25 597.2795),(26 579.9355),(27 575.2525),(28 586.8809),(29 578.56134),(30 583.23224),(31 587.1125),(32 583.7372),(33 577.5518),(34 594.38605),(35 593.2313),(36 595.777),(37 595.98065),(38 585.04785),(39 580.0721),(40 586.9434),(41 585.053),(42 587.1533),(43 592.9468),(44 585.4541),(45 582.37085),(46 586.9566),(47 581.13885),(48 583.4825),(49 578.64246),(50 577.40826),(51 581.3715),(52 588.7728),(53 579.5525),(54 585.9544),(55 598.446),(56 592.119),(57 584.5755),(58 579.80774),(59 575.3259),(60 582.21783),(61 588.5089),(62 574.48944),(63 570.39905),(64 572.6319),(65 572.84375),(66 567.18),(67 578.1435),(68 575.80695),(69 573.62714),(70 576.713),(71 580.9586),(72 577.0607),(73 577.43005),(74 577.0624),(75 563.2197),(76 566.8565),(77 563.04626),(78 573.5735),(79 591.3068),
(1 370.3517),(2 472.67886),(3 500.50317),(4 518.40344),(5 531.6638),(6 524.80743),(7 542.8837),(8 547.4317),(9 540.9203),(10 559.4548),(11 571.983),(12 568.7527),(13 574.25793),(14 591.6262),(15 591.85),(16 586.5786),(17 604.5512),(18 585.0113),(19 588.5202),(20 595.67035),(21 590.8921),(22 578.5112),(23 596.70795),(24 591.3328),(25 603.7042),(26 592.233),(27 588.3731),(28 584.6797),(29 585.4319),(30 590.52203),(31 590.27234),(32 589.74066),(33 589.9708),(34 594.544),(35 591.3444),(36 594.25366),(37 599.70386),(38 587.5354),(39 585.62695),(40 590.2352),(41 581.9764),(42 586.22626),(43 585.4083),(44 581.05817),(45 577.2294),(46 583.6451),(47 579.1266),(48 581.31134),(49 579.8355),(50 577.83124),(51 581.0056),(52 591.66565),(53 586.60114),(54 587.1143),(55 583.8675),(56 580.465),(57 570.18805),(58 570.6576),(59 570.53046),(60 573.93726),(61 584.06085),(62 572.26825),(63 573.4665),(64 575.0257),(65 576.5154),(66 572.26),(67 577.98114),(68 576.6115),(69 569.714),(70 567.24744),(71 564.7808),(72 566.1557),(73 568.2246),(74 561.6305),(75 556.02203),(76 567.2095),(77 556.159),(78 566.24713),(79 577.88306),
(1 359.40244),(2 457.87875),(3 490.62708),(4 504.82468),(5 533.1634),(6 516.8886),(7 532.2039),(8 529.542),(9 527.0412),(10 543.198),(11 551.214),(12 553.1924),(13 563.93317),(14 571.6102),(15 566.5564),(16 578.66473),(17 589.3401),(18 574.4097),(19 580.5771),(20 587.4333),(21 585.73193),(22 579.15594),(23 582.7203),(24 575.60486),(25 590.9638),(26 580.88214),(27 576.0578),(28 576.54047),(29 577.97565),(30 570.756),(31 574.8052),(32 572.70703),(33 572.45386),(34 584.36707),(35 578.54645),(36 577.32874),(37 582.93524),(38 577.29865),(39 576.04803),(40 575.02216),(41 565.5249),(42 573.0092),(43 564.9725),(44 560.1855),(45 558.93964),(46 567.5081),(47 564.72626),(48 566.51117),(49 573.2752),(50 561.7254),(51 564.46265),(52 567.7125),(53 569.2569),(54 559.5658),(55 553.4727),(56 556.8753),(57 554.1466),(58 556.3197),(59 551.1646),(60 554.1703),(61 553.3581),(62 551.5079),(63 552.67633),(64 554.04315),(65 552.4271),(66 552.4121),(67 557.09064),(68 559.6645),(69 557.8047),(70 560.3167),(71 552.2739),(72 554.6518),(73 551.7368),(74 559.4863),(75 562.4115),(76 568.73663),(77 559.1062),(78 563.6362),(79 564.4046),
(1 352.4015),(2 444.09262),(3 482.1206),(4 495.3724),(5 521.35846),(6 510.66748),(7 519.58276),(8 525.0186),(9 516.3832),(10 534.1036),(11 542.86975),(12 533.4591),(13 551.038),(14 557.6137),(15 554.47644),(16 566.97253),(17 564.87103),(18 555.4841),(19 552.3919),(20 556.1817),(21 565.2586),(22 562.5599),(23 569.7966),(24 557.1981),(25 568.9937),(26 556.7951),(27 560.0169),(28 570.5778),(29 561.9739),(30 551.33563),(31 556.71014),(32 551.15533),(33 551.31024),(34 566.9956),(35 558.52594),(36 561.2431),(37 567.95105),(38 560.15045),(39 557.1466),(40 556.8147),(41 550.4285),(42 549.7785),(43 549.4277),(44 549.4061),(45 548.0047),(46 558.66766),(47 549.16315),(48 543.20404),(49 543.9078),(50 541.28296),(51 544.47894),(52 554.9864),(53 557.09973),(54 550.05566),(55 552.36865),(56 554.3601),(57 556.9932),(58 559.17334),(59 546.53314),(60 541.0965),(61 538.3732),(62 535.1159),(63 532.07715),(64 534.4213),(65 529.96124),(66 537.3883),(67 545.6934),(68 539.4798),(69 531.3088),(70 533.0722),(71 535.80206),(72 541.0879),(73 532.6882),(74 537.79565),(75 534.14343),(76 545.1122),(77 542.0539),(78 541.5709),(79 544.05273),
(1 347.70514),(2 442.76224),(3 480.56894),(4 503.9357),(5 513.7983),(6 510.95862),(7 516.38367),(8 520.5322),(9 508.49207),(10 525.19635),(11 539.9083),(12 534.85675),(13 542.67084),(14 549.68646),(15 543.72363),(16 561.72144),(17 561.7868),(18 548.37396),(19 545.7582),(20 557.51013),(21 564.8697),(22 566.61884),(23 574.4684),(24 559.1155),(25 570.75586),(26 567.7106),(27 565.1521),(28 568.871),(29 563.5319),(30 562.2798),(31 564.45715),(32 560.00287),(33 563.87476),(34 565.82574),(35 560.2793),(36 559.74976),(37 562.7228),(38 555.795),(39 553.44226),(40 551.25604),(41 541.2204),(42 544.0636),(43 542.63165),(44 531.2364),(45 538.19165),(46 548.2827),(47 536.77985),(48 531.32086),(49 532.4183),(50 535.0779),(51 541.4223),(52 554.5173),(53 547.3605),(54 540.64874),(55 550.67004),(56 544.0503),(57 546.40924),(58 551.66095),(59 537.4352),(60 536.76654),(61 535.4998),(62 534.1547),(63 529.4097),(64 528.1532),(65 530.45917),(66 539.2745),(67 546.4799),(68 541.67426),(69 533.39386),(70 533.3636),(71 532.0356),(72 538.51953),(73 538.81494),(74 537.5101),(75 534.368),(76 539.7699),(77 534.8665),(78 537.7213),(79 548.5032),
(1 341.6292),(2 443.3178),(3 480.84177),(4 503.95425),(5 511.02277),(6 511.95993),(7 519.1193),(8 521.1526),(9 519.48175),(10 526.10486),(11 538.0757),(12 541.19617),(13 549.3443),(14 553.3497),(15 542.97217),(16 551.4839),(17 570.80566),(18 561.24445),(19 560.28156),(20 566.5973),(21 569.8657),(22 570.7026),(23 574.6203),(24 570.5915),(25 577.26294),(26 572.0962),(27 566.1674),(28 570.82086),(29 565.1215),(30 564.45575),(31 575.94476),(32 573.8843),(33 577.379),(34 568.92035),(35 560.6932),(36 563.232),(37 564.568),(38 564.5247),(39 559.21295),(40 560.2556),(41 555.1404),(42 554.5955),(43 556.0873),(44 541.44684),(45 546.6601),(46 551.9316),(47 549.04095),(48 550.5737),(49 556.8231),(50 556.7034),(51 560.6072),(52 566.33093),(53 562.7435),(54 561.0447),(55 571.3903),(56 567.49713),(57 567.3142),(58 569.27606),(59 555.13477),(60 559.1349),(61 557.11865),(62 556.272),(63 549.159),(64 545.0795),(65 549.95996),(66 551.2294),(67 552.98566),(68 553.02356),(69 540.9192),(70 539.13837),(71 544.0377),(72 545.76227),(73 546.3201),(74 543.86584),(75 542.53986),(76 547.9635),(77 547.68884),(78 547.99646),(79 557.65625),
(1 336.30045),(2 440.36392),(3 476.57516),(4 489.951),(5 502.4729),(6 501.42612),(7 497.4864),(8 502.07224),(9 503.86914),(10 511.8801),(11 526.2388),(12 528.19867),(13 540.3682),(14 538.60785),(15 536.9505),(16 535.7649),(17 551.61646),(18 540.3961),(19 536.5614),(20 540.8275),(21 544.4446),(22 551.6379),(23 548.1467),(24 552.3998),(25 568.62354),(26 552.8135),(27 545.07886),(28 561.2094),(29 555.024),(30 548.7527),(31 554.29297),(32 554.90857),(33 560.5091),(34 562.53894),(35 555.00836),(36 558.78375),(37 554.8896),(38 553.77826),(39 550.06805),(40 557.27167),(41 552.833),(42 551.1369),(43 554.25146),(44 545.3823),(45 540.9519),(46 545.2895),(47 536.757),(48 538.00995),(49 548.1111),(50 545.1342),(51 544.7754),(52 545.82837),(53 545.44794),(54 541.2512),(55 547.3289),(56 540.39923),(57 545.1561),(58 548.28235),(59 541.65576),(60 542.458),(61 534.6387),(62 527.76917),(63 531.6778),(64 529.66534),(65 530.29425),(66 523.1859),(67 525.5156),(68 520.8766),(69 520.5244),(70 517.4946),(71 520.72705),(72 523.21234),(73 529.9296),(74 534.38513),(75 530.4184),(76 532.24316),(77 535.49506),(78 536.98737),(79 537.12274),
