1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42.88272),(2 51.70621),(3 57.244858),(4 62.704803),(5 66.72652),(6 69.34864),(7 72.648506),(8 74.76374),(9 76.218155),(10 78.38411),(11 79.37015),(12 80.187706),(13 82.32297),(14 82.26137),(15 83.08978),(16 83.897964),(17 84.22634),(18 84.03885),(19 84.78921),(20 83.55367),(21 83.6614),(22 85.17591),(23 84.350914),(24 84.77322),(25 84.87193),(26 85.379684),(27 85.8826),(28 86.707085),(29 85.15187),(30 87.1654),(31 87.24502),(32 87.53936),(33 87.96628),(34 88.098),(35 88.88618),(36 88.86356),(37 88.701996),(38 88.33992),(39 89.59933),(40 89.73011),(41 90.09767),(42 90.69172),(43 90.176575),(44 90.18066),(45 90.49656),(46 89.67598),(47 89.22897),(48 90.858055),(49 90.610306),(50 91.4724),(51 92.538734),(52 92.98489),(53 92.433426),(54 92.78711),(55 93.18408),(56 94.16873),(57 93.85781),(58 93.114),(59 95.20892),(60 93.338776),(61 93.72963),(62 93.639366),(63 93.71943),(64 92.73138),(65 92.82166),(66 91.92601),(67 92.01868),(68 93.265755),(69 93.088776),(70 92.554825),(71 93.02865),(72 92.95531),(73 93.26982),(74 93.22119),(75 93.181274),(76 93.6882),(77 95.60962),(78 95.55227),(79 95.401306),
(1 42.603123),(2 52.44034),(3 57.48183),(4 62.12853),(5 65.461205),(6 67.8519),(7 71.26222),(8 73.02517),(9 74.666435),(10 77.401886),(11 78.1631),(12 78.86523),(13 80.32464),(14 80.270775),(15 81.422516),(16 82.50553),(17 82.20846),(18 82.615845),(19 83.247536),(20 82.88562),(21 83.23199),(22 84.44983),(23 83.361496),(24 83.15369),(25 84.00008),(26 84.02008),(27 84.57674),(28 85.57445),(29 84.049706),(30 84.98325),(31 85.42268),(32 85.5202),(33 85.922035),(34 85.8418),(35 86.08373),(36 87.18004),(37 87.32376),(38 87.45861),(39 87.88703),(40 88.40482),(41 87.488),(42 87.88428),(43 87.328514),(44 87.03587),(45 87.3592),(46 87.26073),(47 87.31569),(48 88.44642),(49 88.47358),(50 89.36263),(51 90.06167),(52 89.035194),(53 89.788895),(54 90.71548),(55 90.83049),(56 91.383255),(57 90.435646),(58 91.536896),(59 91.82215),(60 90.6481),(61 90.87841),(62 90.79674),(63 89.52331),(64 90.16801),(65 90.544846),(66 89.37341),(67 89.096054),(68 89.76287),(69 90.01879),(70 89.408134),(71 91.93089),(72 90.25926),(73 89.26471),(74 89.65156),(75 88.8133),(76 89.76702),(77 90.54552),(78 90.30457),(79 90.78116),
(1 42.503124),(2 52.473442),(3 58.475452),(4 63.466328),(5 67.990326),(6 70.79626),(7 73.43412),(8 75.508575),(9 77.57826),(10 79.97483),(11 81.1704),(12 82.12481),(13 83.05481),(14 83.468765),(15 84.12795),(16 85.56103),(17 83.70594),(18 84.14515),(19 85.66261),(20 85.9962),(21 86.43974),(22 87.02885),(23 86.49128),(24 86.36684),(25 87.915504),(26 87.966545),(27 88.42487),(28 89.35942),(29 87.968575),(30 88.35865),(31 88.11476),(32 88.217705),(33 89.122574),(34 88.51471),(35 89.28955),(36 89.39541),(37 89.419395),(38 89.88363),(39 91.018715),(40 90.77711),(41 89.799),(42 91.23643),(43 90.717735),(44 89.76485),(45 89.86436),(46 89.665306),(47 89.51207),(48 89.73958),(49 88.63886),(50 89.31182),(51 90.41312),(52 90.18564),(53 90.07143),(54 90.47111),(55 89.718185),(56 91.50987),(57 91.61593),(58 92.285835),(59 92.514534),(60 92.182625),(61 92.69046),(62 93.000946),(63 91.72601),(64 92.18685),(65 92.09318),(66 91.15989),(67 90.98263),(68 92.08921),(69 92.36108),(70 91.44801),(71 93.8864),(72 93.12149),(73 92.55674),(74 92.85888),(75 91.66407),(76 92.43463),(77 92.94174),(78 92.304245),(79 93.32889),
(1 41.261395),(2 50.960045),(3 56.73398),(4 62.057034),(5 66.98755),(6 69.77099),(7 72.55273),(8 74.4427),(9 76.23708),(10 77.89628),(11 79.39498),(12 81.278366),(13 82.282036),(14 81.81519),(15 82.569405),(16 83.835464),(17 82.67262),(18 83.03986),(19 83.12351),(20 82.529175),(21 83.431915),(22 84.55172),(23 83.86776),(24 83.27859),(25 84.26093),(26 84.60792),(27 84.66252),(28 85.889336),(29 85.01731),(30 84.7342),(31 83.97146),(32 83.61487),(33 84.29773),(34 84.68718),(35 84.43684),(36 85.5258),(37 84.72945),(38 86.08715),(39 87.04116),(40 87.096405),(41 86.64635),(42 87.58752),(43 87.1235),(44 86.55379),(45 86.132545),(46 86.17971),(47 86.53208),(48 86.4473),(49 87.440674),(50 87.9984),(51 88.88878),(52 89.41587),(53 88.36965),(54 89.53681),(55 90.30254),(56 90.612724),(57 91.00214),(58 90.68756),(59 91.64211),(60 91.255135),(61 91.89115),(62 92.86393),(63 92.40225),(64 92.02311),(65 92.77144),(66 91.63693),(67 92.27892),(68 92.993484),(69 93.4769),(70 93.01012),(71 93.58677),(72 92.09896),(73 91.37547),(74 91.91781),(75 90.716446),(76 91.8039),(77 92.86971),(78 91.60995),(79 91.89997),
(1 41.415558),(2 50.857487),(3 56.84183),(4 62.143597),(5 65.682816),(6 68.726105),(7 72.04018),(8 73.11198),(9 75.33864),(10 77.525795),(11 78.555466),(12 80.052475),(13 81.85843),(14 80.977715),(15 82.46892),(16 83.83281),(17 83.78602),(18 83.58082),(19 84.83122),(20 83.30171),(21 84.53161),(22 85.09978),(23 84.878716),(24 84.762596),(25 85.4696),(26 86.10771),(27 86.19595),(28 86.823006),(29 85.39241),(30 86.705605),(31 86.58422),(32 85.7707),(33 86.50214),(34 86.23854),(35 85.72475),(36 86.54912),(37 86.536934),(38 87.06114),(39 87.953545),(40 87.49066),(41 86.63209),(42 86.60029),(43 85.775185),(44 85.38623),(45 85.99117),(46 85.490875),(47 86.56796),(48 86.88243),(49 87.04586),(50 87.03766),(51 87.99011),(52 87.888145),(53 87.47787),(54 88.067795),(55 88.39512),(56 88.24297),(57 88.18242),(58 88.1317),(59 87.78613),(60 88.07343),(61 88.601425),(62 89.06855),(63 89.61658),(64 88.62591),(65 89.321526),(66 87.97521),(67 87.3691),(68 87.68219),(69 88.28335),(70 88.22165),(71 89.112625),(72 88.04952),(73 87.60403),(74 87.18865),(75 87.521736),(76 88.34643),(77 89.88018),(78 88.871185),(79 88.97408),
(1 41.16241),(2 50.617428),(3 56.45687),(4 62.34344),(5 65.883705),(6 69.45768),(7 72.361626),(8 74.35605),(9 75.99925),(10 78.096085),(11 78.37585),(12 79.492386),(13 80.85003),(14 80.88323),(15 80.7756),(16 81.986244),(17 82.153366),(18 81.995285),(19 81.93643),(20 81.95791),(21 82.42415),(22 83.245476),(23 82.96847),(24 83.32043),(25 83.93965),(26 84.034645),(27 84.20232),(28 85.72912),(29 83.85335),(30 85.37924),(31 85.19391),(32 84.42617),(33 84.25759),(34 84.215065),(35 83.83812),(36 84.88141),(37 83.90047),(38 84.79873),(39 85.75967),(40 86.34759),(41 85.58937),(42 86.062),(43 85.66541),(44 85.84298),(45 86.19946),(46 85.80333),(47 86.47421),(48 87.22493),(49 87.593),(50 86.96132),(51 89.05244),(52 89.34995),(53 89.7775),(54 90.57503),(55 90.13951),(56 91.476585),(57 90.6506),(58 90.87537),(59 90.86599),(60 89.23623),(61 90.24197),(62 90.5387),(63 90.32909),(64 89.984314),(65 91.10688),(66 89.160515),(67 89.09404),(68 89.56605),(69 89.50466),(70 89.825264),(71 90.64148),(72 89.518295),(73 89.33716),(74 90.24299),(75 90.240974),(76 89.71019),(77 90.9579),(78 91.891624),(79 91.192894),
(1 40.664738),(2 50.445957),(3 56.369995),(4 61.26002),(5 66.07524),(6 69.26705),(7 72.261284),(8 74.102005),(9 75.77582),(10 77.42226),(11 78.27584),(12 79.57498),(13 81.5514),(14 81.61774),(15 82.923836),(16 83.51321),(17 83.15411),(18 83.04834),(19 83.520256),(20 83.69079),(21 83.1758),(22 84.62661),(23 84.17796),(24 84.28562),(25 84.641335),(26 85.35843),(27 85.62647),(28 86.90651),(29 84.78615),(30 85.3247),(31 84.980034),(32 85.087814),(33 86.03848),(34 85.53131),(35 86.21688),(36 86.34724),(37 84.944786),(38 85.14271),(39 84.94617),(40 85.39591),(41 84.544136),(42 84.98102),(43 84.30404),(44 83.96768),(45 84.520454),(46 83.45529),(47 84.19788),(48 85.39647),(49 85.158936),(50 85.053696),(51 86.764725),(52 85.75904),(53 86.96265),(54 87.952545),(55 87.65047),(56 88.97444),(57 88.830376),(58 89.607475),(59 90.314),(60 89.97816),(61 91.408005),(62 91.73327),(63 91.63167),(64 91.666374),(65 92.45109),(66 91.26992),(67 90.77304),(68 91.23698),(69 90.65201),(70 90.571686),(71 92.292656),(72 90.95588),(73 91.19906),(74 90.93419),(75 90.82034),(76 89.46478),(77 90.12263),(78 91.41532),(79 90.89122),
(1 40.700436),(2 50.536575),(3 55.26623),(4 60.81351),(5 64.21195),(6 67.96777),(7 71.51939),(8 73.09027),(9 74.634605),(10 76.62124),(11 77.45501),(12 78.94928),(13 81.64227),(14 81.13219),(15 82.7989),(16 84.112976),(17 83.76056),(18 84.09601),(19 84.67),(20 84.87545),(21 85.16012),(22 86.190384),(23 85.37745),(24 85.756744),(25 85.64364),(26 86.05683),(27 86.110695),(28 87.34443),(29 85.79976),(30 86.55021),(31 85.87763),(32 85.943146),(33 86.68754),(34 86.02577),(35 86.28547),(36 86.32192),(37 86.47183),(38 86.53547),(39 87.09418),(40 87.68355),(41 87.61308),(42 87.502686),(43 86.620834),(44 86.499016),(45 86.48614),(46 86.94912),(47 86.449486),(48 87.530914),(49 87.81697),(50 88.048874),(51 88.45258),(52 88.03269),(53 88.64485),(54 89.53158),(55 89.399635),(56 89.681),(57 89.62846),(58 89.319534),(59 90.71187),(60 89.432556),(61 89.54729),(62 89.929184),(63 89.729454),(64 90.11013),(65 90.78527),(66 89.952354),(67 90.24778),(68 90.592384),(69 90.27835),(70 89.93911),(71 91.402405),(72 90.155334),(73 90.30622),(74 90.178024),(75 89.97992),(76 89.77384),(77 89.579636),(78 90.59264),(79 91.179344),
(1 40.693607),(2 49.923687),(3 55.418602),(4 61.14086),(5 64.6266),(6 68.392334),(7 71.26435),(8 72.508644),(9 74.57653),(10 77.14096),(11 77.481865),(12 78.735275),(13 80.86089),(14 80.677444),(15 82.11725),(16 83.176506),(17 83.47472),(18 83.51634),(19 84.13395),(20 83.99827),(21 83.854866),(22 84.50029),(23 83.294495),(24 84.25552),(25 84.62499),(26 84.96842),(27 86.03716),(28 86.216545),(29 85.14471),(30 86.468056),(31 86.21905),(32 85.99213),(33 86.45166),(34 86.52745),(35 86.57272),(36 86.77361),(37 87.04664),(38 86.63306),(39 88.37661),(40 88.27665),(41 88.718834),(42 88.4347),(43 87.72217),(44 87.19828),(45 87.97367),(46 87.37475),(47 87.71842),(48 88.20186),(49 88.701996),(50 88.73675),(51 89.85215),(52 89.537766),(53 88.935646),(54 89.58483),(55 89.29288),(56 89.15148),(57 89.92544),(58 89.73242),(59 90.228935),(60 89.86931),(61 89.173706),(62 89.500084),(63 89.31024),(64 89.26545),(65 90.04105),(66 88.66037),(67 89.251854),(68 89.98718),(69 89.70646),(70 89.95953),(71 89.588196),(72 89.74509),(73 90.03586),(74 90.8288),(75 90.7285),(76 90.33353),(77 90.485596),(78 91.57382),(79 91.91383),
(1 41.020966),(2 49.90731),(3 55.356396),(4 60.786373),(5 63.46558),(6 66.79849),(7 70.4613),(8 72.79773),(9 73.9621),(10 75.49828),(11 76.835526),(12 78.3567),(13 79.58158),(14 79.90345),(15 80.26606),(16 81.66632),(17 81.43219),(18 81.593414),(19 82.27402),(20 82.04216),(21 82.6977),(22 82.96709),(23 81.888084),(24 83.28057),(25 84.5398),(26 84.21458),(27 84.06043),(28 84.515854),(29 84.34644),(30 85.064964),(31 85.05868),(32 84.31013),(33 85.0815),(34 85.57752),(35 85.52237),(36 85.839386),(37 85.358246),(38 84.526596),(39 85.94039),(40 86.05489),(41 85.69597),(42 86.64164),(43 84.98221),(44 84.536385),(45 84.935745),(46 83.75174),(47 84.114525),(48 85.08013),(49 84.76673),(50 84.75443),(51 86.40492),(52 86.03995),(53 85.8622),(54 85.72178),(55 86.20852),(56 86.890884),(57 86.99798),(58 86.61319),(59 86.77681),(60 87.269936),(61 87.07013),(62 87.84176),(63 86.91946),(64 87.45304),(65 88.24298),(66 87.41349),(67 88.280876),(68 89.091774),(69 88.338905),(70 89.01905),(71 88.80289),(72 87.907616),(73 87.9961),(74 88.3934),(75 87.65257),(76 89.28986),(77 89.793),(78 89.761604),(79 89.85517),
(1 40.40443),(2 50.181366),(3 55.287113),(4 60.6033),(5 64.25921),(6 67.04899),(7 69.45818),(8 70.73068),(9 72.20563),(10 74.674416),(11 75.223175),(12 76.56215),(13 78.49035),(14 78.10162),(15 78.97542),(16 81.101555),(17 80.73103),(18 80.655),(19 81.61434),(20 81.20274),(21 81.55495),(22 82.32753),(23 81.13637),(24 82.1535),(25 82.36277),(26 82.20316),(27 82.552765),(28 82.94224),(29 82.024414),(30 83.57834),(31 83.958954),(32 83.496056),(33 85.084785),(34 84.87965),(35 85.5474),(36 85.7005),(37 85.10718),(38 85.05189),(39 86.43025),(40 85.74594),(41 86.52623),(42 87.30451),(43 87.37409),(44 86.9954),(45 87.9361),(46 87.3079),(47 87.498634),(48 88.214096),(49 88.90426),(50 88.22554),(51 90.70547),(52 89.93586),(53 89.40622),(54 89.839966),(55 89.83577),(56 90.167015),(57 89.469574),(58 88.6546),(59 88.490135),(60 88.65058),(61 88.01788),(62 87.64243),(63 87.36984),(64 86.54796),(65 87.903564),(66 86.24582),(67 86.44329),(68 87.84918),(69 86.2552),(70 87.02782),(71 86.4914),(72 85.60932),(73 85.383934),(74 84.934906),(75 84.505554),(76 85.98812),(77 86.962616),(78 86.61367),(79 87.05875),
(1 40.131584),(2 49.104748),(3 54.86893),(4 60.425255),(5 64.39152),(6 67.58422),(7 70.16502),(8 72.04974),(9 73.805145),(10 76.24631),(11 76.639824),(12 77.084595),(13 79.13642),(14 79.48082),(15 79.91265),(16 81.017944),(17 80.93642),(18 82.61929),(19 83.43843),(20 83.26369),(21 83.14851),(22 84.9952),(23 83.3202),(24 84.30194),(25 85.14907),(26 85.45614),(27 85.529335),(28 86.31319),(29 85.51065),(30 85.40478),(31 85.85026),(32 85.32467),(33 86.70673),(34 86.80648),(35 86.47554),(36 86.33874),(37 85.49403),(38 85.75564),(39 86.862686),(40 87.13507),(41 87.70726),(42 87.42084),(43 87.13019),(44 86.33187),(45 87.48569),(46 86.919205),(47 86.749535),(48 86.4913),(49 87.16899),(50 87.47562),(51 88.390274),(52 88.97654),(53 88.555466),(54 88.65661),(55 88.8721),(56 89.657234),(57 89.569595),(58 89.50003),(59 90.11493),(60 90.1647),(61 89.9043),(62 90.82379),(63 90.21756),(64 90.01524),(65 91.391624),(66 90.59723),(67 90.51107),(68 91.63572),(69 90.946106),(70 91.29085),(71 91.47209),(72 90.99591),(73 91.34323),(74 91.29231),(75 89.59576),(76 89.71426),(77 90.366714),(78 89.661964),(79 89.912415),
(1 40.691704),(2 50.03341),(3 55.800724),(4 61.21595),(5 65.679695),(6 68.1506),(7 70.6649),(8 72.131065),(9 73.68016),(10 76.82794),(11 77.28714),(12 78.93127),(13 80.48683),(14 80.00103),(15 81.22989),(16 81.94325),(17 81.71236),(18 81.859344),(19 82.36833),(20 81.96153),(21 81.82924),(22 83.486115),(23 82.26348),(24 82.68702),(25 83.686935),(26 83.72165),(27 84.355835),(28 85.631645),(29 84.59416),(30 85.05792),(31 84.926605),(32 84.8153),(33 85.355),(34 85.407196),(35 85.18888),(36 86.1308),(37 86.00945),(38 85.43145),(39 86.95013),(40 87.5486),(41 87.25849),(42 87.9013),(43 87.13676),(44 86.36306),(45 87.313896),(46 86.54699),(47 86.98496),(48 86.30446),(49 87.350655),(50 88.51762),(51 88.39821),(52 88.3585),(53 88.56028),(54 89.60516),(55 89.698326),(56 90.30507),(57 89.85626),(58 89.96105),(59 90.88101),(60 90.46381),(61 90.21425),(62 90.62533),(63 90.55583),(64 90.45929),(65 91.784966),(66 91.04299),(67 90.571434),(68 91.374664),(69 90.43458),(70 90.86623),(71 92.16166),(72 91.179634),(73 91.95642),(74 91.39252),(75 91.0154),(76 91.41063),(77 91.82865),(78 90.727005),(79 91.22296),
(1 39.253193),(2 48.62198),(3 53.62076),(4 59.261936),(5 63.33191),(6 65.94075),(7 69.236305),(8 70.25636),(9 72.07322),(10 73.89969),(11 75.07351),(12 76.10444),(13 79.15524),(14 78.20917),(15 79.96806),(16 80.86025),(17 79.81143),(18 80.274864),(19 81.44116),(20 80.32685),(21 80.41217),(22 80.79739),(23 80.29699),(24 80.69331),(25 81.89004),(26 82.116325),(27 82.104904),(28 83.12254),(29 82.98371),(30 82.619446),(31 82.47042),(32 81.39607),(33 82.21698),(34 81.784805),(35 81.11139),(36 81.379745),(37 81.3838),(38 82.22626),(39 82.93716),(40 82.83785),(41 82.15882),(42 83.61905),(43 82.61582),(44 82.03772),(45 82.78599),(46 83.06693),(47 83.099304),(48 84.00414),(49 84.12581),(50 84.9419),(51 86.00681),(52 86.61506),(53 86.40565),(54 87.65607),(55 87.18707),(56 87.81043),(57 87.64808),(58 87.46551),(59 87.43858),(60 87.4213),(61 87.502365),(62 88.22222),(63 87.819466),(64 87.599884),(65 89.28789),(66 87.86847),(67 87.845474),(68 88.31528),(69 87.27916),(70 87.15304),(71 88.26395),(72 87.72403),(73 87.30441),(74 87.498085),(75 86.27122),(76 86.40097),(77 87.86583),(78 87.025314),(79 87.55639),
(1 39.458225),(2 48.83861),(3 54.515854),(4 59.400253),(5 63.563534),(6 66.58487),(7 68.605484),(8 70.155396),(9 72.35182),(10 74.61622),(11 74.92361),(12 75.87358),(13 77.3052),(14 78.32535),(15 79.04427),(16 79.18232),(17 78.91529),(18 79.444916),(19 79.802635),(20 79.6181),(21 80.05796),(22 80.776855),(23 80.14869),(24 80.93333),(25 82.25232),(26 82.91671),(27 82.23946),(28 83.12523),(29 82.60049),(30 83.30677),(31 82.933815),(32 83.18826),(33 83.74467),(34 83.962135),(35 84.175735),(36 84.720314),(37 84.69848),(38 85.494484),(39 86.58322),(40 86.35847),(41 86.09243),(42 86.50855),(43 86.25088),(44 85.448235),(45 86.25174),(46 85.37442),(47 84.35896),(48 84.76168),(49 84.20432),(50 84.171776),(51 84.2331),(52 84.46373),(53 84.77638),(54 85.92019),(55 85.941795),(56 85.82481),(57 86.25299),(58 86.401024),(59 86.7994),(60 86.57759),(61 86.02557),(62 87.43904),(63 87.08509),(64 86.432076),(65 86.37408),(66 86.35131),(67 86.59247),(68 86.561646),(69 86.99763),(70 86.44318),(71 87.27848),(72 86.23465),(73 86.69485),(74 87.12357),(75 87.24945),(76 87.61443),(77 88.29569),(78 88.50058),(79 88.2384),
(1 38.85278),(2 48.517773),(3 54.09142),(4 59.17216),(5 61.83608),(6 65.655525),(7 67.60921),(8 68.49221),(9 69.70721),(10 72.49134),(11 73.47472),(12 74.489624),(13 75.80449),(14 75.8111),(15 77.215744),(16 78.11167),(17 77.54278),(18 77.473816),(19 78.20197),(20 77.68028),(21 77.751526),(22 78.73372),(23 76.96878),(24 77.73762),(25 79.56519),(26 79.30102),(27 78.66304),(28 79.816795),(29 78.97073),(30 80.17401),(31 79.69795),(32 79.63691),(33 81.01707),(34 80.79719),(35 81.22705),(36 80.79243),(37 80.94442),(38 81.08931),(39 81.89797),(40 81.497574),(41 81.46933),(42 81.64711),(43 81.19834),(44 80.18946),(45 81.2111),(46 81.21543),(47 81.46872),(48 82.04524),(49 82.125626),(50 83.45012),(51 84.27494),(52 84.05217),(53 84.82588),(54 85.63399),(55 85.78382),(56 86.947266),(57 86.12815),(58 86.215065),(59 87.0609),(60 86.884445),(61 86.59399),(62 87.99529),(63 87.57966),(64 86.79077),(65 87.049355),(66 85.26095),(67 85.66872),(68 86.86804),(69 86.11054),(70 86.19578),(71 86.48985),(72 86.23609),(73 86.02665),(74 86.73839),(75 86.44185),(76 86.31197),(77 87.06638),(78 86.67666),(79 87.026375),
(1 39.21928),(2 48.337746),(3 53.561295),(4 59.31423),(5 62.7408),(6 66.75487),(7 69.39323),(8 70.372986),(9 71.75362),(10 74.337166),(11 75.13721),(12 76.615166),(13 77.66141),(14 77.92502),(15 78.39294),(16 79.70481),(17 79.15272),(18 79.33754),(19 79.842575),(20 79.474075),(21 80.4495),(22 80.915405),(23 80.05643),(24 80.17063),(25 82.0068),(26 81.77754),(27 82.36969),(28 83.88288),(29 82.75537),(30 83.69098),(31 83.39213),(32 84.04399),(33 84.57614),(34 84.322136),(35 84.60317),(36 85.08342),(37 85.1234),(38 84.846016),(39 86.162155),(40 85.83678),(41 85.43315),(42 85.57783),(43 85.0404),(44 85.004684),(45 85.36255),(46 85.25502),(47 84.62437),(48 84.92598),(49 85.48906),(50 85.89095),(51 85.678795),(52 85.6334),(53 86.13109),(54 86.867455),(55 87.123184),(56 87.46133),(57 87.13698),(58 86.15741),(59 86.55407),(60 85.94724),(61 85.60077),(62 85.64044),(63 86.56889),(64 85.38275),(65 86.74758),(66 86.69013),(67 87.03166),(68 87.5678),(69 86.315125),(70 85.52091),(71 85.982925),(72 85.87704),(73 85.25959),(74 86.17179),(75 85.57315),(76 85.20417),(77 86.042274),(78 86.742165),(79 87.24074),
(1 38.949497),(2 47.75198),(3 53.92408),(4 59.668266),(5 62.628223),(6 65.75936),(7 68.37094),(8 69.6154),(9 71.448654),(10 74.029655),(11 74.90928),(12 75.7791),(13 76.93224),(14 76.95003),(15 78.32237),(16 80.03922),(17 80.08995),(18 80.76761),(19 82.42131),(20 81.62766),(21 83.165955),(22 83.39451),(23 82.53435),(24 82.48814),(25 83.19709),(26 82.55524),(27 83.4513),(28 83.74254),(29 83.203285),(30 83.78102),(31 83.475044),(32 84.50094),(33 84.916),(34 84.59596),(35 85.178154),(36 85.50672),(37 84.56392),(38 84.86915),(39 85.29166),(40 84.676384),(41 84.45785),(42 84.194046),(43 83.23897),(44 83.338165),(45 84.21064),(46 83.53966),(47 83.7843),(48 84.947586),(49 85.049416),(50 85.18928),(51 85.45668),(52 85.0268),(53 85.99785),(54 86.109955),(55 86.77356),(56 86.76298),(57 86.9059),(58 86.90971),(59 87.88223),(60 87.439735),(61 86.79852),(62 88.3327),(63 87.58593),(64 87.48722),(65 87.3605),(66 86.85733),(67 86.91052),(68 87.72989),(69 86.699),(70 86.55574),(71 87.74962),(72 86.84629),(73 86.239136),(74 85.877075),(75 85.684975),(76 85.56441),(77 85.442116),(78 84.79501),(79 85.34515),
