1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 331057.7),(2 1307203.6),(3 3094419),(4 5505536.5),(5 8609408),(6 12382443),(7 17006870),(8 22236926),(9 28154202),(10 34888060),(11 42282044),(12 50445196),(13 59243948),(14 68548504),(15 78299820),(16 88406890),(17 98979224),(18 110466264),(19 122207720),(20 134362380),(21 147353660),(22 160377900),(23 172281470),(24 182464110),(25 191848510),(26 200875280),(27 209165060),(28 216590270),(29 223549870),(30 229920720),(31 235040510),(32 239286190),(33 243803710),(34 247108560),(35 249907060),(36 252205650),(37 254065220),(38 255363540),(39 256188270),(40 256308350),(41 255723200),(42 254100180),(43 251927170),(44 249131890),(45 246273920),(46 243289040),(47 240226750),(48 237290670),(49 233766990),(50 230427310),(51 227168770),(52 224548350),(53 222956160),(54 221566800),(55 220451330),(56 219273860),(57 218288460),(58 217427400),(59 216776640),(60 216029010),(61 215708850),(62 215321170),(63 215721090),(64 215958910),(65 216656500),(66 218033730),(67 219742510),(68 221934860),(69 224624510),(70 227766400),(71 231245140),(72 234828370),(73 238281460),(74 241654540),(75 245028400),(76 248185780),(77 251144620),(78 254049200),(79 257411890),
(1 19443.057),(2 27243.502),(3 31183.752),(4 31892.99),(5 32521.59),(6 28446.523),(7 29068.932),(8 32040.15),(9 34667.035),(10 36291.02),(11 33660.664),(12 31479.174),(13 32838.332),(14 32021.854),(15 31982.357),(16 33868.113),(17 36126.04),(18 35928.707),(19 35323.19),(20 34423.73),(21 33629.906),(22 34299.055),(23 34473.94),(24 34969.19),(25 34141.07),(26 33184.902),(27 34032.49),(28 36047.793),(29 36468.813),(30 35507.316),(31 34836.926),(32 32842.004),(33 32666.363),(34 34711.62),(35 36487.93),(36 35570.613),(37 34946.53),(38 33986.21),(39 33991.11),(40 35695.625),(41 38146.285),(42 37227.285),(43 36561.855),(44 35670.105),(45 37625.234),(46 37846.65),(47 38989.008),(48 38389.27),(49 37436.844),(50 36025.15),(51 38748.688),(52 39355.28),(53 39405.59),(54 37327.688),(55 37623.863),(56 38149.375),(57 39698.246),(58 39660.227),(59 38122.914),(60 38522.137),(61 37562.64),(62 37854.297),(63 39943.17),(64 39708.004),(65 40072.105),(66 38391.81),(67 39010.254),(68 38871.04),(69 39599.96),(70 40032.145),(71 39814.21),(72 39782.094),(73 39069.965),(74 40492.664),(75 41998.8),(76 42650.164),(77 41199.637),(78 40696.387),(79 41305.715),
(1 18936.83),(2 26497.305),(3 29579.094),(4 30587.277),(5 31745.063),(6 28409.14),(7 28954.844),(8 31429.918),(9 34411.426),(10 35088.375),(11 32702.982),(12 30477.16),(13 31890.707),(14 30894.05),(15 31196.588),(16 32693.71),(17 33944.805),(18 33924.207),(19 33353.652),(20 32963.17),(21 32486.953),(22 32188.818),(23 32296.025),(24 32743.436),(25 32695.154),(26 31436.758),(27 31951.236),(28 33519.84),(29 33999.32),(30 33197.28),(31 32859.27),(32 31787.762),(33 31052.246),(34 33086.676),(35 34660.816),(36 34515.367),(37 33824.766),(38 32408.248),(39 32468.861),(40 33566.02),(41 35786.85),(42 35524.8),(43 34683.89),(44 34041.51),(45 35579.43),(46 36414.754),(47 37686.156),(48 37373.19),(49 36203.734),(50 34779.664),(51 36656.742),(52 38670.02),(53 38861.797),(54 36862.66),(55 36805.535),(56 36854.734),(57 38014.375),(58 38245.902),(59 37070.77),(60 37591.875),(61 36514.207),(62 36751.28),(63 38974.105),(64 39343.645),(65 39967.63),(66 38099.47),(67 38161.953),(68 38098.13),(69 39028.836),(70 38946.15),(71 38663),(72 39154.367),(73 38183.652),(74 38923.008),(75 40610.21),(76 40305.875),(77 39322.137),(78 38205.78),(79 38252.14),
(1 18577.156),(2 26030.873),(3 29284.754),(4 30576.94),(5 31885.742),(6 28966.703),(7 29466.656),(8 31874.9),(9 35118.055),(10 35481.336),(11 32879.223),(12 31032.773),(13 31815.977),(14 31135.893),(15 32594.98),(16 33872.457),(17 34817.824),(18 35406.89),(19 34591.043),(20 34613.08),(21 34342.43),(22 33518.617),(23 33964.652),(24 33871.957),(25 34620.996),(26 33213.88),(27 33448.42),(28 34514.074),(29 34633.184),(30 34202.13),(31 33792.953),(32 32415.172),(33 31305.322),(34 32908.31),(35 34569.168),(36 34921.684),(37 33440.688),(38 32256.672),(39 31690.006),(40 32506.164),(41 34808.082),(42 35493.67),(43 34918.742),(44 33894.797),(45 34785.688),(46 35450.08),(47 37438.832),(48 37955.547),(49 36518.887),(50 34886.395),(51 36161.758),(52 37438.535),(53 37814.535),(54 36709.7),(55 36939.492),(56 36732.53),(57 37721.758),(58 38963.37),(59 38115.594),(60 38252.133),(61 36475.94),(62 36322.46),(63 38502.96),(64 39574.51),(65 39811.01),(66 38307.934),(67 37174.453),(68 37482.28),(69 38218.465),(70 38639.08),(71 38391.723),(72 38744.15),(73 37718.18),(74 38473.71),(75 40121.9),(76 40665.227),(77 39650.133),(78 38933.26),(79 38422.473),
(1 17859.22),(2 24774.695),(3 27903.492),(4 29392.592),(5 30569.912),(6 27715.46),(7 28160.318),(8 30853.633),(9 33947.324),(10 33968.53),(11 31567.496),(12 30009.494),(13 29842.627),(14 29500.965),(15 30861.975),(16 32354.588),(17 32445.2),(18 33370.76),(19 32722.512),(20 32253.822),(21 32262.154),(22 30884.7),(23 32237.174),(24 32580.066),(25 33506.797),(26 32365.164),(27 31677.275),(28 32412.732),(29 32461.125),(30 32704.129),(31 32443.373),(32 31161.264),(33 29687.438),(34 30869.563),(35 32779.508),(36 33248.996),(37 32347.139),(38 30828.78),(39 30069.424),(40 30873.826),(41 33128.086),(42 34170.484),(43 34105.4),(44 33162.465),(45 33440.195),(46 33878.836),(47 35787.69),(48 36504.734),(49 35390.926),(50 33367.01),(51 34417.227),(52 36276.39),(53 36686.555),(54 35677.598),(55 35673.76),(56 35782.15),(57 36012.836),(58 36955.063),(59 37115.336),(60 37236.938),(61 35173.66),(62 35120.766),(63 36959.242),(64 38337.156),(65 38363.6),(66 37013.32),(67 36066.46),(68 36275.414),(69 37325.367),(70 37372.926),(71 37067.313),(72 37226.906),(73 35876.566),(74 36583.4),(75 37906.85),(76 38905.184),(77 38009.402),(78 37234.16),(79 36792.69),
(1 17441.604),(2 24026.248),(3 26788.355),(4 28702.412),(5 29570.574),(6 26759.406),(7 27238.398),(8 29681.623),(9 32808.434),(10 32834.555),(11 30574.756),(12 29368.654),(13 29012.766),(14 29018.242),(15 30126.824),(16 31290.465),(17 31524.666),(18 31859.4),(19 32353.494),(20 31357.393),(21 31829.342),(22 30221.393),(23 30698.361),(24 31219.838),(25 32296.229),(26 31983.314),(27 30718.053),(28 31486.521),(29 31376.03),(30 31258.504),(31 31397.87),(32 30546.443),(33 29328.521),(34 29673.52),(35 31518.393),(36 32036.984),(37 31111.893),(38 29899.164),(39 29003.988),(40 29146.42),(41 31508.984),(42 32585.225),(43 32585.918),(44 31952.826),(45 31740.715),(46 32081.643),(47 33476.53),(48 34173.63),(49 33476.344),(50 31692.654),(51 31851.254),(52 33845.344),(53 34437.195),(54 33945.21),(55 34109.07),(56 34099.664),(57 34214.15),(58 34965.824),(59 35416.105),(60 36005.49),(61 34101.39),(62 33594.08),(63 34840.348),(64 35876.35),(65 36365.465),(66 34903.16),(67 34230.555),(68 34721.58),(69 35753.504),(70 36005.66),(71 35926.957),(72 35770.277),(73 34471.992),(74 35009.184),(75 36221.69),(76 37228.492),(77 36436.24),(78 35450.176),(79 35094.285),
(1 17434.732),(2 23493.494),(3 26035.807),(4 28196.418),(5 28727.41),(6 26229.578),(7 26576.857),(8 28745.246),(9 31898.055),(10 31033.074),(11 29137.172),(12 28688.484),(13 28300.533),(14 28298.11),(15 30272.31),(16 31171.922),(17 32045.898),(18 31038.568),(19 32084.203),(20 31262.154),(21 31033.559),(22 29989.934),(23 30641.742),(24 30912.252),(25 32030.547),(26 32494.814),(27 30814.166),(28 31319.797),(29 31227.895),(30 31413.023),(31 31654.139),(32 31347.986),(33 30060.44),(34 29169.602),(35 31369.654),(36 32259.404),(37 31091.893),(38 30194.479),(39 29547.361),(40 29404.021),(41 31411.17),(42 32710.496),(43 32920.184),(44 31595.309),(45 31329.494),(46 31206.234),(47 32202.854),(48 33009.664),(49 33004.355),(50 31403.938),(51 31268.941),(52 32919.63),(53 33908.457),(54 33862.367),(55 33469.043),(56 33076.14),(57 33580.008),(58 34377.98),(59 34693.902),(60 35434.85),(61 33325.08),(62 32948),(63 34433.875),(64 35854.105),(65 36175.996),(66 35061.156),(67 34156.8),(68 34951.027),(69 35538.996),(70 35926.813),(71 35810.195),(72 35647),(73 34349.902),(74 34404.24),(75 35254.855),(76 36557.875),(77 35877.895),(78 34737.49),(79 33884.52),
(1 17701.533),(2 23593.357),(3 25386.654),(4 27317.242),(5 28026.08),(6 25805.75),(7 25915.572),(8 28011.58),(9 31874.824),(10 30714.258),(11 28757.996),(12 28394.34),(13 28075.94),(14 27796.66),(15 29610.885),(16 30755.639),(17 31527.824),(18 30578.773),(19 31352.248),(20 31022.084),(21 30341.31),(22 29706.344),(23 30599.58),(24 30728.277),(25 31742.031),(26 32468.66),(27 30635.16),(28 31166.594),(29 31003.965),(30 31710.855),(31 31751.766),(32 32001.377),(33 30520.299),(34 28540.457),(35 30007.563),(36 31330.123),(37 30577.297),(38 29960.793),(39 30098.76),(40 29657.732),(41 30632.535),(42 32807.156),(43 33264.188),(44 31837.857),(45 31485.418),(46 31058.059),(47 31963.686),(48 32611.354),(49 32258.123),(50 31413.924),(51 30399.563),(52 31440.52),(53 32861.215),(54 33253.41),(55 32810.336),(56 32251.643),(57 32617.408),(58 33817.375),(59 34322.77),(60 34639.73),(61 32872.965),(62 31804.094),(63 33003.793),(64 34663.895),(65 35443.547),(66 34827.008),(67 33520.53),(68 34024.715),(69 34654.03),(70 35238.48),(71 34847.902),(72 34374.62),(73 33138.867),(74 33538.65),(75 34230.594),(76 35665.85),(77 35734.914),(78 34837.53),(79 34007.26),
(1 17413.475),(2 23221.1),(3 24796.348),(4 26673.848),(5 27763.793),(6 25687.406),(7 26056.773),(8 27702.8),(9 31953.008),(10 30630.137),(11 28019.506),(12 27789.889),(13 27466.547),(14 27611.021),(15 29272.754),(16 30675.057),(17 31220.531),(18 30519.904),(19 30319.766),(20 30823.088),(21 30118.695),(22 29380.906),(23 30173.521),(24 30997.498),(25 31858.936),(26 32133.94),(27 31017.814),(28 31059.127),(29 31135.588),(30 31807.9),(31 31575.035),(32 32239.396),(33 30884.646),(34 28971.883),(35 29658.283),(36 31147.629),(37 30819.512),(38 29908.025),(39 30069.523),(40 29782.385),(41 30199.125),(42 31966.611),(43 32703.938),(44 31728.875),(45 30636.26),(46 30624.623),(47 31226.291),(48 31366.227),(49 31667.996),(50 31215.531),(51 30249.816),(52 30738.152),(53 32116.676),(54 32716.84),(55 32584.658),(56 31934.492),(57 31979.447),(58 33277.137),(59 33709.38),(60 34453.168),(61 32496.324),(62 31855.938),(63 32238.602),(64 33890.902),(65 34875.906),(66 34895.09),(67 33678.555),(68 33892.867),(69 34180.047),(70 35037.17),(71 34654.156),(72 33805.297),(73 32880.293),(74 33536.074),(75 34596.43),(76 36166.234),(77 36270.793),(78 35581.4),(79 34616.137),
(1 16054.356),(2 21571.086),(3 23117.033),(4 25392.111),(5 26149.64),(6 24877.02),(7 25051.986),(8 26168.252),(9 29652.258),(10 28935.418),(11 26386.57),(12 26557.555),(13 26329.586),(14 26383.111),(15 28171.848),(16 29314.508),(17 29604.072),(18 29099.434),(19 28399.008),(20 28935.217),(21 28463.133),(22 27862.55),(23 28190.924),(24 28975.38),(25 30424.873),(26 30261.873),(27 29689.363),(28 29543.785),(29 29904.367),(30 30590.238),(31 30321.924),(32 31390.727),(33 30303.531),(34 28325.666),(35 28525.85),(36 29524.574),(37 29506.613),(38 28727.54),(39 29282.732),(40 29080.72),(41 29306.668),(42 30452.555),(43 31648.846),(44 31034.443),(45 30106.684),(46 30158.287),(47 30075.043),(48 30190.742),(49 30949.5),(50 30715.617),(51 30005.623),(52 30049.207),(53 30770.72),(54 31400.975),(55 31410.607),(56 31175.11),(57 30792.592),(58 31923.943),(59 32293.61),(60 33514.734),(61 31807.326),(62 31288.51),(63 31626.84),(64 32558.393),(65 33942.52),(66 34037.01),(67 32897.605),(68 33457.652),(69 33514.63),(70 34387.676),(71 33950.285),(72 33090.094),(73 32543.049),(74 32860.477),(75 34129.66),(76 35391.83),(77 35444.207),(78 34738.48),(79 34239.94),
(1 16719.305),(2 22157.844),(3 23678.393),(4 25604.496),(5 26119.13),(6 24939.422),(7 24308.936),(8 25854.646),(9 28800.248),(10 28141.303),(11 26857.941),(12 26975.996),(13 26893.475),(14 26833.844),(15 28684.807),(16 29747.55),(17 29949.64),(18 29744.324),(19 28773.365),(20 29168.887),(21 29008.773),(22 29108.088),(23 29236.232),(24 29038.053),(25 30900.24),(26 31015.105),(27 30725.14),(28 30661.967),(29 31132.316),(30 31964.756),(31 31133.549),(32 31835.049),(33 31360.322),(34 29433.08),(35 29330.186),(36 30499.799),(37 30613.068),(38 30051.51),(39 30621.523),(40 30566.367),(41 30398.164),(42 31214.336),(43 32229.578),(44 32066.672),(45 31602.996),(46 31167.297),(47 31108.281),(48 31256.846),(49 31835.172),(50 32254.922),(51 31341.719),(52 31458.477),(53 31255.928),(54 32006.127),(55 31616.35),(56 32262.49),(57 31849.666),(58 32496.412),(59 32860.332),(60 33832.707),(61 32714.945),(62 31909.006),(63 32079.729),(64 32726.797),(65 34606.484),(66 34866.066),(67 33761.293),(68 34396.22),(69 34054.824),(70 35071.105),(71 34380.34),(72 33440.777),(73 32975.125),(74 33017.313),(75 34189.934),(76 35245.105),(77 35003.77),(78 34786.29),(79 34902.145),
(1 16048.9375),(2 21320.152),(3 22548.785),(4 24465.102),(5 24777.287),(6 23673.686),(7 23252.553),(8 25043.432),(9 27471.35),(10 26455.662),(11 26057.264),(12 26156.625),(13 26012.162),(14 25746.424),(15 27227.639),(16 28328.379),(17 28347.242),(18 28006.102),(19 26864.695),(20 27096.338),(21 26860.951),(22 27788.096),(23 28028.99),(24 27775.832),(25 28537.43),(26 28842.406),(27 29182.479),(28 29342.275),(29 29475.055),(30 30354.006),(31 29629.646),(32 29773.002),(33 29698.117),(34 28123.924),(35 27664.926),(36 28950.588),(37 29432.982),(38 29095.574),(39 29961.895),(40 29470.707),(41 28484.336),(42 28701.295),(43 29717.36),(44 30361.287),(45 30299.002),(46 29724.586),(47 30030.646),(48 29437.498),(49 29950.268),(50 30787.43),(51 30724.648),(52 30318.21),(53 29790.613),(54 30507.447),(55 30627.904),(56 30990.492),(57 30516.328),(58 30727.008),(59 31210.693),(60 31984.555),(61 31356.908),(62 30897.71),(63 30573.34),(64 31331.74),(65 32777.523),(66 33242.016),(67 32472.135),(68 32798.094),(69 32127.412),(70 32907.555),(71 32316.049),(72 31584.766),(73 31406.021),(74 31621.506),(75 32528.1),(76 33498.242),(77 32834.434),(78 32507.902),(79 32808.05),
(1 15834.388),(2 21185.625),(3 21745.184),(4 24089.514),(5 24398.387),(6 23304.49),(7 23050.227),(8 24740.754),(9 27396.293),(10 25312.113),(11 25163.54),(12 26153.51),(13 25554.002),(14 25526.506),(15 27042.62),(16 28146.033),(17 27692.2),(18 27392.666),(19 27064.158),(20 27083.064),(21 26814.783),(22 28191.928),(23 28873.22),(24 28270.994),(25 28057.76),(26 27960.023),(27 28374.53),(28 28887.945),(29 28792.031),(30 29729.564),(31 29214.754),(32 29182.82),(33 29214.297),(34 28244.963),(35 27980.508),(36 29120.762),(37 30258.379),(38 30254.486),(39 30836.332),(40 30174.316),(41 29043.957),(42 29077.154),(43 30106.205),(44 30902.2),(45 30863.688),(46 30383.201),(47 30391.951),(48 29716.848),(49 30306.18),(50 31223.99),(51 31620.445),(52 31010.594),(53 30294.088),(54 30390.031),(55 30769.117),(56 30763.092),(57 30159.322),(58 30450.555),(59 31108.05),(60 32108.248),(61 31633.195),(62 31512.81),(63 31409.693),(64 32331.348),(65 33572.035),(66 34055.844),(67 33611.582),(68 33739.723),(69 32843.5),(70 33052.98),(71 32995.086),(72 32639.127),(73 32881.117),(74 32790.93),(75 33461.145),(76 34363.59),(77 34156.137),(78 34043.53),(79 34234.813),
(1 15331.74),(2 21066.344),(3 21113.133),(4 23779.895),(5 24158.533),(6 22899.4),(7 22627.582),(8 23798.537),(9 26595.63),(10 23931),(11 23394.85),(12 25364.947),(13 24760.242),(14 24795.05),(15 26296.623),(16 27248.979),(17 26714.824),(18 26282.36),(19 26209.049),(20 26264.922),(21 25651.152),(22 26836.996),(23 27671.555),(24 27039.008),(25 26915.148),(26 27228.754),(27 27797.459),(28 28124.244),(29 28057.041),(30 28839.213),(31 28349.158),(32 28351.672),(33 28364.244),(34 27714.752),(35 27611.205),(36 28561.684),(37 29756.648),(38 29516.443),(39 29722.525),(40 29505.125),(41 28330.479),(42 27942.186),(43 28993.494),(44 29579.748),(45 29583.172),(46 29176.436),(47 29178.895),(48 28418.67),(49 28940.625),(50 30076.273),(51 30193.166),(52 29339.037),(53 28398.4),(54 28314.498),(55 29204.684),(56 28838.04),(57 28635.77),(58 28871.97),(59 29473.035),(60 30120.324),(61 30176.031),(62 30319.69),(63 29990.074),(64 30517.438),(65 31531.559),(66 32266.273),(67 31680.83),(68 31811.31),(69 31033.463),(70 30562.475),(71 30556.088),(72 31215.31),(73 31497.182),(74 31732.709),(75 31903.842),(76 32464.738),(77 32376.008),(78 32501.06),(79 32472.37),
(1 14779.549),(2 20544.424),(3 20538.822),(4 23130.8),(5 23356.463),(6 22319.11),(7 22348.07),(8 23429.914),(9 25989.303),(10 23827.836),(11 23122.805),(12 25035.723),(13 24617.684),(14 24325.176),(15 25779.5),(16 26560.889),(17 26440.1),(18 25672.352),(19 25806.97),(20 25771.48),(21 25016.557),(22 26247.725),(23 27244.04),(24 27705.393),(25 26898.004),(26 27063.02),(27 27529.74),(28 27825.248),(29 28082.715),(30 28423.277),(31 28125.828),(32 27632.213),(33 27972.234),(34 28232.836),(35 27899.213),(36 28741.982),(37 29844.178),(38 29654.912),(39 29697.908),(40 29643.69),(41 28430.7),(42 27370.096),(43 28517.313),(44 29582.59),(45 29981.516),(46 29136.984),(47 29004.986),(48 28130.607),(49 28303.98),(50 29889.557),(51 30270.926),(52 29306.152),(53 28526.252),(54 28506.361),(55 29262.545),(56 28792.043),(57 28967.635),(58 29474.074),(59 29270.357),(60 29598.613),(61 29771.96),(62 30236.648),(63 29484.832),(64 30188.861),(65 31276.73),(66 31526.063),(67 31460.424),(68 31208.256),(69 30837.184),(70 30459.611),(71 30199.834),(72 31187.035),(73 31635.896),(74 31622.867),(75 31517.623),(76 31720.367),(77 31815.152),(78 31944.793),(79 31813.63),
(1 14627.71),(2 20416.094),(3 20950.623),(4 22967.46),(5 23384.17),(6 22318.852),(7 22131.965),(8 23112.164),(9 25597.816),(10 23664.426),(11 22933.61),(12 24616.572),(13 24344.715),(14 24046.602),(15 25383.242),(16 26420.197),(17 26174.777),(18 25312.162),(19 26249.193),(20 26074.03),(21 25155.506),(22 26114.861),(23 26909.85),(24 27412.533),(25 26301.453),(26 26938.4),(27 27376.852),(28 27409.69),(29 27429.197),(30 27656.201),(31 27733.936),(32 26760.213),(33 26911.201),(34 27592.184),(35 27237.123),(36 27763.563),(37 28856.082),(38 29138.799),(39 28900.338),(40 28598.428),(41 27565.346),(42 26419.393),(43 27467.752),(44 28677.959),(45 29466.488),(46 28864.258),(47 28332.428),(48 27925.807),(49 27953.256),(50 29228.355),(51 29566.291),(52 28559.824),(53 27611.664),(54 27620.361),(55 27761.334),(56 27598.195),(57 28101.787),(58 28782.645),(59 28486.477),(60 28235.574),(61 28449.902),(62 29481.492),(63 28634.889),(64 29242.256),(65 29782.768),(66 29973.873),(67 29919.398),(68 30033.063),(69 29777.527),(70 30003.803),(71 29132.414),(72 30321.018),(73 30679.504),(74 30791.813),(75 30780.795),(76 30670.086),(77 30595.13),(78 30951.057),(79 30639.86),
(1 13968.942),(2 19472.879),(3 20031.43),(4 21592.559),(5 22064.475),(6 21186.86),(7 21588.623),(8 22822.617),(9 24926.04),(10 23462.363),(11 22525.611),(12 23691.31),(13 23682.533),(14 23791.494),(15 24876.74),(16 26408.895),(17 25824.84),(18 24901.713),(19 25506.98),(20 25302.646),(21 24653.99),(22 25079.56),(23 26265.012),(24 26767.803),(25 25633.996),(26 26542.61),(27 26687.059),(28 26896.248),(29 26895.814),(30 26358.021),(31 26807.383),(32 25715.807),(33 25544.066),(34 26603.64),(35 26764.62),(36 27249.012),(37 27988.678),(38 28030.395),(39 27922.24),(40 27988.186),(41 27468.098),(42 26228.676),(43 26923.293),(44 27740.441),(45 28691.877),(46 28544.139),(47 28097.39),(48 27659.22),(49 27695.98),(50 28494.188),(51 29638.078),(52 28712.063),(53 27337.963),(54 26984.654),(55 27184.223),(56 27483.62),(57 27544.182),(58 28331.695),(59 28181.637),(60 27697.213),(61 27623.252),(62 28387.043),(63 28068.863),(64 28437.244),(65 28797.346),(66 28642.092),(67 28328.102),(68 28986.105),(69 28878.086),(70 28853.803),(71 28327.664),(72 29440.063),(73 29205.314),(74 30060.496),(75 29868.094),(76 29534.94),(77 29529.67),(78 29555.514),(79 29277.96),
(1 13891.176),(2 19138.781),(3 19950.168),(4 21132.105),(5 21535.53),(6 20586.137),(7 21274.71),(8 22887.316),(9 23824.557),(10 22518.88),(11 21722.762),(12 23119.62),(13 23267.193),(14 23483.248),(15 24507.91),(16 25731.725),(17 24685.363),(18 23554.582),(19 24069.96),(20 24182.604),(21 24123.21),(22 24180.498),(23 25535.568),(24 26055.55),(25 25186.371),(26 25674.686),(27 25757.977),(28 26088.406),(29 26177.227),(30 25660.6),(31 26101.621),(32 25148.791),(33 24831.598),(34 26397.703),(35 26963.242),(36 27550.201),(37 27695.16),(38 27011.285),(39 27297.809),(40 27769.123),(41 27932.818),(42 26498.15),(43 26944.404),(44 27562.074),(45 28302.1),(46 28346.541),(47 28009.277),(48 27528.305),(49 27220.568),(50 27677.162),(51 29133.004),(52 28508.4),(53 26826.217),(54 26398.975),(55 26866.342),(56 27037.424),(57 26949.975),(58 27886.893),(59 27951.27),(60 27102.28),(61 26157.41),(62 26705.059),(63 26316.287),(64 27560.846),(65 27619.025),(66 26998.033),(67 26926.75),(68 28036.957),(69 28283.258),(70 27588.031),(71 27526.363),(72 28489.107),(73 28381.45),(74 28860.451),(75 28557.145),(76 28077.191),(77 28154.373),(78 28277.24),(79 28058.059),
(1 13128.175),(2 18282.184),(3 19067.824),(4 20114.79),(5 20650.148),(6 19312.744),(7 20492.287),(8 21784.826),(9 22324.717),(10 20994.008),(11 20871.604),(12 22163.46),(13 22545.074),(14 22218.813),(15 23098.12),(16 24423.754),(17 22944.412),(18 22670.342),(19 22931.814),(20 23120.285),(21 23250.324),(22 23209.416),(23 24032.604),(24 24226.912),(25 23978.438),(26 24266.588),(27 24192.258),(28 24289.768),(29 24329.33),(30 24232.34),(31 24355.012),(32 23848.098),(33 23746.281),(34 24531.658),(35 25160.043),(36 25920.66),(37 26096.74),(38 25763.25),(39 25198.988),(40 25333.234),(41 25902.469),(42 25293.637),(43 25982.959),(44 26638.408),(45 27151.248),(46 26918.87),(47 26426.27),(48 26226.365),(49 25923.746),(50 26215.258),(51 27379.068),(52 26951.973),(53 25960.902),(54 25779.418),(55 26107.027),(56 26042.355),(57 26194.342),(58 26915.72),(59 26992.441),(60 26063.037),(61 25292.66),(62 25558.06),(63 25585.68),(64 26546.098),(65 26495.541),(66 25527.004),(67 25429.72),(68 26457.154),(69 26922.99),(70 26438.791),(71 26209.088),(72 26820.941),(73 27147.557),(74 27578.639),(75 27467.105),(76 26684.129),(77 26651.467),(78 26944.213),(79 26941.129),
