1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 714008.2),(2 1067991.6),(3 1471366.1),(4 1868544.9),(5 2252515.8),(6 2607683.8),(7 2981090.3),(8 3402714.8),(9 3809187.3),(10 3231053.8),(11 3255935.3),(12 3251681.3),(13 3313253.3),(14 3403047),(15 3511021.8),(16 3639858),(17 3768470.3),(18 3854801.8),(19 3904216),(20 3937774),(21 3968401),(22 3849005.3),(23 3703113),(24 3520479),(25 3295528),(26 3025407),(27 2747708.3),(28 2465193.8),(29 2226918.8),(30 1960258),(31 2007884.5),(32 2020715),(33 2067974.9),(34 2135062.5),(35 2135757),(36 2151480),(37 2138730.3),(38 2123256.8),(39 2101949.3),(40 2053366.6),(41 2074621.9),(42 2079447.4),(43 2087235.6),(44 2145567.3),(45 2220987.3),(46 2316557.3),(47 2377820.3),(48 2454106),(49 2543483.8),(50 2579086.8),(51 2610677),(52 2626969.3),(53 2631613.3),(54 2616912.3),(55 2598973.3),(56 2598991.3),(57 2605653.3),(58 2585702),(59 2582663.3),(60 2523892),(61 2492739.3),(62 2445736),(63 2420694.5),(64 2396454.3),(65 2374963),(66 2330044.8),(67 2282474.8),(68 2274682.8),(69 2291338.5),(70 2296390),(71 2335079.3),(72 2376932),(73 2454037.8),(74 2533252.8),(75 2615904.8),(76 2689193.3),(77 2778577.5),(78 2831087),(79 2876738.8),
(1 35.574116),(2 45.63654),(3 51.48471),(4 55.119217),(5 58.272118),(6 59.31457),(7 60.846836),(8 61.556698),(9 62.35228),(10 63.59992),(11 63.95523),(12 64.22323),(13 64.612274),(14 65.23995),(15 65.50833),(16 65.44484),(17 66.35633),(18 66.67084),(19 66.6095),(20 66.0751),(21 66.207565),(22 67.37021),(23 67.48917),(24 67.78593),(25 69.13926),(26 68.80643),(27 68.955246),(28 69.08335),(29 68.691505),(30 68.36187),(31 68.52502),(32 68.508766),(33 69.09344),(34 70.278496),(35 70.38881),(36 71.70266),(37 71.903755),(38 72.23151),(39 72.029465),(40 72.159454),(41 72.626015),(42 74.17166),(43 73.50994),(44 73.08838),(45 73.41556),(46 73.884026),(47 74.16546),(48 74.0097),(49 74.893166),(50 75.26844),(51 75.119286),(52 75.55563),(53 76.31729),(54 76.32976),(55 75.9659),(56 76.546715),(57 75.56437),(58 76.80518),(59 75.98704),(60 76.49052),(61 76.713806),(62 76.69251),(63 76.36866),(64 76.28911),(65 76.21209),(66 76.277725),(67 76.413086),(68 76.02291),(69 76.28189),(70 76.18175),(71 75.56082),(72 75.80835),(73 75.8629),(74 75.24075),(75 74.89432),(76 74.16274),(77 74.39036),(78 74.433235),(79 74.40929),
(1 34.502396),(2 43.72868),(3 48.73699),(4 52.361336),(5 55.094486),(6 56.68672),(7 57.30895),(8 58.270153),(9 59.445026),(10 60.22416),(11 60.720516),(12 61.329357),(13 61.418247),(14 61.606247),(15 62.15691),(16 62.268494),(17 62.6092),(18 63.36826),(19 63.33803),(20 63.215298),(21 63.795643),(22 64.51127),(23 64.327415),(24 65.242226),(25 66.0655),(26 66.06144),(27 65.97139),(28 66.67378),(29 67.06892),(30 67.47011),(31 67.515076),(32 67.88286),(33 68.02232),(34 69.1038),(35 69.03875),(36 69.619965),(37 70.811104),(38 70.783585),(39 71.27495),(40 71.06659),(41 71.0555),(42 71.38171),(43 71.45838),(44 71.32484),(45 71.79597),(46 71.37805),(47 71.774284),(48 72.254425),(49 71.849754),(50 72.53153),(51 73.374916),(52 73.63322),(53 73.99768),(54 74.42494),(55 74.14377),(56 74.1807),(57 73.93663),(58 74.8545),(59 74.442375),(60 74.56273),(61 74.38975),(62 73.81714),(63 74.22635),(64 74.542244),(65 74.65439),(66 74.36349),(67 74.68338),(68 75.01847),(69 74.60043),(70 75.36089),(71 75.18652),(72 75.56639),(73 75.38731),(74 75.1271),(75 75.01593),(76 74.1204),(77 73.94748),(78 73.85307),(79 73.887146),
(1 34.601814),(2 44.041653),(3 49.527416),(4 52.81194),(5 55.64109),(6 57.763527),(7 58.974285),(8 59.909626),(9 60.49807),(10 61.495075),(11 61.66992),(12 62.35102),(13 62.826424),(14 63.515667),(15 63.705753),(16 64.78802),(17 65.36807),(18 65.336105),(19 65.488846),(20 65.483536),(21 66.43666),(22 66.97237),(23 67.02079),(24 67.65251),(25 68.220695),(26 68.788315),(27 68.44975),(28 67.66986),(29 67.90949),(30 68.790474),(31 68.85542),(32 68.907166),(33 68.69764),(34 70.38445),(35 70.34265),(36 71.29007),(37 71.95682),(38 72.85701),(39 72.85017),(40 72.57458),(41 72.731705),(42 72.96449),(43 74.202995),(44 73.732376),(45 73.44424),(46 73.95272),(47 74.4173),(48 74.53629),(49 74.51986),(50 74.33827),(51 74.57355),(52 74.64669),(53 75.02197),(54 75.73746),(55 75.370514),(56 75.700775),(57 76.054),(58 76.656746),(59 75.632996),(60 75.90001),(61 75.38789),(62 75.39974),(63 75.08992),(64 75.82711),(65 75.851234),(66 75.74964),(67 76.043434),(68 76.34677),(69 75.80752),(70 76.245964),(71 75.49931),(72 75.38303),(73 75.54712),(74 75.33766),(75 74.79122),(76 74.675514),(77 74.066826),(78 73.94397),(79 73.88452),
(1 34.397976),(2 43.61184),(3 49.110622),(4 52.84981),(5 55.378624),(6 57.31463),(7 58.224155),(8 58.86453),(9 59.553337),(10 59.817535),(11 59.99662),(12 60.31935),(13 60.558067),(14 61.863358),(15 62.056942),(16 62.38383),(17 62.748524),(18 63.407894),(19 63.894566),(20 63.67489),(21 63.945198),(22 64.70595),(23 64.32506),(24 64.68631),(25 65.52546),(26 65.29998),(27 66.07261),(28 66.27869),(29 66.613686),(30 66.90544),(31 66.57469),(32 67.09797),(33 67.16192),(34 68.691246),(35 69.05687),(36 69.75494),(37 69.75077),(38 70.055565),(39 70.35883),(40 69.71593),(41 70.32941),(42 70.47554),(43 70.57061),(44 70.70473),(45 71.53316),(46 72.57731),(47 72.29393),(48 72.46732),(49 72.60881),(50 72.437256),(51 72.67134),(52 72.54299),(53 72.62847),(54 73.03024),(55 72.68362),(56 72.73879),(57 72.903595),(58 73.60155),(59 73.897354),(60 73.50478),(61 73.50594),(62 73.60093),(63 72.80486),(64 73.75583),(65 74.04659),(66 74.180954),(67 73.15623),(68 73.07276),(69 73.56552),(70 74.4169),(71 73.810684),(72 73.40574),(73 73.98521),(74 74.10933),(75 74.10891),(76 74.1655),(77 74.44448),(78 74.16971),(79 73.92364),
(1 33.930264),(2 43.39366),(3 48.504375),(4 52.129356),(5 55.025097),(6 56.676563),(7 58.061543),(8 58.597237),(9 59.65595),(10 60.94382),(11 60.95899),(12 61.24652),(13 62.35153),(14 63.377487),(15 63.42048),(16 64.47125),(17 64.55558),(18 65.20216),(19 65.38056),(20 65.055695),(21 65.31203),(22 66.230225),(23 66.39154),(24 67.01738),(25 66.828964),(26 66.70459),(27 66.826004),(28 66.77123),(29 67.255516),(30 67.55996),(31 67.38881),(32 67.51317),(33 67.76692),(34 68.919685),(35 68.541565),(36 69.266266),(37 69.85351),(38 70.92589),(39 71.2359),(40 71.754234),(41 71.56846),(42 72.00979),(43 71.84708),(44 72.42392),(45 72.45477),(46 72.34363),(47 72.61999),(48 72.66716),(49 72.947395),(50 73.38059),(51 73.26056),(52 73.32197),(53 73.97484),(54 74.19538),(55 74.006516),(56 74.2967),(57 73.86567),(58 75.26697),(59 74.38579),(60 74.62192),(61 74.38594),(62 74.409645),(63 74.54897),(64 74.6589),(65 74.76254),(66 74.28507),(67 74.26153),(68 74.55032),(69 74.16171),(70 74.717),(71 74.69636),(72 73.866875),(73 74.37523),(74 73.91944),(75 72.93489),(76 72.779976),(77 73.29901),(78 73.670166),(79 73.62402),
(1 34.35545),(2 43.26939),(3 48.53378),(4 51.839912),(5 54.839577),(6 56.108173),(7 57.63888),(8 57.72646),(9 58.734875),(10 59.51014),(11 59.44903),(12 59.655205),(13 60.01151),(14 60.761684),(15 61.070637),(16 61.361626),(17 61.57276),(18 61.806606),(19 61.83059),(20 61.629196),(21 62.269196),(22 63.10012),(23 63.681843),(24 64.24151),(25 64.76009),(26 65.02724),(27 65.40309),(28 66.02975),(29 66.341446),(30 66.3643),(31 65.99753),(32 66.45419),(33 66.99714),(34 67.91354),(35 67.627914),(36 68.45567),(37 68.65856),(38 69.02909),(39 69.30215),(40 69.35845),(41 70.04961),(42 69.88665),(43 70.10104),(44 70.56696),(45 70.38133),(46 69.89935),(47 69.631676),(48 69.56323),(49 69.438705),(50 69.38144),(51 69.55578),(52 69.80141),(53 70.69863),(54 70.72762),(55 70.13348),(56 70.520836),(57 70.65245),(58 71.69852),(59 71.459694),(60 72.56047),(61 72.04801),(62 71.81484),(63 72.33916),(64 73.01397),(65 72.64552),(66 72.372765),(67 71.77958),(68 71.98645),(69 71.60569),(70 72.024765),(71 71.42319),(72 71.37804),(73 72.22769),(74 72.27656),(75 71.896515),(76 72.09182),(77 72.07373),(78 71.9825),(79 72.20856),
(1 34.820885),(2 43.2461),(3 48.6373),(4 52.22224),(5 54.946896),(6 56.295464),(7 57.14514),(8 58.45821),(9 59.133904),(10 59.65208),(11 60.346725),(12 61.02381),(13 61.4612),(14 62.340015),(15 62.60989),(16 63.197083),(17 63.238346),(18 63.29719),(19 63.41237),(20 63.67309),(21 63.936493),(22 65.06277),(23 65.52831),(24 66.327995),(25 66.51352),(26 67.007965),(27 67.43945),(28 67.494385),(29 67.76133),(30 67.91027),(31 67.8669),(32 67.69566),(33 68.586464),(34 69.29376),(35 69.27046),(36 69.430786),(37 70.68205),(38 70.56488),(39 71.06376),(40 71.00797),(41 71.62868),(42 71.09846),(43 71.01092),(44 71.487946),(45 71.62125),(46 71.60382),(47 72.12549),(48 71.64594),(49 72.37233),(50 72.80749),(51 73.05786),(52 73.30402),(53 72.97045),(54 73.42245),(55 73.37166),(56 72.61529),(57 73.09465),(58 73.46074),(59 73.51619),(60 73.354614),(61 73.46859),(62 73.23284),(63 73.45533),(64 73.32552),(65 73.50394),(66 73.12268),(67 72.30578),(68 72.32572),(69 72.02832),(70 73.08482),(71 72.591415),(72 73.18973),(73 72.63563),(74 72.23372),(75 72.263824),(76 72.54104),(77 72.38018),(78 72.876335),(79 72.91641),
(1 34.75028),(2 43.668694),(3 49.06058),(4 52.853207),(5 55.58752),(6 57.188377),(7 58.04943),(8 58.72162),(9 58.588932),(10 60.38658),(11 60.286476),(12 60.69345),(13 60.921196),(14 62.086475),(15 61.6002),(16 61.66059),(17 62.606064),(18 63.527344),(19 63.95343),(20 64.06957),(21 64.67385),(22 65.39046),(23 64.30043),(24 64.900085),(25 64.9915),(26 65.08473),(27 65.04937),(28 65.05981),(29 65.66662),(30 66.280716),(31 66.623955),(32 67.20359),(33 67.29728),(34 68.91798),(35 68.73058),(36 69.20806),(37 69.54782),(38 69.82789),(39 69.88215),(40 69.97814),(41 70.43562),(42 70.942406),(43 70.71837),(44 70.31638),(45 71.28237),(46 71.451614),(47 72.221436),(48 72.45029),(49 71.99812),(50 71.71504),(51 72.09306),(52 72.69822),(53 72.805275),(54 73.1298),(55 72.945526),(56 72.30291),(57 72.281876),(58 73.53408),(59 73.14113),(60 73.318726),(61 73.38347),(62 73.80258),(63 73.7722),(64 73.99676),(65 73.584145),(66 73.61863),(67 73.73249),(68 74.04646),(69 73.415146),(70 73.81862),(71 73.1448),(72 73.62388),(73 73.30857),(74 73.132645),(75 73.161026),(76 72.7287),(77 72.823296),(78 73.35561),(79 73.23984),
(1 34.67507),(2 43.072357),(3 48.07267),(4 51.74702),(5 54.631405),(6 56.19191),(7 57.47255),(8 57.80109),(9 58.190857),(10 59.51907),(11 59.627594),(12 60.43334),(13 60.53632),(14 61.497173),(15 61.36585),(16 61.725075),(17 61.956203),(18 62.82103),(19 63.20349),(20 63.495235),(21 64.12139),(22 65.17515),(23 65.14668),(24 65.52841),(25 65.46755),(26 65.58637),(27 66.552315),(28 66.38007),(29 65.88295),(30 66.39733),(31 66.77113),(32 67.22692),(33 67.56773),(34 68.5546),(35 68.60737),(36 69.41529),(37 69.97497),(38 70.99893),(39 69.926384),(40 69.75958),(41 70.03275),(42 70.24731),(43 70.12638),(44 69.84884),(45 69.87235),(46 70.12401),(47 70.35923),(48 70.012825),(49 70.07642),(50 69.93438),(51 70.508934),(52 70.712036),(53 71.15478),(54 71.06194),(55 71.142746),(56 70.703865),(57 70.48599),(58 71.4717),(59 71.651215),(60 71.21468),(61 70.89865),(62 71.54955),(63 71.018974),(64 70.8871),(65 70.55692),(66 71.15465),(67 71.335724),(68 71.16071),(69 70.73634),(70 71.04018),(71 70.725006),(72 70.947815),(73 70.82044),(74 71.066696),(75 71.282585),(76 71.51726),(77 72.0353),(78 72.69927),(79 72.606346),
(1 34.269512),(2 42.956932),(3 48.51356),(4 51.629364),(5 54.89213),(6 56.498005),(7 57.794422),(8 58.47587),(9 59.001476),(10 60.081455),(11 60.524086),(12 61.0547),(13 61.211372),(14 61.243446),(15 61.749336),(16 62.12945),(17 62.34052),(18 62.758488),(19 62.991516),(20 63.29057),(21 63.490116),(22 64.06801),(23 64.53213),(24 65.11466),(25 65.80491),(26 65.98026),(27 65.11327),(28 66.261086),(29 66.47141),(30 66.09997),(31 66.39539),(32 66.24251),(33 67.06537),(34 68.03144),(35 67.87107),(36 68.50614),(37 68.644646),(38 69.075134),(39 68.96051),(40 69.424324),(41 69.46775),(42 69.62165),(43 69.13594),(44 69.540054),(45 69.33148),(46 69.54375),(47 69.65491),(48 70.03832),(49 70.53425),(50 70.47747),(51 70.50338),(52 71.14272),(53 71.132416),(54 71.20784),(55 70.76402),(56 71.72221),(57 71.36182),(58 72.04905),(59 72.44985),(60 72.85525),(61 72.46982),(62 72.24253),(63 71.93192),(64 72.048676),(65 71.855644),(66 71.85292),(67 72.09628),(68 71.79211),(69 71.43515),(70 71.93314),(71 71.12534),(72 71.49325),(73 71.03126),(74 71.024826),(75 71.091644),(76 71.28078),(77 71.60147),(78 71.653786),(79 72.692986),
(1 32.79222),(2 41.39792),(3 46.5225),(4 49.77975),(5 53.20641),(6 53.941357),(7 55.40226),(8 56.427395),(9 56.610554),(10 57.647568),(11 57.990013),(12 58.528008),(13 59.208477),(14 59.529305),(15 60.185493),(16 60.004997),(17 60.571434),(18 60.307606),(19 60.598232),(20 60.605362),(21 61.134197),(22 62.383778),(23 62.757698),(24 62.749092),(25 63.754906),(26 64.109024),(27 63.87309),(28 64.526825),(29 64.25211),(30 64.54092),(31 64.82269),(32 64.842804),(33 65.24449),(34 66.47715),(35 66.69166),(36 67.358864),(37 67.506546),(38 67.83515),(39 68.25887),(40 68.47975),(41 68.58961),(42 68.46997),(43 68.112206),(44 68.38625),(45 68.70917),(46 69.077065),(47 69.21339),(48 69.41002),(49 69.425224),(50 69.32741),(51 69.361946),(52 69.36561),(53 69.504906),(54 69.684265),(55 69.137955),(56 69.67554),(57 69.547775),(58 69.55599),(59 69.8522),(60 69.94137),(61 70.33652),(62 70.23041),(63 69.83536),(64 70.4546),(65 70.50122),(66 70.77194),(67 70.49724),(68 69.9926),(69 69.692406),(70 69.59258),(71 68.9441),(72 68.86956),(73 68.34953),(74 68.64975),(75 67.942154),(76 68.46474),(77 69.58279),(78 69.97779),(79 70.483665),
(1 33.245235),(2 41.95785),(3 47.502773),(4 50.989113),(5 53.177406),(6 55.54611),(7 56.216423),(8 57.03687),(9 57.323875),(10 58.01866),(11 58.18463),(12 59.17272),(13 59.27945),(14 60.298088),(15 60.57345),(16 60.185944),(17 60.619534),(18 61.096275),(19 61.63101),(20 61.582485),(21 62.27355),(22 63.10017),(23 63.183895),(24 62.875175),(25 63.40469),(26 63.944256),(27 63.25767),(28 63.188778),(29 63.778755),(30 63.84122),(31 64.101845),(32 64.04184),(33 64.583916),(34 64.97419),(35 64.77438),(36 65.49147),(37 66.19081),(38 65.882996),(39 66.793564),(40 66.81688),(41 67.17286),(42 68.03009),(43 67.71054),(44 68.86962),(45 68.89253),(46 69.593155),(47 69.41245),(48 69.374405),(49 69.713295),(50 69.57082),(51 69.432465),(52 70.254814),(53 69.82365),(54 70.64224),(55 69.99288),(56 70.41781),(57 70.684555),(58 71.97087),(59 72.62753),(60 72.20517),(61 72.48943),(62 72.63333),(63 73.175705),(64 72.888664),(65 72.450226),(66 72.48447),(67 72.63581),(68 72.16704),(69 71.89391),(70 72.05935),(71 71.6685),(72 71.20832),(73 70.56542),(74 70.65991),(75 71.046776),(76 70.3737),(77 70.83176),(78 71.43335),(79 70.73072),
(1 33.282574),(2 42.369236),(3 47.359016),(4 50.73706),(5 52.893627),(6 54.73417),(7 55.38561),(8 55.980045),(9 56.561214),(10 57.90638),(11 58.09989),(12 58.486435),(13 58.704716),(14 59.57817),(15 60.04897),(16 60.19503),(17 60.858276),(18 61.34349),(19 61.542294),(20 61.786873),(21 62.085373),(22 63.198616),(23 62.203335),(24 62.514545),(25 62.868454),(26 63.009785),(27 62.943012),(28 63.6529),(29 64.29036),(30 64.98646),(31 64.22961),(32 64.30551),(33 64.65079),(34 65.92621),(35 65.74217),(36 66.62015),(37 67.44799),(38 67.376915),(39 67.28631),(40 67.59206),(41 67.748314),(42 68.03255),(43 68.05838),(44 68.20766),(45 68.51947),(46 68.88616),(47 68.764336),(48 69.00752),(49 69.454544),(50 69.81286),(51 69.20857),(52 69.9147),(53 69.76044),(54 69.96806),(55 69.11586),(56 69.56102),(57 69.54065),(58 70.504425),(59 70.15106),(60 69.76091),(61 69.45676),(62 69.57654),(63 69.32625),(64 69.074715),(65 69.08797),(66 69.46546),(67 69.46653),(68 69.12707),(69 68.926125),(70 68.56625),(71 68.23016),(72 68.72074),(73 68.35318),(74 68.80822),(75 68.52666),(76 68.58472),(77 69.25494),(78 69.515755),(79 69.37136),
(1 32.6366),(2 40.968586),(3 46.40891),(4 49.68835),(5 52.703827),(6 54.54561),(7 55.964676),(8 55.96986),(9 56.598133),(10 57.701065),(11 58.012375),(12 58.185337),(13 58.6138),(14 59.13072),(15 59.76211),(16 59.71088),(17 60.11817),(18 60.100567),(19 60.415974),(20 60.746216),(21 61.044746),(22 61.582916),(23 61.5225),(24 62.05772),(25 62.573902),(26 63.09746),(27 63.174942),(28 62.888165),(29 63.420685),(30 64.17157),(31 64.08562),(32 64.3598),(33 64.04005),(34 65.004166),(35 65.37722),(36 65.918106),(37 66.82219),(38 66.69107),(39 66.851295),(40 66.89971),(41 67.22059),(42 67.319725),(43 67.86428),(44 67.11047),(45 67.506935),(46 68.65484),(47 68.76793),(48 69.65404),(49 69.40239),(50 69.560745),(51 68.979774),(52 69.294754),(53 69.473854),(54 69.50157),(55 69.15734),(56 69.506996),(57 69.417465),(58 69.89001),(59 69.9762),(60 70.16765),(61 69.78549),(62 70.152016),(63 70.483696),(64 70.42842),(65 70.3298),(66 71.08532),(67 70.79964),(68 70.2175),(69 70.27084),(70 70.08831),(71 70.655106),(72 70.49171),(73 70.711464),(74 70.84802),(75 70.9752),(76 71.078415),(77 70.6843),(78 70.928055),(79 70.47455),
(1 32.836445),(2 41.02251),(3 46.233128),(4 49.364044),(5 51.87472),(6 53.48192),(7 54.661125),(8 55.13965),(9 55.42728),(10 56.482674),(11 57.306637),(12 57.712254),(13 58.59009),(14 59.34259),(15 59.55427),(16 59.196705),(17 59.71241),(18 60.026115),(19 60.02087),(20 60.68393),(21 60.87414),(22 62.091927),(23 62.72996),(24 63.187695),(25 63.678844),(26 63.87163),(27 63.843773),(28 63.55794),(29 64.33661),(30 64.28713),(31 64.27693),(32 64.33384),(33 64.92177),(34 65.929985),(35 65.96769),(36 66.142265),(37 67.03451),(38 66.83745),(39 67.28315),(40 67.56701),(41 67.58365),(42 67.83347),(43 67.94269),(44 67.62084),(45 67.72613),(46 68.32714),(47 68.28347),(48 68.18984),(49 68.11668),(50 67.878365),(51 68.10152),(52 68.70939),(53 68.82225),(54 68.94317),(55 68.56741),(56 68.68156),(57 68.717896),(58 69.23532),(59 69.130455),(60 69.14673),(61 69.44447),(62 68.859955),(63 69.1562),(64 69.6937),(65 69.99313),(66 70.03433),(67 70.52859),(68 70.73893),(69 69.97786),(70 69.60553),(71 69.52092),(72 70.26443),(73 70.25235),(74 69.94604),(75 68.97397),(76 68.94636),(77 68.67977),(78 68.421326),(79 68.72409),
(1 32.438854),(2 41.067192),(3 46.669083),(4 50.390522),(5 53.28814),(6 54.83952),(7 55.86593),(8 56.730347),(9 57.251915),(10 58.184425),(11 58.155403),(12 58.76163),(13 59.158566),(14 60.061207),(15 59.86023),(16 60.05104),(17 61.00018),(18 60.782063),(19 60.861614),(20 61.344265),(21 61.384674),(22 62.179768),(23 61.949097),(24 61.962517),(25 62.547443),(26 62.999374),(27 62.90692),(28 62.943398),(29 63.735687),(30 64.28848),(31 64.319824),(32 64.491135),(33 64.55401),(34 65.31895),(35 65.18412),(36 65.5757),(37 65.996346),(38 66.27958),(39 66.75425),(40 67.65618),(41 68.229515),(42 68.23113),(43 68.465294),(44 68.43215),(45 68.82976),(46 68.82515),(47 68.4567),(48 68.652),(49 67.95408),(50 68.62061),(51 68.83785),(52 69.42944),(53 70.42729),(54 70.834274),(55 70.365135),(56 69.90523),(57 69.77114),(58 70.75839),(59 70.73391),(60 70.73357),(61 71.085526),(62 71.59594),(63 71.28883),(64 70.99796),(65 71.03603),(66 70.458984),(67 70.71694),(68 70.47022),(69 69.96352),(70 70.12404),(71 70.05223),(72 70.22262),(73 70.677376),(74 70.692924),(75 69.59727),(76 69.80448),(77 70.18433),(78 70.42412),(79 70.13491),
(1 32.27112),(2 40.727173),(3 46.236996),(4 49.523853),(5 52.073467),(6 53.54336),(7 54.829803),(8 55.649757),(9 55.812645),(10 56.539146),(11 56.61008),(12 57.004887),(13 58.01044),(14 58.458725),(15 58.788815),(16 59.362473),(17 59.96407),(18 60.491993),(19 60.874443),(20 60.988415),(21 60.64873),(22 61.464287),(23 61.416138),(24 61.99315),(25 62.772465),(26 62.742687),(27 62.66284),(28 63.193687),(29 63.370693),(30 64.35309),(31 64.31161),(32 64.43857),(33 63.951084),(34 64.47212),(35 64.468765),(36 64.66223),(37 65.14567),(38 65.71559),(39 65.16866),(40 66.148254),(41 66.57703),(42 65.844376),(43 66.074814),(44 66.30758),(45 66.17641),(46 67.27082),(47 67.20583),(48 67.25277),(49 67.07114),(50 67.43106),(51 67.49164),(52 68.14831),(53 68.59622),(54 69.11502),(55 68.96766),(56 69.469376),(57 70.09211),(58 70.45682),(59 70.49832),(60 70.504036),(61 70.20966),(62 70.37002),(63 70.02637),(64 70.24806),(65 70.13992),(66 70.36993),(67 69.92275),(68 69.68675),(69 69.466934),(70 70.1764),(71 69.395226),(72 69.85687),(73 69.686264),(74 68.8389),(75 69.40354),(76 69.747604),(77 70.22632),(78 70.24624),(79 70.04042),
