1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59.18762),(2 68.79736),(3 74.2744),(4 76.81759),(5 79.332054),(6 79.957466),(7 81.73625),(8 84.601295),(9 86.75838),(10 88.65056),(11 89.16991),(12 90.40866),(13 90.962524),(14 92.14391),(15 92.04275),(16 92.444916),(17 92.00514),(18 92.03133),(19 93.11706),(20 92.47802),(21 93.50251),(22 93.65052),(23 93.16461),(24 93.21379),(25 92.732346),(26 92.50447),(27 93.09856),(28 91.74242),(29 91.60708),(30 92.53502),(31 92.06958),(32 91.92216),(33 91.777405),(34 92.47767),(35 92.361595),(36 91.482704),(37 91.03285),(38 90.946625),(39 90.923805),(40 90.747055),(41 90.50588),(42 90.586044),(43 90.655075),(44 91.590324),(45 91.78089),(46 92.39723),(47 93.271065),(48 93.41294),(49 93.737755),(50 95.41386),(51 95.31812),(52 96.13913),(53 97.49027),(54 96.747284),(55 96.31973),(56 96.90978),(57 96.22781),(58 96.62082),(59 97.23542),(60 98.197136),(61 98.06208),(62 98.738434),(63 99.477615),(64 99.41322),(65 98.843575),(66 98.57584),(67 98.14645),(68 98.2514),(69 97.646904),(70 97.24802),(71 96.51499),(72 96.205505),(73 96.49258),(74 95.358246),(75 96.4782),(76 96.62173),(77 96.38755),(78 95.59686),(79 96.608246),
(1 59.53133),(2 68.72279),(3 72.249275),(4 75.5893),(5 77.83637),(6 79.42531),(7 81.03246),(8 83.42246),(9 85.08396),(10 85.956535),(11 86.58354),(12 87.67705),(13 88.67859),(14 89.56912),(15 90.11688),(16 90.55159),(17 90.48995),(18 90.91357),(19 90.92685),(20 91.16957),(21 90.98679),(22 90.52638),(23 90.45966),(24 90.68352),(25 91.11231),(26 90.308136),(27 90.49959),(28 90.41241),(29 89.9196),(30 90.857124),(31 90.78299),(32 90.63442),(33 91.25489),(34 91.96957),(35 91.53658),(36 91.25977),(37 91.205734),(38 91.77552),(39 91.02707),(40 92.59051),(41 91.319336),(42 91.45997),(43 92.28783),(44 92.5115),(45 93.683754),(46 94.32934),(47 94.54511),(48 94.59009),(49 94.89524),(50 96.25017),(51 96.81481),(52 97.75132),(53 98.26058),(54 97.779915),(55 97.177734),(56 98.40011),(57 98.56995),(58 97.55294),(59 98.6428),(60 99.08254),(61 98.68912),(62 98.611404),(63 98.7013),(64 98.49747),(65 98.26244),(66 97.69407),(67 97.57066),(68 98.93798),(69 97.15745),(70 98.28384),(71 97.50722),(72 97.689644),(73 98.53827),(74 98.482414),(75 97.61556),(76 97.61828),(77 97.72111),(78 97.95183),(79 98.67004),
(1 58.40355),(2 67.68326),(3 70.97209),(4 73.72398),(5 76.92566),(6 78.90663),(7 79.53899),(8 81.79722),(9 82.47877),(10 84.425255),(11 85.7629),(12 85.73851),(13 87.049385),(14 87.50479),(15 88.517456),(16 90.188225),(17 89.29218),(18 89.46299),(19 89.62281),(20 89.44326),(21 89.91542),(22 90.18719),(23 89.93657),(24 89.87079),(25 89.20288),(26 89.77713),(27 90.073044),(28 89.22967),(29 90.01604),(30 91.15566),(31 90.01222),(32 90.65155),(33 91.434845),(34 91.9915),(35 91.03727),(36 90.542816),(37 90.514114),(38 90.58019),(39 91.055336),(40 91.34798),(41 89.637054),(42 90.833626),(43 91.134796),(44 92.23437),(45 91.95278),(46 92.75821),(47 93.28844),(48 92.805855),(49 93.963425),(50 93.669846),(51 95.17246),(52 94.93586),(53 95.041664),(54 95.03138),(55 94.82011),(56 94.9909),(57 95.301025),(58 96.38978),(59 95.78871),(60 96.404015),(61 96.75066),(62 96.035385),(63 95.73031),(64 96.31875),(65 95.72199),(66 95.04405),(67 94.96054),(68 95.40427),(69 94.880585),(70 95.13753),(71 95.3849),(72 95.570206),(73 95.59487),(74 96.044785),(75 96.30687),(76 95.41513),(77 95.63203),(78 96.042145),(79 97.152176),
(1 57.596676),(2 66.75538),(3 70.419174),(4 73.19333),(5 74.88567),(6 77.091324),(7 77.97562),(8 80.33016),(9 81.7293),(10 83.52832),(11 84.929184),(12 84.87746),(13 87.13155),(14 87.03527),(15 88.06242),(16 89.1903),(17 89.286865),(18 89.20871),(19 89.80395),(20 89.86231),(21 89.33238),(22 89.64732),(23 89.746315),(24 89.87266),(25 89.48336),(26 89.40802),(27 89.31917),(28 90.90133),(29 89.96039),(30 90.51264),(31 90.01319),(32 89.569084),(33 90.58331),(34 90.401825),(35 90.8637),(36 89.8029),(37 89.580765),(38 89.26397),(39 89.75809),(40 88.96343),(41 88.85397),(42 89.19602),(43 90.81343),(44 90.211784),(45 90.650795),(46 90.31756),(47 91.422134),(48 91.66065),(49 91.31025),(50 92.06474),(51 93.04175),(52 94.144844),(53 94.20706),(54 94.78899),(55 94.484886),(56 95.3888),(57 95.47355),(58 96.20871),(59 96.08754),(60 95.900505),(61 97.74478),(62 97.648605),(63 97.04418),(64 98.16158),(65 96.714035),(66 97.57995),(67 96.051926),(68 96.96256),(69 97.522606),(70 96.379776),(71 96.14304),(72 96.26387),(73 96.34358),(74 95.26015),(75 95.42596),(76 96.57949),(77 96.80828),(78 96.34492),(79 96.56073),
(1 57.011406),(2 66.14251),(3 70.39987),(4 72.33453),(5 74.72439),(6 76.49222),(7 78.03369),(8 79.356),(9 81.40545),(10 82.62255),(11 83.809715),(12 84.270195),(13 86.13633),(14 86.75348),(15 87.29239),(16 88.204414),(17 89.10599),(18 88.9283),(19 88.774734),(20 89.51674),(21 89.491196),(22 89.63569),(23 90.68838),(24 91.05508),(25 90.278595),(26 89.31075),(27 89.88653),(28 89.93334),(29 89.91534),(30 89.95435),(31 89.67086),(32 89.15316),(33 90.12641),(34 90.332924),(35 90.083115),(36 89.77961),(37 89.8226),(38 89.71386),(39 90.0825),(40 89.578),(41 90.072586),(42 90.35169),(43 90.34688),(44 91.29189),(45 91.42973),(46 92.069466),(47 93.338875),(48 92.79996),(49 92.947334),(50 94.38057),(51 95.877625),(52 95.69495),(53 96.65067),(54 96.51473),(55 96.83834),(56 96.49109),(57 96.94236),(58 96.920105),(59 97.04487),(60 97.971855),(61 97.561584),(62 97.90713),(63 97.67464),(64 97.47106),(65 96.679756),(66 96.92033),(67 96.177505),(68 96.26924),(69 95.81434),(70 94.76806),(71 95.28392),(72 94.827385),(73 94.99936),(74 94.21433),(75 94.78458),(76 95.1988),(77 95.91046),(78 94.80912),(79 95.80621),
(1 56.65578),(2 65.14877),(3 69.64486),(4 71.794975),(5 74.04024),(6 75.58066),(7 76.40724),(8 78.08354),(9 80.346794),(10 82.14012),(11 83.35544),(12 83.40989),(13 84.76202),(14 85.45893),(15 85.594025),(16 86.57515),(17 86.35159),(18 86.186584),(19 86.19015),(20 86.60432),(21 86.64198),(22 87.17803),(23 86.65487),(24 87.12718),(25 86.36049),(26 86.41899),(27 86.699814),(28 88.12509),(29 87.116936),(30 86.667885),(31 86.663734),(32 86.486755),(33 87.455414),(34 87.69509),(35 87.90602),(36 87.37716),(37 87.64213),(38 87.32026),(39 88.09606),(40 87.1016),(41 87.3452),(42 87.298805),(43 86.695786),(44 87.17789),(45 87.897766),(46 88.921165),(47 88.79035),(48 89.628555),(49 89.70654),(50 90.49173),(51 91.17199),(52 91.23003),(53 91.25746),(54 92.416176),(55 92.18144),(56 91.80103),(57 92.9499),(58 93.61595),(59 93.75403),(60 94.57018),(61 95.13114),(62 95.19819),(63 95.679985),(64 95.068474),(65 94.40947),(66 94.284454),(67 94.253365),(68 94.44316),(69 93.45995),(70 92.50842),(71 92.656136),(72 91.70817),(73 92.30069),(74 91.87279),(75 91.82788),(76 92.944984),(77 93.76139),(78 93.89887),(79 94.10151),
(1 56.40766),(2 64.773964),(3 68.10612),(4 70.62183),(5 73.06),(6 75.711174),(7 76.82578),(8 78.17353),(9 80.075714),(10 81.40497),(11 83.11443),(12 83.68765),(13 84.38789),(14 84.23316),(15 85.471954),(16 86.095604),(17 86.00369),(18 86.62517),(19 87.07819),(20 86.00878),(21 87.07863),(22 86.61386),(23 86.28538),(24 86.651764),(25 86.428986),(26 85.45152),(27 86.853134),(28 87.14515),(29 86.93286),(30 85.98675),(31 86.6826),(32 86.708954),(33 86.44981),(34 86.20639),(35 86.94735),(36 86.33883),(37 86.52531),(38 86.725945),(39 86.834206),(40 86.37584),(41 87.70232),(42 86.84626),(43 87.09967),(44 88.02343),(45 89.34581),(46 89.692184),(47 89.55213),(48 89.796715),(49 89.2793),(50 89.7573),(51 90.88082),(52 90.39841),(53 92.92015),(54 93.50883),(55 92.68775),(56 93.204704),(57 93.657364),(58 93.946884),(59 93.27689),(60 93.69257),(61 94.00479),(62 93.699524),(63 95.000336),(64 94.06546),(65 93.871315),(66 92.82148),(67 92.309296),(68 92.81238),(69 92.16561),(70 91.831245),(71 92.36302),(72 91.47265),(73 92.234116),(74 92.52922),(75 93.07695),(76 94.49764),(77 93.604805),(78 93.600975),(79 94.96779),
(1 55.781998),(2 63.711834),(3 66.620224),(4 70.18524),(5 72.42849),(6 74.81517),(7 75.11732),(8 77.16546),(9 79.04797),(10 80.77142),(11 81.933426),(12 82.63892),(13 84.72644),(14 83.736374),(15 85.173004),(16 84.96239),(17 84.96716),(18 85.974236),(19 85.26062),(20 85.034195),(21 84.95558),(22 85.60301),(23 84.742455),(24 85.46757),(25 84.00452),(26 83.67991),(27 84.48833),(28 84.33166),(29 85.37232),(30 84.58514),(31 85.360504),(32 85.62022),(33 84.25551),(34 85.037605),(35 85.83656),(36 84.89222),(37 85.94682),(38 86.33819),(39 86.08574),(40 86.60838),(41 86.21125),(42 86.21952),(43 86.59766),(44 86.8696),(45 87.58254),(46 88.097694),(47 88.67302),(48 89.22561),(49 89.14041),(50 89.039246),(51 90.44958),(52 91.32654),(53 92.27116),(54 91.91644),(55 92.27925),(56 92.05522),(57 93.1349),(58 93.515396),(59 93.02293),(60 93.63216),(61 93.19432),(62 94.01711),(63 94.0897),(64 92.80468),(65 92.707214),(66 92.59623),(67 91.43138),(68 91.104515),(69 90.73867),(70 90.44221),(71 90.666435),(72 90.3737),(73 90.16265),(74 90.57802),(75 89.98565),(76 90.718735),(77 90.9191),(78 89.90178),(79 91.29079),
(1 55.688263),(2 64.0193),(3 67.32215),(4 69.4659),(5 71.7099),(6 74.185165),(7 75.0684),(8 76.95438),(9 79.46293),(10 80.48147),(11 81.85348),(12 82.537865),(13 83.8245),(14 83.58212),(15 84.53727),(16 84.13825),(17 84.74977),(18 84.601685),(19 84.579475),(20 85.064995),(21 85.97582),(22 86.37929),(23 86.35043),(24 86.14676),(25 85.25411),(26 85.48039),(27 85.74494),(28 86.025375),(29 86.99942),(30 86.283134),(31 86.88693),(32 85.63803),(33 85.13767),(34 85.51389),(35 85.63599),(36 85.55316),(37 85.22052),(38 85.58985),(39 84.72219),(40 84.97005),(41 85.02706),(42 85.41027),(43 84.91773),(44 85.51508),(45 86.77077),(46 86.74772),(47 86.96495),(48 86.3668),(49 87.314964),(50 87.41238),(51 88.54034),(52 88.621445),(53 88.672195),(54 88.35784),(55 89.50109),(56 90.170204),(57 89.8764),(58 91.319626),(59 90.97548),(60 90.77416),(61 90.92033),(62 91.31962),(63 91.93779),(64 91.59409),(65 91.57714),(66 91.33346),(67 91.573074),(68 91.459785),(69 90.64945),(70 90.85572),(71 91.126144),(72 90.30356),(73 90.70361),(74 89.803116),(75 90.51306),(76 91.50331),(77 91.145905),(78 91.87979),(79 92.30357),
(1 54.85589),(2 62.755394),(3 66.439476),(4 68.835396),(5 70.28061),(6 73.33317),(7 73.7412),(8 75.67155),(9 77.42179),(10 78.08329),(11 79.74434),(12 80.695465),(13 82.15902),(14 81.10355),(15 82.161514),(16 82.52904),(17 82.870735),(18 82.26085),(19 83.4054),(20 83.47759),(21 84.01754),(22 84.08012),(23 84.0901),(24 83.6804),(25 82.87727),(26 83.379944),(27 83.61765),(28 83.870125),(29 84.60207),(30 84.178825),(31 83.76292),(32 84.58024),(33 83.95379),(34 84.73194),(35 83.82092),(36 84.19017),(37 83.7489),(38 83.68458),(39 84.104904),(40 83.04792),(41 84.0712),(42 84.88086),(43 85.29735),(44 85.90094),(45 86.65462),(46 86.409744),(47 86.90916),(48 87.43638),(49 88.10957),(50 88.00809),(51 89.22114),(52 88.496025),(53 89.32058),(54 89.47304),(55 90.749725),(56 90.87069),(57 89.23756),(58 90.20117),(59 90.62924),(60 90.700516),(61 91.21731),(62 91.37422),(63 91.624374),(64 90.538025),(65 90.27009),(66 90.19125),(67 90.707756),(68 90.78707),(69 89.56165),(70 89.8457),(71 90.02074),(72 90.47022),(73 90.62652),(74 90.603714),(75 91.14131),(76 91.84052),(77 91.41703),(78 91.59305),(79 91.99953),
(1 54.647907),(2 62.457596),(3 65.56396),(4 68.15356),(5 69.190834),(6 72.0388),(7 72.64409),(8 74.68922),(9 75.726425),(10 76.96977),(11 78.328354),(12 79.506),(13 81.26629),(14 81.16866),(15 82.4653),(16 82.72335),(17 82.87633),(18 83.155624),(19 83.111565),(20 83.65921),(21 83.70496),(22 84.488144),(23 83.887634),(24 83.98422),(25 83.82928),(26 83.54439),(27 83.2231),(28 84.017525),(29 84.21395),(30 83.468),(31 83.251045),(32 83.40257),(33 83.60367),(34 83.68612),(35 84.66326),(36 83.622734),(37 83.901665),(38 83.92519),(39 84.355865),(40 84.0148),(41 84.41908),(42 84.878044),(43 84.95487),(44 85.488),(45 85.07586),(46 86.371895),(47 85.642204),(48 85.829),(49 87.28051),(50 87.115074),(51 89.206696),(52 88.72887),(53 88.7026),(54 89.391426),(55 88.8451),(56 90.25823),(57 89.817566),(58 89.84969),(59 89.35725),(60 90.10626),(61 90.04104),(62 90.41087),(63 90.44437),(64 90.78585),(65 90.44668),(66 89.380974),(67 88.780594),(68 89.23006),(69 89.31648),(70 88.83456),(71 88.58476),(72 88.26256),(73 89.24259),(74 89.38915),(75 88.76217),(76 88.48632),(77 87.7633),(78 89.88262),(79 89.61419),
(1 54.105713),(2 61.475212),(3 65.58886),(4 68.12377),(5 69.79588),(6 71.85368),(7 73.31818),(8 75.21821),(9 76.73514),(10 78.14191),(11 79.75852),(12 80.30584),(13 81.79089),(14 81.7363),(15 81.78211),(16 81.97519),(17 82.20442),(18 82.59534),(19 82.65238),(20 82.03006),(21 82.96486),(22 83.229004),(23 82.72009),(24 82.85058),(25 82.15562),(26 82.14287),(27 82.663795),(28 83.55786),(29 83.05212),(30 83.01491),(31 82.53997),(32 82.43446),(33 82.39916),(34 83.51695),(35 83.90982),(36 82.097496),(37 83.64606),(38 83.51215),(39 83.44632),(40 83.16881),(41 83.17782),(42 83.411766),(43 83.8733),(44 84.24483),(45 84.81296),(46 85.99824),(47 85.52879),(48 85.9959),(49 85.89124),(50 86.792206),(51 88.14357),(52 87.17998),(53 88.24545),(54 88.67158),(55 88.37733),(56 89.2965),(57 89.43143),(58 89.472725),(59 89.06198),(60 89.89295),(61 90.45332),(62 90.949326),(63 91.30636),(64 90.526825),(65 89.42551),(66 89.43793),(67 89.53381),(68 89.121445),(69 89.70207),(70 88.643005),(71 89.0864),(72 88.14957),(73 88.96305),(74 88.62835),(75 89.0001),(76 88.95991),(77 89.652336),(78 89.53021),(79 90.52259),
(1 54.283386),(2 61.72212),(3 65.65091),(4 67.19266),(5 69.25077),(6 71.12999),(7 72.92249),(8 75.10176),(9 76.40116),(10 77.733475),(11 78.97069),(12 79.45552),(13 80.531555),(14 81.1768),(15 82.00106),(16 81.72942),(17 81.48508),(18 82.322464),(19 81.81328),(20 82.61097),(21 82.63905),(22 83.17161),(23 83.33441),(24 83.09741),(25 83.145775),(26 82.72354),(27 83.76748),(28 83.745834),(29 83.46418),(30 83.52823),(31 83.2944),(32 83.1867),(33 82.071754),(34 83.07196),(35 83.283676),(36 82.34991),(37 82.47013),(38 83.158005),(39 82.94185),(40 83.038086),(41 81.87502),(42 82.990234),(43 83.75117),(44 84.14855),(45 84.09371),(46 84.277534),(47 84.693985),(48 84.73957),(49 85.654755),(50 85.48644),(51 86.32729),(52 87.24499),(53 86.89691),(54 87.02763),(55 87.2859),(56 87.52607),(57 88.06785),(58 88.134865),(59 88.04254),(60 88.68002),(61 88.89641),(62 89.30377),(63 89.59881),(64 88.49295),(65 87.65391),(66 87.40993),(67 87.14803),(68 87.25632),(69 87.51288),(70 86.798615),(71 86.945984),(72 85.85082),(73 87.03009),(74 87.6088),(75 87.14372),(76 87.0859),(77 86.901886),(78 88.09061),(79 87.97281),
(1 53.6433),(2 61.487984),(3 65.548836),(4 66.35051),(5 68.27538),(6 70.16397),(7 72.1954),(8 73.714775),(9 75.59504),(10 75.94949),(11 77.50002),(12 77.46045),(13 78.80612),(14 79.70261),(15 80.180954),(16 80.02345),(17 80.40366),(18 80.65642),(19 80.6822),(20 80.9518),(21 80.90888),(22 81.57679),(23 81.43419),(24 81.21168),(25 80.21062),(26 80.30413),(27 81.16955),(28 80.71794),(29 80.417564),(30 80.177345),(31 79.80799),(32 80.16449),(33 79.57758),(34 80.34604),(35 80.897385),(36 80.68719),(37 79.55949),(38 80.3611),(39 81.36044),(40 81.488266),(41 80.6214),(42 81.12588),(43 80.48599),(44 81.348404),(45 81.55401),(46 82.58033),(47 83.96994),(48 83.20454),(49 82.9549),(50 84.37033),(51 85.49765),(52 85.22086),(53 85.93972),(54 86.20566),(55 85.73404),(56 86.407906),(57 86.6187),(58 85.9311),(59 86.18366),(60 86.43546),(61 86.75441),(62 86.96),(63 86.595276),(64 86.28451),(65 85.67589),(66 85.744606),(67 85.58567),(68 87.06763),(69 85.98625),(70 85.75711),(71 86.27356),(72 85.05466),(73 85.46445),(74 85.13129),(75 85.1434),(76 85.954575),(77 85.8602),(78 86.559555),(79 86.33389),
(1 52.479362),(2 59.84615),(3 64.42966),(4 66.09358),(5 68.97902),(6 70.59412),(7 73.0807),(8 74.00885),(9 75.59235),(10 76.863106),(11 78.061966),(12 78.387695),(13 79.739204),(14 80.09219),(15 80.65243),(16 80.10174),(17 80.62103),(18 80.70637),(19 80.72657),(20 81.20862),(21 80.73052),(22 80.73886),(23 80.80865),(24 81.663345),(25 80.23793),(26 81.01658),(27 80.29695),(28 80.797104),(29 80.588554),(30 80.67299),(31 81.406784),(32 80.622955),(33 80.506836),(34 81.01463),(35 81.43588),(36 80.711975),(37 81.10089),(38 81.00935),(39 81.78106),(40 81.53061),(41 81.798355),(42 81.046326),(43 81.93682),(44 82.42243),(45 82.9006),(46 82.518974),(47 82.28283),(48 83.43093),(49 82.97215),(50 83.56907),(51 84.31838),(52 83.21814),(53 84.15326),(54 84.81159),(55 84.81935),(56 85.01345),(57 85.31674),(58 84.91946),(59 85.396805),(60 85.72751),(61 86.497475),(62 86.389885),(63 86.75114),(64 85.886505),(65 85.76702),(66 86.589966),(67 86.43147),(68 87.65202),(69 86.7308),(70 87.20145),(71 87.01803),(72 86.80491),(73 87.22576),(74 86.03506),(75 87.4614),(76 86.82939),(77 86.57204),(78 86.80077),(79 87.24831),
(1 51.683388),(2 59.042522),(3 63.047844),(4 64.68698),(5 67.419044),(6 69.25144),(7 70.4674),(8 73.07511),(9 74.51264),(10 75.40721),(11 76.797676),(12 77.40823),(13 78.818405),(14 79.28641),(15 79.85951),(16 80.78937),(17 80.40798),(18 79.927216),(19 80.05396),(20 80.250145),(21 81.00549),(22 81.033646),(23 81.03926),(24 80.507835),(25 80.046875),(26 79.25335),(27 79.86728),(28 80.61034),(29 79.83692),(30 79.8204),(31 80.01629),(32 79.90924),(33 78.9766),(34 79.413086),(35 79.54604),(36 79.8843),(37 79.26952),(38 79.73969),(39 80.519066),(40 80.57266),(41 79.61696),(42 80.54512),(43 80.40376),(44 80.71378),(45 81.30693),(46 81.425156),(47 81.76747),(48 82.926926),(49 82.984695),(50 84.02457),(51 84.21326),(52 84.56757),(53 84.78597),(54 85.19576),(55 86.024414),(56 86.44479),(57 86.49751),(58 86.53946),(59 85.56858),(60 86.30134),(61 87.301285),(62 87.07475),(63 86.91926),(64 86.39112),(65 85.86307),(66 85.53592),(67 84.983665),(68 85.96116),(69 84.39311),(70 84.53779),(71 84.53874),(72 84.756294),(73 85.35913),(74 84.84786),(75 85.300186),(76 86.51755),(77 85.63862),(78 86.64028),(79 85.52114),
(1 52.485435),(2 59.194847),(3 63.96805),(4 65.119896),(5 66.61687),(6 68.80467),(7 70.680275),(8 71.923515),(9 73.54967),(10 74.53865),(11 76.4468),(12 76.40727),(13 77.600815),(14 78.021),(15 77.75214),(16 78.7766),(17 79.10764),(18 79.26069),(19 78.926575),(20 79.21341),(21 79.38443),(22 78.74655),(23 79.87195),(24 79.87414),(25 78.530365),(26 79.17507),(27 79.32461),(28 79.90686),(29 79.76964),(30 79.74714),(31 79.9222),(32 79.19387),(33 79.5122),(34 78.67667),(35 79.57311),(36 79.06362),(37 78.34972),(38 79.53321),(39 78.96998),(40 79.22944),(41 79.312004),(42 79.867546),(43 80.56158),(44 79.80704),(45 81.486725),(46 80.86732),(47 81.01099),(48 81.794395),(49 82.38697),(50 82.211136),(51 83.12728),(52 83.03495),(53 84.344444),(54 84.12183),(55 84.50927),(56 85.047195),(57 85.73152),(58 84.65092),(59 85.31812),(60 84.49148),(61 86.019264),(62 85.654205),(63 86.965866),(64 86.97638),(65 86.11008),(66 85.73128),(67 85.56905),(68 85.48004),(69 85.74532),(70 85.296005),(71 84.58856),(72 85.33499),(73 84.875694),(74 85.33806),(75 83.90742),(76 84.73152),(77 84.45507),(78 84.27198),(79 84.9015),
(1 51.448547),(2 57.98766),(3 61.636894),(4 63.907692),(5 66.26005),(6 66.90901),(7 69.197075),(8 70.55715),(9 72.80603),(10 73.38811),(11 74.58986),(12 74.256645),(13 75.479454),(14 76.50328),(15 76.808205),(16 77.07855),(17 77.17201),(18 76.92658),(19 76.285736),(20 76.73661),(21 76.70111),(22 77.41039),(23 76.739395),(24 76.630295),(25 75.815346),(26 76.816345),(27 76.8981),(28 76.96211),(29 78.19206),(30 77.526146),(31 77.86502),(32 77.85399),(33 77.75727),(34 78.064735),(35 78.09549),(36 77.9221),(37 77.34115),(38 78.46197),(39 78.52157),(40 79.39766),(41 78.84044),(42 79.27786),(43 79.13763),(44 79.833885),(45 80.22784),(46 80.4418),(47 81.31023),(48 81.63561),(49 81.59754),(50 81.84823),(51 82.013336),(52 81.90813),(53 82.187546),(54 82.41999),(55 82.80222),(56 82.69804),(57 82.67961),(58 82.44951),(59 84.03511),(60 83.32131),(61 84.07123),(62 83.727165),(63 84.707275),(64 84.097015),(65 83.94552),(66 82.98587),(67 83.11972),(68 82.94427),(69 83.2183),(70 83.31521),(71 83.22216),(72 83.83193),(73 83.78936),(74 84.293945),(75 84.04092),(76 84.04656),(77 83.67915),(78 84.42477),(79 84.375656),
