1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125462.445),(2 321048.4),(3 578234.5),(4 792892.06),(5 972583.75),(6 1075489.5),(7 1129777.9),(8 1184534.9),(9 1244091.4),(10 1318152.5),(11 1401288.1),(12 1578033),(13 1795823.4),(14 1993231.6),(15 2224850.8),(16 2394041.3),(17 2481464),(18 2544651.8),(19 2542898.3),(20 2529923.5),(21 2609949),(22 2757215.3),(23 2940562.8),(24 3165610.3),(25 3367151.8),(26 3474293.3),(27 3328171.8),(28 3268541.3),(29 3193056.8),(30 3117259.3),(31 3068676),(32 3130629),(33 3255203.8),(34 3544880.8),(35 3694840),(36 3754534),(37 3710283.8),(38 3565009.8),(39 3368935.3),(40 3152915.3),(41 2954947.8),(42 2870225),(43 2830822.3),(44 2807473.3),(45 2845730.3),(46 2837194),(47 2840235.3),(48 2854041.8),(49 2865780.8),(50 2872362.3),(51 2905374),(52 2936568.8),(53 2964906.3),(54 2993417.8),(55 3002146.3),(56 3037523.8),(57 3069757),(58 3043038.3),(59 3055297.3),(60 3105234.8),(61 3150295.3),(62 3183334),(63 3236827),(64 3336143.3),(65 3444642),(66 3523611),(67 3581698.8),(68 3704045.8),(69 3799491),(70 3810265),(71 3727769.3),(72 3694290.3),(73 3633607.3),(74 3625989.3),(75 3625089.3),(76 3616254.8),(77 3562490),(78 3502652.3),(79 3471499.8),
(1 231.32869),(2 283.5355),(3 316.12692),(4 329.82034),(5 344.91238),(6 348.8559),(7 355.94235),(8 356.36526),(9 359.48413),(10 357.43863),(11 361.39368),(12 362.03568),(13 367.79562),(14 372.01953),(15 370.10638),(16 369.9491),(17 364.69437),(18 363.83002),(19 363.22104),(20 356.58185),(21 362.7496),(22 362.90338),(23 366.02368),(24 368.77194),(25 376.05435),(26 375.5508),(27 378.13742),(28 386.85934),(29 386.23065),(30 388.63495),(31 386.439),(32 391.13586),(33 388.69888),(34 395.29898),(35 399.9563),(36 401.47073),(37 398.35687),(38 395.87604),(39 389.41226),(40 389.8711),(41 387.4554),(42 392.91946),(43 389.206),(44 394.22726),(45 390.79453),(46 388.3049),(47 389.93372),(48 386.68433),(49 382.22357),(50 381.9117),(51 386.54584),(52 378.0012),(53 378.71344),(54 380.38553),(55 377.54),(56 374.4675),(57 375.83984),(58 380.03412),(59 383.08755),(60 378.12955),(61 373.31732),(62 369.4777),(63 367.32547),(64 370.0479),(65 370.5613),(66 367.60706),(67 369.94498),(68 379.6289),(69 379.69406),(70 381.76492),(71 381.73892),(72 378.14664),(73 377.35153),(74 378.50647),(75 380.4507),(76 380.59055),(77 383.17697),(78 392.17154),(79 388.0697),
(1 223.64029),(2 271.1546),(3 301.53247),(4 314.87833),(5 325.65997),(6 332.95447),(7 336.89108),(8 337.45975),(9 342.44775),(10 340.51248),(11 344.2922),(12 346.9139),(13 351.19376),(14 352.09085),(15 351.31927),(16 353.45178),(17 353.24976),(18 350.95422),(19 353.95215),(20 352.09216),(21 352.80438),(22 352.7901),(23 356.35413),(24 361.76498),(25 364.16235),(26 364.14352),(27 364.56488),(28 368.01172),(29 369.17902),(30 372.13397),(31 367.973),(32 370.38824),(33 371.193),(34 372.75436),(35 375.75073),(36 377.52417),(37 374.94174),(38 380.13278),(39 379.2341),(40 375.9826),(41 374.40372),(42 377.6196),(43 374.114),(44 380.38263),(45 373.54614),(46 375.9455),(47 370.10617),(48 369.4441),(49 365.33865),(50 363.1039),(51 362.971),(52 360.69965),(53 363.043),(54 366.79025),(55 365.86035),(56 364.70062),(57 367.25314),(58 366.17972),(59 366.54984),(60 364.89676),(61 366.37317),(62 366.6699),(63 371.13376),(64 370.99277),(65 370.55325),(66 370.92303),(67 373.4831),(68 377.5487),(69 379.60254),(70 374.3325),(71 375.08008),(72 375.83353),(73 378.72162),(74 377.53964),(75 378.18503),(76 381.0395),(77 378.02554),(78 381.46335),(79 381.74533),
(1 219.1574),(2 266.44952),(3 298.6027),(4 308.12772),(5 320.37164),(6 327.73096),(7 329.77377),(8 331.186),(9 331.6499),(10 325.2638),(11 335.07715),(12 335.64798),(13 338.117),(14 338.0002),(15 343.69867),(16 344.13464),(17 343.2054),(18 347.2746),(19 353.14917),(20 351.5003),(21 354.57718),(22 350.76007),(23 353.85767),(24 355.88962),(25 358.24457),(26 358.4508),(27 367.46167),(28 369.54706),(29 369.73654),(30 368.02338),(31 367.5293),(32 370.81097),(33 371.6582),(34 375.29752),(35 372.70532),(36 375.18442),(37 372.65396),(38 371.0849),(39 371.43762),(40 370.4226),(41 367.8657),(42 368.5581),(43 364.19864),(44 370.3597),(45 372.2041),(46 372.81677),(47 372.85782),(48 367.50375),(49 360.2804),(50 359.93237),(51 361.88428),(52 361.64468),(53 361.36298),(54 361.33853),(55 359.7768),(56 359.7947),(57 362.24017),(58 362.03104),(59 363.1897),(60 361.00714),(61 359.1119),(62 358.6748),(63 362.3413),(64 360.65152),(65 361.94757),(66 357.07712),(67 354.19528),(68 352.55728),(69 359.6002),(70 360.03784),(71 361.79382),(72 362.01016),(73 359.47946),(74 362.8705),(75 363.91458),(76 365.96146),(77 368.36713),(78 370.6333),(79 370.78647),
(1 215.15361),(2 262.3493),(3 293.32297),(4 305.3512),(5 318.4203),(6 326.57843),(7 330.20172),(8 331.323),(9 331.78473),(10 331.5838),(11 331.0205),(12 335.56146),(13 334.36835),(14 339.90457),(15 345.95206),(16 342.33356),(17 339.89145),(18 342.26694),(19 342.16644),(20 338.63693),(21 339.19394),(22 341.07813),(23 346.20435),(24 346.45166),(25 351.3734),(26 353.79263),(27 351.862),(28 359.24728),(29 358.4936),(30 362.65704),(31 363.5084),(32 360.88126),(33 360.13535),(34 363.4699),(35 359.8026),(36 362.96118),(37 362.13235),(38 364.41257),(39 359.6224),(40 358.3246),(41 356.6979),(42 363.7625),(43 359.58807),(44 360.04407),(45 359.89667),(46 363.20316),(47 358.36584),(48 357.27866),(49 357.9778),(50 354.46832),(51 357.6016),(52 353.91724),(53 351.4723),(54 355.61465),(55 352.36398),(56 350.1578),(57 355.30347),(58 353.14862),(59 354.9969),(60 354.9103),(61 353.09665),(62 349.17383),(63 349.48428),(64 347.65393),(65 347.7097),(66 348.5276),(67 350.29703),(68 350.54886),(69 357.24142),(70 356.59482),(71 357.54858),(72 354.75262),(73 353.54953),(74 357.03287),(75 355.7806),(76 357.89755),(77 359.6054),(78 363.44434),(79 367.23367),
(1 215.0004),(2 261.96878),(3 292.28387),(4 305.25034),(5 314.87723),(6 320.33798),(7 325.479),(8 327.16077),(9 327.30853),(10 334.4437),(11 335.52103),(12 340.5165),(13 338.29526),(14 340.58456),(15 339.88235),(16 341.20062),(17 341.50177),(18 342.34302),(19 343.7945),(20 340.94104),(21 341.27),(22 342.52548),(23 343.28323),(24 346.7325),(25 352.1941),(26 352.96094),(27 350.35205),(28 354.15283),(29 353.68448),(30 356.0373),(31 356.7736),(32 361.3334),(33 362.74274),(34 366.24936),(35 366.0178),(36 369.6918),(37 366.92303),(38 367.9238),(39 361.62183),(40 363.59262),(41 360.40186),(42 360.97037),(43 356.36438),(44 361.8494),(45 363.54703),(46 366.59827),(47 356.43976),(48 356.40836),(49 354.9742),(50 354.78375),(51 354.54053),(52 354.7752),(53 355.92902),(54 356.40118),(55 356.64136),(56 358.3442),(57 354.20883),(58 355.05875),(59 356.21255),(60 355.60825),(61 351.7771),(62 346.9789),(63 348.4127),(64 345.83633),(65 349.29642),(66 353.69974),(67 353.30377),(68 354.5863),(69 357.04736),(70 355.3542),(71 353.49033),(72 356.41013),(73 355.4904),(74 361.47162),(75 362.80573),(76 362.35474),(77 364.23853),(78 370.2762),(79 365.13107),
(1 215.60812),(2 265.15872),(3 289.72073),(4 305.1611),(5 314.85577),(6 319.5876),(7 327.71667),(8 327.4961),(9 331.48767),(10 327.69742),(11 331.55054),(12 332.6959),(13 337.9992),(14 338.3107),(15 342.14084),(16 335.42627),(17 334.2616),(18 334.13922),(19 329.8485),(20 331.7378),(21 335.9444),(22 337.14966),(23 334.44696),(24 334.4191),(25 340.47427),(26 343.58698),(27 346.1063),(28 349.97134),(29 348.1266),(30 350.82272),(31 349.64978),(32 348.01465),(33 350.6072),(34 354.7482),(35 355.10822),(36 357.9752),(37 356.14005),(38 360.07324),(39 357.58496),(40 356.153),(41 359.57095),(42 360.71173),(43 359.64063),(44 358.56677),(45 359.30728),(46 359.44672),(47 359.6099),(48 361.95334),(49 356.8755),(50 355.73254),(51 356.2003),(52 347.107),(53 350.1416),(54 349.6141),(55 352.55286),(56 347.0694),(57 349.18906),(58 345.1535),(59 345.49234),(60 345.7331),(61 348.8582),(62 343.20392),(63 344.85367),(64 345.03952),(65 345.63525),(66 348.8677),(67 350.04102),(68 351.37384),(69 354.52722),(70 350.96085),(71 347.7152),(72 348.6296),(73 351.14655),(74 350.14816),(75 353.87915),(76 352.5451),(77 349.63333),(78 354.16495),(79 356.55533),
(1 207.69258),(2 254.41951),(3 281.10046),(4 289.31348),(5 302.0176),(6 307.72372),(7 313.67593),(8 315.0549),(9 318.7457),(10 322.76514),(11 322.0678),(12 324.34943),(13 326.32272),(14 326.4838),(15 326.94684),(16 327.2176),(17 323.93332),(18 324.44604),(19 324.8737),(20 323.8759),(21 326.07172),(22 325.54257),(23 325.36304),(24 331.53085),(25 329.5759),(26 332.82257),(27 334.99957),(28 337.96744),(29 340.64438),(30 344.83734),(31 342.6968),(32 342.84747),(33 342.71698),(34 343.93826),(35 345.87888),(36 345.69894),(37 346.1783),(38 348.1537),(39 345.54678),(40 340.32373),(41 340.68533),(42 343.08508),(43 343.46527),(44 343.89218),(45 340.7465),(46 341.36877),(47 338.58472),(48 337.50943),(49 335.54532),(50 336.4108),(51 334.40558),(52 333.1976),(53 332.93933),(54 333.08063),(55 334.7668),(56 336.8582),(57 337.2233),(58 336.9724),(59 333.3321),(60 334.87625),(61 338.55518),(62 335.28586),(63 338.5634),(64 336.10184),(65 335.64285),(66 337.1095),(67 336.7719),(68 338.91946),(69 345.58508),(70 339.6781),(71 341.15588),(72 341.0665),(73 345.84186),(74 341.80148),(75 340.0696),(76 343.87137),(77 344.11368),(78 343.47873),(79 347.398),
(1 203.69846),(2 249.12033),(3 275.08127),(4 288.0338),(5 298.76715),(6 305.02908),(7 314.34567),(8 314.8528),(9 316.71646),(10 321.2941),(11 320.62073),(12 326.18344),(13 331.0841),(14 329.01572),(15 336.1849),(16 332.81903),(17 332.9497),(18 333.48578),(19 328.15738),(20 330.34906),(21 331.84033),(22 331.30826),(23 328.9971),(24 330.79517),(25 330.60428),(26 333.4847),(27 335.29153),(28 336.3264),(29 336.62836),(30 336.03018),(31 334.28494),(32 333.4856),(33 334.56378),(34 342.93982),(35 341.4043),(36 338.62592),(37 339.5375),(38 341.25824),(39 340.09802),(40 336.8599),(41 337.4511),(42 337.23373),(43 334.54495),(44 332.90726),(45 337.02948),(46 335.96643),(47 337.45908),(48 340.12698),(49 334.7775),(50 332.8845),(51 334.3922),(52 334.01022),(53 330.8745),(54 332.4829),(55 331.91776),(56 334.3098),(57 337.68423),(58 332.59802),(59 331.90527),(60 333.28928),(61 333.1122),(62 332.20465),(63 333.27036),(64 326.08286),(65 332.47073),(66 335.96533),(67 335.55518),(68 337.42023),(69 339.7257),(70 335.45682),(71 336.42828),(72 340.39853),(73 341.6971),(74 342.72964),(75 341.5777),(76 347.046),(77 348.4836),(78 346.06747),(79 346.80383),
(1 204.19351),(2 245.89949),(3 273.14148),(4 284.8233),(5 297.74194),(6 301.31802),(7 306.3593),(8 308.97705),(9 312.92972),(10 309.53784),(11 310.0051),(12 311.88977),(13 315.4536),(14 317.28427),(15 314.06293),(16 316.92593),(17 315.1316),(18 317.82562),(19 315.96194),(20 312.7492),(21 315.13776),(22 316.83755),(23 320.51834),(24 323.04938),(25 324.66684),(26 323.92377),(27 329.76877),(28 331.62466),(29 329.6973),(30 333.24344),(31 335.9104),(32 330.65787),(33 332.52664),(34 338.6631),(35 338.5247),(36 337.0859),(37 335.06155),(38 340.76147),(39 340.58347),(40 336.61636),(41 333.70346),(42 336.71613),(43 332.0365),(44 338.88718),(45 336.4897),(46 336.03955),(47 336.50024),(48 338.8315),(49 334.24042),(50 334.5824),(51 334.76694),(52 333.9393),(53 331.53467),(54 335.64777),(55 335.29837),(56 337.20093),(57 333.40823),(58 332.45337),(59 333.2554),(60 329.65158),(61 331.25897),(62 328.8864),(63 326.61566),(64 328.91553),(65 328.91977),(66 333.01367),(67 334.8641),(68 335.6392),(69 338.70694),(70 335.58597),(71 337.68332),(72 335.421),(73 333.56854),(74 337.14642),(75 333.95108),(76 335.9262),(77 335.6009),(78 335.42273),(79 336.8109),
(1 197.2566),(2 239.53175),(3 261.74594),(4 277.72687),(5 286.8485),(6 297.3238),(7 302.51553),(8 301.62646),(9 304.47247),(10 303.36148),(11 305.08472),(12 307.8403),(13 310.4413),(14 311.42267),(15 313.70184),(16 312.1505),(17 313.31378),(18 313.8791),(19 312.50653),(20 310.76367),(21 311.54385),(22 313.38834),(23 319.7804),(24 322.6824),(25 323.59857),(26 326.20828),(27 325.6786),(28 326.92062),(29 327.7319),(30 331.47607),(31 333.06372),(32 332.85782),(33 335.76202),(34 334.80203),(35 337.8594),(36 336.5016),(37 338.07648),(38 339.7712),(39 337.55972),(40 334.73422),(41 331.8222),(42 332.93887),(43 330.73785),(44 331.0401),(45 329.12338),(46 329.96173),(47 326.69342),(48 330.46317),(49 327.67526),(50 329.3966),(51 329.81616),(52 329.25378),(53 327.86746),(54 331.06097),(55 332.18185),(56 331.0734),(57 330.4406),(58 328.1847),(59 329.9245),(60 332.67166),(61 332.93967),(62 326.6921),(63 321.47784),(64 321.5536),(65 322.02023),(66 322.43295),(67 326.13687),(68 326.18085),(69 330.9249),(70 328.21503),(71 329.64316),(72 328.74066),(73 328.45422),(74 327.00558),(75 325.11618),(76 328.55554),(77 327.85373),(78 332.6848),(79 334.28564),
(1 197.92377),(2 238.01448),(3 262.26758),(4 274.55017),(5 284.4061),(6 287.16605),(7 289.65567),(8 294.85675),(9 296.53333),(10 294.17575),(11 299.3758),(12 302.7144),(13 307.54745),(14 310.60092),(15 308.00806),(16 306.09567),(17 310.64114),(18 306.36072),(19 306.78046),(20 309.27325),(21 309.5099),(22 313.32037),(23 313.62158),(24 314.64066),(25 316.2803),(26 319.88138),(27 322.13922),(28 322.39642),(29 322.3126),(30 324.21848),(31 322.74594),(32 321.57068),(33 323.2644),(34 325.39227),(35 325.44327),(36 332.33673),(37 331.08853),(38 328.9418),(39 324.0945),(40 325.66302),(41 326.70395),(42 325.7772),(43 324.9523),(44 321.96762),(45 325.12286),(46 325.3743),(47 319.6318),(48 320.3802),(49 320.22507),(50 314.7694),(51 310.019),(52 309.44864),(53 312.6185),(54 313.00418),(55 317.70667),(56 316.32672),(57 314.02304),(58 318.39514),(59 321.92285),(60 316.0768),(61 311.0223),(62 310.04214),(63 309.54776),(64 310.08774),(65 310.06),(66 314.43488),(67 317.16724),(68 316.5888),(69 320.92062),(70 316.49677),(71 319.47272),(72 315.18994),(73 316.10904),(74 318.67914),(75 315.85873),(76 315.7658),(77 320.33356),(78 320.11163),(79 322.4563),
(1 192.951),(2 232.6903),(3 253.70108),(4 263.33734),(5 273.48926),(6 277.06555),(7 280.95132),(8 281.93274),(9 288.88718),(10 290.11478),(11 291.9252),(12 295.4762),(13 295.76254),(14 294.50864),(15 293.67914),(16 289.3165),(17 290.85846),(18 291.38358),(19 294.87518),(20 293.86127),(21 293.5456),(22 296.81348),(23 302.08917),(24 303.6697),(25 303.91208),(26 308.9258),(27 310.05145),(28 312.24146),(29 314.01654),(30 314.7107),(31 316.26587),(32 316.34494),(33 314.14526),(34 321.43518),(35 324.1017),(36 323.58084),(37 325.27658),(38 323.83597),(39 320.65292),(40 316.65085),(41 318.34885),(42 320.67014),(43 317.19696),(44 316.87552),(45 313.64423),(46 312.00278),(47 315.1417),(48 316.13846),(49 318.4453),(50 312.43735),(51 308.719),(52 311.89423),(53 310.9029),(54 316.29416),(55 315.90823),(56 314.87448),(57 313.5491),(58 312.81564),(59 311.0508),(60 311.80414),(61 309.6694),(62 304.6109),(63 303.47107),(64 304.4756),(65 305.7327),(66 311.02014),(67 313.1049),(68 312.29608),(69 313.80295),(70 315.17328),(71 312.65463),(72 309.1184),(73 311.26074),(74 312.63824),(75 313.39902),(76 318.4626),(77 318.2719),(78 319.02594),(79 318.13867),
(1 191.7499),(2 231.59541),(3 255.20444),(4 267.4447),(5 277.50064),(6 284.71732),(7 288.92044),(8 291.56137),(9 293.30322),(10 288.48395),(11 290.27206),(12 294.72836),(13 295.1069),(14 296.77936),(15 301.17783),(16 301.07205),(17 299.50186),(18 299.84866),(19 298.78937),(20 299.31653),(21 299.56885),(22 304.60278),(23 305.91144),(24 306.4959),(25 310.9094),(26 312.54758),(27 312.9427),(28 315.72485),(29 314.57346),(30 314.04233),(31 311.78864),(32 317.86523),(33 317.14557),(34 323.75354),(35 324.1827),(36 324.47928),(37 321.6497),(38 324.43866),(39 323.96497),(40 326.09717),(41 319.2176),(42 323.04004),(43 317.89926),(44 317.6786),(45 317.5667),(46 320.70126),(47 316.9682),(48 317.83566),(49 317.83585),(50 317.35977),(51 315.03683),(52 313.69504),(53 314.52106),(54 311.7153),(55 310.92725),(56 310.0619),(57 315.2652),(58 312.00858),(59 313.10815),(60 315.41605),(61 315.77762),(62 311.32428),(63 311.76126),(64 309.44092),(65 310.3043),(66 311.51874),(67 316.97845),(68 315.40222),(69 317.87625),(70 317.627),(71 316.67087),(72 316.16785),(73 314.20972),(74 318.5744),(75 313.16278),(76 316.1025),(77 317.38937),(78 319.2015),(79 320.74692),
(1 186.03094),(2 223.5205),(3 244.61668),(4 254.18863),(5 263.35107),(6 270.09134),(7 273.59378),(8 273.31512),(9 276.81284),(10 280.06894),(11 283.55423),(12 284.8103),(13 287.49924),(14 288.01395),(15 287.87967),(16 289.08435),(17 291.2568),(18 288.55594),(19 288.58548),(20 289.29605),(21 285.6283),(22 287.5728),(23 287.6025),(24 292.71246),(25 295.23645),(26 296.26505),(27 297.60672),(28 297.02747),(29 297.88467),(30 293.7542),(31 297.1099),(32 300.24097),(33 301.7195),(34 303.96793),(35 305.49118),(36 309.3058),(37 305.29037),(38 303.57495),(39 300.9151),(40 306.59082),(41 303.9654),(42 306.09732),(43 304.022),(44 305.06256),(45 302.43423),(46 301.57953),(47 303.19037),(48 303.91602),(49 303.1396),(50 302.26822),(51 304.40207),(52 305.1716),(53 308.49585),(54 308.50137),(55 305.9787),(56 304.9053),(57 306.84253),(58 303.46356),(59 300.3031),(60 299.7984),(61 301.6158),(62 300.91376),(63 299.26382),(64 298.61264),(65 300.98904),(66 302.8661),(67 306.08597),(68 306.58307),(69 308.1097),(70 311.48978),(71 308.74548),(72 305.28204),(73 303.08536),(74 304.51367),(75 304.98364),(76 308.37918),(77 310.57428),(78 313.66357),(79 311.50757),
(1 187.5448),(2 227.29605),(3 247.97655),(4 257.6637),(5 265.9704),(6 269.96875),(7 276.70517),(8 279.27496),(9 283.4592),(10 281.49625),(11 282.31882),(12 285.41913),(13 290.3411),(14 290.77454),(15 288.63986),(16 289.58167),(17 289.60706),(18 293.4262),(19 291.45483),(20 289.5318),(21 290.89297),(22 294.64304),(23 297.86465),(24 297.32236),(25 300.1132),(26 304.26224),(27 305.50052),(28 310.4508),(29 308.05634),(30 313.09644),(31 308.18018),(32 309.56894),(33 311.70795),(34 313.21762),(35 310.54672),(36 312.1738),(37 310.5869),(38 310.2836),(39 307.6649),(40 310.74243),(41 304.05508),(42 310.79147),(43 306.32217),(44 304.51672),(45 300.0162),(46 296.8842),(47 297.86963),(48 299.7238),(49 298.00607),(50 296.76285),(51 297.59433),(52 299.93414),(53 301.42123),(54 301.14243),(55 301.34924),(56 301.01654),(57 302.2012),(58 303.9439),(59 301.57175),(60 302.08298),(61 303.01196),(62 299.8118),(63 301.71906),(64 298.4453),(65 299.99228),(66 298.60873),(67 300.47293),(68 301.51376),(69 303.65393),(70 301.70462),(71 303.51376),(72 304.2585),(73 304.94675),(74 304.70035),(75 299.701),(76 305.15082),(77 304.07547),(78 310.99512),(79 310.96622),
(1 184.33301),(2 222.34125),(3 243.48293),(4 252.15445),(5 260.46347),(6 267.09384),(7 270.7996),(8 268.88123),(9 268.21945),(10 272.57925),(11 274.2019),(12 277.31976),(13 279.12994),(14 281.26517),(15 279.95145),(16 277.85754),(17 280.14023),(18 280.46664),(19 278.70172),(20 282.65137),(21 283.5852),(22 283.6413),(23 286.91827),(24 284.0995),(25 289.98276),(26 290.80966),(27 287.91064),(28 293.3881),(29 295.8424),(30 294.55618),(31 296.93167),(32 294.77408),(33 294.39633),(34 300.3895),(35 302.55185),(36 303.40186),(37 303.37152),(38 303.44403),(39 296.93893),(40 299.81622),(41 297.06958),(42 294.97125),(43 296.42758),(44 297.83316),(45 298.59476),(46 299.71753),(47 300.6341),(48 300.79007),(49 298.80548),(50 297.00092),(51 299.9805),(52 295.5495),(53 296.5996),(54 296.8371),(55 296.6494),(56 296.89157),(57 300.39355),(58 300.71756),(59 302.0399),(60 301.9412),(61 300.48807),(62 297.61246),(63 295.434),(64 296.4971),(65 294.7872),(66 294.1744),(67 296.32205),(68 298.79285),(69 300.11633),(70 299.66257),(71 298.50082),(72 299.40408),(73 300.0064),(74 300.23804),(75 299.19342),(76 298.30765),(77 299.4684),(78 302.96414),(79 300.5333),
(1 178.47939),(2 214.81865),(3 235.1484),(4 246.46237),(5 254.35777),(6 258.75058),(7 263.5826),(8 263.99948),(9 266.52365),(10 269.9423),(11 270.56155),(12 271.57858),(13 273.91364),(14 276.6282),(15 276.38663),(16 277.80286),(17 271.99817),(18 272.9345),(19 269.60934),(20 272.93716),(21 269.93863),(22 271.55347),(23 276.14807),(24 276.83994),(25 277.27048),(26 275.85892),(27 277.51605),(28 281.4224),(29 282.08023),(30 284.6765),(31 284.7735),(32 285.33978),(33 285.22327),(34 289.0884),(35 291.61807),(36 291.1181),(37 288.47327),(38 287.53903),(39 287.0018),(40 289.65945),(41 287.53067),(42 290.57376),(43 287.12967),(44 287.75076),(45 287.9148),(46 291.91635),(47 288.27884),(48 289.6524),(49 286.89554),(50 282.7866),(51 285.71463),(52 284.7291),(53 288.3441),(54 287.31534),(55 286.68176),(56 284.00302),(57 282.46573),(58 284.5051),(59 285.65552),(60 284.869),(61 285.60742),(62 284.83566),(63 282.9379),(64 283.06116),(65 283.64737),(66 285.23648),(67 283.7482),(68 288.79327),(69 294.0046),(70 290.92657),(71 289.95654),(72 291.38846),(73 291.78207),(74 292.42792),(75 295.98395),(76 296.66708),(77 294.53894),(78 299.0336),(79 298.4051),
