1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 155.09341),(2 193.49516),(3 218.74728),(4 233.51398),(5 240.95097),(6 243.78407),(7 246.18428),(8 247.92719),(9 250.11885),(10 253.96535),(11 255.55309),(12 255.92827),(13 253.99657),(14 257.12112),(15 255.763),(16 256.32928),(17 260.56882),(18 257.9868),(19 264.82187),(20 268.2977),(21 267.27222),(22 270.46072),(23 274.96222),(24 271.21024),(25 272.49548),(26 276.8099),(27 274.2015),(28 274.23227),(29 273.99756),(30 276.326),(31 278.33292),(32 273.70364),(33 273.0256),(34 274.05786),(35 271.65146),(36 270.62427),(37 274.68835),(38 271.4723),(39 270.8519),(40 273.50757),(41 270.98752),(42 268.67142),(43 271.35925),(44 268.17975),(45 265.4274),(46 270.7639),(47 266.16388),(48 266.2969),(49 273.3237),(50 269.8396),(51 270.13068),(52 275.49478),(53 272.4302),(54 274.75464),(55 273.5847),(56 273.18073),(57 273.5443),(58 276.19354),(59 276.2959),(60 279.68768),(61 280.70523),(62 277.53314),(63 275.83057),(64 276.54398),(65 275.6395),(66 276.43564),(67 274.63553),(68 272.1764),(69 271.25854),(70 274.71277),(71 275.32123),(72 274.67203),(73 278.3458),(74 274.47067),(75 274.88037),(76 276.48523),(77 275.0329),(78 276.9583),(79 270.81113),
(1 154.6131),(2 190.63708),(3 212.80183),(4 226.66447),(5 235.71585),(6 240.96529),(7 246.17276),(8 247.93579),(9 247.77151),(10 249.25542),(11 252.30835),(12 251.60658),(13 250.76764),(14 256.14267),(15 253.57799),(16 254.18332),(17 256.35385),(18 255.02316),(19 256.87985),(20 262.74197),(21 262.5108),(22 264.46716),(23 270.41397),(24 271.60727),(25 271.82208),(26 278.52786),(27 272.26617),(28 276.10864),(29 271.5533),(30 274.52866),(31 276.85123),(32 274.39206),(33 275.37402),(34 278.00473),(35 276.552),(36 278.04916),(37 279.5305),(38 275.55798),(39 277.27322),(40 277.0504),(41 275.62253),(42 275.21558),(43 277.422),(44 275.37708),(45 271.41763),(46 272.55475),(47 270.07428),(48 270.37906),(49 273.02274),(50 274.04266),(51 275.74686),(52 281.36514),(53 276.46185),(54 276.73648),(55 276.6592),(56 275.59167),(57 279.3204),(58 283.04877),(59 282.95694),(60 284.6641),(61 287.03687),(62 283.30527),(63 281.61856),(64 285.1749),(65 282.0969),(66 284.319),(67 284.07217),(68 281.6117),(69 280.09155),(70 280.97888),(71 277.96423),(72 274.71448),(73 278.2576),(74 277.25446),(75 277.9409),(76 282.95303),(77 278.4602),(78 275.75888),(79 274.99066),
(1 153.9676),(2 187.06583),(3 209.31708),(4 225.06943),(5 234.671),(6 236.54579),(7 239.62285),(8 243.2061),(9 240.06682),(10 241.6929),(11 245.45235),(12 245.22209),(13 244.80359),(14 248.73335),(15 246.36478),(16 246.64249),(17 252.95726),(18 251.12192),(19 254.17366),(20 261.27094),(21 260.10052),(22 261.20206),(23 266.64853),(24 265.768),(25 266.22174),(26 269.6685),(27 267.60666),(28 265.93906),(29 262.81866),(30 267.01132),(31 269.06876),(32 267.5808),(33 266.30228),(34 267.86078),(35 265.02402),(36 266.64526),(37 267.98926),(38 266.03223),(39 265.01666),(40 268.03638),(41 264.86392),(42 263.06763),(43 263.66205),(44 261.31482),(45 257.68155),(46 257.80344),(47 257.21756),(48 255.05106),(49 259.02112),(50 258.85132),(51 261.7475),(52 266.04846),(53 263.3934),(54 264.99536),(55 266.75635),(56 265.67636),(57 267.8212),(58 270.80264),(59 269.5314),(60 271.78555),(61 274.88412),(62 273.0469),(63 272.83322),(64 274.1643),(65 273.06497),(66 273.19223),(67 272.81412),(68 270.25595),(69 269.4611),(70 271.15347),(71 268.499),(72 268.8171),(73 270.3056),(74 266.1302),(75 262.64587),(76 264.8189),(77 264.1843),(78 264.62836),(79 263.05185),
(1 149.92126),(2 184.00595),(3 204.8172),(4 218.32283),(5 227.43126),(6 233.44281),(7 235.22621),(8 237.54546),(9 237.67355),(10 239.19371),(11 242.49109),(12 243.3658),(13 245.1249),(14 246.7708),(15 245.66388),(16 247.06235),(17 247.34276),(18 248.76505),(19 252.29944),(20 255.72067),(21 254.49974),(22 255.59132),(23 261.55173),(24 262.2561),(25 263.29456),(26 266.82086),(27 262.5961),(28 265.28757),(29 262.24014),(30 265.1986),(31 268.14642),(32 268.52686),(33 268.39926),(34 267.86707),(35 266.40128),(36 268.17358),(37 269.0399),(38 267.1329),(39 266.11862),(40 271.76447),(41 267.96252),(42 266.61914),(43 267.7581),(44 262.32196),(45 261.28116),(46 260.84448),(47 257.8337),(48 257.2218),(49 259.97284),(50 259.96),(51 261.98953),(52 265.62524),(53 261.21484),(54 261.68503),(55 264.87387),(56 260.5211),(57 265.70676),(58 268.81802),(59 269.70343),(60 271.4547),(61 272.12094),(62 268.4721),(63 267.827),(64 269.0016),(65 268.45337),(66 270.0234),(67 272.85892),(68 270.4414),(69 269.69522),(70 273.78073),(71 272.36685),(72 273.77875),(73 273.11533),(74 273.22562),(75 272.17804),(76 272.12027),(77 270.3252),(78 270.80142),(79 267.4399),
(1 151.25319),(2 183.78647),(3 204.0534),(4 220.56743),(5 227.34584),(6 233.05524),(7 235.22072),(8 238.73416),(9 238.87492),(10 238.25266),(11 243.70819),(12 244.41882),(13 244.57205),(14 246.55345),(15 245.65567),(16 245.7561),(17 246.28223),(18 246.83566),(19 247.71132),(20 251.6276),(21 251.65488),(22 254.70901),(23 258.09702),(24 254.23042),(25 255.06763),(26 259.6729),(27 257.8399),(28 259.35257),(29 257.50668),(30 258.90158),(31 261.69226),(32 261.8094),(33 261.61414),(34 262.71362),(35 261.5788),(36 264.72397),(37 267.24448),(38 263.63803),(39 263.54114),(40 265.12024),(41 264.54434),(42 262.276),(43 264.16245),(44 259.7709),(45 261.12665),(46 259.0165),(47 254.81075),(48 255.13672),(49 260.2596),(50 258.78018),(51 261.95496),(52 267.19653),(53 263.05066),(54 264.7124),(55 264.78583),(56 263.22296),(57 266.14615),(58 269.6414),(59 267.80975),(60 270.56137),(61 269.53055),(62 271.50818),(63 272.98087),(64 272.58893),(65 272.45532),(66 271.08124),(67 273.10904),(68 272.16953),(69 271.2701),(70 273.26437),(71 272.2724),(72 269.60358),(73 270.29724),(74 266.14178),(75 264.84375),(76 266.1058),(77 265.2946),(78 266.10367),(79 262.8452),
(1 149.37233),(2 182.85834),(3 202.55762),(4 217.84476),(5 225.49074),(6 228.5918),(7 232.54726),(8 235.4272),(9 237.59622),(10 240.42192),(11 244.87132),(12 242.81763),(13 242.43706),(14 242.49232),(15 238.30974),(16 237.18202),(17 241.27278),(18 241.00221),(19 242.10608),(20 247.69601),(21 247.0104),(22 250.07603),(23 254.9687),(24 256.6756),(25 259.69058),(26 263.6189),(27 261.48886),(28 264.72217),(29 261.01563),(30 261.84192),(31 264.36578),(32 265.8642),(33 263.8338),(34 267.71277),(35 266.06323),(36 263.24942),(37 265.31226),(38 264.48575),(39 262.96417),(40 265.50012),(41 265.2181),(42 265.07294),(43 265.1895),(44 262.38483),(45 260.9033),(46 262.06522),(47 259.03748),(48 260.6043),(49 264.5391),(50 266.57065),(51 263.84308),(52 266.55402),(53 266.15756),(54 266.58868),(55 268.1042),(56 265.90967),(57 267.886),(58 271.29974),(59 272.11133),(60 271.01715),(61 273.05695),(62 270.46896),(63 269.75635),(64 271.36203),(65 268.7088),(66 268.3983),(67 269.26495),(68 265.8938),(69 266.45325),(70 266.5453),(71 264.36966),(72 266.16452),(73 268.1317),(74 267.5407),(75 270.60873),(76 274.99954),(77 270.52032),(78 270.62317),(79 265.89703),
(1 147.87434),(2 182.16385),(3 201.40051),(4 214.52641),(5 222.23506),(6 226.8925),(7 231.6678),(8 235.651),(9 238.01576),(10 240.99289),(11 244.7275),(12 246.12213),(13 245.87224),(14 247.6933),(15 245.79108),(16 245.36168),(17 247.45564),(18 247.97838),(19 249.60277),(20 251.78839),(21 247.53053),(22 251.93234),(23 256.50027),(24 256.01202),(25 258.73648),(26 263.3349),(27 260.60278),(28 263.1594),(29 261.2078),(30 261.0271),(31 263.6178),(32 263.84457),(33 260.88058),(34 263.70413),(35 261.15698),(36 260.6),(37 263.61194),(38 261.21667),(39 257.62155),(40 261.28717),(41 258.19775),(42 257.67578),(43 258.15607),(44 253.77042),(45 252.82167),(46 256.55444),(47 253.82245),(48 253.47017),(49 257.63818),(50 258.09576),(51 259.45764),(52 263.82974),(53 262.62787),(54 264.44064),(55 266.17438),(56 262.09183),(57 264.5123),(58 268.88638),(59 266.7198),(60 269.1164),(61 269.28354),(62 267.93848),(63 267.46985),(64 267.76788),(65 265.70718),(66 264.09454),(67 263.20374),(68 260.22556),(69 262.5273),(70 262.68317),(71 259.1555),(72 260.89203),(73 260.29895),(74 259.6629),(75 260.8234),(76 262.6151),(77 259.54083),(78 259.88965),(79 256.94046),
(1 144.57924),(2 178.33295),(3 196.77414),(4 211.54918),(5 219.70303),(6 223.6343),(7 228.2574),(8 230.6557),(9 231.19577),(10 232.51216),(11 235.14474),(12 237.53679),(13 236.7708),(14 236.29523),(15 233.51352),(16 232.75919),(17 235.34225),(18 235.60475),(19 236.67293),(20 239.54945),(21 239.3989),(22 241.8836),(23 250.86215),(24 248.90959),(25 252.70953),(26 257.23642),(27 256.24832),(28 257.2099),(29 254.5569),(30 253.75554),(31 254.9265),(32 256.33286),(33 257.4508),(34 261.11337),(35 259.01123),(36 258.8226),(37 259.59497),(38 259.43872),(39 256.65683),(40 258.07327),(41 257.51627),(42 255.49115),(43 255.91762),(44 247.87712),(45 248.33693),(46 247.72061),(47 244.63443),(48 245.93713),(49 250.79099),(50 250.40166),(51 251.10423),(52 251.49152),(53 251.44199),(54 252.00105),(55 252.84596),(56 249.00496),(57 251.45685),(58 256.89072),(59 255.05904),(60 257.61398),(61 257.34576),(62 257.1712),(63 255.62744),(64 258.67126),(65 256.53085),(66 255.13734),(67 255.95892),(68 256.65607),(69 260.84323),(70 262.67767),(71 260.77805),(72 259.4078),(73 262.97763),(74 261.89044),(75 261.5323),(76 262.6825),(77 261.06915),(78 263.05597),(79 260.0769),
(1 141.64984),(2 174.79634),(3 193.51804),(4 207.15872),(5 214.62373),(6 217.48126),(7 221.94463),(8 223.52756),(9 225.97769),(10 228.39294),(11 229.74106),(12 230.87555),(13 231.10683),(14 231.66168),(15 229.32181),(16 228.78305),(17 234.73094),(18 233.33344),(19 235.05038),(20 239.52121),(21 238.26526),(22 238.8026),(23 244.3258),(24 243.77246),(25 246.92657),(26 253.38025),(27 251.4618),(28 252.93336),(29 251.31926),(30 253.6332),(31 254.59334),(32 252.8087),(33 251.29474),(34 254.39114),(35 250.2238),(36 247.29828),(37 248.96126),(38 247.43303),(39 247.37312),(40 249.32166),(41 247.19408),(42 246.05925),(43 246.28647),(44 242.33171),(45 244.9338),(46 246.79788),(47 244.6146),(48 243.17305),(49 248.49524),(50 248.10716),(51 246.04729),(52 248.97925),(53 245.86598),(54 246.63014),(55 249.98344),(56 248.55238),(57 249.7424),(58 255.04872),(59 253.49402),(60 253.24904),(61 252.97177),(62 252.07813),(63 251.29181),(64 253.11913),(65 254.50891),(66 252.08887),(67 253.01828),(68 251.98952),(69 250.95633),(70 251.85399),(71 249.5366),(72 249.0335),(73 251.53749),(74 248.96063),(75 250.37112),(76 254.45572),(77 250.983),(78 250.73128),(79 248.94234),
(1 142.20851),(2 174.68425),(3 194.50816),(4 207.27391),(5 215.87054),(6 220.01695),(7 223.16968),(8 227.3669),(9 228.38097),(10 230.69917),(11 234.26346),(12 233.70154),(13 233.76448),(14 234.0763),(15 234.22333),(16 232.96396),(17 234.38853),(18 233.66393),(19 234.75429),(20 238.91049),(21 237.96584),(22 239.48334),(23 244.29663),(24 244.65302),(25 247.04651),(26 250.26382),(27 248.59714),(28 249.61232),(29 247.96269),(30 250.42079),(31 251.73483),(32 249.5701),(33 247.45058),(34 251.03716),(35 248.65942),(36 245.02992),(37 247.21613),(38 243.39796),(39 243.5885),(40 244.41435),(41 243.46155),(42 240.7634),(43 244.45813),(44 238.78493),(45 239.25566),(46 243.63857),(47 240.10358),(48 240.98254),(49 246.25183),(50 246.57367),(51 246.35794),(52 249.26768),(53 245.77531),(54 246.72441),(55 248.62932),(56 249.07036),(57 251.19395),(58 254.43178),(59 251.83197),(60 254.00816),(61 256.22696),(62 253.80908),(63 253.45251),(64 253.3256),(65 252.71375),(66 251.77534),(67 252.59569),(68 251.991),(69 250.31639),(70 252.02232),(71 250.61554),(72 249.9434),(73 250.33983),(74 249.44026),(75 251.16234),(76 257.1622),(77 255.4218),(78 253.01277),(79 253.42105),
(1 139.90326),(2 171.24277),(3 189.76671),(4 203.43617),(5 210.70396),(6 213.9376),(7 219.11212),(8 222.76558),(9 223.27776),(10 224.68008),(11 228.59175),(12 227.10237),(13 227.39928),(14 229.31276),(15 227.33585),(16 227.36668),(17 229.84222),(18 230.11731),(19 230.31595),(20 232.89029),(21 232.15327),(22 234.89505),(23 241.00742),(24 238.67192),(25 242.38184),(26 245.06094),(27 243.76295),(28 243.08958),(29 240.46678),(30 240.79836),(31 244.84702),(32 240.3103),(33 241.47421),(34 246.74901),(35 241.70119),(36 240.15097),(37 245.59816),(38 244.42577),(39 244.6358),(40 244.82928),(41 245.49403),(42 244.27412),(43 246.81046),(44 240.7436),(45 242.81984),(46 243.05379),(47 239.71664),(48 239.5134),(49 242.35715),(50 241.01884),(51 240.25446),(52 240.10829),(53 238.9431),(54 238.12842),(55 239.24265),(56 239.43253),(57 243.5151),(58 246.28355),(59 245.96838),(60 247.31494),(61 248.86293),(62 249.42957),(63 247.42273),(64 247.0755),(65 246.9119),(66 245.32722),(67 243.67097),(68 243.92235),(69 242.38046),(70 243.35315),(71 243.55835),(72 244.85564),(73 244.80122),(74 242.90324),(75 244.31435),(76 246.20393),(77 242.60684),(78 242.36891),(79 241.27202),
(1 136.25009),(2 166.5291),(3 184.7554),(4 198.14348),(5 206.04718),(6 207.336),(7 213.63063),(8 218.16101),(9 220.0831),(10 223.71484),(11 224.47928),(12 225.5532),(13 224.93187),(14 229.32443),(15 226.4528),(16 224.20241),(17 228.36418),(18 225.2903),(19 226.82663),(20 230.2705),(21 230.68042),(22 234.5479),(23 241.2889),(24 238.26215),(25 240.80699),(26 245.88799),(27 242.21036),(28 244.50267),(29 241.97928),(30 240.41753),(31 243.75256),(32 241.6103),(33 241.43633),(34 244.11787),(35 240.49463),(36 241.97865),(37 244.52393),(38 243.48376),(39 243.93176),(40 244.82315),(41 242.01186),(42 242.21095),(43 243.37941),(44 237.36328),(45 236.87027),(46 236.0027),(47 229.7738),(48 228.50467),(49 232.71437),(50 233.09717),(51 233.3367),(52 237.40921),(53 235.9718),(54 236.94066),(55 236.5078),(56 237.8161),(57 238.74327),(58 240.19476),(59 239.71373),(60 242.07246),(61 242.17625),(62 242.21725),(63 242.95305),(64 243.57831),(65 245.37433),(66 246.15846),(67 247.89821),(68 249.05193),(69 248.38875),(70 250.45938),(71 248.88222),(72 247.67334),(73 249.89354),(74 246.6365),(75 248.37518),(76 251.02647),(77 247.53107),(78 244.8755),(79 244.85977),
(1 136.37817),(2 165.10895),(3 183.85608),(4 196.68141),(5 205.75343),(6 207.60779),(7 210.0986),(8 215.8251),(9 216.03238),(10 216.17981),(11 221.20293),(12 220.84537),(13 220.46973),(14 223.31506),(15 222.40932),(16 219.52394),(17 221.39917),(18 219.89313),(19 220.45096),(20 223.33649),(21 223.64236),(22 227.9512),(23 232.33096),(24 232.21059),(25 233.29442),(26 238.47008),(27 232.47177),(28 234.22227),(29 232.78401),(30 233.20947),(31 235.9888),(32 235.36436),(33 235.67831),(34 238.29889),(35 234.3449),(36 235.36502),(37 237.9788),(38 235.87259),(39 233.51222),(40 235.44911),(41 232.72707),(42 234.18466),(43 235.65315),(44 231.00496),(45 232.07314),(46 232.54176),(47 227.76543),(48 229.45192),(49 232.43811),(50 231.2146),(51 234.44772),(52 236.45573),(53 237.08035),(54 238.61288),(55 239.269),(56 239.24405),(57 241.01373),(58 242.57056),(59 241.68867),(60 244.41571),(61 244.19829),(62 243.74097),(63 241.759),(64 241.34401),(65 241.9376),(66 243.0159),(67 242.5616),(68 239.4062),(69 239.49696),(70 240.00795),(71 237.92941),(72 238.07657),(73 239.78712),(74 238.5039),(75 238.70619),(76 240.38),(77 239.80803),(78 239.96284),(79 236.12764),
(1 132.60608),(2 163.881),(3 182.30348),(4 195.36401),(5 202.01494),(6 205.27483),(7 209.6979),(8 212.74864),(9 214.37038),(10 215.37883),(11 220.29022),(12 218.36592),(13 221.31314),(14 220.57095),(15 217.51642),(16 220.01424),(17 221.6404),(18 218.54623),(19 219.89557),(20 223.48434),(21 224.17075),(22 224.49518),(23 228.602),(24 228.58133),(25 231.99016),(26 235.24397),(27 233.66884),(28 233.84581),(29 230.23528),(30 231.44658),(31 235.17868),(32 233.95581),(33 232.43256),(34 234.70676),(35 229.9984),(36 229.51225),(37 235.40337),(38 233.39114),(39 231.65572),(40 236.32053),(41 233.67494),(42 233.17355),(43 235.3944),(44 232.75655),(45 232.4046),(46 232.97466),(47 227.73314),(48 228.73474),(49 230.93779),(50 231.7965),(51 234.9313),(52 238.53065),(53 235.73602),(54 235.49077),(55 234.53592),(56 236.08382),(57 236.855),(58 237.99242),(59 240.54631),(60 243.66956),(61 241.12593),(62 239.97855),(63 241.75415),(64 240.65628),(65 239.41246),(66 237.06152),(67 241.3344),(68 239.09628),(69 239.27248),(70 240.07791),(71 237.5456),(72 236.17564),(73 239.26297),(74 237.39009),(75 237.02011),(76 240.15929),(77 237.83295),(78 241.5558),(79 238.12085),
(1 131.67157),(2 162.8387),(3 180.63953),(4 194.60794),(5 203.96558),(6 206.4767),(7 211.35963),(8 213.77226),(9 213.94324),(10 216.25296),(11 217.81),(12 216.52356),(13 219.00957),(14 218.32193),(15 216.83237),(16 218.6773),(17 217.7408),(18 216.99104),(19 217.60104),(20 222.5399),(21 221.09335),(22 224.90016),(23 230.45549),(24 229.55135),(25 232.82887),(26 234.72),(27 236.17705),(28 236.69803),(29 229.59985),(30 231.37009),(31 234.51321),(32 234.64081),(33 232.39236),(34 234.73601),(35 232.56679),(36 230.99129),(37 235.61226),(38 234.0974),(39 234.3104),(40 239.31882),(41 238.67258),(42 238.47481),(43 238.66605),(44 236.66862),(45 233.92705),(46 234.32875),(47 233.29526),(48 233.9765),(49 234.50717),(50 234.49722),(51 236.50333),(52 240.34172),(53 238.8459),(54 240.81879),(55 238.91873),(56 238.95811),(57 238.98128),(58 240.70439),(59 240.16681),(60 242.29591),(61 240.89159),(62 241.1165),(63 241.31505),(64 241.22551),(65 240.88748),(66 242.2435),(67 244.09123),(68 239.28247),(69 240.64114),(70 241.39635),(71 239.08766),(72 238.2548),(73 238.83595),(74 237.12732),(75 234.83075),(76 238.40108),(77 236.80234),(78 237.15189),(79 235.59297),
(1 130.75322),(2 161.34338),(3 176.83234),(4 188.04814),(5 195.2665),(6 197.70695),(7 203.70816),(8 208.05766),(9 208.03839),(10 212.194),(11 212.47702),(12 213.40347),(13 212.6588),(14 213.47198),(15 211.63477),(16 211.87297),(17 211.89027),(18 212.44304),(19 214.11789),(20 216.60391),(21 217.8769),(22 219.17522),(23 226.90654),(24 224.70184),(25 227.50453),(26 231.32947),(27 228.05745),(28 229.89595),(29 224.94638),(30 226.84874),(31 229.34262),(32 230.2836),(33 227.37785),(34 229.64305),(35 228.87537),(36 228.0607),(37 231.67577),(38 230.29227),(39 229.7062),(40 232.86519),(41 230.228),(42 229.29788),(43 231.80743),(44 226.22868),(45 226.03818),(46 228.69453),(47 226.20863),(48 226.7942),(49 231.06633),(50 231.42218),(51 231.36761),(52 233.44597),(53 233.5633),(54 235.95784),(55 238.81065),(56 237.57832),(57 238.46024),(58 239.66011),(59 238.5456),(60 239.99165),(61 242.44736),(62 239.49176),(63 238.48969),(64 240.21404),(65 240.28957),(66 239.68292),(67 241.62701),(68 240.38145),(69 243.45241),(70 244.30246),(71 239.61143),(72 239.2771),(73 239.93971),(74 240.08318),(75 238.8225),(76 241.46234),(77 239.18956),(78 237.8959),(79 234.38687),
(1 129.9539),(2 159.76666),(3 175.95383),(4 187.70926),(5 195.63257),(6 199.09247),(7 202.92805),(8 205.94261),(9 205.47226),(10 207.26625),(11 210.74715),(12 209.01172),(13 208.22221),(14 209.55614),(15 208.00891),(16 208.57774),(17 210.03534),(18 207.708),(19 211.73486),(20 212.71387),(21 214.13618),(22 215.50368),(23 223.0886),(24 223.311),(25 225.75601),(26 228.50719),(27 225.36742),(28 228.26234),(29 223.7761),(30 223.08307),(31 225.92838),(32 223.12949),(33 223.50987),(34 228.30722),(35 226.81665),(36 227.1497),(37 228.87477),(38 226.64691),(39 226.06111),(40 228.20308),(41 227.32434),(42 227.2583),(43 229.09662),(44 225.85654),(45 225.25015),(46 227.08212),(47 224.66476),(48 224.50188),(49 233.0582),(50 231.0116),(51 232.18895),(52 232.5501),(53 232.20653),(54 231.53342),(55 234.87828),(56 232.54164),(57 234.12428),(58 236.21689),(59 235.87288),(60 238.3984),(61 241.13689),(62 238.86906),(63 238.53555),(64 240.30806),(65 240.11023),(66 238.9515),(67 241.11049),(68 237.37923),(69 239.2392),(70 236.971),(71 233.81642),(72 234.95349),(73 234.51274),(74 235.66463),(75 237.32376),(76 241.67715),(77 238.3491),(78 238.00594),(79 234.36697),
(1 128.14343),(2 158.3998),(3 174.87283),(4 186.18895),(5 192.2858),(6 194.24132),(7 197.61111),(8 202.02394),(9 201.6067),(10 203.66261),(11 204.77876),(12 204.03314),(13 205.0674),(14 205.7144),(15 206.09604),(16 206.99342),(17 209.92958),(18 209.32896),(19 212.81032),(20 214.58896),(21 214.09917),(22 218.3717),(23 221.4337),(24 221.44177),(25 222.92131),(26 224.55379),(27 221.99886),(28 222.98207),(29 221.41412),(30 221.97903),(31 224.68866),(32 222.57777),(33 221.19832),(34 223.18001),(35 222.95535),(36 223.70789),(37 225.01202),(38 221.59796),(39 222.66048),(40 224.85439),(41 222.55493),(42 223.97534),(43 227.38866),(44 224.23494),(45 223.00745),(46 223.19449),(47 219.12839),(48 219.80666),(49 224.48016),(50 226.20677),(51 227.76382),(52 228.09735),(53 226.48553),(54 225.63933),(55 227.64476),(56 226.15207),(57 228.6464),(58 229.71999),(59 231.46237),(60 233.36356),(61 234.30302),(62 233.91473),(63 234.6718),(64 237.49321),(65 236.51917),(66 236.1466),(67 238.30214),(68 235.4896),(69 235.57126),(70 234.82397),(71 232.39516),(72 231.3201),(73 231.41519),(74 230.1774),(75 229.02834),(76 231.32663),(77 229.71046),(78 228.95584),(79 228.13087),
(1 127.891846),(2 157.1371),(3 172.99796),(4 184.61952),(5 190.20505),(6 192.81915),(7 195.92993),(8 200.18523),(9 200.07542),(10 202.39653),(11 203.30954),(12 202.64767),(13 201.73364),(14 204.12787),(15 204.16042),(16 205.29118),(17 206.628),(18 205.99721),(19 209.0947),(20 209.6263),(21 211.85838),(22 216.75679),(23 219.88525),(24 216.26715),(25 219.13037),(26 222.62288),(27 220.5304),(28 222.40518),(29 222.68231),(30 221.70009),(31 221.833),(32 219.62057),(33 220.07382),(34 222.24187),(35 221.44444),(36 222.08202),(37 223.33176),(38 222.72484),(39 222.16386),(40 223.79182),(41 220.95282),(42 220.19562),(43 219.84468),(44 215.82138),(45 215.13524),(46 214.8912),(47 212.08092),(48 212.60402),(49 214.85156),(50 217.40433),(51 219.70316),(52 220.6655),(53 220.22878),(54 220.15298),(55 220.99194),(56 220.06458),(57 221.5213),(58 222.21262),(59 222.48184),(60 225.7549),(61 227.17897),(62 226.27112),(63 225.00786),(64 225.92474),(65 227.62575),(66 227.0973),(67 226.48608),(68 223.97435),(69 224.72427),(70 224.70557),(71 223.21613),(72 222.93042),(73 224.85518),(74 224.27031),(75 223.17877),(76 224.713),(77 222.94485),(78 224.56142),(79 222.878),
