1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,
(1 0.5481077),(2 0.9575905),(3 0.95798767),(4 1.422016),(5 2.8354354),(6 3.5824313),(7 3.586417),(8 4.4802103),(9 6.3415174),(10 7.1783648),(11 7.182758),(12 8.00202),(13 9.595791),(14 10.278719),(15 10.287896),(16 10.933866),(17 12.195419),(18 12.825373),(19 12.830846),(20 13.477787),(21 14.64547),(22 15.201609),(23 15.206129),(24 15.773514),(25 16.72518),(26 17.287064),(27 17.294987),(28 17.871414),(29 19.107174),(30 19.702826),(31 19.701519),(32 20.357637),(33 21.27397),(34 21.580341),(35 21.580788),(36 21.869175),(37 22.34133),(38 22.56882),(39 22.559086),(40 22.825268),(41 23.193806),(42 23.146505),
(1 0.6456662),(2 0.97028434),(3 0.97033477),(4 1.2826616),(5 1.787211),(6 1.9175844),(7 1.9230868),(8 2.0599306),(9 2.4029658),(10 2.514435),(11 2.522921),(12 2.6368358),(13 2.8496969),(14 2.924308),(15 2.9278116),(16 2.984306),(17 3.1738033),(18 3.2191033),(19 3.2264256),(20 3.2936616),(21 3.3853831),(22 3.423956),(23 3.4269686),(24 3.4913316),(25 3.562066),(26 3.6346476),(27 3.6404407),(28 3.6431396),(29 3.717664),(30 3.8017583),(31 3.8017797),(32 3.8635588),(33 3.9335759),(34 3.9931457),(35 3.995749),(36 4.054287),(37 4.089108),(38 4.105551),(39 4.1047144),(40 4.1068344),(41 4.132687),(42 4.181114),
(1 0.54887456),(2 0.81535894),(3 0.8154695),(4 1.0515368),(5 1.4823803),(6 1.6157484),(7 1.6188716),(8 1.7439989),(9 1.9534584),(10 2.0715396),(11 2.0759525),(12 2.195164),(13 2.3472114),(14 2.4127884),(15 2.4174473),(16 2.4780982),(17 2.6247487),(18 2.6772041),(19 2.6836896),(20 2.7501252),(21 2.8233378),(22 2.8737366),(23 2.8784213),(24 2.937819),(25 3.010429),(26 3.0891778),(27 3.093223),(28 3.1035905),(29 3.1573353),(30 3.218515),(31 3.2183433),(32 3.2459228),(33 3.3142574),(34 3.339214),(35 3.3458095),(36 3.377696),(37 3.4216475),(38 3.4590693),(39 3.4585958),(40 3.4756114),(41 3.4775913),(42 3.4900815),
(1 0.47434705),(2 0.6929598),(3 0.69286203),(4 0.8823259),(5 1.1961654),(6 1.311881),(7 1.3154693),(8 1.3961407),(9 1.5680356),(10 1.6687951),(11 1.6733178),(12 1.7771744),(13 1.8999956),(14 1.967531),(15 1.9709144),(16 1.9948086),(17 2.1419327),(18 2.1980226),(19 2.2016237),(20 2.2218802),(21 2.264255),(22 2.3145998),(23 2.3176255),(24 2.3761806),(25 2.4616928),(26 2.489691),(27 2.4928305),(28 2.5022564),(29 2.5603676),(30 2.6061354),(31 2.6061044),(32 2.6347008),(33 2.6529016),(34 2.6796098),(35 2.6840954),(36 2.717736),(37 2.7250855),(38 2.7360141),(39 2.7360377),(40 2.7289803),(41 2.7493646),(42 2.7856371),
(1 0.39863682),(2 0.57749206),(3 0.5775418),(4 0.7277932),(5 0.9884795),(6 1.0927101),(7 1.095877),(8 1.1830381),(9 1.3300346),(10 1.4016805),(11 1.406122),(12 1.4653822),(13 1.5856963),(14 1.6192123),(15 1.6243538),(16 1.6627891),(17 1.7574242),(18 1.8043326),(19 1.8088185),(20 1.842062),(21 1.8922262),(22 1.922096),(23 1.9250968),(24 1.9591962),(25 2.012983),(26 2.0432727),(27 2.0447586),(28 2.0570333),(29 2.092748),(30 2.1228309),(31 2.1228824),(32 2.135535),(33 2.198354),(34 2.22222),(35 2.2257082),(36 2.231112),(37 2.2259815),(38 2.2416837),(39 2.242686),(40 2.26444),(41 2.270035),(42 2.2822888),
(1 0.36197963),(2 0.5220306),(3 0.5221114),(4 0.65062296),(5 0.8673347),(6 0.9440845),(7 0.94661653),(8 1.0211396),(9 1.1611181),(10 1.2191626),(11 1.2212336),(12 1.2756121),(13 1.3590431),(14 1.3985053),(15 1.4028676),(16 1.4382372),(17 1.5274107),(18 1.5743635),(19 1.578439),(20 1.6039752),(21 1.6445439),(22 1.674692),(23 1.6765673),(24 1.7022206),(25 1.760164),(26 1.7811924),(27 1.7828488),(28 1.7977104),(29 1.8282074),(30 1.8566163),(31 1.8566916),(32 1.873433),(33 1.9030057),(34 1.913016),(35 1.9150667),(36 1.9441292),(37 1.947743),(38 1.95824),(39 1.9591324),(40 1.9546252),(41 1.9681319),(42 1.9900256),
(1 0.3295047),(2 0.4666846),(3 0.46670792),(4 0.5814508),(5 0.7746589),(6 0.83875),(7 0.84185463),(8 0.9102943),(9 1.0229052),(10 1.08389),(11 1.0868182),(12 1.1369201),(13 1.2071912),(14 1.2371093),(15 1.2412246),(16 1.28581),(17 1.3565742),(18 1.3976711),(19 1.4010375),(20 1.4300774),(21 1.4562341),(22 1.4754697),(23 1.4762009),(24 1.4994675),(25 1.5241072),(26 1.5514877),(27 1.5523484),(28 1.5716077),(29 1.6129988),(30 1.6388725),(31 1.6388378),(32 1.6468512),(33 1.6564705),(34 1.6677197),(35 1.6699187),(36 1.6959788),(37 1.7116057),(38 1.7183541),(39 1.7188346),(40 1.726012),(41 1.7328057),(42 1.7410252),
(1 0.29381278),(2 0.4064131),(3 0.406428),(4 0.5030245),(5 0.6627593),(6 0.7113172),(7 0.7139603),(8 0.76570994),(9 0.8745784),(10 0.923726),(11 0.9258467),(12 0.98035794),(13 1.0432491),(14 1.0702206),(15 1.074118),(16 1.1047693),(17 1.1544832),(18 1.1858579),(19 1.1872238),(20 1.2071608),(21 1.2268565),(22 1.2450887),(23 1.2474091),(24 1.269565),(25 1.3075644),(26 1.3242505),(27 1.3258501),(28 1.3440409),(29 1.366583),(30 1.3835554),(31 1.3835281),(32 1.3933848),(33 1.4088082),(34 1.4247942),(35 1.4260623),(36 1.4490595),(37 1.4607788),(38 1.4759856),(39 1.476942),(40 1.4687135),(41 1.4704523),(42 1.4789907),
(1 0.25551474),(2 0.35319528),(3 0.3533162),(4 0.4271619),(5 0.5508961),(6 0.5960497),(7 0.5992221),(8 0.6449236),(9 0.7337173),(10 0.776616),(11 0.7784207),(12 0.8198136),(13 0.8700675),(14 0.8976533),(15 0.9011666),(16 0.930072),(17 0.9776556),(18 1.0043281),(19 1.0057489),(20 1.0241678),(21 1.043218),(22 1.0567782),(23 1.0580542),(24 1.0817227),(25 1.0947338),(26 1.1117373),(27 1.1118864),(28 1.1256151),(29 1.1501261),(30 1.1726593),(31 1.1727102),(32 1.1867688),(33 1.1807532),(34 1.1906296),(35 1.1909267),(36 1.2168425),(37 1.2260166),(38 1.2346884),(39 1.2351702),(40 1.2391133),(41 1.2430667),(42 1.2518562),
(1 0.20975801),(2 0.2866759),(3 0.28673813),(4 0.3502687),(5 0.45560753),(6 0.48828366),(7 0.49030772),(8 0.5225332),(9 0.59424466),(10 0.62893325),(11 0.6302292),(12 0.6638749),(13 0.7001121),(14 0.7221609),(15 0.7253288),(16 0.74721223),(17 0.78460217),(18 0.8103261),(19 0.81165594),(20 0.82430303),(21 0.8371302),(22 0.8520593),(23 0.8542057),(24 0.86273545),(25 0.88830966),(26 0.90129775),(27 0.90307707),(28 0.91349554),(29 0.9299201),(30 0.9473287),(31 0.9471833),(32 0.9515225),(33 0.9537701),(34 0.9587482),(35 0.95975095),(36 0.9736137),(37 0.98593915),(38 0.9915613),(39 0.9918272),(40 0.9887218),(41 0.98645675),(42 0.9957371),
(1 0.19705771),(2 0.26975527),(3 0.2698209),(4 0.31864312),(5 0.40909278),(6 0.44546515),(7 0.44767553),(8 0.47910932),(9 0.5565547),(10 0.58450186),(11 0.58596873),(12 0.6190788),(13 0.6524713),(14 0.66885024),(15 0.67157245),(16 0.68872404),(17 0.7205219),(18 0.74378234),(19 0.7451211),(20 0.76193905),(21 0.7732219),(22 0.781584),(23 0.78339726),(24 0.7944555),(25 0.81501704),(26 0.8238476),(27 0.8248012),(28 0.82908714),(29 0.8496395),(30 0.8673828),(31 0.8674482),(32 0.8763742),(33 0.8846969),(34 0.8953629),(35 0.8960904),(36 0.90618724),(37 0.91923004),(38 0.9234515),(39 0.9236083),(40 0.9248601),(41 0.92353),(42 0.92577326),
(1 0.15861572),(2 0.21470392),(3 0.21474124),(4 0.2519837),(5 0.33642682),(6 0.35816547),(7 0.360079),(8 0.38280788),(9 0.4374939),(10 0.45779997),(11 0.45883632),(12 0.485799),(13 0.5146965),(14 0.52933794),(15 0.5320564),(16 0.54870325),(17 0.5721124),(18 0.58478504),(19 0.58553565),(20 0.59642315),(21 0.60879076),(22 0.6170492),(23 0.61891645),(24 0.62447596),(25 0.6451115),(26 0.6574461),(27 0.65841275),(28 0.6611355),(29 0.67322403),(30 0.68704826),(31 0.68706506),(32 0.69374293),(33 0.69853324),(34 0.7045094),(35 0.70559573),(36 0.7124162),(37 0.71828824),(38 0.71875733),(39 0.7195419),(40 0.717184),(41 0.7202263),(42 0.72287047),
(1 0.1350457),(2 0.18286547),(3 0.18294466),(4 0.21485905),(5 0.2779182),(6 0.29805067),(7 0.2994135),(8 0.32055995),(9 0.3666509),(10 0.38184667),(11 0.38352153),(12 0.40319237),(13 0.42837903),(14 0.43643472),(15 0.43871126),(16 0.44896618),(17 0.47656304),(18 0.4857674),(19 0.48677903),(20 0.4970624),(21 0.50878185),(22 0.51285946),(23 0.5143217),(24 0.5226841),(25 0.5329517),(26 0.5414381),(27 0.5426698),(28 0.54795104),(29 0.5539447),(30 0.5666904),(31 0.56667984),(32 0.5765666),(33 0.58051133),(34 0.5893209),(35 0.5904921),(36 0.5938075),(37 0.6008807),(38 0.6010942),(39 0.60180306),(40 0.605188),(41 0.6113361),(42 0.6080196),
(1 0.13181397),(2 0.175638),(3 0.17560576),(4 0.20358083),(5 0.26606),(6 0.2846719),(7 0.2860601),(8 0.30416346),(9 0.35029447),(10 0.3630772),(11 0.36458752),(12 0.38951156),(13 0.41304272),(14 0.42149377),(15 0.4237839),(16 0.4352009),(17 0.4537064),(18 0.46361518),(19 0.46518064),(20 0.4730916),(21 0.488373),(22 0.49634188),(23 0.49772653),(24 0.49738508),(25 0.5095727),(26 0.5182389),(27 0.51863754),(28 0.52474284),(29 0.53441346),(30 0.5432169),(31 0.54330343),(32 0.55264777),(33 0.5559587),(34 0.56251127),(35 0.56305957),(36 0.5642785),(37 0.5662856),(38 0.56827533),(39 0.5690616),(40 0.57021064),(41 0.576771),(42 0.5763623),
(1 0.11597177),(2 0.15316324),(3 0.15320516),(4 0.1771799),(5 0.23027897),(6 0.24953869),(7 0.25091752),(8 0.26562813),(9 0.2995944),(10 0.31624153),(11 0.31708935),(12 0.33547375),(13 0.35319278),(14 0.3605317),(15 0.36209276),(16 0.37009907),(17 0.39320576),(18 0.4019298),(19 0.4027785),(20 0.40936232),(21 0.42430052),(22 0.42870423),(23 0.429653),(24 0.43244508),(25 0.44408315),(26 0.45300576),(27 0.4536691),(28 0.4567716),(29 0.45887145),(30 0.4684724),(31 0.46853316),(32 0.47435698),(33 0.4794066),(34 0.48255268),(35 0.48276335),(36 0.48623607),(37 0.49315295),(38 0.49740168),(39 0.49787816),(40 0.49827942),(41 0.49994215),(42 0.4993994),
(1 0.09649823),(2 0.12632215),(3 0.12634932),(4 0.14533028),(5 0.1940444),(6 0.20822373),(7 0.20931274),(8 0.22072953),(9 0.24922681),(10 0.2626904),(11 0.26331937),(12 0.27945328),(13 0.29379994),(14 0.30147365),(15 0.30284616),(16 0.31116134),(17 0.32537797),(18 0.33236006),(19 0.33343488),(20 0.33702612),(21 0.3468811),(22 0.35277858),(23 0.3539032),(24 0.3599569),(25 0.36727378),(26 0.37243697),(27 0.37266248),(28 0.37514296),(29 0.38079426),(30 0.38586235),(31 0.38594168),(32 0.3913807),(33 0.39387685),(34 0.39799225),(35 0.39827928),(36 0.39936706),(37 0.39976367),(38 0.40369493),(39 0.40415335),(40 0.40358704),(41 0.40657848),(42 0.40797052),
(1 0.078584544),(2 0.100913376),(3 0.10093157),(4 0.116278),(5 0.15696451),(6 0.16825524),(7 0.16929571),(8 0.17675015),(9 0.19957891),(10 0.20814154),(11 0.2090516),(12 0.22222994),(13 0.23489508),(14 0.24036749),(15 0.2414224),(16 0.2459067),(17 0.25964805),(18 0.2654848),(19 0.26645228),(20 0.27107543),(21 0.27739197),(22 0.28080466),(23 0.28152302),(24 0.28523138),(25 0.29363057),(26 0.2999677),(27 0.30041453),(28 0.3025769),(29 0.3055636),(30 0.30977955),(31 0.3098223),(32 0.31357235),(33 0.31580096),(34 0.3170477),(35 0.31759042),(36 0.32205245),(37 0.3253916),(38 0.32685265),(39 0.3272323),(40 0.3283887),(41 0.33060712),(42 0.33347514),
(1 0.07155996),(2 0.09224023),(3 0.09223591),(4 0.10499808),(5 0.14176583),(6 0.15151586),(7 0.15204942),(8 0.15918224),(9 0.17754626),(10 0.18702462),(11 0.18744534),(12 0.19933742),(13 0.21167828),(14 0.2157107),(15 0.21703808),(16 0.21998857),(17 0.23377976),(18 0.23846483),(19 0.23892201),(20 0.24285154),(21 0.2497637),(22 0.2535571),(23 0.25392398),(24 0.25765848),(25 0.2667622),(26 0.27050424),(27 0.2705677),(28 0.27204803),(29 0.2736155),(30 0.2777508),(31 0.27776423),(32 0.28172025),(33 0.28431413),(34 0.28563073),(35 0.2857703),(36 0.2887574),(37 0.2917383),(38 0.2916354),(39 0.29190782),(40 0.29363948),(41 0.2943652),(42 0.29489592),
(1 0.06779051),(2 0.08511233),(3 0.085144386),(4 0.09794139),(5 0.13157775),(6 0.14100131),(7 0.14155298),(8 0.14831184),(9 0.16602162),(10 0.17587842),(11 0.17654404),(12 0.18710047),(13 0.19826367),(14 0.20182498),(15 0.20248461),(16 0.20522577),(17 0.21699469),(18 0.22279684),(19 0.2235011),(20 0.22622225),(21 0.23360732),(22 0.23536777),(23 0.23612247),(24 0.23891503),(25 0.24524386),(26 0.24861865),(27 0.24887978),(28 0.25153896),(29 0.25536847),(30 0.25830987),(31 0.25834277),(32 0.25998643),(33 0.26366124),(34 0.2654946),(35 0.26559153),(36 0.268684),(37 0.27005482),(38 0.26985362),(39 0.26993465),(40 0.27207476),(41 0.2762611),(42 0.2770308),
(1 0.05853532),(2 0.073596336),(3 0.073593736),(4 0.0837644),(5 0.112088),(6 0.11908641),(7 0.119372055),(8 0.12614535),(9 0.14147113),(10 0.14940135),(11 0.14961152),(12 0.15808001),(13 0.16985853),(14 0.17176887),(15 0.17269176),(16 0.17474134),(17 0.1846756),(18 0.18858948),(19 0.18906942),(20 0.19184382),(21 0.19797614),(22 0.20133129),(23 0.2017706),(24 0.20544736),(25 0.2114047),(26 0.21542872),(27 0.21561413),(28 0.21648143),(29 0.21989822),(30 0.22168875),(31 0.22170801),(32 0.22342634),(33 0.22557585),(34 0.22814544),(35 0.22765875),(36 0.2301739),(37 0.23193696),(38 0.23248726),(39 0.23268542),(40 0.23450533),(41 0.23612535),(42 0.2358737),
(1 0.055629797),(2 0.06973843),(3 0.069761455),(4 0.08017104),(5 0.107312866),(6 0.113536984),(7 0.11400472),(8 0.119437896),(9 0.13540298),(10 0.14420834),(11 0.14470766),(12 0.15203202),(13 0.16268274),(14 0.16516683),(15 0.1660167),(16 0.16867928),(17 0.17782897),(18 0.18039656),(19 0.18083666),(20 0.18411891),(21 0.19051869),(22 0.1934707),(23 0.19396035),(24 0.19680631),(25 0.20141631),(26 0.20357983),(27 0.2036675),(28 0.20458438),(29 0.20560871),(30 0.20874952),(31 0.20878336),(32 0.21092395),(33 0.21269216),(34 0.21407227),(35 0.21426134),(36 0.21666704),(37 0.21731779),(38 0.21711327),(39 0.21721394),(40 0.21898684),(41 0.22224112),(42 0.22248335),
(1 0.050227012),(2 0.061705243),(3 0.0617167),(4 0.07128152),(5 0.09521846),(6 0.10065501),(7 0.10111221),(8 0.10660763),(9 0.121948205),(10 0.12782711),(11 0.12801993),(12 0.13504933),(13 0.14359581),(14 0.14559731),(15 0.14579375),(16 0.14821504),(17 0.1563416),(18 0.15962824),(19 0.15997398),(20 0.16171795),(21 0.16911298),(22 0.17166188),(23 0.17208557),(24 0.17522803),(25 0.17961532),(26 0.18184891),(27 0.18200056),(28 0.18295558),(29 0.18605952),(30 0.1878674),(31 0.18788606),(32 0.19012249),(33 0.19079065),(34 0.19292316),(35 0.19266997),(36 0.19413891),(37 0.19672008),(38 0.19770479),(39 0.19784307),(40 0.19913733),(41 0.20068158),(42 0.20049599),
(1 0.046530515),(2 0.057249375),(3 0.05726254),(4 0.06568256),(5 0.089566454),(6 0.09389079),(7 0.09435211),(8 0.09966334),(9 0.114292),(10 0.12006778),(11 0.12036683),(12 0.12706675),(13 0.1366398),(14 0.13809231),(15 0.13851713),(16 0.14065462),(17 0.14728583),(18 0.15093003),(19 0.15122595),(20 0.15390347),(21 0.160424),(22 0.16204166),(23 0.16242036),(24 0.16521041),(25 0.16975513),(26 0.17013195),(27 0.1702148),(28 0.17200263),(29 0.17339517),(30 0.17529902),(31 0.17532323),(32 0.177822),(33 0.17929251),(34 0.18194038),(35 0.1819398),(36 0.18310699),(37 0.18500867),(38 0.18586126),(39 0.18596448),(40 0.18617408),(41 0.18900962),(42 0.18769868),
(1 0.046915762),(2 0.056929387),(3 0.056956682),(4 0.065530606),(5 0.08812149),(6 0.09279389),(7 0.09330744),(8 0.09862122),(9 0.11211771),(10 0.1172064),(11 0.11735058),(12 0.12320338),(13 0.13192417),(14 0.13314633),(15 0.13352548),(16 0.13573566),(17 0.14292145),(18 0.1458252),(19 0.14614628),(20 0.14757372),(21 0.15437047),(22 0.15689445),(23 0.15739055),(24 0.15978436),(25 0.16413909),(26 0.16606314),(27 0.16640864),(28 0.16739291),(29 0.16985857),(30 0.17063871),(31 0.17063399),(32 0.17180587),(33 0.17321645),(34 0.17392343),(35 0.17410383),(36 0.17590965),(37 0.1783994),(38 0.17951505),(39 0.17949325),(40 0.17849621),(41 0.18102069),(42 0.1804862),
(1 0.039528653),(2 0.04761416),(3 0.047625624),(4 0.0548123),(5 0.07498769),(6 0.078753725),(7 0.07919083),(8 0.08313563),(9 0.096184224),(10 0.10072582),(11 0.100817524),(12 0.105292454),(13 0.11315403),(14 0.114609204),(15 0.11488897),(16 0.117657304),(17 0.12322969),(18 0.12635687),(19 0.12681423),(20 0.12802784),(21 0.1336308),(22 0.13559262),(23 0.13593028),(24 0.1382717),(25 0.14253134),(26 0.14394566),(27 0.14388716),(28 0.14544569),(29 0.14648242),(30 0.14774041),(31 0.1477492),(32 0.14911823),(33 0.15196711),(34 0.15318532),(35 0.15318577),(36 0.15420142),(37 0.1571632),(38 0.15771194),(39 0.1577917),(40 0.15712789),(41 0.1589487),(42 0.15788995),
