1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.7778461),(2 1.3660096),(3 1.3658152),(4 1.9721736),(5 3.6377316),(6 4.624294),(7 4.6291566),(8 5.82903),(9 8.205216),(10 9.346552),(11 9.35222),(12 10.361553),(13 12.024227),(14 12.712202),(15 12.727575),(16 13.397005),(17 14.726979),(18 15.485267),(19 15.488833),(20 16.15807),(21 17.22083),(22 17.623726),(23 17.628422),(24 18.018005),(25 18.82468),(26 19.361433),(27 19.373129),(28 19.847424),(29 20.84883),(30 21.371075),(31 21.36905),(32 21.90507),(33 22.802868),(34 23.21032),(35 23.208763),(36 23.615604),(37 23.968756),(38 24.110527),(39 24.10981),(40 24.25914),(41 24.500648),(42 24.484568),
(1 0.38837364),(2 0.5567458),(3 0.5566986),(4 0.6788926),(5 0.90477973),(6 0.99588764),(7 0.99849886),(8 1.0850174),(9 1.2736638),(10 1.3382614),(11 1.3407731),(12 1.37664),(13 1.4748675),(14 1.5163907),(15 1.5204746),(16 1.569748),(17 1.6535758),(18 1.694624),(19 1.699102),(20 1.7444032),(21 1.7862619),(22 1.8163482),(23 1.8183315),(24 1.8562697),(25 1.9163353),(26 1.950972),(27 1.9529155),(28 1.9784619),(29 2.012053),(30 2.0421114),(31 2.0419984),(32 2.0526752),(33 2.074429),(34 2.0859668),(35 2.0895412),(36 2.1174662),(37 2.1355028),(38 2.1489925),(39 2.148728),(40 2.1491308),(41 2.151783),(42 2.1592107),
(1 0.33106196),(2 0.46126053),(3 0.46128473),(4 0.56138176),(5 0.73943317),(6 0.811197),(7 0.81239134),(8 0.88264525),(9 1.0183529),(10 1.0647149),(11 1.0667334),(12 1.0978758),(13 1.1760697),(14 1.2146058),(15 1.217761),(16 1.2566103),(17 1.3219924),(18 1.3545595),(19 1.3565644),(20 1.3818287),(21 1.4091135),(22 1.4276326),(23 1.4294083),(24 1.4609215),(25 1.5053519),(26 1.5327513),(27 1.5349748),(28 1.55464),(29 1.5918324),(30 1.6220453),(31 1.6221408),(32 1.6305964),(33 1.6618431),(34 1.65927),(35 1.6592315),(36 1.6751921),(37 1.6856359),(38 1.6830658),(39 1.6842748),(40 1.6831974),(41 1.7103233),(42 1.7265037),
(1 0.2607135),(2 0.35633302),(3 0.35630208),(4 0.43743733),(5 0.5747231),(6 0.63347393),(7 0.6364069),(8 0.69741213),(9 0.8020019),(10 0.8393625),(11 0.8408869),(12 0.87497014),(13 0.92256427),(14 0.9550826),(15 0.95827717),(16 0.9901449),(17 1.0353221),(18 1.0564151),(19 1.0576223),(20 1.0640969),(21 1.0902488),(22 1.1087202),(23 1.1107846),(24 1.1461699),(25 1.1694468),(26 1.1919563),(27 1.1931409),(28 1.2093965),(29 1.2405167),(30 1.2508779),(31 1.250959),(32 1.2670602),(33 1.2692032),(34 1.2805674),(35 1.281482),(36 1.3091311),(37 1.3130457),(38 1.3221879),(39 1.3225993),(40 1.3170441),(41 1.3240355),(42 1.3289313),
(1 0.21999924),(2 0.29477185),(3 0.29484954),(4 0.35451373),(5 0.45952404),(6 0.5014167),(7 0.5037399),(8 0.5523644),(9 0.6411428),(10 0.66669416),(11 0.6671249),(12 0.69705766),(13 0.7342786),(14 0.7559035),(15 0.75825185),(16 0.7876705),(17 0.81685144),(18 0.84203863),(19 0.84224993),(20 0.84857535),(21 0.8721236),(22 0.8845029),(23 0.8863125),(24 0.90385234),(25 0.9318619),(26 0.94722474),(27 0.9483763),(28 0.9545443),(29 0.9743762),(30 0.9901702),(31 0.99024165),(32 1.0014702),(33 0.9990086),(34 1.0069777),(35 1.007865),(36 1.0271077),(37 1.0502148),(38 1.0592743),(39 1.0589417),(40 1.0574987),(41 1.0489099),(42 1.050972),
(1 0.18868394),(2 0.2530471),(3 0.25313586),(4 0.29924938),(5 0.37911946),(6 0.41512007),(7 0.4171695),(8 0.44556186),(9 0.5175473),(10 0.5428032),(11 0.5441935),(12 0.580579),(13 0.6126712),(14 0.6327279),(15 0.6357281),(16 0.6546412),(17 0.67868626),(18 0.69285226),(19 0.69397837),(20 0.70301914),(21 0.71732485),(22 0.7308327),(23 0.7328104),(24 0.7463144),(25 0.76442516),(26 0.77728623),(27 0.77850044),(28 0.7843839),(29 0.8066432),(30 0.8238448),(31 0.8237561),(32 0.8249503),(33 0.8322712),(34 0.84603375),(35 0.84734297),(36 0.8673534),(37 0.87485224),(38 0.8754544),(39 0.8754748),(40 0.8718709),(41 0.8649923),(42 0.8718767),
(1 0.16755986),(2 0.22394943),(3 0.22397785),(4 0.26113388),(5 0.33638123),(6 0.3665313),(7 0.36784294),(8 0.39091867),(9 0.44358906),(10 0.46474773),(11 0.46653634),(12 0.49253938),(13 0.52481085),(14 0.54111207),(15 0.5430899),(16 0.5602691),(17 0.58360046),(18 0.5997143),(19 0.6001859),(20 0.6082393),(21 0.61764956),(22 0.6171222),(23 0.618754),(24 0.6300772),(25 0.6590467),(26 0.6643978),(27 0.66545457),(28 0.66324556),(29 0.67933106),(30 0.70142365),(31 0.7015015),(32 0.712607),(33 0.7247163),(34 0.7308574),(35 0.73167914),(36 0.74073315),(37 0.7466554),(38 0.74490964),(39 0.7459924),(40 0.74387735),(41 0.74805397),(42 0.7484222),
(1 0.13227329),(2 0.1755895),(3 0.17555149),(4 0.2037584),(5 0.2691325),(6 0.28940743),(7 0.29097232),(8 0.3151168),(9 0.3604497),(10 0.36941972),(11 0.37078208),(12 0.3932234),(13 0.42035982),(14 0.43121752),(15 0.43377241),(16 0.44585466),(17 0.4657853),(18 0.4774423),(19 0.4790029),(20 0.4831518),(21 0.49632093),(22 0.4995349),(23 0.5006878),(24 0.5033024),(25 0.52293456),(26 0.5335971),(27 0.5342689),(28 0.5370676),(29 0.5510813),(30 0.5673162),(31 0.56729996),(32 0.5720781),(33 0.5804666),(34 0.58702826),(35 0.58752817),(36 0.59331423),(37 0.5947508),(38 0.599633),(39 0.60004246),(40 0.60057026),(41 0.60148585),(42 0.59950864),
(1 0.1095528),(2 0.1431884),(3 0.14321762),(4 0.16568644),(5 0.21037157),(6 0.23253539),(7 0.23417544),(8 0.25086266),(9 0.2901728),(10 0.29694495),(11 0.29751566),(12 0.31740147),(13 0.33671135),(14 0.34270343),(15 0.3437594),(16 0.35554373),(17 0.37733218),(18 0.38468236),(19 0.38612047),(20 0.3898923),(21 0.40021205),(22 0.401497),(23 0.40284988),(24 0.40777302),(25 0.42202803),(26 0.42577),(27 0.42685273),(28 0.4309172),(29 0.43801185),(30 0.45060742),(31 0.45064762),(32 0.4523639),(33 0.4595822),(34 0.46421242),(35 0.46504956),(36 0.4676799),(37 0.47267386),(38 0.47419983),(39 0.47460333),(40 0.47656962),(41 0.47558203),(42 0.47433275),
(1 0.088840745),(2 0.113951035),(3 0.11396773),(4 0.13061456),(5 0.17127453),(6 0.1889734),(7 0.19016936),(8 0.20288567),(9 0.23299097),(10 0.24084508),(11 0.24103782),(12 0.25763693),(13 0.2705921),(14 0.2785184),(15 0.27958748),(16 0.2888311),(17 0.30329993),(18 0.30924758),(19 0.3102376),(20 0.31493732),(21 0.32182288),(22 0.32684973),(23 0.32778153),(24 0.33332673),(25 0.33813557),(26 0.3429169),(27 0.34345552),(28 0.3454346),(29 0.35512283),(30 0.36203963),(31 0.36207336),(32 0.36421677),(33 0.37224254),(34 0.37451375),(35 0.3750814),(36 0.37841007),(37 0.37983525),(38 0.38331577),(39 0.38366613),(40 0.3828844),(41 0.38492265),(42 0.38412204),
(1 0.08039699),(2 0.10302391),(3 0.10302945),(4 0.117756866),(5 0.15592642),(6 0.16993248),(7 0.17099378),(8 0.18224844),(9 0.2065366),(10 0.21269885),(11 0.21354324),(12 0.22542608),(13 0.23851894),(14 0.24310239),(15 0.24451625),(16 0.25282645),(17 0.26834843),(18 0.2721272),(19 0.272789),(20 0.276243),(21 0.2830838),(22 0.28574458),(23 0.28643546),(24 0.29292774),(25 0.2995642),(26 0.3036783),(27 0.3042567),(28 0.30722967),(29 0.31682152),(30 0.32144284),(31 0.3214853),(32 0.32050723),(33 0.3268624),(34 0.3286003),(35 0.32863474),(36 0.3303528),(37 0.3357841),(38 0.3372259),(39 0.33756718),(40 0.3383083),(41 0.338079),(42 0.33898333),
(1 0.06383506),(2 0.08038517),(3 0.08041715),(4 0.09205992),(5 0.12355181),(6 0.13432589),(7 0.13477579),(8 0.14358154),(9 0.16454008),(10 0.1704521),(11 0.17110886),(12 0.18044707),(13 0.1918391),(14 0.19609049),(15 0.19668265),(16 0.20284913),(17 0.21385108),(18 0.2191964),(19 0.21961232),(20 0.22156526),(21 0.22681205),(22 0.2285589),(23 0.2288064),(24 0.23316537),(25 0.24064393),(26 0.24474622),(27 0.24517952),(28 0.24531989),(29 0.25197047),(30 0.25901514),(31 0.25906563),(32 0.260621),(33 0.26117152),(34 0.2631567),(35 0.26362234),(36 0.26365343),(37 0.2681699),(38 0.2692952),(39 0.26951155),(40 0.27155286),(41 0.271082),(42 0.27006766),
(1 0.056339536),(2 0.07020956),(3 0.070232935),(4 0.07925092),(5 0.106191434),(6 0.114220135),(7 0.1145718),(8 0.12205645),(9 0.13847998),(10 0.14380571),(11 0.14442012),(12 0.15255305),(13 0.16276368),(14 0.1651868),(15 0.16589153),(16 0.16976173),(17 0.18058965),(18 0.18384013),(19 0.1840527),(20 0.18810317),(21 0.18968253),(22 0.1927329),(23 0.19323012),(24 0.19730024),(25 0.20412879),(26 0.2076177),(27 0.20785981),(28 0.21035801),(29 0.21470292),(30 0.2177475),(31 0.21779118),(32 0.21866892),(33 0.22217754),(34 0.22401957),(35 0.22423652),(36 0.22733694),(37 0.2306556),(38 0.23113045),(39 0.23122448),(40 0.2313809),(41 0.23418741),(42 0.23463605),
(1 0.053233147),(2 0.06540956),(3 0.06546599),(4 0.07514507),(5 0.09943678),(6 0.10746444),(7 0.10773687),(8 0.115302935),(9 0.13233407),(10 0.13739607),(11 0.1377838),(12 0.14549151),(13 0.1542052),(14 0.15704042),(15 0.15786679),(16 0.16298437),(17 0.17317215),(18 0.17532904),(19 0.1758793),(20 0.17856719),(21 0.18111818),(22 0.18490687),(23 0.18539752),(24 0.18949282),(25 0.19518375),(26 0.19725084),(27 0.19733837),(28 0.19934656),(29 0.2045487),(30 0.20676495),(31 0.2067814),(32 0.20798457),(33 0.21355134),(34 0.216641),(35 0.21670555),(36 0.21853484),(37 0.22109422),(38 0.22122782),(39 0.22138122),(40 0.22354583),(41 0.2251721),(42 0.22398919),
(1 0.04997619),(2 0.06208925),(3 0.06208557),(4 0.07050254),(5 0.09320422),(6 0.10010451),(7 0.10057966),(8 0.10665906),(9 0.12266569),(10 0.12675245),(11 0.12698281),(12 0.1327999),(13 0.14228244),(14 0.14388557),(15 0.14455028),(16 0.1487824),(17 0.15891208),(18 0.16138065),(19 0.16214788),(20 0.1649048),(21 0.16831994),(22 0.16968007),(23 0.1700746),(24 0.17400233),(25 0.17885469),(26 0.18197526),(27 0.18231912),(28 0.1839847),(29 0.18952775),(30 0.19341508),(31 0.19340421),(32 0.19462216),(33 0.19676024),(34 0.19912295),(35 0.19928104),(36 0.20060305),(37 0.20308602),(38 0.20350486),(39 0.2036757),(40 0.20352767),(41 0.20505913),(42 0.2044603),
(1 0.043496266),(2 0.052345574),(3 0.05236637),(4 0.059300233),(5 0.078922495),(6 0.085214674),(7 0.085603535),(8 0.09058197),(9 0.10593099),(10 0.10879587),(11 0.108862735),(12 0.11561806),(13 0.12318664),(14 0.12563199),(15 0.12597816),(16 0.12932345),(17 0.13723788),(18 0.14020851),(19 0.14035691),(20 0.14105651),(21 0.14569657),(22 0.14746702),(23 0.14792594),(24 0.15164341),(25 0.15721941),(26 0.15747043),(27 0.15739161),(28 0.15923968),(29 0.16517994),(30 0.16716044),(31 0.16718057),(32 0.168678),(33 0.17001995),(34 0.17108324),(35 0.17143203),(36 0.17476496),(37 0.17796431),(38 0.17781863),(39 0.17789692),(40 0.17893204),(41 0.1796939),(42 0.17911671),
(1 0.03753024),(2 0.04525273),(3 0.045268968),(4 0.05104894),(5 0.06836794),(6 0.073282),(7 0.07372307),(8 0.0786062),(9 0.09303995),(10 0.095632575),(11 0.09578121),(12 0.1006158),(13 0.10794785),(14 0.110746935),(15 0.11112294),(16 0.11368221),(17 0.12170002),(18 0.12241545),(19 0.12269934),(20 0.12549357),(21 0.1287401),(22 0.13103381),(23 0.13144386),(24 0.1327284),(25 0.13697217),(26 0.1390402),(27 0.13908608),(28 0.1394265),(29 0.14383014),(30 0.14583987),(31 0.1458511),(32 0.14618604),(33 0.14959945),(34 0.15039833),(35 0.15050104),(36 0.15123652),(37 0.15399407),(38 0.15442367),(39 0.15438516),(40 0.15355231),(41 0.15592223),(42 0.1554262),
(1 0.036171418),(2 0.04288116),(3 0.04289946),(4 0.04895309),(5 0.06445058),(6 0.06937178),(7 0.06969209),(8 0.07492938),(9 0.08870426),(10 0.09017509),(11 0.090428226),(12 0.09498383),(13 0.10152464),(14 0.103471346),(15 0.10402738),(16 0.10672329),(17 0.11546663),(18 0.1169419),(19 0.11729688),(20 0.11805893),(21 0.121846884),(22 0.12363154),(23 0.12399499),(24 0.12589021),(25 0.13026138),(26 0.13131858),(27 0.13145559),(28 0.13218686),(29 0.13712032),(30 0.13975893),(31 0.13976914),(32 0.13956492),(33 0.1431257),(34 0.14388481),(35 0.14409994),(36 0.14497083),(37 0.1491465),(38 0.1483179),(39 0.14852652),(40 0.14897995),(41 0.1501535),(42 0.14901322),
(1 0.035540972),(2 0.042235516),(3 0.042244792),(4 0.048290897),(5 0.063694604),(6 0.06880409),(7 0.069107525),(8 0.07408959),(9 0.08748128),(10 0.08922024),(11 0.08942744),(12 0.09347689),(13 0.09978408),(14 0.10076715),(15 0.101108156),(16 0.105176106),(17 0.11267807),(18 0.113600485),(19 0.11393776),(20 0.11631568),(21 0.12011853),(22 0.12037603),(23 0.120772034),(24 0.123609215),(25 0.12764575),(26 0.12872456),(27 0.12900752),(28 0.1300317),(29 0.1360695),(30 0.13747671),(31 0.13750327),(32 0.1374595),(33 0.14136665),(34 0.14179806),(35 0.14197384),(36 0.14184466),(37 0.1452737),(38 0.14528109),(39 0.1453356),(40 0.14667405),(41 0.14715964),(42 0.1459691),
(1 0.032126173),(2 0.038390905),(3 0.03841636),(4 0.043416906),(5 0.058083486),(6 0.062660314),(7 0.06302491),(8 0.06797614),(9 0.07924843),(10 0.081089504),(11 0.081368186),(12 0.08460968),(13 0.0911392),(14 0.092007674),(15 0.09228123),(16 0.09576897),(17 0.10260895),(18 0.10444493),(19 0.10474268),(20 0.10533735),(21 0.108410314),(22 0.11042095),(23 0.110857286),(24 0.113837674),(25 0.11778991),(26 0.11883978),(27 0.119093806),(28 0.12007818),(29 0.12336121),(30 0.12451131),(31 0.124513075),(32 0.12500514),(33 0.1295099),(34 0.1305313),(35 0.13063963),(36 0.13067001),(37 0.13350825),(38 0.13294505),(39 0.13298741),(40 0.13371313),(41 0.13455303),(42 0.13396119),
(1 0.031315017),(2 0.036375772),(3 0.03637486),(4 0.041602463),(5 0.054997485),(6 0.059837844),(7 0.060172405),(8 0.06412435),(9 0.07413692),(10 0.07652666),(11 0.076762386),(12 0.07969614),(13 0.08619967),(14 0.087232895),(15 0.08773436),(16 0.09054637),(17 0.09619977),(18 0.098742634),(19 0.09906346),(20 0.100010544),(21 0.102874756),(22 0.10353878),(23 0.103854865),(24 0.107352816),(25 0.11166817),(26 0.1125604),(27 0.11272027),(28 0.113502495),(29 0.11771162),(30 0.11938078),(31 0.119412005),(32 0.11988784),(33 0.12357856),(34 0.123521164),(35 0.12347007),(36 0.12409433),(37 0.12593298),(38 0.12517624),(39 0.12521815),(40 0.12561357),(41 0.12661009),(42 0.1259393),
(1 0.020147005),(2 0.023307627),(3 0.023325294),(4 0.026546976),(5 0.034314062),(6 0.03687873),(7 0.037049934),(8 0.03942321),(9 0.04518982),(10 0.047212023),(11 0.047434837),(12 0.04887072),(13 0.052221544),(14 0.053329486),(15 0.053566996),(16 0.054583795),(17 0.058200486),(18 0.059163477),(19 0.059365932),(20 0.060375333),(21 0.06184473),(22 0.061851364),(23 0.061999578),(24 0.06342079),(25 0.06633252),(26 0.067433976),(27 0.067551315),(28 0.06709926),(29 0.06972294),(30 0.07093907),(31 0.07094296),(32 0.070577234),(33 0.0725498),(34 0.07333224),(35 0.07352781),(36 0.0735664),(37 0.07500948),(38 0.07365934),(39 0.07370826),(40 0.073960714),(41 0.07492545),(42 0.07396524),
(1 0.010152183),(2 0.011348164),(3 0.011354054),(4 0.012297675),(5 0.015390555),(6 0.016009005),(7 0.016158035),(8 0.016810942),(9 0.018466042),(10 0.018829813),(11 0.018926533),(12 0.019672023),(13 0.02095775),(14 0.020945396),(15 0.021149727),(16 0.021648336),(17 0.0226861),(18 0.02278318),(19 0.022920303),(20 0.023355298),(21 0.024325809),(22 0.024090767),(23 0.024220206),(24 0.02437237),(25 0.025445087),(26 0.025387226),(27 0.025435364),(28 0.025231147),(29 0.02623671),(30 0.026636578),(31 0.026628623),(32 0.026435573),(33 0.027008804),(34 0.026972167),(35 0.027051948),(36 0.026942393),(37 0.027299257),(38 0.027060455),(39 0.027056376),(40 0.027048966),(41 0.02731124),(42 0.027302105),
(1 0.008331505),(2 0.009126314),(3 0.009126056),(4 0.009853339),(5 0.012363802),(6 0.012835756),(7 0.012978397),(8 0.013370847),(9 0.014771938),(10 0.015080832),(11 0.015227433),(12 0.015712775),(13 0.016835766),(14 0.016911421),(15 0.01704566),(16 0.017380541),(17 0.018233966),(18 0.018233893),(19 0.018323239),(20 0.018537235),(21 0.019348467),(22 0.019060945),(23 0.019157868),(24 0.019413393),(25 0.020173954),(26 0.020041168),(27 0.02010913),(28 0.02006285),(29 0.020734223),(30 0.021023959),(31 0.021017278),(32 0.02090164),(33 0.021366147),(34 0.021181088),(35 0.021226326),(36 0.021177057),(37 0.021602927),(38 0.021369996),(39 0.021410255),(40 0.02120453),(41 0.02150738),(42 0.021409975),
(1 0.004468211),(2 0.004945427),(3 0.0049443105),(4 0.0052766665),(5 0.0065246406),(6 0.006656047),(7 0.0066996757),(8 0.0069694584),(9 0.007635835),(10 0.007748909),(11 0.0077984426),(12 0.008099008),(13 0.008490929),(14 0.008577922),(15 0.008655297),(16 0.008867076),(17 0.009348112),(18 0.009411048),(19 0.009481874),(20 0.009756029),(21 0.010043744),(22 0.009947466),(23 0.010004813),(24 0.009946237),(25 0.010467281),(26 0.01043358),(27 0.010481513),(28 0.010404785),(29 0.01081527),(30 0.010893904),(31 0.010891459),(32 0.010755263),(33 0.011025266),(34 0.011035408),(35 0.011096434),(36 0.011075704),(37 0.011277956),(38 0.0111358985),(39 0.011170014),(40 0.011138838),(41 0.011303444),(42 0.01120579),
