1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 0.5981605),(2 1.2713078),(3 1.2658329),(4 2.2955418),(5 6.498158),(6 8.861229),(7 8.905837),(8 10.926858),(9 13.770974),(10 14.587253),(11 14.501496),(12 14.935689),(13 16.167109),(14 14.929672),(15 14.855472),(16 13.844118),(17 11.528815),(18 11.348652),(19 11.415663),(20 12.7009),(21 16.373592),(22 17.564245),(23 17.66785),(24 17.728416),(25 17.060457),(26 16.6774),(27 16.610586),(28 17.35066),(29 21.022665),(30 22.56749),(31 22.55436),(32 24.249315),(33 29.468744),(34 32.011116),(35 32.179028),(36 33.583107),(37 34.581104),(38 36.05641),(39 36.283684),(40 37.879704),(41 42.822746),(42 46.121708),
(1 6.531016),(2 11.967411),(3 11.961008),(4 18.879063),(5 42.086628),(6 56.99137),(7 56.861816),(8 75.39607),(9 107.58476),(10 123.68015),(11 123.75185),(12 136.97076),(13 171.46542),(14 188.21848),(15 188.50008),(16 201.30267),(17 228.98447),(18 242.86928),(19 243.58507),(20 257.41714),(21 284.10657),(22 292.33136),(23 292.69128),(24 303.67618),(25 318.36957),(26 329.39078),(27 329.34866),(28 343.34753),(29 367.3165),(30 379.60342),(31 379.59683),(32 395.60956),(33 418.29633),(34 421.9331),(35 421.01187),(36 425.93378),(37 414.74182),(38 403.41464),(39 403.27026),(40 394.65125),(41 378.56467),(42 369.53165),
(1 8.724359),(2 15.542302),(3 15.529),(4 22.812525),(5 42.294716),(6 52.685608),(7 53.039036),(8 67.10926),(9 93.113495),(10 110.97114),(11 110.94952),(12 126.645996),(13 149.91516),(14 165.10541),(15 165.49646),(16 178.04707),(17 186.51717),(18 189.55507),(19 189.43477),(20 192.25285),(21 204.32225),(22 212.58104),(23 212.29291),(24 218.54424),(25 245.89775),(26 266.29825),(27 266.20004),(28 279.09564),(29 303.65735),(30 317.03082),(31 317.0334),(32 328.8039),(33 335.65363),(34 334.423),(35 334.66272),(36 324.95264),(37 306.34103),(38 303.23026),(39 303.45044),(40 303.8812),(41 304.20245),(42 304.04443),
(1 6.7100925),(2 11.951395),(3 11.934742),(4 17.170448),(5 32.832184),(6 43.305283),(7 43.357624),(8 57.863747),(9 77.78601),(10 90.48111),(11 90.92989),(12 105.19281),(13 127.00339),(14 137.75732),(15 137.81747),(16 146.47261),(17 156.95015),(18 166.16473),(19 165.87314),(20 176.9376),(21 195.41106),(22 208.95613),(23 209.10664),(24 211.59875),(25 235.9223),(26 254.29437),(27 254.1075),(28 268.53717),(29 295.49655),(30 310.14804),(31 310.19708),(32 321.96338),(33 337.0164),(34 349.59656),(35 349.96014),(36 361.71918),(37 354.75693),(38 351.79196),(39 352.02222),(40 350.97626),(41 348.59616),(42 344.74664),
(1 8.419948),(2 14.570488),(3 14.552432),(4 21.21082),(5 37.370113),(6 48.993153),(7 49.24653),(8 62.167007),(9 83.38842),(10 92.79214),(11 93.09113),(12 105.24351),(13 132.35347),(14 146.92584),(15 147.50882),(16 162.43237),(17 187.13263),(18 197.00075),(19 197.03465),(20 207.70003),(21 232.20665),(22 241.63876),(23 241.3714),(24 257.29456),(25 270.16644),(26 279.2563),(27 279.487),(28 287.184),(29 290.71338),(30 298.69955),(31 298.71768),(32 309.82364),(33 324.10654),(34 324.87714),(35 324.76617),(36 328.9647),(37 331.20114),(38 333.69586),(39 334.1069),(40 337.40106),(41 339.30417),(42 342.35788),
(1 9.989894),(2 17.337185),(3 17.377031),(4 25.93646),(5 48.501305),(6 60.032944),(7 60.21384),(8 73.339615),(9 99.21253),(10 115.32894),(11 115.285965),(12 131.23643),(13 162.93553),(14 180.1923),(15 180.33707),(16 196.0596),(17 218.81058),(18 224.47827),(19 224.75682),(20 224.30728),(21 232.59306),(22 239.6781),(23 240.25452),(24 251.33913),(25 256.95358),(26 256.3852),(27 256.9275),(28 258.93637),(29 262.4331),(30 266.63034),(31 266.69043),(32 273.51932),(33 275.55002),(34 272.69064),(35 273.10916),(36 272.52277),(37 273.37823),(38 274.69373),(39 273.94238),(40 273.62457),(41 283.95435),(42 287.7498),
(1 8.406421),(2 15.057376),(3 15.074374),(4 22.244324),(5 42.8021),(6 55.30391),(7 55.380623),(8 71.27903),(9 102.803185),(10 121.852394),(11 121.9307),(12 141.88759),(13 188.8293),(14 210.68011),(15 210.95369),(16 234.49721),(17 269.36755),(18 284.30502),(19 284.25674),(20 291.22922),(21 298.09265),(22 307.73233),(23 307.9466),(24 318.02664),(25 315.54547),(26 315.55295),(27 315.79428),(28 319.37473),(29 329.01404),(30 332.1314),(31 332.21274),(32 336.05045),(33 347.59216),(34 349.29825),(35 349.92276),(36 353.45618),(37 354.64185),(38 352.46008),(39 352.71732),(40 347.09454),(41 344.77466),(42 343.0998),
(1 9.453457),(2 15.645989),(3 15.6714525),(4 23.24843),(5 45.22379),(6 58.456345),(7 58.28932),(8 74.303406),(9 103.78167),(10 117.47068),(11 117.80817),(12 135.29427),(13 160.05229),(14 169.3845),(15 169.5826),(16 182.25838),(17 218.54008),(18 238.48076),(19 238.68042),(20 258.69193),(21 282.93674),(22 288.34937),(23 288.96655),(24 292.10474),(25 311.2335),(26 323.0497),(27 323.84738),(28 326.50082),(29 325.59967),(30 327.63947),(31 327.57028),(32 337.85834),(33 358.13974),(34 368.04532),(35 368.04886),(36 377.26764),(37 373.2276),(38 373.93106),(39 373.11508),(40 373.72656),(41 377.6435),(42 372.12064),
(1 9.790836),(2 17.480343),(3 17.482628),(4 25.215523),(5 44.30186),(6 54.2957),(7 54.173275),(8 68.84531),(9 98.01868),(10 109.51371),(11 109.61806),(12 122.51128),(13 149.6053),(14 160.74176),(15 161.04338),(16 170.06305),(17 178.82706),(18 183.794),(19 183.46512),(20 192.18155),(21 219.09106),(22 231.69028),(23 231.43306),(24 246.78844),(25 259.8725),(26 270.9815),(27 271.42114),(28 279.75882),(29 295.4651),(30 301.8492),(31 301.91867),(32 308.77356),(33 318.7186),(34 320.2047),(35 320.44885),(36 315.1873),(37 315.9384),(38 322.153),(39 322.43347),(40 331.76007),(41 334.06146),(42 327.9332),
(1 8.611349),(2 17.208097),(3 17.214535),(4 27.854568),(5 56.796585),(6 74.17162),(7 74.54672),(8 92.21358),(9 123.915085),(10 134.8893),(11 134.70335),(12 141.36284),(13 150.36583),(14 155.99892),(15 156.23154),(16 161.99796),(17 164.62317),(18 168.44719),(19 169.24461),(20 175.55312),(21 195.28441),(22 209.07286),(23 208.42342),(24 219.6599),(25 239.26027),(26 250.22264),(27 250.53279),(28 258.31137),(29 265.29456),(30 263.8826),(31 263.89767),(32 262.22485),(33 266.50613),(34 266.7056),(35 267.34302),(36 266.89896),(37 269.95944),(38 273.19867),(39 273.04044),(40 273.38278),(41 272.08316),(42 270.76215),
(1 10.894138),(2 18.867292),(3 18.874395),(4 28.963789),(5 57.542004),(6 75.17726),(7 75.195496),(8 89.4874),(9 121.02835),(10 137.93356),(11 137.9518),(12 153.03796),(13 183.24442),(14 194.16576),(15 194.7328),(16 201.12105),(17 216.89857),(18 233.53703),(19 233.89003),(20 249.39043),(21 268.5176),(22 271.10815),(23 270.72678),(24 275.61917),(25 291.1658),(26 297.39093),(27 297.3988),(28 304.30746),(29 326.161),(30 334.8408),(31 334.7545),(32 342.77536),(33 342.64597),(34 345.5313),(35 345.43887),(36 344.98395),(37 350.64783),(38 351.7608),(39 351.4725),(40 349.46884),(41 344.61545),(42 343.9224),
(1 7.37681),(2 12.372808),(3 12.3570175),(4 18.490435),(5 36.590317),(6 47.514812),(7 47.699074),(8 63.36788),(9 105.1469),(10 119.656715),(11 119.53865),(12 135.89787),(13 160.31271),(14 165.64319),(15 165.59431),(16 173.6442),(17 186.28412),(18 196.0705),(19 195.91449),(20 201.136),(21 210.28488),(22 212.3593),(23 211.91899),(24 221.49005),(25 242.80453),(26 247.61952),(27 248.45009),(28 256.18414),(29 272.80612),(30 277.28256),(31 277.28568),(32 284.6737),(33 292.42947),(34 292.46573),(35 292.4998),(36 294.13297),(37 290.8497),(38 294.89603),(39 295.1054),(40 299.37042),(41 306.61426),(42 303.24768),
(1 8.629521),(2 15.26196),(3 15.2526),(4 23.517363),(5 45.43105),(6 57.248802),(7 57.222366),(8 69.65364),(9 95.72775),(10 111.08114),(11 111.30836),(12 125.13181),(13 155.82263),(14 165.76582),(15 165.56244),(16 177.00038),(17 202.23856),(18 215.08054),(19 214.45654),(20 220.58928),(21 224.88289),(22 226.37573),(23 226.89291),(24 227.33151),(25 222.02435),(26 224.99649),(27 224.94435),(28 225.73216),(29 226.40288),(30 230.61934),(31 230.53645),(32 234.37444),(33 245.84761),(34 252.54208),(35 252.67207),(36 260.4979),(37 275.5502),(38 286.87616),(39 286.56854),(40 297.15067),(41 299.8942),(42 302.31567),
(1 9.883375),(2 17.671177),(3 17.695301),(4 26.908426),(5 56.455753),(6 70.95572),(7 71.05375),(8 86.21353),(9 113.65894),(10 127.29948),(11 126.76884),(12 134.20256),(13 157.7968),(14 167.27296),(15 167.42484),(16 177.26144),(17 200.95963),(18 212.82413),(19 213.09686),(20 220.6744),(21 229.02922),(22 240.39543),(23 240.89926),(24 252.79884),(25 269.5703),(26 282.86365),(27 282.903),(28 292.76096),(29 307.42865),(30 317.661),(31 317.68015),(32 324.1135),(33 348.29224),(34 347.89792),(35 347.77765),(36 358.23184),(37 372.3808),(38 379.6536),(39 379.69888),(40 385.82437),(41 392.88687),(42 397.88083),
(1 13.689588),(2 24.53526),(3 24.54766),(4 36.667866),(5 62.678146),(6 73.51671),(7 73.5184),(8 90.14366),(9 121.074196),(10 131.14136),(11 131.13896),(12 142.56696),(13 153.22107),(14 158.41228),(15 158.17987),(16 161.4555),(17 175.15),(18 187.10872),(19 187.14923),(20 197.35344),(21 214.00952),(22 218.02162),(23 217.73389),(24 223.29681),(25 235.60019),(26 248.5481),(27 248.5749),(28 261.749),(29 291.25574),(30 298.33072),(31 298.37314),(32 308.91895),(33 327.72427),(34 334.59045),(35 334.8285),(36 339.46378),(37 356.38092),(38 363.97498),(39 364.26855),(40 372.294),(41 382.68875),(42 384.6569),
(1 12.359874),(2 20.464514),(3 20.469618),(4 29.240555),(5 52.088856),(6 65.78002),(7 65.926056),(8 79.00543),(9 109.0667),(10 121.01273),(11 121.33181),(12 128.81648),(13 143.00888),(14 150.88713),(15 150.85698),(16 157.42139),(17 176.73303),(18 180.70837),(19 180.15375),(20 181.17282),(21 193.98705),(22 197.97975),(23 197.88503),(24 201.1725),(25 208.30296),(26 218.49796),(27 218.79778),(28 228.19565),(29 240.63507),(30 245.66307),(31 245.72305),(32 250.75278),(33 254.36768),(34 254.86816),(35 255.13289),(36 260.98398),(37 275.62878),(38 282.31506),(39 282.17886),(40 283.5692),(41 291.85312),(42 290.2784),
(1 13.406404),(2 21.327246),(3 21.329937),(4 29.806963),(5 52.800877),(6 62.784863),(7 62.851048),(8 78.04227),(9 109.42764),(10 124.15516),(11 124.176476),(12 133.1056),(13 142.87791),(14 148.52228),(15 149.00725),(16 158.76787),(17 189.19484),(18 205.23387),(19 205.54584),(20 218.82283),(21 230.35884),(22 233.7906),(23 234.05803),(24 239.33199),(25 241.19618),(26 245.42036),(27 245.07596),(28 249.67998),(29 257.0609),(30 262.85718),(31 262.8302),(32 272.3388),(33 286.1201),(34 295.84503),(35 295.69888),(36 302.3961),(37 316.06332),(38 320.72726),(39 320.98822),(40 321.9982),(41 328.39905),(42 326.9815),
(1 11.774435),(2 20.017286),(3 20.021927),(4 26.425585),(5 46.388336),(6 60.20808),(7 60.203438),(8 74.55216),(9 98.840324),(10 113.03639),(11 113.17839),(12 123.55917),(13 136.72658),(14 142.10799),(15 142.04839),(16 148.10902),(17 153.44499),(18 152.57536),(19 152.6052),(20 150.78056),(21 168.31233),(22 174.23941),(23 174.50148),(24 181.67616),(25 210.7313),(26 222.70726),(27 222.34244),(28 232.4891),(29 250.9337),(30 257.37857),(31 257.3789),(32 264.14026),(33 285.10144),(34 288.15985),(35 288.03888),(36 285.05142),(37 285.99026),(38 283.06372),(39 282.63037),(40 275.23657),(41 265.69977),(42 265.94754),
