1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 0.69713867),(2 1.1727091),(3 1.1670084),(4 1.7921411),(5 4.1085453),(6 4.7078447),(7 4.720035),(8 4.9460945),(9 5.1116314),(10 5.109763),(11 4.990525),(12 4.788533),(13 5.1926584),(14 4.423556),(15 4.459965),(16 4.08133),(17 4.648263),(18 5.5490413),(19 5.623493),(20 7.130197),(21 9.744784),(22 10.46603),(23 10.5333),(24 11.359826),(25 13.917184),(26 15.837524),(27 15.744733),(28 18.633066),(29 24.119175),(30 25.64796),(31 25.64172),(32 27.552475),(33 29.424261),(34 29.908884),(35 29.97608),(36 27.516434),(37 24.838003),(38 24.625202),(39 24.70402),(40 24.94544),(41 25.268625),(42 24.362673),
(1 6.682543),(2 11.477787),(3 11.486568),(4 17.992779),(5 31.900484),(6 39.467415),(7 39.52044),(8 47.777454),(9 63.370445),(10 71.690186),(11 71.91505),(12 81.850464),(13 108.19228),(14 122.55154),(15 122.76296),(16 134.71909),(17 154.02354),(18 167.00908),(19 167.11494),(20 178.11708),(21 195.2697),(22 204.40842),(23 204.54852),(24 208.21669),(25 219.1837),(26 227.44667),(27 227.58342),(28 236.32635),(29 248.60971),(30 257.76187),(31 257.7926),(32 268.04913),(33 283.4563),(34 285.07727),(35 285.14023),(36 290.19128),(37 283.69955),(38 281.265),(39 281.38052),(40 281.48813),(41 281.89597),(42 281.25604),
(1 6.744209),(2 11.579616),(3 11.597845),(4 18.028101),(5 34.14093),(6 41.727844),(7 41.681854),(8 48.8072),(9 63.263847),(10 70.96822),(11 70.91485),(12 78.08985),(13 102.2641),(14 116.65743),(15 116.66101),(16 131.30347),(17 149.00365),(18 158.9375),(19 158.91928),(20 165.69685),(21 170.54912),(22 168.58572),(23 168.64725),(24 167.35936),(25 166.6083),(26 168.2667),(27 168.36978),(28 171.48163),(29 179.99557),(30 183.63158),(31 183.69283),(32 191.11551),(33 196.86182),(34 197.66628),(35 198.12225),(36 209.69977),(37 223.28229),(38 224.37865),(39 224.52104),(40 222.82208),(41 230.0747),(42 233.36655),
(1 7.412254),(2 12.894985),(3 12.918015),(4 20.157974),(5 40.48078),(6 51.541256),(7 51.470463),(8 62.44368),(9 85.2261),(10 95.432495),(11 95.335304),(12 106.81353),(13 128.2162),(14 138.60684),(15 138.88725),(16 150.6708),(17 168.9237),(18 180.41953),(19 180.25467),(20 188.34247),(21 201.4443),(22 207.22643),(23 207.75221),(24 211.55957),(25 211.97372),(26 217.63649),(27 218.47641),(28 221.18294),(29 222.47652),(30 224.86703),(31 224.83047),(32 228.88855),(33 246.03891),(34 254.06964),(35 254.25168),(36 259.12476),(37 259.8422),(38 264.4892),(39 263.99945),(40 272.11932),(41 281.88605),(42 281.6673),
(1 7.037612),(2 13.276027),(3 13.283556),(4 20.29582),(5 34.2575),(6 40.12924),(7 40.189762),(8 47.36913),(9 59.424526),(10 64.86751),(11 65.04774),(12 72.30275),(13 90.91583),(14 98.48737),(15 98.758575),(16 103.5986),(17 110.59168),(18 114.6946),(19 114.855),(20 120.56635),(21 130.89922),(22 138.13791),(23 138.20093),(24 147.71956),(25 163.15384),(26 170.13339),(27 170.60812),(28 175.86096),(29 185.66795),(30 189.38672),(31 189.47717),(32 193.5056),(33 208.0248),(34 213.4875),(35 213.47481),(36 212.05562),(37 222.87486),(38 227.74353),(39 228.13493),(40 232.08095),(41 225.31989),(42 221.9531),
(1 8.653205),(2 15.270507),(3 15.273586),(4 22.714466),(5 42.603592),(6 55.221405),(7 55.225933),(8 65.56959),(9 86.27145),(10 95.84221),(11 95.70446),(12 102.41584),(13 120.50943),(14 127.492165),(15 127.68358),(16 138.54532),(17 149.40855),(18 158.73816),(19 159.00066),(20 165.84149),(21 184.36168),(22 193.43672),(23 193.01784),(24 202.6374),(25 218.49274),(26 224.76665),(27 225.05264),(28 232.42773),(29 252.01218),(30 254.59032),(31 254.57397),(32 251.26387),(33 251.49403),(34 253.47423),(35 253.7891),(36 252.70529),(37 256.94647),(38 256.60034),(39 256.26135),(40 253.53983),(41 248.86813),(42 246.89107),
(1 8.865733),(2 14.536837),(3 14.54068),(4 21.747667),(5 37.761326),(6 46.440716),(7 46.40474),(8 54.272194),(9 72.29185),(10 80.502686),(11 80.174385),(12 85.95577),(13 101.474846),(14 108.88067),(15 109.166855),(16 118.03437),(17 138.6877),(18 148.96588),(19 148.70439),(20 156.60092),(21 166.3677),(22 172.76778),(23 172.50575),(24 180.4613),(25 191.90704),(26 196.99794),(27 197.32901),(28 199.92062),(29 214.6989),(30 221.04912),(31 221.05045),(32 232.37349),(33 237.21782),(34 238.68771),(35 238.38654),(36 238.754),(37 232.08226),(38 233.48247),(39 233.58475),(40 235.89713),(41 242.05823),(42 239.1627),
(1 7.213065),(2 13.721867),(3 13.708436),(4 21.913698),(5 42.096596),(6 53.342937),(7 53.374836),(8 65.941284),(9 83.550735),(10 88.69806),(11 88.95603),(12 96.30573),(13 109.1926),(14 112.7994),(15 112.45975),(16 117.56777),(17 131.73232),(18 140.86702),(19 140.51845),(20 148.89961),(21 167.9873),(22 179.25725),(23 179.5373),(24 189.37369),(25 205.26514),(26 210.536),(27 210.8465),(28 219.97647),(29 228.5303),(30 234.82744),(31 234.83511),(32 242.0709),(33 261.51028),(34 267.13895),(35 267.19604),(36 271.0739),(37 280.36652),(38 285.3821),(39 284.9749),(40 291.14536),(41 282.61502),(42 279.19513),
(1 7.3291388),(2 12.196506),(3 12.183446),(4 18.906021),(5 39.54649),(6 50.792057),(7 50.959156),(8 62.299706),(9 87.8998),(10 97.81182),(11 97.48627),(12 99.57706),(13 113.95339),(14 122.20835),(15 122.148415),(16 131.80777),(17 149.21776),(18 158.43365),(19 158.9765),(20 162.31313),(21 159.92021),(22 162.82762),(23 163.1269),(24 168.27545),(25 176.68166),(26 182.39635),(27 182.4411),(28 185.89496),(29 195.95358),(30 199.60472),(31 199.58932),(32 204.55852),(33 213.49951),(34 213.47652),(35 213.85468),(36 217.59045),(37 211.13148),(38 211.34366),(39 211.04222),(40 213.83614),(41 212.00827),(42 210.53378),
(1 9.838803),(2 16.518698),(3 16.511683),(4 24.312119),(5 40.707996),(6 46.61763),(7 46.570797),(8 54.292114),(9 68.58978),(10 76.81422),(11 77.198975),(12 83.13494),(13 89.552055),(14 94.023796),(15 93.81892),(16 101.42676),(17 124.319626),(18 131.405),(19 131.22739),(20 133.6555),(21 142.89975),(22 147.31264),(23 146.9785),(24 152.2591),(25 162.54335),(26 173.07379),(27 173.41875),(28 186.37653),(29 204.05714),(30 208.73921),(31 208.71977),(32 210.54308),(33 217.33015),(34 215.92319),(35 215.83122),(36 216.35641),(37 227.58647),(38 231.52762),(39 231.88637),(40 235.92665),(41 240.04411),(42 242.32141),
(1 9.634787),(2 15.920153),(3 15.931939),(4 23.319073),(5 40.910583),(6 51.64302),(7 51.664566),(8 63.743427),(9 86.028),(10 92.38638),(11 92.53641),(12 98.61693),(13 106.741615),(14 111.20345),(15 111.36517),(16 118.08677),(17 135.12929),(18 143.91634),(19 143.92905),(20 151.83434),(21 160.88017),(22 165.91666),(23 165.77594),(24 173.23125),(25 176.06644),(26 177.18062),(27 177.24924),(28 177.8005),(29 184.7947),(30 189.44545),(31 189.44305),(32 198.64543),(33 209.94641),(34 215.75952),(35 215.51074),(36 222.84406),(37 235.81078),(38 239.09723),(39 239.15826),(40 240.63084),(41 250.04744),(42 245.18463),
(1 7.589295),(2 13.875263),(3 13.868859),(4 20.842163),(5 37.804665),(6 46.654724),(7 46.61414),(8 53.568775),(9 66.69167),(10 75.83401),(11 76.135025),(12 81.01837),(13 86.34738),(14 91.134544),(15 91.27873),(16 97.114136),(17 105.88159),(18 112.843575),(19 113.02094),(20 121.79346),(21 146.17174),(22 157.12468),(23 157.26231),(24 164.97765),(25 179.02802),(26 189.2132),(27 188.7228),(28 194.09111),(29 210.25566),(30 212.62953),(31 212.64133),(32 218.93466),(33 228.52252),(34 233.82281),(35 233.67455),(36 235.13649),(37 234.19629),(38 232.66763),(39 232.36717),(40 228.27017),(41 215.35817),(42 213.01613),
(1 7.505537),(2 11.288017),(3 11.284295),(4 14.490758),(5 28.016602),(6 34.667236),(7 34.79774),(8 44.541637),(9 62.787415),(10 68.91692),(11 68.84714),(12 71.940796),(13 83.68509),(14 89.802414),(15 90.07407),(16 97.069405),(17 108.2746),(18 113.72648),(19 113.656715),(20 121.37596),(21 134.4404),(22 137.36334),(23 137.33574),(24 142.29108),(25 152.37311),(26 153.65057),(27 153.99347),(28 154.65475),(29 149.88966),(30 143.19952),(31 143.2792),(32 141.31012),(33 148.29272),(34 154.0603),(35 153.94565),(36 160.1144),(37 168.4797),(38 165.32756),(39 165.14246),(40 165.75987),(41 170.31546),(42 170.07393),
(1 9.741707),(2 17.378075),(3 17.37843),(4 24.287315),(5 40.851112),(6 48.773933),(7 48.899086),(8 57.043224),(9 77.64404),(10 86.915596),(11 87.1492),(12 95.28787),(13 109.93763),(14 116.636314),(15 116.52478),(16 123.393295),(17 127.53495),(18 132.98714),(19 132.86557),(20 136.0562),(21 147.43816),(22 153.82848),(23 154.14839),(24 163.9082),(25 171.05695),(26 169.99234),(27 170.42317),(28 168.35771),(29 176.99849),(30 181.27327),(31 181.24515),(32 187.33252),(33 197.91891),(34 206.47116),(35 205.76901),(36 208.29135),(37 203.439),(38 207.84262),(39 207.80438),(40 214.87544),(41 222.78706),(42 226.9287),
(1 8.57025),(2 15.137234),(3 15.136617),(4 21.569847),(5 34.932667),(6 45.231777),(7 45.31819),(8 58.530735),(9 85.99958),(10 95.69722),(11 95.943695),(12 104.67811),(13 123.12064),(14 131.7505),(15 131.69647),(16 139.20357),(17 154.0194),(18 160.58084),(19 160.73544),(20 165.61592),(21 177.35678),(22 189.00972),(23 188.89494),(24 199.34102),(25 197.7446),(26 195.44218),(27 195.655),(28 191.37878),(29 196.18312),(30 200.49393),(31 200.58064),(32 205.91121),(33 217.98013),(34 218.48666),(35 217.98267),(36 219.66925),(37 226.51216),(38 226.4157),(39 226.59024),(40 222.82306),(41 216.76212),(42 219.2255),
(1 9.608607),(2 17.771387),(3 17.75705),(4 24.517912),(5 42.725002),(6 51.037495),(7 50.92822),(8 60.25563),(9 77.94246),(10 89.95762),(11 90.02758),(12 98.17537),(13 112.837425),(14 119.96542),(15 120.57814),(16 124.99026),(17 137.30966),(18 133.93546),(19 134.2482),(20 132.32845),(21 132.57121),(22 135.02281),(23 135.36403),(24 141.99838),(25 153.29268),(26 151.24922),(27 151.28906),(28 153.4802),(29 158.7562),(30 164.00333),(31 164.10698),(32 168.62799),(33 177.73952),(34 184.47578),(35 183.96193),(36 187.74768),(37 184.03302),(38 187.53201),(39 187.45837),(40 187.88605),(41 180.33446),(42 180.88025),
(1 9.871128),(2 16.70026),(3 16.704332),(4 22.791098),(5 44.19988),(6 54.41428),(7 54.537197),(8 65.2133),(9 85.880135),(10 91.4027),(11 91.61803),(12 92.3618),(13 101.14776),(14 105.121895),(15 105.74008),(16 110.68832),(17 122.24294),(18 124.41293),(19 125.01069),(20 129.45818),(21 139.81906),(22 144.52927),(23 144.65402),(24 150.99532),(25 157.72417),(26 159.79465),(27 159.85574),(28 159.96109),(29 169.2852),(30 175.51964),(31 175.50636),(32 180.81607),(33 192.077),(34 196.11688),(35 196.29723),(36 203.76727),(37 208.73831),(38 208.51816),(39 208.30544),(40 205.36705),(41 197.22517),(42 196.12753),
(1 10.941541),(2 18.279413),(3 18.27482),(4 25.89309),(5 40.55911),(6 49.33168),(7 49.617126),(8 60.005318),(9 74.785675),(10 81.55861),(11 81.711174),(12 87.33473),(13 93.69215),(14 99.77414),(15 99.95195),(16 101.16787),(17 115.97814),(18 124.66486),(19 125.07306),(20 131.49905),(21 138.657),(22 141.36777),(23 141.33862),(24 145.6615),(25 144.65614),(26 144.28822),(27 144.01884),(28 147.52333),(29 161.68701),(30 171.51147),(31 171.54012),(32 182.34956),(33 202.21895),(34 205.77808),(35 205.9502),(36 214.49933),(37 228.44052),(38 233.18825),(39 233.28154),(40 234.4462),(41 236.40572),(42 237.8808),
