1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37.43776),(2 42.523193),(3 45.537426),(4 48.1498),(5 49.831833),(6 51.111958),(7 51.085007),(8 52.202045),(9 54.082848),(10 54.597042),(11 55.359215),(12 55.576965),(13 56.03638),(14 56.21298),(15 57.07112),(16 57.52068),(17 57.43266),(18 57.823204),(19 58.691593),(20 58.237377),(21 58.398766),(22 59.27082),(23 59.34498),(24 59.742897),(25 59.576874),(26 59.29683),(27 60.124584),(28 59.091278),(29 60.15488),(30 60.32051),(31 60.859413),(32 62.030933),(33 62.19875),(34 62.74576),(35 62.05144),(36 62.139507),(37 62.632896),(38 62.868496),(39 62.45025),(40 62.125763),(41 62.40685),(42 61.53473),(43 61.2868),(44 61.486935),(45 60.10891),(46 60.386414),(47 60.30911),(48 60.44197),(49 60.101627),(50 60.729797),(51 60.929317),(52 60.50449),(53 60.541046),(54 60.60584),(55 60.955524),(56 61.225754),(57 61.06396),(58 61.673798),(59 61.727123),(60 61.13254),(61 61.49426),(62 62.163795),(63 62.70663),(64 62.18119),(65 61.978645),(66 62.423904),(67 62.59406),(68 62.075268),(69 61.391613),(70 62.575848),(71 62.788242),(72 62.069912),(73 61.993782),(74 61.701874),(75 62.44362),(76 62.314934),(77 62.193527),(78 62.712543),(79 62.76522),
(1 36.458443),(2 41.80078),(3 45.498417),(4 47.186497),(5 49.543316),(6 51.109352),(7 51.246323),(8 51.530495),(9 51.96314),(10 52.897797),(11 53.836407),(12 54.349934),(13 54.868065),(14 54.71859),(15 55.858295),(16 56.26818),(17 56.71455),(18 56.493904),(19 55.819714),(20 55.844284),(21 57.120853),(22 57.279648),(23 58.31503),(24 58.06795),(25 58.342537),(26 58.741997),(27 59.218884),(28 58.521183),(29 59.710243),(30 59.720886),(31 60.27525),(32 60.637253),(33 60.3181),(34 61.90669),(35 62.005497),(36 62.48444),(37 62.54589),(38 62.433384),(39 63.09364),(40 61.51305),(41 62.55348),(42 61.21786),(43 60.874733),(44 61.220417),(45 60.848934),(46 60.568047),(47 60.460537),(48 60.368176),(49 61.29612),(50 61.865345),(51 61.304153),(52 61.24211),(53 61.900467),(54 61.37584),(55 61.11704),(56 61.438316),(57 61.664574),(58 61.572823),(59 60.457336),(60 61.00894),(61 61.188816),(62 59.999172),(63 60.405888),(64 60.51013),(65 60.88651),(66 60.94834),(67 62.20526),(68 61.40954),(69 61.346775),(70 61.55085),(71 60.93601),(72 60.18861),(73 60.577763),(74 60.62608),(75 61.44527),(76 60.23163),(77 60.812233),(78 60.233547),(79 60.87007),
(1 37.15236),(2 41.587658),(3 44.98696),(4 47.002422),(5 48.61303),(6 50.25159),(7 51.002686),(8 50.951233),(9 51.35087),(10 52.866856),(11 53.837326),(12 54.456352),(13 54.413353),(14 54.505848),(15 55.615448),(16 55.32719),(17 55.73164),(18 54.787853),(19 55.55345),(20 56.464302),(21 56.252094),(22 56.265022),(23 56.01186),(24 56.493378),(25 56.97205),(26 57.332428),(27 57.518353),(28 57.41397),(29 58.820927),(30 58.91499),(31 59.605453),(32 60.298557),(33 59.948917),(34 60.01154),(35 60.159813),(36 60.354813),(37 59.975235),(38 60.719532),(39 60.74231),(40 60.262295),(41 60.03797),(42 60.58953),(43 60.689266),(44 61.424435),(45 60.30039),(46 60.81006),(47 61.18636),(48 61.209904),(49 61.46366),(50 60.79199),(51 61.036938),(52 60.282852),(53 61.499603),(54 61.2948),(55 60.82388),(56 60.99148),(57 61.187107),(58 61.469456),(59 61.7001),(60 62.24343),(61 62.357735),(62 61.652695),(63 61.335808),(64 62.372444),(65 61.047478),(66 60.56713),(67 61.36065),(68 61.48596),(69 61.22576),(70 61.82455),(71 61.867107),(72 61.412045),(73 61.472878),(74 61.221134),(75 61.709217),(76 61.822865),(77 63.279667),(78 61.67279),(79 62.698612),
(1 35.990097),(2 41.099155),(3 44.500378),(4 47.098637),(5 48.88936),(6 49.857334),(7 50.731113),(8 50.92724),(9 51.318058),(10 52.123585),(11 53.634155),(12 53.90145),(13 54.507633),(14 54.824783),(15 55.550674),(16 55.23889),(17 56.093414),(18 55.714165),(19 56.08475),(20 56.144814),(21 57.22228),(22 56.553375),(23 55.97656),(24 55.82673),(25 55.813313),(26 55.95186),(27 57.017612),(28 56.827778),(29 57.606926),(30 57.927074),(31 57.6663),(32 58.066055),(33 57.24853),(34 57.57436),(35 56.965748),(36 58.098484),(37 58.79377),(38 57.645077),(39 58.40567),(40 58.113754),(41 58.542545),(42 57.847214),(43 58.10855),(44 59.361073),(45 57.64875),(46 58.749615),(47 59.21327),(48 58.385845),(49 57.955017),(50 58.010498),(51 57.859375),(52 58.165676),(53 58.53085),(54 57.95297),(55 58.009304),(56 58.041946),(57 57.41887),(58 58.212334),(59 58.398502),(60 58.905712),(61 58.269867),(62 58.40818),(63 58.584442),(64 58.401443),(65 58.44607),(66 58.358864),(67 59.44455),(68 59.0193),(69 59.324596),(70 61.175636),(71 60.65705),(72 59.88947),(73 60.55932),(74 60.080303),(75 60.87437),(76 61.057266),(77 61.397778),(78 60.4996),(79 61.056156),
(1 36.26406),(2 40.925472),(3 44.96615),(4 47.223125),(5 49.4305),(6 50.816338),(7 51.136013),(8 50.782887),(9 52.54852),(10 53.95519),(11 54.05486),(12 54.446907),(13 54.982048),(14 54.816757),(15 55.214134),(16 55.40637),(17 56.157295),(18 56.823105),(19 56.72765),(20 56.59661),(21 57.509903),(22 58.11236),(23 57.236412),(24 58.077606),(25 58.122894),(26 57.675926),(27 58.572323),(28 58.449203),(29 58.85756),(30 58.375767),(31 58.41904),(32 59.352215),(33 58.41529),(34 58.27101),(35 58.49402),(36 58.89084),(37 59.442017),(38 59.48822),(39 59.691128),(40 59.89238),(41 60.423393),(42 59.399197),(43 58.939877),(44 60.12679),(45 59.58245),(46 60.430508),(47 60.123886),(48 59.423374),(49 59.22656),(50 58.651047),(51 58.665882),(52 58.647705),(53 59.00218),(54 58.735367),(55 59.078648),(56 60.04979),(57 59.54182),(58 58.971012),(59 60.071514),(60 60.107414),(61 59.48615),(62 58.91776),(63 59.455463),(64 59.596024),(65 60.205215),(66 59.959072),(67 60.831047),(68 61.13209),(69 61.223583),(70 62.502747),(71 61.17398),(72 61.34725),(73 61.12354),(74 61.792892),(75 62.449165),(76 62.08174),(77 61.71859),(78 61.02519),(79 62.215683),
(1 36.56334),(2 42.16559),(3 45.482506),(4 47.608597),(5 49.132504),(6 50.46369),(7 50.838753),(8 51.4007),(9 52.748535),(10 54.22788),(11 53.974724),(12 54.48322),(13 54.522877),(14 55.671677),(15 56.822166),(16 56.233475),(17 56.30788),(18 56.66349),(19 57.322758),(20 57.065254),(21 57.870358),(22 58.196777),(23 57.3893),(24 58.612354),(25 58.19361),(26 58.586876),(27 59.800655),(28 59.867523),(29 60.06899),(30 59.594414),(31 59.1497),(32 59.373997),(33 58.997562),(34 59.37578),(35 59.384586),(36 59.465332),(37 60.169697),(38 60.089283),(39 60.243828),(40 59.58167),(41 60.51282),(42 59.211636),(43 58.89764),(44 59.39684),(45 59.56356),(46 59.88206),(47 59.24235),(48 58.37783),(49 58.08655),(50 58.014),(51 58.497868),(52 58.839855),(53 58.75283),(54 59.281574),(55 59.296677),(56 59.31608),(57 59.155308),(58 59.529274),(59 58.899624),(60 59.20638),(61 59.178684),(62 57.97988),(63 58.402496),(64 60.39278),(65 59.951973),(66 59.5844),(67 60.193523),(68 60.70385),(69 60.78866),(70 61.90909),(71 60.245644),(72 61.30145),(73 61.278244),(74 61.47307),(75 63.109283),(76 62.853905),(77 63.20562),(78 62.38021),(79 62.685608),
(1 35.980762),(2 41.162586),(3 44.53171),(4 47.45863),(5 49.65455),(6 51.28664),(7 51.16291),(8 51.51806),(9 51.915257),(10 52.74046),(11 52.946083),(12 54.59541),(13 54.608414),(14 54.807323),(15 54.650845),(16 55.816402),(17 55.494076),(18 55.2039),(19 55.897724),(20 56.895874),(21 56.691757),(22 56.51206),(23 56.375877),(24 56.277508),(25 56.068935),(26 56.721535),(27 57.56466),(28 58.14438),(29 58.210247),(30 57.992077),(31 57.958122),(32 58.70495),(33 58.409767),(34 58.270576),(35 58.01384),(36 58.23158),(37 58.93093),(38 57.939606),(39 59.08886),(40 58.635822),(41 58.663986),(42 57.44579),(43 58.22752),(44 58.82754),(45 57.38603),(46 57.37789),(47 56.659733),(48 56.940727),(49 56.558258),(50 57.67195),(51 57.409657),(52 56.43643),(53 56.446384),(54 56.340286),(55 56.69004),(56 57.40255),(57 58.43365),(58 57.891743),(59 57.924618),(60 58.060997),(61 58.592922),(62 58.896008),(63 58.99572),(64 59.0326),(65 58.215794),(66 58.542835),(67 58.969196),(68 60.009094),(69 58.49796),(70 59.381092),(71 59.993637),(72 61.048046),(73 60.816402),(74 61.313747),(75 61.131344),(76 61.158604),(77 61.216774),(78 60.35155),(79 60.487953),
(1 35.52009),(2 40.242306),(3 44.428684),(4 46.651573),(5 49.23689),(6 49.925236),(7 50.38923),(8 51.59907),(9 51.657513),(10 52.300396),(11 52.606155),(12 53.5223),(13 53.631042),(14 54.22928),(15 54.546673),(16 54.734245),(17 56.157154),(18 55.610184),(19 55.936317),(20 55.358322),(21 55.990524),(22 55.86113),(23 55.436596),(24 56.299713),(25 56.527966),(26 56.65999),(27 57.010742),(28 58.00507),(29 57.64536),(30 57.698044),(31 57.669815),(32 58.51557),(33 58.49852),(34 58.30536),(35 58.318703),(36 58.439056),(37 58.142998),(38 58.399677),(39 59.22204),(40 59.014835),(41 58.4708),(42 57.88824),(43 57.8724),(44 58.83665),(45 57.717205),(46 58.228912),(47 57.357597),(48 57.773655),(49 57.285103),(50 57.496838),(51 58.20512),(52 58.19857),(53 57.804546),(54 57.65871),(55 57.610615),(56 58.287807),(57 58.285183),(58 58.025593),(59 57.570454),(60 57.322865),(61 56.968914),(62 56.842484),(63 58.098507),(64 57.626713),(65 56.84037),(66 57.185345),(67 57.565712),(68 58.18946),(69 57.661488),(70 58.329247),(71 58.72392),(72 58.487896),(73 59.56813),(74 59.865643),(75 60.44022),(76 60.136425),(77 59.950195),(78 59.127888),(79 59.493835),
(1 35.955044),(2 40.522957),(3 44.314342),(4 46.519833),(5 49.42416),(6 49.954468),(7 50.289867),(8 51.336376),(9 51.63674),(10 52.727856),(11 53.09667),(12 53.06992),(13 52.96654),(14 53.40015),(15 53.12954),(16 53.43252),(17 54.392265),(18 54.651478),(19 54.28941),(20 54.626125),(21 55.381355),(22 56.03141),(23 55.99539),(24 56.077988),(25 56.351086),(26 56.00007),(27 56.94751),(28 58.005455),(29 58.42865),(30 58.59946),(31 58.878387),(32 59.542244),(33 58.75071),(34 58.536915),(35 59.33157),(36 59.09347),(37 59.288113),(38 58.359905),(39 58.635963),(40 58.73559),(41 58.514977),(42 57.716953),(43 57.503258),(44 57.802177),(45 57.224354),(46 57.075523),(47 57.25182),(48 57.681744),(49 57.063366),(50 57.29061),(51 57.196674),(52 57.02496),(53 57.04959),(54 56.957115),(55 57.39793),(56 57.918163),(57 58.12496),(58 58.301876),(59 58.67693),(60 58.0175),(61 58.08692),(62 58.57268),(63 58.83983),(64 59.469467),(65 58.728848),(66 58.861954),(67 58.425373),(68 59.010456),(69 58.52703),(70 59.009556),(71 58.840282),(72 59.464764),(73 60.469883),(74 59.684113),(75 60.590218),(76 59.796642),(77 59.56223),(78 59.444595),(79 58.682404),
(1 35.76997),(2 40.65206),(3 44.26895),(4 46.54441),(5 49.114445),(6 50.41577),(7 50.40253),(8 51.118587),(9 51.723083),(10 52.530567),(11 52.778454),(12 53.23573),(13 53.10928),(14 53.769638),(15 54.46904),(16 54.17483),(17 54.78673),(18 54.80455),(19 55.70042),(20 54.88237),(21 55.980522),(22 56.261837),(23 55.93414),(24 55.65208),(25 55.947414),(26 55.778217),(27 55.42047),(28 55.756634),(29 56.34804),(30 56.758644),(31 56.25123),(32 57.669678),(33 57.804977),(34 57.653053),(35 57.491516),(36 57.596054),(37 57.748165),(38 58.12671),(39 57.966957),(40 57.255596),(41 58.38722),(42 57.46547),(43 57.28565),(44 57.175972),(45 56.066795),(46 55.61087),(47 56.42435),(48 56.541378),(49 56.369747),(50 56.63966),(51 56.95753),(52 56.35861),(53 56.26528),(54 56.003),(55 57.050014),(56 56.943516),(57 57.462223),(58 57.00266),(59 57.28318),(60 57.43394),(61 57.102955),(62 56.558327),(63 57.054108),(64 57.367092),(65 57.388256),(66 57.252796),(67 57.533333),(68 58.444202),(69 57.506084),(70 58.284943),(71 58.30298),(72 57.944786),(73 57.83599),(74 57.49461),(75 57.8999),(76 58.09089),(77 57.93329),(78 58.014973),(79 57.95297),
(1 35.49899),(2 40.59841),(3 45.015083),(4 45.917336),(5 47.610863),(6 49.516945),(7 49.304283),(8 50.545906),(9 51.503304),(10 53.585533),(11 53.373413),(12 54.05697),(13 54.645878),(14 54.606007),(15 55.303375),(16 55.93675),(17 56.59333),(18 56.586235),(19 56.898853),(20 56.94903),(21 56.732162),(22 56.753258),(23 57.18511),(24 57.943645),(25 57.800007),(26 57.612827),(27 58.085735),(28 58.07787),(29 58.70498),(30 58.390636),(31 59.30828),(32 58.842598),(33 59.471874),(34 59.77405),(35 59.277912),(36 59.352085),(37 59.158703),(38 58.80878),(39 57.494),(40 57.89002),(41 58.966457),(42 58.3282),(43 58.531452),(44 58.970844),(45 57.78497),(46 57.44887),(47 57.832176),(48 57.169945),(49 57.301735),(50 57.5042),(51 57.78836),(52 56.814835),(53 57.246284),(54 57.30392),(55 58.53473),(56 59.273663),(57 58.282288),(58 57.439743),(59 58.441475),(60 58.997017),(61 59.052334),(62 58.882263),(63 59.315453),(64 58.394386),(65 58.929283),(66 58.425583),(67 59.08995),(68 59.776783),(69 59.603645),(70 60.156033),(71 59.515194),(72 59.537292),(73 60.602703),(74 59.753933),(75 60.01456),(76 60.205437),(77 61.35492),(78 60.919952),(79 60.882385),
(1 35.348175),(2 40.41782),(3 42.82304),(4 45.474003),(5 47.29719),(6 47.77215),(7 49.2551),(8 49.481678),(9 50.796295),(10 52.121178),(11 51.266747),(12 52.589928),(13 52.138092),(14 52.694202),(15 52.94065),(16 53.51378),(17 52.88287),(18 53.197994),(19 53.455196),(20 53.84673),(21 53.469303),(22 54.8123),(23 55.620174),(24 56.26874),(25 55.89753),(26 55.559097),(27 54.766476),(28 55.557358),(29 56.064823),(30 55.844067),(31 56.599327),(32 56.812363),(33 56.74489),(34 56.84237),(35 56.856174),(36 56.595776),(37 57.461643),(38 57.147575),(39 57.52499),(40 57.03983),(41 56.900208),(42 57.245964),(43 56.640125),(44 56.281),(45 56.426285),(46 55.570484),(47 56.211796),(48 55.829582),(49 56.240517),(50 56.255974),(51 56.717087),(52 56.36079),(53 56.699818),(54 56.78641),(55 57.493065),(56 57.46558),(57 57.276512),(58 57.12568),(59 56.643448),(60 56.032917),(61 56.556164),(62 56.09953),(63 56.83277),(64 56.52461),(65 57.2486),(66 56.384785),(67 57.03518),(68 57.64963),(69 57.285324),(70 57.425346),(71 57.734253),(72 57.986267),(73 58.419),(74 58.59816),(75 59.051517),(76 58.520416),(77 59.03873),(78 58.708633),(79 58.915596),
(1 34.841793),(2 40.693344),(3 44.012962),(4 46.612907),(5 47.368603),(6 48.607582),(7 49.553867),(8 49.811707),(9 50.808086),(10 51.627888),(11 52.211742),(12 53.37086),(13 52.86988),(14 53.833668),(15 54.224598),(16 54.625614),(17 55.88747),(18 55.235855),(19 55.20851),(20 55.863853),(21 55.508114),(22 55.989346),(23 56.033474),(24 56.87419),(25 56.936993),(26 56.513252),(27 56.915573),(28 57.29322),(29 57.127907),(30 57.651928),(31 58.261444),(32 58.788532),(33 57.89346),(34 58.3776),(35 58.260296),(36 58.710926),(37 58.975895),(38 57.203793),(39 58.664207),(40 58.516964),(41 58.659023),(42 58.49879),(43 58.246025),(44 58.871147),(45 58.29066),(46 57.372475),(47 57.318256),(48 57.585796),(49 57.147564),(50 57.606617),(51 57.714558),(52 57.354168),(53 57.743057),(54 57.699142),(55 57.73021),(56 57.893036),(57 57.82333),(58 57.2975),(59 57.18217),(60 57.638702),(61 56.911877),(62 57.06047),(63 57.196007),(64 55.766872),(65 56.111168),(66 55.35763),(67 55.830414),(68 56.71302),(69 57.138126),(70 57.81678),(71 57.058205),(72 58.091927),(73 58.11191),(74 58.29549),(75 58.47398),(76 57.631474),(77 58.08465),(78 58.002422),(79 57.648945),
(1 34.452915),(2 38.71935),(3 42.266075),(4 44.5318),(5 46.760414),(6 48.308567),(7 48.273304),(8 49.057083),(9 49.73353),(10 50.651108),(11 50.82703),(12 52.129555),(13 51.653507),(14 52.110622),(15 52.518574),(16 52.814243),(17 53.291588),(18 53.718307),(19 54.437153),(20 54.54326),(21 55.626545),(22 54.890064),(23 54.7709),(24 55.230785),(25 54.547943),(26 55.0695),(27 55.610542),(28 54.264473),(29 54.546505),(30 55.099873),(31 54.683975),(32 55.076057),(33 55.668503),(34 55.45418),(35 56.306305),(36 56.57794),(37 56.898132),(38 55.95673),(39 56.81025),(40 56.607246),(41 56.31269),(42 55.816486),(43 56.298588),(44 56.090748),(45 55.16281),(46 55.391365),(47 55.31846),(48 55.117283),(49 55.156033),(50 54.421947),(51 54.922764),(52 54.510456),(53 54.781403),(54 54.767815),(55 55.29378),(56 55.035522),(57 54.231953),(58 55.882446),(59 55.18488),(60 55.549984),(61 55.015064),(62 55.275356),(63 55.220737),(64 54.892532),(65 55.58873),(66 54.851135),(67 56.172573),(68 56.719574),(69 56.565613),(70 56.712227),(71 56.94005),(72 57.91494),(73 57.652985),(74 57.746468),(75 57.575306),(76 57.1699),(77 57.020657),(78 56.58306),(79 57.15942),
(1 34.42425),(2 39.82793),(3 43.056553),(4 45.14316),(5 47.071835),(6 47.778217),(7 48.324036),(8 49.096355),(9 49.658516),(10 50.440235),(11 51.86713),(12 52.14033),(13 51.640247),(14 52.021667),(15 53.172714),(16 53.591324),(17 53.37656),(18 54.10975),(19 54.271523),(20 54.038975),(21 55.563587),(22 55.419262),(23 55.368206),(24 54.551094),(25 54.223377),(26 54.457153),(27 55.01957),(28 55.021053),(29 55.86132),(30 55.589264),(31 55.708176),(32 55.617695),(33 56.12053),(34 55.09172),(35 55.49244),(36 56.294243),(37 56.067196),(38 56.42443),(39 56.39317),(40 56.571537),(41 56.820095),(42 56.18139),(43 55.534893),(44 56.127163),(45 55.642292),(46 55.905777),(47 55.967564),(48 56.075424),(49 55.96752),(50 55.865616),(51 56.016838),(52 55.625023),(53 56.454723),(54 56.481255),(55 57.19402),(56 57.035404),(57 55.921295),(58 56.233963),(59 56.48246),(60 56.718338),(61 56.046074),(62 55.745117),(63 56.65128),(64 57.035862),(65 56.53209),(66 56.461918),(67 56.511635),(68 57.216324),(69 57.378452),(70 57.96274),(71 58.0972),(72 57.73544),(73 58.64609),(74 57.679256),(75 58.933315),(76 57.90643),(77 58.223995),(78 58.26917),(79 58.311256),
(1 34.24656),(2 39.834232),(3 42.94126),(4 44.757298),(5 46.958965),(6 48.48568),(7 49.545174),(8 49.60447),(9 50.2374),(10 50.83577),(11 51.45426),(12 51.61415),(13 51.41253),(14 51.891247),(15 52.75386),(16 52.198833),(17 52.612568),(18 52.89514),(19 53.270664),(20 53.488224),(21 53.887047),(22 53.582523),(23 54.16143),(24 54.351563),(25 53.81611),(26 54.494995),(27 55.064484),(28 53.75901),(29 53.949833),(30 55.112446),(31 54.896297),(32 55.70092),(33 54.888496),(34 55.256523),(35 54.956104),(36 55.071026),(37 54.6506),(38 55.58477),(39 56.267914),(40 55.797894),(41 54.379303),(42 54.4796),(43 55.10998),(44 54.662243),(45 53.88523),(46 54.726833),(47 53.658092),(48 53.55399),(49 53.839874),(50 54.272938),(51 54.699818),(52 53.64635),(53 53.91641),(54 54.106518),(55 53.84061),(56 53.85781),(57 53.963264),(58 54.206024),(59 54.07267),(60 54.55695),(61 54.212986),(62 54.259068),(63 55.31702),(64 54.848392),(65 56.274574),(66 56.529785),(67 56.242374),(68 55.76541),(69 56.337814),(70 56.879887),(71 56.363834),(72 56.264275),(73 56.76516),(74 56.853603),(75 57.697258),(76 57.828213),(77 57.935097),(78 58.031803),(79 58.334747),
(1 33.741863),(2 39.219376),(3 41.621166),(4 44.756027),(5 46.945118),(6 48.60944),(7 49.51403),(8 49.88726),(9 50.420998),(10 51.581654),(11 51.919155),(12 51.710144),(13 51.18456),(14 52.17649),(15 52.801823),(16 52.656544),(17 52.64491),(18 53.375526),(19 53.54015),(20 53.84775),(21 54.75231),(22 54.934826),(23 55.603462),(24 54.977455),(25 54.90772),(26 54.556736),(27 55.016212),(28 54.44749),(29 54.7221),(30 54.9724),(31 54.876396),(32 54.93393),(33 54.55486),(34 54.513683),(35 54.911274),(36 55.344856),(37 55.16893),(38 55.622562),(39 55.716373),(40 55.63413),(41 55.45042),(42 55.840343),(43 55.77627),(44 55.606476),(45 55.501186),(46 55.448944),(47 55.654675),(48 55.52811),(49 55.503162),(50 55.266193),(51 55.87917),(52 55.33702),(53 55.737587),(54 55.786804),(55 55.933228),(56 55.69736),(57 55.085938),(58 56.28862),(59 55.94019),(60 56.81918),(61 56.928387),(62 56.564884),(63 56.45783),(64 56.946236),(65 56.55435),(66 56.482727),(67 55.454704),(68 56.80074),(69 56.642323),(70 56.273308),(71 56.873077),(72 56.199387),(73 57.353436),(74 57.389248),(75 58.201046),(76 57.567394),(77 57.022945),(78 56.06267),(79 56.734352),
(1 35.010857),(2 39.772728),(3 43.176228),(4 44.91587),(5 47.216938),(6 48.983704),(7 50.321053),(8 50.379566),(9 51.155216),(10 52.840916),(11 53.11783),(12 53.245224),(13 52.494293),(14 53.73925),(15 54.038967),(16 54.274002),(17 53.88292),(18 54.58602),(19 55.17149),(20 55.790703),(21 57.71292),(22 56.60297),(23 56.99611),(24 57.73522),(25 57.13939),(26 56.75385),(27 57.112064),(28 56.98674),(29 57.117485),(30 57.493923),(31 56.935516),(32 57.316135),(33 56.31247),(34 56.811604),(35 56.369415),(36 56.725285),(37 56.89111),(38 57.34054),(39 57.352238),(40 55.945095),(41 56.826805),(42 56.26392),(43 56.31121),(44 56.201645),(45 55.862583),(46 55.35889),(47 55.28182),(48 55.023884),(49 54.36073),(50 55.365364),(51 55.56964),(52 55.876007),(53 56.155243),(54 56.24188),(55 55.35559),(56 56.2118),(57 56.239384),(58 56.603764),(59 56.234642),(60 56.940296),(61 57.75036),(62 57.005882),(63 57.789597),(64 58.233063),(65 57.746025),(66 57.844498),(67 57.119514),(68 57.24),(69 56.705986),(70 57.261086),(71 57.659267),(72 57.96988),(73 57.896572),(74 57.976627),(75 58.12987),(76 56.93158),(77 57.44369),(78 57.386562),(79 57.11152),
