1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 172929.94),(2 517230.47),(3 945557),(4 1427837.1),(5 1976179.4),(6 2475474.8),(7 2915271),(8 3417374),(9 3971318),(10 4676826.5),(11 5468098.5),(12 6360872.5),(13 7391509.5),(14 8365908.5),(15 9411892),(16 10555643),(17 11575439),(18 12737005),(19 13895472),(20 15077355),(21 16160632),(22 17226352),(23 18341214),(24 19384970),(25 20322304),(26 21067696),(27 21881158),(28 22515296),(29 23095856),(30 23597654),(31 24135554),(32 24558672),(33 24880102),(34 25118960),(35 25337024),(36 25501376),(37 25565040),(38 25590054),(39 25601872),(40 25602922),(41 25589754),(42 25568200),(43 25494566),(44 25434354),(45 25354066),(46 25248490),(47 25117078),(48 24969570),(49 24845866),(50 24718552),(51 24598176),(52 24496680),(53 24479474),(54 24510632),(55 24619090),(56 24746336),(57 24983728),(58 25247022),(59 25392898),(60 25497910),(61 25650864),(62 25835578),(63 25993280),(64 26202464),(65 26388152),(66 26566930),(67 26670016),(68 26849632),(69 27077562),(70 27285226),(71 27322346),(72 27264062),(73 27182426),(74 27075152),(75 26886726),(76 26565642),(77 26335656),(78 26063190),(79 25699154),
(1 68.53054),(2 75.805374),(3 76.613144),(4 79.36701),(5 80.92746),(6 81.18723),(7 83.612526),(8 85.87242),(9 88.148674),(10 87.48194),(11 85.84643),(12 88.58541),(13 89.27418),(14 88.790276),(15 91.69269),(16 93.85119),(17 93.80694),(18 92.70415),(19 93.35776),(20 93.99686),(21 92.32412),(22 93.95994),(23 94.01093),(24 92.93781),(25 91.785934),(26 91.56744),(27 92.93238),(28 93.24181),(29 94.203384),(30 94.722466),(31 94.09792),(32 93.82285),(33 92.81808),(34 95.20131),(35 93.54289),(36 93.57658),(37 91.83347),(38 91.84714),(39 91.38954),(40 90.75999),(41 90.389),(42 91.26547),(43 91.00116),(44 92.02364),(45 92.29895),(46 92.02841),(47 92.424095),(48 92.1287),(49 91.43829),(50 91.58483),(51 92.79261),(52 92.9003),(53 93.6809),(54 93.64516),(55 93.354324),(56 92.722626),(57 92.14883),(58 91.704544),(59 92.594505),(60 92.57705),(61 91.540794),(62 93.47666),(63 93.26959),(64 92.11436),(65 92.38759),(66 90.83491),(67 90.25092),(68 91.1191),(69 92.4191),(70 91.94646),(71 92.37543),(72 91.226295),(73 92.16986),(74 91.74939),(75 91.74478),(76 91.233795),(77 91.12364),(78 92.10322),(79 93.82168),
(1 68.26146),(2 76.2145),(3 76.126465),(4 76.592674),(5 78.80311),(6 80.05438),(7 81.17456),(8 84.36184),(9 86.693115),(10 85.26018),(11 83.25603),(12 86.741936),(13 88.54668),(14 88.09967),(15 88.6991),(16 90.728645),(17 91.75014),(18 90.98525),(19 90.62092),(20 91.70707),(21 91.19087),(22 89.92413),(23 89.76076),(24 89.74812),(25 88.97067),(26 88.517296),(27 89.6598),(28 89.44406),(29 90.13402),(30 90.34253),(31 89.14215),(32 89.63219),(33 89.46912),(34 90.104294),(35 90.87533),(36 89.71334),(37 88.376656),(38 88.2584),(39 89.77552),(40 87.96446),(41 86.765),(42 85.85402),(43 87.26483),(44 89.2179),(45 89.24715),(46 89.05489),(47 89.1864),(48 89.55461),(49 90.077736),(50 89.00758),(51 90.36587),(52 89.28717),(53 90.32539),(54 90.96365),(55 91.33967),(56 91.354935),(57 91.33307),(58 90.40713),(59 90.933044),(60 89.862656),(61 89.84068),(62 91.7868),(63 92.19463),(64 91.997986),(65 91.176125),(66 89.42409),(67 88.40607),(68 89.265),(69 89.18458),(70 87.929924),(71 88.400185),(72 87.35304),(73 87.85172),(74 87.954185),(75 88.10554),(76 86.84394),(77 86.8589),(78 88.05462),(79 88.858),
(1 68.194405),(2 75.043625),(3 76.7143),(4 78.47747),(5 81.273285),(6 81.658134),(7 82.6238),(8 85.1718),(9 86.65059),(10 86.39464),(11 84.19352),(12 86.98377),(13 87.282196),(14 86.85221),(15 87.26694),(16 90.019875),(17 90.68567),(18 89.68227),(19 89.74232),(20 90.3089),(21 90.71698),(22 90.624275),(23 91.255875),(24 90.87682),(25 90.368195),(26 90.14758),(27 92.60225),(28 93.07577),(29 92.92441),(30 93.777794),(31 92.65787),(32 93.14856),(33 93.03342),(34 93.502426),(35 93.64249),(36 92.06209),(37 90.94228),(38 89.61863),(39 90.54217),(40 90.006134),(41 87.626656),(42 87.492355),(43 88.25837),(44 88.84022),(45 88.93985),(46 88.38389),(47 89.68109),(48 88.02522),(49 89.00332),(50 88.879745),(51 88.49614),(52 88.40644),(53 89.39833),(54 89.56651),(55 89.43651),(56 89.79484),(57 88.83417),(58 88.876335),(59 89.37729),(60 89.79014),(61 89.5008),(62 89.21049),(63 89.92011),(64 90.73974),(65 90.547554),(66 89.85966),(67 90.20725),(68 90.78617),(69 90.93112),(70 90.42746),(71 89.95473),(72 88.17428),(73 88.46272),(74 89.493065),(75 88.41756),(76 87.30942),(77 87.96259),(78 87.4464),(79 88.21907),
(1 68.178986),(2 75.31232),(3 76.33848),(4 77.98906),(5 81.281654),(6 81.244316),(7 83.09212),(8 85.14945),(9 85.95744),(10 86.71747),(11 85.291534),(12 86.69992),(13 88.04112),(14 87.63949),(15 87.61519),(16 89.50385),(17 89.74522),(18 89.80855),(19 89.608604),(20 89.30854),(21 90.12802),(22 89.89247),(23 89.89675),(24 88.482925),(25 89.05165),(26 89.56298),(27 89.77331),(28 91.95943),(29 91.92748),(30 92.84052),(31 90.99195),(32 90.87335),(33 91.30588),(34 91.75761),(35 90.306114),(36 91.12853),(37 90.95448),(38 89.24237),(39 90.63714),(40 89.93612),(41 89.75917),(42 89.24453),(43 89.648544),(44 88.99849),(45 89.4367),(46 89.58413),(47 90.71521),(48 89.67962),(49 89.22206),(50 90.41199),(51 90.859795),(52 90.12824),(53 91.85438),(54 91.882195),(55 91.7028),(56 91.972824),(57 92.74709),(58 91.58557),(59 91.57029),(60 90.70896),(61 91.0692),(62 90.957634),(63 91.51713),(64 92.52406),(65 90.99284),(66 90.43862),(67 89.43903),(68 89.84552),(69 91.1267),(70 90.116295),(71 89.890755),(72 88.51553),(73 87.807594),(74 88.86649),(75 88.54254),(76 87.66892),(77 87.69506),(78 88.535286),(79 88.974464),
(1 66.86037),(2 73.76807),(3 73.98596),(4 75.30936),(5 78.58881),(6 77.774826),(7 79.32125),(8 82.22113),(9 83.20707),(10 82.695335),(11 81.15596),(12 83.01241),(13 83.253334),(14 84.17365),(15 84.81112),(16 87.033005),(17 89.29595),(18 86.75527),(19 87.75984),(20 87.32738),(21 87.27129),(22 87.86982),(23 87.53105),(24 87.53485),(25 87.02335),(26 87.65504),(27 88.4445),(28 89.72846),(29 89.43951),(30 89.63735),(31 89.207054),(32 89.31891),(33 90.14827),(34 91.75732),(35 90.40287),(36 89.603645),(37 89.42234),(38 87.80086),(39 88.04415),(40 87.878456),(41 87.48782),(42 86.72677),(43 88.04625),(44 86.859924),(45 87.76218),(46 87.1184),(47 87.16852),(48 86.705215),(49 87.405655),(50 87.74824),(51 87.762184),(52 87.5681),(53 88.675705),(54 88.63804),(55 89.915054),(56 89.78961),(57 89.685844),(58 88.58099),(59 87.91775),(60 88.951584),(61 89.808075),(62 89.935616),(63 90.393),(64 89.6725),(65 89.90331),(66 87.50948),(67 87.45169),(68 88.12741),(69 87.8483),(70 87.16691),(71 87.11753),(72 86.48199),(73 85.28792),(74 86.19142),(75 86.916794),(76 86.347176),(77 86.070114),(78 87.05589),(79 87.88123),
(1 67.09791),(2 74.867744),(3 75.37612),(4 76.87733),(5 79.463486),(6 80.03274),(7 81.0352),(8 83.10326),(9 83.39465),(10 83.45324),(11 82.21745),(12 83.41396),(13 83.12272),(14 83.76428),(15 84.04116),(16 86.07087),(17 87.30134),(18 86.69422),(19 86.397),(20 86.4701),(21 86.4449),(22 87.33298),(23 87.99709),(24 87.66521),(25 86.32815),(26 86.46951),(27 86.81791),(28 88.078545),(29 87.746956),(30 87.750084),(31 88.199844),(32 88.312874),(33 88.33576),(34 89.75066),(35 89.65312),(36 88.95045),(37 89.40159),(38 88.94968),(39 89.14383),(40 88.82734),(41 88.49093),(42 87.59052),(43 88.23497),(44 88.423904),(45 88.13046),(46 88.98119),(47 88.28446),(48 88.11159),(49 87.97852),(50 87.99975),(51 89.624054),(52 88.112),(53 88.534676),(54 88.91181),(55 89.006065),(56 89.71066),(57 90.67796),(58 89.99603),(59 89.98981),(60 88.95014),(61 90.034134),(62 89.96343),(63 89.39985),(64 89.491104),(65 89.29273),(66 88.35653),(67 89.544495),(68 89.56928),(69 89.91169),(70 88.357414),(71 88.46752),(72 87.06542),(73 85.923),(74 85.24012),(75 84.21792),(76 83.41899),(77 83.369576),(78 84.764046),(79 85.44792),
(1 66.24625),(2 73.74259),(3 73.9009),(4 76.225105),(5 78.2265),(6 79.03902),(7 80.727516),(8 82.68937),(9 84.13401),(10 84.03736),(11 83.399475),(12 85.378845),(13 86.87757),(14 85.82251),(15 88.34803),(16 90.48213),(17 90.09403),(18 90.26699),(19 90.74515),(20 90.518234),(21 89.54807),(22 89.4074),(23 89.75941),(24 89.72599),(25 88.550156),(26 88.895966),(27 88.95668),(28 89.48402),(29 90.22723),(30 89.42424),(31 88.769485),(32 89.459366),(33 87.52487),(34 89.48473),(35 89.46996),(36 88.899086),(37 88.820915),(38 88.20199),(39 88.50083),(40 87.69772),(41 86.779236),(42 86.76976),(43 87.95468),(44 88.4584),(45 88.245544),(46 88.94528),(47 88.566414),(48 88.64557),(49 88.62246),(50 88.86041),(51 89.48391),(52 89.499886),(53 89.75778),(54 90.300255),(55 90.87842),(56 91.233574),(57 91.64044),(58 91.360794),(59 92.214806),(60 90.33117),(61 90.85576),(62 91.46303),(63 91.955215),(64 91.30732),(65 90.37943),(66 88.87223),(67 87.97294),(68 87.893814),(69 88.87771),(70 87.95719),(71 88.7392),(72 86.44166),(73 86.18044),(74 86.641884),(75 86.4006),(76 85.71543),(77 85.66143),(78 86.8307),(79 87.66709),
(1 65.98555),(2 73.15098),(3 72.83911),(4 74.68214),(5 77.1375),(6 77.23691),(7 78.64395),(8 81.621),(9 82.56583),(10 82.70607),(11 81.82197),(12 83.20069),(13 84.37668),(14 83.75684),(15 85.41826),(16 87.05029),(17 87.30332),(18 87.06093),(19 86.676765),(20 86.50561),(21 86.35232),(22 87.10031),(23 86.58302),(24 86.10075),(25 85.07499),(26 85.26288),(27 86.314995),(28 87.00944),(29 86.60118),(30 87.04756),(31 87.60701),(32 88.41981),(33 86.51952),(34 88.355156),(35 87.4493),(36 86.49193),(37 86.07401),(38 84.78642),(39 85.843575),(40 86.15859),(41 85.16211),(42 85.123024),(43 85.38841),(44 85.6049),(45 84.32689),(46 84.92236),(47 84.62947),(48 85.00219),(49 85.76906),(50 84.99116),(51 86.15482),(52 86.60731),(53 85.95149),(54 85.653824),(55 85.9151),(56 86.94403),(57 86.42203),(58 86.60878),(59 88.317474),(60 87.050415),(61 87.657005),(62 87.45586),(63 89.33068),(64 89.775475),(65 89.66904),(66 87.217316),(67 86.96228),(68 87.62581),(69 87.129295),(70 87.39423),(71 86.86885),(72 84.37488),(73 83.194435),(74 84.80514),(75 84.807556),(76 83.27657),(77 84.17046),(78 84.910576),(79 84.45764),
(1 66.848045),(2 73.64131),(3 74.59478),(4 75.21803),(5 77.99061),(6 78.78265),(7 80.646126),(8 84.22498),(9 84.46485),(10 85.07433),(11 84.82616),(12 85.82276),(13 87.65572),(14 87.91008),(15 90.74476),(16 92.54102),(17 91.49622),(18 91.52193),(19 92.022446),(20 90.913666),(21 89.15584),(22 89.8198),(23 89.52425),(24 87.362785),(25 86.69704),(26 87.47924),(27 88.30209),(28 88.05316),(29 88.12121),(30 89.325806),(31 89.04625),(32 89.47982),(33 88.48276),(34 90.042076),(35 90.02499),(36 88.42199),(37 88.247894),(38 87.36196),(39 88.59396),(40 88.99092),(41 88.320274),(42 88.83682),(43 88.989395),(44 88.784096),(45 88.30014),(46 89.51723),(47 88.03297),(48 88.408104),(49 89.02364),(50 89.00721),(51 89.31419),(52 90.00411),(53 88.9737),(54 89.54418),(55 89.39464),(56 90.85376),(57 91.85239),(58 91.391136),(59 92.70924),(60 91.78842),(61 91.97731),(62 91.800095),(63 92.897934),(64 91.856804),(65 91.487144),(66 89.91241),(67 89.49927),(68 89.292816),(69 90.09681),(70 90.15874),(71 89.0059),(72 87.703575),(73 87.43463),(74 87.10298),(75 87.31482),(76 85.89745),(77 86.3363),(78 86.514275),(79 86.57445),
(1 66.40614),(2 73.51637),(3 73.18299),(4 75.08657),(5 77.897125),(6 78.566734),(7 79.30905),(8 82.50368),(9 84.271355),(10 84.771164),(11 83.86021),(12 85.78992),(13 86.62268),(14 86.76597),(15 89.668144),(16 92.07485),(17 91.74003),(18 90.908775),(19 91.01818),(20 91.01898),(21 90.27076),(22 91.17964),(23 91.16262),(24 88.97959),(25 87.834625),(26 89.12474),(27 90.24142),(28 90.96703),(29 92.307106),(30 92.15627),(31 91.68706),(32 92.45826),(33 91.00762),(34 90.92484),(35 90.98269),(36 89.600845),(37 88.192444),(38 87.299225),(39 87.76665),(40 88.024475),(41 88.439),(42 88.76228),(43 88.555916),(44 87.812935),(45 88.21669),(46 88.64883),(47 88.55842),(48 87.86498),(49 88.190346),(50 88.45921),(51 88.534386),(52 88.30511),(53 88.47857),(54 88.802025),(55 89.60537),(56 90.84601),(57 90.58169),(58 90.345505),(59 91.78364),(60 90.0409),(61 90.43883),(62 90.07191),(63 91.19372),(64 91.03611),(65 88.96464),(66 87.88701),(67 88.04298),(68 88.43845),(69 90.115654),(70 89.278824),(71 88.90744),(72 86.39968),(73 86.19985),(74 86.75548),(75 86.3582),(76 85.62966),(77 86.22337),(78 86.48921),(79 86.45452),
(1 67.01338),(2 74.903366),(3 75.40817),(4 76.05222),(5 79.05085),(6 79.51841),(7 80.219986),(8 83.11571),(9 85.490746),(10 84.972336),(11 84.43068),(12 85.86843),(13 87.97777),(14 86.98781),(15 89.99407),(16 93.47455),(17 91.925255),(18 90.826744),(19 89.99035),(20 90.32548),(21 89.33928),(22 89.327),(23 90.11353),(24 88.5081),(25 87.43638),(26 88.85866),(27 88.68629),(28 90.03392),(29 90.32399),(30 90.34716),(31 90.5393),(32 91.96297),(33 90.71536),(34 91.554634),(35 91.596016),(36 90.93764),(37 88.94368),(38 88.49531),(39 89.55254),(40 90.03738),(41 89.45491),(42 89.71231),(43 91.234436),(44 90.40243),(45 91.8924),(46 92.62503),(47 91.690475),(48 90.87568),(49 90.79531),(50 91.03633),(51 90.857414),(52 90.15533),(53 89.91923),(54 90.59878),(55 91.12117),(56 91.97381),(57 91.85679),(58 93.07664),(59 94.510445),(60 93.76099),(61 94.76335),(62 94.17656),(63 94.7269),(64 94.34141),(65 92.74279),(66 89.589485),(67 89.46078),(68 90.37547),(69 90.244736),(70 89.66785),(71 90.339874),(72 88.21925),(73 88.72812),(74 88.4026),(75 88.399254),(76 86.91891),(77 86.766525),(78 87.07047),(79 87.56366),
(1 65.59003),(2 73.08966),(3 73.17939),(4 74.69166),(5 77.19956),(6 77.58108),(7 79.710396),(8 82.15223),(9 82.67162),(10 82.71547),(11 81.35911),(12 83.6877),(13 86.71545),(14 85.56573),(15 89.72108),(16 91.46077),(17 90.20721),(18 88.46611),(19 88.97091),(20 89.21764),(21 87.66679),(22 88.07174),(23 87.82234),(24 86.77842),(25 85.71848),(26 86.38278),(27 87.82366),(28 88.59548),(29 88.724045),(30 88.42485),(31 87.992485),(32 88.66869),(33 88.03267),(34 88.14851),(35 87.77569),(36 86.00477),(37 84.222565),(38 84.34339),(39 84.58185),(40 84.60235),(41 83.97014),(42 84.12356),(43 84.753044),(44 85.23871),(45 86.15535),(46 86.61166),(47 86.692406),(48 85.94684),(49 86.2428),(50 86.88264),(51 87.78062),(52 88.19006),(53 88.61567),(54 89.0497),(55 88.18954),(56 88.76939),(57 88.805954),(58 90.006966),(59 90.25605),(60 89.57914),(61 90.63628),(62 90.96843),(63 90.571045),(64 90.18916),(65 88.04559),(66 86.19718),(67 86.22066),(68 88.52535),(69 88.29337),(70 88.119225),(71 88.15018),(72 86.649826),(73 85.59254),(74 85.40303),(75 85.92135),(76 85.124146),(77 85.191826),(78 86.27926),(79 87.09059),
(1 66.139984),(2 73.39159),(3 74.15322),(4 74.942764),(5 77.89074),(6 78.51942),(7 80.42642),(8 83.715675),(9 85.15015),(10 85.05881),(11 84.43042),(12 85.35038),(13 87.51354),(14 87.690254),(15 90.28247),(16 92.592834),(17 91.51355),(18 89.98622),(19 91.39402),(20 89.81103),(21 89.666),(22 89.40708),(23 88.44692),(24 87.972),(25 87.311554),(26 87.58077),(27 89.021164),(28 89.78081),(29 89.633835),(30 89.03608),(31 88.31171),(32 89.431335),(33 89.02416),(34 89.390854),(35 88.79114),(36 87.936066),(37 87.15887),(38 87.14811),(39 86.92347),(40 86.943634),(41 86.208305),(42 87.50137),(43 88.11119),(44 88.078766),(45 87.250854),(46 88.34384),(47 88.141266),(48 88.327286),(49 87.518906),(50 87.328445),(51 88.380684),(52 88.46),(53 89.05057),(54 89.45382),(55 89.070595),(56 90.33924),(57 90.77575),(58 90.14716),(59 90.60775),(60 90.145256),(61 90.02812),(62 90.30544),(63 91.257515),(64 90.2608),(65 89.67482),(66 87.95407),(67 86.7482),(68 88.623405),(69 88.01457),(70 86.893684),(71 87.060455),(72 85.5212),(73 85.58529),(74 84.74616),(75 85.994675),(76 85.163994),(77 84.985146),(78 84.42198),(79 85.02058),
(1 65.0798),(2 73.71571),(3 74.4138),(4 74.257225),(5 76.786995),(6 77.83419),(7 79.013374),(8 82.247505),(9 83.67991),(10 83.442665),(11 82.167366),(12 85.16646),(13 86.626526),(14 87.05692),(15 89.57026),(16 92.40304),(17 90.725365),(18 89.80676),(19 90.77778),(20 90.47694),(21 89.489395),(22 89.38989),(23 88.68264),(24 86.83063),(25 87.04471),(26 86.06309),(27 86.15425),(28 87.39326),(29 86.75523),(30 85.32901),(31 85.903305),(32 86.688286),(33 86.053566),(34 86.829185),(35 87.37014),(36 87.65514),(37 86.80493),(38 86.20982),(39 86.74988),(40 85.68063),(41 85.3589),(42 85.644325),(43 86.79332),(44 87.77903),(45 87.33285),(46 88.505745),(47 88.86832),(48 88.35483),(49 88.361885),(50 89.86662),(51 90.213806),(52 90.27328),(53 89.75607),(54 91.31638),(55 89.77557),(56 90.39291),(57 90.587105),(58 89.00375),(59 89.84732),(60 88.43724),(61 88.38815),(62 89.03267),(63 89.93225),(64 88.84361),(65 87.58131),(66 86.14896),(67 85.619705),(68 86.99195),(69 87.5117),(70 87.32035),(71 85.677765),(72 84.35732),(73 84.260826),(74 84.350426),(75 85.30968),(76 83.723854),(77 83.43978),(78 83.90759),(79 84.23016),
(1 65.6915),(2 73.85119),(3 74.514694),(4 74.99584),(5 78.5979),(6 79.46861),(7 80.62547),(8 83.891045),(9 84.545906),(10 84.76234),(11 84.39459),(12 85.85677),(13 87.40417),(14 87.20409),(15 90.17977),(16 92.70815),(17 91.72618),(18 91.09852),(19 90.81849),(20 90.40466),(21 89.56446),(22 90.182755),(23 90.25648),(24 89.30284),(25 87.95546),(26 88.20748),(27 88.418785),(28 88.573654),(29 87.771965),(30 87.83831),(31 86.64696),(32 87.956894),(33 87.558334),(34 87.56461),(35 88.04712),(36 87.96368),(37 86.44164),(38 86.529976),(39 88.14872),(40 87.70651),(41 87.4235),(42 87.68775),(43 89.127655),(44 89.935),(45 89.58571),(46 90.21205),(47 90.93791),(48 90.560555),(49 91.00544),(50 93.19274),(51 93.09766),(52 91.86619),(53 91.73667),(54 92.63735),(55 91.35297),(56 91.01677),(57 91.652626),(58 90.73999),(59 91.14115),(60 90.54434),(61 89.88337),(62 90.52025),(63 90.55444),(64 89.69402),(65 89.08979),(66 87.47333),(67 86.77929),(68 88.92966),(69 88.58432),(70 88.08177),(71 87.520645),(72 86.46222),(73 86.5583),(74 87.04324),(75 86.12081),(76 84.16897),(77 84.30329),(78 84.49563),(79 84.62246),
(1 65.115555),(2 71.891624),(3 72.30464),(4 72.94389),(5 76.542465),(6 77.14204),(7 78.84414),(8 80.47999),(9 80.6677),(10 81.51007),(11 80.16048),(12 82.69379),(13 84.58754),(14 84.13128),(15 86.04956),(16 89.985374),(17 89.07914),(18 89.33243),(19 88.96594),(20 89.04066),(21 87.30203),(22 87.37018),(23 87.429504),(24 86.214455),(25 85.23583),(26 85.66263),(27 87.26447),(28 87.49629),(29 86.757866),(30 87.593704),(31 85.94909),(32 86.62224),(33 87.369705),(34 87.59533),(35 87.24699),(36 86.78559),(37 85.58774),(38 84.36001),(39 85.37303),(40 85.479324),(41 85.405464),(42 85.069565),(43 86.07951),(44 86.82154),(45 86.72922),(46 86.83672),(47 86.73121),(48 86.96799),(49 87.96241),(50 89.212036),(51 88.90083),(52 89.70809),(53 90.093796),(54 89.816734),(55 88.727974),(56 88.40009),(57 88.61557),(58 88.1189),(59 88.252045),(60 86.5629),(61 85.60218),(62 86.12588),(63 85.24175),(64 85.96116),(65 84.568665),(66 83.805954),(67 83.77449),(68 86.58121),(69 86.38381),(70 85.95714),(71 86.17915),(72 85.83459),(73 85.345505),(74 86.103065),(75 85.243805),(76 83.960556),(77 84.746796),(78 85.67948),(79 85.04586),
(1 64.74805),(2 71.87977),(3 72.04443),(4 74.07013),(5 77.58295),(6 78.22253),(7 78.8789),(8 82.10543),(9 81.622055),(10 81.62366),(11 80.5278),(12 82.33353),(13 84.8962),(14 83.41762),(15 84.52702),(16 87.72703),(17 87.709465),(18 86.022446),(19 86.33685),(20 86.41197),(21 85.67082),(22 86.24242),(23 87.57536),(24 85.75514),(25 84.883705),(26 85.34083),(27 86.87442),(28 86.85732),(29 86.2494),(30 85.10604),(31 84.55337),(32 86.000595),(33 85.03242),(34 85.43529),(35 86.35082),(36 85.78709),(37 84.31596),(38 83.5772),(39 85.140724),(40 85.29589),(41 84.55653),(42 84.46065),(43 86.44866),(44 87.49577),(45 87.24625),(46 86.97858),(47 87.88333),(48 87.60618),(49 88.69101),(50 89.76635),(51 91.26164),(52 90.886185),(53 89.85401),(54 91.46643),(55 90.82498),(56 91.16302),(57 90.49075),(58 89.29947),(59 88.534645),(60 88.58268),(61 86.9878),(62 87.23884),(63 87.26596),(64 85.959564),(65 85.65165),(66 84.65862),(67 84.1125),(68 86.64465),(69 86.62169),(70 85.687965),(71 87.235435),(72 84.33356),(73 84.21135),(74 84.31778),(75 83.90344),(76 82.628746),(77 82.877686),(78 84.06961),(79 84.939064),
(1 65.40199),(2 72.523155),(3 72.06307),(4 73.144905),(5 77.33173),(6 77.35074),(7 78.84954),(8 81.17308),(9 82.16114),(10 80.367355),(11 79.43902),(12 81.1289),(13 82.411674),(14 82.23627),(15 83.73107),(16 85.617355),(17 86.21081),(18 85.729706),(19 85.85784),(20 86.02639),(21 85.16262),(22 85.81301),(23 86.688896),(24 85.75794),(25 84.51119),(26 84.47728),(27 86.84185),(28 87.449684),(29 88.247246),(30 86.92511),(31 86.11412),(32 87.05789),(33 85.38864),(34 86.57706),(35 86.026634),(36 85.161545),(37 84.86614),(38 83.96003),(39 85.19871),(40 84.01128),(41 84.244644),(42 84.75554),(43 85.476555),(44 86.38288),(45 86.82957),(46 86.54492),(47 86.94353),(48 86.24733),(49 86.49379),(50 88.36722),(51 89.907585),(52 89.48599),(53 89.169395),(54 90.12054),(55 88.77247),(56 89.16252),(57 88.56654),(58 87.98432),(59 88.126755),(60 86.43418),(61 86.9422),(62 86.47657),(63 86.6084),(64 86.20336),(65 85.40445),(66 85.18532),(67 83.97511),(68 87.8681),(69 87.07938),(70 86.23789),(71 86.40524),(72 84.85633),(73 83.865974),(74 84.053986),(75 84.33991),(76 83.06338),(77 84.29481),(78 83.7238),(79 84.198654),
