1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3228.72),(2 3783.4658),(3 4490.4316),(4 4086.3235),(5 4061.7312),(6 4209.25),(7 4189.306),(8 4362.1387),(9 4616.0205),(10 4619.7134),(11 4394.7427),(12 4505.5337),(13 4697.1143),(14 4865.133),(15 4774.0776),(16 4902.6113),(17 4846.708),(18 4903.5386),(19 5009.5327),(20 4858.1797),(21 4951.5586),(22 5048.0137),(23 5027.5537),(24 5076.55),(25 5186.1436),(26 5280.7803),(27 5342.792),(28 5236.3877),(29 5353.675),(30 5348.3794),(31 5572.7466),(32 5528.4824),(33 5544.5947),(34 5546.9717),(35 5558.944),(36 5613.25),(37 5626.117),(38 5655.941),(39 5741.815),(40 5740.8623),(41 5676.7417),(42 5832.0605),(43 5772.466),(44 5876.8267),(45 5796.1997),(46 5757.042),(47 5738.2676),(48 5719.7627),(49 5675.9478),(50 5578.846),(51 5765.6655),(52 5670.8545),(53 5775.3564),(54 5361.6436),(55 5548.0586),(56 5369.064),(57 5517.067),(58 5290.054),(59 5367.9287),(60 5271.0996),(61 5299.2104),(62 5176.276),(63 5330.333),(64 5317.9907),(65 5323.857),(66 5108.5083),(67 5116.305),(68 5290.8896),(69 5275.2393),(70 5308.744),(71 5268.1084),(72 5297.5776),(73 5218.708),(74 5167.4873),(75 5164.695),(76 5251.077),(77 5245.331),(78 5160.257),(79 5089.6367),
(1 3234.733),(2 3630.6152),(3 4488.925),(4 3946.0222),(5 3969.3867),(6 4110.7017),(7 4170.1387),(8 4323.7305),(9 4564.308),(10 4607.724),(11 4410.8423),(12 4582.4487),(13 4796.6333),(14 4938.6675),(15 4847.0566),(16 5011.077),(17 5024.14),(18 5092.0957),(19 5177.0845),(20 5031.223),(21 5167.4917),(22 5277.5806),(23 5288.7373),(24 5350.5557),(25 5463.149),(26 5451.135),(27 5540.2837),(28 5462.127),(29 5568.2837),(30 5507.788),(31 5781.0684),(32 5740.752),(33 5698.5645),(34 5670.378),(35 5720.586),(36 5714.271),(37 5754.4326),(38 5851.456),(39 5881.8276),(40 5867.5444),(41 5880.1934),(42 5954.7583),(43 5917.1943),(44 5966.7534),(45 5880.5977),(46 5869.6904),(47 5855.1025),(48 5803.416),(49 5754.3174),(50 5704.7344),(51 5914.658),(52 5724.513),(53 5807.7285),(54 5384.1343),(55 5571.4814),(56 5331.423),(57 5568.162),(58 5294.639),(59 5405.6895),(60 5317.9585),(61 5345.5244),(62 5232.1284),(63 5375.8037),(64 5362.5313),(65 5305.0645),(66 5093.9424),(67 5173.4614),(68 5271.0645),(69 5237.6016),(70 5280.262),(71 5254.8257),(72 5292.3013),(73 5209.4233),(74 5208.644),(75 5145.832),(76 5195.087),(77 5202.484),(78 5188.819),(79 5055.8345),
(1 3117.2664),(2 3574.2869),(3 4443.8354),(4 3897.218),(5 3947.0396),(6 4014.7178),(7 4146.309),(8 4289.105),(9 4448.5474),(10 4568.84),(11 4341.4146),(12 4575.443),(13 4642.9976),(14 4835.8984),(15 4753.572),(16 4955.7124),(17 4873.4497),(18 4909.7876),(19 5045.816),(20 4927.992),(21 5014.5776),(22 5075.994),(23 5135.6577),(24 5166.9272),(25 5280.288),(26 5320.2817),(27 5293.0625),(28 5298.243),(29 5369.4097),(30 5436.663),(31 5594.628),(32 5570.178),(33 5586.3716),(34 5593.876),(35 5622.149),(36 5620.4624),(37 5761.8413),(38 5789.4497),(39 5846.762),(40 5752.931),(41 5816.919),(42 5829.3037),(43 5844.7744),(44 5916.6616),(45 5800.069),(46 5802.8105),(47 5689.3145),(48 5735.639),(49 5578.6304),(50 5557.343),(51 5645.3223),(52 5556.585),(53 5639.195),(54 5265.4966),(55 5434.004),(56 5218.129),(57 5385.6914),(58 5034.4097),(59 5265.707),(60 5122.5654),(61 5158.733),(62 5046.81),(63 5228.679),(64 5212.1416),(65 5136.8486),(66 4949.642),(67 5021.3716),(68 5088.6235),(69 5144.5015),(70 5206.7417),(71 5153.3335),(72 5162.9355),(73 5039.144),(74 5076.3633),(75 5039.7534),(76 5067.4487),(77 5032.957),(78 5067.0093),(79 4937.1885),
(1 3108.0977),(2 3557.583),(3 4395.6943),(4 3864.469),(5 3952.7563),(6 4014.6453),(7 4135.371),(8 4292.7637),(9 4347.05),(10 4458.125),(11 4253.087),(12 4493.0815),(13 4492.6826),(14 4749.833),(15 4617.6943),(16 4738.7266),(17 4698.1914),(18 4852.9404),(19 4892.2944),(20 4691.486),(21 4842.796),(22 4957.2505),(23 5146.023),(24 5026.132),(25 5024.5425),(26 5162.144),(27 5144.5127),(28 5079.604),(29 5081.392),(30 5282.347),(31 5415.994),(32 5310.8774),(33 5317.9463),(34 5313.8003),(35 5405.235),(36 5356.3315),(37 5524.1323),(38 5503.885),(39 5543.1997),(40 5443.8706),(41 5455.967),(42 5490.6045),(43 5464.6797),(44 5517.9756),(45 5419.8794),(46 5399.138),(47 5274.6533),(48 5402.734),(49 5228.9434),(50 5252.858),(51 5245.161),(52 5301.9663),(53 5333.602),(54 5047.4453),(55 5180.2764),(56 4901.5806),(57 5128.708),(58 4826.0693),(59 5041.095),(60 4874.8413),(61 4939.5767),(62 4878.8003),(63 4968.9463),(64 4899.847),(65 4957.707),(66 4788.1685),(67 4740.348),(68 4746.265),(69 4770.1836),(70 4819.728),(71 4784.962),(72 4830.1367),(73 4666.3286),(74 4692.6265),(75 4747.479),(76 4837.57),(77 4776.565),(78 4834.8516),(79 4818.7944),
(1 2964.7883),(2 3321.5369),(3 4173.382),(4 3703.9353),(5 3892.5933),(6 3855.5007),(7 4009.6548),(8 4186.7217),(9 4192.933),(10 4224.126),(11 4170.853),(12 4352.341),(13 4450.3125),(14 4620.553),(15 4541.779),(16 4627.228),(17 4579.7925),(18 4723.448),(19 4737.4707),(20 4592.93),(21 4707.021),(22 4821.7236),(23 4985.0723),(24 5019.84),(25 4950.6567),(26 4921.6206),(27 5071.5566),(28 5004.614),(29 4945.724),(30 5097.8545),(31 5239.1523),(32 5192.769),(33 5197.273),(34 5084.146),(35 5181.571),(36 5127.7637),(37 5383.133),(38 5406.8022),(39 5428.8354),(40 5286.4795),(41 5348.1064),(42 5340.4478),(43 5392.3643),(44 5323.305),(45 5276.453),(46 5231.705),(47 5147.6113),(48 5189.4375),(49 5083.1523),(50 5097.0005),(51 5115.43),(52 5079.837),(53 5098.367),(54 4858.083),(55 4992.9365),(56 4731.586),(57 4985.0894),(58 4673.459),(59 4854.731),(60 4690.821),(61 4757.0493),(62 4706.0684),(63 4810.566),(64 4731.8413),(65 4753.08),(66 4644.6147),(67 4652.3613),(68 4705.6465),(69 4790.677),(70 4798.2114),(71 4805.454),(72 4810.8315),(73 4684.3413),(74 4634.731),(75 4701.3975),(76 4725.581),(77 4719.251),(78 4738.6187),(79 4653.973),
(1 3000.7158),(2 3336.5447),(3 4292.8574),(4 3661.649),(5 3906.075),(6 3826.2122),(7 4037.8867),(8 4210.027),(9 4267.053),(10 4248.1206),(11 4166.6714),(12 4329.71),(13 4393.5483),(14 4557.278),(15 4505.624),(16 4583.6626),(17 4546.9927),(18 4651.0317),(19 4668.3613),(20 4586.6104),(21 4669.636),(22 4756.1396),(23 4861.09),(24 4977.809),(25 4993.3457),(26 4924.5977),(27 5010.3276),(28 5012.6245),(29 4983.897),(30 5126.224),(31 5210.7104),(32 5174.0723),(33 5067.0117),(34 5084.939),(35 5178.9736),(36 5060.2666),(37 5316.9424),(38 5284.2476),(39 5396.8774),(40 5151.8896),(41 5288.87),(42 5226.5396),(43 5370.6714),(44 5275.0786),(45 5264.1743),(46 5136.1665),(47 5106.38),(48 5171.184),(49 5074.807),(50 5034.022),(51 5065.5757),(52 5066.626),(53 5041.9805),(54 4811.2124),(55 4929.954),(56 4735.3687),(57 4972.75),(58 4659.8604),(59 4842.2095),(60 4650.8887),(61 4760.718),(62 4657.3755),(63 4831.288),(64 4723.1255),(65 4758.8203),(66 4656.7686),(67 4657.97),(68 4627.3335),(69 4745.136),(70 4730.9585),(71 4765.805),(72 4716.478),(73 4629.6577),(74 4495.4585),(75 4569.3037),(76 4590.0947),(77 4648.71),(78 4709.1265),(79 4599.3315),
(1 2959.738),(2 3251.8635),(3 4166.7407),(4 3547.451),(5 3830.7917),(6 3839.3555),(7 4032.778),(8 4124.9443),(9 4246.903),(10 4306.2617),(11 4112.9805),(12 4286.53),(13 4290.163),(14 4564.3687),(15 4477.763),(16 4479.269),(17 4476.153),(18 4618.577),(19 4595.1387),(20 4524.8164),(21 4515.934),(22 4594.013),(23 4797.3657),(24 4844.6895),(25 4888.923),(26 4880.318),(27 4894.666),(28 4878.783),(29 4822.02),(30 4933.107),(31 5067.1387),(32 5021.2056),(33 4961.738),(34 4858.524),(35 5029.5864),(36 4890.1367),(37 5177.0044),(38 5065.519),(39 5211.7827),(40 4935.955),(41 5085.722),(42 5032.0713),(43 5158.595),(44 5111.912),(45 5110.831),(46 4903.8086),(47 4899.219),(48 4966.019),(49 4927.194),(50 4878.3604),(51 4899.296),(52 4860.386),(53 4882.147),(54 4693.9014),(55 4800.5093),(56 4610.8965),(57 4843.573),(58 4580.856),(59 4751.3276),(60 4557.53),(61 4667.552),(62 4609.082),(63 4722.9297),(64 4619.3853),(65 4657.0986),(66 4523.2935),(67 4546.4414),(68 4518.3687),(69 4576.2246),(70 4583.922),(71 4563.5347),(72 4528.23),(73 4483.7974),(74 4447.5435),(75 4487.624),(76 4419.425),(77 4529.2686),(78 4620.969),(79 4475.337),
(1 2896.9727),(2 3136.7603),(3 3960.012),(4 3439.4792),(5 3640.1096),(6 3626.514),(7 3906.367),(8 4015.071),(9 4082.1506),(10 4093.68),(11 4055.702),(12 4184.5513),(13 4129.0986),(14 4420.3257),(15 4337.917),(16 4413.526),(17 4380.594),(18 4460.905),(19 4386.121),(20 4373.56),(21 4399.437),(22 4428.71),(23 4659.39),(24 4682.893),(25 4729.9937),(26 4698.739),(27 4720.1167),(28 4713.8364),(29 4693.2837),(30 4784.1587),(31 4920.4253),(32 4839.17),(33 4892.179),(34 4751.6055),(35 4886.0903),(36 4760.7383),(37 5062.9854),(38 4978.805),(39 5144.0337),(40 4840.063),(41 4984.6826),(42 4924.781),(43 5031.145),(44 4995.609),(45 5055.219),(46 4911.7837),(47 4887.531),(48 4869.449),(49 4870.567),(50 4785.392),(51 4816.756),(52 4763.613),(53 4798.2837),(54 4566.2417),(55 4681.792),(56 4533.285),(57 4746.4644),(58 4423.06),(59 4548.7397),(60 4375.6055),(61 4398.2046),(62 4415.0444),(63 4508.419),(64 4476.4106),(65 4472.4272),(66 4317.852),(67 4364.4766),(68 4338.222),(69 4369.843),(70 4387.404),(71 4361.7227),(72 4351.4434),(73 4304.793),(74 4246.5693),(75 4309.9897),(76 4224.119),(77 4245.04),(78 4382.3896),(79 4241.881),
(1 2832.542),(2 3052.2307),(3 3945.4307),(4 3402.4546),(5 3626.8723),(6 3583.792),(7 3925.857),(8 4092.4917),(9 4023.2314),(10 3977.424),(11 4059.7893),(12 4213.374),(13 4087.7114),(14 4345.7085),(15 4262.031),(16 4346.591),(17 4378.463),(18 4451.1763),(19 4315.727),(20 4309.9404),(21 4353.8516),(22 4379.0615),(23 4599.333),(24 4663.7056),(25 4683.396),(26 4685.261),(27 4693.338),(28 4679.5977),(29 4696.789),(30 4857.729),(31 4952.5503),(32 4886.1914),(33 4856.695),(34 4805.5024),(35 4961.042),(36 4877.787),(37 5137.594),(38 5065.4375),(39 5188.7485),(40 4972.106),(41 5104.228),(42 5058.939),(43 5075.391),(44 5039.051),(45 5069.407),(46 4886.809),(47 4853.7295),(48 4938.362),(49 4890.1104),(50 4777.535),(51 4815.719),(52 4794.6265),(53 4848.3257),(54 4634.2646),(55 4719.8184),(56 4522.7583),(57 4709.988),(58 4375.3633),(59 4612.8555),(60 4384.562),(61 4412.7583),(62 4424.469),(63 4465.543),(64 4445.3438),(65 4528.2173),(66 4346.43),(67 4331.2993),(68 4308.3745),(69 4358.859),(70 4351.058),(71 4382.2173),(72 4329.1563),(73 4342.9663),(74 4212.361),(75 4235.5024),(76 4233.9546),(77 4211.2764),(78 4282.693),(79 4257.5913),
(1 2700.7234),(2 2944.8875),(3 3741.4177),(4 3189.828),(5 3531.6433),(6 3447.248),(7 3743.9788),(8 3884.4211),(9 3841.19),(10 3880.0266),(11 3891.2603),(12 4031.474),(13 3889.822),(14 4187.032),(15 4145.7373),(16 4149.894),(17 4159.8555),(18 4232.502),(19 4142.328),(20 4155.27),(21 4138.6147),(22 4184.5415),(23 4373.394),(24 4431.315),(25 4416.5254),(26 4388.019),(27 4477.102),(28 4449.983),(29 4454.936),(30 4508.929),(31 4593.1284),(32 4508.3213),(33 4538.837),(34 4460.373),(35 4589.7744),(36 4531.723),(37 4716.0586),(38 4688.5313),(39 4808.915),(40 4643.574),(41 4751.0605),(42 4682.9517),(43 4769.3164),(44 4698.0273),(45 4744.7944),(46 4602.356),(47 4586.478),(48 4681.667),(49 4695.059),(50 4527.9556),(51 4619.6753),(52 4519.6357),(53 4574.63),(54 4369.3457),(55 4490.399),(56 4275.456),(57 4496.287),(58 4210.489),(59 4382.7773),(60 4271.8315),(61 4305.1426),(62 4259.7505),(63 4332.1514),(64 4268.163),(65 4313.408),(66 4174.929),(67 4172.921),(68 4171.4043),(69 4222.9473),(70 4189.3975),(71 4231.287),(72 4192.8887),(73 4161.924),(74 4086.1777),(75 4024.4097),(76 4080.3882),(77 4114.718),(78 4204.218),(79 4124.0513),
(1 2720.3765),(2 2959.041),(3 3674.9495),(4 3136.127),(5 3478.874),(6 3390.1812),(7 3723.4778),(8 3826.1497),(9 3821.6204),(10 3868.831),(11 3858.323),(12 4014.628),(13 3947.6165),(14 4200.4844),(15 4173.6196),(16 4197.977),(17 4188.672),(18 4269.757),(19 4159.6514),(20 4192.3555),(21 4161.897),(22 4186.381),(23 4307.7363),(24 4448.1387),(25 4476.655),(26 4474.6685),(27 4478.9443),(28 4423.8604),(29 4452.018),(30 4427.738),(31 4592.328),(32 4488.844),(33 4514.443),(34 4442.6377),(35 4575.1987),(36 4480.135),(37 4656.2603),(38 4601.54),(39 4737.1504),(40 4554.1387),(41 4623.81),(42 4583.4507),(43 4658.62),(44 4572.6494),(45 4621.235),(46 4542.3184),(47 4501.4067),(48 4514.8804),(49 4573.6),(50 4438.387),(51 4518.7046),(52 4448.149),(53 4528.599),(54 4317.4756),(55 4432.872),(56 4271.8184),(57 4412.6255),(58 4153.49),(59 4370.731),(60 4211.813),(61 4299.7827),(62 4257.997),(63 4342.2896),(64 4223.6514),(65 4232.9077),(66 4173.3257),(67 4147.0537),(68 4120.965),(69 4198.0664),(70 4157.348),(71 4170.497),(72 4159.359),(73 4128.2817),(74 4036.9497),(75 4040.2903),(76 4022.3354),(77 4046.988),(78 4076.42),(79 4057.0483),
(1 2676.4778),(2 2862.5818),(3 3653.5388),(4 3114.0942),(5 3401.2363),(6 3279.467),(7 3690.927),(8 3807.7678),(9 3784.176),(10 3849.7234),(11 3827.1018),(12 3968.188),(13 3934.2231),(14 4099.0425),(15 4044.636),(16 4078.8904),(17 4090.7712),(18 4133.704),(19 4086.0508),(20 4109.9556),(21 4007.72),(22 4059.2183),(23 4244.9473),(24 4349.226),(25 4390.3716),(26 4380.7715),(27 4292.5527),(28 4379.1567),(29 4401.4614),(30 4358.366),(31 4577.337),(32 4454.416),(33 4426.7827),(34 4404.6655),(35 4579.435),(36 4428.544),(37 4658.3403),(38 4589.2114),(39 4682.2197),(40 4518.728),(41 4568.7695),(42 4547.1396),(43 4633.938),(44 4632.1646),(45 4643.8145),(46 4570.181),(47 4528.6113),(48 4563.7725),(49 4537.0635),(50 4448.08),(51 4528.193),(52 4490.0835),(53 4578.997),(54 4378.6777),(55 4466.22),(56 4347.8867),(57 4425.069),(58 4155.7793),(59 4420.3423),(60 4157.733),(61 4247.4893),(62 4243.2603),(63 4259.7603),(64 4196.8813),(65 4265.7007),(66 4222.3223),(67 4129.785),(68 4044.2256),(69 4141.788),(70 4080.1157),(71 4158.452),(72 4120.9507),(73 4111.9043),(74 3996.7244),(75 4028.3052),(76 3941.7134),(77 4009.44),(78 3961.0771),(79 3982.6343),
(1 2595.5686),(2 2794.436),(3 3500.6907),(4 3013.491),(5 3251.1501),(6 3187.869),(7 3546.0803),(8 3666.5376),(9 3628.3716),(10 3796.5447),(11 3782.5825),(12 3857.4448),(13 3754.0972),(14 3958.007),(15 3917.2446),(16 3955.8064),(17 3912.249),(18 3896.437),(19 3941.3767),(20 3955.4153),(21 3876.059),(22 3931.4617),(23 4072.2642),(24 4193.726),(25 4171.2734),(26 4163.559),(27 4149.3643),(28 4292.5425),(29 4303.6484),(30 4319.6885),(31 4463.404),(32 4331.983),(33 4270.0313),(34 4251.8267),(35 4461.493),(36 4278.1167),(37 4543.9746),(38 4494.2427),(39 4549.86),(40 4416.6284),(41 4456.403),(42 4467.7617),(43 4492.516),(44 4495.6196),(45 4517.522),(46 4393.7114),(47 4395.6646),(48 4453.6426),(49 4396.2793),(50 4293.587),(51 4363.613),(52 4300.473),(53 4402.49),(54 4208.1724),(55 4291.604),(56 4102.159),(57 4243.443),(58 3929.8408),(59 4161.8877),(60 3959.9163),(61 4052.8406),(62 4089.2957),(63 4117.2095),(64 4072.9338),(65 4121.097),(66 4018.646),(67 3967.523),(68 3858.7827),(69 3930.597),(70 3878.001),(71 3941.1365),(72 3920.331),(73 3974.9543),(74 3807.0544),(75 3806.3674),(76 3717.1855),(77 3812.0996),(78 3818.772),(79 3826.867),
(1 2610.3389),(2 2826.6606),(3 3494.6772),(4 3069.9436),(5 3352.3157),(6 3288.7644),(7 3620.3357),(8 3681.927),(9 3639.0283),(10 3792.424),(11 3835.524),(12 3864.058),(13 3842.46),(14 4031.6282),(15 3952.7346),(16 4001.7017),(17 3919.4597),(18 3899.3567),(19 3877.5127),(20 3926.4155),(21 3915.814),(22 3941.511),(23 4035.5762),(24 4128.5264),(25 4109.393),(26 4039.2986),(27 4103.83),(28 4141.4443),(29 4115.2837),(30 4200.992),(31 4277.433),(32 4178.48),(33 4051.305),(34 3999.8533),(35 4228.8755),(36 4162.9272),(37 4369.6987),(38 4308.4404),(39 4384.3604),(40 4190.1323),(41 4289.2505),(42 4274.7397),(43 4310.0283),(44 4310.3945),(45 4356.1855),(46 4243.4956),(47 4212.815),(48 4263.2773),(49 4250.3745),(50 4124.7026),(51 4240.4956),(52 4169.922),(53 4318.0776),(54 4087.2874),(55 4171.6006),(56 3987.401),(57 4152.142),(58 3869.9775),(59 4096.9697),(60 3922.967),(61 4001.6123),(62 4016.5833),(63 4032.3123),(64 3945.5144),(65 3982.5144),(66 3927.3955),(67 3923.5264),(68 3832.7866),(69 3881.288),(70 3945.7754),(71 3984.835),(72 3929.7605),(73 3970.637),(74 3877.7605),(75 3808.2258),(76 3731.3547),(77 3843.7698),(78 3829.425),(79 3831.5664),
(1 2542.0842),(2 2694.9263),(3 3377.5435),(4 2976.053),(5 3211.8352),(6 3145.7197),(7 3472.3433),(8 3587.1272),(9 3542.933),(10 3615.8474),(11 3727.9167),(12 3727.0906),(13 3779.9421),(14 3886.0566),(15 3837.4575),(16 3912.3328),(17 3838.7795),(18 3853.5327),(19 3776.6),(20 3842.8013),(21 3761.2163),(22 3733.7083),(23 3933.1877),(24 3987.0544),(25 4018.5796),(26 3928.8196),(27 3998.7112),(28 4046.9333),(29 4073.847),(30 4139.999),(31 4173.105),(32 4115.9263),(33 4002.013),(34 3994.185),(35 4163.1245),(36 4183.1655),(37 4352.4644),(38 4324.0835),(39 4410.0464),(40 4220.2417),(41 4309.4736),(42 4252.58),(43 4353.5024),(44 4342.109),(45 4415.739),(46 4289.1353),(47 4218.6934),(48 4216.9565),(49 4219.148),(50 4091.6238),(51 4215.602),(52 4091.8184),(53 4290.835),(54 4009.257),(55 4169.1313),(56 3959.8516),(57 4094.44),(58 3881.2002),(59 4046.59),(60 3875.732),(61 3930.6533),(62 3950.5205),(63 4001.1897),(64 3932.667),(65 3938.7224),(66 3910.6587),(67 3937.5264),(68 3819.4973),(69 3832.2754),(70 3848.5227),(71 3894.9636),(72 3903.209),(73 3884.7227),(74 3800.168),(75 3754.249),(76 3659.151),(77 3796.3809),(78 3805.4934),(79 3822.3872),
(1 2435.6785),(2 2610.1335),(3 3295.4587),(4 2810.4934),(5 3073.6436),(6 3051.5635),(7 3323.279),(8 3480.136),(9 3448.346),(10 3584.4893),(11 3680.0718),(12 3681.6855),(13 3686.2786),(14 3781.2795),(15 3850.278),(16 3895.3823),(17 3804.352),(18 3820.0593),(19 3783.0562),(20 3868.876),(21 3757.9602),(22 3763.634),(23 3886.7422),(24 3974.4531),(25 3993.5754),(26 3922.4348),(27 4031.2131),(28 4060.9136),(29 4074.9636),(30 4157.904),(31 4192.8706),(32 4151.2305),(33 4057.56),(34 4068.4595),(35 4256.524),(36 4279.056),(37 4407.586),(38 4334.221),(39 4400.9917),(40 4279.9746),(41 4313.0225),(42 4306.778),(43 4410.89),(44 4386.907),(45 4397.8945),(46 4270.773),(47 4234.3857),(48 4229.3555),(49 4239.3643),(50 4153.0317),(51 4276.3794),(52 4126.372),(53 4226.2617),(54 4002.7246),(55 4204.0107),(56 4013.7644),(57 4111.42),(58 3904.2522),(59 3993.3132),(60 3814.6606),(61 3920.0884),(62 3860.2632),(63 3965.103),(64 3893.031),(65 3886.1519),(66 3850.622),(67 3901.7673),(68 3782.1162),(69 3834.02),(70 3795.6719),(71 3867.1497),(72 3870.7124),(73 3888.3953),(74 3778.6768),(75 3782.3796),(76 3635.6597),(77 3743.3303),(78 3717.7322),(79 3726.4448),
(1 2279.105),(2 2514.2944),(3 3165.2566),(4 2674.72),(5 2993.8594),(6 2948.6997),(7 3198.8503),(8 3354.4712),(9 3292.028),(10 3394.9556),(11 3414.9436),(12 3522.0476),(13 3563.4548),(14 3660.9917),(15 3685.0708),(16 3703.8508),(17 3652.517),(18 3702.745),(19 3640.7803),(20 3672.0767),(21 3652.4106),(22 3647.254),(23 3706.5867),(24 3800.5645),(25 3804.0354),(26 3795.5645),(27 3877.8972),(28 3865.5786),(29 3880.4438),(30 4073.086),(31 4115.089),(32 4082.4631),(33 4010.8813),(34 3990.114),(35 4121.6123),(36 4100.4297),(37 4249.251),(38 4158.2656),(39 4288.2256),(40 4145.744),(41 4162.771),(42 4173.0967),(43 4253.377),(44 4247.7754),(45 4222.8755),(46 4141.5586),(47 4110.0435),(48 4154.5483),(49 4111.577),(50 4048.9607),(51 4077.317),(52 4033.1199),(53 4071.7312),(54 3926.8845),(55 4066.11),(56 3899.2332),(57 3962.9473),(58 3794.7725),(59 3875.2246),(60 3683.5667),(61 3832.182),(62 3741.3013),(63 3778.0989),(64 3761.813),(65 3776.9023),(66 3735.0513),(67 3738.0527),(68 3657.9294),(69 3687.8694),(70 3672.7385),(71 3717.5999),(72 3723.1675),(73 3716.1826),(74 3633.7021),(75 3653.8174),(76 3552.4053),(77 3639.601),(78 3643.4263),(79 3587.662),
