1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2298.9736),(2 2524.4182),(3 3199.6238),(4 2768.444),(5 3020.612),(6 3019.6165),(7 3245.2222),(8 3379.5176),(9 3358.055),(10 3417.8774),(11 3449.098),(12 3513.0718),(13 3594.9673),(14 3663.8938),(15 3653.5715),(16 3676.82),(17 3626.8672),(18 3784.865),(19 3688.3281),(20 3647.342),(21 3670.5063),(22 3653.3254),(23 3827.2356),(24 3892.79),(25 3875.7495),(26 3759.224),(27 3882.2566),(28 3891.1133),(29 3894.1296),(30 4094.4502),(31 4074.267),(32 4019.9722),(33 3944.3752),(34 3911.6174),(35 4023.7947),(36 3977.093),(37 4225.7505),(38 4111.657),(39 4234.9946),(40 4110.2725),(41 4084.8748),(42 4044.5852),(43 4147.4214),(44 4173.5156),(45 4219.5176),(46 4142.032),(47 4046.8943),(48 4091.8464),(49 4047.5283),(50 4007.4453),(51 4041.6829),(52 3974.1072),(53 4051.4858),(54 3895.13),(55 4026.0085),(56 3842.353),(57 3912.9834),(58 3800.2427),(59 3848.082),(60 3725.559),(61 3780.9248),(62 3726.4749),(63 3779.9346),(64 3788.5156),(65 3790.0017),(66 3744.1172),(67 3765.9795),(68 3690.469),(69 3699.0994),(70 3645.583),(71 3676.0984),(72 3737.037),(73 3711.3115),(74 3682.3267),(75 3664.6406),(76 3592.7603),(77 3659.8303),(78 3661.6018),(79 3611.8179),
(1 2311.4866),(2 2500.3079),(3 3174.6196),(4 2769.204),(5 2970.24),(6 3013.8645),(7 3201.3853),(8 3315.2976),(9 3296.016),(10 3345.2979),(11 3468.7505),(12 3476.6196),(13 3556.0146),(14 3617.4233),(15 3622.8171),(16 3699.3367),(17 3574.6423),(18 3765.8828),(19 3633.899),(20 3668.1035),(21 3634.9858),(22 3614.87),(23 3824.811),(24 3842.9128),(25 3839.179),(26 3772.043),(27 3828.0618),(28 3904.311),(29 3909.116),(30 4093.134),(31 4109.4653),(32 4032.9382),(33 3984.2043),(34 3967.1843),(35 4136.4907),(36 4067.976),(37 4327.164),(38 4200.753),(39 4320.819),(40 4196.1455),(41 4156.5703),(42 4138.8677),(43 4171.94),(44 4213.661),(45 4248.967),(46 4152.807),(47 4063.4263),(48 4079.617),(49 4047.3032),(50 4064.0051),(51 4110.9414),(52 3977.3303),(53 4040.13),(54 3870.4597),(55 4008.197),(56 3822.5022),(57 3876.404),(58 3771.451),(59 3822.944),(60 3714.0762),(61 3670.9028),(62 3645.2827),(63 3710.2642),(64 3642.4644),(65 3722.4434),(66 3679.671),(67 3692.2524),(68 3601.518),(69 3598.3),(70 3539.8047),(71 3521.0742),(72 3573.8777),(73 3577.744),(74 3582.253),(75 3529.2512),(76 3489.9768),(77 3510.302),(78 3543.9004),(79 3522.475),
(1 2275.4941),(2 2426.5305),(3 3086.4885),(4 2668.276),(5 2906.2659),(6 2906.4663),(7 3154.499),(8 3303.0066),(9 3242.8054),(10 3296.316),(11 3406.2478),(12 3450.767),(13 3489.7139),(14 3567.6086),(15 3592.556),(16 3683.6611),(17 3544.4143),(18 3749.266),(19 3586.5002),(20 3651.9219),(21 3546.9565),(22 3567.3098),(23 3765.522),(24 3732.345),(25 3759.1353),(26 3719.668),(27 3734.6877),(28 3767.095),(29 3759.8523),(30 3890.9094),(31 3891.0134),(32 3807.6074),(33 3746.231),(34 3736.132),(35 3886.9912),(36 3892.2002),(37 4067.6614),(38 3959.601),(39 4128.353),(40 4003.649),(41 3978.421),(42 4007.077),(43 4023.829),(44 4032.4006),(45 4050.511),(46 3975.3994),(47 3856.4866),(48 3916.8489),(49 3867.4646),(50 3843.0342),(51 3922.7083),(52 3820.8733),(53 3862.094),(54 3788.541),(55 3883.7578),(56 3704.923),(57 3767.738),(58 3655.2908),(59 3731.3328),(60 3638.5022),(61 3628.7537),(62 3597.343),(63 3615.597),(64 3558.1858),(65 3589.3457),(66 3493.8015),(67 3539.2515),(68 3469.3008),(69 3427.1038),(70 3436.8306),(71 3468.1433),(72 3483.3467),(73 3466.38),(74 3474.8457),(75 3397.4841),(76 3366.2415),(77 3400.1624),(78 3462.5264),(79 3431.2822),
(1 2192.3474),(2 2371.6008),(3 2975.2659),(4 2603.4573),(5 2859.824),(6 2814.4314),(7 3060.8337),(8 3215.5046),(9 3143.2422),(10 3217.6687),(11 3286.9858),(12 3362.2046),(13 3442.5005),(14 3474.1565),(15 3460.4229),(16 3533.944),(17 3469.8164),(18 3629.8235),(19 3499.3308),(20 3563.757),(21 3456.1453),(22 3437.3079),(23 3636.781),(24 3646.9534),(25 3695.2554),(26 3587.6128),(27 3598.11),(28 3606.3413),(29 3670.8147),(30 3772.7297),(31 3712.2712),(32 3681.4614),(33 3633.3413),(34 3616.645),(35 3724.649),(36 3828.6545),(37 3918.7646),(38 3784.356),(39 3964.5984),(40 3795.4827),(41 3802.2454),(42 3811.9146),(43 3831.5837),(44 3784.2173),(45 3835.412),(46 3821.1191),(47 3674.5662),(48 3716.2278),(49 3722.6199),(50 3667.5566),(51 3685.82),(52 3665.7598),(53 3670.233),(54 3568.233),(55 3655.9304),(56 3546.5078),(57 3608.2158),(58 3451.715),(59 3493.4817),(60 3451.4136),(61 3404.3184),(62 3392.1172),(63 3391.375),(64 3413.1677),(65 3412.4111),(66 3377.721),(67 3409.102),(68 3326.5417),(69 3321.1445),(70 3299.6174),(71 3340.2776),(72 3395.813),(73 3343.6345),(74 3346.7986),(75 3277.86),(76 3291.3855),(77 3288.303),(78 3278.1387),(79 3273.4436),
(1 2126.4863),(2 2297.2712),(3 2932.2822),(4 2555.272),(5 2852.2444),(6 2840.6296),(7 2983.33),(8 3166.161),(9 3107.4314),(10 3130.1567),(11 3257.1628),(12 3325.7703),(13 3396.081),(14 3378.1262),(15 3411.365),(16 3476.1816),(17 3470.956),(18 3597.1665),(19 3431.9468),(20 3546.3145),(21 3435.5757),(22 3428.8118),(23 3587.473),(24 3560.5066),(25 3580.2397),(26 3534.104),(27 3536.338),(28 3557.7205),(29 3677.4597),(30 3723.032),(31 3571.7625),(32 3578.0305),(33 3552.483),(34 3524.7825),(35 3623.3186),(36 3755.085),(37 3797.4226),(38 3744.7605),(39 3952.317),(40 3764.2576),(41 3770.6094),(42 3786.397),(43 3804.7053),(44 3750.0588),(45 3833.7214),(46 3822.2083),(47 3716.0254),(48 3723.469),(49 3716.4119),(50 3673.137),(51 3670.0234),(52 3663.968),(53 3646.9067),(54 3559.213),(55 3679.8572),(56 3508.0168),(57 3579.2258),(58 3436.1357),(59 3506.918),(60 3481.8738),(61 3402.247),(62 3422.2148),(63 3424.1973),(64 3436.3643),(65 3446.894),(66 3415.0442),(67 3419.5017),(68 3359.238),(69 3336.2625),(70 3275.4883),(71 3290.6074),(72 3357.586),(73 3296.771),(74 3314.5054),(75 3254.6753),(76 3260.8865),(77 3240.218),(78 3229.4639),(79 3262.1162),
(1 2131.1187),(2 2290.4412),(3 2926.5686),(4 2548.0603),(5 2799.235),(6 2797.7847),(7 2911.007),(8 3174.307),(9 3102.5215),(10 3075.969),(11 3256.328),(12 3281.9646),(13 3380.6265),(14 3348.9841),(15 3404.36),(16 3412.9185),(17 3438.87),(18 3631.8591),(19 3400.1597),(20 3550.0085),(21 3394.706),(22 3401.647),(23 3607.832),(24 3567.2632),(25 3637.8357),(26 3664.5256),(27 3619.2917),(28 3617.4436),(29 3798.6106),(30 3872.6873),(31 3739.547),(32 3736.0273),(33 3694.2163),(34 3705.03),(35 3766.4836),(36 3904.051),(37 3913.4614),(38 3925.1265),(39 4079.1333),(40 3846.6816),(41 3862.1191),(42 3870.044),(43 3856.3267),(44 3836.8364),(45 3861.2122),(46 3873.52),(47 3731.695),(48 3744.6064),(49 3761.7659),(50 3716.2617),(51 3743.5293),(52 3702.9702),(53 3694.9163),(54 3619.2417),(55 3747.458),(56 3534.3513),(57 3593.086),(58 3462.2927),(59 3500.0586),(60 3492.3135),(61 3430.198),(62 3392.418),(63 3429.1235),(64 3398.7715),(65 3423.53),(66 3376.5588),(67 3364.0305),(68 3328.6567),(69 3291.695),(70 3281.1125),(71 3267.6501),(72 3310.1267),(73 3288.6567),(74 3296.9485),(75 3259.9502),(76 3262.285),(77 3231.4138),(78 3225.7942),(79 3291.6882),
(1 2064.499),(2 2222.5427),(3 2806.0046),(4 2529.8691),(5 2689.4753),(6 2655.075),(7 2765.4927),(8 3054.6987),(9 2986.541),(10 3008.9087),(11 3107.8667),(12 3099.982),(13 3228.1943),(14 3241.2917),(15 3356.6863),(16 3347.853),(17 3390.144),(18 3576.3557),(19 3337.3167),(20 3441.7542),(21 3301.9333),(22 3339.6416),(23 3596.7407),(24 3433.7666),(25 3592.86),(26 3586.9482),(27 3541.7175),(28 3537.1382),(29 3675.4438),(30 3772.5432),(31 3684.6487),(32 3693.301),(33 3630.2642),(34 3657.3765),(35 3717.5305),(36 3838.7112),(37 3907.4634),(38 3921.5647),(39 4015.5984),(40 3852.651),(41 3850.1077),(42 3874.015),(43 3841.474),(44 3846.9631),(45 3830.5557),(46 3812.4644),(47 3707.7866),(48 3711.8647),(49 3675.7356),(50 3653.2324),(51 3724.037),(52 3645.8828),(53 3642.6563),(54 3492.04),(55 3609.6555),(56 3457.5527),(57 3479.1118),(58 3397.4568),(59 3415.7952),(60 3399.0723),(61 3325.018),(62 3297.2588),(63 3316.63),(64 3331.6633),(65 3308.7185),(66 3281.7585),(67 3307.8547),(68 3260.6855),(69 3274.4634),(70 3261.827),(71 3231.7798),(72 3296.9165),(73 3227.203),(74 3215.1382),(75 3185.2761),(76 3213.925),(77 3177.3035),(78 3190.7043),(79 3195.596),
(1 2001.1843),(2 2200.397),(3 2729.3877),(4 2488.6707),(5 2667.5173),(6 2592.7334),(7 2738.5437),(8 3037.5154),(9 2979.667),(10 2994.7266),(11 3074.4875),(12 3112.9353),(13 3263.22),(14 3211.28),(15 3276.4128),(16 3242.4407),(17 3312.0403),(18 3452.3943),(19 3300.1208),(20 3369.6384),(21 3242.06),(22 3321.4224),(23 3580.0725),(24 3394.9756),(25 3560.7654),(26 3497.1018),(27 3538.4207),(28 3498.446),(29 3592.7107),(30 3638.211),(31 3564.8289),(32 3568.1519),(33 3537.4797),(34 3569.7844),(35 3667.8215),(36 3751.647),(37 3747.8564),(38 3789.9788),(39 3827.2434),(40 3714.5042),(41 3730.2988),(42 3718.6316),(43 3727.916),(44 3702.221),(45 3731.7952),(46 3654.2007),(47 3574.6636),(48 3645.6387),(49 3619.472),(50 3602.8801),(51 3654.3862),(52 3592.016),(53 3552.7214),(54 3462.029),(55 3575.4536),(56 3484.4932),(57 3471.1753),(58 3414.35),(59 3411.924),(60 3380.5051),(61 3314.1514),(62 3297.848),(63 3237.6),(64 3313.186),(65 3277.34),(66 3221.8098),(67 3282.8245),(68 3188.0176),(69 3219.1724),(70 3172.1328),(71 3132.2976),(72 3208.5586),(73 3148.788),(74 3135.56),(75 3102.8071),(76 3123.9597),(77 3089.1897),(78 3094.374),(79 3078.6833),
(1 1914.9724),(2 2093.317),(3 2551.911),(4 2378.519),(5 2589.7883),(6 2500.515),(7 2650.7898),(8 2960.865),(9 2909.9937),(10 2871.6733),(11 2951.4873),(12 3016.7092),(13 3172.2566),(14 3122.6465),(15 3181.0942),(16 3149.7883),(17 3207.7922),(18 3308.4258),(19 3266.9827),(20 3298.03),(21 3122.2722),(22 3239.479),(23 3462.6128),(24 3340.6523),(25 3496.7056),(26 3426.5698),(27 3438.9832),(28 3395.4285),(29 3488.1602),(30 3503.8667),(31 3455.8838),(32 3454.1077),(33 3429.3333),(34 3487.1487),(35 3555.0027),(36 3633.2268),(37 3630.1729),(38 3730.8577),(39 3724.2332),(40 3601.5696),(41 3681.3687),(42 3584.6277),(43 3622.579),(44 3621.447),(45 3626.125),(46 3559.1643),(47 3516.1013),(48 3603.1458),(49 3556.7268),(50 3524.4944),(51 3504.3616),(52 3510.8394),(53 3426.5266),(54 3402.0942),(55 3481.0923),(56 3366.305),(57 3382.4753),(58 3343.7087),(59 3372.983),(60 3311.6294),(61 3265.224),(62 3279.462),(63 3224.4082),(64 3321.598),(65 3254.9814),(66 3230.3596),(67 3309.0288),(68 3229.4702),(69 3251.1965),(70 3184.1682),(71 3134.6216),(72 3207.8357),(73 3127.563),(74 3089.0647),(75 3144.1563),(76 3099.7),(77 3086.3462),(78 3032.468),(79 3081.5076),
(1 1817.7578),(2 2027.679),(3 2420.6846),(4 2297.1152),(5 2511.4893),(6 2452.7341),(7 2576.517),(8 2870.4626),(9 2731.1296),(10 2786.389),(11 2839.6006),(12 2927.518),(13 3055.2976),(14 3064.1526),(15 3147.4111),(16 3101.043),(17 3210.9507),(18 3290.681),(19 3278.591),(20 3257.2937),(21 3146.6763),(22 3212.5164),(23 3399.591),(24 3306.2852),(25 3386.9583),(26 3378.4578),(27 3399.1343),(28 3417.9458),(29 3460.6624),(30 3452.7285),(31 3417.6929),(32 3413.7449),(33 3363.8489),(34 3415.1086),(35 3476.83),(36 3521.4353),(37 3527.258),(38 3578.4866),(39 3610.6545),(40 3471.485),(41 3557.4353),(42 3473.433),(43 3454.2778),(44 3448.9226),(45 3445.1956),(46 3393.0242),(47 3344.2896),(48 3447.63),(49 3368.843),(50 3314.9531),(51 3327.6516),(52 3309.4185),(53 3269.4783),(54 3258.6965),(55 3346.0613),(56 3204.1313),(57 3251.134),(58 3184.0635),(59 3233.8193),(60 3190.7239),(61 3141.77),(62 3149.12),(63 3117.7158),(64 3145.6477),(65 3171.4507),(66 3120.83),(67 3136.1448),(68 3104.907),(69 3073.9587),(70 3057.1023),(71 3052.3499),(72 3092.196),(73 3037.9634),(74 3007.298),(75 3050.8015),(76 2997.7188),(77 3004.4785),(78 2959.4385),(79 2980.2676),
(1 1813.4514),(2 2015.9708),(3 2411.1648),(4 2268.48),(5 2476.0408),(6 2418.7961),(7 2516.9111),(8 2784.1194),(9 2659.5002),(10 2743.6685),(11 2790.4707),(12 2880.248),(13 3005.4585),(14 2992.7876),(15 3027.6328),(16 3034.8774),(17 3179.845),(18 3294.9976),(19 3206.2856),(20 3127.367),(21 3106.4343),(22 3115.3274),(23 3322.4045),(24 3245.4998),(25 3340.7002),(26 3339.0667),(27 3340.2566),(28 3386.5027),(29 3429.912),(30 3392.36),(31 3385.1733),(32 3384.662),(33 3359.9927),(34 3371.171),(35 3441.1306),(36 3517.5056),(37 3490.1953),(38 3530.6294),(39 3515.4111),(40 3452.5605),(41 3477.171),(42 3413.7302),(43 3380.1797),(44 3355.104),(45 3349.8293),(46 3308.3123),(47 3270.2556),(48 3307.7068),(49 3292.0977),(50 3242.835),(51 3280.9998),(52 3235.582),(53 3198.782),(54 3157.5754),(55 3222.599),(56 3140.7026),(57 3167.9666),(58 3101.0059),(59 3148.247),(60 3113.6567),(61 3073.9817),(62 3083.181),(63 2998.16),(64 3001.8125),(65 3092.7197),(66 3055.7517),(67 3093.7043),(68 3067.984),(69 3003.3418),(70 2992.5276),(71 3003.1733),(72 3021.0696),(73 2986.9817),(74 2962.045),(75 2940.34),(76 2937.4385),(77 2899.3916),(78 2875.763),(79 2869.0547),
(1 1731.1868),(2 1936.3378),(3 2338.2244),(4 2255.1306),(5 2445.4963),(6 2373.6492),(7 2476.7957),(8 2754.6042),(9 2666.0984),(10 2701.8328),(11 2783.1326),(12 2809.7842),(13 2957.7083),(14 2945.9275),(15 2949.121),(16 3035.4863),(17 3112.3577),(18 3182.6235),(19 3120.8582),(20 3079.416),(21 3083.112),(22 3123.8171),(23 3310.687),(24 3273.1897),(25 3380.2576),(26 3368.8145),(27 3390.1643),(28 3438.4612),(29 3479.2258),(30 3449.7112),(31 3450.861),(32 3460.8882),(33 3438.2878),(34 3448.5496),(35 3483.8752),(36 3579.5164),(37 3579.966),(38 3643.3738),(39 3555.6042),(40 3519.952),(41 3547.0461),(42 3445.325),(43 3440.3542),(44 3426.204),(45 3442.817),(46 3404.0227),(47 3396.433),(48 3371.8718),(49 3320.8662),(50 3276.7168),(51 3318.3528),(52 3287.6472),(53 3216.3567),(54 3175.9595),(55 3212.6301),(56 3155.6318),(57 3142.0005),(58 3108.9475),(59 3149.3796),(60 3142.7412),(61 3027.9204),(62 3046.6624),(63 2992.841),(64 2994.1353),(65 3038.3708),(66 2967.1133),(67 3000.2617),(68 2995.2),(69 2914.692),(70 2905.308),(71 2924.6953),(72 2908.9695),(73 2846.1282),(74 2854.9475),(75 2827.4045),(76 2836.087),(77 2801.903),(78 2758.146),(79 2734.8064),
(1 1643.4008),(2 1883.3639),(3 2237.3567),(4 2164.2974),(5 2313.0947),(6 2316.6362),(7 2372.9944),(8 2664.823),(9 2588.8042),(10 2610.2092),(11 2699.253),(12 2710.2156),(13 2877.5725),(14 2875.4348),(15 2892.7905),(16 2922.732),(17 2959.2944),(18 3047.476),(19 3080.3955),(20 2947.2578),(21 2951.2754),(22 2987.0618),(23 3114.6633),(24 3123.8457),(25 3197.8079),(26 3159.7039),(27 3143.9053),(28 3206.4724),(29 3263.9575),(30 3277.7122),(31 3223.0574),(32 3190.7058),(33 3175.4248),(34 3208.1914),(35 3228.6946),(36 3282.1267),(37 3275.9673),(38 3333.4978),(39 3288.1018),(40 3237.2388),(41 3291.654),(42 3200.471),(43 3224.7043),(44 3192.8884),(45 3183.3047),(46 3168.058),(47 3126.5002),(48 3153.9817),(49 3121.3535),(50 3085.1724),(51 3140.165),(52 3070.8718),(53 3034.4106),(54 3019.3994),(55 3072.031),(56 3025.8647),(57 3019.321),(58 3015.898),(59 3029.9417),(60 2992.177),(61 2968.2615),(62 2967.6077),(63 2926.5938),(64 2902.867),(65 2969.9773),(66 2915.57),(67 2936.8657),(68 2918.2495),(69 2811.6052),(70 2844.183),(71 2827.275),(72 2846.6497),(73 2785.5862),(74 2752.071),(75 2769.8262),(76 2755.762),(77 2757.7854),(78 2694.8835),(79 2650.3474),
(1 1639.4281),(2 1906.1656),(3 2251.2068),(4 2151.4966),(5 2285.9226),(6 2289.9834),(7 2340.796),(8 2571.8325),(9 2479.5076),(10 2523.184),(11 2578.9763),(12 2662.6636),(13 2821.8457),(14 2779.564),(15 2825.5095),(16 2821.8127),(17 2897.3237),(18 2991.42),(19 3035.6992),(20 2830.8086),(21 2878.9421),(22 2923.8962),(23 3074.554),(24 3022.878),(25 3052.252),(26 3043.7126),(27 3078.3281),(28 3072.2634),(29 3092.206),(30 3129.1018),(31 3063.8606),(32 3015.6677),(33 3036.5828),(34 3071.3533),(35 3085.1675),(36 3127.8413),(37 3137.6067),(38 3171.512),(39 3136.4023),(40 3097.9624),(41 3103.8281),(42 3103.1155),(43 3140.7598),(44 3072.523),(45 3030.3464),(46 3026.237),(47 3002.1438),(48 3031.4314),(49 3106.173),(50 3049.809),(51 3069.7092),(52 2983.4824),(53 2971.256),(54 2903.0562),(55 3007.5298),(56 2965.8186),(57 2879.8247),(58 2887.581),(59 2941.7917),(60 2858.261),(61 2864.8054),(62 2862.1514),(63 2781.8638),(64 2776.0493),(65 2808.6448),(66 2740.6123),(67 2777.4443),(68 2763.7366),(69 2686.584),(70 2670.618),(71 2667.4163),(72 2745.7798),(73 2730.6675),(74 2683.4336),(75 2696.9868),(76 2670.9111),(77 2669.3618),(78 2663.3147),(79 2629.5027),
(1 1627.8137),(2 1871.949),(3 2192.8127),(4 2109.4812),(5 2270.423),(6 2224.9111),(7 2376.9502),(8 2530.9956),(9 2459.0706),(10 2506.7056),(11 2508.5522),(12 2618.5486),(13 2764.6628),(14 2718.812),(15 2775.2285),(16 2779.1992),(17 2879.5034),(18 2985.9854),(19 2960.8738),(20 2846.972),(21 2868.274),(22 2905.819),(23 3046.6138),(24 3015.663),(25 3076.675),(26 3075.5051),(27 3142.9023),(28 3112.666),(29 3091.1736),(30 3138.982),(31 3144.735),(32 3107.182),(33 3072.628),(34 3103.0996),(35 3129.2383),(36 3182.1904),(37 3192.6904),(38 3236.9888),(39 3228.8801),(40 3180.7988),(41 3122.5393),(42 3146.4502),(43 3184.8223),(44 3092.0122),(45 3061.813),(46 3081.7634),(47 3050.2893),(48 3043.8994),(49 3109.4143),(50 3071.9636),(51 3063.479),(52 2988.7847),(53 2973.6663),(54 2941.8958),(55 3014.7048),(56 2965.7363),(57 2910.078),(58 2896.3862),(59 2955.1362),(60 2884.975),(61 2836.303),(62 2881.0198),(63 2817.1414),(64 2800.857),(65 2843.9316),(66 2772.294),(67 2823.1995),(68 2791.228),(69 2726.2512),(70 2696.2622),(71 2729.863),(72 2768.7288),(73 2774.1277),(74 2742.2307),(75 2753.867),(76 2731.1172),(77 2698.6763),(78 2689.637),(79 2676.4827),
(1 1591.7103),(2 1830.3517),(3 2126.5427),(4 2052.4849),(5 2162.6038),(6 2169.6995),(7 2301.507),(8 2420.7136),(9 2389.5774),(10 2413.976),(11 2430.5583),(12 2540.3381),(13 2686.1177),(14 2665.5593),(15 2694.3157),(16 2704.685),(17 2776.31),(18 2909.4775),(19 2889.028),(20 2783.2205),(21 2809.5657),(22 2837.1545),(23 2984.2676),(24 2998.2576),(25 3052.4888),(26 3051.3796),(27 3058.2986),(28 3083.315),(29 3089.4736),(30 3125.824),(31 3138.4814),(32 3091.2854),(33 3026.912),(34 3102.4114),(35 3118.0374),(36 3188.8225),(37 3181.9854),(38 3245.6106),(39 3244.5234),(40 3205.788),(41 3157.6538),(42 3135.6047),(43 3163.465),(44 3071.459),(45 3016.672),(46 3045.0325),(47 3005.9985),(48 2978.606),(49 2982.8086),(50 2977.376),(51 2916.1482),(52 2909.8462),(53 2877.9636),(54 2811.89),(55 2854.3394),(56 2830.5835),(57 2789.7249),(58 2775.1921),(59 2801.41),(60 2721.1025),(61 2693.0188),(62 2714.0962),(63 2689.337),(64 2632.74),(65 2677.8167),(66 2638.0647),(67 2667.5586),(68 2628.4014),(69 2607.522),(70 2582.2322),(71 2600.2983),(72 2622.7715),(73 2603.415),(74 2604.6897),(75 2603.1794),(76 2617.2988),(77 2588.6838),(78 2565.1704),(79 2556.7087),
(1 1561.9154),(2 1815.7261),(3 2130.0774),(4 2038.6455),(5 2156.463),(6 2182.9893),(7 2235.0278),(8 2365.4114),(9 2344.9912),(10 2364.6563),(11 2445.339),(12 2493.9102),(13 2642.5356),(14 2643.0776),(15 2649.7327),(16 2717.2498),(17 2763.8496),(18 2803.6553),(19 2819.2507),(20 2713.5884),(21 2762.4534),(22 2777.7122),(23 2914.0835),(24 2922.4382),(25 2950.5151),(26 2921.3284),(27 2916.9968),(28 2972.3582),(29 2955.8098),(30 2948.679),(31 2987.2864),(32 2925.4097),(33 2907.9326),(34 2932.1145),(35 2923.5684),(36 3007.437),(37 3008.2676),(38 3046.982),(39 3014.8794),(40 2969.5505),(41 2951.7234),(42 2925.6345),(43 2980.3645),(44 2903.8218),(45 2872.9856),(46 2887.075),(47 2864.1602),(48 2885.7913),(49 2871.859),(50 2882.0144),(51 2826.8555),(52 2819.8516),(53 2780.451),(54 2716.2283),(55 2766.9507),(56 2774.257),(57 2716.6577),(58 2698.2427),(59 2725.2903),(60 2629.207),(61 2604.3354),(62 2668.523),(63 2649.9136),(64 2589.9426),(65 2643.947),(66 2611.5254),(67 2639.1003),(68 2567.9456),(69 2518.0146),(70 2450.3706),(71 2472.5747),(72 2525.245),(73 2537.986),(74 2484.9841),(75 2517.9626),(76 2563.3237),(77 2528.9106),(78 2518.8572),(79 2525.9263),
