1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 145.49832),(2 167.36046),(3 178.91383),(4 189.92628),(5 195.74919),(6 197.13297),(7 203.47543),(8 202.87703),(9 204.22195),(10 208.81146),(11 206.82388),(12 207.13684),(13 213.03687),(14 207.63268),(15 210.29262),(16 215.77676),(17 211.53033),(18 212.7648),(19 216.5423),(20 215.92905),(21 215.87442),(22 219.9234),(23 216.34883),(24 217.90875),(25 219.76431),(26 218.59729),(27 216.90051),(28 218.8391),(29 213.54675),(30 215.52597),(31 214.64511),(32 212.02849),(33 214.18379),(34 214.50432),(35 213.59349),(36 211.73474),(37 213.62926),(38 212.0179),(39 210.79315),(40 211.63736),(41 211.09131),(42 210.85913),(43 212.44154),(44 212.06612),(45 213.90329),(46 216.03241),(47 211.45027),(48 213.06735),(49 216.01822),(50 211.3118),(51 212.3624),(52 212.6391),(53 213.64482),(54 215.79048),(55 213.36757),(56 215.01085),(57 217.22403),(58 213.35266),(59 212.02342),(60 213.59225),(61 211.17422),(62 210.59601),(63 214.94228),(64 210.98076),(65 210.74493),(66 213.83832),(67 213.35918),(68 211.86613),(69 214.15387),(70 212.7939),(71 212.67168),(72 216.05971),(73 212.09172),(74 212.04147),(75 213.61264),(76 214.01974),(77 213.4111),(78 213.40662),(79 211.48111),
(1 144.03741),(2 168.93004),(3 180.5333),(4 193.09064),(5 195.19614),(6 196.91583),(7 203.99034),(8 201.6437),(9 204.48485),(10 208.85732),(11 205.00095),(12 209.12987),(13 210.9906),(14 208.15355),(15 211.28812),(16 213.94804),(17 212.7715),(18 213.7511),(19 218.043),(20 216.6912),(21 218.20853),(22 222.91235),(23 217.64273),(24 218.54744),(25 221.01935),(26 216.64114),(27 215.94693),(28 218.10826),(29 217.35355),(30 217.50531),(31 217.01625),(32 214.37679),(33 212.85988),(34 213.69316),(35 212.2028),(36 209.4879),(37 211.80135),(38 211.15617),(39 209.59723),(40 210.38483),(41 212.34775),(42 214.11967),(43 214.99608),(44 214.727),(45 216.44162),(46 216.04121),(47 214.42207),(48 214.54822),(49 218.35684),(50 214.53458),(51 215.42723),(52 217.40411),(53 215.01198),(54 216.96838),(55 214.24144),(56 214.72342),(57 216.56322),(58 215.31036),(59 214.96402),(60 216.67743),(61 212.90002),(62 210.17137),(63 213.06848),(64 209.50136),(65 207.86212),(66 212.10239),(67 210.8134),(68 211.4605),(69 212.43846),(70 210.71721),(71 208.79857),(72 212.20868),(73 209.56512),(74 210.47739),(75 213.37302),(76 212.46875),(77 213.83264),(78 213.11089),(79 211.01924),
(1 142.95497),(2 168.02336),(3 179.99092),(4 188.54263),(5 191.36763),(6 194.33792),(7 199.05954),(8 197.96355),(9 201.04094),(10 204.98338),(11 202.37311),(12 205.44801),(13 207.46416),(14 204.13724),(15 204.11507),(16 205.8185),(17 204.67682),(18 204.76518),(19 209.36803),(20 210.04271),(21 210.46524),(22 214.19034),(23 212.05196),(24 212.3682),(25 214.6609),(26 210.16574),(27 209.25111),(28 211.20969),(29 210.51137),(30 211.37926),(31 211.30356),(32 211.03432),(33 211.33209),(34 212.23299),(35 211.20009),(36 209.2213),(37 211.4463),(38 209.75473),(39 209.45447),(40 211.68034),(41 213.49342),(42 212.20694),(43 214.76239),(44 213.31647),(45 214.39366),(46 213.62677),(47 211.90642),(48 210.34036),(49 213.38083),(50 211.18214),(51 211.86885),(52 213.50513),(53 209.59406),(54 210.64401),(55 208.4821),(56 206.5747),(57 210.87068),(58 209.04066),(59 209.17165),(60 211.50035),(61 211.11917),(62 209.27924),(63 211.62047),(64 208.5446),(65 206.68027),(66 209.78668),(67 209.74765),(68 210.65929),(69 211.18282),(70 208.52457),(71 208.487),(72 212.51984),(73 209.91928),(74 209.6404),(75 210.95255),(76 210.3737),(77 210.2692),(78 212.4101),(79 211.03291),
(1 137.80408),(2 161.66388),(3 173.65573),(4 182.20146),(5 184.18301),(6 188.10413),(7 193.49141),(8 192.34808),(9 195.87431),(10 199.87552),(11 196.96193),(12 198.91765),(13 201.92006),(14 198.61766),(15 198.99281),(16 201.38853),(17 199.35097),(18 201.1398),(19 205.10953),(20 202.4443),(21 203.15921),(22 204.26178),(23 204.65347),(24 204.59546),(25 207.20778),(26 204.78685),(27 203.88774),(28 206.67273),(29 205.35857),(30 203.97177),(31 204.21463),(32 200.95685),(33 202.21048),(34 202.54794),(35 201.3545),(36 201.9767),(37 202.9345),(38 202.7697),(39 202.46622),(40 204.20912),(41 203.50854),(42 201.33446),(43 204.15053),(44 203.66891),(45 202.38054),(46 203.34079),(47 202.62354),(48 201.81702),(49 204.16762),(50 199.1438),(51 200.12436),(52 201.43456),(53 199.90028),(54 200.48825),(55 199.52849),(56 200.55264),(57 202.78526),(58 201.71648),(59 201.15349),(60 205.11613),(61 202.74266),(62 203.45369),(63 202.37996),(64 200.62361),(65 200.99408),(66 204.19421),(67 201.89078),(68 201.42235),(69 202.78297),(70 200.39545),(71 200.98128),(72 201.80467),(73 200.28217),(74 201.82),(75 201.65387),(76 200.87128),(77 202.30067),(78 204.55392),(79 202.36699),
(1 136.63889),(2 160.17162),(3 171.14052),(4 181.0557),(5 184.4736),(6 185.03319),(7 192.53728),(8 193.32231),(9 194.69316),(10 198.14125),(11 196.08426),(12 197.29863),(13 199.69296),(14 197.33229),(15 197.65936),(16 201.42053),(17 200.25322),(18 201.94345),(19 203.40837),(20 202.32843),(21 203.42815),(22 206.96066),(23 204.89856),(24 206.95103),(25 208.82027),(26 206.7266),(27 205.75099),(28 206.70946),(29 204.75993),(30 203.51228),(31 204.20563),(32 202.21605),(33 202.31548),(34 201.73155),(35 199.10396),(36 198.56975),(37 200.10838),(38 200.15012),(39 199.73701),(40 201.2489),(41 199.32503),(42 198.6686),(43 201.30617),(44 202.79523),(45 202.41907),(46 203.9777),(47 200.6557),(48 201.0627),(49 204.35658),(50 203.79655),(51 204.40875),(52 206.32376),(53 202.84225),(54 204.24171),(55 201.90785),(56 201.77368),(57 204.85513),(58 203.96703),(59 203.06192),(60 205.98398),(61 202.75578),(62 201.66261),(63 203.2309),(64 199.519),(65 200.923),(66 203.86005),(67 202.35023),(68 202.22076),(69 204.15971),(70 202.17273),(71 202.63976),(72 204.64209),(73 204.22943),(74 202.89354),(75 203.25876),(76 202.7024),(77 203.34467),(78 206.50389),(79 203.51141),
(1 133.32689),(2 153.58992),(3 166.86426),(4 177.13803),(5 177.21463),(6 178.55841),(7 187.2276),(8 185.8059),(9 188.74278),(10 189.80516),(11 186.58255),(12 188.7824),(13 191.56462),(14 189.34438),(15 190.06152),(16 192.99876),(17 191.08992),(18 194.68338),(19 197.13641),(20 194.88367),(21 194.63828),(22 197.85538),(23 197.86473),(24 197.21281),(25 200.78117),(26 199.62573),(27 198.06726),(28 199.86409),(29 197.73013),(30 195.93576),(31 197.23985),(32 196.64406),(33 196.19264),(34 196.54118),(35 195.76843),(36 194.1952),(37 193.3117),(38 191.77599),(39 191.87752),(40 192.71037),(41 191.58931),(42 191.64703),(43 193.15622),(44 193.44087),(45 195.0248),(46 195.76549),(47 195.1339),(48 195.44188),(49 198.76578),(50 197.41885),(51 197.27252),(52 199.05324),(53 199.20656),(54 201.1034),(55 199.30821),(56 198.71107),(57 200.7031),(58 199.63809),(59 199.14221),(60 201.14928),(61 197.78629),(62 197.80449),(63 199.9925),(64 197.52383),(65 197.73573),(66 200.1876),(67 197.38155),(68 197.0285),(69 198.3062),(70 199.6489),(71 201.7156),(72 202.94221),(73 201.43935),(74 200.76869),(75 201.92152),(76 201.84607),(77 201.35753),(78 203.617),(79 201.97856),
(1 132.47473),(2 153.36888),(3 166.77046),(4 174.55515),(5 176.22815),(6 178.53313),(7 185.65712),(8 183.3437),(9 186.87842),(10 191.09259),(11 187.55028),(12 190.47325),(13 192.52254),(14 190.63396),(15 190.68675),(16 193.25357),(17 190.84122),(18 191.8749),(19 195.06674),(20 194.71008),(21 193.7931),(22 197.64821),(23 197.21974),(24 198.85072),(25 200.0731),(26 199.0203),(27 196.9334),(28 199.62857),(29 197.44435),(30 196.32895),(31 197.05315),(32 196.34096),(33 197.34912),(34 197.72394),(35 194.37805),(36 195.4774),(37 196.70567),(38 194.50047),(39 194.07272),(40 195.32599),(41 195.18114),(42 194.38342),(43 197.08548),(44 197.6329),(45 197.4422),(46 197.97897),(47 196.7407),(48 197.81009),(49 200.73277),(50 200.23988),(51 200.10495),(52 200.03569),(53 198.52675),(54 198.16391),(55 197.80905),(56 197.34377),(57 199.31894),(58 198.66197),(59 198.36191),(60 198.77675),(61 197.18256),(62 197.55597),(63 199.66333),(64 195.7591),(65 195.81635),(66 196.78877),(67 193.11217),(68 193.87764),(69 195.22278),(70 192.81146),(71 194.95296),(72 195.49641),(73 195.59366),(74 195.41277),(75 195.18163),(76 194.46895),(77 195.75568),(78 199.38416),(79 196.98572),
(1 130.72296),(2 151.92104),(3 163.72923),(4 174.12877),(5 176.15517),(6 178.68097),(7 185.22246),(8 184.85876),(9 186.88602),(10 189.39644),(11 188.1341),(12 187.91473),(13 190.5171),(14 185.40533),(15 186.50706),(16 190.34758),(17 186.81265),(18 187.60057),(19 190.67067),(20 190.1796),(21 190.34267),(22 193.85272),(23 192.24245),(24 194.60973),(25 195.23969),(26 193.51451),(27 193.0175),(28 193.3613),(29 191.15512),(30 190.99232),(31 190.63538),(32 188.03395),(33 191.12878),(34 191.82104),(35 191.47263),(36 190.15593),(37 192.35678),(38 191.00899),(39 191.4181),(40 192.61264),(41 191.80658),(42 192.15558),(43 194.20381),(44 195.1832),(45 194.44337),(46 195.62741),(47 193.74338),(48 194.66762),(49 195.62434),(50 193.166),(51 195.31587),(52 196.55283),(53 191.58902),(54 195.28702),(55 193.88155),(56 191.77274),(57 194.80548),(58 192.84195),(59 192.2097),(60 195.8525),(61 192.09557),(62 191.3557),(63 192.55318),(64 190.47516),(65 191.06076),(66 193.99109),(67 189.45348),(68 191.3137),(69 193.5509),(70 189.53815),(71 190.22263),(72 193.65605),(73 192.34686),(74 192.901),(75 193.23438),(76 193.44228),(77 192.98534),(78 193.5133),(79 192.89285),
(1 128.02875),(2 146.83716),(3 157.4794),(4 167.25957),(5 166.44061),(6 169.15903),(7 175.90903),(8 174.42558),(9 177.3848),(10 178.42128),(11 179.80716),(12 179.02074),(13 182.67976),(14 180.14954),(15 182.82362),(16 185.3554),(17 183.63531),(18 185.08707),(19 187.98096),(20 188.68948),(21 189.68329),(22 191.47389),(23 189.63692),(24 190.78159),(25 192.1433),(26 189.24113),(27 188.60136),(28 190.6383),(29 186.92395),(30 187.50443),(31 188.53964),(32 184.94595),(33 186.37596),(34 186.16382),(35 185.62956),(36 183.89098),(37 184.74294),(38 184.01768),(39 182.68973),(40 184.19481),(41 183.49309),(42 184.292),(43 185.0865),(44 184.83014),(45 183.86821),(46 186.63115),(47 186.04768),(48 186.83888),(49 189.58673),(50 189.02936),(51 189.44025),(52 191.28113),(53 189.08575),(54 190.47632),(55 189.33128),(56 189.1999),(57 190.50061),(58 189.87941),(59 188.77956),(60 191.34303),(61 188.56943),(62 188.7388),(63 187.78128),(64 185.61198),(65 185.42668),(66 187.2247),(67 184.16066),(68 183.9066),(69 187.35637),(70 183.05524),(71 183.59251),(72 188.27324),(73 186.11534),(74 187.02818),(75 187.69794),(76 185.14763),(77 185.40346),(78 188.22862),(79 187.11969),
(1 126.03575),(2 146.93056),(3 158.68004),(4 168.51709),(5 170.51643),(6 172.0779),(7 178.4866),(8 177.15363),(9 178.10912),(10 180.69496),(11 179.27718),(12 178.77855),(13 181.12364),(14 179.02444),(15 178.60121),(16 180.93076),(17 180.27875),(18 181.76979),(19 184.79465),(20 185.8955),(21 184.72673),(22 187.8567),(23 184.7428),(24 185.45723),(25 185.84514),(26 186.11433),(27 185.72523),(28 188.77527),(29 186.93523),(30 186.62994),(31 189.36232),(32 186.93707),(33 187.06955),(34 187.85324),(35 187.69777),(36 187.9509),(37 187.95523),(38 186.9469),(39 183.81079),(40 186.09311),(41 185.7394),(42 188.48824),(43 187.68062),(44 186.63783),(45 188.22482),(46 188.23717),(47 185.99948),(48 187.20845),(49 190.17624),(50 189.3352),(51 188.4632),(52 190.33109),(53 189.16487),(54 192.47232),(55 190.71725),(56 189.152),(57 191.21794),(58 189.1602),(59 188.68086),(60 190.4402),(61 188.70993),(62 187.935),(63 188.26584),(64 187.77248),(65 185.64175),(66 188.43488),(67 186.65816),(68 186.46028),(69 189.67995),(70 188.07986),(71 188.76715),(72 192.40338),(73 191.42499),(74 190.84047),(75 192.38422),(76 188.59662),(77 188.60567),(78 193.06033),(79 190.96628),
(1 123.87797),(2 144.47997),(3 153.64082),(4 161.47571),(5 164.96854),(6 167.5857),(7 173.33034),(8 173.44421),(9 175.36456),(10 177.53516),(11 176.24313),(12 177.28056),(13 179.66899),(14 177.1571),(15 177.26651),(16 181.17458),(17 180.18039),(18 180.30745),(19 182.0332),(20 182.66104),(21 183.22559),(22 185.41315),(23 182.85542),(24 184.10924),(25 185.43523),(26 185.18758),(27 184.83986),(28 186.4741),(29 184.0904),(30 182.00188),(31 182.34212),(32 180.50954),(33 180.40132),(34 184.14728),(35 181.49825),(36 181.19888),(37 181.43832),(38 180.41325),(39 179.24196),(40 180.20436),(41 178.93791),(42 181.2857),(43 182.99147),(44 182.64935),(45 183.18022),(46 183.72415),(47 180.9465),(48 180.86067),(49 184.8499),(50 184.3978),(51 183.01303),(52 184.95337),(53 183.25874),(54 188.0682),(55 184.66296),(56 184.34459),(57 186.48828),(58 184.36833),(59 182.33841),(60 184.01775),(61 182.28825),(62 181.82718),(63 182.96188),(64 180.73795),(65 181.5525),(66 185.1697),(67 181.85092),(68 180.14711),(69 184.1417),(70 180.4731),(71 181.38701),(72 182.5013),(73 182.52487),(74 182.14902),(75 182.46275),(76 179.57065),(77 180.59106),(78 183.21992),(79 181.08136),
(1 120.812904),(2 142.13803),(3 152.78207),(4 161.92137),(5 165.34927),(6 167.46611),(7 173.39497),(8 171.49245),(9 173.67154),(10 175.25038),(11 174.21878),(12 175.00575),(13 177.76454),(14 176.40018),(15 176.50496),(16 179.2812),(17 178.95674),(18 180.02121),(19 182.06432),(20 180.9705),(21 181.33138),(22 182.90906),(23 181.23074),(24 182.93336),(25 184.32603),(26 182.83028),(27 182.06136),(28 182.82971),(29 180.46297),(30 181.38925),(31 182.67386),(32 181.15933),(33 179.82521),(34 182.07706),(35 181.15353),(36 178.79674),(37 177.35988),(38 177.32643),(39 176.77634),(40 179.67203),(41 180.12657),(42 181.31131),(43 182.98059),(44 181.57437),(45 181.31711),(46 182.98845),(47 180.91205),(48 182.37659),(49 185.11942),(50 182.40771),(51 183.64957),(52 185.24329),(53 183.8841),(54 186.04077),(55 183.01741),(56 185.12837),(57 186.14111),(58 184.6367),(59 184.77103),(60 187.3143),(61 185.17493),(62 183.6419),(63 183.4118),(64 181.65714),(65 182.46542),(66 186.24184),(67 182.37971),(68 181.8782),(69 186.33731),(70 183.23764),(71 183.8403),(72 187.50185),(73 185.31932),(74 184.94202),(75 188.23883),(76 184.08437),(77 184.23918),(78 186.29178),(79 184.8018),
(1 118.623795),(2 139.87625),(3 149.41554),(4 157.66223),(5 161.55492),(6 164.36897),(7 168.25171),(8 169.9195),(9 171.3099),(10 172.57379),(11 172.93408),(12 174.1252),(13 177.1226),(14 174.00476),(15 174.69475),(16 178.01376),(17 175.19025),(18 175.24826),(19 179.10156),(20 179.18784),(21 177.921),(22 179.5139),(23 177.77678),(24 179.26535),(25 182.96097),(26 179.64526),(27 178.26828),(28 179.77171),(29 178.07826),(30 176.43016),(31 177.88692),(32 178.14691),(33 176.2017),(34 177.80745),(35 175.34322),(36 173.52467),(37 173.30426),(38 172.47905),(39 173.24132),(40 174.00864),(41 174.00655),(42 174.70007),(43 176.80339),(44 175.53897),(45 175.60045),(46 178.27786),(47 178.71576),(48 179.06439),(49 181.86732),(50 180.48224),(51 180.3142),(52 181.73471),(53 182.23076),(54 182.31168),(55 179.23166),(56 180.84605),(57 181.27148),(58 180.45435),(59 180.37662),(60 182.32193),(61 180.15228),(62 179.86243),(63 181.41193),(64 179.90112),(65 178.70514),(66 181.99707),(67 179.69527),(68 178.593),(69 181.42258),(70 179.31349),(71 178.33446),(72 180.85518),(73 179.27745),(74 177.90414),(75 182.12263),(76 179.47937),(77 179.40611),(78 181.83441),(79 179.32266),
(1 118.33124),(2 138.22493),(3 148.77509),(4 157.08357),(5 160.19049),(6 163.57892),(7 167.1928),(8 167.39796),(9 170.2191),(10 171.4275),(11 169.83662),(12 171.01233),(13 173.92505),(14 173.14812),(15 172.7706),(16 176.04684),(17 173.97757),(18 175.22865),(19 176.26596),(20 177.31706),(21 177.5774),(22 179.68681),(23 177.30917),(24 178.53177),(25 179.91289),(26 179.58488),(27 179.07065),(28 179.963),(29 177.93594),(30 174.95049),(31 178.53578),(32 175.16345),(33 175.49625),(34 176.25197),(35 173.6703),(36 173.01459),(37 173.19621),(38 170.88782),(39 171.0283),(40 171.11296),(41 169.98677),(42 171.91174),(43 175.00468),(44 174.31384),(45 176.52188),(46 176.53477),(47 173.93103),(48 173.71664),(49 177.8508),(50 175.21211),(51 175.12167),(52 176.80028),(53 176.24857),(54 177.34198),(55 174.96396),(56 176.96474),(57 177.17093),(58 176.5326),(59 175.488),(60 178.13004),(61 175.7803),(62 176.56783),(63 178.06314),(64 176.59885),(65 175.63167),(66 176.37425),(67 173.39917),(68 173.28204),(69 174.94287),(70 173.20955),(71 172.88786),(72 176.6713),(73 175.71257),(74 175.36185),(75 177.0984),(76 173.83078),(77 173.08157),(78 176.64948),(79 173.79741),
(1 116.15922),(2 134.19734),(3 143.57498),(4 150.35905),(5 154.82582),(6 156.90553),(7 162.02629),(8 162.47409),(9 163.29762),(10 166.452),(11 165.03001),(12 164.13295),(13 167.02733),(14 165.41287),(15 166.87701),(16 168.4068),(17 166.44014),(18 168.42955),(19 170.63849),(20 167.96988),(21 170.4252),(22 171.71544),(23 170.54796),(24 172.7894),(25 173.74138),(26 172.80646),(27 171.5881),(28 174.0605),(29 170.4186),(30 169.4404),(31 171.7272),(32 171.25558),(33 171.12817),(34 171.34383),(35 170.20235),(36 170.67827),(37 173.11655),(38 169.78127),(39 168.07607),(40 168.45697),(41 167.16542),(42 169.45451),(43 172.92819),(44 172.01326),(45 173.44182),(46 174.79837),(47 172.54514),(48 172.1334),(49 175.33478),(50 172.99132),(51 171.32138),(52 173.8259),(53 172.48889),(54 173.70494),(55 172.83687),(56 173.44693),(57 174.36618),(58 172.70157),(59 171.58556),(60 176.34637),(61 173.79842),(62 174.09128),(63 175.51976),(64 174.89334),(65 175.00179),(66 176.8336),(67 175.20998),(68 174.93642),(69 175.84375),(70 174.1226),(71 174.66322),(72 177.05766),(73 174.52814),(74 174.80707),(75 176.12213),(76 172.66733),(77 172.22746),(78 175.40091),(79 173.4303),
(1 114.27598),(2 132.43983),(3 140.53378),(4 147.19312),(5 150.9565),(6 154.36876),(7 161.0658),(8 160.9753),(9 163.19002),(10 166.39284),(11 164.90456),(12 165.65146),(13 168.62508),(14 165.75778),(15 165.80728),(16 166.783),(17 165.60901),(18 167.83195),(19 170.89253),(20 168.59874),(21 170.15721),(22 171.31328),(23 169.28409),(24 169.84064),(25 170.46953),(26 169.74556),(27 168.0687),(28 169.617),(29 166.7574),(30 164.65247),(31 165.18091),(32 165.11934),(33 163.91705),(34 164.06999),(35 164.68423),(36 165.13043),(37 166.9699),(38 166.90437),(39 166.36594),(40 165.99692),(41 167.18256),(42 167.12721),(43 171.04811),(44 168.88295),(45 169.70775),(46 170.83766),(47 170.182),(48 169.33047),(49 172.79015),(50 171.30495),(51 170.24657),(52 171.3476),(53 169.50038),(54 168.972),(55 167.67316),(56 167.52547),(57 169.30638),(58 167.14375),(59 166.62764),(60 169.94365),(61 167.65384),(62 167.63554),(63 168.61006),(64 166.46523),(65 167.18066),(66 169.55182),(67 167.44218),(68 166.1233),(69 169.44026),(70 168.0812),(71 169.83305),(72 172.35031),(73 169.92276),(74 169.98738),(75 172.33916),(76 169.94034),(77 169.06273),(78 170.41162),(79 169.02843),
(1 113.47514),(2 132.55469),(3 141.55002),(4 149.42522),(5 152.93575),(6 153.96432),(7 161.48468),(8 161.00772),(9 161.38084),(10 165.3476),(11 162.26595),(12 163.35796),(13 164.40927),(14 162.63521),(15 163.65291),(16 166.64334),(17 162.73378),(18 164.74539),(19 167.73549),(20 167.01332),(21 166.65088),(22 167.7477),(23 168.76366),(24 168.191),(25 167.52834),(26 167.2628),(27 166.40433),(28 167.38045),(29 165.18626),(30 164.5398),(31 163.61154),(32 164.51399),(33 164.8546),(34 165.62126),(35 165.00288),(36 164.69046),(37 165.25467),(38 163.40707),(39 163.64066),(40 165.10828),(41 164.54144),(42 165.0773),(43 168.08008),(44 165.99457),(45 167.35616),(46 168.56282),(47 167.80345),(48 169.37363),(49 171.20326),(50 171.07607),(51 170.8596),(52 170.9949),(53 170.2154),(54 171.04713),(55 168.65143),(56 169.40488),(57 168.78583),(58 166.25275),(59 167.35931),(60 170.26472),(61 168.4044),(62 168.05472),(63 169.79333),(64 168.00868),(65 169.42395),(66 172.49586),(67 168.51265),(68 167.76593),(69 171.09702),(70 168.48381),(71 168.4056),(72 171.41032),(73 169.34482),(74 168.7677),(75 170.28041),(76 169.12292),(77 168.05838),(78 168.74805),(79 168.30309),
(1 109.06726),(2 126.427505),(3 135.78955),(4 144.32352),(5 146.23376),(6 147.68126),(7 152.33339),(8 152.84877),(9 152.09937),(10 155.56442),(11 153.60013),(12 154.5127),(13 156.32005),(14 156.53265),(15 157.87843),(16 161.1113),(17 157.8203),(18 157.96725),(19 160.54791),(20 161.10123),(21 160.93404),(22 164.12566),(23 163.67494),(24 165.07655),(25 166.18965),(26 164.45807),(27 164.92805),(28 166.96461),(29 165.44012),(30 163.93466),(31 163.37436),(32 162.84105),(33 162.09128),(34 163.13524),(35 161.2099),(36 161.45155),(37 160.39699),(38 158.58519),(39 157.80232),(40 159.0529),(41 158.30122),(42 158.09909),(43 160.53001),(44 159.47336),(45 159.68607),(46 159.5331),(47 159.4104),(48 161.4107),(49 162.59523),(50 161.7742),(51 160.81802),(52 164.21611),(53 163.27151),(54 163.91402),(55 161.96696),(56 162.54077),(57 162.20955),(58 161.31204),(59 161.7527),(60 164.00331),(61 161.28754),(62 162.98376),(63 164.86935),(64 162.3619),(65 161.46402),(66 164.619),(67 163.70819),(68 163.06557),(69 166.17421),(70 163.90034),(71 164.02927),(72 166.44664),(73 163.68047),(74 162.5555),(75 163.70168),(76 163.04674),(77 162.73247),(78 164.17126),(79 163.71281),
(1 109.56607),(2 128.32857),(3 137.56955),(4 145.62207),(5 147.8561),(6 150.72528),(7 155.87416),(8 155.955),(9 157.43591),(10 159.5701),(11 157.89708),(12 159.03708),(13 160.199),(14 158.9994),(15 159.3617),(16 162.60352),(17 161.69356),(18 162.38533),(19 163.67566),(20 162.31348),(21 164.13647),(22 166.76198),(23 166.41048),(24 166.18289),(25 169.24718),(26 166.17503),(27 166.40955),(28 168.9103),(29 166.5204),(30 165.14752),(31 166.84789),(32 167.38094),(33 165.54219),(34 165.68558),(35 162.83229),(36 163.37175),(37 164.49841),(38 161.8519),(39 160.8282),(40 162.02715),(41 160.49141),(42 161.1772),(43 162.5004),(44 161.76385),(45 162.43085),(46 162.35902),(47 162.06487),(48 163.40807),(49 164.52417),(50 162.56052),(51 163.0776),(52 167.21861),(53 164.3378),(54 166.34142),(55 163.49525),(56 164.52307),(57 164.86928),(58 163.50716),(59 163.08867),(60 165.71286),(61 162.96094),(62 162.00658),(63 163.83571),(64 160.82355),(65 158.53232),(66 163.00256),(67 161.25012),(68 161.26321),(69 162.44112),(70 160.14114),(71 159.95207),(72 161.40172),(73 159.40518),(74 160.25894),(75 161.14902),(76 159.83951),(77 160.79362),(78 161.05487),(79 161.34383),
