1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 281.64185),(2 400.34888),(3 471.52798),(4 522.9661),(5 554.6783),(6 588.37445),(7 608.0548),(8 621.64056),(9 624.5157),(10 629.6102),(11 632.28467),(12 638.81213),(13 644.3325),(14 639.125),(15 640.03143),(16 640.1743),(17 640.1236),(18 652.76166),(19 651.3448),(20 656.0508),(21 658.114),(22 666.41077),(23 667.50195),(24 670.9375),(25 676.14655),(26 675.4413),(27 680.192),(28 670.66785),(29 672.24396),(30 670.6237),(31 670.49146),(32 673.4057),(33 679.675),(34 676.2225),(35 676.05963),(36 670.89215),(37 673.8116),(38 674.67224),(39 677.60333),(40 677.9587),(41 679.97327),(42 687.76764),(43 693.30383),(44 692.27637),(45 695.65796),(46 697.70496),(47 694.3524),(48 700.1153),(49 698.2624),(50 705.9369),(51 704.8213),(52 705.6198),(53 698.37714),(54 702.4646),(55 701.7932),(56 701.95996),(57 699.4713),(58 696.5079),(59 695.79694),(60 696.0693),(61 698.3343),(62 702.22034),(63 701.2456),(64 700.40247),(65 702.87213),(66 701.8756),(67 702.734),(68 699.4119),(69 692.981),(70 690.5118),(71 687.97644),(72 690.9121),(73 690.5879),(74 691.10223),(75 692.27527),(76 690.0846),(77 687.9663),(78 698.2285),(79 697.56104),
(1 273.64172),(2 389.36557),(3 456.6215),(4 501.5802),(5 526.2762),(6 558.06177),(7 579.9243),(8 584.8133),(9 597.9859),(10 605.60645),(11 608.2117),(12 613.758),(13 625.1161),(14 627.60034),(15 626.8274),(16 623.9255),(17 627.09045),(18 633.8963),(19 631.44885),(20 636.61316),(21 634.8734),(22 643.2343),(23 638.4348),(24 634.27997),(25 638.96857),(26 643.89813),(27 645.0023),(28 645.556),(29 652.24677),(30 655.84106),(31 658.32855),(32 663.9339),(33 660.1626),(34 657.39594),(35 659.96954),(36 663.5051),(37 664.75916),(38 666.204),(39 668.0976),(40 667.1633),(41 668.8982),(42 672.75867),(43 667.3818),(44 667.4175),(45 664.88306),(46 670.9498),(47 672.4777),(48 675.17993),(49 677.4924),(50 681.54877),(51 680.46564),(52 676.21893),(53 678.0711),(54 679.64966),(55 680.40027),(56 673.97565),(57 673.3619),(58 670.80597),(59 671.4073),(60 675.1363),(61 669.81494),(62 672.67206),(63 680.9197),(64 680.2904),(65 680.33466),(66 681.8209),(67 669.8828),(68 661.1279),(69 660.9657),(70 659.14636),(71 659.10675),(72 655.5777),(73 658.79865),(74 664.11664),(75 666.3736),(76 657.47955),(77 661.5021),(78 665.97144),(79 669.21295),
(1 270.21582),(2 383.4874),(3 456.027),(4 497.2173),(5 519.17926),(6 550.11426),(7 570.06586),(8 579.1156),(9 590.86346),(10 599.1845),(11 603.4278),(12 603.3554),(13 609.9091),(14 617.4096),(15 625.0729),(16 622.2936),(17 625.0012),(18 624.2468),(19 625.1229),(20 625.67334),(21 631.15137),(22 637.18195),(23 629.9079),(24 629.72876),(25 629.10516),(26 630.90375),(27 629.3027),(28 632.905),(29 634.58185),(30 630.8082),(31 633.7123),(32 638.3423),(33 639.47736),(34 639.28986),(35 641.65625),(36 644.7741),(37 647.4224),(38 645.7497),(39 667.3444),(40 663.62256),(41 668.8507),(42 673.2725),(43 672.88135),(44 674.0975),(45 669.8955),(46 667.5783),(47 662.50555),(48 656.9964),(49 658.9024),(50 660.806),(51 659.16675),(52 659.05536),(53 665.4185),(54 666.28784),(55 668.71124),(56 666.2827),(57 658.82135),(58 656.0898),(59 655.09607),(60 654.16406),(61 650.296),(62 648.7843),(63 649.2819),(64 653.83044),(65 649.12946),(66 660.11584),(67 657.4236),(68 657.4),(69 657.81506),(70 662.223),(71 660.9752),(72 659.70105),(73 662.92456),(74 666.26605),(75 664.1748),(76 657.47437),(77 659.99365),(78 663.53046),(79 661.1799),
(1 266.98557),(2 381.31735),(3 447.9908),(4 494.015),(5 521.2973),(6 544.38184),(7 561.3453),(8 570.12286),(9 580.1813),(10 586.1832),(11 593.479),(12 594.66113),(13 601.27094),(14 606.83386),(15 613.4733),(16 615.24615),(17 623.16016),(18 623.4258),(19 617.7207),(20 620.2411),(21 622.8656),(22 623.0073),(23 627.2151),(24 627.3052),(25 631.1376),(26 631.8914),(27 635.5032),(28 630.1835),(29 624.0417),(30 623.08954),(31 620.2444),(32 624.55914),(33 621.0193),(34 619.27515),(35 615.69995),(36 615.90906),(37 614.41864),(38 613.73694),(39 618.62787),(40 616.21606),(41 613.92255),(42 621.40607),(43 628.30884),(44 629.0616),(45 628.8587),(46 633.645),(47 637.90845),(48 635.6034),(49 639.2769),(50 638.5536),(51 636.00476),(52 635.23444),(53 634.0729),(54 637.6258),(55 634.11945),(56 633.14905),(57 632.4185),(58 635.2534),(59 635.4898),(60 637.0034),(61 635.94257),(62 640.004),(63 636.8668),(64 637.30493),(65 641.67957),(66 649.81854),(67 644.18677),(68 637.0282),(69 634.8642),(70 637.6831),(71 641.1815),(72 646.88617),(73 640.94574),(74 640.2857),(75 636.08673),(76 638.7475),(77 638.4712),(78 638.5559),(79 640.27167),
(1 258.58456),(2 370.11508),(3 435.48297),(4 478.52054),(5 502.67972),(6 525.9576),(7 542.5662),(8 552.79175),(9 557.78107),(10 568.6164),(11 569.052),(12 567.8402),(13 573.7372),(14 578.56104),(15 584.5138),(16 587.0491),(17 587.9085),(18 593.4218),(19 590.5705),(20 592.8517),(21 598.5212),(22 604.6292),(23 601.9683),(24 607.84106),(25 611.3869),(26 613.6527),(27 609.3627),(28 608.59296),(29 610.95374),(30 614.78),(31 622.3598),(32 622.5586),(33 624.9923),(34 629.75214),(35 629.34375),(36 629.29785),(37 631.3044),(38 631.1627),(39 635.90717),(40 637.49304),(41 633.01276),(42 635.491),(43 635.2634),(44 637.2532),(45 635.23694),(46 625.87695),(47 630.65216),(48 630.67816),(49 633.99725),(50 640.3288),(51 644.41174),(52 643.3969),(53 632.6453),(54 644.43085),(55 644.1973),(56 637.04016),(57 636.2373),(58 633.82574),(59 636.5669),(60 633.698),(61 633.32715),(62 637.74384),(63 647.2262),(64 646.8461),(65 650.72174),(66 649.7554),(67 643.31024),(68 637.04846),(69 642.9996),(70 643.44),(71 646.3339),(72 645.1429),(73 644.84576),(74 645.80963),(75 646.1732),(76 641.18036),(77 638.9671),(78 637.59735),(79 636.8801),
(1 257.0796),(2 366.47278),(3 427.58078),(4 470.53333),(5 498.02127),(6 521.4407),(7 544.0032),(8 550.90955),(9 560.40204),(10 566.0214),(11 566.6234),(12 569.8591),(13 570.77203),(14 571.3117),(15 574.2904),(16 575.68994),(17 576.9896),(18 582.90906),(19 583.1137),(20 586.52484),(21 591.5402),(22 599.63947),(23 603.0554),(24 608.18445),(25 612.89716),(26 618.4779),(27 614.5367),(28 613.5458),(29 617.46985),(30 618.187),(31 613.67847),(32 621.1542),(33 623.0504),(34 622.4392),(35 624.19226),(36 624.89075),(37 627.62964),(38 623.7667),(39 619.38617),(40 613.56775),(41 606.0445),(42 611.9107),(43 617.5255),(44 623.5925),(45 629.20667),(46 627.833),(47 627.15814),(48 622.09705),(49 620.7589),(50 618.5615),(51 624.02185),(52 617.9047),(53 617.55145),(54 616.3483),(55 615.52295),(56 618.5666),(57 618.05646),(58 616.2204),(59 620.8635),(60 626.71466),(61 627.44836),(62 629.46436),(63 631.0148),(64 627.8344),(65 632.9937),(66 632.5399),(67 633.5691),(68 627.90295),(69 632.83417),(70 630.1279),(71 629.87787),(72 623.78),(73 623.48944),(74 625.0713),(75 625.48926),(76 628.72784),(77 625.4633),(78 622.02106),(79 628.2565),
(1 251.64496),(2 358.9875),(3 427.47668),(4 468.77325),(5 489.16617),(6 511.5564),(7 529.0696),(8 540.4828),(9 553.9812),(10 554.9017),(11 555.2687),(12 556.49194),(13 556.862),(14 557.6804),(15 559.02997),(16 562.6505),(17 564.0392),(18 573.4712),(19 570.85266),(20 569.1343),(21 571.0622),(22 574.42645),(23 577.24097),(24 580.06036),(25 581.41003),(26 581.7216),(27 586.9937),(28 587.7587),(29 588.6641),(30 589.2233),(31 582.7759),(32 585.0701),(33 590.2227),(34 591.75385),(35 594.5633),(36 597.8079),(37 594.44055),(38 594.578),(39 596.81366),(40 594.1356),(41 587.99854),(42 589.9115),(43 600.32983),(44 600.9494),(45 603.7401),(46 612.0465),(47 611.3975),(48 614.55396),(49 611.37177),(50 611.3432),(51 616.7235),(52 612.4253),(53 613.7764),(54 612.4566),(55 613.9019),(56 608.8679),(57 612.7424),(58 616.3773),(59 617.15247),(60 618.62665),(61 622.6984),(62 625.2364),(63 622.897),(64 616.12274),(65 617.6255),(66 618.0205),(67 614.7497),(68 610.03534),(69 612.7556),(70 619.1873),(71 620.2591),(72 619.7777),(73 616.44586),(74 609.031),(75 609.84827),(76 615.0517),(77 615.57996),(78 614.1176),(79 616.9428),
(1 244.55777),(2 348.76688),(3 410.5871),(4 450.26477),(5 474.2941),(6 499.7798),(7 518.4702),(8 529.72705),(9 541.90594),(10 542.9144),(11 545.2862),(12 546.0609),(13 550.0222),(14 552.6059),(15 555.5422),(16 558.8549),(17 553.36224),(18 564.7089),(19 565.54596),(20 568.8891),(21 572.6745),(22 576.20306),(23 580.1197),(24 582.74805),(25 579.8076),(26 582.07446),(27 580.47144),(28 575.10547),(29 573.2461),(30 584.09796),(31 580.60846),(32 577.4723),(33 581.1087),(34 580.21344),(35 578.49927),(36 576.7269),(37 576.5331),(38 583.5944),(39 585.62537),(40 582.3629),(41 585.8584),(42 592.5045),(43 593.24713),(44 595.24084),(45 594.25775),(46 594.78046),(47 595.5214),(48 594.3673),(49 591.8141),(50 587.9025),(51 592.17694),(52 587.99164),(53 584.1679),(54 586.8752),(55 589.44836),(56 588.32416),(57 591.60065),(58 594.3733),(59 598.0764),(60 600.88794),(61 601.52155),(62 602.52325),(63 607.5882),(64 608.78546),(65 607.2989),(66 608.4712),(67 599.30896),(68 596.605),(69 595.00446),(70 596.74854),(71 595.53595),(72 592.1798),(73 596.11597),(74 596.2426),(75 597.24884),(76 591.9936),(77 590.2132),(78 589.1283),(79 593.6367),
(1 243.27444),(2 346.51175),(3 408.00064),(4 447.28275),(5 476.3594),(6 499.2528),(7 510.84836),(8 526.6987),(9 534.639),(10 536.827),(11 538.94073),(12 540.4145),(13 544.19556),(14 546.35956),(15 547.79663),(16 549.2355),(17 545.8881),(18 554.5532),(19 559.1254),(20 558.6006),(21 560.2936),(22 562.2721),(23 561.9155),(24 569.8921),(25 571.404),(26 570.81085),(27 572.20514),(28 570.9486),(29 576.88776),(30 582.4015),(31 579.5633),(32 577.348),(33 572.78076),(34 572.05225),(35 571.0142),(36 576.3456),(37 576.05133),(38 581.8224),(39 582.9111),(40 580.537),(41 581.5702),(42 580.8707),(43 582.0369),(44 582.0679),(45 576.27167),(46 577.77246),(47 573.30743),(48 569.8175),(49 570.55115),(50 573.7145),(51 575.1175),(52 581.36755),(53 579.21924),(54 586.6093),(55 583.0525),(56 584.6788),(57 588.8976),(58 590.74414),(59 592.62335),(60 587.4008),(61 591.03394),(62 598.3522),(63 601.9325),(64 603.6176),(65 606.4635),(66 607.3626),(67 606.95404),(68 606.8224),(69 604.1308),(70 600.87726),(71 594.815),(72 593.52875),(73 595.593),(74 595.25574),(75 598.7623),(76 599.801),(77 597.2974),(78 596.0582),(79 598.71515),
(1 241.38351),(2 343.45056),(3 399.80438),(4 433.90228),(5 460.60706),(6 484.52463),(7 500.29718),(8 508.96442),(9 513.0472),(10 512.38434),(11 516.2436),(12 522.91064),(13 526.7071),(14 526.91705),(15 533.99304),(16 537.5224),(17 540.6862),(18 546.04956),(19 545.3417),(20 544.79626),(21 542.03235),(22 541.6677),(23 542.7714),(24 544.7816),(25 541.6235),(26 545.56464),(27 547.74414),(28 551.6933),(29 555.9063),(30 557.04535),(31 554.3948),(32 552.29724),(33 554.64264),(34 560.6641),(35 568.401),(36 563.74963),(37 560.5792),(38 559.38293),(39 558.32904),(40 554.74854),(41 556.9562),(42 561.8621),(43 562.8227),(44 564.20465),(45 560.9973),(46 560.0268),(47 562.8936),(48 558.584),(49 557.31104),(50 556.0535),(51 557.62494),(52 555.64233),(53 556.70074),(54 559.86523),(55 560.67316),(56 561.3563),(57 560.2564),(58 561.56665),(59 568.7563),(60 573.7338),(61 579.296),(62 583.3182),(63 579.8808),(64 579.18335),(65 579.816),(66 583.1112),(67 576.6712),(68 576.2162),(69 570.60394),(70 571.485),(71 568.32074),(72 565.81335),(73 570.54425),(74 570.043),(75 569.83655),(76 567.2042),(77 570.7825),(78 569.8807),(79 576.6571),
(1 242.68126),(2 338.9379),(3 397.3486),(4 436.43866),(5 464.06494),(6 483.41367),(7 499.54044),(8 510.51016),(9 517.24005),(10 521.07623),(11 526.0702),(12 531.927),(13 535.9625),(14 537.5017),(15 539.3468),(16 532.75476),(17 538.99646),(18 542.26013),(19 543.4108),(20 543.3191),(21 540.466),(22 541.53156),(23 535.5131),(24 535.03656),(25 541.73956),(26 546.0917),(27 549.53613),(28 543.1074),(29 538.6282),(30 537.17664),(31 537.2065),(32 542.6459),(33 547.23804),(34 551.4979),(35 551.7012),(36 552.14655),(37 552.6675),(38 550.17694),(39 556.1359),(40 557.72504),(41 560.8477),(42 565.3108),(43 562.4231),(44 567.3654),(45 568.784),(46 568.5257),(47 566.4089),(48 564.2986),(49 561.4091),(50 563.90607),(51 563.1158),(52 561.01733),(53 562.4143),(54 570.56104),(55 567.4565),(56 566.8409),(57 565.55756),(58 562.34094),(59 565.93195),(60 567.2949),(61 568.6191),(62 571.7355),(63 568.9679),(64 566.07324),(65 569.892),(66 572.16956),(67 564.2653),(68 563.2842),(69 564.3895),(70 566.02747),(71 572.65607),(72 571.12476),(73 569.54755),(74 563.771),(75 565.91956),(76 567.19275),(77 570.224),(78 572.65497),(79 573.9532),
(1 230.66658),(2 325.71274),(3 377.91718),(4 411.63086),(5 434.80655),(6 457.65753),(7 468.90018),(8 481.61685),(9 489.09573),(10 491.20218),(11 496.63754),(12 501.45255),(13 501.03888),(14 505.8767),(15 508.862),(16 511.46204),(17 511.1416),(18 514.08716),(19 519.1447),(20 519.8475),(21 517.2603),(22 521.80945),(23 523.95276),(24 522.6739),(25 528.18555),(26 521.59924),(27 525.33496),(28 522.29926),(29 520.21533),(30 524.4501),(31 519.3879),(32 520.0034),(33 520.37946),(34 527.04663),(35 525.77203),(36 529.82623),(37 528.5236),(38 529.66266),(39 532.1839),(40 533.6223),(41 528.6538),(42 534.0609),(43 535.07477),(44 528.7353),(45 532.1656),(46 532.744),(47 537.1212),(48 540.28674),(49 542.27374),(50 540.9947),(51 542.2563),(52 544.8884),(53 546.1716),(54 544.2305),(55 544.30237),(56 545.1313),(57 541.6791),(58 546.22174),(59 546.6369),(60 546.4383),(61 544.2464),(62 546.8868),(63 552.4566),(64 548.6567),(65 544.6427),(66 549.29004),(67 546.67694),(68 545.36707),(69 546.20605),(70 546.2014),(71 546.60516),(72 546.58246),(73 544.135),(74 543.19525),(75 545.4474),(76 541.7733),(77 546.2202),(78 544.639),(79 546.33936),
(1 231.90004),(2 327.15723),(3 387.60596),(4 420.38184),(5 445.94724),(6 468.19226),(7 482.46313),(8 488.37796),(9 501.21884),(10 509.87646),(11 514.7793),(12 515.3961),(13 522.30994),(14 524.6913),(15 523.47186),(16 526.3398),(17 525.8098),(18 534.14905),(19 531.7829),(20 529.59143),(21 527.03723),(22 528.932),(23 528.3853),(24 529.1877),(25 532.1341),(26 533.4945),(27 528.0852),(28 528.65576),(29 527.6532),(30 532.62384),(31 531.6092),(32 530.8543),(33 528.8903),(34 534.2142),(35 532.6102),(36 532.42664),(37 531.0806),(38 535.0353),(39 537.39594),(40 539.9828),(41 540.6562),(42 544.97437),(43 548.7305),(44 544.90405),(45 549.74164),(46 553.8116),(47 551.7665),(48 549.88245),(49 546.8954),(50 548.486),(51 547.7396),(52 547.15674),(53 541.8596),(54 541.6837),(55 544.40594),(56 547.1992),(57 552.0056),(58 552.4457),(59 551.73987),(60 550.58356),(61 549.21594),(62 545.037),(63 551.2191),(64 546.8934),(65 546.3098),(66 552.66064),(67 546.1641),(68 550.30414),(69 554.6337),(70 554.90076),(71 549.0975),(72 545.4865),(73 550.8392),(74 557.6226),(75 558.4857),(76 551.2859),(77 553.8626),(78 551.24646),(79 553.46436),
(1 224.7812),(2 320.2491),(3 378.54907),(4 408.19083),(5 426.3879),(6 449.66318),(7 462.18478),(8 475.40042),(9 485.56393),(10 493.45337),(11 493.9112),(12 494.044),(13 501.32727),(14 500.1633),(15 502.64023),(16 503.63678),(17 500.25775),(18 505.53943),(19 505.66287),(20 504.58337),(21 503.6249),(22 507.20502),(23 507.85883),(24 511.18878),(25 510.39645),(26 514.7205),(27 516.3327),(28 513.4095),(29 509.95718),(30 511.75494),(31 511.74088),(32 511.1907),(33 511.1408),(34 515.88293),(35 516.71014),(36 516.2997),(37 514.95654),(38 516.13605),(39 515.09784),(40 521.74585),(41 518.04956),(42 526.7111),(43 532.21405),(44 535.5442),(45 537.7623),(46 537.99054),(47 530.01404),(48 525.5524),(49 523.7335),(50 526.03796),(51 527.3831),(52 530.2928),(53 524.14087),(54 522.5724),(55 521.9777),(56 523.0643),(57 525.45355),(58 526.08746),(59 521.1368),(60 519.3254),(61 522.4463),(62 525.26306),(63 527.23645),(64 527.9585),(65 532.08923),(66 532.01587),(67 524.7846),(68 529.7768),(69 529.19366),(70 527.25867),(71 525.622),(72 527.47327),(73 528.36),(74 529.2888),(75 534.27124),(76 533.7984),(77 533.2181),(78 531.23834),(79 535.4073),
(1 224.32518),(2 312.95972),(3 366.2548),(4 401.5144),(5 423.9),(6 441.86176),(7 453.44098),(8 462.58948),(9 467.1718),(10 473.69873),(11 479.5407),(12 484.8717),(13 490.33453),(14 491.09885),(15 491.70612),(16 491.33466),(17 493.09567),(18 497.82468),(19 495.1407),(20 500.0736),(21 497.02115),(22 499.13474),(23 493.8529),(24 494.02466),(25 494.0141),(26 495.14694),(27 492.1151),(28 492.38617),(29 494.11456),(30 499.08954),(31 502.13293),(32 502.02585),(33 505.6825),(34 506.24716),(35 505.8313),(36 502.4761),(37 500.42798),(38 499.56595),(39 500.391),(40 501.7674),(41 501.58173),(42 509.21594),(43 513.34625),(44 521.28314),(45 525.4745),(46 521.7853),(47 520.3162),(48 513.9068),(49 517.13684),(50 518.73444),(51 514.5459),(52 516.23694),(53 511.85904),(54 511.86966),(55 514.5528),(56 515.32697),(57 520.85785),(58 527.5062),(59 526.63965),(60 530.6184),(61 533.0747),(62 534.8209),(63 536.82495),(64 535.55597),(65 538.43176),(66 535.02014),(67 528.591),(68 527.7807),(69 523.71814),(70 526.87427),(71 528.61456),(72 527.8427),(73 528.83075),(74 527.7189),(75 525.8345),(76 527.76294),(77 529.72437),(78 527.4145),(79 525.98376),
(1 222.40504),(2 308.07132),(3 356.52222),(4 386.48218),(5 410.39133),(6 430.95367),(7 443.7503),(8 453.22168),(9 458.9874),(10 461.03723),(11 469.54037),(12 466.64676),(13 469.36053),(14 474.79437),(15 471.7936),(16 471.41766),(17 475.0766),(18 480.32602),(19 481.8814),(20 489.61404),(21 485.77457),(22 490.54565),(23 490.46173),(24 491.70398),(25 490.8576),(26 489.24133),(27 486.7495),(28 480.72913),(29 480.55048),(30 482.3248),(31 486.1888),(32 487.49924),(33 487.4443),(34 492.02783),(35 490.10193),(36 493.68137),(37 495.97025),(38 496.8445),(39 495.19275),(40 496.81192),(41 501.12265),(42 510.25845),(43 506.27603),(44 508.08688),(45 510.05957),(46 510.3978),(47 507.97757),(48 508.70084),(49 515.7346),(50 514.21106),(51 511.75906),(52 511.27377),(53 509.247),(54 512.2211),(55 508.76563),(56 514.218),(57 520.9259),(58 521.3639),(59 516.8519),(60 519.46643),(61 522.12946),(62 520.9638),(63 521.9803),(64 516.4425),(65 518.6112),(66 518.6388),(67 520.0425),(68 520.02167),(69 519.5086),(70 522.1501),(71 526.3755),(72 520.415),(73 517.3166),(74 517.48047),(75 519.11633),(76 517.85626),(77 522.55304),(78 518.2381),(79 517.0597),
(1 217.20573),(2 301.2138),(3 348.70236),(4 385.1136),(5 407.2178),(6 425.67444),(7 436.10938),(8 450.08496),(9 454.34656),(10 460.44077),(11 465.75708),(12 467.67584),(13 469.72885),(14 475.6938),(15 475.51923),(16 470.40137),(17 475.6186),(18 482.55667),(19 482.2746),(20 479.92206),(21 479.61816),(22 481.18906),(23 481.8472),(24 480.60117),(25 482.75693),(26 481.20538),(27 481.93533),(28 477.96103),(29 476.52075),(30 478.60123),(31 479.3185),(32 478.8939),(33 480.4653),(34 484.14148),(35 487.52008),(36 485.70267),(37 485.09158),(38 487.4121),(39 481.49228),(40 481.871),(41 481.25882),(42 487.71793),(43 486.58936),(44 491.8107),(45 499.95013),(46 499.12814),(47 500.77875),(48 497.19608),(49 502.26462),(50 500.79657),(51 498.17358),(52 498.31406),(53 499.12228),(54 503.3399),(55 502.30228),(56 501.44803),(57 502.9428),(58 504.45566),(59 505.092),(60 507.0382),(61 507.9055),(62 509.57846),(63 510.6165),(64 511.86136),(65 514.82263),(66 514.7698),(67 509.31082),(68 508.67566),(69 507.4731),(70 506.1433),(71 505.82306),(72 499.88434),(73 500.31396),(74 500.1423),(75 498.72525),(76 500.98688),(77 500.42624),(78 502.7337),(79 503.74915),
(1 215.55096),(2 303.1927),(3 353.04385),(4 387.45026),(5 408.14642),(6 426.70517),(7 440.40588),(8 452.33517),(9 460.6781),(10 465.81924),(11 472.23788),(12 469.43222),(13 467.2463),(14 478.15817),(15 473.46255),(16 476.87012),(17 480.3706),(18 484.3722),(19 482.33716),(20 483.18143),(21 478.3283),(22 479.56967),(23 485.75732),(24 490.73685),(25 491.4166),(26 496.09744),(27 492.0975),(28 486.87338),(29 484.35352),(30 490.6782),(31 489.42175),(32 488.0329),(33 489.50125),(34 488.70013),(35 486.99808),(36 492.61945),(37 495.3478),(38 493.6084),(39 490.45206),(40 491.42767),(41 488.59164),(42 490.6253),(43 489.34558),(44 495.25818),(45 500.72815),(46 500.1966),(47 496.01382),(48 498.77905),(49 498.22308),(50 500.41),(51 503.3301),(52 502.09296),(53 507.27057),(54 511.92172),(55 518.73083),(56 515.88855),(57 513.85895),(58 508.64832),(59 509.694),(60 505.99063),(61 507.30444),(62 509.02295),(63 510.8833),(64 512.03723),(65 506.23074),(66 508.19135),(67 509.47485),(68 509.37872),(69 510.97528),(70 512.31384),(71 511.1336),(72 513.6252),(73 509.00925),(74 502.96747),(75 504.69446),(76 506.56128),(77 507.2577),(78 505.72278),(79 512.9211),
(1 210.97855),(2 293.6312),(3 340.0268),(4 372.98276),(5 394.28912),(6 414.54263),(7 427.12646),(8 434.49936),(9 440.9),(10 446.4748),(11 453.359),(12 454.89),(13 459.80508),(14 465.23746),(15 467.062),(16 462.8397),(17 461.85312),(18 462.05774),(19 460.97943),(20 462.48294),(21 460.4278),(22 463.67856),(23 464.9455),(24 468.4406),(25 467.52347),(26 474.22882),(27 477.06152),(28 471.24298),(29 470.77448),(30 477.12433),(31 475.31503),(32 473.8605),(33 480.14938),(34 480.65662),(35 477.7822),(36 479.13254),(37 479.4119),(38 480.06757),(39 476.8883),(40 475.6216),(41 478.17126),(42 475.77817),(43 479.09488),(44 482.07242),(45 475.8365),(46 474.56433),(47 477.21957),(48 474.38983),(49 473.56317),(50 477.16104),(51 473.27185),(52 473.65546),(53 473.76273),(54 471.479),(55 473.13437),(56 476.0719),(57 480.11105),(58 480.32614),(59 478.45886),(60 478.00366),(61 477.0438),(62 475.27618),(63 481.0296),(64 479.12897),(65 477.72565),(66 480.2337),(67 474.8143),(68 473.18668),(69 473.61435),(70 478.1636),(71 479.78296),(72 478.37527),(73 473.55243),(74 474.94785),(75 476.18442),(76 479.04315),(77 479.00992),(78 480.15118),(79 481.36536),
