1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5961.311),(2 16857.693),(3 31795.281),(4 47788.06),(5 66183.29),(6 85849.875),(7 105640.15),(8 126123.35),(9 146261.88),(10 167213.63),(11 192444.23),(12 218201.08),(13 237527.73),(14 255165.89),(15 271576.34),(16 286466.97),(17 301259.16),(18 315892.13),(19 326739.9),(20 340322.25),(21 351651.9),(22 360513.25),(23 371968.16),(24 380161.88),(25 384526.84),(26 386650.78),(27 387796.78),(28 386648.38),(29 382989.97),(30 377595),(31 376205.53),(32 381216.6),(33 380668.6),(34 384886.47),(35 396625.16),(36 405586.4),(37 416415.38),(38 430795.34),(39 445734.38),(40 466112.9),(41 482324),(42 498180.84),(43 511705.88),(44 523742.16),(45 537091.3),(46 548712.7),(47 559648.56),(48 569105.8),(49 575333.8),(50 575568.06),(51 575823),(52 573615.06),(53 570043),(54 568396.06),(55 564777.4),(56 558027.44),(57 547184.06),(58 538374),(59 523885.4),(60 511006.25),(61 489646.6),(62 470769.84),(63 451655.9),(64 436048.88),(65 418766.1),(66 398706.4),(67 378224.4),(68 362539.9),(69 354766.34),(70 347954.16),(71 344025.03),(72 342975.66),(73 337462.38),(74 331885.16),(75 328141.9),(76 327870.63),(77 326140.3),(78 330261.6),(79 338120.9),
(1 97.08156),(2 139.06145),(3 188.44221),(4 211.63571),(5 234.01428),(6 251.63109),(7 265.71173),(8 277.73724),(9 285.1999),(10 293.2924),(11 299.77496),(12 305.88626),(13 310.96826),(14 317.21466),(15 323.36536),(16 324.41138),(17 322.65973),(18 324.7726),(19 325.21344),(20 328.16708),(21 330.46353),(22 329.74948),(23 330.76895),(24 330.3861),(25 330.99286),(26 332.4328),(27 335.26636),(28 334.6038),(29 332.83557),(30 335.5443),(31 334.94974),(32 335.75885),(33 337.879),(34 339.01126),(35 340.8494),(36 344.2766),(37 346.70087),(38 349.17783),(39 352.0308),(40 351.74777),(41 353.69653),(42 357.31992),(43 358.4357),(44 359.03583),(45 357.87048),(46 361.9759),(47 363.67517),(48 363.41013),(49 363.58066),(50 364.05566),(51 364.02655),(52 364.12155),(53 363.87064),(54 366.7727),(55 367.18726),(56 368.30707),(57 368.83206),(58 370.73395),(59 371.21756),(60 370.7256),(61 372.08774),(62 371.8702),(63 373.15164),(64 373.0796),(65 373.69083),(66 375.19147),(67 376.8523),(68 378.2648),(69 378.51862),(70 378.68036),(71 379.88443),(72 380.72702),(73 381.6706),(74 382.2076),(75 385.67358),(76 383.92212),(77 383.18097),(78 382.7559),(79 382.55438),
(1 96.166374),(2 138.94565),(3 187.88495),(4 213.48882),(5 234.91054),(6 251.68578),(7 266.2443),(8 278.03436),(9 287.6523),(10 297.20834),(11 303.75067),(12 307.94128),(13 312.49377),(14 315.31912),(15 323.59125),(16 323.79715),(17 323.72415),(18 327.13513),(19 329.93677),(20 334.60333),(21 337.32248),(22 337.72565),(23 337.24945),(24 339.08624),(25 342.51926),(26 341.7482),(27 344.1238),(28 344.93848),(29 345.08997),(30 347.857),(31 349.66843),(32 352.0201),(33 351.87564),(34 350.90997),(35 351.2981),(36 352.4953),(37 355.16852),(38 354.9334),(39 355.9326),(40 358.0771),(41 359.41992),(42 359.558),(43 359.43213),(44 359.94693),(45 358.9038),(46 358.70908),(47 360.13724),(48 360.80295),(49 362.4589),(50 363.0631),(51 365.0218),(52 365.99857),(53 367.05948),(54 368.26825),(55 370.09726),(56 372.03857),(57 371.47183),(58 372.54327),(59 373.42355),(60 374.85214),(61 376.1306),(62 374.33752),(63 379.30527),(64 380.09512),(65 379.91086),(66 381.24237),(67 382.16025),(68 384.45123),(69 384.66183),(70 383.64377),(71 384.08667),(72 384.38037),(73 383.2104),(74 383.61563),(75 387.08975),(76 385.32413),(77 384.31378),(78 384.12164),(79 382.67184),
(1 93.37912),(2 135.48969),(3 183.73549),(4 209.28401),(5 231.01962),(6 247.03151),(7 260.10873),(8 272.6207),(9 280.7754),(10 288.04953),(11 295.284),(12 300.2167),(13 305.21848),(14 309.11935),(15 314.15054),(16 317.01938),(17 318.68826),(18 320.82004),(19 323.92502),(20 326.4293),(21 328.061),(22 330.2495),(23 332.6416),(24 332.65067),(25 334.88983),(26 334.38693),(27 336.34784),(28 337.44394),(29 337.06042),(30 336.90314),(31 338.0143),(32 340.34595),(33 339.87863),(34 340.81412),(35 341.58032),(36 341.6159),(37 343.9861),(38 344.2999),(39 345.97202),(40 346.46957),(41 347.85245),(42 347.77835),(43 350.63376),(44 349.45105),(45 350.76263),(46 350.46643),(47 350.47662),(48 352.16837),(49 354.3782),(50 357.99146),(51 358.57718),(52 358.73502),(53 357.7827),(54 360.0197),(55 360.98654),(56 361.697),(57 362.49832),(58 364.42914),(59 364.52725),(60 364.71884),(61 365.28),(62 366.3655),(63 366.1054),(64 365.64804),(65 366.37335),(66 366.90988),(67 366.78244),(68 366.77805),(69 368.84155),(70 367.4121),(71 368.19565),(72 369.6914),(73 368.73218),(74 371.64093),(75 372.83615),(76 371.4414),(77 373.8935),(78 371.1873),(79 369.55017),
(1 93.41109),(2 134.25905),(3 182.81058),(4 207.02844),(5 228.99593),(6 245.98705),(7 261.58655),(8 274.90173),(9 284.0076),(10 291.3468),(11 296.7115),(12 301.87515),(13 307.8172),(14 311.50183),(15 316.75125),(16 319.2349),(17 320.8431),(18 322.2866),(19 323.98764),(20 324.9732),(21 325.76294),(22 327.6767),(23 329.2663),(24 330.63898),(25 332.6878),(26 334.61752),(27 335.99863),(28 336.51678),(29 336.64642),(30 336.4345),(31 336.84048),(32 339.1445),(33 337.36218),(34 335.92294),(35 336.21515),(36 337.15973),(37 340.32513),(38 342.61642),(39 346.26672),(40 347.63913),(41 348.17075),(42 349.41278),(43 351.2784),(44 351.9477),(45 353.27158),(46 354.43445),(47 355.73392),(48 354.63217),(49 354.57288),(50 354.44202),(51 356.6197),(52 358.54285),(53 360.74988),(54 361.7502),(55 362.95676),(56 365.4536),(57 366.58896),(58 369.33243),(59 370.76086),(60 370.66278),(61 372.00082),(62 373.10455),(63 373.91794),(64 375.68353),(65 373.92313),(66 375.74637),(67 373.5433),(68 372.79285),(69 375.9179),(70 375.65854),(71 376.34177),(72 375.73456),(73 376.22195),(74 377.7949),(75 378.8503),(76 379.34),(77 380.17596),(78 376.13095),(79 376.62674),
(1 93.77969),(2 135.47978),(3 181.68921),(4 207.56651),(5 228.11893),(6 242.47586),(7 255.57938),(8 268.73123),(9 278.1139),(10 285.0652),(11 291.8979),(12 296.86792),(13 302.71893),(14 306.53442),(15 313.06067),(16 313.0285),(17 313.90945),(18 314.6471),(19 315.90207),(20 318.53882),(21 320.80487),(22 323.379),(23 324.7998),(24 327.3347),(25 328.87183),(26 330.76443),(27 330.98624),(28 330.67584),(29 329.04623),(30 329.64752),(31 330.61554),(32 331.61975),(33 332.5175),(34 331.1002),(35 332.54703),(36 333.212),(37 334.34827),(38 336.02805),(39 335.98148),(40 338.71094),(41 339.05032),(42 339.1162),(43 340.3813),(44 339.19867),(45 339.31674),(46 340.65683),(47 342.95923),(48 342.48422),(49 343.07166),(50 344.0515),(51 346.3602),(52 347.8589),(53 350.6845),(54 350.941),(55 353.09515),(56 354.07172),(57 355.26315),(58 356.12646),(59 357.9942),(60 358.67398),(61 358.6309),(62 359.74078),(63 359.55344),(64 360.91028),(65 361.20322),(66 362.04816),(67 362.61514),(68 361.57346),(69 363.09003),(70 361.77774),(71 361.71637),(72 359.84412),(73 361.07193),(74 361.15704),(75 361.5181),(76 362.15118),(77 364.17465),(78 362.78122),(79 363.34464),
(1 93.02667),(2 132.94472),(3 179.92226),(4 205.97446),(5 227.15079),(6 244.20378),(7 258.53174),(8 270.69998),(9 278.26044),(10 285.79785),(11 292.45724),(12 297.36642),(13 301.16052),(14 305.8308),(15 311.58615),(16 311.93695),(17 313.5649),(18 317.85873),(19 319.9077),(20 322.76068),(21 323.96667),(22 323.30328),(23 323.08282),(24 325.51355),(25 327.39697),(26 326.59726),(27 327.9237),(28 327.5235),(29 326.3966),(30 326.7397),(31 327.70035),(32 327.85474),(33 326.0761),(34 325.5041),(35 326.0386),(36 326.8577),(37 328.24872),(38 330.7078),(39 331.327),(40 333.21838),(41 335.52722),(42 334.752),(43 337.25095),(44 338.74142),(45 339.0039),(46 342.3167),(47 343.768),(48 346.58298),(49 348.06274),(50 348.62427),(51 351.37323),(52 353.14438),(53 353.1387),(54 351.4104),(55 351.61166),(56 351.31302),(57 352.9854),(58 354.17004),(59 355.71732),(60 356.8284),(61 359.58554),(62 357.80997),(63 358.14816),(64 359.00717),(65 361.63284),(66 362.23886),(67 362.57965),(68 362.54337),(69 361.71167),(70 361.51312),(71 361.76202),(72 361.25586),(73 364.42966),(74 366.13397),(75 365.67996),(76 365.7047),(77 368.5582),(78 369.04538),(79 370.32953),
(1 91.482834),(2 131.73915),(3 177.18575),(4 200.56757),(5 220.2369),(6 238.28453),(7 253.10138),(8 266.49072),(9 275.07608),(10 283.6109),(11 290.6086),(12 294.8843),(13 298.99255),(14 303.77237),(15 309.7209),(16 311.49918),(17 312.3095),(18 316.2437),(19 319.35803),(20 321.18362),(21 323.3389),(22 325.9314),(23 327.45694),(24 327.9665),(25 328.50885),(26 328.62558),(27 330.7294),(28 331.48282),(29 330.19382),(30 329.05112),(31 331.63806),(32 331.9523),(33 332.3656),(34 332.7987),(35 335.3668),(36 335.84433),(37 336.78207),(38 337.9155),(39 339.8486),(40 339.4877),(41 340.10776),(42 341.57233),(43 341.42218),(44 343.103),(45 343.75516),(46 346.90973),(47 347.23187),(48 349.56406),(49 350.11047),(50 349.0325),(51 351.92462),(52 352.3727),(53 353.72842),(54 352.4616),(55 353.47763),(56 352.73093),(57 352.27203),(58 351.5657),(59 350.8543),(60 350.38397),(61 353.2459),(62 352.49576),(63 350.38907),(64 352.41718),(65 353.68405),(66 355.0738),(67 354.62817),(68 355.44385),(69 356.1239),(70 356.47095),(71 358.8493),(72 359.53976),(73 362.4752),(74 364.21167),(75 364.47623),(76 363.6257),(77 364.0311),(78 362.89713),(79 363.69922),
(1 92.37908),(2 131.20859),(3 175.26749),(4 198.17772),(5 217.86807),(6 234.24257),(7 247.8131),(8 261.99832),(9 270.7911),(10 276.3041),(11 281.282),(12 288.05295),(13 293.30695),(14 296.26822),(15 301.89377),(16 304.28033),(17 304.12726),(18 306.18472),(19 308.1066),(20 308.48666),(21 309.89264),(22 312.7286),(23 315.65393),(24 316.28107),(25 316.707),(26 317.41428),(27 318.53522),(28 320.7311),(29 321.50558),(30 322.10416),(31 323.09497),(32 323.9791),(33 323.55756),(34 323.6094),(35 325.2014),(36 325.85675),(37 328.1224),(38 329.58472),(39 330.55835),(40 329.1805),(41 331.5151),(42 331.60028),(43 329.57776),(44 329.33167),(45 331.35864),(46 331.4461),(47 333.12393),(48 332.11157),(49 331.86713),(50 331.8311),(51 335.0242),(52 336.51654),(53 336.12997),(54 337.23212),(55 338.64163),(56 340.9698),(57 342.1552),(58 342.3031),(59 341.53378),(60 341.53586),(61 343.7353),(62 344.65167),(63 346.0583),(64 347.32037),(65 348.9068),(66 348.6205),(67 349.29877),(68 349.8784),(69 350.4058),(70 351.54898),(71 354.12173),(72 354.45203),(73 354.04877),(74 355.1202),(75 355.56885),(76 356.0362),(77 356.6645),(78 356.58728),(79 358.21326),
(1 91.57935),(2 131.27855),(3 179.53453),(4 203.17068),(5 224.31198),(6 239.98799),(7 253.49243),(8 267.07187),(9 273.4346),(10 280.52246),(11 287.88077),(12 292.86768),(13 297.64218),(14 302.65994),(15 308.38638),(16 312.1871),(17 313.82364),(18 314.3397),(19 316.2499),(20 315.75217),(21 317.4502),(22 317.25143),(23 317.95602),(24 317.71506),(25 320.04898),(26 322.2475),(27 322.65762),(28 324.74133),(29 327.0867),(30 326.8876),(31 328.29813),(32 331.508),(33 333.48898),(34 334.22897),(35 336.2754),(36 337.0918),(37 337.9777),(38 337.91498),(39 337.7117),(40 337.04343),(41 338.29218),(42 337.95828),(43 339.33893),(44 340.90875),(45 341.4775),(46 341.9606),(47 341.3315),(48 341.94778),(49 341.4576),(50 341.34665),(51 342.38754),(52 344.12634),(53 345.50922),(54 345.6387),(55 346.9288),(56 349.81366),(57 351.07132),(58 352.32596),(59 351.19083),(60 352.13223),(61 354.30487),(62 355.7061),(63 356.23923),(64 356.91058),(65 355.06204),(66 355.75577),(67 356.07703),(68 356.4007),(69 356.87653),(70 357.03513),(71 358.95404),(72 359.45343),(73 359.9787),(74 360.5972),(75 360.73474),(76 360.7125),(77 361.94812),(78 363.21066),(79 364.07336),
(1 89.0874),(2 129.01086),(3 175.40839),(4 197.82327),(5 218.48201),(6 232.5153),(7 247.72621),(8 260.70462),(9 267.3879),(10 274.28122),(11 281.49744),(12 285.5053),(13 288.15396),(14 292.19675),(15 297.20355),(16 302.20166),(17 304.82965),(18 306.35907),(19 309.17365),(20 310.65268),(21 312.18195),(22 313.7659),(23 313.45938),(24 314.05234),(25 315.1129),(26 317.5753),(27 320.73926),(28 325.83682),(29 327.3455),(30 327.98053),(31 328.99484),(32 328.34024),(33 330.1423),(34 330.699),(35 332.2481),(36 331.61374),(37 333.06528),(38 333.85568),(39 334.30017),(40 334.9149),(41 334.58203),(42 336.73758),(43 337.6825),(44 338.99213),(45 338.72385),(46 340.3534),(47 339.46863),(48 338.18472),(49 336.56668),(50 336.08548),(51 339.20145),(52 339.66925),(53 339.70416),(54 340.2475),(55 343.26215),(56 344.65616),(57 344.0567),(58 345.65942),(59 344.58313),(60 345.71222),(61 347.50992),(62 349.03647),(63 349.81845),(64 348.59665),(65 348.04642),(66 349.11752),(67 348.16388),(68 349.28003),(69 349.56464),(70 348.31882),(71 349.14984),(72 349.38794),(73 351.5495),(74 352.53387),(75 351.68103),(76 350.61008),(77 351.45105),(78 351.21536),(79 352.66742),
(1 88.142746),(2 127.8292),(3 171.93532),(4 195.09505),(5 214.32524),(6 229.36896),(7 242.87164),(8 254.50154),(9 263.2887),(10 269.90842),(11 278.41705),(12 283.3077),(13 286.35327),(14 288.6008),(15 293.3669),(16 296.79987),(17 299.9852),(18 303.87393),(19 305.70413),(20 306.65576),(21 308.44),(22 310.28143),(23 313.65552),(24 313.87103),(25 314.12415),(26 315.3717),(27 316.1775),(28 317.52515),(29 320.20554),(30 321.80643),(31 321.98843),(32 322.79944),(33 322.9933),(34 322.62177),(35 323.53738),(36 323.5212),(37 322.34155),(38 321.62915),(39 320.5226),(40 320.83945),(41 322.2681),(42 324.0063),(43 323.90726),(44 324.53165),(45 324.72137),(46 325.92728),(47 327.50943),(48 326.26965),(49 327.4338),(50 326.47137),(51 328.79715),(52 331.10687),(53 331.38788),(54 331.2613),(55 332.6435),(56 332.75955),(57 332.9278),(58 336.16696),(59 336.1128),(60 336.22482),(61 337.08112),(62 338.779),(63 340.756),(64 340.25574),(65 341.67682),(66 342.69327),(67 344.364),(68 345.40094),(69 346.8557),(70 347.91177),(71 349.2833),(72 348.80063),(73 350.41345),(74 350.35242),(75 349.22464),(76 347.9468),(77 349.71353),(78 349.9484),(79 349.79526),
(1 88.66991),(2 129.16443),(3 172.97145),(4 196.17146),(5 215.40842),(6 229.03406),(7 241.45866),(8 251.92415),(9 261.32968),(10 268.69955),(11 275.98407),(12 281.60544),(13 285.96967),(14 289.49612),(15 295.42102),(16 300.03458),(17 301.26724),(18 303.04077),(19 306.08835),(20 307.63467),(21 311.33762),(22 311.87976),(23 315.6516),(24 318.1516),(25 321.0819),(26 322.51736),(27 322.88785),(28 323.31897),(29 324.4314),(30 324.82504),(31 324.1841),(32 325.15225),(33 324.44122),(34 324.9077),(35 327.04654),(36 327.74063),(37 327.73984),(38 327.58267),(39 328.8508),(40 329.4767),(41 328.70853),(42 330.8963),(43 333.08386),(44 334.02295),(45 333.4595),(46 335.20035),(47 336.53778),(48 336.96658),(49 336.4404),(50 334.69397),(51 335.88),(52 336.66083),(53 339.10516),(54 339.89987),(55 339.30283),(56 340.13943),(57 342.3827),(58 343.6337),(59 343.1596),(60 345.1146),(61 345.77),(62 345.81024),(63 346.34573),(64 346.55054),(65 346.29996),(66 345.6578),(67 345.0866),(68 345.83405),(69 345.76263),(70 346.30206),(71 348.65155),(72 348.81802),(73 348.92694),(74 349.70322),(75 350.65182),(76 349.9538),(77 350.63785),(78 348.44128),(79 348.88705),
(1 88.07066),(2 126.91585),(3 172.53442),(4 196.0572),(5 214.95372),(6 229.48862),(7 244.38649),(8 255.65492),(9 263.72464),(10 272.75842),(11 279.8459),(12 286.28836),(13 289.6169),(14 294.37604),(15 299.186),(16 300.92407),(17 303.066),(18 304.23743),(19 304.52838),(20 306.6371),(21 309.12433),(22 309.92157),(23 310.51883),(24 312.12836),(25 314.23776),(26 316.9675),(27 317.80243),(28 317.62668),(29 319.37836),(30 319.70065),(31 320.29706),(32 321.3376),(33 321.23203),(34 322.10907),(35 323.14023),(36 321.62128),(37 320.93832),(38 319.87045),(39 320.66342),(40 320.09207),(41 321.23068),(42 324.6853),(43 326.61917),(44 328.08267),(45 328.9935),(46 328.6607),(47 329.16754),(48 329.14883),(49 331.01196),(50 330.84103),(51 334.9402),(52 334.79684),(53 337.96005),(54 339.95715),(55 340.4218),(56 342.49786),(57 345.54776),(58 345.94824),(59 345.6183),(60 347.24387),(61 346.99643),(62 348.44586),(63 348.01923),(64 346.60437),(65 346.48),(66 346.6227),(67 346.01382),(68 345.21643),(69 346.5778),(70 347.6088),(71 349.2482),(72 347.63535),(73 348.78278),(74 349.13162),(75 348.71805),(76 349.37036),(77 351.9288),(78 348.93845),(79 349.03387),
(1 88.42682),(2 126.63786),(3 171.82986),(4 194.05197),(5 212.97597),(6 225.63266),(7 240.68591),(8 253.18663),(9 259.91507),(10 268.67102),(11 276.76404),(12 282.19363),(13 286.99057),(14 290.01248),(15 295.13315),(16 296.68954),(17 300.70557),(18 300.7683),(19 301.62302),(20 303.4757),(21 307.1308),(22 306.07706),(23 306.35406),(24 307.67624),(25 308.6889),(26 312.04123),(27 312.52942),(28 313.4402),(29 314.22623),(30 315.84506),(31 315.8134),(32 316.00565),(33 316.45715),(34 318.08197),(35 319.31827),(36 320.09238),(37 320.56552),(38 319.74402),(39 320.37482),(40 320.15607),(41 321.90646),(42 322.59027),(43 324.84308),(44 326.7002),(45 328.88284),(46 329.2321),(47 330.60196),(48 331.31964),(49 333.2011),(50 334.78687),(51 335.85107),(52 336.11343),(53 339.1287),(54 341.16492),(55 340.93503),(56 342.5717),(57 344.51114),(58 344.61197),(59 345.99677),(60 343.80542),(61 344.51144),(62 345.12762),(63 345.85223),(64 343.6281),(65 344.5539),(66 345.92413),(67 345.96304),(68 345.94168),(69 346.94113),(70 348.49365),(71 350.40765),(72 349.62186),(73 351.34607),(74 350.87967),(75 353.05972),(76 355.2084),(77 357.56293),(78 354.3228),(79 353.14722),
(1 88.31553),(2 126.55165),(3 167.89299),(4 189.12367),(5 208.3251),(6 221.10748),(7 234.62506),(8 245.45166),(9 252.31712),(10 258.66168),(11 266.99),(12 271.52545),(13 276.87012),(14 280.40494),(15 287.10135),(16 288.70596),(17 289.6992),(18 290.54507),(19 290.373),(20 290.78546),(21 292.95236),(22 293.46988),(23 293.21854),(24 295.06714),(25 296.47214),(26 298.69357),(27 301.58234),(28 301.69104),(29 302.72296),(30 304.77426),(31 305.18924),(32 304.82156),(33 305.54303),(34 305.72897),(35 307.22293),(36 309.43613),(37 311.19592),(38 311.41177),(39 313.97226),(40 313.3115),(41 314.83435),(42 314.08994),(43 316.8166),(44 318.343),(45 319.8929),(46 319.78674),(47 320.46768),(48 320.93973),(49 321.45636),(50 320.3207),(51 320.05954),(52 320.58853),(53 323.88992),(54 324.58685),(55 325.0496),(56 326.1072),(57 326.8085),(58 326.8203),(59 327.81882),(60 327.67947),(61 327.67755),(62 328.81866),(63 329.99097),(64 329.44272),(65 329.7614),(66 330.24225),(67 331.05093),(68 331.77484),(69 333.6685),(70 334.12088),(71 333.9741),(72 336.0119),(73 337.71463),(74 337.50156),(75 338.06158),(76 339.86755),(77 341.73502),(78 342.52957),(79 343.91016),
(1 87.52472),(2 124.94079),(3 167.78976),(4 190.35222),(5 209.4667),(6 224.24881),(7 237.4616),(8 248.00137),(9 254.13966),(10 259.35214),(11 268.14136),(12 272.21478),(13 276.96716),(14 278.82254),(15 284.09302),(16 286.38034),(17 287.25388),(18 289.9645),(19 290.69687),(20 292.34418),(21 292.64935),(22 296.68463),(23 296.74658),(24 298.0276),(25 299.98453),(26 302.50693),(27 306.25702),(28 307.49585),(29 308.01843),(30 309.3506),(31 310.52133),(32 312.41547),(33 313.89633),(34 315.39484),(35 318.0528),(36 319.8944),(37 319.8766),(38 320.31723),(39 321.34402),(40 320.60754),(41 321.6964),(42 321.47675),(43 323.11847),(44 323.691),(45 324.2172),(46 324.13477),(47 324.8285),(48 324.1797),(49 324.6798),(50 324.88562),(51 323.6731),(52 325.1307),(53 328.417),(54 327.65656),(55 329.1298),(56 328.60028),(57 330.60995),(58 330.12683),(59 329.8758),(60 330.33978),(61 328.19736),(62 330.944),(63 332.44147),(64 333.28842),(65 333.40964),(66 334.2623),(67 333.85068),(68 333.69327),(69 334.6468),(70 335.4459),(71 334.34302),(72 335.3883),(73 335.8851),(74 334.8983),(75 335.72708),(76 336.556),(77 338.3726),(78 340.508),(79 340.58478),
(1 85.51832),(2 122.2522),(3 163.31107),(4 186.15715),(5 204.18362),(6 218.25525),(7 231.26231),(8 243.087),(9 249.23425),(10 255.0323),(11 260.924),(12 264.96338),(13 267.7089),(14 271.05756),(15 275.9548),(16 278.14896),(17 278.3172),(18 278.8267),(19 281.45905),(20 284.04416),(21 285.43057),(22 290.2846),(23 290.17932),(24 291.6583),(25 292.39163),(26 295.2826),(27 297.59332),(28 298.18237),(29 298.7332),(30 297.97903),(31 299.52252),(32 299.61502),(33 298.65512),(34 298.42017),(35 298.8087),(36 299.07602),(37 300.3192),(38 301.6134),(39 303.36627),(40 304.25507),(41 307.72952),(42 309.82626),(43 309.98636),(44 311.92123),(45 313.47485),(46 314.38284),(47 314.92725),(48 316.67508),(49 316.60736),(50 317.00113),(51 316.068),(52 317.92398),(53 319.4219),(54 321.45663),(55 321.96387),(56 321.93842),(57 322.1632),(58 320.53464),(59 318.91562),(60 319.08005),(61 318.00592),(62 319.8536),(63 322.22534),(64 323.05298),(65 321.75256),(66 322.1849),(67 321.88388),(68 323.1121),(69 322.40582),(70 322.62332),(71 323.46136),(72 324.34076),(73 326.41806),(74 330.3007),(75 331.09363),(76 335.06476),(77 336.34198),(78 334.8274),(79 333.8393),
(1 85.28169),(2 121.909515),(3 164.35022),(4 184.89375),(5 203.00468),(6 217.89394),(7 230.61685),(8 241.06834),(9 245.93936),(10 252.53223),(11 259.00574),(12 263.2536),(13 268.7863),(14 272.89734),(15 278.45926),(16 281.6625),(17 283.78027),(18 284.14197),(19 284.61588),(20 286.98523),(21 287.8076),(22 291.7166),(23 290.9986),(24 291.74582),(25 294.2046),(26 294.63977),(27 297.85187),(28 297.503),(29 298.4652),(30 300.74402),(31 302.66418),(32 303.14548),(33 302.35028),(34 301.83868),(35 303.51422),(36 302.8694),(37 304.10938),(38 306.24106),(39 307.42896),(40 308.5622),(41 310.29672),(42 312.99478),(43 312.11093),(44 313.88055),(45 315.353),(46 318.35574),(47 320.28894),(48 317.09442),(49 316.76196),(50 316.70575),(51 319.4592),(52 320.0427),(53 321.6416),(54 321.306),(55 321.87463),(56 321.43735),(57 320.89316),(58 319.50296),(59 319.41684),(60 320.68042),(61 320.50092),(62 321.53583),(63 324.5637),(64 325.2018),(65 326.5082),(66 326.99374),(67 326.00113),(68 327.96002),(69 329.71222),(70 329.85492),(71 330.60532),(72 329.84198),(73 332.19235),(74 333.32916),(75 333.76962),(76 336.5626),(77 337.41632),(78 335.0147),(79 334.26086),
