1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 162898.16),(2 579186.4),(3 1244474.6),(4 2088664.1),(5 3137130.3),(6 4331427),(7 5693337.5),(8 7227796),(9 8806241),(10 10553437),(11 12464491),(12 14439635),(13 16562720),(14 18747754),(15 21054668),(16 23445864),(17 25987162),(18 28563954),(19 31184326),(20 33867360),(21 36689344),(22 39641636),(23 42746804),(24 45904372),(25 49105372),(26 52270640),(27 55640844),(28 58980290),(29 62401972),(30 65938676),(31 69633384),(32 73257510),(33 77065410),(34 80542570),(35 84261020),(36 87863720),(37 91729190),(38 95492904),(39 99449130),(40 103633496),(41 108032024),(42 112656150),(43 117465920),(44 122170720),(45 126805130),(46 131350660),(47 135907150),(48 140565360),(49 144701950),(50 148676000),(51 152800590),(52 156775060),(53 161107280),(54 165147140),(55 169472580),(56 173774980),(57 178228850),(58 182738690),(59 187589300),(60 192224210),(61 197296750),(62 202533500),(63 207940740),(64 212272300),(65 217339860),(66 222084740),(67 226933840),(68 231602110),(69 236277120),(70 240844180),(71 245637650),(72 250307650),(73 255028980),(74 259215020),(75 263425740),(76 267081520),(77 271387970),(78 275355620),(79 279307520),
(1 26366.088),(2 57460.49),(3 75829.03),(4 82791.9),(5 86001.89),(6 87521.75),(7 88732.91),(8 87940.95),(9 86342.88),(10 85062.15),(11 86081.56),(12 88500.25),(13 89729.914),(14 89783.79),(15 89105.13),(16 90346.29),(17 91432.08),(18 91024.836),(19 91672.18),(20 92587.07),(21 93700.01),(22 95802.88),(23 95979.836),(24 95033.88),(25 94653.61),(26 93784.43),(27 93798.875),(28 93004.61),(29 94539.34),(30 95837.02),(31 96013.54),(32 94693.42),(33 95254.85),(34 95301.5),(35 95776.1),(36 95958.266),(37 96233.77),(38 96523.7),(39 95643.38),(40 94037.83),(41 93613.79),(42 94573.266),(43 95456.914),(44 96543.95),(45 96573.84),(46 95898.05),(47 94263.03),(48 94088.74),(49 94970.01),(50 94409.92),(51 93698.57),(52 92793.84),(53 92326.92),(54 90136.9),(55 87865.64),(56 85431.67),(57 84428.26),(58 84373.445),(59 84096.06),(60 83087.74),(61 81865.805),(62 82616.79),(63 85613.836),(64 88403.266),(65 88168.4),(66 86690.305),(67 85191.016),(68 85271.29),(69 85552.41),(70 85651.85),(71 84416.914),(72 83393.42),(73 83026.914),(74 82447.9),(75 82793.87),(76 84294.555),(77 85662.74),(78 87466.81),(79 89051.625),
(1 25016.8),(2 52363.867),(3 67839.74),(4 74271.37),(5 75584.63),(6 76826.17),(7 78367.38),(8 78009.89),(9 76772.98),(10 75850.14),(11 77013.51),(12 79093.61),(13 81800.35),(14 82372.47),(15 82501.375),(16 83288.03),(17 85529.88),(18 86902.77),(19 87238.47),(20 85285.84),(21 84143.32),(22 84437.58),(23 85184.64),(24 86062.16),(25 85635.94),(26 84219.38),(27 82718.42),(28 82342.39),(29 82883.5),(30 82793.42),(31 81594.12),(32 80743.78),(33 80285.28),(34 79680.76),(35 78707.65),(36 79368.42),(37 81445.8),(38 81481.2),(39 80741.82),(40 80621.42),(41 80511.38),(42 80758.86),(43 81400.74),(44 82554.125),(45 82454.77),(46 80497.44),(47 78145.02),(48 76952.375),(49 76683.7),(50 76636.78),(51 76491.95),(52 76484.69),(53 77107.41),(54 78485.67),(55 79537.12),(56 79956.32),(57 79503.22),(58 78982.664),(59 78423.57),(60 76538.26),(61 75283.93),(62 73541.1),(63 73289.55),(64 74645.414),(65 76012.09),(66 75559.14),(67 74716.914),(68 72877.36),(69 72823.39),(70 74049.875),(71 75367.32),(72 76054.41),(73 76158.625),(74 77483.5),(75 78373.3),(76 78465.85),(77 77921.805),(78 77005.46),(79 76880.266),
(1 24233.299),(2 49124.535),(3 63211.68),(4 68803.83),(5 71564.234),(6 73532.43),(7 75749.45),(8 77521.41),(9 77975.41),(10 76633.84),(11 77447.26),(12 78591.97),(13 78772.2),(14 77228.98),(15 76730.19),(16 76454.23),(17 78804.82),(18 81445.8),(19 81914.58),(20 80535.47),(21 79860.65),(22 79662.88),(23 80078.68),(24 80708.65),(25 81870.66),(26 83923.055),(27 84474.22),(28 82735.41),(29 80815.51),(30 79143.07),(31 79032.7),(32 79158.15),(33 80351.09),(34 81227.22),(35 81809.53),(36 81982.35),(37 82998.195),(38 83590.805),(39 82466.35),(40 82025.85),(41 81694.37),(42 82178.98),(43 81681.79),(44 82224.58),(45 82276.98),(46 82089.87),(47 81484.27),(48 79753.5),(49 79051.28),(50 78807.48),(51 78732.45),(52 78005.6),(53 78171.03),(54 78030.195),(55 77591.5),(56 77482.305),(57 77802.26),(58 77940.805),(59 78826.336),(60 79718.87),(61 79979.805),(62 80459.664),(63 80057.914),(64 79600.33),(65 78503.62),(66 77576.17),(67 77397.62),(68 77676.34),(69 77770.09),(70 78692.61),(71 79866.39),(72 79538.49),(73 78697.12),(74 77474.41),(75 77251.78),(76 78306.84),(77 76820.66),(78 75091.17),(79 73916.43),
(1 24079.738),(2 49383.12),(3 64625.016),(4 70081.914),(5 72500.29),(6 74711.56),(7 76068.07),(8 75051.08),(9 72782.56),(10 71769.14),(11 73047.63),(12 74583.484),(13 74828.81),(14 74763.17),(15 75562.79),(16 77766.62),(17 78546.22),(18 78600.38),(19 76506.73),(20 75192.984),(21 75297.586),(22 77361.4),(23 79711.64),(24 80389.234),(25 82336.62),(26 82706.875),(27 82261.49),(28 81457.56),(29 81037.96),(30 80044.48),(31 79958.74),(32 80960.54),(33 82041.93),(34 81924.055),(35 79969.1),(36 79693.18),(37 79342.32),(38 77601.68),(39 75906.69),(40 76351.18),(41 77618.23),(42 78980.734),(43 80123.47),(44 79008.586),(45 77874.516),(46 78501.99),(47 79681.06),(48 77823.38),(49 76342.89),(50 75100.03),(51 74844.555),(52 75460.336),(53 75717.945),(54 74868.33),(55 75578.47),(56 76170.805),(57 77055.44),(58 77849.875),(59 76996.83),(60 75844.38),(61 75764.97),(62 75221.78),(63 75332.34),(64 75328.86),(65 74923.88),(66 74728.086),(67 75284.74),(68 74805.195),(69 73839.71),(70 74413.16),(71 74797.055),(72 74742.89),(73 73529.375),(74 70748),(75 71011.19),(76 73283.98),(77 74580.34),(78 74056.52),(79 72791.57),
(1 23821.537),(2 47526.473),(3 60654.72),(4 64712.426),(5 66025.19),(6 67663.45),(7 69664.016),(8 69986.375),(9 69999.53),(10 69600.586),(11 70365.74),(12 70665.516),(13 70521.02),(14 70341.67),(15 71728.68),(16 74004.53),(17 74947.99),(18 73470.805),(19 72196.336),(20 71066.11),(21 70630.58),(22 71066.62),(23 71545.86),(24 71943.77),(25 73783.71),(26 73815.71),(27 73362.27),(28 73845.375),(29 74539.01),(30 75056.414),(31 75282.67),(32 74982.78),(33 73219.18),(34 72135.45),(35 72425.83),(36 73818.66),(37 74906.91),(38 75000.89),(39 74410.04),(40 73705.11),(41 74004.89),(42 73820.555),(43 75268.695),(44 76196.55),(45 77389.766),(46 78250.625),(47 78721.234),(48 78294.055),(49 76357.51),(50 74108.086),(51 72480.03),(52 71720.49),(53 71640.95),(54 72210.13),(55 72907.016),(56 73599.7),(57 74328.25),(58 74689.805),(59 74517.63),(60 73223.36),(61 70506.22),(62 69589.66),(63 69963.53),(64 69930.22),(65 70859.67),(66 72170.77),(67 72639.58),(68 71953.734),(69 70073.45),(70 67928.36),(71 67996.09),(72 69584.97),(73 69606.82),(74 68272.85),(75 68616.48),(76 68009.95),(77 67827.875),(78 67325.72),(79 66191.48),
(1 23141.281),(2 46092.85),(3 59569.332),(4 62867.117),(5 61781.09),(6 61439.77),(7 62580.55),(8 62931.68),(9 63223.67),(10 64712.777),(11 68073.69),(12 69002.49),(13 68629.68),(14 67827.734),(15 66823.12),(16 68114),(17 70931.1),(18 71345.66),(19 71223.53),(20 69399.37),(21 68526.36),(22 68876.13),(23 69919.87),(24 71491.75),(25 72634.766),(26 73174.56),(27 73029.01),(28 73059.05),(29 71732.08),(30 71061.73),(31 70478.66),(32 71059.13),(33 71558.266),(34 70831.4),(35 70737.4),(36 72694.29),(37 75069.445),(38 76036.77),(39 75022.03),(40 74358.26),(41 74334.77),(42 72940.1),(43 73439.29),(44 74295.664),(45 75446.586),(46 76483.375),(47 75957.875),(48 75049.484),(49 74788.48),(50 73715.29),(51 72986.71),(52 72942.75),(53 72869.63),(54 72486.41),(55 70955.98),(56 70173.5),(57 71032.68),(58 71970.375),(59 72357.88),(60 70392.95),(61 68607.71),(62 68426.58),(63 68447.34),(64 67939.29),(65 67387.32),(66 67221.78),(67 66085.555),(68 65278.742),(69 65326.266),(70 64146.23),(71 64372.23),(72 64084.906),(73 64192.605),(74 64680.36),(75 64726.816),(76 65110.348),(77 65227.617),(78 65389.56),(79 65135.47),
(1 22749.404),(2 44543.586),(3 57688.06),(4 61012.33),(5 62021.33),(6 62287.9),(7 62147.098),(8 61575.066),(9 61403.664),(10 61791.715),(11 64519.703),(12 66336.32),(13 65521.703),(14 64212.793),(15 63015.773),(16 64054.88),(17 65804.46),(18 66193.984),(19 66507.4),(20 65680.516),(21 65955.91),(22 67446.01),(23 69167.664),(24 68988.305),(25 68872.72),(26 68172.73),(27 68032.22),(28 68015.836),(29 67418.51),(30 66482.984),(31 65973.05),(32 66426.84),(33 68811.445),(34 69913.07),(35 69619.03),(36 69427.39),(37 69901.13),(38 70727.164),(39 71666.52),(40 72470.89),(41 73832.805),(42 72879.24),(43 71777.87),(44 71765.76),(45 71884.836),(46 71383.07),(47 70435.24),(48 68323.11),(49 67542.82),(50 67047.945),(51 66191.72),(52 65861.086),(53 67001.69),(54 68531.09),(55 69029.64),(56 69156.04),(57 70282.89),(58 70990.08),(59 70129.4),(60 68068.53),(61 65876.1),(62 64411.305),(63 64265.84),(64 64954.98),(65 64841.465),(66 64965.883),(67 65353.27),(68 65401.24),(69 64747.99),(70 64227.195),(71 64008.92),(72 63902.13),(73 64046.07),(74 64200.582),(75 65062.05),(76 65371.734),(77 64653.04),(78 64592.516),(79 63825.95),
(1 21740.646),(2 43413.598),(3 53967.48),(4 57220.195),(5 57909.035),(6 60167.1),(7 61409.426),(8 61669.1),(9 60783.754),(10 60344.508),(11 62710.973),(12 64187.82),(13 65190.246),(14 64016.4),(15 62681.7),(16 63562.957),(17 67672.06),(18 69304.48),(19 68485.83),(20 66369.2),(21 64914.82),(22 64166.426),(23 64178.33),(24 64145.83),(25 64191.043),(26 64803.945),(27 65743.26),(28 66670.086),(29 66859.414),(30 67523.26),(31 67722.805),(32 68316.53),(33 70268.8),(34 70396.195),(35 70223.39),(36 70504.71),(37 70384.68),(38 70092.82),(39 70222.66),(40 69947.32),(41 69302),(42 68393.31),(43 66818.62),(44 67746.72),(45 69577.67),(46 70602.64),(47 70565.336),(48 68920.52),(49 67677.27),(50 66916.016),(51 66578.414),(52 67866.8),(53 68255.555),(54 68056.84),(55 66700.09),(56 66725.47),(57 66001.414),(58 65388.926),(59 65492.72),(60 65678.64),(61 65304.043),(62 64361.2),(63 63450.574),(64 63510.645),(65 63634.617),(66 63887.344),(67 64194.027),(68 64662.41),(69 65037.125),(70 64733.71),(71 65647.38),(72 65468.617),(73 64698.063),(74 62759.67),(75 61859.508),(76 62524.457),(77 62830.234),(78 62313.93),(79 61471.484),
(1 20894.316),(2 41447.516),(3 52227.984),(4 54038.348),(5 52829.855),(6 53817.66),(7 54537.87),(8 55453.293),(9 55953.02),(10 57172.26),(11 59444.914),(12 61540.195),(13 62843.633),(14 62724.535),(15 62356.55),(16 61375.008),(17 62193.53),(18 62455.07),(19 61740.23),(20 60534.75),(21 60166.81),(22 60652.02),(23 60458.74),(24 59704.26),(25 59317.844),(26 60202.95),(27 60528.895),(28 60878.33),(29 60554.34),(30 60579.09),(31 60722.504),(32 61518.47),(33 64067.91),(34 64564.65),(35 63823.85),(36 63297.332),(37 63020.04),(38 61443.438),(39 61366.25),(40 61588.242),(41 63228.01),(42 63783.594),(43 63667.426),(44 63394.62),(45 63397.31),(46 63009.816),(47 62638.39),(48 62585.87),(49 62709.03),(50 62769.75),(51 61584.707),(52 61672.27),(53 62807.4),(54 63360.027),(55 63209.125),(56 64106.39),(57 64022.863),(58 62849.766),(59 61358.215),(60 60793.98),(61 61202.973),(62 60838.824),(63 61008.47),(64 61575.23),(65 62816.875),(66 63033.125),(67 62132.688),(68 61861.816),(69 61582.523),(70 60915.03),(71 60927.15),(72 61092.3),(73 61705.844),(74 61982.992),(75 61714.6),(76 61816.707),(77 61578.83),(78 60710.97),(79 60762.4),
(1 20054.426),(2 39113.008),(3 48566.316),(4 51739.18),(5 52183.324),(6 52938.133),(7 53590.66),(8 53970.176),(9 55701.246),(10 57767.67),(11 59140.926),(12 59582.05),(13 59201.094),(14 57301.69),(15 56341.895),(16 57780.797),(17 60454.93),(18 60413.66),(19 59329.918),(20 59587.156),(21 60754.426),(22 61293.12),(23 62933.68),(24 63543.484),(25 63036.906),(26 62134.516),(27 62497.22),(28 62414.754),(29 61793.617),(30 61756.39),(31 63368.05),(32 65237.195),(33 66121.26),(34 66493.57),(35 66803.4),(36 66675.87),(37 65879.2),(38 64927.926),(39 64670.37),(40 65269.023),(41 65277.31),(42 63976.094),(43 62296.918),(44 61977.992),(45 63110.473),(46 63813.203),(47 63284.7),(48 62823.54),(49 63253.535),(50 62911.88),(51 60907.043),(52 59922.977),(53 59925.023),(54 60313.227),(55 60575.133),(56 60082.67),(57 59064.867),(58 57839.66),(59 56761.34),(60 56402.58),(61 55886.652),(62 56717.96),(63 57671.9),(64 58378.434),(65 58918.023),(66 59993.42),(67 59325.063),(68 58520.04),(69 58651.977),(70 58370.97),(71 57371.04),(72 56876.637),(73 56955.36),(74 56639.156),(75 56142.348),(76 56274.348),(77 55755.484),(78 55055.074),(79 56770.992),
(1 20313.494),(2 40964.617),(3 51486.996),(4 55244.65),(5 55623.387),(6 56527.68),(7 56771.65),(8 57649.027),(9 58098.08),(10 58673.67),(11 58964.57),(12 59100.516),(13 58886.7),(14 60008.176),(15 60292.223),(16 61383.223),(17 61925.844),(18 61280.914),(19 59917),(20 60547.797),(21 62558.87),(22 63788.77),(23 63856.53),(24 62967.836),(25 63015.99),(26 62777.75),(27 62961.08),(28 63064.563),(29 62208.07),(30 60898.7),(31 60776.6),(32 61463.445),(33 62803.69),(34 62714.79),(35 62805.824),(36 63274.66),(37 62851.11),(38 61754.93),(39 60842.105),(40 60450.57),(41 61007.27),(42 61399.19),(43 61536.613),(44 60691.438),(45 61051.85),(46 61540.65),(47 61569.348),(48 60802.563),(49 61662.07),(50 62241.242),(51 61840.176),(52 61818.688),(53 61739.73),(54 62029.62),(55 62114.19),(56 61728.11),(57 60599.844),(58 60532.79),(59 60010.156),(60 59278.01),(61 58387.47),(62 58447.418),(63 58368.89),(64 58722.32),(65 58598.27),(66 58402.387),(67 57721.67),(68 57446.17),(69 57220.75),(70 57703.7),(71 57941.23),(72 57588.777),(73 57717.727),(74 58154.33),(75 59422.707),(76 60492.75),(77 59215.008),(78 58055.15),(79 58117.96),
(1 20428.563),(2 41294.793),(3 51791.223),(4 55458.56),(5 55337.836),(6 54959.47),(7 55434.742),(8 55883.152),(9 57263.363),(10 58628.68),(11 58726.06),(12 59393.156),(13 58286.375),(14 57119.82),(15 56115.656),(16 56841.813),(17 58341.223),(18 58731.58),(19 58090.99),(20 57369.03),(21 56523.79),(22 56030.465),(23 55974.902),(24 56543.06),(25 57514.855),(26 59751.902),(27 60850.074),(28 59162.766),(29 57677.91),(30 57821.574),(31 58551.777),(32 59682.29),(33 60763.637),(34 60734.535),(35 59182.688),(36 58508.625),(37 58003.176),(38 57994.1),(39 59060.934),(40 60233.98),(41 59473.656),(42 58240.613),(43 57009.223),(44 54930.79),(45 54322.188),(46 53716.313),(47 53029.902),(48 54407.086),(49 55559.863),(50 55912.492),(51 56509.41),(52 57258.62),(53 57816.023),(54 58094.723),(55 58135.41),(56 57920.445),(57 57067.688),(58 58092.23),(59 59345.168),(60 58889.242),(61 57801.09),(62 56445.336),(63 55423.066),(64 56126.58),(65 56754.77),(66 57351),(67 57019.22),(68 57058.664),(69 57332.3),(70 58480.19),(71 58999.953),(72 57962.832),(73 56717.375),(74 55866.668),(75 55374.06),(76 55332.746),(77 55351.934),(78 55380.29),(79 55284.53),
(1 20571.041),(2 40703.71),(3 50568.785),(4 53301.637),(5 53423.688),(6 53886.645),(7 54448.824),(8 55291.16),(9 56882.195),(10 58184.73),(11 58116.08),(12 58977.406),(13 59296.15),(14 56987.715),(15 54873.992),(16 54962.406),(17 55264.188),(18 55269.246),(19 55807.14),(20 57463.605),(21 59735.695),(22 60850.16),(23 60057.92),(24 59917.465),(25 60762.31),(26 61588.445),(27 60553.195),(28 58448.555),(29 57648.215),(30 57773.82),(31 58896.15),(32 59743.496),(33 59273.22),(34 57982.84),(35 57518.297),(36 57679.91),(37 58249.863),(38 60324.953),(39 61422.504),(40 62423.31),(41 61984.64),(42 60546.215),(43 58562.434),(44 56955.387),(45 57229.375),(46 58745.973),(47 59528.418),(48 60457.05),(49 60488.813),(50 59528.008),(51 58959.715),(52 58943.215),(53 59704.918),(54 60407.86),(55 59354.285),(56 58809.387),(57 59283.594),(58 60593.504),(59 60151.465),(60 58881.082),(61 58359.324),(62 57516.008),(63 55473.86),(64 54277.73),(65 54523.527),(66 55267.89),(67 54966.73),(68 55042.844),(69 55078.574),(70 55167.625),(71 54920.12),(72 54829.91),(73 53651.5),(74 53894.36),(75 54524.18),(76 55337.633),(77 55998.734),(78 56717.33),(79 57563.676),
(1 18832.465),(2 36224.22),(3 44763.066),(4 47497.785),(5 48748.5),(6 48103.906),(7 47683.22),(8 47938.08),(9 48907.402),(10 50079.86),(11 50422.59),(12 51138.324),(13 51685.87),(14 52458.84),(15 52797.617),(16 52740.688),(17 52821.99),(18 52134.035),(19 52399.7),(20 54259.324),(21 55289.008),(22 56375.125),(23 56073.184),(24 54896.99),(25 53431.29),(26 52956.793),(27 53415.254),(28 53408.46),(29 52924.38),(30 52830.414),(31 53996.266),(32 54605.055),(33 54400.227),(34 54155.934),(35 54357.99),(36 54253.457),(37 54553.55),(38 55084.566),(39 54986.285),(40 55015.043),(41 55339.227),(42 55451.37),(43 55969.355),(44 55370.574),(45 54499.723),(46 54910.543),(47 54732.652),(48 54728.313),(49 54903.605),(50 54596.445),(51 54663.813),(52 55063.91),(53 55250.516),(54 54948.85),(55 53960.875),(56 53301.74),(57 53679.656),(58 53781.91),(59 53248.652),(60 52340.605),(61 51807.74),(62 52299.08),(63 53032.094),(64 52503.207),(65 52214.215),(66 52652.805),(67 51742.29),(68 51128.15),(69 51228.03),(70 51830.7),(71 52385.793),(72 52113.668),(73 51242.656),(74 50904.59),(75 51385.508),(76 51656.07),(77 52515.785),(78 53201.29),(79 53291.78),
(1 19134.896),(2 37483.594),(3 46108.98),(4 48695.72),(5 49870.85),(6 49483.863),(7 49566.2),(8 50254.246),(9 51118.79),(10 52389.523),(11 54156.445),(12 54711.914),(13 52751.773),(14 51981.125),(15 52329.05),(16 52935.285),(17 54047.035),(18 54768.063),(19 55868.16),(20 57065.273),(21 57598.957),(22 57096.668),(23 55782.703),(24 55944.598),(25 56157.254),(26 56214.81),(27 55947.273),(28 55086.89),(29 54044.934),(30 53181.605),(31 54134.598),(32 53882.832),(33 52833.402),(34 51645.21),(35 52261.375),(36 52853.523),(37 54248.7),(38 55036.15),(39 54865.3),(40 54919.95),(41 53793.082),(42 52606.67),(43 51866.84),(44 51482.97),(45 52167.727),(46 52985.258),(47 53341.99),(48 53063.703),(49 52389.043),(50 51953.434),(51 52427.16),(52 53060.637),(53 53552.17),(54 53093.71),(55 52272.492),(56 51624.164),(57 51620.355),(58 51614.434),(59 51909.16),(60 51466.13),(61 50920.664),(62 50131.402),(63 49838.063),(64 50364.887),(65 50215.137),(66 50162.742),(67 49662.902),(68 49687.195),(69 50158.45),(70 50308.39),(71 50125.273),(72 49931.86),(73 50013.586),(74 49371.457),(75 49211.094),(76 49912.535),(77 50846.434),(78 51998.48),(79 53379.203),
(1 19108.795),(2 36864.496),(3 45167.25),(4 47333.71),(5 47951.203),(6 48480.113),(7 49602.42),(8 49733.938),(9 49870.133),(10 50144.04),(11 50013.254),(12 50558.16),(13 50498.93),(14 51063),(15 52185.816),(16 52494.816),(17 52928.215),(18 52410.62),(19 51897.59),(20 52175.297),(21 51777.082),(22 51510.805),(23 51656.887),(24 52550.613),(25 54044.844),(26 54174.64),(27 52942.71),(28 52754.73),(29 51617.59),(30 51755.12),(31 51518.105),(32 51542.652),(33 51523.605),(34 50526.496),(35 50989.44),(36 51185.957),(37 51628.17),(38 52352.066),(39 52979.95),(40 53636.617),(41 53450.3),(42 53697.12),(43 53483.105),(44 52981.73),(45 52547.605),(46 52706.566),(47 53463.27),(48 54038.258),(49 53550.266),(50 52698.78),(51 51333.938),(52 49929.72),(53 49669.688),(54 50293.863),(55 51454.496),(56 52123.04),(57 51887.652),(58 51478.086),(59 49860.715),(60 49527.25),(61 50026.24),(62 49199.445),(63 48370.71),(64 47733.273),(65 47673.563),(66 48647.094),(67 49711.066),(68 49266.645),(69 48262.73),(70 48008.32),(71 47963.76),(72 48163.445),(73 47728.594),(74 46879.797),(75 47485.43),(76 47811.797),(77 48310.668),(78 49003.51),(79 49446.055),
(1 18452.729),(2 35629.414),(3 42908.344),(4 44619.32),(5 44984.12),(6 45285.996),(7 47118.31),(8 47788.555),(9 48003.117),(10 47856.555),(11 48038.844),(12 48940.55),(13 49161.6),(14 49570.402),(15 49489.754),(16 49395.496),(17 48600.953),(18 48184.703),(19 48221.586),(20 48133.17),(21 47609.45),(22 47120.01),(23 47294.06),(24 47980.715),(25 48263.266),(26 47963.656),(27 48635.11),(28 49109.895),(29 50649.65),(30 51246.434),(31 51223.543),(32 51346.18),(33 51344.11),(34 50857.836),(35 50654.69),(36 50958.133),(37 50974.27),(38 51441.66),(39 50428.082),(40 49757.895),(41 49698.79),(42 49872.484),(43 50680.668),(44 51177.953),(45 50533.31),(46 49990.785),(47 49637.96),(48 50014.145),(49 50342.836),(50 50186.04),(51 50249.715),(52 49443.39),(53 48777.49),(54 48881.246),(55 48936.867),(56 48228.31),(57 48160.285),(58 47575.434),(59 46452.324),(60 46097.75),(61 46503.168),(62 46783.09),(63 45740.824),(64 45086.367),(65 44598.715),(66 45682.477),(67 46472.586),(68 46300.926),(69 46067.305),(70 45267.88),(71 45625.273),(72 45782.824),(73 45640.633),(74 45905.508),(75 45911.586),(76 45696.836),(77 45693.426),(78 46019.75),(79 46229.082),
(1 17934.156),(2 34527.04),(3 41719.758),(4 43597.152),(5 44577.97),(6 45922.23),(7 46988.277),(8 47495.273),(9 47852.15),(10 48222.895),(11 48620.676),(12 47741.453),(13 46197.563),(14 47490.566),(15 48701.063),(16 49457.15),(17 49678.535),(18 50368.805),(19 51082.773),(20 50885.977),(21 50972.98),(22 50526.91),(23 51142.023),(24 51999.48),(25 51822.324),(26 51100.047),(27 51093.44),(28 51426.37),(29 51440.87),(30 51387.48),(31 51683.348),(32 51484.684),(33 50380.508),(34 49731.855),(35 49735.563),(36 50810.695),(37 52280.195),(38 52476.727),(39 51287.133),(40 50151.07),(41 49709.617),(42 48637.27),(43 47701.33),(44 47741.5),(45 48672.188),(46 49284.793),(47 49038.465),(48 48769.492),(49 48846.84),(50 48675.21),(51 48691.734),(52 47412.453),(53 46555.09),(54 46494.04),(55 46863.48),(56 47063.734),(57 47241.836),(58 46180),(59 45052.223),(60 44476.504),(61 44712.61),(62 45243.137),(63 45173.098),(64 45891.11),(65 46821.188),(66 47570.836),(67 47427.34),(68 46716.645),(69 46443.938),(70 46602.074),(71 46838.633),(72 47598.84),(73 48271.957),(74 47906.547),(75 47090.785),(76 47516.117),(77 48006.06),(78 47286.29),(79 46868.633),
