1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 162898.16),(2 579186.4),(3 1244474.6),(4 2088664.1),(5 3137130.3),(6 4331427),(7 5693337.5),(8 7227796),(9 8806241),(10 10553437),(11 12464491),(12 14439635),(13 16562720),(14 18747754),(15 21054668),(16 23445864),(17 25987162),(18 28563954),(19 31184326),(20 33867360),(21 36689344),(22 39641636),(23 42746804),(24 45904372),(25 49105372),(26 52270640),(27 55640844),(28 58980290),(29 62401972),(30 65938676),(31 69633384),(32 73257510),(33 77065410),(34 80542570),(35 84261020),(36 87863720),(37 91729190),(38 95492904),(39 99449130),(40 103633496),(41 108032024),(42 112656150),(43 117465920),(44 122170720),(45 126805130),(46 131350660),(47 135907150),(48 140565360),(49 144701950),(50 148676000),(51 152800590),(52 156775060),(53 161107280),(54 165147140),(55 169472580),(56 173774980),(57 178228850),(58 182738690),(59 187589300),(60 192224210),(61 197296750),(62 202533500),(63 207940740),(64 212272300),(65 217339860),(66 222084740),(67 226933840),(68 231602110),(69 236277120),(70 240844180),(71 245637650),(72 250307650),(73 255028980),(74 259215020),(75 263425740),(76 267081520),(77 271387970),(78 275355620),(79 279307520),
(1 102.14779),(2 118.769165),(3 127.03196),(4 130.98093),(5 138.10593),(6 142.34116),(7 145.24469),(8 148.58286),(9 152.99127),(10 152.99196),(11 155.21231),(12 157.24823),(13 160.20709),(14 160.72128),(15 160.45332),(16 161.7542),(17 162.2972),(18 163.59755),(19 162.55658),(20 165.6592),(21 167.48663),(22 167.28412),(23 171.15526),(24 173.0227),(25 173.67844),(26 175.14308),(27 178.29749),(28 178.33105),(29 180.16298),(30 180.81349),(31 180.84747),(32 181.51247),(33 182.5977),(34 183.78853),(35 185.66986),(36 186.80632),(37 187.60614),(38 187.63553),(39 186.10623),(40 186.84262),(41 187.97816),(42 188.25565),(43 188.78406),(44 190.6355),(45 189.4767),(46 190.15761),(47 188.53494),(48 189.29799),(49 189.33737),(50 188.00531),(51 187.49657),(52 189.52203),(53 188.41647),(54 189.36661),(55 189.32454),(56 187.84053),(57 186.5649),(58 186.12599),(59 186.61607),(60 185.38445),(61 184.77968),(62 184.28275),(63 183.79337),(64 184.47015),(65 183.90062),(66 181.62376),(67 180.70215),(68 181.12328),(69 180.53072),(70 179.3176),(71 178.32736),(72 179.37007),(73 177.41223),(74 177.61887),(75 175.93254),(76 175.23137),(77 174.56233),(78 175.05319),(79 176.8175),
(1 102.26764),(2 117.450386),(3 126.82064),(4 129.9205),(5 135.91962),(6 140.6103),(7 145.0549),(8 148.05347),(9 150.71869),(10 152.62473),(11 153.64626),(12 155.82541),(13 157.2747),(14 159.36021),(15 159.86818),(16 161.33485),(17 162.20508),(18 164.59135),(19 166.58379),(20 167.30434),(21 168.2928),(22 168.33057),(23 170.86662),(24 171.66481),(25 172.81693),(26 175.11618),(27 175.47795),(28 176.10606),(29 177.85786),(30 180.77013),(31 180.58672),(32 179.00163),(33 181.70316),(34 184.85677),(35 184.66129),(36 186.43082),(37 187.44904),(38 186.77623),(39 185.95811),(40 186.846),(41 188.35976),(42 188.99142),(43 189.5828),(44 190.105),(45 191.70877),(46 191.15561),(47 193.74936),(48 192.43968),(49 194.75565),(50 192.34824),(51 190.96266),(52 192.51773),(53 191.25945),(54 191.2849),(55 189.39023),(56 188.1919),(57 191.16504),(58 191.88019),(59 192.04141),(60 191.72156),(61 191.94635),(62 189.42828),(63 188.32315),(64 187.36472),(65 183.3439),(66 180.85045),(67 180.50644),(68 181.18227),(69 181.17563),(70 178.39336),(71 178.2713),(72 180.3039),(73 176.85788),(74 177.35692),(75 174.22694),(76 173.35667),(77 173.11731),(78 171.97672),(79 170.21819),
(1 100.31081),(2 116.69366),(3 124.262344),(4 131.39966),(5 136.90417),(6 141.77914),(7 146.1704),(8 147.79045),(9 149.99303),(10 149.94653),(11 150.24586),(12 153.19028),(13 155.218),(14 156.5742),(15 158.91179),(16 160.71371),(17 162.90732),(18 163.36505),(19 165.42903),(20 166.21219),(21 169.24348),(22 168.45683),(23 168.91725),(24 172.18266),(25 174.81776),(26 173.74446),(27 173.8179),(28 176.87907),(29 176.72876),(30 175.55373),(31 175.23082),(32 175.42567),(33 175.16331),(34 175.47481),(35 177.70941),(36 177.42169),(37 177.93214),(38 177.22496),(39 173.62805),(40 173.17809),(41 175.64291),(42 176.14261),(43 177.53712),(44 179.03229),(45 179.26662),(46 177.72299),(47 178.32724),(48 179.04369),(49 179.95822),(50 181.81683),(51 179.4339),(52 178.67441),(53 179.27216),(54 177.47571),(55 177.08212),(56 177.70517),(57 179.30054),(58 179.1892),(59 178.89777),(60 176.85197),(61 176.6276),(62 175.32771),(63 173.89888),(64 174.09306),(65 173.66666),(66 173.6038),(67 172.6671),(68 171.36226),(69 170.31941),(70 171.64018),(71 171.25307),(72 171.08673),(73 170.26985),(74 169.0737),(75 167.47614),(76 168.19873),(77 169.81917),(78 168.30598),(79 168.10841),
(1 100.16439),(2 114.12596),(3 121.03472),(4 126.92417),(5 131.42252),(6 136.17006),(7 139.87682),(8 144.53604),(9 145.89696),(10 147.7309),(11 149.21014),(12 151.93106),(13 153.1344),(14 155.51437),(15 155.11278),(16 156.98564),(17 158.48164),(18 159.5165),(19 160.45035),(20 163.9515),(21 162.50932),(22 164.05853),(23 166.25926),(24 168.18402),(25 169.05582),(26 170.50244),(27 170.32816),(28 173.62608),(29 175.52203),(30 176.64584),(31 177.9505),(32 176.92159),(33 178.57927),(34 177.72925),(35 176.85397),(36 178.35828),(37 180.99783),(38 182.17397),(39 180.9499),(40 179.74773),(41 180.68767),(42 183.29141),(43 186.49617),(44 185.24724),(45 184.21202),(46 183.78506),(47 184.43164),(48 185.61621),(49 184.91316),(50 184.70598),(51 183.01183),(52 182.99281),(53 183.45863),(54 183.4727),(55 181.84009),(56 182.76353),(57 184.35754),(58 183.32944),(59 185.5204),(60 185.3834),(61 184.27664),(62 183.12764),(63 179.76746),(64 180.5754),(65 177.0316),(66 175.49132),(67 176.10852),(68 177.81877),(69 175.23419),(70 173.53053),(71 173.42209),(72 176.0575),(73 177.02008),(74 175.0695),(75 171.5955),(76 171.85779),(77 174.1574),(78 171.61156),(79 171.13103),
(1 95.88548),(2 109.28597),(3 117.36354),(4 122.80553),(5 126.94076),(6 133.17744),(7 137.0154),(8 139.84613),(9 142.58524),(10 144.29385),(11 147.3515),(12 148.33072),(13 152.00366),(14 153.09431),(15 152.71414),(16 156.12259),(17 159.7395),(18 159.20752),(19 161.10628),(20 161.58185),(21 159.40541),(22 161.0447),(23 163.02249),(24 164.52531),(25 165.95287),(26 168.22197),(27 169.76135),(28 171.6625),(29 173.39273),(30 172.82289),(31 172.40837),(32 174.50099),(33 176.18134),(34 175.67114),(35 174.33096),(36 175.03535),(37 176.27701),(38 176.08723),(39 173.27153),(40 172.89879),(41 173.92224),(42 173.76471),(43 176.77522),(44 176.88518),(45 178.2206),(46 180.34789),(47 179.33614),(48 181.85393),(49 180.03189),(50 179.95287),(51 178.99593),(52 179.97462),(53 178.73676),(54 178.58664),(55 178.73523),(56 180.0173),(57 181.08951),(58 179.28314),(59 180.65475),(60 178.48871),(61 180.47678),(62 182.43344),(63 179.10123),(64 179.00021),(65 177.08578),(66 174.78206),(67 172.07416),(68 170.69678),(69 170.38724),(70 171.33449),(71 169.8353),(72 170.11035),(73 171.4532),(74 169.91696),(75 166.79446),(76 164.59647),(77 164.52751),(78 167.01904),(79 165.96272),
(1 95.94983),(2 109.81269),(3 117.010925),(4 122.8708),(5 126.358986),(6 130.64555),(7 135.6909),(8 138.79826),(9 141.38303),(10 142.15517),(11 145.57921),(12 147.21321),(13 149.53659),(14 149.36972),(15 150.82426),(16 155.03516),(17 155.67772),(18 157.42242),(19 159.84221),(20 160.87192),(21 161.47192),(22 164.88411),(23 164.43594),(24 166.07506),(25 167.58568),(26 168.63657),(27 167.19827),(28 166.06824),(29 166.8147),(30 168.42639),(31 167.59203),(32 166.43092),(33 168.47987),(34 169.18018),(35 169.6355),(36 171.226),(37 171.00714),(38 169.41211),(39 169.1612),(40 168.7902),(41 170.79063),(42 172.61427),(43 171.70299),(44 175.50624),(45 173.43121),(46 175.3452),(47 175.7886),(48 178.23393),(49 177.095),(50 179.09073),(51 178.34247),(52 177.40295),(53 174.761),(54 175.28444),(55 173.66168),(56 176.1392),(57 174.54536),(58 177.17374),(59 177.69719),(60 180.18753),(61 179.34593),(62 177.65964),(63 175.81613),(64 174.89165),(65 174.58682),(66 174.65813),(67 174.50586),(68 175.33269),(69 173.5764),(70 172.01924),(71 170.9219),(72 172.11183),(73 172.62901),(74 172.97714),(75 170.44524),(76 171.10028),(77 172.71478),(78 173.37012),(79 172.13791),
(1 94.39377),(2 109.134605),(3 117.64033),(4 123.587234),(5 128.36412),(6 132.4075),(7 136.87532),(8 138.6512),(9 140.9723),(10 143.65945),(11 143.8236),(12 145.29735),(13 147.40694),(14 149.86894),(15 150.09607),(16 153.67044),(17 154.62587),(18 155.8297),(19 156.75307),(20 159.58524),(21 161.32582),(22 162.56339),(23 162.95914),(24 164.07813),(25 164.07976),(26 165.88013),(27 164.38857),(28 165.23813),(29 167.83545),(30 169.31009),(31 168.43658),(32 168.94153),(33 170.61806),(34 172.34537),(35 170.36002),(36 168.37389),(37 169.23915),(38 169.47874),(39 168.68504),(40 169.25925),(41 169.68095),(42 170.15372),(43 173.2451),(44 174.738),(45 173.989),(46 175.0537),(47 174.12631),(48 177.0878),(49 176.27692),(50 177.19066),(51 177.252),(52 179.1446),(53 177.32251),(54 178.2848),(55 178.82935),(56 179.4845),(57 179.94737),(58 179.58797),(59 180.827),(60 180.53732),(61 180.40329),(62 178.92902),(63 176.663),(64 177.51865),(65 176.97736),(66 174.0962),(67 173.55493),(68 174.13441),(69 173.82593),(70 172.15161),(71 170.92851),(72 174.73116),(73 173.10648),(74 172.81606),(75 170.39532),(76 170.06776),(77 169.84303),(78 169.27165),(79 167.69225),
(1 91.70603),(2 105.42614),(3 112.572235),(4 116.83974),(5 122.982056),(6 126.47608),(7 130.74739),(8 134.74713),(9 136.4668),(10 138.34929),(11 140.60562),(12 141.43251),(13 142.03136),(14 144.59015),(15 146.0112),(16 147.834),(17 148.52072),(18 150.859),(19 150.73175),(20 151.93666),(21 155.19225),(22 156.54498),(23 155.26654),(24 158.33376),(25 158.5098),(26 161.5223),(27 161.05807),(28 163.80571),(29 163.80417),(30 164.8655),(31 165.42702),(32 164.49747),(33 165.66753),(34 166.58398),(35 165.18796),(36 165.98172),(37 165.35901),(38 167.85072),(39 167.21274),(40 167.8638),(41 169.73708),(42 171.68683),(43 173.11282),(44 171.79463),(45 171.5899),(46 172.26022),(47 171.87025),(48 173.24904),(49 172.4496),(50 173.41074),(51 171.48837),(52 172.4158),(53 172.91255),(54 172.92963),(55 173.24934),(56 172.37004),(57 171.61868),(58 171.35619),(59 170.81131),(60 171.17479),(61 170.28212),(62 168.00111),(63 167.66104),(64 168.51088),(65 167.25677),(66 164.67027),(67 163.99908),(68 163.7158),(69 162.20111),(70 162.29947),(71 162.532),(72 162.2135),(73 161.92227),(74 161.15521),(75 159.59221),(76 160.89883),(77 160.95305),(78 161.506),(79 159.58911),
(1 91.70828),(2 107.871155),(3 114.86282),(4 119.73298),(5 123.59173),(6 126.3356),(7 129.76736),(8 133.82289),(9 138.01466),(10 139.39964),(11 141.50554),(12 143.23306),(13 143.53462),(14 146.2938),(15 147.35747),(16 149.36525),(17 148.86525),(18 151.23586),(19 152.41272),(20 154.0673),(21 154.5692),(22 156.21953),(23 157.49577),(24 159.58394),(25 161.61536),(26 160.75453),(27 160.34674),(28 161.5634),(29 161.7942),(30 162.79707),(31 162.23912),(32 161.64491),(33 162.63586),(34 160.78621),(35 161.03238),(36 161.6786),(37 161.74953),(38 162.37189),(39 161.8133),(40 159.84822),(41 162.17719),(42 163.25623),(43 163.65057),(44 165.51167),(45 166.01959),(46 168.54178),(47 166.99739),(48 168.76845),(49 168.44997),(50 169.65271),(51 170.07942),(52 169.06175),(53 169.81755),(54 169.71886),(55 170.33324),(56 170.78918),(57 171.3515),(58 170.64444),(59 171.48894),(60 171.34723),(61 171.91444),(62 171.45427),(63 170.67513),(64 170.41908),(65 169.63133),(66 167.45834),(67 166.87042),(68 168.02388),(69 167.50119),(70 166.50766),(71 165.81036),(72 165.56012),(73 165.6809),(74 164.3379),(75 162.17378),(76 161.31926),(77 162.15984),(78 161.36172),(79 162.78687),
(1 89.866234),(2 104.36998),(3 108.68902),(4 114.19049),(5 118.58038),(6 122.84769),(7 126.64784),(8 130.32465),(9 132.18065),(10 133.91647),(11 135.30736),(12 136.51595),(13 138.39444),(14 141.17406),(15 140.96582),(16 142.82169),(17 144.7657),(18 146.9306),(19 147.57758),(20 147.41412),(21 148.58083),(22 148.29753),(23 150.70856),(24 152.45932),(25 154.67017),(26 155.1968),(27 155.07393),(28 156.17932),(29 157.123),(30 159.51631),(31 160.46207),(32 159.71089),(33 162.08327),(34 161.95253),(35 163.02449),(36 163.34932),(37 165.00217),(38 166.6787),(39 165.90836),(40 166.4378),(41 165.1898),(42 167.29028),(43 168.23521),(44 171.23878),(45 170.55482),(46 171.2054),(47 171.1365),(48 171.64578),(49 171.27142),(50 171.21298),(51 169.79501),(52 170.29738),(53 170.34772),(54 171.25258),(55 169.26382),(56 171.34775),(57 171.29033),(58 168.88632),(59 167.75357),(60 165.5421),(61 165.95796),(62 166.4326),(63 164.5333),(64 163.15742),(65 162.08992),(66 161.5891),(67 159.44087),(68 159.01253),(69 157.1497),(70 157.58624),(71 157.86226),(72 157.68735),(73 157.7674),(74 155.52672),(75 153.7607),(76 156.00067),(77 154.98413),(78 154.34872),(79 155.34076),
(1 90.48688),(2 105.04497),(3 111.14312),(4 114.80975),(5 118.741615),(6 122.7534),(7 125.77429),(8 130.5765),(9 133.0057),(10 135.68954),(11 137.31995),(12 138.26779),(13 139.22841),(14 142.02267),(15 140.58623),(16 144.92386),(17 144.93282),(18 146.63403),(19 147.21948),(20 149.76416),(21 151.49178),(22 152.44211),(23 152.94394),(24 154.95952),(25 156.46808),(26 156.19887),(27 158.03415),(28 159.61136),(29 160.86183),(30 162.30452),(31 163.84593),(32 164.13043),(33 167.7774),(34 166.96225),(35 167.95782),(36 168.60504),(37 167.21848),(38 168.72252),(39 167.66025),(40 168.09375),(41 169.70824),(42 170.37137),(43 172.06207),(44 170.69974),(45 170.3762),(46 172.99536),(47 172.0827),(48 172.73546),(49 172.8376),(50 172.26031),(51 171.57489),(52 171.43828),(53 170.8313),(54 169.8941),(55 169.98799),(56 168.15332),(57 168.66422),(58 167.8547),(59 166.90863),(60 167.35637),(61 167.3965),(62 167.7967),(63 166.6124),(64 166.05031),(65 163.5757),(66 164.6088),(67 163.29063),(68 162.2966),(69 162.83672),(70 162.04843),(71 161.29373),(72 162.18707),(73 161.17397),(74 161.3908),(75 157.36636),(76 156.42102),(77 158.3484),(78 157.22437),(79 156.73106),
(1 88.06922),(2 102.90433),(3 111.228),(4 117.02444),(5 121.08345),(6 125.39575),(7 126.673134),(8 130.46136),(9 134.34377),(10 135.77956),(11 139.15298),(12 138.58286),(13 140.91315),(14 143.64534),(15 141.83037),(16 145.61067),(17 145.79659),(18 146.3112),(19 147.07784),(20 147.73566),(21 148.95514),(22 148.85265),(23 152.69412),(24 151.73207),(25 152.64514),(26 152.32747),(27 152.56577),(28 153.46103),(29 154.48671),(30 155.7389),(31 156.73253),(32 157.31525),(33 158.56113),(34 158.94572),(35 160.08278),(36 160.11282),(37 161.16196),(38 159.69243),(39 160.46106),(40 161.18625),(41 158.84673),(42 160.05534),(43 162.21272),(44 163.44604),(45 161.48766),(46 162.36076),(47 162.77425),(48 165.51093),(49 165.53864),(50 164.65833),(51 162.36739),(52 161.74654),(53 162.55614),(54 163.597),(55 164.26582),(56 163.13649),(57 163.42984),(58 163.73346),(59 165.54707),(60 164.66583),(61 164.38673),(62 162.09291),(63 161.11644),(64 160.13933),(65 158.59686),(66 158.91078),(67 159.56262),(68 157.78966),(69 158.46208),(70 155.26491),(71 155.64261),(72 156.86916),(73 154.26033),(74 153.66357),(75 154.42143),(76 153.24443),(77 154.14883),(78 153.24196),(79 151.53427),
(1 86.23851),(2 98.742714),(3 106.50272),(4 110.815956),(5 115.754684),(6 118.879265),(7 121.966644),(8 125.296906),(9 128.57089),(10 129.80476),(11 130.74602),(12 131.45319),(13 132.47934),(14 134.83134),(15 134.78789),(16 137.82869),(17 136.73859),(18 137.77057),(19 138.32568),(20 140.05284),(21 143.21161),(22 142.65808),(23 142.61862),(24 144.66597),(25 145.37932),(26 146.47496),(27 147.85117),(28 149.65312),(29 150.98941),(30 153.35884),(31 153.49113),(32 154.56966),(33 156.45691),(34 154.53934),(35 156.5701),(36 155.52664),(37 156.71933),(38 158.42949),(39 157.80093),(40 158.36342),(41 159.66109),(42 160.31854),(43 161.45374),(44 163.61494),(45 163.98135),(46 166.01642),(47 166.09029),(48 166.47395),(49 167.20929),(50 168.75948),(51 165.43933),(52 167.98744),(53 167.97406),(54 166.30627),(55 165.82224),(56 165.51591),(57 165.76434),(58 168.08226),(59 168.26782),(60 170.23308),(61 167.54628),(62 167.98027),(63 167.94968),(64 167.00337),(65 166.15805),(66 165.35391),(67 163.75575),(68 163.18925),(69 163.6053),(70 162.75073),(71 161.87276),(72 162.36229),(73 160.13057),(74 159.46825),(75 156.89462),(76 156.72911),(77 156.7626),(78 155.12622),(79 154.52002),
(1 88.09963),(2 99.78816),(3 107.496475),(4 113.12177),(5 116.80298),(6 121.63619),(7 124.95045),(8 128.56781),(9 131.94655),(10 133.06519),(11 136.31337),(12 138.58966),(13 139.60284),(14 140.27853),(15 141.31406),(16 144.3134),(17 145.51097),(18 147.24753),(19 146.81647),(20 146.84975),(21 147.8352),(22 148.28526),(23 151.92084),(24 153.67558),(25 154.75702),(26 155.80856),(27 154.00688),(28 154.66551),(29 154.80037),(30 156.42755),(31 157.62308),(32 157.56943),(33 159.55591),(34 158.01422),(35 158.44733),(36 159.0696),(37 158.16449),(38 157.28976),(39 156.36365),(40 157.81375),(41 158.58092),(42 157.87401),(43 159.33022),(44 159.21825),(45 159.53084),(46 162.06456),(47 160.23462),(48 162.81029),(49 163.20679),(50 163.22627),(51 164.0264),(52 165.80879),(53 167.59398),(54 167.29591),(55 166.05313),(56 166.17372),(57 166.1985),(58 164.89166),(59 164.5398),(60 164.34117),(61 163.24576),(62 162.52957),(63 162.43303),(64 161.67896),(65 160.96184),(66 160.16898),(67 158.15005),(68 158.09888),(69 159.28606),(70 157.53381),(71 156.99982),(72 157.37756),(73 157.05077),(74 155.70332),(75 153.25659),(76 155.36044),(77 153.09924),(78 153.26811),(79 152.37906),
(1 85.047),(2 96.8617),(3 102.68661),(4 107.01872),(5 111.396416),(6 115.29724),(7 117.797554),(8 122.65508),(9 123.97716),(10 126.7036),(11 127.45991),(12 127.73769),(13 129.80934),(14 131.8878),(15 130.91353),(16 133.5793),(17 135.00427),(18 137.55704),(19 138.10445),(20 138.1924),(21 138.44234),(22 140.31743),(23 141.72343),(24 143.10509),(25 143.89468),(26 142.07962),(27 142.48131),(28 143.43373),(29 145.07518),(30 145.64502),(31 146.09288),(32 147.07472),(33 149.53804),(34 150.38725),(35 148.786),(36 149.71576),(37 150.67572),(38 152.69707),(39 150.4223),(40 149.11168),(41 149.3425),(42 152.23239),(43 153.61433),(44 153.66945),(45 154.57585),(46 155.26619),(47 154.0651),(48 155.39703),(49 156.24854),(50 157.03677),(51 155.37912),(52 154.69052),(53 156.71713),(54 156.38968),(55 156.45915),(56 156.25967),(57 156.93318),(58 157.3843),(59 155.99019),(60 156.56926),(61 157.22191),(62 154.35991),(63 152.9499),(64 153.48064),(65 153.4317),(66 153.21613),(67 151.93263),(68 151.12836),(69 150.59804),(70 149.77045),(71 149.0678),(72 149.06438),(73 150.57986),(74 150.00395),(75 147.77516),(76 147.93625),(77 145.68188),(78 145.16972),(79 144.45642),
(1 83.87383),(2 95.50788),(3 101.2303),(4 106.40599),(5 111.130035),(6 114.626015),(7 115.87347),(8 119.91242),(9 122.362274),(10 123.634964),(11 126.67415),(12 127.457634),(13 127.934784),(14 131.2392),(15 129.91803),(16 131.57047),(17 134.24284),(18 136.08873),(19 136.77563),(20 138.86511),(21 138.39024),(22 139.8934),(23 142.27188),(24 142.43594),(25 143.91957),(26 144.17662),(27 142.80429),(28 145.6704),(29 147.86574),(30 146.95087),(31 149.34966),(32 149.61928),(33 151.47981),(34 150.85724),(35 150.83446),(36 151.94125),(37 151.30756),(38 152.53331),(39 149.69296),(40 151.38809),(41 151.6478),(42 151.47527),(43 154.60526),(44 154.36469),(45 156.3406),(46 156.67838),(47 156.30408),(48 158.59715),(49 159.38443),(50 159.39403),(51 157.90512),(52 157.9182),(53 158.00697),(54 158.45831),(55 157.40657),(56 159.82774),(57 160.61754),(58 159.44418),(59 159.82576),(60 160.18295),(61 160.10732),(62 160.53757),(63 158.73108),(64 157.33586),(65 158.92497),(66 157.23032),(67 157.72725),(68 156.74738),(69 156.13042),(70 156.89323),(71 155.91367),(72 157.2492),(73 155.79633),(74 157.065),(75 153.78859),(76 154.06879),(77 153.00574),(78 153.45801),(79 153.16484),
(1 82.39933),(2 94.45319),(3 99.85486),(4 104.790855),(5 109.31747),(6 112.773254),(7 114.76179),(8 118.2547),(9 120.96244),(10 121.84853),(11 124.02713),(12 125.00114),(13 128.3983),(14 130.43474),(15 130.91628),(16 132.47073),(17 132.52458),(18 132.69858),(19 134.20076),(20 136.13019),(21 135.44034),(22 135.80005),(23 136.75815),(24 139.04163),(25 139.53622),(26 139.1371),(27 138.64911),(28 141.56482),(29 142.05086),(30 143.06926),(31 144.01549),(32 145.45714),(33 146.14943),(34 143.92238),(35 145.08148),(36 146.13536),(37 145.94583),(38 145.36261),(39 144.85963),(40 146.03552),(41 146.99768),(42 148.15393),(43 149.93571),(44 149.58958),(45 149.4006),(46 149.00705),(47 148.94621),(48 151.72256),(49 151.35826),(50 151.65848),(51 149.43536),(52 151.02513),(53 151.8701),(54 151.91603),(55 153.46114),(56 154.69641),(57 153.55635),(58 153.3108),(59 150.90561),(60 150.76042),(61 151.22713),(62 151.89404),(63 150.81696),(64 149.2783),(65 150.51549),(66 148.31895),(67 148.39844),(68 147.5995),(69 146.95337),(70 144.59383),(71 144.78192),(72 143.71562),(73 143.26128),(74 142.5329),(75 142.4274),(76 141.68263),(77 140.61172),(78 140.55852),(79 139.67223),
(1 82.79085),(2 94.29588),(3 98.76678),(4 104.41354),(5 108.09872),(6 112.471565),(7 115.19165),(8 117.357704),(9 119.159874),(10 122.102455),(11 121.676384),(12 123.48129),(13 127.31056),(14 130.27055),(15 128.5391),(16 130.01549),(17 131.1645),(18 132.73593),(19 133.43369),(20 135.60852),(21 135.35019),(22 134.8161),(23 137.14828),(24 137.15395),(25 139.19843),(26 140.45287),(27 139.7681),(28 142.70323),(29 142.0683),(30 144.76196),(31 142.97536),(32 144.0691),(33 147.57729),(34 146.38362),(35 145.72913),(36 147.18295),(37 147.04741),(38 147.39575),(39 145.07407),(40 145.89726),(41 145.12273),(42 145.54642),(43 146.71153),(44 147.97559),(45 150.0251),(46 150.68008),(47 152.58847),(48 152.61116),(49 153.25899),(50 153.25015),(51 151.00629),(52 152.76176),(53 152.7726),(54 154.1554),(55 153.71786),(56 153.40424),(57 153.48076),(58 153.67175),(59 152.50024),(60 152.7751),(61 151.71468),(62 152.70773),(63 151.93459),(64 151.67308),(65 151.20041),(66 150.43286),(67 150.12155),(68 149.05623),(69 148.6518),(70 148.42851),(71 148.63483),(72 148.90941),(73 149.02962),(74 147.8418),(75 144.99097),(76 144.88554),(77 145.99019),(78 147.28047),(79 146.11671),
