1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1584070),(2 5177892.5),(3 9787671),(4 14556464),(5 19109206),(6 23102944),(7 26984430),(8 31146832),(9 35292740),(10 39533044),(11 42422476),(12 44529148),(13 46157668),(14 48035076),(15 51586588),(16 56563170),(17 61698804),(18 64439904),(19 65063732),(20 64213076),(21 61739060),(22 59545810),(23 57548180),(24 54656852),(25 50158176),(26 44853376),(27 38582748),(28 32269944),(29 26197590),(30 21482100),(31 18389306),(32 18227612),(33 20944572),(34 25198776),(35 29890634),(36 32477062),(37 34047548),(38 35958750),(39 37635340),(40 39013764),(41 39706532),(42 39037230),(43 36510268),(44 32946288),(45 29761416),(46 27476798),(47 25695128),(48 24992638),(49 25369952),(50 26107850),(51 27371802),(52 28851242),(53 30612570),(54 31891584),(55 33158678),(56 34261904),(57 34463476),(58 33948584),(59 32449096),(60 31367872),(61 30884272),(62 30571450),(63 30026102),(64 29120506),(65 27997102),(66 26500664),(67 25091006),(68 24219414),(69 23577816),(70 23215246),(71 23761632),(72 24503496),(73 25323214),(74 26412662),(75 27399520),(76 28331024),(77 29160864),(78 29469832),(79 29281192),
(1 311.06946),(2 318.69473),(3 335.00333),(4 335.45203),(5 341.66156),(6 342.65637),(7 346.14252),(8 346.0603),(9 345.9152),(10 346.61325),(11 342.63904),(12 354.0527),(13 353.47382),(14 355.16953),(15 348.6513),(16 348.35828),(17 350.43243),(18 346.73438),(19 351.21143),(20 352.12756),(21 350.97375),(22 350.23633),(23 349.05273),(24 350.34177),(25 348.98233),(26 354.32526),(27 354.67935),(28 352.99533),(29 349.72256),(30 349.13492),(31 356.99133),(32 354.61655),(33 359.3508),(34 354.60876),(35 357.7305),(36 358.7309),(37 360.3896),(38 365.51187),(39 363.83643),(40 371.29327),(41 369.2667),(42 370.5504),(43 367.69702),(44 371.4079),(45 367.56232),(46 370.96698),(47 367.5064),(48 371.8577),(49 369.34818),(50 366.1615),(51 374.9378),(52 370.8578),(53 366.45743),(54 368.72833),(55 366.7377),(56 366.55258),(57 368.5265),(58 364.23303),(59 359.71936),(60 361.5302),(61 360.7338),(62 363.6658),(63 359.4548),(64 358.67725),(65 360.68903),(66 357.85257),(67 359.0853),(68 359.2497),(69 357.11484),(70 352.2406),(71 358.00504),(72 362.84958),(73 352.8763),(74 352.4427),(75 357.13168),(76 358.6164),(77 355.19687),(78 352.45422),(79 355.44135),
(1 312.0375),(2 314.88425),(3 328.0308),(4 331.5938),(5 336.23047),(6 337.50897),(7 342.1884),(8 343.41425),(9 353.17923),(10 343.2525),(11 346.81223),(12 352.97485),(13 348.47278),(14 353.20416),(15 348.11774),(16 346.69424),(17 356.18613),(18 352.7149),(19 350.64072),(20 351.5138),(21 352.2311),(22 357.43652),(23 354.15778),(24 355.68027),(25 355.03308),(26 353.7624),(27 357.8746),(28 349.45023),(29 353.01334),(30 346.90753),(31 355.24377),(32 352.48364),(33 354.7416),(34 354.98996),(35 355.71786),(36 357.1964),(37 363.9967),(38 367.7269),(39 365.40305),(40 364.08502),(41 368.35846),(42 364.46796),(43 366.86963),(44 368.2484),(45 361.72272),(46 366.29584),(47 367.59308),(48 368.84814),(49 367.09937),(50 367.76498),(51 373.90463),(52 372.47275),(53 364.1461),(54 363.29926),(55 362.70078),(56 357.40067),(57 362.54422),(58 367.33273),(59 358.2634),(60 360.51187),(61 366.05362),(62 360.1325),(63 358.81915),(64 362.65765),(65 359.68314),(66 358.32773),(67 357.23138),(68 354.20023),(69 349.80554),(70 352.5615),(71 362.0809),(72 358.3265),(73 352.59726),(74 356.79572),(75 356.93658),(76 353.94263),(77 358.05698),(78 355.43475),(79 357.1075),
(1 306.7317),(2 320.49094),(3 327.63486),(4 329.19055),(5 330.86188),(6 336.84396),(7 337.7107),(8 338.6005),(9 339.2264),(10 339.6308),(11 343.22702),(12 347.95966),(13 345.917),(14 347.83865),(15 342.29697),(16 347.4572),(17 344.80637),(18 345.58817),(19 342.9334),(20 344.4153),(21 342.8493),(22 351.85413),(23 342.31964),(24 346.14853),(25 346.47775),(26 347.07397),(27 344.5487),(28 340.3497),(29 341.0102),(30 338.2859),(31 347.25473),(32 347.78412),(33 347.3741),(34 343.7786),(35 350.4513),(36 345.86462),(37 348.342),(38 351.86395),(39 351.80368),(40 352.08817),(41 354.38562),(42 353.44366),(43 351.90356),(44 353.60602),(45 358.02313),(46 355.90424),(47 355.18988),(48 353.11407),(49 360.68106),(50 356.0922),(51 355.42334),(52 358.47397),(53 350.66483),(54 351.6456),(55 354.19812),(56 352.17136),(57 359.34384),(58 364.15732),(59 353.77713),(60 354.56055),(61 355.41083),(62 355.74277),(63 351.22217),(64 357.17746),(65 354.1888),(66 350.01346),(67 357.36194),(68 355.09348),(69 344.4178),(70 349.3933),(71 347.12595),(72 348.8957),(73 340.50928),(74 349.4517),(75 351.399),(76 347.3921),(77 344.31348),(78 344.946),(79 346.53),
(1 302.0934),(2 310.66238),(3 322.20877),(4 322.7063),(5 328.88138),(6 329.61264),(7 332.8294),(8 335.47247),(9 331.43106),(10 327.56516),(11 334.0742),(12 339.22052),(13 336.05466),(14 342.82428),(15 333.8742),(16 336.22922),(17 341.02835),(18 336.412),(19 336.18842),(20 338.1232),(21 333.7423),(22 338.5223),(23 332.5963),(24 340.26),(25 339.35562),(26 336.584),(27 337.07816),(28 338.9761),(29 337.01428),(30 335.05368),(31 336.01923),(32 343.72202),(33 345.86032),(34 345.93433),(35 346.751),(36 347.2818),(37 347.55728),(38 352.29333),(39 345.16922),(40 350.95132),(41 353.93033),(42 349.8227),(43 346.9334),(44 352.97488),(45 345.244),(46 349.1915),(47 350.09174),(48 350.02457),(49 350.88574),(50 350.40036),(51 354.20364),(52 356.5902),(53 349.85446),(54 343.20117),(55 347.8843),(56 346.35748),(57 356.19116),(58 355.4784),(59 343.16394),(60 344.5556),(61 345.19336),(62 346.45203),(63 345.0829),(64 346.55286),(65 350.70816),(66 344.35852),(67 343.4116),(68 341.73508),(69 342.3617),(70 339.85638),(71 345.04346),(72 341.8935),(73 341.23508),(74 336.67828),(75 336.517),(76 336.91794),(77 340.00537),(78 337.6996),(79 340.25046),
(1 296.65448),(2 307.6763),(3 311.06216),(4 317.33087),(5 321.65433),(6 320.93988),(7 322.58383),(8 325.51608),(9 330.51984),(10 324.46884),(11 327.0752),(12 336.64096),(13 334.55664),(14 335.0203),(15 332.7853),(16 333.02893),(17 332.3311),(18 330.546),(19 335.4696),(20 332.76596),(21 331.27213),(22 335.86804),(23 334.96198),(24 335.77423),(25 332.75372),(26 334.53845),(27 331.88593),(28 332.7627),(29 332.14148),(30 322.4129),(31 331.40744),(32 335.87308),(33 336.18094),(34 337.64566),(35 337.39548),(36 339.7158),(37 337.27338),(38 338.2006),(39 342.12766),(40 340.12933),(41 337.28058),(42 339.3744),(43 335.13055),(44 340.3862),(45 336.1571),(46 343.70502),(47 338.91138),(48 342.749),(49 344.22522),(50 343.86646),(51 348.49197),(52 346.1769),(53 342.66797),(54 340.23822),(55 347.28033),(56 340.12027),(57 351.95685),(58 351.67062),(59 340.4346),(60 337.8331),(61 347.6971),(62 337.7246),(63 340.82986),(64 343.12573),(65 340.67316),(66 338.27515),(67 345.41196),(68 338.27084),(69 336.0498),(70 332.45987),(71 339.2885),(72 336.79755),(73 337.59982),(74 334.31808),(75 332.347),(76 333.92136),(77 335.11462),(78 334.16986),(79 335.08508),
(1 285.13953),(2 294.94482),(3 297.5935),(4 308.18723),(5 310.85422),(6 312.48154),(7 314.89673),(8 317.21014),(9 321.53967),(10 314.82907),(11 315.428),(12 321.15222),(13 327.33282),(14 329.5994),(15 326.01767),(16 324.1478),(17 318.08627),(18 319.8818),(19 323.9692),(20 322.2339),(21 327.4878),(22 326.21985),(23 323.87863),(24 324.41486),(25 323.21075),(26 327.43622),(27 323.0291),(28 324.16275),(29 323.15875),(30 319.5275),(31 324.69348),(32 324.8442),(33 328.1201),(34 324.78677),(35 331.67978),(36 324.9686),(37 329.3711),(38 333.95325),(39 325.64883),(40 331.10568),(41 334.03452),(42 331.42975),(43 329.12552),(44 327.59357),(45 332.79318),(46 331.16742),(47 333.71722),(48 327.09616),(49 330.82547),(50 329.9051),(51 332.21814),(52 326.57367),(53 324.39572),(54 325.11603),(55 325.68283),(56 328.7555),(57 333.48032),(58 329.84702),(59 329.21384),(60 328.6256),(61 327.90372),(62 326.9013),(63 326.5909),(64 324.83337),(65 326.80774),(66 325.218),(67 326.99243),(68 325.33945),(69 315.96338),(70 322.0679),(71 324.5633),(72 328.87613),(73 322.85287),(74 322.6595),(75 320.74207),(76 323.50793),(77 326.78452),(78 320.71942),(79 327.25854),
(1 288.23843),(2 303.75912),(3 306.6557),(4 317.6801),(5 320.49377),(6 323.9708),(7 320.0043),(8 323.75568),(9 322.6429),(10 321.7082),(11 332.6658),(12 332.9988),(13 336.7724),(14 338.91504),(15 333.68417),(16 331.339),(17 336.03976),(18 330.08987),(19 331.88647),(20 327.10898),(21 335.03323),(22 338.02066),(23 333.85785),(24 336.69653),(25 334.44974),(26 336.02478),(27 333.82654),(28 335.78903),(29 332.7757),(30 329.11063),(31 336.89496),(32 335.83612),(33 335.56427),(34 336.00485),(35 334.84372),(36 335.06793),(37 337.01385),(38 339.429),(39 337.7383),(40 338.83),(41 336.91672),(42 337.09076),(43 334.7868),(44 340.44534),(45 338.69073),(46 343.44656),(47 336.2112),(48 339.10416),(49 341.0818),(50 337.2888),(51 338.4887),(52 342.78067),(53 337.54202),(54 337.73972),(55 340.11426),(56 334.4098),(57 340.49573),(58 335.21893),(59 336.28903),(60 333.41486),(61 327.51553),(62 327.60764),(63 327.59592),(64 333.48102),(65 332.21454),(66 330.831),(67 334.45407),(68 329.03903),(69 325.9665),(70 329.18057),(71 329.72256),(72 330.90417),(73 323.1381),(74 325.63715),(75 325.06085),(76 328.0267),(77 330.66248),(78 330.17813),(79 332.99875),
(1 274.27887),(2 282.3104),(3 289.9997),(4 298.23032),(5 298.86346),(6 303.68777),(7 303.19675),(8 307.3468),(9 302.28137),(10 302.31177),(11 304.50775),(12 309.11194),(13 313.66782),(14 311.3121),(15 307.97787),(16 310.1818),(17 310.5729),(18 309.51987),(19 307.01254),(20 307.82877),(21 310.10522),(22 311.59372),(23 310.6),(24 312.38058),(25 311.0252),(26 314.02505),(27 311.7786),(28 309.2355),(29 309.70224),(30 302.97714),(31 313.6026),(32 310.61096),(33 315.11655),(34 316.18277),(35 315.37732),(36 320.08313),(37 315.88367),(38 318.01816),(39 316.6788),(40 320.08902),(41 313.88257),(42 317.49106),(43 316.25803),(44 317.8257),(45 323.24164),(46 322.872),(47 320.1356),(48 319.0186),(49 319.9019),(50 323.2432),(51 327.5892),(52 322.94168),(53 318.11673),(54 319.94196),(55 320.08994),(56 320.05832),(57 320.0285),(58 321.32077),(59 316.25827),(60 315.0741),(61 315.40332),(62 319.44528),(63 313.2944),(64 317.9729),(65 317.53604),(66 316.4613),(67 318.60028),(68 315.89786),(69 312.34628),(70 313.16962),(71 314.08536),(72 315.11017),(73 316.3881),(74 316.11786),(75 315.03757),(76 315.19577),(77 314.58344),(78 311.3812),(79 311.9998),
(1 273.91736),(2 278.59827),(3 285.6966),(4 295.93463),(5 291.09787),(6 299.11194),(7 299.00314),(8 299.96344),(9 301.13748),(10 297.1151),(11 302.21793),(12 309.41275),(13 306.35098),(14 309.67578),(15 305.649),(16 301.53983),(17 307.82187),(18 302.68115),(19 302.52316),(20 304.69403),(21 300.72195),(22 300.09357),(23 301.7279),(24 304.37958),(25 300.64456),(26 304.1423),(27 304.58807),(28 301.9731),(29 301.15613),(30 297.36148),(31 304.8666),(32 302.0063),(33 304.62317),(34 305.6188),(35 309.99033),(36 311.26874),(37 313.86237),(38 309.5271),(39 312.6539),(40 311.56934),(41 306.4733),(42 311.15213),(43 314.03552),(44 314.30463),(45 315.5559),(46 313.7244),(47 317.6127),(48 313.2499),(49 314.51993),(50 317.30536),(51 319.17032),(52 314.6477),(53 311.86496),(54 316.01288),(55 317.96396),(56 314.9731),(57 316.83536),(58 315.6442),(59 312.61304),(60 311.30258),(61 315.68604),(62 309.56552),(63 312.43915),(64 312.992),(65 309.14575),(66 310.22748),(67 309.28732),(68 311.15717),(69 306.254),(70 307.5635),(71 311.34952),(72 312.55225),(73 307.01874),(74 306.1827),(75 308.05176),(76 311.01517),(77 307.16318),(78 309.2062),(79 308.38464),
(1 274.5778),(2 278.5301),(3 285.71918),(4 291.73196),(5 294.09393),(6 300.87683),(7 297.28583),(8 299.95956),(9 304.81674),(10 301.3295),(11 301.3699),(12 308.42102),(13 308.3304),(14 311.20392),(15 305.02484),(16 304.21652),(17 306.43454),(18 305.50333),(19 301.6985),(20 305.8269),(21 303.51724),(22 307.64078),(23 307.0977),(24 306.37158),(25 301.78644),(26 302.93655),(27 306.06412),(28 302.3829),(29 305.83157),(30 301.36676),(31 309.99918),(32 305.51657),(33 307.81662),(34 307.95117),(35 310.49097),(36 311.50717),(37 314.87445),(38 314.69135),(39 314.69904),(40 313.60193),(41 312.18567),(42 313.14468),(43 311.57956),(44 317.25357),(45 311.71884),(46 314.81656),(47 318.77426),(48 313.4522),(49 314.50754),(50 317.41092),(51 317.88705),(52 313.87952),(53 310.00085),(54 313.2879),(55 312.39227),(56 312.8449),(57 311.78268),(58 313.87408),(59 310.15787),(60 315.03574),(61 314.25238),(62 310.61398),(63 308.12625),(64 311.04993),(65 312.04373),(66 313.49677),(67 313.10562),(68 310.19458),(69 307.48245),(70 309.5422),(71 309.06137),(72 312.78192),(73 304.69778),(74 308.18304),(75 308.2729),(76 308.745),(77 307.44577),(78 310.2866),(79 311.56583),
(1 273.53867),(2 278.37003),(3 285.29007),(4 296.1268),(5 291.08865),(6 299.4717),(7 299.00806),(8 298.79236),(9 302.4974),(10 299.12866),(11 296.8483),(12 305.27267),(13 310.84875),(14 307.65997),(15 303.01828),(16 302.36377),(17 301.18872),(18 302.30206),(19 299.95483),(20 304.9829),(21 301.38223),(22 301.23578),(23 300.43933),(24 307.19443),(25 304.895),(26 303.46155),(27 302.0818),(28 305.0163),(29 301.7749),(30 303.01974),(31 305.6368),(32 302.61655),(33 302.7868),(34 300.95935),(35 303.5552),(36 302.84735),(37 302.06015),(38 308.705),(39 308.98172),(40 309.6846),(41 308.91684),(42 307.8074),(43 310.8334),(44 306.70676),(45 307.3293),(46 309.31326),(47 309.7352),(48 312.22485),(49 308.5459),(50 309.6529),(51 311.10422),(52 313.41837),(53 311.82983),(54 306.57404),(55 307.3762),(56 309.6182),(57 309.2238),(58 312.6631),(59 308.24554),(60 306.40283),(61 308.21225),(62 305.66885),(63 304.5626),(64 307.7855),(65 309.5208),(66 308.8556),(67 307.95792),(68 307.13815),(69 306.9699),(70 302.389),(71 306.14215),(72 305.13763),(73 302.46606),(74 302.1802),(75 309.02438),(76 302.82028),(77 303.75226),(78 304.8414),(79 305.0726),
(1 263.56525),(2 269.9779),(3 274.3931),(4 282.8404),(5 282.76865),(6 288.05487),(7 291.75406),(8 289.10452),(9 298.5543),(10 289.6216),(11 290.76523),(12 298.04688),(13 300.03613),(14 304.00665),(15 295.05615),(16 296.25684),(17 295.0167),(18 301.44016),(19 293.17688),(20 299.126),(21 297.84753),(22 296.9408),(23 296.80292),(24 301.76672),(25 296.14932),(26 300.58228),(27 301.9325),(28 295.07324),(29 295.79263),(30 295.1912),(31 296.43457),(32 301.24774),(33 296.51306),(34 299.22937),(35 298.87225),(36 302.74872),(37 301.72647),(38 301.82306),(39 303.1903),(40 304.49286),(41 303.9195),(42 300.8935),(43 304.98322),(44 301.5321),(45 300.12625),(46 298.14417),(47 298.4902),(48 300.43353),(49 298.55927),(50 296.79327),(51 310.442),(52 304.88742),(53 304.17636),(54 298.68268),(55 302.6008),(56 300.70337),(57 304.2481),(58 304.7035),(59 304.52048),(60 303.33206),(61 303.853),(62 299.7071),(63 300.5763),(64 301.63174),(65 298.41837),(66 297.88275),(67 301.78772),(68 299.45105),(69 300.45587),(70 298.01303),(71 305.3923),(72 301.4343),(73 296.2732),(74 298.87332),(75 302.71255),(76 299.6517),(77 297.44742),(78 301.95746),(79 299.85623),
(1 252.53413),(2 265.38217),(3 268.4581),(4 275.16943),(5 274.82175),(6 281.4753),(7 278.12918),(8 280.45862),(9 280.27515),(10 280.1851),(11 281.17572),(12 284.51736),(13 286.65155),(14 289.6995),(15 282.51816),(16 283.73483),(17 284.59772),(18 287.38412),(19 285.7395),(20 285.59442),(21 284.63965),(22 285.80753),(23 288.9844),(24 288.49142),(25 285.98096),(26 289.5814),(27 285.68637),(28 286.24115),(29 284.59543),(30 281.4168),(31 285.3392),(32 281.7979),(33 284.67343),(34 283.09042),(35 289.33838),(36 294.98538),(37 289.2182),(38 290.2792),(39 288.02264),(40 294.14444),(41 288.6292),(42 293.29483),(43 289.91986),(44 288.19058),(45 287.78995),(46 290.7739),(47 290.039),(48 290.77686),(49 293.86496),(50 291.7728),(51 295.80734),(52 294.01184),(53 294.32385),(54 291.32593),(55 291.7064),(56 288.39853),(57 292.97742),(58 292.49307),(59 289.46033),(60 289.5214),(61 287.34048),(62 286.39853),(63 287.5972),(64 289.24957),(65 286.6799),(66 286.2738),(67 289.314),(68 287.02374),(69 285.16803),(70 290.07596),(71 287.51614),(72 288.53027),(73 286.63077),(74 286.08682),(75 288.3599),(76 286.71802),(77 287.3848),(78 287.32605),(79 288.55325),
(1 254.29889),(2 258.85352),(3 265.00317),(4 272.48105),(5 274.9073),(6 277.29706),(7 278.16867),(8 279.9633),(9 281.7638),(10 279.40656),(11 281.70944),(12 287.62576),(13 285.89935),(14 288.95236),(15 283.21542),(16 284.2507),(17 282.2262),(18 286.18042),(19 279.87503),(20 278.87527),(21 278.79556),(22 283.18298),(23 284.16034),(24 289.47287),(25 285.11176),(26 287.7769),(27 284.6762),(28 286.9397),(29 286.66632),(30 285.3316),(31 285.15805),(32 288.1487),(33 286.02023),(34 285.71304),(35 289.1379),(36 289.70142),(37 284.11035),(38 289.13135),(39 289.66858),(40 289.86105),(41 289.14532),(42 293.73865),(43 292.09116),(44 292.81686),(45 292.41922),(46 297.33212),(47 292.3102),(48 291.02402),(49 294.3799),(50 293.29153),(51 296.911),(52 292.31036),(53 295.60648),(54 288.80417),(55 290.10376),(56 288.3408),(57 292.30624),(58 293.03894),(59 285.645),(60 288.29257),(61 291.0014),(62 288.3327),(63 284.28687),(64 289.11548),(65 285.68326),(66 284.02274),(67 288.0014),(68 286.41205),(69 282.14038),(70 282.32867),(71 285.33502),(72 283.38483),(73 283.6579),(74 282.6401),(75 287.5638),(76 283.8587),(77 286.3853),(78 282.7481),(79 286.3622),
(1 243.65228),(2 254.63823),(3 259.23584),(4 267.4787),(5 266.23807),(6 274.3437),(7 272.7782),(8 271.9916),(9 276.425),(10 274.92154),(11 272.0588),(12 280.30505),(13 281.59985),(14 278.77307),(15 278.89957),(16 278.5396),(17 279.39972),(18 280.06073),(19 278.25876),(20 282.2883),(21 276.76944),(22 281.7384),(23 276.83963),(24 282.71582),(25 281.63715),(26 282.3524),(27 279.51376),(28 275.73376),(29 282.5925),(30 275.99933),(31 279.7435),(32 287.39664),(33 286.822),(34 285.53656),(35 284.9946),(36 285.84384),(37 284.16452),(38 289.15265),(39 289.54004),(40 287.9987),(41 284.65036),(42 286.28036),(43 289.8271),(44 287.72754),(45 284.85278),(46 285.73837),(47 285.288),(48 286.9759),(49 291.67648),(50 285.26328),(51 292.63205),(52 293.5456),(53 285.33914),(54 282.75037),(55 285.20563),(56 280.5452),(57 289.2696),(58 291.8174),(59 287.04074),(60 287.08173),(61 287.78168),(62 284.62396),(63 285.24774),(64 281.85248),(65 286.85114),(66 281.17252),(67 284.7435),(68 280.36667),(69 282.79834),(70 275.1586),(71 283.54007),(72 285.93008),(73 277.44077),(74 279.89752),(75 282.9766),(76 278.7952),(77 283.128),(78 282.21817),(79 283.83594),
(1 249.40285),(2 253.80544),(3 257.6321),(4 264.63092),(5 269.79196),(6 269.7502),(7 270.47165),(8 268.42154),(9 275.93887),(10 269.1731),(11 269.1811),(12 276.7669),(13 275.12973),(14 276.87094),(15 274.07755),(16 270.641),(17 271.6524),(18 274.22104),(19 276.4958),(20 277.3015),(21 273.865),(22 276.4393),(23 274.62375),(24 277.841),(25 279.55682),(26 279.63885),(27 275.9277),(28 273.2644),(29 274.38226),(30 271.39175),(31 274.36902),(32 275.12646),(33 278.17514),(34 281.1627),(35 283.38596),(36 284.46112),(37 282.6135),(38 284.03717),(39 281.75845),(40 285.67676),(41 283.1621),(42 284.7655),(43 285.0851),(44 290.32364),(45 283.4148),(46 285.80405),(47 287.1352),(48 287.72397),(49 284.89105),(50 286.84943),(51 288.5005),(52 287.62387),(53 285.9786),(54 282.0154),(55 285.04474),(56 281.4793),(57 287.4962),(58 282.73642),(59 281.36536),(60 280.6416),(61 280.76874),(62 279.14575),(63 282.4953),(64 278.86078),(65 280.98254),(66 275.9211),(67 278.20447),(68 279.2136),(69 276.61368),(70 275.53638),(71 273.51605),(72 273.17477),(73 270.9422),(74 275.51685),(75 273.2557),(76 272.76352),(77 273.46637),(78 278.57565),(79 275.76123),
(1 242.11813),(2 250.85037),(3 258.39523),(4 260.17807),(5 267.9152),(6 267.15826),(7 269.20206),(8 270.60214),(9 273.33377),(10 267.87592),(11 273.43466),(12 278.2604),(13 276.00436),(14 277.89536),(15 276.8838),(16 274.01056),(17 273.836),(18 273.51273),(19 274.95694),(20 270.64008),(21 271.0194),(22 274.25797),(23 271.9811),(24 274.24942),(25 276.13925),(26 271.7026),(27 274.79068),(28 273.13318),(29 272.18018),(30 268.16815),(31 271.24442),(32 277.4077),(33 277.82092),(34 276.65918),(35 280.46326),(36 278.75363),(37 278.16586),(38 280.52448),(39 279.1057),(40 281.1714),(41 279.8599),(42 282.6035),(43 283.72266),(44 283.25723),(45 280.8296),(46 282.55896),(47 280.4654),(48 282.2495),(49 283.55188),(50 282.51285),(51 285.23785),(52 285.08154),(53 283.3913),(54 279.31592),(55 282.55286),(56 281.099),(57 280.1386),(58 283.79507),(59 279.60208),(60 281.84067),(61 282.28006),(62 279.13245),(63 280.31528),(64 280.6545),(65 279.63443),(66 275.91174),(67 278.4355),(68 275.07892),(69 277.07324),(70 277.8082),(71 276.59183),(72 278.58044),(73 271.0426),(74 274.82028),(75 274.10986),(76 272.2826),(77 277.07034),(78 275.62427),(79 277.20636),
(1 236.40364),(2 245.13321),(3 250.116),(4 257.4452),(5 255.74141),(6 257.63797),(7 258.70297),(8 259.88803),(9 262.94623),(10 265.4712),(11 264.51935),(12 271.16772),(13 268.70135),(14 275.70486),(15 268.26407),(16 267.70575),(17 267.84436),(18 271.65164),(19 268.17874),(20 266.4125),(21 264.63434),(22 271.26523),(23 269.81723),(24 272.33066),(25 272.38345),(26 269.63824),(27 271.50848),(28 270.48883),(29 273.34332),(30 270.9961),(31 268.9576),(32 273.7846),(33 277.48233),(34 273.00162),(35 276.47513),(36 272.38727),(37 268.956),(38 273.78345),(39 271.56558),(40 271.98483),(41 272.00015),(42 278.37177),(43 276.52603),(44 276.65393),(45 275.23932),(46 277.13147),(47 276.036),(48 278.0406),(49 275.13425),(50 275.72183),(51 278.96942),(52 274.05133),(53 274.73618),(54 271.50534),(55 275.0254),(56 269.7516),(57 273.7107),(58 277.8292),(59 270.76752),(60 274.2636),(61 274.1112),(62 274.21664),(63 271.49936),(64 275.44873),(65 279.04517),(66 273.63983),(67 277.72568),(68 272.25403),(69 273.83356),(70 269.21768),(71 274.4211),(72 277.73764),(73 270.96027),(74 272.38254),(75 274.39093),(76 273.69165),(77 273.7066),(78 273.64975),(79 276.09784),
