1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26228.86),(2 52948.527),(3 77552.914),(4 141332.45),(5 195573.14),(6 255319.08),(7 363613.34),(8 470907),(9 591714.25),(10 759448.2),(11 895347.5),(12 1019971.06),(13 1185994),(14 1327261.4),(15 1476992.9),(16 1672933.4),(17 1883198.4),(18 2078582.4),(19 2324101.8),(20 2575799.8),(21 2828888.8),(22 3126508.8),(23 3423248.3),(24 3731554.8),(25 4087911.8),(26 4406404),(27 4683978.5),(28 4968781.5),(29 5209909),(30 5447856.5),(31 5735946),(32 6011569.5),(33 6301000),(34 6613760.5),(35 6932843.5),(36 7252310.5),(37 7578171.5),(38 7883507.5),(39 8207806),(40 8542255),(41 8992852),(42 9824504),(43 10925981),(44 12309291),(45 13300801),(46 14057496),(47 14925796),(48 15791615),(49 16612387),(50 17488594),(51 18420546),(52 19147066),(53 19906954),(54 20669504),(55 21351760),(56 22099408),(57 22899254),(58 23464018),(59 24052510),(60 24610518),(61 25041402),(62 25494784),(63 25881154),(64 25953970),(65 25930086),(66 25896430),(67 25780790),(68 25667728),(69 25658266),(70 25515974),(71 25471222),(72 25413898),(73 25358866),(74 25317554),(75 25401912),(76 25425338),(77 25577904),(78 25725686),(79 25894982),
(1 2740.049),(2 5254.9595),(3 6137.0156),(4 6793.293),(5 7297.957),(6 7313.397),(7 7138.8267),(8 7275.174),(9 7465.0117),(10 7504.622),(11 7622.6567),(12 7857.5684),(13 7997.6543),(14 8108.0586),(15 8243.202),(16 8249.008),(17 8153.5225),(18 8069.6416),(19 8179.0586),(20 8211.47),(21 8106.2124),(22 8130.743),(23 8166.7144),(24 8132.4746),(25 8096.5894),(26 8281.687),(27 8494.648),(28 8643.098),(29 8715.789),(30 8826.765),(31 8855.653),(32 8777.096),(33 8802.965),(34 8806.857),(35 8932.792),(36 9009.385),(37 8978.085),(38 8926.253),(39 8926.187),(40 8901.726),(41 8857.083),(42 8904.218),(43 9139.504),(44 9375.899),(45 9502.958),(46 9561.706),(47 9563.155),(48 9279.412),(49 9133.691),(50 9124.883),(51 9117.491),(52 9294.839),(53 9422.322),(54 9370.339),(55 9319.023),(56 9253.26),(57 9229.609),(58 9358.427),(59 9358.773),(60 9387.529),(61 9403.58),(62 9467.79),(63 9500.193),(64 9532.057),(65 9501.449),(66 9597.454),(67 9733.028),(68 9840.569),(69 9862.436),(70 9749.788),(71 9480.494),(72 9326.925),(73 9148.105),(74 9219.263),(75 9415.686),(76 9686.234),(77 9852.584),(78 9872.655),(79 9891.346),
(1 2629.226),(2 5064.728),(3 5889.3584),(4 6516.795),(5 6970.9556),(6 7008.2817),(7 6845.4546),(8 6982.411),(9 7060.9883),(10 7144.447),(11 7293.1274),(12 7380.984),(13 7506.2295),(14 7639.0767),(15 7750.6587),(16 7674.525),(17 7618.6426),(18 7695.9697),(19 7783.726),(20 7658.288),(21 7481.3955),(22 7686.3516),(23 7836.5894),(24 7908.696),(25 7871.8887),(26 7893.519),(27 8010.557),(28 8176.485),(29 8265.008),(30 8339.946),(31 8426.808),(32 8571.519),(33 8626.734),(34 8686.171),(35 8705.778),(36 8696.117),(37 8653.863),(38 8773.097),(39 8891.919),(40 8851.741),(41 8834.272),(42 8913.098),(43 9066.709),(44 9164.336),(45 9163.951),(46 9303.872),(47 9385.007),(48 9358.606),(49 9280.222),(50 9356.463),(51 9465.248),(52 9519.904),(53 9574.661),(54 9549.772),(55 9517.416),(56 9433.694),(57 9424.855),(58 9436.449),(59 9492.452),(60 9502.59),(61 9383.613),(62 9406.037),(63 9514.473),(64 9562.5205),(65 9656.5205),(66 9647.0625),(67 9670.026),(68 9585.094),(69 9529.2705),(70 9442.234),(71 9212.385),(72 9157.164),(73 9117.284),(74 9046.697),(75 9043.734),(76 9170.355),(77 9264.257),(78 9330.904),(79 9346.066),
(1 2643.0247),(2 4975.964),(3 5658.573),(4 6200.7617),(5 6593.454),(6 6614.9106),(7 6636.395),(8 6741.569),(9 6774.2905),(10 6808.4424),(11 6813.651),(12 6943.1074),(13 7210.6787),(14 7400.3013),(15 7505.7866),(16 7442.8247),(17 7441.095),(18 7477.277),(19 7539.815),(20 7527.775),(21 7585.7905),(22 7693.7725),(23 7820.1113),(24 7912.164),(25 7958.715),(26 8055.2715),(27 8122.883),(28 8167.316),(29 8134.759),(30 8168.79),(31 8255.906),(32 8384.667),(33 8473.697),(34 8569.892),(35 8542.645),(36 8618.835),(37 8615.341),(38 8582.033),(39 8646.731),(40 8601.858),(41 8623.279),(42 8697.757),(43 8782.315),(44 8838.981),(45 8921.026),(46 9084.451),(47 9076.314),(48 9035.434),(49 9040.71),(50 9186.898),(51 9320.387),(52 9368.109),(53 9199.839),(54 9042.751),(55 9070.483),(56 8961.532),(57 8914.982),(58 9041.453),(59 9140.841),(60 9097.065),(61 9068.091),(62 9134.661),(63 9354.805),(64 9665.374),(65 9610.849),(66 9628.626),(67 9597.35),(68 9611.416),(69 9509.624),(70 9397.8125),(71 9297.309),(72 9236.706),(73 9019.878),(74 8902.966),(75 8966.261),(76 9050.917),(77 9027.056),(78 9178.499),(79 9311.999),
(1 2640.8525),(2 5083.7246),(3 5764.0586),(4 6376.9204),(5 6785.532),(6 6734.934),(7 6739.535),(8 6843.55),(9 6932.671),(10 7047.1074),(11 7056.3433),(12 7131.3394),(13 7347.3145),(14 7579.9067),(15 7705.9546),(16 7591.597),(17 7567.655),(18 7496.0923),(19 7533.088),(20 7527.184),(21 7625.6196),(22 7962.425),(23 8096.07),(24 8127.557),(25 8106.162),(26 8130.8623),(27 8224.745),(28 8368.146),(29 8433.448),(30 8636.626),(31 8747.213),(32 8814.46),(33 8864.593),(34 8885.023),(35 8806.304),(36 8839.27),(37 8935.878),(38 8919.566),(39 8910.844),(40 8795.437),(41 8858.887),(42 8934.56),(43 9009.281),(44 9066.266),(45 9140.679),(46 9270.362),(47 9203.929),(48 9185.087),(49 9166.683),(50 9278.911),(51 9331.203),(52 9478.66),(53 9434.836),(54 9413.88),(55 9347.926),(56 9208.802),(57 9199.54),(58 9294.621),(59 9215.282),(60 9135.055),(61 9231.012),(62 9371.602),(63 9471.373),(64 9549.843),(65 9591.41),(66 9638.086),(67 9603.679),(68 9690.43),(69 9570.614),(70 9317.301),(71 9244.896),(72 9229.259),(73 9062.975),(74 9151.221),(75 9244.8955),(76 9225.915),(77 9237.975),(78 9240.34),(79 9249.454),
(1 2511.271),(2 4744.332),(3 5483.201),(4 6105.5986),(5 6434.3447),(6 6359.8467),(7 6281.616),(8 6366.745),(9 6519.127),(10 6620.4316),(11 6650.205),(12 6892.8525),(13 7120.98),(14 7202.2964),(15 7284.5967),(16 7175.4043),(17 7078.3647),(18 6986.621),(19 7014.54),(20 7134.9536),(21 7302.2363),(22 7592.2603),(23 7746.286),(24 7836.708),(25 7755.8657),(26 7963.251),(27 8103.8564),(28 8026.516),(29 8126.3003),(30 8242.014),(31 8306.062),(32 8487.3),(33 8633.308),(34 8738.547),(35 8944.12),(36 9093.0625),(37 9077.606),(38 8904.053),(39 8879.929),(40 8927.573),(41 9008.655),(42 9072.979),(43 9167.103),(44 9163.021),(45 9089.215),(46 8985.006),(47 8890.478),(48 8960.096),(49 8898.011),(50 8889.563),(51 8976.8545),(52 9072.697),(53 8976.416),(54 8988.639),(55 9031.781),(56 8837),(57 8786.093),(58 8891.156),(59 8913.096),(60 8970.916),(61 9124.861),(62 9055.252),(63 9000.822),(64 8957.699),(65 8940.615),(66 9050.509),(67 9157.326),(68 9254.443),(69 9208.442),(70 9149.189),(71 9143.344),(72 9062.539),(73 8992.922),(74 9052.279),(75 9130.281),(76 9133.26),(77 9181.498),(78 9183.005),(79 9210.5),
(1 2524.176),(2 4772.571),(3 5493.833),(4 5930.972),(5 6243.8706),(6 6210.8794),(7 6143.026),(8 6195.645),(9 6376.9697),(10 6577.92),(11 6763.2334),(12 6954.179),(13 7224.6245),(14 7387.0605),(15 7329.026),(16 7093.307),(17 7043.437),(18 7010.8765),(19 6968.262),(20 7019.5894),(21 7021.2734),(22 7298.683),(23 7517.179),(24 7511.5703),(25 7468.286),(26 7635.1626),(27 7668.674),(28 7627.118),(29 7694.4517),(30 7934.929),(31 8070.534),(32 8172.4536),(33 8140.871),(34 8215.242),(35 8188.948),(36 8285.769),(37 8320.97),(38 8492.919),(39 8643.13),(40 8603.111),(41 8643.757),(42 8786.776),(43 8791.487),(44 8756.182),(45 8843.119),(46 8877.103),(47 8795.411),(48 8781.325),(49 8842.667),(50 8851.024),(51 8997.456),(52 8924.039),(53 8658.1),(54 8758.586),(55 8746.495),(56 8624.456),(57 8578.762),(58 8640.573),(59 8567.249),(60 8578.486),(61 8648.45),(62 8492.618),(63 8495.909),(64 8544.521),(65 8349.973),(66 8342.192),(67 8416.87),(68 8398.021),(69 8376.458),(70 8272.667),(71 8269.16),(72 8288.75),(73 8409.169),(74 8583.538),(75 8538.622),(76 8526.942),(77 8591.586),(78 8494.013),(79 8501.184),
(1 2469.692),(2 4647.3667),(3 5255.947),(4 5698.105),(5 5966.5938),(6 5929.739),(7 5923.8643),(8 5974.421),(9 6087.175),(10 6275.9653),(11 6323.103),(12 6318.322),(13 6499.3257),(14 6656.664),(15 6569.7827),(16 6480.395),(17 6671.0522),(18 6791.207),(19 6747.174),(20 6702.2725),(21 6811.725),(22 7060.722),(23 7105.005),(24 6992.504),(25 6985.9316),(26 7163.004),(27 7185.923),(28 7094.575),(29 7165.4585),(30 7476.2593),(31 7643.8745),(32 7742.1123),(33 7686.2446),(34 7580.3267),(35 7440.27),(36 7471.7456),(37 7517.1143),(38 7706.7085),(39 7765.961),(40 7746.4004),(41 7833.5215),(42 7946.5376),(43 7972.3037),(44 7988.9707),(45 8128.5195),(46 8097.3115),(47 7918.816),(48 7862.413),(49 7843.641),(50 7858.7734),(51 7954.2217),(52 7969.428),(53 7862.0947),(54 7954.109),(55 8032.83),(56 8005.305),(57 8088.077),(58 8189.6245),(59 8119.5137),(60 8066.72),(61 8061.944),(62 8087.836),(63 8101.164),(64 8106.4346),(65 7998.719),(66 7987.7637),(67 8147.4272),(68 8166.1353),(69 8070.967),(70 8064.8354),(71 8040.445),(72 8102.1514),(73 8099.538),(74 8043.717),(75 8076.938),(76 8228.693),(77 8218.159),(78 8177.524),(79 8067.138),
(1 2451.8699),(2 4541.0713),(3 5031.9214),(4 5505.504),(5 5876.616),(6 5859.856),(7 5880.749),(8 5953.766),(9 5989.759),(10 6063.73),(11 6101.3643),(12 6158.993),(13 6303.3726),(14 6447.5625),(15 6559.9565),(16 6437.5664),(17 6510.405),(18 6620.458),(19 6654.471),(20 6647.9326),(21 6700.095),(22 6990.082),(23 7115.717),(24 7054.626),(25 7146.224),(26 7210.311),(27 7108.2134),(28 7044.4365),(29 7053.8174),(30 7061.963),(31 7111.629),(32 7184.988),(33 7223.0864),(34 7275.1597),(35 7212.8174),(36 7190.983),(37 7298.3193),(38 7375.485),(39 7480.098),(40 7579.772),(41 7643.3154),(42 7658.198),(43 7556.1323),(44 7410.759),(45 7427.1597),(46 7501.0967),(47 7559.769),(48 7568.1953),(49 7595.419),(50 7663.4453),(51 7768.0195),(52 7814.4355),(53 7824.0557),(54 7851.9404),(55 7952.7915),(56 7917.7085),(57 7974.643),(58 8018.402),(59 8088.133),(60 8198.918),(61 8340.105),(62 8404.346),(63 8282.109),(64 8332.911),(65 8261.722),(66 8162.079),(67 8132.25),(68 8041.3403),(69 8022.9365),(70 8071.527),(71 8076.757),(72 8093.6675),(73 8105.379),(74 8131.0674),(75 8240.206),(76 8255.637),(77 8181.5527),(78 7983.476),(79 8001.724),
(1 2335.1628),(2 4382.8115),(3 4925.3184),(4 5486.317),(5 5802.2734),(6 5792.666),(7 5863.923),(8 5893.5024),(9 5988.5313),(10 6079.275),(11 6089.2256),(12 6168.654),(13 6323.231),(14 6606.882),(15 6604.3164),(16 6412.5117),(17 6424.5313),(18 6539.275),(19 6601.878),(20 6702.085),(21 6830.478),(22 7024.7),(23 7038.7944),(24 7010.0923),(25 7030.229),(26 7108.397),(27 7109.923),(28 7072.097),(29 7147.8774),(30 7175.6133),(31 7154.3887),(32 7030.1187),(33 7103.489),(34 7209.836),(35 7189.9707),(36 7202.7256),(37 7197.271),(38 7207.994),(39 7384.1797),(40 7545.4688),(41 7617.264),(42 7596.4688),(43 7557.8726),(44 7654.1025),(45 7683.596),(46 7750.143),(47 7692.739),(48 7751.877),(49 7854.4604),(50 7964.1904),(51 7979.3633),(52 7935.9736),(53 7896.7886),(54 7987.6284),(55 7991.5303),(56 8093.115),(57 8160.494),(58 8122.5757),(59 8110.7417),(60 8068.2866),(61 8043.552),(62 7996.318),(63 7976.8906),(64 7914.0425),(65 7800.019),(66 7861.9663),(67 7901.3687),(68 7835.1445),(69 7798.605),(70 7766.015),(71 7694.2153),(72 7721.781),(73 7745.9404),(74 7822.7866),(75 7919.9688),(76 7948.4434),(77 7922.345),(78 7787.5747),(79 7801.255),
(1 2366.6511),(2 4369.763),(3 4818.2686),(4 5240.8535),(5 5529.1167),(6 5493.291),(7 5590.0723),(8 5789.928),(9 5892.355),(10 5854.434),(11 5913.615),(12 6136.857),(13 6213.678),(14 6415.7676),(15 6384.8696),(16 6258.3325),(17 6268.3784),(18 6406.118),(19 6437.151),(20 6545.0166),(21 6655.1294),(22 6809.736),(23 6887.443),(24 6818.5825),(25 6840.2324),(26 6891.3335),(27 6932.67),(28 6984.081),(29 6985.7036),(30 6990.731),(31 7146.9707),(32 7221.17),(33 7270.523),(34 7305.018),(35 7266.9126),(36 7264.007),(37 7245.7354),(38 7256.6973),(39 7415.8706),(40 7524.1523),(41 7594.794),(42 7549.785),(43 7623.035),(44 7661.033),(45 7605.8833),(46 7701.1743),(47 7771.483),(48 7722.7246),(49 7754.6533),(50 7921.2803),(51 7911.795),(52 7800.5986),(53 7799.778),(54 7729.3013),(55 7753.4233),(56 7912.1543),(57 7845.55),(58 7694.183),(59 7655.89),(60 7647.064),(61 7651.0796),(62 7685.4385),(63 7741.794),(64 7761.175),(65 7804.7803),(66 7928.107),(67 7980.2188),(68 7918.223),(69 7814.0503),(70 7759.175),(71 7835.231),(72 7897.601),(73 7944.8525),(74 7983.3755),(75 8088.6616),(76 7978.035),(77 7847.7344),(78 7803.4697),(79 7895.7354),
(1 2284.9314),(2 4191.1606),(3 4761.3315),(4 5268.633),(5 5569.27),(6 5462.406),(7 5445.9614),(8 5623.6475),(9 5702.718),(10 5806.0093),(11 5946.332),(12 6092.8115),(13 6090.2856),(14 6155.967),(15 6085.467),(16 5980.9385),(17 6013.6357),(18 6059.455),(19 6227.5957),(20 6239.3),(21 6330.1367),(22 6474.4536),(23 6502.7446),(24 6489.8237),(25 6574.417),(26 6745.503),(27 6833.551),(28 6853.7495),(29 6833.716),(30 6898.4077),(31 7007.725),(32 7050.4526),(33 7073.043),(34 7182.1323),(35 7167.7505),(36 7105.704),(37 7126.021),(38 7084.7095),(39 7073.5005),(40 7116.5605),(41 7176.8335),(42 7193.647),(43 7319.5103),(44 7276.9644),(45 7372.602),(46 7455.46),(47 7345.841),(48 7326.1904),(49 7393.478),(50 7548.802),(51 7514.829),(52 7496.467),(53 7494.4346),(54 7501.8423),(55 7588.977),(56 7655.593),(57 7704.331),(58 7659.239),(59 7676.1724),(60 7666.198),(61 7631.1577),(62 7672.505),(63 7795.6143),(64 7908.4536),(65 7943.6226),(66 7933.912),(67 7845.708),(68 7757.6436),(69 7602.556),(70 7605.32),(71 7530.298),(72 7491.029),(73 7415.604),(74 7391.1743),(75 7531.721),(76 7440.1543),(77 7396.0947),(78 7521.766),(79 7549.538),
(1 2213.091),(2 4023.6821),(3 4580.3105),(4 5028.3076),(5 5283.9497),(6 5308.424),(7 5385.7773),(8 5537.9663),(9 5681.8506),(10 5709.7036),(11 5714.8613),(12 5915.377),(13 6089.509),(14 6051.901),(15 5952.095),(16 5956.337),(17 6037.5522),(18 6030.345),(19 6099.539),(20 6122.6147),(21 6181.603),(22 6232.542),(23 6251.7935),(24 6401.347),(25 6582.702),(26 6669.492),(27 6646.697),(28 6569.339),(29 6613.585),(30 6577.8657),(31 6653.713),(32 6690.618),(33 6776.981),(34 6776.078),(35 6818.0015),(36 6817.6567),(37 6835.184),(38 6871.9097),(39 6880.0137),(40 6955.1074),(41 7055.9336),(42 7073.657),(43 7090.636),(44 7081.9487),(45 7127.9604),(46 7139.6084),(47 7136.1064),(48 7170.6836),(49 7200.2964),(50 7137.7705),(51 7062.444),(52 7151.4233),(53 7259.53),(54 7218.926),(55 7262.2974),(56 7385.716),(57 7455.4297),(58 7520.6006),(59 7583.152),(60 7556.6694),(61 7658.5815),(62 7591.1733),(63 7640.402),(64 7625.7036),(65 7650.689),(66 7509.283),(67 7371.8813),(68 7335.468),(69 7325.025),(70 7362.455),(71 7338.8594),(72 7381.939),(73 7445.09),(74 7460.6514),(75 7428.224),(76 7400.269),(77 7432.6846),(78 7388.094),(79 7379.3745),
(1 2109.0347),(2 3883.2854),(3 4415.5225),(4 4875.9805),(5 5121.912),(6 5150.238),(7 5151.697),(8 5207.252),(9 5456.506),(10 5466.708),(11 5408.6978),(12 5569.6724),(13 5763.1055),(14 5815.483),(15 5743.473),(16 5745.741),(17 5848.0654),(18 5876.7295),(19 5870.865),(20 5848.52),(21 5968.726),(22 6050.743),(23 5968.6187),(24 6054.841),(25 6178.1475),(26 6214.2417),(27 6246.222),(28 6236.8115),(29 6225.847),(30 6222.6875),(31 6320.7676),(32 6468.863),(33 6648.095),(34 6676.618),(35 6585.8306),(36 6620.988),(37 6592.0977),(38 6543.6343),(39 6611.274),(40 6642.691),(41 6704.9297),(42 6714.0166),(43 6814.5713),(44 6954.5015),(45 7087.285),(46 7060.633),(47 6968.4243),(48 6939.6533),(49 6904.973),(50 6761.2915),(51 6789.1025),(52 6852.293),(53 6829.9014),(54 6889.9214),(55 6952.2056),(56 7133.092),(57 7201.4175),(58 7184.1294),(59 7259.5786),(60 7396.1675),(61 7395.329),(62 7307.357),(63 7375.5225),(64 7331.531),(65 7215.153),(66 7104.6504),(67 7023.701),(68 6958.8154),(69 6956.5474),(70 6880.755),(71 6948.2036),(72 7009.3477),(73 7033.049),(74 7081.534),(75 7156.617),(76 7156.852),(77 7104.7583),(78 7057.655),(79 7105.2847),
(1 2060.8892),(2 3750.4297),(3 4183.345),(4 4539.435),(5 4698.32),(6 4706.418),(7 4824.2515),(8 4911.8306),(9 4976.8267),(10 4958.3022),(11 4946.427),(12 5059.1777),(13 5178.4873),(14 5357.685),(15 5254.219),(16 5305.489),(17 5360.087),(18 5436.834),(19 5506.4834),(20 5536.132),(21 5640.975),(22 5659.1587),(23 5562.12),(24 5681.4487),(25 5767.1714),(26 5846.2583),(27 5897.9795),(28 5978.1123),(29 5966.819),(30 5914.6543),(31 5937.082),(32 6018.6816),(33 6161.5176),(34 6217.179),(35 6344.5776),(36 6403.366),(37 6348.4063),(38 6410.5728),(39 6548.36),(40 6532.0444),(41 6432.9263),(42 6472.559),(43 6557.918),(44 6525.6147),(45 6626.8374),(46 6686.2803),(47 6589.765),(48 6600.526),(49 6570.2),(50 6494.564),(51 6430.138),(52 6453.1206),(53 6365.96),(54 6425.5313),(55 6473.2896),(56 6535.143),(57 6576.141),(58 6552.5786),(59 6673.375),(60 6789.319),(61 6874.7207),(62 6917.8057),(63 6912.3794),(64 6949.8125),(65 6904.372),(66 6827.137),(67 6747.84),(68 6738.3027),(69 6720.836),(70 6684.0503),(71 6681.4204),(72 6690.2974),(73 6654.7354),(74 6686.531),(75 6709.2114),(76 6649.595),(77 6639.2617),(78 6682.8584),(79 6654.2876),
(1 2083.736),(2 3712.597),(3 4071.1667),(4 4515.716),(5 4740.3003),(6 4735.226),(7 4728.928),(8 4847.154),(9 4895.883),(10 4944.4756),(11 4992.694),(12 5070.7607),(13 5299.146),(14 5504.3325),(15 5457.2134),(16 5443.8003),(17 5425.253),(18 5435.211),(19 5501.4214),(20 5519.1694),(21 5705.104),(22 5727.3438),(23 5645.496),(24 5676.1626),(25 5756.962),(26 5772.195),(27 5862.1025),(28 5886.35),(29 5969.518),(30 5906.2656),(31 5928.8784),(32 6073.9766),(33 6121.242),(34 6154.2656),(35 6339.876),(36 6358.5957),(37 6314.648),(38 6429.353),(39 6555.1626),(40 6593.693),(41 6616.8706),(42 6528.4697),(43 6499.1055),(44 6542.779),(45 6708.383),(46 6672.6494),(47 6600.913),(48 6547.003),(49 6618.846),(50 6633.124),(51 6725.9814),(52 6751.5513),(53 6673.37),(54 6674.3906),(55 6761.9243),(56 6679.305),(57 6684.024),(58 6728.754),(59 6795.646),(60 6796.876),(61 6735.389),(62 6685.15),(63 6769.2476),(64 6866.0205),(65 6844.4517),(66 6887.3267),(67 6961.3726),(68 6916.218),(69 6851.87),(70 6798.411),(71 6810.0234),(72 6760.1484),(73 6657.433),(74 6671.628),(75 6611.6943),(76 6624.5303),(77 6727.2886),(78 6779.4536),(79 6752.8296),
(1 2025.7792),(2 3712.671),(3 4164.3853),(4 4672.1235),(5 4894.815),(6 4820.471),(7 4910.4224),(8 4905.4443),(9 4946.956),(10 5060.4644),(11 5125.563),(12 5184.105),(13 5383.3286),(14 5502.6035),(15 5416.719),(16 5446.4507),(17 5590.583),(18 5618.839),(19 5663.136),(20 5635.1416),(21 5671.396),(22 5746.645),(23 5679.414),(24 5708.7686),(25 5912.542),(26 5920.219),(27 5937.445),(28 5913.867),(29 5950.8184),(30 5914.3965),(31 5966.4717),(32 6059.365),(33 6139.3496),(34 6269.73),(35 6370.3965),(36 6456.9263),(37 6464.3354),(38 6435.357),(39 6492.6055),(40 6521.7354),(41 6599.284),(42 6579.264),(43 6603.993),(44 6653.5337),(45 6736.235),(46 6667.8633),(47 6782.8555),(48 6757.2866),(49 6743.1533),(50 6692.446),(51 6675.391),(52 6677.993),(53 6696.2485),(54 6755.185),(55 6841.9116),(56 6811.2095),(57 6826.375),(58 6693.0825),(59 6601.48),(60 6596.315),(61 6537.5093),(62 6523.586),(63 6606.5796),(64 6700.906),(65 6791.8286),(66 6733.1743),(67 6778.8486),(68 6757.604),(69 6770.028),(70 6761.067),(71 6736.519),(72 6778.7856),(73 6760.9106),(74 6593.0625),(75 6466.027),(76 6402.212),(77 6436.7236),(78 6476.726),(79 6484.501),
(1 1964.565),(2 3546.9153),(3 3904.4858),(4 4282.5596),(5 4537.172),(6 4496.0884),(7 4531.0854),(8 4574.596),(9 4627.2324),(10 4677.4956),(11 4730.206),(12 4846.7114),(13 5103.507),(14 5112.6377),(15 5028.4434),(16 5107.7607),(17 5202.5825),(18 5198.7695),(19 5258.88),(20 5287.5337),(21 5401.3906),(22 5425.338),(23 5363.471),(24 5414.3154),(25 5476.0566),(26 5488.8887),(27 5507.575),(28 5524.779),(29 5574.6953),(30 5602.8975),(31 5690.4575),(32 5786.7847),(33 5792.008),(34 5778.865),(35 5777.6396),(36 5826.749),(37 5897.2124),(38 5852.6563),(39 5950.7563),(40 5997.56),(41 5948.35),(42 5956.568),(43 5975.5073),(44 5935.9697),(45 5984.0703),(46 6081.8496),(47 6115.6797),(48 6155.5933),(49 6236.7173),(50 6218.4063),(51 6254.726),(52 6287.2334),(53 6245.7944),(54 6278.279),(55 6317.714),(56 6262.433),(57 6262.6714),(58 6337.692),(59 6396.4937),(60 6316.4736),(61 6305.5146),(62 6327.9336),(63 6434.319),(64 6344.204),(65 6379.1147),(66 6496.4346),(67 6542.029),(68 6503.762),(69 6524.3438),(70 6551.417),(71 6468.221),(72 6373.3076),(73 6300.4473),(74 6262.249),(75 6246.5317),(76 6255.2607),(77 6314.7295),(78 6303.715),(79 6300.2446),
