1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 55807.098),(2 234004.11),(3 512866.28),(4 875149.8),(5 1369981.1),(6 1970798),(7 2688426.3),(8 3463521.3),(9 4350168.5),(10 5270167.5),(11 6234834.5),(12 7281378),(13 8282425.5),(14 9412445),(15 10557404),(16 11811053),(17 13093293),(18 14408119),(19 15708771),(20 16959704),(21 18102714),(22 19212688),(23 20171482),(24 21052922),(25 21833458),(26 22519888),(27 23062176),(28 23487018),(29 23807750),(30 24012848),(31 24149034),(32 24198310),(33 24200954),(34 24167834),(35 24100096),(36 24013210),(37 23791942),(38 23564424),(39 23266592),(40 22992000),(41 22662762),(42 22430098),(43 22257560),(44 22188158),(45 22107874),(46 22041506),(47 21886642),(48 21783190),(49 21761978),(50 21822370),(51 21898654),(52 22060790),(53 22258764),(54 22569222),(55 22841198),(56 23016062),(57 23119494),(58 23265962),(59 23390142),(60 23639602),(61 23876914),(62 24145042),(63 24500742),(64 24865424),(65 25234246),(66 25596488),(67 25928046),(68 26217864),(69 26501110),(70 26752778),(71 26977624),(72 27208486),(73 27463024),(74 27767562),(75 28010760),(76 28246288),(77 28460262),(78 28659046),(79 28827018),
(1 2048.6528),(2 3065.8892),(3 3488.4502),(4 3656.469),(5 3763.625),(6 3872.1091),(7 3963.0872),(8 3962.4978),(9 3946.1555),(10 3933.4348),(11 3906.6563),(12 3897.3308),(13 3944.4016),(14 3962.6482),(15 4005.8706),(16 3976.843),(17 4074.5698),(18 4095.8804),(19 4010.2202),(20 4032.136),(21 4030.1565),(22 4038.177),(23 4019.674),(24 3965.1804),(25 3987.0142),(26 4019.7012),(27 4000.5542),(28 3938.9417),(29 3928.9255),(30 3958.6482),(31 3925.8367),(32 3865.4937),(33 3826.7793),(34 3873.276),(35 3905.5525),(36 3895.4124),(37 3895.5466),(38 3976.48),(39 4013.6223),(40 4051.3416),(41 3985.157),(42 3982.478),(43 3942.124),(44 4001.7888),(45 4006.7043),(46 4030.4922),(47 4080.745),(48 4016.5562),(49 3953.1716),(50 3913.1265),(51 3913.6284),(52 3980.4065),(53 4010.575),(54 4043.1248),(55 4072.7288),(56 4073.1282),(57 3995.5857),(58 3946.2485),(59 3947.3774),(60 3909.4836),(61 3873.0073),(62 3881.1355),(63 3984.5562),(64 3871.549),(65 3822.4795),(66 3891.1196),(67 3974.7288),(68 4002.304),(69 4026.2957),(70 3972.5195),(71 3961.1438),(72 3949.0479),(73 3897.5007),(74 3921.058),(75 3957.1514),(76 3985.907),(77 3971.6865),(78 3981.1775),(79 3975.7236),
(1 1995.4063),(2 2944.6775),(3 3284.409),(4 3418.3655),(5 3504.9822),(6 3566.9363),(7 3691.1628),(8 3703.9023),(9 3727.1914),(10 3718.3655),(11 3734.5007),(12 3812.3745),(13 3853.7747),(14 3788.093),(15 3807.5537),(16 3749.804),(17 3810.1648),(18 3822.1084),(19 3716.6174),(20 3726.4194),(21 3714.0623),(22 3786.548),(23 3839.4785),(24 3836.3042),(25 3830.3875),(26 3842.7832),(27 3851.879),(28 3829.9114),(29 3907.4565),(30 3895.9966),(31 3796.7927),(32 3747.8042),(33 3733.2488),(34 3802.2495),(35 3850.8748),(36 3824.2073),(37 3818.74),(38 3864.008),(39 3880.738),(40 3892.6238),(41 3767.887),(42 3801.45),(43 3836.7542),(44 3856.6067),(45 3877.9307),(46 3950.04),(47 3899.4673),(48 3881.656),(49 3873.0847),(50 3798.7664),(51 3813.2058),(52 3833.2727),(53 3868.4873),(54 3902.1675),(55 3906.8347),(56 3860.2332),(57 3748.9617),(58 3739.5857),(59 3726.047),(60 3729.3813),(61 3763.564),(62 3792.299),(63 3885.0137),(64 3759.5579),(65 3731.6926),(66 3758.9832),(67 3776.884),(68 3732.6309),(69 3717.6895),(70 3769.8628),(71 3830.8726),(72 3817.8147),(73 3798.0754),(74 3829.6035),(75 3838.5264),(76 3780.4219),(77 3751.806),(78 3743.1704),(79 3782.3772),
(1 1919.6198),(2 2790.5413),(3 3223.0146),(4 3399.0364),(5 3516.4868),(6 3599.3606),(7 3701.4922),(8 3753.4744),(9 3671.3765),(10 3663.2458),(11 3603.7053),(12 3688.445),(13 3745.4644),(14 3738.392),(15 3719.5808),(16 3684.6697),(17 3705.2925),(18 3700.2305),(19 3614.672),(20 3685.3545),(21 3734.3596),(22 3765.7585),(23 3791.9683),(24 3783.9216),(25 3745.6162),(26 3738.8284),(27 3731.0244),(28 3743.2144),(29 3803.49),(30 3808.8364),(31 3700.265),(32 3704.992),(33 3698.0603),(34 3731.2305),(35 3718.36),(36 3721.3933),(37 3719.6597),(38 3699.5232),(39 3666.5276),(40 3664.9756),(41 3600.7551),(42 3629.896),(43 3658.2397),(44 3688.6099),(45 3753.6094),(46 3811.6501),(47 3726.8674),(48 3684.0269),(49 3647.0022),(50 3542.0103),(51 3537.5261),(52 3569.808),(53 3601.4163),(54 3637.7986),(55 3686.2505),(56 3646.1965),(57 3568.1414),(58 3602.3335),(59 3576.2234),(60 3634.6326),(61 3606.5088),(62 3617.2703),(63 3627.406),(64 3602.3997),(65 3645.6199),(66 3677.1907),(67 3696.0486),(68 3594.0237),(69 3573.1897),(70 3609.2302),(71 3670.9216),(72 3627.7815),(73 3619.7686),(74 3692.377),(75 3676.5369),(76 3678.713),(77 3703.3374),(78 3715.636),(79 3673.3777),
(1 1845.2097),(2 2692.5198),(3 3087.553),(4 3211.51),(5 3273.9045),(6 3359.3142),(7 3427.5752),(8 3462.643),(9 3361.565),(10 3361.8896),(11 3342.5376),(12 3442.0747),(13 3489.661),(14 3522.5867),(15 3510.797),(16 3495.5444),(17 3489.9766),(18 3522.9294),(19 3449.289),(20 3551.745),(21 3594.3174),(22 3637.2131),(23 3611.5037),(24 3562.1133),(25 3548.8508),(26 3524.4253),(27 3512.306),(28 3545.3167),(29 3623.7798),(30 3647.3079),(31 3569.5605),(32 3590.1897),(33 3599.494),(34 3538.745),(35 3469.8442),(36 3479.6372),(37 3464.0757),(38 3464.2517),(39 3430.4114),(40 3432.882),(41 3361.4255),(42 3328.4429),(43 3339.86),(44 3399.3533),(45 3381.9897),(46 3401.0098),(47 3388.9436),(48 3360.0654),(49 3354.883),(50 3337.242),(51 3317.4485),(52 3372.1382),(53 3390.085),(54 3449.0674),(55 3443.7542),(56 3412.6335),(57 3315.449),(58 3304.8696),(59 3305.662),(60 3308.1685),(61 3245.8982),(62 3250.3909),(63 3348.6868),(64 3413.4404),(65 3407.229),(66 3442.9407),(67 3478.4497),(68 3440.8242),(69 3427.0374),(70 3446.083),(71 3471.1968),(72 3413.42),(73 3361.8928),(74 3387.0415),(75 3416.333),(76 3430.5005),(77 3450.0715),(78 3440.6772),(79 3477.5293),
(1 1805.7882),(2 2600.618),(3 2916.6506),(4 3040.5117),(5 3125.2295),(6 3186.4058),(7 3249.1357),(8 3290.3286),(9 3237.2058),(10 3281.9248),(11 3228.6755),(12 3326.574),(13 3357.484),(14 3342.4478),(15 3352.1992),(16 3347.0298),(17 3356.419),(18 3401.5015),(19 3303.304),(20 3369.8594),(21 3404.187),(22 3456.113),(23 3456.3066),(24 3460.884),(25 3405.6367),(26 3358.6716),(27 3381.8604),(28 3397.4915),(29 3460.7217),(30 3462.2256),(31 3362.9895),(32 3360.9648),(33 3318.2192),(34 3257.5244),(35 3213.8977),(36 3191.5422),(37 3165.1362),(38 3169.3376),(39 3173.8574),(40 3159.5146),(41 3127.6758),(42 3135.7522),(43 3109.1338),(44 3113.284),(45 3124.6033),(46 3170.0635),(47 3173.4326),(48 3148.336),(49 3122.4697),(50 3117.4907),(51 3129.1875),(52 3196.5313),(53 3233.9568),(54 3301.549),(55 3255.1929),(56 3239.1719),(57 3227.0771),(58 3171.9238),(59 3157.3354),(60 3160.6033),(61 3179.7815),(62 3172.417),(63 3298.197),(64 3225.484),(65 3228.4321),(66 3261.0938),(67 3249.65),(68 3209.0015),(69 3172.9058),(70 3236.5254),(71 3275.505),(72 3256.684),(73 3230.9673),(74 3302.0544),(75 3358.186),(76 3364.119),(77 3331.6074),(78 3293.6472),(79 3306.7358),
(1 1707.9362),(2 2507.6902),(3 2860.3237),(4 2996.093),(5 3122.5962),(6 3259.0017),(7 3327.57),(8 3323.3477),(9 3280.2366),(10 3323.7358),(11 3248.6465),(12 3312.4626),(13 3323.1873),(14 3283.1482),(15 3327.837),(16 3372.0942),(17 3374.6846),(18 3396.7256),(19 3395.515),(20 3391.7148),(21 3402.0154),(22 3378.8271),(23 3369.1284),(24 3405.3188),(25 3381.4995),(26 3338.248),(27 3403.7942),(28 3364.5215),(29 3395.472),(30 3351.7742),(31 3301.1196),(32 3250.218),(33 3234.4397),(34 3276.4492),(35 3282.8901),(36 3302.4583),(37 3312.495),(38 3284.1218),(39 3253.2773),(40 3204.0059),(41 3234.9043),(42 3278.7874),(43 3276.156),(44 3306.9963),(45 3279.9685),(46 3264.9775),(47 3290.1526),(48 3239.513),(49 3229.8276),(50 3176.1714),(51 3200.963),(52 3228.7783),(53 3271.9587),(54 3362.9922),(55 3265.3137),(56 3250.7747),(57 3252.7212),(58 3264.6316),(59 3272.9314),(60 3257.518),(61 3257.4355),(62 3244.533),(63 3310.455),(64 3290.521),(65 3303.5989),(66 3324.925),(67 3270.8054),(68 3229.8713),(69 3157.5234),(70 3159.5044),(71 3205.3867),(72 3192.028),(73 3190.7498),(74 3256.0452),(75 3226.1873),(76 3250.2021),(77 3361.9875),(78 3329.6343),(79 3318.2234),
(1 1588.2927),(2 2383.4185),(3 2717.1553),(4 2812.87),(5 2920.3267),(6 3058.3633),(7 3145.6738),(8 3169.5125),(9 3155.963),(10 3166.9397),(11 3121.908),(12 3168.8076),(13 3140.61),(14 3081.3982),(15 3110.612),(16 3187.851),(17 3175.1152),(18 3127.7744),(19 3169.3567),(20 3159.9438),(21 3171.3557),(22 3180.6323),(23 3186.6528),(24 3192.0725),(25 3186.5652),(26 3151.9197),(27 3173.5425),(28 3154.3767),(29 3223.107),(30 3162.759),(31 3077.6228),(32 3068.6306),(33 3092.6882),(34 3083.6172),(35 3082.2317),(36 3079.877),(37 3120.0244),(38 3094.47),(39 3097.5632),(40 3063.4495),(41 3110.2102),(42 3115.6763),(43 3106.7522),(44 3099.6182),(45 3091.613),(46 3124.456),(47 3131.6028),(48 3120.5342),(49 3128.8242),(50 3114.0686),(51 3112.4846),(52 3085.683),(53 3114.877),(54 3187.4182),(55 3139.9016),(56 3172.39),(57 3150.8328),(58 3181.81),(59 3194.5168),(60 3176.505),(61 3231.351),(62 3243.5627),(63 3277.1365),(64 3266.6992),(65 3223.8066),(66 3181.9036),(67 3188.76),(68 3142.7095),(69 3128.761),(70 3122.6382),(71 3166.9087),(72 3108.0356),(73 3080.5623),(74 3110.4922),(75 3137.8064),(76 3136.9792),(77 3144.9822),(78 3091.403),(79 3078.7783),
(1 1595.9016),(2 2336.9646),(3 2612.7908),(4 2741.4053),(5 2803.0527),(6 2893.2446),(7 2986.0747),(8 3025.9614),(9 3062.5454),(10 3049.0908),(11 2978.9875),(12 3078.0996),(13 3122.6687),(14 3064.655),(15 3079.5122),(16 3110.9836),(17 3110.8696),(18 3105.7668),(19 3110.1401),(20 3121.65),(21 3163.6504),(22 3143.49),(23 3098.5735),(24 3080.102),(25 3039.9949),(26 3052.4639),(27 3106.9746),(28 3132.6296),(29 3201.9895),(30 3156.4614),(31 3070.8394),(32 2972.7974),(33 2998.5564),(34 2935.0847),(35 2925.9492),(36 2961.3706),(37 3014.8323),(38 3014.0576),(39 2984.8496),(40 2955.436),(41 2982.8428),(42 2950.812),(43 2885.604),(44 2922.9287),(45 2932.0144),(46 2958.2761),(47 2946.913),(48 2960.1064),(49 2930.389),(50 2942.8135),(51 2928.4048),(52 2947.3665),(53 2976.123),(54 3030.0269),(55 3023.572),(56 3074.3823),(57 3050.473),(58 3011.4153),(59 2993.0825),(60 2958.861),(61 2950.3577),(62 2931.2673),(63 2983.223),(64 2967.3682),(65 2920.625),(66 2911.3967),(67 2921.8096),(68 2937.0276),(69 2991.4094),(70 2986.1272),(71 3048.1228),(72 3023.9065),(73 3038.6636),(74 3085.7048),(75 3041.5288),(76 3012.6226),(77 3045.2275),(78 3007.7273),(79 2974.1387),
(1 1573.5684),(2 2248.7),(3 2512.6145),(4 2597.8855),(5 2653.4763),(6 2783.2249),(7 2865.9128),(8 2894.4675),(9 2897.7566),(10 2923.349),(11 2874.8896),(12 2919.9622),(13 2981.5193),(14 2939.1614),(15 2994.5896),(16 3023.105),(17 3031.9797),(18 3033.4412),(19 3052.8025),(20 3078.446),(21 3069.8108),(22 3072.3633),(23 3076.0415),(24 3003.745),(25 2943.3552),(26 2941.8528),(27 3012.4268),(28 3034.8655),(29 3026.101),(30 2983.6685),(31 2949.009),(32 2920.9111),(33 2977.243),(34 2993.7925),(35 3017.4475),(36 2991.2102),(37 2986.936),(38 2951.8232),(39 2859.714),(40 2863.5435),(41 2867.1777),(42 2868.311),(43 2843.3228),(44 2897.5728),(45 2925.4148),(46 2922.1235),(47 2915.3118),(48 2950.8792),(49 2901.465),(50 2841.364),(51 2891.2312),(52 2927.109),(53 2953.9854),(54 3026.1096),(55 3042.2007),(56 3063.7961),(57 3071.3384),(58 3116.9155),(59 3050.578),(60 3014.691),(61 2950.9524),(62 2880.1519),(63 2897.91),(64 2913.9858),(65 2913.973),(66 2918.5493),(67 2872.7356),(68 2864.707),(69 2872.3564),(70 2890.8855),(71 2890.092),(72 2857.3218),(73 2847.823),(74 2872.6934),(75 2903.8486),(76 2931.2607),(77 2974.0076),(78 2894.4187),(79 2891.9907),
(1 1513.8936),(2 2233.9897),(3 2477.9458),(4 2618.0789),(5 2684.2488),(6 2838.9465),(7 2891.6125),(8 2913.8376),(9 2868.3044),(10 2844.6135),(11 2781.1704),(12 2831.1438),(13 2846.2834),(14 2797.065),(15 2868.3381),(16 2916.5613),(17 2920.4163),(18 2932.7131),(19 2955.0452),(20 2950.7358),(21 2939.4143),(22 2941.8184),(23 2982.343),(24 2950.3328),(25 2895.9888),(26 2911.1638),(27 2950.7996),(28 2976.0054),(29 2922.8936),(30 2909.159),(31 2924.7285),(32 2886.8672),(33 2912.324),(34 2933.5798),(35 2928.5344),(36 2924.4395),(37 2918.3777),(38 2879.4446),(39 2862.3433),(40 2862.576),(41 2814.5046),(42 2834.6016),(43 2831.0823),(44 2886.444),(45 2902.55),(46 2895.3096),(47 2879.8892),(48 2896.8318),(49 2889.0203),(50 2871.586),(51 2861.7642),(52 2853.428),(53 2826.7446),(54 2902.8264),(55 2881.3965),(56 2876.3174),(57 2847.44),(58 2882.512),(59 2862.8223),(60 2872.752),(61 2882.586),(62 2852.8806),(63 2868.0896),(64 2909.0803),(65 2872.6394),(66 2860.1868),(67 2814.873),(68 2834.9766),(69 2844.9504),(70 2858.0107),(71 2808.6401),(72 2779.1423),(73 2817.107),(74 2843.5774),(75 2879.8687),(76 2845.018),(77 2884.5444),(78 2901.377),(79 2924.423),
(1 1453.8273),(2 2135.0544),(3 2370.0571),(4 2510.9395),(5 2562.1033),(6 2690.4219),(7 2698.8481),(8 2707.8638),(9 2673.3743),(10 2695.9885),(11 2627.8345),(12 2695.5715),(13 2720.315),(14 2741.7495),(15 2751.8618),(16 2821.8323),(17 2820.232),(18 2814.4883),(19 2816.3118),(20 2782.3167),(21 2789.2073),(22 2818.8438),(23 2816.8),(24 2817.4336),(25 2787.5134),(26 2779.6794),(27 2816.4905),(28 2809.1406),(29 2803.111),(30 2779.7288),(31 2818.225),(32 2836.8857),(33 2833.6614),(34 2837.033),(35 2823.6243),(36 2781.8418),(37 2766.0684),(38 2766.0217),(39 2781.2273),(40 2771.2158),(41 2753.1042),(42 2721.113),(43 2750.5708),(44 2788.0173),(45 2779.5022),(46 2777.282),(47 2777.898),(48 2815.9514),(49 2797.432),(50 2811.9834),(51 2777.2178),(52 2772.529),(53 2717.998),(54 2739.2102),(55 2751.575),(56 2725.0789),(57 2691.032),(58 2711.818),(59 2694.7861),(60 2715.434),(61 2712.1458),(62 2737.697),(63 2775.996),(64 2793.9233),(65 2815.9219),(66 2810.3599),(67 2779.1145),(68 2804.8606),(69 2811.7693),(70 2764.7495),(71 2712.5627),(72 2723.407),(73 2729.806),(74 2694.2766),(75 2746.4177),(76 2755.882),(77 2777.2573),(78 2750.0432),(79 2736.6426),
(1 1363.0055),(2 1940.5508),(3 2212.308),(4 2287.3171),(5 2331.2546),(6 2445.7603),(7 2433.97),(8 2467.1436),(9 2442.1833),(10 2490.5364),(11 2490.099),(12 2553.1292),(13 2619.896),(14 2615.5227),(15 2637.9077),(16 2644.303),(17 2675.495),(18 2687.1667),(19 2678.6746),(20 2724.2288),(21 2718.012),(22 2735.909),(23 2717.4597),(24 2691.7903),(25 2688.903),(26 2715.8635),(27 2713.5457),(28 2718.3713),(29 2698.5405),(30 2661.219),(31 2671.709),(32 2704.9321),(33 2739.6228),(34 2705.5552),(35 2714.2373),(36 2639.3323),(37 2611.3489),(38 2621.678),(39 2661.9658),(40 2675.742),(41 2633.443),(42 2620.4),(43 2612.5466),(44 2590.5935),(45 2585.389),(46 2608.183),(47 2614.8508),(48 2643.6926),(49 2602.5996),(50 2581.7288),(51 2569.976),(52 2561.6284),(53 2546.365),(54 2585.0313),(55 2629.6355),(56 2639.725),(57 2622.0137),(58 2650.4294),(59 2658.8574),(60 2665.7705),(61 2638.5376),(62 2632.3088),(63 2648.9744),(64 2675.4932),(65 2654.5974),(66 2651.7793),(67 2653.8147),(68 2671.248),(69 2648.9448),(70 2650.5107),(71 2663.8604),(72 2681.643),(73 2673.4666),(74 2624.2876),(75 2664.805),(76 2654.5789),(77 2628.0635),(78 2581.2969),(79 2575.548),
(1 1327.7308),(2 1905.5474),(3 2160.707),(4 2201.6423),(5 2283.136),(6 2377.1973),(7 2388.146),(8 2383.7068),(9 2355.4072),(10 2417.7898),(11 2446.2827),(12 2483.4524),(13 2512.106),(14 2471.4705),(15 2465.253),(16 2483.082),(17 2506.3018),(18 2538.7173),(19 2570.556),(20 2563.5535),(21 2546.7026),(22 2567.2458),(23 2564.418),(24 2554.045),(25 2575.9458),(26 2606.2283),(27 2611.8318),(28 2582.0452),(29 2556.318),(30 2535.148),(31 2522.0208),(32 2579.7756),(33 2639.508),(34 2638.8682),(35 2578.0334),(36 2527.2153),(37 2493.1853),(38 2483.3667),(39 2575.538),(40 2586.7634),(41 2540.2612),(42 2541.959),(43 2506.6516),(44 2489.8113),(45 2436.2017),(46 2476.7805),(47 2445.87),(48 2470.4473),(49 2480.165),(50 2547.8608),(51 2588.2598),(52 2560.0305),(53 2559.6685),(54 2606.5515),(55 2586.7341),(56 2570.8237),(57 2537.0786),(58 2580.0164),(59 2562.923),(60 2552.5957),(61 2535.3843),(62 2545.8806),(63 2576.4272),(64 2592.119),(65 2574.5735),(66 2581.7437),(67 2509.6982),(68 2510.814),(69 2509.42),(70 2523.4583),(71 2509.5425),(72 2521.915),(73 2524.879),(74 2474.1667),(75 2500.302),(76 2513.4983),(77 2502.3347),(78 2505.5237),(79 2503.0603),
(1 1279.932),(2 1878.4241),(3 2124.755),(4 2238.2788),(5 2332.7908),(6 2376.5264),(7 2359.1401),(8 2391.5813),(9 2382.5027),(10 2398.1465),(11 2398.3867),(12 2390.4902),(13 2403.2314),(14 2343.3762),(15 2335.5469),(16 2358.0896),(17 2387.8088),(18 2438.2563),(19 2472.972),(20 2494.001),(21 2472.4749),(22 2492.0752),(23 2496.022),(24 2458.2517),(25 2477.8203),(26 2480.5798),(27 2510.3123),(28 2492.156),(29 2457.8474),(30 2428.9905),(31 2412.9998),(32 2423.8535),(33 2432.6934),(34 2438.613),(35 2407.8855),(36 2367.9976),(37 2336.5386),(38 2324.9097),(39 2362.9795),(40 2416.9258),(41 2432.2703),(42 2418.2722),(43 2405.2896),(44 2402.3535),(45 2374.724),(46 2390.6418),(47 2346.1555),(48 2377.1245),(49 2381.3208),(50 2460.5393),(51 2522.4414),(52 2484.2542),(53 2484.8645),(54 2519.972),(55 2470.367),(56 2410.297),(57 2374.834),(58 2410.4192),(59 2436.2947),(60 2450.91),(61 2443.8362),(62 2446.112),(63 2450.4314),(64 2492.9192),(65 2443.8965),(66 2440.8093),(67 2427.1619),(68 2436.3496),(69 2454.3967),(70 2475.9873),(71 2443.6453),(72 2419.8113),(73 2408.2708),(74 2386.0852),(75 2405.2207),(76 2412.705),(77 2412.8765),(78 2426.565),(79 2419.4065),
(1 1291.961),(2 1898.6688),(3 2114.9084),(4 2244.4238),(5 2319.734),(6 2381.513),(7 2413.195),(8 2397.7073),(9 2365.7388),(10 2397.9097),(11 2386.622),(12 2436.5469),(13 2449.6985),(14 2435.175),(15 2431.9678),(16 2443.0657),(17 2514.9739),(18 2520.0447),(19 2548.0315),(20 2530.2146),(21 2495.623),(22 2512.0654),(23 2528.9243),(24 2504.7656),(25 2521.4583),(26 2519.531),(27 2541.527),(28 2526.2227),(29 2507.4063),(30 2468.1719),(31 2447.6104),(32 2428.8833),(33 2435.9238),(34 2452.374),(35 2474.1213),(36 2469.4946),(37 2431.8403),(38 2448.3628),(39 2443.5671),(40 2455.85),(41 2403.1755),(42 2383.1523),(43 2370.6533),(44 2347.8914),(45 2350.8337),(46 2411.8875),(47 2421.7703),(48 2461.9634),(49 2470.4785),(50 2483.0508),(51 2508.112),(52 2483.7603),(53 2462.482),(54 2446.4763),(55 2412.7427),(56 2360.478),(57 2372.018),(58 2417.0122),(59 2473.6462),(60 2454.2644),(61 2409.21),(62 2400.9397),(63 2400.3887),(64 2391.2756),(65 2366.7551),(66 2370.2605),(67 2389.2502),(68 2395.439),(69 2396.0286),(70 2424.191),(71 2391.7769),(72 2395.9282),(73 2377.701),(74 2373.978),(75 2389.033),(76 2349.8103),(77 2383.7688),(78 2421.3433),(79 2428.3975),
(1 1273.8225),(2 1846.8966),(3 2059.4617),(4 2117.8623),(5 2168.146),(6 2240.7056),(7 2259.9175),(8 2312.0107),(9 2290.013),(10 2315.9897),(11 2294.3503),(12 2349.2231),(13 2397.2615),(14 2413.8582),(15 2425.0847),(16 2427.676),(17 2427.4988),(18 2439.61),(19 2463.474),(20 2448.0774),(21 2394.3),(22 2399.008),(23 2462.4846),(24 2476.8074),(25 2448.68),(26 2454.3762),(27 2500.334),(28 2480.1345),(29 2472.7207),(30 2449.6602),(31 2394.4373),(32 2390.4197),(33 2383.982),(34 2405.762),(35 2421.765),(36 2415.2864),(37 2409.4473),(38 2435.1008),(39 2452.6563),(40 2488.0278),(41 2446.9248),(42 2449.6174),(43 2411.4946),(44 2338.5068),(45 2335.0986),(46 2374.0527),(47 2365.2942),(48 2370.3127),(49 2376.7249),(50 2365.5815),(51 2358.2327),(52 2357.9812),(53 2364.357),(54 2371.1438),(55 2347.2485),(56 2339.8652),(57 2354.092),(58 2395.356),(59 2409.382),(60 2361.1172),(61 2342.3875),(62 2349.9468),(63 2400.2888),(64 2399.8333),(65 2413.1511),(66 2415.805),(67 2410.7878),(68 2382.6),(69 2364.824),(70 2398.792),(71 2402.2368),(72 2423.4338),(73 2426.3677),(74 2446.3516),(75 2402.081),(76 2359.246),(77 2389.2485),(78 2394.408),(79 2371.8228),
