1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46687.23),(2 149804.8),(3 279786.9),(4 419611.78),(5 566404.2),(6 708056.5),(7 853714.56),(8 1028839.44),(9 1229043.4),(10 1461704.9),(11 1700223.4),(12 1982257.6),(13 2298247.5),(14 2624305.8),(15 2946527.3),(16 3269242.3),(17 3586318),(18 3908954.3),(19 4204434),(20 4492245.5),(21 4853613.5),(22 5274897.5),(23 5786781.5),(24 6360954.5),(25 6928202.5),(26 7458757.5),(27 8020489.5),(28 8606711),(29 9168779),(30 9626471),(31 10135313),(32 10607572),(33 11081071),(34 11542692),(35 12030627),(36 12503597),(37 12981804),(38 13470141),(39 14009812),(40 14541108),(41 15104248),(42 15590608),(43 16110847),(44 16595680),(45 17177386),(46 17753718),(47 18360958),(48 18936112),(49 19530646),(50 20087020),(51 20723118),(52 21337832),(53 22051824),(54 22827682),(55 23616360),(56 24393626),(57 25198944),(58 25983174),(59 26741128),(60 27433792),(61 28139174),(62 28918752),(63 29782496),(64 30660074),(65 31568114),(66 32262478),(67 32962882),(68 33608200),(69 34322050),(70 35114316),(71 36027284),(72 36844828),(73 37612170),(74 38184340),(75 38796820),(76 39297732),(77 39834256),(78 40194500),(79 40618700),
(1 11850.653),(2 21267.984),(3 28202.273),(4 29963.662),(5 32927.293),(6 33587.418),(7 36040.69),(8 35654.71),(9 37509.707),(10 37317.008),(11 38966.055),(12 38603.676),(13 39781.867),(14 38874.027),(15 40214.355),(16 38327.35),(17 39237.805),(18 38883.906),(19 41190.18),(20 41032.37),(21 42023.21),(22 40974.04),(23 41615.59),(24 40812.82),(25 43121.96),(26 43304.004),(27 44765.1),(28 43967.766),(29 45323.67),(30 45880.566),(31 48152.664),(32 45729.402),(33 46410.477),(34 46342.516),(35 47634.797),(36 47278.35),(37 48503.457),(38 47406.133),(39 48238.125),(40 47165.043),(41 48563.105),(42 47102.477),(43 47764.875),(44 48189.938),(45 50052.867),(46 49913.44),(47 50403.05),(48 48750.113),(49 49385.313),(50 48787.01),(51 49574.88),(52 48869.594),(53 50228.53),(54 49320.6),(55 49335.836),(56 48246.36),(57 48503.594),(58 47314.363),(59 48121.254),(60 47005.56),(61 47920.043),(62 46880.266),(63 47392.47),(64 45935.176),(65 46626.223),(66 45903.77),(67 47136.27),(68 45997),(69 46624.938),(70 45508.055),(71 46278.633),(72 45394.543),(73 45819.44),(74 44732.105),(75 46078.836),(76 43789.484),(77 44818.484),(78 44484.07),(79 45772.027),
(1 11260.006),(2 19809.543),(3 26088.365),(4 28600.684),(5 31844.17),(6 32869.543),(7 35801.33),(8 35085.824),(9 37184.977),(10 37369.055),(11 39056.414),(12 38234.93),(13 38544.523),(14 37250.777),(15 38096.348),(16 36666.37),(17 37382.824),(18 37132.445),(19 38636.688),(20 38335.938),(21 39452.406),(22 38724.01),(23 40072.46),(24 39225.707),(25 40928.316),(26 40811.695),(27 41755.566),(28 40741.03),(29 42337.984),(30 42387.883),(31 43567.965),(32 41536.656),(33 42025.688),(34 42328.07),(35 43800.16),(36 42977.844),(37 43526.246),(38 42283.965),(39 43000.977),(40 41887.074),(41 43067.023),(42 41676.25),(43 42014.188),(44 42433.668),(45 44413.41),(46 44628.543),(47 45741.934),(48 43952.152),(49 44688.434),(50 44144.746),(51 45182.49),(52 44207.348),(53 45649.67),(54 44619.05),(55 44682.535),(56 43298.582),(57 43872.465),(58 43497.246),(59 44673.273),(60 43906.81),(61 44655.77),(62 43739.535),(63 44873.8),(64 43860.33),(65 45018.25),(66 44305.938),(67 45042.555),(68 44149.336),(69 45275.99),(70 44284.168),(71 44952.28),(72 43541.566),(73 44474.285),(74 44489.17),(75 45512.37),(76 43840.438),(77 44752.746),(78 44177.53),(79 45169.17),
(1 11110.326),(2 19462.186),(3 26381.287),(4 28787.346),(5 31423.635),(6 31519.299),(7 34750.85),(8 34059.305),(9 36546.94),(10 36552.66),(11 38124.35),(12 36879.75),(13 37285.29),(14 35843.316),(15 37379.33),(16 35544.26),(17 36895.125),(18 36112.59),(19 38024.457),(20 37617.652),(21 38770.277),(22 38170.293),(23 39684.73),(24 37857.62),(25 39176.45),(26 39516.49),(27 41198.664),(28 40290.383),(29 41566.824),(30 41151.082),(31 42987.324),(32 40824.766),(33 41773.64),(34 41833.38),(35 43388.477),(36 42556.21),(37 43737.367),(38 43701.844),(39 44579.54),(40 43644.035),(41 44687.125),(42 43153.29),(43 44196.965),(44 43597.543),(45 44830.305),(46 45313.855),(47 47396.91),(48 45800.754),(49 46496.832),(50 46400.965),(51 47911.426),(52 46698.086),(53 47357.62),(54 46190.566),(55 46538.695),(56 44630.29),(57 45203.086),(58 44588.71),(59 45443.56),(60 44029.883),(61 44762.18),(62 43882.547),(63 44847.445),(64 42974.402),(65 43806.195),(66 42615.5),(67 43377.203),(68 42172.914),(69 43327.97),(70 42795.51),(71 44332.094),(72 42025.2),(73 42920.273),(74 42901.742),(75 44919.418),(76 42771.406),(77 43828.375),(78 42309.934),(79 43645.875),
(1 10951.96),(2 18630.555),(3 24943.58),(4 26175.51),(5 28469.143),(6 29208.91),(7 31894.625),(8 31574.059),(9 33481.457),(10 32792.496),(11 34312.03),(12 33942.082),(13 35536.19),(14 34946.38),(15 36178.277),(16 34472.38),(17 35902.8),(18 36375.75),(19 37993.72),(20 37550.383),(21 38256.516),(22 37457.19),(23 38666.992),(24 38554.188),(25 39994.16),(26 40254.246),(27 41182.24),(28 40690.15),(29 41819.242),(30 41315.39),(31 42610.76),(32 40500.105),(33 40784.1),(34 40374.59),(35 41821.45),(36 40971.137),(37 41768.754),(38 41447.36),(39 42079.676),(40 40882.47),(41 41866.75),(42 41355.082),(43 42084.1),(44 41868.414),(45 43026.074),(46 43419.242),(47 44812.633),(48 43888.47),(49 44600.35),(50 44348.453),(51 45153.285),(52 43983.95),(53 44910.54),(54 44240.605),(55 44334.375),(56 43007.867),(57 43895.496),(58 42984.867),(59 42694.34),(60 40935.883),(61 41679.35),(62 41272.574),(63 42060.117),(64 39975.277),(65 40577.5),(66 39645.51),(67 40730.773),(68 39551.027),(69 40143.484),(70 39782.457),(71 41196.984),(72 39846.863),(73 41133.65),(74 40647.676),(75 41522.33),(76 39763.82),(77 40644.645),(78 39918.633),(79 40764.652),
(1 10690.197),(2 18658.887),(3 24706.46),(4 26128.582),(5 28450.557),(6 29184.465),(7 32120.38),(8 31762.182),(9 32942.152),(10 32385.7),(11 33912.656),(12 33869.434),(13 35341.785),(14 34657.098),(15 35727.008),(16 35009.37),(17 36274.27),(18 35670.28),(19 37262.69),(20 36692.04),(21 37336),(22 36358.043),(23 37544.016),(24 36883.996),(25 37936.863),(26 37984.23),(27 39464.47),(28 39259.438),(29 40355.3),(30 39557.49),(31 40602.773),(32 39013.72),(33 39543.098),(34 39509.508),(35 40540.527),(36 39634.11),(37 40560.49),(38 40178.125),(39 41316.535),(40 40111.89),(41 40757.92),(42 40386.52),(43 40546.617),(44 39417.82),(45 40228.207),(46 40501.35),(47 41644.6),(48 40562.918),(49 41666.79),(50 41359.863),(51 42518.074),(52 41899.027),(53 42628.527),(54 41736.793),(55 42006.844),(56 40624.348),(57 41415.2),(58 40365.703),(59 40612.113),(60 39009.207),(61 40665.793),(62 40984.55),(63 42488.793),(64 40615.688),(65 41406.703),(66 40536.805),(67 41280.242),(68 40147.906),(69 40993.887),(70 40416.65),(71 41487.34),(72 39807.8),(73 40087.23),(74 39177.402),(75 40120.605),(76 38634.957),(77 39578.977),(78 38939.89),(79 39939.453),
(1 10767.625),(2 19138.271),(3 24487.27),(4 25929.32),(5 28015.506),(6 29100.178),(7 32176.4),(8 31404.088),(9 32196.395),(10 31863.266),(11 33343.363),(12 33593.66),(13 34601.363),(14 34173.863),(15 35358.324),(16 34333.777),(17 35215.41),(18 34515.848),(19 35965.555),(20 35296.81),(21 36545.324),(22 36065.875),(23 36452.83),(24 36153.223),(25 37333.605),(26 37049.023),(27 37802.99),(28 37522.207),(29 38218.215),(30 38320.547),(31 39389.49),(32 38459.094),(33 39163.863),(34 38443.363),(35 38940.992),(36 38560.117),(37 39542.51),(38 39096.742),(39 39649.992),(40 38301.58),(41 39227.605),(42 39101.93),(43 40277.137),(44 40091.438),(45 40701.54),(46 39538.22),(47 40133.086),(48 39156.605),(49 40604.95),(50 40700.688),(51 42086.574),(52 41790.227),(53 42388.46),(54 41559.063),(55 40790.26),(56 38751.563),(57 39509.875),(58 39079.113),(59 39168.313),(60 37575.57),(61 39056.09),(62 39094.082),(63 40393.215),(64 38843.234),(65 39610.23),(66 39335.473),(67 40661.273),(68 40115.9),(69 40701.586),(70 39844.05),(71 40132.945),(72 38777.223),(73 38658.313),(74 37844.855),(75 38879.566),(76 37567.164),(77 38291.01),(78 37652.93),(79 38329.555),
(1 10379.864),(2 18038.566),(3 22888.088),(4 24178.18),(5 25654.912),(6 26900.514),(7 29596.184),(8 29116.148),(9 29953.05),(10 29917.902),(11 31631.82),(12 32208.115),(13 32754.584),(14 32517.574),(15 33313.273),(16 32697.98),(17 33566.11),(18 33052.39),(19 34178.22),(20 33886.4),(21 35382.047),(22 34588.87),(23 35101.27),(24 34468.426),(25 35248.76),(26 34994.24),(27 36197.1),(28 35523.805),(29 35230.09),(30 34874.246),(31 35563.527),(32 34555.066),(33 34507.438),(34 34338.355),(35 34936.2),(36 34490.125),(37 35196.914),(38 34844.785),(39 35257.516),(40 34177.28),(41 35242.945),(42 35082.926),(43 35895.777),(44 35770.566),(45 35779.977),(46 35539.797),(47 36319.29),(48 35751.75),(49 36812.91),(50 36718.273),(51 37414.67),(52 37326.88),(53 38454.684),(54 38095.38),(55 37674.426),(56 36462.58),(57 37058.527),(58 37101.43),(59 37770.91),(60 36874.574),(61 37603.484),(62 37269.2),(63 37809.656),(64 37243.305),(65 38005.883),(66 37593.406),(67 37666.47),(68 36782.383),(69 36935.63),(70 36506.047),(71 37504.617),(72 36766.5),(73 37031.258),(74 36583.883),(75 37354.81),(76 36358.734),(77 36379.344),(78 35602.26),(79 36153.395),
(1 10409.182),(2 18213.402),(3 23435.4),(4 24837.36),(5 26195.936),(6 27096.527),(7 29349.254),(8 29285.521),(9 29712.41),(10 29687.441),(11 30955.674),(12 31413.535),(13 32383.363),(14 32361.904),(15 32839.902),(16 32375.822),(17 33081.81),(18 32451.777),(19 33281.688),(20 33145.313),(21 34518.258),(22 33828.82),(23 34111.39),(24 33528.402),(25 33720.266),(26 33691.145),(27 35433.98),(28 35171.254),(29 35445.984),(30 34392.76),(31 35277.773),(32 34216.934),(33 34401.664),(34 34190.93),(35 34645.902),(36 34417.793),(37 35057.152),(38 34717.992),(39 34926.547),(40 34275.29),(41 35089.42),(42 34749.23),(43 35330.293),(44 34739.418),(45 34815.56),(46 34477.953),(47 35533.277),(48 35046.04),(49 35616.17),(50 35143.195),(51 35423.75),(52 35506.98),(53 36307.707),(54 36312.25),(55 36029.043),(56 34091.375),(57 34707.6),(58 34695.434),(59 35947.71),(60 35507.3),(61 36237.336),(62 35291.535),(63 35230.004),(64 34555.234),(65 35163.26),(66 34416.25),(67 35004.098),(68 34699.02),(69 35671.57),(70 35503.926),(71 36147.145),(72 35457.516),(73 35522.38),(74 35455.652),(75 36265.36),(76 35259.242),(77 35977.1),(78 35623.496),(79 36558.31),
(1 10129.612),(2 17964.377),(3 23522.424),(4 25555.549),(5 27436.549),(6 28414.15),(7 30299.195),(8 30679.465),(9 30625.016),(10 30540.166),(11 31077.105),(12 31324.762),(13 32156.559),(14 32117.807),(15 32287.025),(16 32240.607),(17 32792.78),(18 32452.438),(19 33259.977),(20 33535.207),(21 34581.67),(22 33987.676),(23 34876.78),(24 34184.93),(25 34908.977),(26 34365.73),(27 34993.63),(28 34514.27),(29 34493.633),(30 33889.16),(31 34906.145),(32 34213.14),(33 34863.05),(34 34594.137),(35 34930.563),(36 35050.254),(37 36073.39),(38 36106.78),(39 36635.95),(40 35956.098),(41 36259.05),(42 35553.78),(43 36314.082),(44 36202.527),(45 36875.47),(46 36652.125),(47 37434.516),(48 37397.46),(49 37928.047),(50 37729.3),(51 38075.125),(52 37948.016),(53 38323.117),(54 37843.95),(55 37233.082),(56 36120.484),(57 36655.11),(58 36497.633),(59 37216.496),(60 37085.41),(61 37225.195),(62 36322.65),(63 36005.625),(64 35520.55),(65 36258.39),(66 36584.055),(67 36995.03),(68 36322.99),(69 36932.414),(70 36385.184),(71 36886.844),(72 36291.25),(73 36421.48),(74 36184.98),(75 37014.914),(76 36400.477),(77 37006.875),(78 36622.527),(79 37766.13),
(1 9989.102),(2 17501.691),(3 22709.9),(4 24312.621),(5 25998.295),(6 27191.342),(7 29388.908),(8 29513.459),(9 30514.613),(10 29840.557),(11 30066.639),(12 30224.943),(13 31401.29),(14 32141.916),(15 32819.66),(16 32033.342),(17 32913.848),(18 32630.541),(19 33018.67),(20 32130.836),(21 32840.344),(22 32797.52),(23 33265.25),(24 31993.512),(25 32809.46),(26 33114.41),(27 34004.51),(28 32935.965),(29 32939.6),(30 32352.783),(31 32855.836),(32 32302.834),(33 33391.035),(34 33526.395),(35 34183.605),(36 33602.04),(37 34339.758),(38 34652),(39 35577.06),(40 34970.04),(41 34692.54),(42 34042.082),(43 34667.96),(44 34356.055),(45 34885.266),(46 34753.44),(47 35489.94),(48 35317.316),(49 35659.766),(50 35527.496),(51 36500.63),(52 36600.332),(53 37651.605),(54 37102.28),(55 36956.906),(56 35927.746),(57 35836.902),(58 35620.516),(59 36481.09),(60 36210.83),(61 36222.96),(62 35426.96),(63 35596.17),(64 34931.836),(65 35212.77),(66 34866.78),(67 35035.227),(68 35009.4),(69 35766.316),(70 35457.727),(71 36328.28),(72 35307.88),(73 34896.613),(74 34448.426),(75 35147.75),(76 34647.867),(77 35120.37),(78 34823.4),(79 35168.16),
(1 9913.736),(2 17086.86),(3 22150.467),(4 23816.68),(5 25523.791),(6 26313.346),(7 28430.908),(8 28692.412),(9 29676.2),(10 28964.781),(11 29895.938),(12 30175.441),(13 31686.53),(14 31771.092),(15 31940.32),(16 31304.5),(17 33300.95),(18 32890.336),(19 32888.203),(20 31479.102),(21 32531.447),(22 32961.61),(23 33554.996),(24 32015.023),(25 32585.506),(26 33141.79),(27 33992.59),(28 33316.92),(29 33567.934),(30 32360.98),(31 33239.63),(32 32602.064),(33 33625.336),(34 33723.016),(35 34235.723),(36 34161.707),(37 35405.75),(38 35363.598),(39 36126.953),(40 34729.87),(41 34911.105),(42 34147.6),(43 34521.29),(44 34421.73),(45 34350.29),(46 33671.17),(47 34570.496),(48 34405.23),(49 35080.82),(50 34736.684),(51 35136.477),(52 34524.926),(53 34931.93),(54 33927.063),(55 33695.49),(56 33012.31),(57 33882.418),(58 33628.137),(59 34619.55),(60 33641.477),(61 33829.535),(62 33033.313),(63 33823.96),(64 33489.93),(65 34125.28),(66 33503.418),(67 34143.88),(68 33852.344),(69 34892.71),(70 33995.832),(71 34766.46),(72 33919.57),(73 34208.39),(74 33720.18),(75 34275.586),(76 33575.496),(77 34065.324),(78 33316.95),(79 34081.43),
(1 9908.698),(2 16935.346),(3 21329.182),(4 22957.822),(5 24909.111),(6 25304.563),(7 26943.232),(8 27023.834),(9 28240.318),(10 28094.082),(11 28887.148),(12 28449.629),(13 29831.1),(14 29424.195),(15 29579.389),(16 29334.266),(17 30627.404),(18 30507.867),(19 31161.744),(20 30319.21),(21 31145.205),(22 30963.246),(23 31629.016),(24 30192.455),(25 30885.15),(26 30380.81),(27 31275.963),(28 30801.404),(29 31099.455),(30 30059.395),(31 30755.05),(32 29816.576),(33 30510.111),(34 30333.3),(35 31076.55),(36 30627.705),(37 31571.793),(38 31121.25),(39 31272.623),(40 30487.133),(41 31161.816),(42 31001.262),(43 32156.47),(44 31705.045),(45 32166.855),(46 31701.19),(47 32623.467),(48 32041.2),(49 32702.633),(50 32656.705),(51 33253.207),(52 32264.615),(53 32515.406),(54 31742.81),(55 32237.873),(56 31682.018),(57 32683.74),(58 32671.398),(59 33261.574),(60 32552.271),(61 33042.508),(62 32647.861),(63 33127.98),(64 32326.516),(65 32885.902),(66 32416.834),(67 32803.336),(68 31846.656),(69 32384.148),(70 32214.205),(71 33107.387),(72 32162.537),(73 32680.945),(74 32175.867),(75 33279.246),(76 32561.377),(77 33017.81),(78 32652.629),(79 33640.613),
(1 10065.752),(2 17149.729),(3 22138.668),(4 23071.447),(5 24623.842),(6 24786.916),(7 26481.844),(8 26362.639),(9 27790.832),(10 27814.857),(11 28870.678),(12 28404.922),(13 29557.887),(14 29333.643),(15 30290.994),(16 29384.459),(17 30313.578),(18 29981.94),(19 30777.217),(20 29787.406),(21 30381.955),(22 30422.752),(23 31671.361),(24 30718.533),(25 31471.07),(26 31304.316),(27 32298.777),(28 31855.303),(29 31674.639),(30 30401.615),(31 31295.58),(32 29544.61),(33 29891.752),(34 29593.125),(35 30700.727),(36 30260.771),(37 30738.08),(38 30606.984),(39 31759.129),(40 30856.152),(41 31621.813),(42 30946.836),(43 31554.44),(44 31415.846),(45 31997.451),(46 31714.262),(47 32602.01),(48 31654.736),(49 32600.729),(50 32485.771),(51 33702.69),(52 33284.19),(53 34014.305),(54 33199.996),(55 33793.188),(56 33038.055),(57 33398.215),(58 33126.6),(59 34114.742),(60 33535.75),(61 33895.305),(62 32839.434),(63 33215.195),(64 32626.6),(65 33759.453),(66 33082.25),(67 33594.723),(68 32703.47),(69 33469.76),(70 33347.88),(71 34525.74),(72 33750.37),(73 34366.324),(74 33798.613),(75 34661.566),(76 33273),(77 33893.62),(78 33802.848),(79 34661.863),
(1 9783.914),(2 16904.97),(3 21745.88),(4 22447.295),(5 24526.375),(6 24915.822),(7 26848.662),(8 26113.367),(9 27402.402),(10 27032.68),(11 28151.574),(12 27387.482),(13 28696.264),(14 28180.764),(15 29319.863),(16 28031.752),(17 29207.46),(18 29110.77),(19 30365.484),(20 29173.303),(21 30015.82),(22 30154.729),(23 30974.29),(24 30119.643),(25 31260.793),(26 30984.563),(27 31939.516),(28 30899.45),(29 31330.168),(30 30794.758),(31 31674.041),(32 29750.81),(33 30586.97),(34 30793.713),(35 32041.166),(36 31292.064),(37 31938.328),(38 31340.004),(39 32189.293),(40 31318.254),(41 32037.627),(42 31531.805),(43 32050.725),(44 31893.87),(45 32903.168),(46 31994.535),(47 32651.32),(48 31515.436),(49 32529.402),(50 32110.295),(51 33156.207),(52 32382.764),(53 33205.02),(54 32227.023),(55 32578.248),(56 31896.719),(57 32545.271),(58 32207.512),(59 32818.965),(60 31834.01),(61 32711.104),(62 32150.967),(63 32433.088),(64 31673.191),(65 32712.455),(66 32448.027),(67 33354.426),(68 32155.496),(69 32337.459),(70 31732.426),(71 32665.041),(72 31345.627),(73 31897.71),(74 31599.213),(75 32561.107),(76 31405.51),(77 32113.594),(78 31808.213),(79 33292.945),
(1 9869.585),(2 16655.441),(3 21626.627),(4 21321.94),(5 23249.79),(6 23789.16),(7 26174.363),(8 25233.682),(9 27020.531),(10 26582.703),(11 27458.004),(12 26816.617),(13 28070.537),(14 27302.207),(15 28622.053),(16 26696.809),(17 28112.494),(18 28099.729),(19 29663.232),(20 28478.133),(21 29283.883),(22 28755.537),(23 29652.453),(24 29086.969),(25 30426.617),(26 29777.346),(27 30539.453),(28 29359.686),(29 30472.768),(30 30344.717),(31 31479.33),(32 29477.025),(33 30151.809),(34 29668.334),(35 30603.383),(36 30094.738),(37 31566.127),(38 31274.35),(39 32101.006),(40 30414.828),(41 31023.256),(42 30301.092),(43 31197.016),(44 30662.809),(45 31291.75),(46 30364.287),(47 31224.682),(48 30143.309),(49 31712.436),(50 31473.762),(51 32360.346),(52 31247.484),(53 32010.004),(54 31321.586),(55 32160.006),(56 31470.314),(57 32013),(58 31252.787),(59 32074.76),(60 30936.9),(61 32402.213),(62 31702.553),(63 32241.559),(64 30972.959),(65 32089.701),(66 31855.355),(67 33237.418),(68 32080.025),(69 33127.656),(70 32675.203),(71 33880.09),(72 32299.5),(73 32716.592),(74 32212.66),(75 33444.03),(76 33103.99),(77 34325.996),(78 33733.008),(79 34928.434),
(1 9931.587),(2 16840.125),(3 21710.209),(4 22013.063),(5 23497.48),(6 23849.584),(7 25973.21),(8 25401.691),(9 27026.557),(10 26445.465),(11 27405.846),(12 26810.805),(13 28544.83),(14 27871.375),(15 28797.846),(16 27136.299),(17 28276.041),(18 28057.908),(19 29480.254),(20 28847.676),(21 29776.537),(22 28556.928),(23 29866.443),(24 29057.438),(25 30018.072),(26 29354.082),(27 30318.455),(28 29627.975),(29 30650.865),(30 29825.496),(31 30708.031),(32 29490.572),(33 30420.174),(34 29491.938),(35 30674.697),(36 30026.777),(37 31316.416),(38 30858.49),(39 31381.277),(40 29839.955),(41 30288.787),(42 29419.908),(43 30326.707),(44 29902.408),(45 30329.012),(46 29653.197),(47 30343.754),(48 29232.81),(49 30205.006),(50 29999.72),(51 31142.85),(52 30427.736),(53 31131.453),(54 30324.67),(55 30992.88),(56 30171.602),(57 30636.148),(58 29911.906),(59 30859.72),(60 29902.697),(61 30831.22),(62 29943.67),(63 30240.912),(64 28772.053),(65 29653.201),(66 29603.475),(67 30456.818),(68 29187.674),(69 29691.398),(70 29352.318),(71 30130.557),(72 28956.773),(73 29524.236),(74 28782.85),(75 30165.17),(76 29402.527),(77 30736.006),(78 30448.736),(79 31908.65),
(1 9787.896),(2 16495.557),(3 21505.951),(4 22013.81),(5 23316.693),(6 23354.002),(7 25553.77),(8 24946.875),(9 26431.936),(10 26053.16),(11 27077.594),(12 26366.328),(13 28257.205),(14 27969.777),(15 29122.117),(16 27127.428),(17 27940.111),(18 27474.09),(19 29108.748),(20 28969.59),(21 29781.375),(22 28857.988),(23 30057.377),(24 28593.857),(25 29569.477),(26 29115.406),(27 30379.158),(28 29586.287),(29 30283.025),(30 29846.854),(31 31001.5),(32 29422.754),(33 30129.895),(34 29650.223),(35 30791.77),(36 29706),(37 30920.854),(38 30879.904),(39 31522.537),(40 29810.93),(41 29842.475),(42 29373.354),(43 30299.559),(44 29428.736),(45 29910.555),(46 29216.17),(47 29819.21),(48 28909.682),(49 29883.416),(50 30089.451),(51 31169.81),(52 30283.129),(53 30627.59),(54 30074.924),(55 30628.824),(56 29544.436),(57 30148.486),(58 29361.824),(59 30219.807),(60 29191.412),(61 30064.816),(62 29506.775),(63 30194.26),(64 29402.965),(65 30259.918),(66 29523.44),(67 30140.506),(68 29041.77),(69 29889.834),(70 29041.852),(71 29992.824),(72 28506.986),(73 28379.883),(74 27790.125),(75 29144.205),(76 28679.031),(77 29912.229),(78 29356.365),(79 30434.354),
(1 9512.673),(2 16176.551),(3 20821.428),(4 21376.947),(5 22686.242),(6 23374.656),(7 25904.25),(8 25007.068),(9 26268.04),(10 25906.852),(11 26798.803),(12 26216.871),(13 27674.875),(14 27571.814),(15 28902.186),(16 27352.113),(17 28399.908),(18 27751.094),(19 28612.83),(20 28059.418),(21 29499.951),(22 28935.268),(23 29436.086),(24 28047.523),(25 28907.857),(26 28580.135),(27 29016.54),(28 28142.857),(29 29075.516),(30 28855.545),(31 30150.803),(32 29175.918),(33 29855.406),(34 29353.951),(35 29596.055),(36 28320.293),(37 29257.207),(38 28601.727),(39 29264.326),(40 27773.12),(41 27936.451),(42 27263.174),(43 28127.283),(44 27717.723),(45 28396.254),(46 27899.607),(47 29014.412),(48 28738.072),(49 29854.678),(50 29520.006),(51 30259.58),(52 29303.287),(53 30035.844),(54 29554.303),(55 30211.17),(56 29194.723),(57 29665.885),(58 29152.713),(59 29928.344),(60 28988.436),(61 29727.973),(62 28906.61),(63 29215.814),(64 28163.271),(65 29348.893),(66 28953.004),(67 29534.25),(68 28684.777),(69 29514.62),(70 29105.656),(71 30035.852),(72 28536.104),(73 29335.652),(74 28775.344),(75 29775.96),(76 28913.844),(77 30004.594),(78 29451.576),(79 30462.773),
