1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 41411.168),(2 83145.31),(3 159794.36),(4 240187.02),(5 347079.34),(6 481402.1),(7 632350.75),(8 790483.44),(9 961354.7),(10 1151021),(11 1346749.1),(12 1542847.6),(13 1756165),(14 1954430.1),(15 2179733.8),(16 2403836.8),(17 2636627.8),(18 2840831.3),(19 3048512),(20 3284992.8),(21 3525082.3),(22 3790431.8),(23 4061067),(24 4357568),(25 4686451.5),(26 5066600),(27 5485778),(28 5903065.5),(29 6310624),(30 6739277.5),(31 7140824),(32 7671886.5),(33 8278331.5),(34 8828337),(35 9366854),(36 9933931),(37 10495457),(38 11123331),(39 11777407),(40 12415968),(41 13066888),(42 13711088),(43 14372781),(44 15036121),(45 15664696),(46 16334761),(47 16987382),(48 17684714),(49 18316202),(50 18991178),(51 19725368),(52 20521630),(53 21361248),(54 22194394),(55 22990530),(56 23720496),(57 24413046),(58 25087648),(59 25708746),(60 26361570),(61 27048294),(62 27746154),(63 28541802),(64 29303354),(65 30092736),(66 30887528),(67 31721558),(68 32571302),(69 33400384),(70 34353676),(71 35251800),(72 36095708),(73 36913084),(74 37614610),(75 38406476),(76 39152004),(77 39928176),(78 40756440),(79 41746776),
(1 2773.5374),(2 4860.387),(3 6658.3267),(4 7776.3657),(5 8649.009),(6 9346.627),(7 10071.389),(8 10610.679),(9 11018.356),(10 11444.627),(11 11771.456),(12 12113.186),(13 12416.41),(14 12685.983),(15 13033.822),(16 13197.627),(17 13434.061),(18 13761.916),(19 14400.533),(20 14881.808),(21 15157.972),(22 15458.883),(23 15623.405),(24 15823.084),(25 16201.769),(26 16440.863),(27 16725.729),(28 16866.771),(29 17001.404),(30 17205.135),(31 17356.217),(32 17612.125),(33 17554.746),(34 17559.227),(35 17698.533),(36 17731.97),(37 17813.547),(38 17737.139),(39 17690.164),(40 17600.908),(41 17552.777),(42 17468.14),(43 17316.574),(44 17383.072),(45 17375.348),(46 17216.527),(47 17242.047),(48 17023.127),(49 17115.086),(50 17057.182),(51 17117.443),(52 16974.26),(53 17015.318),(54 17290.764),(55 17505.607),(56 17629.969),(57 17754.184),(58 17803.648),(59 17752.65),(60 17644.262),(61 17754.12),(62 17753.795),(63 17830.795),(64 17869.832),(65 17822.32),(66 17922.7),(67 18028.582),(68 18071.482),(69 18134.854),(70 18204.496),(71 18352.563),(72 18370.865),(73 18427.588),(74 18543.254),(75 18613.166),(76 18474.943),(77 18504.746),(78 18352.979),(79 18343.945),
(1 2841.1804),(2 4926.587),(3 6645.699),(4 7795.6543),(5 8572.205),(6 9265.523),(7 9929.0625),(8 10573.4795),(9 11008.777),(10 11514.647),(11 11886.766),(12 12203.851),(13 12507.531),(14 12834.465),(15 13167.093),(16 13606.973),(17 13828.631),(18 14479.437),(19 15042.621),(20 15319.238),(21 15585.427),(22 15769.448),(23 16063.451),(24 16271.114),(25 16506.645),(26 16707.438),(27 16935.338),(28 17170.617),(29 17273.59),(30 17371.07),(31 17463.56),(32 17621.08),(33 17464.76),(34 17533.305),(35 17587.42),(36 17552.336),(37 17630.354),(38 17509.318),(39 17469.068),(40 17400.852),(41 17284.078),(42 17145.709),(43 17141.209),(44 17212.277),(45 17274.908),(46 17393.582),(47 17463.863),(48 17464.797),(49 17653.502),(50 17634.473),(51 17649.342),(52 17547.71),(53 17564.871),(54 17774.736),(55 17919.479),(56 17935.588),(57 18104.453),(58 18038.318),(59 17960.879),(60 18055.723),(61 17898.36),(62 17844.395),(63 17839.371),(64 17790.607),(65 17812.879),(66 17850.592),(67 17830.934),(68 17842.84),(69 17706.621),(70 17852.76),(71 17922.016),(72 18073.297),(73 18159.043),(74 18282.592),(75 18261.836),(76 18201.395),(77 18241.842),(78 18244.246),(79 18353.863),
(1 2739.804),(2 4741.292),(3 6332.201),(4 7321.1157),(5 8151.239),(6 8970.624),(7 9703.132),(8 10288.423),(9 10790.652),(10 11241.767),(11 11604.87),(12 11819.435),(13 12044.989),(14 12168.464),(15 12522.784),(16 12675.303),(17 12785.691),(18 13232.112),(19 13723.377),(20 14018.029),(21 14415.732),(22 14751.173),(23 15020.939),(24 15342.842),(25 15594.684),(26 15904.295),(27 16267.693),(28 16588.95),(29 16751.209),(30 16907.455),(31 17060.668),(32 17248.133),(33 17245.94),(34 17400.594),(35 17539.682),(36 17579.744),(37 17475.92),(38 17466.209),(39 17315.354),(40 17289.176),(41 17263.598),(42 17280.49),(43 17363.836),(44 17265.77),(45 17281.816),(46 17273.377),(47 17244.89),(48 17063.936),(49 16982.049),(50 16962.75),(51 16906.922),(52 16969.367),(53 17004.455),(54 17150.719),(55 17225.656),(56 17278.887),(57 17478.95),(58 17606.158),(59 17648.16),(60 17624.18),(61 17602.271),(62 17608.977),(63 17574.451),(64 17505.955),(65 17406.012),(66 17313.713),(67 17277.889),(68 17168.283),(69 17275.973),(70 17300.584),(71 17363.584),(72 17462.217),(73 17413.906),(74 17376.977),(75 17348.768),(76 17271.635),(77 17272.309),(78 17259.355),(79 17417.12),
(1 2675.7266),(2 4650.137),(3 6260.7705),(4 7282.657),(5 8037.5693),(6 8698.745),(7 9362.561),(8 9803.698),(9 10283.415),(10 10702.153),(11 11064.725),(12 11472.945),(13 11812.893),(14 12125.207),(15 12508.989),(16 12830.309),(17 13065.413),(18 13495.05),(19 14007.877),(20 14443.772),(21 14837.171),(22 15081.972),(23 15403.588),(24 15701.017),(25 15860.963),(26 16049.855),(27 16193.812),(28 16355.756),(29 16430.371),(30 16569.055),(31 16747.271),(32 16922.316),(33 16834.693),(34 16940.62),(35 16822.17),(36 16755.697),(37 16520.908),(38 16464.527),(39 16381.064),(40 16348.477),(41 16255.227),(42 16233.823),(43 16287.812),(44 16177.688),(45 16020.88),(46 15952.82),(47 16102.816),(48 16016.093),(49 15968.927),(50 15985.826),(51 16065.485),(52 16111.248),(53 16132.285),(54 16232.136),(55 16314.183),(56 16465.457),(57 16603.164),(58 16668.256),(59 16598.605),(60 16648.035),(61 16673.676),(62 16708.479),(63 16878.586),(64 16917.771),(65 16849.3),(66 16858.88),(67 16975.809),(68 16982.068),(69 17110.664),(70 17209.688),(71 17274.002),(72 17248.139),(73 17451.744),(74 17406.53),(75 17488.674),(76 17436.408),(77 17420.703),(78 17358.39),(79 17373.715),
(1 2677.8066),(2 4630.176),(3 6185.2207),(4 7176.053),(5 7969.0767),(6 8667.391),(7 9319.825),(8 9856.289),(9 10274.46),(10 10717.147),(11 11022.1455),(12 11424.647),(13 11754.989),(14 12029.755),(15 12333.976),(16 12626.522),(17 12767.664),(18 13254.1),(19 13550.808),(20 13858.115),(21 14220.943),(22 14556.903),(23 14789.855),(24 15095.994),(25 15407.062),(26 15653.096),(27 15903.318),(28 16052.314),(29 16142.52),(30 16178.667),(31 16313.416),(32 16353.158),(33 16335.379),(34 16448.006),(35 16426.906),(36 16477.152),(37 16505.795),(38 16445.068),(39 16413.506),(40 16465.566),(41 16426.469),(42 16380.423),(43 16428.604),(44 16445.486),(45 16452.229),(46 16440.389),(47 16419.15),(48 16348.845),(49 16320.822),(50 16312.997),(51 16426.594),(52 16361.585),(53 16359.067),(54 16426.902),(55 16570.75),(56 16675.248),(57 16701.268),(58 16650.219),(59 16648.146),(60 16805.459),(61 16865.688),(62 16900.283),(63 16935.11),(64 16900.244),(65 16904.037),(66 16995.137),(67 17130.654),(68 17218.67),(69 17248.918),(70 17290.838),(71 17289.697),(72 17295.623),(73 17319.771),(74 17421.357),(75 17421.113),(76 17322.283),(77 17370.953),(78 17270.117),(79 17328.963),
(1 2648.2703),(2 4633.0933),(3 6178.459),(4 7120.6167),(5 7896.164),(6 8576.381),(7 9207.169),(8 9706.4795),(9 10185.906),(10 10646.0625),(11 10923.449),(12 11294.183),(13 11637.836),(14 11928.028),(15 12235.83),(16 12409.832),(17 12553.156),(18 12951.288),(19 13300.012),(20 13714.174),(21 13996.506),(22 14187.488),(23 14335.348),(24 14483.421),(25 14561.141),(26 14728.106),(27 15031.388),(28 15187.323),(29 15380.223),(30 15496.663),(31 15678.149),(32 15784.743),(33 15844.917),(34 15707.638),(35 15718.528),(36 15729.948),(37 15851.745),(38 15722.068),(39 15620.632),(40 15530.888),(41 15492.923),(42 15354.555),(43 15295.758),(44 15380.66),(45 15391.291),(46 15314.689),(47 15410.455),(48 15257.659),(49 15154.878),(50 15156.092),(51 15055.065),(52 14974.86),(53 15018.276),(54 15102.08),(55 15065.282),(56 15086.28),(57 15058.312),(58 14970.823),(59 14970.015),(60 15070.346),(61 15131.392),(62 15332.98),(63 15420.508),(64 15449.983),(65 15559.672),(66 15605.869),(67 15742.754),(68 15767.414),(69 15918.042),(70 15998.894),(71 15957.2705),(72 15951.018),(73 15997.863),(74 15945.656),(75 15935.002),(76 15913.094),(77 15923.939),(78 15896.094),(79 15842.166),
(1 2626.797),(2 4457.463),(3 5942.6113),(4 6961.9087),(5 7721.1387),(6 8373.945),(7 8992.949),(8 9530.297),(9 9977.608),(10 10378.988),(11 10701.191),(12 11006.154),(13 11347.858),(14 11593.435),(15 11967.245),(16 12215.182),(17 12403.965),(18 12638.145),(19 12895.558),(20 13127.518),(21 13318.904),(22 13640.125),(23 13818.933),(24 14004.719),(25 14105.209),(26 14302.251),(27 14717.602),(28 14783.977),(29 14841.754),(30 15026.547),(31 15259.291),(32 15443.146),(33 15559.197),(34 15534.047),(35 15599.206),(36 15600.161),(37 15566.164),(38 15396.821),(39 15356.65),(40 15367.845),(41 15405.697),(42 15402.815),(43 15479.93),(44 15528.369),(45 15568.758),(46 15620.827),(47 15562.674),(48 15442.246),(49 15450.491),(50 15392.775),(51 15406.345),(52 15401.978),(53 15482.72),(54 15475.615),(55 15524.676),(56 15770.686),(57 15791.72),(58 15823.992),(59 15838.497),(60 15874.289),(61 15979.911),(62 16020.714),(63 16162.836),(64 16111.525),(65 16153.398),(66 16104.652),(67 16197.257),(68 16190.969),(69 16214.147),(70 16262.272),(71 16213.549),(72 16120.615),(73 16092.136),(74 16067.621),(75 15947.205),(76 15967.876),(77 16034.803),(78 15859.482),(79 15837.005),
(1 2623.0342),(2 4502.483),(3 6088.685),(4 7093.625),(5 7870.482),(6 8535.844),(7 9133.594),(8 9662.469),(9 10054.003),(10 10551.819),(11 10860.363),(12 11139.843),(13 11423.945),(14 11676.541),(15 12011.218),(16 12327.4),(17 12570.756),(18 12963.933),(19 13426.43),(20 13650.742),(21 13910.827),(22 14081.442),(23 14175.506),(24 14253.238),(25 14384.091),(26 14595.372),(27 14888.051),(28 14952.104),(29 15128.772),(30 15277.439),(31 15465.311),(32 15663.917),(33 15607.519),(34 15528.503),(35 15536.084),(36 15592.667),(37 15617.063),(38 15602.506),(39 15640.467),(40 15638.428),(41 15680.973),(42 15813.074),(43 15851.094),(44 15797.801),(45 15732.978),(46 15779.726),(47 15844.644),(48 15724.611),(49 15760.591),(50 15783.65),(51 15850.952),(52 15848.519),(53 15841.967),(54 15981.691),(55 16087.397),(56 16148.583),(57 16198.166),(58 16264.114),(59 16291.597),(60 16319.658),(61 16318.639),(62 16439.504),(63 16407.957),(64 16393.64),(65 16412.328),(66 16418.53),(67 16332.962),(68 16343.972),(69 16262.925),(70 16231.339),(71 16265.347),(72 16190.973),(73 16249.012),(74 16230.937),(75 16187.655),(76 16162.228),(77 16161.295),(78 16044.439),(79 15955.747),
(1 2585.3596),(2 4516.715),(3 6068.4155),(4 7070.961),(5 7882.4937),(6 8569.137),(7 9160.859),(8 9671.887),(9 10037.525),(10 10449.6455),(11 10694.24),(12 11000.764),(13 11213.751),(14 11420.845),(15 11694.969),(16 11891.562),(17 12156.821),(18 12556.473),(19 13020.179),(20 13435.803),(21 13592.485),(22 13766.5),(23 13846.882),(24 13950.109),(25 14224.682),(26 14382.597),(27 14520.685),(28 14475.427),(29 14576.779),(30 14656.963),(31 14644.782),(32 14761.194),(33 14826.419),(34 14776.154),(35 14804.067),(36 14810.055),(37 14738.578),(38 14660.488),(39 14641.258),(40 14676.615),(41 14706.439),(42 14725.268),(43 14718.448),(44 14757.334),(45 14695.484),(46 14686.6455),(47 14661.348),(48 14701.605),(49 14788.849),(50 14934.672),(51 15086.608),(52 15257.388),(53 15286.892),(54 15389.161),(55 15432.984),(56 15460.194),(57 15467.958),(58 15454.324),(59 15422.383),(60 15337.2705),(61 15287.892),(62 15350.089),(63 15545.252),(64 15593.736),(65 15511.979),(66 15434.175),(67 15386.548),(68 15324.763),(69 15241.627),(70 15246.403),(71 15213.054),(72 15215.353),(73 15096.306),(74 15001.773),(75 14975.857),(76 14908.921),(77 14981.119),(78 14989.133),(79 14818.79),
(1 2518.0977),(2 4352.719),(3 5855.1787),(4 6815.2407),(5 7546.8276),(6 8169.3154),(7 8670.932),(8 9142.737),(9 9569.557),(10 10041.668),(11 10321.257),(12 10580.861),(13 10816.073),(14 11015.828),(15 11316.078),(16 11458.683),(17 11578.344),(18 11849.912),(19 12247.049),(20 12584.131),(21 12811.79),(22 12975.772),(23 13188.375),(24 13409.197),(25 13652.481),(26 13854.31),(27 13961.352),(28 14084.761),(29 14193.079),(30 14378.712),(31 14466.563),(32 14582.848),(33 14551.523),(34 14530.66),(35 14510.804),(36 14531.097),(37 14471.493),(38 14404.049),(39 14418.9),(40 14559.64),(41 14596.572),(42 14633.043),(43 14575.024),(44 14465.306),(45 14482.048),(46 14482.386),(47 14466.094),(48 14502.237),(49 14522.735),(50 14553.105),(51 14667.537),(52 14697.413),(53 14615.555),(54 14684.7),(55 14699.258),(56 14765.912),(57 14860.818),(58 14820.775),(59 14795.896),(60 14858.406),(61 14893.683),(62 14910.227),(63 14887.336),(64 14807.419),(65 14752.507),(66 14774.218),(67 14669.706),(68 14683.973),(69 14706.746),(70 14808.197),(71 14892.207),(72 14938.603),(73 14957.474),(74 14960.336),(75 15112.765),(76 15178.908),(77 15137.236),(78 15125.531),(79 15064.967),
(1 2540.2788),(2 4323.5303),(3 5889.0894),(4 6902.1235),(5 7582.076),(6 8240.013),(7 8789.001),(8 9259.315),(9 9639.144),(10 10031.318),(11 10249.162),(12 10445.744),(13 10667.281),(14 10857.169),(15 11086.461),(16 11324.425),(17 11478.482),(18 11879.362),(19 12193.884),(20 12468.545),(21 12694.147),(22 12846.571),(23 12998.227),(24 13253.717),(25 13483.67),(26 13594.506),(27 13691.426),(28 13823.243),(29 13965.246),(30 14084.639),(31 14150.836),(32 14286.067),(33 14232.251),(34 14232.544),(35 14342.848),(36 14394.146),(37 14413.324),(38 14401.199),(39 14490.62),(40 14601.539),(41 14707.109),(42 14760.635),(43 14819.067),(44 14860.347),(45 14871.977),(46 14877.476),(47 14857.095),(48 14829.823),(49 14738.985),(50 14834.915),(51 14964.694),(52 14966.731),(53 14934.644),(54 14965.141),(55 14984.271),(56 14917.984),(57 14918.174),(58 15010.623),(59 15089.862),(60 15154.515),(61 15087.715),(62 15067.971),(63 15039.304),(64 14993.97),(65 15012.097),(66 15079.662),(67 14967.981),(68 14958.603),(69 14949.782),(70 15034.173),(71 14929.038),(72 14841.194),(73 14720.149),(74 14671.914),(75 14640.35),(76 14753.693),(77 14859.394),(78 14847.524),(79 14762.759),
(1 2476.319),(2 4197.8413),(3 5612.102),(4 6558.908),(5 7310.4014),(6 7939.386),(7 8447.715),(8 8866.981),(9 9319.746),(10 9756.224),(11 10041.294),(12 10358.308),(13 10651.531),(14 10895.944),(15 11174.695),(16 11303.696),(17 11444.295),(18 11764.061),(19 12124.666),(20 12555.442),(21 12877.708),(22 12998.676),(23 13267.803),(24 13549.883),(25 13763.344),(26 13838.022),(27 13881.504),(28 13911.825),(29 14040.826),(30 14081.09),(31 13993.593),(32 14012.413),(33 13948.708),(34 13876.334),(35 13944.4795),(36 13899.209),(37 13839.219),(38 13870.985),(39 13941.981),(40 14031.1875),(41 14180.157),(42 14189.415),(43 14160.611),(44 14155.295),(45 14225.348),(46 14304.96),(47 14306.587),(48 14311.381),(49 14289.364),(50 14315.549),(51 14381.917),(52 14346.265),(53 14352.917),(54 14423.926),(55 14570.831),(56 14616.782),(57 14614.399),(58 14600.997),(59 14632.846),(60 14742.853),(61 14705.679),(62 14660.147),(63 14819.892),(64 14833.497),(65 14773.354),(66 14860.154),(67 14898.414),(68 14895.211),(69 14928.09),(70 14905.512),(71 14960.91),(72 14813.016),(73 14805.193),(74 14857.679),(75 14869.083),(76 14859.31),(77 14928.543),(78 14858.728),(79 14822.942),
(1 2441.706),(2 4180.7554),(3 5600.1577),(4 6504.5557),(5 7288.8057),(6 7927.24),(7 8418.714),(8 8941.892),(9 9378.835),(10 9686.109),(11 10024.361),(12 10410.224),(13 10599.24),(14 10756.344),(15 10940.792),(16 11130.681),(17 11325.469),(18 11680.565),(19 12163.948),(20 12469.478),(21 12633.354),(22 12747.663),(23 12974.318),(24 13167.307),(25 13466.1),(26 13625.38),(27 13732.521),(28 13794.06),(29 13910.572),(30 13961.327),(31 13985.984),(32 14142.856),(33 14079.596),(34 14006.29),(35 14134.249),(36 14129.829),(37 14129.486),(38 14106.393),(39 14241.207),(40 14307.514),(41 14412.756),(42 14432.509),(43 14507.144),(44 14416.138),(45 14377.37),(46 14331.041),(47 14236.72),(48 14295.418),(49 14205.438),(50 14200.544),(51 14255.43),(52 14298.532),(53 14268.362),(54 14361.201),(55 14351.69),(56 14283.475),(57 14242.038),(58 14178.544),(59 14131.156),(60 14120.131),(61 14135.455),(62 14116.31),(63 14191.493),(64 14307.91),(65 14374.789),(66 14452.758),(67 14449.112),(68 14436.496),(69 14393.679),(70 14433.981),(71 14459.549),(72 14433.062),(73 14357.246),(74 14377.735),(75 14382.483),(76 14309.799),(77 14312.417),(78 14305.526),(79 14274.793),
(1 2409.5078),(2 4069.1638),(3 5513.292),(4 6361.7607),(5 6993.328),(6 7564.0093),(7 8166.537),(8 8530.84),(9 8914.116),(10 9345.19),(11 9631.195),(12 9958.945),(13 10189.816),(14 10465.134),(15 10851.978),(16 11065.65),(17 11242.413),(18 11561.949),(19 11941.657),(20 12168.412),(21 12486.845),(22 12754.153),(23 13030.324),(24 13187.926),(25 13366.297),(26 13582.72),(27 13605.634),(28 13643.284),(29 13775.356),(30 13783.657),(31 13695.909),(32 13669.181),(33 13646.594),(34 13603.603),(35 13579.746),(36 13390.878),(37 13420.568),(38 13451.469),(39 13495.35),(40 13499.835),(41 13497.341),(42 13445.624),(43 13471.11),(44 13480.694),(45 13500.432),(46 13352.27),(47 13269.075),(48 13318.1875),(49 13400.307),(50 13447.184),(51 13555.162),(52 13612.274),(53 13764.557),(54 13902.854),(55 13960.288),(56 13917.085),(57 13896.429),(58 13872.6875),(59 13914.105),(60 14093.003),(61 14216.582),(62 14277.935),(63 14372.441),(64 14440.535),(65 14380.094),(66 14377.731),(67 14320.563),(68 14242.746),(69 14257.953),(70 14188.556),(71 14250.215),(72 14188.441),(73 14184.385),(74 14295.838),(75 14257.885),(76 14195.729),(77 14163.379),(78 14104.94),(79 14186.472),
(1 2382.487),(2 3973.976),(3 5293.956),(4 6132.355),(5 6772.0166),(6 7445.357),(7 7974.913),(8 8397.654),(9 8763.587),(10 9125.288),(11 9415.782),(12 9697.516),(13 9949.08),(14 10184.642),(15 10483.056),(16 10643.283),(17 10830.604),(18 11091.772),(19 11406.472),(20 11618.153),(21 11745.598),(22 11935.165),(23 12201.546),(24 12304.161),(25 12392.461),(26 12559.603),(27 12648.564),(28 12676.93),(29 12810.242),(30 12909.768),(31 12946.497),(32 13000.816),(33 13026.867),(34 13074.136),(35 13110.036),(36 13036.867),(37 13093.645),(38 12996.177),(39 13043.196),(40 13011.48),(41 13004.972),(42 13037.838),(43 12981.235),(44 12836.361),(45 12845.256),(46 12912.556),(47 12920.364),(48 12963.214),(49 12924.145),(50 12995.197),(51 13051.113),(52 13129.171),(53 13202.745),(54 13214.224),(55 13206.771),(56 13345.214),(57 13463.458),(58 13460.809),(59 13557.553),(60 13604.22),(61 13564.629),(62 13544.103),(63 13535.455),(64 13588.645),(65 13694.78),(66 13776.3545),(67 13748.864),(68 13759.07),(69 13744.371),(70 13622.797),(71 13620.925),(72 13568.628),(73 13606.13),(74 13560.265),(75 13692.493),(76 13762.019),(77 13787.489),(78 13702.972),(79 13695.703),
(1 2316.0776),(2 3946.7979),(3 5310.5444),(4 6176.0596),(5 6914.199),(6 7562.0835),(7 8118.279),(8 8515.985),(9 8858.437),(10 9180.671),(11 9491.139),(12 9783.998),(13 9969.249),(14 10177.676),(15 10417.438),(16 10611.583),(17 10759.632),(18 10914.424),(19 11180.476),(20 11461.548),(21 11624.447),(22 11751.355),(23 11940.7295),(24 12112.7705),(25 12367.546),(26 12559.596),(27 12745.5205),(28 12832.779),(29 13015.111),(30 13129.18),(31 13044.916),(32 12988.4795),(33 12947.758),(34 12972.632),(35 13036.784),(36 12961.464),(37 12869.791),(38 12835.568),(39 12941.558),(40 13005.403),(41 12995.494),(42 12981.956),(43 12909.641),(44 12995.344),(45 13061.713),(46 13127.92),(47 13022.688),(48 13049.802),(49 13051.203),(50 13112.649),(51 13188.858),(52 13122.308),(53 12990.303),(54 12993.018),(55 12949.074),(56 12924.209),(57 12951.33),(58 12981.066),(59 12990.091),(60 13053.5625),(61 12977.92),(62 13013.922),(63 13013.016),(64 13004.796),(65 13036.198),(66 13075.656),(67 13059.103),(68 13022.074),(69 12909.397),(70 12915.097),(71 12868.227),(72 12851.24),(73 12906.509),(74 12943.403),(75 13096.682),(76 13172.68),(77 13325.818),(78 13302.08),(79 13280.488),
(1 2239.2273),(2 3721.1484),(3 5084.9766),(4 5904.6323),(5 6550.331),(6 7149.856),(7 7683.344),(8 8108.307),(9 8458.88),(10 8707.593),(11 8871.58),(12 9049.994),(13 9199.713),(14 9341.055),(15 9586.995),(16 9805.648),(17 9943.116),(18 10135.254),(19 10444.91),(20 10704.395),(21 10953.896),(22 11125.743),(23 11316.632),(24 11529.703),(25 11806.896),(26 11926.44),(27 12142.354),(28 12208.245),(29 12355.285),(30 12523.436),(31 12558.708),(32 12573.899),(33 12621.377),(34 12630.469),(35 12780.102),(36 12732.967),(37 12648.496),(38 12610.946),(39 12586.185),(40 12576.89),(41 12588.926),(42 12560.978),(43 12562.62),(44 12550.984),(45 12509.597),(46 12491.792),(47 12472.155),(48 12436.836),(49 12463.826),(50 12434.001),(51 12432.318),(52 12505.186),(53 12503.982),(54 12577.335),(55 12543.055),(56 12424.437),(57 12340.758),(58 12307.563),(59 12334.047),(60 12363.762),(61 12414.202),(62 12390.879),(63 12478.358),(64 12455.45),(65 12526.597),(66 12557.905),(67 12547.705),(68 12612.777),(69 12663.746),(70 12787.937),(71 12881.746),(72 12998.279),(73 12964.345),(74 12953.829),(75 13004.107),(76 12969.547),(77 12922.927),(78 12961.51),(79 12972.172),
