1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64354),(2 199728.61),(3 424289.9),(4 737001.3),(5 1125724),(6 1600681.6),(7 2175078.8),(8 2790770.3),(9 3467397),(10 4199146.5),(11 4962874.5),(12 5775506.5),(13 6652462.5),(14 7617696),(15 8604471),(16 9692388),(17 10807944),(18 12084757),(19 13447115),(20 14974432),(21 16711649),(22 18523774),(23 20518132),(24 22544632),(25 24436864),(26 26307038),(27 27960554),(28 29690142),(29 31373848),(30 33035098),(31 34691824),(32 36527916),(33 38461810),(34 40404820),(35 42368292),(36 44424644),(37 46489988),(38 48772124),(39 50859892),(40 52835180),(41 54762076),(42 56564464),(43 58237724),(44 59693852),(45 60969940),(46 62310656),(47 63582188),(48 65160780),(49 66881744),(50 68539770),(51 70675896),(52 72774616),(53 74787240),(54 77025590),(55 79061150),(56 81022920),(57 82801544),(58 84949896),(59 86904790),(60 88843280),(61 90723416),(62 92584900),(63 94337210),(64 96092930),(65 98047320),(66 100092936),(67 102243110),(68 104567130),(69 106607944),(70 108765180),(71 111103360),(72 113407670),(73 115478720),(74 117871544),(75 120266300),(76 122755080),(77 125287464),(78 128245560),(79 131177690),
(1 121.42803),(2 146.89197),(3 159.175),(4 169.08348),(5 175.8081),(6 179.8198),(7 181.57486),(8 185.0427),(9 185.98683),(10 189.55493),(11 190.62347),(12 193.69351),(13 194.523),(14 193.05644),(15 194.38289),(16 197.02017),(17 197.28392),(18 198.04813),(19 200.49681),(20 202.4736),(21 202.57477),(22 204.99608),(23 208.19244),(24 208.8883),(25 211.79874),(26 213.70546),(27 216.91347),(28 219.0543),(29 220.62628),(30 220.67842),(31 223.20746),(32 224.28691),(33 228.7161),(34 228.78522),(35 231.82832),(36 235.51201),(37 236.25542),(38 239.33455),(39 242.93839),(40 248.13658),(41 247.03938),(42 248.90776),(43 248.66202),(44 248.41139),(45 245.39908),(46 244.0902),(47 242.89323),(48 245.38501),(49 245.8114),(50 243.47156),(51 244.51367),(52 242.68944),(53 246.28226),(54 246.50406),(55 249.12595),(56 250.28374),(57 251.26941),(58 253.71243),(59 255.8052),(60 253.08849),(61 251.9831),(62 254.88869),(63 254.00601),(64 252.50429),(65 251.5106),(66 254.02115),(67 254.1921),(68 255.88202),(69 254.15013),(70 254.10922),(71 254.42488),(72 254.56021),(73 253.21092),(74 255.4534),(75 252.96313),(76 251.69653),(77 251.26044),(78 250.47086),(79 249.22289),
(1 123.26194),(2 150.6807),(3 164.29434),(4 174.6269),(5 181.95224),(6 186.47694),(7 189.3699),(8 195.04039),(9 198.24713),(10 202.08197),(11 201.38678),(12 203.3648),(13 205.49307),(14 201.60484),(15 204.0029),(16 202.68289),(17 204.06447),(18 204.76945),(19 207.68576),(20 208.71959),(21 209.69943),(22 210.76791),(23 212.66737),(24 215.08107),(25 217.10368),(26 218.0487),(27 217.07524),(28 219.95892),(29 220.36667),(30 220.3732),(31 220.91975),(32 221.88737),(33 228.50763),(34 231.75793),(35 236.52356),(36 238.39668),(37 240.64406),(38 240.69307),(39 242.83978),(40 243.53618),(41 241.83044),(42 239.75124),(43 241.21143),(44 239.50606),(45 239.33058),(46 237.84457),(47 235.56833),(48 236.818),(49 236.68222),(50 236.28102),(51 239.76906),(52 240.13753),(53 242.89424),(54 243.37828),(55 244.5185),(56 244.16399),(57 243.21722),(58 246.8701),(59 248.2743),(60 248.4381),(61 247.81451),(62 247.73549),(63 249.53267),(64 248.62804),(65 246.91306),(66 247.4325),(67 247.02599),(68 251.40106),(69 250.6333),(70 249.3999),(71 250.23027),(72 252.02638),(73 251.06567),(74 249.77805),(75 248.173),(76 248.40393),(77 247.90388),(78 244.44995),(79 242.01866),
(1 120.231415),(2 146.72878),(3 160.19055),(4 167.16353),(5 173.10129),(6 177.42204),(7 181.15549),(8 186.90067),(9 188.90291),(10 193.02037),(11 195.53589),(12 195.5485),(13 196.86053),(14 195.3535),(15 199.79936),(16 200.45866),(17 202.71042),(18 204.17766),(19 204.36635),(20 204.94836),(21 205.68793),(22 206.40732),(23 209.53743),(24 208.50966),(25 209.8344),(26 212.51602),(27 213.72827),(28 217.1372),(29 216.7868),(30 217.76372),(31 221.88423),(32 225.00043),(33 230.14008),(34 231.69115),(35 232.68723),(36 238.68413),(37 238.61082),(38 240.67618),(39 242.74188),(40 247.9695),(41 249.60722),(42 248.42267),(43 248.56003),(44 248.0966),(45 249.42023),(46 249.55945),(47 250.73402),(48 254.8838),(49 251.04755),(50 252.15527),(51 251.97263),(52 253.7345),(53 255.3574),(54 254.6827),(55 257.74594),(56 257.0751),(57 260.51535),(58 262.5262),(59 260.73965),(60 260.50674),(61 259.8832),(62 258.78522),(63 259.48544),(64 257.02463),(65 256.52377),(66 255.68365),(67 256.91064),(68 259.6021),(69 257.36328),(70 256.38223),(71 256.54755),(72 254.72728),(73 254.07797),(74 250.6034),(75 249.6589),(76 249.03258),(77 249.0486),(78 247.19748),(79 244.9382),
(1 119.731224),(2 145.06755),(3 158.5195),(4 167.67381),(5 172.23598),(6 176.23297),(7 180.10655),(8 185.20265),(9 189.2144),(10 189.37428),(11 190.30504),(12 191.80089),(13 194.18492),(14 193.38432),(15 195.86375),(16 196.76523),(17 198.6921),(18 201.15648),(19 201.11183),(20 203.24506),(21 205.397),(22 207.1131),(23 207.95364),(24 209.24075),(25 211.08472),(26 210.29945),(27 211.09673),(28 213.51907),(29 214.02812),(30 217.44928),(31 218.21071),(32 219.88383),(33 221.60477),(34 222.81757),(35 227.37173),(36 228.76128),(37 230.35458),(38 234.85086),(39 237.38437),(40 236.17574),(41 236.4898),(42 236.18213),(43 233.49602),(44 234.07896),(45 235.1714),(46 235.69344),(47 237.19484),(48 238.74158),(49 238.80287),(50 240.6096),(51 239.86284),(52 238.40244),(53 238.7331),(54 239.79688),(55 241.90381),(56 241.52798),(57 242.13171),(58 245.19397),(59 242.49286),(60 241.26895),(61 240.41673),(62 243.67236),(63 243.78297),(64 243.10411),(65 246.03728),(66 242.5169),(67 242.0981),(68 243.39532),(69 245.36993),(70 243.80849),(71 242.47762),(72 241.39561),(73 240.23169),(74 237.95474),(75 237.98795),(76 235.22945),(77 235.42409),(78 235.01755),(79 235.70943),
(1 120.72808),(2 146.70387),(3 159.46536),(4 167.97975),(5 172.72241),(6 175.28177),(7 180.76865),(8 187.5355),(9 189.39299),(10 192.91171),(11 193.62262),(12 195.26364),(13 196.73494),(14 197.96167),(15 200.93086),(16 205.52092),(17 205.43446),(18 204.4921),(19 205.27077),(20 208.05531),(21 210.18283),(22 210.22733),(23 211.88095),(24 212.70473),(25 214.25117),(26 216.39879),(27 218.46341),(28 222.82715),(29 223.90796),(30 226.82767),(31 228.50647),(32 229.81458),(33 232.88303),(34 236.6169),(35 238.68062),(36 242.41937),(37 245.2667),(38 245.52956),(39 247.63199),(40 247.83519),(41 248.06828),(42 248.66287),(43 247.807),(44 248.1559),(45 247.05283),(46 247.29887),(47 250.3097),(48 252.49893),(49 251.4594),(50 253.96532),(51 257.7374),(52 256.86212),(53 259.57474),(54 261.71893),(55 261.68365),(56 262.99463),(57 267.3483),(58 267.195),(59 265.57828),(60 266.94427),(61 268.1001),(62 267.91678),(63 267.43533),(64 267.17465),(65 265.79166),(66 265.14328),(67 265.12732),(68 267.23163),(69 266.3549),(70 264.71417),(71 265.7302),(72 263.6331),(73 261.92026),(74 259.81714),(75 257.4477),(76 254.0583),(77 255.35022),(78 251.35477),(79 248.51437),
(1 118.06232),(2 142.38995),(3 155.68373),(4 163.92737),(5 169.47069),(6 173.36551),(7 177.35223),(8 179.85588),(9 182.76825),(10 185.81578),(11 185.07222),(12 185.1312),(13 184.96182),(14 183.01721),(15 185.66347),(16 186.14252),(17 189.04141),(18 191.65373),(19 192.23553),(20 191.52438),(21 192.39337),(22 193.97078),(23 194.61867),(24 195.73509),(25 198.30638),(26 199.70534),(27 200.81848),(28 202.50526),(29 204.69849),(30 206.5952),(31 209.45876),(32 209.97653),(33 212.9406),(34 216.76476),(35 218.50479),(36 219.98175),(37 222.50024),(38 225.88345),(39 226.18059),(40 225.65831),(41 226.60315),(42 226.88298),(43 226.36937),(44 228.58618),(45 229.85724),(46 228.82431),(47 227.08644),(48 230.33014),(49 230.90327),(50 230.84772),(51 230.97295),(52 230.78743),(53 234.91644),(54 234.21999),(55 232.17647),(56 233.02513),(57 232.7932),(58 233.14075),(59 231.07646),(60 229.91791),(61 229.9839),(62 231.48686),(63 232.33026),(64 230.58704),(65 229.98282),(66 231.64046),(67 230.05412),(68 234.37842),(69 233.9325),(70 234.84561),(71 236.09439),(72 235.28287),(73 230.85893),(74 229.25385),(75 226.62437),(76 227.43326),(77 227.35516),(78 227.50816),(79 225.35017),
(1 117.19643),(2 141.73181),(3 155.03793),(4 164.9639),(5 172.60426),(6 174.6618),(7 177.12283),(8 182.25255),(9 184.66183),(10 187.39122),(11 188.8236),(12 189.53261),(13 193.29341),(14 193.5782),(15 197.90881),(16 198.76059),(17 199.21121),(18 200.33676),(19 202.29822),(20 201.85011),(21 204.16388),(22 205.40515),(23 207.33652),(24 210.30792),(25 209.896),(26 211.12329),(27 214.13881),(28 214.26605),(29 215.35938),(30 216.0941),(31 218.1247),(32 221.94078),(33 226.3126),(34 229.8808),(35 229.35117),(36 232.52736),(37 231.62666),(38 233.17653),(39 237.87431),(40 239.07242),(41 239.03224),(42 238.94113),(43 239.43387),(44 239.2343),(45 239.37462),(46 239.10866),(47 238.83565),(48 241.25703),(49 238.45895),(50 240.7556),(51 240.20221),(52 240.75458),(53 241.33905),(54 242.065),(55 242.32135),(56 246.27437),(57 247.70673),(58 248.29578),(59 250.43852),(60 250.26907),(61 252.12062),(62 251.96338),(63 253.08849),(64 252.57056),(65 250.60303),(66 250.37341),(67 249.41208),(68 251.8752),(69 248.82018),(70 250.82635),(71 250.71658),(72 253.10703),(73 252.08482),(74 249.8995),(75 247.95808),(76 245.85405),(77 244.51233),(78 240.35245),(79 237.34943),
(1 116.06496),(2 141.65068),(3 154.0222),(4 161.10646),(5 168.32121),(6 170.97467),(7 173.53545),(8 179.30046),(9 182.11174),(10 184.12059),(11 184.9175),(12 186.22084),(13 185.8727),(14 183.22282),(15 188.02722),(16 188.62057),(17 190.02206),(18 188.79608),(19 189.33737),(20 190.07603),(21 190.93137),(22 191.29474),(23 194.38863),(24 194.52028),(25 198.02368),(26 199.45686),(27 198.98875),(28 199.73593),(29 201.6808),(30 201.89424),(31 202.69194),(32 206.37074),(33 209.1328),(34 211.72456),(35 214.2594),(36 215.45369),(37 216.267),(38 220.32986),(39 221.03203),(40 223.54288),(41 223.61182),(42 223.27689),(43 224.59615),(44 223.67003),(45 222.50189),(46 224.31064),(47 224.95004),(48 225.93396),(49 227.4795),(50 226.93321),(51 229.02388),(52 228.5017),(53 229.81345),(54 229.74843),(55 229.02313),(56 227.69481),(57 228.36728),(58 229.64119),(59 230.7112),(60 228.1688),(61 229.12755),(62 228.99513),(63 226.08762),(64 225.93935),(65 224.25058),(66 225.32793),(67 225.16878),(68 228.44751),(69 226.72221),(70 226.07104),(71 226.98738),(72 227.00108),(73 225.43704),(74 224.3334),(75 223.04048),(76 224.85439),(77 223.89818),(78 224.23682),(79 221.21858),
(1 116.37361),(2 140.5762),(3 156.0282),(4 163.79056),(5 169.06052),(6 173.65724),(7 176.50269),(8 183.1261),(9 186.69566),(10 189.05113),(11 190.97858),(12 191.68195),(13 192.11148),(14 190.99416),(15 195.48381),(16 197.67409),(17 197.04738),(18 196.6649),(19 200.89125),(20 199.6392),(21 200.67769),(22 202.1061),(23 203.55826),(24 204.96178),(25 207.3251),(26 209.03688),(27 212.67914),(28 213.67683),(29 215.60184),(30 215.25488),(31 217.19078),(32 220.48671),(33 222.18614),(34 225.10307),(35 226.97089),(36 229.96626),(37 231.11153),(38 233.21439),(39 233.67786),(40 237.26341),(41 235.05022),(42 236.38329),(43 236.28693),(44 235.59225),(45 235.08987),(46 233.78316),(47 233.14906),(48 235.02538),(49 236.91374),(50 236.08105),(51 236.51488),(52 238.18925),(53 242.25572),(54 243.95248),(55 243.40323),(56 246.12527),(57 247.20297),(58 247.60286),(59 248.45615),(60 250.3435),(61 250.57016),(62 249.31714),(63 247.73679),(64 248.96788),(65 248.65855),(66 248.87845),(67 247.79759),(68 251.81206),(69 252.51595),(70 249.84593),(71 249.77629),(72 250.5554),(73 251.66716),(74 247.56168),(75 248.88004),(76 246.8995),(77 247.11961),(78 244.25511),(79 244.15819),
(1 113.35703),(2 138.12718),(3 150.51266),(4 158.10115),(5 164.29092),(6 166.86862),(7 169.61497),(8 175.61308),(9 178.01884),(10 180.25668),(11 182.61298),(12 184.30438),(13 184.25754),(14 182.9059),(15 186.20853),(16 188.88971),(17 187.87175),(18 187.82306),(19 190.75919),(20 190.99521),(21 192.07585),(22 192.02156),(23 195.20795),(24 196.57256),(25 199.61818),(26 201.59473),(27 202.68422),(28 202.78009),(29 204.55829),(30 204.11008),(31 203.44829),(32 206.2689),(33 210.14725),(34 211.22221),(35 215.75731),(36 218.53369),(37 218.96045),(38 222.39499),(39 224.9134),(40 227.4033),(41 228.71648),(42 230.93471),(43 233.36882),(44 231.55873),(45 231.91614),(46 231.19926),(47 232.01189),(48 231.77971),(49 234.66702),(50 235.78577),(51 235.5458),(52 234.58849),(53 237.45663),(54 239.19879),(55 237.68373),(56 237.46205),(57 239.09311),(58 242.05432),(59 241.12358),(60 238.92294),(61 238.30983),(62 239.40707),(63 237.25705),(64 237.4621),(65 237.53302),(66 236.42348),(67 235.6799),(68 236.43855),(69 235.012),(70 234.85075),(71 233.23677),(72 232.40561),(73 232.38791),(74 230.58032),(75 230.68312),(76 229.14995),(77 227.64772),(78 228.18088),(79 226.90715),
(1 112.581474),(2 137.8328),(3 148.91187),(4 155.9332),(5 163.75865),(6 166.31902),(7 170.58592),(8 176.16595),(9 179.27026),(10 181.13869),(11 183.78426),(12 183.5777),(13 184.31595),(14 183.1132),(15 188.43524),(16 188.75732),(17 189.51549),(18 190.59953),(19 193.22511),(20 195.04285),(21 196.26265),(22 197.82271),(23 199.80678),(24 203.07408),(25 203.81439),(26 204.90337),(27 208.08698),(28 208.7719),(29 209.52243),(30 210.19055),(31 211.56972),(32 213.06789),(33 215.25093),(34 217.18048),(35 222.44203),(36 226.55577),(37 229.50604),(38 232.36208),(39 235.64784),(40 237.30235),(41 236.09999),(42 235.32274),(43 236.03247),(44 234.40274),(45 232.46309),(46 233.41417),(47 233.65906),(48 232.65942),(49 234.95966),(50 234.3476),(51 238.85243),(52 238.48907),(53 242.23323),(54 243.63333),(55 244.05838),(56 245.86359),(57 245.21236),(58 245.51074),(59 247.02306),(60 244.82973),(61 244.68272),(62 244.5193),(63 243.34302),(64 242.87064),(65 240.52182),(66 242.54256),(67 239.13187),(68 240.68535),(69 240.01967),(70 237.62495),(71 235.56458),(72 234.69008),(73 234.35316),(74 232.7848),(75 230.13704),(76 229.47127),(77 232.62952),(78 232.53073),(79 230.57281),
(1 111.640915),(2 136.7134),(3 150.56946),(4 158.38338),(5 165.3596),(6 167.78142),(7 172.52258),(8 176.76506),(9 179.09932),(10 183.66168),(11 188.05185),(12 189.64427),(13 188.27084),(14 186.96097),(15 190.73903),(16 191.66576),(17 191.57549),(18 190.63568),(19 193.05887),(20 193.4148),(21 194.42226),(22 195.13167),(23 197.09824),(24 197.63148),(25 199.18123),(26 201.94435),(27 205.94266),(28 209.61055),(29 210.77327),(30 210.1014),(31 210.26927),(32 211.29323),(33 213.26205),(34 215.7527),(35 218.85289),(36 221.12378),(37 223.70529),(38 226.71089),(39 229.38812),(40 231.21675),(41 229.42094),(42 229.34233),(43 229.78587),(44 229.08727),(45 228.52266),(46 228.38481),(47 230.11232),(48 232.5521),(49 231.07643),(50 230.49236),(51 232.89157),(52 232.50522),(53 236.7658),(54 236.85385),(55 238.49771),(56 237.73073),(57 240.1296),(58 240.9523),(59 243.12244),(60 243.63788),(61 242.95006),(62 243.11086),(63 242.04173),(64 242.685),(65 243.14282),(66 243.05457),(67 240.80666),(68 244.96988),(69 243.24353),(70 244.88606),(71 244.415),(72 244.27936),(73 244.91885),(74 241.16676),(75 238.19693),(76 239.4731),(77 237.34552),(78 237.23929),(79 231.31245),
(1 108.68),(2 132.54137),(3 143.69835),(4 151.39722),(5 157.89479),(6 162.4704),(7 163.54884),(8 167.78954),(9 174.30641),(10 178.12259),(11 177.68999),(12 178.15297),(13 179.69882),(14 177.5687),(15 180.9985),(16 182.42537),(17 183.43341),(18 185.37154),(19 187.1219),(20 188.4911),(21 188.32971),(22 187.3308),(23 189.7182),(24 189.91101),(25 191.85114),(26 193.79472),(27 197.93811),(28 199.71793),(29 199.98651),(30 199.57399),(31 201.48546),(32 202.59218),(33 204.17972),(34 205.74455),(35 210.04242),(36 212.2041),(37 214.20943),(38 215.715),(39 218.44753),(40 221.16808),(41 222.00247),(42 223.66403),(43 224.77824),(44 226.91516),(45 230.05698),(46 229.98508),(47 230.81163),(48 230.71887),(49 230.30661),(50 230.7717),(51 232.77515),(52 230.97078),(53 232.23607),(54 231.90077),(55 234.10524),(56 232.85724),(57 235.28897),(58 235.97488),(59 236.94405),(60 235.48187),(61 235.05392),(62 235.57643),(63 234.5959),(64 231.8641),(65 232.25993),(66 233.34157),(67 230.59012),(68 231.69038),(69 228.95915),(70 227.33003),(71 225.95395),(72 224.48352),(73 225.38304),(74 224.2023),(75 224.87866),(76 224.3938),(77 222.4352),(78 223.44205),(79 220.59499),
(1 110.81568),(2 133.94327),(3 148.34644),(4 156.07246),(5 162.03752),(6 164.16682),(7 166.85397),(8 171.29561),(9 174.7911),(10 177.8669),(11 178.7409),(12 181.70178),(13 181.3552),(14 181.24734),(15 184.72212),(16 187.72488),(17 188.77367),(18 188.40578),(19 189.85628),(20 191.52255),(21 191.89072),(22 192.6633),(23 193.63736),(24 193.77658),(25 196.41495),(26 196.32408),(27 199.87134),(28 202.65582),(29 203.58276),(30 204.09543),(31 207.55997),(32 209.45201),(33 212.97864),(34 214.38168),(35 217.63069),(36 221.7715),(37 223.57315),(38 225.95654),(39 227.04675),(40 225.70093),(41 226.54913),(42 227.2038),(43 227.95518),(44 227.68782),(45 227.35239),(46 226.92044),(47 226.87123),(48 228.16475),(49 228.65431),(50 227.56775),(51 231.0394),(52 230.07547),(53 230.55418),(54 230.41783),(55 229.99359),(56 229.39691),(57 231.40994),(58 231.2923),(59 231.69775),(60 232.29811),(61 229.77402),(62 230.63708),(63 232.06473),(64 232.05525),(65 230.901),(66 229.24765),(67 230.39456),(68 234.01796),(69 233.22798),(70 232.36755),(71 232.02028),(72 230.58112),(73 230.09212),(74 229.91286),(75 228.31616),(76 228.70857),(77 229.6623),(78 228.71255),(79 226.6254),
(1 108.49081),(2 130.62878),(3 141.18495),(4 149.51617),(5 156.01476),(6 159.57709),(7 160.43857),(8 167.19653),(9 170.75288),(10 174.56827),(11 174.2209),(12 176.28702),(13 177.09073),(14 176.30765),(15 178.74664),(16 180.3723),(17 180.22527),(18 178.7295),(19 181.84358),(20 181.77258),(21 182.42978),(22 183.74644),(23 184.8249),(24 186.1526),(25 187.36691),(26 186.47583),(27 189.77617),(28 195.15294),(29 195.50552),(30 193.79643),(31 193.29532),(32 195.68163),(33 199.65602),(34 199.10535),(35 203.3126),(36 205.105),(37 204.75757),(38 209.68787),(39 211.68208),(40 213.31921),(41 212.93373),(42 211.98625),(43 215.26712),(44 214.53246),(45 215.48132),(46 214.91031),(47 216.95433),(48 217.72533),(49 217.37387),(50 218.3564),(51 219.30618),(52 218.97139),(53 219.6081),(54 217.34424),(55 218.02141),(56 219.66574),(57 221.65437),(58 223.1311),(59 223.2718),(60 223.28947),(61 223.14946),(62 222.46306),(63 222.99901),(64 222.49393),(65 221.60524),(66 222.9249),(67 226.0471),(68 226.7821),(69 225.6701),(70 227.4136),(71 226.09375),(72 224.43689),(73 226.05283),(74 225.20482),(75 225.88649),(76 224.16277),(77 223.72888),(78 222.63275),(79 220.7619),
(1 106.07195),(2 127.81178),(3 140.25185),(4 148.40033),(5 155.97691),(6 159.1901),(7 161.14125),(8 167.48192),(9 168.79874),(10 170.43878),(11 170.04872),(12 169.3916),(13 168.03265),(14 167.43701),(15 170.03452),(16 171.9618),(17 173.4949),(18 174.41002),(19 175.15175),(20 175.32292),(21 176.35693),(22 176.85626),(23 180.06972),(24 180.41306),(25 183.32788),(26 185.77261),(27 186.7328),(28 185.19543),(29 186.7886),(30 186.69203),(31 186.97775),(32 188.33302),(33 190.504),(34 193.54385),(35 195.46265),(36 197.05061),(37 199.51819),(38 199.05907),(39 198.82014),(40 200.76807),(41 202.14954),(42 204.05696),(43 203.76572),(44 204.45102),(45 204.14261),(46 204.87233),(47 206.37234),(48 206.39569),(49 204.92711),(50 205.55122),(51 204.29659),(52 206.3211),(53 207.5785),(54 207.13371),(55 205.31561),(56 204.8786),(57 208.10016),(58 208.83371),(59 209.7644),(60 210.7641),(61 212.65324),(62 210.98438),(63 213.11372),(64 211.46837),(65 210.48552),(66 210.51665),(67 211.11774),(68 212.50203),(69 210.3989),(70 210.06671),(71 208.82843),(72 210.10422),(73 209.19402),(74 209.70853),(75 210.5957),(76 209.5156),(77 209.06914),(78 208.69864),(79 206.20334),
(1 104.36503),(2 126.2681),(3 138.9841),(4 145.6966),(5 151.16624),(6 154.91731),(7 158.04356),(8 162.50337),(9 166.2855),(10 169.62892),(11 169.7272),(12 172.42374),(13 173.37044),(14 173.27007),(15 176.42384),(16 177.13367),(17 176.34462),(18 176.78328),(19 176.7842),(20 178.2335),(21 177.7191),(22 178.1887),(23 183.22224),(24 182.52567),(25 181.73529),(26 183.20415),(27 187.23433),(28 188.09526),(29 188.30142),(30 188.11913),(31 189.15388),(32 190.33504),(33 192.52515),(34 195.1936),(35 197.6361),(36 199.06),(37 200.41176),(38 203.53453),(39 203.55168),(40 204.0198),(41 202.72969),(42 202.78769),(43 204.50465),(44 202.45471),(45 201.84694),(46 202.26727),(47 203.38394),(48 202.84859),(49 202.41422),(50 202.80414),(51 202.45477),(52 205.51202),(53 207.44829),(54 209.15277),(55 207.74585),(56 209.10341),(57 208.83984),(58 209.45677),(59 209.58575),(60 211.3818),(61 213.16992),(62 213.17479),(63 214.9438),(64 214.14406),(65 213.75978),(66 214.34468),(67 213.31754),(68 217.16316),(69 216.74324),(70 216.80391),(71 217.49097),(72 218.62169),(73 219.4411),(74 218.36592),(75 215.97551),(76 215.59052),(77 215.88539),(78 212.77483),(79 210.93007),
(1 103.62288),(2 125.15528),(3 136.34042),(4 144.10506),(5 149.4137),(6 152.61485),(7 155.37663),(8 159.72102),(9 163.74475),(10 167.5468),(11 166.7438),(12 167.31682),(13 168.4154),(14 167.34695),(15 169.92613),(16 172.6268),(17 171.84833),(18 173.3163),(19 173.31174),(20 173.92432),(21 173.12712),(22 175.02383),(23 177.84494),(24 178.74721),(25 180.5849),(26 180.30594),(27 182.45242),(28 184.02527),(29 184.87798),(30 184.9572),(31 185.24022),(32 187.09573),(33 188.21758),(34 191.36057),(35 192.06929),(36 194.01149),(37 193.9257),(38 196.05093),(39 196.49364),(40 198.09773),(41 198.00264),(42 197.56357),(43 199.8293),(44 196.93816),(45 198.18834),(46 199.12473),(47 198.72017),(48 197.36516),(49 196.95459),(50 196.92088),(51 198.2082),(52 198.47707),(53 200.58391),(54 203.49007),(55 202.01596),(56 200.09575),(57 201.78955),(58 203.45418),(59 204.93307),(60 207.22276),(61 207.29149),(62 207.7965),(63 209.08315),(64 209.96307),(65 208.95721),(66 207.74411),(67 208.10176),(68 208.98712),(69 208.40314),(70 206.31042),(71 206.48734),(72 207.45215),(73 207.43965),(74 207.42757),(75 205.56435),(76 204.33907),(77 204.66635),(78 204.05615),(79 205.28282),
