1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42611.33),(2 152481.08),(3 331447),(4 570750.44),(5 862734.5),(6 1199642.3),(7 1589821.4),(8 2037098.5),(9 2439309.8),(10 2834958.8),(11 3215639),(12 3587766),(13 3956514),(14 4282105.5),(15 4581404.5),(16 4857129.5),(17 5098765.5),(18 5360585.5),(19 5612566.5),(20 5864004.5),(21 6120026.5),(22 6366212),(23 6628169.5),(24 6855410.5),(25 7058902),(26 7238155.5),(27 7412186),(28 7543448),(29 7632901.5),(30 7714183.5),(31 7821576.5),(32 7912129.5),(33 7990794),(34 8056834.5),(35 8110555.5),(36 8182371.5),(37 8265905.5),(38 8378173.5),(39 8484129),(40 8576789),(41 8663435),(42 8749552),(43 8837339),(44 8921824),(45 9019118),(46 9125651),(47 9261045),(48 9385691),(49 9479891),(50 9590031),(51 9709287),(52 9815499),(53 9935544),(54 10063925),(55 10182703),(56 10294311),(57 10388243),(58 10445551),(59 10466478),(60 10460636),(61 10476990),(62 10499401),(63 10553481),(64 10593099),(65 10641004),(66 10671091),(67 10698131),(68 10694245),(69 10675788),(70 10644111),(71 10623083),(72 10589457),(73 10507450),(74 10391472),(75 10261127),(76 10076737),(77 9880427),(78 9657988),(79 9483186),
(1 184.65598),(2 224.09332),(3 258.29056),(4 268.9222),(5 292.21048),(6 288.30347),(7 304.1482),(8 304.68173),(9 318.31485),(10 313.7787),(11 330.22177),(12 325.00098),(13 334.03793),(14 330.94095),(15 343.2688),(16 334.59665),(17 345.7492),(18 345.17502),(19 355.24957),(20 346.23798),(21 356.3184),(22 354.97058),(23 362.41577),(24 357.40796),(25 365.57758),(26 363.26935),(27 369.04684),(28 367.28284),(29 377.27),(30 375.5596),(31 372.06052),(32 368.9312),(33 375.14862),(34 369.3455),(35 374.19583),(36 373.1334),(37 379.43057),(38 378.5368),(39 378.46933),(40 371.252),(41 377.23404),(42 372.2022),(43 379.44562),(44 376.02417),(45 390.48422),(46 382.0552),(47 389.0577),(48 383.9821),(49 390.3462),(50 384.52444),(51 386.29877),(52 381.71234),(53 389.934),(54 387.77896),(55 390.33936),(56 392.21555),(57 394.18964),(58 390.3157),(59 387.5265),(60 381.45157),(61 381.89832),(62 378.38824),(63 387.61252),(64 381.797),(65 387.25253),(66 382.15613),(67 385.0838),(68 379.9027),(69 384.2921),(70 379.2653),(71 385.24384),(72 379.76666),(73 388.8591),(74 382.51038),(75 387.86115),(76 379.24487),(77 383.76886),(78 377.48267),(79 376.2602),
(1 179.882),(2 219.90005),(3 254.1336),(4 266.52036),(5 286.79074),(6 284.8681),(7 295.38193),(8 297.8237),(9 311.7839),(10 311.40228),(11 326.2556),(12 322.70007),(13 333.02295),(14 332.45172),(15 345.95102),(16 336.1928),(17 347.2145),(18 345.8091),(19 351.87955),(20 346.63843),(21 357.92337),(22 350.8515),(23 359.49326),(24 352.26297),(25 359.3973),(26 357.10983),(27 365.71475),(28 363.40463),(29 373.0111),(30 372.2972),(31 370.65604),(32 366.3756),(33 369.28656),(34 364.0743),(35 365.88507),(36 363.96143),(37 373.33136),(38 370.49008),(39 373.33676),(40 367.60922),(41 374.13824),(42 367.92694),(43 376.46774),(44 366.4969),(45 380.99075),(46 378.19073),(47 384.57727),(48 381.88046),(49 391.27393),(50 385.09253),(51 385.22217),(52 380.62485),(53 386.88324),(54 385.37177),(55 387.08737),(56 386.88406),(57 390.67923),(58 389.2273),(59 385.35526),(60 379.20712),(61 385.7754),(62 380.4146),(63 387.51315),(64 381.02628),(65 389.17444),(66 385.50327),(67 390.33112),(68 386.22562),(69 387.45313),(70 376.91434),(71 381.89075),(72 378.5628),(73 389.9526),(74 385.36707),(75 389.76755),(76 377.67297),(77 385.3741),(78 380.36676),(79 378.2308),
(1 178.85016),(2 217.55057),(3 254.93297),(4 266.26813),(5 286.23352),(6 287.18335),(7 297.96466),(8 303.0212),(9 316.07578),(10 317.32245),(11 331.92496),(12 330.528),(13 339.80478),(14 335.3402),(15 346.36768),(16 340.77975),(17 350.44574),(18 348.28214),(19 357.71225),(20 354.07883),(21 359.8653),(22 352.73193),(23 357.54016),(24 352.76248),(25 360.85498),(26 357.28613),(27 364.6269),(28 364.52487),(29 376.39676),(30 369.6646),(31 368.7388),(32 363.0979),(33 364.02316),(34 360.99036),(35 367.11606),(36 364.09067),(37 369.3721),(38 366.16876),(39 370.39908),(40 363.71988),(41 367.0059),(42 360.27698),(43 366.3478),(44 363.8359),(45 378.18488),(46 373.23975),(47 381.77716),(48 377.2996),(49 386.70908),(50 379.18515),(51 376.50638),(52 374.05627),(53 380.51538),(54 381.49142),(55 383.8674),(56 384.03455),(57 386.02097),(58 378.77155),(59 376.84216),(60 371.2585),(61 376.91583),(62 373.60095),(63 380.93723),(64 375.6574),(65 383.43585),(66 380.46198),(67 383.56943),(68 379.23587),(69 381.37738),(70 372.1765),(71 375.20218),(72 372.3564),(73 380.08484),(74 379.55157),(75 382.94095),(76 376.36847),(77 377.4752),(78 369.95496),(79 373.33545),
(1 176.52576),(2 212.47731),(3 248.99844),(4 260.325),(5 281.7348),(6 279.08664),(7 294.25583),(8 293.9734),(9 307.95615),(10 309.2614),(11 324.83853),(12 319.76053),(13 329.5687),(14 324.3297),(15 337.7236),(16 326.8384),(17 341.86615),(18 339.97702),(19 350.4736),(20 343.00815),(21 351.86444),(22 346.08475),(23 352.05414),(24 345.19006),(25 354.857),(26 351.5875),(27 365.5482),(28 364.51492),(29 374.19275),(30 369.83328),(31 371.15598),(32 358.95987),(33 364.27185),(34 358.4945),(35 364.8999),(36 361.31915),(37 370.05307),(38 367.1747),(39 372.81317),(40 364.36398),(41 370.925),(42 363.5159),(43 368.84998),(44 364.62476),(45 375.1124),(46 373.70932),(47 382.80402),(48 377.06473),(49 386.30304),(50 383.38657),(51 381.87665),(52 378.3666),(53 381.93875),(54 381.86127),(55 383.92917),(56 384.36215),(57 387.06125),(58 380.17834),(59 379.67178),(60 374.17017),(61 379.81885),(62 375.79318),(63 383.10318),(64 376.71783),(65 386.83725),(66 381.23694),(67 385.20538),(68 375.76385),(69 376.12558),(70 368.89764),(71 378.55328),(72 374.34055),(73 384.05548),(74 379.97437),(75 383.89926),(76 375.26572),(77 380.24902),(78 376.2445),(79 378.8487),
(1 175.34848),(2 211.90845),(3 246.9604),(4 256.30447),(5 278.0333),(6 278.38016),(7 296.30725),(8 293.43787),(9 308.57315),(10 305.00537),(11 317.55804),(12 314.284),(13 321.85184),(14 317.92017),(15 327.95306),(16 318.24646),(17 330.9534),(18 329.66846),(19 339.62347),(20 342.05286),(21 346.1813),(22 340.20096),(23 346.0317),(24 342.45642),(25 348.88388),(26 346.20062),(27 353.03265),(28 346.77985),(29 356.60687),(30 354.37668),(31 352.3196),(32 342.22717),(33 346.5693),(34 340.11917),(35 347.88202),(36 345.61716),(37 352.9102),(38 352.22986),(39 354.6698),(40 348.7508),(41 353.24835),(42 351.45233),(43 358.1295),(44 352.73212),(45 364.86765),(46 362.995),(47 369.18912),(48 366.84528),(49 376.37512),(50 371.85007),(51 370.7109),(52 364.73584),(53 369.36813),(54 370.0938),(55 375.3345),(56 375.04083),(57 378.267),(58 374.40457),(59 369.1256),(60 363.08557),(61 365.84894),(62 364.90372),(63 376.25122),(64 367.90942),(65 375.44315),(66 370.49884),(67 373.9986),(68 367.21783),(69 365.93185),(70 361.06464),(71 366.907),(72 363.68387),(73 374.5495),(74 372.00595),(75 375.31607),(76 367.87073),(77 372.76733),(78 364.98907),(79 367.5085),
(1 176.3036),(2 211.20499),(3 246.2946),(4 255.24901),(5 275.18307),(6 276.37622),(7 294.75214),(8 291.26935),(9 307.3444),(10 304.33722),(11 320.75766),(12 315.04614),(13 326.98758),(14 321.88806),(15 334.44763),(16 319.16974),(17 335.33347),(18 330.8931),(19 340.37476),(20 335.0077),(21 341.79605),(22 336.12628),(23 345.18765),(24 335.40933),(25 347.55115),(26 342.40845),(27 351.13016),(28 342.81165),(29 352.93738),(30 348.97186),(31 350.14938),(32 339.34665),(33 341.7269),(34 337.75168),(35 343.36792),(36 338.1074),(37 347.2342),(38 343.15833),(39 349.27045),(40 341.92834),(41 346.22437),(42 338.7138),(43 347.4698),(44 345.5494),(45 354.75854),(46 349.71603),(47 358.13165),(48 353.96753),(49 361.93713),(50 352.79272),(51 356.46802),(52 352.94766),(53 360.53278),(54 358.20358),(55 364.9129),(56 362.68985),(57 364.84445),(58 358.18646),(59 359.2611),(60 354.55786),(61 359.16125),(62 354.72696),(63 365.6521),(64 352.76025),(65 364.70084),(66 362.0568),(67 364.1971),(68 356.84476),(69 360.62253),(70 352.0219),(71 359.80652),(72 355.38467),(73 370.40417),(74 363.68622),(75 365.57172),(76 358.9662),(77 363.96576),(78 360.377),(79 361.13837),
(1 168.46487),(2 203.95323),(3 239.801),(4 249.69348),(5 271.55392),(6 271.6258),(7 285.46677),(8 286.32385),(9 299.36),(10 298.33267),(11 312.1793),(12 305.09375),(13 313.70825),(14 310.86212),(15 325.62546),(16 314.37305),(17 325.40726),(18 324.26868),(19 332.65967),(20 328.1428),(21 334.7913),(22 331.0948),(23 340.389),(24 335.0353),(25 345.26495),(26 338.16626),(27 346.4263),(28 343.1638),(29 352.55737),(30 350.8522),(31 352.4342),(32 343.22726),(33 345.9711),(34 339.70212),(35 345.77878),(36 343.7831),(37 351.39795),(38 350.34363),(39 351.6068),(40 344.33948),(41 350.20285),(42 341.81598),(43 350.53876),(44 345.60767),(45 359.08206),(46 353.82413),(47 357.12097),(48 354.06815),(49 360.33588),(50 355.27255),(51 355.377),(52 350.82156),(53 356.4858),(54 355.0791),(55 354.11533),(56 355.37662),(57 354.4908),(58 348.25226),(59 351.42575),(60 344.3113),(61 351.7292),(62 348.38162),(63 353.2174),(64 347.19208),(65 354.60892),(66 348.82938),(67 353.28568),(68 348.7283),(69 351.1685),(70 346.08615),(71 349.63757),(72 347.62595),(73 356.5531),(74 355.05988),(75 355.69156),(76 349.82068),(77 352.8235),(78 350.66928),(79 354.75555),
(1 167.71478),(2 201.73633),(3 237.05617),(4 245.58041),(5 265.48315),(6 266.79382),(7 277.11514),(8 278.99512),(9 295.55734),(10 292.85568),(11 304.46133),(12 300.00693),(13 310.57336),(14 304.25894),(15 318.37387),(16 307.57813),(17 319.28952),(18 318.21045),(19 328.7353),(20 325.53693),(21 332.05038),(22 329.01346),(23 332.25427),(24 325.72226),(25 334.3983),(26 332.4942),(27 340.949),(28 335.97095),(29 346.4481),(30 344.7478),(31 346.73105),(32 338.43362),(33 340.4159),(34 336.16058),(35 340.63852),(36 339.28433),(37 346.18088),(38 344.60065),(39 347.55838),(40 340.1381),(41 347.3751),(42 338.89096),(43 344.2444),(44 342.9267),(45 354.8529),(46 350.49792),(47 354.43954),(48 355.97778),(49 363.0281),(50 354.46414),(51 355.34427),(52 350.86035),(53 355.27917),(54 358.8994),(55 358.0938),(56 358.51172),(57 359.59055),(58 353.94626),(59 351.1116),(60 346.05795),(61 348.92142),(62 345.70758),(63 350.12363),(64 350.67566),(65 354.61896),(66 353.56955),(67 354.13922),(68 352.85303),(69 349.22095),(70 344.67667),(71 347.15683),(72 347.86032),(73 355.4602),(74 353.8321),(75 354.67148),(76 348.43762),(77 351.5571),(78 349.199),(79 350.65756),
(1 165.95552),(2 202.8629),(3 237.65268),(4 246.75461),(5 269.0713),(6 266.79166),(7 280.365),(8 281.50473),(9 299.49402),(10 298.0358),(11 309.7861),(12 302.96167),(13 315.24893),(14 309.6808),(15 320.00388),(16 308.61374),(17 319.7462),(18 317.57846),(19 325.65375),(20 322.04364),(21 328.44),(22 322.9169),(23 328.84607),(24 319.9446),(25 329.1881),(26 325.2062),(27 332.50882),(28 330.33844),(29 340.57333),(30 336.35162),(31 338.91205),(32 331.44946),(33 336.82455),(34 331.3094),(35 336.11124),(36 333.84433),(37 342.24698),(38 338.35205),(39 341.62488),(40 336.458),(41 342.66214),(42 336.32294),(43 343.31332),(44 338.9096),(45 349.48514),(46 348.19836),(47 349.38086),(48 348.62354),(49 356.9434),(50 347.7342),(51 349.69724),(52 347.52908),(53 353.45587),(54 353.28177),(55 352.6804),(56 353.08835),(57 354.79514),(58 349.3634),(59 345.92603),(60 339.3498),(61 344.04935),(62 339.723),(63 347.38806),(64 342.99796),(65 354.16824),(66 347.41772),(67 349.41226),(68 343.95148),(69 344.66647),(70 341.31668),(71 348.79642),(72 347.76697),(73 357.92963),(74 349.28638),(75 354.05542),(76 348.5567),(77 354.86636),(78 350.78622),(79 354.1763),
(1 167.19916),(2 199.90054),(3 233.80888),(4 243.90047),(5 265.9881),(6 263.6895),(7 277.65216),(8 278.29263),(9 296.4421),(10 294.38434),(11 306.53427),(12 302.22992),(13 311.57004),(14 304.2151),(15 318.88513),(16 310.49545),(17 322.7247),(18 320.4898),(19 333.3345),(20 328.3422),(21 336.93735),(22 330.08502),(23 336.89987),(24 329.7433),(25 338.48904),(26 333.04584),(27 342.26205),(28 338.21967),(29 346.6377),(30 343.45056),(31 342.3906),(32 337.0299),(33 341.1189),(34 333.13803),(35 338.6767),(36 337.06836),(37 343.27954),(38 340.34912),(39 343.86014),(40 336.7713),(41 343.74933),(42 339.06268),(43 345.52728),(44 343.40427),(45 358.14417),(46 354.7175),(47 357.53452),(48 352.43384),(49 361.73187),(50 356.46683),(51 359.1192),(52 354.03876),(53 362.72586),(54 362.41248),(55 364.83923),(56 362.84152),(57 367.13354),(58 361.00986),(59 361.58374),(60 355.7513),(61 363.3043),(62 358.40247),(63 365.15714),(64 360.3219),(65 370.91113),(66 359.96902),(67 364.41266),(68 359.4947),(69 362.4081),(70 353.08017),(71 360.56763),(72 356.74738),(73 369.4817),(74 362.8933),(75 366.57742),(76 359.45508),(77 364.0426),(78 356.31842),(79 360.38272),
(1 162.5438),(2 193.60684),(3 225.60854),(4 236.26512),(5 256.1178),(6 258.2383),(7 269.42688),(8 269.68375),(9 284.97803),(10 279.0659),(11 294.00568),(12 289.67206),(13 299.78537),(14 296.06305),(15 306.19873),(16 298.79535),(17 306.6352),(18 305.17188),(19 314.61624),(20 309.1891),(21 317.34314),(22 314.0218),(23 319.72455),(24 316.57935),(25 327.23724),(26 325.5141),(27 332.8317),(28 329.93613),(29 336.4041),(30 332.32062),(31 331.71613),(32 325.154),(33 326.81534),(34 320.5942),(35 324.2575),(36 320.95087),(37 326.9652),(38 325.96652),(39 328.88916),(40 322.37448),(41 325.30725),(42 320.61835),(43 327.92834),(44 325.73395),(45 334.3183),(46 331.10214),(47 334.25952),(48 335.7998),(49 342.94247),(50 336.69714),(51 339.1168),(52 334.4413),(53 339.50327),(54 338.38913),(55 343.13092),(56 342.78326),(57 344.31226),(58 339.44446),(59 340.14752),(60 332.7623),(61 338.10715),(62 336.62445),(63 341.54294),(64 332.47412),(65 338.9632),(66 334.55182),(67 337.24112),(68 332.0061),(69 334.38394),(70 327.91763),(71 331.79364),(72 332.03326),(73 343.33667),(74 338.91766),(75 343.42776),(76 340.581),(77 340.6823),(78 335.96722),(79 339.3292),
(1 162.50891),(2 195.86284),(3 227.96738),(4 239.33394),(5 256.9379),(6 258.38882),(7 269.542),(8 271.49545),(9 285.7089),(10 283.002),(11 293.88907),(12 287.793),(13 300.20352),(14 298.6494),(15 310.43597),(16 298.901),(17 308.5571),(18 307.59393),(19 318.63824),(20 311.1605),(21 321.3668),(22 314.93018),(23 322.45245),(24 315.8657),(25 324.07294),(26 318.79077),(27 325.4938),(28 323.09958),(29 333.74286),(30 328.40326),(31 327.97327),(32 320.1793),(33 321.0502),(34 317.08978),(35 323.0438),(36 318.9707),(37 327.32828),(38 323.94745),(39 328.98154),(40 322.236),(41 327.4067),(42 323.46994),(43 330.0616),(44 325.9408),(45 334.0054),(46 330.54175),(47 335.33627),(48 333.81058),(49 341.83466),(50 332.9088),(51 337.44388),(52 333.1206),(53 340.54132),(54 339.1152),(55 342.5108),(56 342.89337),(57 350.33957),(58 341.0206),(59 339.7564),(60 332.82977),(61 339.00122),(62 337.06647),(63 344.31815),(64 337.10843),(65 343.80258),(66 335.32437),(67 338.55786),(68 333.04486),(69 336.9302),(70 326.38162),(71 332.34305),(72 328.6188),(73 340.2089),(74 335.54807),(75 339.58798),(76 333.71136),(77 336.5654),(78 331.38156),(79 336.886),
(1 159.81247),(2 193.23224),(3 227.25314),(4 234.33717),(5 251.67622),(6 251.6193),(7 261.457),(8 265.272),(9 279.58627),(10 278.92322),(11 290.7352),(12 284.5634),(13 293.23074),(14 290.60858),(15 300.90186),(16 292.1441),(17 299.94257),(18 300.1039),(19 310.76968),(20 308.03983),(21 316.45938),(22 309.2964),(23 312.51306),(24 309.20667),(25 320.23044),(26 317.7772),(27 324.22607),(28 324.25714),(29 331.47235),(30 330.33453),(31 326.53027),(32 324.36453),(33 323.45523),(34 321.50146),(35 326.36768),(36 323.63815),(37 329.307),(38 329.87033),(39 330.74652),(40 321.40988),(41 327.80508),(42 323.83545),(43 329.02332),(44 327.80377),(45 339.5136),(46 337.09418),(47 340.12415),(48 342.75385),(49 347.9981),(50 339.11462),(51 337.03046),(52 333.928),(53 342.00967),(54 339.36667),(55 342.93652),(56 343.60822),(57 348.32333),(58 342.00525),(59 342.61136),(60 337.61768),(61 342.98056),(62 338.1396),(63 346.46017),(64 341.65274),(65 348.7192),(66 341.7623),(67 344.1429),(68 338.8583),(69 340.69232),(70 333.15942),(71 340.03445),(72 335.81467),(73 344.56357),(74 338.45123),(75 341.8378),(76 335.20834),(77 335.72583),(78 332.7519),(79 331.84177),
(1 156.44936),(2 187.43544),(3 219.69618),(4 227.11632),(5 245.5999),(6 244.43124),(7 255.62543),(8 259.60187),(9 275.07147),(10 272.9797),(11 286.1051),(12 282.7056),(13 290.34955),(14 289.4325),(15 296.3058),(16 288.52124),(17 299.06454),(18 297.78427),(19 303.8583),(20 303.68417),(21 312.5472),(22 310.30902),(23 316.85623),(24 312.53275),(25 321.238),(26 319.03928),(27 322.9187),(28 322.2015),(29 329.9426),(30 330.5124),(31 327.453),(32 322.57205),(33 326.25797),(34 318.5618),(35 322.04367),(36 319.9224),(37 328.00085),(38 329.42325),(39 331.46167),(40 322.51495),(41 328.19495),(42 319.6569),(43 324.40604),(44 322.19464),(45 332.18375),(46 327.6831),(47 333.77493),(48 334.10736),(49 340.1477),(50 334.24454),(51 332.9931),(52 327.87885),(53 334.21704),(54 335.54547),(55 337.21356),(56 338.15387),(57 341.3677),(58 337.7482),(59 335.98987),(60 327.37222),(61 330.1295),(62 328.75168),(63 333.8565),(64 328.13794),(65 333.3317),(66 331.11044),(67 334.743),(68 332.80734),(69 334.91846),(70 325.2426),(71 330.80804),(72 330.40173),(73 338.99362),(74 335.58847),(75 338.12875),(76 328.81012),(77 328.21347),(78 322.66376),(79 323.91983),
(1 156.37025),(2 184.398),(3 216.12962),(4 224.61624),(5 243.16762),(6 243.81093),(7 254.82645),(8 257.20947),(9 274.64847),(10 272.78085),(11 288.4711),(12 281.08774),(13 290.27072),(14 288.08124),(15 298.32648),(16 288.89526),(17 300.6901),(18 298.4572),(19 307.3605),(20 302.08276),(21 311.804),(22 304.50272),(23 311.6135),(24 306.3602),(25 315.15656),(26 311.49805),(27 317.8309),(28 313.8211),(29 322.90277),(30 319.63583),(31 320.88388),(32 314.56448),(33 316.8423),(34 310.84137),(35 316.32312),(36 315.27554),(37 326.13327),(38 326.25674),(39 329.3351),(40 322.1278),(41 326.80673),(42 317.0365),(43 325.22385),(44 321.862),(45 330.14807),(46 325.0404),(47 328.22736),(48 326.1515),(49 333.41534),(50 324.7672),(51 326.30676),(52 323.42435),(53 329.81476),(54 329.26245),(55 329.67905),(56 332.7755),(57 334.306),(58 329.13123),(59 327.0895),(60 319.2609),(61 322.89606),(62 321.56274),(63 328.88705),(64 324.42633),(65 329.12057),(66 327.00482),(67 331.51376),(68 329.40073),(69 329.0033),(70 321.46396),(71 327.1194),(72 326.32993),(73 335.66248),(74 330.24432),(75 334.26547),(76 328.19196),(77 326.90372),(78 320.63843),(79 321.43768),
(1 155.55103),(2 184.51498),(3 217.11365),(4 222.28583),(5 239.90953),(6 238.71259),(7 253.91037),(8 253.64453),(9 268.50256),(10 266.2331),(11 280.30453),(12 272.6608),(13 282.60538),(14 282.27963),(15 293.78143),(16 285.14465),(17 297.93024),(18 296.72604),(19 306.6513),(20 302.1992),(21 311.31778),(22 306.5119),(23 312.88885),(24 307.78983),(25 317.10147),(26 314.06735),(27 318.52045),(28 318.38852),(29 327.78278),(30 321.86072),(31 324.27606),(32 318.55185),(33 319.46854),(34 315.43484),(35 319.46808),(36 317.2875),(37 326.54056),(38 323.55823),(39 327.74197),(40 319.1428),(41 320.24783),(42 314.9683),(43 319.24786),(44 314.82043),(45 327.62076),(46 323.20746),(47 327.43893),(48 324.6104),(49 331.96368),(50 323.4542),(51 325.08554),(52 321.53384),(53 331.66403),(54 330.65173),(55 331.98578),(56 334.82092),(57 336.20712),(58 331.51126),(59 330.28256),(60 323.55353),(61 327.13962),(62 324.75458),(63 330.98444),(64 322.4602),(65 330.06888),(66 325.78528),(67 329.52643),(68 325.46042),(69 326.87646),(70 318.5153),(71 321.9368),(72 323.04114),(73 331.32877),(74 327.1315),(75 330.1588),(76 323.03717),(77 326.37448),(78 321.29498),(79 324.32477),
(1 156.52023),(2 185.93985),(3 219.08372),(4 223.38655),(5 242.90846),(6 241.33437),(7 254.79411),(8 254.80362),(9 268.1375),(10 267.43784),(11 279.26035),(12 275.4101),(13 284.0478),(14 282.8355),(15 293.8463),(16 283.6874),(17 295.07468),(18 294.9587),(19 301.34128),(20 299.48007),(21 308.46796),(22 303.75476),(23 310.6334),(24 304.78345),(25 312.79837),(26 308.88986),(27 316.08505),(28 312.38162),(29 324.02606),(30 320.44482),(31 319.09595),(32 312.31042),(33 313.91415),(34 310.61838),(35 314.18253),(36 310.22256),(37 318.71774),(38 318.95093),(39 320.3007),(40 315.1494),(41 318.33832),(42 311.05527),(43 317.34225),(44 313.44998),(45 324.76743),(46 317.4287),(47 321.3123),(48 318.4847),(49 326.56012),(50 320.74796),(51 321.34607),(52 319.8476),(53 327.826),(54 327.35385),(55 329.60294),(56 327.24194),(57 330.1339),(58 324.4314),(59 323.42764),(60 317.6967),(61 322.24683),(62 320.01605),(63 326.7643),(64 319.39865),(65 325.527),(66 321.54025),(67 322.33096),(68 318.29425),(69 319.94827),(70 314.91238),(71 317.32053),(72 315.5436),(73 326.35083),(74 323.02737),(75 325.5687),(76 319.08447),(77 324.5472),(78 320.36517),(79 323.94455),
(1 150.68056),(2 181.44182),(3 214.61183),(4 218.31046),(5 235.51668),(6 236.27475),(7 247.82469),(8 251.71861),(9 265.06235),(10 264.35168),(11 276.99603),(12 269.83508),(13 277.35294),(14 274.8721),(15 283.47684),(16 275.0381),(17 282.89627),(18 281.08646),(19 290.49927),(20 289.61865),(21 295.23425),(22 291.2292),(23 296.9595),(24 291.71753),(25 297.94058),(26 295.94412),(27 301.22754),(28 297.10272),(29 305.8307),(30 302.2661),(31 302.29926),(32 294.57016),(33 297.59723),(34 292.0423),(35 297.7769),(36 296.72864),(37 305.46036),(38 307.4153),(39 309.1865),(40 302.73636),(41 303.30783),(42 299.2737),(43 308.42188),(44 304.97006),(45 315.1225),(46 313.72775),(47 317.46042),(48 315.6016),(49 320.69754),(50 315.56018),(51 316.46677),(52 314.45255),(53 319.34598),(54 315.31198),(55 320.48077),(56 321.1872),(57 322.34894),(58 316.77405),(59 316.15356),(60 307.25323),(61 309.98755),(62 309.98178),(63 316.12115),(64 309.78326),(65 315.36356),(66 313.19678),(67 315.5534),(68 310.0204),(69 310.35196),(70 303.97174),(71 306.53195),(72 306.36426),(73 312.24857),(74 310.36417),(75 312.82184),(76 305.5693),(77 308.75208),(78 305.868),(79 310.5267),
