1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49.907406),(2 58.80929),(3 62.49953),(4 65.44921),(5 68.003204),(6 70.06976),(7 72.74389),(8 74.60893),(9 75.603905),(10 76.479515),(11 77.84713),(12 79.04036),(13 80.184395),(14 80.59511),(15 81.065796),(16 82.23313),(17 83.91972),(18 84.01336),(19 85.12055),(20 85.56483),(21 86.14123),(22 86.348724),(23 87.66106),(24 87.50315),(25 87.329956),(26 88.023094),(27 86.46324),(28 85.15587),(29 85.16724),(30 85.3744),(31 84.33433),(32 84.51171),(33 83.82706),(34 83.65798),(35 83.53835),(36 82.80071),(37 84.07481),(38 84.22159),(39 84.155045),(40 84.236015),(41 84.03214),(42 83.94293),(43 84.54779),(44 84.955605),(45 87.04161),(46 87.54401),(47 86.977135),(48 87.57212),(49 88.97336),(50 89.83681),(51 89.194984),(52 90.3197),(53 92.67198),(54 92.482605),(55 93.40868),(56 95.13269),(57 96.46465),(58 96.86452),(59 97.543724),(60 98.79328),(61 99.37068),(62 99.8059),(63 100.77898),(64 100.883766),(65 101.20556),(66 101.25954),(67 102.2706),(68 103.27311),(69 103.73594),(70 102.885895),(71 102.85733),(72 103.578),(73 104.276024),(74 104.03069),(75 104.451),(76 103.93733),(77 104.64831),(78 104.02735),(79 104.341896),
(1 49.25869),(2 57.8893),(3 61.734898),(4 65.09303),(5 67.49059),(6 69.75314),(7 71.67259),(8 73.252304),(9 75.11643),(10 76.10732),(11 78.203705),(12 79.317726),(13 80.853195),(14 82.20282),(15 81.35954),(16 81.6354),(17 82.1204),(18 83.33664),(19 84.68207),(20 85.50533),(21 86.91107),(22 86.00108),(23 86.5108),(24 86.30551),(25 86.44785),(26 86.14496),(27 85.38058),(28 84.87184),(29 84.240425),(30 83.78303),(31 83.618965),(32 83.471695),(33 82.53437),(34 82.2131),(35 82.306114),(36 83.482834),(37 83.1631),(38 82.81562),(39 82.01459),(40 82.41942),(41 82.752396),(42 82.703835),(43 82.60425),(44 82.17352),(45 83.20099),(46 83.524376),(47 83.91499),(48 85.133736),(49 85.265976),(50 85.62031),(51 86.84664),(52 88.12191),(53 89.33349),(54 89.84971),(55 90.42228),(56 91.33574),(57 92.207504),(58 93.51271),(59 94.16743),(60 94.96562),(61 95.949615),(62 96.894554),(63 97.91753),(64 98.24483),(65 98.75528),(66 100.2294),(67 100.58205),(68 101.038925),(69 102.86075),(70 102.06727),(71 102.02051),(72 102.99469),(73 102.45887),(74 102.63217),(75 102.534004),(76 102.62913),(77 102.26268),(78 102.082855),(79 101.54323),
(1 48.964058),(2 57.35922),(3 60.66985),(4 64.02885),(5 66.79896),(6 68.93161),(7 70.76691),(8 72.03046),(9 73.49445),(10 75.21017),(11 76.09898),(12 78.38624),(13 80.11019),(14 81.05559),(15 80.11959),(16 80.62845),(17 81.39422),(18 82.59668),(19 83.76635),(20 84.540436),(21 85.71284),(22 85.609726),(23 86.23244),(24 86.91909),(25 86.495285),(26 85.95717),(27 84.48591),(28 83.88498),(29 83.143166),(30 82.421135),(31 82.73243),(32 82.74329),(33 82.71728),(34 82.57668),(35 82.581184),(36 82.24868),(37 82.50421),(38 83.08625),(39 82.33407),(40 82.691345),(41 82.05574),(42 83.133545),(43 82.45974),(44 82.56828),(45 83.917435),(46 84.64411),(47 85.201485),(48 85.899284),(49 86.64833),(50 87.57022),(51 87.6183),(52 88.90857),(53 89.877556),(54 90.81074),(55 90.667625),(56 92.525),(57 93.65809),(58 94.15023),(59 95.17639),(60 96.59245),(61 97.757484),(62 98.13431),(63 98.54937),(64 98.85513),(65 99.480125),(66 100.211685),(67 101.406815),(68 102.50576),(69 102.08827),(70 101.72816),(71 102.202484),(72 103.04164),(73 102.803696),(74 102.5171),(75 102.390434),(76 102.08874),(77 102.31955),(78 102.86655),(79 102.66909),
(1 48.887253),(2 57.043705),(3 60.174583),(4 62.835503),(5 65.45495),(6 67.97885),(7 69.65774),(8 71.15838),(9 73.53572),(10 74.56516),(11 75.94016),(12 76.636826),(13 78.97791),(14 79.801445),(15 79.48801),(16 80.17895),(17 81.21111),(18 81.86342),(19 82.42353),(20 84.472694),(21 85.75201),(22 85.74337),(23 86.17739),(24 85.82405),(25 86.032745),(26 84.99349),(27 83.834595),(28 83.69294),(29 82.98263),(30 82.80901),(31 81.95441),(32 82.17332),(33 82.1554),(34 82.04274),(35 82.03284),(36 82.32142),(37 82.818634),(38 81.97014),(39 81.438034),(40 82.02723),(41 82.00456),(42 82.40099),(43 82.96005),(44 83.27101),(45 83.716034),(46 84.685356),(47 84.99459),(48 85.229866),(49 86.01937),(50 87.9168),(51 87.591156),(52 88.31921),(53 90.66778),(54 91.54169),(55 92.457375),(56 92.64849),(57 93.52794),(58 94.34263),(59 95.42696),(60 96.437126),(61 97.36487),(62 97.49148),(63 97.8701),(64 97.64736),(65 99.48063),(66 99.765816),(67 100.32053),(68 101.273766),(69 101.68452),(70 100.99241),(71 100.96687),(72 101.04882),(73 101.033325),(74 101.37256),(75 101.15599),(76 101.604355),(77 101.620476),(78 101.38073),(79 100.91408),
(1 49.198402),(2 57.116943),(3 60.66983),(4 64.06868),(5 66.57488),(6 68.53871),(7 69.758194),(8 72.22955),(9 74.19554),(10 75.58275),(11 76.682236),(12 78.012054),(13 79.80356),(14 79.81373),(15 80.04143),(16 81.206276),(17 82.71538),(18 83.781265),(19 84.07467),(20 84.8926),(21 85.883804),(22 86.30903),(23 86.670235),(24 86.776634),(25 86.689125),(26 86.65851),(27 85.416534),(28 85.31293),(29 84.33423),(30 84.117874),(31 84.334236),(32 84.010254),(33 83.907906),(34 83.44077),(35 84.267944),(36 83.16712),(37 83.55612),(38 84.5332),(39 83.986694),(40 84.29414),(41 84.65195),(42 84.838524),(43 84.96914),(44 85.273705),(45 86.01867),(46 86.61192),(47 86.548996),(48 87.47052),(49 88.12277),(50 89.12712),(51 89.515564),(52 90.22379),(53 91.65866),(54 92.045395),(55 92.59467),(56 93.35292),(57 94.60902),(58 94.649025),(59 95.62099),(60 97.004395),(61 98.38305),(62 98.13279),(63 97.702614),(64 97.839745),(65 98.29027),(66 99.23302),(67 99.2834),(68 101.42335),(69 100.90741),(70 101.0349),(71 101.69182),(72 101.83625),(73 102.7292),(74 102.542145),(75 101.79517),(76 101.77379),(77 102.240486),(78 102.1653),(79 102.533516),
(1 48.46264),(2 56.738068),(3 59.67457),(4 63.610603),(5 65.216576),(6 67.881775),(7 69.22552),(8 71.336174),(9 73.21196),(10 73.546936),(11 75.175705),(12 75.8032),(13 77.17567),(14 77.66838),(15 77.26306),(16 78.65379),(17 79.76947),(18 80.9221),(19 81.374374),(20 82.01227),(21 82.81436),(22 82.9724),(23 83.74704),(24 83.14427),(25 82.90043),(26 83.04074),(27 81.47821),(28 81.93027),(29 81.06921),(30 81.12654),(31 81.83212),(32 81.795296),(33 81.63944),(34 81.4636),(35 80.97294),(36 80.62428),(37 81.75192),(38 81.82474),(39 81.16613),(40 80.68603),(41 80.70083),(42 80.47405),(43 80.84023),(44 81.75491),(45 82.23307),(46 83.03885),(47 84.85418),(48 85.51376),(49 86.02403),(50 86.533165),(51 86.734116),(52 87.930084),(53 89.39892),(54 90.13493),(55 90.509575),(56 91.54943),(57 93.13651),(58 93.60358),(59 94.6871),(60 95.989075),(61 96.22746),(62 96.571465),(63 96.28638),(64 97.439186),(65 98.212135),(66 98.76701),(67 99.51469),(68 99.626045),(69 99.76298),(70 100.11513),(71 100.35872),(72 101.21194),(73 101.08299),(74 100.78001),(75 101.29828),(76 101.581276),(77 101.340256),(78 100.4589),(79 100.38372),
(1 48.496624),(2 56.20584),(3 59.30303),(4 62.818928),(5 65.15765),(6 67.30571),(7 68.96456),(8 71.35457),(9 72.61704),(10 73.1397),(11 75.262505),(12 76.56025),(13 77.061584),(14 77.57454),(15 76.58496),(16 78.156746),(17 79.14802),(18 79.87803),(19 80.92667),(20 81.901215),(21 82.58516),(22 83.10864),(23 83.33483),(24 83.26549),(25 82.74629),(26 82.830124),(27 81.31607),(28 80.96547),(29 80.528366),(30 80.67389),(31 80.53603),(32 81.4588),(33 81.13606),(34 80.137146),(35 80.50859),(36 81.25905),(37 80.93488),(38 80.38116),(39 80.30989),(40 80.76526),(41 81.08122),(42 81.06234),(43 82.081024),(44 82.306435),(45 83.157684),(46 83.991196),(47 84.22),(48 84.51019),(49 85.18514),(50 85.42282),(51 86.01005),(52 87.141426),(53 88.27801),(54 88.71781),(55 89.11932),(56 89.94838),(57 90.81519),(58 90.87975),(59 91.22733),(60 92.836815),(61 93.77387),(62 93.39589),(63 93.73295),(64 93.835106),(65 94.70444),(66 95.32015),(67 95.67408),(68 95.98708),(69 95.20485),(70 95.900246),(71 96.742905),(72 97.57444),(73 97.42953),(74 96.70743),(75 97.05598),(76 98.075806),(77 97.10519),(78 97.65032),(79 96.863525),
(1 47.621105),(2 55.46226),(3 59.145977),(4 63.08928),(5 65.523865),(6 67.243195),(7 68.70627),(8 71.30575),(9 73.4385),(10 73.61831),(11 75.28344),(12 76.989006),(13 78.347015),(14 77.6444),(15 77.99597),(16 79.692604),(17 79.79975),(18 81.76869),(19 83.1411),(20 84.266655),(21 84.84243),(22 84.99229),(23 85.37643),(24 85.102135),(25 84.09558),(26 83.93168),(27 82.888016),(28 82.669235),(29 81.573616),(30 81.38275),(31 81.107605),(32 81.33284),(33 81.4488),(34 81.20381),(35 81.255844),(36 80.90515),(37 81.23528),(38 80.64975),(39 79.95391),(40 79.72044),(41 80.30399),(42 82.02093),(43 81.30506),(44 82.21666),(45 83.42412),(46 84.43225),(47 84.34961),(48 86.05244),(49 86.41358),(50 87.845345),(51 87.1135),(52 88.62132),(53 89.74298),(54 91.19086),(55 91.51853),(56 92.87268),(57 94.20027),(58 94.30178),(59 94.219406),(60 95.80744),(61 96.27456),(62 96.0422),(63 96.76624),(64 97.03942),(65 97.459625),(66 97.9537),(67 97.84619),(68 98.71311),(69 98.71786),(70 99.24877),(71 99.26659),(72 99.1918),(73 99.53118),(74 99.90144),(75 99.667984),(76 99.10508),(77 99.10466),(78 98.720436),(79 98.54191),
(1 46.539),(2 54.788452),(3 59.231102),(4 62.61018),(5 64.86552),(6 67.223236),(7 68.488464),(8 70.75686),(9 73.40665),(10 73.26429),(11 74.05067),(12 75.630165),(13 77.8701),(14 78.22467),(15 78.118965),(16 79.28126),(17 80.292076),(18 81.09897),(19 82.46396),(20 83.231926),(21 83.45398),(22 84.48973),(23 84.58489),(24 83.89244),(25 84.35525),(26 84.37518),(27 83.43461),(28 82.667694),(29 83.200554),(30 82.952385),(31 82.26552),(32 82.04509),(33 81.716125),(34 81.40863),(35 81.03231),(36 81.63228),(37 81.40257),(38 81.440475),(39 80.42391),(40 80.426346),(41 81.05772),(42 81.15789),(43 81.902504),(44 81.68652),(45 82.818085),(46 83.284386),(47 84.113785),(48 85.47197),(49 85.74013),(50 86.865486),(51 85.97455),(52 87.45958),(53 89.19928),(54 90.06033),(55 90.609665),(56 91.65447),(57 92.95169),(58 93.19872),(59 94.75144),(60 95.79773),(61 97.16862),(62 97.21441),(63 97.58915),(64 97.66121),(65 98.78551),(66 99.33744),(67 99.6539),(68 100.34619),(69 100.68938),(70 100.27279),(71 101.35058),(72 101.9217),(73 101.316795),(74 102.31731),(75 102.64507),(76 101.95921),(77 102.3005),(78 102.5738),(79 102.15387),
(1 47.035618),(2 54.83267),(3 58.733574),(4 60.9207),(5 62.603058),(6 65.32531),(7 67.24664),(8 68.72808),(9 70.41728),(10 71.24104),(11 71.85352),(12 72.41846),(13 74.42217),(14 74.5772),(15 74.78488),(16 75.15339),(17 76.051285),(18 77.396065),(19 78.26482),(20 78.65209),(21 79.26733),(22 79.66746),(23 79.74762),(24 79.99626),(25 80.689445),(26 79.80072),(27 78.69219),(28 77.92081),(29 77.738716),(30 77.8684),(31 77.18163),(32 77.01868),(33 77.288704),(34 76.57994),(35 75.731476),(36 76.726456),(37 77.40832),(38 77.44723),(39 77.33363),(40 76.83266),(41 76.81679),(42 77.26222),(43 77.84401),(44 78.7182),(45 79.97867),(46 80.45852),(47 80.8807),(48 83.012405),(49 82.955215),(50 83.71462),(51 83.59413),(52 84.44984),(53 85.990295),(54 86.14542),(55 86.75699),(56 87.75906),(57 88.64763),(58 88.45381),(59 89.30124),(60 90.70662),(61 91.2951),(62 91.07916),(63 92.010025),(64 92.1972),(65 92.09659),(66 92.831375),(67 92.6831),(68 93.506676),(69 93.84991),(70 93.892715),(71 93.654465),(72 94.62609),(73 94.37585),(74 95.19059),(75 94.924965),(76 94.97239),(77 95.919685),(78 95.145195),(79 95.104294),
(1 46.333588),(2 55.12916),(3 58.71866),(4 61.046436),(5 63.602474),(6 66.777245),(7 67.97527),(8 69.40613),(9 71.43166),(10 73.10847),(11 73.38965),(12 75.52841),(13 77.38831),(14 77.294304),(15 77.446724),(16 78.28777),(17 79.631805),(18 80.406555),(19 81.30721),(20 81.84755),(21 82.84386),(22 82.69577),(23 83.5095),(24 83.3041),(25 83.21717),(26 82.468185),(27 81.79737),(28 81.0206),(29 80.913795),(30 80.86756),(31 80.92191),(32 80.0132),(33 80.11356),(34 79.933846),(35 79.574974),(36 80.09103),(37 80.30703),(38 80.42608),(39 80.23993),(40 79.4043),(41 79.90436),(42 80.129715),(43 80.70778),(44 81.72187),(45 82.2172),(46 81.684),(47 83.00291),(48 83.35936),(49 84.50052),(50 84.710075),(51 85.43536),(52 85.714615),(53 86.8592),(54 87.373665),(55 88.40621),(56 88.68212),(57 89.06141),(58 89.55643),(59 90.342865),(60 91.10347),(61 91.4713),(62 92.406906),(63 92.779175),(64 92.63688),(65 92.82449),(66 93.91123),(67 94.44849),(68 95.75174),(69 95.08197),(70 95.393265),(71 95.35848),(72 96.18542),(73 95.226814),(74 95.694405),(75 95.37176),(76 95.18736),(77 94.84031),(78 94.40833),(79 94.30746),
(1 46.492558),(2 54.098633),(3 58.11714),(4 60.62895),(5 63.07888),(6 64.96962),(7 66.94513),(8 69.160194),(9 70.51776),(10 71.798706),(11 72.401535),(12 73.770584),(13 76.077705),(14 76.20594),(15 76.263725),(16 76.62945),(17 78.49539),(18 79.757416),(19 80.90236),(20 82.00115),(21 82.34889),(22 82.29785),(23 82.49723),(24 82.0443),(25 82.22565),(26 81.54274),(27 81.05022),(28 80.72536),(29 80.4043),(30 80.59634),(31 80.917175),(32 80.57302),(33 79.753456),(34 79.23069),(35 79.586),(36 79.593506),(37 80.41354),(38 80.50329),(39 79.705795),(40 79.566124),(41 79.55955),(42 79.81535),(43 80.60658),(44 81.184235),(45 81.74208),(46 82.095085),(47 82.50407),(48 83.06884),(49 84.22853),(50 84.12435),(51 84.277664),(52 85.14395),(53 86.251976),(54 86.37206),(55 87.283226),(56 88.68621),(57 89.797134),(58 89.96027),(59 90.18323),(60 91.09363),(61 92.02614),(62 92.57483),(63 92.56053),(64 93.33913),(65 93.392845),(66 93.82557),(67 94.88807),(68 96.047195),(69 95.55746),(70 95.48386),(71 95.99186),(72 96.11125),(73 96.73928),(74 97.107605),(75 96.88333),(76 96.83672),(77 96.24824),(78 96.397194),(79 95.5965),
(1 45.746227),(2 53.53528),(3 57.549355),(4 60.16656),(5 62.326355),(6 64.57527),(7 66.20542),(8 67.96849),(9 69.86452),(10 70.9498),(11 71.61089),(12 73.30786),(13 74.832405),(14 75.87359),(15 75.40613),(16 76.52984),(17 76.978485),(18 77.75998),(19 78.91691),(20 79.96014),(21 80.13806),(22 81.121735),(23 81.30285),(24 80.91231),(25 81.16161),(26 80.53298),(27 79.8085),(28 79.66319),(29 79.13415),(30 78.49129),(31 78.49205),(32 78.80782),(33 78.18004),(34 77.260185),(35 76.755165),(36 77.457214),(37 77.978584),(38 77.60778),(39 77.05267),(40 76.95455),(41 77.07944),(42 77.91809),(43 78.240364),(44 78.759125),(45 79.154884),(46 80.39045),(47 81.037315),(48 81.47376),(49 81.927055),(50 83.0083),(51 82.726),(52 83.51892),(53 84.58902),(54 85.249306),(55 85.36454),(56 86.726295),(57 87.23568),(58 87.755646),(59 88.54532),(60 89.68877),(61 90.54691),(62 90.92425),(63 90.275604),(64 91.039505),(65 92.59553),(66 92.50879),(67 93.163956),(68 94.30425),(69 93.57874),(70 94.03553),(71 94.390175),(72 94.55369),(73 94.26666),(74 94.47741),(75 93.79704),(76 94.312614),(77 94.43326),(78 94.06485),(79 93.42342),
(1 46.07456),(2 54.651733),(3 58.62675),(4 60.921352),(5 63.34247),(6 65.333725),(7 67.3744),(8 69.61692),(9 71.25879),(10 71.815994),(11 72.30747),(12 73.86006),(13 74.980675),(14 76.17677),(15 75.80088),(16 77.18137),(17 77.86186),(18 78.97064),(19 80.00257),(20 80.78642),(21 81.71411),(22 82.59743),(23 83.29602),(24 82.4638),(25 82.50282),(26 81.63889),(27 80.9569),(28 80.97129),(29 80.4608),(30 79.68311),(31 79.4196),(32 79.906265),(33 79.07456),(34 79.20749),(35 78.779434),(36 79.80199),(37 79.31105),(38 78.96011),(39 78.661934),(40 78.5424),(41 79.08871),(42 79.10161),(43 79.50364),(44 80.18141),(45 81.428764),(46 81.272934),(47 81.19619),(48 82.081894),(49 83.2579),(50 84.02717),(51 84.26171),(52 85.332535),(53 86.24664),(54 87.09964),(55 87.0261),(56 87.83456),(57 88.90908),(58 89.3717),(59 89.39243),(60 90.2327),(61 91.0627),(62 90.71675),(63 91.537125),(64 92.202324),(65 93.02184),(66 92.39852),(67 93.07337),(68 93.71798),(69 93.86661),(70 93.63243),(71 94.14308),(72 94.88386),(73 94.4019),(74 93.78024),(75 93.73909),(76 94.211624),(77 94.30539),(78 94.29615),(79 94.744095),
(1 44.38646),(2 51.871555),(3 56.22318),(4 58.937244),(5 60.854134),(6 62.90372),(7 64.68113),(8 66.60288),(9 68.223076),(10 69.76032),(11 70.49506),(12 71.28823),(13 72.96903),(14 73.65113),(15 73.13195),(16 73.82033),(17 74.91974),(18 75.88045),(19 76.69669),(20 77.21731),(21 78.22426),(22 78.34464),(23 79.0724),(24 78.85342),(25 77.95685),(26 77.79071),(27 76.92761),(28 77.22098),(29 76.63505),(30 76.35839),(31 76.71786),(32 76.05335),(33 76.10679),(34 75.76059),(35 75.57623),(36 76.68208),(37 76.78859),(38 77.2527),(39 76.71332),(40 76.54529),(41 76.78645),(42 77.276764),(43 78.11951),(44 77.77096),(45 78.823616),(46 79.04592),(47 79.75528),(48 81.33597),(49 81.46622),(50 81.85304),(51 81.80433),(52 82.580345),(53 83.426125),(54 83.920906),(55 83.97621),(56 84.50328),(57 84.94972),(58 86.06489),(59 87.00207),(60 87.8674),(61 88.90915),(62 88.94454),(63 89.72314),(64 90.141945),(65 91.395905),(66 91.75074),(67 92.402405),(68 92.9298),(69 92.88493),(70 93.42419),(71 94.141106),(72 94.525185),(73 94.94811),(74 94.94079),(75 94.62014),(76 94.28719),(77 93.81102),(78 93.67172),(79 93.912476),
(1 45.12733),(2 53.525806),(3 56.15329),(4 59.7141),(5 62.40229),(6 64.22198),(7 65.672745),(8 67.99665),(9 69.67199),(10 70.788124),(11 71.8512),(12 73.247765),(13 73.637115),(14 74.23739),(15 74.85367),(16 75.74961),(17 77.262184),(18 77.8616),(19 79.47815),(20 80.12057),(21 81.205696),(22 81.02292),(23 81.710335),(24 81.26015),(25 81.58073),(26 81.10769),(27 80.57231),(28 79.20352),(29 78.94773),(30 79.00563),(31 78.18763),(32 77.91282),(33 77.54316),(34 77.07796),(35 76.82796),(36 76.40263),(37 77.40428),(38 76.61699),(39 76.58965),(40 77.216255),(41 77.40964),(42 77.821785),(43 78.25044),(44 78.94328),(45 80.765686),(46 80.18472),(47 80.23165),(48 81.12721),(49 81.61975),(50 82.58494),(51 83.050156),(52 84.03599),(53 85.35963),(54 86.02294),(55 86.05592),(56 86.54065),(57 87.35161),(58 88.780716),(59 89.88295),(60 89.977745),(61 91.14549),(62 91.80303),(63 92.16315),(64 93.36196),(65 93.08557),(66 93.69205),(67 93.909164),(68 94.439064),(69 94.94106),(70 94.15358),(71 94.58723),(72 95.28048),(73 94.60503),(74 94.944435),(75 94.88833),(76 95.55296),(77 95.05652),(78 94.194885),(79 94.982635),
(1 45.120377),(2 52.69311),(3 55.920364),(4 58.922546),(5 60.850502),(6 63.389496),(7 65.05538),(8 66.734535),(9 68.738525),(10 69.572815),(11 70.94136),(12 72.02145),(13 73.07206),(14 74.14302),(15 74.05027),(16 75.181305),(17 75.58663),(18 76.48175),(19 77.670685),(20 78.44231),(21 79.07486),(22 79.8377),(23 79.12754),(24 78.7315),(25 78.23563),(26 77.6591),(27 77.1552),(28 77.26423),(29 76.86701),(30 76.23006),(31 75.65436),(32 75.3592),(33 75.860306),(34 75.74445),(35 74.9779),(36 75.16852),(37 75.425),(38 75.578125),(39 75.17698),(40 75.62148),(41 75.452835),(42 75.65137),(43 76.123276),(44 77.42327),(45 78.332275),(46 78.78325),(47 79.31452),(48 80.34596),(49 80.3056),(50 81.19857),(51 80.4415),(52 82.00099),(53 82.63598),(54 82.90033),(55 84.0574),(56 85.57365),(57 86.33372),(58 86.92243),(59 87.55094),(60 87.687996),(61 88.35032),(62 88.5619),(63 89.09697),(64 89.66687),(65 89.925766),(66 91.39591),(67 91.804726),(68 92.125755),(69 92.482796),(70 91.71224),(71 92.35174),(72 92.96598),(73 93.11795),(74 92.902855),(75 93.110085),(76 93.25653),(77 93.574455),(78 93.245224),(79 92.46312),
(1 45.77708),(2 53.501713),(3 57.082546),(4 59.787735),(5 62.325253),(6 64.26079),(7 65.71316),(8 68.04052),(9 69.939384),(10 71.519325),(11 70.78441),(12 72.2869),(13 73.55825),(14 74.65531),(15 75.393974),(16 76.37253),(17 77.319305),(18 78.619995),(19 80.013405),(20 79.841606),(21 80.71308),(22 81.25759),(23 81.73761),(24 80.680595),(25 80.61179),(26 79.531555),(27 79.193245),(28 78.83398),(29 78.70735),(30 78.62478),(31 78.60646),(32 78.2194),(33 78.45858),(34 77.962135),(35 78.48299),(36 78.07324),(37 78.59194),(38 78.334305),(39 77.39404),(40 77.74986),(41 77.59871),(42 78.53545),(43 78.91348),(44 79.978134),(45 81.14022),(46 81.11279),(47 82.299835),(48 82.86601),(49 83.055565),(50 84.98062),(51 84.856544),(52 85.88678),(53 87.08909),(54 88.17183),(55 88.83556),(56 89.4461),(57 89.852356),(58 89.94527),(59 91.596985),(60 92.03474),(61 92.59316),(62 93.08445),(63 93.93414),(64 94.10953),(65 94.68743),(66 95.23063),(67 94.67608),(68 96.407616),(69 95.452354),(70 95.059456),(71 94.76643),(72 94.497955),(73 94.77826),(74 94.4845),(75 94.38522),(76 94.47388),(77 94.77298),(78 93.83377),(79 95.010124),
