1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1283028.4),(2 1563248.4),(3 576805.44),(4 2167921.8),(5 2713113.3),(6 1768585),(7 3511879.3),(8 4278501),(9 3405531.8),(10 5211541.5),(11 6275086.5),(12 5514569.5),(13 7500734.5),(14 8893720),(15 8231968),(16 10490421),(17 12231883),(18 11445931),(19 13924336),(20 15757255),(21 15120407),(22 17490108),(23 19429942),(24 18839714),(25 21246854),(26 23376528),(27 22870480),(28 25143530),(29 27388998),(30 26619186),(31 28759166),(32 30821238),(33 29858408),(34 31801944),(35 34000930),(36 33187008),(37 34694656),(38 36563108),(39 35597572),(40 36662108),(41 38388180),(42 37369990),(43 38401844),(44 40173576),(45 39126372),(46 39960730),(47 41493700),(48 40188220),(49 40942940),(50 42420284),(51 41187204),(52 41840700),(53 43715160),(54 42622370),(55 43229556),(56 45136320),(57 44053052),(58 44570020),(59 46508596),(60 45451424),(61 45746284),(62 47527776),(63 46176532),(64 46472796),(65 48570964),(66 47734988),(67 48282828),(68 50748284),(69 50249292),(70 50825052),(71 53499330),(72 53053908),(73 53446212),(74 56010268),(75 55305984),(76 55389908),(77 58159124),(78 57653684),(79 57919104),
(1 27210.813),(2 55792.563),(3 64563.12),(4 66423.96),(5 68612.92),(6 70647.5),(7 71499.55),(8 73549.78),(9 71976.07),(10 70774.2),(11 71205.83),(12 72106.87),(13 73992.25),(14 75707.32),(15 77667.46),(16 78675.016),(17 78726.125),(18 79139.09),(19 81505.03),(20 84454.24),(21 86432.63),(22 87887.67),(23 89639.086),(24 92124.42),(25 91163.58),(26 90419.87),(27 90059.984),(28 90027.42),(29 93390.164),(30 95214.586),(31 94020.39),(32 95531.37),(33 97120.086),(34 98098.695),(35 99555.81),(36 101313.664),(37 103233.83),(38 104214.67),(39 106018.09),(40 105644.55),(41 104452.21),(42 105483.28),(43 107884.21),(44 108582.195),(45 109100.81),(46 109170.234),(47 108421.55),(48 108408.91),(49 109824.26),(50 108711.586),(51 105141.875),(52 104118.86),(53 103486.11),(54 103948.91),(55 104336.43),(56 105085.81),(57 105212.53),(58 104925.45),(59 105362.22),(60 105556.734),(61 106182.89),(62 105274.95),(63 103645.78),(64 103128.95),(65 101571.28),(66 99100.25),(67 98337.51),(68 100300.77),(69 101892),(70 102444.28),(71 102478.24),(72 101623.18),(73 102221.64),(74 103249.35),(75 102710.51),(76 102470.484),(77 102330.81),(78 101789.03),(79 102195.54),
(1 24822.252),(2 50182.54),(3 57527.78),(4 58215.277),(5 60731.227),(6 62269.715),(7 64207.83),(8 66509.086),(9 67086.11),(10 67258.85),(11 68983.04),(12 69646.484),(13 70240.23),(14 71920.086),(15 74447.88),(16 75286.15),(17 75214.805),(18 75420.13),(19 76776.79),(20 79793.7),(21 81910.58),(22 83814.01),(23 85876.414),(24 86858.43),(25 86300.53),(26 87406.99),(27 88618.53),(28 88908.336),(29 90339.74),(30 91218.41),(31 91110.55),(32 92600.89),(33 92620.21),(34 92722.48),(35 94180.02),(36 96153.195),(37 97615.55),(38 99104.625),(39 101788.805),(40 102230.414),(41 101787.73),(42 103262.945),(43 103898.53),(44 104075.375),(45 104306.07),(46 105790.12),(47 105976.97),(48 105164.57),(49 104131.73),(50 103373.8),(51 103377.72),(52 104363.055),(53 103562.82),(54 102095.63),(55 100348.414),(56 99610.78),(57 99646.07),(58 100792.33),(59 101515.49),(60 101651.35),(61 101118.914),(62 100697.4),(63 99684.99),(64 99111.43),(65 98051.375),(66 96115.16),(67 96293.4),(68 97469.87),(69 98002.375),(70 98648.586),(71 99217.02),(72 98268.664),(73 98359.26),(74 98614.07),(75 98463.97),(76 99382.2),(77 100607.68),(78 101133.516),(79 101261.516),
(1 24962.34),(2 50648.445),(3 57188.223),(4 57969.31),(5 60465.656),(6 61360.203),(7 61936.785),(8 63131.5),(9 62840.406),(10 64479.285),(11 67821.72),(12 69206.055),(13 69512.664),(14 72461.49),(15 75888.78),(16 76795.52),(17 77279.555),(18 77074.91),(19 78408.63),(20 80315.08),(21 81452.72),(22 82547.73),(23 84227.34),(24 85472.2),(25 86898.34),(26 86677),(27 86221.06),(28 86856.234),(29 89428.06),(30 91246.49),(31 91563.23),(32 91714.86),(33 93258.664),(34 93888.38),(35 94760.34),(36 96383.35),(37 97595.13),(38 98774.58),(39 99373.875),(40 98385.22),(41 99061.836),(42 100052.02),(43 101833.08),(44 102569.64),(45 102885.65),(46 104217.125),(47 103913.555),(48 102733.234),(49 102596.93),(50 103537.41),(51 104164.05),(52 105009.15),(53 104000.086),(54 102468.93),(55 101774.37),(56 101882.6),(57 101980.516),(58 101757.29),(59 101597.69),(60 101065.98),(61 99629.93),(62 99438.34),(63 100041.78),(64 100832.87),(65 99030.42),(66 97378.93),(67 97331.88),(68 97404.016),(69 96754.69),(70 96753.74),(71 96424.59),(72 95437.82),(73 94647.72),(74 94465),(75 94879.47),(76 94673.53),(77 94654.4),(78 95506.445),(79 96305.78),
(1 24684.098),(2 48445.273),(3 55165.78),(4 56789.844),(5 58286.074),(6 59401.082),(7 61227.414),(8 63079.754),(9 63080.668),(10 64264.805),(11 66320.89),(12 67684.164),(13 68989.56),(14 71022.305),(15 72326.695),(16 71513.11),(17 70593.09),(18 70314.39),(19 73035.38),(20 76762.1),(21 78741.8),(22 79603.73),(23 81450.305),(24 82446.2),(25 82220.266),(26 82577.125),(27 83127.95),(28 82778.91),(29 84257.52),(30 86664.37),(31 85824.375),(32 85300.11),(33 85533.47),(34 85887.5),(35 87687.35),(36 88119.38),(37 88795.24),(38 89523.56),(39 90836.05),(40 91733.95),(41 92865.74),(42 94880.53),(43 95453.625),(44 94861.664),(45 95123.23),(46 94823.49),(47 93778.47),(48 93601.52),(49 93926.87),(50 94324.99),(51 94068.4),(52 93748.445),(53 93155.875),(54 93376.68),(55 92689.47),(56 91578.04),(57 91487.23),(58 91177.89),(59 90746.2),(60 91296.24),(61 91513.56),(62 92377.91),(63 89906.74),(64 87613.07),(65 87376.39),(66 88804.74),(67 90009.11),(68 90519.71),(69 91834.06),(70 91548.19),(71 91960.02),(72 92531.73),(73 92895.9),(74 93076.06),(75 93005.83),(76 92577.52),(77 92001.34),(78 92874.48),(79 94015.98),
(1 23026.467),(2 44508.434),(3 50720.105),(4 52385.246),(5 54938.176),(6 56793.234),(7 59649.902),(8 61462.047),(9 59901.844),(10 60315.766),(11 62362.117),(12 63570.363),(13 62963.55),(14 64165.703),(15 65860.31),(16 66372.92),(17 68120.375),(18 68654.45),(19 70499.67),(20 72168.62),(21 74770.06),(22 75733.38),(23 76783.695),(24 79185.54),(25 80582.19),(26 79663.12),(27 80605.71),(28 80971.24),(29 81232.69),(30 81829.92),(31 81672.875),(32 82464.54),(33 83417.17),(34 84098.28),(35 83964.73),(36 85175.92),(37 86046.7),(38 85678.24),(39 87289.85),(40 89021.51),(41 90549.69),(42 91255.555),(43 91769.66),(44 91947.77),(45 92784.92),(46 93141.48),(47 92532.63),(48 90302.63),(49 89248.76),(50 89986.24),(51 90793.93),(52 90649.65),(53 89914.234),(54 89489.48),(55 89819.37),(56 89120.51),(57 89209.266),(58 89632.33),(59 90852.52),(60 91936.28),(61 90509.97),(62 89194.75),(63 86452.01),(64 84884.625),(65 84189.875),(66 85797.01),(67 86307.31),(68 86676.055),(69 87216.42),(70 87784.61),(71 87127.375),(72 87337.76),(73 87790.086),(74 87294.48),(75 87015.34),(76 87248.99),(77 87845.64),(78 87792.664),(79 87612.83),
(1 22300.264),(2 43422.34),(3 49343.438),(4 50864.863),(5 53371.953),(6 55726.938),(7 58073.73),(8 58737.703),(9 57705.12),(10 58463.453),(11 59350.75),(12 60246.227),(13 59678.17),(14 61697.188),(15 65033.42),(16 66064.375),(17 67435.055),(18 67922.9),(19 68990.21),(20 71351.67),(21 72176.32),(22 71804.875),(23 72335.21),(24 74194.79),(25 75293.41),(26 75503.555),(27 76261.4),(28 75598.59),(29 76269.94),(30 76805.375),(31 75796.8),(32 75778.77),(33 76199.61),(34 77573.57),(35 78507.32),(36 80792.35),(37 82467.79),(38 82263.29),(39 83037.18),(40 84257.92),(41 85723.66),(42 86986.25),(43 87507.27),(44 87801.14),(45 89517.65),(46 89222.09),(47 88661.78),(48 87842.016),(49 88043.22),(50 89169.516),(51 89305.32),(52 89484.96),(53 89135.84),(54 88350.484),(55 86446.03),(56 85796.734),(57 86394.48),(58 86869.414),(59 86934.81),(60 86177.06),(61 85398.875),(62 83844.555),(63 82369.71),(64 80583.43),(65 79933.164),(66 81032.82),(67 82241.086),(68 82371.15),(69 81862.26),(70 81823.37),(71 81432.516),(72 81160.82),(73 81740.48),(74 81257.93),(75 80767.71),(76 81233.59),(77 81060.85),(78 81882.66),(79 82765.64),
(1 22054.646),(2 41961.03),(3 46880.324),(4 48151.76),(5 50571.457),(6 52310.176),(7 54657.22),(8 55320.6),(9 54855.43),(10 55990.68),(11 57262.613),(12 58192.48),(13 59084.8),(14 62205.813),(15 64379.617),(16 64257.617),(17 64465.613),(18 65149.617),(19 67775.5),(20 69138.09),(21 68573.79),(22 68655.6),(23 70201.81),(24 71920.24),(25 72356.29),(26 73473.22),(27 75133.49),(28 75247.516),(29 76133.5),(30 75526.23),(31 73390.56),(32 73342.2),(33 74325.52),(34 76014.46),(35 77750.4),(36 79997.29),(37 80573.61),(38 79866.266),(39 79849.71),(40 81888.8),(41 84062.48),(42 84608.21),(43 83839.86),(44 83871.46),(45 86133.54),(46 85921.875),(47 84795.91),(48 84327.86),(49 84875.72),(50 84120.47),(51 83302.055),(52 83288.195),(53 83296.266),(54 82499.16),(55 82237.14),(56 80956.695),(57 80148.42),(58 79301),(59 79786.65),(60 80008.586),(61 79948.14),(62 79401.84),(63 79381.46),(64 79490.91),(65 77649.95),(66 76406.28),(67 77636.45),(68 78609.11),(69 78797.27),(70 78953.92),(71 79166.44),(72 78994),(73 78956.266),(74 79564.15),(75 81675.33),(76 80977.3),(77 79011.695),(78 78969.21),(79 80200.695),
(1 21556.96),(2 41707.555),(3 47320.117),(4 48873.902),(5 50576.06),(6 52824.125),(7 54052.703),(8 53356.605),(9 52374.46),(10 53743.082),(11 55097.023),(12 55249.16),(13 56865.645),(14 59881.25),(15 60474.836),(16 60099.215),(17 61856.02),(18 61678.664),(19 63485.25),(20 64796.324),(21 64660.047),(22 65695.914),(23 66624.82),(24 66571.51),(25 67366.484),(26 68721.1),(27 69629.09),(28 69707.02),(29 69976.12),(30 68987.74),(31 68671.484),(32 70125.84),(33 71809.18),(34 73446.35),(35 74376.59),(36 75211.586),(37 76983.06),(38 77138.08),(39 76750.94),(40 77152.016),(41 77510.49),(42 78336.79),(43 78357.29),(44 78728.805),(45 78897.69),(46 78840.52),(47 78343.52),(48 77739.18),(49 77795.84),(50 76978.65),(51 76441.11),(52 75546.92),(53 74147.55),(54 73636.22),(55 74012.79),(56 73705.16),(57 74407.55),(58 74911.85),(59 74621.234),(60 74888.01),(61 73810.74),(62 72021.96),(63 71999.375),(64 72382.02),(65 71470.56),(66 71354.484),(67 72222.21),(68 72775.445),(69 73590.53),(70 73585.25),(71 73685.3),(72 73095.85),(73 73080.31),(74 73246.8),(75 74174.234),(76 75239.234),(77 76495.25),(78 75508.41),(79 75448.18),
(1 21286.496),(2 39316.37),(3 43306.504),(4 44533),(5 47097.582),(6 49406.793),(7 50447.94),(8 50189.953),(9 49879.008),(10 50486.875),(11 51880.84),(12 51931.31),(13 52188.906),(14 53474.723),(15 53497.645),(16 53591.395),(17 55091.76),(18 55433.953),(19 57227.55),(20 58613.035),(21 58720.91),(22 59122.887),(23 60067.03),(24 61412.14),(25 62805.14),(26 63707.59),(27 64319.484),(28 64337.74),(29 63565.47),(30 63378.71),(31 64117.62),(32 65534.71),(33 67190.85),(34 67869.67),(35 68200.84),(36 69116.54),(37 70748.53),(38 70281.35),(39 69908.4),(40 70381.56),(41 70903.74),(42 70340.734),(43 70516.86),(44 72262.5),(45 73428.18),(46 73225.82),(47 71669.1),(48 71026.2),(49 71314.03),(50 71234.65),(51 70305.055),(52 69635.97),(53 69969.04),(54 70669.01),(55 69940.37),(56 70271.72),(57 70346.21),(58 68969.17),(59 67729.33),(60 68635.086),(61 69654.67),(62 68913.586),(63 68371.34),(64 67520.11),(65 66900.234),(66 66786.04),(67 66426.695),(68 67486.62),(69 68711.57),(70 69030.33),(71 69376.16),(72 68990.65),(73 68964.19),(74 69320.305),(75 68267.17),(76 68833.41),(77 69288.1),(78 68121.59),(79 66695.266),
(1 20973.36),(2 39178.688),(3 42883.53),(4 44721.184),(5 46683.79),(6 48685.45),(7 50194.805),(8 50040.793),(9 50366.99),(10 52160.68),(11 53125.29),(12 52551.844),(13 52963.355),(14 54106.3),(15 53235.523),(16 53677.94),(17 55014.793),(18 57985.44),(19 60619.418),(20 59608.49),(21 59475.484),(22 59397.266),(23 60139.71),(24 62031.453),(25 63677.07),(26 63584.31),(27 65151.734),(28 65734.2),(29 65174.656),(30 65162.758),(31 64995.17),(32 65394.363),(33 66825.734),(34 67940.875),(35 67755.3),(36 67550.77),(37 67526.15),(38 68141.47),(39 70128.14),(40 71030.305),(41 71121.66),(42 71363.5),(43 72147.516),(44 72509.51),(45 72021.7),(46 71193.31),(47 70504.53),(48 70715.58),(49 70110.9),(50 69311.99),(51 68698.28),(52 69038.77),(53 69802.09),(54 70179.01),(55 69542.82),(56 69836.1),(57 70836.93),(58 70291.03),(59 69413.99),(60 70001),(61 69775.93),(62 68937.81),(63 68651.445),(64 68813.85),(65 68213.336),(66 68830.52),(67 69639.445),(68 70272.76),(69 70197.48),(70 71209.86),(71 72091.81),(72 70957.73),(73 70080.39),(74 70177.555),(75 68514.74),(76 68804.07),(77 70014.26),(78 70131.375),(79 68941.36),
(1 19593.145),(2 37139.77),(3 41830.785),(4 43037.31),(5 44908.94),(6 45874.035),(7 47862.313),(8 48105.223),(9 48058.605),(10 50172.016),(11 51842.01),(12 50366.38),(13 50952.46),(14 51961.297),(15 51714.41),(16 52987.707),(17 54431.53),(18 55521.38),(19 57038.836),(20 57933.727),(21 57612.164),(22 57659.62),(23 57584.977),(24 58047.145),(25 59067.85),(26 59256.53),(27 59707.313),(28 59909.543),(29 59659.12),(30 60397.996),(31 60408.496),(32 61183.94),(33 62739.766),(34 63003.113),(35 63048.8),(36 62248.25),(37 61994.344),(38 62546.777),(39 64145.85),(40 65708.65),(41 66075.42),(42 66647.83),(43 67647.836),(44 67254.05),(45 67396.88),(46 66777.38),(47 66779.03),(48 66894.08),(49 66806.586),(50 66593.56),(51 66328.87),(52 65365.023),(53 66458.02),(54 67898.01),(55 67474.53),(56 67287.945),(57 67832.79),(58 67514.92),(59 68317.58),(60 67046.79),(61 66752.48),(62 66954.46),(63 65693.8),(64 65760.92),(65 64439.098),(66 63012.54),(67 64161.83),(68 65382.08),(69 65695.5),(70 65927.586),(71 66364.23),(72 65851.3),(73 65064.953),(74 65405.875),(75 65237.035),(76 65243.41),(77 64938.273),(78 65497.223),(79 66396.97),
(1 19731.313),(2 37123.844),(3 41131.582),(4 41623.004),(5 44775.13),(6 46278.383),(7 47680.4),(8 47203.09),(9 47706.75),(10 49174.64),(11 50615.496),(12 49624.438),(13 50032.586),(14 52070.09),(15 52837.75),(16 52717.36),(17 53355.23),(18 54969.777),(19 56793.094),(20 56616.8),(21 56014.863),(22 56419.344),(23 56165.324),(24 57380.64),(25 58427.21),(26 59031.29),(27 60413.45),(28 61158.13),(29 61580.918),(30 61628.48),(31 60954.332),(32 60308.91),(33 60795.996),(34 61669.895),(35 61864.617),(36 61401.945),(37 61372.586),(38 62043.13),(39 62730.305),(40 63499.363),(41 64099.426),(42 64775.617),(43 65418.625),(44 65619.875),(45 65503.12),(46 65161.45),(47 64637.68),(48 65444.586),(49 65316.984),(50 63551.41),(51 62909.063),(52 63288.668),(53 64427.195),(54 64965.082),(55 64531.574),(56 64885.402),(57 64681.95),(58 63788.707),(59 64123.41),(60 63856.617),(61 63604.598),(62 63912.883),(63 63840.957),(64 63761.957),(65 63973.355),(66 64804.348),(67 65483.258),(68 66378.33),(69 66844.89),(70 66138.37),(71 65992.94),(72 66482.48),(73 66715.78),(74 66127.15),(75 66506.79),(76 66983.375),(77 66683.98),(78 66329.35),(79 66179.945),
(1 19147.508),(2 35827.664),(3 40133.645),(4 40300.266),(5 42028.203),(6 44396.996),(7 45760.316),(8 45227.902),(9 45566.664),(10 46498.79),(11 47404.863),(12 48687.363),(13 49515.613),(14 50325.99),(15 50799.094),(16 51543.832),(17 52039.668),(18 52760.09),(19 53902.59),(20 54085.18),(21 54057.516),(22 54134.047),(23 54154.105),(24 55338.965),(25 56655.527),(26 57477.355),(27 58503.453),(28 59281.69),(29 59159.887),(30 58118.973),(31 58730.816),(32 60361.05),(33 61072.168),(34 61231.527),(35 61324.793),(36 61275.72),(37 60899.023),(38 62344.86),(39 63483.285),(40 64336.086),(41 64884.234),(42 64699.344),(43 64610.273),(44 64622.887),(45 64144.145),(46 63455.1),(47 64037.64),(48 64382.504),(49 64435.23),(50 64021.227),(51 63463.32),(52 63276.676),(53 62817.215),(54 62590.496),(55 61958.563),(56 62057.066),(57 62961.305),(58 63007.637),(59 63281.914),(60 62438.195),(61 61549.305),(62 61809.703),(63 61194.305),(64 61313.754),(65 61647.684),(66 62477.574),(67 63172.055),(68 64162.023),(69 65499.773),(70 66095.234),(71 65538.695),(72 64625.563),(73 64275.54),(74 64629.863),(75 63904.676),(76 63709.27),(77 63798.203),(78 64032.324),(79 63966.91),
(1 18693.81),(2 34457.074),(3 38702.36),(4 39580.598),(5 41661.19),(6 44219.348),(7 44651.945),(8 43354.92),(9 43874.465),(10 45568.99),(11 46484.113),(12 46701.734),(13 47420.816),(14 48446.246),(15 48900.56),(16 49194.297),(17 50789.324),(18 52157.77),(19 52428.082),(20 52258.53),(21 52558.72),(22 54018.08),(23 54784.67),(24 55414.91),(25 55832.117),(26 56928.81),(27 58064.715),(28 57985.594),(29 58319.445),(30 58326.918),(31 57840.77),(32 59093.04),(33 59695.094),(34 60170.887),(35 60842.906),(36 61127.895),(37 62338.99),(38 63174.21),(39 63144.28),(40 63663.996),(41 64081.457),(42 64127.906),(43 64310.234),(44 64256.594),(45 63447.387),(46 63686.625),(47 63161.625),(48 62914.88),(49 64084.402),(50 63940.855),(51 63119.78),(52 63618.62),(53 63068.867),(54 62346.664),(55 62136.895),(56 62376.715),(57 63812.508),(58 64572.27),(59 64683.86),(60 63184.72),(61 61332.3),(62 61209.91),(63 61955.12),(64 62172.926),(65 61139.016),(66 60891.574),(67 61753.508),(68 62764.84),(69 63092.535),(70 63473.082),(71 64047.145),(72 62566.61),(73 62095.027),(74 62095.063),(75 62037.25),(76 62647.48),(77 62215.555),(78 62039.016),(79 62056.777),
(1 18253.432),(2 33653.184),(3 37829.332),(4 39691.305),(5 40884.08),(6 42356.47),(7 44573.297),(8 44477.258),(9 45030.402),(10 46367.766),(11 47803.11),(12 48352.055),(13 50013.42),(14 51044.43),(15 51495.035),(16 52945.43),(17 53556.71),(18 54446.13),(19 55192.684),(20 54912.758),(21 55412.42),(22 57077.957),(23 56843.46),(24 58818.477),(25 60315.82),(26 61283.418),(27 62444.742),(28 61883.45),(29 61466.49),(30 61631.773),(31 61545.523),(32 62081.06),(33 62036.832),(34 62226.92),(35 62927.555),(36 62748.027),(37 63678.715),(38 64656.836),(39 65177.035),(40 65557.83),(41 66136.57),(42 65705.65),(43 66925.62),(44 66476.72),(45 65320.92),(46 64914.1),(47 64512.035),(48 64844.43),(49 64813.7),(50 64889.18),(51 66002.164),(52 65427.074),(53 64533.66),(54 64066.2),(55 64254.348),(56 64504.074),(57 64613.258),(58 64507.13),(59 64963.16),(60 64103.71),(61 63749.527),(62 63283.168),(63 61929.78),(64 61975.29),(65 62247.465),(66 62420.43),(67 63158.867),(68 63453.84),(69 63655.145),(70 64080.836),(71 65390.945),(72 65962.93),(73 65632.77),(74 64826.984),(75 65000.504),(76 65294.176),(77 65254.94),(78 65881.63),(79 65059.453),
(1 18841.57),(2 34104.96),(3 37924.2),(4 39615.574),(5 41329.12),(6 42466.844),(7 43250.34),(8 42834.977),(9 43453.125),(10 45373.49),(11 46271.703),(12 46144.863),(13 48550.434),(14 49335.89),(15 49470.48),(16 50505.727),(17 50708.504),(18 51345.44),(19 52184.65),(20 53115.78),(21 54956.38),(22 56028.914),(23 55784.176),(24 56958.78),(25 58227.535),(26 59366.64),(27 60481.93),(28 59683.313),(29 59109.977),(30 59115.387),(31 58790.234),(32 59164.03),(33 59661.25),(34 59987.918),(35 60612.574),(36 60634.086),(37 62334.875),(38 63005.867),(39 62706.58),(40 62836.027),(41 62477.703),(42 63316.37),(43 64328.246),(44 65290.465),(45 64388.676),(46 64038.207),(47 63788.887),(48 64427.547),(49 65233.54),(50 64916.55),(51 65048.42),(52 64646.785),(53 64393.688),(54 64344.887),(55 64352.65),(56 63993.52),(57 63809.684),(58 63203.563),(59 63169.05),(60 62223.01),(61 62866.727),(62 62984.344),(63 62523.97),(64 62959.195),(65 63220.97),(66 63196.973),(67 63338.406),(68 63229.863),(69 63969.258),(70 64172.51),(71 63998.723),(72 64449.203),(73 64877.332),(74 64639.86),(75 64761.94),(76 64256.176),(77 64072.996),(78 64008.797),(79 63688.492),
(1 18149.428),(2 33086.477),(3 36851.57),(4 37473.7),(5 38575.95),(6 40415.984),(7 40679.883),(8 40768.164),(9 42459.383),(10 43951.016),(11 44857.348),(12 45771.45),(13 47760.53),(14 47700),(15 47763.516),(16 48624.477),(17 49198.32),(18 49952.145),(19 50232.39),(20 49738.367),(21 51136.57),(22 52276.88),(23 52243.688),(24 53094.45),(25 55099.813),(26 56028.47),(27 56485.207),(28 55705.89),(29 56551.406),(30 56288),(31 55388.68),(32 56303.773),(33 56531.97),(34 56989.203),(35 58089.273),(36 58472.164),(37 59124),(38 60382.28),(39 61076.2),(40 61067.484),(41 60823.72),(42 61005.484),(43 61912.355),(44 62239.676),(45 63386.406),(46 63380.18),(47 62980.066),(48 62835.28),(49 62738.746),(50 62966.766),(51 62208.824),(52 61266.094),(53 60711.027),(54 60575.09),(55 60014.418),(56 61304.605),(57 61655.03),(58 62176.105),(59 62057.31),(60 61180.85),(61 60323.477),(62 61227.03),(63 60779.824),(64 61193.84),(65 60403.582),(66 60612.15),(67 60591.016),(68 60193.855),(69 61686.06),(70 62607.46),(71 62524.273),(72 63159.652),(73 63310),(74 63025.785),(75 61423.227),(76 61177.504),(77 61264.35),(78 60766.273),(79 60921.67),
(1 18039.883),(2 33436.977),(3 37821.89),(4 37818.05),(5 38579.75),(6 39928.61),(7 40334.805),(8 40735.08),(9 42792.223),(10 44810.457),(11 45185.285),(12 45751.855),(13 46895.227),(14 47319.523),(15 47050.79),(16 48407.94),(17 48760.633),(18 49298.098),(19 50548.6),(20 50925.18),(21 51654.234),(22 52099.06),(23 52353.33),(24 54108.13),(25 54690.676),(26 55565.54),(27 57845.664),(28 57686.38),(29 56847.426),(30 56096.746),(31 56083.58),(32 56850.242),(33 55816.453),(34 56333.32),(35 57360.13),(36 58020.58),(37 58650.848),(38 58469.906),(39 59254.465),(40 60429.164),(41 60512.73),(42 61063.418),(43 60910.34),(44 60819.734),(45 61124.043),(46 61212.125),(47 62064.688),(48 62481.047),(49 62922.17),(50 63106.06),(51 62501.97),(52 61562.813),(53 61793.293),(54 62122.45),(55 61535.453),(56 61826.793),(57 62126.184),(58 62239.574),(59 62381.227),(60 62544.14),(61 61979.703),(62 61288.11),(63 60759.418),(64 62197.914),(65 63010.207),(66 63324.875),(67 62152.14),(68 61281.266),(69 62104.184),(70 62361.004),(71 62328.207),(72 61580.715),(73 62076.65),(74 63202.773),(75 62699.86),(76 61428.168),(77 60681.52),(78 60237.395),(79 60299.707),
