1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 599.0532),(2 888.81854),(3 1186.774),(4 1322.0292),(5 1437.3518),(6 1527.8264),(7 1591.4031),(8 1650.0028),(9 1733.5138),(10 1790.7567),(11 1858.0989),(12 1914.3687),(13 1948.5089),(14 1984.8733),(15 2053.8398),(16 2069.5654),(17 2106.2356),(18 2130.6309),(19 2133.4548),(20 2185.7742),(21 2196.1882),(22 2212.7996),(23 2229.2742),(24 2249.47),(25 2224.2869),(26 2238.5962),(27 2266.2346),(28 2254.441),(29 2264.7573),(30 2282.0054),(31 2286.76),(32 2299.7112),(33 2330.031),(34 2338.947),(35 2334.6255),(36 2341.3735),(37 2314.826),(38 2316.6897),(39 2332.7122),(40 2307.6716),(41 2293.0903),(42 2287.0715),(43 2271.3933),(44 2276.317),(45 2273.494),(46 2266.568),(47 2267.824),(48 2283.419),(49 2280.7065),(50 2291.1523),(51 2337.0952),(52 2327.5645),(53 2373.5313),(54 2370.014),(55 2353.9177),(56 2368.164),(57 2369.9922),(58 2365.4517),(59 2375.078),(60 2390.2397),(61 2380.461),(62 2385.7214),(63 2435.7288),(64 2426.221),(65 2417.693),(66 2432.9458),(67 2412.6958),(68 2423.1614),(69 2440.9016),(70 2415.735),(71 2430.5552),(72 2445.3704),(73 2411.022),(74 2400.379),(75 2434.3955),(76 2408.8591),(77 2435.708),(78 2493.5093),(79 2510.2432),
(1 600.0869),(2 879.98676),(3 1146.4729),(4 1283.2395),(5 1388.277),(6 1479.758),(7 1551.5063),(8 1616.3477),(9 1681.7336),(10 1718.3976),(11 1781.7842),(12 1825.824),(13 1845.6823),(14 1866.149),(15 1930.9006),(16 1926.9298),(17 1969.8584),(18 2010.3708),(19 2002.205),(20 2032.4109),(21 2055.5564),(22 2071.6104),(23 2099.3035),(24 2128.8713),(25 2112.796),(26 2132.674),(27 2163.1628),(28 2158.713),(29 2173.7595),(30 2186.457),(31 2192.0393),(32 2200.9194),(33 2245.6218),(34 2258.3508),(35 2279.0034),(36 2277.6511),(37 2288.2156),(38 2286.0476),(39 2329.359),(40 2289.5474),(41 2282.9844),(42 2301.411),(43 2276.1104),(44 2281.368),(45 2303.8372),(46 2302.564),(47 2305.3618),(48 2321.6191),(49 2328.8362),(50 2353.589),(51 2413.9954),(52 2381.171),(53 2387.217),(54 2385.4912),(55 2371.8196),(56 2375.99),(57 2402.6074),(58 2373.0388),(59 2368.2068),(60 2362.0872),(61 2344.1165),(62 2335.426),(63 2368.7913),(64 2348.353),(65 2355.353),(66 2381.4817),(67 2356.4558),(68 2362.2273),(69 2368.5798),(70 2361.5361),(71 2372.37),(72 2409.8652),(73 2410.0771),(74 2404.0413),(75 2423.5508),(76 2423.082),(77 2448.3103),(78 2497.727),(79 2504.5708),
(1 597.15814),(2 873.5487),(3 1151.4761),(4 1288.7831),(5 1398.2628),(6 1486.8162),(7 1554.4491),(8 1609.567),(9 1683.61),(10 1736.4221),(11 1795.836),(12 1840.1005),(13 1849.6091),(14 1886.6405),(15 1973.2773),(16 1979.8398),(17 2017.2965),(18 2061.7346),(19 2051.6936),(20 2069.318),(21 2110.1975),(22 2105.0273),(23 2114.1382),(24 2115.606),(25 2083.2131),(26 2098.4333),(27 2129.7952),(28 2107.434),(29 2104.094),(30 2113.0557),(31 2116.0632),(32 2126.43),(33 2159.3506),(34 2159.024),(35 2190.6616),(36 2212.3127),(37 2210.547),(38 2227.9739),(39 2261.9404),(40 2246.6194),(41 2230.1377),(42 2265.539),(43 2262.7231),(44 2274.5078),(45 2307.5918),(46 2312.8345),(47 2313.2827),(48 2330.9084),(49 2327.35),(50 2355.4504),(51 2389.4045),(52 2382.0784),(53 2394.3975),(54 2406.4414),(55 2385.5845),(56 2407.0872),(57 2433.637),(58 2431.558),(59 2454.3757),(60 2464.7273),(61 2449.3215),(62 2445.8752),(63 2485.8057),(64 2460.6794),(65 2453.18),(66 2466.473),(67 2444.0925),(68 2433.0535),(69 2445.0188),(70 2436.095),(71 2460.685),(72 2487.1543),(73 2474.2288),(74 2486.2363),(75 2520.7107),(76 2531.0408),(77 2574.9067),(78 2570.8838),(79 2579.0554),
(1 584.7562),(2 836.1541),(3 1109.0326),(4 1234.5049),(5 1336.4348),(6 1431.2935),(7 1495.8517),(8 1561.3517),(9 1638.6731),(10 1696.3401),(11 1767.9769),(12 1841.2527),(13 1852.7482),(14 1889.0354),(15 1942.0563),(16 1953.312),(17 1979.1833),(18 2028.0194),(19 2032.3591),(20 2045.9921),(21 2079.3943),(22 2071.475),(23 2081.4312),(24 2103.8289),(25 2077.4663),(26 2097.5337),(27 2139.3865),(28 2144.8877),(29 2150.4158),(30 2159.3499),(31 2157.3354),(32 2171.1296),(33 2179.2512),(34 2155.2568),(35 2170.1987),(36 2174.8164),(37 2167.4412),(38 2178.1567),(39 2183.7751),(40 2166.5967),(41 2167.2932),(42 2168.881),(43 2165.1135),(44 2160.6658),(45 2176.1396),(46 2151.794),(47 2165.7312),(48 2190.5674),(49 2176.284),(50 2189.4502),(51 2241.5288),(52 2215.2327),(53 2253.978),(54 2276.827),(55 2293.822),(56 2312.9702),(57 2347.5337),(58 2346.2979),(59 2349.797),(60 2365.6487),(61 2341.3376),(62 2343.7935),(63 2370.872),(64 2338.8303),(65 2343.445),(66 2366.19),(67 2350.9607),(68 2353.0552),(69 2358.4197),(70 2340.662),(71 2359.7932),(72 2358.5662),(73 2368.4778),(74 2372.2542),(75 2394.2834),(76 2386.1038),(77 2420.4688),(78 2450.1704),(79 2432.4895),
(1 581.77625),(2 838.2268),(3 1143.1965),(4 1267.2802),(5 1376.1621),(6 1458.7678),(7 1515.6238),(8 1579.5992),(9 1656.8591),(10 1696.6824),(11 1750.8937),(12 1817.9615),(13 1831.7612),(14 1873.14),(15 1938.493),(16 1939.3391),(17 1980.5078),(18 2028.2092),(19 2028.488),(20 2023.3208),(21 2063.0957),(22 2069.2478),(23 2095.3953),(24 2119.4343),(25 2117.8098),(26 2125.3975),(27 2165.7136),(28 2148.8674),(29 2170.0918),(30 2177.3684),(31 2174.3489),(32 2189.9219),(33 2219.981),(34 2205.3284),(35 2202.8447),(36 2199.8398),(37 2181.7185),(38 2192.3955),(39 2215.7065),(40 2190.5715),(41 2181.646),(42 2186.9746),(43 2153.4236),(44 2140.5496),(45 2144.7583),(46 2095.0698),(47 2088.0908),(48 2105.904),(49 2091.4053),(50 2101.2036),(51 2162.8176),(52 2152.1606),(53 2173.1792),(54 2202.4768),(55 2207.9827),(56 2224.6343),(57 2252.6714),(58 2254.5227),(59 2257.86),(60 2280.8574),(61 2261.1465),(62 2267.0564),(63 2285.5735),(64 2267.6116),(65 2270.3977),(66 2315.3716),(67 2317.5745),(68 2341.4998),(69 2351.8499),(70 2359.627),(71 2358.0762),(72 2363.377),(73 2380.1494),(74 2374.734),(75 2408.3794),(76 2385.8936),(77 2411.285),(78 2453.0337),(79 2437.5166),
(1 564.43085),(2 834.5073),(3 1109.3953),(4 1218.5002),(5 1321.5654),(6 1401.106),(7 1456.6602),(8 1528.055),(9 1602.4908),(10 1648.8553),(11 1697.9841),(12 1756.6481),(13 1762.0107),(14 1786.37),(15 1845.9888),(16 1873.7013),(17 1912.1707),(18 1925.1646),(19 1938.828),(20 1948.3625),(21 1963.5537),(22 1950.4645),(23 1981.2827),(24 1989.097),(25 1996.3073),(26 1995.7844),(27 2041.1602),(28 2034.6854),(29 2064.8188),(30 2090.9106),(31 2097.1296),(32 2102.0105),(33 2131.4104),(34 2117.0654),(35 2110.6372),(36 2121.072),(37 2104.8284),(38 2109.897),(39 2139.3127),(40 2116.8428),(41 2117.9412),(42 2117.6763),(43 2112.7485),(44 2104.951),(45 2127.1335),(46 2105.5786),(47 2124.7212),(48 2162.5405),(49 2173.642),(50 2199.2043),(51 2247.9285),(52 2215.1968),(53 2239.7148),(54 2260.0627),(55 2254.314),(56 2266.1296),(57 2276.9053),(58 2256.9502),(59 2249.7932),(60 2249.0059),(61 2226.6575),(62 2235.662),(63 2252.7852),(64 2214.2175),(65 2204.0112),(66 2229.523),(67 2224.7432),(68 2236.7117),(69 2239.6543),(70 2209.8633),(71 2195.5486),(72 2207.4167),(73 2228.5837),(74 2242.5698),(75 2258.202),(76 2235.3242),(77 2248.2727),(78 2326.8748),(79 2328.9663),
(1 565.7095),(2 827.17346),(3 1087.6775),(4 1190.1337),(5 1282.537),(6 1355.2855),(7 1408.0566),(8 1471.0432),(9 1532.0781),(10 1578.2975),(11 1639.307),(12 1695.615),(13 1715.819),(14 1753.0557),(15 1801.9714),(16 1836.1661),(17 1875.2073),(18 1905.6744),(19 1918.1818),(20 1925.9617),(21 1962.0988),(22 1956.1594),(23 1953.8109),(24 1947.4008),(25 1941.4814),(26 1949.321),(27 1969.8004),(28 1938.4347),(29 1943.3309),(30 1967.872),(31 1981.9948),(32 1988.1527),(33 2014.8025),(34 1999.9006),(35 1999.3077),(36 2019.2639),(37 1997.2996),(38 2014.2014),(39 2052.892),(40 2038.1818),(41 2021.2515),(42 2016.003),(43 2003.0697),(44 1998.2275),(45 2019.1995),(46 1986.145),(47 1986.356),(48 2015.3469),(49 2012.6091),(50 2029.4764),(51 2076.6423),(52 2046.1399),(53 2086.046),(54 2119.511),(55 2111.8953),(56 2121.6414),(57 2144.863),(58 2144.1643),(59 2135.114),(60 2136.5588),(61 2142.4758),(62 2143.0579),(63 2173.168),(64 2145.4993),(65 2140.8037),(66 2149.6606),(67 2154.1824),(68 2151.7551),(69 2167.3916),(70 2138.8325),(71 2125.0725),(72 2131.4775),(73 2144.4492),(74 2147.0862),(75 2179.8936),(76 2181.6946),(77 2197.4622),(78 2267.0793),(79 2272.1655),
(1 559.698),(2 801.9713),(3 1054.5891),(4 1172.6105),(5 1282.231),(6 1362.6008),(7 1405.347),(8 1441.8788),(9 1504.995),(10 1560.7123),(11 1611.6322),(12 1677.793),(13 1694.9021),(14 1733.24),(15 1793.0096),(16 1811.5668),(17 1845.8906),(18 1870.8453),(19 1872.672),(20 1895.5325),(21 1941.4666),(22 1942.5654),(23 1965.0372),(24 1969.6854),(25 1944.5248),(26 1952.4843),(27 1993.3732),(28 1965.6355),(29 1981.5692),(30 1991.0701),(31 1992.3033),(32 1992.2369),(33 2010.7847),(34 2006.171),(35 2022.103),(36 2036.522),(37 2038.9617),(38 2050.207),(39 2068.1375),(40 2044.7556),(41 2024.5485),(42 2035.3787),(43 2019.9315),(44 2019.8552),(45 2017.0325),(46 2023.1626),(47 2034.5647),(48 2062.7607),(49 2049.295),(50 2083.8132),(51 2123.4004),(52 2096.245),(53 2139.8843),(54 2144.3237),(55 2120.1145),(56 2120.1555),(57 2138.3467),(58 2129.3447),(59 2138.2766),(60 2142.9165),(61 2144.6868),(62 2144.5925),(63 2162.2595),(64 2117.6099),(65 2098.3577),(66 2091.8564),(67 2093.0667),(68 2085.7168),(69 2088.8662),(70 2069.098),(71 2055.7432),(72 2046.3289),(73 2031.7394),(74 2034.7052),(75 2072.535),(76 2074.3748),(77 2104.589),(78 2149.1155),(79 2160.8997),
(1 549.5411),(2 784.7949),(3 1033.7921),(4 1165.8158),(5 1278.6332),(6 1350.9254),(7 1395.9929),(8 1446.713),(9 1518.4974),(10 1555.4409),(11 1596.9084),(12 1632.4727),(13 1652.0475),(14 1688.68),(15 1752.4918),(16 1758.5859),(17 1789.2465),(18 1828.0496),(19 1819.4987),(20 1840.5789),(21 1882.5035),(22 1884.738),(23 1913.9832),(24 1931.7194),(25 1916.5214),(26 1904.297),(27 1962.045),(28 1942.6829),(29 1959.1846),(30 1990.5801),(31 1979.2599),(32 1984.112),(33 2019.8846),(34 2010.7941),(35 2015.3679),(36 2014.0519),(37 2003.3505),(38 2008.572),(39 2018.9705),(40 1999.1749),(41 1989.9872),(42 1989.2279),(43 1970.999),(44 1974.2802),(45 1985.4144),(46 1967.1483),(47 1989.2589),(48 2000.6241),(49 1995.7021),(50 2011.7668),(51 2042.0475),(52 2021.3789),(53 2042.1855),(54 2044.4764),(55 2044.4617),(56 2041.024),(57 2052.0803),(58 2017.1415),(59 2016.7615),(60 2013.7389),(61 2005.238),(62 2009.5889),(63 2036.0068),(64 2019.902),(65 2019.4164),(66 2030.6761),(67 2021.9489),(68 2022.4015),(69 2025.394),(70 2007.9257),(71 2012.3215),(72 2023.4866),(73 2035.4359),(74 2043.5354),(75 2056.2441),(76 2055.0276),(77 2083.0806),(78 2099.6938),(79 2114.3909),
(1 548.7649),(2 774.1639),(3 1019.5874),(4 1122.435),(5 1237.2538),(6 1327.232),(7 1381.8876),(8 1421.0867),(9 1472.6398),(10 1515.7129),(11 1553.6719),(12 1567.4697),(13 1588.0852),(14 1608.6954),(15 1663.515),(16 1674.5127),(17 1708.1288),(18 1747.0848),(19 1749.2565),(20 1792.2028),(21 1829.3124),(22 1830.5901),(23 1869.4949),(24 1898.5386),(25 1895.5372),(26 1897.8226),(27 1937.0355),(28 1916.8876),(29 1923.7809),(30 1937.1509),(31 1914.7281),(32 1906.7551),(33 1936.5248),(34 1938.3143),(35 1942.6031),(36 1951.1389),(37 1943.6633),(38 1958.4388),(39 1992.1704),(40 1965.1716),(41 1956.8193),(42 1967.2675),(43 1958.1318),(44 1964.9868),(45 1986.1138),(46 1970.4269),(47 1980.6486),(48 1964.4406),(49 1966.8868),(50 1995.3235),(51 2033.5917),(52 1985.2944),(53 2006.2968),(54 2014.2102),(55 1995.2762),(56 2000.3865),(57 2010.4204),(58 1992.3759),(59 1991.9171),(60 1999.7452),(61 1984.8652),(62 2006.858),(63 2027.2566),(64 2000.247),(65 2011.7764),(66 2030.7507),(67 2028.7112),(68 2028.7493),(69 2048.2197),(70 2049.3918),(71 2059.8276),(72 2069.3262),(73 2074.193),(74 2090.9246),(75 2116.8262),(76 2112.2349),(77 2120.2954),(78 2141.0996),(79 2146.737),
(1 530.3341),(2 737.2427),(3 941.6256),(4 1042.7101),(5 1134.6222),(6 1227.1938),(7 1276.9592),(8 1311.9095),(9 1356.2834),(10 1393.9612),(11 1431.211),(12 1466.4628),(13 1486.2657),(14 1507.4604),(15 1558.1718),(16 1570.0074),(17 1606.796),(18 1633.6372),(19 1641.9875),(20 1678.1569),(21 1705.5446),(22 1711.865),(23 1750.655),(24 1761.0803),(25 1767.5167),(26 1757.2927),(27 1784.1484),(28 1779.0049),(29 1788.5469),(30 1798.8304),(31 1782.4302),(32 1785.4597),(33 1796.2653),(34 1784.7888),(35 1788.8855),(36 1804.1476),(37 1791.8557),(38 1780.0863),(39 1812.2742),(40 1790.0912),(41 1807.9657),(42 1829.8031),(43 1821.4846),(44 1819.419),(45 1833.673),(46 1824.7908),(47 1843.819),(48 1850.1008),(49 1833.9348),(50 1851.6256),(51 1894.0026),(52 1870.0862),(53 1899.7495),(54 1902.2795),(55 1895.3992),(56 1913.3455),(57 1916.0469),(58 1910.6838),(59 1918.4396),(60 1933.4575),(61 1922.8071),(62 1943.7998),(63 1979.639),(64 1952.4585),(65 1963.6371),(66 1981.2285),(67 1964.9418),(68 1965.6816),(69 1969.1919),(70 1951.3379),(71 1939.1908),(72 1935.4415),(73 1924.4521),(74 1939.4233),(75 1977.3566),(76 1966.3204),(77 1988.4532),(78 1992.2283),(79 2007.5083),
(1 525.21326),(2 735.914),(3 940.90247),(4 1051.5349),(5 1143.9698),(6 1222.7317),(7 1270.7577),(8 1330.4081),(9 1385.1648),(10 1405.0791),(11 1450.1093),(12 1484.9512),(13 1505.2456),(14 1532.1306),(15 1582.452),(16 1583.2943),(17 1616.4067),(18 1639.056),(19 1661.1053),(20 1694.3282),(21 1719.8759),(22 1738.5812),(23 1768.2466),(24 1786.6488),(25 1789.8766),(26 1791.8971),(27 1819.1224),(28 1783.1891),(29 1775.5161),(30 1780.4137),(31 1769.5188),(32 1781.0044),(33 1801.8231),(34 1779.7856),(35 1771.9839),(36 1785.0256),(37 1767.0614),(38 1774.7506),(39 1823.7676),(40 1799.9894),(41 1800.3739),(42 1819.1809),(43 1803.0009),(44 1808.7842),(45 1803.6362),(46 1788.9984),(47 1793.0142),(48 1814.0347),(49 1824.2672),(50 1854.7174),(51 1914.4058),(52 1908.2949),(53 1929.4094),(54 1950.4125),(55 1955.5134),(56 1955.2965),(57 1949.2418),(58 1932.452),(59 1930.807),(60 1933.9897),(61 1910.7847),(62 1941.5787),(63 1968.6482),(64 1937.2365),(65 1935.8112),(66 1953.7017),(67 1940.6119),(68 1937.5254),(69 1931.6229),(70 1902.4243),(71 1896.6497),(72 1889.3766),(73 1888.2872),(74 1897.8138),(75 1932.4344),(76 1909.3673),(77 1934.0388),(78 1949.8463),(79 1936.754),
(1 518.7806),(2 728.3542),(3 942.917),(4 1051.541),(5 1149.1019),(6 1225.4174),(7 1267.0898),(8 1319.2756),(9 1384.7069),(10 1413.9106),(11 1461.4321),(12 1512.6896),(13 1515.1058),(14 1537.8783),(15 1595.3209),(16 1587.2953),(17 1609.3749),(18 1628.6464),(19 1652.81),(20 1686.2836),(21 1715.7709),(22 1724.05),(23 1732.8196),(24 1769.9596),(25 1770.5887),(26 1767.2214),(27 1805.7992),(28 1784.2551),(29 1774.4941),(30 1782.7018),(31 1776.1432),(32 1785.3049),(33 1802.0397),(34 1797.1685),(35 1799.2476),(36 1795.1239),(37 1762.6072),(38 1769.7562),(39 1801.906),(40 1782.1416),(41 1773.0209),(42 1806.7518),(43 1785.4973),(44 1789.7191),(45 1792.4551),(46 1783.7523),(47 1783.8317),(48 1801.9486),(49 1795.5864),(50 1829.5835),(51 1864.5424),(52 1837.9417),(53 1863.3846),(54 1873.2444),(55 1872.7579),(56 1878.6976),(57 1869.3734),(58 1857.769),(59 1865.5184),(60 1872.644),(61 1875.6602),(62 1897.0741),(63 1922.3949),(64 1888.895),(65 1896.8765),(66 1893.1173),(67 1877.362),(68 1892.3235),(69 1903.5059),(70 1892.4806),(71 1869.99),(72 1876.4103),(73 1860.9052),(74 1867.4751),(75 1896.261),(76 1883.0881),(77 1905.7847),(78 1931.0582),(79 1930.3608),
(1 510.6938),(2 723.61035),(3 944.0676),(4 1042.5757),(5 1129.7214),(6 1213.3448),(7 1256.7397),(8 1313.9147),(9 1366.2106),(10 1397.0374),(11 1427.924),(12 1477.0656),(13 1484.3173),(14 1512.4452),(15 1563.283),(16 1576.5747),(17 1597.6182),(18 1613.1934),(19 1654.8606),(20 1680.2367),(21 1716.2848),(22 1714.5077),(23 1713.6288),(24 1720.7626),(25 1722.1117),(26 1729.5295),(27 1754.767),(28 1731.9205),(29 1731.5366),(30 1734.9882),(31 1727.8931),(32 1739.1656),(33 1748.4014),(34 1740.1951),(35 1733.7423),(36 1743.3461),(37 1718.2402),(38 1707.7476),(39 1738.549),(40 1704.1699),(41 1697.2986),(42 1691.0913),(43 1682.3461),(44 1668.5656),(45 1673.325),(46 1666.0961),(47 1680.3314),(48 1688.0332),(49 1667.6305),(50 1686.7986),(51 1710.629),(52 1694.5574),(53 1710.8704),(54 1721.7391),(55 1715.7402),(56 1723.2874),(57 1736.6973),(58 1736.8503),(59 1741.6008),(60 1736.435),(61 1736.7076),(62 1754.9983),(63 1781.7411),(64 1757.4534),(65 1766.8304),(66 1793.9534),(67 1791.3563),(68 1793.5948),(69 1803.6437),(70 1818.0894),(71 1817.5936),(72 1827.9242),(73 1819.0314),(74 1824.0344),(75 1849.9343),(76 1836.5908),(77 1856.8873),(78 1858.1648),(79 1850.0237),
(1 523.40656),(2 736.65515),(3 936.7971),(4 1034.9808),(5 1125.4327),(6 1194.75),(7 1235.9054),(8 1294.5348),(9 1339.2184),(10 1368.1836),(11 1401.2804),(12 1432.8585),(13 1462.5836),(14 1477.6991),(15 1518.2628),(16 1536.8949),(17 1567.727),(18 1582.8186),(19 1605.1484),(20 1613.4149),(21 1634.0679),(22 1631.8295),(23 1652.2903),(24 1673.5686),(25 1672.1328),(26 1663.4163),(27 1706.989),(28 1680.4838),(29 1675.3428),(30 1678.0472),(31 1669.6921),(32 1681.8759),(33 1694.016),(34 1688.0625),(35 1690.1423),(36 1715.9236),(37 1716.5184),(38 1714.6251),(39 1749.5745),(40 1731.4261),(41 1735.2595),(42 1738.6936),(43 1737.6791),(44 1740.4043),(45 1750.6384),(46 1734.6659),(47 1749.6218),(48 1760.0001),(49 1765.8444),(50 1759.3235),(51 1795.5486),(52 1786.499),(53 1801.6497),(54 1808.5919),(55 1802.368),(56 1802.978),(57 1824.9762),(58 1818.467),(59 1828.7848),(60 1821.6759),(61 1817.2427),(62 1822.2186),(63 1834.5359),(64 1813.9316),(65 1820.3647),(66 1825.2115),(67 1817.57),(68 1827.4513),(69 1836.9694),(70 1842.5553),(71 1843.251),(72 1864.0652),(73 1864.8668),(74 1847.8754),(75 1870.8602),(76 1867.366),(77 1891.5902),(78 1902.9413),(79 1896.3329),
(1 511.42624),(2 703.81665),(3 893.3486),(4 984.18115),(5 1074.0476),(6 1142.3729),(7 1178.6299),(8 1233.8339),(9 1272.3223),(10 1299.6293),(11 1328.8918),(12 1354.7552),(13 1374.6316),(14 1394.479),(15 1435.385),(16 1455.5638),(17 1485.5977),(18 1522.698),(19 1527.6716),(20 1549.3508),(21 1565.1442),(22 1564.2025),(23 1583.8341),(24 1609.6268),(25 1605.7341),(26 1608.9758),(27 1656.207),(28 1651.2739),(29 1656.0869),(30 1672.6686),(31 1657.2139),(32 1651.9359),(33 1662.4742),(34 1651.6605),(35 1662.0156),(36 1672.632),(37 1673.5121),(38 1661.6444),(39 1692.4363),(40 1684.4587),(41 1685.717),(42 1697.7859),(43 1693.0094),(44 1703.8994),(45 1722.0273),(46 1695.8323),(47 1707.4751),(48 1722.5691),(49 1702.5328),(50 1707.7449),(51 1730.9406),(52 1721.2094),(53 1728.6803),(54 1742.6808),(55 1740.2863),(56 1722.8209),(57 1740.1643),(58 1740.8553),(59 1738.106),(60 1749.4692),(61 1736.284),(62 1746.844),(63 1771.2559),(64 1748.0981),(65 1762.4883),(66 1778.7559),(67 1775.3751),(68 1788.1387),(69 1787.0153),(70 1762.8706),(71 1771.8665),(72 1787.5394),(73 1788.6409),(74 1784.7362),(75 1831.8829),(76 1815.4861),(77 1840.8804),(78 1861.8918),(79 1867.9238),
(1 499.09738),(2 690.8604),(3 894.3713),(4 989.25024),(5 1073.7814),(6 1138.7609),(7 1166.9554),(8 1224.6335),(9 1272.48),(10 1289.6992),(11 1328.6694),(12 1363.1105),(13 1376.215),(14 1390.3622),(15 1425.4929),(16 1440.0704),(17 1456.9056),(18 1475.3479),(19 1486.9302),(20 1512.1051),(21 1533.883),(22 1540.8446),(23 1567.1051),(24 1578.2842),(25 1586.3164),(26 1585.0931),(27 1603.806),(28 1591.4207),(29 1608.0356),(30 1620.3422),(31 1614.2313),(32 1624.4658),(33 1654.2076),(34 1653.0465),(35 1665.6068),(36 1676.9872),(37 1665.7303),(38 1674.135),(39 1697.8713),(40 1679.3285),(41 1686.1646),(42 1707.3854),(43 1688.559),(44 1706.2471),(45 1724.103),(46 1689.3319),(47 1677.5409),(48 1680.3069),(49 1672.368),(50 1682.485),(51 1703.0801),(52 1678.085),(53 1702.2806),(54 1695.1316),(55 1679.4186),(56 1675.4205),(57 1671.5176),(58 1664.4471),(59 1665.2039),(60 1663.8618),(61 1643.18),(62 1649.109),(63 1677.8293),(64 1664.7069),(65 1684.6091),(66 1706.267),(67 1696.9526),(68 1700.6466),(69 1715.1931),(70 1691.9973),(71 1702.4761),(72 1728.6299),(73 1724.615),(74 1742.4454),(75 1755.7161),(76 1750.027),(77 1770.4493),(78 1806.0494),(79 1805.912),
