1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79536.01),(2 282891.63),(3 592443.8),(4 968519.3),(5 1388657.1),(6 1802003.4),(7 2212640),(8 2600696.8),(9 2937166.8),(10 3220376),(11 3444015),(12 3595228),(13 3681372.3),(14 3699900),(15 3706602),(16 3726112),(17 3718508),(18 3760019.8),(19 3913669.3),(20 4166115),(21 4486752.5),(22 4901677.5),(23 5382964.5),(24 5957830.5),(25 6583076.5),(26 7310844),(27 8180611.5),(28 9219488),(29 10386760),(30 11699080),(31 13107420),(32 14484901),(33 15966563),(34 17542190),(35 19128684),(36 20761946),(37 22454432),(38 24183194),(39 25918838),(40 27644602),(41 29361592),(42 31099306),(43 32740834),(44 34274170),(45 35678620),(46 37074130),(47 38194412),(48 39141292),(49 39904764),(50 40448696),(51 40673890),(52 40792188),(53 40662932),(54 40402790),(55 40038310),(56 39689600),(57 39332444),(58 38906224),(59 38330156),(60 37700316),(61 36977932),(62 36187852),(63 35282440),(64 34391684),(65 33515018),(66 32692472),(67 31777768),(68 30858174),(69 29964290),(70 29092942),(71 28265168),(72 27550688),(73 26889498),(74 26337592),(75 25848178),(76 25510950),(77 25289728),(78 25084256),(79 24979920),
(1 51.20288),(2 61.360447),(3 68.40256),(4 73.08446),(5 75.96034),(6 78.53512),(7 80.68516),(8 81.4634),(9 83.908165),(10 84.31217),(11 85.71621),(12 86.309074),(13 88.07707),(14 88.64763),(15 89.470535),(16 90.11931),(17 90.63229),(18 91.13794),(19 91.41112),(20 91.6217),(21 91.76727),(22 93.01684),(23 92.989815),(24 94.13428),(25 94.23054),(26 94.54013),(27 93.7322),(28 94.740135),(29 95.740974),(30 96.33719),(31 96.33856),(32 97.091156),(33 97.886406),(34 97.83756),(35 97.97614),(36 98.657364),(37 98.5468),(38 98.76555),(39 98.50213),(40 98.662605),(41 99.251884),(42 99.2133),(43 99.64661),(44 100.125946),(45 99.905556),(46 101.12634),(47 101.79095),(48 101.77305),(49 101.88461),(50 101.73326),(51 102.16869),(52 101.72005),(53 102.73564),(54 102.80469),(55 102.56024),(56 103.01839),(57 102.435295),(58 103.60107),(59 103.05877),(60 103.645454),(61 103.77084),(62 104.91555),(63 104.24017),(64 103.53126),(65 104.18444),(66 104.47933),(67 104.922424),(68 104.580605),(69 105.12639),(70 105.02451),(71 106.024185),(72 106.06465),(73 106.19254),(74 106.55068),(75 106.10272),(76 106.44045),(77 106.81703),(78 106.77887),(79 106.28714),
(1 50.881485),(2 60.820732),(3 69.02366),(4 73.3128),(5 75.933586),(6 77.90363),(7 80.69597),(8 81.74741),(9 84.04163),(10 84.78294),(11 85.919655),(12 86.491585),(13 88.84891),(14 89.69412),(15 89.14344),(16 89.7118),(17 89.83927),(18 90.503105),(19 90.85991),(20 90.986946),(21 91.610565),(22 92.04185),(23 92.55506),(24 93.89755),(25 93.83511),(26 94.88709),(27 95.14318),(28 95.81428),(29 96.30196),(30 96.261696),(31 96.6562),(32 96.83044),(33 98.2766),(34 98.14678),(35 98.78243),(36 98.76391),(37 99.42864),(38 99.39492),(39 99.42495),(40 100.64322),(41 100.896255),(42 101.89997),(43 102.55113),(44 103.089584),(45 103.83173),(46 102.951256),(47 102.642555),(48 102.69387),(49 103.21558),(50 103.33658),(51 103.04561),(52 101.86704),(53 102.37276),(54 102.04013),(55 101.73528),(56 101.4549),(57 101.94297),(58 102.59253),(59 102.29667),(60 103.042366),(61 102.600266),(62 102.79274),(63 101.927536),(64 102.81643),(65 102.2618),(66 102.48351),(67 102.387985),(68 102.77697),(69 102.27992),(70 102.87705),(71 103.945496),(72 104.14939),(73 104.754814),(74 105.61014),(75 105.108025),(76 105.96339),(77 105.881836),(78 106.1541),(79 105.02065),
(1 51.225212),(2 61.657227),(3 69.34905),(4 73.48829),(5 76.00267),(6 77.924164),(7 79.43937),(8 80.98964),(9 82.49148),(10 83.42507),(11 84.11684),(12 85.34815),(13 86.43196),(14 87.66136),(15 87.93477),(16 88.3343),(17 89.253784),(18 88.963715),(19 89.098755),(20 89.323395),(21 89.62952),(22 90.40674),(23 90.83552),(24 91.822716),(25 92.07507),(26 92.33252),(27 92.32067),(28 93.0994),(29 94.70763),(30 95.11165),(31 95.72972),(32 96.01238),(33 96.94854),(34 96.82952),(35 96.798836),(36 97.01023),(37 97.28734),(38 97.5609),(39 97.600365),(40 96.73808),(41 97.2706),(42 97.05799),(43 98.036964),(44 99.01934),(45 100.45533),(46 101.634186),(47 101.93227),(48 103.04609),(49 102.82828),(50 102.6992),(51 102.514656),(52 102.667404),(53 102.566765),(54 102.782715),(55 102.00225),(56 102.31807),(57 102.07541),(58 102.97869),(59 102.268555),(60 102.28023),(61 103.08079),(62 103.230774),(63 102.57892),(64 102.79237),(65 103.06979),(66 102.22697),(67 101.87182),(68 102.14802),(69 102.451584),(70 102.878944),(71 102.9382),(72 103.292656),(73 104.43228),(74 104.52094),(75 104.162254),(76 104.06169),(77 104.76097),(78 105.34542),(79 105.446754),
(1 50.260506),(2 60.592136),(3 67.35433),(4 71.25238),(5 75.026),(6 77.148636),(7 78.926956),(8 80.739334),(9 82.56755),(10 83.17804),(11 84.46615),(12 86.14036),(13 86.966774),(14 88.18813),(15 88.026306),(16 88.47712),(17 88.99981),(18 88.5776),(19 88.651054),(20 89.807396),(21 89.74323),(22 90.4367),(23 90.13543),(24 91.12014),(25 91.20915),(26 92.070786),(27 92.37688),(28 92.42618),(29 92.505486),(30 93.85827),(31 94.38295),(32 94.97205),(33 95.06689),(34 95.88351),(35 95.03009),(36 95.74182),(37 96.36476),(38 96.09262),(39 96.43007),(40 97.44504),(41 98.21489),(42 97.88533),(43 98.91846),(44 98.54832),(45 99.97674),(46 100.585945),(47 101.456856),(48 101.82744),(49 101.12124),(50 101.33346),(51 101.318344),(52 101.54161),(53 101.20422),(54 102.40467),(55 102.565285),(56 103.43004),(57 102.4031),(58 103.02423),(59 102.7137),(60 102.40844),(61 101.86994),(62 102.37514),(63 102.60827),(64 102.392914),(65 102.3135),(66 102.601295),(67 102.11723),(68 102.04348),(69 102.250656),(70 102.88135),(71 103.89667),(72 104.08403),(73 104.45076),(74 104.41348),(75 103.66492),(76 103.559044),(77 103.988045),(78 104.53428),(79 104.5128),
(1 50.71438),(2 60.97677),(3 68.63908),(4 72.87705),(5 76.51906),(6 78.20704),(7 80.11432),(8 82.12935),(9 82.195595),(10 83.919),(11 84.42469),(12 86.32084),(13 87.57796),(14 87.92117),(15 88.81453),(16 88.78779),(17 90.13663),(18 90.01688),(19 90.55881),(20 91.17997),(21 91.65968),(22 91.73025),(23 92.002464),(24 93.09351),(25 93.42612),(26 93.75948),(27 93.25678),(28 94.863),(29 94.81593),(30 96.551384),(31 97.27918),(32 97.96657),(33 98.5183),(34 98.41709),(35 98.21657),(36 99.28775),(37 99.32567),(38 99.43643),(39 99.41494),(40 99.767365),(41 101.61108),(42 101.00991),(43 101.156395),(44 101.518295),(45 101.46444),(46 102.25358),(47 101.81321),(48 103.134254),(49 103.295044),(50 102.43576),(51 102.19419),(52 103.03937),(53 102.6765),(54 104.2222),(55 103.64627),(56 104.04155),(57 104.08264),(58 104.78341),(59 104.65136),(60 105.10243),(61 105.47463),(62 105.57668),(63 105.30179),(64 104.92841),(65 104.81498),(66 105.18696),(67 104.94241),(68 104.437645),(69 104.48288),(70 104.07458),(71 104.929276),(72 104.78076),(73 105.40574),(74 106.122086),(75 105.968895),(76 105.70886),(77 105.61445),(78 105.50432),(79 105.26685),
(1 49.52602),(2 59.820255),(3 66.827324),(4 70.88042),(5 74.45759),(6 76.21849),(7 78.22394),(8 79.71188),(9 81.28551),(10 83.06169),(11 83.329124),(12 85.00629),(13 86.38381),(14 86.29712),(15 86.00753),(16 86.99161),(17 87.01757),(18 87.368065),(19 87.91606),(20 87.99039),(21 88.553444),(22 89.71333),(23 88.765175),(24 89.13126),(25 89.761116),(26 90.13178),(27 89.911896),(28 91.48084),(29 90.91283),(30 91.364265),(31 91.99116),(32 91.1141),(33 92.02573),(34 92.145065),(35 92.34031),(36 93.27237),(37 93.54576),(38 94.26263),(39 94.04238),(40 95.09532),(41 95.33236),(42 95.176735),(43 96.45631),(44 97.12215),(45 97.81445),(46 98.15434),(47 98.74344),(48 98.722855),(49 98.79295),(50 98.947495),(51 99.74771),(52 99.82778),(53 100.57357),(54 100.79491),(55 100.05557),(56 100.610374),(57 100.53271),(58 100.59478),(59 100.992676),(60 101.13792),(61 100.06041),(62 101.17199),(63 100.86928),(64 100.675186),(65 100.55091),(66 100.60419),(67 100.8691),(68 100.92175),(69 100.22285),(70 99.93972),(71 100.55162),(72 101.091644),(73 102.15105),(74 103.14059),(75 103.2908),(76 103.01859),(77 103.92608),(78 103.429504),(79 103.68172),
(1 50.07205),(2 60.514107),(3 67.66412),(4 72.59077),(5 75.68267),(6 77.41212),(7 79.18697),(8 80.33373),(9 81.42934),(10 82.996666),(11 83.970215),(12 84.85642),(13 85.85237),(14 86.70519),(15 87.07484),(16 87.66455),(17 88.3989),(18 88.40637),(19 88.40164),(20 89.23651),(21 89.77991),(22 89.95988),(23 89.98434),(24 91.00378),(25 91.623245),(26 92.125595),(27 91.92824),(28 92.371506),(29 92.25761),(30 92.565926),(31 93.954636),(32 94.14481),(33 94.99482),(34 95.711914),(35 96.34271),(36 96.66734),(37 96.96801),(38 96.71435),(39 97.58936),(40 97.47069),(41 97.63803),(42 97.49516),(43 98.18731),(44 99.12165),(45 98.804886),(46 99.371796),(47 100.00661),(48 100.402725),(49 100.76307),(50 101.43822),(51 100.81373),(52 100.99145),(53 101.00315),(54 101.08666),(55 101.31002),(56 101.24169),(57 101.676506),(58 101.75492),(59 102.067795),(60 101.55028),(61 100.83393),(62 100.995056),(63 101.5977),(64 101.80821),(65 101.48241),(66 101.42313),(67 101.69592),(68 101.648155),(69 102.12735),(70 102.0336),(71 101.7761),(72 102.09353),(73 102.47716),(74 103.43827),(75 103.548996),(76 103.72069),(77 103.80179),(78 104.18224),(79 103.64861),
(1 49.84245),(2 60.35853),(3 67.56001),(4 71.874146),(5 75.34314),(6 77.67589),(7 79.73164),(8 80.92486),(9 81.6529),(10 84.174255),(11 84.24763),(12 85.76195),(13 86.47056),(14 86.72389),(15 86.75615),(16 86.8806),(17 87.46771),(18 87.5567),(19 88.167625),(20 88.775764),(21 89.16988),(22 90.885605),(23 90.9952),(24 91.65004),(25 91.672264),(26 92.14922),(27 92.15871),(28 92.22783),(29 92.99233),(30 92.602455),(31 92.97154),(32 93.928),(33 94.10895),(34 95.122),(35 95.873505),(36 95.84109),(37 96.212074),(38 96.23536),(39 96.04961),(40 95.93759),(41 96.92193),(42 97.87264),(43 97.618805),(44 99.34277),(45 99.465294),(46 100.10391),(47 101.103584),(48 101.1485),(49 101.71689),(50 101.526695),(51 101.02629),(52 101.01116),(53 101.08467),(54 100.80831),(55 101.24381),(56 101.441765),(57 101.190186),(58 101.447754),(59 101.40681),(60 101.26951),(61 101.443695),(62 100.80214),(63 100.12315),(64 101.15658),(65 101.95625),(66 101.54213),(67 101.66006),(68 101.66889),(69 101.62291),(70 102.22445),(71 101.86847),(72 102.555756),(73 103.54571),(74 104.77905),(75 104.39117),(76 104.07268),(77 104.986206),(78 105.80375),(79 106.09341),
(1 49.91552),(2 59.973278),(3 66.69918),(4 72.01032),(5 75.65096),(6 78.36467),(7 80.51544),(8 81.9303),(9 82.04378),(10 83.69353),(11 84.47013),(12 85.69548),(13 86.89004),(14 87.40011),(15 87.2039),(16 87.91987),(17 88.66646),(18 88.900955),(19 88.55757),(20 89.17124),(21 89.81656),(22 90.736015),(23 90.88335),(24 91.72737),(25 91.87777),(26 92.716064),(27 92.20298),(28 92.37517),(29 93.08477),(30 93.508064),(31 93.70086),(32 93.63075),(33 94.17986),(34 95.09278),(35 94.88487),(36 95.457794),(37 95.596085),(38 96.42555),(39 95.836075),(40 96.12374),(41 96.55335),(42 96.63666),(43 96.504654),(44 96.56924),(45 97.150154),(46 97.09424),(47 97.52195),(48 98.74684),(49 100.58396),(50 100.54291),(51 100.46749),(52 100.73528),(53 101.18775),(54 101.480095),(55 102.01506),(56 101.134094),(57 101.04018),(58 102.01927),(59 102.13666),(60 101.82205),(61 102.63375),(62 102.37205),(63 101.61442),(64 102.472946),(65 102.56909),(66 103.19213),(67 102.92429),(68 102.73078),(69 102.871346),(70 102.501625),(71 102.327866),(72 103.22085),(73 104.734024),(74 104.54933),(75 104.02274),(76 104.59728),(77 104.59251),(78 104.29775),(79 103.9268),
(1 49.27378),(2 58.93068),(3 66.23464),(4 70.51826),(5 73.44785),(6 76.03756),(7 77.526855),(8 79.846924),(9 81.07202),(10 83.48569),(11 83.99042),(12 85.263725),(13 86.51221),(14 86.88692),(15 87.4178),(16 87.318855),(17 87.659256),(18 88.4333),(19 88.90193),(20 89.05601),(21 89.86755),(22 91.3616),(23 91.649635),(24 91.68823),(25 91.9159),(26 91.75453),(27 91.660225),(28 92.86782),(29 93.16201),(30 92.5999),(31 92.90598),(32 93.58476),(33 94.5285),(34 95.70565),(35 96.63649),(36 96.70687),(37 97.17167),(38 97.42215),(39 96.51894),(40 97.44286),(41 98.49663),(42 98.69064),(43 97.98495),(44 98.94019),(45 99.50289),(46 99.41941),(47 99.71818),(48 100.43224),(49 100.43414),(50 100.43563),(51 100.23747),(52 100.568405),(53 100.98709),(54 100.714806),(55 100.16874),(56 99.6922),(57 99.80619),(58 100.51221),(59 100.04305),(60 100.371925),(61 100.8589),(62 100.9108),(63 99.95015),(64 100.26398),(65 99.949554),(66 100.72385),(67 100.330444),(68 100.536705),(69 99.44628),(70 99.11564),(71 99.74179),(72 99.81814),(73 100.78121),(74 101.11554),(75 100.5521),(76 101.23754),(77 100.9214),(78 101.82136),(79 101.62433),
(1 48.363487),(2 58.114124),(3 65.599144),(4 69.75963),(5 73.406395),(6 75.63024),(7 76.82125),(8 77.18402),(9 79.498),(10 81.295296),(11 81.96855),(12 82.88187),(13 84.22867),(14 85.03185),(15 85.529205),(16 85.2125),(17 86.55626),(18 87.107025),(19 87.75969),(20 88.129456),(21 88.38602),(22 89.042854),(23 88.84618),(24 90.28236),(25 90.31465),(26 91.2696),(27 91.21487),(28 91.4817),(29 92.43404),(30 92.50467),(31 93.573364),(32 93.670616),(33 93.92878),(34 93.91802),(35 93.82079),(36 94.69094),(37 95.60128),(38 95.884796),(39 95.199234),(40 95.02503),(41 95.6326),(42 95.03415),(43 95.636955),(44 95.60104),(45 96.64246),(46 97.144104),(47 97.98395),(48 98.851204),(49 98.68896),(50 98.89184),(51 99.33519),(52 99.366585),(53 100.54428),(54 100.46927),(55 100.3286),(56 99.50019),(57 100.15157),(58 100.77724),(59 100.36736),(60 100.555374),(61 100.87498),(62 100.99406),(63 100.53216),(64 99.93593),(65 99.885796),(66 100.46274),(67 100.29915),(68 99.75422),(69 99.408966),(70 99.87934),(71 100.02329),(72 99.96615),(73 100.982765),(74 100.77696),(75 100.17516),(76 99.83186),(77 99.94223),(78 100.179535),(79 100.53286),
(1 49.244072),(2 58.873165),(3 66.110176),(4 70.2778),(5 73.362404),(6 75.68933),(7 77.5438),(8 78.99947),(9 80.11044),(10 81.83185),(11 82.980545),(12 83.63619),(13 84.09916),(14 84.80857),(15 85.34986),(16 85.83654),(17 85.97262),(18 86.044624),(19 85.530334),(20 86.695076),(21 86.418526),(22 86.61686),(23 87.20755),(24 87.79075),(25 88.30471),(26 88.50689),(27 88.96408),(28 89.130844),(29 90.29296),(30 91.32645),(31 92.095436),(32 91.44736),(33 91.848404),(34 92.27663),(35 92.278824),(36 92.53965),(37 92.8653),(38 94.163216),(39 94.4118),(40 94.89014),(41 94.94775),(42 95.28698),(43 96.50526),(44 97.114555),(45 97.918625),(46 98.14005),(47 98.22549),(48 98.34626),(49 99.1427),(50 99.89121),(51 99.726006),(52 99.1522),(53 98.79682),(54 99.069435),(55 97.75469),(56 98.694916),(57 98.934685),(58 99.108505),(59 99.6864),(60 99.2016),(61 100.04971),(62 99.846306),(63 99.15915),(64 99.49817),(65 99.65749),(66 99.97741),(67 99.60125),(68 99.399254),(69 98.9834),(70 99.02669),(71 99.32037),(72 100.27911),(73 100.37233),(74 101.178696),(75 101.66291),(76 101.62456),(77 102.41731),(78 102.98249),(79 102.8175),
(1 48.82536),(2 58.793434),(3 65.38326),(4 69.83265),(5 72.61638),(6 75.0055),(7 76.60307),(8 77.64228),(9 79.025986),(10 80.08261),(11 81.23129),(12 82.05873),(13 83.366035),(14 83.18134),(15 83.84967),(16 84.29677),(17 84.974785),(18 86.27657),(19 86.312744),(20 86.92557),(21 86.96451),(22 88.29361),(23 87.91033),(24 88.649284),(25 89.230255),(26 89.40372),(27 89.38635),(28 90.42855),(29 90.78),(30 91.0118),(31 91.86207),(32 92.38676),(33 93.09859),(34 93.25719),(35 93.49432),(36 94.310265),(37 94.67124),(38 95.485275),(39 94.898415),(40 94.13535),(41 94.23043),(42 94.75776),(43 95.60015),(44 95.84037),(45 95.895325),(46 95.92304),(47 97.52796),(48 97.354355),(49 97.668205),(50 97.686676),(51 98.14361),(52 98.23753),(53 97.66884),(54 98.49116),(55 98.11282),(56 98.28586),(57 98.55622),(58 98.42425),(59 98.4455),(60 98.153465),(61 98.77733),(62 99.50888),(63 98.34453),(64 99.248924),(65 100.155914),(66 100.70011),(67 100.65613),(68 100.28232),(69 100.35534),(70 100.64573),(71 101.14996),(72 101.62371),(73 102.75947),(74 102.25972),(75 101.223495),(76 101.49256),(77 101.6902),(78 101.495636),(79 101.400246),
(1 49.01025),(2 58.70404),(3 66.33489),(4 70.5705),(5 73.19872),(6 75.28542),(7 76.98701),(8 78.16417),(9 79.93503),(10 81.57276),(11 83.076195),(12 83.407166),(13 84.91734),(14 85.65044),(15 85.089294),(16 85.659256),(17 86.43795),(18 86.216225),(19 86.876686),(20 87.188805),(21 87.61698),(22 88.964966),(23 89.43609),(24 89.35788),(25 90.20119),(26 90.48021),(27 90.15237),(28 90.29823),(29 90.89638),(30 91.37852),(31 91.87664),(32 92.36821),(33 93.07469),(34 93.49424),(35 93.87549),(36 94.174576),(37 94.35343),(38 95.300316),(39 95.80582),(40 95.89963),(41 96.118034),(42 96.243286),(43 96.26771),(44 96.38945),(45 96.99929),(46 98.90265),(47 99.98358),(48 99.600914),(49 98.99575),(50 99.38312),(51 100.59239),(52 100.45699),(53 99.90475),(54 100.541),(55 101.66068),(56 101.856125),(57 102.76749),(58 103.09768),(59 102.65331),(60 102.951485),(61 102.84756),(62 103.027725),(63 103.39917),(64 102.82597),(65 102.53034),(66 102.44622),(67 102.65828),(68 102.30956),(69 102.02486),(70 102.19247),(71 103.15256),(72 101.87525),(73 102.24842),(74 102.72688),(75 102.46282),(76 101.76119),(77 101.88639),(78 101.31803),(79 100.69427),
(1 48.568268),(2 57.95457),(3 64.42354),(4 69.28835),(5 72.31673),(6 75.37528),(7 77.038635),(8 78.62069),(9 79.62325),(10 80.98913),(11 81.86176),(12 82.58919),(13 84.50651),(14 84.95081),(15 85.137),(16 85.49194),(17 85.743515),(18 86.2),(19 86.52188),(20 87.170235),(21 86.13158),(22 86.69821),(23 86.48747),(24 86.79586),(25 87.86685),(26 88.27814),(27 88.05258),(28 89.12623),(29 89.34375),(30 90.39769),(31 90.829765),(32 90.968094),(33 91.49914),(34 90.96292),(35 91.71015),(36 92.01419),(37 93.156075),(38 93.750626),(39 93.60447),(40 93.25133),(41 93.58881),(42 93.477554),(43 93.88657),(44 94.85084),(45 94.975655),(46 96.18082),(47 95.97445),(48 96.72683),(49 96.68354),(50 97.01537),(51 97.03042),(52 96.798515),(53 96.83144),(54 97.0541),(55 97.040054),(56 97.66298),(57 97.34753),(58 98.58356),(59 97.89753),(60 98.02114),(61 99.048386),(62 99.45377),(63 98.5596),(64 99.63074),(65 99.56506),(66 99.139404),(67 98.613106),(68 99.225334),(69 98.949005),(70 98.23689),(71 99.594986),(72 99.42811),(73 100.3469),(74 100.16233),(75 100.483795),(76 101.36757),(77 101.221725),(78 101.525116),(79 100.45459),
(1 48.181797),(2 57.69723),(3 64.47582),(4 68.85638),(5 71.61513),(6 73.77229),(7 75.93059),(8 77.075905),(9 78.547104),(10 79.81372),(11 80.14795),(12 81.02552),(13 82.32579),(14 82.81106),(15 82.81871),(16 83.38805),(17 83.89657),(18 84.22865),(19 84.25643),(20 84.496506),(21 84.46812),(22 85.163284),(23 85.252815),(24 86.23672),(25 87.26306),(26 87.57693),(27 87.57244),(28 88.561905),(29 88.23432),(30 89.118416),(31 89.40259),(32 89.69166),(33 90.58268),(34 90.37071),(35 90.54488),(36 91.42613),(37 91.94507),(38 91.82072),(39 91.70322),(40 91.90697),(41 92.99243),(42 93.36878),(43 93.813286),(44 95.3396),(45 94.75645),(46 96.09521),(47 95.06953),(48 95.95635),(49 96.93835),(50 96.372375),(51 96.374535),(52 95.861534),(53 96.15044),(54 96.60922),(55 96.03272),(56 96.485146),(57 95.850624),(58 97.305504),(59 96.85325),(60 97.507164),(61 97.56244),(62 97.828835),(63 97.11075),(64 97.73015),(65 97.19229),(66 97.13555),(67 97.70084),(68 97.18047),(69 97.54525),(70 97.75643),(71 97.90827),(72 99.199554),(73 98.79354),(74 100.14232),(75 99.53909),(76 99.519554),(77 100.36001),(78 99.81018),(79 99.782036),
(1 47.731728),(2 57.72944),(3 64.490845),(4 69.236244),(5 71.68835),(6 73.691605),(7 75.70672),(8 77.9096),(9 79.13951),(10 80.772514),(11 81.93152),(12 83.10962),(13 84.32574),(14 85.00939),(15 85.07056),(16 85.273766),(17 85.22143),(18 86.541),(19 86.10301),(20 86.67561),(21 86.901054),(22 87.38856),(23 87.083115),(24 87.86088),(25 87.749016),(26 88.55408),(27 88.1331),(28 89.35263),(29 89.01522),(30 90.1555),(31 90.68456),(32 91.354614),(33 92.43898),(34 92.88386),(35 92.79281),(36 93.6918),(37 93.26807),(38 94.257866),(39 93.093895),(40 93.68803),(41 93.556366),(42 93.76196),(43 94.25749),(44 94.9603),(45 94.00886),(46 94.88786),(47 96.07651),(48 96.12659),(49 95.942894),(50 96.36051),(51 96.09251),(52 96.936226),(53 97.06558),(54 97.7003),(55 97.24857),(56 96.64282),(57 97.23502),(58 97.34715),(59 97.39133),(60 97.695724),(61 97.797516),(62 98.034164),(63 97.82636),(64 97.09648),(65 97.5952),(66 98.20622),(67 98.28301),(68 98.08522),(69 97.81308),(70 97.99228),(71 97.8518),(72 98.72564),(73 98.76314),(74 100.06518),(75 98.98605),(76 99.41278),(77 99.828354),(78 98.766525),(79 99.49402),
(1 47.184982),(2 57.2489),(3 62.861515),(4 67.18092),(5 69.88978),(6 71.69414),(7 74.32994),(8 75.06136),(9 77.96489),(10 78.578476),(11 78.71698),(12 79.48754),(13 81.16064),(14 81.92413),(15 82.026886),(16 82.417145),(17 82.79649),(18 83.28214),(19 83.31012),(20 83.775604),(21 83.94933),(22 84.22988),(23 83.485756),(24 83.513565),(25 83.67213),(26 84.46426),(27 84.78071),(28 85.820496),(29 86.20258),(30 86.57526),(31 87.97185),(32 88.50383),(33 88.825836),(34 89.488686),(35 90.217094),(36 90.244415),(37 90.254845),(38 91.714836),(39 91.2522),(40 92.24121),(41 92.88772),(42 93.24216),(43 92.81125),(44 93.73364),(45 93.5872),(46 94.2033),(47 95.29718),(48 96.310104),(49 95.62815),(50 96.84953),(51 96.79255),(52 96.127335),(53 96.17185),(54 96.362045),(55 95.95675),(56 95.92219),(57 95.99155),(58 96.63134),(59 95.673805),(60 95.764885),(61 95.77163),(62 94.867516),(63 94.073265),(64 94.161194),(65 94.64139),(66 94.39255),(67 94.3641),(68 93.76981),(69 93.0935),(70 92.559814),(71 92.94702),(72 93.266846),(73 93.745964),(74 94.437836),(75 93.566765),(76 94.2049),(77 93.91648),(78 94.64445),(79 95.32592),
