1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 107753.164),(2 381777.9),(3 790978.7),(4 1308021.1),(5 1911924),(6 2571432),(7 3281298),(8 3999480.8),(9 4707892),(10 5381842.5),(11 6039045.5),(12 6688770),(13 7348641.5),(14 8066492),(15 8820223),(16 9621199),(17 10515011),(18 11401632),(19 12352816),(20 13293339),(21 14223340),(22 15198772),(23 16218181),(24 17259614),(25 18295214),(26 19277454),(27 20358168),(28 21516392),(29 22785730),(30 24098064),(31 25476606),(32 26859326),(33 28292970),(34 29918888),(35 31652912),(36 33436680),(37 35319790),(38 37213020),(39 38935330),(40 40660370),(41 42393790),(42 44247860),(43 46013036),(44 47787170),(45 49613468),(46 51397664),(47 53485760),(48 55671230),(49 57936428),(50 60077790),(51 62206690),(52 64162948),(53 65946160),(54 67947030),(55 69875460),(56 71799030),(57 73452216),(58 75062750),(59 76737544),(60 78541750),(61 80336640),(62 82037280),(63 83657496),(64 85236040),(65 86864170),(66 88328870),(67 89890560),(68 91440860),(69 93509290),(70 95287304),(71 97295100),(72 99356200),(73 101611390),(74 103988800),(75 106288840),(76 108539720),(77 110549464),(78 112479030),(79 113831624),
(1 33.05637),(2 42.74508),(3 49.79014),(4 54.010223),(5 57.059258),(6 59.221645),(7 60.81835),(8 62.102913),(9 62.56655),(10 61.94899),(11 62.62424),(12 62.37281),(13 63.634422),(14 64.19466),(15 65.31743),(16 65.652756),(17 65.76288),(18 65.7423),(19 66.18659),(20 65.69122),(21 66.25027),(22 65.161064),(23 64.92495),(24 64.84505),(25 64.88534),(26 65.0482),(27 64.78268),(28 64.76472),(29 65.579765),(30 65.18145),(31 66.084465),(32 66.591576),(33 67.51868),(34 67.003716),(35 67.714645),(36 67.99571),(37 68.52095),(38 68.514755),(39 68.12927),(40 67.84172),(41 67.5929),(42 66.82),(43 67.51441),(44 68.03919),(45 68.623566),(46 69.76004),(47 71.27721),(48 71.6067),(49 72.741035),(50 72.70464),(51 73.296364),(52 72.66078),(53 72.6421),(54 73.07962),(55 73.199875),(56 72.98909),(57 72.793175),(58 72.508545),(59 72.85899),(60 73.221825),(61 73.53512),(62 72.9928),(63 74.227684),(64 73.6753),(65 74.733826),(66 75.80965),(67 76.59814),(68 76.460655),(69 77.46777),(70 77.16029),(71 78.651085),(72 79.8461),(73 80.53901),(74 81.40119),(75 82.51113),(76 82.26096),(77 82.75405),(78 82.574326),(79 83.086624),
(1 32.96478),(2 43.071987),(3 49.115173),(4 53.20548),(5 56.66738),(6 58.36147),(7 60.143047),(8 60.812534),(9 60.76375),(10 61.1124),(11 61.77702),(12 61.244976),(13 62.185463),(14 63.099903),(15 63.805504),(16 63.739983),(17 64.950035),(18 64.12554),(19 64.74209),(20 64.79945),(21 64.67909),(22 63.79941),(23 63.72323),(24 62.972015),(25 63.469116),(26 63.458324),(27 64.09397),(28 63.75259),(29 64.56824),(30 64.84405),(31 65.44024),(32 65.50165),(33 66.33274),(34 66.14723),(35 66.96363),(36 67.100365),(37 67.89419),(38 67.932686),(39 68.16698),(40 67.05657),(41 68.09312),(42 67.77435),(43 68.71551),(44 69.186),(45 70.609695),(46 71.28507),(47 71.97074),(48 72.250046),(49 72.991905),(50 72.26897),(51 73.662186),(52 73.227295),(53 73.50421),(54 73.0178),(55 73.268745),(56 73.41541),(57 74.09182),(58 74.28641),(59 74.37369),(60 74.23192),(61 76.10376),(62 75.51768),(63 75.537865),(64 74.94987),(65 75.750496),(66 75.743996),(67 76.89146),(68 77.01343),(69 77.782265),(70 78.35657),(71 79.60973),(72 80.41462),(73 81.01805),(74 81.06745),(75 81.96295),(76 80.98767),(77 81.772835),(78 81.354195),(79 82.11144),
(1 32.908558),(2 41.982174),(3 48.951878),(4 52.29352),(5 56.517403),(6 58.284676),(7 59.873165),(8 60.501625),(9 61.44983),(10 61.012707),(11 61.602684),(12 61.96168),(13 62.86028),(14 63.41167),(15 64.32813),(16 64.44276),(17 64.51334),(18 64.065025),(19 63.83318),(20 63.620358),(21 64.098694),(22 63.486057),(23 63.452805),(24 62.31465),(25 62.80383),(26 62.87806),(27 63.38933),(28 63.478634),(29 63.783726),(30 63.731606),(31 64.38575),(32 64.854515),(33 65.91179),(34 65.800285),(35 66.05908),(36 66.66308),(37 68.29081),(38 68.15141),(39 68.84465),(40 68.28774),(41 68.766106),(42 68.75377),(43 69.168365),(44 69.443695),(45 70.47312),(46 70.97344),(47 71.909096),(48 71.19148),(49 71.85414),(50 71.49656),(51 72.22822),(52 71.4803),(53 72.64117),(54 72.62595),(55 73.74908),(56 73.2313),(57 73.93445),(58 74.33846),(59 74.472916),(60 74.389046),(61 74.97737),(62 74.089935),(63 74.060074),(64 74.47853),(65 74.61994),(66 75.36546),(67 76.113045),(68 76.92003),(69 78.09175),(70 77.84678),(71 79.40824),(72 80.34936),(73 81.70001),(74 82.39699),(75 83.13545),(76 83.160965),(77 83.75847),(78 82.9999),(79 83.68374),
(1 33.031242),(2 41.943764),(3 48.42182),(4 51.683147),(5 55.063793),(6 57.35393),(7 59.211105),(8 59.67647),(9 60.465576),(10 60.193176),(11 61.23354),(12 60.814472),(13 61.60231),(14 62.058693),(15 63.04366),(16 63.56625),(17 64.05444),(18 64.52301),(19 64.389046),(20 64.29159),(21 64.35274),(22 63.776955),(23 63.85195),(24 62.562),(25 63.06828),(26 62.80128),(27 63.15185),(28 63.11101),(29 63.276665),(30 63.951736),(31 65.05535),(32 65.913666),(33 66.79686),(34 67.0052),(35 67.51289),(36 67.72826),(37 67.93591),(38 67.669075),(39 68.03465),(40 67.12455),(41 67.920746),(42 67.258575),(43 68.042114),(44 68.16012),(45 69.66031),(46 70.304436),(47 71.74938),(48 71.4602),(49 72.55306),(50 71.87489),(51 71.94289),(52 72.10503),(53 72.7602),(54 72.7818),(55 72.71281),(56 72.50897),(57 73.37397),(58 74.12409),(59 74.23405),(60 74.02775),(61 74.2721),(62 74.13757),(63 74.81927),(64 74.88057),(65 75.5984),(66 76.050285),(67 76.9967),(68 77.090935),(69 77.5545),(70 77.37773),(71 77.83273),(72 78.46372),(73 79.70286),(74 79.9914),(75 80.720795),(76 80.26411),(77 81.134056),(78 80.70735),(79 81.15837),
(1 32.403732),(2 41.76061),(3 48.69668),(4 51.95038),(5 54.683243),(6 56.74445),(7 59.050194),(8 59.51999),(9 60.071907),(10 59.492622),(11 60.024788),(12 60.4153),(13 60.6263),(14 61.039433),(15 62.11304),(16 62.127823),(17 62.15084),(18 62.672375),(19 63.477947),(20 62.94556),(21 62.855045),(22 62.71028),(23 62.678017),(24 62.20471),(25 62.54979),(26 62.24284),(27 62.16101),(28 61.930923),(29 62.813057),(30 62.88241),(31 63.630054),(32 64.27355),(33 65.134964),(34 65.23401),(35 65.52745),(36 65.82439),(37 66.904625),(38 67.05534),(39 66.22641),(40 65.41963),(41 65.119606),(42 64.908745),(43 65.88126),(44 66.13043),(45 67.30107),(46 67.903496),(47 68.64208),(48 69.03405),(49 69.36365),(50 68.934),(51 69.853195),(52 69.28073),(53 69.96256),(54 70.46698),(55 70.81167),(56 69.82131),(57 70.36389),(58 69.9691),(59 70.597885),(60 70.51129),(61 71.92947),(62 71.84416),(63 72.75197),(64 72.943954),(65 73.446236),(66 73.6005),(67 74.068375),(68 74.591095),(69 75.411316),(70 75.42631),(71 76.54921),(72 76.71168),(73 77.57453),(74 78.55954),(75 79.86056),(76 80.06752),(77 80.23657),(78 79.61738),(79 80.98025),
(1 32.134712),(2 41.468536),(3 47.92704),(4 51.813213),(5 55.268036),(6 57.608994),(7 59.203026),(8 60.14786),(9 60.658188),(10 60.409668),(11 60.58717),(12 60.51824),(13 61.09463),(14 61.351746),(15 61.972168),(16 62.587757),(17 62.576153),(18 62.645935),(19 62.794895),(20 62.536808),(21 63.60787),(22 63.257397),(23 63.20388),(24 62.200092),(25 62.713905),(26 62.37687),(27 62.7875),(28 62.425835),(29 62.80965),(30 62.839382),(31 63.86048),(32 64.36821),(33 65.33642),(34 65.56764),(35 66.80304),(36 66.976364),(37 67.33726),(38 67.387856),(39 67.31607),(40 67.62574),(41 67.97852),(42 67.70019),(43 68.15669),(44 68.41901),(45 69.32691),(46 69.807915),(47 70.86879),(48 71.23329),(49 71.829735),(50 71.62623),(51 72.40539),(52 72.31934),(53 73.285),(54 73.407715),(55 73.60913),(56 72.78636),(57 73.97406),(58 74.08534),(59 74.45266),(60 73.72464),(61 74.44338),(62 73.15794),(63 73.57305),(64 73.33097),(65 74.47811),(66 74.60803),(67 75.82867),(68 75.678406),(69 77.05106),(70 77.179955),(71 78.05807),(72 79.04091),(73 79.489426),(74 79.55498),(75 81.00233),(76 81.54418),(77 82.27981),(78 81.82586),(79 82.91271),
(1 32.4567),(2 41.745235),(3 48.257698),(4 52.167732),(5 55.79959),(6 57.674316),(7 59.069893),(8 59.346027),(9 59.631065),(10 59.626057),(11 60.061867),(12 60.11605),(13 61.37073),(14 61.821),(15 62.109306),(16 62.125225),(17 62.581886),(18 62.138844),(19 63.072483),(20 63.08373),(21 63.100143),(22 62.250584),(23 61.929882),(24 61.28758),(25 61.51574),(26 61.44907),(27 61.042114),(28 60.96553),(29 61.16279),(30 61.445694),(31 62.143044),(32 62.782726),(33 63.709778),(34 63.637146),(35 64.42511),(36 64.12146),(37 64.72831),(38 65.02428),(39 65.14),(40 64.68289),(41 65.63945),(42 64.590866),(43 65.26299),(44 65.91913),(45 65.845345),(46 67.14953),(47 67.511055),(48 67.469025),(49 68.0129),(50 67.7975),(51 68.307236),(52 68.618164),(53 69.09712),(54 69.180626),(55 69.7399),(56 69.59132),(57 69.99474),(58 70.00495),(59 70.44023),(60 71.05148),(61 72.11314),(62 71.50508),(63 71.392),(64 71.80207),(65 72.80552),(66 73.182335),(67 74.22956),(68 74.7465),(69 75.92418),(70 76.43311),(71 76.96588),(72 77.65914),(73 78.339645),(74 78.91449),(75 80.177826),(76 79.97752),(77 80.21873),(78 79.96367),(79 80.405785),
(1 32.310783),(2 41.336704),(3 47.753242),(4 51.391525),(5 54.466667),(6 56.06574),(7 57.96222),(8 58.867855),(9 59.374435),(10 59.099026),(11 59.275063),(12 59.50657),(13 60.152107),(14 59.892715),(15 60.72806),(16 60.66663),(17 61.043266),(18 60.936913),(19 61.21413),(20 61.496017),(21 61.43337),(22 60.806877),(23 60.0562),(24 59.70228),(25 59.571194),(26 60.096474),(27 60.465992),(28 60.53976),(29 60.783596),(30 61.10299),(31 61.86179),(32 62.48095),(33 63.294796),(34 63.67605),(35 64.81107),(36 64.51307),(37 65.07261),(38 64.79313),(39 64.80087),(40 64.57913),(41 65.16228),(42 64.76612),(43 65.364624),(44 65.88389),(45 66.82105),(46 66.87949),(47 67.997635),(48 67.84611),(49 68.73575),(50 68.088326),(51 68.475044),(52 68.68234),(53 68.77728),(54 68.59504),(55 69.29754),(56 69.026054),(57 69.688965),(58 69.26118),(59 69.85979),(60 70.16636),(61 70.88318),(62 70.18669),(63 69.862656),(64 69.77215),(65 70.13166),(66 70.3711),(67 71.2963),(68 71.190956),(69 71.82821),(70 71.87698),(71 72.90434),(72 73.13978),(73 73.783875),(74 74.76407),(75 75.95455),(76 76.03153),(77 76.83355),(78 76.881676),(79 77.221924),
(1 31.633804),(2 40.80865),(3 47.194073),(4 51.60465),(5 54.990704),(6 56.642303),(7 58.194912),(8 58.74054),(9 59.228497),(10 59.07869),(11 59.821915),(12 60.265614),(13 60.47846),(14 61.27777),(15 62.090042),(16 61.920063),(17 62.68686),(18 62.991848),(19 63.49894),(20 63.763348),(21 64.14577),(22 63.72796),(23 63.749348),(24 63.482883),(25 63.483154),(26 63.031853),(27 63.51067),(28 63.599957),(29 63.53463),(30 63.84363),(31 64.33144),(32 64.97647),(33 65.59764),(34 65.664444),(35 66.26055),(36 66.08291),(37 67.09798),(38 66.39403),(39 65.80487),(40 65.66957),(41 65.46079),(42 64.94137),(43 65.82007),(44 66.00787),(45 67.1069),(46 67.183044),(47 68.90675),(48 69.01083),(49 69.5248),(50 70.186966),(51 70.30857),(52 69.985504),(53 70.96176),(54 71.525604),(55 72.551216),(56 72.45488),(57 72.6471),(58 72.635185),(59 73.38054),(60 73.54282),(61 74.67962),(62 74.27945),(63 75.01198),(64 75.44446),(65 75.365425),(66 75.94063),(67 76.9932),(68 76.90439),(69 77.576935),(70 77.54705),(71 78.607315),(72 79.31987),(73 80.38464),(74 81.05505),(75 82.4264),(76 81.914),(77 81.7258),(78 81.614006),(79 82.11033),
(1 32.08392),(2 41.55131),(3 47.88379),(4 51.14454),(5 54.30328),(6 56.518642),(7 58.27378),(8 58.87266),(9 59.758263),(10 59.28656),(11 59.885246),(12 59.619846),(13 60.42513),(14 61.168575),(15 61.73986),(16 61.895596),(17 62.056957),(18 62.369633),(19 62.84624),(20 63.028072),(21 63.112427),(22 62.539497),(23 62.44168),(24 61.748928),(25 62.291927),(26 62.09655),(27 62.1958),(28 62.394035),(29 62.880646),(30 62.93802),(31 63.630177),(32 64.43187),(33 65.10924),(34 65.16144),(35 65.817055),(36 65.59922),(37 66.81427),(38 66.518814),(39 66.864105),(40 66.79197),(41 66.92587),(42 66.61171),(43 66.83936),(44 67.4758),(45 68.0315),(46 68.6486),(47 69.774925),(48 69.198006),(49 70.353645),(50 69.73746),(51 70.6738),(52 70.75991),(53 71.21754),(54 71.248474),(55 71.845276),(56 71.62076),(57 72.34251),(58 72.24879),(59 72.87371),(60 72.60789),(61 73.13728),(62 72.10168),(63 73.583855),(64 73.616684),(65 74.53025),(66 74.36888),(67 75.574974),(68 75.875336),(69 77.09171),(70 77.14697),(71 77.50131),(72 77.98228),(73 79.74087),(74 80.179276),(75 81.14082),(76 81.001816),(77 81.31718),(78 81.49242),(79 82.21436),
(1 31.195229),(2 39.57046),(3 45.61455),(4 49.26184),(5 52.64469),(6 54.975418),(7 56.71544),(8 57.151226),(9 57.64285),(10 57.317413),(11 57.8483),(12 58.229897),(13 58.91263),(14 59.64038),(15 59.567924),(16 59.800148),(17 60.57363),(18 59.863537),(19 59.77276),(20 59.369633),(21 59.837006),(22 59.575485),(23 59.406506),(24 58.869987),(25 59.272827),(26 58.693253),(27 58.935673),(28 59.04323),(29 59.42961),(30 59.623444),(31 60.37634),(32 60.15835),(33 60.9799),(34 61.110188),(35 61.883736),(36 61.6126),(37 62.25389),(38 62.47913),(39 62.75075),(40 62.168137),(41 61.93917),(42 61.98065),(43 62.733246),(44 63.438545),(45 64.910324),(46 65.42557),(47 66.51128),(48 66.416435),(49 67.05917),(50 65.96664),(51 66.13615),(52 65.8121),(53 66.18693),(54 66.11808),(55 66.548874),(56 66.54589),(57 67.027374),(58 66.785904),(59 67.43037),(60 67.045044),(61 67.360245),(62 67.29316),(63 68.556366),(64 67.80863),(65 68.77066),(66 68.88893),(67 69.27272),(68 69.45283),(69 70.637794),(70 70.396935),(71 71.364914),(72 72.07633),(73 72.86531),(74 73.49643),(75 74.3744),(76 74.13512),(77 74.368744),(78 74.13217),(79 74.73143),
(1 31.826847),(2 40.629066),(3 46.865585),(4 50.652657),(5 54.325745),(6 56.184704),(7 57.831905),(8 59.135708),(9 59.762573),(10 58.73249),(11 59.895798),(12 60.04289),(13 60.596703),(14 60.89534),(15 61.931347),(16 62.28884),(17 62.839417),(18 62.222603),(19 63.188816),(20 62.99864),(21 63.121452),(22 62.579414),(23 62.621456),(24 62.111282),(25 62.26914),(26 62.08891),(27 61.75946),(28 61.104282),(29 61.80518),(30 61.83291),(31 62.62628),(32 62.511944),(33 63.83926),(34 63.702564),(35 64.19654),(36 64.22262),(37 64.631386),(38 64.7284),(39 64.55794),(40 63.840496),(41 63.8494),(42 63.282955),(43 64.04317),(44 64.389015),(45 65.594025),(46 66.79732),(47 67.40755),(48 67.42946),(49 67.82429),(50 67.9),(51 69.01316),(52 69.28898),(53 69.912186),(54 69.644325),(55 70.31982),(56 70.25635),(57 70.98303),(58 70.99606),(59 71.82818),(60 71.21766),(61 72.25524),(62 71.87952),(63 72.33337),(64 72.27071),(65 72.7752),(66 72.83757),(67 73.927246),(68 74.70342),(69 74.98101),(70 75.88651),(71 76.546036),(72 77.110596),(73 77.97292),(74 78.26269),(75 79.25526),(76 78.96543),(77 79.722404),(78 79.55492),(79 79.553154),
(1 30.854427),(2 39.664074),(3 45.8818),(4 49.520576),(5 53.20129),(6 55.378994),(7 56.863415),(8 57.441273),(9 58.13053),(10 57.7947),(11 58.960815),(12 59.212887),(13 59.576504),(14 59.709732),(15 60.216034),(16 60.4837),(17 61.165733),(18 60.92638),(19 61.55625),(20 61.41965),(21 61.757526),(22 61.642815),(23 61.368687),(24 60.514145),(25 60.77968),(26 60.593494),(27 60.912064),(28 60.660526),(29 60.812225),(30 60.567738),(31 61.783867),(32 61.82202),(33 62.90026),(34 62.65193),(35 62.258183),(36 62.548737),(37 63.403946),(38 63.560936),(39 63.591118),(40 63.501324),(41 64.08163),(42 63.31801),(43 64.34545),(44 64.596115),(45 65.67588),(46 66.36745),(47 67.06604),(48 66.718704),(49 67.16905),(50 66.84798),(51 67.802315),(52 67.599495),(53 68.26286),(54 67.92503),(55 68.21421),(56 68.293724),(57 69.24389),(58 69.6447),(59 70.211555),(60 70.4781),(61 70.163025),(62 70.18284),(63 70.86408),(64 71.37377),(65 71.836266),(66 72.01456),(67 72.84757),(68 72.98455),(69 74.01411),(70 75.22545),(71 75.903595),(72 75.75479),(73 76.84628),(74 77.48355),(75 77.755585),(76 77.53397),(77 78.7699),(78 77.952866),(79 78.50091),
(1 31.078745),(2 39.50274),(3 46.964424),(4 50.560383),(5 53.937443),(6 56.111717),(7 57.92999),(8 58.751736),(9 58.48648),(10 58.144608),(11 58.49517),(12 58.503513),(13 58.916103),(14 59.561935),(15 60.96248),(16 61.392235),(17 61.423977),(18 61.161137),(19 61.543137),(20 61.907288),(21 61.34734),(22 60.853756),(23 60.466846),(24 59.503464),(25 59.2083),(26 59.17674),(27 59.530556),(28 59.496162),(29 59.738617),(30 60.015194),(31 60.728397),(32 60.9195),(33 61.90258),(34 62.295097),(35 62.683563),(36 62.6891),(37 63.945526),(38 63.561005),(39 63.467594),(40 62.749367),(41 63.733925),(42 63.801964),(43 64.222404),(44 64.662094),(45 65.515236),(46 66.93067),(47 68.30288),(48 68.09258),(49 68.55498),(50 68.02295),(51 68.81826),(52 68.32132),(53 68.64771),(54 68.0979),(55 68.9197),(56 68.4117),(57 68.30264),(58 68.54804),(59 68.93469),(60 68.533485),(61 69.41696),(62 69.31644),(63 69.763054),(64 69.46964),(65 70.11292),(66 70.75139),(67 72.09495),(68 71.52684),(69 72.87561),(70 72.69909),(71 73.03015),(72 73.34539),(73 73.90228),(74 74.670685),(75 75.595505),(76 75.76589),(77 76.481224),(78 76.69284),(79 77.93635),
(1 30.514471),(2 38.910183),(3 45.424675),(4 49.288506),(5 52.59152),(6 54.612755),(7 56.77963),(8 56.908005),(9 57.557053),(10 57.38953),(11 58.012077),(12 58.255424),(13 59.168762),(14 59.56787),(15 60.484375),(16 60.818737),(17 61.21957),(18 60.545605),(19 60.760708),(20 60.55517),(21 60.71915),(22 60.299606),(23 60.263134),(24 59.95566),(25 60.50672),(26 60.103798),(27 60.323414),(28 60.11023),(29 60.186646),(30 60.68085),(31 60.911816),(32 60.59631),(33 61.07155),(34 60.638435),(35 61.668392),(36 61.88795),(37 62.747536),(38 63.22921),(39 63.626198),(40 63.57709),(41 63.548096),(42 63.837944),(43 63.727493),(44 64.50277),(45 65.225105),(46 65.7221),(47 66.89276),(48 66.65588),(49 67.49936),(50 67.175804),(51 68.183784),(52 68.14516),(53 68.54386),(54 67.83378),(55 68.255104),(56 68.21866),(57 69.29303),(58 69.3739),(59 69.81013),(60 69.65926),(61 70.76916),(62 70.46412),(63 71.50066),(64 71.65459),(65 71.79939),(66 72.39942),(67 73.63003),(68 73.42566),(69 74.701096),(70 75.43359),(71 76.54444),(72 76.76632),(73 77.63416),(74 78.62756),(75 79.65578),(76 78.731735),(77 79.07204),(78 79.1689),(79 79.52222),
(1 30.759384),(2 39.563187),(3 45.641724),(4 49.634525),(5 52.761883),(6 54.255367),(7 56.342052),(8 57.386093),(9 57.228867),(10 57.605),(11 57.357616),(12 57.709156),(13 57.918724),(14 58.77909),(15 58.986904),(16 59.388134),(17 59.464966),(18 59.41085),(19 59.846203),(20 60.10538),(21 60.377686),(22 59.98948),(23 60.073353),(24 59.5185),(25 59.74221),(26 58.987),(27 59.513565),(28 59.700577),(29 60.42301),(30 60.32086),(31 60.326782),(32 60.312023),(33 61.155785),(34 60.515144),(35 61.358105),(36 61.852833),(37 62.622738),(38 62.572292),(39 62.845318),(40 62.311146),(41 62.882404),(42 62.772224),(43 63.191925),(44 63.197777),(45 64.41394),(46 64.91193),(47 65.8461),(48 65.19249),(49 66.07619),(50 65.83557),(51 66.51258),(52 65.577866),(53 66.31743),(54 66.770134),(55 67.45516),(56 67.93098),(57 68.415085),(58 67.91991),(59 68.77692),(60 68.6194),(61 69.7097),(62 69.38625),(63 69.91119),(64 70.066315),(65 70.36829),(66 71.29079),(67 72.89451),(68 73.40885),(69 73.97534),(70 74.35991),(71 75.590195),(72 75.78188),(73 76.749466),(74 77.557846),(75 78.43932),(76 78.47148),(77 78.47062),(78 77.96433),(79 78.870834),
(1 31.172937),(2 39.62367),(3 45.716805),(4 49.746815),(5 52.811813),(6 54.34374),(7 56.193756),(8 57.14996),(9 57.7089),(10 57.81317),(11 58.665985),(12 58.26571),(13 58.88156),(14 58.83457),(15 59.631027),(16 59.480526),(17 60.054802),(18 59.89664),(19 60.174034),(20 59.817936),(21 60.190697),(22 60.05807),(23 60.38147),(24 60.23352),(25 60.691383),(26 60.38665),(27 60.65535),(28 60.493767),(29 60.82254),(30 60.357418),(31 61.132813),(32 60.816025),(33 62.269714),(34 62.282627),(35 63.057228),(36 63.695473),(37 64.55796),(38 64.749565),(39 64.856926),(40 64.71975),(41 64.720825),(42 64.42167),(43 64.932816),(44 65.41838),(45 66.31925),(46 66.934135),(47 67.84285),(48 67.721115),(49 68.454384),(50 67.82707),(51 68.49385),(52 67.80303),(53 68.48293),(54 68.608505),(55 69.32031),(56 68.71411),(57 69.50827),(58 69.074776),(59 69.581635),(60 69.02189),(61 70.12403),(62 69.05302),(63 69.85827),(64 69.89952),(65 70.37438),(66 71.01475),(67 72.34675),(68 72.94477),(69 73.42051),(70 73.37337),(71 74.654205),(72 75.246895),(73 75.782616),(74 76.64077),(75 78.27121),(76 77.91947),(77 78.28279),(78 77.967705),(79 78.50707),
(1 30.477266),(2 38.78331),(3 45.568977),(4 49.575615),(5 52.371803),(6 54.39969),(7 56.28602),(8 56.08721),(9 57.25621),(10 56.802464),(11 56.79135),(12 56.90466),(13 58.00925),(14 58.126488),(15 59.71815),(16 59.63363),(17 60.225163),(18 60.00291),(19 60.462753),(20 60.6624),(21 60.72783),(22 60.22712),(23 59.28388),(24 58.554733),(25 58.899536),(26 58.427227),(27 58.17192),(28 58.022903),(29 58.20628),(30 58.4975),(31 59.25465),(32 59.774025),(33 60.347073),(34 60.393238),(35 60.884724),(36 60.792496),(37 61.467243),(38 61.691757),(39 61.936317),(40 61.902626),(41 62.158463),(42 61.919647),(43 62.60492),(44 62.724064),(45 64.007614),(46 64.36427),(47 64.8012),(48 64.4874),(49 65.698135),(50 65.02336),(51 65.72948),(52 65.83329),(53 65.87735),(54 66.01919),(55 66.2646),(56 65.85062),(57 66.61355),(58 66.56001),(59 67.0044),(60 66.81822),(61 67.98325),(62 67.206375),(63 67.544975),(64 67.67348),(65 69.01173),(66 69.26086),(67 69.93937),(68 70.33377),(69 71.52759),(70 72.36126),(71 72.89926),(72 73.215294),(73 73.975365),(74 74.30641),(75 76.00281),(76 75.245094),(77 75.81736),(78 76.19544),(79 76.4814),
