1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 133.27025),(2 163.04039),(3 173.41006),(4 184.63802),(5 190.98521),(6 200.30426),(7 204.96326),(8 210.45973),(9 210.08467),(10 216.25339),(11 217.9529),(12 221.55516),(13 219.9128),(14 226.89688),(15 228.90031),(16 228.52567),(17 231.65385),(18 234.02705),(19 235.62341),(20 236.58183),(21 234.89812),(22 232.03275),(23 229.64561),(24 229.90997),(25 229.37144),(26 233.39296),(27 234.31226),(28 229.45956),(29 233.2932),(30 233.1664),(31 233.05936),(32 233.2587),(33 236.8543),(34 235.83267),(35 236.91429),(36 232.29706),(37 232.97374),(38 231.06992),(39 231.14973),(40 230.90164),(41 231.36574),(42 230.96),(43 228.12083),(44 230.68971),(45 235.17566),(46 235.43558),(47 234.6145),(48 236.96054),(49 236.4577),(50 239.58287),(51 238.66635),(52 239.09727),(53 236.60295),(54 237.48988),(55 241.13283),(56 240.71571),(57 237.5701),(58 238.63583),(59 238.15903),(60 236.92593),(61 235.28381),(62 236.65842),(63 234.95392),(64 234.80443),(65 235.31421),(66 234.1674),(67 230.61623),(68 230.7192),(69 234.62062),(70 232.55139),(71 233.23077),(72 233.18312),(73 233.52089),(74 236.83069),(75 236.32039),(76 233.25113),(77 236.04665),(78 234.74457),(79 235.12543),
(1 131.36104),(2 159.49391),(3 173.92648),(4 182.06934),(5 192.06941),(6 200.96707),(7 204.73445),(8 207.39047),(9 211.12386),(10 217.54951),(11 217.0518),(12 218.21826),(13 218.31084),(14 225.80838),(15 226.6373),(16 227.25635),(17 231.1473),(18 232.4403),(19 234.98286),(20 237.08362),(21 236.55829),(22 237.82637),(23 237.00377),(24 236.55974),(25 233.82484),(26 236.4009),(27 235.71893),(28 234.74364),(29 236.98734),(30 233.86931),(31 233.69019),(32 232.95872),(33 231.10869),(34 231.69995),(35 232.79457),(36 227.70987),(37 233.32066),(38 231.79976),(39 229.62302),(40 231.85016),(41 230.883),(42 232.45557),(43 230.36942),(44 228.01143),(45 232.83878),(46 232.0913),(47 235.11406),(48 235.09103),(49 235.45709),(50 235.92947),(51 235.6062),(52 234.91954),(53 233.85368),(54 235.02783),(55 236.25404),(56 237.80763),(57 233.59125),(58 237.10873),(59 237.06448),(60 237.59216),(61 237.39151),(62 237.80139),(63 236.76297),(64 237.54308),(65 237.69565),(66 239.2509),(67 236.77454),(68 237.2016),(69 239.36967),(70 237.8211),(71 238.73828),(72 235.74046),(73 236.73662),(74 238.01308),(75 238.98068),(76 237.13657),(77 240.76633),(78 239.98193),(79 238.34477),
(1 126.40353),(2 152.64227),(3 169.02818),(4 177.42865),(5 184.71939),(6 191.85794),(7 197.7747),(8 202.79654),(9 205.63788),(10 210.66818),(11 212.92604),(12 216.50829),(13 214.45044),(14 217.4821),(15 217.84705),(16 218.52748),(17 219.87424),(18 223.10393),(19 223.16661),(20 224.36461),(21 222.50836),(22 222.19455),(23 223.92038),(24 224.20337),(25 223.0137),(26 222.83104),(27 222.4277),(28 221.14017),(29 222.80124),(30 222.86671),(31 222.49837),(32 223.20808),(33 223.81224),(34 222.1189),(35 222.47142),(36 220.63129),(37 223.10425),(38 222.17216),(39 220.02933),(40 222.20824),(41 222.64107),(42 220.82831),(43 219.8109),(44 219.82045),(45 221.17157),(46 220.42123),(47 220.62773),(48 223.67267),(49 225.15366),(50 227.22148),(51 225.73112),(52 227.18127),(53 225.80406),(54 228.23097),(55 228.78947),(56 227.5392),(57 225.46617),(58 226.36342),(59 228.31654),(60 226.4308),(61 229.96672),(62 229.26591),(63 228.8565),(64 227.95161),(65 225.58224),(66 228.05997),(67 227.62743),(68 227.45726),(69 229.7057),(70 229.67577),(71 229.49773),(72 227.15965),(73 229.96967),(74 230.34613),(75 228.54193),(76 228.15926),(77 228.82886),(78 227.69353),(79 228.1073),
(1 125.128334),(2 155.21988),(3 168.9447),(4 177.08804),(5 184.544),(6 192.41388),(7 197.76387),(8 204.0211),(9 208.13913),(10 211.95279),(11 216.3327),(12 215.8788),(13 215.91638),(14 218.1868),(15 220.65462),(16 222.63582),(17 224.61618),(18 225.18512),(19 224.7552),(20 224.90718),(21 225.9509),(22 224.50262),(23 224.69714),(24 226.09755),(25 223.57092),(26 223.29611),(27 225.04587),(28 221.81163),(29 221.78658),(30 221.17921),(31 220.49576),(32 219.6985),(33 222.09909),(34 221.32954),(35 222.57214),(36 218.6274),(37 218.21526),(38 221.03888),(39 221.08452),(40 223.66705),(41 226.28271),(42 225.27098),(43 225.05042),(44 225.43292),(45 226.32042),(46 225.53156),(47 225.5095),(48 225.66672),(49 226.72713),(50 228.33238),(51 230.22322),(52 227.31375),(53 227.7007),(54 228.16716),(55 227.5582),(56 228.45851),(57 230.8296),(58 230.84349),(59 229.83699),(60 229.76367),(61 228.46947),(62 230.04208),(63 231.01996),(64 232.87112),(65 232.63353),(66 234.17119),(67 232.93948),(68 233.37476),(69 234.87823),(70 234.86269),(71 233.4808),(72 233.54921),(73 236.82703),(74 236.41798),(75 234.62337),(76 233.17499),(77 233.77794),(78 232.91017),(79 231.53197),
(1 122.86078),(2 150.69603),(3 164.05797),(4 171.66896),(5 179.96495),(6 187.5947),(7 190.95093),(8 196.91728),(9 198.06438),(10 203.42935),(11 209.03596),(12 206.80264),(13 206.6844),(14 212.47818),(15 211.62888),(16 212.48508),(17 217.384),(18 217.17224),(19 218.51877),(20 219.02295),(21 216.92534),(22 219.32147),(23 218.55284),(24 219.54471),(25 219.16193),(26 218.32664),(27 218.48592),(28 215.49135),(29 214.05382),(30 216.1376),(31 215.31184),(32 217.89969),(33 220.12149),(34 218.24844),(35 218.95236),(36 216.7308),(37 216.24391),(38 220.19966),(39 219.12453),(40 220.04268),(41 220.07127),(42 220.88182),(43 219.50014),(44 220.60307),(45 220.9714),(46 220.08922),(47 221.40813),(48 222.02252),(49 223.08292),(50 226.02686),(51 225.6308),(52 225.54411),(53 224.12956),(54 225.24408),(55 223.92538),(56 224.52939),(57 224.7147),(58 223.10994),(59 222.3779),(60 221.90253),(61 221.35048),(62 221.37013),(63 221.62947),(64 223.75764),(65 222.0663),(66 223.77966),(67 225.1281),(68 222.77864),(69 225.90001),(70 224.43283),(71 225.42003),(72 224.13031),(73 225.68701),(74 227.73994),(75 225.88979),(76 223.73346),(77 224.48227),(78 224.50803),(79 225.93079),
(1 120.91087),(2 149.10266),(3 160.09825),(4 169.61177),(5 176.05154),(6 182.04369),(7 186.07547),(8 191.00313),(9 195.14893),(10 199.94966),(11 202.4266),(12 203.71867),(13 203.37988),(14 208.0218),(15 210.85057),(16 209.5282),(17 212.26828),(18 212.54295),(19 214.23026),(20 213.00171),(21 210.55437),(22 213.52655),(23 213.14392),(24 212.79706),(25 213.17969),(26 212.99379),(27 212.47414),(28 211.971),(29 212.76137),(30 213.33919),(31 213.41335),(32 212.34082),(33 214.43944),(34 213.98807),(35 214.77914),(36 212.33173),(37 210.0016),(38 211.78836),(39 212.17534),(40 211.21638),(41 213.74435),(42 214.91699),(43 216.12822),(44 216.21193),(45 215.17014),(46 215.14536),(47 217.34158),(48 215.85123),(49 216.0442),(50 218.27785),(51 216.88219),(52 216.57547),(53 217.11299),(54 216.14957),(55 215.53827),(56 216.07727),(57 215.52205),(58 214.6282),(59 215.01718),(60 214.14297),(61 213.92839),(62 216.83875),(63 215.23106),(64 215.39798),(65 214.01527),(66 213.32637),(67 214.81354),(68 212.24184),(69 213.26088),(70 216.07669),(71 215.67902),(72 213.95949),(73 215.80742),(74 218.83347),(75 219.61186),(76 216.24844),(77 216.82724),(78 218.22682),(79 219.17856),
(1 119.44714),(2 147.83743),(3 158.88625),(4 169.18033),(5 175.67413),(6 181.51982),(7 184.98386),(8 188.4835),(9 191.72609),(10 197.04593),(11 198.03636),(12 200.30214),(13 201.96237),(14 208.51114),(15 209.4469),(16 207.36833),(17 211.0305),(18 210.44473),(19 213.33945),(20 214.55739),(21 213.17868),(22 214.08047),(23 213.51825),(24 212.91978),(25 214.7837),(26 213.44403),(27 213.29988),(28 210.2208),(29 210.9902),(30 211.53404),(31 210.71465),(32 210.94038),(33 211.94551),(34 212.5521),(35 212.93121),(36 209.58293),(37 210.25572),(38 211.14691),(39 212.58868),(40 213.24203),(41 215.12027),(42 219.13763),(43 217.88922),(44 218.14914),(45 217.74187),(46 219.2415),(47 220.1028),(48 218.62434),(49 218.03236),(50 220.1397),(51 219.4444),(52 218.08224),(53 218.08049),(54 222.94484),(55 219.54718),(56 220.04997),(57 222.00032),(58 220.7531),(59 222.51741),(60 223.67967),(61 222.70047),(62 226.05785),(63 224.51302),(64 222.21185),(65 223.68358),(66 221.98766),(67 221.16118),(68 221.83708),(69 224.89238),(70 224.00026),(71 226.95055),(72 225.47348),(73 225.3782),(74 225.69156),(75 226.0746),(76 224.93506),(77 224.0169),(78 224.58115),(79 225.85902),
(1 117.25891),(2 144.06068),(3 156.40378),(4 166.12071),(5 174.52307),(6 179.74997),(7 183.6227),(8 188.73045),(9 187.96811),(10 194.30324),(11 193.16565),(12 195.13449),(13 196.63443),(14 199.87662),(15 199.93878),(16 202.80405),(17 203.27007),(18 201.85983),(19 205.39597),(20 206.41496),(21 207.21295),(22 204.55966),(23 206.25829),(24 203.91765),(25 206.91704),(26 204.54005),(27 206.37056),(28 203.29042),(29 206.94482),(30 208.26164),(31 205.92897),(32 209.18477),(33 208.17181),(34 207.89108),(35 209.09962),(36 206.10706),(37 207.44208),(38 208.90347),(39 209.22264),(40 208.47372),(41 209.1399),(42 209.81418),(43 207.32289),(44 207.73898),(45 208.375),(46 209.6651),(47 208.79482),(48 208.71082),(49 210.58202),(50 211.57512),(51 208.64868),(52 210.29723),(53 209.50471),(54 214.3717),(55 213.22949),(56 210.69258),(57 213.38655),(58 215.81776),(59 215.47502),(60 217.032),(61 215.79266),(62 216.81415),(63 215.3114),(64 213.7013),(65 215.2295),(66 215.05452),(67 215.24033),(68 215.87001),(69 217.4226),(70 215.56013),(71 214.52737),(72 214.69304),(73 216.67531),(74 214.23749),(75 214.34595),(76 213.52185),(77 214.62062),(78 214.22894),(79 215.12994),
(1 114.16064),(2 140.1144),(3 151.69264),(4 162.88144),(5 166.62332),(6 173.78549),(7 175.1196),(8 180.43968),(9 185.88164),(10 188.44482),(11 189.17682),(12 189.45892),(13 192.1203),(14 194.56332),(15 197.40498),(16 199.55927),(17 200.76863),(18 205.2984),(19 204.46356),(20 203.18837),(21 204.99782),(22 205.47653),(23 205.07898),(24 205.01689),(25 206.37065),(26 204.30885),(27 203.44865),(28 203.2696),(29 205.78531),(30 204.71799),(31 205.72176),(32 204.13103),(33 203.78423),(34 203.74467),(35 204.33669),(36 201.00534),(37 202.59348),(38 203.54431),(39 203.97818),(40 203.08713),(41 203.20714),(42 204.66634),(43 205.97607),(44 205.21535),(45 207.2039),(46 209.455),(47 209.26857),(48 210.00452),(49 210.10944),(50 212.54027),(51 209.49797),(52 211.03543),(53 210.34894),(54 210.52989),(55 210.28131),(56 206.76353),(57 208.27202),(58 210.82661),(59 208.6423),(60 208.19252),(61 205.06502),(62 205.58206),(63 204.50739),(64 204.44804),(65 204.57556),(66 204.64388),(67 208.11832),(68 208.29095),(69 207.55844),(70 207.46808),(71 207.10422),(72 208.35121),(73 209.64386),(74 207.78178),(75 207.02193),(76 209.07913),(77 208.87956),(78 207.54605),(79 206.70276),
(1 117.721436),(2 139.98225),(3 152.0366),(4 158.20811),(5 164.53592),(6 170.4351),(7 174.8117),(8 176.23534),(9 181.87737),(10 184.16766),(11 185.69414),(12 187.39929),(13 187.85246),(14 192.7005),(15 193.10985),(16 196.00348),(17 196.77127),(18 198.72452),(19 201.26465),(20 200.80345),(21 201.32124),(22 201.08206),(23 199.68744),(24 199.33504),(25 200.53333),(26 199.70044),(27 201.73463),(28 198.63718),(29 201.84082),(30 200.31195),(31 199.81621),(32 196.8548),(33 196.97687),(34 195.2485),(35 197.17311),(36 193.77194),(37 196.54684),(38 198.63068),(39 197.7627),(40 197.49336),(41 198.50337),(42 199.01553),(43 197.013),(44 198.91127),(45 199.74957),(46 202.91257),(47 202.5846),(48 202.97044),(49 201.29941),(50 205.8259),(51 202.36089),(52 203.18683),(53 203.24878),(54 205.10815),(55 203.6204),(56 203.33772),(57 205.60718),(58 204.58127),(59 204.88103),(60 203.69218),(61 201.02806),(62 201.36784),(63 199.35585),(64 199.46046),(65 200.8594),(66 199.91167),(67 200.83835),(68 200.22778),(69 200.44315),(70 201.78026),(71 200.09377),(72 204.11206),(73 202.78847),(74 204.2563),(75 201.82236),(76 202.16406),(77 204.79721),(78 204.07648),(79 203.01112),
(1 114.45256),(2 135.799),(3 147.27867),(4 155.07748),(5 160.91856),(6 166.06905),(7 168.7681),(8 173.58478),(9 176.47787),(10 180.47746),(11 181.12596),(12 181.91756),(13 182.63478),(14 186.04161),(15 187.25137),(16 189.62859),(17 189.97762),(18 191.92168),(19 195.62814),(20 195.36812),(21 196.7445),(22 195.65237),(23 195.44011),(24 194.13098),(25 194.45224),(26 194.8053),(27 194.43239),(28 192.7257),(29 196.46158),(30 196.1149),(31 196.3457),(32 196.43857),(33 199.32387),(34 198.15622),(35 200.36803),(36 195.97708),(37 195.70506),(38 196.25668),(39 195.69905),(40 195.16205),(41 195.627),(42 196.51845),(43 196.91638),(44 197.44519),(45 197.84921),(46 197.19443),(47 197.69008),(48 197.46971),(49 197.35463),(50 199.9481),(51 196.61568),(52 195.3171),(53 196.33038),(54 195.53738),(55 195.96219),(56 196.19159),(57 197.26283),(58 196.73798),(59 197.89171),(60 196.76196),(61 195.4529),(62 199.3007),(63 198.77255),(64 196.84781),(65 198.99808),(66 199.09984),(67 197.5024),(68 199.08777),(69 202.54366),(70 201.99579),(71 202.35635),(72 203.87515),(73 202.34161),(74 203.23361),(75 199.01414),(76 200.6581),(77 200.75174),(78 201.11168),(79 202.16023),
(1 110.68489),(2 134.65555),(3 146.68483),(4 154.90054),(5 161.6486),(6 168.17963),(7 170.01457),(8 175.88597),(9 179.28741),(10 183.53012),(11 183.37836),(12 185.33057),(13 184.65979),(14 187.88478),(15 190.96207),(16 191.84233),(17 194.0656),(18 195.96675),(19 198.38974),(20 198.70033),(21 199.0172),(22 195.88594),(23 196.07994),(24 196.38548),(25 194.84387),(26 195.41685),(27 194.67874),(28 194.16245),(29 197.38074),(30 196.60635),(31 196.38463),(32 195.47733),(33 196.42743),(34 195.95135),(35 197.38925),(36 192.92824),(37 192.65353),(38 192.24994),(39 192.70415),(40 191.90926),(41 192.57681),(42 192.933),(43 195.40231),(44 195.27654),(45 195.30017),(46 198.4127),(47 197.24178),(48 198.09367),(49 197.2295),(50 201.09866),(51 201.1982),(52 198.17601),(53 200.04115),(54 199.70877),(55 201.06284),(56 202.14743),(57 201.00522),(58 202.60892),(59 201.56479),(60 201.62222),(61 201.46104),(62 202.24203),(63 202.03322),(64 202.02594),(65 201.6708),(66 204.17099),(67 203.9059),(68 202.08946),(69 204.88976),(70 203.92084),(71 203.96661),(72 201.66371),(73 200.5119),(74 199.43993),(75 198.87555),(76 196.8606),(77 199.07033),(78 197.73715),(79 198.05783),
(1 111.6631),(2 136.67975),(3 147.49576),(4 155.91641),(5 160.80785),(6 167.7125),(7 172.01263),(8 175.4877),(9 178.10252),(10 181.42812),(11 181.17273),(12 183.58003),(13 182.60208),(14 186.58842),(15 185.90297),(16 189.82886),(17 191.12965),(18 190.85168),(19 192.21638),(20 195.11914),(21 195.44435),(22 194.61813),(23 194.74493),(24 195.18022),(25 191.96762),(26 194.07669),(27 193.57117),(28 191.62735),(29 193.99081),(30 194.556),(31 194.30264),(32 192.54462),(33 194.24356),(34 193.05809),(35 193.28123),(36 192.94554),(37 193.90213),(38 190.86781),(39 192.46237),(40 192.05722),(41 192.15868),(42 192.83365),(43 191.38728),(44 193.72102),(45 194.57816),(46 195.3156),(47 194.01164),(48 192.74464),(49 195.62726),(50 197.75986),(51 197.5237),(52 196.95601),(53 198.38745),(54 201.36604),(55 202.65825),(56 205.4474),(57 202.73016),(58 204.1721),(59 202.35701),(60 204.66046),(61 203.7752),(62 204.45651),(63 201.86795),(64 200.0855),(65 200.40117),(66 200.88498),(67 200.30328),(68 199.15117),(69 200.69653),(70 202.12766),(71 201.4572),(72 199.85535),(73 199.20926),(74 198.82512),(75 197.76881),(76 196.4866),(77 197.62296),(78 197.09796),(79 197.67924),
(1 108.912994),(2 132.75737),(3 143.14706),(4 150.44086),(5 156.68782),(6 162.58543),(7 165.54738),(8 169.4727),(9 173.4244),(10 174.7513),(11 173.7406),(12 175.86063),(13 176.20271),(14 181.7236),(15 181.15602),(16 181.91191),(17 184.36363),(18 184.60178),(19 185.82425),(20 189.20345),(21 187.87776),(22 188.97473),(23 187.62376),(24 189.51292),(25 188.41864),(26 189.35985),(27 188.56451),(28 187.7513),(29 189.32167),(30 187.21419),(31 187.3934),(32 188.6249),(33 188.2848),(34 188.21544),(35 186.8142),(36 186.32495),(37 185.98572),(38 186.60452),(39 186.24101),(40 185.44391),(41 185.66049),(42 186.94084),(43 186.90114),(44 189.39702),(45 190.58531),(46 191.16399),(47 190.39803),(48 190.2383),(49 190.46826),(50 192.876),(51 189.51105),(52 190.43243),(53 189.31729),(54 189.92763),(55 191.48642),(56 191.01215),(57 188.31688),(58 189.63351),(59 186.41176),(60 188.21808),(61 186.09044),(62 189.37605),(63 189.00748),(64 188.17166),(65 190.34079),(66 190.4791),(67 189.50359),(68 190.1232),(69 193.31577),(70 193.1412),(71 191.54453),(72 190.94472),(73 194.13292),(74 192.77513),(75 192.00896),(76 192.71053),(77 193.12665),(78 193.01988),(79 194.46338),
(1 105.39284),(2 127.209145),(3 136.9301),(4 143.7113),(5 150.31493),(6 156.95479),(7 159.12573),(8 162.34683),(9 168.52751),(10 170.505),(11 168.04237),(12 171.04454),(13 172.78275),(14 176.05496),(15 175.9717),(16 177.4471),(17 179.3908),(18 181.66673),(19 182.2509),(20 183.23048),(21 183.60481),(22 183.57895),(23 184.41464),(24 183.15695),(25 183.775),(26 184.73947),(27 184.97705),(28 183.1407),(29 183.1087),(30 182.3304),(31 182.11919),(32 183.66223),(33 182.2984),(34 180.84468),(35 179.17036),(36 177.4721),(37 176.97575),(38 177.59567),(39 177.25642),(40 177.22324),(41 176.68596),(42 177.9167),(43 179.24927),(44 179.19543),(45 179.40892),(46 181.22995),(47 181.47829),(48 180.53581),(49 180.07205),(50 183.36073),(51 181.594),(52 182.3832),(53 180.6127),(54 182.99434),(55 184.56024),(56 185.84111),(57 185.1198),(58 185.14816),(59 182.87508),(60 184.00641),(61 182.38687),(62 183.66972),(63 182.9677),(64 181.43181),(65 182.17789),(66 182.54887),(67 180.83124),(68 181.34784),(69 183.24956),(70 181.40077),(71 180.68257),(72 180.9244),(73 183.0736),(74 184.16125),(75 184.49597),(76 184.0375),(77 186.54637),(78 187.48347),(79 189.25922),
(1 105.103264),(2 125.24444),(3 136.33862),(4 143.11061),(5 152.06009),(6 156.03528),(7 159.10965),(8 162.8121),(9 167.47548),(10 169.68344),(11 167.99936),(12 172.44121),(13 173.1354),(14 177.4709),(15 178.85448),(16 179.05814),(17 181.42209),(18 182.35727),(19 182.51704),(20 184.76833),(21 183.88594),(22 184.41255),(23 184.42072),(24 183.55151),(25 183.50032),(26 184.6811),(27 184.29204),(28 182.96715),(29 184.79688),(30 184.85909),(31 184.51797),(32 184.7234),(33 185.7864),(34 184.21086),(35 186.46368),(36 183.82619),(37 183.18794),(38 183.94777),(39 182.19128),(40 181.05263),(41 183.19046),(42 183.1347),(43 182.44669),(44 183.52267),(45 183.38043),(46 182.82983),(47 182.43913),(48 182.61464),(49 181.4314),(50 184.29503),(51 184.478),(52 186.28537),(53 186.09848),(54 189.97702),(55 189.64375),(56 190.23012),(57 188.09215),(58 191.97173),(59 190.61751),(60 188.97656),(61 188.29726),(62 187.54326),(63 185.24025),(64 185.49306),(65 185.88936),(66 187.73816),(67 186.79991),(68 187.8996),(69 188.03621),(70 188.29306),(71 188.47562),(72 187.18344),(73 188.93962),(74 187.06488),(75 187.21065),(76 185.22917),(77 184.93881),(78 186.58931),(79 186.03204),
(1 102.38459),(2 124.111824),(3 134.29369),(4 142.38655),(5 149.58163),(6 155.12527),(7 156.05928),(8 159.90436),(9 162.95116),(10 166.3986),(11 166.9739),(12 168.3282),(13 170.63512),(14 175.89212),(15 176.94002),(16 176.69566),(17 179.55449),(18 179.3252),(19 181.93796),(20 181.1887),(21 181.01515),(22 182.8202),(23 183.42148),(24 181.07732),(25 178.77832),(26 180.15228),(27 180.13399),(28 181.71066),(29 183.58958),(30 184.17693),(31 185.21657),(32 183.22914),(33 183.12952),(34 181.46918),(35 182.6101),(36 182.22595),(37 181.1156),(38 180.51012),(39 181.05365),(40 180.82875),(41 180.31157),(42 182.61366),(43 181.32161),(44 181.37402),(45 181.27885),(46 181.11092),(47 181.09277),(48 181.00616),(49 180.43452),(50 182.0685),(51 181.47858),(52 184.34488),(53 184.65103),(54 187.58281),(55 186.6249),(56 185.28458),(57 181.90576),(58 182.912),(59 181.68706),(60 182.338),(61 183.00157),(62 183.42458),(63 180.62361),(64 179.46901),(65 180.51532),(66 182.34602),(67 182.16078),(68 182.33528),(69 183.0008),(70 183.62453),(71 182.00241),(72 182.8064),(73 182.12851),(74 183.97081),(75 184.93784),(76 183.41031),(77 186.00687),(78 186.5883),(79 185.27434),
(1 100.60648),(2 122.12579),(3 130.67662),(4 138.3785),(5 145.21265),(6 150.56575),(7 149.75726),(8 157.58264),(9 160.37918),(10 163.06929),(11 164.35986),(12 165.64957),(13 167.95288),(14 171.63594),(15 171.72464),(16 171.43335),(17 173.29097),(18 174.42105),(19 176.08914),(20 176.8139),(21 175.36694),(22 177.18279),(23 176.43198),(24 175.54779),(25 176.45999),(26 176.33267),(27 175.26996),(28 175.99106),(29 175.8284),(30 176.95598),(31 176.86787),(32 177.88359),(33 176.68465),(34 175.63951),(35 175.39708),(36 174.99295),(37 176.58275),(38 177.0941),(39 176.20755),(40 174.5868),(41 173.87447),(42 175.13022),(43 174.68091),(44 175.45302),(45 176.27231),(46 177.27692),(47 176.66458),(48 178.1825),(49 178.11824),(50 179.6455),(51 178.55592),(52 180.39449),(53 180.89592),(54 182.56287),(55 182.09673),(56 182.2518),(57 179.95972),(58 181.48615),(59 179.16351),(60 180.33685),(61 179.98924),(62 182.9316),(63 183.00677),(64 182.5057),(65 184.36348),(66 183.71623),(67 183.01619),(68 184.14009),(69 185.59138),(70 183.28993),(71 183.57458),(72 182.0871),(73 183.25362),(74 181.15501),(75 177.91985),(76 178.81718),(77 180.30246),(78 181.02324),(79 180.91618),
