1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1330.2523),(2 1971.5669),(3 2191.391),(4 2363.3386),(5 2453.0852),(6 2560.6936),(7 2617.736),(8 2651.931),(9 2630.151),(10 2677.4333),(11 2672.4143),(12 2720.2087),(13 2740.5999),(14 2720.641),(15 2791.7883),(16 2838.1057),(17 2868.127),(18 2903.075),(19 2912.4192),(20 2918.4646),(21 2911.231),(22 2852.2517),(23 2860.114),(24 2814.9526),(25 2807.199),(26 2847.2878),(27 2811.3977),(28 2774.7534),(29 2753.049),(30 2792.64),(31 2808.8108),(32 2835.375),(33 2839.9614),(34 2836.774),(35 2869.3342),(36 2809.0254),(37 2812.3503),(38 2793.6836),(39 2781.2268),(40 2802.8704),(41 2782.7156),(42 2746.6016),(43 2706.1697),(44 2753.487),(45 2714.3765),(46 2738.6492),(47 2716.4531),(48 2693.7153),(49 2661.7761),(50 2701.1096),(51 2680.3352),(52 2729.286),(53 2724.644),(54 2732.0547),(55 2718.3313),(56 2745.6892),(57 2767.373),(58 2800.95),(59 2781.9167),(60 2738.3918),(61 2730.3276),(62 2740.917),(63 2758.9226),(64 2744.144),(65 2711.8845),(66 2682.266),(67 2715.5652),(68 2745.1199),(69 2756.5615),(70 2760.178),(71 2740.6423),(72 2694.74),(73 2708.9883),(74 2692.2188),(75 2724.9736),(76 2689.0122),(77 2678.2595),(78 2716.5842),(79 2778.702),
(1 1305.0719),(2 1926.6589),(3 2140.2405),(4 2333.693),(5 2434.1887),(6 2543.4377),(7 2582.197),(8 2615.4312),(9 2573.7283),(10 2540.1553),(11 2577.0364),(12 2617.97),(13 2656.9304),(14 2672.457),(15 2721.6409),(16 2785.4275),(17 2756.1694),(18 2774.741),(19 2783.9822),(20 2750.76),(21 2744.9717),(22 2694.7427),(23 2707.6873),(24 2730.3315),(25 2727.7563),(26 2720.9668),(27 2703.1135),(28 2680.2502),(29 2708.8027),(30 2736.8157),(31 2732.913),(32 2711.3281),(33 2738.4927),(34 2742.9358),(35 2758.2505),(36 2705.4841),(37 2680.7803),(38 2717.7527),(39 2744.9963),(40 2731.0686),(41 2708.4067),(42 2673.797),(43 2636.5422),(44 2660.2847),(45 2647.665),(46 2705.769),(47 2722.8206),(48 2687.3826),(49 2665.5122),(50 2711.748),(51 2669.2166),(52 2686.3245),(53 2657.8645),(54 2693.3743),(55 2675.6184),(56 2694.1812),(57 2694.323),(58 2695.7703),(59 2667.495),(60 2600.7087),(61 2581.3267),(62 2623.681),(63 2640.9277),(64 2671.361),(65 2653.0996),(66 2660.885),(67 2685.3486),(68 2687.986),(69 2689.8816),(70 2722.721),(71 2711.035),(72 2684.0588),(73 2695.8193),(74 2697.274),(75 2697.729),(76 2637.6028),(77 2624.36),(78 2584.612),(79 2566.612),
(1 1268.9792),(2 1814.1488),(3 1980.6771),(4 2146.228),(5 2243.5442),(6 2309.5132),(7 2370.1653),(8 2451.7656),(9 2429.131),(10 2449.773),(11 2448.0476),(12 2428.8093),(13 2446.9639),(14 2441.8735),(15 2526.8164),(16 2572.0652),(17 2570.3706),(18 2581.248),(19 2605.6453),(20 2586.545),(21 2575.374),(22 2531.5754),(23 2548.1108),(24 2534.9124),(25 2506.5874),(26 2500.1382),(27 2496.375),(28 2469.423),(29 2546.2327),(30 2596.5168),(31 2581.2173),(32 2569.8108),(33 2582.6233),(34 2564.951),(35 2553.7783),(36 2501.7117),(37 2516.8586),(38 2543.029),(39 2553.4248),(40 2543.2512),(41 2518.9377),(42 2536.8015),(43 2535.7644),(44 2526.7407),(45 2544.7732),(46 2603.5925),(47 2598.9917),(48 2540.3433),(49 2509.6658),(50 2510.9988),(51 2525.8245),(52 2518.2874),(53 2529.6282),(54 2541.7637),(55 2516.4575),(56 2515.7297),(57 2491.1804),(58 2475.6216),(59 2465.935),(60 2448.286),(61 2427.8923),(62 2491.0906),(63 2502.9436),(64 2510.4465),(65 2548.1096),(66 2539.379),(67 2539.6816),(68 2532.565),(69 2555.8406),(70 2562.5562),(71 2553.0608),(72 2510.8528),(73 2489.677),(74 2513.7134),(75 2511.8533),(76 2473.4624),(77 2441.0513),(78 2401.5313),(79 2400.089),
(1 1230.5276),(2 1799.7002),(3 1952.7495),(4 2078.2922),(5 2159.9053),(6 2212.916),(7 2265.8184),(8 2361.895),(9 2353.514),(10 2336.2925),(11 2304.8748),(12 2324.6565),(13 2356.0503),(14 2329.1658),(15 2376.4329),(16 2389.1775),(17 2425.5547),(18 2418.9155),(19 2438.368),(20 2436.0813),(21 2444.631),(22 2459.503),(23 2482.1384),(24 2445.2952),(25 2401.013),(26 2411.2722),(27 2426.4602),(28 2432.1758),(29 2477.3013),(30 2501.9336),(31 2504.2424),(32 2495.1592),(33 2481.3945),(34 2477.7278),(35 2441.5813),(36 2434.2075),(37 2431.8708),(38 2430.5798),(39 2441.8909),(40 2434.8198),(41 2434.9712),(42 2464.8357),(43 2466.4985),(44 2443.28),(45 2438.7026),(46 2482.6536),(47 2496.9148),(48 2478.781),(49 2451.0552),(50 2464.5566),(51 2492.6465),(52 2501.5464),(53 2477.7068),(54 2467.4304),(55 2435.2007),(56 2477.967),(57 2445.0195),(58 2415.464),(59 2410.2488),(60 2399.076),(61 2352.0964),(62 2403.2888),(63 2374.6633),(64 2378.7915),(65 2391.4155),(66 2400.5037),(67 2439.138),(68 2439.8352),(69 2491.0505),(70 2482.1338),(71 2470.0645),(72 2394.9426),(73 2373.6565),(74 2366.2078),(75 2389.9026),(76 2373.2837),(77 2349.5486),(78 2304.6272),(79 2323.9375),
(1 1174.4298),(2 1730.5353),(3 1863.3098),(4 2009.491),(5 2098.0298),(6 2157.8867),(7 2149.7249),(8 2193.4976),(9 2197.136),(10 2207.5046),(11 2194.2637),(12 2208.6538),(13 2229.7937),(14 2237.6748),(15 2298.5527),(16 2313.3594),(17 2315.552),(18 2283.0767),(19 2311.3386),(20 2301.5618),(21 2333.7117),(22 2362.05),(23 2365.7778),(24 2352.2249),(25 2328.5571),(26 2353.0723),(27 2359.799),(28 2349.9143),(29 2374.3362),(30 2379.259),(31 2403.1445),(32 2393.6729),(33 2353.3213),(34 2329.7502),(35 2330.11),(36 2305.0247),(37 2331.9453),(38 2329.0342),(39 2325.811),(40 2305.6255),(41 2312.5854),(42 2330.354),(43 2307.0007),(44 2259.7979),(45 2262.0317),(46 2299.4092),(47 2332.6533),(48 2335.3425),(49 2273.1265),(50 2296.3093),(51 2368.0056),(52 2379.9395),(53 2365.971),(54 2323.0872),(55 2299.9092),(56 2354.1267),(57 2352.5105),(58 2339.9836),(59 2293.0808),(60 2245.6563),(61 2220.3523),(62 2241.7395),(63 2190.8389),(64 2182.1235),(65 2182.7126),(66 2192.3025),(67 2229.5781),(68 2236.267),(69 2251.6616),(70 2305.911),(71 2279.483),(72 2224.8706),(73 2251.9092),(74 2253.5242),(75 2272.9248),(76 2272.3562),(77 2224.1511),(78 2186.9407),(79 2185.937),
(1 1150.0541),(2 1708.3757),(3 1838.2681),(4 1960.4333),(5 2033.8927),(6 2077.6677),(7 2099.8647),(8 2148.608),(9 2179.003),(10 2165.871),(11 2143.9722),(12 2142.958),(13 2146.3706),(14 2159.7273),(15 2226.0947),(16 2233.7031),(17 2226.7683),(18 2212.9177),(19 2209.7734),(20 2202.7808),(21 2219.5984),(22 2251.6685),(23 2275.4924),(24 2244.4014),(25 2226.8179),(26 2230.1724),(27 2273.427),(28 2209.2805),(29 2229.856),(30 2252.58),(31 2293.4338),(32 2270.7397),(33 2261.486),(34 2250.9436),(35 2268.5107),(36 2233.5854),(37 2265.8306),(38 2270.912),(39 2277.151),(40 2269.56),(41 2288.0476),(42 2289.5745),(43 2272.3076),(44 2242.8838),(45 2250.9722),(46 2275.0437),(47 2289.946),(48 2299.857),(49 2235.912),(50 2227.6824),(51 2259.9253),(52 2281.9958),(53 2265.6677),(54 2244.619),(55 2237.0251),(56 2262.3313),(57 2293.3293),(58 2275.8464),(59 2248.752),(60 2231.78),(61 2223.593),(62 2271.4092),(63 2204.572),(64 2171.6082),(65 2136.7546),(66 2126.6028),(67 2168.771),(68 2153.4976),(69 2173.34),(70 2185.2275),(71 2181.3577),(72 2186.8467),(73 2199.326),(74 2176.828),(75 2211.1033),(76 2185.9773),(77 2171.385),(78 2130.5522),(79 2121.2703),
(1 1110.9431),(2 1622.6276),(3 1768.0901),(4 1906.6602),(5 1990.3799),(6 2035.7122),(7 2058.9478),(8 2111.5361),(9 2139.1492),(10 2149.307),(11 2105.802),(12 2130.5796),(13 2119.4236),(14 2104.671),(15 2147.8762),(16 2177.0188),(17 2185.3242),(18 2187.2417),(19 2172.7214),(20 2178.1511),(21 2210.0212),(22 2236.5383),(23 2242.2012),(24 2206.969),(25 2189.6777),(26 2199.118),(27 2234.9443),(28 2172.0142),(29 2197.5283),(30 2183.782),(31 2238.574),(32 2196.4382),(33 2218.0854),(34 2217.1414),(35 2219.3857),(36 2190.5918),(37 2193.3035),(38 2168.9338),(39 2181.3604),(40 2173.5745),(41 2189.7612),(42 2183.9775),(43 2199.9424),(44 2150.8472),(45 2176.0505),(46 2221.692),(47 2218.959),(48 2224.3457),(49 2181.3164),(50 2168.7217),(51 2201.9084),(52 2180.9512),(53 2149.0588),(54 2148.061),(55 2155.6504),(56 2178.7446),(57 2226.6187),(58 2277.2976),(59 2268.7778),(60 2272.396),(61 2245.4167),(62 2259.0771),(63 2195.8098),(64 2166.4888),(65 2138.516),(66 2169.3289),(67 2216.1587),(68 2209.3635),(69 2202.9688),(70 2188.6072),(71 2169.6306),(72 2134.718),(73 2132.652),(74 2131.98),(75 2118.6138),(76 2089.8914),(77 2104.6636),(78 2059.913),(79 2065.6125),
(1 1050.6842),(2 1530.6334),(3 1713.6913),(4 1838.3674),(5 1904.5919),(6 1956.5128),(7 2005.2422),(8 2049.1636),(9 2095.333),(10 2149.2666),(11 2091.5479),(12 2085.1738),(13 2074.2644),(14 2062.4556),(15 2095.4768),(16 2142.6619),(17 2132.9475),(18 2110.6968),(19 2127.5166),(20 2136.1973),(21 2185.7563),(22 2192.4268),(23 2195.6672),(24 2157.251),(25 2160.8909),(26 2156.083),(27 2155.5293),(28 2119.493),(29 2142.958),(30 2142.1204),(31 2178.1409),(32 2144.3787),(33 2151.5632),(34 2172.0344),(35 2141.2817),(36 2107.2097),(37 2101.8945),(38 2100.6719),(39 2123.999),(40 2102.6921),(41 2100.2651),(42 2106.8777),(43 2090.9941),(44 2088.396),(45 2117.547),(46 2158.2375),(47 2151.011),(48 2153.0532),(49 2151.0544),(50 2132.1958),(51 2169.1946),(52 2140.1),(53 2108.056),(54 2112.4092),(55 2124.31),(56 2143.6575),(57 2171.6897),(58 2211.9065),(59 2185.042),(60 2197.4011),(61 2159.9033),(62 2156.1921),(63 2121.4902),(64 2108.9355),(65 2118.325),(66 2116.7166),(67 2116.0298),(68 2119.6296),(69 2116.9363),(70 2143.275),(71 2120.8545),(72 2064.3252),(73 2038.7642),(74 2029.9275),(75 2024.8302),(76 2011.6161),(77 2008.9065),(78 1989.5098),(79 2019.7183),
(1 1015.527),(2 1448.7458),(3 1637.8469),(4 1785.8862),(5 1845.4369),(6 1888.7284),(7 1944.3823),(8 2003.2542),(9 2037.9928),(10 2079.1072),(11 2028.0212),(12 2029.8259),(13 2030.951),(14 2017.1024),(15 2094.4673),(16 2147.6135),(17 2121.411),(18 2087.2424),(19 2101.841),(20 2120.2937),(21 2123.4414),(22 2153.524),(23 2151.0518),(24 2099.569),(25 2117.9583),(26 2103.9773),(27 2104.7747),(28 2044.9119),(29 2040.4281),(30 2058.1987),(31 2117.4954),(32 2089.0085),(33 2073.8062),(34 2079.8113),(35 2074.9797),(36 2068.3389),(37 2070.8271),(38 2039.5085),(39 2025.4364),(40 1988.1097),(41 1976.779),(42 2006.3542),(43 2005.0281),(44 1989.3074),(45 2043.6533),(46 2065.9854),(47 2056.809),(48 2072.625),(49 2064.4092),(50 2073.0598),(51 2099.8674),(52 2099.191),(53 2079.8464),(54 2076.4155),(55 2050.6736),(56 2052.165),(57 2055.0225),(58 2059.0627),(59 2041.6719),(60 2050.2397),(61 2084.2012),(62 2097.435),(63 2096.8647),(64 2099.549),(65 2115.7832),(66 2117.6501),(67 2102.2197),(68 2091.4045),(69 2100.3914),(70 2123.9526),(71 2094.024),(72 2073.6826),(73 2073.134),(74 2066.1475),(75 2068.8435),(76 2042.862),(77 1997.9631),(78 1975.1382),(79 1998.1208),
(1 980.5361),(2 1403.3563),(3 1544.894),(4 1639.7283),(5 1715.763),(6 1769.2167),(7 1786.4088),(8 1854.3755),(9 1877.9061),(10 1902.0944),(11 1890.824),(12 1879.3143),(13 1869.7081),(14 1895.9008),(15 1967.5759),(16 1991.0918),(17 1953.0078),(18 1947.9906),(19 1941.5088),(20 1970.5872),(21 1985.6548),(22 1993.5657),(23 1986.9048),(24 1966.972),(25 1977.8114),(26 1964.0397),(27 1940.4252),(28 1891.0359),(29 1919.14),(30 1943.4753),(31 1960.0585),(32 1937.795),(33 1966.9707),(34 1969.8954),(35 1965.4528),(36 1938.4216),(37 1958.3058),(38 1949.6454),(39 1942.5529),(40 1934.9198),(41 1936.0367),(42 1969.6548),(43 1984.3458),(44 1972.1174),(45 1941.0842),(46 1945.9297),(47 1927.2655),(48 1909.3047),(49 1889.8307),(50 1918.1783),(51 1933.5153),(52 1934.3036),(53 1928.7948),(54 1934.8512),(55 1920.2299),(56 1945.4238),(57 1959.114),(58 1963.3811),(59 1920.8217),(60 1949.961),(61 1943.9592),(62 1954.582),(63 1977.3525),(64 2000.974),(65 2002.5453),(66 1985.1228),(67 2006.9117),(68 2001.5663),(69 1995.039),(70 1990.6743),(71 1939.1022),(72 1927.0944),(73 1927.1064),(74 1932.1663),(75 1952.257),(76 1929.18),(77 1876.2417),(78 1869.3503),(79 1916.9095),
(1 952.7734),(2 1366.0803),(3 1511.3977),(4 1593.2311),(5 1637.7101),(6 1670.8967),(7 1700.7087),(8 1777.571),(9 1792.2474),(10 1834.5304),(11 1806.1019),(12 1773.6381),(13 1778.8282),(14 1818.2799),(15 1875.0048),(16 1859.3073),(17 1843.407),(18 1835.6229),(19 1823.7921),(20 1870.0887),(21 1884.0533),(22 1899.6245),(23 1883.8451),(24 1866.117),(25 1859.4894),(26 1860.2604),(27 1864.0989),(28 1819.2555),(29 1856.3497),(30 1862.3351),(31 1879.7509),(32 1861.1512),(33 1885.4797),(34 1904.4594),(35 1890.9008),(36 1866.6833),(37 1885.8652),(38 1901.0503),(39 1910.4052),(40 1865.2614),(41 1880.3387),(42 1922.7544),(43 1923.6257),(44 1929.8342),(45 1894.0995),(46 1899.2338),(47 1877.6406),(48 1847.1544),(49 1822.756),(50 1835.5007),(51 1870.2532),(52 1862.496),(53 1872.8406),(54 1886.5546),(55 1875.4193),(56 1908.6334),(57 1950.2605),(58 1974.4562),(59 1936.2196),(60 1949.0251),(61 1897.6592),(62 1902.3651),(63 1916.0394),(64 1936.8944),(65 1939.0137),(66 1903.2368),(67 1910.401),(68 1891.7526),(69 1874.3146),(70 1853.1172),(71 1828.5077),(72 1820.8949),(73 1806.6384),(74 1805.7328),(75 1846.1368),(76 1825.5853),(77 1799.732),(78 1802.316),(79 1826.221),
(1 918.9573),(2 1357.3658),(3 1467.3538),(4 1548.056),(5 1578.1956),(6 1619.5469),(7 1650.209),(8 1717.4067),(9 1729.4696),(10 1757.6339),(11 1721.3271),(12 1706.5289),(13 1765.6688),(14 1777.9829),(15 1829.0123),(16 1795.7582),(17 1781.6823),(18 1783.902),(19 1794.9385),(20 1837.5891),(21 1846.3983),(22 1869.7288),(23 1818.9341),(24 1794.1932),(25 1799.7821),(26 1818.3839),(27 1822.6842),(28 1791.299),(29 1788.8054),(30 1798.5829),(31 1823.7068),(32 1836.2087),(33 1832.9585),(34 1818.6808),(35 1809.9325),(36 1804.2612),(37 1800.5939),(38 1813.2495),(39 1826.1583),(40 1798.0623),(41 1792.7505),(42 1820.1838),(43 1824.0251),(44 1812.2493),(45 1780.6189),(46 1788.8982),(47 1785.9747),(48 1779.4298),(49 1767.8887),(50 1771.5771),(51 1777.941),(52 1773.2391),(53 1789.5748),(54 1798.9154),(55 1787.3625),(56 1808.3247),(57 1835.8954),(58 1830.9181),(59 1800.1539),(60 1822.6356),(61 1797.3508),(62 1819.0729),(63 1812.96),(64 1824.4995),(65 1828.442),(66 1795.7245),(67 1821.4174),(68 1828.1241),(69 1839.6384),(70 1812.4232),(71 1788.8296),(72 1753.842),(73 1745.6814),(74 1760.7971),(75 1764.9196),(76 1730.1605),(77 1728.3994),(78 1738.9076),(79 1765.8739),
(1 887.618),(2 1308.3721),(3 1440.7603),(4 1545.1781),(5 1568.8773),(6 1646.9739),(7 1682.1929),(8 1728.7313),(9 1721.1345),(10 1741.0159),(11 1698.7056),(12 1708.8812),(13 1726.4926),(14 1745.1548),(15 1799.7454),(16 1787.6188),(17 1758.0967),(18 1753.6058),(19 1792.847),(20 1795.8575),(21 1826.6588),(22 1842.5164),(23 1810.704),(24 1805.0396),(25 1816.0708),(26 1851.1758),(27 1842.2948),(28 1827.2474),(29 1800.9531),(30 1811.2278),(31 1843.005),(32 1849.8514),(33 1840.4625),(34 1782.8049),(35 1784.9547),(36 1775.3752),(37 1793.2723),(38 1811.322),(39 1807.8251),(40 1762.2301),(41 1745.1669),(42 1764.7126),(43 1757.5679),(44 1766.5681),(45 1766.6937),(46 1777.7157),(47 1789.1451),(48 1785.9961),(49 1754.8884),(50 1759.566),(51 1743.7555),(52 1745.7568),(53 1771.1573),(54 1775.8544),(55 1760.432),(56 1765.3451),(57 1788.6033),(58 1814.8502),(59 1798.0148),(60 1799.226),(61 1778.3304),(62 1811.6246),(63 1800.2917),(64 1811.6338),(65 1825.2456),(66 1782.3341),(67 1778.3198),(68 1797.152),(69 1780.1436),(70 1743.3446),(71 1701.0011),(72 1699.4333),(73 1721.233),(74 1731.5635),(75 1723.2369),(76 1729.4463),(77 1761.8231),(78 1734.7379),(79 1743.1205),
(1 851.9323),(2 1255.5359),(3 1384.9631),(4 1467.5725),(5 1498.2712),(6 1597.8578),(7 1626.3958),(8 1687.2452),(9 1678.3998),(10 1686.8359),(11 1639.3558),(12 1610.2867),(13 1636.3927),(14 1687.2518),(15 1724.9846),(16 1747.0201),(17 1764.728),(18 1781.6074),(19 1793.6),(20 1803.1577),(21 1819.937),(22 1803.2668),(23 1788.3383),(24 1789.7856),(25 1809.2839),(26 1811.2457),(27 1807.5115),(28 1793.4562),(29 1766.2988),(30 1756.1858),(31 1770.8385),(32 1790.5972),(33 1794.664),(34 1739.1083),(35 1756.0599),(36 1729.2677),(37 1751.9644),(38 1746.2046),(39 1749.1042),(40 1711.3223),(41 1684.303),(42 1687.792),(43 1706.1017),(44 1727.4945),(45 1764.6587),(46 1758.8224),(47 1779.4617),(48 1777.7394),(49 1744.8378),(50 1736.0396),(51 1743.7494),(52 1724.2328),(53 1736.8889),(54 1739.2845),(55 1725.4521),(56 1736.7186),(57 1752.7328),(58 1770.3921),(59 1777.7456),(60 1778.7623),(61 1757.2601),(62 1783.9818),(63 1779.2103),(64 1777.6906),(65 1773.1836),(66 1745.1212),(67 1760.7495),(68 1747.6063),(69 1738.2941),(70 1736.099),(71 1704.3131),(72 1705.1348),(73 1730.9436),(74 1732.484),(75 1736.1648),(76 1743.9707),(77 1718.7651),(78 1714.5704),(79 1730.472),
(1 842.8819),(2 1256.2112),(3 1376.5712),(4 1462.1508),(5 1479.0927),(6 1536.1692),(7 1546.7959),(8 1600.4207),(9 1611.4603),(10 1631.5457),(11 1612.5363),(12 1584.9419),(13 1591.2452),(14 1639.3207),(15 1681.1421),(16 1667.3164),(17 1677.6686),(18 1695.9059),(19 1693.3596),(20 1712.7673),(21 1732.6082),(22 1715.1428),(23 1727.6058),(24 1722.8605),(25 1735.5558),(26 1713.7292),(27 1705.054),(28 1689.5327),(29 1700.2355),(30 1696.5953),(31 1709.7927),(32 1714.5234),(33 1713.1592),(34 1682.3346),(35 1679.062),(36 1640.3575),(37 1651.2957),(38 1634.3428),(39 1619.9658),(40 1606.9028),(41 1584.6917),(42 1599.1898),(43 1618.3745),(44 1658.09),(45 1658.1682),(46 1626.5432),(47 1647.7626),(48 1654.5809),(49 1638.8295),(50 1618.4149),(51 1635.5112),(52 1627.5342),(53 1606.8387),(54 1592.0383),(55 1590.847),(56 1618.7302),(57 1612.2189),(58 1620.5287),(59 1619.726),(60 1636.8989),(61 1617.7761),(62 1642.6189),(63 1655.909),(64 1662.363),(65 1648.5167),(66 1647.8026),(67 1653.0071),(68 1666.654),(69 1647.5382),(70 1649.7997),(71 1622.0638),(72 1590.0383),(73 1596.1166),(74 1594.0701),(75 1609.5822),(76 1599.9146),(77 1607.329),(78 1599.4906),(79 1613.0841),
(1 817.09174),(2 1204.2352),(3 1301.3425),(4 1399.406),(5 1430.2772),(6 1476.523),(7 1482.3156),(8 1520.0442),(9 1553.6466),(10 1579.8258),(11 1564.3563),(12 1554.1069),(13 1548.0579),(14 1585.6873),(15 1618.3071),(16 1604.2142),(17 1603.1254),(18 1611.9192),(19 1595.0902),(20 1609.9897),(21 1633.8961),(22 1638.906),(23 1647.6252),(24 1635.2572),(25 1657.4498),(26 1641.85),(27 1635.3125),(28 1636.9733),(29 1651.0559),(30 1629.4542),(31 1658.5365),(32 1661.0143),(33 1666.4227),(34 1664.0685),(35 1652.1477),(36 1618.6399),(37 1612.5394),(38 1605.0924),(39 1607.3588),(40 1592.9957),(41 1562.4788),(42 1580.7816),(43 1590.4515),(44 1618.9661),(45 1626.9193),(46 1614.9283),(47 1627.6326),(48 1611.046),(49 1584.2672),(50 1580.7916),(51 1566.0397),(52 1562.2615),(53 1575.8938),(54 1564.9894),(55 1555.5608),(56 1577.2212),(57 1573.5413),(58 1588.7705),(59 1570.7313),(60 1597.002),(61 1591.2609),(62 1589.708),(63 1589.706),(64 1593.8),(65 1599.4307),(66 1583.5358),(67 1606.8607),(68 1631.2528),(69 1595.8938),(70 1590.268),(71 1589.714),(72 1589.8463),(73 1594.0656),(74 1613.406),(75 1611.9884),(76 1589.5259),(77 1588.2915),(78 1565.5159),(79 1549.0658),
(1 795.42236),(2 1165.7384),(3 1266.785),(4 1342.2362),(5 1384.8401),(6 1434.1893),(7 1441.0225),(8 1452.564),(9 1441.0381),(10 1461.7894),(11 1452.1691),(12 1476.5294),(13 1464.5349),(14 1510.3707),(15 1532.9637),(16 1532.1774),(17 1539.4233),(18 1517.8987),(19 1508.2566),(20 1510.7808),(21 1551.03),(22 1545.4696),(23 1553.4413),(24 1549.2318),(25 1568.9741),(26 1567.9432),(27 1559.6449),(28 1554.4213),(29 1566.3541),(30 1565.9944),(31 1583.464),(32 1602.7915),(33 1615.651),(34 1585.8605),(35 1576.2943),(36 1563.1807),(37 1559.4305),(38 1542.7717),(39 1554.6166),(40 1557.0222),(41 1534.9312),(42 1532.4589),(43 1552.7977),(44 1554.208),(45 1540.8436),(46 1534.256),(47 1547.5808),(48 1533.7982),(49 1518.9475),(50 1507.4077),(51 1486.2311),(52 1495.4032),(53 1481.489),(54 1480.0757),(55 1495.5894),(56 1515.3762),(57 1531.9882),(58 1557.8993),(59 1514.7621),(60 1516.039),(61 1492.8345),(62 1492.3734),(63 1485.0138),(64 1504.2506),(65 1543.8958),(66 1545.4413),(67 1584.9225),(68 1572.3353),(69 1547.5955),(70 1532.9335),(71 1522.6737),(72 1511.5951),(73 1512.1687),(74 1533.4502),(75 1525.4156),(76 1509.8217),(77 1517.1394),(78 1527.0588),(79 1533.1984),
