1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98929.31),(2 175696.88),(3 179070.39),(4 370665.72),(5 546388.3),(6 618307.2),(7 878761.3),(8 1121797.4),(9 1248442.1),(10 1556484.6),(11 1859105.9),(12 2036394.6),(13 2402938.8),(14 2789540.8),(15 3041900.8),(16 3504452.8),(17 4014474),(18 4354541),(19 4909367),(20 5495757.5),(21 5891613.5),(22 6504763.5),(23 7224536.5),(24 7676736),(25 8383912),(26 9151975),(27 9716160),(28 10527325),(29 11461568),(30 12160568),(31 13155380),(32 14294231),(33 15184099),(34 16282605),(35 17524954),(36 18472272),(37 19657778),(38 21040984),(39 22104910),(40 23374590),(41 24881734),(42 26046832),(43 27425482),(44 28991744),(45 30171128),(46 31472854),(47 32986922),(48 34259588),(49 35610396),(50 37185720),(51 38450692),(52 39821276),(53 41377116),(54 42647684),(55 43966240),(56 45545164),(57 46819788),(58 48145708),(59 49699244),(60 50914572),(61 52228576),(62 53753950),(63 55053428),(64 56247636),(65 57752990),(66 58899360),(67 60175620),(68 61733836),(69 62873044),(70 63990804),(71 65514652),(72 66649844),(73 67641896),(74 68859270),(75 69561180),(76 70103030),(77 71097520),(78 71683650),(79 72205560),
(1 4878.135),(2 11248.787),(3 13765.277),(4 14431.202),(5 15375.828),(6 15922.217),(7 15911.134),(8 15862.066),(9 16187.266),(10 16631.623),(11 17022.535),(12 17539.162),(13 18347.06),(14 19060.188),(15 19308.1),(16 19021.154),(17 18360.934),(18 18020.92),(19 18181.018),(20 18284.566),(21 18164.924),(22 18323.088),(23 18418.621),(24 18526.598),(25 18526.934),(26 18290.502),(27 18116.457),(28 18058.428),(29 17869.973),(30 17990.455),(31 18308.494),(32 18571.063),(33 18731.672),(34 19185.678),(35 19773.926),(36 19995.355),(37 20144.072),(38 19993.64),(39 19728.701),(40 19619.314),(41 19962.646),(42 20516.674),(43 20844.42),(44 21338.127),(45 21649.547),(46 21912.762),(47 22135.543),(48 21893.67),(49 21806.783),(50 21904.17),(51 21873.432),(52 22007.404),(53 22556.084),(54 23054.479),(55 23508.732),(56 23816.307),(57 23865.783),(58 24019.127),(59 24195.82),(60 24070.936),(61 24103.527),(62 24485.695),(63 24697.934),(64 24788.9),(65 24931.38),(66 25241.682),(67 25646.844),(68 25962.174),(69 26189.41),(70 26235.14),(71 26298.416),(72 26570.91),(73 26668.03),(74 26898.143),(75 26957.875),(76 27033.926),(77 27328.672),(78 27402.273),(79 27479.201),
(1 4740.3125),(2 10992.735),(3 13496.968),(4 14163.624),(5 14901.251),(6 15239.628),(7 15048.062),(8 15058.514),(9 15420.454),(10 15951.342),(11 16480.045),(12 16894.469),(13 17336.193),(14 17802.258),(15 18168.82),(16 18192.197),(17 18182.486),(18 18218.56),(19 18116.08),(20 18030.084),(21 18009.188),(22 18245.998),(23 18221.13),(24 18319.318),(25 18542.682),(26 18536.07),(27 18270.95),(28 18119.434),(29 17996.408),(30 18180.69),(31 18545.127),(32 18662.816),(33 18688.322),(34 19016.1),(35 19345.1),(36 19158.12),(37 19180.275),(38 19235.33),(39 19118.053),(40 19200.176),(41 19845.994),(42 20098.668),(43 19765.777),(44 19966.617),(45 20647.922),(46 21236.166),(47 21771.414),(48 21791.197),(49 21859.62),(50 22027.623),(51 22331.795),(52 22522.727),(53 23087.412),(54 23657.53),(55 24003.125),(56 24135.346),(57 24394.336),(58 24528.037),(59 24730.646),(60 24969.943),(61 25362.705),(62 25767.744),(63 26023.531),(64 26019.01),(65 26018.85),(66 26598.604),(67 27122.959),(68 27257.217),(69 27614.209),(70 27972.295),(71 28009.139),(72 28041.143),(73 28645.994),(74 29066.658),(75 29389.346),(76 29611.71),(77 29778.998),(78 29731.104),(79 29695.29),
(1 4628.598),(2 10711.078),(3 13161.155),(4 13753.014),(5 14557.115),(6 15000.066),(7 15046.507),(8 14987.232),(9 15270.218),(10 15554.366),(11 16015.054),(12 16277.862),(13 16559.645),(14 16990.637),(15 17219.46),(16 16990.076),(17 16757.396),(18 16918.771),(19 17221.824),(20 17273.104),(21 17617.572),(22 17832.252),(23 17969.15),(24 17975.498),(25 17668.293),(26 17272.174),(27 17068.586),(28 16772.365),(29 16870.645),(30 17154.78),(31 17275.068),(32 17518.93),(33 17925.164),(34 18529.703),(35 19053.586),(36 19444.664),(37 19470.193),(38 19282.781),(39 19056.137),(40 19083.346),(41 19742.623),(42 20039.156),(43 20006.922),(44 20209.727),(45 20527.549),(46 20625.227),(47 20697.768),(48 20515.332),(49 20617.086),(50 20793.89),(51 21099.234),(52 21452.818),(53 22042.123),(54 22522.883),(55 22785.293),(56 22874.793),(57 22851.668),(58 23011.748),(59 23238.607),(60 23426.133),(61 23946.102),(62 24080.633),(63 24168.016),(64 24581.684),(65 24938.37),(66 25240.266),(67 25574.553),(68 25895.541),(69 26546.508),(70 26930.084),(71 27096.885),(72 27238.352),(73 27332.633),(74 27479.426),(75 27475.264),(76 27611.465),(77 27578.234),(78 27748.475),(79 27852.852),
(1 4638.4956),(2 10535.844),(3 12843.272),(4 13396.389),(5 14194.5),(6 14731.903),(7 14840.876),(8 15087.197),(9 15471.326),(10 15745.062),(11 15944.058),(12 16218.276),(13 16516.105),(14 16942.113),(15 17203.096),(16 17067.994),(17 16945.629),(18 17063.555),(19 17044.053),(20 16864.715),(21 16847.947),(22 16995.875),(23 17242.479),(24 17280.594),(25 17196.684),(26 17225.537),(27 17156.705),(28 17099.072),(29 17215.365),(30 17484.879),(31 17577.533),(32 17671.363),(33 17808.293),(34 17883.094),(35 17845.646),(36 17877.535),(37 17665.387),(38 17531.492),(39 17470.254),(40 17682.643),(41 18113.063),(42 18187.863),(43 18208.908),(44 18701.992),(45 19025.627),(46 18978.504),(47 18856.38),(48 18908.523),(49 18968.762),(50 19152.613),(51 19635.863),(52 19933.227),(53 20429.787),(54 20620.344),(55 20310.744),(56 20053.686),(57 20300.08),(58 20556.164),(59 20801.717),(60 21094.186),(61 21335.473),(62 21655.523),(63 22027.033),(64 22396.977),(65 22632.512),(66 23085.871),(67 23388.521),(68 23617.223),(69 24102.693),(70 24487.268),(71 24609.97),(72 24675.088),(73 24813.846),(74 24944.654),(75 25063.682),(76 25106.836),(77 24966.463),(78 24785.238),(79 24842.504),
(1 4590.204),(2 10349.919),(3 12425.574),(4 13001.316),(5 13988.96),(6 14440.318),(7 14525.319),(8 14728.6),(9 15182.309),(10 15694.104),(11 15844.259),(12 15870.544),(13 15934.634),(14 16318.803),(15 16685.078),(16 16575.877),(17 16381.626),(18 16402.158),(19 16424.445),(20 16436.854),(21 16359.124),(22 16308.725),(23 16375.86),(24 16309.341),(25 16144.729),(26 16145.585),(27 15974.197),(28 15937.243),(29 16341.099),(30 16611.324),(31 16718.38),(32 16969.621),(33 17297.93),(34 17415.65),(35 17552.521),(36 17809.113),(37 17684.934),(38 17421.541),(39 17548.61),(40 17896.1),(41 18320.416),(42 18246.506),(43 18335.328),(44 18671.195),(45 18785.053),(46 18988.842),(47 19300.023),(48 19770.445),(49 19715.885),(50 19732.744),(51 20068.6),(52 20206.36),(53 20454.555),(54 20658.21),(55 20704.6),(56 20758.273),(57 20544.668),(58 20293.219),(59 20584.063),(60 21044.617),(61 21573.54),(62 22054.453),(63 22489.35),(64 22549.695),(65 22548.656),(66 22857.518),(67 23026.572),(68 23129.254),(69 23378.855),(70 23518.764),(71 23623.623),(72 23864.535),(73 24023.33),(74 23861.738),(75 24013.896),(76 24154.68),(77 24415.32),(78 24697.752),(79 24828.303),
(1 4467.812),(2 10103.027),(3 12275.164),(4 12994.956),(5 13979.353),(6 14611.33),(7 14847.463),(8 15246.396),(9 15686.168),(10 16180.108),(11 16478.174),(12 16700.357),(13 16888.39),(14 17263.291),(15 17480.365),(16 17253.592),(17 17139.4),(18 17277.129),(19 17439.623),(20 17501.906),(21 17171.201),(22 17153.113),(23 17161.842),(24 16862.508),(25 16741.72),(26 16959.229),(27 16542.984),(28 16296.736),(29 16606.586),(30 16611.566),(31 16479.674),(32 16740.762),(33 17167.92),(34 17272.23),(35 17416.596),(36 17448.662),(37 17302.254),(38 17478.031),(39 17971.613),(40 18134.215),(41 18331.107),(42 18175.846),(43 18145.475),(44 18488.861),(45 18779.906),(46 18792.879),(47 18778.293),(48 19013.729),(49 18954.326),(50 19358.625),(51 19825.758),(52 19972.346),(53 19737.803),(54 19782.398),(55 20026.678),(56 20503.38),(57 20822.775),(58 20760.404),(59 20899.281),(60 21128.838),(61 21477.68),(62 21787.113),(63 22082.752),(64 22324.98),(65 22607.697),(66 23065.5),(67 23231.754),(68 23310.006),(69 23674.887),(70 24053.563),(71 24263.785),(72 24545.21),(73 24575.588),(74 24604.088),(75 25017.717),(76 25139.639),(77 25051.143),(78 25331.107),(79 25238.63),
(1 4385.05),(2 9871.02),(3 12060.928),(4 12835.387),(5 13649.727),(6 13931.428),(7 14055.592),(8 14500.194),(9 14847.174),(10 15048.771),(11 15420.321),(12 15766.462),(13 16233.594),(14 16654.676),(15 16588.797),(16 16381.296),(17 16407.076),(18 16504.955),(19 16432.637),(20 16455.684),(21 16381.735),(22 16447.78),(23 16580.521),(24 16518.377),(25 16329.918),(26 16071.773),(27 15810.921),(28 15777.849),(29 16011.634),(30 16347.758),(31 16253.779),(32 16596.563),(33 16922.549),(34 16867.484),(35 16898.7),(36 16757.031),(37 16538.84),(38 16560.629),(39 16844.127),(40 17238.695),(41 17540.32),(42 17440.137),(43 17482.328),(44 17832.832),(45 18106.352),(46 18119.709),(47 18098.025),(48 18028.365),(49 18155.594),(50 18365.803),(51 18745.113),(52 19087.043),(53 18932.395),(54 18770.93),(55 19041.426),(56 19326.078),(57 19130.354),(58 19148.947),(59 19539.855),(60 19885.174),(61 20130.627),(62 20520.186),(63 20960.28),(64 21131.697),(65 21304.31),(66 21553.936),(67 21855.805),(68 22243.043),(69 22759.994),(70 22915.803),(71 23004.305),(72 23358.404),(73 23616.357),(74 23895.213),(75 24423.645),(76 24646.287),(77 24686.732),(78 24672.408),(79 24808.695),
(1 4296.2373),(2 9707.537),(3 11757.485),(4 12420.526),(5 13141.983),(6 13376.876),(7 13506.567),(8 13894.523),(9 14214.6455),(10 14484.662),(11 14805.598),(12 15058.626),(13 15468.456),(14 15658.119),(15 15560.407),(16 15241.352),(17 15380.494),(18 15658.892),(19 15641.01),(20 15735.056),(21 15904.618),(22 15886.825),(23 15703.476),(24 15573.986),(25 15584.413),(26 15672.898),(27 15603.985),(28 15521.069),(29 15887.534),(30 16460.959),(31 16609.17),(32 16549.895),(33 16627.607),(34 16774.646),(35 16973.145),(36 17030.479),(37 16891.6),(38 16916.316),(39 17525.746),(40 17870.992),(41 17867.469),(42 17735.014),(43 17761.068),(44 17916.408),(45 18030.512),(46 17925.158),(47 17774.32),(48 17818.4),(49 17838.89),(50 17894.852),(51 18251.6),(52 18102.3),(53 18044.754),(54 18077.885),(55 18370.215),(56 18660.826),(57 18709.47),(58 18820.127),(59 19025.617),(60 19354.807),(61 19460.855),(62 19730.117),(63 20070.725),(64 20161.033),(65 20363.28),(66 20819.695),(67 21134.648),(68 21299.746),(69 21560.35),(70 21661.775),(71 21907.885),(72 21861.578),(73 22020.918),(74 22302.967),(75 22709.84),(76 22726.658),(77 22628.941),(78 22840.518),(79 22757.512),
(1 4187.077),(2 9349.494),(3 11185.698),(4 11816.948),(5 12523.312),(6 12674.688),(7 12588.619),(8 12642.631),(9 12936.29),(10 13201.355),(11 13403.669),(12 13599.93),(13 13845.993),(14 14233.728),(15 14246.854),(16 14115.699),(17 14322.461),(18 14679.087),(19 14823.535),(20 15044.925),(21 15243.039),(22 14987.526),(23 14760.966),(24 14944.148),(25 15205.897),(26 15358.552),(27 15283.874),(28 15123.679),(29 15302.3125),(30 15323.28),(31 15254.971),(32 15058.851),(33 14914.131),(34 14966.748),(35 14963.713),(36 15232.677),(37 15396.464),(38 15364.536),(39 15641.009),(40 15934.633),(41 15933.42),(42 15948.384),(43 16216.551),(44 16393.309),(45 16468.975),(46 16523.314),(47 16324.791),(48 16321.305),(49 16402.545),(50 16573.408),(51 16852.094),(52 16911.049),(53 16652.953),(54 17053.465),(55 17731.773),(56 17818.045),(57 17967.498),(58 18192.229),(59 18284.395),(60 18430.514),(61 18649.36),(62 18795.309),(63 18721.945),(64 18768.512),(65 18921.645),(66 19248.643),(67 19528.97),(68 19715.596),(69 20003.896),(70 20293.375),(71 20473.857),(72 20781.508),(73 21120.262),(74 21492.98),(75 21909.908),(76 22032.082),(77 22139.676),(78 21989.334),(79 22143.564),
(1 4122.3696),(2 9114.505),(3 10739.073),(4 11448.181),(5 12454.443),(6 12867.886),(7 12927.201),(8 13003.256),(9 13135.884),(10 13331.309),(11 13676.205),(12 13972.075),(13 14032.583),(14 14315.704),(15 14501.31),(16 14517.483),(17 14635.61),(18 14675.847),(19 14666.51),(20 14927.976),(21 15133.828),(22 14939.189),(23 14626.096),(24 14642.804),(25 14764.544),(26 14708.648),(27 14675.43),(28 14767.095),(29 14921.591),(30 15012.547),(31 15164.566),(32 15415.87),(33 15372.767),(34 15566.969),(35 15614.034),(36 15428.93),(37 15352.283),(38 15294.743),(39 15718.75),(40 15822.855),(41 15872.044),(42 16299.884),(43 16366.167),(44 16245.786),(45 16269.881),(46 16528.943),(47 16455.281),(48 16600.098),(49 16961.986),(50 17043.91),(51 17366.303),(52 17424.703),(53 17315.777),(54 17632.105),(55 17942.78),(56 18045.578),(57 18119.932),(58 18491.492),(59 18810.318),(60 18970.229),(61 19126.674),(62 19192.35),(63 19425.516),(64 19552.813),(65 19654.701),(66 20006.334),(67 20487.957),(68 20574.094),(69 20867.182),(70 21307.172),(71 21491.621),(72 21547.742),(73 21622.02),(74 21742.719),(75 21947.281),(76 22047.906),(77 21892.033),(78 21817.55),(79 22068.754),
(1 4101.67),(2 8969.534),(3 10482.716),(4 11026.595),(5 11837.029),(6 12143.79),(7 11959.676),(8 11980.027),(9 12205.263),(10 12503.701),(11 12847.879),(12 13075.974),(13 13007.068),(14 13237.761),(15 13353.195),(16 13336.976),(17 13416.372),(18 13524.434),(19 13704.396),(20 13740.824),(21 13664.743),(22 13569.659),(23 13406.346),(24 13752.627),(25 14032.102),(26 13944.3955),(27 13873.443),(28 14088.153),(29 14172.143),(30 14072.078),(31 14006.683),(32 13975.713),(33 13882.63),(34 14109.349),(35 14099.263),(36 14119.4),(37 14109.176),(38 14039.134),(39 14387.729),(40 14545.416),(41 14768.084),(42 15198.583),(43 15351.156),(44 15263.162),(45 15382.465),(46 15608.65),(47 15508.233),(48 15581.41),(49 15763.198),(50 15778.632),(51 15884.438),(52 16037.565),(53 16272.393),(54 16708.621),(55 16878.887),(56 16818.17),(57 16863.564),(58 17078.586),(59 17355.332),(60 17738.371),(61 17975.756),(62 18216.184),(63 18565.102),(64 18614.145),(65 18535.504),(66 19016.818),(67 19194.428),(68 19201.316),(69 19330.37),(70 19495.072),(71 19625.438),(72 19655.998),(73 19775.225),(74 19912.135),(75 19956.732),(76 19920.543),(77 20108.332),(78 19991.668),(79 19774.441),
(1 4009.8345),(2 8710.732),(3 10468.669),(4 11480.288),(5 12394.057),(6 12770.751),(7 12794.447),(8 12912.494),(9 13241.721),(10 13587.208),(11 13851.217),(12 14204.279),(13 14341.732),(14 14525.562),(15 14570.914),(16 14697.134),(17 14973.668),(18 14993.551),(19 14804.525),(20 14694.359),(21 14728.501),(22 14762.053),(23 14628.266),(24 14675.3955),(25 14612.124),(26 14534.2705),(27 14686.17),(28 14861.495),(29 14566.99),(30 14352.348),(31 14394.114),(32 14434.074),(33 14351.221),(34 14403.883),(35 14395.612),(36 14567.241),(37 14601.118),(38 14797.605),(39 15021.881),(40 15016.702),(41 15201.524),(42 15714.3125),(43 15880.963),(44 15789.185),(45 15951.56),(46 15974.06),(47 16052.986),(48 16108.316),(49 16346.725),(50 16468.861),(51 16469.781),(52 16528.96),(53 16654.701),(54 16893.012),(55 16899.45),(56 17071.822),(57 17216.906),(58 17337.781),(59 17667.584),(60 17971.035),(61 18056.697),(62 17965.213),(63 18169.92),(64 18392.236),(65 18705.314),(66 19035.473),(67 19164.805),(68 19334.428),(69 19449.713),(70 19434.457),(71 19280.563),(72 19399.398),(73 19523.172),(74 19728.182),(75 19818.707),(76 19981.535),(77 20277.291),(78 20478.074),(79 20691.018),
(1 3963.795),(2 8451.307),(3 9969.609),(4 10608.269),(5 11242.02),(6 11425.129),(7 11625.877),(8 11937.712),(9 12130.533),(10 12355.341),(11 12665.289),(12 12734.451),(13 12833.25),(14 12912.06),(15 12838.064),(16 13056.186),(17 13271.071),(18 13261.085),(19 13292.518),(20 13302.786),(21 13370.283),(22 13485.642),(23 13316.876),(24 13313.019),(25 13519.429),(26 13518.229),(27 13555.481),(28 13660.269),(29 13561.908),(30 13534.707),(31 13672.613),(32 13638.989),(33 13477.773),(34 13373.29),(35 13395.023),(36 13660.245),(37 13906.563),(38 14054.834),(39 14263.463),(40 14462.196),(41 14786.5625),(42 14997.8125),(43 15080.671),(44 14997.196),(45 15034.931),(46 14928.261),(47 14877.735),(48 14831.857),(49 14988.006),(50 14947.769),(51 15156.962),(52 15400.354),(53 15526.764),(54 15548.229),(55 15541.6045),(56 15866.421),(57 16073.818),(58 16121.467),(59 16347.187),(60 16616.375),(61 16620.35),(62 16768.533),(63 17072.2),(64 17166.582),(65 17326.03),(66 17698.273),(67 17931.125),(68 17862.703),(69 17811.518),(70 17863.832),(71 17872.404),(72 18048.912),(73 18253.734),(74 18420.322),(75 18361.215),(76 18452.273),(77 18613.594),(78 18852.463),(79 19053.15),
(1 3773.7288),(2 8098.396),(3 9640.2705),(4 10370.999),(5 11050.864),(6 11390.852),(7 11561.192),(8 11804.416),(9 11984.181),(10 12220.343),(11 12443.098),(12 12590.649),(13 12764.2295),(14 12746.693),(15 12626.813),(16 12742.375),(17 13028.046),(18 13123.53),(19 13059.036),(20 12998.773),(21 12893.901),(22 12756.361),(23 12605.291),(24 12572.833),(25 12753.536),(26 12954),(27 13064.102),(28 13173.561),(29 13075.786),(30 12950.563),(31 13092.683),(32 13176.6875),(33 13019.089),(34 12990.438),(35 13206.38),(36 13463.941),(37 13717.585),(38 13945.581),(39 14039.873),(40 14180.352),(41 14240.484),(42 14547.3545),(43 14657.549),(44 14593.825),(45 14527.55),(46 14560.901),(47 14773.528),(48 14825.587),(49 14788.649),(50 14713.995),(51 15023.629),(52 15132.159),(53 15167.917),(54 15103.76),(55 15056.941),(56 15193.438),(57 15497.636),(58 15751.465),(59 15766.309),(60 15861.217),(61 15836.499),(62 16132.267),(63 16266.035),(64 16306.658),(65 16470.473),(66 16500.348),(67 16497.541),(68 16403.104),(69 16527.615),(70 16548.412),(71 16757.896),(72 16960.525),(73 17219.486),(74 17333.148),(75 17597.72),(76 17676.162),(77 17697.402),(78 17886.256),(79 18004.686),
(1 3882.1943),(2 8223.82),(3 9595.579),(4 10336.09),(5 10984.547),(6 11090.617),(7 11088.67),(8 11349.064),(9 11407.279),(10 11578.485),(11 11867.481),(12 12106.256),(13 12250.434),(14 12312.308),(15 12343.601),(16 12520.236),(17 12923.312),(18 12975.954),(19 12926.85),(20 13178.971),(21 13015.099),(22 12670.387),(23 12596.931),(24 12618.619),(25 12458.609),(26 12521.874),(27 12646.802),(28 12670.096),(29 12657.405),(30 12667.302),(31 12839.665),(32 12863.126),(33 12954.426),(34 13094.523),(35 12932.335),(36 12866.765),(37 13360.036),(38 13617.804),(39 13612.671),(40 13906.024),(41 14140.803),(42 14201.346),(43 14299.681),(44 14276.689),(45 14169.765),(46 14311.066),(47 14423.527),(48 14517.832),(49 14543.219),(50 14587.816),(51 14829.206),(52 15139.816),(53 15093.307),(54 15116.292),(55 15186.029),(56 15351.473),(57 15552.372),(58 15427.911),(59 15393.985),(60 15643.074),(61 15810.218),(62 15945.904),(63 15950.278),(64 16128.679),(65 16226.39),(66 16393.709),(67 16361.446),(68 16481.799),(69 16787.098),(70 16661.047),(71 16586.164),(72 16848.78),(73 17061.443),(74 17277.008),(75 17429.332),(76 17391.8),(77 17572.639),(78 17663.621),(79 17533.516),
(1 3691.9768),(2 7717.8066),(3 8937.847),(4 9794.152),(5 10418.585),(6 10572.209),(7 10831.935),(8 11033.604),(9 11003.877),(10 11150.923),(11 11234.64),(12 11196.278),(13 11223.116),(14 11430.092),(15 11544.624),(16 11766.7705),(17 11996.011),(18 12016.934),(19 11915.777),(20 11933.136),(21 11730.024),(22 11642.38),(23 11606.664),(24 11493.176),(25 11404.49),(26 11561.971),(27 11611.986),(28 11662.4375),(29 11872.583),(30 12098.513),(31 12021.056),(32 12036.467),(33 12104.759),(34 12202.925),(35 12356.437),(36 12643.32),(37 12809.538),(38 12838.667),(39 12931.505),(40 13108.8545),(41 13179.347),(42 13108.209),(43 13235.065),(44 13186.265),(45 13047.659),(46 13162.482),(47 13356.652),(48 13362.136),(49 13412.956),(50 13625.386),(51 13903.054),(52 14074.706),(53 14171.218),(54 14320.389),(55 14559.991),(56 14525.995),(57 14545.143),(58 14614.507),(59 14701.198),(60 14757.874),(61 14943.915),(62 14905.904),(63 15092.763),(64 15432.3545),(65 15467.643),(66 15458.478),(67 15585.798),(68 15919.856),(69 16334.154),(70 16351.173),(71 16562.771),(72 16799.86),(73 16922.08),(74 16820.879),(75 16870.654),(76 17182.143),(77 17400.537),(78 17386.426),(79 17489.346),
(1 3589.6216),(2 7499.391),(3 8862.532),(4 9567.427),(5 10039.926),(6 10072.009),(7 10133.132),(8 10123.049),(9 10178.148),(10 10438.727),(11 10616.692),(12 10697.996),(13 10706.748),(14 10629.832),(15 10671.694),(16 10836.581),(17 11050.485),(18 11107.013),(19 11064.931),(20 11142.552),(21 11147.152),(22 11052.002),(23 11121.205),(24 11145.78),(25 11259.919),(26 11337.576),(27 11256),(28 11226.451),(29 11547.369),(30 11904.893),(31 12044.759),(32 11938.33),(33 11793.483),(34 11680.387),(35 11634.777),(36 11538.768),(37 11651.263),(38 11996.924),(39 12243.252),(40 12495.989),(41 12656.519),(42 12574.745),(43 12548.519),(44 12554.192),(45 12711.108),(46 12847.535),(47 13084.058),(48 13050.349),(49 12990.41),(50 13052.525),(51 13162.4),(52 13309.195),(53 13358.933),(54 13479.575),(55 13539.601),(56 13518.769),(57 13721.389),(58 13784.507),(59 13983.405),(60 14098.451),(61 14055.071),(62 13846.167),(63 14017.144),(64 14161.592),(65 14206.375),(66 14476.602),(67 14812.196),(68 15173.97),(69 15391.954),(70 15546.292),(71 15628.782),(72 15637.75),(73 15647.329),(74 15714.005),(75 15675.531),(76 15750.575),(77 15889.051),(78 15943.079),(79 15960.108),
