1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 143.61174),(2 198.99579),(3 239.81662),(4 265.58817),(5 286.23785),(6 306.19568),(7 323.87372),(8 336.36447),(9 347.95364),(10 354.68942),(11 366.25015),(12 364.83987),(13 368.31134),(14 369.51123),(15 377.16705),(16 374.64496),(17 376.88385),(18 377.78964),(19 378.59564),(20 375.99512),(21 376.24948),(22 382.3369),(23 390.02856),(24 388.0778),(25 390.3499),(26 397.64075),(27 403.69775),(28 402.2203),(29 401.81393),(30 402.94025),(31 402.78192),(32 398.5839),(33 397.7233),(34 396.26688),(35 399.71884),(36 390.47412),(37 388.97968),(38 390.7015),(39 392.62222),(40 390.11502),(41 389.0366),(42 386.99738),(43 391.44662),(44 384.62866),(45 387.94916),(46 385.29053),(47 391.5709),(48 384.27286),(49 383.5473),(50 382.77087),(51 389.1978),(52 386.56592),(53 384.8426),(54 387.5835),(55 394.4005),(56 387.79846),(57 389.56674),(58 395.0905),(59 398.47165),(60 396.24146),(61 396.0819),(62 396.5688),(63 403.02917),(64 401.64346),(65 407.2571),(66 409.10757),(67 412.23553),(68 407.05533),(69 408.13083),(70 406.16956),(71 410.8645),(72 404.92883),(73 409.32303),(74 407.34586),(75 410.83685),(76 402.05344),(77 399.49216),(78 397.0413),(79 401.9831),
(1 145.63521),(2 200.35019),(3 242.4031),(4 268.31952),(5 286.13852),(6 305.60007),(7 319.443),(8 333.24472),(9 343.15616),(10 349.6928),(11 356.54932),(12 358.85767),(13 364.0168),(14 366.00882),(15 370.61856),(16 368.32474),(17 371.64056),(18 373.18506),(19 377.70618),(20 376.87354),(21 382.02353),(22 386.42957),(23 397.713),(24 395.03894),(25 399.76477),(26 402.90103),(27 407.6485),(28 402.1824),(29 402.42813),(30 398.7374),(31 402.2351),(32 394.23117),(33 390.94113),(34 391.1102),(35 394.56525),(36 386.90955),(37 389.6599),(38 384.48038),(39 386.83334),(40 385.80652),(41 386.9163),(42 381.56232),(43 389.81262),(44 387.46222),(45 389.06433),(46 385.9351),(47 388.1578),(48 384.81943),(49 386.2038),(50 384.1988),(51 387.25067),(52 385.5387),(53 387.9756),(54 386.99893),(55 391.19333),(56 386.4174),(57 389.9394),(58 391.55972),(59 396.71652),(60 392.96704),(61 392.71298),(62 391.71692),(63 396.62262),(64 393.08826),(65 398.2066),(66 400.14612),(67 406.9533),(68 400.27963),(69 399.7332),(70 401.56607),(71 406.01984),(72 402.4174),(73 405.08185),(74 404.6353),(75 409.75034),(76 402.99933),(77 401.1599),(78 402.80286),(79 411.2584),
(1 141.81198),(2 190.21362),(3 227.7357),(4 254.63586),(5 275.72394),(6 294.49487),(7 308.69885),(8 321.1704),(9 331.03214),(10 339.0493),(11 350.8547),(12 353.48328),(13 363.36737),(14 370.02295),(15 381.61383),(16 381.85025),(17 384.17618),(18 387.75345),(19 391.16235),(20 390.1606),(21 391.57678),(22 395.0309),(23 401.32077),(24 399.2754),(25 403.84784),(26 403.7342),(27 410.93747),(28 407.70334),(29 405.78357),(30 401.02353),(31 399.99048),(32 391.28937),(33 391.91898),(34 392.90213),(35 395.0479),(36 386.04575),(37 384.2008),(38 384.55353),(39 384.4416),(40 384.94153),(41 382.48196),(42 380.6891),(43 387.33035),(44 383.1626),(45 380.97958),(46 382.4671),(47 383.68506),(48 379.86633),(49 376.71136),(50 374.1855),(51 380.85065),(52 377.54535),(53 376.74045),(54 378.50977),(55 383.2265),(56 379.33545),(57 383.9547),(58 386.33032),(59 389.45084),(60 382.37665),(61 380.65762),(62 380.4717),(63 389.51315),(64 386.7477),(65 391.28644),(66 390.46994),(67 394.04492),(68 392.72632),(69 390.828),(70 392.80948),(71 398.67282),(72 394.78293),(73 399.60648),(74 402.8853),(75 402.1705),(76 397.05954),(77 396.53424),(78 396.68155),(79 402.19748),
(1 139.81303),(2 188.26642),(3 224.19789),(4 247.9076),(5 269.53595),(6 290.0088),(7 306.95175),(8 318.8448),(9 326.28052),(10 336.47845),(11 347.6518),(12 346.40817),(13 351.5964),(14 354.8072),(15 358.30624),(16 358.97507),(17 361.4539),(18 362.73712),(19 369.54678),(20 368.67993),(21 371.29056),(22 374.829),(23 379.79282),(24 377.07962),(25 377.71274),(26 381.84113),(27 383.24146),(28 382.0036),(29 383.71085),(30 382.42502),(31 379.7958),(32 377.0268),(33 374.7789),(34 375.49274),(35 382.33765),(36 376.0426),(37 377.68835),(38 379.75858),(39 382.80588),(40 378.72595),(41 379.66507),(42 374.40182),(43 379.50064),(44 375.14362),(45 374.84595),(46 372.66855),(47 374.78674),(48 372.67545),(49 373.91275),(50 373.87503),(51 378.4409),(52 373.5773),(53 374.33987),(54 377.6659),(55 381.9612),(56 377.86807),(57 378.19864),(58 378.82388),(59 381.49976),(60 377.30774),(61 377.2312),(62 378.60806),(63 383.98257),(64 379.01224),(65 385.50992),(66 383.58362),(67 387.90936),(68 385.41104),(69 385.1352),(70 386.1413),(71 387.89233),(72 384.44803),(73 390.4499),(74 390.0972),(75 388.02795),(76 382.33075),(77 380.833),(78 380.88898),(79 383.53912),
(1 139.07623),(2 187.87839),(3 226.24847),(4 246.8305),(5 270.21866),(6 288.18127),(7 304.53693),(8 316.86105),(9 326.5199),(10 334.3885),(11 344.34317),(12 345.51437),(13 352.84232),(14 358.65793),(15 363.40787),(16 365.26883),(17 363.50504),(18 364.07288),(19 366.75378),(20 363.4526),(21 369.3729),(22 371.4916),(23 372.93396),(24 369.67484),(25 371.2505),(26 371.1819),(27 372.29535),(28 371.62894),(29 370.41544),(30 371.77606),(31 372.8492),(32 370.14008),(33 369.10922),(34 365.46545),(35 368.02884),(36 370.35294),(37 371.13416),(38 374.9541),(39 382.0957),(40 381.1162),(41 376.07822),(42 373.78525),(43 381.09854),(44 377.70468),(45 379.79156),(46 378.4129),(47 380.428),(48 377.50745),(49 375.9286),(50 375.8263),(51 381.45953),(52 375.59946),(53 379.49075),(54 380.89014),(55 385.93796),(56 378.9981),(57 379.45856),(58 379.86972),(59 380.96762),(60 374.54984),(61 371.7485),(62 374.1542),(63 373.9761),(64 371.30692),(65 374.83585),(66 371.8165),(67 374.25226),(68 373.4672),(69 374.48065),(70 377.35904),(71 381.75034),(72 378.67572),(73 381.40295),(74 382.31012),(75 384.3169),(76 379.87317),(77 380.83344),(78 380.31015),(79 384.6493),
(1 135.23424),(2 181.46878),(3 218.92683),(4 241.30383),(5 260.03867),(6 275.8306),(7 294.21613),(8 303.32846),(9 314.99747),(10 324.2618),(11 336.77737),(12 337.79028),(13 347.0705),(14 352.86908),(15 358.94815),(16 357.20956),(17 352.7783),(18 356.3404),(19 359.81848),(20 357.65305),(21 365.95123),(22 368.61313),(23 372.1071),(24 369.43448),(25 371.2328),(26 372.44748),(27 372.3536),(28 374.61584),(29 376.08603),(30 373.08542),(31 375.35132),(32 373.0059),(33 372.68552),(34 367.3207),(35 365.82693),(36 361.88403),(37 361.22342),(38 364.4113),(39 369.22034),(40 367.05103),(41 367.94485),(42 365.4583),(43 368.0196),(44 362.71167),(45 363.85196),(46 362.37512),(47 362.46027),(48 361.30225),(49 360.1177),(50 362.97797),(51 366.1948),(52 359.48785),(53 363.7866),(54 366.02567),(55 370.9079),(56 367.86203),(57 370.1205),(58 370.41122),(59 371.05234),(60 366.50186),(61 365.35852),(62 368.0164),(63 372.75125),(64 371.45816),(65 373.23978),(66 371.59045),(67 370.91473),(68 366.10455),(69 365.06418),(70 363.73212),(71 365.92007),(72 362.39514),(73 361.18634),(74 359.49637),(75 362.8578),(76 355.93982),(77 353.07294),(78 357.63037),(79 362.73004),
(1 135.26828),(2 185.83261),(3 223.81104),(4 248.6257),(5 267.61884),(6 285.4013),(7 301.263),(8 313.29593),(9 322.4999),(10 331.95605),(11 339.54785),(12 339.6816),(13 347.08304),(14 352.24805),(15 357.06613),(16 359.77188),(17 357.6608),(18 360.6682),(19 365.3272),(20 365.9234),(21 366.2252),(22 371.29102),(23 374.24725),(24 373.70343),(25 375.68268),(26 375.10367),(27 378.19995),(28 379.12445),(29 380.3698),(30 380.10242),(31 381.59378),(32 379.5917),(33 380.11755),(34 378.4242),(35 375.5635),(36 371.61948),(37 373.18347),(38 373.1626),(39 380.8856),(40 379.25174),(41 380.0909),(42 380.24274),(43 383.2168),(44 380.2727),(45 379.16687),(46 377.49857),(47 376.33737),(48 372.91486),(49 375.20303),(50 373.2353),(51 371.21262),(52 369.27213),(53 368.79208),(54 370.6136),(55 375.29877),(56 375.17712),(57 374.94272),(58 377.3123),(59 378.958),(60 375.44852),(61 373.4651),(62 375.81918),(63 379.43088),(64 375.8753),(65 374.9338),(66 377.57138),(67 380.15146),(68 376.3409),(69 376.0051),(70 377.47406),(71 378.27014),(72 375.10718),(73 376.8132),(74 376.247),(75 377.31238),(76 371.99503),(77 367.4862),(78 367.52646),(79 371.62775),
(1 131.02245),(2 181.12167),(3 215.12027),(4 240.09393),(5 261.15988),(6 276.3867),(7 292.52014),(8 299.39178),(9 307.0813),(10 316.03903),(11 322.17184),(12 323.41916),(13 331.48132),(14 339.97513),(15 347.40558),(16 346.38208),(17 344.27628),(18 345.93817),(19 351.0447),(20 354.01297),(21 350.9527),(22 357.87463),(23 361.59708),(24 363.1928),(25 366.11606),(26 367.85498),(27 371.74207),(28 371.40402),(29 372.30774),(30 371.45203),(31 372.89157),(32 369.92752),(33 366.66272),(34 365.65637),(35 363.02487),(36 357.83405),(37 358.2657),(38 353.15503),(39 357.48053),(40 357.93878),(41 358.59286),(42 357.87347),(43 362.49762),(44 364.10046),(45 368.59305),(46 367.07217),(47 369.07556),(48 362.1008),(49 361.19614),(50 357.43365),(51 356.12048),(52 352.29865),(53 352.35986),(54 354.04672),(55 358.56207),(56 357.95502),(57 356.16705),(58 359.15585),(59 361.30573),(60 358.51407),(61 357.82242),(62 356.34152),(63 359.03027),(64 354.56824),(65 356.0846),(66 356.82565),(67 358.6806),(68 352.3661),(69 352.44684),(70 353.54007),(71 353.5865),(72 351.81198),(73 356.11234),(74 358.3871),(75 356.42197),(76 352.03714),(77 351.543),(78 348.53174),(79 349.08887),
(1 129.34654),(2 178.35391),(3 213.40239),(4 236.0617),(5 254.68298),(6 272.9606),(7 286.63205),(8 295.2542),(9 302.1116),(10 309.46765),(11 315.61472),(12 315.92957),(13 320.08096),(14 324.35345),(15 330.59387),(16 329.10324),(17 331.4575),(18 334.01712),(19 340.4655),(20 342.51248),(21 344.9464),(22 348.6686),(23 352.41663),(24 350.74213),(25 354.1374),(26 354.23557),(27 359.70844),(28 359.28555),(29 358.23337),(30 356.56964),(31 358.56436),(32 354.52008),(33 352.29028),(34 352.49725),(35 351.3978),(36 347.95563),(37 350.81573),(38 349.9642),(39 351.2216),(40 350.08234),(41 352.11395),(42 349.62936),(43 354.5175),(44 354.31445),(45 357.6514),(46 363.1826),(47 364.20905),(48 359.65298),(49 357.9871),(50 354.8331),(51 352.85504),(52 350.58527),(53 350.07205),(54 351.83307),(55 353.59415),(56 351.7845),(57 351.24637),(58 351.29196),(59 352.3823),(60 348.25742),(61 350.82288),(62 349.22067),(63 352.5257),(64 350.4542),(65 358.0551),(66 354.9282),(67 357.71027),(68 352.4871),(69 351.2797),(70 351.9546),(71 356.54425),(72 358.26257),(73 362.00165),(74 361.94736),(75 361.7475),(76 355.3641),(77 352.1257),(78 348.79324),(79 348.91168),
(1 127.68351),(2 173.3261),(3 210.2626),(4 233.90486),(5 254.11037),(6 272.80316),(7 285.82538),(8 293.59268),(9 302.96478),(10 309.8295),(11 317.39297),(12 319.55472),(13 324.5322),(14 327.30255),(15 334.2407),(16 332.4827),(17 337.7151),(18 334.1357),(19 338.8455),(20 339.49707),(21 342.1896),(22 345.27838),(23 348.29407),(24 349.96927),(25 355.62402),(26 356.29657),(27 359.38284),(28 358.66907),(29 357.53137),(30 356.7121),(31 358.00848),(32 353.1189),(33 347.98456),(34 347.85165),(35 348.9767),(36 343.56042),(37 346.03793),(38 345.95895),(39 349.0063),(40 347.41476),(41 351.61813),(42 351.0379),(43 353.75204),(44 351.62296),(45 354.0464),(46 357.13766),(47 361.55554),(48 357.01395),(49 357.99698),(50 355.0397),(51 354.12515),(52 350.51648),(53 350.66852),(54 350.07895),(55 352.79453),(56 350.5366),(57 350.53168),(58 346.62592),(59 350.46802),(60 348.715),(61 348.8731),(62 349.69867),(63 355.69174),(64 357.0474),(65 361.65057),(66 356.46765),(67 359.01996),(68 356.6495),(69 355.43936),(70 351.5756),(71 354.955),(72 351.93417),(73 356.86502),(74 357.5142),(75 360.04056),(76 355.1041),(77 351.91348),(78 350.34818),(79 353.7688),
(1 127.00781),(2 172.07384),(3 206.83289),(4 227.77682),(5 246.49496),(6 261.35333),(7 275.56628),(8 283.86975),(9 291.97113),(10 300.57306),(11 309.20193),(12 312.7946),(13 318.78418),(14 322.6622),(15 327.59546),(16 325.5926),(17 330.8094),(18 329.7923),(19 335.48502),(20 336.49252),(21 342.13934),(22 344.33664),(23 346.99124),(24 347.09775),(25 350.51718),(26 353.3897),(27 358.67093),(28 356.47562),(29 356.73715),(30 357.24213),(31 354.52728),(32 349.55872),(33 344.57974),(34 342.7796),(35 343.71368),(36 338.755),(37 341.02844),(38 342.26138),(39 345.4928),(40 345.11044),(41 347.64905),(42 344.92825),(43 347.4369),(44 348.71268),(45 351.00497),(46 350.9951),(47 356.1689),(48 352.7989),(49 355.9737),(50 353.92993),(51 356.35147),(52 350.58267),(53 351.93402),(54 352.74014),(55 353.0757),(56 347.84976),(57 346.40857),(58 340.92334),(59 341.27408),(60 338.88315),(61 338.457),(62 337.9109),(63 340.47028),(64 342.12646),(65 342.38742),(66 342.66226),(67 343.3138),(68 342.03146),(69 341.99545),(70 339.50296),(71 338.68655),(72 336.18533),(73 339.18973),(74 338.34076),(75 338.72403),(76 332.93106),(77 329.63098),(78 330.13675),(79 334.1565),
(1 124.866516),(2 172.50235),(3 207.32552),(4 231.19618),(5 253.80113),(6 272.23264),(7 285.59753),(8 296.8564),(9 306.21463),(10 314.35065),(11 317.00275),(12 320.26678),(13 325.7773),(14 326.14874),(15 331.66092),(16 332.84045),(17 335.43347),(18 335.3582),(19 341.68384),(20 338.96832),(21 342.5191),(22 348.2521),(23 354.73492),(24 355.4598),(25 358.53366),(26 361.28796),(27 363.441),(28 363.39392),(29 363.8987),(30 363.44318),(31 361.52866),(32 360.67422),(33 359.79996),(34 358.51382),(35 358.4712),(36 355.72662),(37 357.4591),(38 355.64124),(39 361.3088),(40 359.24673),(41 363.70245),(42 361.61975),(43 365.01636),(44 363.3946),(45 359.23233),(46 357.43146),(47 359.62488),(48 354.11563),(49 356.8097),(50 357.39716),(51 360.22473),(52 357.1172),(53 357.30643),(54 354.8017),(55 355.4981),(56 351.4528),(57 350.60898),(58 349.28638),(59 350.56564),(60 347.3016),(61 346.88956),(62 347.31073),(63 350.21588),(64 345.21008),(65 349.98148),(66 346.653),(67 349.24573),(68 344.34186),(69 345.30582),(70 338.78476),(71 338.59018),(72 335.91724),(73 336.4974),(74 337.00928),(75 340.79626),(76 337.11896),(77 339.2128),(78 337.29297),(79 341.19562),
(1 123.79256),(2 170.41145),(3 206.32298),(4 227.63614),(5 251.3623),(6 269.8957),(7 283.84216),(8 293.15442),(9 304.2256),(10 309.1692),(11 314.9644),(12 315.35175),(13 320.60898),(14 325.5349),(15 329.1116),(16 329.74118),(17 328.06766),(18 328.06638),(19 333.13116),(20 331.166),(21 338.2456),(22 342.8966),(23 350.00394),(24 350.53375),(25 352.17587),(26 353.34692),(27 357.3845),(28 358.68112),(29 360.29227),(30 359.81897),(31 357.30316),(32 355.29144),(33 352.11807),(34 348.63483),(35 345.99454),(36 339.74466),(37 342.32614),(38 343.63254),(39 346.28802),(40 347.38306),(41 350.421),(42 350.10034),(43 353.49524),(44 351.2386),(45 355.03787),(46 350.29486),(47 350.84268),(48 346.647),(49 347.69952),(50 344.9775),(51 345.3507),(52 343.12808),(53 343.98032),(54 344.67902),(55 344.45456),(56 339.3583),(57 339.87753),(58 338.86255),(59 337.64404),(60 335.19296),(61 335.94708),(62 336.90475),(63 338.81024),(64 335.67502),(65 337.57053),(66 334.5297),(67 336.3557),(68 332.5416),(69 335.0701),(70 333.83383),(71 334.01477),(72 331.80057),(73 333.32242),(74 335.69168),(75 338.2823),(76 334.1955),(77 333.56024),(78 332.11563),(79 333.20535),
(1 123.23919),(2 167.69707),(3 198.17693),(4 221.4765),(5 243.99895),(6 261.97058),(7 278.72763),(8 290.04932),(9 301.51987),(10 308.69824),(11 315.95782),(12 318.02997),(13 323.45886),(14 325.9793),(15 329.37164),(16 329.69904),(17 330.79782),(18 328.63516),(19 333.69415),(20 332.42273),(21 337.3926),(22 339.84933),(23 348.03473),(24 351.02548),(25 352.02527),(26 353.00183),(27 355.66797),(28 356.45282),(29 357.42123),(30 357.6047),(31 356.3928),(32 353.65567),(33 353.0116),(34 350.59143),(35 349.34943),(36 342.52396),(37 345.7502),(38 348.42743),(39 353.41846),(40 356.1733),(41 356.73447),(42 354.26346),(43 356.47253),(44 354.48065),(45 356.4467),(46 354.64877),(47 352.98102),(48 350.70343),(49 351.2469),(50 351.2288),(51 348.79733),(52 344.27335),(53 344.5819),(54 343.767),(55 344.9329),(56 341.08514),(57 342.19427),(58 342.49033),(59 344.79138),(60 338.6256),(61 337.6845),(62 336.50494),(63 338.18677),(64 334.8311),(65 337.98322),(66 338.60556),(67 341.52466),(68 340.3218),(69 343.3604),(70 345.6031),(71 343.7777),(72 341.47787),(73 345.57532),(74 346.31836),(75 345.50262),(76 343.6421),(77 343.681),(78 341.86728),(79 342.3459),
(1 118.28179),(2 160.84634),(3 195.3951),(4 219.00987),(5 241.30072),(6 260.53717),(7 271.19772),(8 281.377),(9 290.01315),(10 294.69055),(11 303.77917),(12 305.56998),(13 310.74646),(14 313.31622),(15 316.7217),(16 316.0869),(17 314.74655),(18 315.35596),(19 316.6038),(20 316.35843),(21 320.0116),(22 320.24554),(23 327.62695),(24 324.6785),(25 327.03317),(26 327.55063),(27 331.30283),(28 333.52676),(29 333.6171),(30 334.37628),(31 337.3689),(32 333.29025),(33 330.15796),(34 329.19373),(35 329.57172),(36 327.33374),(37 331.83252),(38 332.82974),(39 337.11176),(40 334.7146),(41 335.59232),(42 336.7343),(43 337.64413),(44 338.48776),(45 342.0344),(46 339.04572),(47 336.82028),(48 332.67545),(49 331.7556),(50 330.37744),(51 328.52832),(52 324.20218),(53 326.1056),(54 326.00967),(55 325.3813),(56 324.42368),(57 326.03278),(58 325.94632),(59 322.3233),(60 319.87625),(61 321.41928),(62 320.07986),(63 324.75122),(64 325.49402),(65 329.81653),(66 329.84164),(67 330.1029),(68 324.46176),(69 324.5733),(70 324.88135),(71 324.6259),(72 323.8307),(73 324.93277),(74 327.38507),(75 326.67273),(76 323.335),(77 321.33972),(78 322.25482),(79 324.62143),
(1 118.32695),(2 160.88722),(3 194.1633),(4 217.55771),(5 238.5492),(6 256.33618),(7 272.2339),(8 283.02292),(9 289.6207),(10 296.16745),(11 306.02847),(12 306.7513),(13 308.3399),(14 310.72513),(15 316.0119),(16 314.24918),(17 315.82755),(18 317.19675),(19 320.67917),(20 321.55777),(21 324.00607),(22 325.80566),(23 331.98383),(24 330.49338),(25 326.371),(26 327.3294),(27 331.67755),(28 332.18176),(29 330.4975),(30 331.57416),(31 333.85645),(32 326.9711),(33 326.4554),(34 327.39322),(35 330.82956),(36 327.46265),(37 329.22372),(38 328.41782),(39 330.30182),(40 331.1554),(41 329.376),(42 327.86288),(43 330.16147),(44 325.48007),(45 329.5845),(46 327.6339),(47 328.94778),(48 323.0809),(49 320.03488),(50 318.1059),(51 317.6801),(52 313.69034),(53 315.66318),(54 315.51865),(55 317.44772),(56 314.35504),(57 315.74588),(58 315.30222),(59 316.68616),(60 315.9234),(61 316.38977),(62 316.63013),(63 322.5241),(64 320.96674),(65 325.13782),(66 324.74307),(67 324.35336),(68 318.8197),(69 315.94565),(70 316.8297),(71 315.2992),(72 315.88504),(73 318.0779),(74 321.60028),(75 323.1603),(76 319.27142),(77 319.73157),(78 320.0935),(79 327.34122),
(1 119.202354),(2 160.1322),(3 194.94637),(4 217.54135),(5 237.94452),(6 252.03244),(7 267.9048),(8 276.6545),(9 285.8163),(10 290.6412),(11 299.74457),(12 302.1706),(13 304.72443),(14 307.63284),(15 314.18317),(16 311.0961),(17 311.4969),(18 310.0992),(19 316.80902),(20 315.59665),(21 318.86697),(22 319.85855),(23 325.87378),(24 323.10632),(25 326.04532),(26 324.72662),(27 325.81583),(28 325.98846),(29 326.9552),(30 328.43008),(31 329.94675),(32 324.81177),(33 326.23328),(34 324.36032),(35 328.08606),(36 324.05972),(37 324.16687),(38 323.4041),(39 327.89514),(40 326.06873),(41 326.5357),(42 326.97595),(43 328.96695),(44 327.3415),(45 332.25336),(46 329.73117),(47 329.68423),(48 327.29617),(49 326.99832),(50 326.6817),(51 326.77072),(52 323.71436),(53 323.13266),(54 320.858),(55 323.86526),(56 320.05716),(57 321.86188),(58 324.482),(59 322.71307),(60 321.26193),(61 322.507),(62 320.70224),(63 326.23553),(64 321.9444),(65 325.81244),(66 323.55917),(67 324.38086),(68 321.13684),(69 323.55072),(70 322.17313),(71 319.74295),(72 320.51492),(73 322.36328),(74 324.82916),(75 325.8049),(76 321.0493),(77 322.0407),(78 318.86282),(79 322.90598),
(1 114.3942),(2 154.7787),(3 186.90205),(4 209.60954),(5 230.23027),(6 245.45802),(7 259.61404),(8 269.6729),(9 278.45914),(10 285.6904),(11 296.10376),(12 297.76886),(13 299.89862),(14 302.5923),(15 307.92682),(16 303.53848),(17 304.52225),(18 306.62836),(19 311.2699),(20 314.01193),(21 318.7348),(22 320.15018),(23 321.83762),(24 323.0826),(25 323.08218),(26 321.45584),(27 324.19125),(28 322.70444),(29 320.8004),(30 320.8119),(31 321.5208),(32 315.3508),(33 314.4013),(34 312.1512),(35 311.70566),(36 310.25058),(37 311.1838),(38 312.34473),(39 318.01254),(40 314.82532),(41 314.0365),(42 318.0428),(43 317.02496),(44 313.9202),(45 315.2402),(46 315.90436),(47 317.24963),(48 313.21268),(49 314.17056),(50 310.6398),(51 312.6934),(52 310.26154),(53 310.95248),(54 312.5948),(55 312.9376),(56 310.00958),(57 309.92746),(58 312.00964),(59 314.4577),(60 312.28336),(61 313.82922),(62 313.91977),(63 317.0258),(64 317.65198),(65 320.95944),(66 318.81052),(67 320.28247),(68 314.16318),(69 314.5266),(70 313.74957),(71 314.418),(72 311.9778),(73 316.86972),(74 316.53397),(75 315.48944),(76 313.03516),(77 314.53238),(78 313.28867),(79 316.31097),
(1 114.55455),(2 155.82881),(3 189.03622),(4 212.59552),(5 231.18718),(6 246.36995),(7 261.6545),(8 268.9561),(9 279.21576),(10 283.94205),(11 291.3322),(12 292.0681),(13 294.97202),(14 299.48834),(15 304.80658),(16 301.9016),(17 307.37357),(18 306.47784),(19 310.912),(20 312.58588),(21 315.66702),(22 320.57465),(23 324.10315),(24 325.79807),(25 329.30884),(26 333.0714),(27 339.05524),(28 338.55942),(29 339.87433),(30 338.57635),(31 339.54166),(32 335.22562),(33 332.4924),(34 326.29044),(35 324.4463),(36 319.0951),(37 320.4958),(38 324.2896),(39 330.96548),(40 328.2944),(41 326.92032),(42 324.92944),(43 326.16153),(44 327.25613),(45 327.3043),(46 327.56003),(47 329.03333),(48 323.01566),(49 325.4201),(50 322.36703),(51 320.45435),(52 316.34967),(53 317.08105),(54 318.30432),(55 320.5972),(56 319.6008),(57 319.4027),(58 321.39868),(59 322.80115),(60 320.11386),(61 321.06906),(62 322.10696),(63 326.318),(64 326.365),(65 329.24945),(66 328.17783),(67 327.62582),(68 323.80258),(69 321.83594),(70 321.18982),(71 319.611),(72 316.87885),(73 323.6214),(74 321.76132),(75 320.23715),(76 315.5777),(77 315.53357),(78 315.89056),(79 319.87518),
