1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 148494.31),(2 465829.34),(3 778682),(4 1008800.75),(5 1150704.3),(6 1227142.1),(7 1264811.1),(8 1291086.9),(9 1331334),(10 1383568.5),(11 1433812.6),(12 1445915),(13 1456891.4),(14 1472872.1),(15 1482712.1),(16 1482701.4),(17 1481018.4),(18 1480660.9),(19 1479866.4),(20 1484108.5),(21 1506384.1),(22 1540253.1),(23 1560134.4),(24 1550823.4),(25 1524517.9),(26 1484502),(27 1451028.6),(28 1424594),(29 1448665.9),(30 1509057.5),(31 1581231.9),(32 1641143.6),(33 1669347.6),(34 1658676.5),(35 1630033),(36 1622648.9),(37 1634712.5),(38 1637665.5),(39 1615365.4),(40 1578909.4),(41 1541235.6),(42 1518398.6),(43 1515847),(44 1518564.4),(45 1514775.5),(46 1497840.6),(47 1458892),(48 1429049.5),(49 1442733),(50 1453870.5),(51 1437764.4),(52 1402141.1),(53 1357439.5),(54 1302326.5),(55 1248912.1),(56 1214684.1),(57 1194643.5),(58 1216125.1),(59 1269614.6),(60 1328089.6),(61 1383660.1),(62 1431984),(63 1476716.6),(64 1517569.5),(65 1536992.1),(66 1535433),(67 1516944.4),(68 1491265.6),(69 1475782.4),(70 1473529.1),(71 1489864),(72 1507003),(73 1520655.4),(74 1531933.9),(75 1550641.6),(76 1581140.4),(77 1606806.6),(78 1637972.1),(79 1655439),
(1 147188.4),(2 460810.94),(3 775851.2),(4 1005839.56),(5 1143990.5),(6 1213589.6),(7 1229985.4),(8 1219892.6),(9 1228983),(10 1253245),(11 1259816.6),(12 1239181.1),(13 1227751.8),(14 1245877.4),(15 1292500.4),(16 1333685.6),(17 1382208.1),(18 1416761.3),(19 1414479.9),(20 1401744.1),(21 1392346),(22 1395991),(23 1401652.1),(24 1389147.8),(25 1370324.4),(26 1360272.8),(27 1358326.3),(28 1360616.5),(29 1386576.5),(30 1420464),(31 1462770.4),(32 1506460.3),(33 1535390.5),(34 1520094.8),(35 1498125.1),(36 1479614.5),(37 1468130.4),(38 1467761.8),(39 1466955.1),(40 1471454.4),(41 1480072.9),(42 1479021.6),(43 1464639.3),(44 1438414.3),(45 1403994.9),(46 1365436.3),(47 1319174.6),(48 1283143.9),(49 1270800.1),(50 1284701),(51 1316555.9),(52 1333932.4),(53 1330737),(54 1314012.4),(55 1301701.1),(56 1290068.5),(57 1261526.1),(58 1246898.5),(59 1237748),(60 1238567.4),(61 1247807.4),(62 1268402.8),(63 1302520.9),(64 1343371.6),(65 1370810.9),(66 1369208.1),(67 1351528.9),(68 1323290.4),(69 1301510),(70 1297632.9),(71 1293194),(72 1295060.4),(73 1317941.8),(74 1348167.4),(75 1377072.9),(76 1399044.3),(77 1418058.1),(78 1433265),(79 1436786.4),
(1 144931.08),(2 455401.25),(3 753876.2),(4 963841.75),(5 1099136.3),(6 1184203.3),(7 1225364.1),(8 1220756.3),(9 1208005.8),(10 1195885.4),(11 1178602.9),(12 1146887.4),(13 1133839.3),(14 1143790.1),(15 1176622.9),(16 1212474.4),(17 1266436.8),(18 1315695.9),(19 1351658.3),(20 1366294.4),(21 1369889.8),(22 1379390.4),(23 1372639.4),(24 1360758.3),(25 1372180.4),(26 1401460.4),(27 1415932.9),(28 1393674.6),(29 1377140.1),(30 1377394.5),(31 1386793.3),(32 1389712.5),(33 1382491.6),(34 1377300.9),(35 1376921),(36 1377987.5),(37 1379819.5),(38 1387491.1),(39 1385849.1),(40 1399194.3),(41 1423262.3),(42 1445397.5),(43 1453605.4),(44 1439529.3),(45 1393491.1),(46 1334409.3),(47 1265597.5),(48 1209907.5),(49 1190327.3),(50 1188048.6),(51 1179519),(52 1163882.8),(53 1161286),(54 1180178.1),(55 1213577.6),(56 1238514.3),(57 1254703.3),(58 1273240.8),(59 1273974.6),(60 1277387.3),(61 1284624.9),(62 1287847.5),(63 1283063),(64 1278360.5),(65 1253972.3),(66 1207081.6),(67 1170067.8),(68 1143315.6),(69 1139218.3),(70 1143957.6),(71 1144056.1),(72 1159845.4),(73 1196261.1),(74 1249403.9),(75 1305238.1),(76 1349571.9),(77 1398147.5),(78 1449371.3),(79 1470808.1),
(1 152047.55),(2 473033.47),(3 764589.5),(4 958330.2),(5 1059449.3),(6 1098963.3),(7 1108539.3),(8 1101769.6),(9 1099163.3),(10 1110880.8),(11 1146647.8),(12 1196894.5),(13 1251950.5),(14 1302265),(15 1348851.8),(16 1383711.1),(17 1419811.5),(18 1437499),(19 1431882.8),(20 1411337.9),(21 1402092.8),(22 1413579.9),(23 1435560.1),(24 1444955.4),(25 1453366.5),(26 1461352.4),(27 1464487.1),(28 1461972.4),(29 1459669),(30 1467181.6),(31 1470230.8),(32 1450877.1),(33 1426562.9),(34 1412830.5),(35 1407493.6),(36 1418461.5),(37 1440633.1),(38 1457228.5),(39 1455040.4),(40 1456378.5),(41 1462602.1),(42 1461779.8),(43 1446505),(44 1412674.9),(45 1371600.1),(46 1327387.4),(47 1271162.1),(48 1239300.6),(49 1223554),(50 1214417.3),(51 1226427.3),(52 1244843.5),(53 1268524.6),(54 1300378.1),(55 1332804.4),(56 1350143.1),(57 1360863.6),(58 1347800.8),(59 1310195.3),(60 1257939.4),(61 1207418),(62 1174871.6),(63 1168646.8),(64 1178498.3),(65 1176723.6),(66 1172229.4),(67 1168537.5),(68 1174048.3),(69 1196497.8),(70 1223043.4),(71 1245124.8),(72 1270167),(73 1306086.1),(74 1341373.4),(75 1379114.8),(76 1428615.1),(77 1485184.3),(78 1522415.8),(79 1536349.9),
(1 148687.36),(2 453074.6),(3 715160.9),(4 875191.94),(5 951416.56),(6 986794.1),(7 1032803.94),(8 1102311.9),(9 1170628.6),(10 1215725.3),(11 1244318),(12 1254032.5),(13 1258769.5),(14 1256790.9),(15 1243933.1),(16 1233019.3),(17 1246928.5),(18 1279250.6),(19 1298101.1),(20 1297291.8),(21 1295741.6),(22 1325757.4),(23 1364473.6),(24 1393920.1),(25 1400802.8),(26 1387573.6),(27 1370090.4),(28 1350107.3),(29 1349678.1),(30 1367260),(31 1379138.9),(32 1380634.5),(33 1367390.3),(34 1363399.8),(35 1370790.1),(36 1383420.5),(37 1390658.3),(38 1386634.1),(39 1367244),(40 1346341.4),(41 1333908),(42 1328842.3),(43 1321414.1),(44 1301013.9),(45 1270681.9),(46 1227640.5),(47 1182825.9),(48 1158119.3),(49 1145332.3),(50 1158166),(51 1186224),(52 1216270.6),(53 1231268.9),(54 1231973.1),(55 1232211.3),(56 1230036.5),(57 1215207.1),(58 1188187.6),(59 1159958.6),(60 1129964),(61 1106304.8),(62 1108743.8),(63 1132572),(64 1150537.9),(65 1139252.1),(66 1122723.6),(67 1112562.1),(68 1116881.4),(69 1142377.8),(70 1177405.5),(71 1188837.9),(72 1198289.3),(73 1216873.3),(74 1236702.1),(75 1271632.3),(76 1306377.4),(77 1328007.4),(78 1331845.6),(79 1330203.3),
(1 149924.84),(2 458528.5),(3 730196.75),(4 903766.3),(5 991349.2),(6 1041265.06),(7 1079545),(8 1121347.4),(9 1146901.8),(10 1167565.3),(11 1191569.8),(12 1208421.4),(13 1207957.8),(14 1174123.8),(15 1143927),(16 1146503.8),(17 1196519.8),(18 1256789),(19 1297274.3),(20 1297212.6),(21 1291883),(22 1300673.3),(23 1325167.5),(24 1338229.8),(25 1331321.8),(26 1304023.9),(27 1270805.6),(28 1262646.4),(29 1260594),(30 1255348.3),(31 1247966.3),(32 1242529.6),(33 1234556.8),(34 1235666.3),(35 1233854.4),(36 1224419.1),(37 1214369),(38 1201734.8),(39 1193997.1),(40 1197410.3),(41 1201724.6),(42 1205643.3),(43 1202459.8),(44 1184973.4),(45 1166597.9),(46 1148327),(47 1124671.8),(48 1102995.1),(49 1092215.5),(50 1094991.4),(51 1112983.5),(52 1131203.8),(53 1145334),(54 1138558),(55 1120150.4),(56 1102435.3),(57 1085931.5),(58 1070417.3),(59 1065782.8),(60 1064807.9),(61 1074197.5),(62 1094739.6),(63 1101467.6),(64 1086411.1),(65 1064649.5),(66 1049450.3),(67 1046154.44),(68 1071708.8),(69 1100715.5),(70 1115043.4),(71 1113699.5),(72 1117767.8),(73 1139462.3),(74 1175312.5),(75 1218517.9),(76 1256126),(77 1287345.6),(78 1306851.6),(79 1311440.6),
(1 139948.64),(2 415218.84),(3 647718.06),(4 789775.9),(5 852408.6),(6 870037.4),(7 883551.06),(8 908709.3),(9 938814.4),(10 970077.56),(11 991870.06),(12 1000235.56),(13 996399),(14 973791.8),(15 973941.1),(16 997335.06),(17 1038787.2),(18 1075725.3),(19 1090403.3),(20 1085287.9),(21 1083494.3),(22 1085695.8),(23 1104560.3),(24 1121462),(25 1121880),(26 1107545),(27 1112037),(28 1131464.4),(29 1130279.3),(30 1108741),(31 1096069.3),(32 1106401.9),(33 1127781.3),(34 1146687.5),(35 1138910.5),(36 1122709),(37 1109546.9),(38 1108918.9),(39 1120484.6),(40 1144051.4),(41 1160987.4),(42 1154967),(43 1138079),(44 1136192.6),(45 1133774.1),(46 1119167.4),(47 1099822.5),(48 1070168.3),(49 1040460.44),(50 1027845.9),(51 1038756.5),(52 1067599.8),(53 1084857.6),(54 1080169.3),(55 1076445.6),(56 1073692.5),(57 1064431.4),(58 1051152.6),(59 1043599.8),(60 1042832),(61 1044109.9),(62 1043074.9),(63 1040826.6),(64 1035429.9),(65 1016710.1),(66 1012630.8),(67 1040045.5),(68 1078712.3),(69 1100297),(70 1113897.5),(71 1130620.4),(72 1145797.5),(73 1147214.9),(74 1143653.8),(75 1139669.3),(76 1136230.3),(77 1141056.8),(78 1147162.5),(79 1144807.9),
(1 140456.44),(2 406045.03),(3 614547.4),(4 740163.44),(5 790366.4),(6 789131.3),(7 775885.25),(8 774052.25),(9 786212.7),(10 816889.8),(11 849321.4),(12 870161.25),(13 873264.25),(14 891392.5),(15 920119.56),(16 955832.44),(17 994366.2),(18 1010625.8),(19 1021203.1),(20 1025708.8),(21 1031361.6),(22 1024042),(23 1033874.5),(24 1035261.9),(25 1018561.4),(26 1007245.1),(27 1019498.44),(28 1030999.56),(29 1027325.3),(30 1012823.5),(31 1005867.6),(32 999801.4),(33 997599.56),(34 997867.8),(35 981441.8),(36 963428.44),(37 955032.2),(38 953919.2),(39 959898.75),(40 979645.44),(41 994920.2),(42 999270.1),(43 1015595.2),(44 1039610.06),(45 1048761.5),(46 1037855.3),(47 1017987.3),(48 1003696.94),(49 997804.8),(50 1007368.56),(51 1023083.06),(52 1033094.75),(53 1037009.4),(54 1020972.94),(55 1004415.94),(56 994822),(57 991762.75),(58 992628.56),(59 993937.6),(60 1003426.75),(61 1017188.94),(62 1026331.9),(63 1024562.06),(64 1022407.25),(65 1021056.7),(66 1028901.56),(67 1043286.75),(68 1066466.5),(69 1083428.9),(70 1110493.1),(71 1132488.1),(72 1133415.3),(73 1123969.1),(74 1116695.9),(75 1114065),(76 1112727.9),(77 1113193.9),(78 1105299.3),(79 1085768.5),
(1 133369.73),(2 378745.13),(3 569389.75),(4 680350.8),(5 744069.94),(6 762911.4),(7 764686.7),(8 771279.94),(9 782863.9),(10 811743.44),(11 824429.94),(12 820994),(13 804005.5),(14 795135.44),(15 808782.5),(16 835427.3),(17 846943.25),(18 837210.4),(19 836844.8),(20 844896.4),(21 866736.06),(22 898581.4),(23 912135.6),(24 913304.1),(25 912720.8),(26 915024.4),(27 937112.4),(28 965799.2),(29 974754.1),(30 968036.8),(31 965119.3),(32 966041.94),(33 966748.5),(34 964181.9),(35 955806.94),(36 944893.1),(37 938336.94),(38 937047.9),(39 933201.06),(40 925439.75),(41 909718.06),(42 898584.9),(43 902067.3),(44 918510.7),(45 931597.4),(46 931601.2),(47 922276.5),(48 917717.06),(49 917918),(50 919856.6),(51 934519),(52 953716),(53 970208.4),(54 960600.8),(55 942694.94),(56 935642.4),(57 942960.75),(58 946425.7),(59 951109.2),(60 956610.6),(61 950456.1),(62 944003.25),(63 943047.5),(64 946244.06),(65 952312.9),(66 952321.06),(67 947563.8),(68 949734.8),(69 942776.94),(70 942913.94),(71 933801.7),(72 919152.7),(73 905688.1),(74 894967.7),(75 887385.06),(76 885572.7),(77 880503.6),(78 874653.4),(79 868015.3),
(1 141427.48),(2 394203.75),(3 579836.9),(4 671138.7),(5 715894.94),(6 734915.25),(7 742387.44),(8 741197.7),(9 746082.56),(10 772031.5),(11 799838.94),(12 809993.06),(13 803789.2),(14 806746.2),(15 824106.06),(16 847483.44),(17 858541.2),(18 860203.94),(19 870568.8),(20 888219.7),(21 904709),(22 919479.9),(23 925516.9),(24 939542.94),(25 956678.1),(26 960545.5),(27 958460.5),(28 959561.56),(29 969324.8),(30 981386.8),(31 987327.9),(32 984108.8),(33 972017.75),(34 963128.6),(35 963439.4),(36 961112.8),(37 970104.9),(38 983725.2),(39 976432.8),(40 948757.5),(41 921461.8),(42 907285.44),(43 903538.4),(44 911622.7),(45 908839.25),(46 894237.06),(47 876286.94),(48 856568.4),(49 850208.5),(50 855272.25),(51 859411.1),(52 878184.9),(53 896654.6),(54 892801.25),(55 894909.8),(56 907836.06),(57 923834.4),(58 933520.9),(59 945602.8),(60 945970.7),(61 930302.7),(62 907643.56),(63 886994.94),(64 876509.94),(65 873930.3),(66 867609),(67 854529.1),(68 843670.6),(69 843481.3),(70 853471.94),(71 852816),(72 849151.2),(73 856678.9),(74 863966.5),(75 864979.94),(76 858920.6),(77 856865.7),(78 861960),(79 855383),
(1 137785.44),(2 381551.28),(3 550791.6),(4 637190.3),(5 681079.9),(6 704226.25),(7 720772.3),(8 739298.6),(9 765903.5),(10 800113.6),(11 815066.8),(12 807903.44),(13 797011.5),(14 806685.3),(15 830832.8),(16 866162.56),(17 893143.1),(18 897148.8),(19 896703.75),(20 904901.56),(21 919235.94),(22 934216.6),(23 936317.44),(24 936299.6),(25 936547.56),(26 935975.5),(27 933763.44),(28 949872),(29 975765.8),(30 990494.4),(31 997300),(32 996584),(33 991300.44),(34 993329.94),(35 998699.1),(36 992091.4),(37 989523.06),(38 997564.6),(39 994189.75),(40 970308.6),(41 948774.2),(42 928070.8),(43 910561.56),(44 896513.5),(45 883206.56),(46 873350.5),(47 853503.94),(48 849915.06),(49 862915.94),(50 871921.75),(51 872969.5),(52 878221.9),(53 878284.7),(54 868150.9),(55 848919.94),(56 837532.1),(57 848146.7),(58 865183.9),(59 884047.2),(60 902118.7),(61 910914.4),(62 902138.2),(63 893690.9),(64 884366),(65 862307.6),(66 839088.25),(67 823344.5),(68 827212.4),(69 841091.94),(70 842404.56),(71 829735.5),(72 830051.5),(73 838377.7),(74 851947.4),(75 864771.7),(76 881436.3),(77 893200.9),(78 888160.5),(79 868104),
(1 123385.42),(2 336934.6),(3 479727.7),(4 552700.5),(5 578776.25),(6 597230),(7 609659.25),(8 625385.6),(9 645373.56),(10 665207.5),(11 676416.25),(12 681220.94),(13 680174.5),(14 689753.5),(15 707611.6),(16 729487.06),(17 746373.3),(18 762228.44),(19 777323.5),(20 786099.6),(21 802101.56),(22 824907.9),(23 828212.8),(24 829941.06),(25 830073.4),(26 823306.6),(27 826277.94),(28 844945),(29 856579.4),(30 863329.75),(31 861181.75),(32 858485.94),(33 860162.8),(34 873015.56),(35 876506),(36 869772.9),(37 864893.3),(38 867974.8),(39 862821.1),(40 852469.6),(41 838288.6),(42 818000.94),(43 795834.3),(44 778067.56),(45 765431),(46 747190.56),(47 737751.6),(48 745240.06),(49 757216.4),(50 754547.2),(51 742777.06),(52 739767.8),(53 738673.56),(54 729302.25),(55 713553.25),(56 708013.8),(57 712767.7),(58 717587.8),(59 728820.4),(60 747187.5),(61 756581.8),(62 759257.8),(63 761440.06),(64 766494.3),(65 763534.94),(66 747201.44),(67 737980),(68 735188),(69 726489.2),(70 719232.94),(71 716994.9),(72 721038.8),(73 726239.56),(74 728611.94),(75 726138.8),(76 725946.75),(77 723764.25),(78 720641.94),(79 718928.3),
(1 124230.3),(2 340239.6),(3 482180.06),(4 554204.25),(5 586821.6),(6 606340.4),(7 615560.2),(8 627957.4),(9 645673.6),(10 666629.3),(11 679330.75),(12 695083),(13 704273.44),(14 722493.6),(15 747482.9),(16 772928.25),(17 786399.6),(18 788867.5),(19 790331.75),(20 796116.2),(21 802050.7),(22 807846),(23 819411.25),(24 825026.25),(25 829287.3),(26 840569),(27 851925),(28 850514.9),(29 848170),(30 856051.25),(31 861143),(32 857486.2),(33 852979.25),(34 846187.8),(35 835709.6),(36 822656.1),(37 810886.8),(38 801221.25),(39 797363.3),(40 807176.7),(41 817868.9),(42 820127.06),(43 801343.25),(44 776229.9),(45 747743.94),(46 730290.1),(47 747575.06),(48 782781.94),(49 800988.1),(50 796381.6),(51 776430.3),(52 763243.94),(53 753985.06),(54 747680.25),(55 744790.2),(56 740715.94),(57 740112.56),(58 738812.75),(59 738266.3),(60 740262),(61 746298.1),(62 742876.44),(63 739212.75),(64 735568.5),(65 723277.25),(66 708122.9),(67 694912.56),(68 683922.9),(69 675821),(70 672140.6),(71 669029.4),(72 676121.25),(73 681625.75),(74 681450.7),(75 680827.1),(76 684913.3),(77 694840.7),(78 708313.56),(79 720351.3),
(1 129302.34),(2 349892.1),(3 495245.9),(4 566750.7),(5 611460),(6 630307.5),(7 636161.25),(8 646422.44),(9 667224.56),(10 686515.4),(11 692260),(12 690300.25),(13 703068.5),(14 723276.5),(15 746709.75),(16 768766.9),(17 783080.2),(18 784304.6),(19 774552.4),(20 770056.56),(21 768728.5),(22 762370.44),(23 746453.5),(24 740179.6),(25 742792.9),(26 743174),(27 730539.3),(28 722357.25),(29 729191.56),(30 747223.25),(31 756975.25),(32 763361.3),(33 766856.75),(34 756750.25),(35 730122.44),(36 704517.3),(37 694049.1),(38 691755.94),(39 706987.06),(40 731142.7),(41 744064.75),(42 748603.94),(43 746441.1),(44 737010.25),(45 716557.8),(46 713308.94),(47 726480.7),(48 740702.3),(49 738143.3),(50 724418.3),(51 718612.94),(52 729293.94),(53 743692.75),(54 752997.1),(55 753984.06),(56 744272.7),(57 739838.8),(58 737240.7),(59 731469.4),(60 730142.4),(61 722373.25),(62 700815.9),(63 683595.25),(64 679229.44),(65 685876.5),(66 698180.4),(67 700439.3),(68 692317.8),(69 684786.9),(70 676892.25),(71 657411.7),(72 644232.5),(73 640021.4),(74 647274),(75 656730.25),(76 663574.8),(77 675712.4),(78 689077.8),(79 702066.6),
(1 126977.75),(2 335550.25),(3 466440.88),(4 532585.1),(5 577011.75),(6 598815.75),(7 611308.06),(8 617678.8),(9 628810.06),(10 653214.7),(11 671970.06),(12 687880.3),(13 715468.9),(14 739985.1),(15 761184.7),(16 768876.56),(17 759993.75),(18 740318.94),(19 727699.94),(20 728381),(21 727616.3),(22 727348.4),(23 725148.2),(24 728248.25),(25 727095.3),(26 724794.25),(27 727039.56),(28 730633),(29 737569.4),(30 751007.9),(31 758648.44),(32 765600.25),(33 764567.2),(34 751337.56),(35 724555.7),(36 700398.06),(37 692979.75),(38 701116.94),(39 729331.94),(40 753307.75),(41 768297.6),(42 777927.25),(43 777184.25),(44 764754.7),(45 746774.3),(46 734212.1),(47 734900),(48 737498.8),(49 726505.75),(50 709522.9),(51 699634.9),(52 706270.1),(53 717690.1),(54 727495.3),(55 733328.75),(56 737249.3),(57 729226.44),(58 717950.1),(59 707565.3),(60 695314.44),(61 677849.25),(62 664224.25),(63 656083.3),(64 656294.8),(65 667417.4),(66 685317.75),(67 691530.56),(68 682479.3),(69 678895.06),(70 677719),(71 669889.8),(72 664203.75),(73 660666.1),(74 668051.7),(75 673803.9),(76 691397.5),(77 711855.7),(78 722802.9),(79 726454.75),
(1 128695.59),(2 338083.28),(3 469533.5),(4 544996.5),(5 587800.56),(6 615847.6),(7 637704.56),(8 643993.06),(9 647795.1),(10 666371.6),(11 686590.6),(12 707851.75),(13 730191.56),(14 733152.44),(15 729442.3),(16 744602.9),(17 741744.25),(18 716763.2),(19 693061.44),(20 687961.5),(21 700478.94),(22 706493.75),(23 707312.75),(24 712050.06),(25 721243.75),(26 724385.2),(27 717837.2),(28 716358.8),(29 727723.4),(30 729207.44),(31 717742.7),(32 719762.94),(33 729412.9),(34 736593.2),(35 732562.3),(36 724621.2),(37 719890.1),(38 720569.75),(39 732205.94),(40 739293.56),(41 743407.1),(42 744427.8),(43 739527.6),(44 727338.44),(45 711935.6),(46 706565.7),(47 717389.94),(48 725779.44),(49 721113.8),(50 705033.2),(51 687910.6),(52 682155.2),(53 674229.5),(54 671383.3),(55 678450.8),(56 694265.44),(57 699880.44),(58 695859.94),(59 698550.5),(60 701385.5),(61 698599.25),(62 698265.2),(63 693426.44),(64 684431.44),(65 692098.7),(66 712384.4),(67 728822.9),(68 725914.06),(69 710564.8),(70 696287.44),(71 704693.06),(72 713576.94),(73 706701.7),(74 694020.6),(75 683323.25),(76 676647.56),(77 672820.4),(78 667484.6),(79 657520.56),
(1 124904.84),(2 333511.6),(3 472514.5),(4 552779.75),(5 601113.44),(6 629818.75),(7 643066),(8 633477.6),(9 626807.3),(10 637766.6),(11 661255.94),(12 687820.94),(13 710915.1),(14 729489.44),(15 743662.4),(16 750677.4),(17 739842.6),(18 723835.9),(19 707757.75),(20 702812.2),(21 691702),(22 684173.06),(23 690133.1),(24 709254.06),(25 719562.56),(26 712313.3),(27 695366.6),(28 690179.44),(29 690355.06),(30 674093.6),(31 669251.44),(32 691582),(33 721391.9),(34 738430.2),(35 743623),(36 740961.44),(37 736911.44),(38 737089.4),(39 737500),(40 732993.44),(41 721135.3),(42 717833.8),(43 718084.5),(44 715284.8),(45 706287.44),(46 703103.4),(47 710661.75),(48 729743.4),(49 735265.8),(50 719713.7),(51 699514.25),(52 683231.7),(53 671568.4),(54 663128.2),(55 666545.7),(56 675438.3),(57 683029.7),(58 681666.75),(59 677793.2),(60 680594.25),(61 689959.4),(62 690656.9),(63 679012.6),(64 661145.25),(65 651654.5),(66 655438.2),(67 660563.94),(68 661020.94),(69 650948.75),(70 646215.3),(71 653130.1),(72 666132.8),(73 673851.2),(74 661939.25),(75 653469),(76 648596.5),(77 638519.4),(78 630626.75),(79 626571.5),
(1 121308.81),(2 321395.66),(3 455291.47),(4 518793.2),(5 547237.75),(6 566495.4),(7 585124.1),(8 583916.8),(9 579483.94),(10 577313.75),(11 574271.06),(12 586096.5),(13 617632.4),(14 644165.75),(15 663494.7),(16 678447.44),(17 680766.25),(18 669519.4),(19 656230.6),(20 652396.06),(21 643643.56),(22 635871.3),(23 641453.8),(24 653868.5),(25 661212.9),(26 664796.9),(27 664667.9),(28 667170.6),(29 666637.75),(30 646421.06),(31 641104.6),(32 667823.06),(33 680940.75),(34 673233.9),(35 666526.75),(36 662626.3),(37 650605),(38 643972.4),(39 641185),(40 646261.8),(41 650248.6),(42 655505.3),(43 654538.7),(44 645451),(45 634031.8),(46 634558.8),(47 643875.6),(48 659807.7),(49 666945.44),(50 669001.8),(51 672947.7),(52 664069.6),(53 631421.2),(54 600772.3),(55 594227.94),(56 603159.94),(57 617019.56),(58 618476.1),(59 611630.2),(60 622096.06),(61 634680.56),(62 634156.25),(63 624837.6),(64 617087),(65 612691),(66 609347.75),(67 604368.56),(68 605565.06),(69 606744.25),(70 610081.2),(71 617213.2),(72 621458.3),(73 615190.6),(74 608365),(75 605130.4),(76 600438.7),(77 601454.2),(78 603952.56),(79 605101.3),
