1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 35743.23),(2 98789.54),(3 168930.11),(4 258892.58),(5 369556.22),(6 451583.4),(7 538595.56),(8 628524.3),(9 692866.5),(10 727929),(11 762758.06),(12 817670.3),(13 853348.44),(14 894308.3),(15 945578.25),(16 999408.8),(17 1030121.8),(18 1053802),(19 1098626.9),(20 1123214.1),(21 1144571.9),(22 1147932.9),(23 1166932.9),(24 1157092.5),(25 1141526.6),(26 1149904.1),(27 1174470.5),(28 1169530.4),(29 1186531.5),(30 1217129.3),(31 1254209.5),(32 1334595.6),(33 1406774),(34 1467367.4),(35 1502769),(36 1566995),(37 1653533.9),(38 1730602.4),(39 1835855.4),(40 1964802.4),(41 2054592),(42 2149555),(43 2211270.3),(44 2309677),(45 2369492.5),(46 2424202.3),(47 2449697.8),(48 2504796.3),(49 2510439),(50 2539962.3),(51 2572880.5),(52 2621299.3),(53 2647377.5),(54 2731169),(55 2840482.3),(56 2933530.3),(57 3045830.3),(58 3204482),(59 3378081.3),(60 3539474.8),(61 3652608.8),(62 3795036.8),(63 3913239.3),(64 4039266.8),(65 4135471),(66 4203498.5),(67 4266993.5),(68 4367585.5),(69 4477463.5),(70 4584557.5),(71 4677721),(72 4783538.5),(73 4883433.5),(74 4996182),(75 5105633.5),(76 5208387.5),(77 5269212.5),(78 5294791.5),(79 5327500.5),
(1 329.72635),(2 456.15875),(3 525.4842),(4 548.7566),(5 567.5732),(6 583.94617),(7 597.4),(8 610.66),(9 611.6911),(10 612.4577),(11 615.24194),(12 616.77576),(13 633.4493),(14 639.1275),(15 632.75),(16 640.4807),(17 650.7269),(18 644.52386),(19 654.4344),(20 656.8408),(21 646.7097),(22 654.252),(23 654.3639),(24 647.0308),(25 642.4587),(26 653.4206),(27 662.0111),(28 664.0927),(29 663.0876),(30 668.22705),(31 677.2242),(32 676.72156),(33 674.7563),(34 682.3032),(35 685.3135),(36 688.4408),(37 695.80524),(38 697.0838),(39 706.82416),(40 700.26843),(41 692.30994),(42 689.35223),(43 685.2597),(44 683.7383),(45 681.1147),(46 680.28577),(47 679.2897),(48 690.68726),(49 692.752),(50 694.3088),(51 698.8968),(52 705.795),(53 711.54474),(54 707.188),(55 695.1099),(56 698.31104),(57 701.5965),(58 700.06805),(59 700.31055),(60 699.06573),(61 690.7355),(62 681.6562),(63 696.62274),(64 695.6985),(65 698.07495),(66 696.39923),(67 694.9998),(68 701.2753),(69 699.31323),(70 700.27875),(71 699.7347),(72 700.15906),(73 699.69507),(74 698.41406),(75 702.7584),(76 698.0454),(77 705.1827),(78 699.46625),(79 699.88684),
(1 322.5025),(2 445.2972),(3 504.99063),(4 535.6239),(5 553.61676),(6 568.47394),(7 580.8693),(8 588.96136),(9 596.3554),(10 605.45575),(11 614.4915),(12 622.31854),(13 627.4973),(14 631.02094),(15 632.2292),(16 630.2401),(17 637.70013),(18 640.3603),(19 651.13153),(20 653.7846),(21 652.27167),(22 667.38104),(23 662.13684),(24 658.6517),(25 666.5328),(26 662.2822),(27 670.7719),(28 666.5901),(29 669.70935),(30 671.8144),(31 680.62305),(32 675.3292),(33 683.05255),(34 688.3136),(35 682.7481),(36 686.9758),(37 692.6326),(38 700.5236),(39 697.5966),(40 700.7613),(41 699.689),(42 699.27374),(43 689.66534),(44 692.5988),(45 691.58026),(46 703.97876),(47 706.26245),(48 704.6644),(49 698.6927),(50 698.3656),(51 699.3091),(52 694.45575),(53 696.7092),(54 688.01514),(55 683.5025),(56 683.64685),(57 681.63965),(58 686.46564),(59 690.6971),(60 686.2807),(61 682.84265),(62 674.4543),(63 681.04614),(64 678.8843),(65 677.6675),(66 686.53424),(67 689.6117),(68 688.8768),(69 688.94904),(70 694.66016),(71 691.5387),(72 693.5875),(73 696.60455),(74 692.7443),(75 698.03296),(76 699.1604),(77 706.6246),(78 701.5569),(79 694.5977),
(1 315.19788),(2 433.60464),(3 491.65088),(4 517.11444),(5 536.67993),(6 554.60535),(7 563.7825),(8 571.97577),(9 577.36865),(10 585.08685),(11 586.61285),(12 591.1481),(13 591.0771),(14 594.5824),(15 592.54224),(16 591.49457),(17 593.9541),(18 602.0262),(19 605.9538),(20 604.3372),(21 595.82886),(22 612.8277),(23 610.3853),(24 615.73584),(25 620.71075),(26 618.0328),(27 626.1358),(28 628.25134),(29 629.2795),(30 630.60944),(31 629.99854),(32 639.0957),(33 642.30365),(34 641.844),(35 644.44836),(36 643.691),(37 649.1487),(38 652.11786),(39 653.21124),(40 647.49),(41 654.8806),(42 658.65955),(43 652.0665),(44 649.457),(45 652.85236),(46 661.83026),(47 661.3346),(48 659.57153),(49 657.5987),(50 661.8181),(51 659.38086),(52 660.2642),(53 661.01776),(54 662.1454),(55 663.65906),(56 663.054),(57 657.8525),(58 669.145),(59 668.90845),(60 665.55664),(61 663.6213),(62 664.1737),(63 667.71014),(64 660.939),(65 661.94617),(66 666.43256),(67 663.21564),(68 661.82477),(69 665.16455),(70 673.8169),(71 667.46606),(72 666.48694),(73 664.6733),(74 664.85693),(75 670.73474),(76 671.3744),(77 669.4185),(78 662.94385),(79 654.5429),
(1 313.3732),(2 428.66647),(3 485.9585),(4 515.0468),(5 531.1866),(6 543.2618),(7 563.458),(8 570.61005),(9 566.35986),(10 578.7832),(11 579.10474),(12 586.4306),(13 599.86224),(14 610.325),(15 605.91064),(16 612.9721),(17 623.32153),(18 621.65326),(19 626.61017),(20 625.246),(21 621.92596),(22 637.40424),(23 641.62103),(24 644.40717),(25 643.22546),(26 637.20166),(27 644.777),(28 640.11273),(29 635.29565),(30 636.12885),(31 638.99567),(32 644.48663),(33 644.4165),(34 650.1272),(35 663.0299),(36 666.6204),(37 661.9271),(38 663.13947),(39 655.4233),(40 656.12415),(41 656.42926),(42 658.4546),(43 659.1009),(44 656.56104),(45 654.2674),(46 664.9311),(47 665.61523),(48 666.53986),(49 672.20544),(50 671.1805),(51 672.04315),(52 671.07477),(53 669.23645),(54 678.64264),(55 673.27386),(56 671.42664),(57 664.742),(58 668.8713),(59 666.80096),(60 667.6227),(61 669.46796),(62 664.6175),(63 669.28937),(64 668.35),(65 671.77325),(66 675.5044),(67 671.12616),(68 673.98773),(69 671.4682),(70 671.4841),(71 667.3187),(72 668.28986),(73 670.1596),(74 674.0117),(75 671.8059),(76 675.136),(77 670.33185),(78 665.9462),(79 666.35846),
(1 312.83066),(2 425.5079),(3 482.91855),(4 513.3128),(5 536.1232),(6 551.27136),(7 560.4569),(8 572.0014),(9 566.13696),(10 578.9379),(11 585.214),(12 590.0676),(13 603.9058),(14 608.96466),(15 611.06085),(16 615.2329),(17 627.5236),(18 631.58954),(19 631.0289),(20 635.5696),(21 636.47144),(22 645.69556),(23 647.4662),(24 645.3095),(25 646.00464),(26 643.1312),(27 647.77435),(28 647.3302),(29 646.628),(30 650.4137),(31 642.8832),(32 645.0255),(33 646.2811),(34 649.88074),(35 652.36926),(36 653.4984),(37 658.1811),(38 661.3814),(39 654.42255),(40 653.1422),(41 650.7311),(42 652.0652),(43 646.0323),(44 648.18005),(45 655.33936),(46 659.42633),(47 652.6947),(48 652.1948),(49 645.8931),(50 648.5174),(51 656.1795),(52 656.1382),(53 650.55756),(54 655.49817),(55 658.35754),(56 656.891),(57 653.41095),(58 652.3912),(59 653.76794),(60 654.87384),(61 660.451),(62 659.75226),(63 661.89154),(64 656.9438),(65 661.0704),(66 659.94),(67 660.8463),(68 666.2953),(69 670.02814),(70 670.1409),(71 660.97766),(72 662.02765),(73 657.63806),(74 657.6344),(75 657.3152),(76 660.21423),(77 655.2823),(78 658.025),(79 656.6817),
(1 300.16953),(2 412.1516),(3 466.77505),(4 491.5615),(5 512.67194),(6 530.38684),(7 547.99255),(8 556.1709),(9 553.7992),(10 553.465),(11 557.80304),(12 559.51544),(13 562.5147),(14 564.9895),(15 567.88617),(16 570.6347),(17 578.0072),(18 582.557),(19 582.7362),(20 585.1164),(21 589.58124),(22 599.44464),(23 595.6146),(24 597.65753),(25 595.4352),(26 596.27783),(27 602.69604),(28 598.58405),(29 593.12585),(30 594.0047),(31 598.3319),(32 594.87),(33 603.67316),(34 605.0065),(35 607.9422),(36 611.8997),(37 613.3252),(38 615.39105),(39 622.0117),(40 621.5779),(41 623.593),(42 623.3809),(43 625.0216),(44 627.5275),(45 636.5704),(46 642.0249),(47 636.9284),(48 633.45966),(49 642.91583),(50 640.0773),(51 647.8541),(52 651.845),(53 649.90137),(54 651.7168),(55 645.29596),(56 639.59454),(57 636.4781),(58 639.3384),(59 647.9054),(60 654.5128),(61 652.3452),(62 646.16406),(63 649.7239),(64 653.32556),(65 652.4863),(66 652.13257),(67 655.35474),(68 653.3521),(69 654.2343),(70 651.12555),(71 648.40656),(72 649.82086),(73 649.21625),(74 642.8513),(75 639.60223),(76 643.2121),(77 637.1589),(78 634.46326),(79 638.8109),
(1 298.54666),(2 407.56006),(3 465.5682),(4 490.10947),(5 504.32834),(6 516.9076),(7 525.61646),(8 541.9846),(9 547.2454),(10 550.2488),(11 554.0053),(12 553.67596),(13 560.9546),(14 571.437),(15 566.5792),(16 576.7815),(17 580.55774),(18 587.9653),(19 592.9235),(20 600.3051),(21 612.0525),(22 614.93567),(23 611.5271),(24 612.0452),(25 610.1083),(26 608.6112),(27 616.8137),(28 615.10785),(29 616.7091),(30 614.3164),(31 609.64746),(32 608.1568),(33 613.411),(34 618.68774),(35 615.4459),(36 612.92395),(37 623.2305),(38 630.6284),(39 626.4281),(40 625.95184),(41 627.65295),(42 622.6045),(43 616.6401),(44 619.2981),(45 614.4654),(46 612.52936),(47 606.9802),(48 606.5449),(49 603.7761),(50 606.9934),(51 606.7773),(52 611.81476),(53 608.7427),(54 610.6363),(55 611.4346),(56 609.5571),(57 610.1334),(58 617.0977),(59 624.303),(60 627.84235),(61 621.8446),(62 622.8236),(63 625.0167),(64 624.7623),(65 626.6834),(66 620.53314),(67 620.84314),(68 621.6164),(69 629.20654),(70 636.0822),(71 638.40985),(72 641.28516),(73 637.381),(74 639.0481),(75 639.1839),(76 636.2214),(77 637.2908),(78 631.5215),(79 634.05304),
(1 285.98917),(2 389.4247),(3 434.353),(4 460.3381),(5 476.49765),(6 499.09946),(7 510.38733),(8 521.6213),(9 520.01184),(10 526.60913),(11 532.15356),(12 533.32385),(13 534.3673),(14 537.588),(15 535.3166),(16 534.9829),(17 545.22797),(18 548.60187),(19 556.2075),(20 563.47015),(21 562.64294),(22 563.88446),(23 564.4812),(24 568.8682),(25 566.30725),(26 571.05365),(27 571.8866),(28 568.7848),(29 570.90155),(30 574.90063),(31 573.46674),(32 577.7576),(33 579.82684),(34 590.0671),(35 591.15967),(36 587.1973),(37 592.78754),(38 590.4033),(39 586.9339),(40 586.2422),(41 590.2934),(42 593.3345),(43 594.40204),(44 599.991),(45 598.7788),(46 597.42523),(47 596.8501),(48 589.1232),(49 585.1868),(50 592.63745),(51 595.26544),(52 601.8684),(53 601.3837),(54 595.60675),(55 597.6547),(56 595.5482),(57 593.872),(58 596.3004),(59 599.2612),(60 600.5362),(61 596.3989),(62 595.42194),(63 597.0691),(64 592.7526),(65 595.11005),(66 598.93195),(67 599.88196),(68 595.9875),(69 598.607),(70 603.7703),(71 607.49603),(72 614.01),(73 611.5399),(74 610.2001),(75 605.8244),(76 600.0752),(77 606.97833),(78 603.39056),(79 601.33405),
(1 286.97803),(2 391.8669),(3 444.6404),(4 475.62997),(5 492.73196),(6 507.0336),(7 523.05853),(8 530.16376),(9 523.98346),(10 526.54565),(11 527.127),(12 532.7437),(13 535.7063),(14 541.33105),(15 545.6792),(16 547.4422),(17 551.8408),(18 554.41455),(19 556.11646),(20 556.29266),(21 560.1708),(22 559.4994),(23 560.68054),(24 559.6944),(25 563.2533),(26 566.57263),(27 572.4277),(28 568.5861),(29 565.26105),(30 569.5012),(31 571.4073),(32 573.4172),(33 573.6393),(34 581.247),(35 581.5106),(36 580.10516),(37 582.1777),(38 584.53503),(39 581.03906),(40 579.4909),(41 588.09644),(42 589.1451),(43 585.95105),(44 589.0837),(45 594.6564),(46 591.42206),(47 589.5101),(48 590.97144),(49 593.93365),(50 595.84283),(51 595.6318),(52 596.4373),(53 599.99634),(54 594.4751),(55 597.85),(56 599.3232),(57 591.7625),(58 595.5978),(59 595.2991),(60 600.20435),(61 596.80255),(62 592.91174),(63 600.4186),(64 600.2702),(65 599.68146),(66 603.3352),(67 601.6426),(68 600.16705),(69 598.78973),(70 606.96204),(71 606.5598),(72 605.8888),(73 601.2997),(74 600.4053),(75 610.173),(76 606.31805),(77 610.7022),(78 602.1142),(79 598.47394),
(1 287.68045),(2 394.26257),(3 442.7983),(4 465.72482),(5 480.7052),(6 498.2369),(7 513.19104),(8 518.1263),(9 516.64764),(10 525.3834),(11 526.11633),(12 537.30505),(13 545.4493),(14 547.8883),(15 546.5442),(16 548.18335),(17 554.76013),(18 559.87555),(19 562.0504),(20 559.471),(21 559.80255),(22 560.6918),(23 568.7045),(24 566.3265),(25 565.3224),(26 564.33215),(27 571.3495),(28 574.082),(29 573.6996),(30 575.99286),(31 575.15564),(32 583.9426),(33 581.5335),(34 587.94745),(35 581.1309),(36 585.06537),(37 587.7283),(38 583.9155),(39 575.394),(40 577.24786),(41 579.37933),(42 585.2659),(43 580.2784),(44 582.8861),(45 581.6186),(46 588.44214),(47 586.675),(48 585.90027),(49 584.45856),(50 579.4789),(51 584.1585),(52 583.0993),(53 577.06793),(54 576.6428),(55 575.6445),(56 575.27985),(57 572.58716),(58 574.99133),(59 571.35034),(60 577.9066),(61 576.4837),(62 573.7079),(63 583.87616),(64 585.986),(65 586.0486),(66 589.6595),(67 589.13715),(68 595.7365),(69 592.5326),(70 594.5389),(71 593.18427),(72 587.4696),(73 585.44653),(74 588.8175),(75 584.4379),(76 581.40265),(77 580.8141),(78 577.0918),(79 581.5573),
(1 276.65512),(2 374.83527),(3 421.2904),(4 443.66217),(5 459.91562),(6 474.01947),(7 483.21097),(8 495.4397),(9 499.6296),(10 504.85312),(11 510.28403),(12 516.82654),(13 521.63983),(14 524.7181),(15 516.4017),(16 520.2589),(17 521.7136),(18 527.7901),(19 531.1437),(20 535.59467),(21 540.75116),(22 544.8965),(23 545.87134),(24 547.05475),(25 544.4469),(26 547.2276),(27 552.19147),(28 551.40045),(29 556.5635),(30 553.7979),(31 554.91516),(32 555.2125),(33 557.51855),(34 561.07263),(35 559.73694),(36 561.575),(37 563.74896),(38 563.426),(39 561.35974),(40 562.34875),(41 560.51196),(42 562.62354),(43 563.94745),(44 564.7772),(45 563.52106),(46 568.9462),(47 565.9631),(48 570.2388),(49 575.0107),(50 569.95667),(51 577.1918),(52 573.29407),(53 571.8565),(54 571.8331),(55 570.5702),(56 569.0564),(57 567.2986),(58 562.7306),(59 563.6088),(60 568.0785),(61 568.2529),(62 569.21185),(63 569.1948),(64 567.66754),(65 567.2883),(66 568.88086),(67 567.91315),(68 573.2508),(69 574.57996),(70 576.06757),(71 574.8581),(72 581.3841),(73 576.87134),(74 572.9618),(75 575.2576),(76 571.8666),(77 572.2153),(78 565.711),(79 565.1618),
(1 272.42783),(2 370.32852),(3 411.32025),(4 433.23035),(5 450.97025),(6 460.62082),(7 474.64853),(8 484.50217),(9 482.62363),(10 488.84833),(11 499.606),(12 506.3507),(13 511.37515),(14 517.4472),(15 510.6484),(16 515.8222),(17 519.9561),(18 518.2608),(19 518.18884),(20 520.28394),(21 520.4242),(22 531.6647),(23 530.27167),(24 534.6064),(25 534.03815),(26 537.336),(27 533.76324),(28 530.2778),(29 539.1286),(30 540.37115),(31 540.2577),(32 541.6149),(33 543.1616),(34 546.9185),(35 543.99695),(36 545.92816),(37 545.2766),(38 551.9758),(39 546.4166),(40 550.89856),(41 552.0541),(42 557.9658),(43 558.1106),(44 556.1103),(45 553.9347),(46 557.34326),(47 553.42487),(48 555.43506),(49 563.31934),(50 560.5979),(51 564.57733),(52 560.997),(53 560.18274),(54 558.09296),(55 553.1869),(56 559.92773),(57 559.84143),(58 559.23914),(59 561.736),(60 563.63666),(61 565.29846),(62 564.9716),(63 564.54584),(64 566.877),(65 566.07556),(66 567.3801),(67 571.7091),(68 560.5557),(69 564.2993),(70 568.56274),(71 565.9854),(72 568.12354),(73 570.4797),(74 570.98834),(75 572.62823),(76 568.47797),(77 569.5688),(78 559.7445),(79 561.09705),
(1 268.7841),(2 359.05148),(3 411.09195),(4 428.72296),(5 446.1092),(6 455.3421),(7 464.4367),(8 474.01727),(9 473.09772),(10 473.42752),(11 480.82462),(12 488.59174),(13 492.52863),(14 497.42947),(15 502.4987),(16 502.84732),(17 505.28885),(18 504.9431),(19 506.09967),(20 510.1981),(21 516.0421),(22 518.30896),(23 516.48846),(24 519.5519),(25 520.2543),(26 526.81635),(27 524.8194),(28 522.0163),(29 524.5167),(30 526.0595),(31 525.08014),(32 526.55133),(33 525.8692),(34 534.2173),(35 535.34674),(36 531.1735),(37 537.6615),(38 538.777),(39 539.2897),(40 541.6914),(41 541.5485),(42 543.84827),(43 544.6391),(44 536.6916),(45 538.656),(46 542.5422),(47 539.259),(48 544.5345),(49 541.73645),(50 534.3139),(51 533.9943),(52 532.3908),(53 538.3289),(54 542.5103),(55 533.7387),(56 535.408),(57 531.2294),(58 533.31964),(59 532.9993),(60 531.7371),(61 535.0447),(62 535.6026),(63 535.7729),(64 536.2429),(65 533.8438),(66 530.0699),(67 532.0906),(68 529.0131),(69 531.88086),(70 534.0275),(71 528.55005),(72 533.15564),(73 535.64386),(74 536.90875),(75 540.50714),(76 540.57404),(77 539.3854),(78 538.75354),(79 538.646),
(1 268.68054),(2 356.60938),(3 401.13754),(4 426.92575),(5 446.7472),(6 456.16193),(7 468.68396),(8 479.78897),(9 479.9011),(10 481.96198),(11 488.95282),(12 497.99545),(13 498.0707),(14 497.04025),(15 499.3502),(16 501.9839),(17 512.2345),(18 509.17285),(19 504.34943),(20 505.06885),(21 510.92392),(22 514.36383),(23 512.3005),(24 508.6537),(25 506.44476),(26 510.49344),(27 521.0923),(28 520.1059),(29 520.17303),(30 524.36755),(31 523.913),(32 529.1257),(33 528.7601),(34 535.06445),(35 534.9596),(36 533.88116),(37 548.29706),(38 551.7603),(39 553.2642),(40 550.1671),(41 549.4369),(42 543.84314),(43 540.0413),(44 539.58923),(45 537.50165),(46 546.65796),(47 544.60364),(48 546.74927),(49 542.2016),(50 541.348),(51 542.0552),(52 539.74457),(53 542.0088),(54 542.5569),(55 537.79266),(56 541.3686),(57 539.7828),(58 541.99133),(59 542.91296),(60 540.04443),(61 544.9478),(62 542.8546),(63 539.85187),(64 544.4038),(65 548.68066),(66 544.1127),(67 541.8216),(68 542.10504),(69 541.55566),(70 541.48126),(71 542.67535),(72 550.4873),(73 555.3286),(74 555.48834),(75 559.4737),(76 554.24493),(77 552.89575),(78 549.7226),(79 543.4028),
(1 263.2456),(2 355.93265),(3 399.4129),(4 418.14322),(5 429.4831),(6 443.46115),(7 454.97443),(8 462.29788),(9 467.73337),(10 470.76685),(11 476.25305),(12 482.06583),(13 488.26578),(14 489.39792),(15 487.20508),(16 488.84082),(17 489.78702),(18 489.37256),(19 485.07053),(20 486.6052),(21 498.78445),(22 511.48996),(23 510.83838),(24 509.97525),(25 503.90448),(26 507.32285),(27 513.1674),(28 513.3033),(29 515.0281),(30 514.39874),(31 515.73346),(32 512.89764),(33 513.42224),(34 515.3527),(35 516.9462),(36 516.28033),(37 521.3791),(38 522.77795),(39 524.3303),(40 520.5468),(41 522.25525),(42 521.30945),(43 520.956),(44 527.24036),(45 524.9422),(46 531.6179),(47 531.0532),(48 533.29456),(49 532.12823),(50 531.88605),(51 534.8152),(52 532.34906),(53 531.19855),(54 531.94684),(55 531.63696),(56 534.81555),(57 532.64734),(58 531.60535),(59 530.77515),(60 532.1255),(61 536.72205),(62 537.55054),(63 531.7697),(64 529.76154),(65 532.9866),(66 530.67523),(67 529.6351),(68 527.0109),(69 528.78754),(70 529.41547),(71 531.67334),(72 536.1205),(73 538.104),(74 534.901),(75 536.8203),(76 536.94794),(77 534.0655),(78 532.48157),(79 536.5352),
(1 259.02966),(2 354.3388),(3 402.34738),(4 422.76245),(5 430.822),(6 444.38235),(7 451.38968),(8 461.80423),(9 463.9062),(10 473.43814),(11 473.46326),(12 475.6777),(13 484.74326),(14 486.3744),(15 483.00037),(16 483.16226),(17 483.2901),(18 487.1085),(19 488.8076),(20 485.28452),(21 486.79178),(22 496.81183),(23 491.26498),(24 497.15784),(25 498.0283),(26 498.2088),(27 503.34726),(28 505.25665),(29 507.7464),(30 512.4332),(31 509.5475),(32 508.6353),(33 512.3877),(34 515.72),(35 515.4099),(36 515.3033),(37 521.3913),(38 524.9366),(39 520.59906),(40 516.913),(41 518.53357),(42 521.3777),(43 522.01825),(44 519.1949),(45 519.30634),(46 520.7186),(47 515.9744),(48 515.11676),(49 514.852),(50 517.6372),(51 517.95386),(52 514.89575),(53 515.5577),(54 512.30054),(55 512.40515),(56 513.3607),(57 516.9607),(58 523.0491),(59 517.7593),(60 519.4481),(61 518.6553),(62 517.1273),(63 518.3436),(64 518.8603),(65 520.96466),(66 523.3664),(67 524.456),(68 524.8781),(69 524.3353),(70 525.91376),(71 525.4591),(72 527.966),(73 533.0449),(74 536.1611),(75 532.02734),(76 530.21326),(77 527.7438),(78 527.0511),(79 524.4734),
(1 258.65475),(2 348.87784),(3 388.1392),(4 409.32126),(5 418.7243),(6 434.7086),(7 443.95386),(8 454.3897),(9 456.42786),(10 465.08127),(11 468.33902),(12 471.2309),(13 474.3623),(14 479.6579),(15 476.66553),(16 478.72247),(17 486.99548),(18 492.44348),(19 487.76978),(20 492.4059),(21 497.1863),(22 501.86475),(23 497.34445),(24 497.2089),(25 495.5451),(26 502.97305),(27 503.7104),(28 499.86804),(29 498.53687),(30 503.46494),(31 503.54553),(32 509.8363),(33 513.3636),(34 514.58496),(35 514.36304),(36 511.76746),(37 515.717),(38 514.1177),(39 510.95847),(40 513.52057),(41 519.0169),(42 521.0637),(43 518.452),(44 518.0909),(45 515.24054),(46 520.5956),(47 519.69855),(48 516.6315),(49 516.2807),(50 516.24506),(51 516.9885),(52 517.5121),(53 519.5078),(54 520.2691),(55 517.43964),(56 513.7251),(57 515.9185),(58 524.0967),(59 524.2422),(60 522.5416),(61 519.02045),(62 517.7845),(63 515.47943),(64 512.7459),(65 514.17993),(66 515.1268),(67 513.83044),(68 519.11255),(69 518.9975),(70 522.7647),(71 520.61914),(72 520.57855),(73 518.077),(74 521.70526),(75 513.6419),(76 515.96204),(77 513.2842),(78 509.1689),(79 509.5787),
(1 250.70091),(2 334.5737),(3 370.99222),(4 392.10303),(5 409.05017),(6 420.54086),(7 427.89612),(8 432.7786),(9 437.7919),(10 440.95364),(11 441.8884),(12 449.32263),(13 452.39685),(14 454.00922),(15 451.9284),(16 458.06027),(17 468.71503),(18 475.74234),(19 474.498),(20 476.56335),(21 478.15643),(22 481.70758),(23 486.33194),(24 485.93933),(25 488.42554),(26 491.18564),(27 494.4988),(28 492.3129),(29 487.1078),(30 490.20328),(31 491.81976),(32 491.64432),(33 489.6287),(34 495.26672),(35 495.60806),(36 502.37888),(37 501.21616),(38 501.45544),(39 499.04306),(40 497.85297),(41 501.23846),(42 502.11877),(43 498.99448),(44 498.75314),(45 497.28326),(46 499.25635),(47 502.84753),(48 502.2226),(49 501.8303),(50 502.97113),(51 506.58392),(52 507.51666),(53 508.76404),(54 511.38348),(55 508.69733),(56 508.5835),(57 505.58234),(58 507.73547),(59 511.61197),(60 515.27795),(61 513.2608),(62 510.1778),(63 512.3515),(64 513.7884),(65 513.3078),(66 513.09827),(67 514.017),(68 514.88226),(69 513.338),(70 523.1093),(71 520.9464),(72 523.6627),(73 519.61285),(74 523.2695),(75 520.6722),(76 519.69336),(77 515.8321),(78 515.54724),(79 518.70776),
