1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18821.426),(2 31353.445),(3 38318.703),(4 41614.375),(5 42351.87),(6 44643.86),(7 45699.65),(8 47713.87),(9 49227.594),(10 49522.13),(11 49674.297),(12 48513.473),(13 48699.04),(14 49260.67),(15 48352.406),(16 46851.156),(17 46863.465),(18 47736.316),(19 49054.348),(20 48461.137),(21 48838.29),(22 48986.656),(23 48653.184),(24 48541.844),(25 48447.582),(26 48321.387),(27 48420.184),(28 48257.473),(29 48321.18),(30 49092.61),(31 48726.258),(32 48201.035),(33 47161.367),(34 46892.23),(35 46349.715),(36 45825.75),(37 46680.758),(38 48061.684),(39 46394.617),(40 46507.418),(41 45334.28),(42 45855.598),(43 45527.21),(44 45173.098),(45 45727.86),(46 46618.95),(47 46748.992),(48 47500.99),(49 47082.277),(50 47705.484),(51 47000.55),(52 46735.773),(53 47985.465),(54 48834.75),(55 49292.62),(56 49331.81),(57 49570.95),(58 49583.215),(59 50319.695),(60 50162.1),(61 49330.277),(62 49543.902),(63 49737.11),(64 50196.59),(65 50743.918),(66 50397.246),(67 50554.53),(68 50271.754),(69 51214.06),(70 51203.61),(71 50636.516),(72 49200.473),(73 48542.055),(74 48065.7),(75 47673.246),(76 47753.55),(77 48320.85),(78 48707.168),(79 49184.02),
(1 18259),(2 30187.012),(3 35630.7),(4 39014.75),(5 41505.66),(6 43379.082),(7 44081.598),(8 45614.07),(9 47341.176),(10 46577.188),(11 47181.95),(12 47516.72),(13 47404.258),(14 47102.074),(15 47066.684),(16 46168.043),(17 45945.844),(18 46960.523),(19 48196.617),(20 48355.484),(21 47679.41),(22 47229.27),(23 46650.195),(24 47257.22),(25 48000.895),(26 47662.316),(27 47361.426),(28 46142.957),(29 46863.832),(30 47541.36),(31 46890.234),(32 46784.37),(33 46240.02),(34 45204.9),(35 45570.055),(36 45535.453),(37 45939.75),(38 46441.445),(39 45983.82),(40 46285.723),(41 45898.594),(42 45835.793),(43 45299.227),(44 45628.227),(45 45796.184),(46 46105.195),(47 46079.41),(48 46622.12),(49 45674.387),(50 46571.41),(51 46093.383),(52 45634.863),(53 45570.707),(54 45299.184),(55 45602.055),(56 45842.195),(57 45533.426),(58 45296.105),(59 46637.438),(60 46576.28),(61 47623.184),(62 47805.684),(63 46856.023),(64 47087.12),(65 47841.203),(66 47225.54),(67 48082.992),(68 48576.168),(69 48783.598),(70 49139.574),(71 50003.05),(72 50216.543),(73 49249.637),(74 48365.02),(75 47679.453),(76 48185.293),(77 48345.535),(78 48043.258),(79 47777.96),
(1 17624.602),(2 29284.463),(3 35073.48),(4 38690.277),(5 40402.266),(6 41921.094),(7 43004.707),(8 43947.05),(9 44609.97),(10 43073.008),(11 44053.914),(12 44358.914),(13 45090.484),(14 45206.438),(15 44599.01),(16 44044.54),(17 44336.223),(18 45517.316),(19 45825.508),(20 45576.508),(21 45614.637),(22 45562.32),(23 45601.074),(24 45337.363),(25 44562.26),(26 44264.164),(27 44393.137),(28 44119.96),(29 44758.555),(30 45697.816),(31 44659.434),(32 44734.07),(33 44842.465),(34 44246.76),(35 43900.89),(36 43626.227),(37 43674.363),(38 43457.95),(39 43668.55),(40 43924.8),(41 43946.67),(42 43795.4),(43 43383.387),(44 43956.31),(45 43182.297),(46 43311.62),(47 42875.727),(48 43932.324),(49 44503.363),(50 44656.594),(51 44454.805),(52 43323.38),(53 42888.527),(54 42577.492),(55 43694.406),(56 43660.598),(57 43684.914),(58 43601.89),(59 43773.586),(60 43773.926),(61 45011.914),(62 44878.6),(63 45870.95),(64 45493.516),(65 45570.234),(66 45780.063),(67 45597.27),(68 46079.176),(69 46600.656),(70 46244.133),(71 45670.742),(72 45202.996),(73 44732.176),(74 44753.14),(75 44892.313),(76 45663.38),(77 45334.68),(78 44595.62),(79 43743.37),
(1 17911.701),(2 30043.602),(3 36412.598),(4 39852.21),(5 42068.08),(6 43319.3),(7 43318.688),(8 43266.91),(9 42896.703),(10 42066.33),(11 43405.645),(12 43295.496),(13 43435.016),(14 43359.91),(15 43494.066),(16 43781.19),(17 45095.17),(18 45626.9),(19 45974.23),(20 45211.75),(21 44974.62),(22 45015.69),(23 44665.914),(24 43648.84),(25 43821.496),(26 42841.5),(27 42995.867),(28 43017.816),(29 42753.758),(30 42382.297),(31 41977.355),(32 42066.016),(33 41925.867),(34 42398.09),(35 41494.613),(36 41362.277),(37 42074.57),(38 42235.324),(39 41217.703),(40 41121.22),(41 42175.72),(42 42653.938),(43 42716.05),(44 41992.215),(45 41883.504),(46 42187.645),(47 42537.285),(48 42742.098),(49 43616.902),(50 43648.05),(51 43865.355),(52 42969.703),(53 42217.71),(54 42746.285),(55 42995.16),(56 42940.94),(57 42617.543),(58 43034.715),(59 43129.22),(60 43784.09),(61 44238.46),(62 43721.83),(63 43931.785),(64 43336.152),(65 42463.516),(66 42288.543),(67 43287.285),(68 43438.855),(69 44412.164),(70 43877.66),(71 43882.145),(72 43370.99),(73 44461.633),(74 44421.855),(75 44760.35),(76 44698.293),(77 44339.953),(78 43577.813),(79 42878.92),
(1 17855.879),(2 28971.072),(3 34541.676),(4 37092.113),(5 39185.316),(6 41050.035),(7 40540.703),(8 41745.24),(9 41717.43),(10 40777.01),(11 40803.277),(12 41772.2),(13 42387.934),(14 42327.418),(15 42556.887),(16 42722.6),(17 43298.04),(18 43826.918),(19 43428.984),(20 44025.195),(21 43725.313),(22 43120.418),(23 43833.754),(24 42965.83),(25 43387.89),(26 42682.324),(27 41570.863),(28 42019.37),(29 42381.688),(30 41935.57),(31 41993.484),(32 41857.55),(33 42162.547),(34 42901.113),(35 42371.8),(36 41225.3),(37 41406.574),(38 41133.06),(39 41359.95),(40 40744.863),(41 41794.367),(42 41778.633),(43 41461.008),(44 41069.152),(45 40255.99),(46 40867.395),(47 40563.9),(48 41093.914),(49 41261.77),(50 41202.063),(51 40731.277),(52 39933.656),(53 39573.5),(54 39046.813),(55 39480.473),(56 39232.805),(57 39845.543),(58 40455.85),(59 41100.78),(60 40952.273),(61 40589.977),(62 39949.914),(63 39967.61),(64 39844.12),(65 39642.72),(66 39738.367),(67 39884.367),(68 39916.54),(69 40640.57),(70 40526.363),(71 40883.29),(72 41060.176),(73 41443.207),(74 41070.836),(75 41084.03),(76 41448.805),(77 40993.79),(78 40281.07),(79 38739.65),
(1 16309.707),(2 27228.352),(3 32567.041),(4 34810.297),(5 37417.16),(6 38858.93),(7 39065.855),(8 38961.746),(9 39045.547),(10 38729.082),(11 39766.605),(12 40574.4),(13 39857),(14 39639.8),(15 39784.844),(16 39498.78),(17 39884.895),(18 39968.137),(19 39664.24),(20 39595.406),(21 40735.273),(22 41100.527),(23 41542.535),(24 41908.746),(25 41916.7),(26 41325),(27 40186.664),(28 39596.367),(29 39814.97),(30 40021.64),(31 39835.957),(32 40307.06),(33 39671.49),(34 39519.34),(35 39768.74),(36 39132.676),(37 38801.664),(38 38660.934),(39 38695.824),(40 38273.527),(41 39228.89),(42 39384.81),(43 38876.836),(44 38425.195),(45 39310.586),(46 39743.867),(47 40173.633),(48 40671.824),(49 40396.703),(50 39799.36),(51 39503.855),(52 39031.3),(53 38295.715),(54 37968.703),(55 37955.785),(56 38083.277),(57 38644.977),(58 38864.17),(59 39359.16),(60 39117.703),(61 39291.73),(62 38879.168),(63 38762.715),(64 38751.42),(65 38522.344),(66 38365.074),(67 38469.668),(68 38507.88),(69 38734.35),(70 39096.39),(71 38897.24),(72 38415.88),(73 38692.58),(74 38652.164),(75 38584.797),(76 38532.58),(77 38117.848),(78 37518.574),(79 37474.97),
(1 15756.63),(2 25551.076),(3 30292.012),(4 32282.695),(5 34897.19),(6 36480.6),(7 37434.01),(8 37906.414),(9 37731.31),(10 37481.836),(11 37055.574),(12 37174.49),(13 38001),(14 38096.8),(15 37912.203),(16 38481.563),(17 39287.91),(18 39131.887),(19 38496.824),(20 38579.83),(21 38285.066),(22 37901.13),(23 37775.445),(24 37491.49),(25 36737.75),(26 36457.906),(27 35975.332),(28 36439.367),(29 36393.48),(30 36474),(31 36115.277),(32 35712.926),(33 35434.77),(34 35588.113),(35 35804.97),(36 35974.613),(37 35742.934),(38 36157.824),(39 36038.957),(40 36044.535),(41 37115.055),(42 37189.605),(43 36748.066),(44 36389.58),(45 36599.496),(46 37360.438),(47 37104.07),(48 36990.914),(49 37048.453),(50 37871.688),(51 38115.66),(52 37113.082),(53 36406.67),(54 35812.016),(55 36119.184),(56 36882.96),(57 37299.215),(58 37222.477),(59 37243.93),(60 36756.203),(61 36613.934),(62 36515.617),(63 36611.637),(64 37095.324),(65 37245.035),(66 36664.22),(67 36494.75),(68 36351.99),(69 36427.234),(70 36841.973),(71 36191.59),(72 36132.727),(73 36307.234),(74 36076.41),(75 36057.59),(76 35932.496),(77 35014.176),(78 34553.02),(79 34874.555),
(1 15667.692),(2 25496.682),(3 29930.94),(4 32120.8),(5 34678.895),(6 35870.563),(7 36271.863),(8 35884.31),(9 36472.113),(10 36504.73),(11 37673.57),(12 37453.09),(13 37859.21),(14 37825.793),(15 37924.723),(16 37485.887),(17 37825.52),(18 37912.27),(19 37565.55),(20 36291.29),(21 37032.223),(22 36634.605),(23 36773.063),(24 36504.223),(25 36926.51),(26 36488.57),(27 37072.848),(28 37128.27),(29 37143.383),(30 36981.586),(31 36370.203),(32 36557.44),(33 36996.48),(34 36556.473),(35 35755.656),(36 35275.863),(37 34823.254),(38 35461.465),(39 35757.996),(40 35818.535),(41 36604.996),(42 36632.938),(43 36470.93),(44 36545.355),(45 37436.496),(46 37205.33),(47 37419.05),(48 37154.875),(49 37166.766),(50 37651.58),(51 37841.117),(52 37289.81),(53 36409.56),(54 36599.355),(55 36610.56),(56 36046.004),(57 36369.082),(58 35932.89),(59 35731.617),(60 35466.875),(61 35486.652),(62 35698.02),(63 35989.59),(64 35517.18),(65 35391.223),(66 35264.38),(67 35012.42),(68 35430.703),(69 36630.895),(70 36479.484),(71 36498.613),(72 35966.03),(73 36136.37),(74 36498.07),(75 36351.9),(76 36733.023),(77 36161.168),(78 36568.17),(79 36694.71),
(1 15074.518),(2 24135.588),(3 29014.777),(4 30781.3),(5 32781.805),(6 33492.605),(7 34311.93),(8 34789.918),(9 36052.773),(10 36039.27),(11 37196.133),(12 37161.51),(13 37423.207),(14 36789.973),(15 36738.496),(16 36750.92),(17 36941.57),(18 37368.617),(19 37005.816),(20 36823.45),(21 36336.887),(22 36210.703),(23 35841.66),(24 35423.707),(25 36277.875),(26 36093.355),(27 36457.12),(28 37011.113),(29 37025.176),(30 35814.96),(31 35838.12),(32 35478.652),(33 36247.42),(34 36171.42),(35 35030.395),(36 34476.613),(37 34310.293),(38 34850.426),(39 35317.16),(40 35845.25),(41 36372.813),(42 36215.38),(43 36109.367),(44 36395.535),(45 36311.637),(46 36142.195),(47 35640.867),(48 36067.88),(49 36389.54),(50 36972.23),(51 37216.992),(52 36533.453),(53 36306.137),(54 35969.625),(55 36447.063),(56 36046.75),(57 35720.22),(58 35157.836),(59 35115.074),(60 34988.266),(61 34726.664),(62 34881.668),(63 35397.527),(64 35461.08),(65 35209.145),(66 34869.496),(67 35091.88),(68 35618.613),(69 36112.5),(70 36471.887),(71 36194.74),(72 36387.234),(73 36124.117),(74 36219.082),(75 36251.414),(76 36275.36),(77 35240.42),(78 35388.89),(79 35606.18),
(1 14988.154),(2 23900.973),(3 28141.38),(4 30322.822),(5 32137.988),(6 32500.674),(7 32798.79),(8 33186.313),(9 33259.758),(10 33493.156),(11 34345.23),(12 34274.72),(13 34437.402),(14 33765.48),(15 34336.03),(16 33703.54),(17 34435.582),(18 34917.344),(19 34590.79),(20 34078.9),(21 34193.504),(22 33886.723),(23 34319.527),(24 35126.184),(25 34882.87),(26 34352.332),(27 34511.57),(28 34738.234),(29 34339.383),(30 33801.84),(31 33837.438),(32 34334.895),(33 34632.832),(34 33874.53),(35 32997.33),(36 32842.418),(37 32832.98),(38 33310.14),(39 32996.51),(40 33527.69),(41 33617.355),(42 33901.957),(43 34379.867),(44 33991.277),(45 33071.605),(46 32937.203),(47 32988.15),(48 33772.63),(49 33795.38),(50 33507.727),(51 33225.098),(52 33526.71),(53 32979.47),(54 33182.89),(55 33824.164),(56 33664.93),(57 33416.156),(58 33197.125),(59 32994.258),(60 33278.37),(61 33401.773),(62 33934.5),(63 34047.816),(64 34064.195),(65 34193.92),(66 34112.44),(67 33896.902),(68 34037.504),(69 34233.156),(70 34757.742),(71 35008.87),(72 34834.29),(73 34986.375),(74 34910.97),(75 34927.504),(76 35151.52),(77 34266.52),(78 34301.563),(79 33718.418),
(1 14028.871),(2 22459.592),(3 26359.953),(4 28241.842),(5 29551.387),(6 30826.775),(7 31640.148),(8 32155.91),(9 32113.537),(10 32288.113),(11 33222.777),(12 33108.734),(13 33639.816),(14 33525.453),(15 32932.047),(16 32620.988),(17 33499.375),(18 34368.266),(19 34410.86),(20 34152.074),(21 33526.742),(22 33221.4),(23 33823.914),(24 34640.016),(25 34657.805),(26 34883.7),(27 34355.5),(28 33904.895),(29 32780.023),(30 32075.572),(31 32420.129),(32 32352.668),(33 32387.057),(34 31880.04),(35 31810.992),(36 31869.05),(37 31725.82),(38 32063.273),(39 31877.777),(40 32180.258),(41 32099.102),(42 32940.855),(43 32852.152),(44 33124.832),(45 31847.623),(46 31799.473),(47 31280.635),(48 31732.826),(49 31972.16),(50 32543.986),(51 32555.256),(52 32744.127),(53 32444.432),(54 32395.768),(55 32870.156),(56 32436.342),(57 32109.686),(58 31516.027),(59 31764.523),(60 32065.328),(61 32234.775),(62 32529.986),(63 32869.523),(64 33264.594),(65 33407.535),(66 33786.375),(67 34127.535),(68 34282.273),(69 34495.652),(70 33661.3),(71 33612.273),(72 33221.875),(73 33345.156),(74 33114.92),(75 32935.125),(76 32244.873),(77 31702.455),(78 32028.219),(79 32391.582),
(1 13556.678),(2 21319.352),(3 24988.953),(4 26452.537),(5 28382.078),(6 28689.76),(7 29910.268),(8 30863.729),(9 30130.742),(10 29910.467),(11 30504.033),(12 30810.623),(13 31686.143),(14 31550.541),(15 30944.246),(16 30944.662),(17 31956.494),(18 32130.537),(19 32229.66),(20 31900.518),(21 31371.064),(22 31023.604),(23 31280.916),(24 31889.033),(25 31615.785),(26 31432.67),(27 31268.908),(28 31053.377),(29 30463.176),(30 30525.74),(31 30501.242),(32 30659.986),(33 30103.402),(34 29444.273),(35 29467.62),(36 29777.629),(37 29313.357),(38 29728.82),(39 29586.402),(40 30087.443),(41 30070.43),(42 30336.896),(43 30212.455),(44 30712.293),(45 30185.654),(46 30351.078),(47 30219.914),(48 30542.762),(49 30512.799),(50 31591.738),(51 31998.494),(52 31338.545),(53 30774.857),(54 30298.05),(55 31141.203),(56 30584.768),(57 30902.871),(58 30174.533),(59 30473.82),(60 30884.813),(61 31178.832),(62 31306.813),(63 31316.74),(64 31705.498),(65 32167.06),(66 32456.338),(67 32479.87),(68 32305.3),(69 31585.514),(70 31349.92),(71 31132.045),(72 31023.578),(73 30905.826),(74 30659.707),(75 30409.18),(76 30247.018),(77 29963.982),(78 29795.316),(79 30665.865),
(1 12894.533),(2 20377.117),(3 23999.275),(4 25714.82),(5 27736.867),(6 27996.604),(7 28405.875),(8 29168.598),(9 28956.523),(10 29220.994),(11 29659.83),(12 30018.207),(13 30330.46),(14 29994.254),(15 29690.297),(16 29551.67),(17 30469.346),(18 30551.285),(19 30579.56),(20 30146.637),(21 30092.05),(22 30260.62),(23 30278.95),(24 30070.248),(25 30299.686),(26 30092.553),(27 29863.375),(28 29996.447),(29 29606.281),(30 29315.326),(31 29675.7),(32 30259.664),(33 29884.293),(34 29634.031),(35 29546.252),(36 29615.402),(37 28773.129),(38 28728.992),(39 28450.945),(40 28701.17),(41 28494.545),(42 29021.264),(43 28797.305),(44 29356.137),(45 29178.355),(46 28979.836),(47 28766.059),(48 28745.469),(49 28497.703),(50 29291.215),(51 29170.105),(52 28860.873),(53 28645.896),(54 28331.592),(55 28656.207),(56 28349.33),(57 28567.066),(58 28503.217),(59 28514.83),(60 28383.105),(61 28548.686),(62 28728.963),(63 28764.947),(64 29216.682),(65 30209.021),(66 30097.465),(67 29789.574),(68 29965.277),(69 29742.719),(70 29280.762),(71 29499.709),(72 29058.605),(73 29019.44),(74 28965.275),(75 29021.379),(76 28886.732),(77 28874.879),(78 28887.521),(79 28997.844),
(1 12199.455),(2 19316.992),(3 22958.973),(4 23987.602),(5 25378.43),(6 26141.234),(7 27441.344),(8 27857.268),(9 27713.06),(10 27731.775),(11 28221.879),(12 28436.09),(13 28843.594),(14 28653.5),(15 28595.23),(16 28360.402),(17 28847.03),(18 28407.035),(19 28142.89),(20 27741.23),(21 27873.021),(22 28104.623),(23 28790.41),(24 28418.252),(25 28587.656),(26 28163.41),(27 28451.77),(28 28372.713),(29 27899.32),(30 27788.824),(31 27570.35),(32 27948.117),(33 27304.281),(34 27453.979),(35 26809.459),(36 26737.58),(37 26943.041),(38 27299.28),(39 27423.46),(40 27554.625),(41 27483.842),(42 28109.025),(43 27771.77),(44 27904.418),(45 27220.393),(46 27385.443),(47 27844.508),(48 27990.074),(49 27728.553),(50 28546.893),(51 28386.459),(52 28051.426),(53 28223.857),(54 27714.727),(55 27858.732),(56 27535.713),(57 27706.338),(58 27616.506),(59 27890.896),(60 28257.37),(61 27811.035),(62 28316.896),(63 28245.336),(64 28080.67),(65 27949.07),(66 27610.076),(67 27463.426),(68 27982.443),(69 27938.684),(70 27556.705),(71 27640.389),(72 27577.273),(73 27844.506),(74 27324.816),(75 27406.256),(76 27261.773),(77 26777.053),(78 27286.602),(79 27280.016),
(1 11928.071),(2 18945.771),(3 22647.223),(4 23511.352),(5 25109.082),(6 26040.47),(7 26831.725),(8 27200.086),(9 27550.459),(10 27216.615),(11 27268.97),(12 27246.398),(13 27750.756),(14 27218.332),(15 27225.143),(16 27374.86),(17 27817.498),(18 27493.377),(19 27262.813),(20 26578.336),(21 27018.521),(22 27367.723),(23 27725.309),(24 27284.58),(25 26670.98),(26 26531.547),(27 26641.074),(28 27011.56),(29 27008.418),(30 27161.89),(31 27086.854),(32 26900.063),(33 26332.143),(34 26372.488),(35 26390.633),(36 26761.441),(37 26806.082),(38 27029.604),(39 26759.316),(40 27099.14),(41 27320.508),(42 27766.547),(43 27360.633),(44 26999.965),(45 26648.758),(46 26612.297),(47 26528.252),(48 26544.014),(49 26586.357),(50 26613.055),(51 26742.627),(52 26521.955),(53 26375.959),(54 26192.926),(55 26483.826),(56 26930.912),(57 27420.553),(58 27308.459),(59 27466.756),(60 27849.484),(61 28027.582),(62 28100.31),(63 27541.979),(64 27685.086),(65 27788.912),(66 27371.385),(67 27422.22),(68 27744.008),(69 27507.047),(70 27115.61),(71 27361.771),(72 27689.576),(73 27765.627),(74 27480.998),(75 27275.117),(76 27014.682),(77 26667.115),(78 26980.258),(79 26908.29),
(1 11319.833),(2 18250.928),(3 22144.16),(4 23548.83),(5 24713.043),(6 25180.168),(7 26260.012),(8 26319.346),(9 26393.186),(10 26627.916),(11 26380.232),(12 26614.713),(13 26649.627),(14 26818.943),(15 26699.352),(16 26551.473),(17 26670.945),(18 26644.408),(19 26336.887),(20 26217.686),(21 26131.924),(22 26096.227),(23 26882.414),(24 26294.508),(25 27135.908),(26 26716.365),(27 26951.186),(28 27555.092),(29 26891.604),(30 26965.09),(31 26835.092),(32 26486.662),(33 26132.373),(34 25788.756),(35 26062.14),(36 26371.902),(37 26697.887),(38 26387.19),(39 26635.674),(40 27262.383),(41 27678.81),(42 27160.17),(43 26716.967),(44 26100.646),(45 25625.682),(46 25819.846),(47 25390.174),(48 25326.076),(49 25604.055),(50 25802.016),(51 25889.148),(52 25350.832),(53 25698.156),(54 25231.797),(55 25899.082),(56 26069.547),(57 26387.55),(58 26138.287),(59 26404.484),(60 26621.268),(61 26879.186),(62 26936.762),(63 27335.033),(64 26907.486),(65 26890.922),(66 26792.037),(67 26733.66),(68 26479.03),(69 26297.072),(70 26017.959),(71 26395.451),(72 26359.611),(73 26418.7),(74 26242.256),(75 25721.059),(76 25662.389),(77 24980.148),(78 25360.986),(79 25354.662),
(1 10992.065),(2 16831.855),(3 20313.232),(4 21621.438),(5 22785.764),(6 23502.217),(7 24417.555),(8 24332.314),(9 24384.607),(10 24708.074),(11 24867.828),(12 24756.916),(13 24621.86),(14 24824.053),(15 24946.547),(16 24857.291),(17 25271.646),(18 25569.77),(19 25993.615),(20 25889.56),(21 25630.9),(22 25282.328),(23 25294.916),(24 24802.598),(25 24845.33),(26 24684.46),(27 25011.432),(28 25455.053),(29 25086.547),(30 24678.879),(31 24543.268),(32 24320.262),(33 23998.814),(34 24485.229),(35 24652.422),(36 24748.938),(37 24622.639),(38 25081.469),(39 24726.537),(40 24698.836),(41 24308.121),(42 24454.068),(43 24464.002),(44 24526.633),(45 24750.81),(46 24587.236),(47 24515.414),(48 24388.549),(49 24449.262),(50 24787.47),(51 25006.982),(52 24664.22),(53 24624.563),(54 24511.633),(55 24710.969),(56 24683.854),(57 24913.184),(58 24403.623),(59 24060.592),(60 24072.352),(61 24463.469),(62 24975.303),(63 25484.494),(64 25065.467),(65 25126.46),(66 24841.379),(67 25063.932),(68 25105.867),(69 24436.652),(70 24405.408),(71 24358.453),(72 24595.67),(73 24491.309),(74 24535.168),(75 24355.713),(76 24173.932),(77 23661.582),(78 23484.623),(79 23694.7),
(1 10850.792),(2 16807.346),(3 20073.016),(4 21186.154),(5 22201.584),(6 22790.523),(7 23387.521),(8 23604.313),(9 23351.182),(10 23376.398),(11 23066.518),(12 23694.828),(13 24242.188),(14 24604.25),(15 24028.883),(16 24009.678),(17 24373.947),(18 24268.783),(19 24638.086),(20 24500.717),(21 24698.193),(22 24014.139),(23 23964.75),(24 23410.96),(25 23713.1),(26 23515.62),(27 23695.453),(28 23882.873),(29 23747.352),(30 23971.154),(31 23788.018),(32 23085.521),(33 22872.703),(34 22948.97),(35 23188.479),(36 23394.83),(37 23422.857),(38 24009.953),(39 24113.646),(40 24224.193),(41 24042.775),(42 24315.086),(43 23755.635),(44 23710.969),(45 23829.713),(46 23723.986),(47 23337.37),(48 23538.125),(49 23538.922),(50 23674.156),(51 23786.178),(52 23771.742),(53 23858.873),(54 23684.96),(55 23554.635),(56 23501.084),(57 23346.781),(58 23221.916),(59 23421.156),(60 23595.385),(61 23953.756),(62 23977.068),(63 23896.205),(64 23985.143),(65 24234.078),(66 24361.123),(67 24484.342),(68 24604.014),(69 24574.549),(70 24430.072),(71 24381.729),(72 24092.953),(73 23612.094),(74 23451.861),(75 23118.15),(76 23197.383),(77 23002.586),(78 23253.463),(79 23044.39),
