1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 611.1328),(2 786.3067),(3 849.64575),(4 876.0628),(5 903.4152),(6 901.0379),(7 912.75323),(8 919.5147),(9 928.90784),(10 941.82336),(11 944.8841),(12 949.71063),(13 959.6353),(14 952.0462),(15 976.9319),(16 974.6899),(17 967.4134),(18 960.98083),(19 978.53143),(20 971.758),(21 961.7106),(22 963.4968),(23 961.1069),(24 951.0272),(25 968.8595),(26 963.11914),(27 959.49365),(28 952.90717),(29 938.5939),(30 947.1151),(31 941.2223),(32 948.3489),(33 942.45044),(34 949.1095),(35 934.2942),(36 935.99725),(37 926.63214),(38 947.1314),(39 951.5496),(40 975.25635),(41 956.6652),(42 977.4374),(43 959.25037),(44 963.702),(45 954.15094),(46 964.8176),(47 961.64636),(48 958.06964),(49 954.9418),(50 969.57513),(51 995.7413),(52 980.7071),(53 981.1166),(54 976.38214),(55 977.0824),(56 974.4203),(57 977.30676),(58 976.7773),(59 966.27905),(60 943.81647),(61 957.0984),(62 952.75476),(63 984.5614),(64 958.4733),(65 961.4728),(66 958.2262),(67 959.6518),(68 951.8733),(69 958.9559),(70 942.9863),(71 963.0904),(72 957.9251),(73 958.36304),(74 945.30646),(75 946.7962),(76 950.93494),(77 942.2701),(78 946.2902),(79 946.0445),
(1 591.27747),(2 762.3803),(3 844.533),(4 864.2775),(5 885.7015),(6 891.522),(7 912.9367),(8 924.0184),(9 938.94836),(10 927.15216),(11 948.5059),(12 948.4393),(13 958.1164),(14 944.4965),(15 977.07227),(16 958.4537),(17 981.999),(18 967.1795),(19 984.10443),(20 962.69476),(21 949.16705),(22 960.8219),(23 952.8054),(24 938.78754),(25 950.8626),(26 941.84607),(27 950.11664),(28 950.9461),(29 943.5148),(30 955.2569),(31 949.3744),(32 956.9863),(33 937.8215),(34 945.6277),(35 940.8395),(36 946.682),(37 953.5697),(38 964.8181),(39 961.8808),(40 959.09467),(41 962.42175),(42 964.69775),(43 968.604),(44 965.8796),(45 968.85925),(46 969.02844),(47 975.1149),(48 970.95715),(49 968.78217),(50 981.908),(51 985.3158),(52 974.4445),(53 974.8211),(54 971.0463),(55 976.8067),(56 972.47485),(57 957.0031),(58 953.88837),(59 963.6273),(60 949.83325),(61 957.1117),(62 964.3624),(63 969.11523),(64 957.7172),(65 971.05115),(66 953.8067),(67 971.4497),(68 958.3214),(69 950.6104),(70 941.97327),(71 949.0597),(72 925.6985),(73 928.1073),(74 929.35596),(75 956.6786),(76 944.7622),(77 931.6098),(78 945.4899),(79 931.6737),
(1 573.233),(2 738.4552),(3 816.55145),(4 829.35046),(5 862.362),(6 867.93445),(7 888.5573),(8 903.5575),(9 918.2827),(10 907.9129),(11 913.18634),(12 932.47363),(13 939.3072),(14 936.41223),(15 951.4993),(16 934.065),(17 943.1758),(18 938.6003),(19 950.8723),(20 939.29364),(21 928.14624),(22 927.24),(23 935.4146),(24 924.80945),(25 937.72144),(26 926.84344),(27 918.4345),(28 926.63983),(29 923.51483),(30 938.3192),(31 920.97095),(32 927.35077),(33 926.99286),(34 931.50037),(35 929.4863),(36 918.1671),(37 917.0794),(38 932.9296),(39 930.987),(40 938.77094),(41 927.3755),(42 930.9791),(43 933.52673),(44 924.7071),(45 922.7776),(46 945.295),(47 943.22565),(48 919.42834),(49 913.6597),(50 925.13116),(51 926.9098),(52 919.68805),(53 921.42194),(54 924.0395),(55 939.9746),(56 933.109),(57 932.4801),(58 930.7974),(59 942.886),(60 942.24146),(61 950.60223),(62 943.15405),(63 939.83),(64 929.3878),(65 938.56396),(66 938.303),(67 932.08386),(68 927.75507),(69 928.0728),(70 931.98346),(71 933.6602),(72 919.0894),(73 930.254),(74 931.65045),(75 935.84393),(76 937.1704),(77 923.00604),(78 919.44684),(79 916.062),
(1 562.8183),(2 716.2945),(3 808.40027),(4 815.25146),(5 837.112),(6 844.0545),(7 856.5022),(8 864.73236),(9 869.28546),(10 875.8403),(11 883.24316),(12 894.5748),(13 902.0577),(14 904.7066),(15 918.2508),(16 903.6358),(17 899.41364),(18 901.30145),(19 906.45825),(20 898.71716),(21 923.21796),(22 901.26044),(23 905.1251),(24 880.1128),(25 896.7702),(26 888.95404),(27 877.4642),(28 875.7462),(29 857.5786),(30 880.6422),(31 871.0644),(32 878.5425),(33 886.8019),(34 899.4972),(35 887.70435),(36 888.38),(37 874.208),(38 895.52686),(39 905.1806),(40 907.03894),(41 902.08606),(42 916.5861),(43 902.7008),(44 912.7333),(45 917.7466),(46 918.87177),(47 914.7011),(48 902.33936),(49 890.2439),(50 914.78424),(51 916.3808),(52 906.6361),(53 902.7858),(54 893.7559),(55 907.1394),(56 900.7089),(57 912.47266),(58 899.8919),(59 891.9756),(60 895.6525),(61 899.9872),(62 886.03107),(63 889.80035),(64 883.49097),(65 889.56),(66 896.2536),(67 902.0036),(68 902.8553),(69 898.22095),(70 897.6494),(71 907.5749),(72 888.0659),(73 911.1938),(74 905.9463),(75 904.785),(76 893.83136),(77 896.0648),(78 888.5761),(79 884.0662),
(1 545.65295),(2 704.3349),(3 763.01056),(4 779.3927),(5 803.73486),(6 828.3953),(7 845.38336),(8 849.27124),(9 872.0604),(10 883.3708),(11 889.628),(12 892.07587),(13 898.16315),(14 895.6845),(15 913.9163),(16 895.34357),(17 907.45935),(18 898.3175),(19 917.6935),(20 900.3422),(21 910.696),(22 899.6881),(23 896.24384),(24 891.4849),(25 876.7395),(26 869.6363),(27 881.1627),(28 867.944),(29 854.64734),(30 862.6189),(31 856.0693),(32 850.2712),(33 853.7462),(34 860.7633),(35 854.41),(36 863.5162),(37 855.3056),(38 863.9311),(39 875.98865),(40 882.47784),(41 880.5669),(42 891.204),(43 887.67084),(44 889.5851),(45 881.9521),(46 889.696),(47 880.90247),(48 885.5702),(49 880.80164),(50 891.03754),(51 905.889),(52 877.30743),(53 878.6865),(54 873.7393),(55 885.4554),(56 880.74713),(57 886.4143),(58 886.5733),(59 894.90173),(60 876.67615),(61 895.9546),(62 887.7556),(63 899.556),(64 886.2238),(65 879.15094),(66 882.0631),(67 883.14667),(68 890.23334),(69 884.8224),(70 887.8028),(71 896.5903),(72 868.1665),(73 883.54803),(74 876.8577),(75 878.9251),(76 888.1884),(77 875.9331),(78 878.8962),(79 886.3112),
(1 523.17914),(2 680.493),(3 743.30444),(4 753.7586),(5 784.6111),(6 791.1391),(7 810.77454),(8 818.554),(9 833.0968),(10 840.30585),(11 842.4719),(12 854.4538),(13 857.61475),(14 861.16187),(15 879.6808),(16 874.5725),(17 859.8669),(18 875.4002),(19 865.96014),(20 867.9947),(21 878.05963),(22 858.18713),(23 863.8418),(24 854.65906),(25 839.85315),(26 833.87286),(27 841.65),(28 848.4504),(29 848.3749),(30 862.622),(31 852.754),(32 860.3077),(33 845.096),(34 846.63226),(35 833.2613),(36 844.4843),(37 829.56104),(38 838.2726),(39 839.06104),(40 843.7626),(41 842.0547),(42 858.7767),(43 859.11816),(44 870.6405),(45 859.1135),(46 868.6877),(47 859.1587),(48 854.2347),(49 849.0364),(50 857.45715),(51 866.99963),(52 860.53516),(53 867.24097),(54 872.4733),(55 866.51746),(56 862.25055),(57 852.4914),(58 862.47797),(59 865.2366),(60 847.79767),(61 864.2664),(62 862.5302),(63 866.2592),(64 855.9083),(65 860.5055),(66 849.6289),(67 851.72876),(68 858.6306),(69 862.6105),(70 849.9181),(71 857.0487),(72 840.33496),(73 855.65594),(74 851.70856),(75 850.09186),(76 852.0101),(77 856.7731),(78 850.6561),(79 849.0323),
(1 524.5343),(2 659.8699),(3 732.045),(4 761.2154),(5 791.19476),(6 795.2364),(7 809.56305),(8 811.8575),(9 813.4787),(10 821.4884),(11 830.6079),(12 826.28),(13 847.88873),(14 848.7039),(15 847.1453),(16 842.0677),(17 839.60583),(18 839.0901),(19 847.8863),(20 843.63727),(21 849.57776),(22 846.38513),(23 844.37854),(24 846.1115),(25 847.5171),(26 830.6367),(27 830.87213),(28 830.49866),(29 828.54785),(30 833.5425),(31 831.92426),(32 836.8453),(33 823.3953),(34 824.5585),(35 817.1119),(36 821.2868),(37 815.05145),(38 835.48944),(39 827.6294),(40 835.42017),(41 830.7881),(42 848.8337),(43 834.55225),(44 842.01575),(45 826.9414),(46 819.98047),(47 823.4911),(48 822.44775),(49 830.24243),(50 833.72736),(51 848.92725),(52 849.66144),(53 848.65546),(54 836.95026),(55 833.1022),(56 840.24396),(57 829.0626),(58 815.0787),(59 821.7986),(60 822.5922),(61 828.5481),(62 832.07324),(63 832.76886),(64 823.9187),(65 821.47424),(66 814.9101),(67 820.4768),(68 818.97046),(69 837.65924),(70 823.63995),(71 829.905),(72 829.2708),(73 835.80475),(74 830.1206),(75 843.27637),(76 850.27203),(77 842.3271),(78 838.8338),(79 831.00977),
(1 498.37454),(2 644.3887),(3 716.17065),(4 734.17316),(5 750.0151),(6 755.50366),(7 769.7324),(8 764.663),(9 779.7264),(10 796.85156),(11 800.9316),(12 793.20233),(13 801.9952),(14 802.50903),(15 812.64935),(16 805.99634),(17 807.226),(18 811.6188),(19 807.5285),(20 805.9341),(21 814.8881),(22 817.9489),(23 818.69855),(24 810.0632),(25 814.49744),(26 799.6999),(27 806.9368),(28 807.434),(29 801.73),(30 808.9699),(31 805.4006),(32 798.41174),(33 785.9981),(34 792.56696),(35 787.2093),(36 782.7699),(37 789.693),(38 805.75073),(39 803.1875),(40 807.0264),(41 804.0682),(42 801.2636),(43 803.9135),(44 803.4277),(45 802.798),(46 805.9972),(47 808.3349),(48 801.3652),(49 793.43146),(50 806.1528),(51 805.5723),(52 798.3161),(53 800.893),(54 795.168),(55 794.6497),(56 789.6151),(57 792.8629),(58 783.0747),(59 794.33734),(60 790.5895),(61 795.0351),(62 805.13086),(63 823.5979),(64 810.5199),(65 805.644),(66 815.65845),(67 824.16986),(68 813.21826),(69 822.8809),(70 821.1357),(71 819.23566),(72 801.0957),(73 806.2051),(74 805.4865),(75 809.1076),(76 814.4736),(77 803.6167),(78 811.3477),(79 803.00134),
(1 508.28702),(2 637.9813),(3 707.4587),(4 728.67194),(5 747.2272),(6 752.12256),(7 762.7093),(8 779.5112),(9 776.5696),(10 789.0156),(11 802.5094),(12 798.52954),(13 808.6352),(14 808.58826),(15 817.86945),(16 824.922),(17 832.2524),(18 822.3698),(19 820.7975),(20 813.7191),(21 820.0934),(22 820.10974),(23 838.0894),(24 825.7433),(25 832.46747),(26 819.9904),(27 822.46844),(28 815.7763),(29 808.45105),(30 821.02905),(31 814.4743),(32 818.7744),(33 802.3869),(34 813.837),(35 803.9768),(36 813.6023),(37 816.801),(38 824.7522),(39 826.5902),(40 834.0413),(41 832.25195),(42 831.0771),(43 830.95557),(44 838.1869),(45 838.3774),(46 833.8115),(47 820.98254),(48 831.2127),(49 820.07117),(50 828.0204),(51 839.02966),(52 839.63074),(53 834.39984),(54 829.1525),(55 839.56085),(56 827.1928),(57 831.73145),(58 826.8354),(59 818.3234),(60 806.19476),(61 807.256),(62 826.53845),(63 832.71265),(64 841.2311),(65 837.1583),(66 833.0564),(67 837.8619),(68 832.175),(69 851.05914),(70 835.2609),(71 836.14374),(72 825.4024),(73 816.28796),(74 819.91797),(75 814.35645),(76 820.3836),(77 806.3787),(78 819.3477),(79 813.70496),
(1 481.31735),(2 612.512),(3 685.0079),(4 699.3799),(5 721.251),(6 729.416),(7 740.16815),(8 750.59),(9 761.5979),(10 766.0568),(11 775.82623),(12 767.2495),(13 783.80493),(14 785.07825),(15 799.2012),(16 787.5986),(17 796.40814),(18 785.2011),(19 794.80493),(20 793.6977),(21 789.27527),(22 786.9862),(23 794.1178),(24 777.61676),(25 777.4319),(26 772.0758),(27 786.3142),(28 766.62744),(29 762.8314),(30 774.46747),(31 771.25446),(32 772.8933),(33 754.2836),(34 751.17316),(35 761.4027),(36 763.4789),(37 752.6252),(38 761.4849),(39 764.93677),(40 767.6658),(41 774.8618),(42 781.6722),(43 771.7391),(44 779.339),(45 777.4604),(46 787.3315),(47 777.47754),(48 783.6203),(49 766.57056),(50 785.97266),(51 800.571),(52 805.50665),(53 804.3011),(54 786.19604),(55 794.1281),(56 780.0275),(57 790.4493),(58 779.7029),(59 783.72253),(60 766.3109),(61 786.81134),(62 775.5548),(63 789.3875),(64 786.9025),(65 785.9615),(66 784.59955),(67 786.5928),(68 788.28754),(69 793.42926),(70 783.4672),(71 781.15564),(72 778.41113),(73 778.37146),(74 771.7384),(75 774.62445),(76 779.372),(77 773.33246),(78 773.62054),(79 766.17053),
(1 471.05844),(2 601.0267),(3 666.33295),(4 693.32275),(5 722.461),(6 732.22534),(7 743.56683),(8 754.19684),(9 751.3551),(10 748.58636),(11 761.99146),(12 749.85846),(13 755.32465),(14 755.3864),(15 762.09753),(16 758.9568),(17 763.62866),(18 763.35486),(19 773.7281),(20 767.47565),(21 773.7638),(22 766.0182),(23 769.48584),(24 754.1829),(25 749.5827),(26 739.13995),(27 742.03156),(28 747.54736),(29 742.57324),(30 754.4498),(31 759.68164),(32 751.9815),(33 755.12634),(34 746.3671),(35 746.3378),(36 739.29),(37 746.905),(38 754.7079),(39 764.0768),(40 759.34753),(41 757.4273),(42 764.043),(43 757.3713),(44 760.4854),(45 760.8031),(46 761.04095),(47 763.51514),(48 756.9487),(49 749.88293),(50 767.4132),(51 783.65985),(52 770.71906),(53 776.7766),(54 768.4981),(55 761.4515),(56 767.49805),(57 780.7538),(58 771.42065),(59 770.94684),(60 759.033),(61 766.0943),(62 765.3023),(63 777.9201),(64 767.78864),(65 769.28595),(66 773.5994),(67 768.0542),(68 762.92474),(69 773.9199),(70 768.41046),(71 771.40497),(72 762.76465),(73 759.48737),(74 762.1378),(75 765.05853),(76 769.1274),(77 767.7587),(78 774.33026),(79 773.76556),
(1 471.9534),(2 588.11523),(3 651.6866),(4 670.0783),(5 694.0778),(6 705.4652),(7 724.6733),(8 716.8568),(9 721.2294),(10 730.60565),(11 750.09814),(12 745.7434),(13 750.18176),(14 753.7936),(15 759.7216),(16 759.9821),(17 762.5545),(18 746.7524),(19 756.67114),(20 753.4932),(21 758.2211),(22 751.2973),(23 751.0429),(24 744.82794),(25 755.9258),(26 742.7305),(27 746.9154),(28 753.48376),(29 746.4286),(30 739.3135),(31 747.0866),(32 740.78845),(33 737.11163),(34 741.2178),(35 745.3644),(36 733.83307),(37 742.3131),(38 742.5748),(39 753.8043),(40 761.0581),(41 759.5868),(42 763.8393),(43 763.36914),(44 754.46893),(45 762.7017),(46 761.22797),(47 756.64923),(48 754.7798),(49 755.1033),(50 755.9573),(51 757.7752),(52 749.8006),(53 756.6255),(54 746.0831),(55 759.5783),(56 745.0454),(57 754.0601),(58 760.71234),(59 758.5395),(60 743.8561),(61 740.8139),(62 739.2936),(63 741.0684),(64 751.10394),(65 750.44),(66 745.1908),(67 750.29364),(68 742.77234),(69 750.38306),(70 754.62537),(71 745.8101),(72 734.9696),(73 737.84344),(74 737.77637),(75 740.6547),(76 743.00824),(77 739.8541),(78 747.0036),(79 750.1669),
(1 454.7448),(2 590.55237),(3 641.84314),(4 660.92206),(5 691.6113),(6 690.5102),(7 699.0315),(8 709.4716),(9 743.4851),(10 729.88),(11 743.749),(12 734.13934),(13 749.1332),(14 750.24756),(15 755.8729),(16 754.2667),(17 752.74585),(18 747.86566),(19 747.2958),(20 753.374),(21 753.76154),(22 744.74567),(23 751.3464),(24 737.007),(25 743.22845),(26 736.5562),(27 744.92993),(28 755.32513),(29 744.6525),(30 753.7953),(31 750.53156),(32 741.9279),(33 739.0243),(34 742.54785),(35 732.89746),(36 727.1342),(37 728.00555),(38 737.19104),(39 736.4775),(40 736.9783),(41 743.048),(42 741.1472),(43 734.6043),(44 738.2367),(45 721.9434),(46 735.9168),(47 731.6497),(48 724.4888),(49 717.6889),(50 732.8548),(51 739.5799),(52 745.1886),(53 746.0166),(54 732.52515),(55 747.2426),(56 744.7382),(57 753.7152),(58 745.27405),(59 736.08636),(60 727.6714),(61 736.8508),(62 742.21515),(63 741.4334),(64 731.754),(65 732.1006),(66 725.6417),(67 740.2936),(68 734.06067),(69 728.85126),(70 736.11365),(71 743.7428),(72 734.81287),(73 737.6159),(74 728.0996),(75 727.2966),(76 734.55396),(77 723.981),(78 724.7007),(79 732.4474),
(1 449.111),(2 564.8608),(3 628.943),(4 655.86316),(5 685.18933),(6 681.4),(7 696.193),(8 708.05164),(9 711.6948),(10 706.0708),(11 727.1592),(12 723.89935),(13 731.36224),(14 734.9245),(15 740.95294),(16 732.47034),(17 735.2604),(18 718.6387),(19 731.3089),(20 718.4377),(21 718.25),(22 719.1443),(23 735.0826),(24 718.1642),(25 725.15533),(26 710.7955),(27 719.70953),(28 725.8808),(29 711.61163),(30 721.9791),(31 720.20306),(32 710.1632),(33 701.7773),(34 709.98224),(35 705.8448),(36 705.892),(37 709.8469),(38 723.9122),(39 723.6321),(40 717.1415),(41 726.1809),(42 717.6124),(43 727.32635),(44 736.24146),(45 724.3185),(46 726.7496),(47 708.9548),(48 715.1363),(49 699.8865),(50 714.3922),(51 730.58844),(52 727.13226),(53 728.74255),(54 718.3439),(55 723.69696),(56 724.9927),(57 727.05176),(58 731.37866),(59 731.3859),(60 719.4658),(61 721.63116),(62 721.3486),(63 729.2896),(64 724.1487),(65 718.9906),(66 707.47424),(67 716.06244),(68 709.3827),(69 710.43665),(70 708.63293),(71 710.70667),(72 707.48364),(73 719.99774),(74 713.60516),(75 716.79865),(76 721.24524),(77 713.46655),(78 725.1384),(79 715.32153),
(1 445.3411),(2 563.0108),(3 620.21783),(4 637.1655),(5 657.90234),(6 670.6824),(7 690.145),(8 694.84076),(9 697.9502),(10 693.65063),(11 707.49445),(12 701.05084),(13 719.0216),(14 713.12823),(15 722.61237),(16 718.89575),(17 722.6164),(18 719.8631),(19 725.1368),(20 718.00134),(21 713.7661),(22 716.1704),(23 720.2273),(24 716.75665),(25 722.23804),(26 716.6338),(27 714.6302),(28 715.3406),(29 707.6419),(30 710.93475),(31 699.8117),(32 705.55206),(33 696.9223),(34 701.735),(35 702.7417),(36 694.3559),(37 695.01715),(38 699.6475),(39 705.8865),(40 709.97974),(41 711.9898),(42 718.90753),(43 711.7677),(44 711.8161),(45 717.74854),(46 714.92444),(47 709.47107),(48 720.1334),(49 701.44354),(50 715.89624),(51 721.1088),(52 708.4542),(53 717.7589),(54 712.25),(55 720.29285),(56 716.4664),(57 709.3323),(58 704.21344),(59 708.1133),(60 701.74194),(61 704.9392),(62 708.82336),(63 718.829),(64 718.81616),(65 712.27185),(66 704.2256),(67 713.7951),(68 709.90485),(69 713.16),(70 711.11285),(71 703.26404),(72 704.2827),(73 704.3013),(74 706.7356),(75 706.9576),(76 711.48737),(77 705.4777),(78 703.89655),(79 707.8097),
(1 427.81714),(2 546.22534),(3 610.1056),(4 621.84863),(5 642.5139),(6 654.30505),(7 675.0695),(8 667.8757),(9 679.56915),(10 673.7146),(11 687.87177),(12 682.0092),(13 693.1031),(14 685.95764),(15 697.5848),(16 691.6263),(17 695.29333),(18 691.6837),(19 700.1295),(20 697.8587),(21 699.041),(22 699.03253),(23 700.3841),(24 690.57574),(25 693.6978),(26 681.18695),(27 674.297),(28 673.3369),(29 666.4491),(30 671.3468),(31 674.2552),(32 673.8112),(33 668.3106),(34 676.0711),(35 668.4565),(36 659.114),(37 665.9444),(38 675.0601),(39 674.72797),(40 678.8368),(41 682.7017),(42 685.34344),(43 680.8633),(44 689.5521),(45 694.6263),(46 703.427),(47 696.0713),(48 698.69147),(49 692.7344),(50 712.677),(51 711.4164),(52 700.191),(53 705.2657),(54 711.72034),(55 716.74316),(56 698.34534),(57 702.6055),(58 696.50446),(59 686.99097),(60 687.06213),(61 686.7509),(62 687.0402),(63 680.6238),(64 688.2913),(65 683.56586),(66 675.5973),(67 685.2227),(68 684.18713),(69 686.0362),(70 680.32776),(71 685.58203),(72 675.6482),(73 671.2509),(74 672.623),(75 676.6089),(76 689.4897),(77 675.0422),(78 680.535),(79 675.7726),
(1 429.81717),(2 539.7004),(3 586.0734),(4 595.2657),(5 626.69556),(6 638.00867),(7 649.3745),(8 652.1634),(9 664.2533),(10 668.95276),(11 676.3007),(12 669.19977),(13 674.4995),(14 667.2802),(15 685.13654),(16 685.0242),(17 679.49316),(18 686.86816),(19 688.5844),(20 679.7774),(21 696.45056),(22 689.66156),(23 692.6934),(24 681.395),(25 687.3628),(26 668.11346),(27 675.5555),(28 685.9997),(29 679.96967),(30 681.9959),(31 679.4324),(32 682.6321),(33 670.3966),(34 677.7422),(35 678.20197),(36 675.9817),(37 678.26416),(38 691.6949),(39 685.55524),(40 688.84937),(41 687.30786),(42 693.9413),(43 706.1508),(44 709.6564),(45 703.191),(46 712.1622),(47 706.42175),(48 708.8773),(49 696.5842),(50 702.3335),(51 700.36005),(52 703.74426),(53 699.4632),(54 698.98615),(55 704.6534),(56 694.3876),(57 699.77716),(58 700.8672),(59 697.4505),(60 693.7969),(61 689.4347),(62 681.8156),(63 684.1929),(64 685.5884),(65 689.33685),(66 675.3539),(67 679.0298),(68 673.48596),(69 682.08215),(70 675.6262),(71 679.961),(72 677.34784),(73 679.7234),(74 672.2843),(75 681.74274),(76 687.8172),(77 674.4852),(78 678.9705),(79 685.58386),
(1 423.19678),(2 532.2382),(3 584.4848),(4 612.66693),(5 643.83856),(6 642.23956),(7 662.8056),(8 667.0492),(9 672.0909),(10 666.3858),(11 672.8669),(12 674.3158),(13 684.305),(14 679.4995),(15 699.9414),(16 688.8207),(17 680.9309),(18 682.9962),(19 681.49603),(20 684.3678),(21 686.3425),(22 681.9584),(23 688.382),(24 669.9188),(25 669.9229),(26 662.22015),(27 662.1472),(28 667.03546),(29 666.2174),(30 666.417),(31 661.79),(32 659.11316),(33 651.44543),(34 656.93677),(35 652.58325),(36 650.13855),(37 653.9412),(38 656.6875),(39 664.7515),(40 672.4674),(41 665.6405),(42 676.73596),(43 674.14764),(44 672.9527),(45 675.0348),(46 676.4977),(47 677.0219),(48 675.79517),(49 668.6845),(50 680.2042),(51 692.3247),(52 690.74744),(53 691.4461),(54 685.59076),(55 688.73944),(56 683.7571),(57 691.5408),(58 681.87573),(59 678.0601),(60 681.3757),(61 666.5022),(62 669.6244),(63 681.0781),(64 675.2134),(65 677.365),(66 679.53467),(67 684.5129),(68 674.8159),(69 678.02295),(70 685.4512),(71 682.71326),(72 681.6149),(73 676.694),(74 667.07745),(75 663.5275),(76 665.94025),(77 655.3412),(78 668.97144),(79 660.3416),
(1 402.0265),(2 501.99982),(3 558.7032),(4 567.6399),(5 597.5833),(6 604.33954),(7 626.4974),(8 623.8102),(9 627.45044),(10 624.23346),(11 641.80347),(12 632.9128),(13 647.4829),(14 642.0235),(15 651.508),(16 641.2852),(17 645.2453),(18 643.58856),(19 649.17847),(20 646.6958),(21 644.5097),(22 646.583),(23 645.80634),(24 643.4422),(25 644.1362),(26 636.11993),(27 642.2919),(28 638.9728),(29 630.5333),(30 637.62885),(31 627.45526),(32 631.05035),(33 623.24335),(34 622.13837),(35 625.5536),(36 634.3683),(37 633.4201),(38 638.5449),(39 641.38873),(40 636.4129),(41 630.3644),(42 642.2661),(43 640.6045),(44 635.90326),(45 631.1062),(46 632.9589),(47 629.63153),(48 632.89996),(49 634.4987),(50 648.1414),(51 649.85675),(52 648.3072),(53 652.0669),(54 639.94244),(55 639.93054),(56 637.46075),(57 640.72485),(58 633.7011),(59 628.3365),(60 620.1131),(61 626.71216),(62 618.9379),(63 635.5577),(64 631.12946),(65 631.081),(66 623.5544),(67 643.76245),(68 637.036),(69 632.7936),(70 640.1076),(71 643.8006),(72 635.25836),(73 639.9407),(74 647.7722),(75 637.92554),(76 638.10944),(77 644.93604),(78 647.4994),(79 636.8051),
