1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79.68107),(2 96.05707),(3 104.11641),(4 111.67357),(5 115.58391),(6 119.54753),(7 121.68386),(8 122.941315),(9 124.790115),(10 126.33763),(11 127.09248),(12 126.80204),(13 128.3163),(14 129.99042),(15 129.42207),(16 129.9419),(17 130.71774),(18 132.92949),(19 133.1399),(20 133.59935),(21 133.32378),(22 133.49188),(23 132.64055),(24 133.29793),(25 134.48233),(26 135.13223),(27 133.8935),(28 135.12137),(29 134.17567),(30 134.35919),(31 135.04564),(32 134.54352),(33 134.6707),(34 134.94087),(35 135.78696),(36 135.94751),(37 137.11247),(38 139.17125),(39 138.35439),(40 138.17403),(41 139.00822),(42 140.20908),(43 140.89207),(44 140.76683),(45 142.20856),(46 141.56477),(47 143.24231),(48 144.57433),(49 145.42224),(50 146.64764),(51 144.6368),(52 145.61203),(53 145.79552),(54 147.50716),(55 147.427),(56 147.90027),(57 149.02837),(58 149.22859),(59 148.78392),(60 148.44762),(61 150.43417),(62 149.80672),(63 148.49608),(64 147.86076),(65 148.34865),(66 148.96819),(67 147.1316),(68 145.7195),(69 145.0512),(70 144.69519),(71 142.56357),(72 143.52663),(73 144.2624),(74 144.15207),(75 142.79079),(76 143.14993),(77 143.39305),(78 144.25548),(79 144.56412),
(1 79.36481),(2 95.259476),(3 103.88057),(4 109.71332),(5 112.414825),(6 116.49406),(7 120.49895),(8 121.848946),(9 124.21191),(10 125.02735),(11 126.06778),(12 128.21434),(13 131.2283),(14 131.80443),(15 130.47446),(16 130.7183),(17 130.62251),(18 132.27036),(19 133.15999),(20 131.56526),(21 132.8998),(22 133.03806),(23 131.32573),(24 132.5162),(25 133.2055),(26 133.74843),(27 133.60667),(28 133.04985),(29 133.17679),(30 133.31161),(31 133.3377),(32 133.92668),(33 134.6468),(34 134.9767),(35 134.6657),(36 135.31595),(37 135.25601),(38 136.99835),(39 136.14667),(40 136.69963),(41 138.07867),(42 138.9289),(43 138.47595),(44 139.32309),(45 139.83711),(46 140.03491),(47 141.31255),(48 141.78125),(49 142.73262),(50 144.12752),(51 142.1396),(52 143.62155),(53 144.0542),(54 143.88843),(55 144.13094),(56 144.37326),(57 144.06764),(58 145.09192),(59 144.82932),(60 144.93944),(61 145.21565),(62 145.23546),(63 144.5457),(64 145.13339),(65 143.92308),(66 144.21944),(67 143.90732),(68 143.97804),(69 143.56062),(70 142.81035),(71 141.36133),(72 141.927),(73 143.10918),(74 142.91425),(75 142.5156),(76 143.01889),(77 142.28098),(78 143.11745),(79 144.06566),
(1 78.818085),(2 93.649284),(3 102.05161),(4 107.6348),(5 112.84323),(6 115.84815),(7 119.1101),(8 121.000496),(9 123.00357),(10 125.16151),(11 125.249794),(12 127.59485),(13 128.42686),(14 128.95946),(15 128.18848),(16 128.25725),(17 128.81467),(18 129.95442),(19 130.03778),(20 128.82791),(21 130.72716),(22 131.55293),(23 131.46126),(24 132.88152),(25 133.52727),(26 133.31554),(27 131.83366),(28 131.48273),(29 131.50552),(30 132.80989),(31 132.63577),(32 133.88101),(33 133.53331),(34 133.21286),(35 133.97801),(36 133.84212),(37 134.18427),(38 136.04866),(39 136.11365),(40 136.55669),(41 137.217),(42 137.07333),(43 138.00525),(44 138.89142),(45 139.56644),(46 139.79408),(47 139.61235),(48 140.34027),(49 141.93327),(50 143.10794),(51 142.30943),(52 143.10504),(53 143.43008),(54 142.54959),(55 143.4115),(56 143.03825),(57 143.64151),(58 144.66063),(59 145.12921),(60 145.12968),(61 146.40585),(62 146.9078),(63 146.41805),(64 147.13448),(65 147.57782),(66 147.51181),(67 146.57654),(68 146.16449),(69 145.55644),(70 145.27101),(71 144.42671),(72 143.818),(73 144.04794),(74 143.33469),(75 142.14357),(76 141.95096),(77 140.05196),(78 141.09811),(79 141.06097),
(1 77.49467),(2 93.17123),(3 103.05165),(4 107.68908),(5 113.56032),(6 117.46088),(7 120.555084),(8 122.73906),(9 124.485985),(10 125.52694),(11 126.541435),(12 127.37546),(13 128.75374),(14 129.98204),(15 129.23708),(16 130.13913),(17 129.76787),(18 132.52826),(19 131.54805),(20 132.70636),(21 133.47906),(22 133.14459),(23 132.85474),(24 134.27774),(25 134.13232),(26 135.45393),(27 134.61841),(28 135.54668),(29 135.63165),(30 135.83395),(31 135.88937),(32 136.61342),(33 136.93344),(34 136.40895),(35 137.53857),(36 138.31253),(37 138.7629),(38 139.70848),(39 139.50014),(40 140.32057),(41 141.85043),(42 142.39331),(43 142.53322),(44 143.66908),(45 144.10461),(46 143.2044),(47 144.79547),(48 144.44107),(49 145.43854),(50 146.32352),(51 146.51244),(52 146.80452),(53 148.12483),(54 149.2514),(55 148.14255),(56 147.76657),(57 148.28299),(58 147.78786),(59 147.72554),(60 147.72403),(61 147.36592),(62 147.55997),(63 146.49559),(64 145.30124),(65 145.4075),(66 144.40782),(67 145.22296),(68 144.27089),(69 144.30676),(70 144.53427),(71 142.3343),(72 142.18413),(73 143.70882),(74 142.83252),(75 140.67584),(76 140.90138),(77 141.16757),(78 141.22394),(79 140.82503),
(1 76.70012),(2 91.65794),(3 100.67693),(4 105.896164),(5 109.35479),(6 112.75205),(7 115.303535),(8 116.18694),(9 118.90549),(10 118.8104),(11 120.69293),(12 121.51878),(13 123.21478),(14 123.760155),(15 123.48563),(16 124.30536),(17 124.22026),(18 126.0329),(19 125.82884),(20 125.977165),(21 125.29065),(22 125.29345),(23 126.277405),(24 126.98052),(25 128.11157),(26 129.10774),(27 128.05132),(28 129.38332),(29 130.02011),(30 129.31711),(31 128.62057),(32 128.39767),(33 129.34596),(34 129.84846),(35 129.59688),(36 130.3793),(37 131.54385),(38 131.41637),(39 130.68141),(40 129.95335),(41 131.42943),(42 132.52052),(43 133.075),(44 134.05205),(45 134.46013),(46 135.05913),(47 135.94925),(48 137.43988),(49 137.00893),(50 139.34117),(51 137.31332),(52 137.78294),(53 139.48347),(54 140.9319),(55 141.95567),(56 142.30196),(57 142.47949),(58 142.10275),(59 142.02231),(60 142.05894),(61 142.53087),(62 142.64476),(63 142.38638),(64 140.90651),(65 141.0038),(66 141.0411),(67 140.90938),(68 140.67328),(69 139.7081),(70 139.10835),(71 138.61308),(72 138.50932),(73 138.46777),(74 137.44308),(75 136.67874),(76 136.88371),(77 137.01189),(78 137.65402),(79 137.98605),
(1 76.52839),(2 91.77757),(3 100.43206),(4 105.73496),(5 110.247574),(6 115.35711),(7 117.08136),(8 119.284615),(9 120.40544),(10 120.93278),(11 121.79993),(12 122.45063),(13 124.792725),(14 126.31362),(15 125.30936),(16 125.902306),(17 127.336975),(18 129.31537),(19 128.7666),(20 129.90213),(21 130.20586),(22 129.69937),(23 130.09003),(24 129.88475),(25 131.36406),(26 131.55133),(27 129.4342),(28 129.24522),(29 130.20366),(30 131.06918),(31 130.13382),(32 130.32664),(33 130.629),(34 129.92366),(35 130.5593),(36 131.4988),(37 132.2718),(38 133.02287),(39 132.91809),(40 133.88815),(41 135.06741),(42 136.58777),(43 136.35092),(44 137.18758),(45 136.8913),(46 137.90402),(47 137.79573),(48 138.32523),(49 140.04892),(50 140.79),(51 141.22902),(52 142.9878),(53 142.77481),(54 143.25056),(55 143.68541),(56 144.22733),(57 144.29971),(58 144.39021),(59 143.96324),(60 144.39496),(61 143.82816),(62 143.42886),(63 142.15724),(64 142.9639),(65 142.20586),(66 143.12262),(67 142.48325),(68 141.80342),(69 141.52959),(70 141.86804),(71 141.23149),(72 141.16948),(73 140.13902),(74 141.3696),(75 139.14398),(76 138.40416),(77 136.81006),(78 137.93062),(79 137.38878),
(1 75.23346),(2 90.874435),(3 98.60338),(4 102.777214),(5 107.33747),(6 111.36714),(7 112.76229),(8 115.21651),(9 117.441086),(10 119.046165),(11 120.320496),(12 121.706566),(13 124.377556),(14 124.72788),(15 124.16927),(16 125.06709),(17 125.48483),(18 125.39454),(19 125.85517),(20 125.65615),(21 126.44361),(22 126.3255),(23 125.9958),(24 126.68417),(25 127.0226),(26 126.49464),(27 126.12729),(28 126.7741),(29 128.56236),(30 128.16858),(31 128.69925),(32 128.38467),(33 129.36055),(34 129.63115),(35 130.23642),(36 131.16498),(37 130.94623),(38 132.12956),(39 131.75061),(40 133.17178),(41 133.63602),(42 133.1905),(43 134.35136),(44 134.85864),(45 135.71443),(46 136.48283),(47 136.55324),(48 139.63371),(49 141.17162),(50 143.49924),(51 142.1462),(52 141.80388),(53 142.7114),(54 143.50882),(55 143.9014),(56 143.97232),(57 145.30577),(58 144.47444),(59 145.32225),(60 145.5773),(61 145.52516),(62 146.1714),(63 145.1855),(64 145.34862),(65 145.21848),(66 144.7022),(67 142.86638),(68 142.09404),(69 142.45029),(70 141.49721),(71 140.52217),(72 140.96538),(73 141.05298),(74 140.20068),(75 138.4466),(76 138.44225),(77 138.52003),(78 139.2793),(79 138.56728),
(1 75.86839),(2 90.9734),(3 98.56354),(4 104.26675),(5 108.12265),(6 111.965645),(7 115.00535),(8 116.28577),(9 117.93273),(10 119.44308),(11 120.904335),(12 121.12942),(13 122.81109),(14 124.66068),(15 123.750145),(16 124.466415),(17 124.57196),(18 125.989044),(19 127.41056),(20 127.03669),(21 128.00952),(22 127.821144),(23 128.14493),(24 129.06644),(25 130.40936),(26 130.75618),(27 129.00032),(28 129.42874),(29 130.25243),(30 130.48534),(31 131.18466),(32 131.40837),(33 132.06664),(34 132.0422),(35 131.88153),(36 133.1609),(37 132.60498),(38 132.45659),(39 132.30792),(40 132.91275),(41 134.14728),(42 133.77519),(43 133.86931),(44 133.59964),(45 133.92545),(46 134.42108),(47 135.03613),(48 137.20433),(49 136.3204),(50 136.64601),(51 136.41801),(52 136.00739),(53 137.65475),(54 137.53415),(55 138.12378),(56 137.91765),(57 137.19829),(58 139.0103),(59 138.82298),(60 139.3863),(61 140.80157),(62 141.32576),(63 140.26572),(64 139.86526),(65 140.18947),(66 140.73622),(67 139.02913),(68 140.52548),(69 139.15508),(70 137.60963),(71 138.1206),(72 138.19534),(73 138.47653),(74 138.8925),(75 136.23676),(76 136.75328),(77 136.64561),(78 136.43054),(79 136.75153),
(1 74.7168),(2 89.68446),(3 97.162025),(4 100.99003),(5 105.1788),(6 108.237236),(7 112.03596),(8 114.20745),(9 116.20721),(10 117.40321),(11 117.33554),(12 119.461136),(13 120.25189),(14 121.855606),(15 120.3125),(16 120.97182),(17 121.33536),(18 122.55285),(19 122.75521),(20 122.988525),(21 124.24085),(22 124.91149),(23 125.71944),(24 124.849205),(25 126.15338),(26 126.92763),(27 126.17667),(28 125.350914),(29 126.05256),(30 125.17178),(31 123.88379),(32 124.12396),(33 124.811806),(34 125.13146),(35 125.791176),(36 127.288),(37 128.69402),(38 129.96716),(39 129.31564),(40 130.6154),(41 132.04077),(42 133.66101),(43 133.15004),(44 133.91429),(45 133.75589),(46 134.02434),(47 135.61252),(48 137.42134),(49 137.83229),(50 138.5461),(51 137.51566),(52 137.84335),(53 137.49857),(54 139.8562),(55 139.15932),(56 140.38147),(57 140.665),(58 141.43611),(59 140.43005),(60 140.88905),(61 140.90283),(62 140.55363),(63 139.89171),(64 139.51193),(65 138.20406),(66 138.75186),(67 138.46121),(68 138.24762),(69 138.53688),(70 138.06587),(71 139.2507),(72 138.29414),(73 138.68098),(74 138.13962),(75 137.8806),(76 137.00706),(77 137.0763),(78 136.8104),(79 136.3782),
(1 74.18713),(2 89.71725),(3 96.56563),(4 102.244),(5 106.90467),(6 109.98919),(7 112.54817),(8 113.87965),(9 116.33091),(10 116.33666),(11 116.643364),(12 118.28282),(13 119.51267),(14 120.871735),(15 120.299736),(16 119.82871),(17 120.561325),(18 122.24274),(19 122.34656),(20 123.064514),(21 123.348564),(22 123.21674),(23 123.68291),(24 124.42371),(25 124.69505),(26 125.30738),(27 124.837364),(28 125.49475),(29 124.866005),(30 124.82988),(31 126.03283),(32 126.171104),(33 126.97433),(34 126.41422),(35 126.66995),(36 127.738846),(37 128.7283),(38 129.1613),(39 128.12991),(40 128.64297),(41 128.06277),(42 128.8106),(43 129.62067),(44 129.85791),(45 131.25186),(46 130.97427),(47 132.32668),(48 132.37914),(49 133.6739),(50 134.7903),(51 135.38698),(52 135.01575),(53 137.00037),(54 136.60118),(55 137.90604),(56 138.72708),(57 140.1375),(58 139.37473),(59 138.46794),(60 139.576),(61 139.60585),(62 139.96956),(63 139.42966),(64 138.87689),(65 139.19801),(66 137.96361),(67 138.36908),(68 137.1217),(69 135.91061),(70 135.71257),(71 135.50412),(72 135.57236),(73 135.57452),(74 135.58504),(75 134.1145),(76 133.49474),(77 133.32544),(78 133.57135),(79 133.36949),
(1 73.668175),(2 89.29411),(3 97.8493),(4 103.30017),(5 105.61086),(6 110.35353),(7 112.50701),(8 114.74872),(9 115.74202),(10 115.74353),(11 117.39178),(12 118.7703),(13 119.8598),(14 121.944496),(15 120.92347),(16 120.893486),(17 121.328476),(18 122.39971),(19 123.316284),(20 123.7122),(21 124.51706),(22 124.977455),(23 124.502945),(24 125.568344),(25 125.456085),(26 127.32209),(27 125.73873),(28 125.37905),(29 125.821045),(30 125.77982),(31 125.30113),(32 124.84105),(33 126.57109),(34 126.99638),(35 126.97026),(36 129.35681),(37 129.14508),(38 129.96526),(39 129.62132),(40 131.14899),(41 131.4349),(42 132.11707),(43 133.08675),(44 133.19777),(45 133.71394),(46 133.9459),(47 134.43788),(48 134.93085),(49 136.3356),(50 136.60791),(51 135.21672),(52 134.53888),(53 135.5772),(54 136.07909),(55 136.92618),(56 137.83498),(57 137.40933),(58 137.00519),(59 138.11879),(60 138.16563),(61 138.23843),(62 138.11273),(63 138.7901),(64 136.88892),(65 136.5888),(66 136.47374),(67 136.70595),(68 136.44344),(69 136.72913),(70 136.8778),(71 137.40915),(72 137.8493),(73 137.43576),(74 137.089),(75 137.41853),(76 136.96962),(77 136.6312),(78 136.88951),(79 137.29417),
(1 72.57417),(2 86.73061),(3 94.208244),(4 99.75911),(5 103.526955),(6 106.26437),(7 109.816345),(8 111.30541),(9 112.420555),(10 113.276855),(11 115.10807),(12 115.81386),(13 117.45605),(14 119.23098),(15 118.565956),(16 117.982285),(17 119.07786),(18 121.25867),(19 121.33396),(20 122.15112),(21 122.56598),(22 123.08185),(23 122.1172),(24 122.648796),(25 124.3728),(26 125.3853),(27 123.81311),(28 124.29703),(29 123.73357),(30 124.598595),(31 123.669),(32 124.27658),(33 124.37064),(34 124.70456),(35 124.976494),(36 125.25706),(37 125.399765),(38 126.454575),(39 125.5943),(40 125.61269),(41 126.715645),(42 127.00086),(43 127.99205),(44 128.30742),(45 128.4232),(46 128.25154),(47 128.54431),(48 130.97702),(49 131.45734),(50 134.39842),(51 132.50558),(52 133.05382),(53 134.60054),(54 134.94185),(55 135.72209),(56 136.00508),(57 136.70163),(58 135.99141),(59 136.9839),(60 137.12639),(61 137.85611),(62 139.13905),(63 138.27861),(64 137.91043),(65 137.72737),(66 138.62651),(67 136.71051),(68 136.10823),(69 135.26813),(70 133.99506),(71 134.3253),(72 134.28242),(73 133.21677),(74 133.22769),(75 132.19089),(76 131.88727),(77 131.02347),(78 132.28262),(79 131.82893),
(1 72.36377),(2 86.08181),(3 94.21475),(4 98.13596),(5 102.169876),(6 104.95161),(7 107.034065),(8 109.17366),(9 111.388954),(10 113.303085),(11 114.387344),(12 115.236435),(13 116.80562),(14 118.740295),(15 116.93697),(16 117.12107),(17 117.46137),(18 119.15013),(19 118.726135),(20 119.44543),(21 119.13585),(22 119.03705),(23 119.52576),(24 120.165016),(25 121.2),(26 121.075195),(27 120.80052),(28 121.68453),(29 121.75486),(30 122.08032),(31 122.035835),(32 122.74467),(33 123.541626),(34 123.08752),(35 122.65169),(36 123.69058),(37 124.7056),(38 125.81994),(39 125.865555),(40 127.21576),(41 128.13011),(42 127.89699),(43 127.93411),(44 129.43788),(45 129.11043),(46 130.65674),(47 130.27666),(48 131.003),(49 131.82648),(50 133.97812),(51 133.50076),(52 133.49814),(53 133.59818),(54 134.53302),(55 134.9577),(56 135.64455),(57 135.55087),(58 135.80574),(59 135.86151),(60 135.85208),(61 137.21147),(62 136.5125),(63 136.20805),(64 136.17451),(65 135.80646),(66 135.9159),(67 134.08675),(68 134.10612),(69 134.24751),(70 134.02983),(71 133.72202),(72 133.08478),(73 132.65955),(74 132.56685),(75 131.45215),(76 131.21085),(77 129.88739),(78 130.94832),(79 130.7568),
(1 71.341545),(2 86.92804),(3 94.14807),(4 99.11702),(5 103.37954),(6 107.594986),(7 109.12481),(8 110.56294),(9 112.5316),(10 113.46619),(11 115.31016),(12 116.77265),(13 117.20182),(14 118.18466),(15 117.50467),(16 118.97782),(17 119.55911),(18 120.36258),(19 120.93773),(20 120.54639),(21 122.24855),(22 121.526054),(23 122.16755),(24 121.26278),(25 122.82192),(26 122.26067),(27 121.17763),(28 120.840225),(29 121.24812),(30 122.163536),(31 122.10882),(32 122.89148),(33 122.73016),(34 122.68624),(35 122.81644),(36 123.54923),(37 123.5329),(38 123.76678),(39 124.33144),(40 124.45533),(41 124.42471),(42 125.885704),(43 126.10315),(44 127.52128),(45 127.70871),(46 127.38517),(47 127.55563),(48 129.09328),(49 130.6661),(50 131.06734),(51 130.34315),(52 131.45251),(53 131.1869),(54 132.80356),(55 132.42285),(56 132.75856),(57 132.21918),(58 132.08817),(59 132.75601),(60 132.65321),(61 133.61855),(62 133.50497),(63 133.27966),(64 132.94923),(65 133.17688),(66 132.41415),(67 131.97017),(68 131.02672),(69 130.44145),(70 130.30605),(71 129.8843),(72 130.43524),(73 129.70987),(74 129.66724),(75 128.7587),(76 128.15663),(77 128.66629),(78 129.13713),(79 130.16655),
(1 70.90238),(2 85.72874),(3 92.88255),(4 97.70872),(5 102.18002),(6 106.41842),(7 107.710754),(8 109.40876),(9 110.739845),(10 113.01545),(11 113.67125),(12 114.49956),(13 116.1104),(14 117.4728),(15 116.91168),(16 117.897385),(17 118.63835),(18 119.87863),(19 120.30633),(20 120.31332),(21 120.37584),(22 120.764114),(23 120.70793),(24 121.13577),(25 121.16264),(26 121.6172),(27 119.53434),(28 120.76157),(29 120.935875),(30 121.94349),(31 122.79374),(32 123.16555),(33 122.88864),(34 123.95929),(35 123.372025),(36 124.47835),(37 125.23024),(38 125.65716),(39 125.66422),(40 126.393654),(41 127.11924),(42 128.26784),(43 128.64294),(44 129.63391),(45 130.19824),(46 131.31023),(47 130.18718),(48 129.80553),(49 131.97139),(50 132.38435),(51 131.96313),(52 132.15924),(53 132.73889),(54 132.69145),(55 134.07431),(56 134.63806),(57 134.67276),(58 135.73967),(59 135.22523),(60 135.67325),(61 136.38701),(62 136.85774),(63 135.2079),(64 135.05428),(65 133.8778),(66 134.72284),(67 133.76785),(68 132.50012),(69 132.00204),(70 132.20164),(71 130.56236),(72 131.38681),(73 131.58224),(74 132.498),(75 130.67932),(76 129.90096),(77 130.13307),(78 130.2932),(79 129.85876),
(1 70.14239),(2 83.777435),(3 92.59317),(4 97.12647),(5 100.703186),(6 105.27069),(7 106.411995),(8 108.22573),(9 110.43362),(10 112.509995),(11 113.35995),(12 115.026405),(13 115.67469),(14 118.162575),(15 117.20959),(16 118.2836),(17 119.302315),(18 119.907104),(19 120.754715),(20 120.455894),(21 119.93685),(22 119.06827),(23 120.58993),(24 121.159546),(25 121.232475),(26 120.73263),(27 119.96362),(28 120.12618),(29 120.84001),(30 121.276276),(31 121.16087),(32 121.58886),(33 122.24291),(34 121.95821),(35 121.40662),(36 122.203445),(37 122.2244),(38 123.110146),(39 121.80606),(40 123.28992),(41 123.94972),(42 124.750656),(43 125.82293),(44 126.27405),(45 127.10185),(46 127.83718),(47 127.69765),(48 128.44183),(49 128.93845),(50 129.22127),(51 129.95045),(52 129.5932),(53 130.84091),(54 132.04712),(55 131.90356),(56 132.1966),(57 132.88431),(58 133.57622),(59 132.83014),(60 133.29553),(61 133.76326),(62 133.97209),(63 133.95564),(64 132.66962),(65 133.92152),(66 133.841),(67 133.11469),(68 132.75418),(69 132.15619),(70 132.03546),(71 131.6858),(72 130.95491),(73 131.08475),(74 130.77267),(75 130.17357),(76 130.33217),(77 129.89362),(78 129.48532),(79 130.4467),
(1 69.1325),(2 83.03335),(3 90.13986),(4 95.57096),(5 99.06915),(6 102.33648),(7 104.43363),(8 105.87889),(9 107.54429),(10 109.00385),(11 110.15471),(12 111.91603),(13 113.71415),(14 115.01137),(15 114.41725),(16 114.80199),(17 115.83469),(18 116.59644),(19 116.87156),(20 117.42786),(21 117.01218),(22 116.68958),(23 117.1931),(24 118.33315),(25 118.01009),(26 119.16434),(27 118.41017),(28 118.8582),(29 119.6842),(30 120.016365),(31 120.05028),(32 120.99461),(33 120.89833),(34 121.21771),(35 120.86293),(36 121.073235),(37 121.95149),(38 122.73827),(39 122.19764),(40 121.64543),(41 122.86336),(42 122.43703),(43 123.19592),(44 124.28737),(45 124.37903),(46 125.210625),(47 124.73066),(48 125.74297),(49 125.52224),(50 128.27165),(51 126.93139),(52 126.993675),(53 127.47894),(54 126.891624),(55 127.069176),(56 128.43637),(57 127.618454),(58 128.38504),(59 128.00052),(60 128.78311),(61 129.55984),(62 130.37679),(63 130.12064),(64 129.36215),(65 128.03943),(66 129.21198),(67 128.28296),(68 128.26115),(69 127.508766),(70 127.55437),(71 126.58395),(72 126.418915),(73 127.09278),(74 127.54812),(75 126.21261),(76 125.38533),(77 126.027084),(78 126.86334),(79 126.601265),
(1 68.69357),(2 82.76448),(3 90.48027),(4 95.12973),(5 99.93527),(6 103.85805),(7 105.97759),(8 107.955154),(9 110.12807),(10 110.39943),(11 112.417885),(12 113.14224),(13 115.281586),(14 115.49648),(15 114.437386),(16 115.22148),(17 115.325806),(18 116.399185),(19 116.81437),(20 116.2726),(21 117.046265),(22 117.45761),(23 117.67129),(24 118.12068),(25 119.19756),(26 118.371376),(27 117.20036),(28 117.84907),(29 117.51601),(30 117.90796),(31 117.43991),(32 117.12741),(33 117.95841),(34 117.78138),(35 118.197075),(36 118.30567),(37 119.28673),(38 119.76855),(39 120.0516),(40 119.62396),(41 119.832115),(42 120.845665),(43 121.69455),(44 122.76769),(45 122.35123),(46 123.861565),(47 124.54497),(48 125.662445),(49 126.285164),(50 127.89909),(51 127.826775),(52 128.0921),(53 129.00868),(54 129.22217),(55 130.44066),(56 130.2072),(57 130.56229),(58 131.66411),(59 132.84532),(60 133.37366),(61 132.82048),(62 134.08655),(63 133.96863),(64 133.08739),(65 132.72838),(66 131.2157),(67 131.48299),(68 131.26126),(69 129.99573),(70 129.3962),(71 129.89967),(72 128.12555),(73 129.01913),(74 128.595),(75 127.10993),(76 127.089386),(77 127.11405),(78 127.85049),(79 126.185165),
